"Hs_symbol","DRG","dHs_Avg_TPM","Brain_1_Nucleus_accumbens","Brain_1_Caudate_nucleus","Brain_1_Frontal_cortex","dHs_Avg__TPM","FoldChange"
"C17orf80",7.76727,7.76727,11.71205,10.47301,7.20997,9.79834333333333,0.811908802060069
"C17orf82",0.95131,0.95131,0.14909,0.30397,0.50251,0.318523333333333,1.47992071939063
"C17orf85",7.97635,7.97635,38.64811,32.27566,26.37102,32.4315966666667,0.268498991822008
"C17orf89",140.73081,140.73081,321.99026,492.53542,304.63229,373.052656666667,0.378906037623206
"C17orf96",1.03494,1.03494,3.11438,4.06209,14.04852,7.07499666666667,0.252005057587227
"C17orf97",7.99726,7.99726,21.46933,19.89596,24.33912,21.90147,0.392868230729294
"C17orf98",0.02091,0.02091,0,0,0,0,1.02091
"C17orf99",0.31362,0.31362,0.69577,0.63557,1.00503,0.77879,0.738490771816797
"C18orf1",13.9769,13.9769,52.87817,65.68429,46.93037,55.1642766666667,0.266662385574508
"C18orf21",27.18022,27.18022,15.87008,14.09297,25.67187,18.5449733333333,1.44181419536345
"C18orf25",3.64842,3.64842,8.66394,7.95838,8.36794,8.33008666666667,0.498218308797417
"C18orf26",0,0,0,0.13817,0,0.0460566666666667,0.955971155163678
"C18orf32",154.17456,154.17456,130.00872,143.38904,157.37405,143.590603333333,1.0731994778545
"C18orf34",1.05585,1.05585,0.99395,0.71847,0.26218,0.6582,1.239808225787
"C18orf42",31.57087,31.57087,0.79516,0.6632,3.99826,1.81887333333333,11.5545702656617
"C18orf54",0.56451,0.56451,0.79516,2.18303,0.74285,1.24034666666667,0.698333888802923
"C18orf56",0.51224,0.51224,7.33867,5.30559,8.82676,7.15700666666667,0.185391536601253
"C18orf62",0.01045,0.01045,0.06626,0,0.19664,0.0876333333333333,0.929035520549205
"C18orf63",0,0,0,0,0,0,1
"C18orf8",24.92217,24.92217,19.06728,20.80785,22.35092,20.7420166666667,1.19226152741121
"C19orf10",129.74373,129.74373,37.93578,41.80914,32.24824,37.3310533333333,3.41090887492786
"C19orf12",32.80443,32.80443,33.26421,33.46389,29.56089,32.09633,1.02139512145304
"C19orf18",0.91995,0.91995,1.27557,1.79616,2.73105,1.93426,0.654321702916579
"C19orf21",0.48088,0.48088,0.36445,0.0829,0.39327,0.280206666666667,1.15675073295457
"C19orf24",68.2119,68.2119,24.53401,23.15668,12.69392,20.1282033333333,3.27580622488645
"C19orf25",68.33734,68.33734,41.08329,49.98859,51.75887,47.61025,1.42639340468317
"C19orf26",4.64155,4.64155,50.84057,50.62415,39.48007,46.9815966666667,0.117577371157372
"C19orf33",87.39486,87.39486,2.48488,5.05689,1.55124,3.03100333333333,21.9287489218979
"C19orf35",0.68996,0.68996,1.37496,0.60793,0.6773,0.88673,0.895708447949627
"C19orf38",5.64512,5.64512,1.80568,1.46456,0.98318,1.41780666666667,2.74840833703274
"C19orf40",1.46355,1.46355,1.17617,0.80136,0.61176,0.863096666666667,1.32228780399657
"C19orf42",67.99236,67.99236,57.00306,52.55848,44.52705,51.3628633333333,1.31758188166308
"C19orf43",264.73533,264.73533,182.90346,205.12177,282.47801,223.50108,1.18367060862246
"C19orf44",3.27208,3.27208,4.83723,4.80819,5.35286,4.99942666666667,0.712081376664881
"C19orf45",0.2718,0.2718,1.20931,0.63557,1.3546,1.06649333333333,0.615438714214741
"C19orf47",13.53784,13.53784,20.32629,11.99284,23.61812,18.64575,0.739999236476083
"C19orf48",28.83194,28.83194,11.94397,12.15864,11.03344,11.7120166666667,2.34675117113597
"C19orf52",17.20717,17.20717,29.4375,68.75158,64.73682,54.3086333333333,0.329192187596994
"C19orf53",342.20941,342.20941,224.8813,209.59836,185.44925,206.64297,1.65288239712618
"C19orf54",3.9934,3.9934,7.71968,8.31761,5.63689,7.22472666666667,0.607120479788994
"C19orf55",2.52985,2.52985,14.1141,13.2916,8.80491,12.0702033333333,0.270068484014913
"C19orf57",2.23714,2.23714,3.67762,3.12256,5.17807,3.99275,0.648368133794001
"C19orf59",1.02449,1.02449,1.39153,0.46977,2.35963,1.40697666666667,0.841092490856441
"C19orf6",203.89346,203.89346,246.41689,198.10292,253.46333,232.661046666667,0.876883258561682
"C19orf60",281.63934,281.63934,98.78211,97.68361,202.22883,132.898183333333,2.11085268645044
"C19orf66",30.30594,30.30594,52.31493,42.00257,52.91683,49.07811,0.625142202850707
"C19orf67",0.04182,0.04182,0.08283,0.3316,0.61176,0.342063333333333,0.776282291695126
"C19orf68",4.18157,4.18157,20.52508,24.34491,14.96616,19.9453833333333,0.247384825454774
"C19orf69",0,0,0,0,0,0,1
"C19orf70",276.77826,276.77826,176.17772,154.30419,141.81799,157.4333,1.75328204361078
"C19orf71",2.29986,2.29986,22.36389,13.0429,6.44528,13.95069,0.220716234501551
"C19orf73",1.91307,1.91307,3.76045,4.83582,5.74613,4.7808,0.50392160254636
"C19orf76",7.78818,7.78818,7.28897,7.93075,7.36291,7.52754333333333,1.03056409759278
"C19orf77",1.19175,1.19175,6.0134,3.09493,20.66859,9.92564,0.200606097217188
"C19orf80",1.54718,1.54718,0.77859,1.10533,4.45707,2.11366333333333,0.818065322840513
"C19orf81",12.49245,12.49245,7.68655,10.19668,5.61504,7.83275666666667,1.52754689268394
"C1D",20.99149,20.99149,41.39804,42.6105,46.47155,43.4933633333333,0.494264500420999
"C1DP1",1.41128,1.41128,7.15644,6.93595,1.72602,5.27280333333333,0.38440229541178
"C1DP2",0.72132,0.72132,0,0.5803,0,0.193433333333333,1.44232606206184
"C1DP3",0.05227,0.05227,0,0,0,0,1.05227
"C1DP4",0.09409,0.09409,0,0,0,0,1.09409
"C1GALT1",13.88282,13.88282,18.38808,17.51949,30.30374,22.0704366666667,0.645103524265037
"C1GALT1C1",21.70236,21.70236,5.71522,5.41612,5.37471,5.50201666666667,3.49158748183256
"C1orf100",0.12545,0.12545,0.29819,0.19343,1.37645,0.62269,0.693570552600928
"C1orf101",1.00358,1.00358,2.21982,1.27113,5.78983,3.09359333333333,0.489442852978394
"C1orf105",0,0,0,0,0,0,1
"C1orf106",0.62724,0.62724,4.90349,5.13979,6.2268,5.42336,0.253331589697604
"C1orf109",9.42945,9.42945,12.50721,12.49024,7.75618,10.9178766666667,0.875109744101508
"C1orf110",0.04182,0.04182,0.0994,1.63036,0.52436,0.751373333333333,0.594858891688808
"C1orf111",0.02091,0.02091,0,0.52503,0,0.17501,0.868852179981447
"C1orf112",1.3172,1.3172,1.70628,1.05006,2.81844,1.85826,0.810703015121088
"C1orf114",2.73893,2.73893,6.34472,7.32282,6.27049,6.64601,0.489004068788819
"C1orf115",8.1018,8.1018,56.77114,47.80556,71.66276,58.7464866666667,0.152340338450027
"C1orf116",0.12545,0.12545,0.18222,0.13817,0.06555,0.128646666666667,0.997167699368565
"C1orf122",269.27234,269.27234,446.48256,949.50683,1362.48831,919.492566666667,0.293617080449355
"C1orf123",83.58963,83.58963,78.50552,61.2906,57.92012,65.9054133333333,1.26431667910878
"C1orf126",2.55076,2.55076,19.54769,22.93562,8.19315,16.8921533333333,0.198453474763425
"C1orf127",0.2718,0.2718,0.64607,0.13817,0.50251,0.428916666666667,0.890044905814428
"C1orf129",0.01045,0.01045,0,0,0,0,1.01045
"C1orf131",10.31803,10.31803,16.38362,8.37288,4.98144,9.91264666666667,1.03714803069466
"C1orf132",0.5436,0.5436,1.17617,1.4922,0.93948,1.20261666666667,0.70080283299409
"C1orf134",3.18845,3.18845,21.30367,26.14107,33.31882,26.9211866666667,0.150009741706298
"C1orf137",0,0,0,0,0,0,1
"C1orf138",0.06272,0.06272,0,0,1.17981,0.39327,0.762752373911733
"C1orf141",0,0,2.55114,1.51983,0.37142,1.48079666666667,0.403096317177681
"C1orf143",0.03136,0.03136,0.76203,0.88426,2.05375,1.23334666666667,0.46180022805834
"C1orf145",1.30674,1.30674,77.80976,59.43917,5.76798,47.6723033333333,0.0473932779429451
"C1orf146",0,0,0,0,0.85209,0.28403,0.77879800316192
"C1orf147",0.02091,0.02091,0.94425,0.3316,0.45882,0.578223333333333,0.64687296052312
"C1orf148",1.52627,1.52627,2.43518,4.67002,2.77475,3.29331666666667,0.588419209701901
"C1orf158",0.08363,0.08363,0,3.64759,0,1.21586333333333,0.489032867550496
"C1orf159",16.55903,16.55903,26.55504,23.15668,32.42303,27.37825,0.618749570533771
"C1orf162",66.49745,66.49745,12.82196,5.66482,11.92923,10.13867,6.05974052557442
"C1orf167",0.88858,0.88858,0,0.5803,0,0.193433333333333,1.58247632879926
"C1orf168",0.02091,0.02091,0.24849,0,0.10924,0.119243333333333,0.912143025198572
"C1orf170",0.20908,0.20908,0.94425,0.2487,1.44199,0.878313333333333,0.643705168111817
"C1orf172",0.78404,0.78404,0,0.22107,0.58991,0.270326666666667,1.40439467013734
"C1orf173",1.89216,1.89216,17.89111,12.43497,9.02339,13.11649,0.204878124802979
"C1orf174",13.63193,13.63193,17.55979,18.87352,24.20803,20.21378,0.68973704827711
"C1orf177",0.06272,0.06272,1.37496,0.60793,0,0.660963333333333,0.639821469067148
"C1orf180",0,0,0,0.05527,0,0.0184233333333333,0.981909945765841
"C1orf185",0,0,0,0,0,0,1
"C1orf186",0.36589,0.36589,2.78306,2.48699,3.62684,2.96563,0.344432032236996
"C1orf189",0.10454,0.10454,0,0,0,0,1.10454
"C1orf191",0.12545,0.12545,0.6792,0,0.41512,0.364773333333333,0.824642431466031
"C1orf192",0.9304,0.9304,17.57636,26.38977,9.67884,17.8816566666667,0.102236791722195
"C1orf194",0.31362,0.31362,34.0925,69.69111,13.39307,39.0588933333333,0.0327922189230057
"C1orf195",0,0,0,0,0,0,1
"C1orf196",3.65888,3.65888,4.27399,3.31599,6.79485,4.79494333333333,0.80395609275443
"C1orf198",32.89852,32.89852,49.49873,54.65861,40.68173,48.27969,0.687880138856393
"C1orf200",0.1359,0.1359,0,0,0.24033,0.08011,1.05165214654063
"C1orf204",4.63109,4.63109,13.65025,10.33484,6.48898,10.1580233333333,0.504667344006869
"C1orf21",87.21714,87.21714,65.99831,88.2054,130.43497,94.87956,0.920082862290983
"C1orf210",0.01045,0.01045,0.43071,0.19343,0,0.208046666666667,0.836432919258086
"C1orf212",98.87327,98.87327,47.64336,37.60888,35.54735,40.26653,2.42020034153586
"C1orf213",3.51252,3.51252,31.60763,19.50909,29.27686,26.79786,0.162333359474434
"C1orf216",95.70573,95.70573,48.14034,36.58645,46.47155,43.73278,2.16185379044182
"C1orf220",0.12545,0.12545,1.62345,0.829,1.24536,1.23260333333333,0.504097608024115
"C1orf222",1.4531,1.4531,13.02075,8.40051,16.29891,12.57339,0.180728616800961
"C1orf226",2.50894,2.50894,1.52406,1.05006,2.09745,1.55719,1.37218587590285
"C1orf227",0.73178,0.73178,0.76203,0,0.6773,0.479776666666667,1.17029822067744
"C1orf228",12.41927,12.41927,52.74564,46.78313,37.53556,45.68811,0.287423714517465
"C1orf229",0.74223,0.74223,1.37496,1.93433,2.01005,1.77311333333333,0.628257770448136
"C1orf233",84.90682,84.90682,15.50563,16.1931,38.03807,23.2456,3.54319216682615
"C1orf27",11.07071,11.07071,10.22112,13.48504,11.12084,11.609,0.957309064953605
"C1orf31",46.76043,46.76043,94.49156,61.0419,47.60767,67.71371,0.695064056357894
"C1orf35",24.8699,24.8699,24.46775,32.08223,39.74225,32.09741,0.781629136539687
"C1orf43",184.70004,184.70004,208.84556,201.25311,118.72423,176.2743,1.04752939371358
"C1orf50",30.38958,30.38958,15.60502,15.88913,15.94933,15.8144933333333,1.86681688099235
"C1orf51",9.58625,9.58625,36.97496,29.1531,19.72911,28.6190566666667,0.357413476031253
"C1orf52",22.59094,22.59094,35.18585,32.55199,33.07848,33.60544,0.68171189269664
"C1orf53",13.2974,13.2974,4.34025,6.35565,23.37779,11.3578966666667,1.15694445306092
"C1orf54",50.16841,50.16841,59.23945,71.48727,63.99397,64.9068966666667,0.776374136667235
"C1orf56",3.75296,3.75296,7.04048,18.12743,15.42497,13.53096,0.32709194712531
"C1orf61",1.77717,1.77717,1376.24041,2179.40846,1609.50636,1721.71841,0.00161208586608185
"C1orf63",48.03581,48.03581,180.50141,144.13514,194.82222,173.152923333333,0.28156753881268
"C1orf64",0.04182,0.04182,4.27399,7.32282,3.36465,4.98715333333333,0.174009239783403
"C1orf65",0.07318,0.07318,0.16566,0.27633,0.28403,0.242006666666667,0.864069436020204
"C1orf68",0,0,1.3087,0.1658,0,0.4915,0.670465973851827
"C1orf74",2.61348,2.61348,1.44123,1.71326,1.74787,1.63412,1.37179779205199
"C1orf81",0,0,0.03313,0.1658,0.13109,0.110006666666667,0.900895490117177
"C1orf85",49.15438,49.15438,25.87584,37.55362,43.89344,35.7743,1.36384322747136
"C1orf86",168.59053,168.59053,90.3998,126.06298,219.44537,145.302716666667,1.15917553592933
"C1orf87",0.17772,0.17772,3.18064,6.41092,0.32773,3.30643,0.273479424952919
"C1orf88",1.36946,1.36946,7.2724,19.09459,5.4184,10.59513,0.204349584696334
"C1orf94",0.37634,0.37634,0.31475,0.3316,0.17479,0.273713333333333,1.0805728133489
"C1orf95",3.20936,3.20936,28.97366,34.90082,40.33215,34.7355433333333,0.1177919686497
"C1orf98",0,0,0.76203,0.93953,0.54621,0.749256666666667,0.57167139565949
"C1QA",480.30583,480.30583,78.47239,28.407,14.72582,40.53507,11.5879383374098
"C1QB",709.71733,709.71733,233.03169,56.84164,41.57751,110.483613333333,6.37508337548203
"C1QBP",154.59272,154.59272,103.76843,102.04967,108.60842,104.80884,1.47050775719685
"C1QBPP",0,0,0,0,0,0,1
"C1QC",404.10713,404.10713,157.35893,32.52436,20.12238,70.00189,5.70558234435731
"C1QL1",24.99535,24.99535,28.01284,42.72104,45.31359,38.68249,0.655083640164717
"C1QL2",0.42861,0.42861,7.3221,13.59557,24.33912,15.0855966666667,0.0888129939848879
"C1QL3",0.15681,0.15681,0.5798,0.11053,8.78306,3.15779666666667,0.278226688975491
"C1QL4",0.11499,0.11499,0,0.05527,0.17479,0.0766866666666667,1.03557519055374
"C1QTNF1",25.21488,25.21488,16.25109,33.29809,9.24187,19.5970166666667,1.27275131269011
"C1QTNF2",1.26493,1.26493,2.35235,1.38166,2.20669,1.98023333333333,0.759984117574687
"C1QTNF3",2.02806,2.02806,21.56873,15.08777,11.55781,16.0714366666667,0.177375815470325
"C1QTNF4",6.82642,6.82642,159.97633,160.8809,87.04404,135.96709,0.0571408796083789
"C1QTNF5",24.51447,24.51447,12.85509,46.78313,39.85149,33.1632366666667,0.746839951054599
"C1QTNF6",2.18487,2.18487,12.25872,13.2916,6.96964,10.8399866666667,0.268992701568358
"C1QTNF7",0.30316,0.30316,0.59637,1.93433,0.19664,0.909113333333333,0.682599601211033
"C1QTNF8",0.02091,0.02091,0.23192,1.51983,0.48066,0.744136666666667,0.585338304911121
"C1QTNF9",0.47043,0.47043,0.99395,1.87906,0.93948,1.27083,0.647529757841846
"C1QTNF9B",0.75268,0.75268,2.25295,6.07932,1.66048,3.33091666666667,0.404690308056416
"C1R",235.45387,235.45387,35.76565,28.29647,35.08854,33.05022,6.94426849518153
"C1RL",27.92245,27.92245,12.54034,7.07412,11.09899,10.2378166666667,2.57367163550452
"C1S",162.63179,162.63179,30.56398,21.83028,20.99632,24.4635266666667,6.42612439910785
"C2",7.35957,7.35957,4.90349,7.51625,7.55955,6.65976333333333,1.091361395413
"C20orf111",50.25204,50.25204,19.63052,16.5247,12.2788,16.1446733333333,2.98938562453411
"C20orf112",17.14445,17.14445,17.94081,16.91156,19.35769,18.07002,0.951464654992496
"C20orf118",2.50894,2.50894,0.94425,0.4145,0.15294,0.503896666666667,2.33323211479512
"C20orf132",3.28253,3.28253,11.13225,5.08452,19.40138,11.8727166666667,0.332682689357206
"C20orf141",0.5436,0.5436,0,0,0,0,1.5436
"C20orf144",0.12545,0.12545,0,1.02243,1.66048,0.894303333333333,0.594123433241068
"C20orf151",0,0,0,0,0.65545,0.218483333333333,0.820692390813716
"C20orf152",0.44952,0.44952,0.21536,0.46977,0.37142,0.352183333333333,1.07198481468243
"C20orf160",2.83302,2.83302,3.49539,5.80299,3.14617,4.14818333333333,0.744538364665853
"C20orf166",0.20908,0.20908,0.39758,0.55267,0.37142,0.440556666666667,0.839314431689601
"C20orf166-AS1",6.85778,6.85778,0.03313,0.9119,3.67053,1.53852,3.09541780249909
"C20orf173",0.05227,0.05227,0,0,0,0,1.05227
"C20orf187",0,0,0,0,0,0,1
"C20orf194",6.56507,6.56507,25.37887,25.06338,17.65351,22.6985866666667,0.319220302307761
"C20orf195",0.20908,0.20908,0.34788,0.5803,0.37142,0.4332,0.843622662573263
"C20orf196",9.76397,9.76397,16.88059,22.27242,48.06649,29.0731666666667,0.357926058113822
"C20orf197",0.16726,0.16726,0.03313,0.27633,0.50251,0.270656666666667,0.918627376395932
"C20orf20",13.33922,13.33922,12.20903,10.97041,14.72582,12.6350866666667,1.05164128036345
"C20orf201",4.50564,4.50564,0.5798,6.05169,16.08043,7.57064,0.642383765973136
"C20orf202",0.91995,0.91995,0.21536,0.30397,0.6773,0.398876666666667,1.37249412028223
"C20orf24",114.17783,114.17783,39.41014,49.87805,54.57731,47.9551666666667,2.35272061852511
"C20orf26",1.53673,1.53673,10.48618,8.95318,5.22177,8.22037666666667,0.275122166014187
"C20orf27",184.02054,184.02054,583.03479,525.97168,79.15677,396.054413333333,0.465982832042399
"C20orf43",133.47578,133.47578,102.62539,97.29675,76.46941,92.1305166666667,1.44394968280179
"C20orf62",0,0,0.46384,0,0,0.154613333333333,0.866090812508661
"C20orf72",6.65915,6.65915,7.70312,7.90312,6.99149,7.53257666666667,0.897636235713089
"C20orf78",0,0,0,0,0,0,1
"C20orf79",0,0,0,0,0,0,1
"C20orf85",0,0,0.38101,2.12776,0,0.836256666666667,0.544586178039744
"C20orf94",0.18817,0.18817,2.15356,1.46456,1.83527,1.81779666666667,0.421666337410199
"C20orf96",10.98708,10.98708,17.26161,25.56078,19.37953,20.7339733333333,0.551536519169988
"C21orf119",23.62588,23.62588,12.37468,9.03608,10.07211,10.49429,2.14244463990381
"C21orf128",0.09409,0.09409,0.48041,0.71847,1.59493,0.93127,0.566513227047487
"C21orf2",62.38906,62.38906,58.56025,51.56368,74.89633,61.67342,1.01141855670235
"C21orf33",223.50503,223.50503,178.31472,216.72775,153.87831,182.973593333333,1.22031116494653
"C21orf37",0.16726,0.16726,2.74993,0.80136,2.25039,1.93389333333333,0.397853591587061
"C21orf49",0.60633,0.60633,5.20167,7.82022,11.09899,8.04029333333333,0.177685606071779
"C21orf54",0,0,0,0,0,0,1
"C21orf56",17.86577,17.86577,20.87296,27.6609,18.33081,22.2882233333333,0.810099153119882
"C21orf58",2.47758,2.47758,13.56742,14.25877,7.62509,11.8170933333333,0.271323607432574
"C21orf59",23.87678,23.87678,51.42037,55.98501,75.9669,61.1240933333333,0.400436910467587
"C21orf62",0.06272,0.06272,1.02708,1.71326,1.24536,1.32856666666667,0.456383755386003
"C21orf67",3.10482,3.10482,4.04207,4.47659,4.17305,4.23057,0.78477489069069
"C21orf7",1.08721,1.08721,1.9879,5.38849,2.38148,3.25262333333333,0.490805283327076
"C21orf77",0.2718,0.2718,3.76045,1.21586,1.11427,2.03019333333333,0.419709193472804
"C21orf88",0.49133,0.49133,22.62894,15.06013,4.12935,13.9394733333333,0.0998248041764971
"C21orf90",0.81541,0.81541,2.02103,0.85663,0.87394,1.25053333333333,0.806657681142248
"C21orf91",1.3381,1.3381,5.41703,4.28316,5.17807,4.95942,0.392336838148679
"C22orf13",57.44435,57.44435,34.10907,47.83319,27.17941,36.37389,1.5637748706383
"C22orf15",0.21953,0.21953,0.24849,6.05169,0,2.10006,0.393389160209802
"C22orf23",1.82944,1.82944,6.5932,8.09655,7.64694,7.44556333333333,0.335020872892237
"C22orf24",0.34498,0.34498,1.95477,1.21586,0.87394,1.34819,0.572773072025688
"C22orf25",131.71952,131.71952,36.51111,29.59523,52.02105,39.3757966666667,3.28710591386473
"C22orf26",0.87813,0.87813,1.17617,0.9948,0.80839,0.99312,0.942306534478606
"C22orf28",101.63311,101.63311,40.90106,32.16513,25.12566,32.7306166666667,3.04272853989724
"C22orf29",8.07043,8.07043,9.47566,8.06892,7.90912,8.48456666666667,0.956335731381156
"C22orf31",0.04182,0.04182,2.35235,1.9896,2.55626,2.29940333333333,0.315760122284736
"C22orf32",246.06461,246.06461,247.36114,247.09671,360.28018,284.912676666667,0.864126113190994
"C22orf34",1.08721,1.08721,4.00893,1.13296,1.22351,2.1218,0.668591838042155
"C22orf39",46.1541,46.1541,51.02279,56.04027,45.68501,50.9160233333333,0.908276423585859
"C22orf42",0.07318,0.07318,1.04365,1.54746,0.83024,1.14045,0.501380550818753
"C22orf43",0.16726,0.16726,1.37496,3.01203,5.72428,3.37042333333333,0.267081678586437
"C22orf45",0.32407,0.32407,7.85221,11.05331,0.89578,6.60043333333333,0.174209803826975
"C22orf46",5.84375,5.84375,17.47696,26.11344,13.74265,19.1110166666667,0.340298559413124
"C2CD2",36.50512,36.50512,21.86691,18.15506,22.72234,20.91477,1.7114083332839
"C2CD2L",47.4713,47.4713,85.24782,67.70151,46.75558,66.5683033333333,0.71736742834695
"C2CD3",6.66961,6.66961,27.66496,25.67131,24.14249,25.8262533333333,0.285899409980969
"C2CD4A",0.3868,0.3868,0.06626,0,0,0.0220866666666667,1.35683210164826
"C2CD4B",1.00358,1.00358,0.89456,0.7461,1.3109,0.983853333333333,1.00994361142289
"C2CD4C",4.70427,4.70427,5.08571,5.83062,42.12372,17.6800166666667,0.305367500564329
"C2CD4D",0.87813,0.87813,0.96082,0.5803,1.81342,1.11818,0.886671576542126
"C2orf15",16.80992,16.80992,24.20269,20.22755,21.71731,22.0491833333333,0.772692018733853
"C2orf16",0.11499,0.11499,0.14909,0.13817,0.26218,0.183146666666667,0.94239372971511
"C2orf18",15.65999,15.65999,15.45593,17.16026,12.10402,14.9067366666667,1.04735435992423
"C2orf27A",7.65228,7.65228,5.49986,5.99642,7.47215,6.32281,1.18155189059937
"C2orf27B",0.01045,0.01045,0.08283,0.11053,0,0.0644533333333333,0.949266603201644
"C2orf29",19.93565,19.93565,11.96054,14.97723,13.91743,13.6184,1.43214373666065
"C2orf40",28.9992,28.9992,9.72415,10.00324,7.55955,9.09564666666667,2.97149860632999
"C2orf42",6.98323,6.98323,11.14881,10.16904,11.29562,10.8711566666667,0.672489650685541
"C2orf43",7.3073,7.3073,14.7436,12.32444,19.92574,15.6645933333333,0.498500013401667
"C2orf44",3.79478,3.79478,2.18669,2.34883,1.74787,2.09446333333333,1.54947061364437
"C2orf47",17.59396,17.59396,20.93922,9.72691,13.87374,14.8466233333333,1.17337047829538
"C2orf48",0.06272,0.06272,0,0,0.98318,0.327726666666667,0.800405705993704
"C2orf49",5.93783,5.93783,7.00735,11.27437,11.25193,9.84455,0.639752686833479
"C2orf50",1.17084,1.17084,4.29055,3.70286,9.76624,5.91988333333333,0.313710491265508
"C2orf51",0,0,0,0,0,0,1
"C2orf53",0,0,0,0,0,0,1
"C2orf54",0.04182,0.04182,0.11596,1.10533,0.19664,0.472643333333333,0.707448963654924
"C2orf56",12.58653,12.58653,14.84299,9.72691,11.0116,11.8605,1.05645425916566
"C2orf57",0,0,0,0,0.17479,0.0582633333333333,0.944944390022647
"C2orf61",0.07318,0.07318,0.06626,1.27113,0,0.445796666666667,0.742275884806301
"C2orf62",0.37634,0.37634,0.54667,5.85825,1.11427,2.50639666666667,0.392522618186381
"C2orf65",1.0663,1.0663,1.52406,0.27633,2.53441,1.44493333333333,0.845135518350875
"C2orf66",0.07318,0.07318,0,0.44213,0.58991,0.344013333333333,0.798489102290652
"C2orf68",7.97635,7.97635,22.51298,25.53314,14.90061,20.9822433333333,0.408345493400507
"C2orf69",6.85778,6.85778,11.03285,10.72171,17.89384,13.2161333333333,0.552736796691083
"C2orf70",0.14636,0.14636,1.24244,2.81859,0.80839,1.62314,0.437018230060157
"C2orf71",0.06272,0.06272,0.31475,0.13817,0.24033,0.231083333333333,0.863239694036418
"C2orf72",0.44952,0.44952,56.58891,96.88225,90.78012,81.4170933333333,0.0175876137021414
"C2orf73",0.33453,0.33453,3.16408,5.19505,1.96636,3.44183,0.30044598735206
"C2orf74",41.83663,41.83663,29.57003,24.92521,15.88379,23.4596766666667,1.75131628204952
"C2orf76",22.20415,22.20415,17.3113,21.80265,22.80973,20.6412266666667,1.07221972013909
"C2orf78",0,0,0,0.11053,0,0.0368433333333333,0.964465862730789
"C2orf80",0.41816,0.41816,76.50106,54.35464,72.75518,67.8702933333333,0.0205917519929251
"C2orf81",6.42917,6.42917,9.27687,14.42457,9.46036,11.0539333333333,0.616327450514078
"C2orf82",3.49161,3.49161,21.71782,103.59713,97.2254,74.1801166666667,0.0597446532294554
"C2orf83",0,0,0.11596,0.02763,0,0.0478633333333333,0.954322923790952
"C2orf88",18.66027,18.66027,3.56166,4.89109,3.29911,3.91728666666667,3.99819480390947
"C2orf91",0.10454,0.10454,0.13253,0,0,0.0441766666666667,1.05780950222344
"C3",155.35586,155.35586,40.8348,18.26559,9.59145,22.89728,6.54283081589202
"C3AR1",21.20057,21.20057,6.36128,1.9067,3.4739,3.91396,4.51785728821561
"C3orf14",127.67385,127.67385,36.62708,34.37579,44.11193,38.3716,3.26818950715744
"C3orf15",1.48446,1.48446,10.7678,10.19668,8.936,9.96682666666667,0.226543199369736
"C3orf17",22.64321,22.64321,17.01312,15.33647,13.56786,15.3058166666667,1.44998625234962
"C3orf18",34.39343,34.39343,42.12693,46.2581,38.9557,42.44691,0.814636299796694
"C3orf19",9.88942,9.88942,8.23322,14.01007,6.27049,9.50459333333333,1.03663413275082
"C3orf20",0.01045,0.01045,0.14909,0.27633,0.52436,0.316593333333333,0.767473125085448
"C3orf22",0,0,0,0,0,0,1
"C3orf24",0.18817,0.18817,4.45621,0,4.47892,2.97837666666667,0.298656989911296
"C3orf26",46.1541,46.1541,115.82836,114.18068,185.07783,138.36229,0.33835623682705
"C3orf27",0,0,0,0.05527,0,0.0184233333333333,0.981909945765841
"C3orf30",0,0,0,0,0.26218,0.0873933333333333,0.919630431184055
"C3orf32",1.24402,1.24402,3.11438,0.9948,2.94953,2.35290333333333,0.669276676631496
"C3orf33",6.66961,6.66961,6.19562,6.46619,11.42672,8.02951,0.84939382092716
"C3orf35",0.18817,0.18817,1.07678,0.35923,1.15797,0.86466,0.637204637842824
"C3orf36",0.30316,0.30316,0,0.0829,0.13109,0.07133,1.21639457496756
"C3orf37",38.86771,38.86771,61.65806,58.74833,45.46653,55.2909733333333,0.708243393908271
"C3orf38",8.07043,8.07043,8.24979,5.27795,5.33101,6.28625,1.24486944587408
"C3orf43",0.10454,0.10454,0.11596,0.2487,0,0.121553333333333,0.984830562374802
"C3orf45",0.74223,0.74223,0.48041,0.60793,0.83024,0.639526666666667,1.06264206335975
"C3orf49",0.09409,0.09409,1.75598,1.10533,1.63863,1.49998,0.437639501116009
"C3orf52",1.37992,1.37992,1.42466,0.35923,0.52436,0.769416666666667,1.34503084820798
"C3orf55",5.72875,5.72875,3.03155,0.85663,1.26721,1.71846333333333,2.4752035157117
"C3orf56",0,0,0,0,0,0,1
"C3orf58",3.55434,3.55434,6.85826,8.56631,12.91241,9.44566,0.4360030864493
"C3orf62",5.03879,5.03879,6.75886,8.78738,10.70572,8.75065333333333,0.619321577084065
"C3orf65",0,0,0,0,0,0,1
"C3orf67",1.37992,1.37992,3.4457,3.64759,1.3983,2.83053,0.62130305727928
"C3orf70",3.4498,3.4498,14.41228,14.59037,12.08217,13.69494,0.302811716141747
"C3orf71",2.67621,2.67621,1.78911,2.90149,3.21172,2.63410666666667,1.01158560746703
