"Hs_symbol","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Hs_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Hs_Avg__TPM","Motor_neurons-S18_rep_1_read","Motor_neurons-S22_rep_2_read","Motor_neurons-S26_rep_3_read","FoldChange"
"MRPL55",126.103831,99.110249,120.360526,115.191535333333,184,125,198,111.19559,76.227091,107.783593,98.4020913333333,223,256,296,1.16890433364926
"MRPL57",6.462665,6.962216,7.540866,6.98858233333333,210,182,217,9.777649,10.152303,8.872349,9.600767,332,470,438,0.753585314471428
"MRPL57P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MRPL57P3",8.652765,10.747725,0,6.46683,1,1,0,0,0,0,0,0,0,0,7.46683
"MRPL57P6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MRPL57P7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MRPL57P8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MRPL58",9.562988,8.878303,12.83704,10.4261103333333,73,53,71,12.29445,17.744213,12.249149,14.0959373333333,98,161,157,0.756899693012328
"MRPL9",55.463872,62.105683,62.395567,59.988374,216,182,211,73.214694,73.266471,84.027296,76.8361536666667,273,438,484,0.783548147319595
"MRPS10",9.061652,11.24399,9.658755,9.98813233333333,274,274,260,14.444838,13.187511,12.261574,13.2979743333333,460,570,561,0.768509725725017
"MRPS10P1",27.279959,3.802825,100.129018,43.7372673333333,2,0,7,137.628319,54.883209,99.672015,97.3945143333333,12,6,12,0.454672373113971
"MRPS10P2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MRPS11",19.697633,19.141049,20.220917,19.686533,296,226,256,32.156236,29.681683,25.612299,29.1500726666667,463,624,584,0.686118843848447
"MRPS12",10.779055,11.199615,9.70897,10.5625466666667,125,102,100,12.875813,11.198187,14.030818,12.701606,163,196,249,0.843882583302035
"MRPS14",9.087452,10.822075,10.515161,10.1415626666667,258,211,218,12.754714,10.07606,9.343226,10.7246666666667,328,338,345,0.950266901688747
"MRPS15",22.78465,24.249498,27.97949,25.004546,264,200,275,38.930309,39.328938,41.534056,39.931101,452,648,679,0.635324859695321
"MRPS15P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MRPS16",28.463812,32.983481,29.056147,30.1678133333333,565,487,501,34.861993,30.817394,30.840223,32.1732033333333,800,1035,1006,0.939547894128604
"MRPS16P3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MRPS17",3.941553,5.072945,4.070806,4.361768,99,83,91,6.834568,7.339736,6.509783,6.89469566666667,156,223,227,0.679160822200999
"MRPS17P3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MRPS17P5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MRPS18A",28.683191,30.786578,27.454905,28.9748913333333,333,292,295,11.137013,13.041479,11.971088,12.04986,143,210,221,2.29695118057461
"MRPS18B",16.855219,21.264543,18.921385,19.0137156666667,322,260,284,26.467857,24.380735,23.39421,24.7476006666667,409,596,639,0.777304104012177
"MRPS18C",56.469659,54.320276,52.237232,54.342389,152,97,117,97.051817,96.339421,84.429064,92.6067673333333,229,313,298,0.591222094049311
"MRPS18CP7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MRPS2",17.785133,25.913666,20.753837,21.484212,251,222,281,20.336681,26.546465,27.742654,24.8752666666667,311,494,526,0.868946097817993
"MRPS21",24.638207,25.857162,26.931651,25.8090066666667,439,358,440,38.091768,39.478495,38.201583,38.5906153333333,718,1056,1079,0.677155594601098
"MRPS21P5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MRPS21P7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MRPS21P8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MRPS22",28.972368,31.3515,34.753397,31.6924216666667,319,285,279,20.859664,21.41082,18.141501,20.1373283333333,215,301,288,1.54666763704054
"MRPS23",16.467431,17.028936,17.768032,17.088133,301,231,270,21.791098,22.385129,18.957624,21.044617,400,599,530,0.820523804065183
"MRPS24",20.471937,14.354828,19.577267,18.1346773333333,136,81,123,34.059759,34.478195,29.035769,32.5245743333333,209,309,315,0.570765705869315
"MRPS25",46.165563,37.513916,45.052952,42.9108103333333,1086,675,851,27.269656,33.916901,28.24976,29.8121056666667,718,1035,822,1.42511553116077
"MRPS26",11.817996,9.186158,12.434471,11.1462083333333,150,92,135,20.387812,20.32749,25.323027,22.0127763333333,263,364,501,0.527802823848764
"MRPS27",42.682943,34.08639,34.709834,37.1597223333333,392,295,319,46.984467,56.785395,38.118991,47.2962843333333,620,718,742,0.790117145864907
"MRPS28",24.951682,27.405644,28.627993,26.9951063333333,96,80,85,31.341957,33.262137,31.428389,32.0108276666667,119,182,173,0.848058298205044
"MRPS30",9.790883,11.310135,10.926264,10.6757606666667,281,240,226,9.099035,9.286147,10.140582,9.508588,248,399,410,1.11106845816647
"MRPS31",12.341762,18.957233,13.152943,14.8173126666667,118,99,108,12.239519,17.036873,14.838192,14.7048613333333,174,237,245,1.00716028820291
"MRPS31P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MRPS31P5",10.034703,11.742931,12.467306,11.41498,196,134,164,9.056164,9.40598,6.553197,8.338447,184,303,273,1.32944803348994
"MRPS33",28.232409,28.364971,28.232607,28.2766623333333,250,195,238,54.413424,51.852553,48.139369,51.4684486666667,423,579,622,0.557986048326465
"MRPS34",30.646991,30.040515,32.824703,31.1707363333333,260,205,243,46.787612,45.199376,43.659571,45.2155196666667,413,545,612,0.696102447086336
"MRPS35",21.314051,22.308262,25.731509,23.1179406666667,357,287,334,38.010996,36.410732,30.213996,34.8785746666667,539,813,720,0.67221011120806
"MRPS35P2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MRPS36",52.089643,59.781073,55.301127,55.7239476666667,101,93,97,124.900272,112.195365,129.239378,122.111671666667,257,322,374,0.460751989626546
"MRPS36P3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MRPS36P5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MRPS5",30.073611,24.180059,28.003571,27.4190803333333,528,385,418,29.91732,28.167918,25.996503,28.027247,559,736,707,0.979048420724616
"MRPS5P4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MRPS6",25.914629,31.405993,27.497558,28.2727266666667,374,354,331,42.131256,31.858046,26.962643,33.6506483333333,551,539,500,0.844795929503772
"MRPS6P1",0,0.690221,0,0.230073666666667,0,1,0,1.596915,0,0,0.532305,3,0,0,0.802760329481837
"MRPS7",26.454181,28.705673,25.212055,26.7906363333333,335,278,290,33.066684,32.740834,37.649459,34.485659,427,607,713,0.783151197314198
"MRPS7P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MRPS9",10.264921,9.835259,14.473633,11.5246043333333,185,127,189,14.187252,12.975071,12.345216,13.1691796666667,270,326,332,0.883932918346555
"MRPS9.AS1",0.580266,0.313424,0.361132,0.418274,3,2,2,0.48219,0.444501,0.847637,0.591442666666667,4,6,8,0.891187618445989
"MRPS9.AS2",0,0,0,0,0,0,0,0.298239,0,0,0.099413,2,0,0,0.909576292075862
"MRRF",9.823934,9.096165,10.807311,9.90913666666667,280,218,269,12.125493,12.73717,12.18822,12.3502943333333,320,411,409,0.817145779282819
"MRS2",17.845759,16.516093,15.345306,16.5690526666667,617,482,580,15.023157,15.476174,14.212489,14.90394,605,901,785,1.10469812302276
"MRTFA",22.012201,18.824452,16.658193,19.1649486666667,572,494,475,27.948835,25.994727,25.341779,26.428447,818,1200,1167,0.735183755269362
"MRTFA.AS1",0.272712,0.637269,0.252226,0.387402333333333,8,14,6,0.454852,0.197934,0.128195,0.260327,13,8,5,1.10082727207569
"MRTFB",2.932112,3.28429,2.883914,3.03343866666667,257,293,199,5.958044,5.29277,3.779592,5.01013533333333,440,413,398,0.671106130388855
"MRTO4",22.103988,26.133379,21.926034,23.3878003333333,351,322,299,14.319559,19.699363,13.49416,15.837694,269,473,346,1.44840500922118
"MS4A1",0,0,0.100612,0.0335373333333333,0,0,1,0,0,0,0,0,0,0,1.03353733333333
"MS4A10",0.092202,0.336577,0.145198,0.191325666666667,3,9,4,0.09105,0.046175,0.059868,0.0656976666666667,3,2,3,1.11788333964636
"MS4A12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MS4A13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MS4A14",0.326687,0.134831,0.060217,0.173911666666667,2,4,2,0.025611,0.037779,0.017695,0.0270283333333333,1,2,1,1.14301780054753
"MS4A15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MS4A18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MS4A19P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MS4A2",0.038441,0.049289,0.087549,0.0584263333333333,2,2,4,0.176379,0.140287,0.076411,0.131025666666667,3,4,6,0.935811064706165
"MS4A3",0,0.152557,0,0.0508523333333333,0,1,0,0,0,0.060685,0.0202283333333333,0,0,1,1.03001680996248
"MS4A4A",0,1.307245,0.289654,0.532299666666667,0,8,2,0.130364,0.669852,0,0.266738666666667,2,12,0,1.20964150458816
"MS4A4E",1.417893,2.212158,2.120219,1.91675666666667,46,50,59,1.492453,1.517451,1.85698,1.62229466666667,49,69,99,1.11229172821158
"MS4A5",0,0.454586,0,0.151528666666667,0,2,0,0,0.087058,0.120688,0.0692486666666667,0,1,1,1.07695122992905
"MS4A6A",0.29471,0.180879,0.388801,0.28813,3,2,3,0.391042,0.128694,0.038044,0.185926666666667,5,3,2,1.08618014604613
"MS4A6E",0,0.242133,0.219448,0.153860333333333,0,1,1,0,0,0,0,0,0,0,1.15386033333333
"MS4A7",0.38345,3.503731,0.208689,1.36529,12,17,4,0.12134,1.607534,1.427724,1.05219933333333,2,15,3,1.15256347742698
"MS4A8",0,0,0.06479,0.0215966666666667,0,0,1,0,0,0,0,0,0,0,1.02159666666667
"MSANTD1",0.22248,0.514471,0.357144,0.364698333333333,9,14,9,1.922108,1.543383,2.04803,1.83784033333333,54,58,86,0.480893275531945
"MSANTD2",9.052629,8.121637,8.3105,8.494922,252,229,212,8.344994,9.968144,6.471269,8.261469,277,428,324,1.02520690832091
"MSANTD3",7.779201,10.277379,11.858873,9.97181766666667,195,202,234,20.603584,23.632677,24.416866,22.8843756666667,533,766,768,0.459372177853452
"MSANTD3.TMEFF1",35.848456,28.369821,38.137781,34.118686,1012,649,942,86.360479,106.350173,79.306356,90.672336,2597,4313,3281,0.383089245156794
"MSANTD4",18.262761,19.542365,22.258539,20.0212216666667,547,415,507,48.709045,50.63426,41.19903,46.847445,1260,1799,1610,0.439338436287803
"MSANTD5",4e-06,0.002116,0,0.000706666666666667,0,0,0,0,0,0.059994,0.019998,0,0,1,0.981086891020048
"MSC",5.854869,2.627919,10.830165,6.437651,43,7,40,3.030257,0,0,1.01008566666667,12,0,0,3.7001661786554
"MSC.AS1",1.648353,0.812385,1.072771,1.17783633333333,56,32,49,0.445494,0.175561,0.099229,0.240094666666667,19,6,8,1.75618554927527
"MSGN1",0,0,0.062714,0.0209046666666667,0,0,1,0,0,0,0,0,0,0,1.02090466666667
"MSH2",8.606656,10.304601,8.738674,9.21664366666667,409,395,370,12.38008,12.784265,10.663824,11.942723,590,863,681,0.789373585965385
"MSH2.OT1",0.531157,0.113761,0.103992,0.249636666666667,1,1,1,1.447529,0.450972,1.477434,1.12531166666667,7,3,5,0.587978076940872
"MSH3",3.515828,4.515771,5.467599,4.49973266666667,161,171,166,5.600991,3.244685,3.506859,4.11751166666667,233,228,265,1.07468883803229
"MSH4",0.361611,0.395066,0.3345,0.363725666666667,17,15,14,0.099835,0.132091,0.014165,0.0820303333333333,5,9,1,1.26033958998685
"MSH5",16.899059,19.579227,12.32867,16.2689853333333,216,217,156,8.394212,5.933641,6.007779,6.778544,101,96,102,2.22007940474893
"MSH5.SAPCD1",2.771806,2.981699,2.475926,2.74314366666667,97,66,49,2.12346,1.164245,1.191185,1.49296333333333,43,34,33,1.50148364262611
"MSH6",15.151517,13.601143,14.406395,14.3863516666667,585,640,489,20.9252,16.973829,16.470769,18.123266,989,1208,1135,0.804588069143977
"MSI1",5.877867,10.204576,7.816412,7.966285,174,171,141,7.506891,12.545549,9.107339,9.71992633333333,207,350,319,0.836412930573932
"MSI2",84.001188,130.044475,72.015148,95.3536036666667,940,1022,774,74.945579,57.920526,42.675931,58.514012,744,722,559,1.61900702756633
"MSL1",62.494788,65.364989,73.503515,67.1210973333333,1688,1439,1524,74.927133,77.296549,67.257647,73.160443,2449,3310,3268,0.918563786536892
"MSL2",6.44458,8.031473,5.243355,6.573136,261,207,233,7.467677,6.528217,4.67053,6.22214133333333,316,401,356,1.04859980585629
"MSL3",30.208096,32.577375,29.432801,30.739424,521,484,516,17.166844,21.329797,14.542393,17.679678,312,467,366,1.69914192311024
"MSL3P1",0,0.145954,0,0.0486513333333333,0,2,0,0.141019,0.346211,0.242085,0.243105,3,13,11,0.843574222075636
"MSLN",0.242277,0.09038,0.166759,0.166472,1,1,2,0.279259,0.139788,0.451557,0.290201333333333,4,3,6,0.90410075533431
"MSLNL",0,0.042611,0,0.0142036666666667,0,1,0,0,0.02365,0,0.00788333333333333,0,1,0,1.00627089775602
"MSMB",0,0,0,0,0,0,0,0.087482,0,0,0.0291606666666667,1,0,0,0.971665583799355
"MSMO1",28.587974,44.897044,35.402684,36.2959006666667,674,797,716,128.744327,64.15686,68.310226,87.070471,3240,2400,2238,0.423477929017396
"MSMP",0,0,0.260388,0.086796,0,0,1,0,0.156124,0.169078,0.108400666666667,0,1,1,0.980508251829513
"MSN",75.753313,87.837595,80.338255,81.309721,4598,4345,4325,49.441574,34.846004,38.79188,41.026486,3150,3037,3592,1.95852018177299
"MSR1",0.242278,0,0,0.0807593333333333,1,0,0,0.023983,0.426778,0.38944,0.280067,1,2,3,0.844299035389033
"MSRA",4.817709,5.044013,5.496536,5.11941933333333,85,59,82,3.136669,2.452289,3.968211,3.185723,54,66,80,1.46197427143013
"MSRB1",9.635188,10.082496,7.120264,8.94598266666667,90,75,82,8.765293,11.755906,11.576698,10.699299,111,132,149,0.850134924038326
"MSRB2",12.565871,11.574473,13.062986,12.40111,122,73,106,16.5067,16.051523,17.923598,16.8272736666667,178,262,241,0.751719542234734
"MSRB3",6.81282,20.896648,8.214245,11.974571,298,504,280,2.789879,1.042016,1.094271,1.64205533333333,82,49,41,4.91078700597489
"MSS51",2.621483,2.280549,2.38689,2.42964066666667,94,62,76,2.003747,1.951259,1.833299,1.929435,73,92,96,1.17075158406541
"MST1",15.500564,9.926459,20.43546,15.2874943333333,228,135,186,27.231882,20.918958,19.812964,22.6546013333333,329,385,398,0.688555013200814
"MST1L",0.397468,0.541708,0.953597,0.630924333333333,17,12,21,2.071377,1.400333,2.469128,1.98027933333333,51,40,70,0.547238748761581
"MST1R",0.317185,1.075248,1.947249,1.11322733333333,7,6,12,1.562933,0.439927,1.546171,1.18301033333333,9,16,20,0.968033591534381
"MSTN",1.324868,0.943497,2.034614,1.43432633333333,52,30,70,0.167414,0.088718,0.051972,0.102701333333333,7,5,3,2.2076026025784
"MSTO1",64.447174,53.983167,58.042622,58.824321,755,485,615,35.898354,32.023772,24.291391,30.737839,402,548,445,1.88495256403563
"MSX1",1.941231,2.270858,2.844056,2.35204833333333,49,43,49,1.087799,1.946791,1.116729,1.383773,19,32,30,1.40619443769744
"MSX2",0.657124,3.332138,0.382639,1.45730033333333,18,63,10,0.32193,0,0,0.10731,8,0,0,2.21916205338463
"MT1A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MT1B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MT1E",0,0.906435,0,0.302145,0,1,0,0,0,0,0,0,0,0,1.302145
"MT1F",1.366657,0.844855,2.70925,1.640254,4,2,7,1.03072,0.503702,0.714674,0.749698666666667,3,3,4,1.50897640279393
"MT1G",0,0,0,0,0,0,0,0,0,0.256678,0.0855593333333333,0,0,1,0.921184102327587
"MT1H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MT1HL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MT1JP",0,0.11617,0,0.0387233333333333,0,1,0,0,0,0,0,0,0,0,1.03872333333333
"MT1L",0,0.456713,0,0.152237666666667,0,1,0,0,0,0,0,0,0,0,1.15223766666667
"MT1M",3.951911,0,0,1.31730366666667,1,0,0,0,0,0,0,0,0,0,2.31730366666667
"MT1P3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MT1X",2.480748,3.070779,4.201063,3.25086333333333,8,6,9,1.141963,3.09332,5.549229,3.261504,3,11,22,0.997503072467686
"MT2A",13.030065,37.101114,11.217603,20.449594,33,77,25,3.021993,0,0.521982,1.181325,8,0,2,9.83328664916966
"MT3",0,0,0,0,0,0,0,2.909152,4.236444,9.325354,5.49031666666667,8,16,37,0.154075687113366
"MT4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTA1",88.792316,82.504316,76.413651,82.5700943333333,937,682,712,89.293433,78.723156,63.891664,77.302751,821,1123,1071,1.06726894350536
"MTA2",40.744458,46.215679,38.315674,41.7586036666667,906,872,873,27.690658,27.314088,19.317644,24.77413,618,1005,775,1.65897369442409
"MTA3",30.226293,33.048871,24.169087,29.1480836666667,622,511,483,35.599457,28.694886,26.844658,30.379667,1135,1478,1246,0.960752186014806
"MTA3P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTAP",24.694082,27.729894,24.326544,25.5835066666667,535,498,396,21.49592,15.265053,12.417931,16.392968,354,483,487,1.52840542607028
"MTAPP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTARC1",3.368038,3.693114,5.16272,4.074624,83,52,95,7.268553,8.584098,7.80917,7.88727366666667,131,248,184,0.570998957648092
"MTARC2",0.859584,11.017899,1.88858,4.58868766666667,16,22,15,32.014941,14.244013,20.31829,22.1924146666667,97,68,130,0.240970496043218
"MTATP6P1",1025.447294,773.721983,1096.280509,965.149928666667,7186,4364,6827,1095.124026,938.174284,870.721986,968.006765333333,7993,9298,9232,0.997051788729582
"MTATP6P10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTATP6P11",0,0,0,0,0,0,0,0,0.101384,0,0.0337946666666667,0,1,0,0.967310078339219
"MTATP6P13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTATP6P14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTATP6P15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTATP6P16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTATP6P17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTATP6P18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTATP6P19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTATP6P2",0,0.178175,0,0.0593916666666667,0,1,0,0,0,0,0,0,0,0,1.05939166666667
"MTATP6P20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTATP6P21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTATP6P23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTATP6P24",0.143936,0,0,0.0479786666666667,1,0,0,0,0,0,0,0,0,0,1.04797866666667
"MTATP6P25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTATP6P26",0.742497,0.368818,0.165825,0.425713333333333,5,2,1,0.420842,0.41363,0.489385,0.441285666666667,3,4,5,0.989195526124014
"MTATP6P27",0.659137,0,0.184041,0.281059333333333,4,0,1,0.622876,0.57417,0.325736,0.507594,4,5,3,0.849737617245315
"MTATP6P29",0,0,0,0,0,0,0,11.604248,0,0,3.86808266666667,1,0,0,0.205419683368839
"MTATP6P3",0,0,0.162099,0.054033,0,0,1,0,0,0,0,0,0,0,1.054033
"MTATP6P30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTATP6P4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTATP6P7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTATP6P8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTATP6P9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTATP8P1",0,7.532395,6.872904,4.80176633333333,0,1,1,0,4.263368,0,1.42112266666667,0,1,0,2.39631242696226
"MTATP8P2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTBP",3.427609,6.073228,3.905038,4.468625,90,90,94,0.872967,0.68831,1.25035,0.937209,38,43,44,2.82294011642523
"MTCH1",83.462983,85.60722,84.131257,84.4004866666667,1893,1660,1731,106.432357,102.148515,107.397748,105.326206666667,2748,3657,4262,0.803193204610391
"MTCH2",76.592228,66.655279,67.264343,70.1706166666667,1006,735,955,93.486358,106.004746,86.620996,95.3707,1538,2284,2211,0.73850886905114
"MTCL1",11.316951,11.807313,12.900319,12.0081943333333,469,369,417,29.065648,14.922368,18.786193,20.9247363333333,1026,1059,1226,0.593311323591896
"MTCO1P11",0,0.059008,0.053181,0.0373963333333333,0,1,1,0,0,0.031294,0.0104313333333333,0,0,1,1.02668662294057
"MTCO1P12",7.675253,5.767463,8.475315,7.30601033333333,161,98,158,7.026379,7.67906,11.039035,8.58149133333333,154,228,351,0.866880743756174
"MTCO1P14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO1P15",0,0,0,0,0,0,0,0,0,0.031479,0.010493,0,0,1,0.989615959734506
"MTCO1P17",0,0,0.2842,0.0947333333333333,0,0,1,0,0,0,0,0,0,0,1.09473333333333
"MTCO1P18",0,0,0,0,0,0,0,0,0,0.034314,0.011438,0,0,1,0.988691348357487
"MTCO1P19",0,0.300936,0.274469,0.191801666666667,0,1,1,0.46417,0,0,0.154723333333333,2,0,0,1.03211014470999
"MTCO1P20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO1P21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO1P22",0.329441,0.273134,0.369983,0.324186,6,4,6,0.262082,0.348547,0.374885,0.328504666666667,5,9,10,0.996749227326764
"MTCO1P23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO1P24",0.093237,0.057918,0,0.050385,2,1,0,0,0,0,0,0,0,0,1.050385
"MTCO1P25",0.03934,0.048882,0,0.0294073333333333,1,1,0,0,0,0.03292,0.0109733333333333,0,0,1,1.01823391319257
"MTCO1P27",9.318362,5.787237,0,5.03519966666667,2,1,0,8.926345,3.272631,6.150197,6.116391,2,1,2,0.848070274197506
"MTCO1P28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO1P29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO1P3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO1P30",0.184313,0,0,0.0614376666666667,1,0,0,0,0,0,0,0,0,0,1.06143766666667
"MTCO1P31",0,0,0,0,0,0,0,0.238205,0,0,0.0794016666666667,1,0,0,0.926439184671755
"MTCO1P39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO1P4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO1P40",1.320134,1.845805,1.485333,1.550424,8,9,8,1.108759,1.166804,0.726481,1.00068133333333,7,10,7,1.27477772572144
"MTCO1P42",0,0,0,0,0,0,0,0.123515,0,0,0.0411716666666667,1,0,0,0.960456408885502
"MTCO1P43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO1P44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO1P45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO1P46",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO1P47",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO1P48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO1P49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO1P5",0,0,0,0,0,0,0,0,0,0.420803,0.140267666666667,0,0,1,0.876987069994969
"MTCO1P51",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO1P52",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO1P53",0,0,0,0,0,0,0,0,0.291163,0,0.0970543333333333,0,3,0,0.911531880979459
"MTCO1P54",0,0.166061,0,0.0553536666666667,0,1,0,0,0,0,0,0,0,0,1.05535366666667
"MTCO1P55",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO1P56",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO1P57",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO1P6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO1P7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO1P8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO1P9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO2P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO2P10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO2P11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO2P12",1.922079,1.729633,2.564859,2.07219033333333,13,10,16,1.998433,3.089322,1.975127,2.354294,14,30,21,0.915897751757399
"MTCO2P15",0,0.186803,0,0.0622676666666667,0,1,0,0.142217,0,0,0.0474056666666667,1,0,0,1.01418934465697
"MTCO2P16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO2P17",0,0.176843,0,0.0589476666666667,0,1,0,0,0,0,0,0,0,0,1.05894766666667
"MTCO2P18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO2P19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO2P2",9.27302,19.342781,40.918091,23.177964,2,3,8,19.8434,25.187985,12.712765,19.24805,4,8,4,1.19408851716585
"MTCO2P20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO2P21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO2P22",0.142086,0,0.320007,0.154031,1,0,2,0.145627,0.200846,0.2819,0.209457666666667,1,2,3,0.954172297059867
"MTCO2P23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO2P24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO2P25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO2P27",1.015129,0.840604,0,0.618577666666667,3,2,0,0.324141,1.188385,0.893325,0.801950333333333,1,5,4,0.89823655886927
"MTCO2P29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO2P3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO2P30",1.05338,0,0.596673,0.550017666666667,2,0,1,0,0,0,0,0,0,0,1.55001766666667
"MTCO2P31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO2P32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO2P33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO2P34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MTCO2P4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
