"Hs_symbol","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","Hs_Avg_TPM","Nociceptor(8Weeks)-S24_rep_2","Nociceptor(8Weeks)-S28_rep_3","Nociceptor(8Weeks)-S6_rep_1","Nociceptor(8Weeks)-S24_rep_2_read","Nociceptor(8Weeks)-S28_rep_3_read","Nociceptor(8Weeks)-S6_rep_1_read","Hs_Avg__TPM","FoldChange"
"A1BG",12.383067,11.034331,14.333404,126,71,81,21.339172,8.512248,7.362639,11.019571,104,79,86,13.451698,1.54578181747224
"A1BG.AS1",6.440296,4.571839,4.757617,156,94,113,4.04482766666667,5.039933,6.148286,5.339118,154,135,110,0.465388333333333,3.44265581478402
"A1CF",0,0.018194,0.01632,0,2,2,25.9035856666667,0.012027,0,0.110455,2,0,3,22.081877,1.16557183225033
"A2M",93.505878,154.962182,63.431646,2246,2504,1541,2.80286666666667,166.022861,193.59196,157.990809,4945,3898,3159,3.21241433333333,0.902776024802245
"A2M.AS1",1.34759,0.843674,1.358533,46,17,41,2.850321,1.219486,1.437591,2.081773,62,50,52,2.37860833333333,1.13961744603917
"A2ML1",0.645592,0.320555,0.729682,6,8,9,0.0117503333333333,0.804659,0.257959,0.950643,15,4,6,0.0321696666666667,0.980217076714455
"A2MP1",0.165659,0.426102,0.092535,3,3,1,3.729439,0,0.07058,0.098361,0,3,1,2.59883833333333,1.31415711458744
"A3GALT2",0.251325,0.112836,0.205214,3,1,2,31.34975,0.144755,0.097166,0.113413,2,1,1,19.0452523333333,1.61383600775159
"A4GALT",1.677651,1.425484,2.068745,11,6,11,15.4402076666667,4.719891,2.211286,2.676825,75,26,24,20.6474723333333,0.759451607721961
"A4GNT",0.079778,0.049504,0.045031,2,1,1,13.7070106666667,0.099138,0,0,3,0,0,12.9156153333333,1.05687102685554
"AA06",0,0,0,0,0,0,1.85247766666667,0,0,0,0,0,0,3.95170633333333,0.576059538802752
"AAAS",22.626138,22.03279,25.95966,485,382,454,4.99417633333333,22.215928,24.455156,21.480131,578,403,355,10.661894,0.513996811609961
"AACS",20.326116,20.425959,26.161884,720,608,707,18.556026,17.933589,18.199238,25.629245,910,792,813,18.3099346666667,1.0127442861709
"AACSP1",1.03341,0.522627,0.873839,38,18,33,2.101905,0.872217,1.108501,1.29987,31,37,38,3.96581966666667,0.624651156952337
"AADAC",0,0,0,0,0,0,6.87484866666667,0,0,0,0,0,0,8.49255,0.829582005537676
"AADACL2",0.013978,0.017282,0.015789,1,1,1,5.63401333333333,0,0,0.016678,0,0,1,3.72774066666667,1.40321007455147
"AADACL3",0,0,0,0,0,0,10.766603,0,0,0,0,0,0,12.422446,0.876636270319135
"AADACL4",0,0,0,0,0,0,35.3640196666667,0,0,0,0,0,0,64.3740113333333,0.556245806628744
"AADACP1",0,0,0,0,0,0,18.972467,0,0,0,0,0,0,18.698069,1.01393019792955
"AADAT",11.191628,12.930531,10.028336,298,198,233,23.18006,13.595651,16.190365,22.775181,324,335,359,23.3733143333333,0.992071068764372
"AAGAB",19.083715,24.987378,20.768264,460,421,405,37.2516393333333,22.912872,27.695939,31.184347,656,567,572,85.3960573333333,0.442747510870211
"AAK1",8.82358,11.990978,8.52265,1360,1207,1223,21.7024766666667,11.479212,14.408764,9.576512,2755,2090,1905,22.4159426666667,0.969530759015069
"AAMDC",11.840577,16.196803,14.120167,61,65,52,175.753678,13.752073,7.993795,9.099596,71,41,35,95.412105,1.83331416734444
"AAMP",50.785242,57.93435,59.245556,665,551,649,0.755233,63.531145,62.598294,71.307854,995,729,745,3.17943366666667,0.419969101076773
"AANAT",0.527125,0,0.383865,5,0,3,0.146671333333333,0.21683,0.243358,0.326805,4,5,1,0.16966,0.980345855490769
"AAR2",9.802296,9.159607,9.720694,356,271,317,1.12813166666667,10.815465,10.804659,13.984677,486,364,414,0.318630333333333,1.61389558003494
"AARD",0.430968,0.085659,1.087127,14,2,11,4.09296266666667,1.609116,1.070727,1.582262,36,32,31,11.6859796666667,0.401463883790449
"AARS1",28.854614,28.801712,24.508809,1167,916,940,33.34819,44.0177,45.687718,47.566252,2192,1394,1433,41.0454603333333,0.81692981186768
"AARS2",5.386935,4.813326,4.864937,386,295,304,55.302048,5.079803,4.491045,5.615728,446,312,330,44.5256796666667,1.23670966391357
"AARSD1",74.878567,67.118873,80.955658,446,311,417,10.9592553333333,51.795203,58.156602,82.475187,415,381,422,10.5240543333333,1.03776457376994
"AASDH",5.458335,2.72435,3.019545,133,107,128,1.503734,6.432077,7.774202,3.850395,231,167,150,6.46824466666667,0.335250666220808
"AASDHPPT",49.305585,36.802533,43.42734,1280,906,1184,323.327237666667,58.628575,94.077285,98.573128,1977,2473,2685,241.605922,1.33684798373004
"AASS",9.710755,9.041474,7.927698,771,591,561,7.66031,13.774036,8.645864,8.691924,1272,600,554,12.0579066666667,0.663223456950221
"AATBC",0.270135,0.323838,0.313939,9,8,8,1.518894,0.144469,0.015034,0,4,1,0,1.71886566666667,0.926450332166711
"AATF",15.593698,15.462792,19.291505,279,197,205,19.5606413333333,15.556557,12.511396,24.184485,282,197,252,30.8474996666667,0.645596720261629
"AATK",5.175648,2.801113,2.12947,197,66,153,13.7411343333333,10.041919,13.414946,14.753141,524,498,547,33.5235333333333,0.426987996593628
"ABALON",0.221339,0.4943,0.206463,6,11,5,15.5915,1.200849,0.954706,0.995018,40,24,22,20.2352756666667,0.781317853388827
"ABAT",19.311736,14.714566,12.931931,1137,753,789,0.501137666666667,20.235765,20.679629,22.875907,1501,1015,1095,0.294678,1.15946796552244
"ABCA1",13.944394,12.167811,12.461129,2286,1610,1812,15.6002666666667,9.443781,4.284659,2.688057,1855,645,360,20.1129566666667,0.786259685403292
"ABCA10",5.207727,2.056644,5.225361,145,54,111,12.1603086666667,4.203212,3.140601,2.629465,127,77,72,4.15853733333333,2.55117057729284
"ABCA11P",4.636006,3.841444,3.107302,111,76,68,17.1830653333333,2.951542,3.925685,3.428422,94,89,71,16.089958,1.06396196721685
"ABCA12",0.045246,0.050407,0.030483,6,6,4,227.11408,0.045172,0.022129,0.054667,8,3,5,205.454585,1.10491166858803
"ABCA13",0.064986,0.353211,0.084842,4,8,5,4.59273066666667,0.473253,0.153458,0.298046,16,13,6,19.4391393333333,0.273628481877694
"ABCA17P",1.321805,0.403783,0.722064,13,4,7,0.592088666666667,3.708489,2.524203,3.578368,36,18,16,0.322248333333333,1.20407689427982
"ABCA2",50.768809,33.180849,36.909447,1020,646,751,53.3607073333333,65.073528,68.481942,65.791533,2021,1255,1196,94.1297176666667,0.57143770281977
"ABCA3",21.599438,17.726576,24.450837,1930,1121,1708,14.5759906666667,27.609577,42.459618,39.449413,3105,3571,2969,25.8438886666667,0.580243453550309
"ABCA4",1.22204,0.556301,1.285668,23,10,13,25.8367566666667,1.143229,0.018773,0.021485,17,1,2,28.9589186666667,0.895785223934874
"ABCA5",6.679427,7.075997,6.759744,323,230,276,208.214448333333,12.626236,11.918269,12.828291,670,562,506,49.0491633333333,4.1801787362546
"ABCA6",1.179883,0.523131,0.304506,17,18,12,94.9927196666667,1.147123,0.606076,1.259058,36,30,11,190.939684,0.500119191957546
"ABCA7",24.152072,12.964013,24.639795,710,377,537,0.0279926666666667,22.668326,32.522392,34.714621,715,882,818,0.154254,0.890612176060613
"ABCA8",8.680828,3.745783,8.184944,258,141,202,92.3266466666667,41.403634,26.861255,35.063602,1731,991,983,136.190888,0.680268551557642
"ABCA9",2.080644,1.631188,5.048676,56,70,42,70.524086,1.381284,1.137468,5.074584,58,43,31,55.988788,1.25505539791441
"ABCA9.AS1",0,0.188498,0,0,1,0,119.573126,0,0.165671,0,0,1,0,126.563278333333,0.945202471866022
"ABCB1",0.242278,0.606745,0.127132,1,5,2,1.80413866666667,0.30007,0.314046,0.298593,3,1,5,4.06970533333333,0.553116696591702
"ABCB10",4.487977,5.694735,6.12157,229,188,232,19.2221996666667,4.896031,7.84716,8.051324,306,313,320,11.1683663333333,1.66186644227427
"ABCB11",1.580405,3.39585,0.543683,8,15,6,17.6704116666667,1.175122,1.322998,0.805546,11,4,8,37.654127,0.483012115799864
"ABCB4",0.391427,0.466284,0.700631,11,23,7,0.284030333333333,2.033786,0.852535,0.451585,44,12,10,0.370088,0.937188219540156
"ABCB5",0.218901,0.076822,0,4,2,0,124.477910666667,0.028091,0.34729,0.350931,3,10,12,135.154633666667,0.921583843953936
"ABCB6",17.599676,11.88309,16.193697,250,162,216,60.1961696666667,54.080406,38.532465,32.137188,870,459,384,81.0146936666667,0.746161046645946
"ABCB7",5.349743,5.631146,5.087587,135,114,121,0.477899333333333,11.18593,7.852267,6.075745,297,164,171,0.421135333333333,1.0399427124698
"ABCB8",25.451568,21.496367,20.678115,717,431,556,0.047523,18.529731,23.651367,21.054635,617,605,535,0.0338166666666667,1.01325799222944
"ABCB9",20.038858,11.346602,23.406662,473,230,418,1.25770333333333,15.865448,14.222772,16.455124,442,382,371,1.56304333333333,0.880868186647904
"ABCC1",8.866004,11.470193,9.218329,759,724,593,0.0985743333333333,5.953924,4.982028,4.693158,660,375,308,0.242104,0.884446337290061
"ABCC10",67.229562,58.653056,74.269479,908,586,738,0.04034,35.009112,58.850277,42.406563,641,664,643,0.205172333333333,0.863229242180302
"ABCC11",0.446327,0.700426,0.435039,5,6,8,34.3256816666667,0.25035,0.196406,0.516811,9,7,11,45.4975563333333,0.75973200426755
"ABCC12",0,0,0,0,0,0,18.1321966666667,0,0.024085,0,0,1,0,14.3204853333333,1.24879834094029
"ABCC13",0,0.032583,0.030135,0,1,1,49.239418,0.022398,0.058119,0,1,2,0,55.817342,0.884226826379875
"ABCC2",1.027977,1.07924,0.751123,20,15,18,0.845947666666667,0.146712,0.308158,0.143396,16,10,4,0.723067666666667,1.07131466881838
"ABCC3",0.387771,0.982346,0.063447,3,5,1,0.884872666666667,0.822929,0,0.384356,11,0,3,0.0271823333333333,1.83499326799169
"ABCC4",3.039078,1.546278,3.664319,130,109,125,9.677439,3.767094,1.945293,3.623133,163,129,110,9.22625966666667,1.04411968285961
"ABCC5",47.052923,36.864191,46.334162,2382,1605,1925,20.949055,24.407761,29.952643,29.4664,1378,1518,1344,19.9038253333333,1.05000183698435
"ABCC5.AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ABCC6",0.700877,0.769524,0.372597,31,27,18,24.1202313333333,0.709936,0.292227,1.18336,40,15,21,22.040551,1.09026174475312
"ABCC6P1",0.068151,0,0.668788,3,0,10,2.42895733333333,0.402881,0.194607,0.446474,12,2,9,7.803468,0.389500743722057
"ABCC6P2",0.199733,0,0.688996,2,0,5,137.036246,1.433948,0.663051,0.936095,12,5,6,209.395214333333,0.656080730911048
"ABCC8",29.752164,6.667184,22.439929,265,116,210,1.981242,14.908165,22.713792,23.804669,270,363,349,7.89314066666667,0.335229376408529
"ABCC9",0.152849,0.551804,0.203548,19,57,23,0.021795,1.933667,0.299867,0.41351,229,35,44,0,1.021795
"ABCD1",7.294446,8.044954,7.763412,256,196,196,11.7826246666667,7.188261,4.56707,5.591021,256,128,147,12.7466093333333,0.929874731776282
"ABCD2",0.010725,0,0.024448,1,0,2,7.79499266666667,0.823714,0.905926,0.985813,90,77,76,6.260462,1.21135441059628
"ABCD3",11.69952,13.13055,9.707609,544,496,467,0.182089333333333,22.412866,15.820691,18.169306,1142,727,822,0.244473666666667,0.949870909281327
"ABCD4",70.916088,64.134004,67.343217,895,680,780,6.02768366666667,63.780985,46.864754,55.905635,1013,556,577,11.4227743333333,0.565709677894549
"ABCE1",31.583438,49.79339,37.572001,980,1003,995,51.5015293333333,47.892143,47.474433,56.270122,1284,1130,1197,74.918402,0.691552086848895
"ABCF1",79.412855,49.138765,60.340286,982,733,819,16.7136716666667,48.558347,63.90383,48.560484,990,770,800,18.717929,0.898353557651347
"ABCF2",41.126604,23.175533,34.428163,544,392,458,2.61348133333333,15.544121,48.430262,33.217097,485,502,554,2.28080666666667,1.10140026538189
"ABCF2.1",6.221399,6.723693,6.848703,199,174,194,1.90225933333333,6.976405,9.86168,8.581834,270,289,221,2.50493433333333,0.828049560224761
"ABCF3",48.291703,49.874702,42.97229,634,530,501,89.6533366666667,38.478334,54.941591,52.139742,684,676,609,120.43151,0.746538823956539
"ABCG1",4.150456,4.415328,3.848561,183,146,140,70.685971,9.640229,12.006134,8.714856,505,488,311,52.408327,1.34222461227816
"ABCG2",2.961168,3.343736,4.879457,130,124,137,19.632322,0.524925,0.589011,0.449804,43,28,26,13.726669,1.40101756887454
"ABCG4",3.253555,1.724564,3.36298,122,50,91,59.5710193333333,9.828186,11.963485,13.918554,504,512,438,21.615883,2.67825135694827
"ABCG5",0,0.053623,0,0,2,0,13.9772976666667,0.143393,0,0.032884,8,0,1,55.182183,0.266584473349259
"ABCG8",0.166037,0.120609,0.140823,13,5,8,30.739424,0.175022,0.165036,0.187492,13,11,10,36.5177673333333,0.84598381662761
"ABHD1",0.539133,1.449996,2.556852,16,11,17,46.7447953333333,0.980869,0.239741,0.305691,35,9,12,32.5293466666667,1.42397034478453
"ABHD10",17.896254,16.509149,18.709231,474,316,439,11.2268,21.945498,27.924148,27.804594,652,596,653,23.189846,0.505451750292251
"ABHD11",8.315591,5.793527,10.881287,88,44,86,0,9.519305,7.909704,9.968295,144,94,107,0.793785666666667,0.557480204342511
"ABHD12",34.456652,32.027544,41.779576,424,313,435,0.0118706666666667,61.002748,58.3518,58.606077,751,570,568,0.162103666666667,0.870723237255655
"ABHD12B",3.893477,1.544872,5.021108,34,27,39,8.678612,1.215684,4.568525,10.647778,18,72,72,11.5743266666667,0.769712148934151
"ABHD13",3.072772,3.602061,3.056116,238,226,207,17.24049,3.390322,2.495253,3.321503,307,176,213,23.5291876666667,0.743623891988379
"ABHD14A",19.98651,11.809536,18.625674,220,94,202,5.444609,15.051411,20.447943,23.789903,233,218,216,7.28496833333333,0.777867668373708
"ABHD14A.ACY1",5.286409,7.547299,9.72672,36,39,52,0.519447333333333,6.987703,5.383026,5.109098,46,28,32,1.11263533333333,0.719218934455639
"ABHD14B",6.270991,5.484107,6.977415,142,105,131,19.3044256666667,7.978791,5.158438,4.171231,200,107,84,35.539614,0.555682544064824
"ABHD15",2.267084,2.653537,2.449372,118,109,110,121.178592,1.666242,0.980568,1.679204,104,46,69,138.210739,0.877652061023827
"ABHD16A",43.283793,44.460669,44.105033,632,478,592,14.1200143333333,38.772235,39.606803,45.286219,679,661,613,13.532581,1.04042181724866
"ABHD16B",0,0,0,0,0,0,15.0845016666667,0,0,0,0,0,0,12.3178646666667,1.20773878314927
"ABHD17A",22.251861,16.580488,18.393927,855,595,608,20.7973786666667,19.891946,16.379027,21.502911,759,552,573,17.5959036666667,1.17216022718695
"ABHD17B",6.982168,5.876005,6.383279,292,190,217,32.975061,8.626714,9.022235,10.593376,391,316,341,65.3800016666667,0.511826757260551
"ABHD17C",5.189827,4.249834,4.998582,101,79,94,7.683484,13.219325,17.660275,23.594158,422,387,432,12.5338163333333,0.64161384979142
"ABHD18",3.285167,2.22549,2.818459,157,105,137,0.378546333333333,5.486353,3.54464,4.951791,236,155,188,0.616735,0.852673031346098
"ABHD2",43.040132,37.278752,34.676228,4800,3122,3837,25.8453793333333,36.149134,28.486848,25.146828,3943,2908,2699,29.3014216666667,0.88594454836635
"ABHD3",3.984849,5.25904,2.915345,43,53,50,188.800944,9.642693,6.919606,4.384585,104,59,62,110.301950333333,1.70527958792792
"ABHD4",36.086594,26.455903,21.679738,296,237,316,4.14297433333333,39.666519,10.931269,10.1797,306,154,175,7.10910433333333,0.634222242300249
"ABHD5",2.814933,3.503613,4.082079,117,93,117,67.8293946666667,7.984091,8.165592,14.175874,242,266,255,49.767848,1.35576742718475
"ABHD6",11.831495,8.409419,12.306665,138,99,156,0.832805333333333,8.283415,13.65003,12.504431,185,149,202,0.716666,1.06765400685593
"ABHD8",3.366122,1.881682,2.264601,60,36,33,0.113022333333333,6.351783,4.187949,6.20397,187,106,136,1.21588,0.502293595922763
"ABI1",12.69711,14.372399,14.823763,447,426,457,37.131495,15.274284,15.178726,16.016221,630,503,508,61.643825,0.608703172259995
"ABI2",23.445738,22.714472,18.676018,1466,1126,1250,19.2788783333333,55.693149,35.541915,32.008028,3195,2224,2142,23.091872,0.841731117172353
"ABI3",0,0.122185,0,0,1,0,33.885931,0.080843,0.106816,0.123214,1,1,1,67.2956426666667,0.510807566015144
"ABI3BP",2.697237,9.393819,2.628398,50,93,34,14.584957,15.784185,1.403237,1.486131,97,18,19,16.370637,0.897201236776751
"ABITRAM",13.474933,12.693075,15.766697,185,143,177,22.294948,15.771021,15.579426,12.779188,218,171,188,17.302452,1.27277743987527
"ABL1",20.002516,27.75208,18.375548,1348,1318,1125,0.541266,25.90656,19.930765,26.375471,2130,1113,1157,1.902864,0.530946678866113
"ABL2",7.647104,11.288064,8.405532,1295,1485,1218,0,6.897981,5.749299,4.319143,1188,807,647,0,1
"ABLIM1",13.234586,13.893529,13.950169,1252,905,1223,3.43806866666667,40.278722,80.432426,57.957359,4547,5302,4617,2.11902333333333,1.42290332336939
"ABLIM2",2.618199,1.169305,2.227903,73,27,55,19.619759,8.029056,12.377298,11.75464,245,279,223,20.475542,0.960150807835258
"ABLIM3",39.693627,31.45544,35.010631,1694,1071,1302,0,55.789335,56.612711,66.861423,2333,2247,2011,0.0896073333333333,0.917761811441553
"ABO",0.081458,0.061784,0.056364,8,5,5,418.292288333333,0.183863,0.173732,0.075984,22,16,6,176.944523333333,2.35630903654111
"ABR",198.031654,211.438013,200.361185,1298,1199,1252,521.419259666667,197.043613,257.031715,274.908047,1875,1447,1461,967.458404,0.539433864695614
"ABRA",0,0,0,0,0,0,10.242749,0.063103,0.063272,0,3,2,0,84.6679683333333,0.131236321097923
"ABRACL",16.160065,20.958007,19.636272,132,135,145,14.463645,11.912176,11.774747,14.945013,113,90,104,12.372652,1.15636337504333
"ABRAXAS1",3.82892,6.035163,5.406464,107,132,131,1.09453433333333,7.491499,5.007126,3.562498,275,121,99,1.305515,0.908488703536231
"ABRAXAS2",5.545332,5.945653,7.320012,243,210,286,24.0521246666667,7.8423,8.782454,8.707067,412,353,319,40.735399,0.600260816163915
"ABT1",4.559478,4.690372,4.720066,202,168,186,0.332005333333333,4.02236,4.495368,5.868998,215,183,215,0.757992333333333,0.757685518916749
"ABTB1",6.145615,3.499741,5.352266,109,78,105,35.8245523333333,8.227788,5.243431,7.957303,219,121,132,16.019151,2.16371265131459
"ABTB2",1.812701,1.607969,1.602889,139,98,106,0.0702403333333333,3.451672,3.840048,4.832426,318,267,292,0.286513666666667,0.831891927045211
"ACAA1",38.003127,38.829187,39.570663,550,465,521,2.87314266666667,37.51069,45.687812,49.761725,672,620,569,5.97435133333333,0.555340917248505
"ACAA2",13.362606,16.013843,12.490575,285,274,234,37.1715246666667,24.508458,12.44024,15.340642,617,249,284,58.23203,0.644440595175729
"ACACA",42.363631,48.905645,32.241697,1667,1457,1400,0.334099666666667,52.07295,52.263549,60.592741,2805,2326,1935,5.477393,0.20596243993018
"ACACB",3.811888,6.196471,2.56891,69,75,51,1.88246233333333,5.82404,4.214339,4.586609,290,101,72,2.25061966666667,0.886742414959035
"ACAD10",21.73928,19.257871,23.277153,392,285,343,11.2976903333333,24.09517,13.699953,18.003391,465,241,262,17.560885,0.66255948104486
"ACAD11",13.192374,11.007639,9.386726,340,270,275,16.9703503333333,21.296656,12.759557,10.656436,568,268,245,21.7210943333333,0.790910423137923
"ACAD8",26.483493,20.192299,24.101738,534,375,468,1.015644,29.394922,40.292933,40.865493,722,686,705,0.689141333333333,1.19329505484443
"ACAD9",19.252462,17.316786,16.985834,406,304,324,0.0922513333333333,20.618117,20.88167,21.133159,574,471,475,0.0975493333333333,0.995172882130127
"ACADL",0.207989,0.400506,0.246715,5,7,5,19.901956,0.63777,0.16945,0.095375,23,5,4,20.6669163333333,0.964694545289009
"ACADM",27.650351,25.508799,28.982212,462,377,403,0,31.38729,31.831206,37.816546,662,516,582,0.0799946666666667,0.925930498422214
"ACADS",4.599063,3.579749,4.281652,112,71,98,30.3830136666667,3.919399,3.709052,4.464577,114,83,88,42.0700743333333,0.728650092957428
"ACADSB",2.345294,3.480124,2.567987,193,175,184,1.14748833333333,7.753468,4.374615,3.829584,527,304,282,0,2.14748833333333
"ACADVL",487.069067,525.545782,529.790065,2890,2306,2580,17.40622,417.243124,362.292121,441.590667,2854,1977,2042,21.3632396666667,0.82305695750492
"ACAN",13.521626,21.358045,13.180758,1180,1435,924,7.561401,0.61022,0.60714,1.230414,58,65,66,6.38825666666667,1.15878499979923
"ACAP1",8.203837,7.799579,5.089685,31,27,34,0.385942333333333,11.702953,8.178989,5.156753,76,54,37,0.286290333333333,1.07747240060629
"ACAP2",4.317336,5.926497,4.813944,442,447,434,44.5875936666667,18.902318,8.651381,7.061189,805,452,432,43.3981663333333,1.02679001029915
"ACAP3",268.243739,185.674788,241.306196,3432,1616,2456,0.0479163333333333,213.831943,213.096372,204.054479,2582,2252,2362,0.230909333333333,0.851335110519919
"ACAT1",56.259875,44.471839,63.751794,369,255,375,3.553206,113.018886,107.505607,145.26679,828,668,739,5.72257333333333,0.677301053366469
"ACAT2",25.297509,32.783013,27.509826,501,530,488,22.0492936666667,94.414141,82.903806,86.300184,2278,1511,1430,29.2640943333333,0.761605267707609
"ACBD3",54.125804,44.820301,37.958539,793,793,708,87.7579663333333,43.967242,69.083492,58.658097,939,748,717,110.271016333333,0.797673727248452
"ACBD3.AS1",0,1.337289,0,0,5,0,62.280542,0,0.469787,0,0,2,0,72.62853,0.859456816535655
"ACBD4",3.937219,4.63266,2.073499,64,68,45,1.06667933333333,5.340975,3.641431,4.100437,153,68,74,7.52388433333333,0.242457458655489
"ACBD5",7.912379,6.095147,7.392269,308,226,288,57.1031753333333,15.374346,21.627524,21.759596,885,847,801,69.6416526666667,0.822505889089288
"ACBD6",24.856558,25.060157,20.197148,434,305,343,0.174427666666667,30.045769,28.430908,40.527744,567,434,470,0.168356333333333,1.00519647402091
"ACBD7",0.811197,0.918754,0.914356,39,38,35,11.1193056666667,1.327791,0.639002,1.059258,81,30,45,9.54563233333333,1.14922512786257
"ACCS",23.189882,13.116107,20.465664,320,206,258,6.32711866666667,14.477036,14.943544,19.448083,190,194,188,5.07421866666667,1.20626521183301
"ACCSL",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243106666666667,0.976266315037235
"ACD",8.520872,12.288536,11.733328,141,109,166,13.9484126666667,13.137008,9.048602,13.611827,198,130,153,16.123027,0.873000589595909
"ACE",1.303784,1.277742,1.252099,41,16,21,4.61045833333333,6.841322,8.479831,10.149919,209,183,161,7.08539466666667,0.693900367840218
"ACE2",0,0.275135,0.093605,0,1,2,0.032435,0,0.095415,0.225191,0,0,1,0.0951363333333333,0.942745636844606
"ACER1",0.050862,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"ACER2",0.79589,1.105758,0.950331,33,37,35,42.3160396666667,2.060095,1.631226,2.154176,103,62,73,68.53546,0.622934538243749
"ACER3",2.862275,3.818158,3.438456,324,261,332,0.936543333333333,7.649808,4.8069,3.760922,518,375,350,2.440747,0.562826424998215
"ACHE",23.639298,15.646921,24.253111,666,324,578,18.5912026666667,52.081818,67.700639,62.028934,1662,1679,1380,28.58467,0.662207916014161
"ACIN1",177.532807,182.921232,142.933279,3282,2682,2593,5.776554,122.816081,100.430979,109.79734,3076,1982,1940,2.00431066666667,2.25561027199584
"ACKR1",7.550579,5.560224,10.119254,197,125,214,93.5780606666667,2.616941,4.886551,6.520383,86,122,141,174.24852,0.539679654165791
"ACKR2",0.359601,0.085355,0.268785,6,3,9,0.0201403333333333,0.123068,0.277159,0.172717,7,9,4,0.156066666666667,0.882423447321377
"ACKR3",0.58853,1.270426,0.550161,17,15,14,5.565056,2.012493,0.697493,1.28327,52,13,22,4.96819266666667,1.10000738358648
"ACKR4",0,0,0,0,0,0,83.4959306666667,0.105038,0.101865,0.037545,4,3,1,82.8883526666667,1.00724269795134
"ACLY",146.457605,153.677986,123.036365,4402,3834,3894,0,200.668971,184.300449,184.729433,7551,5465,5135,0.0219273333333333,0.978543157993621
"ACMSD",0,0.090128,0.068505,0,2,1,111.293037,0.185122,0.039662,0.088863,6,1,2,104.427182666667,1.06512413743466
"ACO1",7.828545,10.438737,8.19943,589,574,554,8.036804,9.64322,6.563351,6.68116,860,462,416,12.6569093333333,0.661701983913979
"ACO2",44.21915,38.397711,34.421423,1102,814,929,1.38018433333333,71.653142,76.994982,73.567485,2492,1993,1982,1.56342266666667,0.928518095858298
"ACOD1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ACOT1",3.574162,4.075885,3.688916,68,59,57,0.555757666666667,4.205801,4.758707,5.368048,99,81,76,0.401354666666667,1.11018124367279
"ACOT11",0.37798,0.458171,0.465699,35,34,33,0.009225,1.265227,0.289037,0.841305,109,23,34,0.0814696666666667,0.933197694865228
"ACOT12",0.838379,0.711122,0.64397,19,13,12,28.4359543333333,0.237945,0.109798,0.174106,8,3,2,23.5366613333333,1.19967235694549
"ACOT13",12.191412,9.46509,13.396844,229,175,231,0.128003666666667,11.326065,11.195552,12.209772,355,281,284,0.194048666666667,0.944688184122032
"ACOT2",21.539035,15.077116,15.11408,178,108,135,0.579736666666667,24.173517,18.076715,19.437196,254,164,153,1.51372533333333,0.628444422991852
"ACOT4",0.146906,0.447474,0.101508,5,12,3,8.40042833333333,0.591094,0.748843,1.193545,24,23,33,8.85511633333333,0.953862746555097
"ACOT6",0,0.122286,0,0,1,0,60.099307,0.245134,0.088672,0.12044,3,1,1,36.710618,1.6202149484795
"ACOT7",38.203304,38.030315,39.780133,695,547,661,105.878071333333,80.632403,114.029529,128.44021,1778,1946,1942,114.444618,0.925795183741986
"ACOT8",9.983366,11.016138,11.40912,177,144,156,4.974236,20.763417,18.37889,19.993785,370,284,270,5.99927766666667,0.853550363982798
"ACOT9",23.22135,28.851472,24.154281,541,489,487,3.387781,18.917753,21.089502,23.207269,535,461,410,7.34865366666667,0.525567495693218
"ACOX1",33.537489,28.271905,20.230548,771,581,655,18.5512403333333,21.711569,42.59937,35.250653,754,736,847,24.672672,0.761558451466732
"ACOX2",5.459635,7.803665,5.815802,51,58,35,72.0220853333333,5.471821,1.789143,2.323278,63,12,15,61.9235546666667,1.16048887765739
"ACOX3",8.870189,7.235071,11.373044,158,135,150,15.2750176666667,11.236717,10.706481,12.961887,231,182,207,20.9269013333333,0.742239745564292
"ACOXL",0.239138,0.162594,0.206492,7,4,5,6.31179633333333,0.106301,0.156535,0.132989,4,4,4,3.325087,1.69055474105685
"ACOXL.AS1",0.293391,0.058293,0.342878,10,2,13,0,0.07829,0.102513,0.732783,4,4,10,0,1
"ACP1",58.248272,76.17287,65.299677,903,859,858,32.6087256666667,74.872622,58.654584,76.070071,1230,785,941,32.0318893333333,1.01746301362033
"ACP2",169.629988,98.736759,157.367625,899,467,753,0.231051666666667,104.027156,109.16421,127.822959,638,547,541,0.25094,0.984101289163882
"ACP4",0.556063,0.142491,0.132265,10,2,2,5.758203,0.279935,0.062067,0,6,1,0,4.81031933333333,1.16313796407518
"ACP5",7.63295,1.018418,10.927006,32,7,35,0.237713666666667,0,2.031601,2.612106,0,11,8,0.187026666666667,1.04270080986667
"ACP6",24.331622,19.56541,23.987726,367,301,340,0.0874,17.588665,10.559517,14.810767,472,247,242,0.602221,0.678682903294864
"ACP7",0.259018,0.140654,0.195719,11,5,8,85.97565,0.15024,0.124344,0.170202,8,5,6,79.7568523333333,1.07700643954024
