"Hs_symbol","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","Hs_Avg_TPM","Nociceptor(8Weeks)-S24_rep_2","Nociceptor(8Weeks)-S28_rep_3","Nociceptor(8Weeks)-S6_rep_1","Nociceptor(8Weeks)-S24_rep_2_read","Nociceptor(8Weeks)-S28_rep_3_read","Nociceptor(8Weeks)-S6_rep_1_read","Hs_Avg__TPM","FoldChange"
"PDE6C",0.536011,0.998682,0.177016,12,9,8,46.406344,0.223015,0.107271,0.094883,8,5,4,51.1430146666667,0.909160015067279
"PDE6D",19.036915,16.867763,20.893658,255,186,257,16.0123606666667,41.451527,40.485791,52.476312,689,503,578,20.615371,0.787049209873227
"PDE6G",0.285625,0.649388,1.295773,1,2,4,39.8006353333333,0.432993,0.700766,0.265986,3,3,2,53.2885523333333,0.751551359903948
"PDE6H",0.128756,0,0,1,0,0,60.5198083333333,0,0.14052,0,0,1,0,62.9960533333333,0.961306285762622
"PDE7A",7.082148,6.816936,5.483216,303,230,246,5.016971,8.587231,6.488456,7.904941,445,244,280,6.339563,0.819799625672537
"PDE7B",1.056711,0.858404,1.192337,88,57,88,1.366187,2.64065,1.156901,1.366351,264,86,94,2.72286833333333,0.635581704250441
"PDE8A",16.21446,41.497627,23.746731,425,306,382,2.80339633333333,32.781772,18.062105,18.895501,583,326,360,3.22296466666667,0.900646023244018
"PDE8B",0.942092,1.491478,0.887729,52,53,49,32.8850686666667,1.11,1.055538,1.439743,80,61,65,47.077251,0.704804620935308
"PDE8B.1",0,0,0,0,0,0,1.99133766666667,0,0,0,0,0,0,1.11978333333333,1.41115255489948
"PDE9A",14.02444,16.513142,16.351071,279,199,247,2.02034466666667,15.563028,19.039612,18.964808,273,227,252,4.020094,0.601651018221306
"PDF",1.111096,2.97254,2.330454,45,95,82,0.211551666666667,1.681256,1.35694,2.249582,82,50,72,3.36771966666667,0.277387689487703
"PDGFA",2.452059,2.970238,1.871043,55,50,41,0.976845333333333,8.537112,5.227116,7.326517,215,111,140,0.826014666666667,1.08260101598308
"PDGFB",1.700507,5.06867,1.502582,72,166,71,23.4115326666667,5.046227,3.400366,4.564967,166,110,141,20.436311,1.13879354832399
"PDGFC",9.26567,29.670721,11.789739,191,510,224,0.084542,21.404159,3.910266,4.52726,543,94,113,0.057502,1.02556969159396
"PDGFD",3.101101,2.237095,2.04432,178,71,105,3.83668533333333,2.030514,1.026952,2.20893,139,54,57,8.57769733333333,0.504994589513722
"PDGFRA",2.000341,5.674247,1.330601,160,452,92,16.1212906666667,3.157499,0.263647,0.23227,349,24,19,14.4383386666667,1.10901121139632
"PDGFRB",20.660256,79.575779,12.426615,472,1002,295,65.781469,71.488427,9.473959,9.34254,1940,136,118,63.3973363333333,1.03702222486852
"PDGFRL",14.593368,6.937606,17.050472,294,117,315,0.802525333333333,1.149967,0.888577,1.361746,29,17,20,5.26890933333333,0.287534120767844
"PDHA1",102.79502,93.052618,109.029676,774,616,701,21.723192,153.010772,145.704333,158.8995,1423,1047,1077,33.653096,0.655733386708074
"PDHA2",0,0,0,0,0,0,0.0156013333333333,0,0,0,0,0,0,0.0288566666666667,0.987116443171546
"PDHB",31.311966,28.784189,31.001007,578,458,547,0.00451533333333333,46.32931,50.99173,61.371085,1153,957,1031,0.00864166666666667,0.995909019556004
"PDHX",25.603851,22.698826,21.439388,406,334,421,0,33.209453,51.275661,45.591962,896,797,820,0,1
"PDIA2",41.658835,19.318208,40.980346,414,162,333,3.96551933333333,27.600146,47.916529,61.070957,392,469,438,4.46200433333333,0.909102049412508
"PDIA3",711.908947,546.173052,700.608287,15362,8982,13498,18.4254286666667,273.376878,299.584958,371.462774,7164,5870,6637,24.6807106666667,0.756420993126203
"PDIA4",223.699769,158.72369,226.5478,8435,4883,7293,23.477312,74.624149,65.485923,99.992075,3305,2242,2713,23.83705,0.985516073768825
"PDIA5",198.458655,138.01368,219.754172,2133,1244,2065,0,35.17856,33.440611,34.510251,429,273,302,0,1
"PDIA6",347.402099,245.659379,343.064705,11526,6557,10117,0.736912666666667,123.477919,110.790127,148.055097,4932,3372,4039,0.538114333333333,1.1292480858055
"PDIK1L",1.541699,2.129936,1.593546,94,106,87,9.158274,2.338713,2.993717,3.68619,172,167,189,1.99176833333333,3.39540795549566
"PDILT",0,0.208924,0,0,1,0,0,0,0.187327,0,0,1,0,0,1
"PDK1",4.997795,5.057551,3.634734,137,115,131,0.332890333333333,41.920313,6.433654,5.226858,1306,134,123,0.309272666666667,1.01803876859875
"PDK2",24.726094,26.666026,26.144018,370,285,341,36.546974,30.757184,26.984723,30.162358,545,385,381,16.516224,2.14355411303258
"PDK3",0.825896,0.648054,0.796548,167,105,143,126.306580666667,3.562592,1.993227,2.465379,842,369,414,81.2398636666667,1.54799114432708
"PDK4",0.364607,0.244635,0.824456,9,7,8,12.302941,0.589491,0.250745,0.42317,37,12,14,23.2028886666667,0.549642696919952
"PDLIM1",71.464788,60.84921,88.912581,871,697,953,25.211013,49.20582,106.472745,115.418853,800,1279,1325,32.262998,0.787993102726339
"PDLIM2",16.310455,19.034029,19.697205,184,193,171,0.868834,23.258929,13.478664,18.010679,298,134,123,1.71134533333333,0.689264468463134
"PDLIM3",16.299789,16.621775,16.721242,199,188,200,23.1803883333333,46.270031,8.812345,11.515028,647,90,121,25.6014726666667,0.908986830779218
"PDLIM4",49.888365,50.12293,50.504195,418,318,352,0,70.834212,40.937734,52.040175,637,304,338,0,1
"PDLIM5",6.697547,11.427038,7.071806,498,653,430,73.3187796666667,15.282373,3.845232,4.926771,1064,192,240,56.2451506666667,1.29825459102061
"PDLIM7",121.811344,180.035239,117.405842,1292,1564,1129,2.89079733333333,126.465082,65.329897,83.837736,1547,634,738,2.18994233333333,1.21970773348358
"PDP1",18.649597,17.144587,20.136199,701,539,576,0.291605,18.516298,27.691984,24.297272,892,927,872,0.142377,1.13062938066855
"PDP2",5.48226,5.188765,5.137939,244,200,227,0.0553726666666667,8.742212,8.899989,6.320245,417,356,335,0.0343213333333333,1.0203527981633
"PDPK1",26.242524,32.606953,28.803968,1167,840,956,41.8402846666667,41.228091,45.036319,40.490626,1892,1539,1498,39.9233326666667,1.04684251929368
"PDPN",12.929268,8.428083,15.211465,306,121,339,16.2689853333333,8.532749,4.69477,8.768622,273,96,179,13.94271,1.15567961456344
"PDPR",12.936813,10.000604,10.096591,1442,1021,1205,0.000229333333333333,12.423259,11.857842,10.432757,1809,1238,1133,0,1.00022933333333
"PDRG1",9.106535,9.744618,9.788896,257,222,245,1.04197233333333,12.838385,15.252752,18.46043,438,395,422,0.389352,1.46973001322439
"PDS5A",7.571876,10.624128,7.904891,804,826,721,0.727464666666667,15.538484,11.212032,8.882391,1271,729,747,0.186015,1.45652851495695
"PDS5B",10.474866,14.426011,9.951942,478,609,398,0,17.995022,11.453665,13.879555,1158,578,505,0.021129,0.979308197103402
"PDSS1",5.008869,4.758449,4.582655,60,51,36,43.9498316666667,4.952658,4.886469,8.116154,64,48,60,41.2217523333333,1.06461312433922
"PDSS2",25.142963,5.001938,20.471408,171,101,150,8.02163533333333,18.667797,7.957438,40.128835,243,178,221,2.256432,2.77040495036695
"PDX1",0,0,0,0,0,0,68.923277,0,0,0,0,0,0,77.4243213333333,0.891601939439161
"PDXDC1",57.343884,61.501536,46.568599,1872,1747,1603,6.890755,35.676344,36.665383,36.782523,1403,1037,1075,8.43070633333333,0.836708802193289
"PDXDC2P.NPIPB14P",14.079265,15.909432,13.887473,791,673,718,5.726054,14.730334,9.858143,11.938856,1076,542,593,5.949654,0.9678257363604
"PDXK",29.203931,25.115613,23.904777,1038,820,947,1.82596666666667,48.550757,35.471049,38.944273,1818,1332,1224,4.17333166666667,0.546256619283705
"PDXP",20.521098,18.322939,20.210606,458,331,396,1.760537,34.915279,36.226717,45.06485,949,748,808,1.537643,1.08783505008388
"PDYN",6.729928,0.88553,0.956514,20,18,13,0.081291,0.232858,0.280764,0.033598,3,3,1,0.08557,0.996058291957221
"PDYN.AS1",0,0,0,0,0,0,0,0.03218,0,0,1,0,0,0,1
"PDZD11",15.667063,16.652235,27.476085,191,142,210,0.0355526666666667,37.820581,44.060989,36.586552,452,334,306,0.0304523333333333,1.00494960627323
"PDZD2",4.030433,3.637216,3.537879,150,221,99,0.03569,2.030539,3.092758,2.915014,230,197,166,0.106713,0.93582527719472
"PDZD3",0,0,0,0,0,0,254.838223,0.030128,0,0,1,0,0,295.991515,0.861432768542226
"PDZD4",28.391806,19.235383,22.728035,841,480,652,82.329009,51.197909,52.735717,59.420203,1769,1294,1390,82.4520783333333,0.998525269402617
"PDZD7",3.316296,2.713543,4.290763,153,86,128,0.0214893333333333,11.674309,12.125442,12.299349,596,438,370,0.124226666666667,0.908615107273741
"PDZD8",7.23402,21.619274,14.823364,553,452,509,0,29.773329,39.463865,12.209935,1033,772,758,0.111184333333333,0.899940693908271
"PDZD9",0.075357,0.502085,0.063554,1,7,1,0,0.141344,0.164174,0.205201,3,2,3,0,1
"PDZK1",0.699849,1.661812,0.903027,20,15,12,0,0.754663,0.993795,0.373043,18,16,5,0,1
"PDZK1IP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"PDZRN3",39.326208,89.537643,36.261116,772,1420,712,6.66666666666667e-07,39.169354,8.832581,19.367208,835,239,310,0,1.00000066666667
"PDZRN4",0.068985,0.331364,0,3,12,0,16.7988003333333,0.883733,0.292665,0.358518,52,13,14,3.04228833333333,4.40314961863598
"PEA15",73.479172,113.500429,82.378041,1599,2127,1638,8.085972,139.781546,97.799345,112.901864,3566,1714,1768,9.85566866666667,0.836979487767466
"PEAK1",16.880328,21.523741,17.011295,2366,1943,2158,0,15.986451,24.241003,15.301601,2540,2569,1951,0,1
"PEAK3",0.116243,0.038375,0.035391,4,1,1,0,0.123968,0.03302,0.038834,5,1,1,0,1
"PEAR1",2.881282,8.525948,2.655364,124,235,88,0,3.722351,1.278832,0.723753,185,26,21,0,1
"PEBP1",192.599747,181.856264,238.297854,3264,2373,3591,0.146987666666667,275.97556,322.95523,345.885174,5440,4884,4723,0.082336,1.05973345307434
"PEBP4",0.18302,0.32393,0.206881,2,2,2,15.3904986666667,0.226688,0.287664,0,3,1,0,11.7790743333333,1.28260453293657
"PECAM1",0.019409,0.026083,0,2,2,0,0.857162666666667,0.042337,0.024913,0.033353,6,2,3,0.472176333333333,1.26150830210783
"PECR",3.717355,3.553726,2.581794,45,41,31,0,8.462145,7.001182,6.460645,122,61,58,0,1
"PEF1",21.225723,21.728675,23.082315,338,281,327,2.84637433333333,24.516959,23.41809,29.262142,463,334,425,2.91223333333333,0.983165881380627
"PEG10",149.844059,111.840244,155.658461,5975,3885,5276,16.2719813333333,546.792457,275.346482,336.579589,31561,11428,10709,6.68768266666667,2.24670841425643
"PEG13",0.643935,0.533986,0.757415,58,39,60,1.329837,1.815382,2.939334,2.503147,198,243,181,1.305001,1.01077483263565
"PEG3",0,0,0,0,0,0,65.997538,0,0,0,0,0,0,53.9766023333333,1.21865548536051
"PELI1",7.62281,7.861746,7.528496,417,333,351,0.457593,13.14837,5.323345,7.110319,731,265,290,0.336543666666667,1.09056893265241
"PELI2",7.952496,7.503637,8.232003,699,497,645,0.024252,6.039424,13.966181,15.447033,511,1133,1069,0.128933333333333,0.907274123066021
"PELI3",4.543539,1.860395,3.296677,52,37,49,6.71063466666667,8.772364,11.080397,8.58277,180,146,122,8.90730833333333,0.77827745006422
"PELO",8.120859,15.108899,10.556324,275,335,277,0.039988,11.589779,10.163253,12.514417,423,311,315,0.0937946666666667,0.950807342267775
"PELP1",28.443241,23.940651,22.787982,759,554,583,0.00865766666666667,28.00283,30.802955,25.588581,971,810,813,0,1.00865766666667
"PEMT",26.697778,20.957414,25.256551,124,77,101,0.358804333333333,31.387656,29.513691,41.222362,177,138,144,0.190915666666667,1.14097443787651
"PENK",2.506571,4.000882,1.923679,16,42,20,0,12.940573,0.83462,2.403601,154,12,19,0,1
"PEPD",36.339864,32.171272,42.544427,449,331,436,0.0247396666666667,29.148855,45.535109,53.066082,407,466,468,0.0362016666666667,0.988938446666591
"PER1",17.654667,22.927118,15.783766,345,271,304,0.0810833333333333,27.181757,34.110186,17.723219,594,373,290,0,1.08108333333333
"PER2",0.871984,0.973813,0.930027,89,62,52,0,2.237321,1.499986,1.598154,124,120,109,0,1
"PER3",0.307805,0.51312,0.53182,30,37,39,15.296918,3.48097,1.41212,1.72462,257,92,91,14.9175883333333,1.02383085042301
"PERCC1",0,0.099747,0.23032,0,2,5,67.7908893333333,0.127841,0.042835,0.049722,4,1,1,100.586865666667,0.677163222645872
"PERM1",0,0,0.074667,0,0,2,19.0137156666667,0,0,0.027951,0,0,1,25.8650863333333,0.744971202338341
"PERP",6.333257,7.749722,6.708227,401,396,376,37.9742506666667,7.275192,5.297225,7.264015,548,307,383,33.4324353333333,1.13190514377984
"PES1",36.77497,36.789804,38.318799,677,498,572,1.14045933333333,27.671247,30.285202,36.972366,650,482,477,0.878078,1.13970736749663
"PET100",453.384928,295.538855,475.442144,250,202,237,0.0216466666666667,458.295703,322.623326,362.682813,252,172,138,0.017937,1.0036442988777
"PET117",2.121248,1.711556,3.009933,31,20,40,62.9639686666667,3.595709,4.877016,2.268445,64,66,28,53.6742203333333,1.16991094297635
"PEX1",11.866349,8.195746,10.919091,223,164,181,12.1883876666667,16.867856,13.955189,15.251987,386,276,276,15.2482393333333,0.811681031778664
"PEX10",7.739363,3.995938,5.090666,166,92,125,0.383041333333333,6.996494,6.755647,8.14724,220,175,171,0.751872333333333,0.789464681311443
"PEX11A",1.900789,1.258672,0.871997,41,21,25,86.4759033333333,3.688763,1.820031,1.834832,107,34,60,157.752866666667,0.551019362170048
"PEX11B",10.062609,11.413326,12.164229,221,136,217,0.231520666666667,19.980302,20.687681,25.41371,400,344,361,0.304528666666667,0.944034959241984
"PEX11G",1.840599,1.511938,1.911396,19,13,21,0.178366666666667,1.808178,0.839568,2.20269,31,11,19,0.227903,0.959657779699754
"PEX12",1.950333,1.488105,1.906815,71,46,65,0.104744333333333,2.255746,2.787058,3.000335,104,90,95,0.0533196666666667,1.04882151951972
"PEX13",5.266317,4.584368,4.329031,246,208,210,0.413020333333333,6.188474,7.545902,10.110655,339,242,272,2.22010333333333,0.438812108514116
"PEX14",5.843913,8.777106,6.100337,162,128,147,31.009232,9.336858,9.05966,9.554136,241,197,209,41.2464096666667,0.757679344885395
"PEX16",20.416907,21.504293,26.314617,109,76,107,37.2791766666667,31.194254,40.550015,46.167999,182,162,141,12.1467316666667,2.91168768308574
"PEX19",20.430604,29.084695,31.841835,576,519,554,0,47.690468,36.541175,32.831209,1148,734,785,0,1
"PEX2",15.293068,21.655937,16.428632,206,192,189,6.246624,24.873009,12.980295,15.326292,373,175,206,5.90351733333333,1.04970026873258
"PEX26",9.85275,10.327893,8.798145,1010,852,806,0.0635203333333333,12.173921,13.649799,13.959854,1394,1242,1193,0.244725666666667,0.854421469576831
"PEX3",15.101043,9.966997,17.524213,121,98,135,4.93846366666667,21.623533,17.074523,17.77262,232,165,149,6.65270133333333,0.77599574424787
"PEX5",14.003489,10.247365,12.046806,428,283,371,0,22.614099,22.246725,23.78093,840,681,638,0,1
"PEX5L",1.647889,1.882041,1.157593,162,70,127,3.87231966666667,2.612718,6.243781,3.671646,281,339,285,3.90655733333333,0.993022059187188
"PEX5L.AS2",0,0,0,0,0,0,0,0,0.164681,0,0,1,0,0,1
"PEX6",5.383093,5.50995,5.537563,265,215,240,0,8.249425,5.738918,6.342266,487,261,253,0,1
"PEX7",1.976716,1.348058,1.874706,36,21,32,0.0140696666666667,3.313642,3.523964,3.991312,74,60,61,0,1.01406966666667
"PF4",0,0,0,0,0,0,0.059848,0,0,0,0,0,0,0,1.059848
"PF4V1",0,0,0,0,0,0,0.627517333333333,0,0,0,0,0,0,1.036511,0.799169429152768
"PFAS",39.283279,43.359158,33.899075,622,508,428,17.9749196666667,38.102076,34.293945,29.501418,713,454,437,28.8605523333333,0.635451061147485
"PFDN1",63.531854,74.392436,68.025401,505,541,495,1.95093866666667,102.281478,83.260224,91.986665,875,598,715,1.52082966666667,1.17062200024357
"PFDN2",45.227416,38.326793,48.500192,223,174,210,1.39234333333333,59.80983,51.63043,72.39272,382,253,254,2.60700366666667,0.663249487501676
"PFDN4",24.404093,27.98923,20.828663,149,146,121,3.31364133333333,42.919287,48.380191,47.161214,326,234,280,3.39985866666667,0.980404522084649
"PFDN5",198.264337,210.898993,212.077723,1097,897,976,0,246.231889,191.063325,245.893578,1531,911,913,5.60699033333333,0.151354845330231
"PFDN6",31.710727,37.351522,34.219007,182,163,166,1219.483724,54.292807,52.177714,58.031133,337,244,230,1130.99982733333,1.0781659983775
"PFKFB1",0.225987,0.247649,0.255232,5,3,5,0.159169,0.181609,0.059915,0,4,1,0,0.150178,1.00781705092603
"PFKFB2",5.750837,5.985427,4.658024,262,206,228,5.30757666666667,5.154874,4.573381,7.168117,388,279,255,9.13332333333333,0.622458837952801
"PFKFB3",63.371905,48.070357,74.156054,606,470,557,0,132.456296,51.538478,54.621074,1811,543,483,0,1
"PFKFB4",9.029408,15.55404,13.597984,278,332,304,5.851077,40.237709,12.007754,13.0378,1468,375,348,3.478535,1.52975850361781
"PFKL",31.315698,31.40191,30.636956,1368,1045,1109,0.018251,56.740885,27.928463,46.81715,2836,1112,1134,0.013579,1.0046094088374
"PFKM",104.146092,86.721624,78.513863,1753,1225,1633,0,136.858589,154.785833,147.666318,3235,2826,2820,0,1
"PFKP",39.642669,37.93862,29.081482,335,339,264,26.347864,245.649576,184.344363,172.019128,3463,1969,1653,52.205175,0.514007594186092
"PFN1",267.81291,290.642685,304.189661,2517,2180,2498,0.0552546666666667,277.748396,194.614298,251.39409,3136,1653,1861,0.30737,0.807158391784014
"PFN1P2",1.604009,3.835777,1.190238,41,79,27,0.0712626666666667,4.798955,2.872889,1.673426,146,67,36,0.030698,1.03935650080496
"PFN2",145.678734,149.745782,137.508084,2300,1915,2053,0.293356666666667,246.35344,260.254478,266.365178,4215,3125,3356,0.352833333333333,0.956035481089072
"PFN3",0,0,0,0,0,0,0.122678333333333,0,0,0,0,0,0,0.206968333333333,0.930163867872811
"PFN4",0.867594,0.733738,0.924231,8,8,9,0.197331,0.858696,1.23537,0.745807,13,16,8,0.194308333333333,1.00253089305526
"PGA3",0.515621,0.058279,0.364004,8,1,5,0,0.458116,0.077351,0.108795,11,1,2,0,1
"PGA4",0.197387,0.317128,0.687121,5,12,11,0.051309,3.167568,0.081102,0.130793,36,4,4,0.103745333333333,0.952492362368614
"PGA5",0.34796,0.204005,0.440119,5,2,4,0,2.210404,0.000375,0.45467,19,0,4,0,1
"PGAM1",88.656774,99.91845,98.852347,2264,2033,2223,0.0373556666666667,243.40518,126.709942,163.128386,7516,2972,3372,0,1.03735566666667
"PGAM1P5",0.063777,0.145395,0,2,2,0,26.6667683333333,0.096941,0,0.146539,3,0,2,18.0166346666667,1.45487194860135
"PGAM2",0,0,0,0,0,0,2.06139233333333,0.675822,0,0.323962,8,0,3,1.604765,1.17530461801097
"PGAM4",0,0.075224,0,0,1,0,69.4806583333333,0.097932,0,0.073904,3,0,1,134.453327666667,0.520331685809722
"PGAM5",8.372422,8.591294,7.591323,260,241,211,4.01021333333333,10.014048,10.100985,9.978379,410,303,321,1.54416033333333,1.96929936674589
"PGAP1",11.065376,14.015294,8.924016,938,896,786,0,14.948353,10.550844,9.409214,1581,773,732,0,1
"PGAP2",10.223401,9.848618,9.980253,120,86,134,0,11.86451,8.569478,11.255048,179,128,132,0,1
"PGAP3",10.726997,9.563431,9.25455,220,120,185,0,6.462272,8.495029,7.729242,197,137,157,0.0212583333333333,0.97918417638371
"PGAP4",8.014242,5.602811,8.82986,525,296,514,0.0444496666666667,17.816904,23.289597,23.924707,1407,1401,1289,0.0220733333333333,1.02189308007905
"PGAP6",102.905764,85.53734,90.737418,1756,1085,1436,0.377089,63.078453,55.41859,68.440323,1182,823,898,0.482724,0.928756127236087
"PGBD1",4.216051,4.264548,4.186982,197,161,174,0.065998,5.153999,6.410872,6.384898,290,275,246,0.019019,1.04610218258933
"PGBD2",3.324851,6.100061,2.003786,96,95,70,0.0208,2.724404,5.372737,6.041483,92,69,69,0.0309273333333333,0.990176481885888
"PGBD4",0.824913,0.708058,0.789338,84,58,71,0,0.865035,0.970887,1.242491,106,91,104,0,1
"PGBD5",1.565185,1.122318,1.431654,128,69,89,0,4.727911,6.472776,8.54292,404,464,454,0,1
"PGBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"PGC",0,0,0,0,0,0,3.08538166666667,0.213143,0,0,1,0,0,2.97978333333333,1.02653368901992
"PGD",149.369186,142.049727,158.479858,1979,1589,1840,0,167.828403,171.755675,181.918558,2681,1972,2182,0,1
"PGF",11.241041,6.180005,7.660432,285,122,176,0,8.936957,4.215199,3.913182,267,99,79,0.547027666666667,0.646400850835893
"PGGHG",13.401211,17.82358,14.21706,424,429,359,33.5252806666667,15.631588,5.250189,9.182426,492,139,167,31.207235,1.07197282432555
"PGGT1B",7.871746,6.658233,8.759765,312,252,248,0.210614666666667,7.398184,4.68364,9.008085,391,204,223,0.269744,0.95343208289755
"PGK1",391.652769,397.986064,413.330966,3298,2589,3272,0.152096,1461.815575,559.523394,558.308263,13571,4118,4020,0.0553486666666667,1.09167333639499
"PGK2",0,0,0,0,0,0,0.390638666666667,0,0,0,0,0,0,1.14401733333333,0.648613537328367
"PGLS",25.354494,26.647751,29.957256,281,237,275,7.88385533333333,30.924323,23.686178,27.832555,430,241,244,11.191139,0.728714136827849
"PGLYRP1",0.259892,0.320264,0.148512,2,2,1,0.150149666666667,0.214471,0.283067,0.162942,2,2,1,0.197370333333333,0.960563022690557
"PGLYRP2",0,0,0,0,0,0,0.856230333333333,0,0,0,0,0,0,1.40009733333333,0.773397939972435
"PGLYRP3",0,0,0,0,0,0,0.224282333333333,0,0,0,0,0,0,0,1.22428233333333
"PGLYRP4",0,0,0,0,0,0,11.9723373333333,0,0,0,0,0,0,30.339397,0.413930661567398
"PGM1",24.123101,38.934228,24.493813,795,1070,748,1.301887,21.994842,15.196459,17.732279,899,482,494,1.68913666666667,0.855994798826389
"PGM2",7.171456,4.499153,3.516544,131,83,104,28.724303,7.432173,4.379956,4.645809,214,95,93,35.1791206666667,0.821587215285369
"PGM2L1",9.8629,11.656228,12.498218,1287,1229,1426,0.1768,26.071075,32.008166,31.917308,4045,3824,3480,0.183087333333333,0.994685655778582
"PGM3",182.253287,226.684882,134.686582,1796,1910,1708,5.119082,133.322317,103.74961,52.325709,1294,695,668,4.20126366666667,1.17646064344235
"PGM5",0.236481,0.934619,0.267475,10,14,5,53.3352786666667,11.813578,0.997361,1.104545,310,18,17,57.1997626666667,0.933599660498043
"PGM5.AS1",0,0,0,0,0,0,142.821848333333,0.842345,0.041497,0,9,1,0,274.607851333333,0.521835091553282
"PGM5P2",0.478654,1.146147,0.522795,13,25,10,0.005002,2.64534,0.402432,0.696096,88,10,13,0,1.005002
"PGM5P3.AS1",0.17768,0.145618,0.243974,3,2,4,1.96937133333333,0.175808,0,0.616268,4,0,4,6.93107866666667,0.374396908432296
"PGM5P4.AS1",0.99463,2.272633,1.525764,3,5,3,131.551362666667,2.113018,0.426838,0.678547,7,1,1,71.576634,1.82636415277494
"PGP",8.894271,9.632597,9.043107,279,236,227,10.1573703333333,15.085701,14.579119,17.945607,531,354,372,18.1994876666667,0.581128545044683
"PGPEP1",12.194959,13.340427,13.07609,438,409,378,18.8153483333333,7.025375,17.919986,8.30594,544,401,341,21.1254876666667,0.895589224150133
"PGPEP1L",0.080097,0,0,1,0,0,0.407120666666667,0.135255,0,0,3,0,0,0.06156,1.32552155946594
"PGR",0,0,0.005641,0,0,1,2.89392033333333,0.201606,0.222899,0.298046,39,41,41,2.91751533333333,0.99397704973884
"PGRMC1",51.733207,55.207883,57.492021,1367,1173,1343,0,57.185613,57.721909,77.450731,1806,1396,1697,0.168733666666667,0.855626930686518
"PGRMC2",36.544215,42.466249,36.887044,866,775,811,0,42.515993,33.555642,35.018964,1102,674,691,0,1
"PGS1",12.152846,16.787995,12.908928,366,320,320,0,18.326147,18.606434,16.29739,512,434,411,0,1
"PHACTR1",17.884203,28.665088,18.183664,316,349,287,0.074633,17.847546,24.58853,16.929487,489,502,364,0,1.074633
"PHACTR2",2.198674,4.226496,2.347067,271,313,221,0,4.955084,3.58562,3.294917,443,348,324,0.0126946666666667,0.987464467736903
"PHACTR2.AS1",0,0,0,0,0,0,0,0.052457,0,0,1,0,0,0,1
"PHACTR3",31.304275,57.492892,32.225104,780,1127,721,0.0266936666666667,16.386939,17.434162,22.882141,563,487,550,0.289807,0.796005655626514
"PHACTR4",14.914502,16.569329,15.11522,774,730,643,0.01601,12.856943,10.46069,15.119563,902,525,667,0,1.01601
"PHAX",16.434004,25.439681,19.384412,369,368,367,5.51404466666667,27.215498,37.171585,41.10002,625,607,687,6.969475,0.817374377442261
"PHB",80.168197,84.67252,98.548946,748,609,744,0.447639,86.216911,86.207306,99.592945,923,697,619,0.467049666666667,0.986768909664272
"PHB2",143.642352,127.59447,128.394782,1081,776,996,0.842495333333333,147.867152,112.659799,130.397313,1538,921,1006,0.707606333333333,1.07899303098548
"PHC1",26.591372,25.940209,27.571716,760,564,661,0.0366143333333333,39.741508,44.422457,46.177914,1294,1034,989,0,1.03661433333333
"PHC2",36.084549,43.146663,32.860199,983,921,941,0,43.438452,37.115734,41.847655,1357,863,922,0,1
"PHC3",3.389073,3.214853,2.993647,418,397,379,2.65931266666667,4.856018,3.289453,4.396726,839,519,513,4.123942,0.714159658065346
"PHETA1",5.970119,4.899169,4.881673,172,150,148,2.04447733333333,5.581032,4.982097,6.883531,237,199,185,3.02227366666667,0.756904573292336
"PHETA2",1.261488,1.823228,1.217512,22,49,31,0.329529333333333,1.904477,1.148604,1.470938,60,30,41,0.575655,0.843794697020181
"PHEX",0.196002,0.243177,0.239752,18,12,21,0,0.186885,0.033455,0.236441,22,3,2,0.00974766666666667,0.990346433085758
"PHEX.AS1",0,0.046169,0,0,1,0,0.341083333333333,0.185387,0,0,6,0,0,0.544581666666667,0.868250195036628
"PHF1",29.79194,33.288471,34.214914,502,411,466,0.275433666666667,47.373596,35.131562,45.987061,909,527,618,0.250475333333333,1.01995907689503
"PHF10",11.80929,16.537525,12.970536,547,602,496,1.01284433333333,22.536634,13.162845,15.405881,1206,552,640,2.78867966666667,0.531278574708392
"PHF11",6.568719,8.292228,7.660899,52,63,62,0.010218,14.052493,13.681854,11.514796,153,104,91,0,1.010218
"PHF12",26.188464,22.967692,23.357239,630,563,533,0.041433,25.589567,14.743705,23.712495,807,444,447,0.0850543333333333,0.959798019331136
"PHF13",4.549747,5.808904,4.547486,249,229,220,5.21292766666667,7.425269,6.080897,7.566762,493,306,333,7.17656466666667,0.759845720048526
"PHF14",23.173814,23.532435,23.25592,649,554,560,3.819517,29.362068,29.487972,33.556301,1391,996,969,3.41271633333333,1.09218826589729
"PHF19",112.563007,180.586501,108.013868,2258,2656,1909,0,41.745138,43.728107,50.302832,1009,823,793,0,1
"PHF2",5.33918,6.436959,6.222756,406,422,377,0.116759333333333,7.995743,5.674131,7.267049,786,418,451,0.645406666666667,0.678713266426537
"PHF20",15.056465,21.102383,11.973554,463,456,474,0,31.478723,25.609646,22.901762,1012,605,579,0.0192183333333333,0.981144046663211
"PHF20L1",19.674807,26.640501,13.201975,739,691,571,24.6371956666667,18.72957,19.282428,13.180362,926,574,600,23.539005,1.04475286046303
