"Hs_symbol","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Hs_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Hs_Avg__TPM","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","FoldChange"
"CDK2AP1",83.325107,114.89252,83.718583,93.9787366666667,1198,1192,1121,59.716095,49.385225,43.438693,50.846671,594,693,506,1.83191581705731
"CDK2AP2",12.287631,15.432589,14.692146,14.1374553333333,145,145,151,18.933047,18.66901,18.65879,18.7536156666667,335,316,305,0.766313144326135
"CDK3",6.47702,5.873313,7.10384,6.48472433333333,84,65,89,2.901239,2.870994,2.504159,2.75879733333333,69,75,69,1.99125509294108
"CDK4",176.76366,161.99269,175.915793,171.557381,1370,1018,1351,74.078352,59.394197,47.631793,60.368114,732,689,597,2.81184103197305
"CDK4P1",0,0,0,0,0,0,0,0,0.080095,0,0.0266983333333333,0,1,0,0.973995931943658
"CDK5",18.106587,13.532527,16.617077,16.085397,215,138,186,10.839465,10.252616,7.238586,9.44355566666667,195,178,117,1.63597509749792
"CDK5P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CDK5R1",10.700994,9.709041,10.273824,10.227953,537,362,489,0.696088,0.531934,0.534387,0.587469666666667,38,33,21,7.07286144470162
"CDK5R2",4.491356,3.105354,5.301129,4.29927966666667,150,79,147,0.03808,0.065708,0.041916,0.048568,2,3,2,5.05382547118229
"CDK5RAP1",26.075641,28.132447,22.880315,25.6961343333333,378,300,294,14.531346,19.315228,15.731954,16.526176,305,309,259,1.52321500898618
"CDK5RAP2",35.547906,45.227433,29.187574,36.6543043333333,1028,858,719,15.041568,12.961712,8.801896,12.268392,502,400,264,2.83789507676087
"CDK5RAP3",157.013768,112.221341,122.096492,130.443867,2096,1360,1605,36.358512,26.265606,25.730534,29.4515506666667,543,465,374,4.31649174253326
"CDK6",6.385704,10.034236,6.452432,7.624124,1120,1464,997,1.500752,1.438164,1.227662,1.38885933333333,312,286,239,3.61014308363071
"CDK6.AS1",2.113824,2.395989,2.605722,2.371845,6,5,6,0,0,0,0,0,0,0,3.371845
"CDK7",19.408591,40.554455,26.477152,28.8133993333333,217,229,254,9.001952,7.250975,10.496017,8.91631466666667,103,117,88,3.00649992819913
"CDK8",10.110302,10.742629,12.256996,11.0366423333333,252,226,266,15.501137,11.911956,9.45488,12.2893243333333,435,352,290,0.905737720851773
"CDK8P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CDK9",48.477241,44.389679,44.645682,45.837534,615,461,514,20.558396,19.807974,19.227366,19.8645786666667,413,349,311,2.24483488251924
"CDKAL1",4.19308,3.201762,3.270663,3.55516833333333,154,108,123,1.65729,1.971957,1.113289,1.58084533333333,107,86,68,1.7649908247117
"CDKL1",29.343941,33.779728,40.530466,34.5513783333333,107,95,85,6.156192,9.29439,11.235298,8.89529333333333,23,34,32,3.59275638788542
"CDKL2",0.820213,0.749213,0.857718,0.809048,62,44,53,0.601772,0.207891,0.209806,0.339823,16,10,7,1.35021417008067
"CDKL3",3.724969,5.107419,4.998987,4.61045833333333,51,67,60,3.807052,1.950527,3.644024,3.13386766666667,42,30,32,1.35719350151751
"CDKL4",0.068976,0,0.156498,0.075158,1,0,3,0.108471,0.427741,0.053174,0.196462,2,2,1,0.898614414833066
"CDKL5",1.440112,1.59792,1.151261,1.396431,201,234,162,1.106253,0.67701,0.74329,0.842184333333333,215,139,105,1.30086384768227
"CDKN1A",28.483066,39.125214,31.648707,33.0856623333333,817,971,809,73.955255,71.93679,60.59264,68.8282283333333,3211,3017,2511,0.488135860623892
"CDKN1B",7.269622,7.867642,12.053952,9.06373866666667,203,161,217,11.79403,9.44854,9.119889,10.1208196666667,275,253,214,0.904945765538446
"CDKN1C",106.448215,48.77534,104.748054,86.657203,1768,637,1541,4.293756,3.033675,3.374616,3.567349,96,63,79,19.1921403422423
"CDKN2A",0.443847,0.790885,1.320604,0.851778666666667,4,4,9,0.656632,0.432487,0.226198,0.438439,5,4,4,1.28735293374739
"CDKN2AIP",12.692492,11.247146,9.150883,11.0301736666667,183,158,155,7.149193,5.984285,3.836564,5.65668066666667,157,131,99,1.80723310446718
"CDKN2AIPNL",8.356739,10.168476,8.639911,9.055042,133,129,122,10.000022,10.10715,9.026437,9.711203,220,216,190,0.938740681135443
"CDKN2AIPNLP3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CDKN2B",4.911477,10.107397,5.380046,6.79964,202,368,210,0.310014,0.605319,0.383789,0.433040666666667,16,19,17,5.44272062993327
"CDKN2B.AS1",0.566462,0.920914,0.381651,0.623009,16,20,14,0.504656,0.260267,0.299789,0.354904,23,6,10,1.19787748799915
"CDKN2C",0.328402,0.407171,0.277409,0.337660666666667,6,8,7,2.388953,2.235772,1.979237,2.20132066666667,73,68,53,0.417846509596769
"CDKN2D",11.84087,7.90745,13.186608,10.9783093333333,175,94,170,3.596273,5.129122,4.098564,4.274653,80,105,81,2.2709189274315
"CDKN3",6.729928,9.576712,1.369574,5.89207133333333,6,13,8,29.13287,37.79666,44.727059,37.218863,130,140,118,0.180331668509692
"CDNF",2.045267,0.478411,0.971,1.16489266666667,19,7,13,0.407459,0.271499,0.150068,0.276342,3,4,2,1.6961697308924
"CDO1",8.596084,8.43331,14.802802,10.610732,156,113,149,0.251768,0.54231,0.225678,0.339918666666667,7,9,4,8.66525132371218
"CDON",3.564791,5.882079,3.696762,4.38121066666667,322,282,261,1.949217,0.858163,0.845278,1.21755266666667,184,115,111,2.42664390684145
"CDPF1",1.870962,3.638513,3.962535,3.15733666666667,40,42,40,4.599401,4.972497,5.854379,5.14209233333333,110,118,98,0.676860008128609
"CDR1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CDR2",15.683136,28.268519,21.846165,21.9326066666667,397,470,385,4.597678,3.769767,1.783534,3.38365966666667,98,101,68,5.23138391445991
"CDR2L",6.354354,7.361449,7.059206,6.925003,333,303,315,2.471206,2.478591,1.731552,2.22711633333333,196,178,127,2.45575373845112
"CDRT1",0.30467,0.263474,0.352437,0.306860333333333,11,19,12,0.337817,0.398234,0,0.245350333333333,9,8,0,1.04939172404231
"CDRT15",1.281865,1.082991,0.585125,0.983327,9,6,5,0,0,0.214831,0.0716103333333333,0,0,2,1.8507912235511
"CDRT15L2",0,0.141198,0.084639,0.075279,0,1,1,0.052005,0,0,0.017335,1,0,0,1.05695665636197
"CDRT15P3",0.262079,0,0,0.0873596666666667,5,0,0,0.383418,0.104975,0,0.162797666666667,6,2,0,0.935123708825239
"CDRT4",15.014652,14.188451,13.217682,14.1402616666667,188,156,205,3.773333,3.456832,2.434647,3.221604,68,92,76,3.5863765684007
"CDRT7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CDS1",0.262291,0.24974,0.506395,0.339475333333333,17,13,29,0.718224,0.829373,0.557248,0.701615,56,68,45,0.787178846762243
"CDS2",19.340395,16.414027,18.035227,17.929883,2062,1331,1876,4.112435,2.83304,3.495022,3.48016566666667,596,418,381,4.2252640657559
"CDSN",0.025973,0,0,0.00865766666666667,1,0,0,0,0.832007,0.038922,0.290309666666667,0,5,2,0.781717515356133
"CDT1",0.943326,1.822489,0.930924,1.23224633333333,22,27,10,3.751638,2.45607,3.035399,3.08103566666667,116,68,63,0.546980353924866
"CDV3",44.988066,46.254584,35.668425,42.3036916666667,1699,1555,1389,21.961013,19.756623,16.475804,19.3978133333333,1213,1208,1006,2.12295754250782
"CDX1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CDX2",0,0,0,0,0,0,0,0.013143,0,0,0.004381,1,0,0,0.995638109442532
"CDX4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CDY1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CDY12P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CDY14P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CDY1B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CDY2A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CDY2B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CDY3P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CDY7P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CDYL",5.00232,9.043921,7.038232,7.02815766666667,223,280,235,4.207749,3.280124,3.403005,3.63029266666667,250,201,200,1.73383374326662
"CDYL2",0.844656,1.450601,0.821484,1.03891366666667,111,91,95,0.412869,0.29059,0.142884,0.282114333333333,47,49,24,1.59027445030253
"CEACAM1",0.721065,2.089467,0.434973,1.081835,11,11,10,0.95827,0.373294,0.260801,0.530788333333333,13,7,6,1.35997574234626
"CEACAM16",0.041419,0,0,0.0138063333333333,1,0,0,0.030372,0.032698,0,0.0210233333333333,1,1,0,0.992931601301962
"CEACAM18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CEACAM19",5.824803,7.779192,5.413913,6.33930266666667,118,125,99,11.363567,10.121681,8.73121,10.0721526666667,361,364,291,0.662861404427889
"CEACAM20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CEACAM21",5.474015,4.274818,7.580829,5.776554,33,21,40,0,0,0,0,0,0,0,6.776554
"CEACAM22P",0.040223,0.056053,0.103274,0.0665166666666667,2,2,4,0.047708,0.169,0.020698,0.0791353333333333,3,2,1,0.988306687514634
"CEACAM3",0.099171,0.223402,0.056301,0.126291333333333,1,1,1,0,0,0,0,0,0,0,1.12629133333333
"CEACAM4",0.062622,0,0,0.020874,1,0,0,0,0,0,0,0,0,0,1.020874
"CEACAM5",0.019056,0.07011,0.022418,0.0371946666666667,1,3,1,0,0,0,0,0,0,0,1.03719466666667
"CEACAM6",0.242277,0.096369,0,0.112882,1,3,0,0,0.140253,0,0.046751,0,1,0,1.0631773936686
"CEACAM7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CEACAM8",0.090685,0.305061,0.100998,0.165581333333333,3,1,3,0.025181,0.022939,0.023101,0.0237403333333333,1,1,1,1.13855173561264
"CEACAMP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CEACAMP7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CEACAMP9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CEBPA",0.240832,0.079421,0.327746,0.215999666666667,8,2,9,0.056981,0.154899,0.062985,0.0916216666666667,3,7,3,1.11393874251305
"CEBPA.DT",0.321295,0.083563,0.038231,0.147696333333333,10,2,1,0.187825,0.093583,0.136232,0.139213333333333,9,4,6,1.00744636649852
"CEBPB",1.436954,1.789471,1.931931,1.719452,30,27,32,4.161619,4.903436,4.26692,4.44399166666667,146,140,133,0.499532726446128
"CEBPB.AS1",0.79082,0.546787,0.448576,0.595394333333333,31,17,15,0.378112,0.552837,0.410693,0.447214,21,29,22,1.10239006348289
"CEBPD",2.56367,2.110978,2.012544,2.229064,34,20,21,7.206994,5.90254,6.506563,6.538699,160,107,129,0.428331732040237
"CEBPE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CEBPG",5.197053,6.253037,5.57808,5.67605666666667,292,278,275,4.769883,3.899861,3.594178,4.087974,289,230,206,1.31212476059561
"CEBPZ",19.225327,22.580214,25.142945,22.316162,588,436,531,16.248494,15.608184,15.259182,15.7052866666667,401,326,244,1.39573552164923
"CEBPZOS",20.421523,24.442787,17.617761,20.827357,572,417,463,14.162286,16.576214,14.264548,15.001016,305,356,347,1.36412319067739
"CECR2",4.17965,5.156842,3.082151,4.13954766666667,516,462,390,1.203032,0.902146,0.638979,0.914719,225,164,131,2.68423077572566
"CECR3",0.036291,0,0,0.012097,1,0,0,0,0,0,0,0,0,0,1.012097
"CEL",3.438879,3.221049,3.867897,3.509275,106,78,102,5.946641,5.843249,5.077939,5.62260966666667,274,243,214,0.68089095190018
"CELA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CELA2A",0,0.53095,0.239495,0.256815,0,2,1,0,0.201453,0.435677,0.212376666666667,0,1,3,1.03665390019053
"CELA2B",1.070275,1.166501,0.53026,0.922345333333333,4,2,2,0,0,0,0,0,0,0,1.92234533333333
"CELA3A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CELA3B",1.117979,0.865462,0.547321,0.843587333333333,5,3,2,0.165178,0.843886,0.649111,0.552725,1,5,4,1.18732379096964
"CELF1",46.96053,49.772266,44.021419,46.9180716666667,1804,1307,1549,29.012219,15.187746,11.805414,18.6684596666667,1258,902,776,2.43629000332326
"CELF2",19.461167,24.65599,19.988045,21.3684006666667,2151,2041,1996,9.356242,7.216511,6.216583,7.59644533333333,1069,946,798,2.60205233667125
"CELF2.AS1",0.109736,0.305761,0.061718,0.159071666666667,4,9,2,0.102169,0,0,0.0340563333333333,5,0,0,1.12089799105078
"CELF2.AS2",0,15.046815,0.190433,5.07908266666667,0,6,2,0.020416,0.041045,0.0281,0.0298536666666667,1,2,1,5.90286063295077
"CELF3",27.733829,13.335384,26.497587,22.5222666666667,887,378,750,0.027882,0.052892,0,0.0269246666666667,3,5,0,22.9055425681988
"CELF4",10.535452,7.105967,6.430332,8.023917,101,63,81,0.70488,0.180449,0.546336,0.477221666666667,16,5,9,6.10870880357608
"CELF5",17.775861,9.535748,18.246608,15.1860723333333,675,333,656,0.268381,0.298695,0.44712,0.338065333333333,13,13,11,12.0966233337884
"CELF6",3.231832,1.8379,2.678734,2.582822,127,51,88,0.342785,0.351079,0.233291,0.309051666666667,25,17,11,2.73695996210998
"CELP",0.531435,0.346301,0.348673,0.408803,19,10,11,0.366827,0.148261,0.742993,0.419360333333333,10,7,16,0.992561907582312
"CELSR1",9.611463,7.251455,2.624278,6.495732,323,293,221,24.589304,14.137296,6.504636,15.0770786666667,901,567,464,0.466237191184568
"CELSR2",17.513445,18.030247,14.456478,16.6667233333333,2280,1974,1495,3.525254,2.751663,2.473502,2.91680633333333,543,318,299,4.5104919237348
"CELSR3",25.608784,16.913641,24.388657,22.303694,1941,1270,1543,0.639106,0.353589,0.431947,0.474880666666667,93,40,54,15.8003928905435
"CEMIP",10.008875,9.163713,7.999411,9.057333,228,245,144,1.914625,0.531361,0.113194,0.85306,25,19,4,5.42741897186276
"CEMIP2",104.273576,113.444683,84.647815,100.788691333333,3366,2962,2424,9.483729,6.31202,5.934142,7.243297,378,253,215,12.3480558001651
"CEMP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CENATAC",22.617924,18.496067,22.412307,21.1754326666667,344,231,300,11.514082,12.382241,8.072775,10.656366,218,260,158,1.9024310549846
"CEND1",6.548038,4.405599,4.945395,5.29967733333333,88,47,64,6.543263,7.783208,5.870052,6.73217433333333,201,188,154,0.814735553255115
"CENPA",0.217797,1.457337,0.072123,0.582419,4,12,1,3.401779,4.238643,3.675617,3.772013,54,57,58,0.331604084062638
"CENPB",8.184949,11.249623,10.061076,9.83188266666667,333,357,346,8.255622,7.869502,6.544167,7.55643033333333,516,440,376,1.26593477007215
"CENPBD1",4.656309,4.689433,4.222002,4.52258133333333,116,133,133,2.14052,1.85499,2.082976,2.026162,106,91,71,1.82494570129865
"CENPBD1P1",8.6771,14.450618,8.476936,10.5348846666667,477,489,434,7.261657,9.177646,5.854892,7.43139833333333,425,355,304,1.36808678829273
"CENPC",3.901323,3.086071,5.992576,4.32665666666667,184,133,155,4.221283,2.332432,1.589104,2.714273,127,96,64,1.43410478084585
"CENPCP1",0.441286,0,0,0.147095333333333,2,0,0,0,0,0,0,0,0,0,1.14709533333333
"CENPE",1.891751,5.17898,2.220701,3.097144,64,90,55,3.386292,6.524914,1.044994,3.65206666666667,143,173,84,0.880714807755693
"CENPF",6.074809,18.004336,5.858147,9.97909733333333,118,425,136,24.089379,18.148186,15.848489,19.362018,823,542,411,0.539194952746498
"CENPH",1.833245,4.740311,2.123438,2.898998,24,40,21,8.097873,9.946709,9.850214,9.29826533333333,90,137,138,0.378607257999049
"CENPI",2.262056,3.973779,1.041182,2.42567233333333,47,90,37,2.068936,1.484218,0.535765,1.362973,77,60,27,1.44972978249575
"CENPJ",13.439571,23.618616,12.602679,16.553622,311,384,238,3.857606,4.276303,1.170767,3.10155866666667,110,97,65,4.27974422081492
"CENPK",7.14046,16.048414,8.545717,10.578197,69,107,50,6.489593,9.465693,4.79738,6.91755533333333,60,78,68,1.46234494266875
"CENPL",8.771962,5.164743,4.293381,6.07669533333333,118,108,92,2.830495,3.072509,1.683292,2.52876533333333,93,69,49,2.00543098360371
"CENPM",7.163465,22.482832,8.81017,12.8188223333333,68,123,74,9.057701,8.13692,10.290974,9.161865,115,104,62,1.35987068646684
"CENPN",4.935828,16.316706,7.741617,9.664717,76,82,70,23.337264,19.007263,10.495405,17.6133106666667,163,191,113,0.572961854609708
"CENPNP1",0.294166,0.067479,0.061076,0.140907,5,1,1,0.121105,0.050714,0,0.057273,3,1,0,1.0791035049604
"CENPO",11.418015,10.681396,10.565062,10.8881576666667,362,349,346,3.445793,2.058093,1.852824,2.45223666666667,194,158,146,3.44361027778126
"CENPP",1.934662,1.374279,0.810972,1.37330433333333,84,74,53,0.774713,2.106731,0.181544,1.020996,50,58,24,1.17432411213745
"CENPQ",1.42544,2.401647,1.795614,1.87423366666667,33,45,37,1.744806,0.975693,1.007895,1.242798,42,27,27,1.28153924993096
"CENPS",7.842555,4.40209,5.466412,5.90368566666667,37,29,35,7.21033,8.11159,7.460045,7.59398833333333,60,60,52,0.80331568986305
"CENPS.CORT",1.080731,0.659004,0.519658,0.753131,12,2,9,0.241992,0.370662,2.2956,0.969418,1,3,17,0.890177199558448
"CENPT",73.903007,54.875059,53.414781,60.730949,1175,810,1002,32.577369,25.038671,28.018471,28.544837,757,629,560,2.08939886857389
"CENPU",2.98195,6.260236,3.452487,4.23155766666667,44,65,44,10.039535,11.233846,9.452162,10.2418476666667,199,223,163,0.465364575449534
"CENPUP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CENPV",23.748006,26.659564,22.573637,24.327069,206,168,198,7.946675,7.44502,5.192674,6.86145633333333,68,60,49,3.22167648411539
"CENPVL2",0.086447,0.289221,0.311083,0.228917,2,5,6,0.046349,0.09485,0,0.0470663333333333,1,3,0,1.17367635733998
"CENPVL3",1.371084,1.224292,1.88,1.491792,35,24,40,0.695555,0.527402,0.528981,0.583979333333333,25,17,18,1.57312153483484
"CENPW",4.370984,9.695113,4.951768,6.33928833333333,19,32,25,10.545475,12.324495,11.26464,11.3782033333333,75,66,58,0.592920324193522
"CENPX",17.86373,20.721052,17.347752,18.644178,144,134,121,14.898145,13.740777,12.340476,13.6597993333333,179,152,134,1.34000319877048
"CEP104",11.042716,9.698147,8.205838,9.64890033333333,352,282,296,8.828521,5.878161,5.291503,6.66606166666667,281,185,166,1.3890966178418
"CEP112",6.040963,8.514878,4.996308,6.517383,67,83,60,4.45055,5.025228,5.664125,5.04663433333333,79,55,60,1.24323426646769
"CEP120",2.989947,3.512627,3.243473,3.24868233333333,189,185,183,4.583601,4.284004,3.237879,4.03516133333333,313,238,182,0.843802621617421
"CEP126",0.639221,1.388208,1.071849,1.03309266666667,63,50,63,0.481131,0.348693,0.121206,0.31701,22,18,16,1.54371847341073
"CEP128",0.680836,2.398762,0.69288,1.25749266666667,28,54,24,2.445308,1.561202,0.651157,1.55255566666667,49,25,14,0.884404871614292
"CEP131",5.965025,8.946701,4.662791,6.524839,213,143,119,3.20151,5.394216,5.293633,4.62978633333333,138,123,123,1.33661182760104
"CEP135",2.387688,3.448062,2.924878,2.92020933333333,170,220,172,1.178878,0.648454,0.404998,0.74411,74,35,29,2.24768468349665
"CEP152",0.70805,4.513459,0.604063,1.94185733333333,45,73,31,1.127295,2.599397,0.397761,1.37481766666667,104,77,43,1.23877187483727
"CEP162",2.014726,2.304756,2.180811,2.16676433333333,79,91,79,1.610666,1.236676,1.301278,1.38287333333333,78,61,57,1.32896880796573
"CEP164",17.186066,13.912733,11.984017,14.3609386666667,620,458,440,2.488852,1.54688,2.225833,2.08718833333333,168,125,95,4.9757050779215
"CEP164P1",0.170624,0.034938,0.320418,0.175326666666667,3,1,4,0.024516,0.023007,0.124983,0.057502,1,1,3,1.11141791378803
"CEP170",85.262145,114.770527,97.663466,99.232046,2515,2506,2285,29.637631,15.139488,9.413478,18.0635323333333,762,436,311,5.25778980764967
"CEP170B",12.73502,11.118689,12.33261,12.0621063333333,1093,699,803,2.219663,1.926439,1.76427,1.970124,289,228,180,4.39783198726159
"CEP19",2.114727,2.102569,2.288543,2.168613,65,53,60,0.465749,0.44225,0.54446,0.484153,20,19,23,2.13496384806688
"CEP192",13.1121,12.89628,12.275354,12.7612446666667,304,341,254,8.660307,11.9223,9.999075,10.193894,311,222,141,1.22935277631418
"CEP20",16.095749,21.884476,14.512312,17.4975123333333,209,188,169,9.217212,6.496761,7.493083,7.73568533333333,131,128,142,2.11746550242042
"CEP250",39.473229,40.517535,24.50785,34.8328713333333,773,735,583,6.102874,3.075325,3.939585,4.37259466666667,313,190,176,6.66956536953219
"CEP290",8.081243,9.129638,10.415241,9.20870733333333,328,341,337,4.123098,4.552683,2.631492,3.769091,175,158,85,2.14059814193802
"CEP295",10.194626,4.94627,4.951945,6.69761366666667,188,163,168,3.31626,4.94427,1.792919,3.35114966666667,179,179,89,1.7690988029294
"CEP295NL",0.221242,0.506973,0,0.242738333333333,6,5,0,0.022808,0.027298,0,0.016702,1,1,0,1.22232309303349
"CEP350",7.659698,4.913267,4.376271,5.64974533333333,589,484,497,4.519195,2.865456,2.416885,3.26717866666667,311,254,148,1.5583470608527
"CEP41",4.802139,5.202116,6.627499,5.543918,268,202,259,2.943088,1.785916,1.654796,2.12793333333333,148,104,95,2.09208998486754
"CEP43",6.29053,6.771066,8.377477,7.14635766666667,258,261,254,6.415171,7.066283,5.529957,6.337137,286,245,212,1.11029106675624
"CEP44",3.198361,3.909343,3.716656,3.60812,141,141,127,2.916285,1.62355,1.518964,2.01959966666667,107,107,102,1.52606984656575
"CEP55",0.61411,1.837031,0.647366,1.03283566666667,15,58,16,5.148056,4.970469,3.418912,4.512479,205,182,129,0.368769779742774
"CEP57",18.617521,17.726462,13.602288,16.648757,459,375,344,10.671332,9.962094,6.724687,9.119371,238,215,168,1.74405672052146
"CEP57L1",3.589773,6.643214,4.230747,4.82124466666667,84,89,58,6.739153,4.731344,4.293482,5.25465966666667,83,62,70,0.93070526246059
"CEP63",21.796607,17.107257,24.22782,21.0438946666667,333,271,337,28.325721,13.535425,10.454844,17.4386633333333,360,331,252,1.19552563372725
"CEP68",6.747254,5.401977,5.187276,5.77883566666667,432,329,363,2.56198,1.549943,1.105034,1.73898566666667,218,169,117,2.47494382652848
"CEP70",2.515206,9.072196,4.000756,5.19605266666667,52,54,41,6.116643,12.767527,3.678759,7.52097633333333,157,174,129,0.72715290176646
"CEP72",2.57549,1.552741,2.262787,2.13033933333333,53,33,34,0.918439,0.976686,0.253013,0.716046,21,9,12,1.82415817136215
"CEP76",5.442517,5.997924,3.041739,4.82739333333333,83,82,76,5.913648,5.510773,3.042633,4.82235133333333,100,95,47,1.00086597316296
"CEP78",2.308965,4.03055,3.369098,3.23620433333333,246,304,227,3.212011,2.804145,2.193226,2.73646066666667,173,158,109,1.13374787298711
"CEP83",5.050267,9.407584,7.862538,7.44012966666667,104,98,101,10.602862,3.695745,3.526579,5.94172866666667,171,101,90,1.21585415851748
"CEP83.DT",0.303039,0.136786,0.279744,0.239856333333333,11,4,9,0.108891,0.084639,0.172297,0.121942333333333,5,4,8,1.10509809327693
"CEP85",8.314161,7.094922,9.343315,8.25079933333333,306,244,293,9.396108,6.389415,6.819557,7.53502666666667,507,360,326,1.08386296781732
"CEP85L",6.016508,4.56294,6.394813,5.658087,623,382,557,1.117147,0.691768,0.566622,0.791845666666667,36,32,19,3.7157703500134
"CEP89",10.774613,8.767684,5.801561,8.44795266666667,335,295,249,3.647972,2.866517,1.499591,2.67136,148,117,97,2.57342038554287
"CEP95",56.698016,65.815734,57.130627,59.881459,520,453,495,33.414668,24.534413,23.795515,27.2481986666667,446,348,282,2.15523332012817
"CEP97",2.802255,19.197331,3.023907,8.34116433333333,329,296,297,1.19238,11.278076,11.38198,7.950812,130,91,85,1.0436108292
"CEPT1",10.664596,11.055132,12.425177,11.381635,299,272,307,3.421827,3.406737,2.777437,3.20200033333333,107,125,95,2.94660495425948
"CER1",0.12332,0.30495,0.20845,0.21224,2,4,3,0.133774,0,0,0.0445913333333333,3,0,0,1.16049210951396
"CERCAM",51.960809,42.353233,46.754825,47.0229556666667,1003,763,920,5.918447,7.356136,4.181481,5.818688,258,222,182,7.04284397037475
"CERK",14.47509,11.748715,11.788127,12.670644,578,536,542,13.497628,8.800753,8.881748,10.3933763333333,1044,798,682,1.19987645453298
"CERKL",0.402215,0.293462,0.241321,0.312332666666667,8,2,4,0.085802,0.022576,0,0.036126,0,1,0,1.26657633016319
"CERNA2",0.185816,0.271024,0.263499,0.240113,5,6,6,0.029101,0.033079,0.088061,0.0500803333333333,1,1,3,1.18096964644927
"CERNA3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CEROX1",29.4891,17.033128,22.248636,22.9236213333333,317,155,203,0.315799,0.849786,0.339403,0.501662666666667,6,7,5,15.9314217929104
"CERS1",30.994714,26.270585,28.273938,28.513079,566,370,426,3.020862,2.163669,2.081851,2.42212733333333,81,46,47,8.624190781134
"CERS2",226.447257,258.255754,246.832315,243.845108666667,1098,952,1042,141.665041,113.776864,82.45019,112.630698333333,897,867,715,2.1547443803295
"CERS3",0.016909,0,0.01913,0.012013,1,0,1,0,0,0,0,0,0,0,1.012013
"CERS4",8.956571,7.69339,13.720352,10.1234376666667,148,101,172,17.677136,11.339226,14.30931,14.4418906666667,356,319,266,0.720341693046568
"CERS5",137.642816,121.547331,133.893196,131.027781,1112,787,1027,21.773452,24.335563,23.248834,23.119283,309,326,294,5.4739513193655
"CERS6",10.369779,10.093235,9.9706,10.144538,1101,863,949,6.439153,5.296273,3.89675,5.21072533333333,831,726,522,1.79440200650745
"CERS6.AS1",0.529699,0.895644,0.965221,0.796854666666667,4,2,3,0.929041,0.903568,0.108832,0.647147,6,4,1,1.09088907466466
"CERT1",19.711181,19.674559,25.78475,21.7234966666667,676,545,637,8.76752,2.730829,7.698847,6.39906533333333,312,249,208,3.07113069596718
"CES1",0.20491,0.737744,0,0.314218,1,4,0,0.429355,0.355798,0.173517,0.319556666666667,4,4,5,0.995954196737793
"CES1P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CES2",31.568655,23.201725,30.316508,28.362296,461,292,374,22.302351,17.185619,12.550961,17.3463103333333,653,427,355,1.60044692728498
"CES3",3.028771,2.353073,4.267821,3.216555,98,63,81,0.498009,0.145919,0.268766,0.304231333333333,24,12,18,3.23298090778374
"CES4A",9.484968,6.857849,10.21246,8.851759,225,125,194,3.925323,3.363496,3.239829,3.50954933333333,125,114,77,2.18464380180488
"CES5A",0.183635,0,0.20756,0.130398333333333,3,0,4,0,0,0,0,0,0,0,1.13039833333333
"CETN1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CETN2",14.806354,18.701753,14.98649,16.1648656666667,282,287,255,17.565255,15.746498,13.150314,15.4873556666667,447,411,333,1.04109270241375
