"Hs_symbol","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Hs_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Hs_Avg__TPM","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","FoldChange"
"PLEKHG5",53.118954,48.439527,42.28746,47.948647,714,450,492,6.171202,6.955875,4.578489,5.90185533333333,180,122,107,7.09209982475244
"PLEKHG6",0.390528,1.99899,0.175092,0.85487,8,8,6,0.170059,0.030256,0,0.0667716666666667,5,1,0,1.7387694648808
"PLEKHG7",0.01673,0.020729,0.018735,0.0187313333333333,1,1,1,0,0,0,0,0,0,0,1.01873133333333
"PLEKHH1",35.850921,27.092365,33.16084,32.0347086666667,954,649,727,24.322199,10.903991,7.520806,14.2489986666667,367,259,229,2.16635264969092
"PLEKHH2",0.337017,0.513412,0.246219,0.365549333333333,14,21,6,0.184789,0.021222,0.016383,0.0741313333333333,5,3,2,1.27130574349381
"PLEKHH3",9.599562,6.824241,9.586026,8.669943,281,154,217,11.379192,10.283012,9.40452,10.3555746666667,358,261,248,0.85155910500816
"PLEKHJ1",38.949533,50.547723,46.56578,45.3543453333333,372,339,372,78.410697,66.740147,66.297333,70.4827256666667,924,756,688,0.648469191696603
"PLEKHM1",11.794129,13.610462,12.723476,12.7093556666667,315,257,269,7.049691,6.12544,3.33682,5.50398366666667,267,179,170,2.10783980546077
"PLEKHM2",19.427915,16.991107,16.530032,17.6496846666667,774,589,673,19.435862,20.308548,15.166653,18.3036876666667,1157,1005,784,0.966120307617216
"PLEKHM3",5.336214,2.995279,4.686819,4.33943733333333,335,262,300,1.518715,2.557517,1.101522,1.725918,202,149,90,1.95876667358788
"PLEKHN1",0.556523,0.117788,0.320232,0.331514333333333,9,3,6,0.081717,0.206931,0.28648,0.191709333333333,6,10,5,1.11731468076108
"PLEKHO1",24.208526,26.621139,23.758699,24.862788,408,369,358,26.212194,20.388682,15.157381,20.5860856666667,633,492,437,1.19812310575314
"PLEKHO2",11.358303,13.443534,11.242995,12.014944,651,627,570,0.77757,0.622204,0.588227,0.662667,64,47,45,7.82775143790067
"PLEKHS1",0.111651,0.048959,0.021754,0.060788,6,2,1,0,0.028636,0.044768,0.024468,0,2,3,1.03545254707809
"PLET1",0.047908,0.059453,0,0.035787,1,1,0,0,0,0,0,0,0,0,1.035787
"PLG",0.794644,0.615833,1.008916,0.806464333333333,6,6,7,0,0,0.013847,0.00461566666666667,0,0,1,1.79816460490529
"PLGLA",0,0.827619,0.245846,0.357821666666667,0,4,2,0,0,0,0,0,0,0,1.35782166666667
"PLGLB1",4.758301,5.131444,5.299431,5.06305866666667,71,56,61,2.226172,2.13791,0.954299,1.77279366666667,28,34,16,2.18662453667366
"PLGLB2",0.954173,1.401374,0.956164,1.10390366666667,43,51,38,0.532844,0.370949,0.4761,0.459964333333333,29,19,20,1.44106511277787
"PLGRKT",6.82398,7.422769,7.001771,7.08284,39,38,41,18.787974,17.630867,17.442823,17.953888,176,179,134,0.426447597453356
"PLIN1",0.131433,0.029706,0,0.053713,3,1,0,0.016088,0.017185,0,0.011091,1,1,0,1.04215446483056
"PLIN2",3.785567,6.304275,3.78161,4.62381733333333,91,115,85,16.42513,15.562824,12.502266,14.8300733333333,555,518,429,0.355261609653524
"PLIN3",35.732842,40.183299,32.836625,36.250922,635,660,592,21.539489,18.088792,12.930737,17.5196726666667,739,662,506,2.01142442798395
"PLIN4",0.137477,0.269642,0.124427,0.177182,14,22,11,0.127084,0.194171,0.057535,0.126263333333333,19,27,8,1.045210267581
"PLIN5",0.216853,0.55725,0.291343,0.355148666666667,7,12,8,0.57441,0.409692,0.305838,0.42998,20,11,12,0.94766966437759
"PLK1",4.069773,5.394385,4.621208,4.695122,52,58,45,17.982566,15.007,11.828504,14.9393566666667,384,376,262,0.35729936402703
"PLK2",608.832848,601.260141,598.416564,602.836517666667,3863,3105,3227,53.785978,36.649634,25.566831,38.667481,347,350,268,15.2224568448565
"PLK3",12.681006,13.694891,15.184999,13.853632,202,178,196,3.477729,2.741708,2.499414,2.90628366666667,81,55,43,3.80249701954569
"PLK4",2.641928,4.86183,1.629992,3.04458333333333,35,88,34,5.550643,2.988947,1.423347,3.320979,83,58,28,0.936034017599561
"PLK5",10.094892,0.332326,1.386818,3.938012,18,6,16,0.174112,0.082075,0.404646,0.220277666666667,3,1,6,4.04662982441428
"PLLP",13.705551,4.281949,11.448383,9.811961,295,110,247,0.207557,0.230412,0.11685,0.184939666666667,34,28,19,9.12448228728383
"PLN",0.049753,0.153103,0.028495,0.077117,2,5,1,396.173881,417.830569,333.78204,382.595496666667,14247,17659,14215,0.00280795006552432
"PLOD1",266.822017,257.084906,289.134,271.013641,7835,5414,6974,54.986711,45.831969,45.706063,48.841581,2323,1759,1576,5.45756445807768
"PLOD2",9.9718,31.977596,14.477705,18.8090336666667,296,442,269,30.01107,24.136223,25.554498,26.5672636666667,723,526,501,0.718570907370071
"PLOD3",205.593427,163.613104,172.999939,180.73549,3014,1953,2483,24.452427,19.465243,20.276222,21.397964,557,468,435,8.11392901604807
"PLP1",212.216138,223.947574,196.984905,211.049539,6719,6112,5916,0,0.13573,0,0.0452433333333333,0,1,0,202.870979644293
"PLP2",7.015804,6.986776,9.653656,7.885412,94,74,115,35.474437,35.589541,31.609812,34.2245966666667,698,670,599,0.252250212659165
"PLPBP",47.664435,38.51767,33.161642,39.781249,245,171,197,70.603503,36.95836,31.724985,46.4289493333333,364,387,298,0.859838760361042
"PLPP1",25.661085,53.171734,28.095092,35.642637,298,510,323,7.95334,9.379937,6.422974,7.91875033333333,207,205,179,4.10849453460427
"PLPP2",1.294553,1.701414,1.333247,1.44307133333333,32,25,20,0.217999,0.263085,0.082763,0.187949,14,8,11,2.05654563734077
"PLPP3",11.589887,9.301166,9.102864,9.99797233333333,405,264,358,2.619135,2.160393,1.126105,1.96854433333333,138,89,71,3.70483681508097
"PLPP4",0.341547,2.453833,0.771034,1.18880466666667,7,42,12,0.194232,0.152271,0.30848,0.218327666666667,6,4,6,1.79656485406362
"PLPP5",42.276279,34.990077,44.625198,40.630518,453,355,465,8.278252,9.014859,7.261631,8.184914,110,108,90,4.53248860032876
"PLPP6",3.889694,3.546429,4.646709,4.02761066666667,170,123,178,0.808274,0.816716,0.61617,0.747053333333333,48,48,36,2.87776599073488
"PLPP7",1.252668,0.676802,1.097877,1.00911566666667,31,17,23,12.174709,11.663786,8.658771,10.832422,527,463,358,0.169797499334174
"PLPPR1",28.933339,13.067149,29.577665,23.8593843333333,702,314,655,0,0.262923,0.205081,0.156001333333333,0,2,2,21.5046329242988
"PLPPR2",37.103208,27.850531,33.53947,32.8310696666667,931,518,801,5.049429,3.915774,3.487485,4.150896,259,212,176,6.56799703714978
"PLPPR3",58.750925,45.99498,65.516559,56.7541546666667,668,366,538,1.088719,1.180662,0.198769,0.822716666666667,24,14,6,31.6857555114618
"PLPPR4",0.186104,0.127883,0.167499,0.160495333333333,13,8,10,0.01259,0.060136,0,0.024242,1,5,0,1.13302845746741
"PLPPR5",0.152693,0.730832,0.192296,0.358607,9,35,10,0,0,0,0,0,0,0,1.358607
"PLRG1",61.127934,52.423717,47.596723,53.7161246666667,636,575,564,33.895034,28.904229,24.138925,28.979396,435,362,271,1.82512431760355
"PLS1",0.551708,1.581287,0.913281,1.01542533333333,12,15,12,0.978024,0.585873,0.50092,0.688272333333333,44,37,27,1.19377975551733
"PLS3",951.293504,1270.462722,787.822667,1003.19296433333,12223,12731,10693,113.401031,33.633031,79.546727,75.5269296666667,1584,1321,988,13.1220861559109
"PLS3.AS1",0.679449,0.81772,0.57279,0.689986333333333,9,6,8,0.425593,0.810251,0.629717,0.621853666666667,13,26,14,1.04200913317087
"PLSCR1",13.688383,17.657434,15.27073,15.538849,61,65,66,3.515104,7.656291,6.03699,5.73612833333333,30,53,47,2.45524553298049
"PLSCR2",0,0,0,0,0,0,0,0.038343,0,0,0.012781,1,0,0,0.98738029248179
"PLSCR3",18.484914,20.021829,22.461006,20.322583,383,355,356,7.475245,6.354149,6.115217,6.64820366666667,202,169,140,2.78792039664564
"PLSCR4",0.644148,1.308971,0.672102,0.875073666666667,23,41,27,0.166012,0.22286,0.021927,0.136933,3,3,1,1.64923849221253
"PLSCR5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"PLTP",42.083207,38.763371,42.113626,40.9867346666667,1000,771,885,3.194022,3.404318,3.573514,3.390618,106,100,108,9.56283025912677
"PLVAP",4.024272,2.613892,0.181924,2.27336266666667,15,13,5,1.404133,2.927262,2.937286,2.42289366666667,48,23,21,0.956314447785456
"PLXDC1",5.154257,29.414583,0.72645,11.7650966666667,37,160,23,1.168608,0.924467,0,0.697691666666667,18,6,0,7.51909013709792
"PLXDC2",8.438688,15.498669,8.858188,10.9318483333333,1078,1330,913,1.186253,1.383583,1.019842,1.19655933333333,120,151,92,5.4320628413103
"PLXNA1",50.350412,37.686905,40.326273,42.7878633333333,3147,2265,2396,20.606044,9.09184,8.190601,12.629495,1673,1033,849,3.21272822898672
"PLXNA2",3.128148,2.511574,1.037194,2.22563866666667,234,225,147,7.941454,5.186407,3.891529,5.67313,1242,848,676,0.48337716583772
"PLXNA3",550.078317,362.767214,424.929429,445.924986666667,3634,2764,2860,72.964387,25.508728,37.887409,45.453508,818,595,433,9.62090928992202
"PLXNA4",37.843967,30.379094,33.628599,33.9505533333333,7882,5055,6176,5.450126,4.336103,3.121228,4.30248566666667,1507,1074,831,6.59135272218558
"PLXNB1",85.263979,86.89187,87.435755,86.5305346666667,1180,930,883,21.440871,13.338871,12.583583,15.787775,409,277,213,5.21394494902789
"PLXNB2",199.866331,236.19315,142.783607,192.947696,2480,2154,2090,84.795782,46.049479,34.429473,55.091578,1888,1368,1043,3.45769726785009
"PLXNB3",62.242132,36.174276,70.018657,56.1450216666667,1492,774,1261,2.872718,4.722815,2.952068,3.515867,93,73,44,12.6542747310022
"PLXNC1",3.000401,4.635718,3.537294,3.724471,250,186,228,0.93598,0.295314,0.60238,0.611224666666667,13,16,5,2.93222360465352
"PLXND1",187.927302,271.798538,164.917505,208.214448333333,3629,3768,2725,18.034606,13.041882,9.29341,13.4566326666667,345,249,214,14.4718658319187
"PM20D1",0,0,0,0,0,0,0,0,0.119396,0.024441,0.0479456666666667,0,2,1,0.954247946060817
"PM20D2",2.390152,3.286653,2.204238,2.62701433333333,164,180,131,2.703094,1.945866,2.277631,2.30886366666667,201,154,182,1.09615103513381
"PMAIP1",0.604905,1.277549,0.681538,0.854664,10,23,12,0.251236,0.299555,0.234287,0.261692666666667,6,8,5,1.469980803566
"PMCH",0.121995,0,0,0.040665,1,0,0,0.100261,0.09226,0.096035,0.0961853333333333,1,1,1,0.949351326235588
"PMCHL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"PMCHL2",0.101732,0.147021,0.005927,0.0848933333333333,3,3,0,0,0,0,0,0,0,0,1.08489333333333
"PMEL",292.897815,357.528765,257.324666,302.583748666667,3361,3159,2607,0.340471,0.783452,1.10008,0.741334333333333,9,7,10,174.33972491976
"PMEPA1",13.447151,25.707666,14.227685,17.7941673333333,647,1051,740,4.279665,2.628387,2.155538,3.02119666666667,203,150,170,4.67377472211837
"PMF1",15.010467,14.587876,15.356928,14.9850903333333,197,160,184,23.297393,25.796847,18.84952,22.64792,456,462,347,0.675961790015077
"PMF1.BGLAP",1.621603,0.623638,3.01662,1.75395366666667,16,6,27,3.068728,1.632174,0.37313,1.691344,40,19,3,1.02326334599615
"PMFBP1",2.166425,3.530691,1.959299,2.55213833333333,51,44,37,0.921694,0.391776,0.350628,0.554699333333333,11,6,2,2.28477510549735
"PML",10.780707,8.770797,5.549775,8.367093,273,223,210,5.44201,2.966375,4.310407,4.23959733333333,265,167,158,1.78775054724307
"PMM1",16.249517,12.310484,13.180585,13.9135286666667,246,165,199,17.606385,17.02487,15.084477,16.5719106666667,427,374,341,0.848714118206686
"PMM2",27.18887,32.184443,24.387294,27.9202023333333,397,450,415,7.090189,5.154333,6.666717,6.30374633333333,251,228,181,3.95963947999472
"PMP2",41.354536,32.621428,45.345593,39.7738523333333,2144,1365,2093,0.098904,0.067291,0.01734,0.0611783333333333,5,4,1,38.4231858610004
"PMP22",263.685917,228.697226,295.283952,262.555698333333,5768,3936,5707,22.408922,21.433059,19.328818,21.056933,647,632,578,11.9488823914609
"PMPCA",47.128381,47.22103,49.565305,47.971572,755,598,705,21.722754,17.215636,11.539488,16.8259593333333,711,581,485,2.74720541454543
"PMPCB",23.321582,23.701759,25.113866,24.0457356666667,539,442,550,34.308171,29.67478,22.184164,28.7223716666667,922,861,617,0.842656028514548
"PMS1",14.562906,16.120539,15.034561,15.2393353333333,206,216,193,8.083371,10.171408,9.584052,9.27961033333333,142,165,113,1.57976176204604
"PMS2",7.229414,7.182129,6.10034,6.83729433333333,435,319,373,3.35651,2.275899,1.794643,2.475684,275,208,180,2.25489265805906
"PMS2CL",6.388365,5.973843,6.382218,6.248142,192,139,179,3.195878,2.811905,3.550301,3.186028,133,108,123,1.73150824600313
"PMS2P1",57.620595,78.650518,76.771053,71.0140553333333,201,165,181,35.59095,70.35848,25.603374,43.8509346666667,306,287,210,1.60563109483768
"PMS2P3",9.902953,32.910797,10.411719,17.741823,67,53,69,4.468344,12.940291,5.343944,7.584193,65,40,31,2.18329469060167
"PMS2P4",3.51639,2.659676,2.886975,3.02101366666667,20,14,14,2.513942,1.703719,1.646623,1.95476133333333,25,17,12,1.36085903836114
"PMVK",14.47847,13.840103,14.782649,14.367074,183,141,165,22.679696,21.476278,19.298022,21.151332,406,365,322,0.693731374709205
"PNCK",10.158513,9.606363,13.005731,10.9235356666667,68,38,63,22.151588,17.869526,18.805987,19.6090336666667,185,130,133,0.578558697099513
"PNISR",63.447739,67.800838,76.648757,69.2991113333333,1813,1685,1592,57.850071,55.42922,42.842406,52.0405656666667,2000,1430,1132,1.32538389155063
"PNKD",17.287314,43.566677,35.361474,32.0718216666667,304,219,286,54.319006,59.587471,44.537458,52.814645,873,787,649,0.614550586864722
"PNKP",89.753259,123.947698,148.706096,120.802351,427,371,321,52.912966,90.434996,48.341733,63.896565,381,341,257,1.87686899915273
"PNLDC1",0.269197,0.334374,0.536698,0.380089666666667,2,2,6,0,0.200499,0,0.066833,0,2,0,1.29363233670749
"PNLIP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"PNLIPRP1",0.898912,1.389647,0.969515,1.08602466666667,4,4,3,0,0.399663,0,0.133221,0,2,0,1.84079245501687
"PNLIPRP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"PNLIPRP3",0,0,0.032465,0.0108216666666667,0,0,1,0,0,0,0,0,0,0,1.01082166666667
"PNMA1",32.404756,31.420941,34.718001,32.8478993333333,1211,930,1126,11.139732,9.832924,8.519951,9.830869,589,490,427,3.12513237241936
"PNMA2",11.476309,12.825625,10.721833,11.674589,700,562,682,0.172023,0.332375,0.072102,0.192166666666667,6,13,7,10.6315579477142
"PNMA3",5.481131,2.923145,3.976507,4.12692766666667,239,126,185,0.596619,0.348449,0.379936,0.441668,45,25,29,3.5562471156096
"PNMA5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"PNMA6A",1.785014,1.315426,1.73393,1.61145666666667,58,34,48,0.42773,0.401954,0.285047,0.371577,21,18,13,1.90398108649144
"PNMA6E",0.02561,0,0,0.00853666666666667,1,0,0,0.034261,0,0.018449,0.01757,2,0,1,0.991122641849373
"PNMA6F",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"PNMA8A",13.119941,9.695784,13.029673,11.948466,734,435,646,5.616249,4.650528,4.000092,4.755623,441,339,293,2.24970711250546
"PNMA8B",2.34406,1.147768,2.416286,1.96937133333333,130,64,111,0.185834,0.133418,0.261836,0.193696,20,13,26,2.48754400897157
"PNMT",0,0.392878,0.487591,0.293489666666667,0,3,4,3.85628,3.325633,2.730909,3.304274,53,46,37,0.300512854587479
"PNN",59.538633,61.070744,55.798774,58.802717,1884,1577,1667,22.604247,18.771835,14.702055,18.6927123333333,1353,1176,957,3.03679432206875
"PNO1",9.921534,12.474457,13.495768,11.9639196666667,228,251,241,7.772934,6.891163,5.726938,6.79701166666667,173,169,157,1.66267798752813
"PNOC",0,0,0,0,0,0,0,0,0.057597,0,0.019199,0,1,0,0.981162658126627
"PNP",5.31091,9.836007,7.502351,7.549756,110,134,131,9.664514,7.938224,8.512921,8.70521966666667,261,217,213,0.880944099530771
"PNPLA1",0.029017,0.038242,0.053203,0.040154,1,1,1,0,0.042926,0.021692,0.0215393333333333,0,2,1,1.01822217320397
"PNPLA2",18.499798,17.670286,22.129932,19.4333386666667,284,202,233,39.572542,39.340656,38.977751,39.296983,941,787,743,0.507068697094933
"PNPLA3",7.420567,7.036608,6.853743,7.10363933333333,176,138,156,0.737273,0.089707,0,0.27566,7,5,0,6.3525071988879
"PNPLA4",6.636179,6.024092,6.321085,6.32711866666667,106,91,94,13.291709,11.924192,13.088957,12.768286,255,225,223,0.532173624710197
"PNPLA5",0.063381,0.079453,0.035184,0.0593393333333333,2,2,1,0.042086,0.044823,0,0.0289696666666667,2,2,0,1.02951463745773
"PNPLA6",41.749794,34.993593,40.874241,39.205876,667,500,478,9.581885,9.060693,5.713293,8.11862366666667,189,155,119,4.40920444463274
"PNPLA7",3.026042,2.76516,2.875539,2.88891366666667,162,135,150,1.236362,0.88819,0.653439,0.925997,109,71,50,2.01916911950884
"PNPLA8",13.649788,18.375517,14.471227,15.498844,449,403,444,12.351456,7.922999,8.947421,9.74062533333333,363,329,283,1.53611577426466
"PNPO",14.045237,13.391408,14.980834,14.1391596666667,309,203,276,8.302851,3.500349,4.701996,5.501732,257,171,190,2.32848103654021
"PNPT1",39.257206,32.594604,17.735786,29.862532,409,324,356,36.299088,10.006298,4.034917,16.780101,264,209,150,1.735790589716
"PNRC1",31.195437,39.549158,32.529535,34.42471,534,514,461,32.399951,40.233342,33.313986,35.3157596666667,639,765,646,0.975463829619829
"PNRC2",276.888469,257.945402,235.259514,256.697795,528,601,461,217.64066,96.669219,110.567805,141.625894666667,330,372,272,1.80680931469191
"POC1A",1.939098,4.37361,2.341054,2.88458733333333,54,100,59,3.990201,3.596852,2.931187,3.50608,156,136,110,0.86207686799465
"POC1B",6.387905,10.590973,8.274348,8.417742,199,224,174,5.116668,2.621015,2.876235,3.53797266666667,89,83,59,2.07531924314514
"POC1B.GALNT4",0.415499,6.9e-05,0,0.138522666666667,34,0,0,0.266633,0.111539,0.010898,0.12969,19,9,0,1.00781866411729
"POC5",9.930255,9.119381,15.351565,11.467067,98,113,127,5.253145,4.2995,1.154254,3.56896633333333,67,70,38,2.72864059186545
"PODN",0.378802,0.532283,0.316574,0.409219666666667,7,9,5,0.745297,0.904356,0.575186,0.741613,43,39,16,0.809146272258341
"PODNL1",1.307311,1.267903,1.327394,1.30086933333333,25,10,12,0.610051,0.352303,0.187491,0.383281666666667,7,3,3,1.66334116093493
"PODXL",1.88636,1.757669,2.003204,1.882411,80,103,85,4.295753,2.309916,1.883075,2.82958133333333,369,291,190,0.752670004658473
"PODXL2",45.707259,27.667767,45.998015,39.7910136666667,1400,669,1209,1.679761,1.579886,1.862312,1.70731966666667,77,66,79,15.0669365605022
"POF1B",0.052087,0,0.019578,0.0238883333333333,3,0,1,0.015987,0.014533,0,0.0101733333333333,1,1,0,1.01357687789554
"POFUT1",35.132735,41.836937,31.653111,36.2075943333333,1328,1167,1111,9.260817,4.357911,4.339158,5.985962,659,471,428,5.32605163516969
"POFUT2",91.554099,87.983214,79.762281,86.433198,1786,1295,1600,13.033188,7.660221,8.781856,9.82508833333333,429,334,300,8.07690388361727
"POGK",9.1938,9.303947,7.404363,8.63403666666667,747,650,633,3.707241,3.30962,2.800558,3.272473,484,430,364,2.25490873006492
"POGLUT1",12.353015,13.189895,12.984681,12.8425303333333,588,377,531,2.008339,2.004663,0.867882,1.62696133333333,70,109,60,5.26940772126579
"POGLUT2",15.094249,16.928397,12.091006,14.7045506666667,289,199,254,4.848065,5.926831,6.105131,5.62667566666667,112,130,84,2.36989879339701
"POGLUT3",6.266417,9.889732,5.062822,7.07299033333333,266,385,242,3.1354,1.718598,2.361613,2.40520366666667,114,84,87,2.37078046530942
"POGZ",39.429379,39.246243,50.783924,43.153182,1787,1380,1519,48.894455,7.096807,5.754218,20.5818266666667,1048,770,685,2.04585008868573
"POLA1",2.090393,2.875238,2.970227,2.645286,111,145,127,1.722564,1.147772,1.054349,1.30822833333333,154,133,107,1.57925710700198
"POLA2",8.310433,6.695369,2.467183,5.82432833333333,100,113,42,7.656585,8.280974,6.451654,7.463071,200,163,149,0.806365482852895
"POLA2.1",1.293309,1.070394,2.481611,1.61510466666667,86,57,145,0.756471,0.424645,0.377719,0.519611666666667,72,38,34,1.72090325708213
"POLB",28.200711,31.051888,29.60521,29.6192696666667,188,140,180,16.527317,17.160019,19.940276,17.8758706666667,133,129,136,1.62213813642715
"POLD1",11.074661,9.637977,9.610515,10.1077176666667,156,164,142,9.105514,12.302374,7.457063,9.62165033333333,256,182,135,1.04576194076056
"POLD2",121.614478,136.641178,133.51104,130.588898666667,347,273,289,218.982643,203.092676,152.119664,191.398327666667,905,786,627,0.68393992953331
"POLD3",1.624253,3.398183,3.683972,2.902136,71,76,62,13.848102,6.977181,4.315369,8.38021733333333,198,136,96,0.415996331570427
"POLD4",7.894679,10.645965,13.381059,10.6405676666667,66,83,97,17.660007,15.330861,17.423137,16.8046683333333,228,171,208,0.653793008032257
"POLDIP2",24.967635,26.240105,26.30253,25.8367566666667,748,596,712,35.627299,30.167689,28.237675,31.344221,1540,1339,1113,0.829723389123104
"POLDIP3",19.513626,18.733321,17.974194,18.7403803333333,823,678,788,10.83629,10.461184,6.974292,9.423922,609,584,471,1.89375748718509
"POLE",19.317318,28.801747,15.06054,21.0598683333333,616,588,465,10.533323,7.656385,4.477582,7.55576333333333,321,233,162,2.57836355143063
"POLE2",3.930603,8.812602,2.144292,4.962499,22,38,15,2.869237,2.914333,1.939821,2.57446366666667,37,25,29,1.66808213931582
"POLE3",14.089881,18.548165,16.459154,16.3657333333333,408,411,413,12.70379,10.563917,8.137628,10.468445,417,438,333,1.51421865242701
"POLE4",27.672121,19.114944,31.109704,25.9655896666667,103,54,109,60.401595,53.086196,43.864758,52.4508496666667,312,280,213,0.504493190189325
"POLG",183.617311,108.634016,121.762512,138.004613,939,695,770,46.117056,49.816358,29.865299,41.9329043333333,556,417,380,3.23771743744054
"POLG2",11.720627,10.323092,11.839036,11.2942516666667,129,115,140,11.896424,6.817984,6.582348,8.432252,182,124,116,1.30342697233563
"POLH",11.81841,14.67982,9.204768,11.9009993333333,337,266,245,12.739941,4.951351,2.220875,6.637389,319,262,193,1.68918976542027
"POLI",8.951686,9.171622,7.070235,8.39784766666667,272,242,221,6.551206,7.760178,4.464678,6.25868733333333,195,190,129,1.29470346842326
"POLK",3.70613,5.215607,4.626923,4.51622,216,236,201,4.416425,2.439445,1.810759,2.88887633333333,226,173,128,1.41846115103172
"POLL",13.553943,15.152211,13.426973,14.0443756666667,256,201,217,11.300426,6.374974,5.908386,7.861262,273,210,188,1.6977689709058
"POLM",10.095032,10.838678,7.583804,9.505838,170,129,149,6.337299,5.047159,3.126442,4.83696666666667,177,172,131,1.79987973205261
"POLN",5.201593,8.068589,6.606249,6.625477,67,89,74,2.245826,1.800331,1.0424,1.69618566666667,52,28,22,2.82824624960917
"POLQ",1.060765,1.901721,0.542527,1.16833766666667,37,70,21,1.649639,0.875365,0.837755,1.12091966666667,147,90,72,1.02235728243047
"POLR1A",35.527554,26.549062,31.242266,31.106294,1557,1122,1172,18.328865,9.441924,8.47031,12.0803663333333,901,628,504,2.45454088836809
"POLR1B",9.657133,10.041239,6.591264,8.763212,420,284,325,4.397177,2.849594,1.425054,2.89060833333333,223,175,103,2.50943070171117
"POLR1C",13.700567,16.152239,16.240795,15.3645336666667,206,163,199,9.872385,6.44576,4.325711,6.88128533333333,148,122,111,2.07637878525398
"POLR1D",92.426532,38.47477,39.62883,56.8433773333333,471,378,476,69.92156,85.79674,64.650499,73.4562663333333,590,548,507,0.776877221782439
"POLR1E",8.896318,7.700853,8.522815,8.37332866666667,235,165,199,3.4093,2.34475,1.942508,2.56551933333333,126,83,68,2.62888173934082
"POLR1F",12.833061,9.721257,14.954636,12.5029846666667,332,237,310,3.912641,1.717965,0.66697,2.099192,99,87,46,4.35693711995471
"POLR1G",0.984666,0.790687,0.991309,0.922220666666667,34,27,34,0.811932,0.827834,0.811058,0.816941333333333,46,42,47,1.05794316602407
"POLR1H",7.693226,6.878858,5.291675,6.621253,75,57,51,7.274819,7.616713,6.020144,6.97055866666667,83,84,66,0.956175510240269
"POLR2A",325.846132,317.053035,299.832903,314.244023333333,3145,2306,2363,102.761979,93.793898,66.469179,87.6750186666667,1668,1188,927,3.55504885224044
"POLR2B",108.948402,125.912378,110.028669,114.963149666667,1989,1737,1799,62.21017,55.462472,48.769854,55.480832,1446,1115,952,2.05314166878184
"POLR2C",22.612388,27.325754,23.766575,24.568239,465,419,448,20.772578,19.199908,17.046074,19.0061866666667,681,590,535,1.27801661685985
"POLR2D",9.684389,14.224674,11.524261,11.811108,464,422,441,6.104747,3.752019,3.352035,4.40293366666667,319,272,245,2.37113923478979
"POLR2DP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"POLR2E",67.147561,76.479706,67.593,70.4067556666667,797,677,765,87.01778,68.055144,63.48816,72.8536946666667,1477,1248,1057,0.966867751017142
"POLR2F",49.47338,47.804352,47.74503,48.3409206666667,469,329,377,44.696694,35.342378,33.038803,37.692625,360,295,263,1.27520220369299
"POLR2G",60.886822,76.674885,67.620473,68.39406,392,364,352,34.837405,42.757084,26.143647,34.5793786666667,375,380,295,1.95040111998958
"POLR2H",35.990814,41.031843,37.436149,38.1529353333333,270,236,238,23.406033,28.413408,25.318198,25.7125463333333,242,268,224,1.46571333353108
"POLR2I",25.691428,25.74197,39.568111,30.3338363333333,107,80,107,60.972809,64.252198,48.03157,57.7521923333333,271,287,239,0.533321993425528
"POLR2J",12.367791,10.234867,12.745216,11.7826246666667,139,93,126,15.445765,15.874378,12.392335,14.570826,249,242,186,0.820934269425827
"POLR2J2",19.144375,32.070215,31.300622,27.5050706666667,85,118,74,1.174214,1.018368,0.729534,0.974038666666667,44,41,30,14.4399758464711
"POLR2J2.1",0,0,1e-06,3.33333333333333e-07,0,0,0,0,0,0.018808,0.00626933333333333,0,0,1,0.993770057585643
"POLR2J3",50.749822,48.156458,44.415955,47.7740783333333,576,428,469,22.424825,25.037275,13.998042,20.486714,351,392,235,2.26996451543653
"POLR2J3.1",68.212965,74.727258,66.533286,69.824503,423,391,245,68.784426,80.109922,59.866475,69.586941,407,411,277,1.00336552337634
"POLR2J4",1.236742,2.678977,2.740194,2.21863766666667,57,54,69,1.8675,1.505977,1.700037,1.69117133333333,46,30,38,1.19599879309059
"POLR2K",28.092332,25.998588,24.431648,26.1741893333333,289,225,235,16.134163,17.089812,16.277353,16.5004426666667,176,216,198,1.55277154132177
"POLR2L",45.821114,46.539612,42.281139,44.8806216666667,318,275,274,82.794087,84.159643,86.768838,84.5741893333333,931,855,876,0.53615023436506
"POLR2LP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
