"Hs_symbol","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Hs_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Hs_Avg__TPM","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","FoldChange"
"ART5",0.100014,0,0.075282,0.058432,1,0,1,0.11737,0.140982,0.109878,0.122743333333333,1,2,1,0.942719469869932
"ARTN",8.27888,4.715829,7.565893,6.853534,94,41,78,2.162562,0.900377,1.577751,1.54689666666667,12,9,8,3.08356993936412
"ARV1",12.941535,14.229144,16.051904,14.4075276666667,192,167,219,16.009733,17.418672,16.151009,16.5264713333333,202,227,155,0.879100383279281
"ARVCF",31.442968,43.43219,44.311926,39.729028,833,510,665,52.625731,42.169934,61.332081,52.042582,734,964,741,0.767855305384644
"ARX",0.053234,0.035285,0.032501,0.04034,2,1,1,0.034237,0.029057,0,0.021098,1,1,0,1.01884442041802
"AS3MT",0.285356,1.052875,1.024091,0.787440666666667,10,31,31,2.384377,3.29788,2.844254,2.84217033333333,74,95,56,0.465216404166013
"ASAH1",335.286904,221.688841,336.112912,297.696219,6023,3112,5431,91.925264,95.381205,76.92847,88.078313,1483,1642,987,3.35318675152728
"ASAH2",1.412971,2.953675,2.242131,2.20292566666667,22,32,34,6.209538,5.300752,10.103781,7.20469033333333,87,79,65,0.390377398358849
"ASAH2B",2.194956,1.851284,2.327223,2.12448766666667,124,75,127,4.130143,5.362587,6.862757,5.451829,237,328,241,0.484279367395922
"ASAP1",12.964464,20.608814,14.245847,15.9397083333333,731,752,691,42.032687,40.456521,59.875136,47.4547813333333,1509,1587,1644,0.349598282505922
"ASAP1.IT2",0.106657,0.27346,0.046098,0.142071666666667,3,6,1,0,0.111883,0.113156,0.075013,0,3,2,1.06237940068322
"ASAP2",25.165886,55.32124,23.542939,34.6766883333333,1740,3116,1523,13.09879,11.749237,11.258875,12.035634,504,574,450,2.73685870079916
"ASAP3",8.08163,9.641575,8.951877,8.891694,179,162,169,8.711156,10.556942,11.267198,10.178432,194,223,246,0.884891011547952
"ASB1",16.673995,17.344688,13.442696,15.8204596666667,628,528,507,21.066094,20.357392,30.409773,23.9444196666667,748,893,669,0.674317538408958
"ASB10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ASB11",0.097006,0,0.029176,0.0420606666666667,2,0,1,0.031678,0,0,0.0105593333333333,1,0,0,1.03117217593689
"ASB12",0.411091,0.072369,0.398401,0.293953666666667,7,1,6,0.411434,0.877471,0.869533,0.719479333333333,6,14,9,0.752526443082189
"ASB13",3.195618,3.044547,6.500007,4.246724,105,74,110,15.580938,14.098456,18.737139,16.1388443333333,332,351,273,0.306130559211373
"ASB14",0.370928,0.26111,0.236069,0.289369,10,10,10,0.431257,0.591741,0.304575,0.442524333333333,18,16,9,0.893828249690993
"ASB15",0.01446,0.031161,0.085008,0.043543,1,1,3,0,0.046284,0,0.015428,0,1,0,1.02768783212596
"ASB15.AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ASB16",1.363034,1.310025,1.279761,1.31760666666667,28,29,27,0.426599,0.743401,1.098959,0.756319666666667,10,21,19,1.31958134424656
"ASB16.AS1",7.514342,6.596608,6.267475,6.79280833333333,131,105,107,3.591268,3.628362,3.611553,3.61039433333333,55,68,56,1.69026937175222
"ASB17",0.074121,0,0.082461,0.052194,1,0,1,0,0,0,0,0,0,0,1.052194
"ASB18",0.081007,0.047045,0.089818,0.0726233333333333,4,2,4,0.062912,0.426757,0.029514,0.173061,3,4,1,0.914379843276124
"ASB2",0.898804,1.258908,0.619185,0.925632333333333,12,16,14,0.236047,0.173226,0.337447,0.248906666666667,6,5,6,1.54185447538113
"ASB3",10.962506,12.913069,10.73706,11.537545,257,267,254,9.162011,9.59006,9.976289,9.57612,225,251,178,1.18545789949433
"ASB4",0.17451,0.074432,0.090125,0.113022333333333,10,3,5,0.085474,0.046593,0.177059,0.103042,3,3,5,1.00904800844694
"ASB5",0.203324,0.030409,0.175188,0.136307,4,1,3,0,0.258936,0,0.086312,0,2,0,1.04602268961403
"ASB6",6.999977,7.174479,6.24299,6.80581533333333,398,320,313,14.120426,15.595042,17.174017,15.6298283333333,689,822,586,0.469386404770464
"ASB7",2.41405,2.772799,2.174558,2.45380233333333,164,164,137,2.98231,2.67385,2.290294,2.648818,160,178,106,0.946553742426543
"ASB8",35.386505,25.964908,27.164263,29.5052253333333,265,204,255,62.165784,51.096893,38.867723,50.7101333333333,401,469,347,0.589927415903008
"ASB9",0.905852,1.593467,0.604192,1.03450366666667,8,15,12,0.051522,0,0,0.017174,1,0,0,2.00015303838544
"ASCC1",23.108024,34.670878,25.958112,27.912338,267,277,280,39.806073,48.686514,48.778774,45.7571203333333,347,384,267,0.618351553600453
"ASCC2",107.724167,80.623598,81.047664,89.7984763333333,487,385,390,72.927393,103.854009,75.355685,84.0456956666667,356,414,277,1.0676434077183
"ASCC3",14.236183,14.897033,17.08654,15.4065853333333,575,604,567,11.609217,14.449992,12.590036,12.8830816666667,410,544,364,1.18176826494694
"ASCL1",0,0.035146,0.032168,0.022438,0,1,1,0.199936,0.329542,0.755946,0.428474666666667,6,11,16,0.715755080477451
"ASCL2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ASCL3",0,0,0.176965,0.0589883333333333,0,0,1,0,0,0,0,0,0,0,1.05898833333333
"ASCL4",0,0,0,0,0,0,0,0,0.033265,0.053317,0.0288606666666667,0,1,1,0.971948906589878
"ASCL5",0.31861,0.092136,0.199762,0.203502666666667,9,2,3,0.427986,0.359295,0.417272,0.401517666666667,8,9,6,0.858713875172938
"ASDURF",8.924487,10.530941,0.734189,6.72987233333333,41,39,3,15.546461,16.215262,14.856396,15.539373,64,71,44,0.467361872383756
"ASF1A",11.699117,11.792805,14.646667,12.712863,398,325,440,15.158996,16.952883,16.130243,16.0807073333333,428,457,347,0.802827583916216
"ASF1B",1.332437,3.165877,1.32353,1.94061466666667,32,53,28,0,0.190416,0.41282,0.201078666666667,0,1,6,2.44831146225226
"ASGR1",5.507196,4.042042,7.152955,5.56739766666667,100,59,95,15.532594,12.829998,15.73528,14.6992906666667,188,180,127,0.4183244839597
"ASGR2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ASH1L",7.754225,13.221833,6.185229,9.05376233333333,632,681,515,11.521111,9.70258,15.62679,12.2834936666667,748,763,646,0.756861303631442
"ASH1L.AS1",2.372567,2.963731,2.480792,2.60569666666667,26,26,24,2.424835,1.652985,2.437904,2.171908,22,17,16,1.13675953611097
"ASH2L",17.387136,24.253692,22.808511,21.483113,332,267,354,29.025098,41.297175,38.184952,36.169075,530,632,421,0.60488761154266
"ASH2LP3",0.044199,0,0,0.014733,1,0,0,0.151784,0.046812,0.071206,0.089934,3,1,1,0.931004079146077
"ASIC1",25.403546,14.519133,30.07055,23.3310763333333,842,371,881,52.077446,47.286657,68.769362,56.0444883333333,1529,1840,1397,0.426528084381392
"ASIC2",4.848761,3.23538,6.057263,4.71380133333333,151,75,158,20.388016,14.689091,13.506997,16.1947013333333,500,424,232,0.332300120983007
"ASIC3",12.227082,8.968,10.168831,10.4546376666667,145,64,111,11.031016,8.403229,12.420028,10.618091,97,83,80,0.985931136764781
"ASIC4",3.838029,1.817267,4.698611,3.45130233333333,138,53,139,9.159111,3.026076,6.698549,6.29457866666667,222,120,120,0.610220622292281
"ASIC5",0,0,0,0,0,0,0,0,0.04494,0,0.01498,0,1,0,0.985241088494355
"ASIP",0.18581,0.480662,0.188219,0.284897,1,2,1,0.233265,0.20226,0.336969,0.257498,1,1,1,1.02178850383857
"ASL",32.884096,97.996555,97.22313,76.0345936666667,257,179,227,64.497945,46.14841,114.898106,75.181487,222,289,192,1.01119834621588
"ASMT",0.383513,0.20704,0,0.196851,4,3,0,0.194925,0.33369,0.132798,0.220471,3,4,1,0.980646815860434
"ASMTL",20.860653,19.401652,18.72244,19.6615816666667,572,418,490,18.614265,18.632831,20.78935,19.345482,452,495,361,1.01553660250795
"ASNS",43.778263,36.497254,48.408433,42.89465,604,399,590,144.438599,121.644094,120.766944,128.949879,1835,1760,1124,0.337781384159657
"ASNSD1",9.320366,9.782185,10.126866,9.743139,327,278,320,16.073297,16.053362,18.998001,17.0415533333333,499,534,401,0.595466410320176
"ASNSP1",0.11197,0.069187,0,0.0603856666666667,2,1,0,0.06458,0.059527,0.090851,0.0716526666666667,1,1,1,0.989486332325337
"ASNSP3",0.173199,0.286664,0.064601,0.174821333333333,3,4,1,0.065804,0.060938,0.092863,0.0732016666666667,1,1,1,1.09468832356764
"ASPA",1.088074,1.107546,1.834521,1.34338033333333,62,60,47,0.149531,0.174855,0.103139,0.142508333333333,11,14,5,2.05108379953465
"ASPDH",0.07344,0.092324,0,0.0552546666666667,1,1,0,1.155274,0.407646,0,0.520973333333333,1,2,0,0.693802214371499
"ASPG",0,0,0,0,0,0,0,0.016113,0.028187,0.771507,0.271935666666667,1,2,1,0.786203285438703
"ASPH",85.399023,81.695928,78.621242,81.9053976666667,2392,2006,2100,20.826592,24.50224,26.010855,23.7798956666667,392,529,354,3.34567178094253
"ASPHD1",22.020917,14.335727,21.363131,19.239925,278,155,223,41.418446,49.884348,50.869217,47.3906703333333,487,573,336,0.418260893279215
"ASPHD2",1.926508,1.957649,2.14455,2.009569,99,81,97,9.207494,8.200895,8.899732,8.76937366666667,403,395,276,0.30806161200167
"ASPM",0.688633,1.619196,1.003307,1.103712,73,127,70,0.079523,0.055699,0.30646,0.147227333333333,7,4,23,1.83373594655171
"ASPN",0.367145,0.035205,0.204699,0.202349666666667,3,1,2,0,0.258936,0.293004,0.18398,0,1,6,1.01551518325197
"ASPRV1",0.929749,0.804826,0.914919,0.883164666666667,30,21,26,1.380103,1.752469,2.045519,1.72603033333333,38,53,40,0.690808405042204
"ASPSCR1",23.957372,19.657159,25.484807,23.0331126666667,353,249,331,15.518562,17.650234,19.380759,17.5165183333333,194,252,156,1.29792827323279
"ASRGL1",7.099262,7.418365,6.805288,7.10763833333333,95,74,96,33.848833,33.91554,39.838385,35.867586,458,465,349,0.21991237325203
"ASS1",12.776593,12.207432,13.238729,12.740918,91,61,110,10.771104,24.654832,11.913762,15.7798993333333,69,150,47,0.818891563473424
"ASS1P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ASS1P10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ASS1P11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ASS1P12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ASS1P13",0,0,0.135148,0.0450493333333333,0,0,2,0,0.064264,0,0.0214213333333333,0,1,0,1.02313247161472
"ASS1P14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ASS1P2",0.183984,0.151034,0.34666,0.227226,3,2,5,0.214853,0.196354,0.201791,0.204332666666667,3,3,2,1.01900914420656
"ASS1P3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ASS1P4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ASS1P5",0.060753,0.075048,0,0.045267,1,1,0,0,0,0,0,0,0,0,1.045267
"ASS1P6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ASS1P7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ASS1P9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ASTE1",4.242249,1.671869,6.196342,4.03682,49,37,40,3.580495,10.185059,13.414008,9.059854,83,92,56,0.500685198811036
"ASTL",0,0,0,0,0,0,0,0,0,0.095829,0.031943,0,0,1,0.969045770938899
"ASTN1",9.500146,4.904046,7.659855,7.35468233333333,1057,438,765,27.440957,25.35734,30.588493,27.7955966666667,2654,2680,2100,0.290137496716801
"ASTN2",7.154415,7.541337,6.848978,7.18157666666667,392,318,333,29.459824,23.836238,25.358822,26.2182946666667,1381,1269,892,0.300591082831004
"ASTN2.AS1",0,0,0.045945,0.015315,0,0,1,0,0,0,0,0,0,0,1.015315
"ASXL1",48.17985,60.974876,38.291106,49.1486106666667,1989,1750,1578,44.495254,40.970623,49.157368,44.874415,1562,1505,1256,1.09317166587665
"ASXL2",3.785585,18.699665,4.288585,8.92461166666667,383,411,355,6.618727,4.716243,1.412052,4.24900733333333,214,212,159,1.89075972587071
"ASXL3",2.270839,3.187477,3.461584,2.9733,319,285,323,8.530708,8.138775,11.455953,9.37514533333333,1138,1283,1217,0.382963310136443
"ASZ1",0.080433,0,0,0.026811,3,0,0,0,0.02902,0,0.00967333333333333,0,1,0,1.01697347656998
"ATAD1",35.776212,34.994063,37.881007,36.217094,1376,1045,1323,59.464258,58.784976,54.628584,57.6259393333333,1885,2097,1415,0.63482298830885
"ATAD2",0.832009,2.302072,0.707292,1.28045766666667,61,154,51,2.189967,1.105185,1.856254,1.71713533333333,82,78,68,0.839287479975847
"ATAD2B",4.135528,3.456277,2.469835,3.35388,250,206,184,3.435659,2.724058,3.486112,3.21527633333333,209,179,152,1.03288127650627
"ATAD3A",37.840308,34.010267,33.283225,35.0446,577,512,476,13.660602,15.816526,25.266972,18.2480333333333,257,321,205,1.87263807038295
"ATAD3B",21.908477,28.1423,29.509419,26.5200653333333,546,451,437,11.037047,16.838901,14.296565,14.0575043333333,183,250,167,1.82766444718274
"ATAD3C",1.635456,1.481465,0.778185,1.29836866666667,57,33,41,1.605021,0.61567,0.39486,0.871850333333333,31,8,10,1.22785920740458
"ATAD5",0.68713,0.78343,0.689909,0.720156333333333,61,67,49,0.660738,0.789299,0.654474,0.701503666666667,58,62,40,1.01096246045899
"ATAT1",33.287069,28.763236,32.317263,31.455856,654,426,571,45.341892,45.186396,62.149913,50.8927336666667,998,1104,898,0.625441245945539
"ATCAY",41.560502,36.233073,41.535964,39.776513,1654,905,1587,129.027721,141.088736,147.7472,139.287885666667,4274,4592,3469,0.290663108979258
"ATE1",14.442458,31.24959,16.005609,20.5658856666667,337,313,297,25.324591,39.799921,41.226691,35.450401,609,626,524,0.591650162275764
"ATE1.AS1",0.531675,0.673523,0.265949,0.490382333333333,6,6,2,0.42315,0.715291,0.452596,0.530345666666667,4,5,3,0.973886074104826
"ATF1",9.01537,7.537562,10.207705,8.92021233333333,113,92,110,5.428652,7.029675,5.580159,6.01282866666667,52,67,43,1.4145807355149
"ATF2",10.431361,12.662503,13.725799,12.273221,553,564,542,22.709395,27.872182,28.197035,26.2595373333333,927,1079,799,0.486920259786263
"ATF3",9.730059,20.332462,9.311053,13.1245246666667,136,197,155,6.365672,9.840753,5.270859,7.15909466666667,71,146,46,1.73113871620724
"ATF4",1080.450986,1457.778235,876.553039,1138.26075333333,1820,1818,1655,1235.671563,1334.310245,1319.215381,1296.399063,1635,2163,1427,0.878111281118856
"ATF5",121.155466,161.215876,117.629757,133.333699666667,239,199,209,60.514076,129.467863,99.432221,96.4713866666667,122,202,106,1.37818599140343
"ATF6",10.043484,10.606471,8.866236,9.83873033333333,1148,1004,930,6.386634,6.645287,7.169753,6.73389133333333,657,738,525,1.40145883439273
"ATF6B",42.71199,36.164574,37.808429,38.8949976666667,1179,821,1001,23.623064,24.440833,30.979889,26.3479286666667,552,587,468,1.45879412488351
"ATF7",11.649237,11.197919,7.992681,10.2799456666667,693,584,550,8.898439,8.129795,12.161916,9.73005,527,519,440,1.05124819238183
"ATF7.NPFF",2.950243,2.476447,3.758825,3.06183833333333,57,39,64,1.459033,2.268575,2.897054,2.20822066666667,24,41,34,1.26607199296973
"ATF7IP",10.876293,10.985105,10.91754,10.9263126666667,1325,1145,1214,11.064992,12.949458,14.664026,12.8928253333333,1106,1281,1112,0.858451206325298
"ATF7IP2",10.084287,12.904573,7.904662,10.2978406666667,213,154,176,7.230254,5.375701,6.127788,6.244581,97,90,50,1.55948848755596
"ATG10",3.147686,2.084212,2.516202,2.5827,54,31,36,7.15305,6.525186,8.588298,7.422178,114,118,83,0.425388777107299
"ATG101",34.334943,34.745433,29.999744,33.0267066666667,528,429,465,11.355514,19.075746,17.811176,16.080812,165,265,177,1.99210123421923
"ATG12",36.152421,47.315276,41.90107,41.789589,925,900,880,55.970167,65.079727,67.80472,62.951538,1344,1517,1128,0.669093978631132
"ATG13",69.148925,87.847741,82.307988,79.768218,970,819,950,51.091505,68.168341,66.537928,61.9325913333333,637,813,581,1.28340842620316
"ATG14",6.266635,6.195654,7.325317,6.59586866666667,457,363,475,4.668956,4.825546,5.838678,5.11106,296,331,263,1.24297072302787
"ATG16L1",11.475025,12.420604,16.171229,13.3556193333333,345,244,363,25.923241,31.545746,26.913214,28.1274003333333,578,679,417,0.492856182462147
"ATG16L2",20.66054,19.30733,19.734427,19.9007656666667,195,152,156,6.839564,10.298692,8.309177,8.48247766666667,60,85,54,2.20414604720222
"ATG2A",5.122903,4.453237,5.569252,5.048464,350,262,271,4.879584,8.281412,5.302335,6.15444366666667,230,358,220,0.84541360332187
"ATG2B",4.931658,5.745981,4.382701,5.02011333333333,620,641,581,5.143729,7.767283,4.994263,5.968425,655,721,497,0.863913055436965
"ATG3",20.309928,22.908536,20.013539,21.0773343333333,319,262,302,25.468586,22.961336,24.301281,24.2437343333333,313,362,240,0.874566894177028
"ATG4A",6.616647,6.21285,8.219489,7.01632866666667,122,102,126,8.586092,8.642605,6.299086,7.84259433333333,172,169,113,0.90655845609111
"ATG4B",102.630528,102.766686,93.308695,99.5686363333333,1033,763,842,72.17921,89.628841,84.768033,82.192028,660,765,590,1.2088734792393
"ATG4C",3.125672,5.178093,3.413419,3.905728,81,89,76,0.977458,1.988116,5.356026,2.77386666666667,24,41,35,1.29992085924251
"ATG4D",17.386581,21.166568,21.491412,20.0148536666667,141,109,130,27.755736,41.860836,49.577702,39.7314246666667,197,287,189,0.515937113387162
"ATG5",11.948613,15.143726,11.297827,12.796722,245,227,228,13.11844,15.344831,16.936075,15.1331153333333,257,319,224,0.855180274543379
"ATG7",12.031677,9.122594,7.838839,9.66437,124,90,91,23.091587,14.634805,15.685499,17.8039636666667,151,189,108,0.567134152620411
"ATG9A",27.109606,28.633715,23.499811,26.4143773333333,644,408,515,27.292926,42.830487,39.259914,36.461109,612,849,594,0.731809016474481
"ATG9B",3.965478,2.260697,2.678231,2.96813533333333,32,19,35,15.87109,10.266594,7.868051,11.335245,154,128,62,0.321690840622406
"ATIC",46.06263,41.563105,48.234606,45.2867803333333,487,386,445,47.640205,60.876238,59.336423,55.9509553333333,431,462,313,0.812748092853181
"ATL1",57.198807,42.698218,66.552727,55.4832506666667,655,366,655,224.495384,218.766573,205.547121,216.269692666667,1981,2214,1422,0.259968382950322
"ATL2",14.723072,24.857926,16.252301,18.6110996666667,377,384,431,21.305725,22.16281,28.145456,23.8713303333333,479,484,365,0.788502239479456
"ATL3",3.51874,5.159215,3.938265,4.20540666666667,356,421,358,1.138137,1.131074,1.038729,1.10264666666667,105,99,69,2.47564498077027
"ATM",38.314182,48.031584,36.208255,40.8513403333333,1121,1060,954,19.132824,19.742964,29.784987,22.886925,460,526,388,1.75206060777322
"ATMIN",18.877496,18.264154,19.125681,18.755777,1026,765,866,32.153987,31.126902,37.355737,33.545542,1487,1634,1274,0.571876307513137
"ATN1",39.222223,32.942585,35.271909,35.812239,2102,1575,1667,39.683281,39.945243,48.622998,42.7505073333333,2017,2277,1808,0.841412848530625
"ATOH1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ATOH7",0.354124,0.129374,0.236296,0.239931333333333,7,2,4,0.24686,0.108837,0.4427,0.266132333333333,4,2,5,0.979306270513588
"ATOH8",0.588066,1.618056,1.302572,1.16956466666667,20,34,33,0,0.083643,2.439781,0.841141333333333,0,2,23,1.17838029454194
"ATOX1",78.814564,58.875674,77.064986,71.5850746666667,307,210,277,81.820987,97.835168,99.002245,92.8861333333333,274,358,215,0.773118160154286
"ATP10A",0.227831,0.415307,0.266035,0.303057666666667,8,14,5,0.238106,0.620109,0.132122,0.330112333333333,11,10,7,0.979659863314803
"ATP10B",11.177145,8.950153,8.627692,9.58499666666667,658,275,495,0.029855,0.064017,0.172927,0.088933,1,3,7,9.72052152581166
"ATP10D",6.492577,10.447301,4.55035,7.16340933333333,265,457,222,4.556916,3.535736,2.475948,3.52286666666667,154,158,90,1.80491929896968
"ATP11A",18.763359,11.799058,10.012013,13.52481,1068,664,730,8.18721,12.326239,12.206184,10.9065443333333,589,763,561,1.21990139148406
"ATP11A.AS1",0.124299,0.038484,0.070174,0.0776523333333333,4,1,2,0.036088,0.132337,0.1016,0.0900083333333333,1,4,2,0.988664306847807
"ATP11AUN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ATP11B",3.501922,5.216567,3.744969,4.154486,305,291,274,6.634161,4.280184,7.987055,6.30046666666667,248,294,235,0.706048837060645
"ATP11C",8.400929,10.102673,8.819682,9.10776133333333,358,319,292,20.347384,15.733539,21.600268,19.2270636666667,747,611,517,0.499714713905335
"ATP12A",0,0,0,0,0,0,0,0.123754,0,0.08756,0.070438,7,0,3,0.934197029627125
"ATP13A1",98.857272,79.107047,82.937077,86.967132,1510,939,1197,46.427298,53.970571,63.449162,54.615677,601,719,484,1.58169668599017
"ATP13A2",63.127225,69.122932,66.679907,66.3100213333333,1118,785,1017,229.287705,267.343108,253.159682,249.930165,3077,4155,2481,0.268242047875485
"ATP13A3",6.240817,8.823354,6.482404,7.18219166666667,457,497,389,11.802207,11.083747,15.040607,12.642187,785,805,653,0.599771258572153
"ATP13A4",1.136288,0.495758,0.44921,0.693752,27,18,29,0.894499,4.946537,1.055466,2.298834,35,33,34,0.513439597142505
"ATP13A5",0.962583,0.164399,0.486592,0.537858,28,8,16,0.335201,1.066283,0.795458,0.732314,7,5,2,0.887747833245012
"ATP1A1",199.167264,179.324726,197.453178,191.981722666667,8509,6487,7121,75.590516,80.118708,86.216311,80.641845,2714,3308,2147,2.36375994034268
"ATP1A1.AS1",2.755738,4.928767,4.497279,4.06059466666667,120,119,115,1.636872,0.939472,2.04721,1.54118466666667,36,26,35,1.99143129306882
"ATP1A2",7.07886,11.182455,4.337178,7.532831,302,346,199,0.05057,0.327218,3.526034,1.301274,3,12,78,3.70787268269663
"ATP1A3",191.911643,168.94449,123.862969,161.573034,4270,1843,3732,637.873449,849.932222,429.39881,639.068160333333,11693,16357,9809,0.253993315204643
"ATP1A4",0.051632,0,0.03751,0.029714,3,0,2,0.097864,0.125086,0.109083,0.110677666666667,4,5,4,0.927104263373142
"ATP1B1",69.485887,65.866272,72.112337,69.154832,2146,1638,2028,180.736683,217.209893,206.217097,201.387891,4961,6301,3644,0.34663552079803
"ATP1B2",13.379278,9.627173,11.789454,11.598635,293,173,286,18.823876,19.380417,27.768243,21.9908453333333,425,660,367,0.547984852985542
"ATP1B3",620.963099,500.512673,623.974195,581.816655666667,1464,891,1340,670.699744,720.656476,640.972346,677.442855333333,1382,1653,884,0.859050472836532
"ATP1B4",0.035811,0.105124,0,0.0469783333333333,2,5,0,0.020103,0.037197,0.055121,0.0374736666666667,1,2,2,1.00916135702721
"ATP23",1.842262,1.325995,1.31318,1.49381233333333,21,19,16,1.540953,3.372794,2.967988,2.627245,18,28,18,0.687522440125587
"ATP2A1",24.446817,3.866387,3.166008,10.4930706666667,72,58,65,1.557619,11.815616,24.275422,12.5495523333333,28,38,28,0.84822512094311
"ATP2A1.AS1",1.47535,0.673646,0.726065,0.958353666666667,7,3,3,1.370371,2.72587,0.756334,1.617525,6,13,2,0.74816999519266
"ATP2A2",263.815192,251.472744,208.066933,241.118289666667,5759,4750,4896,302.835205,383.239183,324.292579,336.788989,7098,8183,5511,0.716773777568773
"ATP2A3",0.292888,0.140172,0.732399,0.388486333333333,8,8,8,0.338505,1.074625,1.347994,0.920374666666667,12,22,13,0.723028874226627
"ATP2B1",14.841048,21.046713,16.925458,17.6044063333333,642,571,587,146.116572,114.580109,119.076467,126.591049333333,5840,5189,3751,0.145812785697287
"ATP2B1.AS1",0.489577,0.527462,0.3304,0.449146333333333,25,21,14,9.684564,8.827854,11.093208,9.868542,402,409,323,0.133334014197427
"ATP2B2",1.735103,0.913473,2.503765,1.717447,127,72,108,11.668498,16.727196,22.491568,16.9624206666667,929,1449,867,0.151285121890216
"ATP2B3",2.865452,1.804636,2.005712,2.22526666666667,196,119,134,7.436309,10.135031,8.912492,8.827944,471,640,370,0.328173081436633
"ATP2B4",12.233497,17.210012,5.990981,11.8114966666667,712,1093,559,51.161948,43.463896,50.477837,48.3678936666667,3434,2866,2184,0.259510700480159
"ATP2C1",65.159828,74.245644,73.507044,70.9708386666667,1488,1168,1426,144.073087,163.585071,126.281352,144.646503333333,2915,3248,2006,0.494147384382795
"ATP2C2",1.772281,4.80268,1.991859,2.85560666666667,23,22,24,1.087429,5.201965,2.147998,2.812464,26,51,31,1.01131621614438
"ATP2C2.AS1",0.911955,0.689851,0.583123,0.728309666666667,42,26,24,0.736166,0.822355,0.993245,0.850588666666667,29,35,28,0.933924268421976
"ATP4A",0.071618,0.044248,0.081393,0.065753,3,1,2,0.359606,0.158662,0.245145,0.254471,3,4,2,0.849563680627133
"ATP4B",0.04813,0.059575,0,0.0359016666666667,1,1,0,0,0,0,0,0,0,0,1.03590166666667
"ATP5F1A",262.725043,234.513385,283.387589,260.208672333333,5091,3594,4892,315.441353,369.971561,310.853617,332.088843666667,5581,6293,4267,0.784201204273097
"ATP5F1AP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ATP5F1AP3",0.098293,0.061002,0.055379,0.071558,2,1,1,0.456573,0.47198,0.482976,0.470509666666667,8,9,6,0.728698371925017
"ATP5F1AP4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ATP5F1AP7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ATP5F1AP8",0.059252,0,0,0.0197506666666667,1,0,0,0,0,0,0,0,0,0,1.01975066666667
"ATP5F1B",821.330571,728.283741,883.488159,811.034157,5033,3751,4940,1273.798428,1449.625785,1452.0003,1391.808171,6931,8500,5556,0.583019380491558
"ATP5F1BP1",0,0,0,0,0,0,0,0.053558,0,0,0.0178526666666667,1,0,0,0.982460460878752
"ATP5F1C",169.649527,171.468881,181.442989,174.187132333333,935,718,854,312.320725,300.905218,286.120667,299.782203333333,1293,1564,988,0.582438490016603
"ATP5F1CP1",0,0.121492,0,0.0404973333333333,0,1,0,0,0.104802,0,0.034934,0,1,0,1.00537554407656
"ATP5F1D",108.651493,89.108665,84.958075,94.239411,281,177,201,92.373167,140.6377,108.667783,113.892883333333,224,371,191,0.828940907712155
"ATP5F1E",56.986336,57.73058,58.319359,57.6787583333333,999,818,927,97.909828,103.747858,73.653399,91.7703616666667,1597,1811,1118,0.632516218317355
"ATP5IF1",97.630265,98.732131,106.141628,100.834674666667,615,487,569,153.683731,164.508371,150.00318,156.065094,859,962,691,0.648359683703285
"ATP5MC1",144.368479,129.948679,150.192516,141.503224666667,395,294,363,216.586549,243.57212,236.231414,232.130027666667,481,613,381,0.611260703277659
"ATP5MC2",134.659245,120.545787,142.52001,132.575014,915,658,853,109.59358,106.23643,109.952204,108.594071333333,702,744,495,1.21881605797569
"ATP5MC3",76.92276,70.724313,82.508787,76.71862,883,680,823,126.056468,161.876696,141.366473,143.099879,1232,1659,982,0.539338551422379
"ATP5MD",181.701083,204.226168,207.80411,197.910453666667,372,342,370,342.002745,388.073525,332.886352,354.320874,639,778,444,0.559805145775552
