UniqueCount	AmbigCount
0	0
0	0
0	2
0	2
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	1
4	2
0	0
0	0
0	0
0	0
0	1
0	1
8	2
0	2
0	2
4	2
0	0
0	0
6	38
0	26
0	32
0	13
1	6
0	2
1	6
0	13
0	1
0	0
0	0
0	0
0	0
1	0
0	2
0	13
0	3
0	0
0	0
0	780
0	144
10	314
0	89
0	224
1	65
0	95
0	27
2	1
0	189
392	334
0	191
0	113
0	96
0	264
0	170
6	100
0	200
2	346
0	340
0	106
0	0
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	2
1	8
0	0
0	131
0	173
0	35
4	139
0	8
0	14
0	169
0	54
0	0
47	68
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	23
0	46
3	764
1	6
0	8
0	307
0	708
1	94
0	332
6	14
0	98
1	16
0	38
0	113
4	20
0	137
19	0
0	0
0	0
0	0
0	16
0	0
0	26
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	195
0	0
0	0
0	0
0	0
131	766
0	105
0	10
0	550
0	179
3	76
4	746
1	739
0	5
11	0
0	50
0	0
0	0
0	0
3	3
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	6
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	11
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	112
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
130	2
9	623
2	600
0	76
0	124
2	525
5	2
1	13
0	4
0	4
0	2
0	489
3	1
0	0
6	2
0	2
0	1
0	1
0	1
207	3
0	9
0	1
0	0
0	0
0	6
0	0
0	0
0	133
0	135
0	136
0	3
0	100
0	115
0	133
0	5
0	9
0	108
2	15
2	30
0	7
0	0
0	0
0	8
0	0
0	0
1	0
0	8
0	17
2	19
0	13
0	11
0	10
0	0
1	7
0	7
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
10	404
0	269
0	238
0	151
2	213
1	117
1	45
0	0
0	3
7	29
0	3
0	3
0	7
0	1
0	7
1	8
0	3
0	7
0	3
0	3
0	25
0	3
4	1
0	2
0	1
0	2
0	1
0	0
0	0
0	9
0	3
0	1
0	1
0	4
0	0
493	874
0	98
0	134
2	88
0	17
0	539
0	46
0	87
0	0
0	0
0	0
0	0
5	28
0	0
1	1
0	6
0	0
0	0
0	0
0	4
0	19
0	0
282	186
0	2
0	58
0	30
0	30
0	31
0	105
0	29
0	0
0	6
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
