"Hs_symbol","Nociceptor(8Weeks)-S24_rep_2","Nociceptor(8Weeks)-S28_rep_3","Nociceptor(8Weeks)-S6_rep_1","Hs_Avg_TPM","Nociceptor(8Weeks)-S24_rep_2_read","Nociceptor(8Weeks)-S28_rep_3_read","Nociceptor(8Weeks)-S6_rep_1_read","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Hs_Avg__TPM","Motor_neurons-S18_rep_1_read","Motor_neurons-S22_rep_2_read","Motor_neurons-S26_rep_3_read","FoldChange"
"LRRC8B",4.030372,3.687028,3.6985,3.8053,567,397,366,1.993506,2.698104,2.539558,2.41038933333333,249,458,448,1.4090180124107
"LRRC8C",1.429407,1.515345,1.397177,1.44730966666667,169,147,129,1.054112,0.963781,1.494545,1.17081266666667,117,150,226,1.12737027208551
"LRRC8C.DT",2.338142,5.255962,4.011682,3.86859533333333,95,114,96,1.250809,1.816211,1.794476,1.62049866666667,44,68,65,1.8578888801826
"LRRC8D",11.816385,17.852214,17.863887,15.844162,611,686,682,9.876774,11.413135,10.092499,10.4608026666667,504,709,714,1.46971922385425
"LRRC8E",0.203109,0.98663,0.292531,0.49409,14,6,7,1.355196,0.163873,0.892939,0.804002666666667,7,10,20,0.828208310113363
"LRRC9",1.107185,1.586533,0.908319,1.200679,18,15,8,0.805047,0.575129,0.462868,0.614348,16,16,22,1.36319988007542
"LRRCC1",4.115587,2.207693,2.785561,3.03628033333333,217,83,113,2.040408,1.596553,1.786329,1.80776333333333,92,96,98,1.43754293156237
"LRRD1",0.194995,0.155672,0.338601,0.229756,7,5,6,0.456159,0.435162,0.253015,0.381445333333333,17,22,15,0.890195196528467
"LRRFIP1",80.078533,51.240977,57.069782,62.7964306666667,1669,946,936,59.86267,48.100017,50.046042,52.6695763333333,945,1245,1241,1.18868891884738
"LRRFIP2",42.801525,61.572241,65.358817,56.5775276666667,751,820,865,52.245917,49.349042,37.402609,46.3325226666667,788,1066,947,1.21644747464971
"LRRFIP2P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LRRIQ1",1.474906,1.010938,0.714586,1.06681,46,14,15,1.380656,2.858417,1.363808,1.867627,30,41,44,0.720738785065143
"LRRIQ3",0.264432,0.265056,0.215979,0.248489,12,7,5,0.165167,0.51053,0.319902,0.331866333333333,4,7,8,0.937398122284043
"LRRIQ4",0.031872,0.083823,0,0.038565,1,2,0,0.036675,0.053953,0.025426,0.0386846666666667,1,2,1,0.999884790186563
"LRRK1",2.673937,2.341154,1.557482,2.19085766666667,419,253,219,6.209951,2.568652,2.793143,3.85724866666667,1104,666,664,0.656926973610438
"LRRK2",0.804233,0.974894,1.600677,1.12660133333333,66,40,65,0.195564,0.343494,0.449298,0.329452,15,26,25,1.59960745730822
"LRRN1",26.863953,40.560561,42.736974,36.720496,2477,2517,2658,6.825789,6.737718,9.660645,7.741384,484,719,972,4.3151629078416
"LRRN2",4.268016,5.157231,6.709304,5.37818366666667,280,253,276,10.668943,8.821826,7.791773,9.09418066666667,551,588,631,0.631867397393521
"LRRN3",2.709141,3.04802,5.00516,3.58744033333333,169,148,224,16.281473,19.025051,11.180602,15.4957086666667,911,1447,872,0.278099015085257
"LRRN4",0.079112,0.289878,0.274991,0.214660333333333,4,11,9,0.16439,0.202113,0.117508,0.161337,7,12,8,1.04591546926804
"LRRN4CL",0.389055,0.193452,0.330695,0.304400666666667,15,5,8,0.204945,0.095086,0.121396,0.140475666666667,7,4,6,1.14373388647485
"LRRTM1",1.772986,1.721702,1.337086,1.61059133333333,67,35,33,4.83876,13.64531,5.053799,7.84595633333333,172,625,258,0.295116913871268
"LRRTM2",3.274607,3.473054,2.715947,3.154536,250,282,213,3.041436,2.401689,2.39619,2.613105,249,309,337,1.14985199710498
"LRRTM3",0.504014,3.032681,1.862791,1.79982866666667,37,41,39,4.262329,3.335631,2.699326,3.43242866666667,99,185,130,0.631669199263669
"LRRTM4",3.217431,3.384029,3.612927,3.40479566666667,111,109,119,12.854317,16.73318,8.489931,12.692476,592,1088,585,0.321694605611627
"LRRTM4.AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LRSAM1",16.67749,17.098954,18.792885,17.5231096666667,909,714,701,22.213866,22.027231,20.408363,21.54982,1075,1479,1400,0.821430488876038
"LRTM1",2.773685,0.057084,0.144312,0.991693666666667,64,1,2,0.17082,0.183917,0.069274,0.141337,3,5,2,1.74505309708409
"LRTM2",0.026569,0.051327,0.029518,0.0358046666666667,2,2,1,0.228171,0.144008,0.228483,0.200220666666667,8,6,16,0.863011857264025
"LRTOMT",30.894362,21.498672,21.498845,24.6306263333333,82,28,36,16.666054,11.605971,17.645893,15.3059726666667,32,55,45,1.57185510225517
"LRTOMT.1",0.376176,0.142599,0.0882,0.202325,8,6,3,0.202673,0.608013,0.200285,0.336990333333333,10,22,12,0.899277257302534
"LRWD1",17.381278,45.051988,27.274939,29.902735,333,323,394,28.347425,32.135275,63.463126,41.3152753333333,430,669,701,0.730297386855398
"LSAMP",47.012953,59.684843,37.447191,48.048329,4634,4464,3607,13.607297,24.661737,23.885053,20.718029,1800,4422,4476,2.25841530094651
"LSAMP.AS1",0.333875,0.220117,0.249434,0.267808666666667,2,1,1,0.580857,0,0,0.193619,3,0,0,1.06215523267196
"LSG1",21.154164,27.806593,25.60392,24.8548923333333,524,589,595,18.44819,23.490127,21.713595,21.217304,502,934,834,1.16372771121705
"LSINCT5",0.0632,0.081716,0.06222,0.0690453333333333,3,3,2,0.036901,0.120522,0.01793,0.058451,2,7,1,1.01000928085791
"LSM1",19.203629,20.252339,21.544789,20.3335856666667,251,187,190,20.931021,23.38582,18.981423,21.0994213333333,229,334,298,0.96534589502977
"LSM10",20.524128,21.353853,27.884695,23.2542253333333,246,202,230,29.129721,33.559107,31.921051,31.5366263333333,312,494,484,0.745443768043192
"LSM11",8.738131,12.722227,13.285574,11.5819773333333,1059,1174,1108,15.224901,15.212709,13.988586,14.808732,1609,2191,2168,0.79588782536976
"LSM12",18.522141,17.020799,21.56159,19.0348433333333,595,380,455,14.913622,19.659639,18.645056,17.739439,470,729,776,1.06912716721847
"LSM14A",61.369925,40.70248,43.798669,48.6236913333333,1196,668,700,37.283049,40.14641,33.751599,37.0603526666667,695,938,851,1.30381585709251
"LSM14B",28.804956,29.75328,33.218525,30.5922536666667,1081,825,774,35.827481,38.837526,35.053354,36.572787,1162,1717,1666,0.840828061721018
"LSM1P2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LSM2",29.407125,15.570954,31.826339,25.6014726666667,214,107,118,23.231378,25.83027,21.538582,23.53341,186,236,259,1.08429576918442
"LSM3",5.221734,5.49331,6.693039,5.80269433333333,321,257,282,3.907038,4.613741,4.569419,4.36339933333333,209,336,353,1.26835499476141
"LSM4",63.999741,49.410872,60.072996,57.8278696666667,779,438,540,41.109606,41.834598,42.050444,41.6648826666667,428,586,642,1.37883584788639
"LSM5",37.678738,32.362969,44.418339,38.1533486666667,337,227,309,36.682786,33.979194,34.236733,34.9662376666667,295,432,368,1.08861396706372
"LSM6",25.083745,12.034877,15.194872,17.4378313333333,131,50,59,15.472986,19.21874,19.51862,18.0701153333333,81,133,141,0.966844248765774
"LSM7",76.507623,65.679889,66.220587,69.4693663333333,415,263,243,89.948776,99.796567,98.502491,96.0826113333333,403,608,655,0.725870115827196
"LSM8",58.797662,29.424323,41.58789,43.2699583333333,638,392,448,36.564189,23.7456,35.327877,31.879222,425,606,523,1.34644178421659
"LSMEM1",3.944279,5.099254,5.970503,5.00467866666667,52,55,53,4.100861,3.726639,3.184756,3.670752,39,54,37,1.28559141368813
"LSMEM2",0.414764,0.109314,0,0.174692666666667,10,2,0,0,0,0,0,0,0,0,1.17469266666667
"LSP1",26.852141,5.123817,0.532122,10.8360266666667,52,2,5,0.505907,2.273019,4.755875,2.51160033333333,3,1,5,3.37055061600119
"LSP1P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LSP1P2",0,0,0,0,0,0,0,0,17.01768,0,5.67256,0,2,0,0.14986751711487
"LSP1P5",10.849377,12.090558,12.783976,11.9079703333333,84,61,50,32.726932,8.617279,34.059054,25.1344216666667,86,39,109,0.493906867271408
"LSP1P5.1",97.330421,90.783563,20.675873,69.596619,48,29,17,80.026215,79.372927,145.573759,101.657633666667,25,37,55,0.687689911392561
"LSP1P5.2",9.963802,5.151207,5.533715,6.882908,160,63,59,8.041579,6.654954,8.83853,7.845021,118,146,196,0.891225470239132
"LSR",2.525902,4.827708,3.194687,3.516099,18,24,29,1.312366,0.673748,0.852984,0.946366,12,9,15,2.32027224067827
"LSS",353.045432,216.603024,209.983766,259.877407333333,5033,3108,2985,277.78336,193.489763,133.768602,201.680575,4295,4353,3721,1.28713571753649
"LST1",4.818078,2.117268,2.191519,3.04228833333333,6,7,5,2.637329,0.079655,0.284023,1.00033566666667,2,3,4,2.02080500822612
"LTA",0,0.058051,0,0.0193503333333333,0,1,0,0.153333,0.100419,0.070556,0.108102666666667,3,3,2,0.919906037587372
"LTA4H",24.818802,18.895531,25.923885,23.2127393333333,876,477,556,18.045972,19.512289,17.089969,18.2160766666667,542,648,693,1.26002512132636
"LTB",0.392476,0,0,0.130825333333333,5,0,0,0.275392,0.230843,0.242522,0.249585666666667,3,3,6,0.904960230817842
"LTB4R",4.056262,2.808503,5.352104,4.07228966666667,122,60,70,0.845812,3.516732,2.161832,2.174792,44,108,94,1.59767621521872
"LTB4R2",1.629373,1.513626,1.641532,1.59484366666667,70,44,51,0.610187,1.050566,0.791616,0.817456333333333,28,53,50,1.42773370621101
"LTBP1",6.373848,2.681183,3.123656,4.05956233333333,496,116,109,6.461501,1.887045,1.033873,3.127473,363,112,114,1.22582566459752
"LTBP2",1.889463,0.950913,0.891627,1.244001,192,114,95,3.780269,0.279065,0.305325,1.45488633333333,335,53,63,0.914095683180986
"LTBP3",82.476765,38.20634,42.105694,54.262933,1345,478,502,68.945562,27.830376,47.397598,48.0578453333333,882,412,985,1.12648512433648
"LTBP4",298.757547,101.376735,150.812333,183.648871666667,2316,499,693,126.074463,77.982008,95.599255,99.885242,758,612,787,1.8302862540258
"LTBR",3.026328,7.837335,7.722122,6.19526166666667,55,94,102,0.978323,0.972895,0.8249,0.925372666666667,18,10,17,3.73707479660215
"LTC4S",0.604818,0.397852,1.109838,0.704169333333333,3,2,5,1.356747,0.675285,0.297393,0.776475,6,5,3,0.959298235738377
"LTF",0,0,0,0,0,0,0,0.030191,0,0,0.0100636666666667,1,0,0,0.990036601653163
"LTK",1.777704,0.388371,0.895226,1.02043366666667,68,9,20,3.944672,2.231519,2.063666,2.746619,159,126,139,0.53926851560478
"LTN1",5.88775,4.507029,5.093399,5.162726,789,483,479,4.188584,3.804524,3.602556,3.86522133333333,509,648,640,1.26668975114801
"LTO1",15.526429,16.973619,12.528514,15.0095206666667,245,178,171,13.938361,13.824381,10.291069,12.6846036666667,204,261,225,1.16989289983334
"LTV1",10.47237,9.458812,9.970378,9.96718666666667,329,227,218,7.224057,8.722782,6.837445,7.59476133333333,199,326,271,1.27603155472535
"LTV1P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LUADT1",0.242948,0.318322,0.421726,0.327665333333333,1,1,1,0.559772,0.410274,0.603425,0.524490333333333,2,2,3,0.8708912771066
"LUARIS",0.151795,0.024976,0.084388,0.087053,8,1,3,0.15353,0.096786,0.21184,0.154052,7,6,14,0.941944557091015
"LUC7L",111.925084,105.308383,126.100387,114.444618,1808,1080,1181,84.181071,91.664625,72.715441,82.8537123333333,1097,1537,1295,1.37673830755503
"LUC7L2",46.711599,34.834156,47.273529,42.9397613333333,1513,972,1245,28.675406,30.303466,22.290256,27.0897093333333,895,1268,1150,1.5642654330065
"LUC7L3",807.265481,509.083284,578.833119,631.727294666667,4319,2316,2459,638.686667,582.401619,396.542155,539.210147,3184,4189,3659,1.1712614029567
"LUCAT1",1.663496,0.991718,1.382485,1.34589966666667,28,15,15,3.275213,1.085181,2.715393,2.35859566666667,47,21,64,0.69847635723145
"LUM",78.736054,10.019989,12.519966,33.7586696666667,1392,138,150,15.602477,0,0.149633,5.25070333333333,233,0,6,5.56076137565319
"LURAP1",3.728209,2.991312,3.247849,3.32245666666667,119,72,69,1.756455,1.589844,1.694168,1.68015566666667,48,60,68,1.61276328850053
"LURAP1L",0.678168,0.42099,1.026478,0.708545333333333,27,15,19,1.076586,3.923818,2.515637,2.505347,40,153,125,0.487411184494241
"LURAP1L.AS1",0.148778,0,0,0.0495926666666667,2,0,0,2.152649,1.521148,1.615503,1.7631,21,20,22,0.379860543109792
"LUZP1",9.143689,7.804507,8.63953,8.529242,1178,793,741,5.909272,4.89736,5.237529,5.34805366666667,673,802,867,1.50112814106119
"LUZP2",2.514317,1.39722,2.691503,2.20101333333333,131,72,71,1.108342,0.932639,1.062889,1.03462333333333,65,62,75,1.5732707282429
"LUZP4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LVRN",0.537967,0.303559,0.298046,0.379857333333333,9,6,3,0.095409,0.089235,0.404182,0.196275333333333,7,6,15,1.15346132690746
"LXN",3.097607,1.88349,1.865432,2.28217633333333,50,21,21,1.714982,0.62207,0.846276,1.06110933333333,21,12,16,1.59243193956394
"LY6D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LY6E",83.865819,89.381213,95.14608,89.4643706666667,1210,1022,903,52.940995,38.560542,45.034823,45.51212,640,627,803,1.94496339162065
"LY6G5B",7.346469,5.896168,8.249034,7.16389033333333,234,140,158,4.790958,6.488227,3.625155,4.96811333333333,119,223,145,1.36791811370874
"LY6G5C",1.918017,2.064747,2.786532,2.256432,19,14,19,10.696756,11.846722,6.886057,9.809845,62,100,75,0.301246872642485
"LY6G6C",0.457619,0.100426,0,0.186015,6,1,0,0.352418,0.451892,0.599766,0.468025333333333,4,7,10,0.807898183410096
"LY6G6D",0.201475,0,0,0.0671583333333333,1,0,0,0,0.3042,0.259305,0.187835,0,2,1,0.898406204004204
"LY6G6F",0.063387,0,0,0.021129,1,0,0,0,0,0,0,0,0,0,1.021129
"LY6G6F.LY6G6D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LY6H",72.384024,88.033172,109.464926,89.9607073333333,945,860,927,142.279269,125.029427,132.992448,133.433714666667,1561,1925,2388,0.676621244595329
"LY6K",0,0.026592,0.030288,0.01896,0,1,1,0.120651,0,0.016144,0.0455983333333333,1,0,1,0.974523359033663
"LY6L",0.068169,0.271456,0.313012,0.217545666666667,1,3,3,0.080805,0,0,0.026935,1,0,0,1.18561122823418
"LY75",0.064001,0.030353,0.22042,0.104924666666667,4,3,1,0.590624,0.302689,0.513543,0.468952,15,8,16,0.75218568521413
"LY75.CD302",0.005193,0.273652,0.040684,0.106509666666667,1,1,3,0,0,0,0,0,0,0,1.10650966666667
"LY86",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LY86.AS1",0.508988,0.522519,0.638564,0.556690333333333,27,21,23,0.773315,0.491755,0.455637,0.573569,36,23,30,0.989273640579684
"LY9",0.05035,0.120194,0.062422,0.0776553333333333,5,9,4,0.155539,0.11475,0.050993,0.107094,10,10,6,0.973409063126829
"LY96",0.837541,0,0.465519,0.434353333333333,4,0,2,0.961678,1.645355,1.987771,1.53160133333333,4,10,9,0.566579466698548
"LYAR",4.091967,3.049539,3.892781,3.67809566666667,83,50,60,1.642254,2.764037,1.920993,2.10909466666667,32,66,54,1.50464883453747
"LYG1",1.055484,1.653098,1.14965,1.28607733333333,16,19,12,1.569048,1.333419,1.223669,1.37537866666667,21,24,24,0.96240543262155
"LYG2",0,0,0,0,0,0,0,0.2769,0.105736,0.427701,0.270112333333333,3,1,6,0.787331934157005
"LYL1",0.115735,0.179659,0.058896,0.118096666666667,3,2,1,0.148557,0,0.030668,0.0597416666666667,3,0,1,1.05506530679647
"LYN",0.807955,0.256928,0.751582,0.605488333333333,46,21,12,1.011549,0.459361,0.689309,0.720073,42,17,54,0.933383835065915
"LYNX1",41.24604,46.28372,26.751391,38.093717,1855,1308,1057,40.19452,34.990571,32.503942,35.8963443333333,1221,1187,1206,1.05955529487732
"LYNX1.SLURP2",0,0,0.149185,0.0497283333333333,0,0,2,0.218517,0.057458,0.690866,0.322280333333333,4,1,15,0.793877294300427
"LYPD1",19.124637,26.04062,26.450445,23.8719006666667,790,881,788,39.523348,25.677874,15.77175,26.9909906666667,1324,1180,815,0.888568074022675
"LYPD2",0,0.191269,0,0.0637563333333333,0,1,0,0,0.243705,0,0.081235,0,2,0,0.983834534891428
"LYPD3",0.530568,0.186754,0.16099,0.292770666666667,15,4,3,1.337116,1.101587,1.180814,1.20650566666667,27,36,41,0.585890481133291
"LYPD4",0.027835,0.073533,0.041896,0.0477546666666667,1,2,1,0,0,0.072003,0.024001,0,0,3,1.02319691745093
"LYPD5",0.453676,0.334822,0.298231,0.362243,16,8,4,0.641748,0.46793,0.617094,0.575590666666667,23,23,28,0.864591945623779
"LYPD6",8.901515,5.305666,8.288788,7.49865633333333,609,264,388,0.326005,0.67631,0.296404,0.432906333333333,15,43,22,5.93106202103464
"LYPD6B",1.315442,1.092682,0.714606,1.04091,23,11,8,0.387052,1.020227,0.717109,0.708129333333333,3,20,15,1.19482170358685
"LYPD8",0,0.072461,0,0.0241536666666667,0,1,0,0,0,0,0,0,0,0,1.02415366666667
"LYPLA1",117.862166,134.17858,133.446105,128.495617,701,574,635,122.646374,136.014875,134.522623,131.061290666667,718,978,880,0.980572099108568
"LYPLA2",58.357626,80.734465,92.659045,77.2503786666667,986,1043,1051,49.70034,69.805512,52.049257,57.1850363333333,650,1344,1195,1.34485399679708
"LYPLAL1",20.350037,17.024355,24.534849,20.6364136666667,164,122,138,17.38552,16.116088,16.548891,16.6834996666667,134,178,168,1.22353686060521
"LYPLAL1.DT",0.934327,0,0.444048,0.459458333333333,13,0,7,0.491217,0.260493,0.057399,0.269703,4,2,3,1.14944859808422
"LYRM1",9.313898,10.530654,13.49064,11.1117306666667,201,173,206,19.05559,22.254064,23.521575,21.6104096666667,346,586,618,0.535670553750397
"LYRM2",18.685487,17.909272,18.8406,18.478453,796,507,556,20.320566,15.455677,16.591603,17.4559486666667,673,679,863,1.05540242616626
"LYRM4",18.625373,17.151617,20.83382,18.87027,325,221,268,17.476803,19.321563,18.585358,18.4612413333333,293,489,457,1.02101760415283
"LYRM4.AS1",1.584535,1.371335,1.277978,1.41128266666667,42,30,18,1.302985,0.802367,1.283332,1.12956133333333,33,20,42,1.13229078163828
"LYRM7",23.028827,18.046097,16.858333,19.3110856666667,609,478,384,17.103876,14.656289,13.66059,15.1402516666667,277,287,311,1.25841195578218
"LYRM9",11.778681,7.550171,7.486736,8.93852933333333,165,103,98,11.054966,13.376781,16.270582,13.567443,149,227,269,0.682242541352888
"LYSMD1",6.884585,7.002475,7.424843,7.10396766666667,236,187,186,8.297338,9.018911,9.506694,8.940981,294,390,396,0.815208043015741
"LYSMD2",7.470885,10.162996,11.351275,9.66171866666667,102,105,99,9.500026,11.398828,11.6449,10.847918,126,184,213,0.899881199943034
"LYSMD3",7.699163,5.53992,6.194479,6.477854,419,267,300,2.781152,2.266199,1.61368,2.22034366666667,163,196,130,2.32206707544981
"LYSMD4",5.104094,5.15184,4.312712,4.85621533333333,182,161,138,7.833634,8.860172,7.637588,8.11046466666667,242,382,326,0.642800948974648
"LYST",7.662198,7.828739,8.180577,7.89050466666667,482,492,418,3.753648,4.579828,6.64244,4.991972,471,639,606,1.48373601656795
"LYVE1",0.032401,0.196133,0.143786,0.124106666666667,1,5,3,0.019827,0,0,0.006609,1,0,0,1.11672622305847
"LYZ",0.53428,0.330654,0.790253,0.551729,8,6,11,0.421685,0.346126,0.292283,0.353364666666667,7,10,8,1.14657123702062
"LYZL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LYZL2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LYZL4",0.08423,0,0,0.0280766666666667,1,0,0,0,0,0,0,0,0,0,1.02807666666667
"LYZL6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LZIC",22.162854,17.665261,19.81273,19.8802816666667,903,598,644,22.951051,22.74517,22.950466,22.882229,835,1291,1291,0.874302045536314
"LZTFL1",10.182398,7.666666,7.75333,8.53413133333333,286,158,174,5.582206,3.628717,4.314916,4.508613,178,200,196,1.73076804148945
"LZTR1",53.861516,77.235259,75.054457,68.7170773333333,1335,1280,1149,51.280635,65.062756,42.343922,52.895771,1059,1769,1396,1.29355376200729
"LZTS1",33.600981,70.681341,84.446522,62.9096146666667,878,1246,1029,174.063724,255.265201,154.574956,194.634627,2750,6255,4258,0.326678439531396
"LZTS1.AS1",0,0,0.116756,0.0389186666666667,0,0,1,0.268082,0,0,0.0893606666666667,3,0,0,0.953695776299371
"LZTS2",21.10422,9.235278,13.895343,14.744947,1035,356,422,11.725625,7.527597,8.587392,9.28020466666667,400,456,615,1.53157913782132
"LZTS3",15.345139,18.490029,21.654941,18.496703,1213,1100,1110,26.361624,34.063429,29.29762,29.9075576666667,1787,3186,3027,0.630806976412339
"M1AP",0.069204,0.091186,0.306794,0.155728,2,2,2,0.108462,0.192978,1.445468,0.582302666666667,2,6,5,0.730408931456013
"M6PR",224.196219,220.727681,279.893866,241.605922,1370,1166,1328,146.77303,138.048798,134.268587,139.696805,638,781,720,1.72431720819815
"MAB21L1",0.284029,0.05292,0.210275,0.182408,14,2,7,2.975551,3.027042,2.002911,2.66850133333333,130,179,123,0.322313635068417
"MAB21L2",20.785142,19.321676,25.54953,21.8854493333333,957,676,788,6.202059,2.480396,1.681639,3.454698,247,135,97,5.13737392149442
"MAB21L3",0.019081,0.024932,0.054922,0.0329783333333333,1,1,2,0.172384,0.064711,0.059095,0.09873,9,5,4,0.940156665726187
"MAB21L4",0,0.26304,0,0.08768,0,1,0,0,0,0,0,0,0,0,1.08768
"MACC1",0.050112,0.105163,0.053148,0.0694743333333333,8,13,5,0.089891,0.050909,0.029939,0.056913,13,10,6,1.01188492651082
"MACC1.AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MACF1",181.499176,139.576339,144.989011,155.354842,8914,4678,3562,129.382023,124.765102,105.688289,119.945138,5125,6096,5734,1.29277492742205
"MACIR",19.308517,15.222069,20.285178,18.2719213333333,954,582,716,11.532947,8.427553,7.392126,9.117542,528,506,474,1.9048027014203
"MACO1",15.76286,17.291914,17.745115,16.9332963333333,584,562,528,19.753213,22.259203,22.099574,21.3706633333333,792,1193,1072,0.801643476821355
"MACROD1",110.303216,61.22649,95.620521,89.0500756666667,173,95,99,132.180197,196.551225,162.348679,163.693367,207,285,329,0.546774149481483
"MACROD2",11.295682,13.280803,10.479339,11.6852746666667,362,336,279,15.041807,14.577927,13.209087,14.2762736666667,557,581,529,0.830390639986135
"MACROD2.AS1",0,0,0,0,0,0,0,0.120014,0,0.142088,0.0873673333333333,2,0,1,0.919652420433205
"MACROD2.IT1",0,0,0,0,0,0,0,0.180247,0,0,0.0600823333333333,1,0,0,0.943322955732684
"MACROH2A1",134.923019,99.544228,107.013988,113.827078333333,2592,1652,1624,79.593209,80.74827,85.267194,81.8695576666667,1369,1873,1818,1.38563643352861
"MACROH2A2",18.082635,24.440352,30.900287,24.4744246666667,542,605,698,23.050606,25.057723,17.965833,22.0247206666667,614,945,712,1.10639451550639
"MAD1L1",36.223436,34.40191,52.511035,41.0454603333333,321,241,281,34.736163,36.596952,30.544741,33.9592853333333,249,364,342,1.20269793654058
"MAD2L1",14.202163,6.549871,12.226104,10.9927126666667,288,95,157,4.063191,2.07373,2.567018,2.901313,79,65,89,3.07401960997917
"MAD2L1BP",12.477493,15.710254,19.718953,15.9689,252,243,265,11.822785,13.042922,10.919019,11.928242,192,288,264,1.31254504672793
"MAD2L2",21.520698,13.388984,20.204346,18.3713426666667,341,160,201,20.120728,25.528959,22.707381,22.7856893333333,274,466,437,0.814411657160577
"MADCAM1",0.809605,0.955223,0.346633,0.703820333333333,14,12,5,0.502958,0.662119,0.600286,0.588454333333333,7,12,15,1.07262783548703
"MADD",247.321424,260.260316,578.099557,361.893765666667,2891,2562,2502,488.993661,493.590899,535.141157,505.908572333333,3685,4653,4543,0.715895894196942
"MADD.AS1",1.027028,0.376513,1.722813,1.042118,5,1,5,1.367189,2.242167,1.956722,1.85535933333333,5,10,10,0.715187744029415
"MAEA",35.823661,44.666694,47.133706,42.5413536666667,1213,1015,1158,25.974562,34.030799,23.342984,27.7827816666667,796,1248,1093,1.5127569729333
"MAEL",0.301805,0.39679,0.097214,0.265269666666667,3,7,1,0.694865,0.619818,1.108855,0.807846,15,25,36,0.699876906919432
"MAF",17.239671,23.114895,25.44145,21.9320053333333,1184,1239,1298,3.064568,0.724654,0.857381,1.54886766666667,143,64,96,8.9969383790423
"MAF1",26.105962,20.463818,25.464098,24.0112926666667,484,253,311,21.725052,24.680808,22.002659,22.8028396666667,336,474,510,1.05076927866268
"MAFA",4.581877,4.735502,6.402636,5.240005,161,132,149,3.892193,2.088882,3.38211,3.12106166666667,120,91,155,1.51417413878382
"MAFA.AS1",22.040475,14.697565,14.636214,17.1247513333333,75,38,33,37.80355,33.837199,38.936841,36.8591966666667,111,136,165,0.478741043897832
"MAFB",2.30177,2.262147,2.024143,2.19602,134,99,78,5.41251,15.608489,8.226866,9.74928833333333,268,1072,642,0.29732386934763
"MAFF",4.81378,3.921078,2.645045,3.793301,161,90,65,7.844363,8.966691,10.453817,9.08829033333333,258,406,556,0.475135116221047
"MAFG",9.395234,10.032044,12.285085,10.5707876666667,740,658,650,11.460412,9.144569,7.856376,9.487119,904,963,901,1.10333330504466
"MAFG.DT",1.156295,1.414466,1.558901,1.376554,35,32,30,1.419722,2.053893,2.282075,1.91856333333333,36,73,94,0.814288993785755
"MAFK",2.377151,2.993773,3.118044,2.829656,140,109,92,8.952215,6.316008,7.803844,7.690689,417,359,499,0.440661954420415
"MAFTRR",0.122753,0.233531,0,0.118761333333333,3,4,0,0.141733,0.027638,0.096634,0.0886683333333333,1,1,4,1.0276420274923
"MAG",0.023795,0.270869,0.600957,0.298540333333333,1,6,7,0,0,0,0,0,0,0,1.29854033333333
"MAGEA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MAGEA10",0.043484,0.07676,0.095379,0.0718743333333333,2,3,3,0.105078,0.054356,0.069351,0.0762616666666667,4,3,4,0.995923543995652
"MAGEA10.MAGEA5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MAGEA11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MAGEA12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MAGEA2",0,0,0.052617,0.017539,0,0,1,0,0.029704,0,0.00990133333333333,0,1,0,1.00756278501134
"MAGEA2B",0,0,0,0,0,0,0,0.350259,0,0,0.116753,2,0,0,0.895453157502151
"MAGEA3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MAGEA4",0.148016,0,0,0.0493386666666667,2,0,0,0.038946,0,0,0.012982,1,0,0,1.03589073316867
"MAGEA6",0,0,0,0,0,0,0,0,0.028111,0,0.00937033333333333,0,1,0,0.990716654706515
"MAGEA6.DT",0,0,0,0,0,0,0,0,0,0.059332,0.0197773333333333,0,0,1,0.980606223842329
"MAGEA8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MAGEA9",0,4.1e-05,0,1.36666666666667e-05,0,0,0,0,0,0,0,0,0,0,1.00001366666667
"MAGEA9B",0,0.225379,0,0.0751263333333333,0,2,0,0,0,0,0,0,0,0,1.07512633333333
"MAGEB1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
