"Hs_symbol","Nociceptor(8Weeks)-S24_rep_2","Nociceptor(8Weeks)-S28_rep_3","Nociceptor(8Weeks)-S6_rep_1","Hs_Avg_TPM","Nociceptor(8Weeks)-S24_rep_2_read","Nociceptor(8Weeks)-S28_rep_3_read","Nociceptor(8Weeks)-S6_rep_1_read","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Hs_Avg__TPM","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","FoldChange"
"GRID2",4.60802,2.664461,2.536942,3.26980766666667,405,160,165,0,0,0,0,0,0,0,4.26980766666667
"GRID2IP",0.032547,0.093204,0,0.041917,2,4,0,0,0,0,0,0,0,0,1.041917
"GRIFIN",0,0.165815,0,0.0552716666666667,0,1,0,0,0,0,0,0,0,0,1.05527166666667
"GRIK1",0.864114,2.501736,3.060092,2.14198066666667,49,116,124,0.027797,0.073511,0,0.0337693333333333,1,4,0,3.03934404451283
"GRIK2",13.420389,15.679478,18.170154,15.7566736666667,804,812,846,0.228226,0.208912,0.167365,0.201501,13,11,11,13.9464500376335
"GRIK3",14.563868,17.501879,13.832969,15.299572,2324,2073,1485,0,0,0,0,0,0,0,16.299572
"GRIK4",1.37243,1.39831,1.728197,1.49964566666667,101,91,80,0,0.151419,0.352681,0.168033333333333,0,2,2,2.1400465169373
"GRIK5",33.397591,37.385813,43.561633,38.1150123333333,758,758,723,2.430439,0.799039,1.291652,1.50704333333333,57,34,38,15.6020487612899
"GRIN1",27.608186,29.642989,36.248435,31.1665366666667,531,497,489,0.163046,0.026667,0.013456,0.067723,6,2,1,30.1262936797902
"GRIN2A",0.362739,0.39708,0.790134,0.516651,36,52,61,0.146999,0.051153,0.370823,0.189658333333333,20,13,8,1.27486267065474
"GRIN2B",0.279756,0.05273,0.168219,0.166901666666667,167,24,69,0.003027,0.003014,0.003066,0.00303566666666667,2,2,2,1.16337006294558
"GRIN2C",0.27152,0.736078,0.894139,0.633912333333333,17,37,41,0.052163,0.017013,0,0.0230586666666667,4,2,0,1.59708566729311
"GRIN2D",1.489472,0.37006,0.400261,0.753264333333333,113,21,19,0.029133,0.045448,0.053782,0.0427876666666667,3,4,5,1.68132438594882
"GRIN3A",0.157157,2.211029,2.71625,1.694812,23,245,232,0.028952,0.048565,0.030419,0.0359786666666667,5,8,5,2.6012234486167
"GRIN3B",0.479979,0.500691,0.289719,0.423463,24,8,8,0.04203,0.016746,0.046935,0.035237,3,1,3,1.3750117122939
"GRINA",128.52989,124.237039,140.351203,131.039377333333,2184,1710,1721,49.994972,53.033353,41.906075,48.3114666666667,1052,986,784,2.67766071988665
"GRIP1",57.347099,148.910439,185.088824,130.448787333333,247,619,591,10.937202,6.141682,2.062751,6.380545,89,57,62,17.810173548611
"GRIP2",8.038672,5.141811,5.97415,6.38487766666667,490,366,331,0.46176,0.439712,0.413629,0.438367,45,37,34,5.13420960482733
"GRIPAP1",87.513764,101.278737,96.797126,95.1965423333333,1473,1264,1138,24.818347,13.101746,10.064303,15.9947986666667,557,390,383,5.66035198298711
"GRK1",0.328858,0.021672,0.018815,0.123115,7,1,1,0.031132,0,0.014646,0.0152593333333333,3,0,1,1.1062345975314
"GRK2",76.681742,56.613539,67.180521,66.8252673333333,1040,566,594,24.150331,24.103345,14.665129,20.972935,457,320,266,3.08676411837259
"GRK3",6.964271,4.401016,3.948045,5.104444,874,555,461,0.674901,0.555414,0.370553,0.533622666666667,86,77,58,3.98040804474286
"GRK4",16.80289,22.791595,31.84135,23.811945,309,314,348,11.60973,7.381077,5.479196,8.15666766666667,186,138,109,2.70971339173134
"GRK5",4.516911,6.077916,7.030659,5.875162,590,603,610,0.784893,0.722262,0.838432,0.781862333333333,119,104,122,3.85841367842297
"GRK6",14.470365,14.641553,18.229491,15.7804696666667,411,275,282,7.871772,7.425686,5.200931,6.83279633333333,296,295,194,2.14233448088718
"GRK7",0.051238,0.044846,0,0.032028,3,2,0,0.046329,0,0,0.015443,3,0,0,1.01633277298677
"GRM1",3.285602,0.236472,0.298046,1.27337333333333,402,23,19,0.012018,0,0.007432,0.00648333333333333,1,0,1,2.25872923876865
"GRM2",0.209493,0.272513,0.31123,0.264412,10,15,10,0.124445,0.052425,0.145375,0.107415,7,7,8,1.14176889422665
"GRM3",1.254808,0.223316,0.751452,0.743192,35,7,17,0,0,0,0,0,0,0,1.743192
"GRM4",1.294407,5.496088,6.382455,4.39098333333333,57,208,232,0,0.036975,0,0.012325,0,3,0,5.32534841412919
"GRM5",0.282326,0.196209,0.281798,0.253444333333333,41,19,28,0,0,0.013061,0.00435366666666667,0,0,2,1.24801090983555
"GRM5.AS1",5.929585,3.897868,0.016699,3.281384,2,1,1,0,0,0,0,0,0,0,4.281384
"GRM6",0.107092,0.114893,0.397452,0.206479,11,9,12,0.086694,0.017598,0.035519,0.0466036666666667,10,2,4,1.15275632832677
"GRM7",9.111987,1.018893,0.4155,3.51546,19,20,21,0,0.025124,0,0.00837466666666667,0,2,0,4.47795858946608
"GRM7.AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"GRM7.AS2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"GRM7.AS3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"GRM8",4.975825,4.642452,3.574394,4.397557,91,57,36,0,0,0.045866,0.0152886666666667,0,0,1,5.31627819477285
"GRM8.AS1",0.064955,0.042058,0,0.035671,2,1,0,0.036295,0,0,0.0120983333333333,1,0,0,1.02329088576703
"GRN",168.288108,189.830168,221.607505,193.241927,2078,1822,1863,167.859382,147.592772,133.526812,149.659655333333,2625,2347,2033,1.28927632663331
"GRP",0.323086,0.849535,0.20781,0.460143666666667,1,2,1,0,0,0,0,0,0,0,1.46014366666667
"GRPEL1",28.231514,31.550621,26.363999,28.715378,522,395,396,31.057915,24.368436,20.245813,25.2240546666667,473,426,348,1.13313438282948
"GRPEL2",6.327416,6.856474,8.063307,7.082399,433,351,400,1.973019,1.67128,1.061121,1.56847333333333,75,90,79,3.14677162309128
"GRPEL2.AS1",0.663177,0.435946,0.490208,0.529777,2,1,1,0.566179,0,0,0.188726333333333,2,0,0,1.28690427485552
"GRPR",0.163884,0.061497,0.068293,0.0978913333333333,7,2,2,0.021793,0,0.022017,0.0146033333333333,1,0,1,1.08208922370319
"GRSF1",64.756557,55.492836,63.798092,61.3491616666667,2277,1587,1651,57.194842,49.290366,36.6416,47.708936,1692,1518,1143,1.28003538543044
"GRTP1",0.93494,0.349827,0.56143,0.615399,21,6,8,3.049356,2.712435,2.452983,2.738258,75,60,53,0.432126140036348
"GRWD1",7.102804,7.114809,8.548777,7.58879666666667,268,199,235,5.201908,3.725894,3.703975,4.21059233333333,214,170,169,1.64833403137724
"GRXCR1",0,0,0.100646,0.0335486666666667,0,0,1,0,0,0,0,0,0,0,1.03354866666667
"GRXCR2",0.029243,0,0,0.00974766666666667,1,0,0,0,0,0,0,0,0,0,1.00974766666667
"GS1.124K5.11",8.191297,8.681727,9.593199,8.82207433333333,317,283,243,5.151887,5.786815,4.687905,5.208869,210,221,171,1.58194259426851
"GS1.124K5.4",3.453662,3.057643,3.704605,3.40530333333333,22,17,22,5.341767,7.524723,6.261484,6.37599133333333,28,44,38,0.597248984475488
"GS1.204I12.4",0,0,0,0,0,0,0,0.057725,0.238422,0,0.0987156666666667,1,4,0,0.910153582349331
"GS1.24F4.2",0.573411,0.648769,1.707214,0.976464666666667,11,11,21,0.048967,0.034331,0.042754,0.0420173333333333,1,1,1,1.89676755217124
"GS1.278J22.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"GS1.279B7.1",1.002867,0.529697,0,0.510854666666667,4,1,0,0.400311,1.374064,1.655225,1.1432,1,5,5,0.704952718676123
"GS1.594A7.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"GS1.600G8.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"GSAP",3.623872,5.966696,3.338761,4.30977633333333,122,112,96,4.591741,1.656848,2.150716,2.79976833333333,121,70,68,1.39739475345207
"GSC",0,0.087801,0,0.029267,0,1,0,0,0,0,0,0,0,0,1.029267
"GSC2",0,0.058998,0.068531,0.0425096666666667,0,2,2,0,0,0,0,0,0,0,1.04250966666667
"GSDMA",0.191958,0.06957,0.040019,0.100515666666667,7,2,1,0.069346,0.060234,0.096166,0.0752486666666667,3,3,4,1.02349875036658
"GSDMB",19.723962,8.149619,5.012002,10.961861,380,116,106,14.001124,9.202892,14.017181,12.4070656666667,222,131,115,0.89220574415028
"GSDMC",0.023231,0,0,0.00774366666666667,1,0,0,1.182978,1.761894,1.742459,1.56244366666667,27,37,38,0.393274466781774
"GSDMD",4.53851,2.17254,2.120651,2.94390033333333,36,14,13,5.662146,5.266565,5.280471,5.40306066666667,61,50,55,0.615939866674177
"GSDME",12.753747,15.982127,14.384062,14.373312,396,369,349,3.764672,2.096751,2.901231,2.92088466666667,81,77,75,3.92087840040181
"GSE1",49.857118,25.533657,29.76714,35.0526383333333,2232,1440,1521,21.273631,10.852059,10.760907,14.2955323333333,1518,1090,869,2.35706986508501
"GSG1",2.704977,0.415928,0.538758,1.21988766666667,71,13,15,0.057241,0.332575,0.042657,0.144157666666667,3,16,2,1.94019384857507
"GSG1L",0.213205,0.042638,0.032312,0.0960516666666667,10,3,2,0.008986,0.018949,0,0.00931166666666667,1,2,0,1.08593975762359
"GSG1L2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"GSK3A",37.43046,46.446298,56.479244,46.785334,918,841,905,18.012849,17.454902,15.51558,16.9944436666667,463,459,394,2.65556050996557
"GSK3B",41.171874,59.183292,36.396169,45.5837783333333,3296,3559,3208,14.018646,8.63887,7.95222,10.2032453333333,755,646,515,4.15806107492186
"GSKIP",24.750723,20.903178,34.118556,26.590819,316,246,301,13.602541,7.490419,12.601478,11.2314793333333,109,105,81,2.25572216148943
"GSN",149.052463,96.171435,112.536318,119.253405333333,5568,2643,2900,125.30764,118.157058,105.170855,116.211851,5776,4455,3950,1.02594920485756
"GSN.AS1",1.703231,0.721424,0.581049,1.00190133333333,155,50,35,0.255674,0.196586,0.115558,0.189272666666667,27,20,12,1.68329886782341
"GSPT1",64.60246,58.848724,58.058109,60.5030976666667,2563,1869,1899,36.598275,29.155252,20.214397,28.6559746666667,1230,1034,872,2.07388556127262
"GSPT2",9.249061,10.067411,10.901048,10.0725066666667,457,381,371,2.2606,2.69171,1.892549,2.28161966666667,123,147,103,3.37409809525967
"GSR",17.912481,19.975518,16.490699,18.1262326666667,618,466,508,19.835483,12.190646,9.851373,13.9591673333333,844,711,556,1.27856265261823
"GSS",28.356623,38.873798,35.340261,34.1902273333333,600,637,629,27.396901,19.30931,17.538488,21.4148996666667,638,499,478,1.56994801924833
"GSTA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"GSTA12P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"GSTA2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"GSTA3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"GSTA4",76.083971,67.567266,89.617178,77.7561383333333,978,691,772,14.206079,15.199849,12.574756,13.9935613333333,195,233,166,5.25266389901941
"GSTA5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"GSTA6P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"GSTA9P",0,0,0,0,0,0,0,0,0,0.169529,0.0565096666666667,0,0,1,0.94651287304833
"GSTCD",6.150127,2.733664,4.848463,4.577418,229,146,163,1.776517,0.929834,0.70998,1.138777,81,51,54,2.60776041635009
"GSTCD.AS1",0.360011,0,0.522658,0.294223,1,0,1,0.310915,0,0,0.103638333333333,1,0,0,1.17268761052458
"GSTK1",40.095239,34.91702,38.228715,37.7469913333333,822,579,543,98.421834,91.924827,80.475268,90.2739763333333,2054,1785,1544,0.424513019919599
"GSTM1",6.418931,3.281804,4.27817,4.659635,107,28,35,3.025281,1.500187,2.623004,2.382824,65,30,52,1.67305038630446
"GSTM2",67.110638,33.637247,37.064703,45.9375293333333,779,343,343,31.716222,40.180679,27.140662,33.012521,457,492,381,1.38000736062268
"GSTM3",65.706609,64.814195,68.465278,66.328694,1446,1076,1036,33.704638,28.075731,25.197737,28.992702,413,336,298,2.24483589374509
"GSTM3P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"GSTM4",20.880553,18.779041,26.977164,22.2122526666667,292,178,205,55.954515,48.581695,40.304814,48.2803413333333,802,690,587,0.471024591929233
"GSTM5",0.312283,0.031977,0.019338,0.121199333333333,2,2,1,0,0.126928,0,0.0423093333333333,0,1,0,1.07568770371432
"GSTO1",96.228587,42.76719,49.839096,62.9449576666667,918,305,336,81.455006,85.90395,75.071106,80.8100206666667,867,902,719,0.781627447904079
"GSTO2",2.96858,1.502794,0.91295,1.79477466666667,171,75,57,0.397755,0.644828,0.41749,0.486691,24,18,9,1.87986250449264
"GSTO3P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"GSTP1",235.652206,266.382967,263.752248,255.262473666667,1579,1207,1280,302.123266,287.757498,248.608409,279.496391,1875,1710,1590,0.913603461182025
"GSTT2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"GSTT2B",0.573882,0.529068,0.870102,0.657684,10,7,8,0.729978,0.614381,0.567976,0.637445,13,9,11,1.01236010980521
"GSTT4",0,0.141525,0,0.047175,0,1,0,0,0,0.09699,0.03233,0,0,1,1.01438009163736
"GSTZ1",13.333857,11.437262,12.951907,12.574342,203,124,127,16.126617,13.486364,10.573119,13.3953666666667,280,217,194,0.942966046945661
"GSX1",0.068722,0.045807,0,0.0381763333333333,2,1,0,0,0,0,0,0,0,0,1.03817633333333
"GSX2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"GTDC1",22.529598,11.136716,10.152728,14.6063473333333,548,381,352,3.577182,3.370143,3.273381,3.406902,165,139,102,3.54134204330692
"GTF2A1",12.380554,15.88686,11.572924,13.2801126666667,1063,1003,886,2.593238,1.126889,0.934034,1.551387,140,106,98,5.59699985406631
"GTF2A1L",0.779278,0.300548,0.947507,0.675777666666667,12,6,6,0.493481,0.375134,0.316175,0.39493,9,6,3,1.20133459504539
"GTF2A2",169.327266,201.095484,170.908114,180.443621333333,416,348,357,164.276495,174.20002,147.036383,161.837632666667,353,406,322,1.11426098722986
"GTF2B",16.319895,17.563536,18.579024,17.487485,328,265,274,8.103136,7.558627,6.423038,7.36160033333333,194,187,135,2.2109984049704
"GTF2E1",7.97504,8.824091,8.941397,8.580176,280,212,205,4.1521,2.5594,1.475828,2.72910933333333,120,112,88,2.56902523998581
"GTF2E2",18.002563,11.115317,16.939797,15.352559,282,159,181,9.454129,6.522007,6.124572,7.36690266666667,224,208,180,1.95443399445147
"GTF2F1",40.914822,49.76566,56.444286,49.0415893333333,1063,1036,1022,17.210234,12.663874,11.994151,13.9560863333333,639,528,417,3.34590134197095
"GTF2F2",9.310744,11.134513,12.521573,10.9889433333333,352,303,337,7.956729,7.914574,6.475171,7.44882466666667,291,317,250,1.41900723548372
"GTF2F2P2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"GTF2H1",17.920089,18.053644,21.954845,19.309526,483,401,460,7.857538,7.54136,5.107422,6.83544,290,265,212,2.59200836200647
"GTF2H2",11.012329,12.847465,10.264879,11.374891,297,229,175,4.658064,4.828527,7.163561,5.55005066666667,119,132,127,1.88928172158668
"GTF2H2C",15.999206,10.811939,12.964268,13.258471,435,251,279,9.136432,5.754436,3.438655,6.109841,182,157,92,2.00545567756016
"GTF2H3",17.230353,13.611984,15.236274,15.359537,468,287,397,5.935057,3.068302,3.506915,4.17009133333333,191,145,137,3.16426460293351
"GTF2H4",25.542951,25.73594,28.508275,26.595722,360,255,242,9.862022,7.223143,5.204748,7.429971,188,125,95,3.2735251402407
"GTF2H5",13.603681,14.863985,15.146695,14.5381203333333,539,504,521,13.04261,14.833923,11.613281,13.1632713333333,292,341,260,1.09707142987258
"GTF2I",374.389089,321.77566,384.27517,360.146639666667,5055,3620,3716,132.74189,49.308922,23.016256,68.3556893333333,2023,1069,797,5.20716675355852
"GTF2IP1",99.354653,105.188697,121.914124,108.819158,2840,2098,2946,20.754793,16.865082,16.149447,17.9231073333333,1349,1130,1086,5.80344211262555
"GTF2IP11",0.294745,0.387507,0,0.227417333333333,1,1,0,0,0.303421,0,0.101140333333333,0,1,0,1.11467838946353
"GTF2IP12",8.354775,8.959486,6.627457,7.98057266666667,438,366,256,3.318474,2.696178,2.039908,2.68485333333333,233,203,166,2.43715878334371
"GTF2IP14",0.906213,1.128803,0.435185,0.823400333333333,6,6,2,0.528584,0.262601,0.400267,0.397150666666667,4,2,3,1.30508496816855
"GTF2IP22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"GTF2IP3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"GTF2IP4",136.413906,148.057327,171.631173,152.034135333333,6685,5329,5628,31.758209,26.33069,20.750504,26.279801,1682,1896,1479,5.60979661594061
"GTF2IP5",0.315278,0.449936,0.302479,0.355897666666667,3,3,2,0,0,0.09084,0.03028,0,0,1,1.31604774106715
"GTF2IP9",2.989476,1.714797,0,1.568091,3,1,0,1.909048,0,0,0.636349333333333,2,0,0,1.56940266218623
"GTF2IRD1",31.952962,26.194381,29.64494,29.2640943333333,626,386,411,21.855192,22.252353,22.529182,22.2122423333333,426,319,298,1.3037988273056
"GTF2IRD1P1",0.605835,0.454571,0.578642,0.546349333333333,10,7,7,0.289598,0,0.049543,0.113047,4,0,1,1.38929383335415
"GTF2IRD2",17.152643,8.778014,11.064005,12.331554,196,190,189,11.943865,4.1202,3.522524,6.528863,159,138,116,1.77072607112123
"GTF2IRD2B",9.585553,7.5838,12.557858,9.90907033333333,397,285,330,8.644325,7.184075,7.171683,7.66669433333333,400,347,238,1.25873486634639
"GTF2IRD2P1",0.330832,0,0.178773,0.169868333333333,17,0,7,0.153276,0.176907,0.30758,0.212587666666667,9,10,19,0.964770107343442
"GTF3A",75.257078,87.185837,107.869127,90.104014,733,650,754,82.015376,85.397484,74.679825,80.6975616666667,1129,1043,930,1.11513749176154
"GTF3AP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"GTF3C1",57.226389,49.945892,79.324564,62.165615,1922,1616,1643,44.518958,41.534364,35.919337,40.657553,1465,1008,818,1.51630641867034
"GTF3C2",54.733066,57.644287,65.228278,59.201877,904,737,680,26.981067,24.330278,20.399909,23.9037513333333,504,411,383,2.41738187127738
"GTF3C2.AS1",1.468421,0.830803,2.062896,1.45404,10,6,9,0.487697,0.912332,0.586094,0.662041,5,8,4,1.47652193898947
"GTF3C3",35.377315,32.11743,17.077848,28.1908643333333,634,390,420,26.083733,20.422818,14.482507,20.329686,447,390,258,1.36855574589018
"GTF3C4",6.845737,6.538512,5.772934,6.38572766666667,967,760,636,2.29041,1.575154,1.284804,1.71678933333333,356,269,217,2.71855000903027
"GTF3C5",37.333757,39.756326,42.806235,39.9654393333333,707,560,565,22.336668,20.005268,16.18757,19.5098353333333,608,499,436,1.99735583770167
"GTF3C6",32.34589,33.293679,48.254218,37.9645956666667,344,271,358,42.373487,43.160017,40.700211,42.077905,501,523,481,0.904514638459476
"GTF3C6P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"GTF3C6P3",0.265894,0,0.192327,0.152740333333333,2,0,1,0,0,0,0,0,0,0,1.15274033333333
"GTPBP1",27.408368,20.940629,20.93036,23.093119,921,531,603,12.687463,6.477538,5.804002,8.323001,651,493,428,2.58426648243414
"GTPBP10",8.802676,7.620078,9.450213,8.62432233333333,301,240,234,5.06857,3.655068,1.985804,3.569814,110,113,58,2.10606434601788
"GTPBP2",33.147009,37.034114,33.886405,34.689176,1096,803,722,18.967216,14.257979,13.609469,15.6115546666667,685,481,461,2.1484548987829
"GTPBP3",23.984903,25.733591,27.964877,25.894457,428,366,374,7.170943,5.606796,6.560158,6.44596566666667,173,141,148,3.61195017597225
"GTPBP4",39.177523,40.531621,52.263316,43.99082,911,701,742,28.877267,20.379299,20.722144,23.3262366666667,477,440,398,1.84947719684275
"GTPBP6",18.118683,14.538291,17.324235,16.660403,598,360,370,10.430993,10.403643,8.362348,9.732328,424,390,315,1.64553328970192
"GTPBP8",10.67355,8.707793,11.795472,10.3922716666667,256,192,207,5.621464,2.88088,2.817127,3.773157,74,75,55,2.3867372614533
"GTSE1",4.560649,1.356073,3.64511,3.18727733333333,182,44,112,4.321375,3.847424,2.917997,3.69559866666667,204,141,123,0.891745149145341
"GTSE1.DT",0.353902,1.136969,1.307222,0.932697666666667,9,11,10,1.468242,0.176002,0,0.548081333333333,6,5,0,1.24844711001403
"GTSF1",0.111677,0.048915,0.109107,0.0898996666666667,3,1,2,0.065564,0,0,0.0218546666666667,2,0,0,1.06658970421104
"GTSF1L",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"GUCA1A",1.520855,1.075037,0.842328,1.14607333333333,41,22,15,0.095298,0.133613,0.054614,0.0945083333333333,3,4,1,1.96076472693218
"GUCA1ANB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"GUCA1B",1.544319,1.064916,1.687687,1.43230733333333,63,33,46,0.509121,0.399314,0.762242,0.556892333333333,24,18,34,1.56228358330066
"GUCA1C",0,0.091385,0,0.0304616666666667,0,1,0,0,0,0,0,0,0,0,1.03046166666667
"GUCA2A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"GUCA2B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"GUCD1",39.886749,30.634047,35.701778,35.4075246666667,857,496,513,49.170174,46.976726,38.065034,44.7373113333333,1142,921,801,0.796013661610513
"GUCY1A1",0.922878,0.028961,0,0.317279666666667,47,3,0,28.543341,18.994688,13.233459,20.2571626666667,2035,1368,1048,0.0619687437746474
"GUCY1A2",0.200251,0.061207,0.0449,0.102119333333333,57,11,9,0.659674,0.474912,0.491274,0.541953333333333,64,73,53,0.714755310363911
"GUCY1B1",5.181987,1.462518,1.197619,2.61404133333333,269,49,44,3.846356,2.439426,2.3031,2.86296066666667,188,140,118,0.935562550382341
"GUCY1B2",0.218189,0.038824,0,0.085671,2,1,0,0,0,0.02833,0.00944333333333333,0,0,1,1.07551455752841
"GUCY2C",0,0.018628,0,0.00620933333333333,0,1,0,0.108004,0.025248,0.076445,0.069899,7,2,6,0.940471327978934
"GUCY2D",1.211662,1.855752,2.446557,1.83799033333333,8,12,15,0.138286,0.013802,0.364223,0.172103666666667,2,1,2,2.42127928957365
"GUCY2F",0.014567,0.038384,0.043262,0.032071,1,2,2,0,0,0,0,0,0,0,1.032071
"GUCY2GP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"GUF1",13.368977,12.214422,12.790619,12.7913393333333,740,515,548,4.952911,3.997262,3.340712,4.09696166666667,288,256,186,2.70579616549336
"GUK1",377.285364,287.884387,280.658529,315.276093333333,1274,726,753,225.137453,178.067645,166.146678,189.783925333333,933,766,697,1.65777118161681
"GULP1",33.791266,19.274578,33.215726,28.7605233333333,722,394,435,8.242726,4.243329,3.608724,5.36492633333333,93,58,76,4.67570585655901
"GUSB",33.047542,22.846821,29.784377,28.55958,686,343,432,11.505694,9.825629,9.318158,10.2164936666667,236,242,191,2.6353672438514
"GUSBP1",9.230976,9.76665,11.389555,10.1290603333333,220,203,184,7.195837,2.640507,2.810582,4.215642,104,73,66,2.13378531987689
"GUSBP1.1",32.923258,103.074021,69.234272,68.410517,115,219,197,17.339659,12.173401,23.457706,17.656922,98,95,72,3.72036271577916
"GUSBP11",8.996854,11.875613,12.862106,11.2448576666667,669,528,490,5.974702,5.986249,4.203631,5.388194,197,157,131,1.91679489800508
"GUSBP12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"GUSBP2",2.452966,0.656076,1.123562,1.410868,42,10,15,0.444182,0.330545,0.458187,0.410971333333333,10,9,6,1.70865838521643
"GUSBP3",1.457549,3.625175,2.689589,2.590771,30,18,12,0.179816,0.263721,0.182554,0.208697,4,6,4,2.97077844985137
"GUSBP5",1.831295,1.831064,1.014699,1.55901933333333,33,34,24,0.028082,0.061794,0.285313,0.125063,1,2,2,2.27455647668916
"GUSBP9",0.887363,1.821481,0,0.902948,6,9,0,0.273602,0,0.910824,0.394808666666667,2,0,7,1.36430755377201
"GVINP1",0.094799,0.037369,0.036612,0.05626,15,5,4,0.011655,0,0,0.003885,2,0,0,1.05217231057342
"GVINP2",0.054934,0,0.038873,0.031269,2,0,1,0,0,0,0,0,0,0,1.031269
"GVQW3",8.816186,10.212869,7.88303,8.970695,892,938,651,1.375375,0.614948,0.57286,0.854394333333333,133,83,65,5.37679328542671
"GXYLT1",2.093475,0.926702,1.286156,1.43544433333333,282,96,122,0.640768,0.787591,0.46028,0.629546333333333,80,73,62,1.49455359661452
"GXYLT1P4",1.347725,0.851722,1.348698,1.182715,9,6,7,0,0,0,0,0,0,0,2.182715
"GXYLT1P5",1.914497,1.055382,1.249854,1.40657766666667,60,28,29,0.027771,0.025861,0.028036,0.0272226666666667,1,1,1,2.3428003925147
"GXYLT1P6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"GXYLT1P7",0.081205,0,0,0.0270683333333333,1,0,0,0,0,0,0,0,0,0,1.02706833333333
"GXYLT2",5.783776,1.188842,0.436605,2.469741,203,21,16,3.211092,2.033751,2.116861,2.45390133333333,129,112,83,1.00458602175858
"GYG1",101.635162,68.132788,114.289121,94.6856903333333,562,487,502,269.015558,191.071804,132.060891,197.382751,1677,1762,1151,0.482328679539953
"GYG2",16.901084,14.104467,13.373071,14.792874,799,534,473,3.477991,2.302614,2.921672,2.900759,216,139,153,4.04866693892137
"GYG2P1",84.687094,22.62637,83.616148,63.643204,49,24,14,0.303809,5.31431,0.408955,2.00902466666667,3,5,4,21.4831087016679
"GYG2P2",0.573266,0.251036,0,0.274767333333333,6,2,0,0.16662,0.168152,0,0.111590666666667,2,2,0,1.14679564300048
"GYPA",0.319104,0.648929,0.720611,0.562881333333333,5,5,2,0.537019,0,0.170121,0.235713333333333,4,0,1,1.26476043526816
"GYPB",1.406893,0.473313,1.253093,1.044433,5,1,3,0,0.322231,0,0.107410333333333,0,1,0,1.84613863394809
"GYPC",24.002658,32.191979,36.842059,31.012232,378,381,379,21.791179,20.750008,20.289736,20.943641,408,364,348,1.45883866765775
"GYPE",0.961563,1.049457,0.514729,0.841916333333333,18,13,10,0.414542,0.032667,0.182759,0.209989333333333,4,1,3,1.52225832293838
"GYS1",56.713483,36.997585,37.397752,43.70294,1594,735,704,76.316674,42.626507,39.841199,52.9281266666667,3355,2380,2334,0.828935525172455
"GYS2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"GZF1",12.801955,12.00224,6.652911,10.485702,374,301,316,10.484764,8.816667,5.980876,8.42743566666667,244,211,165,1.21832727436273
"GZMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"GZMAP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"GZMB",0.996358,0.798941,0,0.598433,12,4,0,0,0,0,0,0,0,0,1.598433
"GZMH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"GZMK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"GZMM",0,0.399625,0.230348,0.209991,0,4,2,0,0,0,0,0,0,0,1.209991
"H1.0",72.311019,35.047966,39.756382,49.0384556666667,2981,1094,1092,12.811424,11.60897,10.705028,11.708474,632,541,498,3.93740866658473
"H1.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
