"Hs_symbol","Nociceptor(8Weeks)-S24_rep_2","Nociceptor(8Weeks)-S28_rep_3","Nociceptor(8Weeks)-S6_rep_1","Hs_Avg_TPM","Nociceptor(8Weeks)-S24_rep_2_read","Nociceptor(8Weeks)-S28_rep_3_read","Nociceptor(8Weeks)-S6_rep_1_read","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Hs_Avg__TPM","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","FoldChange"
"COX16",150.405295,130.486329,185.390932,155.427518666667,487,349,380,159.403004,177.227877,160.472717,165.701199333333,387,430,280,0.938370685347479
"COX17",34.684493,33.605041,46.191324,38.160286,147,122,141,45.659378,60.387692,41.662825,49.2366316666667,156,198,87,0.779516553972783
"COX18",8.122571,5.594223,8.562836,7.42654333333333,378,263,287,8.560491,8.759846,9.280969,8.867102,323,365,266,0.854003874018261
"COX19",5.003974,7.225447,5.140352,5.78992433333333,319,300,252,4.833435,5.287583,6.339176,5.48673133333333,234,326,212,1.04674048984301
"COX2",5298.425198,8826.776891,10085.325903,8070.17599733333,44910,56550,57371,8734.360829,8976.316699,7427.663293,8379.44694033333,52598,58874,31775,0.963096127783884
"COX20",53.212902,65.461723,73.198767,63.9577973333333,1290,1447,1500,73.068026,74.526812,73.303763,73.632867,1493,1472,1126,0.870364491469065
"COX3",7814.190657,10045.980266,10706.566899,9522.24594066667,81638,79499,75396,8499.963504,8730.144769,7918.315291,8382.80785466667,63315,70783,41864,1.13590937504201
"COX4I1",416.107828,414.605109,482.478829,437.730588666667,2379,1882,1870,400.624823,441.269015,528.882381,456.925406333333,1708,2033,1454,0.958083090823979
"COX4I1P2",0.170633,0.225239,0.769138,0.388336666666667,1,1,3,0.480085,0.440368,0,0.306817666666667,2,2,0,1.06237978111203
"COX4I2",0.116957,0,0,0.0389856666666667,1,0,0,0,0,0,0,0,0,0,1.03898566666667
"COX5A",169.463702,175.901734,212.24538,185.870272,1128,898,965,187.64104,238.502325,202.552506,209.565290333333,896,1205,691,0.887469495585796
"COX5B",90.770905,80.959765,96.302123,89.3442643333333,778,524,539,75.017744,102.772637,78.911682,85.5673543333333,456,696,336,1.04362972657633
"COX5BP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"COX5BP8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"COX6A1",269.704256,351.668713,383.521191,334.96472,1569,1553,1482,365.542341,445.915089,314.387513,375.281647666667,1502,2010,922,0.892854387354065
"COX6A2",0.819536,0,0,0.273178666666667,2,0,0,0.573982,0,0,0.191327333333333,1,0,0,1.0687059979597
"COX6B1",549.668203,513.926661,633.590012,565.728292,1110,810,757,387.321911,563.530791,568.560424,506.471042,599,884,516,1.11676971707875
"COX6B1P6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"COX6B1P7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"COX6B2",0.712152,0.447399,1.587195,0.915582,14,12,16,0.576659,1.511669,0.653002,0.913776666666667,13,22,11,1.00094333542925
"COX6C",343.120544,342.921594,351.990593,346.010910333333,1290,977,896,382.191591,476.83041,410.318878,423.113626333333,1010,1381,774,0.818202690947259
"COX6CP12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"COX6CP13",19.385182,25.486061,22.926658,22.5993003333333,5,5,4,5.43075,19.918133,30.594529,18.647804,1,4,4,1.20111643689714
"COX6CP14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"COX6CP15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"COX6CP18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"COX6CP5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"COX6CP7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"COX6CP8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"COX7A1",0.936224,0.822176,0.818809,0.859069666666667,3,2,1,0.889451,5.884903,18.078586,8.28431333333333,2,3,3,0.200237712787232
"COX7A2",546.569219,575.341728,601.615015,574.508654,1094,870,849,724.248581,838.95324,674.726534,745.976118333333,1015,1288,746,0.770451209717501
"COX7A2L",66.186742,61.501895,75.98915,67.8925956666667,1027,743,820,80.882995,78.220472,83.942787,81.015418,812,929,615,0.839995666018146
"COX7B",138.462752,116.851696,119.365862,124.893436666667,1050,769,726,118.251968,144.324337,116.654564,126.410289666667,756,969,533,0.988094737057985
"COX7B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"COX7C",857.05726,778.194371,731.554727,788.935452666667,1909,1325,1168,917.536718,933.115935,764.633598,871.762083666667,1482,1654,904,0.905098270708522
"COX8A",191.700721,200.107901,213.457517,201.755379666667,951,752,699,186.570854,221.984288,188.195241,198.916794333333,645,849,462,1.01419883378382
"COX8C",0,0.226596,0.253808,0.160134666666667,0,1,1,0,0.220955,0.339998,0.186984333333333,0,1,1,0.977379931720525
"CP",5.613457,0,1.502759,2.372072,131,0,7,0,0,0,0,0,0,0,3.372072
"CPA1",0.32388,0,0.230179,0.184686333333333,3,0,1,0,0,0,0,0,0,0,1.18468633333333
"CPA2",0.046949,0.124023,0,0.0569906666666667,1,2,0,0.13217,0.18184,0.093184,0.135731333333333,2,3,1,0.930669636070033
"CPA3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CPA4",1.231999,4.361968,1.07059,2.221519,39,73,31,0.943437,2.634945,0.126825,1.235069,24,68,3,1.44135102764165
"CPA5",0.083302,0,0,0.0277673333333333,2,0,0,0,0.036574,0,0.0121913333333333,0,1,0,1.01538839494773
"CPA6",0,0.107035,0,0.0356783333333333,0,2,0,0,0.130744,0.079332,0.0700253333333333,0,1,1,0.967900759982007
"CPAMD8",12.944839,9.474488,7.730309,10.0498786666667,332,138,159,2.660787,7.647693,6.269141,5.52587366666667,58,99,66,1.6932412778856
"CPB1",4.11719,0.631281,0.148278,1.63224966666667,33,6,3,4.317618,1.123681,0.517876,1.98639166666667,35,11,6,0.881414750800157
"CPB2",0.141533,0.205615,0.16039,0.169179333333333,15,13,12,0.070993,0.078829,0.077431,0.075751,5,3,4,1.08684940412171
"CPB2.AS1",2.39223,3.071047,2.634947,2.699408,119,132,107,5.053388,5.571611,5.656088,5.427029,204,239,189,0.575601572670669
"CPD",25.993548,15.889279,8.309982,16.7309363333333,1303,669,733,10.582552,6.046221,11.41593,9.34823433333333,796,774,475,1.71342624859384
"CPDP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CPE",200.347075,322.3191,316.422016,279.696063666667,4964,5930,5547,349.8612,420.596851,366.020002,378.826017666667,6502,8052,4751,0.739012207196938
"CPEB1",7.807006,11.254785,10.880908,9.98089966666667,369,344,308,12.902419,16.055768,10.480717,13.1463013333333,415,515,208,0.776238212937827
"CPEB1.AS1",0.682346,1.025644,0.844316,0.850768666666667,31,37,27,0.52054,0.466672,0.565486,0.517566,14,17,10,1.21956387179646
