"Hs_symbol","Nociceptor(8Weeks)-S24_rep_2","Nociceptor(8Weeks)-S28_rep_3","Nociceptor(8Weeks)-S6_rep_1","Hs_Avg_TPM","Nociceptor(8Weeks)-S24_rep_2_read","Nociceptor(8Weeks)-S28_rep_3_read","Nociceptor(8Weeks)-S6_rep_1_read","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Hs_Avg__TPM","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","FoldChange"
"AADAT",13.595651,16.190365,22.775181,17.520399,324,335,359,23.254813,19.782313,24.720589,22.585905,444,388,330,0.785231645764705
"AAGAB",22.912872,27.695939,31.184347,27.264386,656,567,572,38.022919,40.964417,49.3614,42.782912,824,823,659,0.645557472285078
"AAK1",11.479212,14.408764,9.576512,11.821496,2755,2090,1905,10.270345,12.426278,11.917593,11.538072,2058,2373,1545,1.02260507038084
"AAMDC",13.752073,7.993795,9.099596,10.2818213333333,71,41,35,4.594566,5.205604,4.56697,4.78904666666667,17,27,14,1.94882197068717
"AAMP",63.531145,62.598294,71.307854,65.812431,995,729,745,70.693659,74.272111,74.414188,73.1266526666667,751,872,576,0.901328045938385
"AANAT",0.21683,0.243358,0.326805,0.262331,4,5,1,0.455665,0.118631,0.121817,0.232037666666667,3,1,2,1.02458799284546
"AAR2",10.815465,10.804659,13.984677,11.868267,486,364,414,12.288203,12.652486,12.834718,12.5918023333333,390,432,284,0.946766785185001
"AARD",1.609116,1.070727,1.582262,1.42070166666667,36,32,31,0.417513,1.538506,1.037211,0.997743333333333,12,14,10,1.21171805520562
"AARS1",44.0177,45.687718,47.566252,45.7572233333333,2192,1394,1433,48.075378,54.153052,52.673665,51.6340316666667,1568,1900,1189,0.888345844936383
"AARS1P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"AARS2",5.079803,4.491045,5.615728,5.062192,446,312,330,3.755461,4.640839,4.294325,4.23020833333333,242,329,196,1.15907275841466
"AARSD1",51.795203,58.156602,82.475187,64.1423306666667,415,381,422,63.27632,66.968262,84.250953,71.4985116666667,365,428,308,0.898533351500756
"AASDH",6.432077,7.774202,3.850395,6.01889133333333,231,167,150,3.182292,4.853213,4.954761,4.33008866666667,105,133,96,1.31684325951801
