"Hs_symbol","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Hs_Avg_TPM","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","Mm_genes","DRG-S1","DRG-S7","DRG-S13","DRG-S1_read","DRG-S7_read","DRG-S13_read","Mm_Avg_TPM","FoldChange"
"UBOX5",2.940313,1.708033,0.966017,1.87145433333333,130,100,89,"Ubox5",3.496865,3.119167,3.425424,542,115,203,3.347152,0.660536906308621
"UBP1",18.042175,9.546483,9.081279,12.2233123333333,596,543,502,"Ubp1",15.369723,15.089314,16.706448,1420,348,620,15.7218283333333,0.790781490500889
"UBQLN1",42.524511,28.584185,25.653176,32.2539573333333,992,897,766,"Ubqln1",59.852028,47.883333,52.181664,7785,1699,2973,53.305675,0.612347739593207
"UBQLN2",5.785001,4.972624,4.376347,5.04465733333333,435,388,339,"Ubqln2",30.726921,28.85896,30.038926,4093,944,1602,29.8749356666667,0.195778783107208
"UBQLN3",0,0,0,0,0,0,0,"Ubqln3",0,0,0,0,0,0,0,1
"UBQLN4",5.395297,4.769597,3.900393,4.688429,386,304,257,"Ubqln4",22.189173,21.402622,20.073734,2213,485,779,21.221843,0.255983673361386
"UBQLNL",0.249972,0.239126,0.04818,0.179092666666667,12,10,2,"Ubqlnl",0,0,0,0,0,0,0,1.17909266666667
"UBR1",9.720216,5.41575,5.005659,6.713875,553,410,329,"Ubr1",12.964615,13.611634,11.51584,3021,696,1195,12.697363,0.563164968322735
"UBR2",3.661407,2.743511,1.908473,2.77113033333333,597,454,314,"Ubr2",14.081296,16.457859,16.347622,3521,828,1457,15.6289256666667,0.22678135731238
"UBR3",14.127299,9.095976,7.829972,10.3510823333333,1013,601,485,"Ubr3",67.157497,60.636941,79.760002,10820,2537,4741,69.1848133333333,0.161731317563287
"UBR4",129.628571,83.643898,73.788519,95.686996,2705,1635,1331,"Ubr4",73.75619,68.208918,69.521613,13319,2653,5133,70.4955736666667,1.35234939789116
"UBR5",29.28971,17.296607,14.094462,20.2269263333333,835,485,389,"Ubr5",59.67872,78.096438,68.503335,7897,1906,3485,68.7594976666667,0.304287258987478
"UBR7",9.9555,7.230363,6.981766,8.05587633333333,552,448,405,"Ubr7",7.955929,7.585476,8.118436,1066,248,427,7.88661366666667,1.01904692529862
"UBTD1",3.487489,3.526227,3.241364,3.41836,120,110,103,"Ubtd1",12.489908,8.558705,13.917545,642,119,251,11.655386,0.349128821515203
"UBTD2",5.786401,5.108215,4.239745,5.044787,289,273,223,"Ubtd2",11.282041,9.922538,11.017029,389,83,149,10.740536,0.514864653538816
"UBTF",15.759593,12.846351,11.185613,13.2638523333333,744,575,476,"Ubtf",25.372674,21.744419,20.003859,2626,611,950,22.3736506666667,0.610253508822869
"UBTFL1",0,0,0,0,0,0,0,"Ubtfl1",0.026438,0.02377,0.085818,5,1,6,0.045342,0.956624721861362
"UBXN1",80.40206,93.735251,72.873741,82.3370173333333,571,555,425,"Ubxn1",62.126788,64.990249,66.155278,2302,583,965,64.424105,1.27379682661816
"UBXN10",0.058374,0.144988,0.069143,0.090835,7,17,8,"Ubxn10",0.104908,0.040967,0.044868,12,1,2,0.063581,1.02562475260464
"UBXN11",2.542304,2.361516,1.988811,2.29754366666667,75,91,67,"Ubxn11",5.276251,1.748322,4.749728,66,16,29,3.924767,0.669583691302891
"UBXN2A",4.430989,3.757657,2.42537,3.53800533333333,332,272,217,"Ubxn2a",31.379125,29.085895,35.818281,2784,666,1158,32.0944336666667,0.137122918586279
"UBXN2B",4.905064,3.937063,3.237788,4.02663833333333,319,323,238,"Ubxn2b",2.745789,2.391646,2.43248,762,165,265,2.523305,1.42668271220724
"UBXN4",41.802762,15.391393,12.073917,23.0893573333333,1142,904,706,"Ubxn4",48.955158,44.175005,50.842728,3551,770,1406,47.9909636666667,0.49171021613775
"UBXN6",57.618058,46.023988,41.219152,48.287066,1079,862,780,"Ubxn6",52.755377,51.328474,56.29971,2691,619,1020,53.461187,0.904994340281272
"UBXN7",2.767554,1.443594,2.105632,2.10559333333333,376,282,209,"Ubxn7",7.994615,7.243955,7.524856,2768,726,1119,7.58780866666667,0.361628146815567
"UBXN8",3.458041,2.29934,2.369173,2.70885133333333,26,23,19,"Ubxn8",16.374068,14.064356,12.853813,1178,227,455,14.4307456666667,0.240354640887197
"UCHL1",20.074591,23.493056,18.133272,20.566973,277,303,238,"Uchl1",18388.791943,14668.261902,17207.599067,65756,13542,24494,16754.884304,0.00128712830720916
"UCHL3",11.946563,12.799767,9.886398,11.5442426666667,160,179,133,"Uchl3",19.451835,20.02512,19.276856,565,146,219,19.5846036666667,0.609399280637109
"UCHL3",11.946563,12.799767,9.886398,11.5442426666667,160,179,133,"Uchl4",0.060378,0.354201,0,2,3,0,0.138193,11.0211911922378
"UCHL5",8.034135,8.948961,8.548086,8.510394,160,214,174,"Uchl5",54.361937,52.344513,48.425766,1553,376,568,51.7107386666667,0.180426118862459
"UCK1",29.993825,17.531863,18.882168,22.135952,442,313,317,"Uck1",29.607973,30.268791,28.995936,1288,289,504,29.6242333333333,0.755478569803652
"UCK2",24.799629,26.617862,25.075572,25.4976876666667,1030,917,826,"Uck2",43.016538,34.852936,37.3704,3432,752,1252,38.4132913333333,0.672303346669669
"UCKL1",23.064716,19.321171,13.310677,18.5655213333333,561,480,333,"Uckl1",36.752014,34.214534,39.875978,656,145,285,36.9475086666667,0.515594357068289
"UCMA",0,0,0,0,0,0,0,"Ucma",0.072248,0,0,1,0,0,0.0240826666666667,0.976483669287115
"UCN",1.96447,1.340073,1.423352,1.575965,26,15,17,"Ucn",0.17947,0,0,2,0,0,0.0598233333333333,2.43056075383633
"UCN2",0.406138,0.575732,0.63749,0.539786666666667,12,16,18,"Ucn2",0.030873,0.201107,0.19194,1,2,3,0.141306666666667,1.34914367158111
"UCN3",0,0,0,0,0,0,0,"Ucn3",0,0,0,0,0,0,0,1
"UCP1",0,0,0,0,0,0,0,"Ucp1",0,0,0,0,0,0,0,1
"UCP2",97.432058,94.258545,86.941282,92.877295,1390,1256,1175,"Ucp2",55.678765,49.343961,63.723084,1505,313,641,56.2486033333333,1.63981808348046
"UCP3",2.471849,1.531019,1.610918,1.871262,48,33,36,"Ucp3",0.28098,0.247934,0.205306,24,6,8,0.24474,2.30671626203062
"UEVLD",3.853952,2.513805,2.13408,2.83394566666667,166,123,101,"Uevld",7.31916,8.420107,8.989959,1225,276,482,8.24307533333333,0.414791130484493
"UFC1",41.76433,47.323976,41.407118,43.4984746666667,535,515,473,"Ufc1",73.830393,70.687788,64.437253,2444,556,856,69.6518113333333,0.629827796724476
"UFD1",64.24757,40.371598,40.890822,48.50333,636,484,441,"Ufd1",102.410798,95.964921,55.675106,2402,550,863,84.6836083333333,0.577745626764668
"UFL1",5.467394,3.571112,3.268252,4.10225266666667,336,240,218,"Ufl1",12.34628,11.146996,14.462271,1077,233,468,12.651849,0.373740778019642
"UFM1",6.891992,5.844658,5.209128,5.981926,287,310,242,"Ufm1",76.989885,87.457025,72.642454,2540,619,998,79.029788,0.0872415905937424
"UFSP1",0.978453,0.689028,0.865645,0.844375333333333,18,8,11,"Ufsp1",9.203588,13.07284,7.774651,189,50,64,10.0170263333333,0.167411357432536
"UFSP2",22.455022,22.145785,17.228166,20.6096576666667,241,263,188,"Ufsp2",36.597046,35.383873,32.693958,1883,436,719,34.8916256666667,0.602080771357649
"UGCG",4.042577,2.520542,1.816644,2.79325433333333,153,178,127,"Ugcg",54.405622,54.327163,51.884453,6067,1352,2196,53.5390793333333,0.0695511251693419
"UGDH",4.307165,2.464896,2.734611,3.16889066666667,124,99,109,"Ugdh",18.11498,17.918644,17.478867,956,242,351,17.837497,0.221308099832301
"UGGT1",7.179828,4.281411,3.878412,5.113217,827,512,473,"Uggt1",26.489076,30.40804,22.001875,4841,1133,1876,26.2996636666667,0.223930121434585
"UGGT2",3.738188,2.2414,2.992928,2.99083866666667,180,159,147,"Uggt2",9.146521,16.983469,10.051864,637,177,302,12.060618,0.305562774033102
"UGP2",326.199231,199.478356,179.997335,235.224974,2777,2731,1937,"Ugp2",71.635488,79.496165,75.184794,4701,1208,1918,75.4388156666667,3.09037982783677
"UGT1A1",0.044395,0,0,0.0147983333333333,3,0,0,"Ugt1a1",0.025698,0,0.059774,2,0,2,0.0284906666666667,0.986686963939391
"UGT1A10",0,0,0,0,0,0,0,"Ugt1a10",0,0,0.275401,0,0,2,0.0918003333333333,0.915918386786839
"UGT1A10",0,0,0,0,0,0,0,"Ugt1a9",0,0,0,0,0,0,0,1
"UGT1A3",0,0,0,0,0,0,0,"Ugt1a2",0.058161,0,0.100775,5,0,3,0.0529786666666667,0.949686856587155
"UGT1A3",0,0,0,0,0,0,0,"Ugt1a5",0.206014,0.22592,0.204988,18,5,7,0.212307333333333,0.824873340698536
"UGT1A4",0,0,0,0,0,0,0,"Ugt1a5",0.206014,0.22592,0.204988,18,5,7,0.212307333333333,0.824873340698536
"UGT1A4",0,0,0,0,0,0,0,"Ugt1a2",0.058161,0,0.100775,5,0,3,0.0529786666666667,0.949686856587155
"UGT1A5",0,0,0,0,0,0,0,"Ugt1a5",0.206014,0.22592,0.204988,18,5,7,0.212307333333333,0.824873340698536
"UGT1A5",0,0,0,0,0,0,0,"Ugt1a2",0.058161,0,0.100775,5,0,3,0.0529786666666667,0.949686856587155
"UGT1A6",0,0,0,0,0,0,0,"Ugt1a7c",0.425665,2.31546,0.51712,21,30,15,1.08608166666667,0.47936761823802
"UGT1A6",0,0,0,0,0,0,0,"Ugt1a6a",8.710804,9.645486,8.830566,685,170,260,9.06228533333333,0.0993810021156228
"UGT1A6",0,0,0,0,0,0,0,"Ugt1a6b",0,0,0,0,0,0,0,1
"UGT1A7",0,0,0,0,0,0,0,"Ugt1a10",0,0,0.275401,0,0,2,0.0918003333333333,0.915918386786839
"UGT1A7",0,0,0,0,0,0,0,"Ugt1a9",0,0,0,0,0,0,0,1
"UGT1A8",0,0,0,0,0,0,0,"Ugt1a9",0,0,0,0,0,0,0,1
"UGT1A8",0,0,0,0,0,0,0,"Ugt1a10",0,0,0.275401,0,0,2,0.0918003333333333,0.915918386786839
"UGT1A9",0,0,0,0,0,0,0,"Ugt1a10",0,0,0.275401,0,0,2,0.0918003333333333,0.915918386786839
"UGT1A9",0,0,0,0,0,0,0,"Ugt1a9",0,0,0,0,0,0,0,1
"UGT2A1",0.152284,0,0.146027,0.099437,1,0,1,"Ugt2a1",0,0,0,0,0,0,0,1.099437
"UGT2A2",0,0,0,0,0,0,0,"Ugt2a2",0.01013,0,0,1,0,0,0.00337666666666667,0.996634696840336
"UGT2A3",0,0.04054,0,0.0135133333333333,0,2,0,"Ugt2a3",0,0,0,0,0,0,0,1.01351333333333
"UGT3A2",0.203633,0.163419,0.044303,0.137118333333333,3,6,2,"Ugt3a2",0,0,0,0,0,0,0,1.13711833333333
"UGT3A2",0.203633,0.163419,0.044303,0.137118333333333,3,6,2,"Ugt3a1",1.386989,3.550226,5.622671,7,4,11,3.519962,0.251576967534978
"UGT8",0.089822,0.114568,0.022765,0.0757183333333333,4,7,1,"Ugt8a",10.730816,11.303376,12.946058,1602,422,757,11.6600833333333,0.0849692932510976
"UHMK1",1.431592,1.013035,0.824104,1.089577,202,154,124,"Uhmk1",105.071646,95.12507,102.446951,34344,7661,13209,100.881222333333,0.0205099325679796
"UHRF1",1.554557,1.344554,1.019302,1.30613766666667,125,111,83,"Uhrf1",0.236081,0.523475,0.295283,23,4,5,0.351613,1.70621151665948
"UHRF1BP1",2.800453,2.189092,1.669132,2.219559,575,441,334,"Uhrf1bp1",3.171393,2.070588,4.839514,889,187,327,3.36049833333333,0.738346572773219
"UHRF2",14.629832,8.574384,4.339739,9.18131833333333,329,271,187,"Uhrf2",22.788217,18.560077,21.518054,1533,384,543,20.9554493333333,0.463726256691809
"UIMC1",26.396429,24.371236,17.920954,22.8962063333333,326,282,269,"Uimc1",5.250058,4.930606,6.243599,443,98,189,5.47475433333333,3.69067382376361
"ULK1",13.661116,7.789891,6.77662,9.409209,1002,733,627,"Ulk1",41.804477,48.365867,45.341744,3313,681,1151,45.170696,0.225450554178347
"ULK2",8.49189,6.289058,3.682814,6.15458733333333,330,285,227,"Ulk2",23.647951,21.124419,23.802853,4578,1043,1859,22.8584076666667,0.299876983966924
"ULK3",14.132041,12.900719,13.459255,13.4973383333333,456,369,301,"Ulk3",15.68901,21.802413,21.552365,679,171,266,19.6812626666667,0.700989033745006
"ULK4",2.271697,1.429688,1.388962,1.69678233333333,41,32,19,"Ulk4",0.591684,1.239503,0.88365,42,11,37,0.904945666666667,1.41567414783659
"UMAD1",2.092904,2.611648,1.116472,1.94034133333333,41,45,39,"Umad1",4.060126,6.098105,4.225538,326,99,135,4.79458966666667,0.507428739993036
"UMOD",0,0,0,0,0,0,0,"Umod",0,0,0,0,0,0,0,1
"UMODL1",0,0,0,0,0,0,0,"Umodl1",0.004981,0,0,1,0,0,0.00166033333333333,0.998342418803979
"UMPS",5.942148,15.446461,4.235567,8.541392,102,84,66,"Umps",3.800057,3.292024,3.347663,545,116,188,3.47991466666667,2.12981556791558
"UNC119",15.31118,18.480141,17.593711,17.128344,312,273,229,"Unc119",44.687215,36.135207,37.880241,1732,333,595,39.5675543333333,0.446868052509254
"UNC119B",2.734122,2.321433,1.7599,2.27181833333333,260,205,159,"Unc119b",9.43181,6.999701,8.233514,1321,260,486,8.221675,0.35479653461365
"UNC13A",0.081815,0.126009,0.037546,0.08179,19,6,8,"Unc13a",57.901101,53.945359,52.502118,7803,1702,2919,54.7828593333333,0.019392874673844
"UNC13B",6.506932,3.948222,3.447906,4.63435333333333,669,477,413,"Unc13b",11.955021,8.398698,12.977818,1493,312,614,11.1105123333333,0.465244836737846
"UNC13C",0.034543,0.020871,0.012048,0.0224873333333333,8,5,3,"Unc13c",6.463541,6.309371,6.583993,2443,585,975,6.45230166666667,0.137204232875704
"UNC13D",75.530622,49.672659,91.56412,72.2558003333333,454,299,273,"Unc13d",5.279129,4.127726,4.324052,277,58,98,4.576969,13.1354146550453
"UNC45A",7.973259,6.202961,5.072816,6.41634533333333,420,306,286,"Unc45a",36.162119,36.311004,32.30368,2415,549,921,34.925601,0.206436221716467
"UNC45B",58.286556,36.321397,28.982434,41.1967956666667,5580,4241,3232,"Unc45b",1.102627,0.363762,1.728728,31,5,22,1.065039,20.4338976971702
"UNC50",12.734069,11.960714,9.633421,11.4427346666667,189,165,133,"Unc50",39.164822,39.410402,52.396636,915,222,414,43.6572866666667,0.278627198278803
"UNC5A",0.032262,0.034393,0,0.0222183333333333,2,1,0,"Unc5a",6.338869,3.94913,6.037775,545,107,212,5.44192466666667,0.158682130920086
"UNC5B",4.990861,3.870704,3.406053,4.089206,750,549,486,"Unc5b",1.713402,1.673394,1.868216,424,100,185,1.75167066666667,1.84949676632814
"UNC5C",0.286622,0.133755,0.070692,0.163689666666667,48,27,14,"Unc5c",2.846326,3.180294,2.39981,724,144,340,2.80881,0.305525785394038
"UNC5CL",1.580847,1.671085,1.690636,1.64752266666667,73,86,65,"Unc5cl",0.552072,1.389728,1.383601,9,5,8,1.108467,1.25566236828305
"UNC5D",0.019706,0.005599,0,0.008435,1,1,0,"Unc5d",0.806164,0.753404,0.644344,318,70,100,0.734637333333333,0.581352067444646
"UNC79",0.196123,0.031533,0.066464,0.09804,27,6,12,"Unc79",5.621705,3.400624,3.999082,809,166,272,4.34047033333333,0.205607358802542
"UNC80",0.550677,0.29911,0.17934,0.343042333333333,34,18,10,"Unc80",22.772338,20.562512,23.369498,9099,1923,3705,22.2347826666667,0.0578030942919084
"UNC93A",0,0.029166,0,0.009722,0,1,0,"Unc93a2",0.021608,0,0.023773,1,0,1,0.015127,0.99467554306013
"UNC93A",0,0.029166,0,0.009722,0,1,0,"Unc93a",0.052151,0,0,6,0,0,0.0173836666666667,0.992469245460005
"UNC93B1",1.54047,0.525641,0.779828,0.948646333333333,16,14,19,"Unc93b1",8.798262,9.952104,8.345133,276,71,86,9.031833,0.194246289121174
"UNCX",0,0,0,0,0,0,0,"Uncx",0,0,0,0,0,0,0,1
"UNG",6.397781,5.852869,4.677222,5.642624,268,235,187,"Ung",0.572051,0.377865,0.668613,32,5,18,0.539509666666667,4.3147660218221
"UNK",12.811396,8.229453,6.556487,9.199112,355,286,233,"Unk",4.563625,3.865843,4.795792,443,92,194,4.40842,1.88578401825302
"UNKL",32.295985,26.86342,2.734885,20.63143,196,149,105,"Unkl",16.360718,16.415794,15.855827,2162,522,781,16.2107796666667,1.25685357775483
"UPB1",0.296767,0.167331,0.214014,0.226037333333333,19,10,12,"Upb1",0.73745,1.012307,1.174228,99,31,44,0.974661666666667,0.620884759161274
"UPF1",10.962,8.703286,7.002885,8.88939033333333,937,665,597,"Upf1",10.472079,9.244148,11.079277,1986,423,848,10.265168,0.877873311195477
"UPF2",2.014357,1.426868,1.308812,1.58334566666667,218,157,141,"Upf2",7.05128,6.037554,6.427168,1276,261,448,6.505334,0.344201292929358
"UPF3A",43.037791,36.768387,29.230089,36.3454223333333,942,903,652,"Upf3a",8.428027,9.232578,10.049493,664,178,326,9.23669933333333,3.64818982342551
"UPF3B",4.69211,2.557239,2.825859,3.35840266666667,159,105,115,"Upf3b",10.998949,12.075423,11.355327,824,227,322,11.4765663333333,0.349327094508561
"UPK1A",0,0.057214,0.057967,0.0383936666666667,0,1,1,"Upk1a",0.093292,0.231212,0.192389,5,3,4,0.172297666666667,0.885776450975335
"UPK1B",0.054756,0.328718,0.381641,0.255038333333333,2,7,10,"Upk1b",0.027211,0.166908,0.069522,2,3,2,0.0878803333333333,1.15365476778849
"UPK2",0.121009,0.064067,0.062754,0.08261,2,1,1,"Upk2",0,0,0,0,0,0,0,1.08261
"UPK3A",0,0.052128,0.105242,0.0524566666666667,0,1,2,"Upk3a",0,0,0,0,0,0,0,1.05245666666667
"UPK3B",0,0.020579,0,0.00685966666666667,0,1,0,"Upk3b",0,0,0.017159,0,0,1,0.00571966666666667,1.00113351666253
"UPK3BL1",15.73325,17.544446,15.628546,16.3020806666667,414,440,389,"Upk3bl",0.155359,0,0,3,0,0,0.0517863333333333,16.4501858584079
"UPK3BL2",14.900342,12.044327,6.794723,11.246464,274,212,119,"Upk3bl",0.155359,0,0,3,0,0,0.0517863333333333,11.6434903286758
"UPP1",33.081742,31.019002,21.763466,28.6214033333333,1055,960,759,"Upp1",2.603442,2.537446,1.252917,43,9,15,2.13126833333333,9.45987382109805
"UPP2",0,0.022099,0,0.00736633333333333,0,1,0,"Upp2",33.456139,29.26772,68.192332,503,100,223,43.6387303333333,0.0225670919806851
"UPRT",5.075918,3.242019,3.671084,3.99634033333333,118,90,86,"Uprt",5.675861,4.265548,5.848343,511,95,207,5.26325066666667,0.797723195069312
"UQCC1",61.78921,35.179041,44.71758,47.2286103333333,856,686,555,"Uqcc1",317.187843,430.359129,487.928485,2727,694,1114,411.825152333333,0.116825755554718
"UQCC2",78.220763,71.367765,75.006258,74.8649286666667,556,479,469,"Uqcc2",108.114877,74.374182,86.783758,1211,207,381,89.7576056666667,0.83590711885131
"UQCC3",3.810278,2.906016,3.306515,3.34093633333333,152,110,124,"Uqcc3",18.07019,16.712023,18.00432,468,105,182,17.595511,0.233440013201753
"UQCR10",182.096019,170.56112,160.5993,171.085479666667,1859,1718,1593,"Uqcr10",215.706123,167.253914,198.148548,1826,344,644,193.702861666667,0.883836417162059
"UQCR11",367.877472,364.678905,379.362495,370.639624,1747,1645,1683,"Uqcr11",231.791116,164.575524,194.853075,2089,360,691,197.073238333333,1.87627378199661
"UQCRB",438.990679,425.998953,341.129078,402.03957,3355,3320,2698,"Uqcrb",138.752322,160.079278,150.15967,1720,488,732,149.663756666667,2.67509306097881
"UQCRC1",361.673549,342.79499,276.451059,326.973199333333,4897,4261,3561,"Uqcrc1",228.708077,198.332076,247.597693,6637,1453,2556,224.879282,1.45198442473061
"UQCRC2",586.427151,459.290471,399.133865,481.617162333333,5037,4340,3383,"Uqcrc2",134.298519,153.707163,137.132536,4931,1300,2069,141.712739333333,3.38173848100615
"UQCRFS1",38.489732,42.063871,33.511678,38.0217603333333,2322,2570,2010,"Uqcrfs1",62.001694,66.5238,64.732007,2925,766,1246,64.419167,0.596488187220931
"UQCRH",401.160119,432.861665,402.249493,412.090425666667,2822,2930,2686,"Uqcrh",367.44161,310.642638,360.911555,4291,989,1723,346.331934333333,1.1893246339688
"UQCRHL",0.209813,0.296774,0.307734,0.271440333333333,9,13,13,"Uqcrh",367.44161,310.642638,360.911555,4291,989,1723,346.331934333333,0.00366059151967621
"UQCRQ",1771.299106,1588.925902,1193.604185,1517.94306433333,2094,1669,1565,"Uqcrq",254.48555,205.533247,252.815649,1853,364,725,237.611482,6.36575847734491
"URAD",0,0,0,0,0,0,0,"Ttr",0.61958,0.583373,0.365647,26,6,6,0.522866666666667,0.656656306089393
"URAD",0,0,0,0,0,0,0,"Urah",0.100325,0,0.24035,2,0,1,0.113558333333333,0.89802210631085
"URB1",1.303994,0.957656,0.594971,0.952207,282,191,139,"Urb1",2.04652,1.247599,1.827251,413,82,156,1.70712333333333,0.721137074163596
"URB2",0.661114,0.805061,0.328003,0.598059333333333,80,66,38,"Urb2",2.759923,2.477917,2.756601,706,156,276,2.66481366666667,0.436054729840289
"URGCP",8.457621,6.543804,7.220125,7.40718333333333,561,470,394,"Urgcp",23.870062,31.321469,32.646926,2277,498,919,29.2794856666667,0.277652778712434
"URI1",30.004953,27.428386,33.478452,30.3039303333333,315,310,314,"Uri1",29.970154,19.283197,27.441069,1146,261,460,25.5648066666667,1.17839857545861
"URM1",19.196934,17.391177,15.345573,17.311228,464,409,366,"Urm1",66.759316,89.992509,60.852535,1899,389,625,72.5347866666667,0.249014498172203
"UROC1",0,0,0,0,0,0,0,"Uroc1",0.042285,0,0,6,0,0,0.014095,0.986100907705886
"UROD",49.326355,46.772147,34.082917,43.3938063333333,941,883,603,"Urod",119.514839,89.0638,127.642149,1530,365,630,112.073596,0.392609839111629
"UROS",35.134445,38.935726,32.231963,35.4340446666667,721,697,585,"Uros",37.690436,36.228663,31.259726,1111,239,420,35.0596083333333,1.01038381587154
"USB1",19.894286,14.58943,17.577736,17.3538173333333,802,658,617,"Usb1",4.949158,11.438671,4.716014,208,54,85,7.03461433333333,2.28434328915933
"USE1",11.186013,10.535436,8.285331,10.00226,172,141,114,"Use1",59.459092,53.463525,57.250484,1634,350,622,56.724367,0.190599924638411
"USF1",27.997536,21.211353,21.24569,23.4848596666667,364,299,280,"Usf1",67.593502,104.563905,56.612214,1131,271,448,76.2565403333333,0.316929279527967
"USF2",85.334601,73.217849,70.982565,76.5116716666667,949,825,812,"Usf2",70.025965,54.478131,58.817123,1443,301,589,61.107073,1.24803291996496
"USF3",0.886949,1.398334,0.748997,1.01142666666667,105,95,66,"Usf3",2.273703,1.911917,2.466114,1214,256,493,2.21724466666667,0.625201647703926
"USH1C",0.402826,0,0.196558,0.199794666666667,2,0,3,"Ush1c",0,0,0,0,0,0,0,1.19979466666667
"USH1G",0,0,0,0,0,0,0,"Ush1g",1.70963,1.388951,1.474518,238,47,83,1.52436633333333,0.396139017857815
"USH2A",0.120482,0.00986,0.012509,0.047617,10,4,5,"Ush2a",0.021688,0,0.014657,4,0,4,0.012115,1.03507704164053
"USHBP1",0.053291,0.023181,0.042451,0.039641,4,1,3,"Ushbp1",1.603333,1.676761,1.454576,187,51,71,1.57822333333333,0.40323931079154
"USO1",27.279524,12.444773,16.484248,18.7361816666667,891,787,616,"Uso1",32.291445,32.031897,30.505401,4345,1078,1690,31.609581,0.605226472142241
"USP1",3.936453,3.280548,2.254009,3.15700333333333,240,219,144,"Usp1",3.217239,3.564819,4.718185,442,121,203,3.83341433333333,0.860055241832844
"USP10",51.078037,40.164947,29.989616,40.4108666666667,609,520,402,"Usp10",38.001431,49.963445,39.166328,1551,373,582,42.377068,0.954671871014119
"USP11",59.285515,60.155539,46.652535,55.3645296666667,1517,1303,1059,"Usp11",7.387668,8.490486,6.89642,1080,284,387,7.59152466666667,6.56048045643742
"USP12",3.311616,1.871178,2.051267,2.41135366666667,180,142,154,"Usp12",50.132849,53.344008,52.769058,5364,1221,2147,52.0819716666667,0.0642657678220506
"USP13",9.719183,6.744956,5.557155,7.34043133333333,1524,1081,892,"Usp13",19.59776,15.020477,19.349321,3742,872,1571,17.989186,0.439220055737689
"USP14",10.804376,9.235746,5.896884,8.64566866666667,657,639,457,"Usp14",119.707555,131.141487,126.476927,8380,2147,3390,125.775323,0.0760847492904173
"USP15",29.720195,23.604668,16.529323,23.2847286666667,475,428,250,"Usp15",61.671374,62.834661,61.61605,5481,1320,2137,62.040695,0.385223047852925
"USP16",8.061956,7.514454,5.191647,6.92268566666667,379,417,265,"Usp16",55.714809,37.39033,52.041823,1371,319,550,48.3823206666667,0.160435669278186
"USP18",0.238795,0.615643,0.339939,0.398125666666667,9,22,12,"Usp18",1.871016,1.443873,2.008276,116,24,42,1.77438833333333,0.503940147768307
"USP19",17.306538,13.101699,13.398458,14.6022316666667,806,565,494,"Usp19",94.943551,90.096394,86.45409,6108,1436,2357,90.4980116666667,0.170519898547158
"USP2",26.468569,22.085922,18.91452,22.4896703333333,1313,1058,906,"Usp2",8.635036,7.842132,11.597185,324,97,159,9.35811766666667,2.26775473008239
"USP20",6.809977,5.662124,4.976875,5.81632533333333,236,190,160,"Usp20",105.006905,111.502393,95.400853,9874,2309,3536,103.970050333333,0.0649359061150112
"USP21",9.685026,7.675586,6.560015,7.97354233333333,214,179,144,"Usp21",10.003782,9.876981,11.076527,453,112,193,10.3190966666667,0.792779017406866
"USP22",56.80212,31.944595,32.393973,40.3802293333333,3730,2796,2427,"Usp22",72.814491,74.465283,72.554444,7828,1777,3112,73.2780726666667,0.557098856334533
"USP24",10.441631,7.47307,3.299433,7.071378,524,372,252,"Usp24",4.972766,4.032284,4.78283,1942,440,843,4.59596,1.4423580583135
"USP25",18.712156,12.94982,13.334772,14.998916,513,383,333,"Usp25",24.344525,26.887066,22.828879,3369,762,1373,24.6868233333333,0.622845253863622
"USP27X",0.568138,0.436236,0.484261,0.496211666666667,36,26,29,"Usp27x",0.603443,0.446995,0.632859,79,15,33,0.561099,0.958434837679524
"USP28",51.228843,30.267727,30.982933,37.4931676666667,1426,1121,902,"Usp28",10.466958,8.180659,10.617181,509,108,236,9.75493266666667,3.57911749517229
"USP29",0.187778,0.180449,0.200788,0.189671666666667,1,1,1,"Usp29",1.256462,1.506749,0.992117,229,50,79,1.251776,0.52832593768948
"USP3",9.042917,6.71438,5.4022,7.05316566666667,254,276,198,"Usp3",16.722475,16.962041,15.572155,540,125,217,16.4188903333333,0.462323690692046
"USP30",4.385552,3.260763,2.59134,3.41255166666667,162,124,107,"Usp30",7.64567,6.37989,7.737979,1008,226,349,7.254513,0.53456232568374
"USP31",2.000952,1.873113,1.329926,1.73466366666667,305,236,203,"Usp31",31.082122,18.825164,27.062805,10241,1982,3690,25.656697,0.102588241396399
"USP32",23.266628,21.031025,13.505686,19.2677796666667,849,548,404,"Usp32",78.846564,80.210257,87.962814,9225,2196,3661,82.3398783333333,0.243194255523171
"USP33",16.514567,11.038625,7.713515,11.755569,504,380,268,"Usp33",69.428031,81.326227,65.757547,6182,1427,2459,72.1706016666667,0.174326419483453
"USP34",38.887649,38.216117,36.339331,37.8143656666667,987,778,565,"Usp34",124.579361,183.231577,120.947142,8201,1993,3631,142.91936,0.269695235350315
"USP35",4.561295,3.484256,3.70055,3.915367,299,200,224,"Usp35",25.866102,25.885976,28.318562,2949,661,1174,26.6902133333333,0.177512789115384
