"Hs_symbol","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Hs_Avg_TPM","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","Mm_genes","DRG-S1","DRG-S7","DRG-S13","DRG-S1_read","DRG-S7_read","DRG-S13_read","Mm_Avg_TPM","FoldChange"
"ANKRD50",6.651578,2.914703,2.588795,4.051692,895,502,440,"Ankrd50",31.739425,27.443232,30.878035,4932,1034,1752,30.0202306666667,0.162851529193443
"ANKRD53",0.222525,0.057929,0.03096,0.103804666666667,2,2,1,"Ankrd53",0.117975,0.121401,0.056496,8,2,1,0.098624,1.00471559575129
"ANKRD54",14.828377,9.177841,8.358635,10.7882843333333,354,295,303,"Ankrd54",7.190078,4.939011,6.900164,313,58,123,6.34308433333333,1.60535870190424
"ANKRD55",0.210538,0,0,0.0701793333333333,3,0,0,"Ankrd55",5.705111,5.768799,5.38965,556,128,201,5.62118666666667,0.161629536699363
"ANKRD6",35.146701,21.538385,16.031337,24.2388076666667,805,637,411,"Ankrd6",7.637366,7.716635,7.652598,1441,334,537,7.66886633333333,2.9114311717576
"ANKRD60",0,0,0,0,0,0,0,"Ankrd60",0.037507,0,0,1,0,0,0.0125023333333333,0.987652044917098
"ANKRD61",0.145428,0.075585,0.152234,0.124415666666667,4,2,4,"Ankrd61",0.138625,0.219142,0.136471,9,3,3,0.164746,0.965374138796499
"ANKRD62",0.015693,0.043269,0.014831,0.0245976666666667,1,3,1,"Ccdc144b",0.058847,0.102994,0.065611,15,5,4,0.0758173333333333,0.952389996814825
"ANKRD62",0.015693,0.043269,0.014831,0.0245976666666667,1,3,1,"Ankrd26",2.776452,3.209908,4.474284,764,167,298,3.48688133333333,0.228354081721499
"ANKRD63",0.257513,0.273578,0.178952,0.236681,5,4,3,"Ankrd63",0,0,0,0,0,0,0,1.236681
"ANKRD65",0.039271,0,0.067676,0.035649,1,0,1,"Ankrd65",0.024426,0,0.083807,1,0,1,0.0360776666666667,0.999586260103409
"ANKRD66",0,0,0,0,0,0,0,"Ankrd66",0.50436,0,0.376655,24,0,7,0.293671666666667,0.772993662740288
"ANKRD9",22.642613,18.879074,17.405541,19.6424093333333,1102,877,873,"Ankrd9",5.863551,8.124627,9.92835,294,57,167,7.972176,2.30071382163405
"ANKS1A",1.724115,1.261864,1.083073,1.35635066666667,231,168,145,"Anks1",21.942334,18.968527,23.393807,2190,506,888,21.4348893333333,0.105030634725068
"ANKS3",4.776895,3.890927,3.130669,3.93283033333333,156,129,76,"Anks3",20.597733,23.598786,20.695913,919,231,330,21.6308106666667,0.217969670021542
"ANKS4B",0.01192,0.044622,0.011157,0.0225663333333333,1,4,1,"Anks4b",0.024806,0,0,4,0,0,0.00826866666666667,1.01418041355379
"ANKS6",3.703129,3.332315,2.329792,3.12174533333333,164,114,96,"Anks6",4.194916,3.464751,2.468637,422,82,113,3.37610133333333,0.941876117432991
"ANKUB1",0.096273,0.025181,0,0.0404846666666667,4,1,0,"Ankub1",0.229487,0.228108,0.214072,20,5,8,0.223889,0.850146268711188
"ANKZF1",40.905507,26.140747,26.734623,31.2602923333333,766,548,548,"Ankzf1",5.010061,5.648863,5.319581,458,113,191,5.32616833333333,5.09949951273823
"ANLN",28.922751,31.224329,20.993531,27.0468703333333,1261,971,721,"Anln",3.751712,4.164224,4.20593,398,84,145,4.040622,5.5641685358143
"ANO1",2.26695,0.365163,0.277016,0.969709666666667,17,21,3,"Ano1",3.004125,4.2571,3.886781,488,115,180,3.716002,0.417665146593803
"ANO10",5.266898,3.408325,6.818955,5.164726,136,109,116,"Ano10",24.780054,22.373631,24.899283,2279,534,823,24.017656,0.246415011862023
"ANO2",0,0,0.182112,0.060704,0,0,1,"Ano2",0.183922,0.365673,0.093087,14,2,4,0.214227333333333,0.873562940712365
"ANO3",0,0.173678,0.175119,0.116265666666667,0,1,1,"Ano3",60.107311,58.350845,62.644928,15676,3673,6226,60.3676946666667,0.0181897930618044
"ANO4",3.44021,2.043154,2.221403,2.56825566666667,123,74,76,"Ano4",28.859483,29.319997,30.47513,1981,532,829,29.5515366666667,0.116794638043847
"ANO5",3.103787,2.460192,1.705148,2.42304233333333,365,314,214,"Ano5",0.242032,0.147648,0.230019,54,6,24,0.206566333333333,2.83701130950391
"ANO6",9.222496,7.078164,6.349379,7.550013,1093,848,765,"Ano6",21.01341,18.490901,18.969206,4207,909,1497,19.4911723333333,0.417253481690335
"ANO7",0.728302,0.183498,0.18718,0.366326666666667,18,8,7,"Ano7",0.357516,0.360415,0.376501,14,5,9,0.364810666666667,1.00111077678174
"ANO8",3.045515,1.997394,1.605273,2.21606066666667,278,152,125,"Ano8",13.935182,14.818824,16.516615,1770,451,907,15.090207,0.199876898206882
"ANO9",3.559602,0.180449,3.752525,2.49752533333333,4,2,4,"Ano9",0.035911,0,0.020568,1,0,1,0.0188263333333333,3.43289647990384
"ANP32A",122.515278,105.984803,87.194394,105.231491666667,1505,1331,1161,"Anp32a",95.900246,99.294846,84.083083,1748,413,627,93.092725,1.12900855689605
"ANP32B",32.82155,44.312431,26.532828,34.555603,700,759,591,"Anp32b",27.877814,30.480681,27.12668,1647,435,667,28.4950583333333,1.20547661232517
"ANP32D",0,0,0,0,0,0,0,"Anp32a",95.900246,99.294846,84.083083,1748,413,627,93.092725,0.0106278142119914
"ANP32E",20.914777,18.584768,15.528145,18.3425633333333,448,408,374,"Anp32e",44.848911,47.022952,33.748468,2745,728,1099,41.8734436666667,0.451154880016597
"ANPEP",0.208383,1.046057,0.295378,0.516606,10,13,6,"Anpep",0.756507,0.86773,1.301309,89,27,44,0.975182,0.767831015065953
"ANTKMT",11.565356,18.224164,11.185909,13.6584763333333,105,124,91,"Antkmt",34.709543,24.427465,35.140299,910,182,367,31.425769,0.452062565835627
"ANTXR1",22.8584,18.566092,12.725822,18.0501046666667,1960,1417,1067,"Antxr1",4.451808,4.504475,5.056467,896,214,389,4.67091666666667,3.35926372867408
"ANTXR2",33.036799,26.118841,19.421779,26.192473,1260,1087,802,"Antxr2",16.519445,18.509462,18.717825,2174,484,901,17.9155773333333,1.43757034325783
"ANTXRL",0,0,0,0,0,0,0,"Antxrl",0.139684,0,0,4,0,0,0.0465613333333333,0.955510172361295
"ANTXRL",0,0,0,0,0,0,0,"Gm30083",0.012769,0.220954,0.032678,1,1,1,0.0888003333333333,0.918442040643509
"ANXA1",19.462143,17.374066,15.769809,17.5353393333333,446,417,365,"Anxa1",9.354079,30.728082,5.319915,132,59,64,15.1340253333333,1.14883539292819
"ANXA10",0.075283,0.180449,0.446427,0.234053,1,1,6,"Anxa10",0.046705,0,0,3,0,0,0.0155683333333333,1.21513536755282
"ANXA11",169.940334,164.691984,164.871935,166.501417666667,2131,1814,1686,"Anxa11",27.071255,25.823164,23.754577,2656,614,909,25.5496653333333,6.3089841458893
"ANXA13",0.102303,0.026212,0.053206,0.0605736666666667,4,1,2,"Anxa13",0.01663,0,0,1,0,0,0.00554333333333333,1.05472696353215
"ANXA2",200.133588,144.107558,103.378406,149.206517333333,3014,2617,2062,"Anxa2",909.124165,1109.588431,904.856313,38137,8976,14482,974.522969666667,0.153975377314445
"ANXA3",69.198769,56.887992,47.584326,57.8903623333333,651,595,546,"Anxa3",9.7404,9.780087,7.570152,167,44,60,9.030213,5.87129728285265
"ANXA4",16.568406,14.514656,11.48517,14.1894106666667,305,277,235,"Anxa4",8.771452,10.346332,11.619254,489,128,240,10.2456793333333,1.35068858149314
"ANXA5",109.054183,96.209045,63.7275,89.663576,1542,1449,1092,"Anxa5",1216.809254,1264.292899,1119.453427,33610,7916,12198,1200.18519333333,0.0754784328871098
"ANXA6",286.648914,208.932352,162.321835,219.301033666667,6090,4799,3914,"Anxa6",218.90424,220.974535,212.054919,22306,5466,8406,217.311231333333,1.00911452114113
"ANXA7",25.571052,21.972149,18.995233,22.179478,891,789,688,"Anxa7",119.484919,143.28434,120.543299,9372,2227,3683,127.770852666667,0.180005626428536
"ANXA8",0.716604,0.270974,0.637853,0.541810333333333,20,9,22,"Anxa8",0.08146,0.279696,0.069593,6,5,2,0.143583,1.34822774851789
"ANXA8L1",0.137594,0.419856,0.259013,0.272154333333333,5,14,9,"Anxa8",0.08146,0.279696,0.069593,6,5,2,0.143583,1.11242851050893
"ANXA9",2.46819,2.425909,0.899367,1.93115533333333,76,71,26,"Anxa9",0.767383,0.533637,1.195547,39,9,17,0.832189,1.599810572672
"AOAH",0,0.11578,0,0.0385933333333333,0,1,0,"Aoah",0.169971,0.138186,0.214943,16,3,10,0.174366666666667,0.88438591013596
"AOC1",0.332072,0.062924,0.190656,0.195217333333333,8,1,3,"Doxl1",0,0,0,0,0,0,0,1.19521733333333
"AOC1",0.332072,0.062924,0.190656,0.195217333333333,8,1,3,"Aoc1",0.02722,0,0,3,0,0,0.00907333333333333,1.1844702400222
"AOC1",0.332072,0.062924,0.190656,0.195217333333333,8,1,3,"Doxl2",0,0,0,0,0,0,0,1.19521733333333
"AOC1",0.332072,0.062924,0.190656,0.195217333333333,8,1,3,"Svs1",0,0,0,0,0,0,0,1.19521733333333
"AOC2",0.373945,0.292057,0.212295,0.292765666666667,21,16,11,"Aoc2",0.58922,0.545708,0.784781,62,14,32,0.639903,0.788318374115217
"AOC3",0.294647,0.104284,0.126597,0.175176,11,6,6,"Aoc3",0.343881,0.249237,0.279413,61,11,21,0.290843666666667,0.910393745072667
"AOPEP",40.366246,38.864965,31.576864,36.936025,740,679,521,"Aopep",97.630532,126.64477,101.700512,2466,628,981,108.658604666667,0.345946632417178
"AOX1",0.348225,0,0,0.116075,3,0,0,"Aox1",14.88159,13.5457,15.437785,2878,648,1171,14.6216916666667,0.071443927060823
"AP1AR",3.356196,1.141536,1.54436,2.01403066666667,64,47,36,"Ap1ar",359.653139,311.033603,536.568297,6781,1589,2685,402.418346333333,0.00747122854986931
"AP1B1",16.68053,10.839774,9.493605,12.3379696666667,1278,914,793,"Ap1b1",100.696445,103.1198,119.520619,7130,1610,2643,107.778954666667,0.122615350621253
"AP1G1",10.3588,6.569457,4.808633,7.24563,531,455,332,"Ap1g1",29.818605,32.076338,29.659052,5604,1407,2266,30.5179983333333,0.261616550416511
"AP1G2",23.04734,16.712632,18.11303,19.2910006666667,206,150,143,"Ap1g2",4.001502,2.754976,5.520046,130,27,56,4.09217466666667,3.98474168600134
"AP1M1",57.825969,33.448154,37.884548,43.0528903333333,871,725,584,"Ap1m1",70.946478,68.468697,79.0773,4650,1106,1885,72.830825,0.596673412945519
"AP1M2",0,0,0,0,0,0,0,"Ap1m2",0.170283,0.623776,0.227056,8,5,7,0.340371666666667,0.746061726660391
"AP1S1",55.964742,21.691524,6.503989,28.0534183333333,119,123,102,"Ap1s1",128.31237,143.891503,118.570758,3303,722,1157,130.258210333333,0.22134553152562
"AP1S2",20.710874,20.330206,15.323302,18.7881273333333,468,600,415,"Ap1s2",79.786191,73.09459,84.630395,5538,1310,2350,79.170392,0.246825877230753
"AP1S3",0.505491,0.332214,0.519339,0.452348,19,11,19,"Ap1s3",2.174507,2.521286,2.72582,218,71,105,2.473871,0.418077700640006
"AP2A1",35.821548,29.129068,27.131848,30.6941546666667,1438,1040,927,"Ap2a1",113.630775,98.54021,133.267364,8936,1870,3358,115.146116333333,0.272881742990924
"AP2A2",81.520647,43.690188,43.619465,56.2767666666667,845,662,542,"Ap2a2",66.485593,58.151018,60.41472,13127,2798,4697,61.683777,0.913741472002663
"AP2B1",95.019603,42.554469,37.791779,58.4552836666667,2575,1985,1737,"Ap2b1",77.35445,65.483444,83.01827,15520,3524,5953,75.285388,0.779379711179639
"AP2M1",404.950085,366.597377,292.131011,354.559491,4957,4206,3606,"Ap2m1",1108.198791,1459.761154,1054.192051,20447,4658,7500,1207.38399866667,0.294243792860817
"AP2S1",229.357091,231.760256,175.809241,212.308862666667,833,747,591,"Ap2s1",389.611335,353.587079,336.663621,3884,845,1473,359.954011666667,0.590958559185243
"AP3B1",11.692746,16.261176,10.099859,12.6845936666667,467,387,286,"Ap3b1",9.232919,10.967072,12.40224,889,221,338,10.8674103333333,1.15312383091947
"AP3B2",0.039212,0.367848,0.376281,0.261113666666667,3,4,3,"Ap3b2",66.363762,70.262492,59.37432,6890,1610,2533,65.3335246666667,0.0190117089813017
"AP3D1",29.453795,22.744846,23.929439,25.3760266666667,1541,1108,991,"Ap3d1",99.372827,89.765106,96.528742,7736,1743,2872,95.222225,0.274115742664095
"AP3M1",9.707842,7.856178,6.634624,8.06621466666667,687,644,466,"Ap3m1",83.732264,74.713766,86.226266,4568,1053,1726,81.557432,0.109817062462246
"AP3M2",9.865429,2.114707,8.168215,6.716117,164,117,154,"Ap3m2",9.045906,8.717064,9.177878,1219,298,482,8.98028266666667,0.773136118255569
"AP3S1",19.334626,36.105772,21.223643,25.5546803333333,116,174,123,"Ap3s1",66.967772,60.321142,69.913877,2851,591,1089,65.7342636666667,0.397916735336622
"AP3S2",44.572032,27.760803,19.239253,30.5240293333333,828,620,542,"Ap3s2",50.990797,57.251548,54.257138,7701,1737,2982,54.1664943333333,0.571434340976159
"AP4B1",9.726398,7.420467,9.993992,9.04695233333333,203,193,173,"Ap4b1",12.93163,16.471788,13.209723,968,266,377,14.2043803333333,0.660793278849181
"AP4E1",2.576169,2.001504,1.831888,2.13652033333333,270,236,197,"Ap4e1",5.666135,5.34965,5.582498,727,164,281,5.532761,0.480121702498122
"AP4M1",18.104862,14.201434,12.706739,15.004345,234,169,161,"Ap4m1",10.827692,12.044562,11.837499,884,232,335,11.5699176666667,1.27322592115626
"AP4S1",2.494038,2.185802,2.203519,2.294453,84,80,55,"Ap4s1",19.268299,14.647265,20.263195,611,108,264,18.0595863333333,0.172850183754425
"AP5B1",1.566295,1.627073,1.317282,1.50355,250,239,195,"Ap5b1",3.593721,3.181643,4.22375,378,62,147,3.66637133333333,0.536508953352333
"AP5M1",21.105316,17.712227,11.499942,16.772495,524,474,299,"Ap5m1",11.89319,9.181439,14.785545,1162,298,481,11.9533913333333,1.37203412933766
"AP5S1",4.18929,4.240729,2.003161,3.47772666666667,175,150,88,"Ap5s1",26.936475,37.623659,14.016359,413,90,130,26.1921643333333,0.16466974131874
"AP5Z1",8.179816,6.442399,5.537248,6.719821,238,197,146,"Ap5z1",7.793382,5.799749,8.755115,963,191,356,7.44941533333333,0.913651500778397
"APBA1",0.088762,0.068349,0.007085,0.054732,13,9,1,"Apba1",87.537513,75.827366,79.413046,21856,4767,8177,80.925975,0.0128742074781533
"APBA2",0.533957,0.516353,0.565298,0.538536,38,29,34,"Apba2",37.859714,27.890635,33.627895,2603,567,895,33.1260813333333,0.0450838754374416
"APBA3",9.238476,6.348212,4.109461,6.565383,136,115,109,"Apba3",19.891903,22.047163,18.69249,506,104,176,20.2105186666667,0.356680716718604
"APBB1",35.377631,25.854805,21.619555,27.6173303333333,1000,741,672,"Apbb1",197.247208,154.585586,165.902805,9642,2070,3339,172.578533,0.164866759954316
"APBB1IP",0,0,0,0,0,0,0,"Apbb1ip",0.179439,0.30367,0.156358,20,8,7,0.213155666666667,0.824296524738375
"APBB2",2.691419,0.438198,0.734217,1.28794466666667,71,34,42,"Apbb2",48.846776,47.483314,60.268454,3077,746,1203,52.1995146666667,0.0430068710401268
"APBB3",9.519,8.05588,5.500012,7.69163066666667,226,175,160,"Apbb3",466.374333,417.745622,479.872259,1826,435,771,454.664071333333,0.0190746455853625
"APC",1.646314,0.564675,0.573056,0.928015,272,125,124,"Apc",39.539953,38.052165,43.798639,14006,3240,5941,40.4635856666667,0.0464989934903282
"APC2",0.393636,0.433343,0.06082,0.295933,26,27,6,"Apc2",25.196745,25.005767,26.532012,7772,1856,3071,25.5781746666667,0.0487592927751096
"APCDD1",4.07354,1.673945,2.964738,2.90407433333333,102,83,89,"Apcdd1",1.855353,1.710686,2.06988,284,65,120,1.87863966666667,1.35622196085906
"APCS",0,0,0,0,0,0,0,"Apcs",0,0,0,0,0,0,0,1
"APEH",63.677693,51.944624,45.34096,53.6544256666667,1191,912,814,"Apeh",34.879475,28.919441,32.881895,1249,289,479,32.226937,1.6448830557769
"APEX1",90.824604,73.286298,69.853759,77.9882203333333,1035,875,767,"Apex1",21.119227,26.829544,19.070592,822,230,322,22.3397876666667,3.38427330451435
"APEX2",3.013382,2.725671,3.015684,2.91824566666667,157,145,134,"Apex2",2.862513,2.320061,2.431428,200,50,94,2.53800066666667,1.10747454164791
"APH1A",21.437622,15.53981,16.675809,17.8844136666667,705,585,538,"Aph1a",28.306114,39.053042,45.120027,1264,299,453,37.493061,0.490592672447293
"APH1B",1.431199,1.765769,1.173857,1.45694166666667,63,42,54,"Aph1c",1.863594,1.908268,1.571574,231,55,94,1.78114533333333,0.883428002563932
"APH1B",1.431199,1.765769,1.173857,1.45694166666667,63,42,54,"Aph1b",8.179227,7.995539,6.859966,1518,357,555,7.678244,0.283115071052009
"API5",18.616222,14.514637,14.887627,16.006162,582,521,470,"Api5",21.50738,19.543674,20.522067,3214,737,1236,20.5243736666667,0.790088588098444
"APIP",5.992523,6.490849,6.847675,6.44368233333333,117,122,126,"Apip",48.042076,31.347598,40.496719,395,101,149,39.962131,0.181721071428958
"APLF",0.803982,0.557439,0.727171,0.696197333333333,24,26,33,"Aplf",2.834775,3.156878,3.206375,253,68,129,3.06600933333333,0.417165135216938
"APLN",1.926722,0.950634,1.327471,1.401609,131,61,85,"Apln",0.418477,0.553498,0.3741,53,17,19,0.448691666666667,1.65777788004119
"APLNR",0.313457,0.184917,0.386352,0.294908666666667,25,14,29,"Aplnr",0.698273,0.264351,0.230751,39,10,14,0.397791666666667,0.926396041374788
"APLP1",46.369754,45.66327,38.559164,43.5307293333333,323,295,260,"Aplp1",125.825216,130.625783,122.336076,7001,1549,2411,126.262358333333,0.349912809384655
"APLP2",165.145318,93.693283,69.521531,109.453377333333,6556,4923,4198,"Aplp2",257.45157,279.030631,242.404232,27296,6345,10488,259.628811,0.423795730447212
"APMAP",9.512968,9.611259,8.111028,9.07841833333333,433,412,347,"Apmap",23.29553,30.834878,24.298455,1849,494,782,26.1429543333333,0.371308819576665
"APOA1",19.807304,21.269468,16.3713,19.1493573333333,323,316,246,"Apoa1",0,0,0,0,0,0,0,20.1493573333333
"APOA2",4.960471,4.242126,0,3.06753233333333,3,5,0,"Apoa2",0.9597,0.879022,1.090279,10,2,4,0.976333666666667,2.0581202465643
"APOA4",0,0,0.035963,0.0119876666666667,0,0,1,"Apoa4",0,0,0,0,0,0,0,1.01198766666667
"APOA5",0,0,0,0,0,0,0,"Apoa5",0,0,0,0,0,0,0,1
"APOB",0.008783,0,0.010141,0.006308,2,0,3,"Apob",0.017353,0,0,10,0,0,0.00578433333333333,1.00052065502445
"APOBEC1",0,0,0,0,0,0,0,"Apobec1",2.871868,1.55579,1.470325,106,26,37,1.96599433333333,0.33715506087166
"APOBEC2",112.765282,104.712997,93.119096,103.532458333333,2366,2094,1835,"Apobec2",0.451438,0.310465,0.966955,24,4,20,0.576286,66.3156675459487
"APOBEC3H",0.538909,0.205492,0.51155,0.418650333333333,2,1,1,"Apobec3",1.476093,2.465631,1.263819,97,20,37,1.735181,0.518667807846476
"APOBEC4",0.019527,0.037572,0.019133,0.0254106666666667,1,2,1,"Apobec4",0,0,0,0,0,0,0,1.02541066666667
"APOBR",0,0,0,0,0,0,0,"Apobr",0.320468,0.601812,0.789225,25,11,15,0.570501666666667,0.636739216025453
"APOC1",6.347991,0.334572,5.241534,3.974699,5,2,4,"Apoc1",4.693902,3.474253,2.787991,37,7,9,3.65204866666667,1.0693566117752
"APOC2",0.122203,0.072588,0.088024,0.0942716666666667,2,1,1,"Apoc2",0.068537,0,0,1,0,0,0.0228456666666667,1.06983067175009
"APOC2",0.122203,0.072588,0.088024,0.0942716666666667,2,1,1,"Gm44805",0,0,0,0,0,0,0,1.09427166666667
"APOC3",0,0,0,0,0,0,0,"Apoc3",0,0,0,0,0,0,0,1
"APOC4",0,0,0.446354,0.148784666666667,0,0,1,"Apoc4",0.193413,0.368018,0.184175,16,7,6,0.248535333333333,0.920105852030352
"APOD",0,0,0,0,0,0,0,"Apod",432.42481,608.769089,434.95424,12084,3349,4686,492.049379666667,0.00202819441873361
"APOE",132.106717,118.509612,118.662204,123.092844333333,2640,2138,2235,"Apoe",2023.131399,2334.09484,1920.180127,45420,11037,19154,2092.46878866667,0.0592761855371955
"APOH",0.096152,0.048587,0,0.0482463333333333,1,1,0,"Apoh",2.177305,1.858747,1.990765,71,19,24,2.008939,0.348377395930371
"APOL1",0.581492,0.240299,0.483601,0.435130666666667,23,14,21,"Apol10a",0.009637,0.033161,0.020679,1,1,1,0.021159,1.40539393636708
"APOL1",0.581492,0.240299,0.483601,0.435130666666667,23,14,21,"Apol10b",0.075958,0.088658,0.166044,7,2,6,0.11022,1.29265430875562
"APOL1",0.581492,0.240299,0.483601,0.435130666666667,23,14,21,"Apol9a",0.836317,0.272706,0.236158,21,5,6,0.448393666666667,0.990842959131047
"APOL1",0.581492,0.240299,0.483601,0.435130666666667,23,14,21,"Apol8",1.151134,3.030207,3.420965,86,31,46,2.534102,0.406080714893534
"APOL1",0.581492,0.240299,0.483601,0.435130666666667,23,14,21,"Apol7b",2e-06,1e-06,5e-06,0,0,0,2.66666666666667e-06,1.43512683966176
"APOL1",0.581492,0.240299,0.483601,0.435130666666667,23,14,21,"Apol11a",0,0,0.035376,0,0,1,0.011792,1.41840483683076
"APOL1",0.581492,0.240299,0.483601,0.435130666666667,23,14,21,"Apol9b",0.380713,0.398521,0.736947,17,3,10,0.505393666666667,0.953325829943486
"APOL1",0.581492,0.240299,0.483601,0.435130666666667,23,14,21,"Apol11b",0.045792,0.054459,0.033969,4,1,1,0.04474,1.37367255648933
"APOL1",0.581492,0.240299,0.483601,0.435130666666667,23,14,21,"Apol7a",0.011059,0,0,1,0,0,0.00368633333333333,1.42985972709269
"APOL1",0.581492,0.240299,0.483601,0.435130666666667,23,14,21,"Apol7e",0.286851,0.235364,0.23465,25,5,8,0.252288333333333,1.1460065772925
"APOL1",0.581492,0.240299,0.483601,0.435130666666667,23,14,21,"Apol7c",0.012276,0,0,1,0,0,0.004092,1.42928204454041
"APOL2",18.620399,11.460949,12.193868,14.0917386666667,701,515,493,"Apol7c",0.012276,0,0,1,0,0,0.004092,15.0302349452706
"APOL2",18.620399,11.460949,12.193868,14.0917386666667,701,515,493,"Apol7b",2e-06,1e-06,5e-06,0,0,0,2.66666666666667e-06,15.0916984221375
"APOL2",18.620399,11.460949,12.193868,14.0917386666667,701,515,493,"Apol9b",0.380713,0.398521,0.736947,17,3,10,0.505393666666667,10.0251110396151
"APOL2",18.620399,11.460949,12.193868,14.0917386666667,701,515,493,"Apol7e",0.286851,0.235364,0.23465,25,5,8,0.252288333333333,12.0513289671042
"APOL2",18.620399,11.460949,12.193868,14.0917386666667,701,515,493,"Apol7a",0.011059,0,0,1,0,0,0.00368633333333333,15.0363098165795
"APOL2",18.620399,11.460949,12.193868,14.0917386666667,701,515,493,"Apol10a",0.009637,0.033161,0.020679,1,1,1,0.021159,14.7790291880762
"APOL2",18.620399,11.460949,12.193868,14.0917386666667,701,515,493,"Apol10b",0.075958,0.088658,0.166044,7,2,6,0.11022,13.5934667603418
"APOL2",18.620399,11.460949,12.193868,14.0917386666667,701,515,493,"Apol8",1.151134,3.030207,3.420965,86,31,46,2.534102,4.27031779690192
"APOL2",18.620399,11.460949,12.193868,14.0917386666667,701,515,493,"Apol11a",0,0,0.035376,0,0,1,0.011792,14.9158509522379
"APOL2",18.620399,11.460949,12.193868,14.0917386666667,701,515,493,"Apol9a",0.836317,0.272706,0.236158,21,5,6,0.448393666666667,10.4196386755811
"APOL2",18.620399,11.460949,12.193868,14.0917386666667,701,515,493,"Apol11b",0.045792,0.054459,0.033969,4,1,1,0.04474,14.4454492664842
"APOL3",0.916652,0.577373,1.277223,0.923749333333333,18,14,14,"Apol7c",0.012276,0,0,1,0,0,0.004092,1.91590943193784
"APOL3",0.916652,0.577373,1.277223,0.923749333333333,18,14,14,"Apol9b",0.380713,0.398521,0.736947,17,3,10,0.505393666666667,1.27790449497042
"APOL3",0.916652,0.577373,1.277223,0.923749333333333,18,14,14,"Apol8",1.151134,3.030207,3.420965,86,31,46,2.534102,0.544338939094948
"APOL3",0.916652,0.577373,1.277223,0.923749333333333,18,14,14,"Apol11b",0.045792,0.054459,0.033969,4,1,1,0.04474,1.84136659200694
"APOL3",0.916652,0.577373,1.277223,0.923749333333333,18,14,14,"Apol7b",2e-06,1e-06,5e-06,0,0,0,2.66666666666667e-06,1.92374420334879
"APOL3",0.916652,0.577373,1.277223,0.923749333333333,18,14,14,"Apol10b",0.075958,0.088658,0.166044,7,2,6,0.11022,1.73276407678959
"APOL3",0.916652,0.577373,1.277223,0.923749333333333,18,14,14,"Apol11a",0,0,0.035376,0,0,1,0.011792,1.9013288633764
"APOL3",0.916652,0.577373,1.277223,0.923749333333333,18,14,14,"Apol7e",0.286851,0.235364,0.23465,25,5,8,0.252288333333333,1.53618721992938
"APOL3",0.916652,0.577373,1.277223,0.923749333333333,18,14,14,"Apol9a",0.836317,0.272706,0.236158,21,5,6,0.448393666666667,1.32819507403719
"APOL3",0.916652,0.577373,1.277223,0.923749333333333,18,14,14,"Apol10a",0.009637,0.033161,0.020679,1,1,1,0.021159,1.88388814409248
"APOL3",0.916652,0.577373,1.277223,0.923749333333333,18,14,14,"Apol7a",0.011059,0,0,1,0,0,0.00368633333333333,1.91668379795946
"APOL4",0.243683,0.306162,0.301008,0.283617666666667,10,6,12,"Apol11a",0,0,0.035376,0,0,1,0.011792,1.26865765559193
"APOL4",0.243683,0.306162,0.301008,0.283617666666667,10,6,12,"Apol7a",0.011059,0,0,1,0,0,0.00368633333333333,1.27890320315876
"APOL4",0.243683,0.306162,0.301008,0.283617666666667,10,6,12,"Apol10b",0.075958,0.088658,0.166044,7,2,6,0.11022,1.15618315889343
"APOL4",0.243683,0.306162,0.301008,0.283617666666667,10,6,12,"Apol7b",2e-06,1e-06,5e-06,0,0,0,2.66666666666667e-06,1.28361424369535
"APOL4",0.243683,0.306162,0.301008,0.283617666666667,10,6,12,"Apol7c",0.012276,0,0,1,0,0,0.004092,1.27838650907155
"APOL4",0.243683,0.306162,0.301008,0.283617666666667,10,6,12,"Apol7e",0.286851,0.235364,0.23465,25,5,8,0.252288333333333,1.02501766765641
"APOL4",0.243683,0.306162,0.301008,0.283617666666667,10,6,12,"Apol11b",0.045792,0.054459,0.033969,4,1,1,0.04474,1.22864795706747
"APOL4",0.243683,0.306162,0.301008,0.283617666666667,10,6,12,"Apol9b",0.380713,0.398521,0.736947,17,3,10,0.505393666666667,0.852679066671597
"APOL4",0.243683,0.306162,0.301008,0.283617666666667,10,6,12,"Apol10a",0.009637,0.033161,0.020679,1,1,1,0.021159,1.25702037260276
"APOL4",0.243683,0.306162,0.301008,0.283617666666667,10,6,12,"Apol9a",0.836317,0.272706,0.236158,21,5,6,0.448393666666667,0.886235348999271
"APOL4",0.243683,0.306162,0.301008,0.283617666666667,10,6,12,"Apol8",1.151134,3.030207,3.420965,86,31,46,2.534102,0.363209003777103
"APOL6",0.19622,0.09761,0.162521,0.152117,37,19,31,"Apol6",0.059084,0,0.06833,5,0,2,0.0424713333333333,1.10517859164153
"APOLD1",0.584159,0.902374,0.385983,0.624172,54,44,35,"Apold1",0.294905,0.400994,0.471042,42,14,27,0.388980333333333,1.1693268515201
"APOM",1.97502,1.570779,1.233079,1.59295933333333,22,17,13,"Apom",0,0,0,0,0,0,0,2.59295933333333
