"Hs_symbol","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Hs_Avg_TPM","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","Mm_genes","Spinal_Cord-S2","Spinal_Cord-S14","Spinal_Cord-S8","Spinal_Cord-S2_read","Spinal_Cord-S14_read","Spinal_Cord-S8_read","Mm_Avg_TPM","FoldChange"
"SNORA16A",4.579045,0,0,1.52634833333333,1,0,0,"Snora16a",3.882566,0,0,0,0,0,1.29418866666667,1.10119467070857
"SNORA16A",4.579045,0,0,1.52634833333333,1,0,0,"Gm23454",0,0,0,0,0,0,0,2.52634833333333
"SNORA16A",4.579045,0,0,1.52634833333333,1,0,0,"Gm24896",0,0,0,0,0,0,0,2.52634833333333
"SNORA16B",0,0,0,0,0,0,0,"Gm23454",0,0,0,0,0,0,0,1
"SNORA16B",0,0,0,0,0,0,0,"Gm24896",0,0,0,0,0,0,0,1
"SNORA16B",0,0,0,0,0,0,0,"Snora16a",3.882566,0,0,0,0,0,1.29418866666667,0.435883942122749
"SNORA17A",10.983108,0,0,3.661036,1,0,0,"Gm22266",0,0,0,0,0,0,0,4.661036
"SNORA17B",8.480845,3.367944,6.989733,6.27950733333333,1,0,1,"Snora43",17.183649,17.094606,54.623113,2,3,2,29.6337893333333,0.237629999153005
"SNORA21",0,0,54.36619,18.1220633333333,0,0,6,"Snora21",0,5.698202,0,0,1,0,1.89940066666667,6.5951779459709
"SNORA22",17.411253,0,0,5.803751,2,0,0,"Gm23245",0,0,0,0,0,0,0,6.803751
"SNORA22B",0,0,0,0,0,0,0,"Gm23245",0,0,0,0,0,0,0,1
"SNORA22C",0,0,0,0,0,0,0,"Gm23245",0,0,0,0,0,0,0,1
"SNORA23",5.441016,0,11.38198,5.60766533333333,1,0,2,"Snora23",16.109671,14.245505,0,3,4,0,10.118392,0.594300446803219
"SNORA24",0,0,8.589473,2.86315766666667,0,0,1,"Snora24",0,5.121502,0,0,1,0,1.70716733333333,1.42701103810601
"SNORA24B",0,0,0,0,0,0,0,"Gm24918",0,0,0,0,0,0,0,1
"SNORA24B",0,0,0,0,0,0,0,"Gm26458",0,0,0,0,0,0,0,1
"SNORA24B",0,0,0,0,0,0,0,"Gm24172",0,0,0,0,0,0,0,1
"SNORA28",8.705626,0,0,2.90187533333333,1,0,0,"Snora28",22.299656,9.211137,0,3,2,0,10.5035976666667,0.339187395664887
"SNORA31",68.586393,70.793102,45.52792,61.635805,8,8,5,"Gm24165",0,5.698202,0,0,1,0,1.89940066666667,21.6030180720107
"SNORA31",68.586393,70.793102,45.52792,61.635805,8,8,5,"Gm24240",0,0,0,0,0,0,0,62.635805
"SNORA31",68.586393,70.793102,45.52792,61.635805,8,8,5,"Snora31",42.959122,28.491009,0,5,5,0,23.8167103333333,2.52393666036666
"SNORA33",34.822505,45.112302,45.52792,41.820909,4,5,5,"Snora33",7.960241,0,0,1,0,0,2.65341366666667,11.7207940044384
"SNORA35",0,0,0,0,0,0,0,"Snora35",0,0,0,0,0,0,0,1
"SNORA35B",0,0,0,0,0,0,0,"Gm25107",17.183649,11.396404,0,2,2,0,9.52668433333333,0.0949966740081152
"SNORA38",8.705626,9.02246,0,5.909362,1,1,0,"Gm23442",8.591824,17.094606,0,1,3,0,8.56214333333333,0.722574611061746
"SNORA38",8.705626,9.02246,0,5.909362,1,1,0,"Gm24143",0,0,0,0,0,0,0,6.909362
"SNORA38B",0,0,9.105584,3.03519466666667,0,0,1,"Gm25388",0,0,0,0,0,0,0,4.03519466666667
"SNORA3A",41.910207,5.82375,7.596428,18.4434616666667,5,1,1,"Snora3",0,5.212061,0,0,1,0,1.73735366666667,7.10301409110332
"SNORA41",5.769493,26.534683,0,10.7680586666667,1,3,0,"Snora41",8.591824,28.491009,0,1,5,0,12.3609443333333,0.880780457808459
"SNORA41",5.769493,26.534683,0,10.7680586666667,1,3,0,"Gm23723",0,0,0,0,0,0,0,11.7680586666667
"SNORA41B",0,0,0,0,0,0,0,"Gm25409",0,0,0,0,0,0,0,1
"SNORA44",0,0,0,0,0,0,0,"Snora44",0,0,25.592338,0,0,1,8.53077933333333,0.104923214044266
"SNORA46",0,0,0,0,0,0,0,"Gm26493",42.959122,0,0,5,0,0,14.3197073333333,0.0652753984290649
"SNORA47",0,9.02246,0,3.00748666666667,0,1,0,"Snora47",8.591824,0,0,1,0,0,2.86394133333333,1.03714997743237
"SNORA50A",0,0,8.458466,2.81948866666667,0,0,1,"Gm26265",3.997666,0,0,0,0,0,1.33255533333333,1.63746969346636
"SNORA50A",0,0,8.458466,2.81948866666667,0,0,1,"Gm26265",3.997666,0,0,0,0,0,1.33255533333333,1.63746969346636
"SNORA50C",0,0,0,0,0,0,0,"Gm22711",0,0,0,0,0,0,0,1
"SNORA52",8.136264,16.395825,9.105584,11.2125576666667,1,2,1,"Snora52",13.942204,0,0,2,0,0,4.64740133333333,2.16250925794542
"SNORA53",0,4.51123,0,1.50374333333333,0,2,0,"Gm24119",20.349058,23.992429,35.936259,9,16,5,26.7592486666667,0.0901949243438937
"SNORA54",0,18.044921,0,6.01497366666667,0,2,0,"Gm23297",8.591824,5.698202,0,1,1,0,4.763342,1.21717115983516
"SNORA55",52.233758,0,72.844672,41.69281,6,0,8,"Gm22154",0,5.698202,0,0,1,0,1.89940066666667,14.724701725713
"SNORA55",52.233758,0,72.844672,41.69281,6,0,8,"Gm23974",0,0,0,0,0,0,0,42.69281
"SNORA58B",6.900095,4.229886,0,3.70999366666667,1,0,0,"Gm24608",42.959122,0,81.93467,5,0,3,41.631264,0.110482149125737
"SNORA5A",34.822505,9.02246,9.105584,17.650183,4,1,1,"Gm24313",0,0,0,0,0,0,0,18.650183
"SNORA60",17.065477,0,0,5.68849233333333,2,0,0,"Gm25129",180.428312,85.473028,136.557783,21,15,5,134.153041,0.0494882859005247
"SNORA63E",7.051059,7.438611,0,4.82989,1,1,0,"Gm25852",0,0,0,0,0,0,0,5.82989
"SNORA64",6.552594,15.362143,15.43302,12.4492523333333,1,2,2,"Snora64",35.484448,38.183112,57.945086,4,7,2,43.870882,0.299732292610904
"SNORA65",8.705626,9.02246,9.105584,8.94455666666667,1,1,1,"Snora65",23.617164,0,24.872461,3,0,1,16.1632083333333,0.579411289167478
"SNORA66",8.705626,9.02246,27.316752,15.014946,1,1,3,"Gm26387",17.183649,56.982019,81.93467,2,10,3,52.033446,0.301978227098424
"SNORA70",82.601083,39.299861,127.654246,83.1850633333333,9,4,14,"Gm25116",0,0,0,0,0,0,0,84.1850633333333
"SNORA71C",0,17.878038,0,5.959346,0,2,0,"Gm25853",0,0,0,0,0,0,0,6.959346
"SNORA71C",0,17.878038,0,5.959346,0,2,0,"Gm24258",8.591824,0,0,1,0,0,2.86394133333333,1.80110032726515
"SNORA71C",0,17.878038,0,5.959346,0,2,0,"Gm25592",0,0,0,0,0,0,0,6.959346
"SNORA71C",0,17.878038,0,5.959346,0,2,0,"Gm25402",0,0,0,0,0,0,0,6.959346
"SNORA71C",0,17.878038,0,5.959346,0,2,0,"Gm24163",8.591824,0,0,1,0,0,2.86394133333333,1.80110032726515
"SNORA71C",0,17.878038,0,5.959346,0,2,0,"Gm24031",0,0,0,0,0,0,0,6.959346
"SNORA72",0,0,0,0,0,0,0,"Gm24061",0,0,0,0,0,0,0,1
"SNORA72",0,0,0,0,0,0,0,"Gm23758",0,0,0,0,0,0,0,1
"SNORA72",0,0,0,0,0,0,0,"Gm24061",0,0,0,0,0,0,0,1
"SNORA73A",0,3.036692,35.353758,12.7968166666667,0,1,8,"Gm22053",0,0,0,0,0,0,0,13.7968166666667
"SNORA73A",0,3.036692,35.353758,12.7968166666667,0,1,8,"Snora73a",15.480251,2.849101,0,4,1,0,6.109784,1.94053949693362
"SNORA73A",0,3.036692,35.353758,12.7968166666667,0,1,8,"Snora73b",25.775473,19.943707,13.655778,6,7,1,19.7916526666667,0.663574795513289
"SNORA74A",0,5.012478,0,1.670826,0,1,0,"Snora74a",0,0,0,0,0,0,0,2.670826
"SNORA75",8.705626,18.044921,18.211168,14.9872383333333,1,2,2,"Snora75",0,0,0,0,0,0,0,15.9872383333333
"SNORA75",8.705626,18.044921,18.211168,14.9872383333333,1,2,2,"Gm25038",0,0,0,0,0,0,0,15.9872383333333
"SNORA75",8.705626,18.044921,18.211168,14.9872383333333,1,2,2,"Gm25038",0,0,0,0,0,0,0,15.9872383333333
"SNORA75",8.705626,18.044921,18.211168,14.9872383333333,1,2,2,"Gm25038",0,0,0,0,0,0,0,15.9872383333333
"SNORA75",8.705626,18.044921,18.211168,14.9872383333333,1,2,2,"Gm25038",0,0,0,0,0,0,0,15.9872383333333
"SNORA75",8.705626,18.044921,18.211168,14.9872383333333,1,2,2,"Gm25038",0,0,0,0,0,0,0,15.9872383333333
"SNORA75",8.705626,18.044921,18.211168,14.9872383333333,1,2,2,"Gm25038",0,0,0,0,0,0,0,15.9872383333333
"SNORA75B",0,0,0,0,0,0,0,"Gm25038",0,0,0,0,0,0,0,1
"SNORA77",43.528132,45.112302,36.422336,41.68759,5,5,4,"Gm25777",17.183649,5.698202,54.623113,2,1,2,25.834988,1.59074377078164
"SNORA77B",33.204463,14.502583,0,15.9023486666667,4,2,0,"Gm25777",17.183649,5.698202,54.623113,2,1,2,25.834988,0.629862352338919
"SNORA79",0,0,0,0,0,0,0,"Gm24241",0,0,0,0,0,0,0,1
"SNORA7A",7.343691,0,0,2.447897,1,0,0,"Snora7a",0,4.758928,0,0,1,0,1.58630933333333,1.33313403604209
"SNORA7B",0,9.02246,18.211168,9.077876,0,1,2,"Snora7a",0,4.758928,0,0,1,0,1.58630933333333,3.89662437903793
"SNORA80A",0,0,0,0,0,0,0,"Gm23300",0,0,0,0,0,0,0,1
"SNORA80B",17.411253,9.02246,0,8.81123766666667,2,1,0,"Gm22748",0,0,0,0,0,0,0,9.81123766666667
"SNORA84",0,0,0,0,0,0,0,"Gm25394",0,0,0,0,0,0,0,1
"SNORA9",0,0,0,0,0,0,0,"Gm25800",0,0,0,0,0,0,0,1
"SNORA9",0,0,0,0,0,0,0,"Gm23626",0,0,0,0,0,0,0,1
"SNORC",5.101734,6.045503,4.382011,5.176416,20,23,16,"Snorc",0.183032,0,0,1,0,0,0.0610106666666667,5.82125721638991
"SNORD10",33.247866,24.834166,34.300078,30.7940366666667,4,3,4,"Gm25835",25.775473,11.396404,54.623113,3,2,2,30.59833,1.00619357626389
"SNORD100",29.018755,30.074868,60.703893,39.9325053333333,2,2,4,"Snord100",0,0,0,0,0,0,0,40.9325053333333
"SNORD104",72.546886,90.224605,106.231813,89.667768,5,6,7,"Snord104",42.959122,132.958044,136.557783,3,14,3,104.158316333333,0.862202545280386
"SNORD110",0,0,0,0,0,0,0,"Snord110",0,0,0,0,0,0,0,1
"SNORD117",0,15.037434,0,5.012478,0,1,0,"Gm25128",0,9.497003,0,0,1,0,3.16566766666667,1.44334077538431
"SNORD11B",0,0,0,0,0,0,0,"Gm26287",10.73978,0,0,1,0,0,3.57992666666667,0.218344107402011
"SNORD121A",0,0,0,0,0,0,0,"Gm24837",10.73978,14.245505,0,1,2,0,8.32842833333333,0.107199194147925
"SNORD121B",0,0,0,0,0,0,0,"Gm22888",0,0,0,0,0,0,0,1
"SNORD127",0,0,0,0,0,0,0,"Gm25970",10.73978,7.122752,0,1,1,0,5.95417733333333,0.143798461279772
"SNORD12B",10.882033,0,0,3.62734433333333,1,0,0,"Gm24123",0,0,0,0,0,0,0,4.62734433333333
"SNORD12B",10.882033,0,0,3.62734433333333,1,0,0,"Gm23201",21.479561,14.245505,0,2,2,0,11.9083553333333,0.358476677612376
"SNORD14B",0,0,0,0,0,0,0,"Snord14a",0,0,0,0,0,0,0,1
"SNORD15A",0,0,0,0,0,0,0,"Snord15a",0,0,0,0,0,0,0,1
"SNORD15B",0,27.067381,9.105584,12.057655,0,3,1,"Snord15b",8.386631,5.419908,0,1,1,0,4.60217966666667,2.33081689216322
"SNORD17",8.161525,5.639038,8.536485,7.44568266666667,3,2,3,"Snord17",0,1.780688,0,0,1,0,0.593562666666667,5.29987482973162
"SNORD18B",0,0,0,0,0,0,0,"Gm23344",28.639415,9.497003,0,2,1,0,12.7121393333333,0.072928080417697
"SNORD1A",0,0,0,0,0,0,0,"Snord1a",0,0,0,0,0,0,0,1
"SNORD1C",0,0,0,0,0,0,0,"Snord1c",0,0,0,0,0,0,0,1
"SNORD1C",0,0,0,0,0,0,0,"Snord1b",0,0,0,0,0,0,0,1
"SNORD21",53.6548,44.100025,10.809776,36.1882003333333,5,4,1,"Snord21",18.902503,12.204905,0,2,2,0,10.369136,3.27097858037175
"SNORD22",62.606287,84.149915,68.731342,71.8291813333333,7,9,8,"Gm25487",0,0,0,0,0,0,0,72.8291813333333
"SNORD22",62.606287,84.149915,68.731342,71.8291813333333,7,9,8,"Snord22",25.002065,21.679146,0,3,4,0,15.5604036666667,4.39779022294767
"SNORD23",0,0,0,0,0,0,0,"Snord23",0,14.245505,0,0,2,0,4.74850166666667,0.173958373500805
"SNORD24",0,0,0,0,0,0,0,"Gm23969",0,37.988013,0,0,4,0,12.662671,0.0731921305870572
"SNORD30",0,0,0,0,0,0,0,"Gm23389",0,0,0,0,0,0,0,1
"SNORD32B",0,0,0,0,0,0,0,"Snord32a",21.479561,14.245505,0,2,2,0,11.9083553333333,0.0774692030221459
"SNORD34",0,0,0,0,0,0,0,"Snord34",57.278829,28.491009,0,4,3,0,28.589946,0.0337952627558023
"SNORD35A",0,0,0,0,0,0,0,"Snord35a",42.959122,7.122752,68.278891,4,1,2,39.4535883333333,0.0247196859709973
"SNORD35B",9.487538,0,9.677418,6.38831866666667,1,0,1,"Snord35b",0,11.502951,31.077775,0,2,1,14.1935753333333,0.486279134737784
"SNORD37",0,0,15.175973,5.05865766666667,0,0,1,"Snord37",14.319707,66.479022,0,1,7,0,26.9329096666667,0.216900342247434
"SNORD38A",58.037509,0,75.879866,44.639125,4,0,5,"Snord38a",0,0,0,0,0,0,0,45.639125
"SNORD38B",0,0,0,0,0,0,0,"Gm22980",0,0,0,0,0,0,0,1
"SNORD38B",0,0,0,0,0,0,0,"Gm23615",0,9.497003,0,0,1,0,3.16566766666667,0.240057556199674
"SNORD45A",7.933821,0,0,2.644607,1,0,0,"Gm24494",21.479561,14.245505,0,2,2,0,11.9083553333333,0.282344799618934
"SNORD49A",0,0,0,0,0,0,0,"Snord49a",0,47.485016,0,0,5,0,15.8283386666667,0.0594235723328284
"SNORD4A",0,0,0,0,0,0,0,"Snord4a",0,0,0,0,0,0,0,1
"SNORD51",0,11.278076,0,3.75935866666667,0,1,0,"Gm26457",21.479561,7.122752,0,2,1,0,9.53410433333333,0.451804777707252
"SNORD53",0,0,0,0,0,0,0,"Snord53",21.479561,21.368257,68.278891,2,3,2,37.0422363333333,0.0262865724096189
"SNORD53B",0,0,0,0,0,0,0,"Gm22858",0,9.497003,0,0,1,0,3.16566766666667,0.240057556199674
"SNORD55",10.058376,0,0,3.352792,1,0,0,"Snord55",21.479561,7.122752,34.139446,2,1,1,20.9139196666667,0.198631375226817
"SNORD57",11.16152,0,0,3.72050666666667,1,0,0,"Snord57",0,0,0,0,0,0,0,4.72050666666667
"SNORD58A",0,0,0,0,0,0,0,"Gm23301",28.639415,56.982019,0,2,6,0,28.540478,0.0338518557485766
"SNORD58B",0,0,0,0,0,0,0,"Snord58b",0,0,0,0,0,0,0,1
"SNORD59A",348.225055,180.449209,151.759733,226.811332333333,24,12,10,"Snord59a",28.639415,37.988013,45.519261,2,4,1,37.3822296666667,5.93533346842478
"SNORD61",0,0,0,0,0,0,0,"Snord61",0,0,0,0,0,0,0,1
"SNORD63",14.509377,15.037434,0,9.848937,1,1,0,"Gm26109",28.639415,0,0,2,0,0,9.54647166666667,1.02867929132065
"SNORD63B",0,0,0,0,0,0,0,"Gm22200",14.319707,9.497003,0,1,1,0,7.93890333333333,0.111870546386936
"SNORD67",0,0,11.38198,3.79399333333333,0,0,1,"Snord67",0,7.122752,0,0,1,0,2.37425066666667,1.42075791247281
"SNORD7",0,0,0,0,0,0,0,"Snord7",21.479561,21.368257,0,2,3,0,14.282606,0.0654338664492168
"SNORD73A",0,0,0,0,0,0,0,"Snord73a",0,9.497003,45.519261,0,1,1,18.3387546666667,0.0517096378353491
"SNORD73B",14.509377,0,0,4.836459,1,0,0,"Snord73b",0,37.988013,91.038522,0,4,2,43.008845,0.132620135793157
"SNORD8",0,0,0,0,0,0,0,"Snord8",10.73978,0,0,1,0,0,3.57992666666667,0.218344107402011
"SNORD82",0,0,0,0,0,0,0,"Snord82",0,0,0,0,0,0,0,1
"SNORD83B",19.401246,31.067857,0,16.8230343333333,2,3,0,"Snord83b",32.219341,14.245505,68.278891,3,2,2,38.2479123333333,0.454114200571025
"SNORD87",29.36528,0,0,9.78842666666667,3,0,0,"Snord87",0,21.368257,0,0,3,0,7.12275233333333,1.32817377951981
"SNORD88A",10.882033,0,0,3.62734433333333,1,0,0,"Snord88c",32.219341,28.491009,34.139446,3,4,1,31.6165986666667,0.141870842530934
"SNORD89",54.410165,22.556151,68.29188,48.4193986666667,5,2,6,"Snord89",10.73978,7.122752,34.139446,1,1,1,17.3339926666667,2.69550662341634
"SNORD92",0,0,0,0,0,0,0,"Snord92",0,0,0,0,0,0,0,1
"SNORD94",17.411253,0,27.316752,14.909335,2,0,3,"Snord94",8.591824,0,27.311557,1,0,1,11.9677936666667,1.22683437205625
"SNORD95",0,0,0,0,0,0,0,"Snord95",0,0,45.314001,0,0,1,15.104667,0.0620938017532433
"SNORD96A",8.719285,0,0,2.90642833333333,1,0,0,"Snord96a",1.987615,1.290112,0,0,0,0,1.09257566666667,1.86680386069671
"SNORD96B",0,0,0,0,0,0,0,"Snord96a",1.987615,1.290112,0,0,0,0,1.09257566666667,0.477879971524725
"SNPH",1.648104,1.436107,1.257361,1.44719066666667,195,156,136,"Snph",74.45287,53.827144,64.263237,4148,4830,1306,64.1810836666667,0.0375444918832816
"SNRK",2.383914,1.187132,0.553529,1.37485833333333,130,99,53,"Snrk",55.285693,45.60655,30.53646,2045,2492,622,43.8095676666667,0.0529989119957514
"SNRNP200",22.572272,21.032847,17.985083,20.5300673333333,1850,1120,1036,"Snrnp200",19.790866,16.882174,22.944353,2120,2593,554,19.8724643333333,1.03150576709573
"SNRNP25",41.516289,33.312413,33.473566,36.100756,452,397,326,"Snrnp25",12.074976,11.063471,14.580508,133,180,61,12.572985,2.73342643493675
"SNRNP35",12.855988,11.276553,9.68152,11.2713536666667,181,175,142,"Snrnp35",10.979605,10.826583,6.098908,133,202,38,9.30169866666667,1.19119710872278
"SNRNP40",13.288833,12.722133,6.535108,10.8486913333333,188,193,131,"Snrnp40",7.407618,6.271992,6.707097,228,268,65,6.795569,1.51992642658071
"SNRNP48",3.288147,2.1639,2.16606,2.539369,209,152,157,"Snrnp48",21.507871,16.588007,20.705029,774,910,196,19.6003023333333,0.17181150755603
"SNRNP70",100.203307,62.024446,58.546076,73.5912763333333,3516,2663,2565,"Snrnp70",596.630708,542.828398,358.067992,4313,5490,1107,499.175699333333,0.149130148531313
"SNRPA1",49.922939,58.003902,37.782807,48.5698826666667,346,370,262,"Snrpa1",22.227683,16.025688,26.742018,322,472,108,21.6651296666667,2.18705488985437
"SNRPB",33.998826,31.160122,24.639134,29.932694,679,585,464,"Snrpb",28.333712,26.651013,37.241608,599,804,241,30.742111,0.974500215187327
"SNRPB2",13.75371,14.94588,14.237939,14.3125096666667,255,333,279,"Snrpb2",15.182849,13.097508,14.44871,309,380,80,14.2430223333333,1.004558632259
"SNRPC",65.355293,67.571645,67.770668,66.899202,735,688,630,"Snrpc",20.500049,18.880699,19.571913,293,409,84,19.650887,3.28795571831854
"SNRPD1",71.614205,63.346857,54.637706,63.1995893333333,344,328,291,"Snrpd1",38.085372,33.293064,32.935192,399,489,107,34.7712093333333,1.79472795384385
"SNRPD2",189.060037,173.504353,171.443657,178.002682333333,725,648,630,"Snrpd2",11.027719,10.312467,14.080177,302,422,122,11.8067876666667,13.9771726519086
"SNRPD3",45.835582,35.503449,32.402796,37.9139423333333,860,801,678,"Snrpd3",38.502902,40.859383,41.05945,663,926,221,40.1405783333333,0.945877377270705
"SNRPG",65.219657,73.766689,58.499622,65.828656,292,279,250,"Snrpg",15.926967,19.752166,10.885103,75,130,17,15.521412,4.04497242729617
"SNRPN",109.215394,106.887536,86.546628,100.883186,2929,2732,2287,"Snrpn",233.135642,174.921933,247.021214,8431,9921,2769,218.359596333333,0.464457391894453
"SNTA1",148.435401,138.586939,114.155461,133.725933666667,6716,5740,4776,"Snta1",11.24198,11.56676,14.149033,466,730,185,12.3192576666667,10.115123307798
"SNTB1",0.056965,0.033579,0.011203,0.0339156666666667,5,3,1,"Sntb1",1.314363,0.71655,0.911884,134,113,29,0.980932333333333,0.521933863801843
"SNTB2",1.919591,0.805749,0.60801,1.11111666666667,178,154,86,"Sntb2",1.778671,1.275319,1.590417,348,400,109,1.54813566666667,0.828494610504124
"SNTG1",0.520149,0,0.362769,0.294306,5,0,5,"Sntg1",3.63028,3.31895,5.669019,243,330,84,4.206083,0.248614169232415
"SNTG2",0.289259,0.226695,0.303519,0.273157666666667,1,2,1,"Sntg2",0.600049,0.434867,0.861485,19,17,9,0.632133666666667,0.780057229789799
"SNTN",0.183555,0,0.039494,0.0743496666666667,7,0,3,"Sntn",0,0.058267,0,0,2,0,0.0194223333333333,1.05388084166621
"SNU13",132.223374,122.366751,91.770611,115.453578666667,1291,1137,951,"Snu13",50.820931,49.490748,57.470314,813,1147,272,52.5939976666667,2.17288472098987
"SNUPN",11.837525,6.33951,7.996514,8.72451633333333,183,141,123,"Snupn",7.5962,5.150072,6.493412,204,205,55,6.413228,1.31177893534818
"SNURF",227.587803,148.543606,142.426113,172.852507333333,508,282,375,"Snurf",3924.959945,3295.527987,3289.456165,1096,1388,289,3503.314699,0.0496109859605201
"SNW1",24.804405,19.522944,17.381794,20.5697143333333,529,434,371,"Snw1",20.511693,17.549574,19.014957,971,1224,275,19.025408,1.07711734678931
"SNX1",34.535504,66.236855,27.300674,42.691011,769,617,525,"Snx1",38.754278,39.722642,38.596045,1449,2172,487,39.0243216666667,1.09161152970612
"SNX10",1.998014,0.839706,1.11601,1.31791,28,27,24,"Snx10",36.391541,33.878978,35.3656,1418,2135,437,35.2120396666667,0.0640093742671349
"SNX11",3.886411,4.33315,3.852729,4.02409666666667,175,150,121,"Snx11",19.429682,14.53453,16.602203,589,674,169,16.8554716666667,0.281375746351515
"SNX12",15.769439,15.490462,13.541606,14.9338356666667,458,411,336,"Snx12",22.394894,17.366052,14.31186,534,749,125,18.0242686666667,0.837553124687789
"SNX13",6.803647,5.082353,3.002799,4.962933,313,314,171,"Snx13",12.251402,11.454642,8.931059,1279,1847,330,10.8790343333333,0.501971189970184
"SNX14",49.72914,58.322231,44.296625,50.7826653333333,408,466,306,"Snx14",14.984727,13.121878,14.327491,874,1085,239,14.1446986666667,3.41919416642514
"SNX15",11.864882,7.639761,7.557857,9.02083333333333,165,138,134,"Snx15",24.011695,27.834641,27.157848,344,589,126,26.334728,0.366597148262581
"SNX16",2.401157,2.200696,1.846258,2.14937033333333,61,51,44,"Snx16",9.628746,6.91223,7.909069,393,465,107,8.150015,0.344192914802143
"SNX17",30.343354,26.581292,22.218356,26.3810006666667,964,932,743,"Snx17",38.643118,46.664102,44.623525,1053,1528,380,43.3102483333333,0.617938325704862
"SNX18",2.791251,1.974563,1.997578,2.254464,254,183,186,"Snx18",5.512272,7.095803,7.199923,489,947,196,6.602666,0.428068785344509
"SNX19",13.061915,7.65863,6.705005,9.14185,918,690,553,"Snx19",21.981927,17.620345,16.530443,2056,2384,511,18.710905,0.514529901087748
"SNX2",75.931484,73.693843,54.983974,68.2031003333333,888,855,576,"Snx2",28.579735,23.346159,28.111155,985,1214,312,26.6790163333333,2.50020085612628
"SNX20",0,0.025315,0,0.00843833333333333,0,1,0,"Snx20",0.25654,0.475952,0.453271,10,27,5,0.395254333333333,0.722763090026836
"SNX21",11.278554,9.577092,6.954335,9.26999366666667,476,376,323,"Snx21",31.197821,21.93811,44.039571,516,609,190,32.391834,0.307560035985644
"SNX22",0.511822,0.484867,0.645356,0.547348333333333,34,35,42,"Snx22",3.358125,4.574318,3.616468,171,330,62,3.849637,0.319064773988926
"SNX24",38.257022,27.175954,24.737351,30.0567756666667,409,350,331,"Snx24",7.643351,6.55571,7.130561,289,384,88,7.109874,3.8295016256315
"SNX25",3.692399,3.050499,3.770088,3.50432866666667,189,161,140,"Snx25",23.480336,15.289777,23.838426,671,661,158,20.869513,0.205963830409331
"SNX27",3.863059,3.240069,2.608207,3.23711166666667,492,399,310,"Snx27",39.202344,28.926133,21.560442,3484,4285,834,29.8963063333333,0.137139748064167
"SNX29",1.097534,0.485268,0.388552,0.657118,125,78,68,"Snx29",6.348965,6.118068,2.848767,228,388,38,5.10526666666667,0.271424344008998
"SNX3",54.357492,64.392668,48.132921,55.6276936666667,1107,1301,964,"Snx3",73.547799,62.237046,89.760298,1698,2052,618,75.1817143333333,0.743323961165957
"SNX30",1.641785,1.035307,0.441835,1.03964233333333,143,107,65,"Snx30",8.984859,8.463377,7.205531,1305,1834,297,8.21792233333333,0.22126920357722
"SNX31",0,0,0,0,0,0,0,"Snx31",0,0.013719,0,0,1,0,0.004573,0.995447817132254
"SNX32",0.592852,0.197216,0.607971,0.466013,20,7,24,"Snx32",54.202006,43.872254,51.128275,1267,1579,441,49.7341783333333,0.0288959641835138
"SNX33",2.260228,2.508659,2.096338,2.28840833333333,203,189,150,"Snx33",2.852839,4.022477,4.437146,290,616,143,3.77082066666667,0.6892751924861
"SNX4",14.813092,12.828354,8.554673,12.065373,253,220,174,"Snx4",9.263021,8.417267,8.737078,483,625,161,8.80578866666667,1.33241429569187
"SNX5",28.947153,28.819448,18.497313,25.4213046666667,569,537,403,"Snx5",123.74925,112.821752,109.712919,1927,2522,604,115.427973666667,0.226932616231138
"SNX6",25.320758,20.002506,14.673645,19.9989696666667,682,709,687,"Snx6",100.069618,157.369252,148.026359,837,1114,244,135.155076333333,0.154228327229293
"SNX7",6.357333,9.183033,4.628588,6.72298466666667,151,167,135,"Snx7",5.079708,3.955287,4.779374,131,151,38,4.60478966666667,1.37792586804774
"SNX8",13.296146,6.810687,4.808142,8.30499166666667,251,155,132,"Snx8",6.692464,7.07154,5.719495,281,416,98,6.49449966666667,1.24157609987662
"SNX9",6.503143,4.950383,4.623601,5.35904233333333,548,412,382,"Snx9",5.422356,4.828685,5.841914,363,507,120,5.36431833333333,0.999171003126546
"SOAT1",1.875601,1.121772,0.677226,1.22486633333333,132,139,87,"Soat1",19.203103,14.399965,17.36712,927,1214,218,16.9900626666667,0.123671961268692
"SOAT2",0.053938,0.057295,0,0.0370776666666667,2,2,0,"Soat2",0.134906,0.191009,0.13912,6,13,2,0.155011666666667,0.89789367206969
"SOBP",2.529552,1.842012,2.079661,2.15040833333333,305,221,225,"Sobp",5.479427,4.734699,4.781023,556,672,150,4.998383,0.525209599542632
"SOCS1",0.041318,0.243067,0.320257,0.201547333333333,1,5,7,"Socs1",0.08289,0.034893,0.22067,5,3,4,0.112817666666667,1.07973423618664
"SOCS2",0.215717,0.202193,0.213385,0.210431666666667,3,5,3,"Socs2",4.962509,3.547115,3.31236,111,170,37,3.94066133333333,0.244993855073653
"SOCS3",17.676607,14.933918,18.165338,16.9252876666667,1050,821,1007,"Socs3",4.522013,2.999054,7.187252,32,34,8,4.902773,3.03675707445749
