"Hs_symbol","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Hs_Avg_TPM","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","Mm_genes","Heart-S3","Heart-S9","Heart-S15","Heart-S3_read","Heart-S9_read","Heart-S15_read","Mm_Avg_TPM","FoldChange"
"CCDC90B",19.131368,21.837087,11.191898,17.3867843333333,206,252,149,"Ccdc90b",5.908741,6.24534,7.616219,271,262,247,6.5901,2.42246931309645
"CCDC91",13.604634,13.802485,4.93932,10.7821463333333,167,150,103,"Ccdc91",3.326176,3.457087,7.816537,233,248,224,4.8666,2.00834321980932
"CCDC92",16.064708,13.166925,11.060298,13.4306436666667,558,461,425,"Ccdc92",0.273534,0.294266,0.192814,10,8,7,0.253538,11.5119315622396
"CCDC93",18.500722,6.968716,5.347344,10.2722606666667,474,328,268,"Ccdc93",1.391893,1.102823,1.095773,252,221,167,1.19682966666667,5.13114914538208
"CCDC97",5.30708,4.454595,3.993915,4.58519666666667,228,227,168,"Ccdc97",5.778574,4.804684,5.797746,400,354,284,5.46033466666667,0.864536739169963
"CCDC9B",29.262939,16.807159,14.479738,20.1832786666667,1559,1086,996,"Ccdc9b",3.061611,3.183019,3.319283,489,482,386,3.187971,5.05812448717211
"CCER1",0,0,0,0,0,0,0,"Ccer1",0,0,0,0,0,0,0,1
"CCHCR1",5.141338,4.000957,5.371017,4.83777066666667,177,114,127,"Cchcr1",0.746037,1.128103,0.363197,21,33,18,0.745779,3.3439345224491
"CCIN",0,0.052671,0,0.017557,0,2,0,"Ccin",0,0,0,0,0,0,0,1.017557
"CCK",0,0,0,0,0,0,0,"Cck",0,0,0,0,0,0,0,1
"CCKAR",0.028257,0.029623,0,0.0192933333333333,1,1,0,"Cckar",0,0,0,0,0,0,0,1.01929333333333
"CCKBR",0.30759,0.178039,2.318072,0.934567,7,6,3,"Cckbr",0.024797,0,0,1,0,0,0.00826566666666667,1.91870760252672
"CCL11",0,0,0,0,0,0,0,"Ccl11",0.312574,0.311516,1.005494,9,8,21,0.543194666666667,0.648006386750948
"CCL15",0,0.193688,0,0.0645626666666667,0,2,0,"Ccl9",3.74859,5.404086,3.672199,67,89,50,4.27495833333333,0.201814421914865
"CCL15",0,0.193688,0,0.0645626666666667,0,2,0,"Ccl6",3.251522,4.691511,4.489044,76,113,64,4.14402566666667,0.206951274284077
"CCL17",0,0.147566,0,0.0491886666666667,0,1,0,"Ccl17",0.104336,0.224349,0,1,2,0,0.109561666666667,0.945588423055952
"CCL18",0,0,0,0,0,0,0,"Ccl3",0.053969,0.057938,0,1,1,0,0.0373023333333333,0.964039092427891
"CCL19",0,0,0,0,0,0,0,"Ccl19",0.117038,0.158895,1.142624,2,2,12,0.472852333333333,0.678954690411372
"CCL2",3.527154,3.080188,2.164449,2.92393033333333,34,31,21,"Ccl2",0.903567,0.43953,0.564229,20,8,8,0.635775333333333,2.39881984608318
"CCL20",1.470545,0.226342,0.307621,0.668169333333333,5,2,1,"Ccl20",0,0,0,0,0,0,0,1.66816933333333
"CCL21",1.79555,2.643267,1.917074,2.11863033333333,19,29,20,"Ccl21a",4.23041,4.431198,5.796282,98,96,96,4.81929666666667,0.535911900006244
"CCL22",0.147694,0.067276,0,0.0716566666666667,9,4,0,"Ccl22",0,0,0.0198,0,0,1,0.0066,1.06463010795417
"CCL23",0,0,0,0,0,0,0,"Ccl9",3.74859,5.404086,3.672199,67,89,50,4.27495833333333,0.189574957148161
"CCL23",0,0,0,0,0,0,0,"Ccl6",3.251522,4.691511,4.489044,76,113,64,4.14402566666667,0.194400274182147
"CCL24",0.082359,0.039478,0.099212,0.073683,2,1,3,"Ccl24",1.424975,0.766376,1.229293,20,9,14,1.14021466666667,0.501670704683206
"CCL27",0.11905,0.362462,0.744813,0.408775,2,5,7,"Gm13306",0,0,0,0,0,0,0,1.408775
"CCL27",0.11905,0.362462,0.744813,0.408775,2,5,7,"Ccl27a",4.767825,2.106839,3.614101,32,23,22,3.496255,0.313321864529481
"CCL28",0.17301,0.055598,0,0.0762026666666667,6,3,0,"Ccl28",0,0.009045,0.011409,0,1,1,0.006818,1.06891480552261
"CCL3",0,0.084738,0,0.028246,0,1,0,"Ccl3",0.053969,0.057938,0,1,1,0,0.0373023333333333,0.991269340632609
"CCL3L1",0.143823,0.037429,0.153405,0.111552333333333,1,1,1,"Ccl3",0.053969,0.057938,0,1,1,0,0.0373023333333333,1.07157990261277
"CCL4",0,0.149819,0,0.0499396666666667,0,1,0,"Ccl4",0,0,0.095142,0,0,1,0.031714,1.01766542536659
"CCL4L2",0,0.156958,0,0.0523193333333333,0,1,0,"Ccl4",0,0,0.095142,0,0,1,0.031714,1.01997194312894
"CCL7",0.133287,0,0,0.044429,1,0,0,"Ccl7",0.31062,0.672579,1.00608,6,12,14,0.663093,0.62800396610412
"CCL8",0,0,0,0,0,0,0,"Ccl8",0.108826,0.117232,0.14971,1,1,1,0.125256,0.888686663301506
"CCL8",0,0,0,0,0,0,0,"Ccl12",0.846273,0.641767,0.338378,7,6,2,0.608806,0.62157898466316
"CCM2",13.664065,9.672168,9.614353,10.9835286666667,364,285,240,"Ccm2",4.737473,3.046112,4.181048,144,123,135,3.988211,2.40237004141699
"CCM2L",0,0.085641,0.020698,0.0354463333333333,0,4,1,"Ccm2l",2.514167,3.956379,1.684307,119,138,70,2.71828433333333,0.278474221040833
"CCN1",93.729003,83.945526,72.270008,83.3148456666667,3213,2967,2554,"Ccn1",5.048949,4.561853,6.300947,317,277,279,5.30391633333333,13.3749944016283
"CCN2",68.650099,69.191094,54.489354,64.1101823333333,3082,2989,2366,"Ccn2",7.891493,7.624277,6.873332,590,568,334,7.463034,7.69347994269352
"CCN3",0.132354,0,0.146944,0.0930993333333333,6,0,5,"Ccn3",0.382554,0.366212,0.389428,34,29,25,0.379398,0.792446656681634
"CCN4",0,0.009291,0.182112,0.063801,0,1,1,"Ccn4",0.132617,0.092911,0.381128,17,15,14,0.202218666666667,0.884864816605742
"CCN5",0,0,0,0,0,0,0,"Ccn5",0.734925,1.304096,1.325343,40,68,49,1.12145466666667,0.471374673101664
"CCN6",0.066759,0,0,0.022253,1,0,0,"Ccn6",0,0.025723,0.033646,0,1,1,0.0197896666666667,1.00241553078429
"CCNA1",0.767233,0.935312,0.284872,0.662472333333333,26,30,9,"Ccna1",0,0,0,0,0,0,0,1.66247233333333
"CCNA2",5.221665,5.117363,3.047095,4.462041,246,254,150,"Ccna2",0.134367,0.30496,0.572654,12,19,18,0.337327,4.08429725863607
"CCNB1",38.669665,47.828318,24.219375,36.905786,613,714,398,"Ccnb1",0.222473,0.077787,0.272266,8,2,3,0.190842,31.8310791859877
"CCNB1IP1",48.087549,49.165691,38.39122,45.21482,663,591,584,"Ccnb1ip1",0,0,0,0,0,0,0,46.21482
"CCNB2",9.391336,12.744274,8.743999,10.293203,274,320,223,"Ccnb2",0.26768,0.192044,0.092402,12,8,3,0.184042,9.53783987392339
"CCNB3",0.18765,0.241865,0.049306,0.159607,7,9,1,"Ccnb3",0.006784,0,0.009495,1,0,1,0.00542633333333333,1.15334854633805
"CCNC",67.105972,60.113618,25.454134,50.8912413333333,227,259,213,"Ccnc",3.114669,2.311794,1.784338,101,68,83,2.40360033333333,15.2459855010395
"CCND1",33.075223,17.687514,16.15305,22.3052623333333,1905,1415,1389,"Ccnd1",6.666393,8.342326,10.600989,747,820,659,8.53656933333333,2.44377841954906
"CCND2",4.05825,4.479796,3.127993,3.88867966666667,488,478,392,"Ccnd2",29.74876,82.524471,14.189118,1292,1339,1185,42.1541163333333,0.113284202807103
"CCND3",27.790982,22.2438,26.367053,25.4672783333333,471,414,366,"Ccnd3",18.786594,21.652471,19.759597,427,426,362,20.0662206666667,1.25638474751253
"CCNDBP1",34.802404,30.010028,24.019472,29.6106346666667,844,802,575,"Ccndbp1",8.11856,9.495407,12.393987,194,179,175,10.0026513333333,2.78211439582108
"CCNE1",4.668143,4.366862,3.966676,4.33389366666667,126,119,99,"Ccne1",0.235178,0.497226,0.215632,10,13,7,0.316012,4.05307373083731
"CCNE2",2.085499,1.957835,0.84853,1.63062133333333,40,42,28,"Ccne2",0.665038,0.488894,0.44856,34,31,15,0.534164,1.71469369202597
"CCNF",2.025164,1.524283,0.843627,1.464358,183,129,74,"Ccnf",0.109116,0.065902,0.140365,2,4,6,0.105127666666667,2.22993059927013
"CCNG1",76.784966,71.066239,37.710815,61.8540066666667,868,1061,602,"Ccng1",131.545386,118.992398,160.233312,11125,9695,9776,136.923698666667,0.455715785425476
"CCNG2",2.497712,2.427405,1.664874,2.19666366666667,89,91,67,"Ccng2",2.832133,2.256448,1.878135,174,148,113,2.32223866666667,0.962201692112026
"CCNH",25.85623,20.514522,15.687777,20.6861763333333,210,213,157,"Ccnh",23.923443,21.685073,26.382725,238,221,185,23.9970803333333,0.867548371415803
"CCNI",140.561841,91.273669,56.42221,96.0859066666667,1956,1910,1425,"Ccni",25.646644,28.715914,27.07591,1206,1046,876,27.146156,3.44934870206314
"CCNJ",1.897368,1.766287,1.383674,1.682443,132,131,101,"Ccnj",0.601434,0.516204,0.626175,77,62,57,0.581271,1.6963841112624
"CCNJL",6.476843,5.736857,4.803921,5.67254033333333,424,382,312,"Ccnjl",0.141665,0.086398,0.099736,12,7,6,0.109266333333333,6.01527345852319
"CCNK",74.330885,36.38246,36.422336,49.045227,413,371,291,"Ccnk",3.493203,3.095256,4.642277,277,221,204,3.74357866666667,10.5500995169891
"CCNL1",58.75891,42.501645,47.716468,49.6590076666667,797,652,648,"Ccnl1",7.489712,6.170609,6.43456,269,207,169,6.69829366666667,6.5805501660736
"CCNL2",39.309515,24.603633,18.328959,27.4140356666667,1178,857,724,"Ccnl2",7.775192,6.780639,5.751321,590,512,361,6.76905066666667,3.65733689813324
"CCNO",0,0.060415,0.156641,0.072352,0,2,4,"Ccno",0.017109,0.017222,0.024662,1,1,1,0.0196643333333333,1.05167157950345
"CCNQ",8.569435,11.01233,7.302039,8.961268,123,128,84,"Ccnq",2.406908,2.200473,3.033836,85,73,77,2.54707233333333,2.8083069821807
"CCNT1",1.917634,1.695494,1.311987,1.641705,260,239,180,"Ccnt1",5.189107,4.060661,3.321401,356,281,240,4.19038966666667,0.508960823686391
"CCNT2",8.160426,3.854029,3.378663,5.13103933333333,479,297,327,"Ccnt2",2.768417,3.252216,2.671476,482,422,329,2.89736966666667,1.57312235115153
"CCNY",42.267062,29.321942,33.603155,35.064053,868,760,671,"Ccny",15.292425,17.858363,16.237043,1299,1271,953,16.4626103333333,2.06521546960018
"CCP110",4.171702,0.464906,0.420028,1.68554533333333,79,46,42,"Ccp110",0.303703,0.34857,0.559146,52,45,36,0.403806333333333,1.91304546044932
"CCPG1",10.258408,8.619134,6.653111,8.51021766666667,362,349,215,"Ccpg1",12.870594,12.912599,13.152269,977,941,760,12.9784873333333,0.6803466955962
"CCR1",0,0,0,0,0,0,0,"Ccr1l1",0,0,0,0,0,0,0,1
"CCR1",0,0,0,0,0,0,0,"Ccr1",0.111873,0.15758,0.25507,9,11,15,0.174841,0.851179010606542
"CCR10",1.120587,0.571434,1.111396,0.934472333333333,46,20,34,"Ccr10",0.036331,0.092083,0.076829,2,5,3,0.0684143333333333,1.81060125550543
"CCR2",0,0,0,0,0,0,0,"Ccr2",0.226102,0.129811,0.22282,24,14,16,0.192911,0.838285504953848
"CCR3",0,0,0,0,0,0,0,"Ccr3",0,0,0,0,0,0,0,1
"CCR4",0.053546,0.087996,0.075788,0.0724433333333333,3,5,0,"Ccr4",0,0,0,0,0,0,0,1.07244333333333
"CCR5",0,0,0,0,0,0,0,"Ccr5",2.102382,1.761776,2.442515,50,44,37,2.10222433333333,0.32234935083676
"CCR6",0.005661,0.033095,0.019545,0.0194336666666667,0,2,0,"Ccr6",0.367656,1.133991,0.469072,2,5,1,0.656906333333333,0.615263304966545
"CCR7",0,0,0,0,0,0,0,"Ccr7",0.063137,0.016912,0.066046,4,1,3,0.0486983333333333,0.953563067866673
"CCR8",0,0,0,0,0,0,0,"Ccr8",0,0,0,0,0,0,0,1
"CCR9",0,0.04206,0,0.01402,0,2,0,"Ccr9",0.042858,0.008145,0.051883,7,1,6,0.0342953333333333,0.980396959475791
"CCRL2",0.762298,0.795353,0.532071,0.696574,24,15,17,"Ccrl2",3.125547,2.574295,3.330294,100,92,85,3.01004533333333,0.423081002575532
"CCS",20.754267,21.910788,18.221009,20.2953546666667,324,337,296,"Ccs",5.898689,5.203446,4.539808,120,132,69,5.213981,3.42700672349443
"CCSAP",1.301285,1.02441,0.89997,1.07522166666667,106,92,81,"Ccsap",0.056327,0.084658,0.040174,4,6,2,0.0603863333333333,1.95704301482573
"CCSER1",0.811824,1.142036,1.346912,1.10025733333333,31,25,21,"Ccser1",0.207979,0.246835,0.255972,10,10,9,0.236928666666667,1.69796156393821
"CCSER2",36.830146,19.062933,16.934286,24.2757883333333,1212,995,787,"Ccser2",18.596409,17.271024,22.350818,2262,2080,1904,19.4060836666667,1.23863984614654
"CCT2",62.684717,63.578323,52.118089,59.4603763333333,1463,1373,1108,"Cct2",19.849333,24.300229,19.940247,958,1021,733,21.3632696666667,2.70355709314957
"CCT3",66.235096,54.083756,45.372555,55.230469,2389,1881,1682,"Cct3",29.766333,32.376883,36.107289,892,931,718,32.7501683333333,1.66607966054095
"CCT4",66.917087,58.358813,57.345271,60.8737236666667,1828,1475,1295,"Cct4",20.24282,24.033183,20.335903,988,966,759,21.537302,2.74539178055415
"CCT5",77.817505,45.964269,77.381198,67.054324,1479,1344,1060,"Cct5",21.039378,20.330325,23.136361,1091,1060,895,21.5020213333333,3.02436492223869
"CCT6A",284.895692,201.021227,142.219437,209.378785333333,1541,1489,1142,"Cct6a",34.015487,35.326443,29.106765,841,874,665,32.8162316666667,6.22123681334689
"CCT6B",0.996601,1.130603,0.686547,0.937917,25,24,23,"Cct6b",0.038099,0,0.026415,2,0,1,0.0215046666666667,1.89712006536762
"CCT7",370.068557,272.365672,309.095381,317.176536666667,2462,2173,1689,"Cct7",193.057079,222.763836,270.773026,1137,1044,913,228.864647,1.3841908306442
"CCT8",79.359456,83.49898,71.397378,78.0852713333333,1664,1656,1231,"Cct8",45.523991,43.991221,52.525835,1178,1136,927,47.3470156666667,1.63578393087579
"CCT8L2",0,0,0,0,0,0,0,"Cct8l1",0.064963,0.017474,0.044963,4,1,2,0.0424666666666667,0.959263285796508
"CCZ1",46.506854,61.803207,47.695129,52.00173,400,387,326,"Ccz1",5.752293,5.642841,4.392324,233,257,161,5.262486,8.46336901990679
"CCZ1B",64.315814,62.043907,53.825642,60.0617876666667,450,468,406,"Ccz1",5.752293,5.642841,4.392324,233,257,161,5.262486,9.75040705347152
"CD101",0.596343,0.324388,0.08993,0.336887,6,4,6,"Cd101",0.018578,0.019416,0.012951,2,2,1,0.0169816666666667,1.314563520483
"CD109",1.554054,2.451755,2.474343,2.16005066666667,257,167,160,"Cd109",0.286552,0.305509,0.324207,50,50,44,0.305422666666667,2.42071073787596
"CD14",0.443207,0.311672,0.574393,0.443090666666667,12,8,12,"Cd14",0.571615,0.614064,0.819744,29,29,26,0.668474333333333,0.864916311768256
"CD151",115.207578,115.086236,108.383495,112.892436333333,2688,2427,2140,"Cd151",46.970226,49.013607,55.543976,1537,1558,1244,50.5092696666667,2.21110563342032
"CD160",0.424778,0.02993,0.102626,0.185778,7,2,2,"Cd160",0.012756,0,0,1,0,0,0.004252,1.18075741945249
"CD163",0.679064,0.653801,0.027448,0.453437666666667,4,1,0,"Cd163",1.769233,2.306666,1.52933,234,281,144,1.86840966666667,0.506705051079989
"CD164",64.533725,36.027288,35.167616,45.2428763333333,1227,1287,1025,"Cd164",22.400612,19.313796,27.142032,1620,1460,1369,22.9521466666667,1.93063598753292
"CD164L2",0,0,0,0,0,0,0,"Cd164l2",0.037046,0,0,1,0,0,0.0123486666666667,0.987801962828354
"CD177",0,0,0,0,0,0,0,"Cd177",0.010995,0.011798,0.312661,1,1,2,0.111818,0.899427784043791
"CD180",0.026975,0.008793,0,0.0119226666666667,3,1,0,"Cd180",0.154293,0.329531,0.215926,5,8,9,0.23325,0.820533279275627
"CD19",0,0,0,0,0,0,0,"Cd19",0.423136,0.260886,0.241799,2,7,6,0.308607,0.764171366957383
"CD1D",0.09777,0.070124,0.093133,0.087009,7,4,6,"Cd1d2",0,0,0,0,0,0,0,1.087009
"CD1D",0.09777,0.070124,0.093133,0.087009,7,4,6,"Cd1d1",1.097665,0.972924,0.613431,28,32,21,0.894673333333333,0.573718424636085
"CD2",0,0,0,0,0,0,0,"Cd2",0.070838,0.076341,0.29303,1,2,3,0.146736333333333,0.872040041753277
"CD200",0.580616,0.829629,0.72281,0.711018333333333,18,17,16,"Cd200",23.667635,35.038934,26.649861,520,578,421,28.4521433333333,0.0580948664403938
"CD200R1",0,0,0.035201,0.0117336666666667,0,0,1,"Cd200r1",0.08764,0.184938,0.134672,5,8,6,0.13575,0.890806662264289
"CD200R1",0,0,0.035201,0.0117336666666667,0,0,1,"Cd200r3",0.884086,0.302425,0.767189,8,3,5,0.651233333333333,0.61271393100107
"CD200R1",0,0,0.035201,0.0117336666666667,0,0,1,"Cd200r2",0,0,0,0,0,0,0,1.01173366666667
"CD200R1",0,0,0.035201,0.0117336666666667,0,0,1,"Cd200r4",0.036474,0,0,2,0,0,0.012158,0.999580763741102
"CD200R1L",0,0,0,0,0,0,0,"Cd200r4",0.036474,0,0,2,0,0,0.012158,0.987988041392747
"CD200R1L",0,0,0,0,0,0,0,"Cd200r3",0.884086,0.302425,0.767189,8,3,5,0.651233333333333,0.605607929426489
"CD200R1L",0,0,0,0,0,0,0,"Cd200r2",0,0,0,0,0,0,0,1
"CD200R1L",0,0,0,0,0,0,0,"Cd200r1",0.08764,0.184938,0.134672,5,8,6,0.13575,0.880475456746643
"CD207",0,0,0,0,0,0,0,"Cd207",0,0,0,0,0,0,0,1
"CD209",0.011385,0.022539,0,0.011308,1,2,0,"Cd209a",0.024025,0.025868,0.070211,1,1,2,0.0400346666666667,0.972379125824011
"CD209",0.011385,0.022539,0,0.011308,1,2,0,"Cd209d",0,0,0,0,0,0,0,1.011308
"CD209",0.011385,0.022539,0,0.011308,1,2,0,"Cd209c",0.212473,0.495992,0.165455,9,9,3,0.291306666666667,0.783166405088386
"CD209",0.011385,0.022539,0,0.011308,1,2,0,"Cd209e",0,0,0,0,0,0,0,1.011308
"CD209",0.011385,0.022539,0,0.011308,1,2,0,"Cd209b",0,0,0,0,0,0,0,1.011308
"CD22",0.174113,0,0.053827,0.07598,1,0,3,"Cd22",0.641233,0.539174,0.712911,10,3,7,0.631106,0.659662830006143
"CD226",0.180199,0.072497,0.140274,0.13099,9,6,7,"Cd226",0.141762,0.244837,0.193479,6,8,8,0.193359333333333,0.947736334236293
"CD24",2.991339,1.331939,2.447627,2.25696833333333,22,39,17,"Cd24a",0.697507,0.31254,1.611365,30,13,53,0.873804,1.73815849114066
"CD244",0,0,0.083187,0.027729,0,0,2,"Cd244a",0.027048,0.099942,0.048826,1,4,4,0.0586053333333333,0.97083300795764
"CD247",0.015574,0.131974,0,0.0491826666666667,1,4,0,"Cd247",0.112654,0.183544,0.502014,4,4,14,0.266070666666667,0.828692026669391
"CD248",1.198425,1.047731,0.970508,1.07222133333333,68,54,51,"Cd248",1.439366,1.149645,1.563306,123,98,92,1.38410566666667,0.869181832964059
"CD27",0.209535,0.330575,0.167278,0.235796,4,6,3,"Cd27",0.079496,0.099081,0.076089,1,2,1,0.0848886666666667,1.13909937302322
"CD274",1.496171,0.844423,0.943584,1.094726,72,60,40,"Cd274",0.641203,0.900811,0.910591,75,98,77,0.817535,1.15250930518532
"CD276",36.35028,30.009661,28.970254,31.7767316666667,803,761,659,"Cd276",0.347338,1.676823,1.602451,37,49,64,1.20887066666667,14.8386830253529
"CD28",0.011248,0.022641,0.011217,0.0150353333333333,1,2,1,"Cd28",0.704208,0.829489,0.59794,70,74,62,0.710545666666667,0.593398558783484
"CD2AP",2.349168,1.95093,1.24462,1.84823933333333,161,114,98,"Cd2ap",1.993408,2.04192,1.903918,342,294,237,1.97974866666667,0.955865628935595
"CD2BP2",13.448748,10.424612,10.31725,11.39687,656,503,507,"Cd2bp2",6.288883,6.132784,6.239437,321,310,257,6.220368,1.71693049440139
"CD300A",0,0.673938,0,0.224646,0,2,0,"Cd300a",0.514614,0.114496,0.178333,31,16,12,0.269147666666667,0.964935784987457
"CD300C",0,0.103351,0.069755,0.057702,0,3,2,"Cd300c2",0.326418,0.480271,0.398371,11,15,11,0.401686666666667,0.754592324485263
"CD300C",0,0.103351,0.069755,0.057702,0,3,2,"Cd300c",0,0,0,0,0,0,0,1.057702
"CD300E",0.179782,0.590637,0.22354,0.331319666666667,14,43,16,"Cd300e",0,0.033776,0.021632,0,2,1,0.0184693333333333,1.30717697931013
"CD300LB",0,0,0,0,0,0,0,"Cd300lb",0.083184,0.10222,0.098625,7,8,6,0.0946763333333333,0.913512030496686
"CD300LD",0.122087,0.042796,0,0.054961,3,1,0,"Cd300a",0.514614,0.114496,0.178333,31,16,12,0.269147666666667,0.831235818894728
"CD300LF",0,0,0,0,0,0,0,"Cd300ld2",0.329813,0,1.089869,2,0,4,0.473227333333333,0.678781867111706
"CD300LF",0,0,0,0,0,0,0,"Cd300lf",0.029364,0.103488,0,2,1,0,0.044284,0.957593911234875
"CD300LF",0,0,0,0,0,0,0,"Cd300ld3",1.5743,1.862635,1.278778,33,36,19,1.57190433333333,0.388816950552723
"CD300LF",0,0,0,0,0,0,0,"Cd300ld4",0,0.296531,0,0,6,0,0.0988436666666667,0.910047562119088
"CD300LF",0,0,0,0,0,0,0,"Cd300ld5",0,0,0,0,0,0,0,1
"CD300LF",0,0,0,0,0,0,0,"Cd300ld",0.52111,0.492963,0.595383,42,37,35,0.536485333333333,0.650836020562947
"CD300LG",0.128391,0,0.035378,0.0545896666666667,5,0,2,"Cd300lg",12.777278,11.312426,12.495645,892,752,638,12.1951163333333,0.0799227259560096
"CD302",0.021678,0.050563,0.077599,0.0499466666666667,1,3,5,"Cd302",1.646981,2.126779,1.815204,61,73,48,1.862988,0.366731074900302
"CD320",14.652019,16.365085,12.714727,14.577277,328,301,270,"Cd320",4.009005,3.495428,3.62231,109,88,85,3.70891433333333,3.30804000610756
"CD33",0,0,0,0,0,0,0,"Siglecf",0,0,0,0,0,0,0,1
"CD33",0,0,0,0,0,0,0,"Cd33",0.880735,0.749284,0.749979,71,56,45,0.793332666666667,0.557621025137928
"CD33",0,0,0,0,0,0,0,"Siglech",0.076967,0.131051,0.135381,5,5,6,0.114466333333333,0.897290452022029
"CD34",0.275781,0.134631,0.339917,0.250109666666667,19,8,8,"Cd34",26.519659,25.471339,29.700526,1480,1296,1151,27.230508,0.0442822235670242
"CD36",9.742983,9.318138,6.4152,8.492107,211,211,158,"Cd36",315.031364,312.210403,335.349609,18666,16010,14431,320.863792,0.0294910680726709
"CD37",1.525688,1.975218,0.854365,1.451757,27,25,14,"Cd37",1.707445,0.971474,1.255613,18,16,8,1.31151066666667,1.06067302018363
"CD38",0.018349,0.008786,0,0.009045,2,1,0,"Cd38",1.714807,1.164512,2.272108,179,112,174,1.71714233333333,0.371362584735164
"CD3D",0,0,0,0,0,0,0,"Cd3d",0.020665,0.745564,0,1,3,0,0.255409666666667,0.796552732189147
"CD3E",0,0,0,0,0,0,0,"Cd3e",0.107214,0,0,1,0,0,0.035738,0.965495134870015
"CD3G",0.101513,0.149731,0.060629,0.103957666666667,3,6,1,"Cd3g",0,0.055483,0.053784,0,2,1,0.0364223333333333,1.06516198190763
"CD4",0.264035,0.185643,0.171881,0.207186333333333,6,3,3,"Cd4",0.100198,0.962018,1.243683,8,8,6,0.768633,0.682553324139792
"CD40",0.0957,0.07797,0.351219,0.174963,2,1,4,"Cd40",0.570641,0.909885,0.600132,17,17,12,0.693552666666667,0.693785923004461
"CD40LG",0,0,0,0,0,0,0,"Cd40lg",0,0,0,0,0,0,0,1
"CD44",12.966062,7.684368,8.974514,9.87498133333333,322,247,254,"Cd44",0.694265,0.866916,0.865489,90,104,75,0.80889,6.01196387471506
"CD46",24.763483,21.708107,13.386253,19.9526143333333,621,555,420,"Cd46",0.38497,0.188929,0.080158,40,15,9,0.218019,17.2022064789903
"CD47",20.736897,27.298721,17.819649,21.9517556666667,328,356,282,"Cd47",8.198998,9.784318,8.933314,525,532,413,8.97221,2.30157163423821
"CD48",0,0,0,0,0,0,0,"Cd48",0.447125,0.583961,0.889893,14,17,20,0.640326333333333,0.609634790150496
"CD5",0.014539,0,0,0.00484633333333333,1,0,0,"Cd5",0,0,0.020717,0,0,1,0.00690566666666667,0.997954790203783
"CD52",0.194918,0,0,0.0649726666666667,1,0,0,"Cd52",1.154365,1.806818,2.611993,11,16,18,1.85772533333333,0.372664459472196
"CD53",0,0,0,0,0,0,0,"Cd53",1.091968,0.966419,1.169824,56,46,43,1.07607033333333,0.481679249466661
"CD55",7.199009,6.679833,6.155863,6.678235,210,215,176,"Cd55",1.662991,2.000186,2.223227,113,128,94,1.96213466666667,2.59212894214578
"CD55",7.199009,6.679833,6.155863,6.678235,210,215,176,"Cd55b",0,0,0,0,0,0,0,7.678235
"CD59",64.910692,59.326795,54.369739,59.535742,1953,1928,1560,"Cd59b",2.745192,1.653434,1.179577,27,16,8,1.859401,21.1707773761008
"CD59",64.910692,59.326795,54.369739,59.535742,1953,1928,1560,"Cd59a",13.538205,20.099382,16.447678,556,628,403,16.6950883333333,3.42104774272107
"CD5L",0.168287,0,0,0.0560956666666667,1,0,0,"Cd5l",0.015619,0,0,1,0,0,0.00520633333333333,1.05062575875799
"CD6",0.174439,0.030013,0.639262,0.281238,2,2,6,"Cd6",0.036325,0.11929,0,2,1,0,0.0518716666666667,1.2180554345191
"CD69",0,0,0,0,0,0,0,"Cd69",0.02636,0.155326,0.028432,2,1,1,0.0700393333333333,0.934545085258548
"CD7",0,0,0,0,0,0,0,"Cd7",0,0,0.110956,0,0,2,0.0369853333333333,0.964333793213404
"CD70",0,0,0,0,0,0,0,"Cd70",0,0,0,0,0,0,0,1
"CD72",0.315102,0.45961,0.294329,0.356347,7,8,6,"Cd72",0.64831,1.112562,0.730898,10,16,6,0.83059,0.740934343572291
"CD74",2.554787,1.566521,2.368252,2.16318666666667,58,34,42,"Cd74",19.947429,22.57945,24.264809,727,773,631,22.263896,0.135969773363269
