"Hs_symbol","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Hs_Avg_TPM","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","Mm_genes","Brain_2_MB-S5","Brain_2_MB-S11","Brain_2_MB-S17","Brain_2_MB-S5_read","Brain_2_MB-S11_read","Brain_2_MB-S17_read","Mm_Avg_TPM","FoldChange"
"ACOT1",6.652744,7.561148,4.666439,6.29344366666667,192,191,127,"Acot5",0.847002,0.96065,0.720038,13,32,26,0.842563333333333,3.95831368980533
"ACOT11",20.174206,15.320592,11.474642,15.65648,1325,899,708,"Acot11",21.802128,6.375834,9.361889,792,624,658,12.5132836666667,1.23260048489078
"ACOT12",0.102651,0,0,0.034217,1,0,0,"Acot12",0.04416,0.076111,0.025569,2,6,2,0.0486133333333333,0.986271075452025
"ACOT13",28.624228,30.396445,27.420034,28.813569,613,576,520,"Acot13",187.035261,203.440437,207.538666,394,833,891,199.338121333333,0.148816255246771
"ACOT2",88.207517,93.696934,77.668179,86.52421,1144,999,964,"Acot1",10.961634,13.839671,14.384726,95,194,228,13.0620103333333,6.22416055210314
"ACOT2",88.207517,93.696934,77.668179,86.52421,1144,999,964,"Acot5",0.847002,0.96065,0.720038,13,32,26,0.842563333333333,47.5013305738925
"ACOT2",88.207517,93.696934,77.668179,86.52421,1144,999,964,"Acot3",0.889756,0.635427,0.487761,33,39,32,0.670981333333333,52.3789274326623
"ACOT2",88.207517,93.696934,77.668179,86.52421,1144,999,964,"Acot2",2.118218,1.538339,1.968624,59,81,106,1.87506033333333,30.4425646256003
"ACOT4",0.124947,0.174781,0.261237,0.186988333333333,6,8,12,"Acot4",0.670655,0.306245,0.31109,62,50,51,0.42933,0.830450863924589
"ACOT6",0.188194,0,0.040322,0.076172,5,0,1,"Acot6",1.922866,1.41504,1.514438,91,121,132,1.617448,0.411153153758929
"ACOT7",18.509861,18.078012,11.411107,15.99966,521,479,300,"Acot7",174.61588,209.453191,230.233611,2449,5334,5637,204.767560666667,0.0826158406355344
"ACOT8",14.918157,12.104523,11.463739,12.8288063333333,289,242,204,"Acot8",8.915559,7.038879,6.834587,102,183,184,7.59634166666667,1.60868505110216
"ACOT9",29.935853,23.797934,22.855973,25.52992,918,759,709,"Acot9",8.656998,10.402593,11.574608,207,422,487,10.2113996666667,2.3663343372619
"ACOT9",29.935853,23.797934,22.855973,25.52992,918,759,709,"Acot10",0,0.03077,0.091905,0,1,3,0.0408916666666667,25.4876860384126
"ACOX1",26.743277,25.166,14.165662,22.0249796666667,569,533,438,"Acox1",52.075992,36.160964,33.933861,2775,3505,3371,40.7236056666667,0.551845395400751
"ACOX2",17.904677,19.718667,13.035042,16.8861286666667,296,273,205,"Acox2",0.425945,0.503412,0.569201,5,11,9,0.499519333333333,11.9279080096333
"ACOX3",11.241262,6.789727,5.371668,7.80088566666667,239,160,120,"Acox3",14.587127,10.948877,12.068161,399,504,521,12.5347216666667,0.650245042596
"ACOXL",0.725081,0.07677,0.356086,0.385979,14,3,7,"Acoxl",0.094962,0.026312,0.051821,2,1,2,0.0576983333333333,1.31037268030109
"ACP1",30.223411,32.418039,30.824921,31.155457,582,628,585,"Acp1",42.16122,34.03718,37.936118,564,974,980,38.0448393333333,0.823552037837386
"ACP2",43.214406,45.839884,42.704658,43.9196493333333,569,466,395,"Acp2",27.775885,13.88201,13.462821,1230,1605,1534,18.373572,2.31860440260234
"ACP3",0.862381,0.252187,0.58269,0.565752666666667,9,11,11,"Acpp",0.029359,0.074966,0.1739,2,5,7,0.0927416666666667,1.43286626146771
"ACP4",0,0.080253,0,0.026751,0,2,0,"Acp4",0,0,0,0,0,0,0,1.026751
"ACP5",0.224677,1.062225,0,0.428967333333333,1,4,0,"Acp5",0.266159,0.463497,0.182784,5,15,6,0.304146666666667,1.09571060514666
"ACP6",5.616296,6.558338,5.860511,6.011715,182,148,113,"Acp6",6.776354,4.322587,4.022952,116,152,143,5.040631,1.16075870219518
"ACR",0,0.037509,0.037908,0.025139,0,1,1,"Acr",0.186909,0.423882,0.312842,2,7,5,0.307877666666667,0.783818721067949
"ACRBP",0.3985,0.030659,0.225437,0.218198666666667,4,1,2,"Acrbp",3.307852,1.573221,2.810081,32,37,54,2.563718,0.341833631804387
"ACRV1",0.027065,0.168649,0.254211,0.149975,1,3,3,"Acrv1",0.041311,0,0.023691,2,0,2,0.0216673333333333,1.12558654121596
"ACSBG1",0.540764,0.319036,0.523883,0.461227666666667,30,21,25,"Acsbg1",75.991695,72.124837,77.401997,1978,4020,4197,75.172843,0.0191830527668065
"ACSBG2",0.522338,0.103219,0.103778,0.243111666666667,4,1,1,"Acsbg2",0,0,0.028707,0,0,2,0.009569,1.23132907871247
"ACSF2",61.978687,54.648487,53.059789,56.562321,577,446,412,"Acsf2",10.926012,9.765954,9.224856,183,286,301,9.972274,5.24616146115199
"ACSF3",19.299129,13.763293,10.433563,14.4986616666667,273,225,190,"Acsf3",6.485458,6.055549,5.885676,203,348,340,6.14222766666667,2.17000386854092
"ACSL1",43.878419,27.152981,30.101182,33.7108606666667,716,624,486,"Acsl1",42.346285,28.804089,28.573101,682,880,842,33.2411583333333,1.01371747791827
"ACSL3",71.523045,48.918818,50.907122,57.1163283333333,1224,1079,919,"Acsl3",155.549541,107.251119,90.126894,2978,3760,3462,117.642518,0.489844023146351
"ACSL4",36.054531,15.661033,10.428141,20.7145683333333,1246,833,675,"Acsl4",36.923525,27.741878,18.657545,1487,1298,1009,27.774316,0.7546510691456
"ACSL5",0.1358,0,0.182111,0.105970333333333,3,0,1,"Acsl5",90.630157,64.187729,63.662764,978,1441,1317,72.8268833333333,0.0149805908552282
"ACSL6",0.165731,0.038947,0.026724,0.077134,5,3,2,"Acsl6",88.954339,98.112671,85.343388,3610,5149,4996,90.803466,0.0117330428461165
"ACSM1",0,0.159858,0,0.053286,0,2,0,"Acsm1",0,0,0,0,0,0,0,1.053286
"ACSM2A",1.918943,2.292445,1.490272,1.90055333333333,10,6,4,"Acsm2",0.04055,0,0,4,0,0,0.0135166666666667,2.86187038529213
"ACSM2B",0,0.111241,0,0.0370803333333333,0,2,0,"Acsm2",0.04055,0,0,4,0,0,0.0135166666666667,1.02324941211294
"ACSM3",1.027824,2.197071,1.355443,1.52677933333333,11,13,11,"Acsm3",0.261954,2.557811,0.041191,2,4,3,0.953652,1.29336203854798
"ACSM4",0,0,0,0,0,0,0,"Acsm4",0.032515,0.018361,0,1,1,0,0.0169586666666667,0.983324133789771
"ACSM5",0.347033,0.226793,0.050724,0.208183333333333,7,6,1,"Acsm5",0,0.103164,0.161887,0,6,8,0.0883503333333333,1.11010517140467
"ACSS1",0.37447,0.329271,0.198105,0.300615333333333,29,24,13,"Acss1",9.943921,7.44783,6.344807,292,386,415,7.912186,0.145936735760826
"ACSS2",136.021315,95.971222,128.057604,120.016713666667,1559,1286,1185,"Acss2",18.226148,17.723046,18.224044,626,1144,1142,18.057746,6.35000139400885
"ACSS3",2.79066,4.630495,1.143408,2.85485433333333,125,108,90,"Acss3",0.734858,0.60194,0.346877,48,65,38,0.561225,2.46912157653979
"ACTA1",636.770692,441.289829,564.554107,547.538209333333,19134,12570,15960,"Acta1",3.585673,4.303819,3.346984,66,151,119,3.745492,115.591430632131
"ACTA2",51.781238,68.388245,46.909126,55.6928696666667,1324,1661,1126,"Acta2",15.624107,13.404868,15.517049,296,436,554,14.8486746666667,3.57713631322779
"ACTB",429.465479,453.29093,375.743403,419.499937333333,7846,7769,6339,"Actb",1395.959313,1572.045538,1463.033274,8217,16340,16001,1477.01270833333,0.284503600654088
"ACTBL2",0,0.022184,0.02198,0.0147213333333333,0,1,1,"Actbl2",0.024943,0,0.014532,1,0,1,0.0131583333333333,1.00154270063087
"ACTC1",5080.246607,4691.279529,4052.296585,4607.940907,121009,106500,94643,"Actc1",0,0,0,0,0,0,0,4608.940907
"ACTG1",124.614163,112.983909,79.093729,105.563933666667,2936,2870,2190,"Actg1",669.163615,698.177045,673.971237,10977,21201,20212,680.437299,0.156381128275555
"ACTG2",0.271346,0.303675,0.231978,0.268999666666667,8,3,6,"Actg2",0.611885,0.175024,0.099914,7,4,3,0.295607666666667,0.979462918687061
"ACTL10",0.248173,0.129837,0.099075,0.159028333333333,11,5,4,"Actl10",0.254595,0.105854,0.077653,5,4,3,0.146034,1.01133852340623
"ACTL6A",129.936939,63.089341,28.578082,73.8681206666667,238,226,162,"Actl6a",5.337694,7.134668,7.305312,89,203,211,6.592558,9.8607242337387
"ACTL6B",0,0,0,0,0,0,0,"Actl6b",38.475074,40.535358,35.640714,563,1196,1110,38.2170486666667,0.0254991141352758
"ACTL7A",0,0,0,0,0,0,0,"Actl7a",0.097759,0,0,2,0,0,0.0325863333333333,0.968442025348002
"ACTL7B",0,0,0,0,0,0,0,"Actl7b",0,0,0,0,0,0,0,1
"ACTL9",0,0,0,0,0,0,0,"Actl9",0.055109,0.060875,0,1,2,0,0.0386613333333333,0.962777729282307
"ACTN1",97.368685,90.347999,62.458246,83.3916433333333,3154,2333,1894,"Actn1",23.980828,10.2768,8.384307,975,632,532,14.2139783333333,5.54698064400644
"ACTN2",978.395053,817.138475,753.753803,849.762443666667,32985,24389,21981,"Actn2",7.314407,4.876111,3.283167,131,173,86,5.157895,138.157997768177
"ACTN3",0.251983,0.266257,0.25194,0.256726666666667,16,16,15,"Actn3",0.23681,0.335929,0.780729,10,26,29,0.451156,0.866017620894423
"ACTR10",123.432299,114.333934,91.069828,109.612020333333,961,968,829,"Actr10",99.732217,132.025899,140.933302,1514,2604,2580,124.230472666667,0.883267610334394
"ACTR1A",64.377145,42.659304,39.165459,48.7339693333333,3101,2292,2094,"Actr1a",63.002197,75.013199,66.463893,2349,4256,4010,68.159763,0.719117116311306
"ACTR1B",19.202777,14.33055,13.258617,15.5973146666667,779,576,553,"Actr1b",137.315193,170.468768,166.570017,3046,5855,5218,158.117992666667,0.104308220513038
"ACTR2",26.040333,13.291404,11.523641,16.9517926666667,1146,882,773,"Actr2",92.32534,56.271803,49.74149,4892,5093,4363,66.1128776666667,0.267486558329816
"ACTR3",38.861514,29.33901,25.230379,31.1436343333333,1098,1075,941,"Actr3",106.79007,92.095801,94.22518,2418,3617,3248,97.7036836666667,0.325657899880272
"ACTR3B",7.030276,2.889677,2.312428,4.07746033333333,129,80,93,"Actr3b",39.040706,42.988335,39.285356,1058,2070,1912,40.4381323333333,0.122531109570519
"ACTR3C",0.6982,1.16039,0.413306,0.757298666666667,10,10,5,"Actr3b",39.040706,42.988335,39.285356,1058,2070,1912,40.4381323333333,0.0424077671389904
"ACTR5",1.163629,0.795908,0.976133,0.978556666666667,62,40,49,"Actr5",1.655298,3.488506,3.028739,57,111,87,2.724181,0.531272960864863
"ACTR8",17.708309,15.074514,11.257858,14.680227,360,281,217,"Actr8",23.439745,26.829135,21.342911,523,1009,917,23.870597,0.63047248121949
"ACTRT1",0,0,0,0,0,0,0,"Actrt1",0,0,0,0,0,0,0,1
"ACTRT2",0,0,0,0,0,0,0,"Actrt2",0,0,0,0,0,0,0,1
"ACTRT3",0.448872,0.581869,0.461129,0.49729,14,18,14,"Actrt3",0.363621,0.493898,0.649441,10,24,32,0.50232,0.996651845146174
"ACVR1",7.233818,5.194846,4.253429,5.56069766666667,358,289,222,"Acvr1",10.711349,6.741105,6.615735,444,439,393,8.02272966666667,0.7271300270587
"ACVR1B",7.139766,4.870088,4.743164,5.58433933333333,614,453,436,"Acvr1b",24.009448,11.368391,10.09028,1603,1375,1234,15.1560396666667,0.407546618427672
"ACVR1C",0.00775,0.013681,0,0.00714366666666667,1,2,0,"Acvr1c",3.314034,1.219423,0.718173,468,213,168,1.75054333333333,0.366161715927641
"ACVR2A",2.344089,1.398215,1.171016,1.63777333333333,115,94,85,"Acvr2a",12.514011,5.744765,5.341047,825,707,544,7.86660766666667,0.297495212656114
"ACVR2B",1.1158,1.888897,1.517997,1.50756466666667,261,178,121,"Acvr2b",1.929773,0.686498,0.67679,71,29,40,1.097687,1.1953950549661
"ACVRL1",1.239071,1.061599,0.85141,1.05069333333333,40,22,30,"Acvrl1",12.582997,20.940623,17.187393,229,362,348,16.903671,0.114540382993707
"ACY1",29.01427,20.193338,18.22011,22.475906,288,174,168,"Acy1",6.602693,9.864639,8.338537,74,156,177,8.268623,2.53283643104267
"ACY3",0,0,0.038868,0.012956,0,0,1,"Acy3",1.108628,1.280322,1.709566,12,37,47,1.366172,0.428099056197098
"ACYP2",14.923638,15.092443,14.910934,14.9756716666667,179,179,196,"Acyp2",14.525832,16.757983,20.208801,131,261,297,17.1642053333333,0.879513932676677
"ADA",4.945909,4.204043,4.670719,4.60689033333333,124,113,122,"Ada",0.60434,1.298299,0.401885,14,35,17,0.768174666666667,3.17100478761148
"ADAD1",0,0,0,0,0,0,0,"Adad1",0,0,0,0,0,0,0,1
"ADAD2",0,0,0,0,0,0,0,"Adad2",0,0.020208,0.019589,0,1,1,0.0132656666666667,0.986908007343911
"ADAL",13.118704,10.233636,7.871906,10.408082,497,431,361,"Adal",8.868136,6.54983,6.090581,222,329,298,7.16951566666667,1.39642084861253
"ADAM10",24.348027,13.702235,11.245455,16.4319056666667,536,434,351,"Adam10",20.699286,11.778541,9.67486,1332,1439,1149,14.0508956666667,1.15819722976841
"ADAM11",11.764671,7.939555,6.243467,8.649231,981,771,582,"Adam11",48.344554,24.285039,26.595301,1655,1785,1743,33.0749646666667,0.283176551887645
"ADAM12",0.692991,0.787749,1.408243,0.962994333333333,57,72,53,"Adam12",0.827122,0.27961,0.555161,52,33,50,0.553964333333333,1.2632171094446
"ADAM15",11.532537,17.778786,12.695181,14.002168,314,295,237,"Adam15",46.208836,42.61884,40.50396,861,1418,1393,43.1105453333333,0.34010388868766
"ADAM17",5.863159,4.842983,3.098865,4.601669,292,270,199,"Adam17",6.531468,4.180438,3.7324,226,256,227,4.81476866666667,0.963351995774438
"ADAM2",0,0,0,0,0,0,0,"Adam2",0,0,0.029683,0,0,1,0.00989433333333333,0.990202605355082
"ADAM20",0.018165,0.036213,0.036804,0.030394,1,2,2,"Adam20",0,0,0.015191,0,0,1,0.00506366666666667,1.02520271518454
"ADAM20",0.018165,0.036213,0.036804,0.030394,1,2,2,"Adam39",0,0,0,0,0,0,0,1.030394
"ADAM20",0.018165,0.036213,0.036804,0.030394,1,2,2,"Adam25",0,0,0,0,0,0,0,1.030394
"ADAM21",0.092614,0.093693,0.038026,0.0747776666666667,5,5,2,"Adam21",0.327239,0.201938,0.079843,14,15,6,0.203006666666667,0.893409568248444
"ADAM22",0.473128,0.221024,0.122401,0.272184333333333,42,22,22,"Adam22",40.93577,14.501028,11.662182,3288,1921,1760,22.3663266666667,0.0544452002012012
"ADAM23",41.864549,35.696454,23.789355,33.7834526666667,1340,1061,895,"Adam23",41.066406,24.382817,23.376903,1931,2038,1906,29.6087086666667,1.13639072609902
"ADAM28",0.222073,0,0.032833,0.0849686666666667,7,0,4,"Adam28",0.062589,0,0.012877,3,0,1,0.0251553333333333,1.05834562957288
"ADAM29",0.022632,0,0,0.007544,1,0,0,"Adam29",0,0,0,0,0,0,0,1.007544
"ADAM30",0,0,0,0,0,0,0,"Adam30",0,0,0,0,0,0,0,1
"ADAM33",0.151082,0.049411,0.215616,0.138703,10,3,12,"Adam33",1.232301,1.066814,0.682982,34,39,24,0.994032333333333,0.571055434239866
"ADAM7",0,0,0,0,0,0,0,"Adam7",0.050089,0,0,2,0,0,0.0166963333333333,0.983577856252719
"ADAM8",1.440741,0.605901,0.327876,0.791506,22,10,8,"Adam8",0.663245,0.992273,0.7227,23,26,20,0.792739333333333,0.999312039787156
"ADAMDEC1",0,0,0,0,0,0,0,"Adamdec1",0,0,0,0,0,0,0,1
"ADAMTS1",7.164372,3.536363,3.442214,4.71431633333333,277,249,139,"Adamts1",2.782818,0.862728,1.160106,145,113,140,1.601884,2.19622255770562
"ADAMTS10",2.733393,2.863047,1.555908,2.384116,70,54,46,"Adamts10",4.399909,3.414722,3.055412,141,210,201,3.62334766666667,0.73196225851643
"ADAMTS12",9.689995,10.514763,8.128071,9.44427633333333,421,377,273,"Adamts12",0.022268,0.044537,0.008392,3,3,2,0.0250656666666667,10.1888851348385
"ADAMTS13",3.498026,3.363595,2.00095,2.95419033333333,170,115,87,"Adamts13",1.956722,1.346145,0.758726,13,19,12,1.35386433333333,1.67987180796174
"ADAMTS14",1.363407,0.882597,0.773,1.00633466666667,169,102,89,"Adamts14",0.115884,0.04109,0.038793,9,6,5,0.0652556666666667,1.88343017497834
"ADAMTS15",5.729811,5.379448,3.798096,4.96911833333333,751,656,463,"Adamts15",1.37491,0.984475,0.552745,123,71,93,0.97071,3.02891766588353
"ADAMTS16",0.036176,0.066894,0.143115,0.0820616666666667,4,7,12,"Adamts16",0.303483,0.168269,0.211008,23,23,27,0.227586666666667,0.881454398331686
"ADAMTS17",0.492449,0.402607,0.432152,0.442402666666667,33,26,24,"Adamts17",10.756318,5.941493,9.121913,48,40,40,8.60657466666667,0.150147447629963
"ADAMTS18",0.121899,0.017094,0.017158,0.0520503333333333,3,2,2,"Adamts18",0.282192,0.177418,0.298096,23,19,20,0.252568666666667,0.839914298776967
"ADAMTS19",2.13328,0.847573,1.17336,1.38473766666667,96,45,53,"Adamts19",0.194895,0.091705,0.075239,14,10,9,0.120613,2.12806532377071
"ADAMTS2",0.115833,0.086629,0.03467,0.079044,13,8,5,"Adamts2",2.38449,9.5115,1.519395,183,164,225,4.471795,0.197201101283948
"ADAMTS20",0.194401,0.034761,0.182112,0.137091333333333,12,3,3,"Adamts20",1.577421,0.670355,0.930797,140,89,77,1.05952433333333,0.55211357056071
"ADAMTS3",0.99259,0.688442,0.66207,0.781034,83,76,57,"Adamts3",3.184083,1.077617,0.902162,144,97,82,1.72128733333333,0.654482155626835
"ADAMTS4",0.02932,0.026379,0.464571,0.173423333333333,6,6,4,"Adamts4",5.699625,2.281185,3.050056,376,274,376,3.67695533333333,0.250894706000328
"ADAMTS5",0.014722,0,0,0.00490733333333333,1,0,0,"Adamts5",0.251188,0.214129,0.12924,42,63,37,0.198185666666667,0.838690831721406
"ADAMTS6",0.791118,0.693934,0.622677,0.702576333333333,95,61,55,"Adamts6",0.55841,0.189162,0.252862,62,33,47,0.333478,1.27679371788161
"ADAMTS7",5.459603,4.568133,3.862321,4.630019,514,375,312,"Adamts7",0,0.027061,0.079894,0,3,7,0.0356516666666667,5.43620908574472
"ADAMTS8",0.317805,0.100515,0.182645,0.200321666666667,24,7,13,"Adamts8",1.065953,0.548142,0.553996,53,51,53,0.722697,0.696768884294027
"ADAMTS9",11.270211,9.013448,9.75239,10.0120163333333,594,373,363,"Adamts9",0.801112,0.279004,0.221261,75,23,48,0.433792333333333,7.68034259726595
"ADAMTSL1",2.699594,2.503845,1.528651,2.24403,224,163,120,"Adamtsl1",1.938662,0.936835,0.857687,151,81,101,1.24439466666667,1.44539195720776
"ADAMTSL2",0.864767,0.719934,0.473671,0.686124,77,57,38,"Adamtsl2",6.160742,7.833362,8.501026,67,114,117,7.49837666666667,0.198405420956865
"ADAMTSL3",0.184832,0.214714,0.105793,0.168446333333333,11,12,8,"Adamtsl3",0.364948,0.181688,0.105642,29,12,21,0.217426,0.959767848997256
"ADAMTSL4",12.635359,12.932216,10.354914,11.974163,763,595,511,"Adamtsl4",4.354472,8.353508,5.544521,110,147,216,6.084167,1.83143099252177
"ADAMTSL5",42.692522,31.619021,21.507695,31.939746,494,357,323,"Adamtsl5",2.686545,2.70172,5.340766,44,82,81,3.57634366666667,7.19783049510195
"ADAP1",2.559191,2.013888,2.267124,2.28006766666667,50,43,34,"Adap1",90.23531,112.334024,107.014026,1840,4188,4166,103.194453333333,0.0314802521797705
"ADAP2",3.159636,0.302603,0.075168,1.17913566666667,8,6,4,"Adap2",1.978714,1.077312,1.125662,48,48,51,1.393896,0.91028836117637
"ADAR",31.090188,13.016808,8.388818,17.4986046666667,1562,1005,859,"Adar",44.154559,18.973492,18.319703,3062,2871,2715,27.1492513333333,0.657161515509341
"ADARB1",19.742685,2.826503,2.675535,8.41490766666667,369,269,279,"Adarb1",44.261493,26.110383,23.114212,4259,4277,4114,31.1620293333333,0.292733632231001
"ADARB2",0.115823,0.022508,0.083771,0.074034,3,4,2,"Adarb2",5.902871,2.138354,3.292197,348,275,274,3.77780733333333,0.224796423352358
"ADAT1",12.085066,7.251189,8.024499,9.12025133333333,134,77,60,"Adat1",1.509519,1.346473,0.997993,63,98,81,1.28466166666667,4.42964990439868
"ADAT2",0.527551,0.654778,0.610782,0.597703666666667,63,65,57,"Adat2",2.114458,1.637674,1.797428,41,58,65,1.84985333333333,0.560626628738789
"ADAT3",0.613159,0.450686,0.803128,0.622324333333333,20,11,23,"Adat3",1.125383,0.468138,0.877987,5,16,10,0.823836,0.889512178361066
"ADCK1",6.62267,6.828834,4.626745,6.026083,191,206,136,"Adck1",11.74457,13.920957,13.356394,367,795,788,13.007307,0.501601271393566
"ADCK2",8.450675,6.860918,7.832185,7.71459266666667,216,169,177,"Adck2",22.03558,27.324204,24.517113,209,401,418,24.6256323333333,0.340073273248789
"ADCK5",4.110263,2.199273,1.452022,2.587186,128,66,57,"Adck5",34.360221,31.261416,28.953374,90,182,213,31.5250036666667,0.110290102862504
"ADCY1",0.4447,0.546407,0.45112,0.480742333333333,108,68,50,"Adcy1",73.475865,16.564693,18.638468,13972,5664,6473,36.226342,0.0397767348006778
"ADCY10",0.095948,0.039473,0.019977,0.0517993333333333,1,4,2,"Adcy10",0.270517,0.081949,0.049085,7,4,5,0.133850333333333,0.92763507000189
"ADCY2",0.17816,0.66433,0.071804,0.304764666666667,11,16,10,"Adcy2",30.508851,22.13851,19.184526,1856,2399,2121,23.9439623333333,0.0523078350275999
"ADCY3",0.989079,0.854518,0.47374,0.772445666666667,27,19,13,"Adcy3",17.107358,10.657919,9.003626,840,954,871,12.256301,0.13370590081401
"ADCY4",0.32983,0.401649,0.214958,0.315479,5,3,3,"Adcy4",0.968863,2.256381,3.309353,52,62,60,2.178199,0.413907058683235
"ADCY5",29.485628,24.648613,19.357219,24.4971533333333,2001,1890,1434,"Adcy5",28.669659,14.846082,11.291118,2748,2228,2003,18.268953,1.32322463671655
"ADCY6",52.569283,30.652688,27.231797,36.8179226666667,3885,2826,2457,"Adcy6",18.557001,6.27736,7.069085,601,406,424,10.634482,3.25050334571549
"ADCY7",1.115192,0.719433,0.654716,0.829780333333333,39,31,24,"Adcy7",1.379845,0.948447,1.147046,124,147,179,1.158446,0.847730419632149
"ADCY8",0.108939,0,0.014524,0.0411543333333333,9,0,1,"Adcy8",5.307575,2.838948,2.954949,565,543,575,3.70049066666667,0.221499074706527
"ADCY9",3.831584,2.220177,1.998618,2.68345966666667,528,363,299,"Adcy9",12.806736,3.568863,3.911956,875,440,491,6.76251833333333,0.474518643112169
"ADCYAP1",0,0,0,0,0,0,0,"Adcyap1",43.795172,25.800562,22.787378,321,412,422,30.7943706666667,0.0314521086290412
"ADCYAP1R1",0.006753,0,0,0.002251,1,0,0,"Adcyap1r1",33.74949,17.422351,18.614593,2887,2708,2873,23.2621446666667,0.0413092500176613
"ADD1",153.183987,134.469754,126.62982,138.094520333333,4224,3342,2845,"Add1",253.694691,174.468415,165.730906,5145,6497,5987,197.964670666667,0.69909155161704
"ADD2",5.559971,3.289912,3.736443,4.195442,820,551,534,"Add2",38.882969,16.233037,14.787577,4692,3219,3236,23.3011943333333,0.213793689673661
"ADD3",179.187635,64.000519,43.576139,95.5880976666667,1088,803,587,"Add3",29.537118,20.470542,20.002425,1687,2085,1913,23.336695,3.96882558073998
"ADGB",0.054045,0.059068,0.038539,0.0505506666666667,7,8,5,"Adgb",0.351565,0.119097,0.199078,22,12,21,0.223246666666667,0.858821605890336
"ADGRA1",0,0,0,0,0,0,0,"Adgra1",24.465321,10.666674,11.368228,1039,843,844,15.5000743333333,0.0606057875739267
"ADGRA2",1.052057,0.576,0.480785,0.702947333333333,151,82,66,"Adgra2",3.902165,1.785187,2.093774,210,225,234,2.59370866666667,0.473869055978012
"ADGRA3",26.061508,22.676209,17.139068,21.9589283333333,503,415,325,"Adgra3",52.927926,54.816909,38.034606,276,365,363,48.593147,0.46294558264942
"ADGRB1",0,0.242985,0.016005,0.08633,0,3,2,"Adgrb1",116.967881,51.678282,48.693815,3743,3334,3492,72.4466593333333,0.0147907339811026
"ADGRB2",15.420485,13.604855,10.864538,13.296626,1003,721,599,"Adgrb2",205.176993,145.993075,161.278149,3986,4733,4664,170.816072333333,0.0832088977814817
"ADGRB3",0.034338,0,0.364223,0.132853666666667,2,0,2,"Adgrb3",23.137777,13.958923,12.481891,1407,1342,1228,16.526197,0.0646377343964961
"ADGRD1",10.457535,3.538922,4.19323,6.063229,275,217,185,"Adgrd1",0.817857,0.182009,0.29662,65,26,43,0.432162,4.93186455163592
"ADGRE1",0,0,0,0,0,0,0,"Adgre1",4.182009,2.250254,2.486847,71,114,111,2.97303666666667,0.251696645135417
"ADGRE5",5.268911,2.790159,3.153039,3.73736966666667,167,156,138,"Adgre5",9.124305,4.220371,3.689004,167,194,206,5.67789333333333,0.70941080220908
"ADGRF1",0.060606,0.230254,0.111599,0.134153,5,8,4,"Adgrf1",0,0,0,0,0,0,0,1.134153
"ADGRF2",0.023203,0.023839,0.039741,0.0289276666666667,1,2,4,"Adgrf2",0.271127,0.046489,0.030539,10,3,2,0.116051666666667,0.921935513738163
"ADGRF3",0.040836,0.044289,0,0.028375,3,4,0,"Adgrf3",0,0,0,0,0,0,0,1.028375
"ADGRF4",0.063151,0.032288,0,0.031813,4,2,0,"Adgrf4",0.322525,0.256321,0.245318,14,19,17,0.274721333333333,0.809442011378173
"ADGRF5",0.145344,0.152902,0.153877,0.150707666666667,15,11,7,"Adgrf5",11.275438,4.829541,4.958625,761,453,556,7.02120133333333,0.1434582700081
"ADGRG1",0.426519,0.391658,0.399369,0.405848666666667,9,5,9,"Adgrg1",85.067034,41.863466,48.512136,984,1061,1218,58.4808786666667,0.0236353042890489
"ADGRG2",0.154332,0.157483,0.118789,0.143534666666667,15,14,11,"Adgrg2",0.612248,0.27269,0.384423,44,33,44,0.423120333333333,0.803540389299476
"ADGRG3",0,0,0,0,0,0,0,"Adgrg3",0.151278,0.049381,0.038651,1,4,2,0.07977,0.926123155857266
