"Hs_symbol","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Hs_Avg_TPM","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","Mm_genes","Brain_3_HB-S6","Brain_3_HB-S12","Brain_3_HB-S18","Brain_3_HB-S6_read","Brain_3_HB-S12_read","Brain_3_HB-S18_read","Mm_Avg_TPM","FoldChange"
"FBXL19",14.339414,6.100899,3.164855,7.86838933333333,264,171,137,"Fbxl19",10.454282,8.512086,10.772403,154,632,329,9.91292366666667,0.812650175536522
"FBXL2",1.993134,1.529504,1.551696,1.69144466666667,73,57,63,"Fbxl2",5.49184,7.804368,10.177136,91,439,235,7.824448,0.304998643163478
"FBXL20",1.935082,1.614287,0.953884,1.50108433333333,266,260,150,"Fbxl20",7.358291,13.30548,15.138794,291,1315,738,11.9341883333333,0.193370025924833
"FBXL22",15.898117,18.249026,15.623304,16.590149,613,483,411,"Fbxl22",0.599186,0.198641,0.26244,16,20,15,0.353422333333333,12.9967923291744
"FBXL3",2.642987,1.26268,1.382008,1.76255833333333,93,74,52,"Fbxl3",54.281305,41.738725,40.613201,585,1952,1178,45.5444103333333,0.0593531707362698
"FBXL4",1.502633,1.256311,0.530217,1.096387,115,109,61,"Fbxl4",5.81122,7.972981,8.815597,95,421,276,7.533266,0.245672290070414
"FBXL5",11.488677,10.85694,8.630256,10.325291,407,434,329,"Fbxl5",41.416246,57.73508,64.972452,584,2348,1377,54.707926,0.203297660013406
"FBXL6",3.839961,7.808144,2.877559,4.841888,102,99,91,"Fbxl6",9.498376,12.38814,17.997334,53,256,142,13.2946166666667,0.408677485813424
"FBXL7",11.304761,11.173703,9.262671,10.5803783333333,1000,935,755,"Fbxl7",0.096696,0.509659,0.350766,3,59,23,0.319040333333333,8.77939668764235
"FBXL8",2.125116,0.711536,2.004264,1.61363866666667,29,13,31,"Fbxl8",0.48297,0.453835,0.459261,6,21,12,0.465355333333333,1.78362108303197
"FBXO10",4.204209,2.232582,1.355755,2.59751533333333,247,173,133,"Fbxo10",4.643146,6.829659,6.140778,147,673,360,5.87119433333333,0.523564777651707
"FBXO11",19.958307,26.836314,7.401098,18.0652396666667,597,588,349,"Fbxo11",46.35193,43.601424,43.705606,826,2875,1690,44.5529866666667,0.418528861920214
"FBXO15",0.463497,0.850185,1.768321,1.02733433333333,16,18,17,"Fbxo15",0.374465,0.357956,0.338146,2,10,4,0.356855666666667,1.49414147955309
"FBXO16",7.386895,8.919861,7.934885,8.080547,34,46,44,"Fbxo16",1.108702,2.247075,2.448085,19,93,59,1.93462066666667,3.09428305441407
"FBXO2",16.449884,14.430689,37.346634,22.7424023333333,206,169,187,"Fbxo2",45.969464,50.039257,45.086625,345,1363,694,47.031782,0.494306089524918
"FBXO21",9.063411,6.116923,6.071748,7.08402733333333,591,396,392,"Fbxo21",32.934586,42.743527,47.38018,604,2724,1567,41.019431,0.192387834412449
"FBXO22",50.02278,49.026528,32.311135,43.7868143333333,415,388,266,"Fbxo22",21.265462,24.513273,21.581239,199,864,471,22.4533246666667,1.90961473351312
"FBXO24",0.696334,0.466263,0.305916,0.489504333333333,20,14,6,"Fbxo24",0.144354,0.129041,0.045829,2,5,1,0.106408,1.34625231680658
"FBXO25",14.336162,13.869262,12.07502,13.4268146666667,262,233,184,"Fbxo25",16.920732,20.297657,20.615948,208,814,484,19.2781123333333,0.711447615513587
"FBXO28",2.354895,2.425398,1.479236,2.08650966666667,108,116,70,"Fbxo28",11.25893,11.732992,12.496146,367,1301,813,11.829356,0.240581808367206
"FBXO3",24.158252,16.972945,15.60762,18.912939,429,378,246,"Fbxo3",28.978661,24.06046,24.719957,769,2461,1433,25.9196926666667,0.739716431631377
"FBXO30",1.84256,1.330076,1.073386,1.41534066666667,248,204,164,"Fbxo30",3.663313,3.641679,3.990832,86,341,229,3.76527466666667,0.506862843303051
"FBXO31",6.192427,5.416538,3.926876,5.17861366666667,345,228,213,"Fbxo31",19.456774,24.836179,23.601457,442,1950,1048,22.63147,0.261457017556109
"FBXO32",21.777614,22.926821,11.759747,18.821394,821,765,556,"Fbxo32",2.970822,2.951897,3.199844,144,537,330,3.04085433333333,4.90524833733592
"FBXO33",1.307139,0.818067,1.240812,1.122006,77,60,59,"Fbxo33",30.632723,36.117544,29.950982,383,1273,674,32.2337496666667,0.0638509353077412
"FBXO34",2.768163,2.627544,2.482004,2.62590366666667,182,169,162,"Fbxo34",12.031144,11.406193,11.830974,186,633,393,11.7561036666667,0.284248526150004
"FBXO36",0.570058,0.30413,0.442411,0.438866333333333,21,13,15,"Fbxo36",5.120949,4.434557,3.267578,24,82,35,4.27436133333333,0.272803898405646
"FBXO38",18.289985,11.451631,8.762101,12.8345723333333,552,351,321,"Fbxo38",8.519344,10.372562,11.502826,221,1034,633,10.1315773333333,1.24282228107116
"FBXO39",0,0,0,0,0,0,0,"Fbxo39",0,0,0,0,0,0,0,1
"FBXO4",3.664028,3.410972,2.182666,3.08588866666667,70,53,32,"Fbxo4",3.460464,3.022108,6.239786,28,79,63,4.240786,0.77963280062698
"FBXO40",3.461111,2.820881,2.200753,2.82758166666667,429,340,262,"Fbxo40",0.717429,2.435199,1.913145,23,112,53,1.688591,1.42363850309202
"FBXO41",0.445914,0.405449,0.300777,0.384046666666667,72,49,46,"Fbxo41",8.287249,9.62278,9.296258,370,1575,866,9.06876233333333,0.137459463322983
"FBXO42",6.86395,5.716629,5.368105,5.98289466666667,371,316,290,"Fbxo42",6.744704,5.663673,7.754161,190,881,518,6.720846,0.904420923130272
"FBXO43",0.131017,0.3031,0,0.144705666666667,7,16,0,"Fbxo43",0.037952,0.033141,0.017971,1,3,1,0.029688,1.11170147332655
"FBXO44",13.634015,11.474453,11.00745,12.0386393333333,501,439,404,"Fbxo44",58.390692,61.060211,55.061592,417,1869,935,58.1708316666667,0.220355857203179
"FBXO45",1.435592,1.351428,0.908345,1.23178833333333,105,101,80,"Fbxo45",14.327066,15.18955,14.12687,384,1496,790,14.5478286666667,0.143543409255475
"FBXO46",3.024591,2.7159,2.077067,2.60585266666667,157,158,131,"Fbxo46",1.561798,2.184635,1.957083,43,218,110,1.901172,1.2428951701818
"FBXO47",0,0,0,0,0,0,0,"Fbxo47",1.594345,0.787947,0.96303,8,20,16,1.11510733333333,0.472789245368478
"FBXO48",0.10788,0.181355,0.088211,0.125815333333333,11,19,9,"Fbxo48",0.492042,0.644414,0.524202,3,22,10,0.553552666666667,0.724671494883341
"FBXO5",2.119751,2.105641,1.605619,1.94367033333333,73,75,59,"Fbxo5",3.212873,1.744634,0.88078,14,39,22,1.94609566666667,0.99917676355158
"FBXO6",2.82905,2.511255,1.185319,2.175208,58,54,32,"Fbxo6",11.094936,11.270991,9.290228,46,199,108,10.5520516666667,0.274860959041763
"FBXO7",30.797124,31.966911,25.292638,29.3522243333333,1182,1209,909,"Fbxo7",30.127388,29.566962,31.943234,323,1300,715,30.5458613333333,0.962161851046409
"FBXO8",5.181905,5.884886,3.914158,4.99364966666667,151,164,104,"Fbxo8",26.867012,28.534445,29.706513,125,546,311,28.3693233333333,0.204078575411509
"FBXO9",83.298274,67.092679,54.183391,68.191448,1292,1030,892,"Fbxo9",84.046946,93.038137,101.861875,694,2553,1478,92.9823193333333,0.736217710850422
"FBXW10",0,0.445886,0.701622,0.382502666666667,0,3,5,"Fbxw10",0.652732,0.866963,0.412185,7,27,19,0.64396,0.840958823004615
"FBXW11",17.469218,12.297222,7.66985,12.4787633333333,743,655,555,"Fbxw11",58.071862,55.543972,58.903688,1189,4319,2628,57.5065073333333,0.230380584103915
"FBXW12",0.186732,0.164095,0.023768,0.124865,8,7,1,"Fbxw20",0.069945,0.242613,0.164835,1,13,5,0.159131,0.970438198961118
"FBXW12",0.186732,0.164095,0.023768,0.124865,8,7,1,"Fbxw21",0.139801,0.093519,0,2,5,0,0.0777733333333333,1.04369347914837
"FBXW12",0.186732,0.164095,0.023768,0.124865,8,7,1,"Fbxw18",0,0,0,0,0,0,0,1.124865
"FBXW12",0.186732,0.164095,0.023768,0.124865,8,7,1,"Fbxw16",0.090483,0.024096,0.127499,1,1,3,0.0806926666666667,1.04087409371397
"FBXW12",0.186732,0.164095,0.023768,0.124865,8,7,1,"Fbxw24",0,0,0,0,0,0,0,1.124865
"FBXW12",0.186732,0.164095,0.023768,0.124865,8,7,1,"Fbxw22",0,0,0,0,0,0,0,1.124865
"FBXW12",0.186732,0.164095,0.023768,0.124865,8,7,1,"Fbxw14",0,0.125603,0,0,2,0,0.0418676666666667,1.07966206840728
"FBXW12",0.186732,0.164095,0.023768,0.124865,8,7,1,"Fbxw26",0,0,0,0,0,0,0,1.124865
"FBXW12",0.186732,0.164095,0.023768,0.124865,8,7,1,"Fbxw15",0.449686,0.570265,0.544558,4,19,9,0.521503,0.739311720055761
"FBXW12",0.186732,0.164095,0.023768,0.124865,8,7,1,"Fbxw19",0,0.039343,0.107959,0,2,3,0.0491006666666667,1.07221836353804
"FBXW12",0.186732,0.164095,0.023768,0.124865,8,7,1,"Fbxw28",0,0.179097,0,0,2,0,0.059699,1.06149482069909
"FBXW12",0.186732,0.164095,0.023768,0.124865,8,7,1,"Fbxw27",0,0,0.750108,0,0,3,0.250036,0.899866083856785
"FBXW12",0.186732,0.164095,0.023768,0.124865,8,7,1,"Fbxw25",0,0,0,0,0,0,0,1.124865
"FBXW12",0.186732,0.164095,0.023768,0.124865,8,7,1,"Fbxw13",0,0,0,0,0,0,0,1.124865
"FBXW2",17.157087,10.708879,9.457925,12.441297,1048,903,711,"Fbxw2",61.606331,80.073208,64.950613,312,1223,753,68.8767173333333,0.192357304592328
"FBXW4",31.559609,26.061972,15.489071,24.3702173333333,582,574,417,"Fbxw4",9.683663,15.997766,13.427042,55,286,151,13.036157,1.80749027909372
"FBXW5",16.44825,12.763289,9.623515,12.945018,755,551,428,"Fbxw5",47.821062,43.956477,40.243908,284,1286,662,44.007149,0.309840065630462
"FBXW7",6.260048,3.707512,2.371891,4.11315033333333,154,133,101,"Fbxw7",27.755224,26.017416,28.448561,650,2295,1409,27.407067,0.179995714916057
"FBXW8",2.217532,1.751779,1.400411,1.78990733333333,225,158,135,"Fbxw8",8.898502,12.117571,12.058769,302,1354,768,11.0249473333333,0.232009941997806
"FCAMR",0,0,0,0,0,0,0,"Fcamr",0,0.024267,0,0,1,0,0.008089,0.991975906889173
"FCER1A",0,0,0,0,0,0,0,"Fcer1a",0,0,0,0,0,0,0,1
"FCER1G",0.142808,0,0.288609,0.143805666666667,1,0,2,"Fcer1g",4.929714,4.902398,5.474931,15,57,36,5.10234766666667,0.187436988048807
"FCER2",0,0,0,0,0,0,0,"Fcer2a",0.560434,0.366382,0.324478,8,20,10,0.417098,0.705667497942979
"FCGR1A",0.159399,0.084119,0,0.0811726666666667,2,1,0,"Fcgr1",1.193426,1.452652,1.834628,11,60,40,1.49356866666667,0.433584477187046
"FCGR1B",0.047988,0.049482,0.117385,0.0716183333333333,1,1,3,"Fcgr1",1.193426,1.452652,1.834628,11,60,40,1.49356866666667,0.429752886960135
"FCGR2A",0,1.879679,0,0.626559666666667,0,1,0,"Fcgr3",2.885046,3.679768,3.451816,23,110,58,3.33887666666667,0.374880364579772
"FCGR2A",0,1.879679,0,0.626559666666667,0,1,0,"Fcgr2b",1.352461,0.960968,0.612175,28,72,29,0.975201333333333,0.823490567375073
"FCGR2B",0.034903,0,0,0.0116343333333333,2,0,0,"Fcgr2b",1.352461,0.960968,0.612175,28,72,29,0.975201333333333,0.512167704760561
"FCGR2B",0.034903,0,0,0.0116343333333333,2,0,0,"Fcgr3",2.885046,3.679768,3.451816,23,110,58,3.33887666666667,0.233155816828165
"FCGR3A",0,0,0,0,0,0,0,"Fcgr4",0.138707,0.216951,0,1,6,0,0.118552666666667,0.89401244107713
"FCGR3B",0,0,0,0,0,0,0,"Fcgr4",0.138707,0.216951,0,1,6,0,0.118552666666667,0.89401244107713
"FCHO1",0.196395,0.613214,1.900044,0.903217666666667,4,7,13,"Fcho1",11.670705,17.998995,15.543193,144,766,428,15.0709643333333,0.118425853433023
"FCHO2",2.02215,0.899812,1.08482,1.335594,107,61,64,"Fcho2",13.931897,12.082745,12.728198,256,1093,618,12.91428,0.167855900556838
"FCHSD1",1.259364,1.097779,1.079212,1.14545166666667,35,27,23,"Fchsd1",3.386287,5.889698,4.851589,19,133,71,4.70919133333333,0.375789063880267
"FCHSD2",20.453089,8.134832,4.60359,11.063837,522,338,250,"Fchsd2",21.136456,16.903946,17.849198,350,1274,780,18.6298666666667,0.614565407134706
"FCMR",0.524978,0.207021,0.478569,0.403522666666667,8,5,12,"Fcmr",0,0.146746,0.048048,0,2,1,0.0649313333333333,1.31794663443089
"FCN1",0.075142,0.06274,0.032694,0.0568586666666667,1,2,5,"Fcnb",0,0.316683,0,0,1,0,0.105561,0.955947855131166
"FCRL1",0.031215,0.030033,0,0.020416,1,1,0,"Fcrl1",0.323656,0.107807,0.095262,3,2,1,0.175575,0.868014375943687
"FCRL4",0,0,0,0,0,0,0,"Fcrls",5.078868,2.838495,2.62142,46,147,82,3.51292766666667,0.221585647690786
"FCRL5",0.023934,0.09116,0.03444,0.0498446666666667,2,1,3,"Fcrl5",0,0.033347,0,0,2,0,0.0111156666666667,1.0383032340184
"FCRLA",0.164592,0,0.067281,0.077291,5,0,2,"Fcrla",0,0,0.306179,0,0,1,0.102059666666667,0.977525112826619
"FCRLB",0.095917,0.099999,0.098341,0.0980856666666667,4,3,3,"Fcrlb",0.389216,0.29293,0.321759,3,8,5,0.334635,0.822761029544907
"FCSK",6.342003,3.5498,3.453121,4.448308,294,202,167,"Fcsk",3.75663,3.963173,4.270351,91,360,191,3.996718,1.09037732367526
"FDFT1",67.507686,60.135178,43.352459,56.998441,1033,890,703,"Fdft1",33.276077,27.167961,31.952231,414,1494,832,30.7987563333333,1.82392167769161
"FDPS",85.239838,71.693516,57.379089,71.437481,974,806,667,"Fdps",50.940151,62.731472,67.688365,226,984,584,60.4533293333333,1.17873973283183
"FDX1",4.956102,5.204979,4.133345,4.76480866666667,256,281,223,"Fdx1",10.230457,9.412276,10.263784,51,180,114,9.968839,0.525562337697423
"FDX2",28.027642,27.529899,26.957202,27.5049143333333,302,282,284,"Fdx2",11.460565,13.926701,12.761891,45,204,104,12.7163856666667,2.07816512498664
"FDXACB1",0.359745,0.465607,0.211503,0.345618333333333,14,22,10,"Fdxacb1",6.237567,2.466966,1.723451,29,127,61,3.47599466666667,0.300630012666086
"FECH",18.124496,11.071165,9.695676,12.963779,622,487,430,"Fech",29.745248,33.238264,33.66183,341,1395,815,32.215114,0.420404367722477
"FEM1A",3.563501,3.135363,2.643074,3.11397933333333,786,651,548,"Fem1al",0,0.097699,0.024518,0,8,1,0.040739,3.95294049068338
"FEM1A",3.563501,3.135363,2.643074,3.11397933333333,786,651,548,"Fem1a",4.778733,4.891794,5.212507,225,865,522,4.96101133333333,0.690147879828445
"FEM1B",24.732408,9.811359,9.491209,14.6783253333333,1145,896,844,"Fem1b",23.273875,20.405406,23.834002,1077,3475,2305,22.5044276666667,0.667037102782464
"FEM1C",2.767119,1.831499,1.439749,2.012789,260,190,147,"Fem1c",11.768425,11.808778,12.347828,458,1693,1007,11.9750103333333,0.232199352647914
"FEN1",10.096631,10.531309,8.852557,9.82683233333333,343,320,262,"Fen1",4.812926,5.10334,5.721933,67,275,171,5.212733,1.74268431193379
"FER",1.471513,1.08474,0.671606,1.075953,255,182,129,"Fer",9.42714,5.333557,5.063647,115,314,209,6.60811466666667,0.272860372241147
"FER1L5",0.17945,0.152913,0.121606,0.151323,18,16,10,"Fer1l5",2.659621,3.530006,3.690807,31,160,93,3.293478,0.268156259331013
"FER1L6",0.007466,0.023483,0,0.0103163333333333,1,3,0,"Fer1l6",0.410632,0.151964,0.037516,3,9,2,0.200037333333333,0.841904085206238
"FERD3L",0,0,0,0,0,0,0,"Ferd3l",0.650685,0.113286,0.100762,3,2,1,0.288244333333333,0.77625026101415
"FERMT1",0.62633,0.545116,0.461629,0.544358333333333,53,31,17,"Fermt1",0,0,0,0,0,0,0,1.54435833333333
"FERMT2",26.555301,20.094336,15.824079,20.824572,1047,881,627,"Fermt2",45.951278,40.33807,39.392759,521,1962,1168,41.8940356666667,0.508802020159648
"FERMT3",1.864076,0.928909,1.094263,1.29574933333333,19,10,16,"Fermt3",0.649804,0.838985,1.517767,11,49,24,1.00218533333333,1.14662179125609
"FES",0.662115,0.415787,0.211737,0.429879666666667,19,16,11,"Fes",3.101947,2.503633,1.46468,14,79,33,2.35675333333333,0.425971027560361
"FETUB",0,0,0,0,0,0,0,"Fetub",0,0.066789,0,0,1,0,0.022263,0.978221847019798
"FEV",0,0,0,0,0,0,0,"Fev",0.620903,0.85203,0.604059,2,12,7,0.692330666666667,0.590901068979427
"FEZ1",3.647406,4.357563,3.517928,3.84096566666667,42,48,44,"Fez1",452.542943,334.81984,459.581107,1712,5998,3574,415.647963333333,0.0116188391464516
"FEZ2",14.397281,14.774885,13.093388,14.088518,270,306,224,"Fez2",27.629751,22.02672,22.313735,343,1034,596,23.9900686666667,0.603780573845562
"FEZF1",0.317867,0,0,0.105955666666667,5,0,0,"Fezf1",0,0,0,0,0,0,0,1.10595566666667
"FEZF2",0.024585,0,0,0.008195,1,0,0,"Fezf2",0,0,0,0,0,0,0,1.008195
"FFAR1",0.020281,0.065023,0,0.0284346666666667,1,3,0,"Ffar1",0,0.046311,0.049167,0,5,3,0.031826,0.996713270131463
"FFAR2",0.636069,0,0.075282,0.237117,2,0,3,"Ffar2",0.085287,0,0,1,0,0,0.028429,1.20291920978502
"FFAR3",0,0,0.005181,0.001727,0,0,0,"Ffar3",0,0,0.046654,0,0,1,0.0155513333333333,0.986387361347892
"FFAR4",0,0.062441,0.028375,0.030272,0,5,2,"Ffar4",0,0,0,0,0,0,0,1.030272
"FGB",0.232414,0.048846,0.098911,0.126723666666667,3,1,2,"Fgb",0,0,0,0,0,0,0,1.12672366666667
"FGD1",3.524596,3.094214,2.699479,3.10609633333333,336,267,237,"Fgd1",3.229261,4.611305,6.158836,63,296,160,4.66646733333333,0.724630725245512
"FGD2",0.007752,0.024555,0,0.010769,1,2,0,"Fgd2",2.244578,1.808713,1.628804,6,37,25,1.89403166666667,0.349259827265194
"FGD3",0,0,0,0,0,0,0,"Fgd3",3.504842,4.17985,5.145004,104,471,316,4.27656533333333,0.189517221303555
"FGD4",1.483855,0.815344,0.561552,0.953583666666667,75,74,47,"Fgd4",7.508885,6.45382,9.036225,379,1114,901,7.66631,0.225422777014285
"FGD5",0.274199,0.236471,0.197232,0.235967333333333,19,13,12,"Fgd5",2.25781,3.297963,2.653167,59,204,110,2.73631333333333,0.330798630378965
"FGD6",8.469307,3.659229,2.948985,5.02584033333333,762,641,446,"Fgd6",2.326848,3.793917,2.614002,120,457,312,2.911589,1.54050958148551
"FGF1",32.997073,17.197365,23.254904,24.483114,871,721,529,"Fgf1",101.363695,76.725923,71.781546,1217,4660,2657,83.290388,0.302325266316249
"FGF10",0.047639,0.017332,0.008851,0.0246073333333333,1,2,1,"Fgf10",1.673772,1.650782,1.52111,47,173,89,1.61522133333333,0.39178608719415
"FGF11",11.629346,7.942176,10.259858,9.94379333333333,516,358,452,"Fgf11",12.361202,12.916972,15.930205,230,970,651,13.7361263333333,0.742650618336402
"FGF12",56.76452,51.607226,42.885673,50.4191396666667,850,872,659,"Fgf12",237.414117,385.031332,345.91455,958,3583,2048,322.786666333333,0.158805611883139
"FGF13",13.726728,12.79612,9.343358,11.955402,364,423,303,"Fgf13",54.815332,29.600967,52.655945,226,984,558,45.690748,0.277472573367212
"FGF14",0.013234,0.016802,0.090667,0.0402343333333333,3,4,5,"Fgf14",15.583217,13.371485,15.656877,373,1195,793,14.8705263333333,0.0655450431501127
"FGF16",0.031321,0.099179,0,0.0435,1,3,0,"Fgf16",0.103585,0.173156,0,1,6,0,0.092247,0.955369984994237
"FGF17",0,0,0,0,0,0,0,"Fgf17",0.12468,0.125018,0.117564,1,5,2,0.122420666666667,0.890931563982844
"FGF18",3.129784,3.421133,2.939149,3.16335533333333,121,119,105,"Fgf18",2.247533,2.791805,3.384126,13,60,39,2.80782133333333,1.09336940178566
"FGF19",0,0,0,0,0,0,0,"Fgf15",0,0.102994,0,0,1,0,0.0343313333333333,0.966808185900456
"FGF2",0.085603,0.108912,0.103862,0.099459,8,9,11,"Fgf2",2.102693,1.592927,5.629328,50,222,151,3.108316,0.267617924229782
"FGF20",0,0,0,0,0,0,0,"Fgf20",0.113965,0,0,1,0,0,0.0379883333333333,0.963401965018875
"FGF21",0,0,0,0,0,0,0,"Fgf21",0,0,0,0,0,0,0,1
"FGF22",0.084905,0.132506,0.11586,0.111090333333333,3,3,3,"Fgf22",1.297758,2.237204,2.046077,13,79,39,1.86034633333333,0.388446084442688
"FGF23",0.051203,0.034249,0.189985,0.0918123333333333,3,2,11,"Fgf23",0,0.121141,0.170722,0,5,4,0.0972876666666667,0.995010120409021
"FGF3",0,0,0,0,0,0,0,"Fgf3",0.607784,0.537439,0.412075,9,30,13,0.519099333333333,0.658284799457924
"FGF4",0,0,0,0,0,0,0,"Fgf4",0,0,0,0,0,0,0,1
"FGF5",6.904265,7.703334,4.878065,6.49522133333333,182,186,165,"Fgf5",0.432451,0.819278,0.906623,7,25,12,0.719450666666667,4.35907902368819
"FGF6",0,0.089756,0,0.0299186666666667,0,1,0,"Fgf6",0,0,0.014854,0,0,1,0.00495133333333333,1.02484432081952
"FGF7",9.469167,7.899007,6.524022,7.96406533333333,138,133,117,"Fgf7",3.178453,2.347324,2.332754,28,109,65,2.61951033333333,2.47659614362201
"FGF8",0,0,0,0,0,0,0,"Fgf8",0,0.048735,0.169573,0,1,1,0.0727693333333333,0.932166840463995
"FGF9",5.509582,2.362937,4.006436,3.95965166666667,59,43,60,"Fgf9",21.337235,14.247842,20.3607,213,762,479,18.6485923333333,0.252417658350657
"FGFBP1",0,0,0,0,0,0,0,"Fgfbp1",0.303913,0.4793,0.564621,2,12,8,0.449278,0.689998744202286
"FGFBP3",0.261666,0.34746,0.359347,0.322824333333333,13,16,17,"Fgfbp3",2.504448,3.650253,3.277666,25,126,64,3.14412233333333,0.319204943032972
"FGFR1",77.889859,36.395959,25.358651,46.5481563333333,1395,954,788,"Fgfr1",103.238384,93.608468,86.865828,789,3234,1724,94.5708933333333,0.497517127599658
"FGFR1OP2",7.224798,5.364504,3.172928,5.25407666666667,176,147,103,"Fgfr1op2",34.490509,31.111386,29.387361,401,1394,822,31.6630853333333,0.191472318148839
"FGFR2",0.96288,0.908341,0.532869,0.801363333333333,23,21,21,"Fgfr2",87.95098,85.144762,82.621081,601,2290,1238,85.238941,0.0208880502525342
"FGFR3",0.935259,0.115779,0.112377,0.387805,11,10,10,"Fgfr3",47.564215,67.655462,56.69383,753,3039,1621,57.3045023333333,0.0238027072431862
"FGFR4",0.114852,0.24431,0.119605,0.159589,2,6,3,"Fgfr4",0,0.023803,0.063383,0,2,3,0.029062,1.12684075400705
"FGFRL1",4.669218,4.224134,3.583552,4.158968,328,273,232,"Fgfrl1",9.09592,9.409147,11.785938,79,381,237,10.0970016666667,0.464897470052346
"FGG",0.045626,0.15919,0.087125,0.0973136666666667,1,2,2,"Fgg",0,0,0,0,0,0,0,1.09731366666667
"FGGY",12.336765,12.828162,6.272212,10.4790463333333,86,81,57,"Fggy",17.41233,50.324291,29.685183,34,252,97,32.4739346666667,0.342924918974768
"FGL1",0.07321,0,0,0.0244033333333333,1,0,0,"Fgl1",0.159228,0.659226,0.462769,1,18,7,0.427074333333333,0.717834600066383
"FGL2",0.375281,0.381461,0.37984,0.378860666666667,23,26,26,"Fgl2",0.52422,0.906618,0.811708,13,82,42,0.747515333333333,0.78904066840806
"FGR",0.023546,0,0.025161,0.0162356666666667,1,0,1,"Fgr",0.089302,0.101117,0.089515,2,6,3,0.0933113333333333,0.929502544868281
"FH",111.308279,108.435924,78.472401,99.4055346666667,2441,2233,1745,"Fh1",72.139738,78.537899,74.762808,442,1721,1053,75.146815,1.31857825789124
"FHAD1",0.057026,0.18045,0.065845,0.101107,3,2,3,"Fhad1",0.993469,2.430663,3.003477,17,91,52,2.14253633333333,0.350387993392598
"FHDC1",0.041133,0.028566,0.007187,0.0256286666666667,6,4,1,"Fhdc1",4.860855,5.438033,7.087866,67,340,187,5.79558466666667,0.150925743254664
"FHIT",93.654124,45.299488,62.608211,67.1872743333333,101,81,82,"Fhit",7.32209,5.17116,3.824162,14,45,27,5.43913733333333,10.5895045878816
"FHL1",81.55907,54.519339,40.075323,58.7179106666667,1809,1742,1293,"Fhl4",0.044178,0.187061,0.203067,1,9,8,0.144768666666667,52.1659199849984
"FHL2",472.825555,442.386872,371.698817,428.970414666667,13036,11806,9788,"Fhl2",5.799008,3.076871,4.088105,21,48,20,4.321328,80.8013365585934
"FHL3",4.505978,3.286258,2.53499,3.44240866666667,122,99,80,"Fhl3",0.464633,0.385552,0.633095,3,15,13,0.494426666666667,2.97265082707304
"FHL5",0,0,0,0,0,0,0,"Fhl5",0.16172,0.129056,0.151795,1,3,2,0.147523666666667,0.871441721899127
"FHOD1",14.01253,12.345369,10.5999,12.3192663333333,259,197,156,"Fhod1",1.602922,3.515057,3.810165,33,166,82,2.976048,3.34987563865762
