"Hs_symbol","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Hs_Avg_TPM","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","Mm_genes","Brain_1_FB-S4","Brain_1_FB-S10","Brain_1_FB-S16","Brain_1_FB-S4_read","Brain_1_FB-S10_read","Brain_1_FB-S16_read","Mm_Avg_TPM","FoldChange"
"GFY",0.592642,0.300536,0.578224,0.490467333333333,23,11,17,"Gfy",0.088265,0,0.099901,2,0,4,0.062722,1.40249974436714
"GGA1",16.358519,12.989209,9.481957,12.9432283333333,640,488,453,"Gga1",20.322306,16.945904,17.68192,477,513,890,18.31671,0.721822108078101
"GGA2",128.135548,101.148392,72.572676,100.618872,1912,1451,1200,"Gga2",9.00928,7.523646,7.798731,329,307,628,8.11055233333333,11.1539748943871
"GGA3",10.610109,9.011371,5.997261,8.53958033333333,359,285,240,"Gga3",122.6564,110.366982,126.828462,671,598,1277,119.950614666667,0.0788716978381954
"GGACT",0.600103,1.254591,1.6547,1.169798,33,20,25,"Ggact",8.536843,11.104461,8.948626,97,117,191,9.52997666666667,0.206059146063318
"GGCT",16.813484,20.707175,15.019377,17.5133453333333,305,345,266,"Ggct",16.03953,14.869667,13.603686,129,118,194,14.8376276666667,1.16894687278817
"GGCX",6.446537,5.269564,3.292803,5.002968,171,157,115,"Ggcx",11.488578,7.606797,9.650144,163,100,269,9.58183966666667,0.567289638578598
"GGH",8.449737,7.70373,9.06626,8.40657566666667,84,126,95,"Ggh",4.114793,3.181281,3.309953,106,79,160,3.53534233333333,2.07406078203431
"GGN",0.598896,0.364987,0.364944,0.442942333333333,7,1,4,"Ggn",1.222337,0.607566,0.553478,13,9,24,0.794460333333333,0.804109350610704
"GGNBP2",19.001914,19.735055,17.212227,18.649732,573,459,384,"Ggnbp2",76.234875,79.074465,71.878872,951,997,1912,75.729404,0.256091289331532
"GGPS1",12.791704,11.687432,9.3328,11.2706453333333,343,337,262,"Ggps1",25.822418,30.47616,26.616308,665,690,1245,27.6382953333333,0.428469823029271
"GGT1",9.560734,6.875691,5.987731,7.47471866666667,177,115,91,"Ggt1",2.454845,0.631452,3.074092,17,13,42,2.053463,2.77544501658172
"GGT2",0.358172,0.365009,0.216668,0.313283,18,16,8,"Ggt1",2.454845,0.631452,3.074092,17,13,42,2.053463,0.430096254645954
"GGT5",0.752622,0.040912,0.465725,0.419753,7,3,9,"Ggt5",1.230806,0.858141,0.950911,23,20,55,1.013286,0.705191910140934
"GGT6",0.130744,0.059696,0.283991,0.158143666666667,6,3,5,"Ggt6",0,0.120401,0.022417,0,2,1,0.047606,1.10551454140838
"GGT7",65.749979,51.119941,45.316861,54.0622603333333,1148,881,740,"Ggt7",47.816825,44.210851,45.674181,974,940,1771,45.900619,1.17401990650344
"GGTLC1",0,0,0,0,0,0,0,"Ggt1",2.454845,0.631452,3.074092,17,13,42,2.053463,0.327497009133564
"GGTLC2",0,0,0,0,0,0,0,"Ggt1",2.454845,0.631452,3.074092,17,13,42,2.053463,0.327497009133564
"GGTLC3",0.209636,0.434811,0.748004,0.464150333333333,4,7,12,"Ggt1",2.454845,0.631452,3.074092,17,13,42,2.053463,0.479504855088578
"GH1",0,0,0,0,0,0,0,"Gh",0,0,0.057646,0,0,1,0.0192153333333333,0.981146934602632
"GH2",0,0,0,0,0,0,0,"Gh",0,0,0.057646,0,0,1,0.0192153333333333,0.981146934602632
"GHDC",1.43248,0.55076,0.692485,0.891908333333333,35,29,35,"Ghdc",3.159473,2.29705,1.809226,61,68,114,2.42191633333333,0.552879775260432
"GHITM",79.335377,76.905681,60.791692,72.34425,3254,3337,2574,"Ghitm",162.122652,167.929421,154.918968,4430,4630,7965,161.657013666667,0.450913540994331
"GHR",3.526572,2.013293,2.334472,2.624779,201,148,129,"Ghr",2.428405,2.913484,2.747,129,135,230,2.69629633333333,0.980651623440364
"GHRH",0,0.136618,0,0.0455393333333333,0,1,0,"Ghrh",0,0.270543,0.278406,0,1,2,0.182983,0.883816025533193
"GHRHR",0,0,0,0,0,0,0,"Ghrhr",0,0,0,0,0,0,0,1
"GHRL",3.627344,0,0.732718,1.453354,1,0,2,"Ghrl",13.61449,23.714693,14.716134,19,12,34,17.348439,0.133709140052731
"GHSR",0,0,0,0,0,0,0,"Ghsr",0.01658,0.033588,0.042815,1,2,5,0.0309943333333333,0.969937435802266
"GID4",3.628721,3.759325,3.16143,3.516492,214,143,144,"Gid4",14.565852,14.544608,13.436926,823,817,1474,14.182462,0.297480869703478
"GID8",5.939513,5.03219,3.756407,4.90937,444,407,338,"Gid8",22.159724,26.894359,19.451341,373,431,714,22.8351413333333,0.247926786644884
"GIGYF1",11.119861,4.76338,3.190279,6.35784,711,543,391,"Gigyf1",12.232154,12.412374,13.769104,549,567,1199,12.804544,0.533001307395594
"GIGYF2",11.455977,5.848285,4.202698,7.16898666666667,643,452,365,"Gigyf2",26.70058,28.455431,29.704017,755,741,1400,28.286676,0.278931848280312
"GIMAP1",0.022699,0.022966,0.106738,0.050801,2,2,1,"Gimap1",0.779104,0.71834,0.907896,9,10,23,0.80178,0.583201611739502
"GIMAP4",0.32163,0.224204,0.142172,0.229335333333333,3,3,1,"Gimap4",0.20874,0.168013,0.28485,4,2,5,0.220534333333333,1.00721077626384
"GIMAP5",0.033554,0.07014,0,0.0345646666666667,1,2,0,"Gimap5",0.239584,0.687388,0.11633,6,4,6,0.347767333333333,0.76761369791324
"GIMAP5",0.033554,0.07014,0,0.0345646666666667,1,2,0,"Gimap3",0,0.108289,0.081845,0,3,4,0.063378,0.972903959520196
"GIMAP6",0.014356,0.02926,0.014797,0.019471,1,2,1,"Gimap6",2.294502,1.946143,3.187764,43,36,95,2.47613633333333,0.293277047342504
"GIMAP7",0,0,0,0,0,0,0,"Gimap7",0,0,0,0,0,0,0,1
"GIMAP8",0.077217,0.034198,0.023061,0.0448253333333333,7,3,2,"Gimap8",0.737976,0.620507,0.901563,31,25,71,0.753348666666667,0.595902773473844
"GIMD1",0,0,0,0,0,0,0,"Gimd1",0,0,0,0,0,0,0,1
"GIN1",2.089963,4.052725,3.016177,3.052955,55,60,42,"Gin1",4.25386,2.458187,3.571193,73,50,134,3.42774666666667,0.915353859449954
"GINM1",21.279554,20.046413,14.872546,18.7328376666667,717,700,513,"Ginm1",8.211162,9.982537,10.416959,120,133,261,9.536886,1.8727390299816
"GINS1",1.697055,2.395799,1.858282,1.983712,108,131,113,"Gins1",0.509046,0.761158,0.389616,5,4,7,0.553273333333333,1.9209188337747
"GINS2",5.099616,3.42339,3.732072,4.085026,171,122,108,"Gins2",1.310786,1.027134,0.829881,6,7,8,1.05593366666667,2.47334147129585
"GINS3",13.781997,4.85412,1.260238,6.63211833333333,72,64,55,"Gins3",0.60092,0.697573,0.745867,20,23,48,0.681453333333333,4.53900098327637
"GINS4",10.115254,2.962723,1.210037,4.76267133333333,132,108,91,"Gins4",7.494235,6.731422,6.926988,122,108,217,7.05088166666667,0.715781397855183
"GIP",0.181599,0.095573,0.097112,0.124761333333333,2,1,1,"Gip",0,0,0,0,0,0,0,1.12476133333333
"GIPC1",81.667448,89.440481,82.779868,84.6292656666667,1215,1115,972,"Gipc1",41.869827,36.799805,47.811476,371,388,807,42.1603693333333,1.98397898325059
"GIPC2",1.417721,0.030491,0.816039,0.754750333333333,6,2,7,"Gipc2",2.212465,7.068482,3.944429,15,26,35,4.40845866666667,0.324445547517666
"GIPC3",0.175985,0.226558,0.129534,0.177359,16,21,11,"Gipc3",0.13413,0.215232,0.216447,6,10,20,0.188603,0.990540155123283
"GIPR",22.970974,24.483359,4.841036,17.4317896666667,283,259,249,"Gipr",0.864519,0.486076,0.552876,20,17,38,0.634490333333333,11.2767810801777
"GIT1",15.155462,8.741339,6.538377,10.1450593333333,478,355,299,"Git1",100.426368,82.048962,81.289056,3689,3559,6799,87.921462,0.125335988440376
"GIT2",8.122032,5.014131,3.810038,5.64873366666667,600,452,345,"Git2",35.121991,36.113245,30.002843,350,388,714,33.7460263333333,0.191352346391572
"GJA1",51.195093,38.44069,30.72047,40.118751,2405,2055,1520,"Gja6",0.113882,0.117843,0.100822,3,3,5,0.110849,37.0156078818993
"GJA10",0,0,0,0,0,0,0,"Gja10",0,0,0,0,0,0,0,1
"GJA3",6.77958,5.969236,5.224611,5.99114233333333,657,581,511,"Gja3",0.027783,0,0,1,0,0,0.009261,6.92699146537252
"GJA4",0.218288,0.106876,0.053551,0.126238333333333,6,3,1,"Gja4",0.993614,1.144133,0.979656,21,24,40,1.03913433333333,0.552311985984902
"GJA5",0.522935,0.399657,0.279265,0.400619,31,26,18,"Gja5",0.431445,0.170924,0.245559,9,7,20,0.282642666666667,1.09197911187527
"GJA8",0,0,0,0,0,0,0,"Gja8",0.030051,0.010265,0.02108,3,1,4,0.0204653333333333,0.979945096942702
"GJB1",0.036338,0,0.026264,0.0208673333333333,3,0,0,"Gjb1",5.285414,5.502962,3.683083,104,107,139,4.82381966666667,0.175291714332501
"GJB2",0.158901,0.135457,0.091803,0.128720333333333,7,6,4,"Gjb2",2.287547,3.083528,2.455233,73,97,151,2.60876933333333,0.312771537628525
"GJB3",0,0,0,0,0,0,0,"Gjb3",0.048608,0.084907,0.043182,1,2,2,0.058899,0.944377131341138
"GJB4",0,0,0,0,0,0,0,"Gjb4",0,0,0,0,0,0,0,1
"GJB5",0,0,0,0,0,0,0,"Gjb5",0,0,0,0,0,0,0,1
"GJB6",0,0,0,0,0,0,0,"Gjb6",149.55361,127.963582,115.536951,521,381,943,131.018047666667,0.00757472192381535
"GJC1",12.316702,9.068772,7.278891,9.55478833333333,547,467,384,"Gjc1",1.837406,1.681211,3.452527,49,43,86,2.32371466666667,3.17560001139288
"GJC2",0.091642,0.081692,0.15299,0.108774666666667,4,3,6,"Gjc2",3.138279,3.604557,3.387988,73,92,177,3.37694133333333,0.253321802196115
"GJC3",0,0.051851,0.210464,0.0874383333333333,0,1,4,"Gjc3",14.848196,10.906116,11.331323,690,519,1069,12.3618783333333,0.081383642793734
"GJD2",0.016685,0,0.017229,0.0113046666666667,1,0,1,"Gjd2",1.498836,1.6267,1.059258,58,62,79,1.39493133333333,0.422268752590541
"GJD3",0.066211,0.024559,0.073457,0.0547423333333333,6,2,6,"Gjd3",0.222237,0.163199,0.434513,1,1,6,0.273316333333333,0.828342734418706
"GJD4",0.143598,0.064948,0.125541,0.111362333333333,5,2,4,"Gjd4",0.027998,0.056943,0,1,2,0,0.0283136666666667,1.08076199836561
"GJE1",0,0,0,0,0,0,0,"Gje1",0.342671,0,0.059674,6,0,2,0.134115,0.881744796603519
"GK",2.107683,0.878074,2.876036,1.953931,41,45,45,"Gk",11.200383,9.015042,10.67312,316,285,570,10.2961816666667,0.261498184711087
"GK2",0,0,0,0,0,0,0,"Gk2",0,0,0,0,0,0,0,1
"GK3P",0.013331,0,0.030146,0.0144923333333333,0,0,1,"Gk",11.200383,9.015042,10.67312,316,285,570,10.2961816666667,0.0898084293675046
"GK5",4.979235,2.452754,2.376701,3.26956333333333,184,147,126,"Gk5",0.940657,0.78825,0.660333,40,38,66,0.796413333333333,2.37671545524044
"GKAP1",8.979906,3.205395,4.605686,5.59699566666667,102,93,77,"Gkap1",13.567628,10.832501,12.142072,94,113,188,12.1807336666667,0.500502918388382
"GKN1",0.351763,0,0,0.117254333333333,4,0,0,"Gkn1",0,0.136861,0,0,2,0,0.0456203333333333,1.06850861418469
"GKN2",0,0,0,0,0,0,0,"Gkn2",0,0,0,0,0,0,0,1
"GLA",5.039486,5.124763,4.640465,4.93490466666667,164,164,142,"Gla",3.057585,6.227659,3.187765,126,103,217,4.15766966666667,1.15069499410231
"GLB1",34.774875,33.012563,20.481483,29.4229736666667,538,458,389,"Glb1",5.600145,5.500357,6.063187,181,173,372,5.72122966666667,4.52639995588109
"GLB1L",2.753831,1.882431,1.483142,2.03980133333333,58,36,29,"Glb1l",36.238726,24.344841,33.710756,69,66,159,31.431441,0.0937300730280018
"GLB1L2",0.246858,0.267709,0.270335,0.261634,17,9,12,"Glb1l2",0.264659,0.120972,0.1774,9,5,15,0.187677,1.06227029739567
"GLB1L3",0.041683,0.049353,0.086336,0.059124,2,3,2,"Glb1l3",0,0,0,0,0,0,0,1.059124
"GLCCI1",4.827331,3.272948,4.685555,4.26194466666667,234,200,202,"Glcci1",7.095206,6.083407,4.921736,358,179,329,6.03344966666667,0.748131417162816
"GLCE",2.196795,1.786474,1.508921,1.83073,159,111,101,"Glce",6.967655,9.750553,6.890947,453,490,849,7.86971833333333,0.319145421942185
"GLDC",0.422343,0.490018,0.095287,0.335882666666667,6,6,2,"Gldc",6.679501,5.989201,6.813835,333,294,661,6.494179,0.178256039342891
"GLDN",0.15895,0.061126,0,0.0733586666666667,4,3,0,"Gldn",0.293986,0.535542,0.249549,19,34,31,0.359692333333333,0.789412899045544
"GLE1",6.309656,5.840505,4.280616,5.47692566666667,422,356,271,"Gle1",23.348902,21.700596,21.708953,503,534,902,22.252817,0.278543699314654
"GLG1",24.167718,16.338229,13.382307,17.9627513333333,1965,1536,1272,"Glg1",28.951704,30.835065,27.791911,2667,2905,4924,29.1928933333333,0.628053466886468
"GLI1",0.127843,0.054393,0.70043,0.294222,3,4,1,"Gli1",0.31261,0.307753,0.674731,13,17,48,0.431698,0.903976956034024
"GLI2",0.833723,0.752253,0.754068,0.780014666666667,136,96,87,"Gli2",0.735413,1.741633,0.740117,56,54,100,1.07238766666667,0.858919735577144
"GLI3",0.348225,0.589142,0.514517,0.483961333333333,59,59,45,"Gli3",1.199551,1.585747,1.316722,139,150,285,1.36734,0.626847572944036
"GLIPR1",1.193082,0.670836,0.78321,0.882376,20,18,24,"Glipr1",0.653451,3.493923,1.056168,2,7,6,1.734514,0.688376801142726
"GLIPR1L1",0,0.192788,0,0.0642626666666667,0,1,0,"Glipr1l1",0,0,0.054302,0,0,1,0.0181006666666667,1.04534129238039
"GLIPR1L1",0,0.192788,0,0.0642626666666667,0,1,0,"Glipr1l3",0.104553,0,0,1,0,0,0.034851,1.02842116079191
"GLIPR1L2",0.416573,0.144617,0.362868,0.308019333333333,8,4,10,"Glipr1l2",0,0,0,0,0,0,0,1.30801933333333
"GLIPR2",3.4951,3.017595,2.179681,2.89745866666667,111,96,78,"Glipr2",1.684186,0.70367,1.129676,40,18,55,1.17251066666667,1.79398827654394
"GLIS1",0,0,0,0,0,0,0,"Glis1",0,0.13203,0.291666,0,5,9,0.141232,0.876246021843061
"GLIS2",5.372719,5.090268,4.356605,4.939864,488,417,365,"Glis2",2.131887,7.008088,2.963845,103,124,206,4.03460666666667,1.17980696274188
"GLIS3",0.697749,0.18068,0.377454,0.418627666666667,29,14,14,"Glis3",1.344681,2.74017,1.298003,65,60,123,1.79428466666667,0.507689028104271
"GLMN",3.997693,5.509191,3.231083,4.245989,59,104,46,"Glmn",6.465009,7.030782,6.532009,119,141,234,6.67593333333333,0.683433371837518
"GLMP",16.113031,20.420207,17.089522,17.8742533333333,268,256,240,"Glmp",46.289849,49.290055,47.756922,278,294,545,47.778942,0.386934454899275
"GLO1",33.402395,33.612702,27.47818,31.497759,1185,1271,1009,"Glo1",134.733009,132.726991,112.06737,975,986,1838,126.509123333333,0.254866147224969
"GLOD4",36.878914,15.894525,30.437622,27.7370203333333,360,293,266,"Glod4",132.546892,135.594928,122.166751,464,531,841,130.102857,0.219194462965314
"GLOD5",0,0,0,0,0,0,0,"Glod5",0.319488,0.162629,0.667585,2,1,8,0.383234,0.722943478832938
"GLP1R",0.295863,0.160381,0.169707,0.208650333333333,44,23,24,"Glp1r",1.386029,0.493847,0.637857,105,40,101,0.839244333333333,0.657145063017729
"GLP2R",0,0,0.057542,0.0191806666666667,0,0,3,"Glp2r",0.427546,0.341291,0.425749,24,23,56,0.398195333333333,0.728925810556751
"GLRA1",0.027543,0.0581,0.029343,0.0383286666666667,1,2,1,"Glra1",0.281113,0.15277,0.20419,9,4,10,0.212691,0.856218663011985
"GLRA2",0,0.030417,0,0.010139,0,1,0,"Glra2",4.57118,4.278983,4.396655,196,179,358,4.415606,0.186523724214797
"GLRA3",0,0.007172,0,0.00239066666666667,0,1,0,"Glra3",1.671704,1.799504,1.320067,149,150,211,1.59709166666667,0.385966610086282
"GLRB",6.695404,4.40377,3.028758,4.70931066666667,121,120,82,"Glrb",69.579059,80.299162,70.304549,2493,2799,4570,73.3942566666667,0.076743970871945
"GLRX",37.743557,38.261261,32.232693,36.0791703333333,500,505,452,"Glrx",14.130297,16.906662,17.743235,213,234,433,16.2600646666667,2.1482636971194
"GLRX3",105.444554,115.261698,59.585123,93.4304583333333,769,703,665,"Glrx3",37.496598,45.869925,40.895418,536,536,1047,41.420647,2.2260494596731
"GLRX5",19.153078,23.515365,17.995419,20.2212873333333,369,437,333,"Glrx5",10.591489,14.439119,13.522232,132,184,321,12.8509466666667,1.5321181897555
"GLS",39.228786,24.920313,17.389568,27.1795556666667,973,975,683,"Gls",171.827941,182.692078,162.224743,4276,4285,7690,172.248254,0.162654197176883
"GLT1D1",0.620933,0.344216,0.419266,0.461471666666667,39,21,25,"Glt1d1",15.986298,13.619055,12.700334,303,292,482,14.1018956666667,0.0967740539945901
"GLT6D1",0,0,0,0,0,0,0,"Glt6d1",0,0,0,0,0,0,0,1
"GLT8D1",26.891139,19.504183,15.501737,20.632353,455,393,286,"Glt8d1",45.646321,45.118797,77.918264,248,218,555,56.227794,0.378004313778022
"GLT8D2",0.215344,0.236599,0.680461,0.377468,6,5,7,"Glt8d2",15.057438,11.306472,10.760094,157,132,282,12.374668,0.102990818164608
"GLTP",5.334161,3.897527,3.172421,4.134703,196,187,151,"Gltp",15.268196,16.716356,14.566731,320,292,539,15.5170943333333,0.310872051486538
"GLTPD2",0.091856,0.293317,0.057506,0.147559666666667,2,5,1,"Gltpd2",0,0.134218,0,0,1,0,0.0447393333333333,1.09841721284225
"GLUL",19.735471,12.549433,13.859865,15.3815896666667,605,468,467,"Glul",694.97708,635.886638,617.986128,18819,15205,31118,649.616615333333,0.0251785602774282
"GLYAT",0.027728,0,0,0.00924266666666667,1,0,0,"Glyat",0.065712,0.022494,0.040926,3,1,3,0.043044,0.967593569079221
"GLYATL3",0,0,0,0,0,0,0,"Glyatl3",0,0,0.047111,0,0,1,0.0157036666666667,0.984539125748947
"GLYCTK",0.677578,0.795525,0.319861,0.597654666666667,25,21,14,"Glyctk",2.309359,3.339332,2.455945,53,78,119,2.70154533333333,0.431618289874607
"GLYR1",20.067255,10.200246,9.435472,13.2343243333333,765,580,529,"Glyr1",44.533771,45.121181,41.065371,2011,1981,3550,43.573441,0.319345422161447
"GM2A",21.747908,14.507135,14.495526,16.9168563333333,1250,1038,1067,"Gm2a",9.794227,10.971559,9.346658,562,618,1024,10.0374813333333,1.62327398726594
"GMCL1",3.559273,2.967915,0.998419,2.50853566666667,102,93,56,"Gmcl1",9.350022,9.54342,9.74371,336,334,662,9.54571733333333,0.33269767771764
"GMCL2",0,0,0,0,0,0,0,"Gmcl1",9.350022,9.54342,9.74371,336,334,662,9.54571733333333,0.0948252232059321
"GMDS",5.298155,2.940872,2.695404,3.64481033333333,47,31,30,"Gmds",3.016692,3.191961,3.152149,61,65,127,3.12026733333333,1.12730800153582
"GMEB1",1.465579,1.228961,1.350434,1.34832466666667,115,125,91,"Gmeb1",4.394225,4.036929,4.795498,215,215,393,4.408884,0.434160663579893
"GMEB2",1.642753,1.382577,0.934395,1.31990833333333,157,119,80,"Gmeb2",5.268892,4.56324,4.766089,250,214,443,4.86607366666667,0.395478895281517
"GMFB",14.572444,9.59539,3.971831,9.37988833333333,119,170,131,"Gmfb",187.563477,174.346582,157.746123,2675,2613,4604,173.218727333333,0.059579635853231
"GMFG",1.047478,1.448115,0.531606,1.00906633333333,8,7,6,"Gmfg",1.171445,0.698837,1.540855,8,3,14,1.13704566666667,0.940113898673511
"GMIP",0.725287,1.366795,0.767371,0.953151,37,46,27,"Gmip",4.259301,6.164724,6.58656,68,61,166,5.670195,0.292817676244847
"GML",0,0,0,0,0,0,0,"Gml2",0,0,0,0,0,0,0,1
"GML",0,0,0,0,0,0,0,"Gml",0,0,0,0,0,0,0,1
"GMNC",0,0,0,0,0,0,0,"Gmnc",0.171245,0.3634,0.343091,6,10,21,0.292578666666667,0.773647303478112
"GMNN",11.967717,10.287957,8.356913,10.2041956666667,167,167,135,"Gmnn",4.504975,5.613144,2.552423,31,36,39,4.223514,2.14495369719822
"GMPPA",28.663633,32.76092,41.210559,34.211704,335,305,285,"Gmppa",41.189627,34.741796,35.38469,225,219,399,37.105371,0.924061440052637
"GMPPB",3.92223,2.773601,2.023175,2.90633533333333,238,211,150,"Gmppb",5.676492,4.075623,9.818161,120,92,162,6.52342533333333,0.519222981588705
"GMPR",26.424938,28.672141,23.682055,26.2597113333333,592,511,452,"Gmpr",31.187536,31.034265,25.440756,294,333,618,29.2208523333333,0.90201662854049
"GMPR2",104.758443,121.925968,98.72482,108.469743666667,325,341,270,"Gmpr2",10.225121,12.846096,11.481952,141,156,308,11.517723,8.74518022700028
"GMPS",14.952469,13.574338,11.646317,13.3910413333333,648,610,488,"Gmps",8.670888,9.025558,7.937617,1019,1026,1756,8.54468766666667,1.50775403406775
"GNA11",27.029221,10.560872,13.365156,16.985083,929,716,614,"Gna11",51.97211,47.238394,51.619951,1098,1178,2106,50.2768183333333,0.350744909387416
"GNA12",12.45714,10.518008,7.714051,10.229733,973,726,571,"Gna12",21.84835,22.197816,20.826727,973,983,1809,21.6242976666667,0.496357198152729
"GNA13",1.866791,1.142418,1.216906,1.408705,187,125,111,"Gna13",8.6995,9.056314,8.635012,671,710,1344,8.796942,0.245862943763472
"GNA14",0.193897,0.20282,0.042749,0.146488666666667,5,3,2,"Gna14",0.059711,0.060901,0.1562,2,2,5,0.0922706666666667,1.04963787974409
"GNA15",0,0,0.021522,0.007174,0,0,1,"Gna15",1.327057,0.49695,0.657746,17,9,28,0.827251,0.5511963052695
"GNAI1",17.658962,14.926112,15.999124,16.1947326666667,123,109,88,"Gnai1",46.252067,47.407784,42.631802,1939,1928,3393,45.430551,0.370332298375409
"GNAI2",35.204151,30.844762,28.278269,31.442394,1504,1284,1172,"Gnai2",69.756843,87.773497,121.123462,1233,1420,2634,92.8846006666667,0.345556073835637
"GNAI3",1.504843,1.572446,0.967742,1.34834366666667,245,277,166,"Gnai3",7.96599,9.481568,8.835187,354,411,746,8.760915,0.240586427262881
"GNAL",0.299998,0.289697,0.19542,0.261705,38,36,24,"Gnal",66.272857,77.833642,78.696509,4107,4356,7950,74.2676693333333,0.0167629077819902
"GNAO1",0.357829,0.040708,0.291859,0.230132,6,2,6,"Gnao1",905.401072,895.0204,779.120243,7231,7538,14051,859.847238333333,0.00142897827305763
"GNAS",1140.313905,887.996343,836.194298,954.834848666667,17078,14887,12434,"Gnas",999.570116,1087.351166,957.860573,8798,9750,16782,1014.927285,0.940849667864435
"GNAT1",0.012847,0.026674,0,0.0131736666666667,1,2,0,"Gnat1",0.529693,0.790204,0.200201,3,4,5,0.506699333333333,0.672445818652604
"GNAT2",0.270341,0.438335,0.2088,0.305825333333333,7,11,1,"Gnat2",0.186945,0,0.280524,2,0,3,0.155823,1.12977967503098
"GNAT3",0,0,0,0,0,0,0,"Gnat3",0,0,0,0,0,0,0,1
"GNAZ",0.191538,0.268651,0.123697,0.194628666666667,13,13,8,"Gnaz",16.550973,16.807682,16.998076,754,765,1340,16.785577,0.0671683953051771
"GNB1",72.504227,60.21271,51.452329,61.3897553333333,2503,2316,1996,"Gnb1",322.008597,344.044729,309.189468,6382,6825,11905,325.080931333333,0.191332118312542
"GNB1L",0.49061,0.369768,0.379704,0.413360666666667,14,14,8,"Gnb1l",3.710993,4.19863,3.915649,22,31,69,3.94175733333333,0.286003656459052
"GNB2",72.663272,65.600967,52.465914,63.5767176666667,1245,1111,908,"Gnb2",311.857733,334.456709,300.713857,2073,2262,4089,315.676099666667,0.203920402375298
"GNB3",1.032946,1.190439,1.310473,1.17795266666667,32,19,21,"Gnb3",0,0.20607,0,0,1,0,0.06869,2.03796486040542
"GNB4",3.091737,2.550881,1.534318,2.392312,174,150,102,"Gnb4",10.746761,13.820726,14.823045,419,571,1045,13.1301773333333,0.240075684825093
"GNB5",18.328775,12.776632,11.177776,14.0943943333333,658,561,520,"Gnb5",65.81723,79.063693,72.474521,1419,1511,2547,72.4518146666667,0.205500631969864
"GNE",2.034999,1.53061,1.418013,1.66120733333333,199,153,155,"Gne",14.814555,10.18609,14.144985,379,372,675,13.0485433333333,0.189429414152784
"GNG10",13.458464,14.972653,11.607645,13.346254,179,231,180,"Gng10",15.897965,22.818846,21.732066,204,284,525,20.1496256666667,0.678321887399205
"GNG11",2.189634,2.223901,1.62635,2.013295,122,128,92,"Gng11",6.248149,5.723944,6.889949,58,55,131,6.28734733333333,0.413496827057601
