"Hs_symbol","Mm_genes","Brain_1_FB-S4","Brain_1_FB-S10","Brain_1_FB-S16","Brain_1_FB-S4_read","Brain_1_FB-S10_read","Brain_1_FB-S16_read","Mm_Avg_TPM","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","Hs_Avg_TPM","FoldChange"
"PTEN","Pten",28.046253,30.579793,26.297842,2954,2945,5268,28.3079626666667,42.083439,50.162427,48.154713,1289,1362,994,0.302069,22.5087631044643
"PTER","Pter",22.747675,21.360926,21.795398,1088,966,1916,21.9679996666667,1.121567,1.437307,1.829058,47,62,53,0,22.9679996666667
"PTF1A","Ptf1a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"PTGDR","Ptgdr",0.356829,0.070584,0.267355,16,3,22,0.231589333333333,0.080096,0.171015,0,3,7,0,0,1.23158933333333
"PTGDR2","Ptgdr2",0,0,0.043943,0,0,3,0.0146476666666667,0.173414,0.203748,0.413839,6,8,10,0,1.01464766666667
"PTGDS","Ptgds",612.462809,764.895554,846.843412,4158,4951,10897,741.400591666667,1.025346,1.759886,1.975651,8,12,7,0,742.400591666667
"PTGER1","Ptger1",0.381745,0.314569,0.297455,24,20,38,0.331256333333333,0.20891,0.238938,0.33319,2,3,2,0,1.33125633333333
"PTGER2","Ptger2",0.01964,0.02042,0.11546,1,1,11,0.05184,2.660544,2.084015,1.630014,79,71,27,0,1.05184
"PTGER3","Ptger3",0.895405,1.130639,0.777764,38,43,60,0.934602666666667,18.498757,8.854242,9.150829,1653,845,580,0,1.93460266666667
"PTGER4","Ptger4",0.269221,0.402425,0.234416,10,17,20,0.302020666666667,15.950406,8.63119,9.150459,307,292,280,0,1.30202066666667
"PTGES","Ptges",2.391561,3.477374,1.631606,51,60,94,2.50018033333333,1.578749,1.951688,1.468434,34,46,22,0,3.50018033333333
"PTGES2","Ptges2",16.306285,18.309692,16.697499,246,261,465,17.104492,48.649386,64.356281,70.608915,389,416,314,0,18.104492
"PTGES3","Ptges3",44.016835,42.544411,41.475228,937,893,1715,42.6788246666667,132.44481,136.107567,133.618027,2811,3165,2156,0,43.6788246666667
"PTGES3L","Ptges3l",6.360309,3.515437,2.980816,25,21,40,4.28552066666667,11.628131,10.963804,10.54816,159,145,111,0,5.28552066666667
"PTGFR","Ptgfr",1.923011,0.267693,1.00187,16,17,23,1.06419133333333,10.835882,8.237043,5.607554,712,565,276,0,2.06419133333333
"PTGFRN","Ptgfrn",8.345868,7.335979,7.047046,604,511,959,7.57629766666667,18.080807,12.378266,17.111844,400,509,279,0,8.57629766666667
"PTGIR","Ptgir",0,0.027607,0.014196,0,1,1,0.0139343333333333,0.132038,0.204199,0.190121,3,5,3,0,1.01393433333333
"PTGIS","Ptgis",1.719013,2.29054,1.711312,30,38,69,1.906955,1.7266,1.68761,2.158937,88,103,83,0,2.906955
"PTGR1","Ptgr1",0.197152,0.134151,0.29137,6,4,17,0.207557666666667,11.93909,12.089879,15.251774,170,161,123,0,1.20755766666667
"PTGR2","Ptgr2",19.865037,24.220385,17.920621,525,615,923,20.668681,2.773249,2.438621,1.656345,71,83,59,0,21.668681
"PTGS1","Ptgs1",7.25907,6.701362,5.236851,158,187,311,6.39909433333333,0.100809,0.135304,0.189409,5,10,4,0,7.39909433333333
"PTGS2","Ptgs2",3.281964,2.582664,2.091301,199,149,235,2.65197633333333,0.126783,0.212864,0.636697,7,5,10,0,3.65197633333333
"PTH1R","Pth1r",1.852514,2.055371,1.708413,48,45,87,1.87209933333333,1.157245,3.375676,3.922896,18,35,27,5.39449433333333,0.449151908441236
"PTH2","Pth2",0,0,0,0,0,0,0,0.346077,1.269293,0,1,4,0,0,1
"PTH2R","Pth2r",0.4379,0.446086,0.407916,14,14,25,0.430634,0.063579,0.366449,0,2,9,0,7.84441733333333,0.16175559633625
"PTHLH","Pthlh",2.112949,1.290476,1.239619,34,22,41,1.54768133333333,5.348419,10.988565,22.754572,86,152,245,0,2.54768133333333
"PTK2","Ptk2",115.230293,80.842963,106.709187,1493,1350,2666,100.927481,63.320254,83.906141,93.213499,1032,1205,957,0,101.927481
"PTK2B","Ptk2b",86.613274,98.303544,93.925164,4308,4947,8802,92.9473273333333,3.062854,8.701754,12.048386,62,104,74,5.883313,13.648562448538
"PTK6","Ptk6",0.136788,0.059795,0.179595,7,3,18,0.125392666666667,0.29686,0.198967,0.095171,11,8,2,0,1.12539266666667
"PTK7","Ptk7",2.171031,2.050251,2.184073,119,115,234,2.13511833333333,19.569851,28.667237,34.424928,603,778,671,0,3.13511833333333
"PTMA","Ptma",127.91298,133.833552,141.323316,1824,1771,3359,134.356616,317.314,354.578428,425.843783,3797,4055,3554,2.476657,38.9329795835482
"PTMS","Ptms",325.950974,439.406388,432.175474,2023,2646,4986,399.177612,163.803464,167.633094,202.440019,1435,1642,1293,0,400.177612
"PTN","Ptn",147.832392,138.416613,143.128302,2949,2590,5201,143.125769,36.873273,34.999599,74.169296,611,618,878,0.132794,127.230342851392
"PTOV1","Ptov1",346.62401,376.217762,352.359122,832,893,1780,358.400298,177.309439,247.305821,288.548531,1471,1738,1377,0,359.400298
"PTP4A1","Ptp4a1",1.360978,1.041763,0.946323,54,10,80,1.11635466666667,73.354841,95.126225,85.695068,1886,2358,1735,0.695367333333333,1.24831629408927
"PTP4A2","Ptp4a2",56.508933,57.456167,53.451762,1589,1574,2625,55.8056206666667,118.124246,117.627464,128.280058,1801,1915,1373,13.435816,3.93504743110238
"PTP4A3","Ptp4a3",17.712451,16.939717,17.34052,488,443,918,17.330896,9.791974,16.868698,17.997008,142,280,154,0.650452666666667,11.1065869201944
"PTPA","Ptpa",357.191411,378.559065,337.065009,1519,1467,2806,357.605161666667,76.63888,79.151066,87.450749,1342,1528,1002,1.368199,151.425265219125
"PTPDC1","Ptpdc1",6.221216,5.740278,7.678165,339,308,669,6.546553,2.512095,2.449904,2.563023,121,138,85,4.532234,1.36410589284546
"PTPMT1","Ptpmt1",18.817765,24.729967,23.741968,167,226,377,22.4299,14.719824,16.642519,14.8669,271,297,176,0.0315663333333333,22.7129358945733
"PTPN1","Ptpn1",11.676305,11.483144,11.15951,483,434,926,11.439653,79.469328,47.870978,57.177839,3773,2506,1907,0.609433666666667,7.72921137269611
"PTPN11","Ptpn11",33.607227,32.88781,30.844671,2424,2503,4399,32.4465693333333,24.522537,25.745313,24.139295,1702,1830,1274,14.789473,2.1182828162367
"PTPN12","Ptpn12",23.872146,21.463453,21.093234,419,324,782,22.1429443333333,161.024765,77.19478,134.091577,821,805,677,11.4529706666667,1.85842759553597
"PTPN13","Ptpn13",2.055451,1.972956,2.319041,236,217,487,2.115816,2.728492,3.988184,3.952969,236,204,295,33.9712626666667,0.0890964684260566
"PTPN14","Ptpn14",0.898446,1.425729,1.203796,132,147,272,1.17599033333333,0.137376,0.306672,0.336974,23,53,38,0.257504666666667,1.73040338617696
"PTPN18","Ptpn18",0.688735,0.244511,3.005595,12,7,26,1.312947,12.33026,15.590292,18.382267,298,353,302,0.270662,1.82026927695957
"PTPN2","Ptpn2",7.500832,6.614025,6.991477,189,166,346,7.03544466666667,61.660681,27.72272,30.219911,218,199,186,0.0879296666666667,7.38599645994272
"PTPN20","Ptpn20",0.07207,0.149453,0.127819,3,6,10,0.116447333333333,0.170564,0.098203,0.63838,4,4,3,9.71504933333333,0.104194325065792
"PTPN21","Ptpn21",1.045418,1.349178,1.062651,73,86,153,1.15241566666667,5.694377,5.662523,8.714661,238,218,188,0,2.15241566666667
"PTPN22","Ptpn22",0.657066,0.85764,0.461828,10,9,20,0.658844666666667,0.074209,0.654775,0.937176,2,7,5,0.033669,1.60481224324873
"PTPN23","Ptpn23",12.508068,9.379495,12.669304,455,499,1066,11.5189556666667,53.355667,66.051771,27.357205,742,963,601,5.17257666666667,2.02815717693259
"PTPN3","Ptpn3",12.138614,14.700059,10.425599,712,676,1193,12.421424,6.30114,6.818954,8.177731,328,348,288,8.67246933333333,1.38759023548899
"PTPN4","Ptpn4",23.184721,19.664258,19.813116,1978,1932,3380,20.887365,4.893712,9.755435,4.394697,242,287,262,12.414648,1.6316018877275
"PTPN5","Ptpn5",89.548749,81.010251,83.249861,2771,2559,5044,84.6029536666667,42.362522,41.249937,47.740304,1386,1457,1130,0,85.6029536666667
"PTPN6","Ptpn6",6.685892,20.324022,12.034382,33,31,72,13.0147653333333,1.22486,1.130417,2.222366,15,17,16,0.0412463333333333,13.459605940189
"PTPN7","Ptpn7",1.615329,1.644102,0.537203,35,41,46,1.26554466666667,0.795032,0.397479,0.368097,12,5,3,0,2.26554466666667
"PTPN9","Ptpn9",9.389363,14.441437,12.85572,466,482,865,12.22884,67.37191,76.782568,81.289954,1217,1501,1096,8.40234133333333,1.40697295822487
"PTPRA","Ptpra",47.610782,52.813872,48.494182,1607,1631,3032,49.639612,60.44319,57.317295,60.668848,2053,2171,1538,0.595965,31.7297760289229
"PTPRB","Ptprb",4.177233,4.335557,4.63401,724,712,1463,4.38226666666667,0.53399,0.437783,1.590915,53,80,77,154.028761333333,0.0347178589338919
"PTPRC","Ptprc",1.188553,1.16104,0.845276,46,47,99,1.06495633333333,0.651878,0.13647,0.273248,10,6,3,3.36319766666667,0.473266739462411
"PTPRCAP","Ptprcap",0,0.305532,0.527649,0,3,13,0.277727,0,0.154816,0.716164,0,2,4,30.8484293333333,0.0401189957164607
"PTPRD","Ptprd",46.513433,45.023273,48.807211,3095,3107,5637,46.7813056666667,22.333522,21.273971,20.689649,2006,2145,1485,0.348356666666667,35.4366962747245
"PTPRE","Ptpre",4.191837,4.493478,4.633052,297,297,590,4.43945566666667,7.016033,9.910764,8.166629,316,478,244,4.43582866666667,1.00066723957329
"PTPRF","Ptprf",16.083333,12.279565,15.80171,973,905,1906,14.721536,124.298017,131.442589,131.498187,2550,3112,2185,0.0681973333333333,14.7178199284027
"PTPRG","Ptprg",30.401759,25.202387,23.464251,1315,1091,1981,26.3561323333333,15.119032,16.810765,27.857744,1743,2118,2320,21.86257,1.19654668452993
"PTPRH","Ptprh",0.713531,1.343485,0.628193,13,23,24,0.895069666666667,5.009533,9.691947,2.193097,224,302,80,0.009616,1.87702024003846
"PTPRJ","Ptprj",17.788581,16.879686,17.449841,1821,1684,3380,17.3727026666667,6.786682,6.184145,6.705081,661,697,484,0.240039666666667,14.8162217391433
"PTPRK","Ptprk",15.531242,15.076864,14.368258,670,559,1149,14.9921213333333,1.412689,2.710379,3.963711,68,129,96,0.171362666666667,13.6525789906229
"PTPRM","Ptprm",9.29469,8.732458,7.245677,484,480,828,8.424275,39.883952,55.82625,50.459221,637,888,581,5.94372633333333,1.35723594905502
"PTPRN","Ptprn",154.78471,171.596314,164.388848,4878,4827,9011,163.589957333333,212.53255,218.907867,118.036313,4445,5052,1921,169.707408666667,0.964164113431781
"PTPRN2","Ptprn2",57.862837,65.629004,55.862899,2651,2904,4846,59.7849133333333,45.096536,48.912374,53.564267,2284,2710,2030,0,60.7849133333333
"PTPRO","Ptpro",12.444711,11.432005,6.738598,458,509,740,10.2051046666667,39.247771,36.791174,38.740614,1937,1665,1190,0.298016666666667,8.63248134975155
"PTPRQ","Ptprq",0.009484,0.009663,0.009932,1,1,2,0.009693,0.672794,0.725084,0.382272,11,11,8,0,1.009693
"PTPRR","Ptprr",6.488991,9.361256,5.342854,190,226,367,7.064367,8.876507,14.038047,23.232322,329,560,555,0,8.064367
"PTPRS","Ptprs",169.461363,149.649063,153.842265,3939,3861,7807,157.650897,52.897048,57.351812,66.217471,2975,3321,2669,0.523199666666667,104.156336475039
"PTPRT","Ptprt",17.598534,22.066575,16.919266,2679,3053,5128,18.8614583333333,10.809529,9.041737,6.26783,1593,1226,528,0.05811,18.7706933431622
"PTPRU","Ptpru",21.01889,13.448104,20.289362,412,333,718,18.2521186666667,22.146669,24.662347,20.585383,543,647,297,0,19.2521186666667
"PTPRVP","Ptprv",25.611302,13.618479,28.362706,96,77,208,22.530829,0.120165,0.032271,0,2,2,0,0,23.530829
"PTPRZ1","Ptprz1",36.975901,34.381471,33.693307,3487,3182,5970,35.016893,1.21593,2.32243,10.785373,39,36,217,41.530357,0.846851414861154
"PTRH1","Ptrh1",1.544615,2.975795,1.476438,15,21,21,1.99894933333333,2.900761,4.620463,3.227985,26,43,20,0,2.99894933333333
"PTRH2","Ptrh2",4.824921,5.68158,4.578534,201,233,363,5.028345,15.641217,16.309999,20.78449,183,195,143,0,6.028345
"PTRHD1","Ptrhd1",2.016755,2.255366,1.947477,108,118,199,2.07319933333333,23.398776,17.755593,26.704657,104,112,91,0,3.07319933333333
"PTS","Pts",16.996419,19.232937,21.399744,211,210,429,19.2097,64.275369,67.175738,67.439788,410,451,310,5.39449433333333,3.16048446468246
"PTTG1","Pttg1",33.058027,25.676627,24.178693,185,176,307,27.6377823333333,1.192882,1.252358,4.082004,7,9,19,0,28.6377823333333
"PTTG1IP","Pttg1ip",33.523965,32.359553,36.340358,587,555,1137,34.0746253333333,42.140681,37.998535,48.067912,1086,1129,909,0,35.0746253333333
"PTX3","Ptx3",0.045289,0.256132,0.04497,1,3,2,0.115463666666667,0.657218,1.491677,4.859746,14,35,73,0,1.11546366666667
"PTX4","Ptx4",0,0,0.121213,0,0,3,0.0404043333333333,0,0.074115,0,0,1,0,0,1.04040433333333
"PUDP","Pudp",0,0,0,0,0,0,0,7.477329,5.177597,6.986927,180,135,120,0,1
"PUF60","Puf60",48.811711,45.133801,42.856042,969,1020,1805,45.600518,59.024289,51.976429,57.329786,824,846,680,10.7889886666667,3.95288513015224
"PUM1","Pum1",17.552446,16.874378,15.462948,1210,1180,2128,16.629924,47.025096,49.591206,46.359028,1441,1465,1162,4.31559533333333,3.31664148499892
"PUM2","Pum2",40.185141,47.374219,46.228891,2715,2652,4798,44.5960836666667,18.374557,21.864664,25.993932,1408,1497,1282,0,45.5960836666667
"PUM3","Pum3",32.306552,35.616148,30.72242,300,318,560,32.8817066666667,10.70832,11.857662,8.439598,116,122,85,0,33.8817066666667
"PURA","Pura",16.0824,17.043756,15.855034,1211,1251,2311,16.3270633333333,1.871331,3.211658,1.745604,119,164,93,0,17.3270633333333
"PURB","Purb",76.670642,77.544876,71.27011,8804,8762,15845,75.161876,1.759236,2.042668,2.662389,220,276,237,0,76.161876
"PURG","Purg",10.228143,8.863602,9.359403,230,185,389,9.483716,6.142138,6.01215,7.754536,177,188,155,0,10.483716
"PUS1","Pus1",6.350003,4.663357,4.804108,108,87,159,5.27248933333333,4.725423,4.981564,5.411191,115,116,84,0,6.27248933333333
"PUS10","Pus10",7.167868,5.905309,6.070442,129,115,243,6.38120633333333,1.175822,1.220932,1.669327,30,46,32,0,7.38120633333333
"PUS3","Pus3",3.54666,3.602804,3.822195,95,95,196,3.65721966666667,11.787172,12.71015,12.825003,120,141,98,0,4.65721966666667
"PUS7","Pus7",4.400174,6.912225,7.120327,175,176,392,6.144242,26.262445,19.657214,36.227524,256,230,221,8.28601833333333,0.769354716257111
"PUS7L","Pus7l",1.180797,1.201829,0.922774,28,28,52,1.1018,3.410068,3.101387,2.355285,397,442,266,0,2.1018
"PUSL1","Pusl1",11.135299,12.516659,13.167465,97,122,238,12.273141,4.799924,5.434867,5.660384,62,88,57,0,13.273141
"PVALB","Pvalb",22.378076,25.430202,22.369475,239,264,454,23.3925843333333,2.856638,6.735323,7.107661,10,28,16,0,24.3925843333333
"PWP1","Pwp1",8.011818,7.103416,6.588984,196,185,365,7.23473933333333,26.711252,25.933286,29.718132,693,729,555,16.1834826666667,0.479224118479048
"PWP2","Pwp2",4.576833,5.00658,5.032636,249,266,520,4.87201633333333,9.652115,9.537823,9.67542,163,181,92,0,5.87201633333333
"PWWP2A","Pwwp2a",10.267339,9.669473,10.804564,242,203,437,10.2471253333333,22.833836,14.722042,20.232968,543,489,419,0,11.2471253333333
"PWWP3A","Pwwp3a",10.264093,16.700118,11.45143,308,308,587,12.8052136666667,49.319543,45.201941,48.833119,909,1113,810,0,13.8052136666667
"PWWP3B","Pwwp3b",1.586738,2.228953,1.59733,70,53,110,1.80434033333333,1.056962,0.969586,0.807833,56,55,30,0,2.80434033333333
"PXDC1","Pxdc1",2.515501,1.7585,2.69356,47,38,75,2.32252033333333,1.843743,2.780642,1.546212,30,45,20,0,3.32252033333333
"PXDN","Pxdn",17.233235,13.893771,18.689471,845,676,1608,16.6054923333333,68.986237,63.932149,76.242929,2289,2530,1913,0,17.6054923333333
"PXK","Pxk",10.018777,8.081963,8.565981,327,286,572,8.888907,17.229035,23.038478,22.754894,372,468,324,0,9.888907
"PXMP2","Pxmp2",3.118773,2.734062,4.26672,23,23,52,3.373185,8.815748,14.620993,12.917652,50,80,53,0,4.373185
"PXMP4","Pxmp4",3.672979,3.581758,5.865069,114,112,228,4.37326866666667,5.158954,5.053312,5.587185,238,299,200,0,5.37326866666667
"PXN","Pxn",8.403743,7.280841,10.238796,222,188,508,8.64112666666666,32.91707,26.365828,28.610282,1105,899,639,0,9.64112666666666
"PXT1","Pxt1",0,0,0,0,0,0,0,0.03872,0.176788,0.271774,1,3,2,11.0480246666667,0.0830011580874917
"PXYLP1","Pxylp1",8.382267,5.591431,3.34215,139,111,199,5.77194933333333,30.786473,18.102557,18.55346,691,512,401,0,6.77194933333333
"PYCARD","Pycard",2.444988,3.069422,1.436193,31,30,42,2.31686766666667,0.326966,0.638421,0,2,4,0,0,3.31686766666667
"PYCR1","Pycr1",2.229637,0.967828,1.201086,31,26,41,1.46618366666667,25.398581,24.433078,18.067264,295,357,229,12.8596353333333,0.177940011216264
"PYCR2","Pycr2",6.241527,7.264592,7.651419,131,144,296,7.05251266666667,21.081945,23.885188,22.281587,249,347,207,0,8.05251266666667
"PYGB","Pygb",53.023468,61.125991,55.461414,1843,1951,3556,56.5369576666667,92.648496,86.430314,95.386399,3505,3626,2406,0,57.5369576666667
"PYGL","Pygl",0.976156,4.688078,1.76544,32,39,75,2.476558,1.624395,1.005404,2.405273,17,16,19,0,3.476558
"PYGM","Pygm",12.33139,10.419097,11.282976,258,275,471,11.3444876666667,2.023767,3.620393,7.716964,24,46,50,0,12.3444876666667
"PYGO1","Pygo1",4.686624,4.978797,4.576182,533,553,992,4.747201,1.570222,1.696702,2.48135,173,202,201,0,5.747201
"PYM1","Pym1",8.007218,8.4136,8.504311,106,110,218,8.30837633333333,11.741111,14.679041,11.269423,129,154,92,0,9.30837633333333
"PYROXD1","Pyroxd1",5.044887,4.82287,5.666217,120,104,304,5.17799133333333,5.984934,5.735511,7.456048,212,274,267,0,6.17799133333333
"PYROXD2","Pyroxd2",0.364347,0.444932,0.40378,13,15,23,0.404353,0.364739,2.821215,4.600523,11,22,12,0,1.404353
"PYURF","Pyurf",2.578149,4.003892,3.306447,128,194,312,3.29616266666667,27.860415,28.398597,29.184317,417,462,309,0,4.29616266666667
"PYY","Pyy",0,0,0,0,0,0,0,0,0,0.127511,0,0,1,0,1
"QDPR","Qdpr",142.680099,180.384119,160.626768,1319,1513,2711,161.230328666667,33.01021,41.015313,44.206715,518,740,496,30.841633,5.09491233275211
"QPCT","Qpct",7.171339,6.555751,5.702356,130,124,227,6.476482,38.326427,44.857861,19.148461,521,569,187,0,7.476482
"QPCTL","Qpctl",4.102754,4.653679,4.378607,143,163,299,4.37834666666667,3.159571,6.622349,9.406752,66,99,48,0,5.37834666666667
"QPRT","Qprt",0.038513,0.191816,0.150708,1,5,8,0.127012333333333,7.014529,11.854328,6.964874,190,281,125,14.385318,0.0732524562269908
"QRFP","Qrfp",0,0.102407,0.052435,0,4,4,0.051614,0.871602,0.799184,0.613779,4,8,3,0,1.051614
"QRFPR","Qrfpr",0.515271,0.875511,0.527151,11,19,23,0.639311,0.03609,0.031269,0.058463,1,1,1,7.84441733333333,0.185349801826026
"QRICH1","Qrich1",31.553816,29.51411,31.353835,787,792,1510,30.8072536666667,236.835222,197.145231,227.631031,657,781,566,0,31.8072536666667
"QRICH2","Qrich2",0,0.035894,0.018445,0,1,1,0.018113,6.434639,7.396561,8.957981,169,286,233,0,1.018113
"QRSL1","Qrsl1",6.718809,4.827671,5.99878,138,118,238,5.84842,6.026808,8.68382,7.275528,202,221,187,0,6.84842
"QSOX1","Qsox1",7.446529,6.787436,8.638264,220,211,435,7.62407633333333,18.368498,21.545392,20.65858,638,782,503,0,8.62407633333333
"QSOX2","Qsox2",6.506904,5.689638,5.649512,298,266,514,5.94868466666667,5.685219,5.736056,6.222431,263,331,220,0,6.94868466666667
"QTRT1","Qtrt1",19.566739,21.676817,23.373446,69,68,151,21.5390006666667,57.04638,60.049999,79.081997,385,439,358,71.848088,0.30939728530235
"QTRT2","Qtrt2",14.222866,11.361357,13.78335,167,131,336,13.1225243333333,8.666703,8.968051,8.527044,173,178,158,0,14.1225243333333
"R3HCC1","R3hcc1",9.398965,11.149174,7.527132,139,197,268,9.35842366666667,42.002218,37.750921,41.576849,448,582,464,0,10.3584236666667
"R3HCC1L","R3hcc1l",5.574197,5.82381,4.992203,159,150,296,5.46340333333333,7.427534,6.769156,8.472917,227,258,206,0,6.46340333333333
"R3HDM2","R3hdm2",339.931025,256.694083,259.900976,2496,2335,4377,285.508694666667,87.098781,135.648961,78.30333,848,1022,673,0,286.508694666667
"R3HDM4","R3hdm4",126.244656,151.24089,136.254016,1591,1756,3371,137.913187333333,36.062839,25.685613,32.262223,471,534,401,0,138.913187333333
"R3HDML","R3hdml",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RAB10","Rab10",35.931784,35.666053,33.9001,1640,1622,3046,35.165979,97.44756,103.559213,116.780199,2399,2741,2145,0,36.165979
"RAB11A","Rab11a",133.979373,138.362821,144.747126,1164,1079,2026,139.029773333333,267.883243,306.213002,287.736729,2557,2715,2078,0,140.029773333333
"RAB11B","Rab11b",77.419188,96.096138,93.982931,1435,1708,2977,89.1660856666667,103.122987,96.183042,127.705076,1015,1216,920,30.7775753333333,2.83741238029845
"RAB11FIP1","Rab11fip1",0.404021,0.308336,0.749957,29,31,66,0.487438,2.285353,2.509003,2.10047,147,197,108,0,1.487438
"RAB11FIP2","Rab11fip2",12.544844,15.795727,14.583709,775,896,1647,14.3080933333333,68.165202,59.199221,72.695653,902,955,918,0,15.3080933333333
"RAB11FIP3","Rab11fip3",20.032608,19.170438,20.35612,1139,1171,2402,19.8530553333333,50.774365,57.932282,65.862937,710,885,658,4.31559533333333,3.92299526688325
"RAB11FIP4","Rab11fip4",42.749799,43.763375,42.518427,4316,4307,8025,43.0105336666667,90.165034,130.071759,82.954889,1637,2252,1457,0,44.0105336666667
"RAB11FIP5","Rab11fip5",19.124819,19.023338,15.874363,957,1033,1658,18.0075066666667,9.939081,14.107843,12.355011,444,559,357,0,19.0075066666667
"RAB12","Rab12",34.102898,37.360793,34.459747,781,880,1530,35.3078126666667,32.688979,33.267567,30.581638,678,719,454,0,36.3078126666667
"RAB13","Rab13",2.583998,2.421279,2.568578,35,30,63,2.52461833333333,2.270082,2.823186,5.305949,30,42,53,0,3.52461833333333
"RAB14","Rab14",77.972911,85.24572,93.473976,2759,2780,4977,85.5642023333333,43.420108,52.732782,52.615637,1941,2190,1639,80.2462166666667,1.06545517914373
"RAB15","Rab15",97.473529,94.611974,81.242077,2761,2604,4647,91.1091933333333,98.930864,93.243833,97.153444,3616,3818,2480,0,92.1091933333333
