"Hs_symbol","Mm_genes","Brain_1_FB-S4","Brain_1_FB-S10","Brain_1_FB-S16","Brain_1_FB-S4_read","Brain_1_FB-S10_read","Brain_1_FB-S16_read","Mm_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","Hs_Avg_TPM","FoldChange"
"A1BG","A1bg",0,0,0,0,0,0,0,12.383067,11.034331,14.333404,126,71,81,21.339172,0.0447644165146318
"A1CF","A1cf",0,0,0,0,0,0,0,0,0.018194,0.01632,0,2,2,25.9035856666667,0.0371697666024865
"A2M","A2m",0.539558,0.372306,0.314937,35,20,39,0.408933666666667,93.505878,154.962182,63.431646,2246,2504,1541,2.80286666666667,0.370492523184265
"A3GALT2","A3galt2",0.088979,0.036608,0.075161,3,1,4,0.066916,0.251325,0.112836,0.205214,3,1,2,31.34975,0.0329806567284137
"A4GALT","A4galt",1.068339,0.782218,2.328412,23,21,45,1.39298966666667,1.677651,1.425484,2.068745,11,6,11,15.4402076666667,0.145557143509724
"A4GNT","A4gnt",0.053613,0.082088,0.042166,2,3,3,0.059289,0.079778,0.049504,0.045031,2,1,1,13.7070106666667,0.0720261257714915
"AAAS","Aaas",17.684148,31.742477,25.807157,77,105,194,25.0779273333333,22.626138,22.03279,25.95966,485,382,454,4.99417633333333,4.35054390847917
"AACS","Aacs",89.021757,127.603539,129.50844,324,389,749,115.377912,20.326116,20.425959,26.161884,720,608,707,18.556026,5.95100006514616
"AADAC","Aadac",0,0,0.10568,0,0,1,0.0352266666666667,0,0,0,0,0,0,6.87484866666667,0.131459880752841
"AADACL3","Aadacl3",0,0,0,0,0,0,0,0,0,0,0,0,0,10.766603,0.0849862955349135
"AADAT","Aadat",0.050276,0.175652,0.090191,1,3,2,0.105373,11.191628,12.930531,10.028336,298,198,233,23.18006,0.0457142372682285
"AAGAB","Aagab",20.4929,19.292215,18.876059,550,534,1046,19.5537246666667,19.083715,24.987378,20.768264,460,421,405,37.2516393333333,0.537329249801738
"AAK1","Aak1",85.827432,87.609949,74.268329,5477,5459,10550,82.56857,8.82358,11.990978,8.52265,1360,1207,1223,21.7024766666667,3.68103318536612
"AAMDC","Aamdc",29.578734,27.920242,22.8832,130,139,241,26.7940586666667,11.840577,16.196803,14.120167,61,65,52,175.753678,0.157247413356042
"AANAT","Aanat",0.376031,0.132462,0.649323,4,1,15,0.385938666666667,0.527125,0,0.383865,5,0,3,0.146671333333333,1.20866252288508
"AAR2","Aar2",9.82204,8.789412,9.62101,377,335,665,9.41082066666667,9.802296,9.159607,9.720694,356,271,317,1.12813166666667,4.89200026000897
"AARD","Aard",1.351779,1.162396,1.36039,19,17,40,1.29152166666667,0.430968,0.085659,1.087127,14,2,11,4.09296266666667,0.449938830626941
"AARS2","Aars2",6.80901,5.980452,5.852712,241,219,431,6.214058,5.386935,4.813326,4.864937,386,295,304,55.302048,0.128131360337016
"AARSD1","Aarsd1",22.702986,25.557626,22.475152,387,429,691,23.578588,74.878567,67.118873,80.955658,446,311,417,10.9592553333333,2.05519384902616
"AASDH","Aasdh",6.537996,7.343371,6.986914,109,91,250,6.95609366666667,5.458335,2.72435,3.019545,133,107,128,1.503734,3.17769126699029
"AASDHPPT","Aasdhppt",8.996606,9.015932,8.052601,340,329,564,8.68837966666667,49.305585,36.802533,43.42734,1280,906,1184,323.327237666667,0.029872235635738
"AASS","Aass",1.474846,1.173919,1.034894,75,45,94,1.22788633333333,9.710755,9.041474,7.927698,771,591,561,7.66031,0.257252492501231
"AATF","Aatf",4.99222,5.135437,5.246998,100,114,223,5.124885,15.593698,15.462792,19.291505,279,197,205,19.5606413333333,0.297893674652561
"AATK","Aatk",65.676983,50.720205,56.212236,2661,2699,4866,57.5364746666667,5.175648,2.801113,2.12947,197,66,153,13.7411343333333,3.97096134822551
"ABAT","Abat",95.113338,98.889623,83.218181,3838,4067,6917,92.4070473333333,19.311736,14.714566,12.931931,1137,753,789,0.501137666666667,62.2241713118473
"ABCA1","Abca1",5.357066,5.86588,4.405995,646,638,1144,5.209647,13.944394,12.167811,12.461129,2286,1610,1812,15.6002666666667,0.374069111339577
"ABCA13","Abca13",0,0.008671,0.020031,0,2,9,0.00956733333333333,0.064986,0.353211,0.084842,4,8,5,4.59273066666667,0.180514205583057
"ABCA17P","Abca17",0.125147,0.191402,0.245939,9,4,16,0.187496,1.321805,0.403783,0.722064,13,4,7,0.592088666666667,0.745873031359644
"ABCA2","Abca2",70.793903,64.467713,73.797361,3005,3072,5630,69.6863256666667,50.768809,33.180849,36.909447,1020,646,751,53.3607073333333,1.30032019696187
"ABCA3","Abca3",12.440613,14.573469,13.367221,1059,1205,2137,13.4604343333333,21.599438,17.726576,24.450837,1930,1121,1708,14.5759906666667,0.928379750783963
"ABCA4","Abca4",0.439082,0.77363,1.185749,28,34,93,0.799487,1.22204,0.556301,1.285668,23,10,13,25.8367566666667,0.0670530728564194
"ABCA5","Abca5",8.935283,8.340698,7.057679,796,757,1332,8.11122,6.679427,7.075997,6.759744,323,230,276,208.214448333333,0.0435496691198088
"ABCA6","Abca6",0.966663,0.329321,0.453163,46,18,64,0.583049,1.179883,0.523131,0.304506,17,18,12,94.9927196666667,0.0164913444008787
"ABCA7","Abca7",2.309955,1.912394,2.638304,217,179,482,2.28688433333333,24.152072,12.964013,24.639795,710,377,537,0.0279926666666667,3.19738110972257
"ABCA8","Abca8b",2.974527,2.640509,3.550569,320,277,701,3.05520166666667,8.680828,3.745783,8.184944,258,141,202,92.3266466666667,0.043451702289814
"ABCA9","Abca9",1.698239,1.660878,1.876446,155,148,323,1.74518766666667,2.080644,1.631188,5.048676,56,70,42,70.524086,0.0383813037004998
"ABCB1","Abcb1a",6.998046,68.504253,8.673734,480,533,1140,28.0586776666667,0.242278,0.606745,0.127132,1,5,2,1.80413866666667,10.3627819879568
"ABCB10","Abcb10",5.054004,5.39951,5.054574,279,300,557,5.16936266666667,4.487977,5.694735,6.12157,229,188,232,19.2221996666667,0.305078713906478
"ABCB11","Abcb11",0,0,0.007618,0,0,1,0.00253933333333333,1.580405,3.39585,0.543683,8,15,6,17.6704116666667,0.0536966913870048
"ABCB4","Abcb4",0.897442,1.328882,1.276568,43,52,115,1.16763066666667,0.391427,0.466284,0.700631,11,23,7,0.284030333333333,1.68814599655096
"ABCB5","Abcb5",0,0,0.009704,0,0,1,0.00323466666666667,0.218901,0.076822,0,4,2,0,124.477910666667,0.00799530898575264
"ABCB6","Abcb6",5.173687,6.132512,9.585194,137,184,314,6.96379766666667,17.599676,11.88309,16.193697,250,162,216,60.1961696666667,0.130135557667174
"ABCB7","Abcb7",8.209769,8.052259,6.710854,661,619,1003,7.65762733333333,5.349743,5.631146,5.087587,135,114,121,0.477899333333333,5.85806295331798
"ABCB8","Abcb8",22.042302,24.258646,16.042844,379,360,657,20.781264,25.451568,21.496367,20.678115,717,431,556,0.047523,20.7931128958505
"ABCB9","Abcb9",15.792623,16.120037,13.85818,451,546,923,15.2569466666667,20.038858,11.346602,23.406662,473,230,418,1.25770333333333,7.20065671456687
"ABCC1","Abcc1",5.026846,16.533466,9.187015,253,247,546,10.249109,8.866004,11.470193,9.218329,759,724,593,0.0985743333333333,10.2397340431826
"ABCC10","Abcc10",1.786212,1.580769,1.672029,107,92,172,1.67967,67.229562,58.653056,74.269479,908,586,738,0.04034,2.57576369263894
"ABCC12","Abcc12",0.617592,0.291296,0.461868,23,11,36,0.456918666666667,0,0,0,0,0,0,18.1321966666667,0.0761500988124904
"ABCC2","Abcc2",0.040083,0.193498,0.02102,1,2,3,0.084867,1.027977,1.07924,0.751123,20,15,18,0.845947666666667,0.587701926544324
"ABCC3","Abcc3",0.865018,0.524918,1.109957,24,29,63,0.833297666666667,0.387771,0.982346,0.063447,3,5,1,0.884872666666667,0.972637408928419
"ABCC5","Abcc5",110.830973,104.684173,122.928453,2160,1694,4156,112.814533,47.052923,36.864191,46.334162,2382,1605,1925,20.949055,5.18539558992403
"ABCC6","Abcc6",0.333086,0.501555,0.344182,20,11,39,0.392941,0.700877,0.769524,0.372597,31,27,18,24.1202313333333,0.0554509622748432
"ABCC9","Abcc9",1.505095,1.407,1.404328,159,145,281,1.43880766666667,0.152849,0.551804,0.203548,19,57,23,0.021795,2.38678763026504
"ABCD1","Abcd1",2.529592,3.068988,2.866758,117,140,256,2.82177933333333,7.294446,8.044954,7.763412,256,196,196,11.7826246666667,0.298982363402988
"ABCD2","Abcd2",21.283453,23.156367,20.092816,622,705,1081,21.5108786666667,0.010725,0,0.024448,1,0,2,7.79499266666667,2.55951079436185
"ABCD3","Abcd3",19.626549,21.477619,17.245859,868,925,1507,19.450009,11.69952,13.13055,9.707609,544,496,467,0.182089333333333,17.2998845546924
"ABCD4","Abcd4",4.217752,3.505705,4.803078,126,112,295,4.17551166666667,70.916088,64.134004,67.343217,895,680,780,6.02768366666667,0.736446304664349
"ABCE1","Abce1",21.503427,20.802145,20.297685,1111,1057,1987,20.8677523333333,31.583438,49.79339,37.572001,980,1003,995,51.5015293333333,0.416516482681762
"ABCF1","Abcf1",40.428047,39.029551,41.36944,829,790,1519,40.2756793333333,79.412855,49.138765,60.340286,982,733,819,16.7136716666667,2.33015944463989
"ABCF2","Abcf2",27.333851,29.129407,25.695858,950,991,1703,27.386372,41.126604,23.175533,34.428163,544,392,458,2.61348133333333,7.85568524684044
"ABCF3","Abcf3",159.209364,199.439207,142.427393,559,611,1090,167.025321333333,48.291703,49.874702,42.97229,634,530,501,89.6533366666667,1.85349296023338
"ABCG1","Abcg1",17.234133,21.900282,17.293856,760,872,1413,18.8094236666667,4.150456,4.415328,3.848561,183,146,140,70.685971,0.276336128120057
"ABCG2","Abcg2",18.16712,20.001432,16.758538,248,258,494,18.30903,2.961168,3.343736,4.879457,130,124,137,19.632322,0.935863156846815
"ABCG5","Abcg5",0,0.05032,0,0,1,0,0.0167733333333333,0,0.053623,0,0,2,0,13.9772976666667,0.0678876360717764
"ABCG8","Abcg8",0,0.033475,0.016197,0,1,1,0.0165573333333333,0.166037,0.120609,0.140823,13,5,8,30.739424,0.0320282224823404
"ABHD1","Abhd1",0.649996,1.096359,0.605726,11,18,18,0.784027,0.539133,1.449996,2.556852,16,11,17,46.7447953333333,0.0373658948068518
"ABHD10","Abhd10",5.481654,8.077647,7.063356,175,170,331,6.874219,17.896254,16.509149,18.709231,474,316,439,11.2268,0.644013069650276
"ABHD11","Abhd11",12.200609,15.392922,14.376886,125,184,313,13.990139,8.315591,5.793527,10.881287,88,44,86,0,14.990139
"ABHD12","Abhd12",214.078965,269.055709,213.160251,2243,2720,4516,232.098308333333,34.456652,32.027544,41.779576,424,313,435,0.0118706666666667,230.36373719698
"ABHD13","Abhd13",7.469602,7.002554,6.878687,529,486,936,7.11694766666667,3.072772,3.602061,3.056116,238,226,207,17.24049,0.444996141368278
"ABHD14A","Abhd14a",16.426992,14.990829,17.540366,191,184,392,16.3193956666667,19.98651,11.809536,18.625674,220,94,202,5.444609,2.68742380905757
"ABHD14B","Abhd14b",6.531111,6.481165,6.057604,96,91,201,6.35662666666667,6.270991,5.484107,6.977415,142,105,131,19.3044256666667,0.362316412561419
"ABHD15","Abhd15",0.408193,0.235118,0.41716,13,8,24,0.353490333333333,2.267084,2.653537,2.449372,118,109,110,121.178592,0.0110779663701914
"ABHD16A","Abhd16a",33.736441,46.633195,43.466626,458,581,1041,41.278754,43.283793,44.460669,44.105033,632,478,592,14.1200143333333,2.79621123815954
"ABHD16B","Abhd16b",0,0,0,0,0,0,0,0,0,0,0,0,0,15.0845016666667,0.0621716494998653
"ABHD17A","Abhd17a",48.969577,55.61253,52.87584,576,687,1464,52.4859823333333,22.251861,16.580488,18.393927,855,595,608,20.7973786666667,2.45378048210568
"ABHD17B","Abhd17b",12.382332,13.22256,11.078788,355,356,570,12.2278933333333,6.982168,5.876005,6.383279,292,190,217,32.975061,0.389341268094657
"ABHD17C","Abhd17c",11.241835,11.476737,10.167859,301,306,539,10.9621436666667,5.189827,4.249834,4.998582,101,79,94,7.683484,1.3775742163706
"ABHD18","Abhd18",6.383002,4.183919,5.919171,205,165,458,5.495364,3.285167,2.22549,2.818459,157,105,137,0.378546333333333,4.7117487769121
"ABHD2","Abhd2",20.235638,20.449381,19.240001,1984,1970,3592,19.9750066666667,43.040132,37.278752,34.676228,4800,3122,3837,25.8453793333333,0.781326514564183
"ABHD3","Abhd3",28.798305,30.230459,28.405586,531,495,845,29.1447833333333,3.984849,5.25904,2.915345,43,53,50,188.800944,0.15882314754627
"ABHD4","Abhd4",21.836205,28.873125,24.957358,613,589,1078,25.2222293333333,36.086594,26.455903,21.679738,296,237,316,4.14297433333333,5.09865063167403
"ABHD5","Abhd5",13.155176,16.798542,15.037815,217,236,397,14.9971776666667,2.814933,3.503613,4.082079,117,93,117,67.8293946666667,0.232417817186091
"ABHD6","Abhd6",16.282993,17.496713,15.971516,434,469,835,16.5837406666667,11.831495,8.409419,12.306665,138,99,156,0.832805333333333,9.59389431428979
"ABHD8","Abhd8",58.365576,67.703025,68.150222,1280,1640,3330,64.7396076666667,3.366122,1.881682,2.264601,60,36,33,0.113022333333333,59.0640508261739
"ABI1","Abi1",76.496327,89.115229,77.664616,1275,1244,2260,81.0920573333333,12.69711,14.372399,14.823763,447,426,457,37.131495,2.1528675267868
"ABI2","Abi2",68.821904,71.851773,63.329113,2703,2838,4925,68.00093,23.445738,22.714472,18.676018,1466,1126,1250,19.2788783333333,3.40260091637218
"ABI3","Abi3",4.448462,2.988214,2.315282,32,27,58,3.25065266666667,0,0.122185,0,0,1,0,33.885931,0.121844323623373
"ABITRAM","Abitram",4.436395,6.445182,6.370124,259,305,540,5.750567,13.474933,12.693075,15.766697,185,143,177,22.294948,0.289786738309096
"ABL1","Abl1",15.867305,14.205666,13.831194,620,593,1131,14.6347216666667,20.002516,27.75208,18.375548,1348,1318,1125,0.541266,10.1440774445596
"ABL2","Abl2",9.492708,8.919461,10.486961,1187,1052,2148,9.63304333333333,7.647104,11.288064,8.405532,1295,1485,1218,0,10.6330433333333
"ABLIM1","Ablim1",18.968634,18.284863,19.809479,1355,1418,2732,19.020992,13.234586,13.893529,13.950169,1252,905,1223,3.43806866666667,4.51119473440624
"ABLIM2","Ablim2",109.201573,115.610371,124.014649,1362,1436,2893,116.275531,2.618199,1.169305,2.227903,73,27,55,19.619759,5.68753160500081
"ABLIM3","Ablim3",4.605573,5.509846,4.850015,275,323,550,4.988478,39.693627,31.45544,35.010631,1694,1071,1302,0,5.988478
"ABO","Abo",0,0,0.022897,0,0,1,0.00763233333333333,0.081458,0.061784,0.056364,8,5,5,418.292288333333,0.00240317401815002
"ABR","Abr",96.445357,104.64287,101.505422,5290,5229,9515,100.864549666667,198.031654,211.438013,200.361185,1298,1199,1252,521.419259666667,0.194986206541585
"ABRA","Abra",0.100114,0.078888,0.108371,4,3,8,0.095791,0,0,0,0,0,0,10.242749,0.0974664648299095
"ABRACL","Abracl",42.881988,44.811658,33.402148,62,65,139,40.3652646666667,16.160065,20.958007,19.636272,132,135,145,14.463645,2.67500092421073
"ABRAXAS1","Abraxas1",2.345558,2.82686,3.406936,32,54,91,2.85978466666667,3.82892,6.035163,5.406464,107,132,131,1.09453433333333,1.84278892221549
"ABRAXAS2","Abraxas2",10.187231,12.253166,12.786353,307,322,580,11.74225,5.545332,5.945653,7.320012,243,210,286,24.0521246666667,0.508629514244527
"ABT1","Abt1",1.892098,1.920518,1.687743,119,118,202,1.833453,4.559478,4.690372,4.720066,202,168,186,0.332005333333333,2.12720844961582
"ABTB1","Abtb1",24.692361,19.56887,20.702411,227,242,499,21.6545473333333,6.145615,3.499741,5.352266,109,78,105,35.8245523333333,0.615202246812559
"ABTB2","Abtb2",2.212097,2.390987,1.905456,108,133,227,2.16951333333333,1.812701,1.607969,1.602889,139,98,106,0.0702403333333333,2.96149681021802
"ACAA1","Acaa1b",0.234331,0.74511,0.407108,5,7,11,0.462183,38.003127,38.829187,39.570663,550,465,521,2.87314266666667,0.377518497468206
"ACAA2","Acaa2",13.854658,15.004313,13.890623,169,170,337,14.2498646666667,13.362606,16.013843,12.490575,285,274,234,37.1715246666667,0.399508921894955
"ACACA","Acaca",11.431742,15.537958,14.799623,1122,1249,2211,13.9231076666667,42.363631,48.905645,32.241697,1667,1457,1400,0.334099666666667,11.1859016530249
"ACACB","Acacb",0.795556,0.745748,1.683203,62,49,116,1.07483566666667,3.811888,6.196471,2.56891,69,75,51,1.88246233333333,0.719813626937247
"ACAD10","Acad10",0.694572,0.890984,2.146887,24,33,75,1.24414766666667,21.73928,19.257871,23.277153,392,285,343,11.2976903333333,0.182485296493751
"ACAD11","Acad11",7.734487,8.54042,7.545363,260,304,488,7.94009,13.192374,11.007639,9.386726,340,270,275,16.9703503333333,0.497491135908295
"ACAD8","Acad8",11.891332,9.201428,11.699023,187,185,352,10.9305943333333,26.483493,20.192299,24.101738,534,375,468,1.015644,5.91899875837863
"ACAD9","Acad9",23.593852,25.33424,24.45329,422,420,775,24.4604606666667,19.252462,17.316786,16.985834,406,304,324,0.0922513333333333,23.3100751536429
"ACADL","Acadl",15.043563,14.532741,17.541756,319,331,586,15.70602,0.207989,0.400506,0.246715,5,7,5,19.901956,0.79925629926692
"ACADM","Acadm",37.483174,40.525589,45.059684,337,313,591,41.0228156666667,27.650351,25.508799,28.982212,462,377,403,0,42.0228156666667
"ACADS","Acads",3.093127,3.878782,3.943631,55,47,120,3.63851333333333,4.599063,3.579749,4.281652,112,71,98,30.3830136666667,0.147803311135161
"ACADSB","Acadsb",104.177341,128.461972,119.388577,629,684,1245,117.34263,2.345294,3.480124,2.567987,193,175,184,1.14748833333333,55.1074611969176
"ACADVL","Acadvl",18.306587,19.747246,15.996872,385,370,673,18.0169016666667,487.069067,525.545782,529.790065,2890,2306,2580,17.40622,1.03317800540614
"ACAN","Acan",0.614366,0.464376,0.611317,65,34,81,0.563353,13.521626,21.358045,13.180758,1180,1435,924,7.561401,0.182604809656737
"ACAP1","Acap1",0,0.108492,0.177938,0,2,7,0.0954766666666667,8.203837,7.799579,5.089685,31,27,34,0.385942333333333,0.790420092033651
"ACAP2","Acap2",40.253599,39.743015,50.029419,1571,1340,3149,43.342011,4.317336,5.926497,4.813944,442,447,434,44.5875936666667,0.972677156952519
"ACAT1","Acat1",36.845443,39.308077,35.252442,744,836,1402,37.1353206666667,56.259875,44.471839,63.751794,369,255,375,3.553206,8.37548766005023
"ACAT2","Acat2",17.578099,21.025242,19.912122,358,390,757,19.5051543333333,25.297509,32.783013,27.509826,501,530,488,22.0492936666667,0.889621809235196
"ACBD3","Acbd3",8.711635,8.351731,8.308599,404,380,741,8.45732166666667,54.125804,44.820301,37.958539,793,793,708,87.7579663333333,0.106551806641777
"ACBD5","Acbd5",26.608624,30.755417,29.504275,1046,980,1737,28.9561053333333,7.912379,6.095147,7.392269,308,226,288,57.1031753333333,0.515567439498401
"ACBD6","Acbd6",32.968509,32.791544,33.694855,319,349,678,33.151636,24.856558,25.060157,20.197148,434,305,343,0.174427666666667,29.0793864699486
"ACBD7","Acbd7",0.4743,0.485264,0.373866,2,2,3,0.444476666666667,0.811197,0.918754,0.914356,39,38,35,11.1193056666667,0.119188071197808
"ACCS","Accs",1.881498,1.749502,1.683049,33,31,62,1.77134966666667,23.189882,13.116107,20.465664,320,206,258,6.32711866666667,0.378231852484442
"ACCSL","Accsl",0,0.034594,0.15719,0,1,5,0.063928,0,0,0,0,0,0,0,1.063928
"ACD","Acd",14.365661,13.762332,12.201474,225,224,391,13.4431556666667,8.520872,12.288536,11.733328,141,109,166,13.9484126666667,0.966199956392248
"ACE","Ace",5.506368,4.122808,3.689021,187,217,398,4.439399,1.303784,1.277742,1.252099,41,16,21,4.61045833333333,0.969510631187292
"ACE2","Ace2",0.371849,0.51982,0.412893,16,22,36,0.434854,0,0.275135,0.093605,0,1,2,0.032435,1.38977659610532
"ACER1","Acer1",0,0.031591,0.01834,0,1,1,0.0166436666666667,0.050862,0,0,1,0,0,0,1.01664366666667
"ACER2","Acer2",3.947421,3.484479,3.815831,144,102,257,3.74924366666667,0.79589,1.105758,0.950331,33,37,35,42.3160396666667,0.109641687079749
"ACER3","Acer3",3.787413,5.229111,4.580194,317,278,569,4.53223933333333,2.862275,3.818158,3.438456,324,261,332,0.936543333333333,2.85675989692975
"ACHE","Ache",40.975505,39.58567,41.793823,506,581,1009,40.7849993333333,23.639298,15.646921,24.253111,666,324,578,18.5912026666667,2.13284503479861
"ACIN1","Acin1",60.779462,47.530941,71.424221,1076,979,2196,59.9115413333333,177.532807,182.921232,142.933279,3282,2682,2593,5.776554,8.98857167423639
"ACKR1","Ackr1",166.944778,148.487797,91.03635,319,329,576,135.489641666667,7.550579,5.560224,10.119254,197,125,214,93.5780606666667,1.44314274055285
"ACKR2","Ackr2",1.395192,2.140758,1.461059,26,41,69,1.66566966666667,0.359601,0.085355,0.268785,6,3,9,0.0201403333333333,2.6130421272106
"ACKR3","Ackr3",3.050158,2.948158,3.280716,129,121,228,3.09301066666667,0.58853,1.270426,0.550161,17,15,14,5.565056,0.623454037051118
"ACKR4","Ackr4",0.123105,0.075444,0.028662,3,2,2,0.075737,0,0,0,0,0,0,83.4959306666667,0.0127312284924554
"ACLY","Acly",39.881861,39.46645,46.557589,2100,2194,3861,41.9686333333333,146.457605,153.677986,123.036365,4402,3834,3894,0,42.9686333333333
"ACMSD","Acmsd",0.212751,0.114118,0.264859,6,3,14,0.197242666666667,0,0.090128,0.068505,0,2,1,111.293037,0.0106617711894876
"ACO1","Aco1",7.809544,8.457873,6.727965,302,342,592,7.66512733333333,7.828545,10.438737,8.19943,589,574,554,8.036804,0.958870783667913
"ACO2","Aco2",234.286973,235.586682,209.599046,4458,4846,8362,226.490900333333,44.21915,38.397711,34.421423,1102,814,929,1.38018433333333,95.5770093716831
"ACOD1","Acod1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ACOT1","Acot3",0.609176,0.678222,0.564258,19,18,32,0.617218666666667,3.574162,4.075885,3.688916,68,59,57,0.555757666666667,1.03950550996267
"ACOT11","Acot11",16.39184,11.025737,12.582761,571,446,944,13.333446,0.37798,0.458171,0.465699,35,34,33,0.009225,14.2024285962001
"ACOT12","Acot12",0.095005,0.210018,0.265278,4,5,8,0.190100333333333,0.838379,0.711122,0.64397,19,13,12,28.4359543333333,0.0404301596563377
"ACOT13","Acot13",123.393218,148.425882,153.998995,274,274,555,141.939365,12.191412,9.46509,13.396844,229,175,231,0.128003666666667,126.718883301502
"ACOT2","Acot2",1.708497,1.578769,1.360424,43,41,72,1.54923,21.539035,15.077116,15.11408,178,108,135,0.579736666666667,1.61370565980406
"ACOT4","Acot4",1.124605,1.253735,2.055501,47,57,95,1.477947,0.146906,0.447474,0.101508,5,12,3,8.40042833333333,0.263599371447081
"ACOT6","Acot6",1.865273,2.034413,1.302298,80,89,113,1.73399466666667,0,0.122286,0,0,1,0,60.099307,0.0447467377439595
"ACOT7","Acot7",111.188515,131.036078,129.630967,1570,1672,2878,123.951853333333,38.203304,38.030315,39.780133,695,547,661,105.878071333333,1.16910655080621
"ACOT8","Acot8",8.592737,6.335262,7.813267,92,79,179,7.580422,9.983366,11.016138,11.40912,177,144,156,4.974236,1.43623753731858
"ACOT9","Acot9",7.906744,9.434484,8.697412,173,191,328,8.67954666666667,23.22135,28.851472,24.154281,541,489,487,3.387781,2.20602319638712
"ACOX1","Acox1",42.462694,49.530815,42.902378,2083,2319,3937,44.9652956666667,33.537489,28.271905,20.230548,771,581,655,18.5512403333333,2.35101686046483
"ACOX2","Acox2",0.34875,0,0.118511,1,0,2,0.155753666666667,5.459635,7.803665,5.815802,51,58,35,72.0220853333333,0.0158274535901138
"ACOX3","Acox3",9.86655,14.350914,13.065142,304,335,636,12.4275353333333,8.870189,7.235071,11.373044,158,135,150,15.2750176666667,0.825039677888317
"ACOXL","Acoxl",0.051151,0.052153,0,1,1,0,0.0344346666666667,0.239138,0.162594,0.206492,7,4,5,6.31179633333333,0.141474764819534
"ACP1","Acp1",35.477273,40.812405,33.525439,463,546,899,36.605039,58.248272,76.17287,65.299677,903,859,858,32.6087256666667,1.11890701756946
"ACP2","Acp2",14.524213,21.164139,23.563349,907,1033,1751,19.750567,169.629988,98.736759,157.367625,899,467,753,0.231051666666667,16.8559675941031
"ACP4","Acp4",0,0.057198,0,0,1,0,0.019066,0.556063,0.142491,0.132265,10,2,2,5.758203,0.150789492413886
"ACP5","Acp5",0.06068,0,0.126958,1,0,4,0.062546,7.63295,1.018418,10.927006,32,7,35,0.237713666666667,0.858474806100819
"ACP6","Acp6",8.264773,7.340749,10.902368,110,97,263,8.83596333333333,24.331622,19.56541,23.987726,367,301,340,0.0874,9.04539574520263
"ACP7","Acp7",0.46754,0.532842,0.496098,5,10,24,0.498826666666667,0.259018,0.140654,0.195719,11,5,8,85.97565,0.0172327158999866
"ACR","Acr",0.807444,0.628591,0.846833,11,11,18,0.760956,0.050784,0.062833,0,1,1,0,6.30690966666667,0.240998736857702
"ACRBP","Acrbp",4.10962,2.495291,4.514207,43,31,95,3.70637266666667,0.933344,1.400639,0.994766,9,11,8,1.396431,1.96390910761322
"ACRV1","Acrv1",0.089446,0.045734,0.046779,4,2,4,0.060653,0.230836,0.190941,0.387534,4,4,4,1.409463,0.440203065994373
"ACSBG1","Acsbg1",60.868711,58.496547,48.444874,1528,1492,2526,55.9367106666667,1.680716,3.357604,1.221717,49,54,34,42.5405296666667,1.30767152128275
"ACSBG2","Acsbg2",0.061179,0.028799,0.035622,2,1,2,0.0418666666666667,0.206484,0.414199,0.534768,2,2,6,74.0247403333333,0.0138869746437998
"ACSF2","Acsf2",11.545947,8.756051,7.874134,174,149,316,9.392044,52.435691,50.495669,51.622443,334,301,283,4.91425733333333,1.75711732078843
"ACSF3","Acsf3",3.915831,4.53771,4.775548,115,130,272,4.40969633333333,19.896846,16.478566,14.431669,339,249,243,1.56849833333333,2.10617085599303
"ACSL1","Acsl1",26.783503,29.664263,24.04514,610,606,1123,26.8309686666667,22.571965,34.049958,24.018834,390,247,333,0.187325333333333,23.4400529369092
"ACSL3","Acsl3",137.743645,126.020907,116.28694,2455,1981,3863,126.683830666667,125.144372,117.20619,162.941162,2688,1748,2708,26.998922,4.5603123815505
"ACSL4","Acsl4",42.27799,43.593616,27.973049,1208,1128,2020,37.9482183333333,25.373504,30.774505,32.691471,1627,1473,1507,3.55108633333333,8.55800472253548
"ACSL5","Acsl5",75.63154,74.775796,56.525036,748,800,1379,68.9774573333333,0.550356,0.183705,0.680974,9,2,6,18.5806646666667,3.57380398084546
"ACSL6","Acsl6",86.180562,74.263679,74.021711,2873,2800,5045,78.1553173333333,5.279576,2.761154,5.097792,259,134,211,6.56396133333333,10.4647966647459
"ACSM1","Acsm1",0,0,0,0,0,0,0,0,0.132055,0,0,1,0,94.2345353333333,0.010500392494171
"ACSM2B","Acsm2",0.031119,0.061456,0.038353,3,3,7,0.0436426666666667,0.259345,0.573845,1.003013,6,3,7,8.893309,0.105489747329904
"ACSM3","Acsm3",0.282797,5.148762,2.552905,4,5,7,2.661488,0.848148,3.771251,3.221045,19,43,27,0.85487,1.97398631710039
"ACSM4","Acsm4",0,0,0.018442,0,0,1,0.00614733333333333,0.291138,0.408874,0.146039,9,5,4,8.28690366666667,0.108340451182312
"ACSM5","Acsm5",0.163657,0.030481,0.29587,6,1,12,0.163336,0,0.083985,0,0,1,0,12.967463,0.0832889981523488
