"Hs_symbol","Mm_genes","Brain_1_FB-S4","Brain_1_FB-S10","Brain_1_FB-S16","Brain_1_FB-S4_read","Brain_1_FB-S10_read","Brain_1_FB-S16_read","Mm_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","Hs_Avg_TPM","FoldChange"
"CENPU","Cenpu",1.125588,1.119095,3.999545,17,20,51,2.08140933333333,2.98195,6.260236,3.452487,44,65,44,18.0803663333333,0.161496340243223
"CENPV","Cenpv",19.365833,30.730552,25.72174,101,123,206,25.2727083333333,23.748006,26.659564,22.573637,206,168,198,32.9356386666667,0.774192246428524
"CENPW","Cenpw",0.87051,1.090529,1.373582,50,59,109,1.11154033333333,4.370984,9.695113,4.951768,19,32,25,1670.65544633333,0.00126314327391141
"CENPX","Cenpx",7.895818,8.749434,7.41255,54,51,89,8.01926733333333,17.86373,20.721052,17.347752,144,134,121,44.1925396666667,0.199574252738573
"CEP104","Cep104",9.661567,7.024129,10.595306,493,468,951,9.09366733333333,11.042716,9.698147,8.205838,352,282,296,11.592227,0.801579207024566
"CEP112","Cep112",5.37066,1.832523,2.582011,33,37,78,3.26173133333333,6.040963,8.514878,4.996308,67,83,60,3.501413,0.946754126611651
"CEP120","Cep120",9.005083,9.222322,8.794007,570,575,1053,9.00713733333333,2.989947,3.512627,3.243473,189,185,183,0.901375333333333,5.26310463688916
"CEP126","Cep126",8.254346,6.402954,8.090984,206,193,380,7.58276133333333,0.639221,1.388208,1.071849,63,50,63,5.41590866666667,1.33773122082058
"CEP128","Cep128",3.773931,4.287781,5.743155,65,97,184,4.60162233333333,0.680836,2.398762,0.69288,28,54,24,9.38876566666667,0.539199989013773
"CEP131","Cep131",10.832103,13.215594,13.969206,164,208,373,12.672301,5.965025,8.946701,4.662791,213,143,119,7.624124,1.5853553357999
"CEP135","Cep135",1.591143,1.34802,1.853173,123,102,268,1.59744533333333,2.387688,3.448062,2.924878,170,220,172,24.0457356666667,0.103708086993439
"CEP152","Cep152",0.497278,0.446012,0.419704,41,36,66,0.454331333333333,0.70805,4.513459,0.604063,45,73,31,19.7935663333333,0.0699414092810983
"CEP162","Cep162",3.698581,1.406337,2.767761,187,150,317,2.62422633333333,2.014726,2.304756,2.180811,79,91,79,107.533180666667,0.0333927957429375
"CEP164","Cep164",4.757368,2.348722,4.75233,218,175,417,3.95280666666667,17.186066,13.912733,11.984017,620,458,440,16.53796,0.282404947135623
"CEP170","Cep170",20.08256,24.922184,23.298005,1070,1028,1982,22.767583,85.262145,114.770527,97.663466,2515,2506,2285,24.545495,0.930402131569578
"CEP170B","Cep170b",85.174963,87.577882,96.137445,2311,2594,4861,89.6300966666667,12.73502,11.118689,12.33261,1093,699,803,12.5029846666667,6.71185659348301
"CEP19","Cep19",27.190404,29.010782,26.078951,495,551,942,27.4267123333333,2.114727,2.102569,2.288543,65,53,60,0.019393,27.8859206737081
"CEP250","Cep250",4.361794,4.975139,5.131067,392,328,812,4.82266666666667,39.473229,40.517535,24.50785,773,735,583,265.068355,0.0218841006728014
"CEP290","Cep290",5.843662,6.855781,7.342335,267,284,576,6.68059266666667,8.081243,9.129638,10.415241,328,341,337,7.78045533333333,0.87473739972331
"CEP295","Cep295",9.782193,10.665549,9.428987,359,390,812,9.95890966666667,10.194626,4.94627,4.951945,188,163,168,31.8563786666667,0.33353979079212
"CEP295NL","Cep295nl",0.049428,0,0.025927,1,0,1,0.0251183333333333,0.221242,0.506973,0,6,5,0,3.08798733333333,0.250763578686888
"CEP350","Cep350",7.678273,10.002975,9.013754,860,928,1687,8.898334,7.659698,4.913267,4.376271,589,484,497,1.75875633333333,3.58796965154226
"CEP41","Cep41",3.355425,2.506253,1.838168,76,69,123,2.56661533333333,4.802139,5.202116,6.627499,268,202,259,8.76785133333333,0.365138167199787
"CEP44","Cep44",8.126864,8.209616,9.901187,97,108,213,8.745889,3.198361,3.909343,3.716656,141,141,127,0.718803,5.67016057104857
"CEP55","Cep55",0.171337,0.113926,0.208892,4,2,11,0.164718333333333,0.61411,1.837031,0.647366,15,58,16,8.02839866666667,0.129006081403288
"CEP57","Cep57",7.787852,8.805018,12.081243,164,160,335,9.55803766666667,18.617521,17.726462,13.602288,459,375,344,0.400482,7.53885995440617
"CEP57L1","Cep57l1",2.964168,2.061609,1.928434,51,51,87,2.31807033333333,3.589773,6.643214,4.230747,84,89,58,31.02175,0.103619269194636
"CEP63","Cep63",16.717826,13.529341,17.404367,309,264,623,15.8838446666667,21.796607,17.107257,24.22782,333,271,337,6.30672833333333,2.31072566221499
"CEP68","Cep68",5.537183,5.744333,5.848289,334,341,632,5.709935,6.747254,5.401977,5.187276,432,329,363,57.2640746666667,0.115164190599234
"CEP70","Cep70",7.443495,9.288132,13.309779,182,159,353,10.013802,2.515206,9.072196,4.000756,52,54,41,7.68185566666667,1.26859998862762
"CEP72","Cep72",1.170609,1.487138,0.651453,12,20,30,1.10306666666667,2.57549,1.552741,2.262787,53,33,34,12.3335073333333,0.157727941650361
"CEP76","Cep76",4.801361,6.691513,5.60666,75,89,146,5.69984466666667,5.442517,5.997924,3.041739,83,82,76,2.11142433333333,2.15330470835811
"CEP78","Cep78",2.695625,2.802875,3.148794,89,91,202,2.88243133333333,2.308965,4.03055,3.369098,246,304,227,2.48488533333333,1.11407721114879
"CEP83","Cep83",15.113062,14.212917,14.30978,451,432,850,14.545253,5.050267,9.407584,7.862538,104,98,101,1.334697,6.65835994992069
"CEP85","Cep85",25.154622,17.876619,23.067567,333,299,581,22.032936,8.314161,7.094922,9.343315,306,244,293,0,23.032936
"CEP89","Cep89",13.173529,12.712852,13.47183,132,123,273,13.1194036666667,10.774613,8.767684,5.801561,335,295,249,0.0348963333333333,13.6433024370557
"CEP95","Cep95",6.748196,8.7827,8.830042,75,84,184,8.12031266666667,56.698016,65.815734,57.130627,520,453,495,56.085677,0.159765341254807
"CEP97","Cep97",2.689171,2.500955,3.377746,256,242,555,2.85595733333333,2.802255,19.197331,3.023907,329,296,297,10.915454,0.323609770415238
"CEPT1","Cept1",25.019132,20.994221,23.465863,439,399,725,23.1597386666667,10.664596,11.055132,12.425177,299,272,307,45.9527786666667,0.514553970025601
"CER1","Cer1",0.146137,0.046177,0.023747,3,1,1,0.0720203333333333,0.12332,0.30495,0.20845,2,4,3,1.414577,0.443978524326759
"CERCAM","Cercam",3.77713,3.706225,3.345838,52,49,110,3.609731,51.960809,42.353233,46.754825,1003,763,920,2.12840533333333,1.47350822826028
"CERK","Cerk",14.518384,15.317639,12.794295,739,745,1190,14.210106,14.47509,11.748715,11.788127,578,536,542,17.801937,0.808964842292579
"CERS2","Cers2",27.191645,26.74262,22.124522,534,544,923,25.352929,226.447257,258.255754,246.832315,1098,952,1042,0.048465,25.1347722623073
"CERS3","Cers3",0.112273,0.069097,0.106488,5,3,9,0.0959526666666667,0.016909,0,0.01913,1,0,1,0.0104473333333333,1.08462126675248
"CERS4","Cers4",14.050857,12.151516,13.675661,749,617,1380,13.292678,8.956571,7.69339,13.720352,148,101,172,2.43041033333333,4.16646307910103
"CERS5","Cers5",13.837423,18.79582,15.917941,316,331,627,16.183728,137.642816,121.547331,133.893196,1112,787,1027,0,17.183728
"CERS6","Cers6",9.520584,8.810999,7.856527,692,693,1337,8.72937,10.369779,10.093235,9.9706,1101,863,949,0.0307466666666667,9.43914767288438
"CES1","Ces1f",0.354239,0.428493,0.205518,1,2,2,0.329416666666667,0.20491,0.737744,0,1,4,0,0.200283333333333,1.10758570892984
"CES2","Ces2e",0,0,0,0,0,0,0,31.568655,23.201725,30.316508,461,292,374,3.86018433333333,0.205753512915457
"CES3","Ces3b",0,0,0,0,0,0,0,3.028771,2.353073,4.267821,98,63,81,65.2966496666667,0.015083718483934
"CES4A","Ces4a",0,0.031335,0.032177,0,1,2,0.0211706666666667,9.484968,6.857849,10.21246,225,125,194,0,1.02117066666667
"CES5A","Ces5a",0.455154,0.741207,1.738955,7,10,22,0.978438666666667,0.183635,0,0.20756,3,0,4,1.892673,0.683948260541951
"CETN1","Cetn1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CETN2","Cetn2",22.367588,23.585889,22.744171,274,277,524,22.899216,14.806354,18.701753,14.98649,282,287,255,4.34954033333333,4.4675270230383
"CETN3","Cetn3",84.677527,89.888625,91.538456,375,383,800,88.701536,8.513285,13.829186,9.063817,63,78,63,30.8707436666667,2.81454166674554
"CFAP100","Cfap100",1.871461,2.181121,3.646411,30,25,75,2.566331,0,0,1.087196,0,0,4,22.740056,0.150224203346445
"CFAP126","Cfap126",2.166014,1.497654,1.284788,13,8,13,1.64948533333333,4.531559,6.063803,4.208845,39,42,32,26.9572933333333,0.0947690215123353
"CFAP157","Cfap157",2.320875,2.867428,7.35596,18,12,30,4.181421,1.428347,1.070791,2.141961,27,28,19,8.330135,0.555342553993056
"CFAP161","Cfap161",1.120214,0.690781,1.190145,8,9,17,1.00038,0,0,0,0,0,0,1.48981366666667,0.803425584324182
"CFAP20","Cfap20",30.952201,35.23502,34.319349,325,352,698,33.50219,200.005053,225.250632,249.956501,899,770,869,45.279282,0.745521289634528
"CFAP206","Cfap206",0.670278,2.095973,1.553156,20,26,39,1.43980233333333,0.41755,0.310863,0.829424,14,8,14,6.014021,0.347846454028771
"CFAP221","Cfap221",0.751587,0.177849,0.09133,7,2,6,0.340255333333333,0.763151,0.270491,0.615588,9,7,6,18.6273593333333,0.068285056108244
"CFAP298","Cfap298",26.282544,29.090008,33.590026,137,155,331,29.6541926666667,11.449145,13.231364,15.076219,215,175,199,2.17972933333333,9.64050378292156
"CFAP299","Cfap299",0.451934,6.227659,0.462574,3,7,8,2.38072233333333,0,0.324337,4.90124,0,1,1,59.8704866666667,0.0555395975696158
"CFAP300","Cfap300",4.110992,4.164749,3.919033,83,82,150,4.06492466666667,0.349515,1.504682,0.116259,3,7,1,0.256387666666667,4.0313390532593
"CFAP36","Cfap36",34.954326,34.162948,35.244575,649,659,1277,34.787283,22.403924,22.840663,30.071768,274,214,272,4.07818666666667,7.04725630408755
"CFAP410","Cfap410",13.300897,23.763127,12.388252,207,241,451,16.484092,15.711964,11.514026,13.513427,331,246,285,0.901743666666667,9.19371643321717
"CFAP43","Cfap43",0.691447,0.450682,0.461085,44,33,65,0.534404666666667,0.383403,0.489593,1.50932,10,13,22,0.917490333333333,0.800215072792197
"CFAP44","Cfap44",2.485739,1.32287,1.93452,68,32,97,1.91437633333333,7.259898,10.728033,8.904187,373,363,308,13.235091,0.204731837213639
"CFAP52","Cfap52",0.752035,1.258809,0.754023,8,16,21,0.921622333333333,0.177645,0,0,1,0,0,3.92924733333333,0.389840923651495
"CFAP53","Cfap53",0.283433,0.042092,0.285802,2,1,10,0.203775666666667,0.387314,0.432453,0.348221,10,9,8,203.446858,0.00588796364220313
"CFAP54","Cfap54",1.52431,1.644385,2.420482,92,96,187,1.863059,1.077796,1.280583,1.584559,44,44,40,113.089149333333,0.0250949281042935
"CFAP57","Cfap57",0.152784,0.312429,0.232729,8,16,25,0.232647333333333,0.047993,0.313398,0.548939,3,3,3,3.08004066666667,0.302116433153199
"CFAP58","Cfap58",0.107254,0.151206,0.056457,5,5,5,0.104972333333333,0.020516,0.127308,0.023091,1,5,1,1.66787133333333,0.414177520305202
"CFAP61","Cfap61",1.764258,1.129578,5.218157,34,21,42,2.70399766666667,0.309358,0.995216,0.412258,4,5,3,28.1657196666667,0.126998329168608
"CFAP65","Cfap65",1.207771,0.816382,1.056406,81,54,129,1.026853,0.130036,0,0.037077,4,0,1,97.5654906666667,0.0205635155498237
"CFAP69","Cfap69",9.149135,10.893956,9.467533,191,142,354,9.83687466666666,0.581125,0.725992,1.397009,31,25,21,20.552969,0.502801941888687
"CFAP70","Cfap70",1.526208,0.428152,1.683197,10,9,33,1.212519,2.312614,1.501462,1.887365,103,65,63,24.512336,0.0867234972132697
"CFAP73","Cfap73",0.200863,0.203587,0.104663,2,2,2,0.169704333333333,0.049124,0.252958,0.116891,1,4,2,148.16507,0.00784167723270155
"CFAP74","Cfap74",5.532089,5.024694,5.969882,180,159,381,5.50888833333333,1.415414,0.318545,0.716476,9,10,13,31.4897013333333,0.200336970369606
"CFAP97","Cfap97",7.182762,6.860975,6.555626,388,400,703,6.86645433333333,4.605526,5.468295,4.50864,302,239,274,0.220067333333333,6.44755753917407
"CFAP97D1","Cfap97d1",0,0,1.168847,0,0,1,0.389615666666667,0.128724,0.118858,0.040675,7,6,2,0,1.38961566666667
"CFAP97D2","Cfap97d2",0.283025,0.559994,0.596649,9,11,21,0.479889333333333,0,0,0,0,0,0,12.4346306666667,0.110154820780087
"CFB","Cfb",1.560211,2.021882,2.308424,20,19,53,1.96350566666667,1.628761,0.54178,0.482244,14,3,3,0.122070666666667,2.6411043035911
"CFC1B","Cfc1",0,0,0,0,0,0,0,0.003014,0,0,0,0,0,0.0610083333333333,0.942499666198035
"CFD","Cfd",0,0,0,0,0,0,0,1.099874,1.013998,1.430475,16,11,17,22.9117546666667,0.0418204357622494
"CFDP1","Cfdp1",39.850645,41.79299,37.294622,549,565,983,39.6460856666667,42.670921,56.7503,45.341132,356,358,326,0.475466,27.5479649593191
"CFH","Cfh",6.58101,8.284569,8.850468,395,462,973,7.905349,2.307461,7.17558,1.705276,133,286,71,7.58693566666667,1.03708113647216
"CFI","Cfi",0,0.037506,0.087211,0,1,3,0.0415723333333333,0.030481,0.13673,0.251159,1,3,2,16.1664183333333,0.0606749942304991
"CFL1","Cfl1",474.976207,519.235503,470.881408,5680,6141,10711,488.364372666667,478.952807,532.71392,491.093811,4898,4428,4524,189.281553333333,2.57179092820103
"CFL2","Cfl2",53.367374,58.224642,54.444489,732,791,1337,55.3455016666667,15.688227,19.832571,15.104398,260,248,232,19.5566743333333,2.74098332993973
"CFLAR","Cflar",5.600855,4.366764,4.885267,258,235,486,4.950962,13.919479,19.559975,13.321346,1059,943,880,180.73549,0.0327451836732605
"CFP","Cfp",9.007915,4.393943,8.58858,64,44,141,7.330146,1.305618,1.002236,1.568681,45,25,38,47.2563196666667,0.172622903228861
"CFTR","Cftr",0.279341,0.331308,0.296936,22,29,43,0.302528333333333,7.783435,2.571762,6.546843,20,13,13,6.484807,0.174022968572648
"CGA","Cga",0,0.192203,0,0,1,0,0.0640676666666667,0.182567,0,0.188555,1,0,1,7.66962666666667,0.12273511969758
"CGAS","Cgas",0.221092,0.384575,0.37545,7,20,34,0.327039,0.338859,0.602274,0.433127,16,22,17,0.0706156666666667,1.23951016346669
"CGGBP1","Cggbp1",14.194575,16.626331,16.148243,872,789,1512,15.656383,14.845533,19.058735,14.131266,804,871,704,0.2027,13.8491585599069
"CGN","Cgn",0.928077,0.715811,1.208411,57,46,134,0.950766333333333,3.020154,3.071455,3.390194,67,41,71,12.9033316666667,0.14030927119507
"CGNL1","Cgnl1",2.102495,3.691846,3.150762,200,236,422,2.981701,0.508491,1.564705,0.476631,39,146,39,2.41857033333333,1.16472695067168
"CGREF1","Cgref1",7.663349,7.840344,9.369621,127,133,296,8.29110466666667,10.988755,8.644293,13.990702,211,104,190,11.1851076666667,0.762496723117451
"CGRRF1","Cgrrf1",13.786833,17.414801,12.071329,162,163,307,14.424321,10.201545,10.890892,10.709037,115,105,111,0.0680506666666667,14.4415630094952
"CH25H","Ch25h",0,0.420285,0.24247,0,7,8,0.220918333333333,0,0,0.048109,0,0,1,43.8201556666667,0.0272403858302827
"CHAC1","Chac1",3.172001,2.577119,2.303553,64,52,91,2.68422433333333,2.177254,2.694204,2.366768,37,34,29,0.198724333333333,3.07345419700331
"CHAC2","Chac2",7.616032,6.819018,6.732619,103,82,167,7.05588966666667,1.002765,1.15236,0.72964,16,15,10,34.9081546666667,0.224347080529452
"CHAD","Chad",0.046823,0.04776,0.122845,1,1,5,0.072476,19.871523,15.042243,18.425388,384,216,338,20.074634,0.0508894246989058
"CHADL","Chadl",3.826107,5.970678,6.455936,61,95,206,5.41757366666667,8.349515,2.978255,10.166565,139,48,151,0.295856666666667,4.95237924976271
"CHAF1A","Chaf1a",1.950592,1.572192,0.518532,51,60,62,1.34710533333333,5.392415,8.217931,7.192183,124,167,131,1.27326833333333,1.03248054746433
"CHAF1B","Chaf1b",0.740413,0.177609,0.149853,4,5,9,0.355958333333333,0.838765,1.184608,0.651137,44,57,34,4.685472,0.238495297019022
"CHAMP1","Champ1",6.853846,7.770851,6.44291,382,426,684,7.02253566666667,12.203136,10.467835,13.148352,706,489,647,55.091252,0.143026503788267
"CHAT","Chat",11.217566,1.918119,8.766354,64,55,118,7.30067966666667,0.099212,0.126575,0.133291,5,5,4,25.1422583333333,0.31751960985263
"CHCHD1","Chchd1",28.171409,23.412217,22.381572,121,102,185,24.655066,14.798407,15.377393,16.327318,161,134,157,17.5075223333333,1.38619667927097
"CHCHD2","Chchd2",100.813831,136.623562,136.822885,907,1290,2577,124.753426,88.473078,95.037906,96.069803,801,687,758,16.5907866666667,7.14882332342158
"CHCHD3","Chchd3",37.362809,34.529516,34.211265,412,403,709,35.3678633333333,17.362122,24.391678,18.470102,307,349,304,27.5475793333333,1.27393860294378
"CHCHD4","Chchd4",5.502949,5.998806,6.25895,264,282,568,5.920235,3.041388,3.381319,4.272808,59,50,75,7.55256166666667,0.809141783446168
"CHCHD5","Chchd5",5.473497,3.007536,4.570162,63,47,100,4.35039833333333,7.666016,8.101192,6.090852,45,38,33,53.7275276666667,0.0977642981777184
"CHCHD6","Chchd6",20.630255,24.383171,20.552551,262,308,503,21.8553256666667,11.421181,10.21786,11.319196,120,82,104,9.740228,2.12801121788724
"CHCHD7","Chchd7",53.259178,47.598512,61.151557,151,127,365,54.0030823333333,23.766647,31.151392,29.557531,314,315,266,147.732384666667,0.369812414805317
"CHD1","Chd1",3.29549,4.027021,4.095046,334,289,582,3.80585233333333,25.319673,40.312041,25.741394,647,824,551,130.588898666667,0.036521715600852
"CHD1L","Chd1l",2.078122,2.273444,2.131889,86,92,168,2.16115166666667,23.669116,22.296973,16.543323,531,409,453,0,3.16115166666667
"CHD2","Chd2",30.882832,27.225656,30.390309,800,751,1565,29.499599,91.30806,113.306301,49.911755,1800,1805,1339,0.191173666666667,25.6046619006856
"CHD4","Chd4",34.977687,37.714369,36.015403,2133,2164,4093,36.2358196666667,444.366403,399.141566,411.118616,6016,4599,4568,76.368359,0.481279687820013
"CHD5","Chd5",77.103032,111.563676,83.455483,3369,3091,6066,90.707397,1.556241,1.177587,1.193725,100,126,76,28.950543,3.06196108030495
"CHD6","Chd6",12.659672,12.287615,10.856546,1191,1147,2162,11.934611,6.329948,9.975714,5.35731,952,966,701,0.0500186666666667,12.3184581480456
"CHD7","Chd7",3.650945,2.424956,3.918247,203,186,388,3.33138266666667,40.279255,55.764092,33.13327,1552,1539,1174,16.788815,0.243489106310154
"CHD8","Chd8",37.667912,44.227351,52.012774,1178,1154,2283,44.6360123333333,24.40724,28.712167,34.10315,1950,1581,1517,68.096052,0.660472067685334
"CHD9","Chd9",122.319775,130.377436,127.692631,1799,1645,3272,126.796614,8.943123,14.861639,9.964357,811,1008,712,14.5479206666667,8.21953087746224
"CHDH","Chdh",0.592014,0.984906,0.829086,48,78,116,0.802002,0.044464,0.443108,0.056567,5,16,6,1.11302333333333,0.852807430742995
"CHEK1","Chek1",2.973504,1.458474,1.566277,17,7,32,1.99941833333333,5.184054,6.100457,2.459252,113,100,78,8.40223366666667,0.31901125197165
"CHEK2","Chek2",4.426948,3.393477,5.199287,15,21,38,4.339904,11.471044,15.802404,11.985042,132,151,111,0.067663,5.00148829733727
"CHERP","Cherp",34.970106,52.349891,38.027347,428,441,863,41.782448,23.672768,23.114346,22.110573,710,532,562,3.25377266666667,10.0575304212308
"CHFR","Chfr",16.067483,18.692205,18.138307,287,343,669,17.632665,38.278287,33.173899,36.533714,627,518,548,5.14901866666667,3.03018514173752
"CHGA","Chga",55.284705,53.032831,49.481859,1300,1244,2217,52.5997983333333,29.521481,16.802612,29.771871,669,325,592,23.401469,2.19658080148098
"CHGB","Chgb",111.596796,104.054296,93.143032,3909,3657,6467,102.931374666667,28.760489,19.326565,30.79047,1053,572,990,7.08148666666667,12.8604276605872
"CHIC1","Chic1",5.702672,6.374626,5.746171,604,642,1126,5.94115633333333,1.3693,1.047406,1.156705,127,87,105,3.64250966666667,1.49513018425594
"CHIC2","Chic2",5.046376,5.898386,6.567979,155,160,280,5.83758033333333,13.500054,16.721155,15.156416,109,95,84,15.756282,0.408060710206079
"CHID1","Chid1",16.461297,23.649509,19.168217,461,569,1081,19.7596743333333,183.036726,133.960333,158.146871,1243,745,1070,135.348553333333,0.152254452473594
"CHIT1","Chit1",0.13916,0.14249,0.048877,3,3,2,0.110175666666667,0.24695,0.013988,0.012757,2,1,1,1.52947266666667,0.438896091385583
"CHKA","Chka",91.723124,61.223448,85.212463,818,654,1863,79.386345,52.597871,43.3777,61.109268,726,454,723,0.615948666666667,49.7456055741045
"CHKB","Chkb",18.16302,19.692445,21.732332,177,178,370,19.862599,49.920824,43.764847,46.396038,612,384,469,0.202349666666667,17.35152391886
"CHL1","Chl1",22.040353,19.458574,19.763623,1964,1905,3411,20.42085,7.474503,5.269363,5.600756,622,166,482,0.083092,19.7774981257363
"CHM","Chm",24.706201,21.738158,23.001425,764,770,1346,23.1485946666667,9.597589,7.102589,9.118984,332,371,304,0.037667,23.2720079434603
"CHML","Chml",2.64644,2.9189,2.387468,237,233,406,2.650936,3.525035,3.736402,3.320371,409,350,341,7.382135,0.435561584250313
"CHMP1A","Chmp1a",258.3137,234.22084,156.234522,781,821,1472,216.256354,37.196977,46.149252,38.907419,691,596,572,0,217.256354
"CHMP2A","Chmp2a",57.783261,60.863507,56.26772,478,538,893,58.3048293333333,33.178505,33.597089,33.402627,340,289,318,30.0724943333333,1.9085957083823
"CHMP2B","Chmp2b",20.872542,23.814201,23.822064,472,524,1048,22.836269,10.923252,14.262301,12.24758,288,349,309,4.96012366666667,3.99929101023687
"CHMP3","Chmp3",164.356782,143.170405,135.947166,1012,1087,1974,147.824784333333,47.249517,46.302427,41.310683,871,621,776,0,148.824784333333
"CHMP4B","Chmp4b",76.574085,78.136097,75.058898,1082,1309,2343,76.5896933333333,32.839248,35.399131,36.130316,731,634,709,7.08284,9.59931080329851
"CHMP4C","Chmp4c",0.329493,0.319722,0.303959,21,20,37,0.317724666666667,0.115902,0.189397,0.096053,3,4,2,7.80892366666667,0.149589747457228
"CHMP5","Chmp5",33.717428,33.056212,30.802898,644,613,1113,32.5255126666667,22.327819,28.184753,23.290433,510,494,447,9.51946466666667,3.18699798221671
"CHMP6","Chmp6",16.839401,21.969827,17.560638,182,224,370,18.7899553333333,8.853621,9.784489,10.672355,138,119,124,7.97624433333333,2.20470328106413
"CHMP7","Chmp7",23.664227,23.119279,21.771785,846,819,1514,22.8517636666667,19.49841,20.618697,19.679816,465,366,433,0.675182333333333,14.2383089840768
"CHN1","Chn1",503.114824,605.187406,560.298238,9476,10510,18161,556.200156,11.213348,13.764271,12.291449,159,139,144,5.49276966666667,85.8185619706516
"CHN2","Chn2",25.292603,24.735031,23.129377,648,576,1065,24.3856703333333,27.007252,20.071812,21.141104,490,304,474,37.0568486666667,0.667046043556628
"CHODL","Chodl",0.670466,1.363113,0.906975,18,27,44,0.980184666666667,8.96262,8.058294,8.615514,271,191,228,13.4245266666667,0.137279004880114
"CHORDC1","Chordc1",34.795194,33.376409,36.347344,1001,765,1536,34.839649,14.008282,22.184998,12.650956,373,404,329,2.04728633333333,11.7611688169769
"CHP1","Chp1",49.551855,48.951551,51.483693,1388,1514,2643,49.9956996666667,21.117305,20.0284,22.231042,816,623,807,0.306903333333333,39.0202537295541
"CHP2","Chp2",2.425863,0.825352,0.990335,15,13,34,1.41385,0.158685,0.157511,0.184915,4,4,5,106.138928,0.0225300928902331
"CHPF","Chpf",15.193677,16.911983,15.388112,501,583,1091,15.8312573333333,129.866023,87.019515,128.451209,5334,2787,4434,0.100312,15.296804300356
"CHPT1","Chpt1",17.157666,14.912062,16.068922,813,725,1331,16.0462166666667,10.756535,11.128166,13.821393,197,142,189,6.84286833333333,2.17346714775483
"CHRAC1","Chrac1",8.114927,10.352382,6.499744,74,98,121,8.322351,5.252193,6.693175,5.564376,94,100,95,23.9531693333333,0.37359386599228
"CHRD","Chrd",5.784729,5.736574,7.29127,218,192,488,6.27085766666667,0.27443,0.563596,0.070928,10,18,4,0.0121696666666667,7.18343762524662
"CHRDL1","Chrdl1",5.556923,4.742464,6.37149,240,222,491,5.556959,0.307129,0.381197,0.30722,18,18,16,2.04178,2.15563222849779
"CHRDL2","Chrdl2",0.135548,0.138877,0.252984,2,1,6,0.175803,0.699012,0,0,2,0,0,116.620125,0.00999661409984048
"CHRM1","Chrm1",25.365049,29.397658,27.215883,1671,1879,3313,27.3261966666667,0.160715,0.24649,0.056738,6,4,2,3.315626,6.56363565023166
"CHRM2","Chrm2",3.328445,2.831606,2.350524,259,224,362,2.83685833333333,2.144222,2.539934,2.557019,194,131,166,26.599987,0.13901667175906
"CHRM3","Chrm3",10.12033,13.542383,13.298724,575,681,1179,12.320479,0.853459,0.70194,0.64825,63,47,47,15.2314803333333,0.820657064324858
"CHRM4","Chrm4",11.626897,13.774317,13.443253,205,240,456,12.9481556666667,0.284331,0.17664,0.379791,6,3,7,12.002695,1.07271266969399
"CHRM5","Chrm5",0.394705,0.050556,0.285318,8,1,11,0.243526333333333,0.087983,0.072895,0.103389,8,5,6,1.740913,0.453690552503247
"CHRNA1","Chrna1",0.101754,0.108483,0.085715,6,7,10,0.0986506666666667,0.037652,0.046674,0.084488,1,1,2,3.81901866666667,0.227982239260884
"CHRNA2","Chrna2",0.363756,0.440206,0.267922,18,14,22,0.357294666666667,0,0,0,0,0,0,0.848292333333333,0.734350644748297
"CHRNA3","Chrna3",0.228605,0.390877,0.12866,14,21,15,0.249380666666667,1.090009,0.895644,1.225553,43,25,41,14.803475,0.0790573381276375
"CHRNA4","Chrna4",9.716194,10.351137,8.973156,336,426,648,9.68016233333333,97.716594,48.97543,17.391981,792,313,613,6.41381733333333,1.44057532754606
"CHRNA5","Chrna5",1.352443,1.091703,0.713668,40,30,41,1.05260466666667,0.503902,1.621616,0.736835,12,28,11,57.2413546666667,0.0352430790529231
"CHRNA6","Chrna6",0,0.0517,0.026521,0,2,2,0.0260736666666667,1.391936,0.536979,0.755394,21,10,15,79.4550163333333,0.0127533833616482
"CHRNA7","Chrna7",3.267665,4.700659,4.074094,89,126,213,4.01413933333333,14.467526,12.399713,26.637063,828,543,788,20.978044,0.228143111067269
"CHRNB1","Chrnb1",0.455344,0.71564,0.974574,13,20,38,0.715186,2.360474,2.025612,3.076932,44,33,51,8.754547,0.175834510818391
"CHRNB2","Chrnb2",6.517658,7.018795,6.955717,570,610,1139,6.83072333333333,44.501616,6.522333,8.551941,576,330,487,0.0120953333333333,7.73714004543709
"CHRNB3","Chrnb3",0.471872,0.583778,0.462429,24,28,49,0.506026333333333,1.129402,0.036131,0.884174,26,1,27,0.326149666666667,1.13563828517093
"CHRNB4","Chrnb4",0.058099,0.145755,0.090743,3,7,9,0.098199,0.504444,0.062953,0.448739,11,2,10,9.94058033333333,0.100378496070638
"CHRND","Chrnd",0,0,0.026265,0,0,2,0.008755,0.245353,0.554255,0.224267,3,18,7,21.3028983333333,0.0452297717060541
"CHRNE","Chrne",0.049797,0.254967,0,1,1,0,0.101588,0.390254,0.140233,0.306138,12,4,9,6.605284,0.144845084023161
