"Hs_symbol","Mm_genes","Brain_1_FB-S4","Brain_1_FB-S10","Brain_1_FB-S16","Brain_1_FB-S4_read","Brain_1_FB-S10_read","Brain_1_FB-S16_read","Mm_Avg_TPM","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Motor_neurons-S18_rep_1_read","Motor_neurons-S22_rep_2_read","Motor_neurons-S26_rep_3_read","Hs_Avg_TPM","FoldChange"
"NUFIP1","Nufip1",2.319372,2.841799,2.478056,127,153,261,2.546409,3.414042,4.375118,3.883614,187,326,301,24.7600863333333,0.137670695435946
"NUFIP2","Nufip2",7.167667,5.941355,7.276963,518,418,903,6.79532833333333,7.513344,6.740776,6.48218,1191,1539,1413,11.6111296666667,0.618130852618041
"NUGGC","Nuggc",0,0.029432,0,0,1,0,0.00981066666666667,0.113264,0.143281,0.043965,7,12,4,0.128517,0.894812100009718
"NUMA1","Numa1",23.253239,24.880632,22.012623,1021,1044,2006,23.3821646666667,119.358203,104.455172,52.588999,2871,3855,2492,46.8893273333333,0.509135668098964
"NUMB","Numb",20.45542,20.220779,16.426003,492,461,882,19.0340673333333,16.627588,13.930502,17.375933,501,614,657,67.849065,0.290985321780816
"NUMBL","Numbl",22.386015,24.161794,23.202697,653,637,1523,23.2501686666667,47.07644,50.323281,48.983106,1210,1689,1770,0.144175,21.19445772427
"NUP107","Nup107",6.120013,12.898392,9.729633,139,151,253,9.58267933333333,22.280381,20.72301,14.356574,282,322,310,3.1527,2.54838522728185
"NUP133","Nup133",6.997679,6.567792,7.056762,303,366,694,6.87407766666667,25.855084,22.618352,21.388517,1081,1584,1495,43.7213323333333,0.176069836380918
"NUP155","Nup155",5.490853,5.279094,5.927619,302,266,548,5.56585533333333,7.548853,5.059597,5.076876,433,612,620,0,6.56585533333333
"NUP160","Nup160",27.136271,44.207314,28.492859,170,170,333,33.2788146666667,6.818712,8.951121,6.844084,503,848,675,0.351322,25.3668738218327
"NUP188","Nup188",4.543789,3.201133,4.777571,222,201,414,4.17416433333333,22.529118,19.138609,15.626354,665,746,668,15.778148,0.308387095723159
"NUP210","Nup210",17.585939,14.009062,15.799592,345,307,674,15.7981976666667,3.440852,3.119036,2.165002,380,518,382,0.150655666666667,14.5988049711947
"NUP210L","Nup210l",0.086479,0.050454,0.045295,7,4,7,0.0607426666666667,0.279809,0.045635,0.128022,10,3,7,59.8529246666667,0.0174312520306474
"NUP214","Nup214",26.394918,20.388866,27.998667,425,452,795,24.9274836666667,42.277906,55.061094,23.542985,601,757,651,23.1827303333333,1.07214873214413
"NUP35","Nup35",7.947644,7.918519,6.079003,133,135,216,7.31505533333333,3.036593,5.489574,3.438828,67,108,97,0.00831933333333333,8.24645036393894
"NUP37","Nup37",3.02234,1.892383,2.357026,37,23,56,2.42391633333333,2.181248,2.16581,2.283233,34,44,45,16.2923843333333,0.198001401503278
"NUP43","Nup43",1.984422,4.022625,3.318758,29,41,81,3.10860166666667,6.051046,6.34083,4.742995,233,357,289,9.65231833333333,0.38570023332949
"NUP50","Nup50",6.437051,7.037542,6.621826,431,422,755,6.69880633333333,22.262888,14.377472,14.63072,642,852,766,0.0475963333333333,7.34901993102305
"NUP54","Nup54",17.814472,14.943489,16.078669,159,125,275,16.2788766666667,26.751271,24.300841,20.438068,279,402,339,3.79886633333333,3.60061636779631
"NUP62","Nup62",10.451437,6.537507,7.10929,230,216,425,8.03274466666667,17.100943,14.002495,12.784428,466,612,504,157.823857333333,0.0568727193655113
"NUP85","Nup85",29.300285,26.23166,31.410204,271,261,531,28.9807163333333,61.310894,61.798135,46.857753,260,352,326,4.54681866666667,5.40502910497164
"NUP88","Nup88",30.023022,30.276511,32.396092,507,556,1010,30.8985416666667,47.524268,49.528385,38.165147,342,509,438,7.62721466666667,3.6974322419395
"NUP93","Nup93",8.135835,13.684841,9.891346,237,266,454,10.570674,212.250244,215.346939,236.786304,2688,3968,4397,4.619938,2.05886150345431
"NUP98","Nup98",6.497277,6.195001,6.000033,519,493,947,6.23077033333333,28.70399,34.97083,19.740582,746,1016,817,1.84968666666667,2.53739136232521
"NUPR1","Nupr1",10.901081,11.764363,9.646494,35,45,89,10.770646,1.324451,0.120274,0.262048,23,14,16,2.067287,3.83747787539934
"NUS1","Nus1",21.896393,25.234722,21.617195,1200,1208,2211,22.9161033333333,16.130349,12.844756,12.456073,1207,1307,1319,3.741999,5.04346444048878
"NUSAP1","Nusap1",1.087885,0.962666,1.113188,52,46,86,1.05457966666667,2.747733,0.66866,1.016945,28,17,21,6.32394333333333,0.280529159382719
"NUTF2","Nutf2",3.777156,4.080701,8.212723,16,12,55,5.35686,106.43041,98.320961,111.782472,1712,2337,2698,169.993262333333,0.0371760846787517
"NUTM1","Nutm1",0.038343,0.117714,0.080602,2,6,8,0.0788863333333333,0.048239,0.023578,0.033449,3,2,3,3.79018633333333,0.225228468843836
"NUTM2B","Nutm2",0,0.029623,0,0,1,0,0.00987433333333333,1.326165,1.082967,1.034664,61,76,68,9.43773066666667,0.0967522889394349
"NVL","Nvl",15.905265,13.201104,17.096215,758,559,1495,15.4008613333333,30.450719,34.262123,22.462349,342,464,385,9.487119,1.56390533313614
"NWD1","Nwd1",9.298213,9.514592,8.277586,1172,1033,2027,9.03013033333333,0.288455,0.302154,0.106656,11,10,15,19.257832,0.495123581503358
"NWD2","Nwd2",7.263258,7.718664,7.05622,499,576,941,7.34604733333333,0.180929,0.39255,0.22651,23,68,42,5.54409866666667,1.27535475218996
"NXF1","Nxf1",53.346683,54.28487,54.895142,708,614,1418,54.175565,63.271193,45.129683,28.559988,719,822,722,0.02487,53.8366475748144
"NXN","Nxn",3.577895,2.7936,2.94938,125,90,200,3.10695833333333,14.27997,17.416424,14.200579,346,542,529,8.75654866666667,0.420943765428526
"NXNL1","Nxnl1",0.034452,0.02797,0,1,1,0,0.0208073333333333,0,0.066075,0,0,1,0,0,1.02080733333333
"NXNL2","Nxnl2",0.026511,0,0.043549,1,0,3,0.0233533333333333,1.025009,1.026826,1.113884,16,21,26,242.066033333333,0.00421018650487433
"NXPE2","Nxpe2",0.378473,0.360757,0.258473,8,4,12,0.332567666666667,0,0,0.049888,0,0,2,89.9445203333333,0.0146525338940982
"NXPE4","Nxpe4",2.647528,3.200647,3.284631,134,142,306,3.04426866666667,0.029921,0,0,1,0,0,33.5297736666667,0.117124100079776
"NXPH1","Nxph1",8.503451,10.419662,8.363929,308,368,571,9.09568066666667,0.482039,3.075246,1.596853,19,116,44,0,10.0956806666667
"NXPH2","Nxph2",0.595129,0.622536,0.806584,21,21,53,0.674749666666667,0.119325,23.900064,2.633345,5,1365,157,6.82119466666667,0.214129648735675
"NXPH3","Nxph3",7.307741,8.091899,6.792585,189,212,351,7.39740833333333,0.268259,0.137349,0.281973,21,12,29,0.0235896666666667,8.20388150329771
"NXT1","Nxt1",4.323777,5.861458,4.42524,46,63,92,4.87015833333333,5.072689,4.559267,6.519404,70,86,134,0.176235,4.99063395778338
"NXT2","Nxt2",10.235224,11.061487,9.992208,319,300,569,10.4296396666667,0.700267,0.359175,0.617801,19,19,25,17.54443,0.616338149334688
"NYAP1","Nyap1",15.140426,18.105622,17.087445,639,747,1417,16.777831,28.490355,31.335734,33.086428,1278,1823,2203,6.49504333333333,2.37194505880108
"NYAP2","Nyap2",5.638934,7.099832,5.967076,579,649,1092,6.23528066666667,3.64829,4.10603,4.711749,323,495,554,0.337303333333333,5.41035117936345
"NYNRIN","Nynrin",1.278287,1.379224,2.069138,138,144,290,1.57554966666667,27.339593,27.19774,16.581071,2137,2668,2111,2.41038933333333,0.755206932385432
"NYX","Nyx",0.267211,0.101763,0.109582,18,7,15,0.159518666666667,0,0,0,0,0,0,18.5351756666667,0.059355425640998
"OAF","Oaf",16.568893,13.663589,14.415248,114,108,232,14.8825766666667,0.989807,0.121462,0.322332,14,2,4,0,15.8825766666667
"OARD1","Oard1",6.291803,9.453056,7.496928,83,120,196,7.74726233333333,17.067004,15.621247,14.690778,234,299,301,86.4405626666667,0.1000366656683
"OAS1","Oas1c",1.193628,0.534691,0.325724,19,16,19,0.684681,0.089552,0.34858,0.595161,1,6,4,9.27085066666667,0.164025459494559
"OAS2","Oas2",0.147221,0.075364,0.106332,8,4,11,0.109639,0.0964,0.047301,0,3,2,0,0.488126333333333,0.74566182665047
"OAS3","Oas3",0.131064,0.064621,0.12532,5,3,12,0.107001666666667,0.351682,0.239045,0.34916,9,7,13,0.570520333333333,0.704862995512528
"OASL","Oasl1",0.256003,0.316538,0.081437,6,3,1,0.217992666666667,0.019168,0.056296,0,1,4,0,22.3776336666667,0.0521007679405704
"OAT","Oat",32.990296,30.871847,29.182314,816,840,1463,31.014819,91.639304,92.4226,82.820801,1995,2666,2687,0.0338856666666667,30.9655313272873
"OAZ1","Oaz1",327.024834,336.595391,332.784329,1630,1652,3241,332.134851333333,262.972387,300.400972,253.990933,2823,4319,3901,0.00937033333333333,330.042245479112
"OAZ2","Oaz2",74.877547,98.99265,83.034484,1434,1607,2803,85.6348936666667,273.144097,327.593313,285.085669,2693,3226,3318,0,86.6348936666667
"OAZ3","Oaz3",1.551744,0.713092,1.524136,8,7,15,1.26299066666667,4.055198,3.670904,3.082153,40,40,46,6.44129466666667,0.304112492252692
"OBP2B","Obp2a",0,0,0,0,0,0,0,0,0,0,0,0,0,27.3395243333333,0.0352864073594837
"OBSCN","Obscn",0.513904,0.754602,1.238126,58,85,147,0.835544,22.533678,16.822214,11.833449,1351,1697,1451,2.64292166666667,0.503865898845844
"OBSL1","Obsl1",7.169064,4.878369,11.672321,121,105,376,7.90658466666667,44.292605,48.877761,43.932565,1307,2039,2021,0.026373,8.6777269732024
"OC90","Oc90",0,0,0.02573,0,0,1,0.00857666666666667,0.541329,0.124835,0.128382,15,5,5,49.781024,0.0198612904431913
"OCA2","Oca2",0.027282,0.331598,0.073297,1,5,6,0.144059,0.695563,0.269422,0.392048,35,18,27,12.8338163333333,0.0827001727096324
"OCEL1","Ocel1",3.716897,5.188884,8.091438,164,163,370,5.66573966666667,25.270884,22.163526,27.281663,109,145,203,160.116967,0.0413720528060007
"OCIAD1","Ociad1",221.930515,233.129737,217.728793,2753,2766,4976,224.263015,328.936996,330.176384,288.009365,2374,3449,3209,0,225.263015
"OCIAD2","Ociad2",59.588411,53.871467,55.24207,816,701,1504,56.2339826666667,740.270212,765.414451,744.565279,976,1318,1318,0,57.2339826666667
"OCLN","Ocln",4.773432,3.886767,4.973817,107,114,203,4.544672,2.798714,3.33485,3.416176,209,360,298,0.310650666666667,4.23047280333025
"OCM2","Ocm",3.323723,3.382926,1.731625,4,4,7,2.812758,0,0,0,0,0,0,0.040546,3.66418976191346
"OCRL","Ocrl",18.638859,17.600264,21.088083,845,868,1777,19.1090686666667,23.738496,25.379449,21.793583,1934,2796,2501,0.399433333333333,14.3694366767501
"OCSTAMP","Ocstamp",0.140327,0.094758,0.114456,7,5,11,0.116513666666667,0,0,0,0,0,0,1.98704233333333,0.373785685662082
"ODAM","Odam",0,0,0,0,0,0,0,24.158911,1.018004,7.41784,267,16,96,0.479077666666667,0.676097018119175
"ODC1","Odc1",31.945932,31.83919,31.346168,603,561,1034,31.71043,34.138732,39.813347,35.748904,945,1623,1544,0,32.71043
"ODF1","Odf1",0,0,0.041103,0,0,1,0.013701,0.970847,0,0.335935,2,0,3,0,1.013701
"ODF2","Odf2",31.717081,24.42187,31.011889,680,646,1476,29.05028,12.039213,13.064555,8.868256,399,587,465,0.900688,15.8102118811714
"ODF2L","Odf2l",16.537532,13.798915,14.828377,182,114,294,15.0549413333333,40.731646,50.346634,36.75623,1027,1461,1192,0.483555333333333,10.821936312453
"ODF3","Odf3",0.126948,0.155875,0.053371,2,3,2,0.112064666666667,0.135705,0.0296,0.042085,3,2,3,288.835700333333,0.00383687953343121
"ODF3B","Odf3b",0.449422,3.535658,3.957676,4,17,17,2.64758533333333,6.946028,4.916661,9.200317,40,47,65,5.727223,0.542212638607838
"ODF3L1","Odf3l1",0.159995,0,0,2,0,0,0.0533316666666667,0.12901,0.046943,0.044644,2,1,1,7.04551866666667,0.130921536610277
"ODF3L2","Odf3l2",0.277778,0.068565,0.210641,4,1,6,0.185661333333333,0.722065,0.039836,0.114121,6,1,4,0.887242,0.628250819626383
"ODF4","Odf4",0,0.38661,0.705124,0,5,12,0.363911333333333,0,0.179283,0.084207,0,2,1,0.155480333333333,1.18038472312092
"ODR4","Odr4",22.103306,32.474766,26.148208,522,514,985,26.90876,18.445897,14.047073,11.491254,344,482,393,27.904231,0.965559678788894
"OFD1","Ofd1",1.587742,1.85724,1.419385,99,114,170,1.62145566666667,11.018523,10.788556,9.129488,342,516,444,0.0328536666666667,2.53807073670649
"OGA","Oga",53.501865,60.160009,49.94987,2993,3273,5342,54.537248,107.476454,117.101222,91.897051,4795,7072,6128,0,55.537248
"OGDH","Ogdh",47.37355,50.961392,46.38008,2697,2804,4791,48.2383406666667,21.793187,24.195435,17.799779,1058,1422,1386,2.70722133333333,13.2817375169759
"OGFOD1","Ogfod1",33.727917,28.811302,28.594929,1359,1326,2461,30.3780493333333,21.948604,28.504868,20.256696,644,1047,838,1.40220466666667,13.0621881510512
"OGFOD2","Ogfod2",11.558689,11.121321,11.970004,187,182,349,11.5500046666667,10.892425,12.580675,10.633822,114,172,182,11.8364683333333,0.977683607420058
"OGFOD3","Ogfod3",2.335839,2.947817,2.952159,36,45,89,2.74527166666667,6.828955,8.967782,6.513847,147,273,246,14.1681626666667,0.246916633805439
"OGFR","Ogfr",10.982135,12.112875,12.801772,299,329,598,11.965594,15.708542,15.254769,13.691019,452,661,695,6.14231933333333,1.81531984148193
"OGFRL1","Ogfrl1",24.692599,33.157422,27.892087,1632,1707,2914,28.5807026666667,2.912614,1.448546,1.494637,358,251,264,33.3492986666667,0.861173410081075
"OGG1","Ogg1",3.711317,3.149902,2.817892,45,41,85,3.22637033333333,12.693219,14.017832,12.750934,270,508,421,0.081235,3.90883603780245
"OGN","Ogn",2.634929,2.771312,4.055074,93,94,268,3.15377166666667,0.498037,0.016293,0,13,1,0,5.78785433333333,0.611941780522397
"OGT","Ogt",73.814424,60.3628,75.413537,4123,3579,8151,69.863587,30.253682,29.874466,26.453624,2341,3441,3108,0.079919,65.6193538589468
"OIP5","Oip5",0.634505,0.602723,0.462094,8,10,12,0.566440666666667,0.509604,0.049981,0.185737,8,1,4,0.694573666666667,0.924386291065147
"OIT3","Oit3",0.054025,0.027706,0.20269,2,1,1,0.094807,0,0,0.020159,0,0,1,8.92123233333333,0.110349900417277
"OLA1","Ola1",41.678031,50.831866,47.170614,885,1009,1766,46.5601703333333,126.786337,156.007788,120.118866,1630,2728,2465,9.67170133333333,4.45666242408583
"OLAH","Olah",0.089623,0,0,2,0,0,0.0298743333333333,0,0.065105,0.181744,0,2,4,7.055533,0.127846826936633
"OLFM1","Olfm1",339.591305,414.944753,354.858012,6375,7496,12943,369.798023333333,234.878373,142.68741,179.778112,4917,3890,5607,30.034262,11.9480212976656
"OLFM2","Olfm2",38.445406,42.326236,37.34203,908,1045,1710,39.371224,123.725173,123.454298,136.632752,2040,2755,3237,25.2023393333333,1.54074884255245
"OLFM3","Olfm3",13.338322,14.439422,13.095112,628,617,938,13.6242853333333,6.233297,6.979483,8.989494,247,426,556,0.531365,9.54983647486611
"OLFM4","Olfm4",0.291431,0.23823,0.223315,11,9,16,0.250992,0,0,0,0,0,0,91.8784536666667,0.0134691303592296
"OLFML2A","Olfml2a",0.692058,0.696545,0.709226,55,54,108,0.699276333333333,0.789561,0.084527,0.166877,85,12,24,2.94627733333333,0.430602360097685
"OLFML2B","Olfml2b",1.407296,1.1751,1.405039,60,49,114,1.329145,2.125157,3.190165,2.328587,55,116,71,0.721112,1.35327915905531
"OLFML3","Olfml3",3.463864,3.110306,3.389706,201,178,380,3.321292,1.526767,0.112013,0.112966,40,4,5,0.0820843333333333,3.99348910882793
"OLIG1","Olig1",26.376405,26.235934,25.539288,625,678,1343,26.0505423333333,0,0.09936,0.529487,0,4,9,0,27.0505423333333
"OLIG2","Olig2",6.236535,5.440242,6.104223,174,161,366,5.927,0.354273,0.128181,0.040012,3,4,3,1.16603766666667,3.19800532862386
"OLIG3","Olig3",0,0,0.01958,0,0,1,0.00652666666666667,0,0,0,0,0,0,0.282026,0.785106282295887
"OLR1","Olr1",0,0.405351,0.021446,0,5,2,0.142265666666667,0.747833,0.186089,0.17784,6,4,4,1.865976,0.398560792786355
"OMA1","Oma1",3.018134,2.707518,2.632747,57,43,89,2.786133,7.642404,5.336325,5.303568,42,44,42,0.432800666666667,2.6424701551879
"OMD","Omd",0.899453,0.730879,0.892584,18,15,38,0.840972,0,0,0,0,0,0,0.0698283333333333,1.72081065965412
"OMG","Omg",39.445855,45.235623,38.166584,1160,1294,2125,40.949354,0.337219,0.305751,0.721002,7,9,27,5.62141,6.33541103783031
"OMP","Omp",0.177598,0.180669,0.13003,5,5,7,0.162765666666667,0.707417,0.171036,0,3,1,0,0,1.16276566666667
"ONECUT1","Onecut1",0,0.071292,0.021661,0,2,2,0.0309843333333333,4.016732,2.003979,1.396376,140,98,112,0,1.03098433333333
"ONECUT2","Onecut2",0.700855,0.539625,0.617141,163,123,275,0.619207,16.397712,14.998611,11.243585,4256,5536,4425,7.385676,0.193092005939652
"ONECUT3","Onecut3",0.091555,0.074459,0.104055,5,4,12,0.090023,25.982064,21.666078,16.043645,2727,3141,2645,18.288623,0.0565111879681613
"OOEP","Ooep",0.143505,0.077662,0.076311,4,2,4,0.0991593333333333,0,0.181968,0,0,1,0,0.00979566666666667,1.08849678169214
"OOSP2","Oosp2",0.331554,0,0,1,0,0,0.110518,0,0.172944,0,0,2,0,28.308618,0.0378904935060398
"OPA1","Opa1",28.115721,28.806564,25.693027,2206,2310,3945,27.5384373333333,54.729932,43.147598,56.056393,2254,2810,2936,0.0406833333333333,27.4227869508816
"OPA3","Opa3",13.01449,13.680793,11.981083,595,618,1058,12.892122,5.208199,4.916413,4.028663,473,707,621,1.961945,4.69020255271452
"OPALIN","Opalin",6.613894,9.079815,6.407057,170,218,306,7.366922,0,0,0,0,0,0,9.87876966666667,0.76910553825189
"OPHN1","Ophn1",28.009089,23.189363,27.536895,584,499,1045,26.2451156666667,3.626443,3.462144,7.995256,455,589,526,0.242048333333333,21.9356324029258
"OPLAH","Oplah",9.162535,12.511397,11.718407,198,205,414,11.1307796666667,2.085,1.109862,1.30785,53,48,79,0.598122,7.59064681336385
"OPN1LW","Opn1mw",0.318952,0.154036,0.315616,3,1,4,0.262868,0,0,0,0,0,0,0.252066333333333,1.00862707220784
"OPN1SW","Opn1sw",0,0,0.032511,0,0,2,0.010837,0.202295,0.253666,0.283895,3,5,6,0.441864333333333,0.701062490160309
"OPN3","Opn3",1.345709,1.617332,1.282347,29,36,57,1.41512933333333,2.522133,1.010478,0.946164,48,19,39,1.64801733333333,0.912051935208883
"OPN4","Opn4",0.036896,0,0.138327,1,0,5,0.0584076666666667,0,0.029569,0,0,1,0,8.15906333333333,0.115558505072753
"OPN5","Opn5",0,0.08213,0.042156,0,2,2,0.0414286666666667,0.43814,0.147655,0,3,1,0,0.020648,1.02036026785598
"OPRD1","Oprd1",4.29481,4.11653,3.921771,231,223,419,4.111037,0.406242,0.49662,0.469368,63,105,107,0,5.111037
"OPRK1","Oprk1",3.203728,4.001951,3.361898,167,239,367,3.52252566666667,1.486324,2.649001,2.538629,110,251,262,0,4.52252566666667
"OPRL1","Oprl1",13.081983,14.231876,11.456118,397,515,803,12.9233256666667,7.175076,5.528943,5.915159,363,385,437,39.6080303333333,0.342871238825825
"OPRM1","Oprm1",16.20994,9.180128,11.130655,35,30,72,12.1735743333333,1.794101,0.848695,0.647986,380,173,179,0.276681,10.318610783221
"OPTC","Optc",0.651246,0.293693,0.441378,14,4,15,0.462105666666667,0.191648,0.140202,0.232354,4,4,7,1.01844133333333,0.724373625589646
"OPTN","Optn",5.074279,5.163021,4.472808,150,157,284,4.90336933333333,75.911266,59.508096,62.983841,2136,2630,2649,0.150042,5.13317716512382
"OR10H3","Olfr63",0.370916,0.291459,0.317802,38,29,61,0.326725666666667,0,0,0,0,0,0,0,1.32672566666667
"OR1J1","Olfr3",0,0,0,0,0,0,0,0,0,0,0,0,0,0.879167333333333,0.53215058726365
"OR1M1","Olfr24",0,0,0.011025,0,0,1,0.003675,0.20229,0.056651,0.035029,8,3,2,0.0777543333333333,0.931265102776978
"OR2A7","Olfr13",0,0,0.021011,0,0,2,0.00700366666666667,0.277513,0.347116,0.289594,4,11,13,0.284441333333333,0.784001293428738
"OR2B6","Olfr11",0,0,0.014897,0,0,1,0.00496566666666667,0,0,0,0,0,0,0,1.00496566666667
"OR2C1","Olfr15",0,0.011686,0.011998,0,1,2,0.00789466666666667,0.049308,0.036201,0,1,1,0,181.309108333333,0.0055284932051987
"OR2V1","Olfr56",0.178768,0.122807,0.168477,7,4,10,0.156684,0.294089,0.279061,0.245743,11,14,13,2.28778466666667,0.351812578155463
"OR2Y1","Olfr10",0,0,0.050502,0,0,2,0.016834,0,0,0,0,0,0,2.725084,0.272969414917892
"OR4C3","Olfr140",0,0,0.010981,0,0,1,0.00366033333333333,0,0,0,0,0,0,0.680402,0.597273945956583
"OR4E2","Olfr1509",0,0,0.016302,0,0,1,0.005434,0.09137,0.033613,0.04843,4,2,3,14.6302746666667,0.0643260608941314
"OR5AP2","Olfr1020",0.08493,0,0,3,0,0,0.02831,0,0,0,0,0,0,11.2904593333333,0.0836673367618645
"OR5AR1","Olfr1019",0,0,0.012598,0,0,1,0.00419933333333333,0,0,0,0,0,0,5.56580166666667,0.152943903016666
"OR5B21","Olfr1444",0,0,0,0,0,0,0,0,0,0,0,0,0,1.88150866666667,0.34704042766486
"OR5H15","Olfr183",0,0.078117,0,0,2,0,0.026039,0,0,0,0,0,0,35.9939603333333,0.0277353111360583
"OR5H6","Olfr187",0,0,0,0,0,0,0,0,0,0,0,0,0,11.8131303333333,0.0780449409305158
"OR5J2","Olfr1052",0,0,0,0,0,0,0,0,0,0,0,0,0,0.635074333333333,0.61159298975806
"OR5K4","Olfr180",0,0,0,0,0,0,0,0,0,0,0,0,0,6.36421333333333,0.135791829315102
"OR5P2","Olfr502",0,0,0,0,0,0,0,0,0,0,0,0,0,32.590214,0.0297705754420022
"OR5P3","Olfr480",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"OR5T2","Olfr1086",0,0,0,0,0,0,0,0,0,0.044743,0,0,2,8039.44537,0.000124371219998725
"OR7A17","Olfr19",0,0,0,0,0,0,0,0.182892,0.054205,0.031762,10,4,3,3450.35117866667,0.000289741596329332
"OR8A1","Olfr151",0,0,0,0,0,0,0,0.097597,0.073599,0.038502,9,9,5,4.63860133333333,0.177348945400408
"OR8B3","Olfr147",0.229826,0.260631,0.155406,17,18,21,0.215287666666667,0,0,0,0,0,0,12.0770103333333,0.0929331426441482
"OR8B8","Olfr145",0,0,0.022012,0,0,4,0.00733733333333333,0.047963,0.011752,0.011054,3,1,1,3.02095866666667,0.250521683220486
"OR8U1","Olfr1044",0.145655,0.149524,0.09613,4,4,5,0.130436333333333,0,0,0,0,0,0,5.78043233333333,0.166720391526656
"ORAI1","Orai1",1.615434,1.860476,1.726524,27,33,63,1.73414466666667,2.569379,1.621075,1.988177,64,67,71,13.0451436666667,0.194668330318017
"ORAI2","Orai2",12.183691,15.366013,13.627936,652,760,1327,13.72588,42.874077,43.912545,25.781749,2766,3547,3378,3.86522133333333,3.02676466106646
"ORAI3","Orai3",3.894147,5.069497,4.857141,98,128,242,4.60692833333333,1.981867,1.224197,1.100088,48,49,51,8.63046133333333,0.582207657480168
"ORC1","Orc1",0.691398,0.482926,0.382196,6,5,20,0.51884,0.16629,0.288038,0.287346,8,19,20,2.14131033333333,0.48350523788852
"ORC2","Orc2",11.271419,17.024695,11.540719,339,363,582,13.2789443333333,7.533388,6.330778,7.94265,224,338,288,6.73505333333333,1.84600463862348
"ORC3","Orc3",27.012899,24.033498,25.04888,459,439,844,25.3650923333333,13.773433,13.661451,11.560466,438,599,600,4.93762333333333,4.44034436898714
"ORC4","Orc4",57.134992,61.301171,54.373553,616,572,1093,57.6032386666667,42.698777,40.748495,40.147798,1189,1624,1478,4.01833,11.6778367836843
"ORC5","Orc5",7.32475,9.569648,7.816788,184,252,372,8.237062,6.399577,8.282899,8.451664,179,271,273,13.267105,0.647437724752148
"ORC6","Orc6",16.560979,13.564625,14.558806,151,147,310,14.8948033333333,5.563001,4.657389,3.878839,129,110,113,4.182762,3.06685958825301
"ORM2","Orm3",0,0,0,0,0,0,0,0.222931,0.082555,0.077636,2,1,1,0.343032,0.744583896735149
"ORMDL1","Ormdl1",3.142027,3.519369,3.820458,78,85,180,3.49395133333333,46.119483,45.712094,33.584607,758,974,761,0.379385,3.25793838075181
"ORMDL2","Ormdl2",4.153735,3.639763,2.893794,33,29,67,3.56243066666667,16.225295,16.855881,17.016018,95,137,134,5324.13273,0.000856773135618474
"ORMDL3","Ormdl3",18.840767,16.461308,15.907582,534,464,877,17.0698856666667,44.767781,34.619661,34.797356,403,502,462,20.7546063333333,0.830623427047688
"OS9","Os9",33.924064,32.051041,30.107136,1044,1054,1933,32.0274136666667,93.990893,78.973037,60.59597,1992,2470,2283,2516.673543,0.0131182272453449
"OSBP","Osbp",13.037671,14.182068,12.24905,799,856,1446,13.156263,19.286178,18.636292,15.406472,1046,1429,1332,0.0591713333333333,13.3654136535669
"OSBP2","Osbp2",39.323057,43.056045,38.053008,855,1017,1758,40.1440366666667,17.658023,14.231388,14.226987,633,760,772,7.84529,4.65151924545907
"OSBPL10","Osbpl10",13.705342,14.744604,10.514242,253,275,507,12.9880626666667,5.927682,7.773951,10.003057,229,344,438,30.1383366666667,0.449223181585058
"OSBPL11","Osbpl11",4.23142,4.077448,3.755193,231,209,400,4.02135366666667,3.679978,4.023752,3.415437,265,393,354,407.331318,0.0122972533462806
"OSBPL1A","Osbpl1a",120.84971,125.479097,110.141904,2905,3244,5503,118.823570333333,27.930075,48.025055,32.064568,664,1350,1199,5468.498318,0.0219075979855404
"OSBPL2","Osbpl2",20.561091,17.243329,15.564583,608,602,1083,17.7896676666667,20.963745,22.279037,20.522122,735,1041,990,21.7490016666667,0.825955703111074
"OSBPL3","Osbpl3",6.711559,7.048932,7.776676,478,444,941,7.17905566666667,1.35902,0.645466,0.862406,31,25,42,22.9053583333333,0.342143194534838
"OSBPL5","Osbpl5",8.329222,9.073428,9.361377,222,228,436,8.92134233333333,27.409676,29.829961,24.951237,671,1029,950,17.2470973333333,0.543721675403642
"OSBPL6","Osbpl6",10.193181,8.406987,9.238491,861,857,1536,9.279553,4.053687,3.373912,3.238842,376,592,575,11.9852836666667,0.791630992735854
"OSBPL8","Osbpl8",23.735724,25.625732,25.255291,2354,2331,4461,24.872249,11.339185,17.35751,10.62579,1211,2143,1511,106.217806,0.24130552531545
"OSBPL9","Osbpl9",32.241288,31.98589,34.24071,553,547,1013,32.8226293333333,189.817119,300.089011,243.927235,1480,2343,1985,5.84985033333333,4.93771800658807
"OSCAR","Oscar",0.968423,0.575912,1.261346,11,13,32,0.935227,0.390815,0.084973,0.842528,7,3,18,0,1.935227
"OSCP1","Oscp1",29.043537,27.485729,27.077086,398,471,764,27.868784,13.726792,14.764628,13.455533,92,95,85,4.01054233333333,5.76160864023568
"OSER1","Oser1",13.406713,12.697232,8.361025,161,158,262,11.4883233333333,9.438628,9.077589,8.411976,250,319,316,10.5885103333333,1.07764699466262
"OSGEP","Osgep",22.499572,18.102856,22.469845,189,153,369,21.024091,34.590834,40.085918,31.742973,497,834,634,11.9658513333333,1.69862282342998
