"Hs_symbol","Mm_genes","Brain_1_FB-S4","Brain_1_FB-S10","Brain_1_FB-S16","Brain_1_FB-S4_read","Brain_1_FB-S10_read","Brain_1_FB-S16_read","Mm_Avg_TPM","Nociceptor(8Weeks)-S24_rep_2","Nociceptor(8Weeks)-S28_rep_3","Nociceptor(8Weeks)-S6_rep_1","Nociceptor(8Weeks)-S24_rep_2_read","Nociceptor(8Weeks)-S28_rep_3_read","Nociceptor(8Weeks)-S6_rep_1_read","Hs_Avg_TPM","FoldChange"
"ARHGEF37","Arhgef37",0.538894,0.449068,0.53984,42,34,75,0.509267333333333,1.593619,0.572209,0.995428,100,34,37,0.00620933333333333,1.49995362131405
"ARHGEF38","Arhgef38",0.11875,0.121319,0.023497,4,4,4,0.0878553333333333,0.269107,0.565663,1.055109,3,11,8,0.534707333333333,0.708835691148063
"ARHGEF39","Arhgef39",1.974151,1.465121,1.078449,13,16,23,1.505907,4.786807,2.189816,4.034527,86,30,42,58.4997873333333,0.0421162345667095
"ARHGEF4","Arhgef4",49.119473,50.679727,48.823385,2105,2110,3988,49.5408616666667,18.726399,28.596809,30.063662,528,508,517,85.492712,0.584336651007852
"ARHGEF40","Arhgef40",14.563548,17.39636,21.029947,185,189,417,17.663285,34.308864,27.710848,36.89091,1896,1022,1120,257.657698666667,0.0721543765996753
"ARHGEF5","Arhgef5",2.260232,0.731508,1.429108,50,44,101,1.473616,4.092969,2.287195,1.229711,270,143,60,7.76096966666667,0.282345002221786
"ARHGEF6","Arhgef6",7.02071,6.936098,5.303263,146,133,268,6.42002366666667,9.314506,3.369959,3.387531,825,227,206,4.238421,1.41646188167516
"ARHGEF7","Arhgef7",54.276662,62.299299,53.985468,1454,1298,2690,56.8538096666667,49.843995,52.063378,49.589621,2920,2634,2506,0.0377556666666667,55.7489701333037
"ARHGEF9","Arhgef9",128.648817,155.84694,135.526452,5824,6140,10695,140.007403,82.472658,51.162015,53.190793,3048,1895,1730,3.208741,33.5034641000717
"ARID1A","Arid1a",14.236523,13.700155,13.315406,1460,1437,2726,13.7506946666667,38.791948,31.371877,30.300456,2584,1719,1780,19.2419993333333,0.728717278553413
"ARID1B","Arid1b",8.37848,7.867238,7.180047,891,836,1547,7.80858833333333,39.796191,38.385943,39.191773,1839,1415,1170,32.4045576666667,0.263694206677765
"ARID2","Arid2",4.650481,5.209757,4.585341,561,557,999,4.815193,8.887782,5.533521,4.180616,669,312,275,6.10419533333333,0.818557588459702
"ARID3A","Arid3a",1.020704,1.208174,1.001938,72,65,141,1.07693866666667,11.518436,11.040541,13.765626,540,465,499,0.559288,1.33197886898807
"ARID3B","Arid3b",1.73276,3.476535,4.035118,72,65,176,3.081471,14.07185,24.154552,25.308284,643,753,684,7.883764,0.459430372081023
"ARID3C","Arid3c",0.183025,0.046088,0.149547,3,1,6,0.12622,0.08774,0.058087,0.066985,2,1,1,36.5314026666667,0.0300074049990209
"ARID4A","Arid4a",9.45274,9.216189,8.439445,469,454,841,9.03612466666667,14.426371,18.992429,14.222882,550,476,444,12.747366,0.730039824841113
"ARID4B","Arid4b",11.695243,10.50188,13.702003,775,730,1429,11.9663753333333,16.132387,12.513389,9.985121,793,439,460,12.0554513333333,0.993177102979767
"ARID5A","Arid5a",4.955395,3.214794,3.266732,90,74,165,3.812307,5.760105,2.850753,3.515205,204,74,88,6.77324133333333,0.619086272204594
"ARID5B","Arid5b",5.074846,4.365525,5.272738,532,447,1043,4.90436966666667,4.0416,3.575543,4.534251,542,374,441,11.8231063333333,0.460447688195364
"ARIH1","Arih1",27.086873,26.906932,25.033982,1267,1354,2323,26.3425956666667,89.031438,66.811006,70.5986,1753,1225,1220,50.5664566666667,0.530239955081911
"ARIH2","Arih2",70.660351,71.306687,63.770374,507,456,928,68.5791373333333,47.659261,46.96422,58.358934,1281,991,1011,0.0977776666666667,63.381811678321
"ARL1","Arl1",64.390252,71.326253,66.339923,1354,1341,2407,67.3521426666667,57.681323,39.272861,46.106978,990,586,704,4.966786,11.4554372599699
"ARL10","Arl10",5.921289,7.058549,7.514428,61,73,131,6.831422,17.775514,20.240088,19.334839,2044,1724,1426,83.261999,0.0929413269675693
"ARL11","Arl11",0.072762,0.332864,0.114446,2,6,6,0.173357333333333,0.046162,0,0.089962,3,0,4,28.6486766666667,0.0395753694684293
"ARL13A","Arl13a",0.045685,0,0,1,0,0,0.0152283333333333,0.538004,0.355154,0.39029,10,3,3,90.310739,0.0111183891889576
"ARL13B","Arl13b",3.621814,3.664744,5.170243,145,100,211,4.152267,6.639189,2.013501,4.876487,222,76,102,18.537123,0.26371677139976
"ARL14","Arl14",0.070479,0,0,1,0,0,0.023493,0,0,0,0,0,0,4.901103,0.17344096518905
"ARL14EP","Arl14ep",12.831129,12.535184,12.652444,421,411,753,12.672919,27.417768,24.086781,28.48704,346,246,268,10.3252166666667,1.20729866831098
"ARL14EPL","Arl14epl",0,0.036597,0,0,1,0,0.012199,0,0,0,0,0,0,0.422986666666667,0.711320087328061
"ARL15","Arl15",11.143229,11.736557,10.945082,467,466,842,11.274956,9.919247,9.378547,8.771293,392,325,321,882.905627333333,0.0138871793779982
"ARL2","Arl2",23.458084,26.174427,24.168675,291,320,588,24.6003953333333,185.400074,210.860673,222.614304,573,439,401,9.070812,2.54203884784398
"ARL2BP","Arl2bp",72.059841,109.567747,90.442028,1083,1154,2008,90.689872,56.337198,55.34115,63.259605,1005,938,1103,2.493898,26.2428588356042
"ARL3","Arl3",66.858325,71.722852,67.735493,595,631,1119,68.7722233333333,10.449906,11.572888,13.552176,742,624,648,12.837449,5.04227501278114
"ARL4A","Arl4a",13.633814,16.689194,16.436556,467,545,919,15.5865213333333,14.745204,5.559197,8.661053,357,101,133,174.726152333333,0.0943884624632907
"ARL4C","Arl4c",9.062895,10.398612,8.238099,465,537,844,9.233202,8.075969,12.152939,11.603736,571,654,552,10.3348573333333,0.902808187087313
"ARL4D","Arl4d",12.566647,12.227023,11.381611,210,202,366,12.058427,1.985633,1.233848,2.413523,53,25,43,3.164072,3.13597531454788
"ARL5A","Arl5a",22.080292,23.622156,21.419269,1371,1263,2274,22.3739056666667,23.943788,19.765194,19.871963,880,650,675,0.0207446666666667,22.8988761146274
"ARL5B","Arl5b",5.266945,6.416663,7.139442,355,324,657,6.27435,10.689609,7.12449,6.899941,1318,684,604,5.341225,1.14715216697089
"ARL5C","Arl5c",1.838615,1.374312,1.789724,25,19,42,1.66755033333333,0,0.554119,0.108849,0,3,1,30.9320086666667,0.0835384444862045
"ARL6","Arl6",16.347365,20.684268,17.578477,228,257,418,18.20337,26.972044,14.722451,19.801298,611,292,304,0.010138,19.0106401303584
"ARL6IP1","Arl6ip1",106.385776,126.596192,110.642764,2255,2406,4261,114.541577333333,97.281048,96.446094,117.312397,2929,2615,3220,27.9387716666667,3.99262203193029
"ARL6IP4","Arl6ip4",52.947315,62.408989,49.644141,165,216,382,55.0001483333333,92.066722,70.056618,93.869608,936,517,612,83.0894066666667,0.665959608388247
"ARL6IP5","Arl6ip5",63.962001,74.856314,63.234812,1145,1309,2154,67.3510423333333,79.981637,90.651199,86.881905,2456,2068,2125,7.96867933333333,7.62108218980439
"ARL6IP6","Arl6ip6",4.941596,7.231229,4.816008,74,85,127,5.66294433333333,20.462504,9.880103,17.909383,213,87,121,1159.65151433333,0.00574069326671276
"ARL8A","Arl8a",71.653489,81.297156,66.385261,1278,1411,2430,73.1119686666667,134.262715,158.606554,184.778462,1410,1411,1261,340.947904666667,0.216734676993888
"ARL8B","Arl8b",73.423833,94.02176,75.082485,2180,2548,4262,80.8426926666667,126.88738,162.787468,81.962801,1629,1419,1507,10.1206243333333,7.35954117444186
"ARMC1","Armc1",18.144036,20.19042,18.262437,931,1010,1778,18.865631,13.858042,13.580405,16.976235,593,482,606,70.2004683333333,0.279009836101031
"ARMC10","Armc10",6.885507,8.097795,6.026734,188,208,330,7.00334533333333,23.992861,19.988641,23.828924,543,379,400,8.212709,0.868728767329277
"ARMC12","Armc12",0,0,0,0,0,0,0,0.966433,0.5396,1.767411,17,8,18,27.895429,0.034607549865413
"ARMC2","Armc2",3.543681,2.351714,4.193967,63,77,172,3.36312066666667,9.717678,7.714151,5.89739,100,63,50,15.1760113333333,0.269727844321903
"ARMC3","Armc3",0.341944,0.190034,0.178811,13,7,13,0.236929666666667,1.18149,0.181395,0.88213,9,5,5,38.6160866666667,0.0312229139913365
"ARMC5","Armc5",2.411877,2.5591,2.241114,118,130,226,2.40403033333333,5.590028,5.651075,6.707442,215,177,194,14.0243356666667,0.226567777028943
"ARMC6","Armc6",21.314274,19.581868,18.002283,195,235,365,19.6328083333333,26.194853,33.095393,46.298366,406,390,492,93.2622583333333,0.218887269392283
"ARMC7","Armc7",3.032884,3.99242,3.913326,79,80,153,3.64621,4.567483,4.178903,6.039787,127,107,130,66.2458913333333,0.0690928457914113
"ARMC8","Armc8",17.036173,19.474757,17.51624,834,898,1619,18.0090566666667,146.073063,88.846522,142.984188,731,593,605,75.9729126666667,0.246957741471807
"ARMC9","Armc9",15.022024,15.002119,12.008136,341,314,627,14.0107596666667,32.614491,28.030159,34.952469,436,451,470,34.228766,0.426093825332022
"ARMCX1","Armcx1",44.891923,47.950032,39.672913,675,746,1231,44.1716226666667,29.134286,32.638288,35.112999,1069,917,887,27.6419963333333,1.5771115302496
"ARMCX2","Armcx2",21.764746,25.524687,25.179763,963,1019,1904,24.1563986666667,566.841981,498.71626,605.876175,2423,1861,1891,0,25.1563986666667
"ARMCX3","Armcx3",28.540139,27.514891,26.292159,1251,1193,2177,27.449063,74.013939,75.843231,78.558895,3416,2729,2900,13.740151,1.93003877640059
"ARMCX5","Armcx5",8.38065,9.665439,8.469663,314,353,594,8.838584,6.022386,6.834457,6.84793,300,226,242,17.615674,0.528510759266626
"ARMCX6","Armcx6",1.871974,2.048722,1.940739,37,53,92,1.95381166666667,44.486181,34.441623,31.823049,511,290,261,0.233529666666667,2.39460123780296
"ARMH3","Armh3",4.395105,5.238472,3.664761,201,238,356,4.43277933333333,41.350517,27.689043,46.843225,673,560,516,38.9552466666667,0.13597161290624
"ARMH4","Armh4",6.397232,7.674814,6.430736,398,477,777,6.83426066666667,36.44608,44.9926,14.388974,371,235,230,54.501336,0.141154451969709
"ARMT1","Armt1",8.909654,7.239768,9.378796,251,227,472,8.509406,21.053751,17.101971,18.748527,550,368,356,112.116400333333,0.0840674382492505
"ARNT","Arnt",9.737825,9.70855,15.649339,414,331,924,11.6985713333333,14.482896,9.738671,11.540305,785,363,431,45.2545013333333,0.274536984883287
"ARNT2","Arnt2",102.945433,161.660749,200.920472,3562,3868,6900,155.175551333333,32.224168,29.262781,42.771272,1999,1719,1783,5.098852,25.6073686217231
"ARNTL","Arntl",9.117967,7.92764,7.068111,311,277,474,8.037906,22.658212,16.627346,22.365528,245,193,176,56.0127453333333,0.158524307979884
"ARNTL2","Arntl2",4.273209,2.564483,14.17412,96,60,195,7.00393733333333,5.150992,4.535717,6.865678,209,205,230,9.159525,0.787825940025083
"ARPC1A","Arpc1a",159.719557,144.663265,147.804344,1240,1410,2506,150.729055333333,72.191527,75.625393,99.93484,1422,1181,1263,24.5447453333333,5.9397364645222
"ARPC1B","Arpc1b",19.182874,30.419475,18.096925,140,121,247,22.5664246666667,159.079657,108.221179,140.561949,1612,886,1009,16.4145046666667,1.35326413916185
"ARPC2","Arpc2",81.554871,85.28419,82.05101,1413,1452,2734,82.963357,396.249963,418.169584,453.701636,2657,1937,2012,20.2970113333333,3.94249482642588
"ARPC3","Arpc3",125.325555,122.650356,117.660687,953,928,1703,121.878866,281.230229,304.177035,287.730879,1316,1017,1119,3.995514,24.5978423841871
"ARPC4","Arpc4",80.571113,82.870769,77.386575,932,991,1778,80.2761523333333,96.163271,91.935509,110.69136,1377,1115,1144,27.5828943333333,2.84352422065771
"ARPC5","Arpc5",31.567189,29.346738,29.906214,721,688,1320,30.2733803333333,68.524877,71.404603,84.293472,1829,1404,1625,88.2418443333333,0.350434043210963
"ARPC5L","Arpc5l",53.722478,64.993718,55.609479,608,628,1278,58.1085583333333,21.804591,23.234461,29.88964,493,392,459,30.7932043333333,1.85915699825706
"ARPP19","Arpp19",1369.467415,1582.260993,1407.499557,3807,4486,7627,1453.07598833333,554.484409,431.175533,491.748844,3889,2905,3092,14.6020323333333,93.1978576423495
"ARPP21","Arpp21",384.212733,368.805062,358.533945,5904,6432,11731,370.517246666667,52.262988,14.894728,21.868619,1273,241,200,16.607179,21.1003276939859
"ARR3","Arr3",0.846101,0.743959,1.384506,14,9,22,0.991522,0.142616,0.219797,0.070736,3,1,1,4.438146,0.36621341170318
"ARRB1","Arrb1",85.453211,77.348486,81.800464,4882,4362,8120,81.5340536666667,36.946619,59.547322,48.662409,1970,2039,1709,9.53756933333333,7.83236162495159
"ARRB2","Arrb2",29.039634,23.930525,30.949629,285,267,545,27.9732626666667,25.536127,29.920452,31.750406,522,412,422,27.385021,1.02072366501567
"ARRDC1","Arrdc1",7.147318,16.723529,10.603833,53,41,97,11.49156,25.320907,19.901908,24.702032,407,325,330,37.369294,0.325561372070073
"ARRDC2","Arrdc2",11.251582,5.891661,15.278419,113,64,259,10.8072206666667,3.299128,0.423748,1.101499,99,12,22,3.31585233333333,2.73577957602349
"ARRDC3","Arrdc3",12.968714,16.368798,16.73563,594,608,1075,15.357714,44.16855,22.849551,16.915057,1240,462,518,26.7764346666667,0.588906178791557
"ARRDC4","Arrdc4",1.276961,1.390829,1.759844,67,62,152,1.475878,19.77731,5.867496,6.413123,1433,324,322,50.5313843333333,0.0480460215076828
"ARRDC5","Arrdc5",0,0,0,0,0,0,0,0,0.047259,0.054072,0,1,1,0.0522996666666667,0.950299645316496
"ARSA","Arsa",7.273082,7.487973,8.451123,251,279,522,7.73739266666667,23.283784,22.236141,27.067533,858,668,652,4.70696066666667,1.53100628811062
"ARSB","Arsb",19.129218,24.682743,21.156669,1050,1342,2258,21.65621,10.366395,6.210157,8.506777,497,409,403,21.2994783333333,1.01599730995202
"ARSG","Arsg",7.772001,6.434101,5.182837,217,253,390,6.46297966666667,2.054027,1.506375,2.130539,85,63,66,8.34623166666667,0.798501463780679
"ARSI","Arsi",0.179108,0.203293,0.194013,7,8,15,0.192138,0.440888,0.580604,0.334462,19,9,2,4.88479566666667,0.202579336229573
"ARSJ","Arsj",0.400765,0.175507,0.339961,21,9,34,0.305411,2.328194,2.313133,2.493292,134,115,109,32.8470936666667,0.0385678904326606
"ARSK","Arsk",6.267685,2.817878,4.766155,121,91,174,4.61723933333333,6.225226,4.878078,3.8658,222,130,145,17.9084036666667,0.297076338772896
"ART1","Art1",0,0,0.035847,0,0,1,0.011949,0,0,0,0,0,0,1.03548833333333,0.497152935454473
"ART3","Art3",19.32732,25.995725,6.719118,19,39,64,17.3473876666667,6.953464,6.246665,9.397089,49,24,29,12.7595286666667,1.33343140678317
"ART4","Art4",0.029479,0.030138,0,1,1,0,0.0198723333333333,0.031885,0.027609,0.015295,3,2,1,108.295554666667,0.00933132492390724
"ART5","Art5",0,0,0,0,0,0,0,0.247525,0,0,4,0,0,26.1421863333333,0.0368430158027432
"ARTN","Artn",0.127295,0.232411,0.141787,2,5,6,0.167164333333333,7.151395,5.971774,8.412232,72,43,59,15.3994366666667,0.0711710016055429
"ARV1","Arv1",5.086605,5.005436,4.161333,59,57,93,4.75112466666667,16.637586,15.847406,19.514074,286,238,256,9.879321,0.52862900788263
"ARVCF","Arvcf",17.769179,16.270856,13.46183,293,276,521,15.833955,45.229361,34.131558,57.589816,991,734,832,0.268444666666667,13.2713357092965
"ARX","Arx",4.807328,4.139977,3.818815,131,131,254,4.25537333333333,0.615517,0,0,27,0,0,9.32253133333333,0.509116723759683
"AS3MT","As3mt",7.414041,6.975563,6.899053,128,114,222,7.096219,1.69236,1.012597,1.551988,49,22,43,0.205023666666667,6.71872198360696
"ASAH1","Asah1",31.767511,29.553427,33.128257,617,515,1099,31.483065,83.14211,124.200678,124.368487,1644,1942,1957,3.29743433333333,7.558711193803
"ASAH2","Asah2",6.002049,7.659298,5.301903,216,256,393,6.32108333333333,4.295818,5.039368,0.490934,69,75,40,7.62852933333333,0.848474062092003
"ASAP1","Asap1",153.295176,159.983775,161.273747,1683,1673,2838,158.184232666667,30.71509,21.328485,21.289934,1557,904,868,2.144074,50.6299255891136
"ASAP2","Asap2",9.027337,7.483914,7.789619,675,525,1087,8.10029,17.280603,14.154146,9.564446,1367,652,603,23.2464593333333,0.375324490676838
"ASAP3","Asap3",0.632633,0.705852,0.776233,37,41,88,0.704906,21.643248,8.070308,8.908034,599,181,206,18.391681,0.0879194537080102
"ASB1","Asb1",7.327518,9.512109,9.178024,598,626,1142,8.67255033333333,27.110595,26.231669,29.76184,1164,840,793,11.8360786666667,0.753544021076426
"ASB10","Asb10",0.064892,0.131784,0.164657,2,4,7,0.120444333333333,0.100799,0,0,3,0,0,116.138276666667,0.0095651427118201
"ASB11","Asb11",2.649834,2.561899,2.959981,46,43,100,2.72390466666667,0.021548,0,0,1,0,0,55.2727646666667,0.0661759678722971
"ASB12","Asb12",0,0,0,0,0,0,0,0.339649,0.31996,0.29331,7,5,4,0.0301706666666667,0.970712943356958
"ASB13","Asb13",15.157456,18.223799,16.212156,464,540,907,16.531137,9.863302,11.794506,14.874763,374,315,336,10.961861,1.4655860822994
"ASB14","Asb14",0.056639,0.364205,0.208113,1,7,9,0.209652333333333,0.490182,0.252085,0.354554,24,11,14,9.867055,0.1113137214575
"ASB15","Asb15",0.016539,0.034175,0.017543,1,2,2,0.0227523333333333,0.048498,0.094866,0.061017,4,6,3,48.710196,0.0205742969376611
"ASB16","Asb16",0.654665,0.8012,0.609556,24,30,45,0.688473666666667,1.472563,0.905464,0.546913,39,25,13,42.688448,0.0386480578725677
"ASB17","Asb17",0.029406,0,0.044351,1,0,1,0.0245856666666667,0,0,0,0,0,0,0.0225626666666667,1.00197836285828
"ASB18","Asb18",0.72969,0.662653,0.523161,34,32,50,0.638501333333333,0.017218,0,0.090398,1,0,4,0,1.63850133333333
"ASB2","Asb2",0.660706,0.918581,1.831775,22,31,73,1.13702066666667,2.659382,0.950177,1.447001,48,20,14,0.507741,1.41736589153354
"ASB4","Asb4",0.663056,0.561628,0.299696,27,16,26,0.508126666666667,3.583531,0.064109,0,227,3,0,14.7840496666667,0.0955475114761951
"ASB5","Asb5",0.542729,0.778458,0.842019,9,6,20,0.721068666666667,5.281773,0.222227,0.095368,238,5,2,60.4035316666667,0.028028822120682
"ASB6","Asb6",10.41479,8.286799,8.491771,254,228,435,9.06445333333333,8.910166,9.974207,12.403676,628,581,620,0.0332973333333333,9.74013288204879
"ASB7","Asb7",4.904216,6.075419,7.678257,238,220,415,6.21929733333333,2.65204,2.396567,3.016276,238,154,170,47.5850143333333,0.148591030225966
"ASB8","Asb8",12.321624,12.596821,12.596469,312,364,623,12.5049713333333,37.883748,46.274344,32.49322,477,424,471,114.554217333333,0.116871297690297
"ASB9","Asb9",0,0,0.039287,0,0,1,0.0130956666666667,0.773651,0.952405,1.217907,10,7,10,107.75681,0.00931523889553828
"ASCC1","Ascc1",6.386122,8.090146,6.599457,114,142,227,7.02524166666667,43.685443,36.583183,43.172324,540,389,417,1.74810966666667,2.92027707773428
"ASCC2","Ascc2",5.38137,4.310089,4.847634,332,248,537,4.84636433333333,63.631956,105.853219,83.082894,448,393,377,29.149064,0.193915284843779
"ASCC3","Ascc3",8.132212,3.481746,4.376331,358,349,578,5.33009633333333,10.589056,12.190544,16.061603,886,516,525,48.0479473333333,0.129059352684294
"ASCL1","Ascl1",0.789834,0.983012,0.782723,23,30,48,0.851856333333333,1.589236,1.109411,2.060549,68,36,59,20.7104703333333,0.0852978449983219
"ASCL2","Ascl2",0.057936,0.05317,0.12859,1,1,3,0.0798986666666667,0.197518,0,0.063929,5,0,1,214.263199,0.00501664321483333
"ASCL3","Ascl3",0,0.152222,0.07829,0,1,1,0.0768373333333333,0.129292,0,0,1,0,0,28.0814906666667,0.0370282715448149
"ASF1A","Asf1a",9.035232,12.494829,9.817441,106,112,188,10.4491673333333,25.097831,24.727693,29.133184,942,769,827,34.6263033333333,0.321368378476165
"ASF1B","Asf1b",0.917262,0.177828,0.292212,4,4,12,0.462434,3.644129,1.556017,2.030133,106,23,39,108.455350333333,0.0133610097226525
"ASGR1","Asgr1",0.758294,0.388911,0.699584,8,5,13,0.615596333333333,9.367843,8.762804,11.784735,156,114,138,90.1132243333333,0.0177317436097174
"ASGR2","Asgr2",0.157063,0.121802,0.031161,1,1,1,0.103342,0,0,0,0,0,0,1.11145,0.522551800895119
"ASH1L","Ash1l",14.616423,14.93718,14.163161,2372,2366,4354,14.5722546666667,9.213925,7.799655,9.955192,1114,649,539,6.327603,2.1251498841663
"ASH2L","Ash2l",14.196506,14.199492,14.843448,393,364,790,14.4131486666667,30.664865,30.243167,34.186419,662,537,578,2.203725,4.81100864358416
"ASIC1","Asic1",27.507157,26.967033,28.605889,761,844,1525,27.6933596666667,34.704987,57.75211,66.141208,1451,1763,1696,42.3899783333333,0.661290020618048
"ASIC2","Asic2",15.616594,15.394459,13.48253,589,590,1026,14.8311943333333,8.450617,14.655829,11.269771,296,329,277,4.849598,2.70637304193097
"ASIC3","Asic3",0.23178,0.274017,0.04501,4,2,1,0.183602333333333,9.283359,8.96451,10.353137,145,83,89,16.490704,0.067670365545797
"ASIC4","Asic4",8.009475,10.350766,8.719448,254,335,557,9.026563,1.577388,4.642478,5.766676,66,139,166,4.91771766666667,1.69432939602334
"ASIC5","Asic5",0,0,0,0,0,0,0,0.035276,0,0.101506,1,0,2,63.0457963333333,0.0156138272494168
"ASL","Asl",18.137604,16.84247,14.739957,99,110,183,16.5733436666667,121.529693,131.152925,81.956773,401,367,307,21.9223326666667,0.766647265887628
"ASMT","Asmt",0,0,0,0,0,0,0,0.258274,0.121142,0.386071,1,2,4,92.339112,0.0107136223880081
"ASNS","Asns",69.084739,87.211204,76.844743,879,945,1785,77.713562,64.432437,94.871065,111.628715,1114,1263,1387,14.533469,5.06735243750124
"ASNSD1","Asnsd1",6.094296,5.959411,5.393823,193,164,307,5.81584333333333,11.294486,15.101874,19.103547,468,479,569,0.00969433333333333,6.75040267962284
"ASPA","Aspa",14.892918,16.758146,14.710763,194,223,339,15.4539423333333,3.418025,3.732957,1.47342,177,102,98,5.203297,2.65245116158929
"ASPDH","Aspdh",2.819676,2.494709,1.946425,18,14,22,2.42027,0.309327,0.228702,0.384081,3,1,1,48.2564576666667,0.069438001878779
"ASPG","Aspg",2.726662,2.065549,1.127019,26,19,39,1.97307666666667,0,0,0.033245,0,0,2,12.7624793333333,0.216027693459691
"ASPH","Asph",34.6588,42.934709,37.629985,936,1121,1774,38.4078313333333,52.215836,27.943667,29.121396,1815,710,761,10.0703466666667,3.5597648854116
"ASPHD1","Asphd1",14.660528,16.881126,19.335574,185,175,367,16.959076,23.34273,31.167215,39.438726,374,405,348,16.710371,1.01404290175514
"ASPHD2","Asphd2",57.998729,53.985072,53.780853,980,973,1844,55.2548846666667,3.643981,3.794527,4.478514,226,179,185,0.234542666666667,45.5673879774103
"ASPM","Aspm",0.093916,0.05756,0.278297,13,8,29,0.143257666666667,3.251597,0.995002,2.045127,483,100,162,2.880744,0.294597547961594
"ASPN","Aspn",0.925801,0.600223,0.690722,28,17,38,0.738915333333333,2.263132,0.037995,0.569591,66,1,11,274.328430666667,0.00631578558423048
"ASPRV1","Asprv1",0.563296,0.577707,0.459382,11,11,17,0.533461666666667,0.817794,0.505329,0.619352,32,15,16,1.06942933333333,0.741007021581473
"ASPSCR1","Aspscr1",68.040454,139.915643,112.453054,215,255,471,106.803050333333,19.975208,16.575482,20.014523,318,222,287,23.250706,4.4453571922126
"ASRGL1","Asrgl1",68.253355,79.117588,80.018668,2074,2004,3696,75.796537,13.521728,17.913445,22.558361,231,218,251,4.36842866666667,14.3052169952151
"ASS1","Ass1",23.413657,29.627357,29.915373,309,396,699,27.652129,21.680366,12.815005,9.886166,179,79,67,97.2868206666667,0.291515472834062
"ASTE1","Aste1",2.687619,4.485665,3.527998,45,69,110,3.567094,9.465261,9.129896,8.685887,109,59,74,98.7337956666667,0.0457928425311745
"ASTL","Astl",0,0.034274,0.035238,0,1,2,0.0231706666666667,0,0,0,0,0,0,4.092125,0.200931961934687
"ASTN1","Astn1",40.638194,40.553629,40.202217,3303,3528,6095,40.46468,13.49527,22.957591,21.636483,1836,2387,1962,3.33939133333333,9.55541383914518
"ASTN2","Astn2",6.533905,7.300827,6.833771,413,457,837,6.889501,13.69672,21.785151,24.895845,926,1058,987,3.18727733333333,1.88416012887292
"ASXL1","Asxl1",6.333352,7.755199,6.555204,606,702,1222,6.88125166666667,58.028708,39.503141,45.37491,2410,1463,1553,22.9257123333333,0.32940510012262
"ASXL2","Asxl2",4.218934,4.112794,4.97498,448,394,886,4.43556933333333,12.600368,2.112754,4.656977,558,346,289,121.930427666667,0.044216630792762
"ASXL3","Asxl3",0.961582,0.987392,0.856373,157,160,272,0.935115666666667,4.062894,7.498595,5.203149,651,943,797,43.864778,0.0431321796948748
"ASZ1","Asz1",0,0,0,0,0,0,0,0,0.071113,0.065457,0,2,2,11.6851883333333,0.0788320972241511
"ATAD1","Atad1",54.613919,66.35983,62.226923,1145,1246,2180,61.0668906666667,39.682184,46.28552,42.329672,1724,1604,1496,0.0428653333333333,59.5157291002098
"ATAD2","Atad2",1.950735,2.590922,2.646127,128,159,290,2.395928,5.546538,2.014494,3.442616,500,143,237,85.5127546666667,0.0392534951994593
"ATAD5","Atad5",0.700779,1.091871,0.899706,56,50,120,0.897452,1.560021,0.684676,0.959958,190,59,79,9.93245066666667,0.173561450936649
"ATAT1","Atat1",22.967537,19.190654,20.899111,375,380,697,21.0191006666667,37.174206,35.497595,41.158388,723,729,795,176.811228,0.123834140927628
"ATCAY","Atcay",45.833292,46.880167,41.683517,2353,2325,3999,44.798992,56.016825,85.513926,81.060913,2629,3275,2864,4.67657166666667,8.06807254261155
"ATE1","Ate1",15.187376,18.010505,16.885283,816,854,1589,16.694388,23.674883,40.465194,31.724415,554,594,520,85.0782373333333,0.205561690714918
"ATF1","Atf1",10.921864,19.004791,16.85891,87,100,216,15.5951883333333,9.082524,7.93021,8.585877,141,90,104,8.798715,1.69360863473765
"ATF2","Atf2",48.732805,46.892875,45.97998,1444,1383,2543,47.2018866666667,23.400744,19.704486,23.289371,1161,844,872,4.45814433333333,8.83118578823462
"ATF3","Atf3",0.241703,0.769232,0.393341,6,8,16,0.468092,7.237623,5.861197,8.864462,116,79,88,1.66708966666667,0.550447185315229
"ATF4","Atf4",45.877441,47.354063,47.807076,1000,1013,1822,47.01286,1266.889575,1208.282113,1500.515795,2715,1803,2120,26.2563403333333,1.76152995643668
"ATF5","Atf5",6.981267,6.579046,6.788821,143,144,299,6.78304466666667,64.801893,104.128762,117.089715,218,240,207,9.749201,0.724057971068423
"ATF6","Atf6",12.717742,11.422786,10.893781,1330,1168,2169,11.678103,8.122303,7.041889,7.212744,1146,759,708,17.9544163333333,0.668873299870713
"ATF6B","Atf6b",19.521997,24.717831,19.136606,438,440,831,21.125478,32.636306,33.057104,37.965941,1093,840,827,128.617986666667,0.170697590427008
"ATF7","Atf7",9.730263,9.206776,11.991569,396,353,822,10.309536,12.526898,7.624525,10.676178,964,661,643,2364.740942,0.00478054710015667
"ATF7IP","Atf7ip",77.203619,14.206486,49.95059,944,990,1870,47.1202316666667,20.606157,11.855284,15.309645,2394,1465,1557,1.78738966666667,17.2635466946435
"ATF7IP2","Atf7ip2",0,0,0.053809,0,0,1,0.0179363333333333,9.029585,9.455877,11.333748,190,156,152,7.467726,0.120213659881453
