"Hs_symbol","DRG","dHs_Avg_TPM","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Hs_Avg_TPM","FoldChange"
"CD101",3.02119,3.02119,1.445201,1.061038,1.555002,1.353747,1.70842065863493
"CD109",0.59587,0.59587,0.767389,0.296714,0.182843,0.415648666666667,1.12730653980531
"CD14",227.02801,227.02801,0.821869,0.230225,0.358198,0.470097333333333,155.110824861483
"CD151",573.83715,573.83715,78.979849,81.957226,105.588628,88.841901,6.39831908721522
"CD160",1.474,1.474,5.883313,0.757011,1.758457,2.79959366666667,0.651122255967546
"CD163",225.42855,225.42855,2.158568,0.574563,1.130085,1.28773866666667,98.9748319155335
"CD163L1",1.00358,1.00358,8.492453,10.948787,15.492479,11.644573,0.158453749288331
"CD164",106.13875,106.13875,16.390971,21.707344,19.27899,19.1257683333333,5.32346135687905
"CD164L2",0.01045,0.01045,0,0,0,0,1.01045
"CD177",1.88171,1.88171,0.055387,0,0,0.0184623333333333,2.82947135665629
"CD180",1.48446,1.48446,0,0.187396,0.023034,0.0701433333333333,2.32161423859109
"CD19",0.60633,0.60633,0,0,0,0,1.60633
"CD1A",0,0,0,0,0,0,1
"CD1B",0.05227,0.05227,0,0,0,0,1.05227
"CD1C",0.7945,0.7945,0,0.213673,0,0.0712243333333333,1.67518599434354
"CD1D",2.6553,2.6553,0.120769,0.304145,0.353502,0.259472,2.90224792611507
"CD1E",1.21266,1.21266,0,0.045273,0,0.015091,2.17976516391141
"CD2",1.41128,1.41128,0,0,0,0,2.41128
"CD200",31.48724,31.48724,81.384156,72.864753,85.652434,79.9671143333333,0.401239938800997
"CD200R1",0.25089,0.25089,0.117359,0.138378,0.511715,0.255817333333333,0.99607639327588
"CD200R1L",0.02091,0.02091,0,0,0,0,1.02091
"CD207",0.02091,0.02091,0,0,0,0,1.02091
"CD209",0.56451,0.56451,0.035644,0,0.026092,0.0205786666666667,1.53296365199351
"CD22",0.28226,0.28226,0.220772,0.080133,0.309712,0.203539,1.06540793443337
"CD226",0.67951,0.67951,0.425245,0.225934,0.463882,0.371687,1.22441198320025
"CD244",0.32407,0.32407,0,0,0,0,1.32407
"CD247",1.68308,1.68308,0.103557,0.231849,0,0.111802,2.41327142782618
"CD248",6.72188,6.72188,0.066208,0.318193,1.13428,0.506227,5.12663761836695
"CD27",1.44264,1.44264,0,0.282792,0.270653,0.184481666666667,2.06220160998693
"CD274",1.96534,1.96534,0.433794,1.624086,0.292401,0.783427,1.6627201449793
"CD276",36.43195,36.43195,92.737901,90.920494,107.582433,97.080276,0.381646050832891
"CD28",0.28226,0.28226,0.618228,0.852294,0.218148,0.56289,0.820441617772204
"CD2AP",5.14333,5.14333,2.32734,3.025792,2.530857,2.62799633333333,1.69331207519596
"CD2BP2",50.31477,50.31477,21.592413,22.025464,25.700679,23.1061853333333,2.12869723228434
"CD300A",16.7681,16.7681,0,0,0,0,17.7681
"CD300C",4.63109,4.63109,0,0.049883,0,0.0166276666666667,5.53898952845076
"CD300E",1.08721,1.08721,0.086669,0.083167,0.091524,0.08712,1.91994444035617
"CD300LB",0.31362,0.31362,0,0,0,0,1.31362
"CD300LD",0,0,0.286895,0.122487,0.471271,0.293551,0.773065770116524
"CD300LF",2.04897,2.04897,0.053855,0,0,0.0179516666666667,2.99520114740222
"CD300LG",8.56177,8.56177,0.028152,0.055296,0.117313,0.0669203333333333,8.96202809269421
"CD302",14.99094,14.99094,0.182183,0.112368,0.239809,0.17812,13.5732692764744
"CD320",144.05516,144.05516,20.303212,19.528211,24.462407,21.4312766666667,6.46664753663152
"CD33",10.49575,10.49575,0.1131,0.051727,0,0.0549423333333333,10.897041133686
"CD34",17.4267,17.4267,0.02779,0.008505,0.086286,0.0408603333333333,17.7033357981747
"CD36",14.94912,14.94912,60.468214,37.398014,18.00945,38.625226,0.40249915546223
"CD37",29.57417,29.57417,0.073156,0.792968,0.189135,0.351753,22.6181632295249
"CD38",0.32407,0.32407,0.411149,0.908176,0.018414,0.445913,0.915732827632091
"CD3D",2.5194,2.5194,0.459813,0.286433,0,0.248748666666667,2.81834134757835
"CD3E",1.87125,1.87125,0,0,0,0,2.87125
"CD3EAP",1.24402,1.24402,0.9429,1.244865,1.769053,1.31893933333333,0.967692413399344
"CD3G",0.16726,0.16726,0.236635,0.157812,0.042274,0.145573666666667,1.01893054455104
"CD4",13.93509,13.93509,0.533402,0.248673,0.757263,0.513112666666667,9.87044146084737
"CD40",11.31115,11.31115,0.420771,0.583463,0.189315,0.397849666666667,8.80720602048527
"CD40LG",0.04182,0.04182,0,0,0,0,1.04182
"CD44",102.91894,102.91894,2.838146,6.008151,5.713375,4.853224,17.7541368654266
"CD46",44.17831,44.17831,84.882021,93.9788,88.885154,89.2486583333333,0.500598134469035
"CD47",84.07051,84.07051,97.014887,92.26356,103.336999,97.538482,0.863322716905665
"CD48",5.84375,5.84375,0,0,0,0,6.84375
"CD5",0.24044,0.24044,0.024262,0.044215,0.32969,0.132722333333333,1.09509626807629
"CD52",15.32546,15.32546,0.427095,0,0,0.142365,14.2909315323911
"CD53",58.01931,58.01931,0,0,0,0,59.01931
"CD55",109.8499,109.8499,10.956189,12.385577,8.254323,10.5320296666667,9.61234953465405
"CD58",69.93679,69.93679,5.455736,6.22976,5.538386,5.741294,10.522726052298
"CD59",873.81268,873.81268,91.216846,92.332372,68.896888,84.148702,10.2739402886024
"CD5L",0.04182,0.04182,0,0,0,0,1.04182
"CD6",0.81541,0.81541,2.442716,3.354783,1.049695,2.282398,0.55307430725951
"CD63",1069.41617,1069.41617,934.133615,775.701604,684.965462,798.266893666667,1.3392474760082
"CD68",74.94423,74.94423,1.825873,1.921041,0.228713,1.325209,32.6612489457937
"CD69",2.62394,2.62394,0,0,0,0,3.62394
"CD7",3.08391,3.08391,0,0.206116,0,0.0687053333333333,3.82136204678808
"CD70",0.09409,0.09409,0.446254,1.295872,0,0.580708666666667,0.692151579270563
"CD72",12.12656,12.12656,0.17892,0.054527,0.083977,0.105808,11.8705598078509
"CD74",1486.85206,1486.85206,5.507673,10.981933,5.415176,7.301594,179.224864526018
"CD79A",0.12545,0.12545,0.082444,0.149651,0,0.077365,1.0446320420656
"CD79B",10.778,10.778,0,0,0,0,11.778
"CD80",0.18817,0.18817,0,0.180003,0,0.060001,1.12091403687355
"CD81",1612.36195,1612.36195,194.811051,227.329825,222.660888,214.933921333333,7.47155398298668
"CD82",49.22756,49.22756,2.171165,2.836143,2.136694,2.381334,14.8543622132567
"CD83",4.18157,4.18157,2.684522,3.806575,4.020046,3.50371433333333,1.15051036022637
"CD84",2.03852,2.03852,0.046481,0.034881,0.065382,0.0489146666666667,2.89682287469206
"CD86",8.30042,8.30042,0.029568,0.277828,0,0.102465333333333,8.43602036163798
"CD8A",4.90289,4.90289,2.548165,2.294194,2.699365,2.513908,1.67986469765287
"CD8B",0.99312,0.99312,2.035903,4.169048,5.297764,3.83423833333333,0.412292456964093
"CD9",465.62851,465.62851,1.562867,2.022935,0.829704,1.47183533333333,188.778153506989
"CD93",6.52325,6.52325,0.012593,0.020106,0,0.0108996666666667,7.44213322852021
"CD96",0.30316,0.30316,0.145894,0.679846,0.397729,0.407823,0.925656137170653
"CD99",0,0,5.2949,15.28769,12.693102,11.0918973333333,0.0827000074871073
"CD99L2",175.77238,175.77238,49.677113,53.973711,57.982321,53.877715,3.22120518319686
"CD99P1",0,0,2.247095,3.049131,2.492761,2.596329,0.278061323088071
"CDA",4.3802,4.3802,0,0,0,0,5.3802
"CDADC1",11.40524,11.40524,16.418548,33.311292,18.529818,22.7532193333333,0.522255102599566
"CDAN1",4.1293,4.1293,5.607035,4.650023,5.517917,5.258325,0.819596297731422
"CDC123",58.43747,58.43747,78.936331,71.941725,77.551467,76.1431743333333,0.770482554207226
"CDC14A",0.76314,0.76314,0.248537,0.403182,0.485277,0.378998666666667,1.27856541316453
"CDC14B",14.55187,14.55187,4.415719,4.476152,4.689351,4.527074,2.81376185663517
"CDC16",64.46939,64.46939,29.743797,30.610092,31.97585,30.7765796666667,2.06030323863574
"CDC20",3.84705,3.84705,0.679154,0,2.026657,0.901937,2.54848083821914
"CDC20B",0.01045,0.01045,0.114017,0.087259,0,0.067092,0.946919290932741
"CDC23",19.9461,19.9461,14.460116,14.983413,13.6723,14.371943,1.36261889599773
"CDC25A",0.78404,0.78404,5.990039,10.837924,10.171596,8.999853,0.178406622577352
"CDC25B",41.99344,41.99344,13.659083,11.55963,14.937047,13.3852533333333,2.98871622235363
"CDC25C",0.31362,0.31362,0,0.378079,0.248214,0.208764333333333,1.08674616198967
"CDC26",25.86302,25.86302,6.533447,7.734645,8.565762,7.61128466666667,3.11951364283471
"CDC27",34.33071,34.33071,56.658127,57.381273,65.584959,59.8747863333333,0.580383310202337
"CDC34",99.91867,99.91867,85.923707,111.925365,95.697796,97.848956,1.02093814728807
"CDC37",374.33434,374.33434,76.194985,78.517523,83.584079,79.4321956666667,4.66646890451045
"CDC37L1",22.88365,22.88365,12.677928,11.985664,9.311777,11.325123,1.93780216229891
"CDC40",8.36314,8.36314,9.933675,9.078772,18.553499,12.521982,0.692438430993326
"CDC42",205.6079,205.6079,216.457265,212.772406,247.257286,225.495652333333,0.912193668494508
"CDC42BPA",13.46466,13.46466,15.457777,15.255026,15.0494,15.2540676666667,0.88991016259048
"CDC42BPB",17.92849,17.92849,63.850941,59.09406,75.537404,66.1608016666667,0.281838357051575
"CDC42BPG",0.18817,0.18817,0.061932,0.340198,0.175321,0.192483666666667,0.996382619915688
"CDC42EP1",22.8732,22.8732,2.071933,2.510035,0.834827,1.80559833333333,8.50912966277544
"CDC42EP2",13.64238,13.64238,4.948482,4.66435,6.400114,5.33764866666667,2.31038051651753
"CDC42EP3",5.1956,5.1956,11.278841,12.508654,14.648981,12.8121586666667,0.448561311053575
"CDC42EP4",33.40031,33.40031,16.611707,26.703575,17.546862,20.2873813333333,1.61599538530996
"CDC42EP5",58.88699,58.88699,0,1.541284,0.307463,0.616249,37.0530716492323
"CDC42SE1",46.16456,46.16456,33.407381,36.079121,39.884683,36.4570616666667,1.2591633700401
"CDC42SE2",14.52051,14.52051,8.860187,9.263114,10.134451,9.41925066666667,1.48959944400352
"CDC45",2.00715,2.00715,0.764528,0.572757,0.603094,0.646793,1.82606435660098
"CDC5L",6.25145,6.25145,5.504309,6.493257,7.577635,6.525067,0.963639260620537
"CDC6",0.75268,0.75268,1.109178,2.760486,3.017493,2.295719,0.531805047699758
"CDC7",2.35213,2.35213,6.813676,7.382262,12.448528,8.88148866666667,0.339233299058246
"CDC73",5.51968,5.51968,4.133985,6.361673,8.895828,6.46382866666667,0.873503437869197
"CDCA2",0.47043,0.47043,0.129539,0.384833,0.738268,0.417546666666667,1.03730623800745
"CDCA3",2.83302,2.83302,3.779101,3.539273,4.372352,3.89690866666667,0.78274279977722
"CDCA4",3.51252,3.51252,0.603761,1.14809,1.432565,1.061472,2.18897952531007
"CDCA5",4.74608,4.74608,0.949804,0.967889,1.504358,1.14068366666667,2.68422658119657
"CDCA7",0.42861,0.42861,0.503854,0.358285,0.74816,0.536766333333333,0.929620833702977
"CDCA7L",3.28253,3.28253,0.219403,0.359022,1.873196,0.817207,2.35665502058929
"CDCA8",1.46355,1.46355,0.20536,0.533228,1.061197,0.599928333333333,1.53978771965828
"CDCP1",0.43907,0.43907,0.164385,0.110238,0.069555,0.114726,1.29096298103749
"CDCP2",0.19862,0.19862,0,0,0,0,1.19862
"CDH1",101.95718,101.95718,2.304616,1.096523,0.179918,1.19368566666667,46.9334242204558
"CDH10",2.29986,2.29986,23.136824,15.064962,29.769751,22.657179,0.13948662264423
"CDH11",14.14417,14.14417,15.6416,24.331338,16.864751,18.9458963333333,0.759262444109431
"CDH12",0.98267,0.98267,1.822378,2.436248,2.123674,2.12743333333333,0.633960755891413
"CDH13",3.38707,3.38707,22.393681,11.986567,8.665288,14.348512,0.285830313713798
"CDH15",2.87483,2.87483,0.269404,0.378439,0.312832,0.320225,2.93497699255809
"CDH16",0.08363,0.08363,0,0,0,0,1.08363
"CDH17",0.02091,0.02091,0.184832,0.41542,0.042094,0.214115333333333,0.840867397001822
"CDH18",9.63852,9.63852,17.368295,19.707261,8.503488,15.1930146666667,0.656982051767013
"CDH19",51.11972,51.11972,0.036941,0.247777,0.068625,0.117781,46.6278457050174
"CDH2",12.60744,12.60744,60.610739,54.547233,65.830571,60.3295143333333,0.221874250072191
"CDH20",0.37634,0.37634,0.350791,0,0,0.116930333333333,1.23225232489881
"CDH22",1.88171,1.88171,2.487645,1.432096,1.126554,1.68209833333333,1.07442369438356
"CDH23",2.78075,2.78075,0.5294,0.455573,0.49967,0.494881,2.52913108133691
"CDH24",3.93068,3.93068,6.220414,4.565289,9.71528,6.833661,0.629422182042343
"CDH26",0.85722,0.85722,0.551269,0.944895,0.30873,0.601631333333333,1.15958021134285
"CDH3",7.9868,7.9868,3.955674,7.316209,5.032132,5.43467166666667,1.39662137643387
"CDH4",3.08391,3.08391,15.890574,14.809875,12.070795,14.2570813333333,0.267673083126165
"CDH5",6.72188,6.72188,0.095385,0,0.074297,0.0565606666666667,7.30850602678755
"CDH6",1.60991,1.60991,7.126691,4.804366,9.487969,7.13967533333333,0.320640552985201
"CDH7",1.12902,1.12902,10.446378,5.447672,8.229165,8.04107166666667,0.235483146079843
"CDH8",12.2311,12.2311,39.232143,47.945514,67.552207,51.5766213333333,0.251653675425727
"CDH9",0.35543,0.35543,2.588091,1.746133,3.558963,2.63106233333333,0.373287450220032
"CDHR1",8.53041,8.53041,24.377981,24.450041,16.555879,21.7946336666667,0.418098844638887
"CDHR2",2.80165,2.80165,19.870486,19.118811,22.712918,20.567405,0.176268308588817
"CDHR3",9.58625,9.58625,9.549723,7.535475,10.262755,9.11598433333333,1.04648738582138
"CDHR4",0.06272,0.06272,0.173155,0.089729,0.256402,0.173095333333333,0.905911028543858
"CDHR5",0.1359,0.1359,0.467031,0.116515,0.397349,0.326965,0.856013534644847
"CDIPT",241.85168,241.85168,52.73393,57.74558,76.675184,62.384898,3.83138078095511
"CDK1",2.59257,2.59257,0.054368,0.136442,1.965837,0.718882333333333,2.09006162337659
"CDK10",51.14063,51.14063,82.043254,53.423893,47.110915,60.859354,0.842889985563057
"CDK11A",27.03386,27.03386,26.623481,40.543423,53.592343,40.2530823333333,0.679557948506264
"CDK11B",20.4897,20.4897,13.976869,13.630903,12.355339,13.321037,1.50056870881627
"CDK12",4.86108,4.86108,10.379764,12.255097,11.525053,11.386638,0.473177628990207
"CDK13",6.22009,6.22009,15.528362,17.201498,19.030086,17.2533153333333,0.395549513507555
"CDK14",18.55573,18.55573,7.994993,11.788365,15.833987,11.8724483333333,1.51919273580304
"CDK15",2.2476,2.2476,1.970287,2.583349,4.367515,2.973717,0.817270077360819
"CDK16",113.63422,113.63422,165.29817,184.288834,234.990637,194.859213666667,0.585288880997431
"CDK17",4.89244,4.89244,42.049355,39.324714,58.819542,46.7312036666667,0.123450479923996
"CDK18",13.00469,13.00469,5.298695,6.821132,6.089023,6.06961666666667,1.98096879368754
"CDK19",6.43962,6.43962,7.192423,8.401892,8.36085,7.985055,0.82799938342058
"CDK2",3.63797,3.63797,0.457176,1.488587,2.616425,1.52072933333333,1.83993177635891
"CDK20",8.9172,8.9172,13.694687,13.664021,9.095011,12.1512396666667,0.754088606957433
"CDK2AP1",145.85324,145.85324,56.84023,50.51215,54.718441,54.023607,2.66891336294983
"CDK2AP2",86.30765,86.30765,8.63383,10.932084,10.698054,10.0879893333333,7.87407413330845
"CDK3",5.4465,5.4465,7.729392,6.83086,11.877815,8.812689,0.656955499150131
"CDK4",68.41052,68.41052,40.707676,43.560459,46.076894,43.448343,1.56159972037653
"CDK5",79.54396,79.54396,47.181418,53.597959,53.308257,51.3625446666667,1.53819797171304
"CDK5R1",11.63522,11.63522,45.949877,54.873556,56.117064,52.313499,0.236998513265843
"CDK5R2",53.66002,53.66002,32.609075,38.680476,34.455454,35.248335,1.50793188156091
"CDK5RAP1",34.70705,34.70705,18.977913,21.392842,26.878555,22.4164366666667,1.52487120514066
"CDK5RAP2",25.21488,25.21488,14.328652,11.84106,19.768643,15.312785,1.60701437553428
"CDK5RAP3",114.15692,114.15692,59.645161,46.427163,57.748415,54.606913,2.0709101402554
"CDK6",2.86438,2.86438,1.798057,1.307861,2.115864,1.740594,1.41005198143176
"CDK7",21.81735,21.81735,21.758205,18.76241,19.316124,19.9455796666667,1.0893635011836
"CDK8",13.21377,13.21377,18.196617,23.621013,22.144265,21.3206316666667,0.636799630595878
"CDK9",62.39951,62.39951,43.35741,48.453005,71.223947,54.3447873333333,1.14553715091819
"CDKAL1",3.09436,3.09436,3.253183,3.667433,4.295683,3.73876633333333,0.864013904040707
"CDKL1",4.48474,4.48474,76.012056,80.563728,56.509428,71.028404,0.0761469044906229
"CDKL2",3.83659,3.83659,8.594343,7.884008,11.611283,9.36321133333333,0.466707649244118
"CDKL3",7.80909,7.80909,5.711486,7.604136,8.733302,7.34964133333333,1.05502615601373
"CDKL4",0.30316,0.30316,0.652731,0.049218,0.908483,0.536810666666667,0.84796392181904
"CDKL5",0.10454,0.10454,2.956967,3.678072,3.877033,3.504024,0.245234039605473
"CDKN1A",28.34061,28.34061,7.174223,26.073571,4.013875,12.4205563333333,2.18624394333976
"CDKN1B",41.19894,41.19894,23.949545,21.593571,29.454031,24.999049,1.6230955216862
"CDKN1C",24.45174,24.45174,7.97782,12.242146,16.154069,12.1246783333333,1.93922771694595
"CDKN2A",21.06467,21.06467,0.825178,2.519789,1.076586,1.473851,8.91915883373736
"CDKN2AIP",7.12958,7.12958,8.945847,17.807072,15.219217,13.990712,0.542307796987895
"CDKN2AIPNL",59.25288,59.25288,19.952975,21.725111,20.974963,20.8843496666667,2.75324059968639
"CDKN2B",3.59615,3.59615,3.47536,7.75358,7.978053,6.402331,0.62090576603505
"CDKN2C",16.14087,16.14087,0.094725,0.109881,0.133081,0.112562333333333,15.4066603609026
"CDKN2D",293.515,293.515,101.299993,111.341672,121.510931,111.384198666667,2.6206086219784
"CDKN3",24.42038,24.42038,9.230316,16.341153,11.781276,12.450915,1.88986251121206
"CDNF",2.3835,2.3835,0.333018,0.393894,1.212682,0.646531333333333,2.05492597164868
"CDO1",77.07683,77.07683,30.035822,26.235502,38.176051,31.4824583333333,2.40366136081141
"CDON",0.77359,0.77359,5.718984,6.826277,6.668164,6.404475,0.239529473730413
"CDPF1",12.58653,12.58653,3.210357,1.700827,3.009028,2.64007066666667,3.73249072453905
"CDR2",8.30042,8.30042,5.185951,10.972178,12.198789,9.452306,0.889795993343479
"CDR2L",57.99841,57.99841,7.577358,10.603085,7.751183,8.64387533333333,6.11770766012252
"CDRT1",0.21953,0.21953,0.231393,0.710304,0.595132,0.512276333333333,0.806420078870065
"CDRT15",0.02091,0.02091,0.416851,0.470109,1.848103,0.911687666666667,0.534035981819206
"CDRT15L2",0.14636,0.14636,0.087633,0,0,0.029211,1.11382408466291
"CDRT4",3.59615,3.59615,10.665583,12.09174,14.70314,12.486821,0.34078824060911
"CDRT7",0,0,0,0,0,0,1
"CDS1",9.24127,9.24127,4.964784,5.458514,5.932965,5.45208766666667,1.58728004470698
"CDS2",88.72251,88.72251,36.898641,40.193261,40.266326,39.1194093333333,2.23638661413327
"CDSN",0.15681,0.15681,0,0,0,0,1.15681
"CDT1",2.35213,2.35213,0,0.333244,0.713573,0.348939,2.48501229484802
"CDV3",47.3563,47.3563,54.175584,60.696715,62.279815,59.0507046666667,0.805257827837646
"CDX1",0.07318,0.07318,0,0,0,0,1.07318
"CDX2",0,0,0,0,0,0,1
"CDX4",0,0,0,0,0,0,1
"CDY1",0,0,0,0,0,0,1
"CDY2A",0,0,0,0,0,0,1
"CDYL",6.66961,6.66961,2.423646,2.485876,3.443099,2.784207,2.02674166608751
"CDYL2",0.6586,0.6586,3.073451,3.057136,4.146053,3.42554666666667,0.374778558430446
"CEACAM1",4.88199,4.88199,0.420236,1.256766,0.509146,0.728716,3.40251955786838
"CEACAM16",0.03136,0.03136,0,0,0,0,1.03136
"CEACAM18",0.01045,0.01045,0,0,0,0,1.01045
"CEACAM19",6.14691,6.14691,10.089205,6.696565,10.202036,8.99593533333333,0.714981616194262
"CEACAM20",0.03136,0.03136,0,0,0,0,1.03136
"CEACAM21",10.99753,10.99753,11.897587,7.829969,7.953611,9.22705566666667,1.1731167201039
"CEACAM22P",0.03136,0.03136,0.158112,0.116713,0.183094,0.152639666666667,0.894780936164207
"CEACAM3",0.05227,0.05227,0,0.192488,0,0.0641626666666667,0.988824390256126
"CEACAM4",2.91665,2.91665,0,0,0,0,3.91665
"CEACAM5",0,0,0,0.020839,0.092734,0.0378576666666667,0.963523257684981
"CEACAM6",0.01045,0.01045,0,0,0,0,1.01045
"CEACAM7",0,0,0,0,0,0,1
"CEACAM8",0.01045,0.01045,0.034712,0.127309,0.051856,0.0712923333333333,0.943206600625973
"CEBPA",4.85062,4.85062,0.501424,0.721004,0.567127,0.596518333333333,3.66461184807357
"CEBPB",53.01188,53.01188,2.153359,2.649118,2.285361,2.36261266666667,16.0624744370399
"CEBPD",109.37947,109.37947,0.312762,0,0.318964,0.210575333333333,91.1793483318951
"CEBPE",0.2718,0.2718,0,0,0,0,1.2718
"CEBPG",16.96673,16.96673,15.234793,17.674949,19.772278,17.5606733333333,0.967999903739124
"CEBPZ",46.20637,46.20637,26.946549,25.299854,24.906995,25.7177993333333,1.7668509824125
"CECR2",1.36946,1.36946,4.602546,3.39416,6.274761,4.75715566666667,0.411567818761429
"CEL",0.15681,0.15681,1.542914,2.282776,2.784222,2.203304,0.361130258008606
"CELA1",0.08363,0.08363,0,0,0,0,1.08363
"CELA2A",0,0,0.233717,0.292943,0,0.175553333333333,0.850663233767928
"CELA2B",0.01045,0.01045,0.546457,0.834613,0,0.460356666666667,0.691920010408416
"CELA3A",0,0,0,0,0,0,1
"CELA3B",0,0,0.851533,0.936362,0,0.595965,0.626580156833013
"CELF1",9.66989,9.66989,74.196152,71.675732,82.943824,76.2719026666667,0.138082402940529
"CELF2",10.14031,10.14031,11.470679,9.598652,15.835545,12.3016253333333,0.837514944289014
"CELF3",2.95846,2.95846,78.092343,76.420737,84.640252,79.7177773333333,0.0490407458031591
"CELF4",31.25725,31.25725,80.419577,96.124418,86.558437,87.7008106666667,0.363663530891743
"CELF5",2.08033,2.08033,57.641699,57.831579,80.118828,65.1973686666667,0.046532514238003
"CELF6",11.63522,11.63522,12.099651,11.099746,12.470482,11.8899596666667,0.98023735734989
"CELP",0,0,0.295831,0.358841,0.445596,0.366756,0.73165949152592
"CELSR1",0.42861,0.42861,0.437166,1.344544,0.988254,0.923321333333333,0.742782797258354
"CELSR2",12.54472,12.54472,20.074649,21.064148,22.666239,21.2683453333333,0.608249952892773
"CELSR3",3.08391,3.08391,21.652909,26.959538,35.223741,27.945396,0.141090140898401
"CEMP1",24.42038,24.42038,0,0,0,0,25.42038
"CEND1",538.94193,538.94193,32.437725,58.492189,49.71611,46.882008,11.276509748714
"CENPA",0.73178,0.73178,0,0.146212,0.705677,0.283963,1.34877718438927
"CENPB",74.8606,74.8606,10.763249,9.864331,12.67437,11.10065,6.26913430270275
"CENPBD1",6.79505,6.79505,3.870088,4.040228,4.02619,3.97883533333333,1.56563723805286
"CENPE",0.47043,0.47043,3.398407,1.629368,0.795458,1.94107766666667,0.49996299542356
"CENPF",0.88858,0.88858,0.341216,0.597037,5.023462,1.98723833333333,0.632216043469358
"CENPH",4.90289,4.90289,1.890769,2.960385,1.974917,2.275357,1.80221270536311
"CENPI",0.49133,0.49133,1.254592,0.775614,1.37345,1.134552,0.698661826931365
"CENPJ",3.08391,3.08391,14.320849,16.494941,14.959151,15.2583136666667,0.251189027578731
"CENPK",1.77717,1.77717,2.196151,3.62619,10.261482,5.36127433333333,0.436574474621778
"CENPL",1.7249,1.7249,3.514348,3.686896,3.745899,3.64904766666667,0.586120039064631
"CENPM",6.45008,6.45008,0.655951,1.233433,1.875997,1.255127,3.30361882058084
"CENPN",9.14719,9.14719,2.647492,4.586534,11.605573,6.27986633333333,1.39387037280309
"CENPO",4.25475,4.25475,8.714935,10.625065,9.974793,9.77159766666667,0.487833853678097
"CENPP",1.22311,1.22311,0.817914,1.537597,0.811083,1.05553133333333,1.08152571743818
"CENPQ",4.75654,4.75654,0.632335,0.961539,2.105374,1.23308266666667,2.57784455807577
"CENPT",82.23062,82.23062,36.121281,39.079832,45.967168,40.389427,2.01091500976807
"CENPV",13.10923,13.10923,53.193514,48.464685,60.319024,53.9924076666667,0.256566871658399
"CENPW",6.55461,6.55461,1.543706,3.3368,2.562686,2.481064,2.17020140968394
"CEP104",19.40249,19.40249,12.217338,16.26249,12.144256,13.5413613333333,1.4030660219708
"CEP112",24.65037,24.65037,4.053197,4.977582,5.077883,4.70288733333333,4.49778655981397
"CEP120",3.64842,3.64842,6.604471,8.255613,12.641612,9.167232,0.457196216236632
"CEP128",0.70041,0.70041,0.519577,1.618761,1.03994,1.059426,0.825671813408202
"CEP135",0.85722,0.85722,2.617095,2.674433,2.607234,2.63292066666667,0.51121953117244
"CEP152",0.70041,0.70041,3.674021,4.770509,0.267523,2.90401766666667,0.435553869163673
"CEP164",6.55461,6.55461,12.610478,15.96735,17.012635,15.196821,0.466425479419696
"CEP170",15.71226,15.71226,174.82538,146.697713,203.192144,174.905079,0.0950072624111098
"CEP19",2.34168,2.34168,10.205564,10.6659,10.525982,10.4658153333333,0.291447219656948
"CEP192",6.02146,6.02146,7.602398,8.696307,10.770564,9.02308966666667,0.700528503037437
"CEP250",7.58955,7.58955,36.97289,51.889301,39.404742,42.7556443333333,0.196307245176514
"CEP290",4.82972,4.82972,11.093474,10.354003,12.394638,11.280705,0.474705645970651
"CEP350",3.56479,3.56479,3.803176,4.693356,4.312869,4.26980033333333,0.866216879437747
"CEP41",6.56507,6.56507,10.383068,10.353912,12.894291,11.2104236666667,0.619558354936688
"CEP44",3.96204,3.96204,3.106869,4.230241,2.885976,3.40769533333333,1.12576746456916
"CEP55",1.05585,1.05585,0,0.129272,0.982007,0.370426333333333,1.50015360183534
"CEP57",10.56892,10.56892,21.884107,35.128384,35.508175,30.840222,0.363342944028468
"CEP57L1",7.31775,7.31775,5.511694,11.985804,5.58075,7.69274933333333,0.956860675609803
"CEP63",18.83798,18.83798,18.545434,33.61034,21.924335,24.6933696666667,0.772105031662579
"CEP68",15.25228,15.25228,7.997082,8.264596,10.7792,9.013626,1.62301647774742
"CEP70",13.08832,13.08832,11.42393,14.386753,10.484105,12.0982626666667,1.07558692007703
"CEP72",2.14306,2.14306,2.951064,3.32686,4.233374,3.503766,0.697873735003106
"CEP76",3.79478,3.79478,7.725913,7.278859,10.986312,8.66369466666667,0.496164268986975
"CEP78",3.73205,3.73205,5.912676,5.603499,6.316584,5.944253,0.68143398577212
"CEP85",6.39781,6.39781,10.364915,7.118429,12.088108,9.85715066666667,0.681376746729007
"CEP85L",3.15709,3.15709,3.174457,3.50193,5.060846,3.912411,0.846242303422902
"CEP89",7.95544,7.95544,21.194118,17.331764,22.608819,20.3782336666667,0.418904580220932
"CEP95",15.60772,15.60772,42.891267,47.531573,55.346566,48.589802,0.33490192197178
"CEP97",1.93398,1.93398,3.563344,3.715792,74.574165,27.2844336666667,0.103731262028333
"CEPT1",12.51335,12.51335,12.676705,15.655666,13.537336,13.956569,0.903506011305133
"CER1",0.05227,0.05227,0.142827,0.1312,0.100641,0.124889333333333,0.935443130998368
"CERCAM",16.64266,16.64266,16.19804,23.502612,22.696336,20.798996,0.809333604171495
"CERK",29.75189,29.75189,40.409317,42.081932,40.665369,41.052206,0.731278877498127
