"Hs_symbol","DRG","dHs_Avg_TPM","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Hs_Avg_TPM","FoldChange"
"ULK3",50.35658,50.35658,27.964902,31.011476,37.684384,32.220254,1.54594182211852
"ULK4",2.3835,2.3835,1.334988,1.34753,2.170827,1.61778166666667,1.29250656885696
"ULK4P1",0,0,0,0,1.301118,0.433706,0.697493070406346
"ULK4P2",0.18817,0.18817,1.13414,1.779277,1.439541,1.450986,0.48477225084109
"ULK4P3",0.3868,0.3868,0,0.891467,0.482606,0.458024333333333,0.95115010654829
"UMOD",0.07318,0.07318,0,0,0,0,1.07318
"UMODL1",0.05227,0.05227,0.282399,0.0269,0,0.103099666666667,0.953921056997267
"UMPS",10.47484,10.47484,19.394446,9.556423,7.239987,12.0636186666667,0.878381426524595
"UNC119",88.52388,88.52388,31.533655,42.13656,55.458611,43.042942,2.03264986249102
"UNC119B",10.56892,10.56892,8.484323,8.077317,9.086243,8.54929433333333,1.21149475512728
"UNC13A",16.54857,16.54857,71.317359,81.778016,70.664568,74.5866476666667,0.232164946345925
"UNC13B",6.02146,6.02146,18.160347,19.000569,24.355845,20.505587,0.326494691821246
"UNC13C",4.85062,4.85062,21.899059,8.534801,8.179509,12.871123,0.421784162680988
"UNC13D",10.66301,10.66301,8.836493,1.683205,2.027638,4.18244533333333,2.25048394142894
"UNC45A",43.08065,43.08065,13.397883,15.200243,17.811733,15.469953,2.67642840267972
"UNC45B",0.01045,0.01045,0.282399,0,0,0.094133,0.923516610869063
"UNC50",43.55107,43.55107,19.368699,20.663531,20.589425,20.2072183333333,2.10075028698955
"UNC5A",3.75296,3.75296,4.315782,5.375297,5.906411,5.19916333333333,0.766709916230631
"UNC5B",2.90619,2.90619,1.16249,1.143918,1.170853,1.159087,1.80918601242099
"UNC5C",0.63769,0.63769,8.600051,7.460384,10.688554,8.91632966666667,0.165150822436352
"UNC5CL",0.47043,0.47043,0.301913,0.161453,0.250472,0.237946,1.18779817536468
"UNC5D",0.44952,0.44952,8.030364,4.345999,5.07088,5.81574766666667,0.212672192529819
"UNC79",1.25447,1.25447,7.355982,6.261255,7.712071,7.10976933333333,0.277994343283418
"UNC80",0.83631,0.83631,5.390193,16.130161,5.808629,9.109661,0.181639127167568
"UNC93A",0,0,0,0,0,0,1
"UNC93B1",35.15657,35.15657,0.262284,1.277566,0.518373,0.686074333333333,21.444232490343
"UNCX",0,0,5.399636,4.716161,4.55277,4.88952233333333,0.169793056788363
"UNG",11.78158,11.78158,10.172989,9.858429,13.129706,11.053708,1.06038573358505
"UNK",9.42945,9.42945,21.612995,15.711765,16.886077,18.070279,0.546895512121244
"UNKL",29.94006,29.94006,18.099685,105.432261,47.768953,57.1002996666667,0.532528406523021
"UPB1",0.36589,0.36589,0.025377,0.128437,0.132329,0.095381,1.24695425609902
"UPF1",15.94224,15.94224,20.033254,19.184621,18.13312,19.1169983333333,0.842185286257501
"UPF2",6.73233,6.73233,4.441781,4.633987,5.359506,4.811758,1.33046317482593
"UPF3A",34.12163,34.12163,64.03055,69.556911,87.119693,73.5690513333333,0.470994727329999
"UPF3B",9.72216,9.72216,10.654459,9.260592,11.596303,10.5037846666667,0.932054998479631
"UPK1A",3.41844,3.41844,0.215202,0.398908,0.640719,0.418276333333333,3.11535904263133
"UPK1B",0.06272,0.06272,0.171399,0.85044,0.297041,0.439626666666667,0.738191382951136
"UPK2",0.21953,0.21953,0.496511,1.169031,0.578816,0.748119333333333,0.697623998971847
"UPK3A",0.74223,0.74223,0,0,0,0,1.74223
"UPK3B",0.56451,0.56451,0,0.236339,0.397729,0.211356,1.29153609673787
"UPP1",47.1995,47.1995,44.121782,39.515498,29.325202,37.6541606666667,1.24694209287449
"UPP2",0.15681,0.15681,0.285937,0.282496,0.231584,0.266672333333333,0.913266966963569
"UPRT",8.3736,8.3736,14.223754,11.808617,17.1354,14.389257,0.609100231414681
"UQCR10",331.65094,331.65094,74.455204,90.930181,85.447675,83.61102,3.93153208648235
"UQCR11",516.121,516.121,140.410495,162.080455,152.224797,151.571915666667,3.38935902941526
"UQCRB",379.6972,379.6972,169.174822,183.29655,131.024761,161.165377666667,2.34758618317733
"UQCRC1",544.92157,544.92157,158.540499,162.324008,202.034081,174.299529333333,3.11422153884924
"UQCRC2",200.64229,200.64229,299.16241,310.926058,302.538243,304.208903666667,0.660669749727299
"UQCRFS1",193.75315,193.75315,23.56736,25.730184,24.464759,24.5874343333333,7.61128089135106
"UQCRH",495.11905,495.11905,209.92532,250.206849,192.766434,217.632867666667,2.26918786408819
"UQCRQ",509.71274,509.71274,600.521638,765.882378,563.18262,643.195545333333,0.792791480319436
"URB1",5.04925,5.04925,5.151196,3.94502,3.902037,4.332751,1.13435823273954
"URB2",1.64127,1.64127,1.939682,2.348553,3.32544,2.53789166666667,0.74656610457735
"URGCP",23.38544,23.38544,24.637158,11.116837,18.810845,18.18828,1.27085074847772
"URI1",34.93704,34.93704,60.064868,72.493522,47.882286,60.146892,0.587716543303624
"URM1",99.03008,99.03008,22.999353,25.776053,28.687563,25.8209896666667,3.72954470521713
"UROC1",0.04182,0.04182,0.084869,0,0.039786,0.0415516666666667,1.00025762844218
"UROD",170.25271,170.25271,29.546923,32.169769,30.900173,30.8722883333333,5.37309113826311
"UROS",102.97121,102.97121,63.341279,65.504223,73.410261,67.4185876666667,1.51963397003377
"USB1",28.10016,28.10016,27.121536,29.063528,32.658272,29.6144453333333,0.950536901229285
"USE1",68.11781,68.11781,8.105629,9.601202,8.423186,8.71000566666667,7.11820490870294
"USF1",83.34919,83.34919,48.659005,48.053218,57.921793,51.544672,1.60528530847048
"USF2",149.11486,149.11486,80.754171,80.158074,91.550522,84.1542556666667,1.76285799018219
"USH1C",0.14636,0.14636,0.605586,7.192659,0.650295,2.81618,0.30039463547317
"USH1G",0.25089,0.25089,0,0.136408,0.153031,0.0964796666666667,1.14082370884519
"USH2A",0.03136,0.03136,0.034181,0.017513,0.032064,0.0279193333333333,1.0033472146647
"USHBP1",2.66575,2.66575,0.830315,0.754977,0.815643,0.800311666666667,2.03617521780951
"USO1",28.16289,28.16289,20.490145,18.973738,15.23042,18.2314343333333,1.51641783418373
"USP1",8.62449,8.62449,3.095262,3.090048,4.591572,3.592294,2.0957913408854
"USP10",24.11722,24.11722,46.583993,36.599352,52.129025,45.1041233333333,0.54479335434712
"USP11",76.34505,76.34505,196.716402,249.268372,247.264544,231.083106,0.333264455707517
"USP12",33.95437,33.95437,16.266877,14.571298,16.841119,15.893098,2.06915096331058
"USP13",2.1326,2.1326,3.627357,3.723917,4.371022,3.907432,0.638337933159339
"USP14",44.94145,44.94145,59.56127,48.139279,55.158091,54.2862133333333,0.830974798780455
"USP15",33.83937,33.83937,41.154124,37.050642,49.323213,42.5093263333333,0.800733381461457
"USP16",30.32685,30.32685,10.489354,11.864469,12.732154,11.6953256666667,2.4675893177166
"USP17L2",0,0,0,0,0,0,1
"USP17L3",0,0,0,0,0,0,1
"USP17L5",0,0,0,0.001253,0,0.000417666666666667,0.999582507705948
"USP17L6P",0,0,0,0.102538,0,0.0341793333333333,0.966950283928835
"USP17L7",0,0,0,0,0,0,1
"USP17L8",0,0,0.2538,0,0,0.0846,0.921998893601328
"USP18",4.84017,4.84017,0.219019,0.240801,0.491352,0.317057333333333,4.43425646871359
"USP19",42.73567,42.73567,30.895485,36.898335,23.975771,30.5898636666667,1.38448429095785
"USP2",3.79478,3.79478,0.413365,0.457807,0.769059,0.546743666666667,3.09991894800065
"USP20",57.8416,57.8416,27.990934,21.582436,35.415821,28.3297303333333,2.00621005823318
"USP21",13.86191,13.86191,12.875432,9.697577,16.675199,13.082736,1.05532831120316
"USP22",47.36676,47.36676,358.601979,413.535711,443.835363,405.324351,0.119034854497313
"USP24",5.82284,5.82284,49.205138,43.214032,43.352645,45.2572716666667,0.14749767450977
"USP25",17.39534,17.39534,10.911312,9.911846,10.041944,10.2883673333333,1.62958375261944
"USP26",0.01045,0.01045,0,0.019061,0,0.00635366666666667,1.00407047091794
"USP28",2.42531,2.42531,8.54377,9.354926,6.990686,8.29646066666667,0.368453126713242
"USP29",0,0,0,0.501162,0,0.167054,0.856858380160644
"USP3",5.47786,5.47786,21.281497,23.409557,34.115964,26.269006,0.237553946777525
"USP30",5.89602,5.89602,13.192822,13.988315,13.720064,13.6337336666667,0.471241322076815
"USP31",9.42945,9.42945,4.497279,5.355922,5.097433,4.98354466666667,1.7430220013399
"USP32",17.79259,17.79259,42.898617,46.420624,41.977881,43.7657073333333,0.419798795092571
"USP32P1",4.99698,4.99698,1.084819,1.463542,1.291768,1.280043,2.63020478122562
"USP32P2",1.02449,1.02449,0.512639,0.536599,0.999177,0.682805,1.20304491607762
"USP33",31.43497,31.43497,72.645255,71.709674,92.272527,78.8758186666667,0.406067449967002
"USP34",39.05588,39.05588,104.089356,179.402949,111.716099,131.736134666667,0.301770728073333
"USP35",26.83524,26.83524,16.291805,15.403285,18.049262,16.5814506666667,1.583216341344
"USP36",14.37415,14.37415,14.131728,17.791611,17.780154,16.567831,0.875130800153986
"USP37",1.94443,1.94443,3.549694,2.644149,2.61029,2.934711,0.748321795425382
"USP38",2.23714,2.23714,3.854233,2.964656,4.311897,3.710262,0.687252641148199
"USP39",34.78023,34.78023,49.71231,43.14012,41.98706,44.9464966666667,0.778736848199308
"USP4",25.44487,25.44487,34.550798,33.34607,46.640865,38.1792443333333,0.674971415349656
"USP40",15.71226,15.71226,9.447957,9.86943,11.056659,10.124682,1.50226855922713
"USP41",0.02091,0.02091,8.60595,7.85094,0,5.48563,0.157411076487558
"USP42",2.18487,2.18487,5.485991,5.95865,7.52392,6.32285366666667,0.434921977820941
"USP43",0.4077,0.4077,0.208462,0.384515,0.363131,0.318702666666667,1.06748855187978
"USP44",0.58542,0.58542,0.481032,1.123856,1.228971,0.944619666666667,0.815285388282439
"USP45",4.62064,4.62064,4.06993,3.746958,3.908759,3.908549,1.14507158836552
"USP46",9.15764,9.15764,15.444631,16.318001,16.603456,16.1220293333333,0.593249772106453
"USP47",28.8633,28.8633,26.871349,24.385104,25.947338,25.734597,1.11702824620846
"USP48",19.30841,19.30841,40.807622,45.772753,43.934545,43.5049733333333,0.45631776583471
"USP49",0.32407,0.32407,6.314587,4.4436,7.349207,6.035798,0.188190451175545
"USP5",176.13827,176.13827,113.946519,106.526626,111.133993,110.535712666667,1.58817535446599
"USP50",1.26493,1.26493,3.411577,4.2688,4.030204,3.903527,0.461898139849133
"USP51",0.72132,0.72132,1.575522,1.322399,1.448385,1.44876866666667,0.702932875379817
"USP53",28.53923,28.53923,4.064528,2.605627,2.354579,3.00824466666667,7.36961749008336
"USP54",16.82037,16.82037,11.249333,12.187099,11.955797,11.7974096666667,1.39249820582181
"USP6",1.83989,1.83989,0.474598,0.372534,0.386175,0.411102333333333,2.01253299134695
"USP6NL",4.67291,4.67291,7.657301,8.111222,10.001738,8.590087,0.59153895058512
"USP7",29.05147,29.05147,248.414394,201.955459,217.157289,222.509047333333,0.13445303605622
"USP8",25.63304,25.63304,21.949426,23.618857,30.667358,25.4118803333333,1.00837349192392
"USP9X",14.7714,14.7714,25.577465,26.974819,18.831877,23.7947203333333,0.63607896310076
"USP9Y",0,0,39.682428,36.740276,44.299653,40.2407856666667,0.0242478406711893
"USPL1",6.36644,6.36644,9.517834,7.906204,8.400957,8.60833166666667,0.766672119110515
"UST",23.85587,23.85587,5.14902,7.480666,9.25887,7.29618533333333,2.99606011694692
"UTF1",0.4077,0.4077,0,0,0,0,1.4077
"UTP14A",9.81624,9.81624,5.716113,4.55335,5.82483,5.36476433333333,1.69939363557478
"UTP14C",4.96562,4.96562,5.549641,5.144618,8.071843,6.25536733333333,0.822235419093414
"UTP15",4.7879,4.7879,5.286388,5.417705,7.441887,6.04866,0.821134797252244
"UTP18",34.43525,34.43525,23.520176,20.418894,31.190459,25.0431763333333,1.36063472237238
"UTP20",2.17442,2.17442,1.466934,1.368133,1.453798,1.42962166666667,1.30654909920818
"UTP23",8.87539,8.87539,6.808671,9.073673,12.812031,9.56479166666667,0.934745360967049
"UTP3",17.17581,17.17581,11.773783,12.988209,13.040007,12.6006663333333,1.33639114103209
"UTP6",26.35436,26.35436,34.920089,43.115649,39.87795,39.3045626666667,0.678691398446138
"UTRN",9.42945,9.42945,13.663284,9.83211,4.106117,9.20050366666667,1.02244461065991
"UTS2",2.2476,2.2476,86.073934,123.360363,29.225169,79.5531553333333,0.0403162357397579
"UTS2R",0.63769,0.63769,0,0.087374,0.335641,0.141005,1.4353048409078
"UTY",0,0,2.134565,2.327924,2.827974,2.43015433333333,0.291532071977714
"UVRAG",8.30042,8.30042,23.144913,20.508911,25.538109,23.0639776666667,0.38648722704239
"UVSSA",1.64127,1.64127,2.960612,3.644879,5.222686,3.94272566666667,0.53437519662734
"UXS1",57.7266,57.7266,18.408847,19.577942,18.902993,18.9632606666667,2.94173386705599
"UXT",139.95722,139.95722,14.779009,18.784864,22.684439,18.7494373333333,7.13727776750838
"VAC14",65.43115,65.43115,24.602278,27.902104,21.87239,24.7922573333333,2.5756237285267
"VAMP1",567.95158,567.95158,33.945507,46.132881,48.076081,42.7181563333333,13.014079909088
"VAMP2",291.21514,291.21514,145.010036,184.48164,179.63055,169.707408666667,1.71178944301472
"VAMP3",77.90269,77.90269,62.152452,62.053566,32.604916,52.2703113333333,1.48117568726555
"VAMP4",17.23853,17.23853,10.81269,8.127489,11.108061,10.01608,1.65562795477157
"VAMP5",112.34839,112.34839,0.339098,0.309531,0.934466,0.527698333333333,74.1955316221898
"VAMP7",0,0,18.227381,20.968232,20.846588,20.014067,0.0475871710126364
"VAMP8",104.38249,104.38249,0.170386,0.347019,0,0.172468333333333,89.8808837765341
"VANGL1",1.11857,1.11857,4.942643,1.694485,1.429503,2.688877,0.574312995526823
"VANGL2",1.71444,1.71444,34.476161,35.093182,54.409437,41.32626,0.0641313454106269
"VAPA",201.94903,201.94903,122.436631,142.996079,132.9756,132.80277,1.51677749272306
"VAPB",38.9618,38.9618,24.943483,29.026815,26.117609,26.695969,1.44287423198661
"VARS2",12.05338,12.05338,38.35622,32.061838,37.576149,35.998069,0.352812467050645
"VASH1",16.07814,16.07814,26.173402,28.674323,28.990901,27.9462086666667,0.589995746823539
"VASH2",1.09766,1.09766,17.102678,15.666686,20.29426,17.6878746666667,0.112247114100223
"VASN",13.09877,13.09877,0.595903,0.767087,1.36633,0.909773333333333,7.38243107384471
"VASP",52.33238,52.33238,33.217253,54.701282,62.314624,50.0777196666667,1.04414175785543
"VAT1",490.8643,490.8643,382.874952,432.486034,355.713042,390.358009333333,1.25681419127687
"VAT1L",153.66232,153.66232,217.240197,222.846783,185.509495,208.532158333333,0.738131660696952
"VAV1",9.49217,9.49217,0.058604,0.564031,0.397729,0.340121333333333,7.82926869308351
"VAV2",16.10951,16.10951,17.145622,17.224171,17.41957,17.263121,0.936833852220549
"VAV3",1.62036,1.62036,8.343175,6.972866,10.339218,8.551753,0.274332889470655
"VAX1",0.01045,0.01045,0.016568,0.138712,0.023328,0.059536,0.953672173479712
"VAX2",3.23026,3.23026,0.591038,0.293539,0.608587,0.497721333333333,2.82446400799081
"VBP1",82.23062,82.23062,59.746513,58.734639,67.375822,61.9523246666667,1.32212146955187
"VCAM1",2.82256,2.82256,0.282399,0.776807,0.946001,0.668402333333333,2.29114999639376
"VCAN",2.21623,2.21623,18.614933,19.153485,21.125094,19.6311706666667,0.155891783940133
"VCL",26.62616,26.62616,21.609059,21.723935,28.779225,24.0374063333333,1.10339544089358
"VCP",218.9053,218.9053,149.30411,146.665272,167.724402,154.564594666667,1.4135947865978
"VCPIP1",3.07346,3.07346,3.083757,2.924299,3.355677,3.12124433333333,0.988405362684555
"VCX",0.01045,0.01045,0,0,0.361694,0.120564666666667,0.901732876341511
"VCX2",0,0,0,0,0,0,1
"VCX3A",0.03136,0.03136,0.37252,0.459808,0,0.277442666666667,0.807363044081822
"VCX3B",0.08363,0.08363,0.011091,0,0,0.003697,1.07963857618385
"VCY",0,0,0,0,0,0,1
"VDAC1",211.66073,211.66073,168.433891,185.488229,193.627818,182.516646,1.15880893987132
"VDAC2",175.5424,175.5424,152.813742,157.602473,161.431049,157.282421333333,1.11536327605333
"VDAC3",376.51921,376.51921,423.516889,563.217571,466.703139,484.479199666667,0.777621801838693
"VDR",0.6586,0.6586,0.222717,0.406825,0.091947,0.240496333333333,1.33704546755344
"VEGFA",10.76755,10.76755,7.178164,10.732414,4.070559,7.32704566666667,1.4131722667387
"VEGFB",105.03064,105.03064,63.878545,75.535624,53.540426,64.3181983333333,1.62329400849212
"VEGFC",3.43934,3.43934,0.040617,0.251216,0.527586,0.273139666666667,3.48692301106529
"VENTX",5.42559,5.42559,0.130379,0.122372,0.140372,0.131041,5.6811291544692
"VEPH1",0.80495,0.80495,0.325918,0.253895,1.473666,0.684493,1.07150935029116
"VEZF1",13.36012,13.36012,10.520505,9.269953,12.460455,10.7503043333333,1.22210621892261
"VEZT",41.15712,41.15712,93.969548,89.305285,94.856806,92.7105463333333,0.449865267565989
"VGF",31.27816,31.27816,331.756006,407.097394,189.601894,309.485098,0.103960416161422
"VGLL1",0,0,0,0,0,0,1
"VGLL2",0.16726,0.16726,0,0,0.067495,0.0224983333333333,1.14157643288742
"VGLL3",2.14306,2.14306,0.661625,0.537181,0.319181,0.505995666666667,2.08703123758435
"VGLL4",38.39729,38.39729,12.685709,32.218087,13.933044,19.61228,1.91135041829434
"VHL",5.04925,5.04925,26.177517,27.405506,34.663775,29.4155993333333,0.198886431061395
"VHLL",0.01045,0.01045,0.486604,0.59222,0,0.359608,0.743192155385964
"VIL1",0.02091,0.02091,0,0,0,0,1.02091
"VILL",6.83687,6.83687,2.2503,3.119113,3.928134,3.09918233333333,1.9118129818898
"VIM",2459.28712,2459.28712,81.839767,135.08142,175.026853,130.649346666667,18.6881832860849
"VIP",0.30316,0.30316,0.220839,0,0,0.073613,1.213807955008
"VIPAS39",19.83111,19.83111,10.063957,11.227326,13.430011,11.5737646666667,1.65671225382671
"VIPR1",2.09079,2.09079,0.882275,1.18266,0.352048,0.805661,1.7117221892703
"VIPR2",0.09409,0.09409,0.157275,0.286627,0.161661,0.201854333333333,0.910334946303809
"VIT",29.98187,29.98187,0,0,0,0,30.98187
"VKORC1",157.74981,157.74981,24.303283,27.392566,34.554468,28.7501056666667,5.33610911432393
"VKORC1L1",16.51721,16.51721,22.478595,21.599112,21.494473,21.8573933333333,0.766369539367131
"VLDLR",3.78432,3.78432,15.13308,10.058136,7.585806,10.925674,0.401178164018235
"VMA21",13.25558,13.25558,12.586393,11.904911,11.784458,12.0919206666667,1.08888377518939
"VMAC",1.96534,1.96534,0.799771,0.756509,0.449158,0.668479333333333,1.77727104001688
"VMO1",7.78818,7.78818,1.349601,1.704278,2.36623,1.806703,3.13113998880537
"VMP1",54.2559,54.2559,108.37103,123.027679,84.863359,105.420689333333,0.519221406534271
"VN1R1",0.43907,0.43907,1.596313,2.411047,2.261968,2.089776,0.465752209868936
"VN1R2",0.36589,0.36589,0.278315,0.200724,0.480766,0.319935,1.03481610836897
"VN1R3",0,0,0,0,0,0,1
"VN1R4",0,0,0,0,0,0,1
"VN1R5",0,0,0,0,0,0,1
"VNN1",0.41816,0.41816,0.059652,0.018507,0.05576,0.0446396666666667,1.35755901795803
"VNN2",2.81211,2.81211,0,0,0,0,3.81211
"VNN3",0.08363,0.08363,0.092458,0.216694,0.125886,0.145012666666667,0.946391277185289
"VOPP1",49.15438,49.15438,19.684197,24.282633,20.6734,21.5467433333333,2.22446227637014
"VPREB1",0,0,0,0,0,0,1
"VPREB3",6.1051,6.1051,0.27583,1.755728,0.775262,0.935606666666667,3.67073544556229
"VPS11",47.3354,47.3354,27.37453,21.550886,27.169441,25.3649523333333,1.83332021195765
"VPS13A",4.18157,4.18157,19.332063,19.808967,15.878109,18.339713,0.267923831134412
"VPS13B",4.71472,4.71472,6.421218,11.948688,8.989747,9.11988433333333,0.564702106443707
"VPS13C",9.11583,9.11583,24.818894,23.458103,32.75072,27.009239,0.361160472799707
"VPS13D",18.30483,18.30483,33.411519,32.10138,27.556377,31.023092,0.60284091242657
"VPS16",55.24902,55.24902,28.344091,30.560027,29.41412,29.4394126666667,1.84790096366073
"VPS18",20.13427,20.13427,10.193406,10.793978,10.227836,10.4050733333333,1.85305866804305
"VPS25",109.70355,109.70355,30.930146,34.116198,42.287908,35.778084,3.01004125174112
"VPS26A",34.65478,34.65478,49.782693,59.964589,63.423939,57.7237403333333,0.60716125705912
"VPS26B",34.21571,34.21571,53.671716,53.24235,56.665853,54.5266396666667,0.6342128789245
"VPS28",417.96904,417.96904,75.727097,70.473588,74.258059,73.486248,5.62478378559221
"VPS29",176.62961,176.62961,100.844125,102.606863,99.266229,100.905739,1.7430775905565
"VPS33A",20.20745,20.20745,30.978995,31.140935,37.019413,33.0464476666667,0.622897584136604
"VPS33B",17.91804,17.91804,34.432566,42.907334,39.800813,39.0469043333333,0.472397063266971
"VPS35",65.94339,65.94339,117.547515,190.695939,139.927013,149.390155666667,0.445131462915546
"VPS36",22.90456,22.90456,28.020053,33.014359,30.737804,30.5907386666667,0.756695190075539
"VPS37A",26.75161,26.75161,19.699063,19.975509,26.037242,21.903938,1.21165233681649
"VPS37B",17.92849,17.92849,7.525736,6.370298,8.599991,7.498675,2.2272283620682
"VPS37C",14.14417,14.14417,4.83701,7.403227,5.213769,5.818002,2.22120351387401
"VPS37D",6.69052,6.69052,8.056188,8.348157,9.303703,8.56934933333333,0.803661746699044
"VPS39",33.72438,33.72438,59.75165,63.843552,54.731629,59.442277,0.574504828797234
"VPS41",30.13868,30.13868,80.1009,103.835092,79.148129,87.694707,0.351077094149485
"VPS45",46.0182,46.0182,20.829794,24.880084,25.283423,23.6644336666667,1.90631581634667
"VPS4A",123.1473,123.1473,20.73258,23.756372,22.473683,22.3208783333333,5.32344014773028
"VPS4B",21.31556,21.31556,27.683652,25.805889,31.269016,28.2528523333333,0.762850738304642
"VPS51",207.05054,207.05054,65.45185,67.267519,46.915665,59.8783446666667,3.41748024094873
"VPS52",48.54805,48.54805,24.462392,22.152617,24.843542,23.819517,1.99633417523798
"VPS53",8.55132,8.55132,26.040185,33.662557,27.499743,29.067495,0.317662645325126
"VPS54",11.60386,11.60386,8.780914,8.456913,13.845665,10.361164,1.10938104581538
"VPS72",43.33154,43.33154,101.746706,131.532783,146.277447,126.518978666667,0.34764660494876
"VPS8",29.68916,29.68916,89.826098,108.916469,96.813714,98.5187603333333,0.308375625833844
"VRK1",14.11281,14.11281,12.802775,20.981563,12.626005,15.4701143333333,0.917589865749363
"VRK2",2.68666,2.68666,0.190881,0.31713,0.491025,0.333012,2.76566152442739
"VRK3",14.16508,14.16508,29.222134,37.896492,29.223855,32.1141603333333,0.457963597667749
"VRTN",0.01045,0.01045,0.045054,0.02034,0.031686,0.03236,0.97877678329265
"VSIG1",0.05227,0.05227,2.382014,1.523151,1.754687,1.88661733333333,0.364533943536217
"VSIG10",5.02834,5.02834,4.288834,12.475415,11.216024,9.32675766666667,0.583759219939734
"VSIG10L",6.40826,6.40826,4.733655,3.677423,5.426813,4.61263033333333,1.31992658700546
"VSIG2",0.24044,0.24044,0,0.139714,0,0.0465713333333333,1.18524171309871
"VSIG4",109.714,109.714,0.152763,0.279568,0.080241,0.170857333333333,94.5580617279874
"VSIG8",0.21953,0.21953,0,0,0,0,1.21953
"VSNL1",200.25549,200.25549,22.449468,36.396583,22.529436,27.1251623333333,7.15570945386069
"VSTM1",0.07318,0.07318,0,0,0,0,1.07318
"VSTM2A",18.6289,18.6289,24.874926,26.096723,25.057015,25.342888,0.745130905920414
"VSTM2B",86.68399,86.68399,6.036745,4.995227,5.059593,5.363855,13.7784393264774
"VSTM2L",62.1068,62.1068,40.347224,37.911284,49.1151,42.4578693333333,1.45213746021357
"VSTM4",3.88886,3.88886,3.732955,3.924623,5.037271,4.23161633333333,0.934483664035251
"VSTM5",12.34609,12.34609,3.939207,5.498053,5.012187,4.81648233333333,2.29452944841175
"VSX1",0.09409,0.09409,0,0.313654,0,0.104551333333333,0.990528884427885
"VSX2",0.01045,0.01045,0,0,0.036758,0.0122526666666667,0.998219153452465
"VTA1",24.67128,24.67128,34.781663,40.150731,38.850545,37.9276463333333,0.659461396154793
"VTCN1",0.58542,0.58542,1.38933,0.828051,0.878583,1.031988,0.780230985616057
"VTI1A",13.15104,13.15104,18.233813,13.642984,15.260401,15.7123993333333,0.84673898210267
"VTI1B",115.0246,115.0246,66.745181,84.911085,101.519394,84.3918866666667,1.35873095828074
"VTN",1.0663,1.0663,0.244385,0.783176,0.272716,0.433425666666667,1.44151179098463
"VWA1",175.12424,175.12424,12.636055,6.197575,4.140177,7.65793566666667,20.3425212176251
"VWA2",0.28226,0.28226,0.133379,0.165376,0.174865,0.157873333333333,1.1074268342536
"VWA3A",0.12545,0.12545,0.215593,0.591424,0.600518,0.469178333333333,0.766040428493478
"VWA3B",0.29271,0.29271,0.088867,0.206398,0,0.0984216666666667,1.17687955293429
"VWA5A",27.98517,27.98517,29.504068,25.15647,17.428667,24.029735,1.15802943978432
"VWA5B1",0.01045,0.01045,0.542611,0.302131,0.165684,0.336808666666667,0.755867331799664
"VWA5B2",10.32848,10.32848,24.662385,22.740435,20.406566,22.6031286666667,0.479956710823619
"VWA7",18.98434,18.98434,3.028727,2.406556,4.461021,3.298768,4.64885288063929
"VWA8",6.55461,6.55461,3.42195,3.922506,3.168869,3.50444166666667,1.67714681619809
"VWC2",10.81982,10.81982,0.528767,0.517927,0.347023,0.464572333333333,8.07049247823654
"VWC2L",1.07675,1.07675,0.716219,1.684598,2.991666,1.79749433333333,0.742360753069145
"VWCE",2.00715,2.00715,4.969604,5.789171,4.99051,5.24976166666667,0.481162348324216
"VWDE",0.61678,0.61678,0.442887,0.10837,0.174396,0.241884333333333,1.30187647641903
"VWF",14.2278,14.2278,0.332145,0.209924,0.034681,0.19225,12.7723212413504
"WAC",32.46991,32.46991,43.524364,54.387081,50.919441,49.6102953333333,0.661326115162102
"WARS2",6.39781,6.39781,4.739279,3.673491,3.833277,4.08201566666667,1.45568421768607
"WAS",12.56562,12.56562,0.909872,1.878557,1.193187,1.32720533333333,5.82914614610715
"WASF1",24.98489,24.98489,60.892229,68.675585,73.471942,67.6799186666667,0.37834771072045
"WASF2",18.95298,18.95298,4.063975,4.039319,5.111384,4.40489266666667,3.69165147775367
"WASF3",15.11638,15.11638,26.618531,28.392525,30.907482,28.6395126666667,0.543746457009898
"WASH2P",14.72959,14.72959,12.057717,14.611627,17.883227,14.850857,0.992349498831514
"WASL",29.36509,29.36509,9.171588,10.450851,11.479146,10.367195,2.67129137839194
"WBP1",112.90245,112.90245,35.815856,29.282264,36.116359,33.7381596666667,3.27888555677566
"WBP11",31.34088,31.34088,46.760054,44.232192,44.669021,45.2204223333333,0.699709746630254
"WBP11P1",0,0,0.054789,0.025147,0.075479,0.051805,0.950746573747035
"WBP1L",22.6014,22.6014,11.375861,12.376506,9.330725,11.0276973333333,1.96225423253639
"WBP2",314.72603,314.72603,84.420337,88.237992,99.780902,90.813077,3.43879151332658
"WBP2NL",0.55406,0.55406,0.067453,0.645953,0.065207,0.259537666666667,1.23383368447629
"WBP4",12.14747,12.14747,6.75801,7.36235,7.268306,7.12955533333333,1.61724343594685
"WDFY1",10.53756,10.53756,18.197113,29.591404,20.395296,22.7279376666667,0.486243691385287
"WDFY2",7.58955,7.58955,6.610234,8.748281,9.811455,8.38999,0.914756032754029
"WDFY3",5.82284,5.82284,26.747161,26.511999,27.191788,26.8169826666667,0.245276063250953
