"Hs_symbol","DRG","dHs_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Hs_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","FoldChange"
"TMEM127",19.09933,19.09933,15.698534,15.222475,16.589095,15.8367013333333,869,684,812,1.19378075325285
"TMEM128",28.29879,28.29879,8.08484,8.409335,8.771475,8.42188333333333,140,110,130,3.10965323634871
"TMEM129",58.1134,58.1134,17.154858,15.986734,15.956845,16.3661456666667,480,356,426,3.40394472870654
"TMEM130",113.71785,113.71785,13.551016,7.810749,16.51521,12.6256583333333,382,177,350,8.4192519138219
"TMEM131",5.41514,5.41514,19.192117,26.076057,20.449115,21.905763,925,931,860,0.280066636505407
"TMEM132A",40.92714,40.92714,544.191985,259.39134,451.29354,418.292288333333,10877,4280,7931,0.0999950181928181
"TMEM132B",6.33508,6.33508,5.505777,5.408226,3.57176,4.82858766666667,471,252,323,1.25846610182238
"TMEM132C",6.39781,6.39781,0,0.047559,0,0.015853,0,3,0,7.28236270405265
"TMEM132D",4.11885,4.11885,3.173947,1.633869,3.336118,2.71464466666667,301,124,276,1.37801874993158
"TMEM132E",83.65235,83.65235,31.992906,12.97494,30.514954,25.1609333333333,1538,520,1202,3.2358306533406
"TMEM134",68.74505,68.74505,21.382375,17.005652,15.968593,18.1188733333333,163,125,123,3.64796862158196
"TMEM135",9.19946,9.19946,63.646481,108.217825,42.48892,71.4510753333333,390,366,362,0.140777206591817
"TMEM138",27.01296,27.01296,20.751101,19.71632,22.93849,21.1353036666667,212,157,175,1.26553312400157
"TMEM139",4.85062,4.85062,1.30642,2.772812,1.598718,1.89265,12,24,18,2.02258137002403
"TMEM140",10.79891,10.79891,2.405179,2.461225,2.102024,2.32280933333333,70,58,54,3.55088385049278
"TMEM141",200.23458,200.23458,20.197645,16.206456,21.358177,19.2540926666667,161,108,152,9.93550208897698
"TMEM143",10.34939,10.34939,6.368505,4.693444,5.520862,5.52760366666667,76,42,75,1.73867633201383
"TMEM144",2.6553,2.6553,3.2593,3.725584,1.440033,2.80830566666667,47,45,35,0.959823165454944
"TMEM145",13.2974,13.2974,32.205775,19.713686,37.974956,29.9648056666667,349,126,277,0.461730654921921
"TMEM147",196.48162,196.48162,72.161915,40.44762,78.878117,63.8292173333333,734,341,721,3.04618238694146
"TMEM14A",102.04081,102.04081,16.161722,13.532368,16.532703,15.408931,182,124,161,6.2795565414956
"TMEM14B",121.19241,121.19241,27.506507,27.153727,29.500336,28.0535233333333,202,135,180,4.20576907654459
"TMEM14C",179.42081,179.42081,30.977436,37.771414,37.489897,35.4129156666667,360,328,371,4.95485754702038
"TMEM150A",14.58323,14.58323,13.199178,14.113849,11.25724,12.8567556666667,191,157,154,1.12459441263632
"TMEM150B",1.57854,1.57854,0.165855,0,0.071284,0.0790463333333333,2,0,1,2.38964715447807
"TMEM150C",9.29354,9.29354,2.39715,2.69616,3.312973,2.80209433333333,114,60,110,2.70733419467148
"TMEM151A",49.53072,49.53072,1.722462,1.349802,2.373464,1.81524266666667,61,36,69,17.9489749137079
"TMEM151B",14.37415,14.37415,3.374307,2.601801,3.744703,3.24027033333333,220,120,207,3.62574760367087
"TMEM154",0.26135,0.26135,0.110553,0.499026,0.581503,0.397027333333333,18,31,23,0.902881403895223
"TMEM156",2.20578,2.20578,0.957992,0.509298,0.193856,0.553715333333333,6,6,2,2.06329945468346
"TMEM158",7.18185,7.18185,1.217005,1.544748,1.96857,1.57677433333333,22,20,28,3.17522954732939
"TMEM159",23.73042,23.73042,4.03681,6.403565,4.858732,5.09970233333333,90,77,70,4.05436505726755
"TMEM160",182.06565,182.06565,5.361258,5.540222,6.617002,5.839494,31,23,30,26.7659639733583
"TMEM161A",36.90237,36.90237,16.481926,12.990737,18.429021,15.967228,151,103,144,2.23385752817137
"TMEM161B",3.78432,3.78432,6.460167,6.465037,6.269445,6.39821633333333,201,169,177,0.646685604264343
"TMEM163",39.51586,39.51586,7.664196,2.889418,8.580702,6.37810533333333,209,69,212,5.49136372680321
"TMEM164",11.64568,11.64568,9.683734,12.502248,6.63502,9.60700066666667,397,319,403,1.19220130151778
"TMEM165",49.80252,49.80252,43.792829,66.861809,56.155148,55.603262,864,900,867,0.897519298446086
"TMEM167A",47.66992,47.66992,95.108901,111.296689,94.419753,100.275114333333,3331,3016,3048,0.480571365634894
"TMEM167B",31.74859,31.74859,14.406925,17.955199,14.985096,15.7824066666667,509,462,502,1.95136434543953
"TMEM168",6.49189,6.49189,11.65547,9.749023,9.80447,10.4029876666667,389,310,339,0.657011146464744
"TMEM169",3.48116,3.48116,8.029814,8.802796,10.086496,8.97303533333333,362,239,385,0.44932759688742
"TMEM17",8.7813,8.7813,2.30929,2.398082,2.829328,2.51223333333333,54,44,60,2.78492317328955
"TMEM170A",5.28969,5.28969,8.015276,9.602885,6.669789,8.09598333333333,338,258,296,0.691479938947411
"TMEM170B",2.69711,2.69711,1.930815,2.540109,1.918113,2.129679,255,269,223,1.18130645347334
"TMEM171",0.44952,0.44952,0.363264,0.224676,0.41181,0.33325,6,3,6,1.08720795049691
"TMEM174",0.09409,0.09409,0,0,0,0,0,0,0,1.09409
"TMEM175",83.20283,83.20283,96.26253,74.171319,88.635468,86.356439,496,272,415,0.963899524338441
"TMEM176A",307.68008,307.68008,1.144614,1.494642,1.871946,1.503734,11,10,17,123.287889208678
"TMEM176B",471.51407,471.51407,1.655408,0.833399,1.330998,1.27326833333333,24,9,17,207.856707046609
"TMEM177",15.48227,15.48227,4.605693,5.208395,5.571794,5.12862733333333,76,76,83,2.68939015272697
"TMEM178A",3.1989,3.1989,16.26638,10.263251,19.03156,15.1870636666667,233,122,237,0.259398497866331
"TMEM178B",5.57194,5.57194,7.928589,7.432821,7.468031,7.60981366666667,1344,1018,1121,0.76330804061923
"TMEM179",231.50229,231.50229,3.430097,2.184057,3.81926,3.14447133333333,114,63,101,56.099384288177
"TMEM179B",60.66416,60.66416,41.0753,31.781516,46.574305,39.8103736666667,287,156,255,1.5109922909225
"TMEM18",66.42427,66.42427,9.315587,9.149165,11.737881,10.0675443333333,276,215,276,6.09207137277336
"TMEM181",8.70812,8.70812,16.567833,17.811621,16.72199,17.0338146666667,1346,1162,1194,0.538328699692378
"TMEM182",5.43604,5.43604,11.978254,9.787958,8.383824,10.050012,144,96,98,0.582446426302523
"TMEM183A",71.50488,71.50488,20.437042,21.553912,19.6003,20.530418,542,457,457,3.36755561364392
"TMEM183AP1",0,0,1.391652,0,0,0.463884,1,0,0,0.683114235827429
"TMEM184A",0.16726,0.16726,0.865206,0.184573,0.061238,0.370339,9,10,5,0.85180382372537
"TMEM184B",48.62123,48.62123,64.194062,78.971457,51.520544,64.8953543333333,1849,1837,1674,0.753030778907262
"TMEM184C",15.57636,15.57636,15.545055,16.963893,12.865377,15.124775,542,482,445,1.02800566209451
"TMEM185A",9.11583,9.11583,38.384888,47.639272,42.224745,42.749635,485,376,404,0.231220900471513
"TMEM185B",5.9901,5.9901,4.962083,5.300194,4.92706,5.06311233333333,457,391,399,1.15288973974148
"TMEM186",9.06356,9.06356,4.442601,5.097528,5.185572,4.908567,71,70,82,1.70321500966309
"TMEM187",15.21047,15.21047,8.917791,14.631889,9.318407,10.956029,42,39,43,1.35584063906168
"TMEM19",8.96947,8.96947,6.973246,12.122979,9.663164,9.586463,295,234,308,0.941718683567873
"TMEM190",0.31362,0.31362,0,0.928594,0,0.309531333333333,0,4,0,1.00312223660679
"TMEM191A",28.27788,28.27788,0.602906,0.781075,1.645655,1.00987866666667,5,4,8,14.5669887867195
"TMEM192",7.86136,7.86136,7.264538,6.777983,10.499626,8.18071566666667,447,285,405,0.965214512870039
"TMEM196",0.17772,0.17772,0.710069,0.293815,0.220834,0.408239333333333,16,7,11,0.836306707335259
"TMEM198",6.42917,6.42917,6.394666,6.749291,5.360469,6.168142,210,163,150,1.03641501521594
"TMEM198B",17.51033,17.51033,24.793894,22.308256,26.600269,24.567473,391,290,375,0.723979643979677
"TMEM199",9.45035,9.45035,11.032808,8.569774,12.272843,10.6251416666667,276,185,254,0.898943883837975
"TMEM200A",2.59257,2.59257,4.26652,3.827629,4.757819,4.28398933333333,186,136,182,0.679897284677839
"TMEM200B",2.98982,2.98982,0.061386,0.754294,0.103751,0.306477,2,20,3,3.05387695305773
"TMEM200C",3.1989,3.1989,5.722501,3.943173,5.013211,4.89296166666667,431,275,325,0.712527967685745
"TMEM201",10.5062,10.5062,4.723427,5.237216,5.789849,5.250164,270,194,253,1.84094369363748
"TMEM202",0,0,0,0,0,0,0,0,0,1
"TMEM203",60.58053,60.58053,10.547633,9.829744,12.407561,10.9283126666667,222,164,227,5.1625516299623
"TMEM204",22.4655,22.4655,0.809614,0.736231,0.452536,0.666127,21,15,10,14.0838603539826
"TMEM205",170.98448,170.98448,67.035603,39.132821,64.124566,56.76433,315,165,278,2.97734743915492
"TMEM207",0.01045,0.01045,0,0,0,0,0,0,0,1.01045
"TMEM208",176.73415,176.73415,43.899557,37.480962,48.849896,43.4101383333333,293,212,268,4.00210755179288
"TMEM209",4.64155,4.64155,5.054202,6.913325,5.56108,5.842869,201,172,162,0.824442203993676
"TMEM210",0,0,0,0,0,0,0,0,0,1
"TMEM211",0.08363,0.08363,0,0,0,0,0,0,0,1.08363
"TMEM212",0.29271,0.29271,0.712699,1.900976,0.711353,1.10834266666667,19,41,17,0.613140368706668
"TMEM213",0.06272,0.06272,0.249641,0.434577,0.155192,0.279803333333333,16,14,9,0.830377584055884
"TMEM214",39.68312,39.68312,80.766191,73.258105,77.979486,77.334594,1687,1239,1600,0.519350620493418
"TMEM215",0.61678,0.61678,1.928922,2.696144,2.639207,2.42142433333333,157,177,191,0.472545888052666
"TMEM216",13.46466,13.46466,7.434732,9.048478,9.412946,8.632052,85,79,89,1.5017215438621
"TMEM217",0.21953,0.21953,2.512803,2.788231,2.36108,2.554038,50,38,40,0.343139268629092
"TMEM218",16.42312,16.42312,10.000596,11.706243,12.556575,11.421138,132,114,120,1.40269917297433
"TMEM219",166.6461,166.6461,60.399564,53.869658,65.90655,60.0585906666667,461,331,422,2.74565950785238
"TMEM220",7.27594,7.27594,0.953848,0.741335,2.161177,1.28545333333333,36,24,35,3.62113716315946
"TMEM221",0.32407,0.32407,0.856364,0.882149,0.998428,0.912313666666667,24,15,24,0.692391642166095
"TMEM222",88.82705,88.82705,19.015595,20.903585,20.518118,20.145766,426,346,411,4.24799224582359
"TMEM223",27.797,27.797,6.342164,4.651537,6.117649,5.70378333333333,74,42,65,4.29563405738551
"TMEM225",0,0,0,0,0,0,0,0,0,1
"TMEM229A",2.59257,2.59257,0.539,0.561284,0.628071,0.576118333333333,16,13,16,2.27937834616902
"TMEM229B",31.67541,31.67541,8.621474,8.172501,9.403659,8.73254466666667,518,409,452,3.35733470732594
"TMEM230",143.71018,143.71018,101.267113,103.145576,134.990067,113.134252,879,705,899,1.26789440912094
"TMEM231",8.89629,8.89629,7.681939,8.021046,5.922181,7.20838866666667,286,204,198,1.20563126356184
"TMEM232",3.063,3.063,0.67065,0.817084,1.381319,0.956351,7,7,11,2.07682568209897
"TMEM233",113.5715,113.5715,0.319665,0.090049,0.244494,0.218069333333333,10,3,9,94.0599166768832
"TMEM234",12.49245,12.49245,9.821235,12.536444,18.842615,13.7334313333333,151,118,159,0.915771057993415
"TMEM235",0.02091,0.02091,0,0,0,0,0,0,0,1.02091
"TMEM236",0.01045,0.01045,0.147088,0.196526,0.124,0.155871333333333,12,13,9,0.874188995660994
"TMEM237",7.40138,7.40138,18.040113,23.372238,18.404274,19.938875,545,481,505,0.401233590629869
"TMEM238",0.86768,0.86768,0.475738,0.300936,0,0.258891333333333,2,1,0,1.48359111747532
"TMEM239",0.86768,0.86768,0.099629,0.020508,0.056475,0.0588706666666667,6,1,3,1.76384147639057
"TMEM240",18.69163,18.69163,3.674057,2.886811,4.723301,3.76138966666667,32,20,36,4.13568965755026
"TMEM241",5.16424,5.16424,9.768849,4.724632,11.82998,8.774487,170,107,153,0.630645884535935
"TMEM242",29.03056,29.03056,5.717327,5.180499,6.519835,5.805887,328,242,322,4.41243881951023
"TMEM244",0.06272,0.06272,0,0,0,0,0,0,0,1.06272
"TMEM245",14.9073,14.9073,9.951369,11.034742,9.558318,10.1814763333333,1218,1025,1022,1.42264755795962
"TMEM247",0,0,0,0,0,0,0,0,0,1
"TMEM248",44.51284,44.51284,24.427148,28.43746,29.77813,27.5475793333333,1340,1097,1331,1.59428018286851
"TMEM248P1",0,0,0,0,0,0,0,0,0,1
"TMEM249",4.45337,4.45337,0.884168,0.356949,1.017157,0.752758,17,7,15,3.11130800715216
"TMEM25",30.30594,30.30594,35.276294,17.016103,33.402388,28.5649283333333,457,216,406,1.0588877350568
"TMEM251",14.05008,14.05008,5.472017,7.077211,8.40566,6.98496266666667,74,78,104,1.88480280099828
"TMEM252",0.15681,0.15681,0,0,0,0,0,0,0,1.15681
"TMEM26",0.3868,0.3868,0.059243,0.567732,0.033323,0.220099333333333,3,13,1,1.13662876629171
"TMEM30A",82.07381,82.07381,120.965285,126.519034,111.260829,119.581716,4111,3452,3634,0.688942011739159
"TMEM30B",1.07675,1.07675,0.034598,0.266043,0.020097,0.106912666666667,2,3,1,1.87616427432697
"TMEM31",0.94085,0.94085,0.640668,0.317858,0.14403,0.367518666666667,5,2,1,1.4192493655175
"TMEM33",18.72299,18.72299,15.864262,14.476143,14.154399,14.8316013333333,847,659,678,1.24579880359123
"TMEM37",3.67978,3.67978,0.124941,0.51328,0.283351,0.307190666666667,3,10,6,3.58002862117539
"TMEM38A",23.68861,23.68861,6.05261,2.488258,5.464328,4.66839866666667,130,66,123,4.35548228906036
"TMEM38B",2.96892,2.96892,3.714549,2.609412,5.656552,3.99350433333333,72,46,80,0.794816572703485
"TMEM39A",6.02146,6.02146,45.731609,42.739307,39.855579,42.7754983333333,815,737,739,0.160397031840376
"TMEM39B",11.7084,11.7084,6.963154,4.661363,6.173382,5.932633,137,80,116,1.83312747119312
"TMEM40",0.45997,0.45997,2.638368,1.216926,0.654763,1.50335233333333,22,12,14,0.583205959688455
"TMEM41A",25.44487,25.44487,7.719175,6.860503,8.002875,7.52751766666667,282,215,264,3.10112169023944
"TMEM41B",15.74362,15.74362,13.992381,13.728902,13.891077,13.8707866666667,589,458,433,1.12594043444462
"TMEM42",26.23937,26.23937,4.45221,2.75783,4.171151,3.79373033333333,80,40,64,5.68229084781643
"TMEM43",27.41021,27.41021,31.730744,30.94936,31.599898,31.4266673333333,1508,1204,1365,0.876137214717574
"TMEM44",10.42257,10.42257,16.269838,7.952222,11.437833,11.886631,216,112,165,0.886389157879977
"TMEM45A",5.89602,5.89602,28.229276,35.680004,30.505412,31.471564,627,679,513,0.212371045632419
"TMEM45B",12.01157,12.01157,0.64314,0.354272,0.259552,0.418988,21,9,5,9.16961242801208
"TMEM47",22.41323,22.41323,24.361934,34.893606,38.767257,32.6742656666667,1433,1648,1998,0.695285540351847
"TMEM50A",68.41052,68.41052,45.749092,46.845345,43.687323,45.4272533333333,1107,857,1074,1.49503825913745
"TMEM50B",71.76623,71.76623,34.961691,35.628215,32.461849,34.350585,503,443,460,2.05841657217271
"TMEM51",10.84073,10.84073,1.498575,1.44329,1.308989,1.41695133333333,37,31,25,4.89903534121636
"TMEM52",4.02476,4.02476,0.30407,0.805382,0.71781,0.609087333333333,2,3,3,3.12273914281015
"TMEM52B",1.73535,1.73535,0.103718,0.665788,0.607234,0.458913333333333,4,5,2,1.87492288781148
"TMEM53",36.5783,36.5783,6.646109,4.82365,6.688507,6.05275533333333,100,66,89,5.32817292305523
"TMEM54",248.68855,248.68855,0.562824,0.54577,0.860327,0.656307,3,3,5,150.75016286232
"TMEM59",371.25043,371.25043,400.176265,270.989364,364.982248,345.382625666667,3356,1934,2752,1.07467985521372
"TMEM59L",305.76701,305.76701,120.291679,79.922617,128.400581,109.538292333333,1187,640,1086,2.77521032326906
"TMEM60",37.43552,37.43552,13.845569,13.692123,13.670989,13.736227,142,113,125,2.60823343722922
"TMEM61",0.55406,0.55406,0,0,0,0,0,0,0,1.55406
"TMEM62",14.17553,14.17553,7.930285,8.500901,7.726388,8.05252466666667,133,77,111,1.67638648430084
"TMEM63A",9.94169,9.94169,19.025244,21.655008,17.908815,19.529689,427,330,330,0.532969106351294
"TMEM63B",81.20613,81.20613,39.682523,37.320657,34.681292,37.2281573333333,1043,688,915,2.1504078599237
"TMEM63C",28.66468,28.66468,20.218898,19.382309,20.030935,19.8773806666667,710,517,623,1.42090046992166
"TMEM64",7.06686,7.06686,9.364841,8.611917,7.800672,8.59247666666667,348,301,297,0.840956958282932
"TMEM65",7.60001,7.60001,2.56656,3.752535,2.473587,2.930894,349,409,295,2.18780002716939
"TMEM67",2.35213,2.35213,7.230582,18.062428,10.420485,11.9044983333333,112,133,110,0.259764456812799
"TMEM68",5.45695,5.45695,11.752714,15.070149,12.687964,13.1702756666667,152,151,126,0.455668622960452
"TMEM69",13.22422,13.22422,16.471332,14.463714,12.729391,14.5548123333333,211,163,162,0.9144578343461
"TMEM70",63.48672,63.48672,12.478689,12.655298,13.088212,12.740733,146,118,118,4.69310625568519
"TMEM71",1.00358,1.00358,2.835685,2.160957,1.552204,2.18294866666667,41,37,34,0.629472922696627
"TMEM72",15.40909,15.40909,1.466391,2.815178,1.053553,1.778374,45,67,35,5.90600473514365
"TMEM74",2.4044,2.4044,1.550975,1.178768,1.558548,1.42943033333333,150,92,134,1.40131616588855
"TMEM74B",7.02504,7.02504,5.862521,3.879119,7.094545,5.61206166666667,112,60,124,1.21369708943529
"TMEM75",0,0,0.031917,0.11862,0.03593,0.0621556666666667,1,3,1,0.941481584463294
"TMEM79",2.49849,2.49849,2.562777,2.763869,3.259019,2.86188833333333,82,51,62,0.90590138761996
"TMEM80",27.39975,27.39975,19.931622,16.490106,19.787913,18.736547,256,172,224,1.43894218173017
"TMEM81",7.23412,7.23412,2.70626,2.304201,3.311527,2.773996,48,33,52,2.18180411425979
"TMEM82",0,0,0,0,0,0,0,0,0,1
"TMEM86A",6.05283,6.05283,1.77148,1.307247,2.380804,1.81984366666667,99,46,77,2.5011422028006
"TMEM86B",6.1051,6.1051,3.321178,2.885014,3.898738,3.36831,57,41,55,1.6265100233271
"TMEM87A",22.88365,22.88365,59.060428,57.854158,64.579387,60.497991,1054,803,999,0.388364719101149
"TMEM87B",4.32793,4.32793,7.690329,17.196616,6.511127,10.466024,276,364,253,0.464671101333819
"TMEM88",10.29712,10.29712,6.171715,5.917246,6.246329,6.11176333333333,45,32,39,1.58851180368301
"TMEM88B",0.39725,0.39725,0.250287,0.310885,0,0.187057333333333,1,1,0,1.17707035773616
"TMEM89",0.18817,0.18817,0.735618,0,0.422575,0.386064333333333,4,0,2,0.85722572280796
"TMEM8B",19.21432,19.21432,3.841892,3.859939,4.525446,4.075759,443,275,372,3.98252162878498
"TMEM9",171.50718,171.50718,41.392728,46.693208,46.144047,44.7433276666667,711,541,674,3.77119874743408
"TMEM91",10.0985,10.0985,10.294081,7.457008,12.120319,9.957136,77,48,64,1.01290154653552
"TMEM92",0.19862,0.19862,1.827406,2.457228,2.571548,2.285394,44,48,41,0.364832954586269
"TMEM95",0.05227,0.05227,0,0,0,0,0,0,0,1.05227
"TMEM97",42.05616,42.05616,16.911948,20.873008,15.672707,17.819221,340,345,301,2.28788216047837
"TMEM97P1",0.08363,0.08363,0,0,0,0,0,0,0,1.08363
"TMEM98",31.80086,31.80086,20.550235,31.190291,15.144318,22.294948,292,418,264,1.40806753464313
"TMEM99",12.74334,12.74334,5.189017,5.758903,6.890516,5.94614533333333,57,59,63,1.9785563561488
"TMEM9B",63.37173,63.37173,22.993712,23.642679,26.817497,24.4846293333333,513,404,542,2.52590411098517
"TMF1",4.09794,4.09794,77.428298,100.733298,76.135141,84.765579,606,654,487,0.059440396245678
"TMIE",2.1326,2.1326,0.075618,0,0.048667,0.0414283333333333,1,0,1,3.00798422679109
"TMIGD1",0,0,0,0,0,0,0,0,0,1
"TMIGD2",2.62394,2.62394,3.605319,0.895644,2.45062,2.31719433333333,32,6,13,1.09247141886874
"TMLHE",6.54416,6.54416,2.402086,2.3705,3.271398,2.681328,72,55,70,2.04930394683658
"TMOD1",77.00365,77.00365,39.959587,13.430369,39.206996,30.8656506666667,1847,503,1571,2.44789133025915
"TMOD2",19.86247,19.86247,6.578708,5.077281,7.085609,6.24719933333333,921,574,810,2.87869410518951
"TMOD3",6.16782,6.16782,7.667694,10.457039,6.45337,8.192701,540,622,433,0.779729483206296
"TMOD4",0.3868,0.3868,2.651465,2.947414,1.571902,2.39026033333333,14,16,10,0.409054132617741
"TMPO",6.99368,6.99368,6.018338,11.36849,6.464461,7.95042966666667,304,408,290,0.893105727624473
"TMPPE",0.15681,0.15681,0.094476,0.169199,0.21333,0.159001666666667,5,9,10,0.998109004732521
"TMPRSS11A",0,0,0,0,0,0,0,0,0,1
"TMPRSS11B",0,0,0.027172,0.184457,0.029926,0.0805183333333333,1,2,1,0.925481751813559
"TMPRSS11BNL",0,0,0.02751,0,0,0.00917,1,0,0,0.990913324811479
"TMPRSS11CP",0.08363,0.08363,0.284089,0.882162,0.318519,0.494923333333333,2,5,2,0.724873293390742
"TMPRSS11D",0,0,0,0.300936,0,0.100312,0,1,0,0.90883313096649
"TMPRSS11E",0,0,0,0,0,0,0,0,0,1
"TMPRSS11F",0,0,0.033496,0.041651,0.037501,0.0375493333333333,1,1,1,0.963809592347095
"TMPRSS11GP",0.01045,0.01045,0,0,0,0,0,0,0,1.01045
"TMPRSS12",0.05227,0.05227,0,0.025843,0,0.00861433333333333,0,1,0,1.04328281407859
"TMPRSS13",0.10454,0.10454,0.019817,0.03176,0.029105,0.026894,1,1,1,1.07561247801623
"TMPRSS15",0,0,0.032966,0.040763,0,0.0245763333333333,2,2,0,0.97601317487651
"TMPRSS2",3.76341,3.76341,0.242278,0,0.670405,0.304227666666667,1,0,2,3.65228412319628
"TMPRSS3",0.30316,0.30316,0.097064,0.039705,0,0.0455896666666667,3,1,0,1.24633978466377
"TMPRSS4",0.87813,0.87813,0.087065,0.146202,0.104271,0.112512666666667,7,4,8,1.68818752026194
"TMPRSS5",18.07485,18.07485,4.46035,4.014118,1.711983,3.39548366666667,30,17,24,4.3396475670368
"TMPRSS6",1.18129,1.18129,0.103985,0.103153,0.047814,0.084984,5,4,2,2.01043517692427
"TMPRSS7",0.07318,0.07318,0.064043,0,0.064647,0.0428966666666667,2,0,2,1.02903771226935
"TMPRSS9",0.28226,0.28226,0.801428,0.221648,0.20668,0.409918666666667,15,7,8,0.909456715706533
"TMSB10",6896.05015,6896.05015,1312.330123,1610.793551,1424.609681,1449.24445166667,4657,4633,4472,4.75578454520112
"TMSB15A",1.42173,1.42173,7.384617,8.872268,6.104599,7.453828,46,45,34,0.286465492318983
"TMSB15B",8.13316,8.13316,7.048268,11.588042,7.452647,8.696319,118,97,83,0.941920330797698
"TMSB4X",7046.51357,7046.51357,613.064357,842.051462,703.117246,719.411021666667,3012,3405,3060,9.78262874670576
"TMSB4XP3",0,0,0,0,0,0,0,0,0,1
"TMSB4XP4",0.58542,0.58542,1.869718,0.682795,1.034046,1.19551966666667,11,3,6,0.722116054832273
