"Hs_symbol","DRG","dHs_Avg_TPM","Nociceptor(8Weeks)-S24_rep_2","Nociceptor(8Weeks)-S28_rep_3","Nociceptor(8Weeks)-S6_rep_1","Hs_Avg_TPM","FoldChange"
"ELAC1",6.32463,6.32463,4.068181,5.762021,5.838786,5.222996,1.17702630694283
"ELAC2",63.60171,63.60171,59.124768,75.679004,74.121186,69.6416526666667,0.914498848219661
"ELANE",0.57497,0.57497,0.077149,0,0,0.0257163333333333,1.5354830071602
"ELAVL1",15.31501,15.31501,23.412255,20.047628,20.116835,21.1922393333333,0.73516735985694
"ELAVL2",35.14611,35.14611,99.824011,135.112226,129.107976,121.348071,0.295436697158879
"ELAVL3",37.41462,37.41462,29.975485,55.268536,53.662368,46.3021296666667,0.812111849312155
"ELAVL4",60.96732,60.96732,53.68126,119.645791,98.875383,90.7341446666667,0.675509868491934
"ELF1",6.94141,6.94141,10.596955,7.160094,7.549018,8.43535566666667,0.8416651454969
"ELF2",6.77415,6.77415,12.914326,13.954236,14.035721,13.634761,0.531211271574575
"ELF3",0.31362,0.31362,0.872795,0.443067,0.143937,0.486599666666667,0.883640720131109
"ELF4",1.98625,1.98625,0.716743,0.359256,1.423789,0.833262666666667,1.62892642407307
"ELF5",0.02091,0.02091,0.024681,0,0,0.008227,1.01257950838452
"ELFN1",6.14691,6.14691,5.246178,5.460821,6.051732,5.58624366666667,1.08512687378557
"ELFN2",1.27538,1.27538,2.022854,1.310934,2.182525,1.838771,0.801537003160875
"ELK1",6.86823,6.86823,11.649221,7.884656,7.651372,9.06174966666667,0.781994211808556
"ELK3",6.45008,6.45008,11.926725,4.952828,6.351641,7.74373133333333,0.852048137801123
"ELK4",2.46713,2.46713,4.992442,2.641854,2.963409,3.53256833333333,0.764937171382965
"ELL",4.42201,4.42201,2.889267,2.561813,3.696528,3.04920266666667,1.33903151962098
"ELL2",9.52353,9.52353,1.666974,2.501656,3.725552,2.631394,2.89793120768498
"ELL3",4.7879,4.7879,0.937591,0.61476,0.779455,0.777268666666667,3.25662636637567
"ELMO1",92.45456,92.45456,13.151803,9.021046,14.201388,12.1247456666667,7.12048540775533
"ELMO2",38.53319,38.53319,39.132724,41.126934,51.922172,44.06061,0.877333662371637
"ELMO3",4.00386,4.00386,1.247653,0.733907,0.991848,0.991136,2.51306791700818
"ELMOD1",12.25201,12.25201,5.685338,0.04367,1.943815,2.55760766666667,3.72497791821339
"ELMOD2",7.53728,7.53728,17.894933,15.40455,11.243723,14.8477353333333,0.538706624033726
"ELMOD3",10.44348,10.44348,13.307968,12.001339,11.01855,12.1092856666667,0.872929333525597
"ELN",5.97965,5.97965,4.665435,1.469325,0.716813,2.28385766666667,2.12544230246276
"ELOF1",44.64874,44.64874,16.312208,21.631573,19.406372,19.1167176666667,2.26919424711318
"ELOVL1",94.1481,94.1481,24.900589,22.339262,28.348388,25.1960796666667,3.63215035267555
"ELOVL2",7.51638,7.51638,3.210915,0.823217,1.833424,1.955852,2.88119296906611
"ELOVL3",0.33453,0.33453,0.173777,0.22925,0.327603,0.243543333333333,1.07316726665469
"ELOVL4",36.13924,36.13924,18.334778,32.360036,35.587981,28.7609316666667,1.24791926596832
"ELOVL5",76.23006,76.23006,34.824008,34.243965,39.036853,36.034942,2.08532957875295
"ELOVL6",21.96371,21.96371,53.497802,61.413529,42.156391,52.3559073333333,0.430387395654947
"ELOVL7",28.98875,28.98875,1.701381,0.412661,0.633302,0.915781333333333,15.6535349197821
"ELP2",39.82947,39.82947,93.887942,66.944215,67.387638,76.073265,0.529748804595212
"ELP3",26.60525,26.60525,26.365879,27.605485,31.575862,28.515742,0.935272099884868
"ELP4",9.14719,9.14719,10.821441,9.194102,9.732506,9.91601633333333,0.92956896455114
"ELP5",50.21023,50.21023,22.144815,24.980631,28.899225,25.341557,1.94408515791227
"ELP6",64.45893,64.45893,22.475554,25.741201,26.426069,24.8809413333333,2.52923296556035
"ELSPBP1",0,0,0,0.643337,0,0.214445666666667,0.823420946236925
"EMB",40.42535,40.42535,15.95664,19.41831,14.717465,16.6974716666667,2.34074961555243
"EMBP1",0.59587,0.59587,1.312936,1.770702,1.320911,1.468183,0.646576854309425
"EMC1",11.59341,11.59341,45.0425,45.025627,45.246384,45.104837,0.273147262184226
"EMC10",164.61804,164.61804,28.574447,31.099847,34.708184,31.460826,5.10208951552866
"EMC2",99.42733,99.42733,65.119053,45.846804,48.818277,53.261378,1.85080684828904
"EMC3",128.87605,128.87605,45.603007,48.713103,62.233678,52.1832626666667,2.44204743161426
"EMC4",197.90336,197.90336,82.337583,82.17224,99.428651,87.9794913333333,2.23538432305566
"EMC6",65.45206,65.45206,18.266945,20.874874,23.1991,20.7803063333333,3.05101585730681
"EMC7",119.09117,119.09117,57.052714,63.889669,72.852915,64.5984326666667,1.8307018189022
"EMC8",25.15216,25.15216,19.43866,19.768471,21.061184,20.0894383333333,1.2400595780052
"EMC9",39.59949,39.59949,16.876285,11.873476,13.072452,13.9407376666667,2.7173685065483
"EMCN",7.58955,7.58955,7.518404,0.637435,0.35826,2.838033,2.2380083756445
"EMD",103.90161,103.90161,46.008344,29.71969,44.955314,40.2277826666667,2.54443977373575
"EME1",0.80495,0.80495,6.609702,3.573083,4.559543,4.91410933333333,0.305193884365118
"EME2",9.01129,9.01129,22.691969,29.214711,36.322706,29.4097953333333,0.329212672767523
"EMG1",41.60664,41.60664,10.088494,8.104663,12.025698,10.0729516666667,3.84781233429027
"EMID1",1.63081,1.63081,2.187219,1.436314,1.270659,1.63139733333333,0.999776797929415
"EMILIN1",31.3827,31.3827,22.488581,5.143687,5.518731,11.050333,2.68728673307202
"EMILIN2",9.54444,9.54444,4.055597,1.536229,1.251244,2.28102333333333,3.21376562393643
"EMILIN3",10.83027,10.83027,0.676419,0.367145,0.605873,0.549812333333333,7.63335646875095
"EML1",19.54885,19.54885,34.235603,44.791616,33.564762,37.5306603333333,0.533311649014822
"EML2",126.29393,126.29393,401.957249,230.457375,258.794268,297.069630666667,0.427061051859905
"EML3",76.38687,76.38687,18.211358,8.985708,15.946869,14.3813116666667,5.03122696406364
"EML4",7.27594,7.27594,44.516194,27.003898,29.102406,33.5408326666667,0.239598740420251
"EML5",2.14306,2.14306,0.960028,1.89325,0.738354,1.19721066666667,1.43047730819924
"EML6",3.01073,3.01073,18.322484,19.992098,17.642562,18.6523813333333,0.204083664568284
"EMP1",52.21738,52.21738,64.021438,13.705305,13.332721,30.3531546666667,1.69735328281267
"EMP2",30.47321,30.47321,13.094769,4.904723,10.551677,9.51705633333333,2.99258737449633
"EMP3",124.19269,124.19269,367.827683,263.51439,320.079022,317.140365,0.393514007567069
"EMX1",0.63769,0.63769,0.07413,0,0,0.02471,1.59819851470172
"EMX2",0.02091,0.02091,0.096094,0.063369,0,0.0531543333333333,0.969383088202014
"EMX2OS",0.09409,0.09409,0.052314,0.058239,0.032693,0.0477486666666667,1.04422943670333
"EN1",0,0,0.213979,0,0.082799,0.098926,0.909979379867252
"EN2",0.04182,0.04182,2.462266,0.20867,1.848459,1.506465,0.415653121029019
"ENAH",7.22367,7.22367,49.28083,35.149649,32.96728,39.1325863333333,0.204912534958396
"ENAM",0,0,0.165974,0.218854,0.095788,0.160205333333333,0.861916396407992
"ENC1",0.82586,0.82586,169.991373,74.616611,73.572386,106.060123333333,0.0170545292042599
"ENDOD1",94.87987,94.87987,30.821252,26.820905,23.933652,27.1919363333333,3.40096788196256
"ENDOG",26.26027,26.26027,12.311391,9.889458,15.497633,12.5661606666667,2.00943145741898
"ENDOU",0.35543,0.35543,0.096472,0,0,0.0321573333333333,1.31320095902692
"ENDOV",25.73758,25.73758,24.178578,19.484483,28.402168,24.021743,1.06857383995991
"ENG",52.57282,52.57282,8.811412,7.875348,8.862401,8.516387,5.6295335614241
"ENGASE",13.98736,13.98736,39.84522,37.788872,37.639066,38.424386,0.380154557131213
"ENHO",38.98271,38.98271,10.795633,17.565843,21.983927,16.781801,2.24851858369127
"ENKUR",0.05227,0.05227,1.183231,0.129185,0.495859,0.602758333333333,0.656536907726784
"ENO1",957.97727,957.97727,781.048031,279.526382,334.769297,465.11457,2.05738531194165
"ENO2",830.30342,830.30342,563.693972,485.094153,461.432354,503.406826333333,1.64808122452062
"ENO3",36.48422,36.48422,82.843519,13.945705,13.464058,36.751094,0.992930694935622
"ENO4",0.90949,0.90949,0.521883,0.433076,0.225009,0.393322666666667,1.37045785996448
"ENOPH1",57.14118,57.14118,29.528533,30.115587,36.554024,32.066048,1.75833471239139
"ENOSF1",10.14031,10.14031,36.205971,10.585781,22.118224,22.969992,0.464760689114957
"ENOX1",13.0256,13.0256,9.219782,12.121419,20.790333,14.0438446666667,0.932314864369556
"ENOX2",6.41871,6.41871,4.027498,2.632808,3.338884,3.33306333333333,1.71211667803917
"ENPEP",0.32407,0.32407,0.38465,0.605782,0.556292,0.515574666666667,0.873642209203814
"ENPP1",1.30674,1.30674,0.891106,0.383491,0.604217,0.626271333333333,1.41842259204799
"ENPP2",29.23964,29.23964,46.478532,48.179744,64.214256,52.9575106666667,0.560434305185268
"ENPP3",0.2718,0.2718,0.340165,0.224638,0.058055,0.207619333333333,1.05314643853002
"ENPP4",7.15049,7.15049,3.453024,4.233308,4.211127,3.96581966666667,1.64131816036547
"ENPP5",12.38791,12.38791,2.237735,1.607986,1.326771,1.724164,4.91450221058644
"ENPP6",3.36617,3.36617,0.524956,0.11083,0.144722,0.260169333333333,3.46474865282655
"ENPP7",0.04182,0.04182,0,0,0,0,1.04182
"ENSA",153.2128,153.2128,95.019594,102.029682,114.996204,104.01516,1.46848131260287
"ENTHD1",0.58542,0.58542,0.125995,0.493242,0.15092,0.256719,1.26155489015444
"ENTPD1",7.07731,7.07731,3.293792,3.29383,3.695292,3.427638,1.82429322361042
"ENTPD2",64.2394,64.2394,2.300876,0.937888,0.94616,1.39497466666667,27.2401211202791
"ENTPD3",20.12382,20.12382,0.777069,0.611433,0.618977,0.669159666666667,12.6553621093568
"ENTPD4",19.85201,19.85201,59.061606,57.755082,40.947649,52.5881123333333,0.389116337412569
"ENTPD5",7.60001,7.60001,4.380436,4.327588,4.748874,4.48563266666667,1.56773348172906
"ENTPD6",311.15078,311.15078,55.65165,60.882685,59.958978,58.8311043333333,5.21719903849566
"ENTPD7",0.49133,0.49133,5.081053,8.142907,6.316138,6.513366,0.19849026388439
"ENTPD8",0.06272,0.06272,0.470318,0.027074,0.160744,0.219378666666667,0.871525826267804
"ENY2",139.05818,139.05818,57.822346,46.157329,52.758755,52.2461433333333,2.63039107120309
"EOGT",3.02119,3.02119,6.35626,5.340086,5.119281,5.605209,0.608790728650676
"EOMES",0.07318,0.07318,0,0,0.080898,0.026966,1.0450005160833
"EP300",2.63439,2.63439,40.340168,26.360925,18.652243,28.451112,0.123404168915591
"EP400",2.45667,2.45667,13.062553,10.472645,14.265768,12.600322,0.254160894131771
"EPAS1",29.00966,29.00966,1.883561,1.336408,2.317454,1.84580766666667,10.5452172160147
"EPB41",7.21321,7.21321,52.896964,37.799854,37.186815,42.6278776666667,0.188256006004968
"EPB41L1",115.2964,115.2964,354.784867,320.173175,226.533311,300.497117666667,0.385729724051878
"EPB41L2",44.76373,44.76373,64.013694,26.28408,23.467768,37.9218473333333,1.17578514729971
"EPB41L3",333.20858,333.20858,142.557747,142.11003,111.54248,132.070085666667,2.51152299426014
"EPB41L4A",3.26163,3.26163,65.128107,82.71886,72.003806,73.283591,0.0573697359353562
"EPB41L4B",2.31032,2.31032,2.817551,3.165879,3.117825,3.03375166666667,0.820655378305804
"EPB41L5",3.61706,3.61706,13.697563,5.616279,5.847122,8.386988,0.491857452038929
"EPB42",1.65172,1.65172,0,0,0,0,2.65172
"EPC1",8.70812,8.70812,15.280875,16.699506,19.661018,17.2137996666667,0.533009046858409
"EPC2",6.01101,6.01101,7.345778,8.512187,9.100265,8.31941,0.752301916108423
"EPCAM",11.47842,11.47842,0.409635,1.608674,1.022591,1.01363333333333,6.19696733930375
"EPDR1",236.13338,236.13338,11.534449,8.830061,9.186484,9.85033133333333,21.8549436616283
"EPG5",2.57167,2.57167,5.2701,4.489699,4.358422,4.70607366666667,0.62594179617146
"EPGN",0.55406,0.55406,0.149499,1.051806,0.148083,0.449796,1.07191632477949
"EPHA1",1.02449,1.02449,3.165615,1.593268,0.187032,1.64863833333333,0.764351242116232
"EPHA10",3.27208,3.27208,10.900879,17.684677,18.280651,15.622069,0.257012529547315
"EPHA2",2.77029,2.77029,7.586136,5.500727,9.067554,7.38480566666667,0.449657410068379
"EPHA3",1.28583,1.28583,10.242499,4.776466,5.190323,6.73642933333333,0.295463178362042
"EPHA4",1.11857,1.11857,6.959129,9.804105,11.146857,9.30336366666667,0.20561925877216
"EPHA5",2.04897,2.04897,0.659908,1.067351,1.232631,0.98663,1.53474476877929
"EPHA6",1.589,1.589,4.331969,4.557494,3.460846,4.11676966666667,0.505983299749862
"EPHA7",0.35543,0.35543,1.674622,0.544303,0.416311,0.878412,0.721582911523138
"EPHA8",2.16396,2.16396,2.825052,2.838942,3.828222,3.164072,0.759823557325618
"EPHB1",1.39037,1.39037,5.146849,7.737032,6.595279,6.49305333333333,0.319011475517768
"EPHB2",2.74938,2.74938,3.63273,4.575854,6.11293,4.773838,0.649373951953623
"EPHB3",5.4465,5.4465,25.66873,15.44102,21.649213,20.9196543333333,0.294096791033642
"EPHB4",9.47126,9.47126,13.472468,3.953414,8.735241,8.72037433333333,1.07724863682376
"EPHB6",22.99865,22.99865,9.111391,3.34891,3.527653,5.329318,3.79166444157175
"EPHX1",326.14172,326.14172,14.942113,14.645749,16.300131,15.2959976666667,20.0749734193425
"EPHX2",14.95957,14.95957,9.097488,11.668313,10.441483,10.402428,1.39966417678761
"EPHX3",0.47043,0.47043,0.259952,0.131569,0.202495,0.198005333333333,1.22739854246614
"EPHX4",13.55875,13.55875,1.677537,1.914283,1.845787,1.81253566666667,5.17637880029255
"EPM2A",6.50234,6.50234,6.542134,6.050413,5.080746,5.89109766666667,1.08870028591962
"EPM2AIP1",6.91005,6.91005,16.723388,20.78439,21.970429,19.826069,0.379814836875841
"EPN1",143.89835,143.89835,72.076617,55.408276,99.150063,75.5449853333333,1.89298292199033
"EPN2",16.07814,16.07814,27.806798,19.920272,25.907166,24.5447453333333,0.668557849262045
"EPN3",24.25312,24.25312,0.263858,0.823404,1.690578,0.925946666666667,13.1120557163231
"EPO",0.10454,0.10454,0,0,0.06186,0.02062,1.08222453018753
"EPOR",5.69739,5.69739,2.171355,1.771943,1.110898,1.684732,2.49462143707454
"EPPIN",0,0,0.20616,0.03921,0.221951,0.155773666666667,0.865221304863322
"EPPK1",1.0663,1.0663,0.275452,0.172422,0.156133,0.201335666666667,1.72000220865276
"EPS15",36.55739,36.55739,50.264316,53.180583,56.534338,53.3264123333333,0.691328368410511
"EPS15L1",17.58351,17.58351,18.990722,15.268201,18.161037,17.47332,1.00596481845169
"EPS8",16.91446,16.91446,16.79923,4.712225,11.194725,10.90206,1.50515625026256
"EPS8L1",15.30455,15.30455,10.890903,27.974023,26.684064,21.8496633333333,0.713557559345513
"EPS8L2",16.47539,16.47539,18.329988,13.051943,18.290439,16.5574566666667,0.995325822627689
"EPS8L3",0.05227,0.05227,0,0,0,0,1.05227
"EPSTI1",7.72545,7.72545,5.474547,3.309231,3.140038,3.97460533333333,1.75399844114937
"EPX",0.10454,0.10454,0.317895,0.523713,0.391828,0.411145333333333,0.782725899245908
"EPYC",0,0,0,0,0,0,1
"ERAL1",55.92853,55.92853,35.482741,48.922577,46.317408,43.574242,1.27716204349588
"ERAP1",7.1923,7.1923,23.865639,39.581229,26.361035,29.9359676666667,0.264814732426397
"ERAP2",3.70069,3.70069,1.272636,3.118911,5.679694,3.35708033333333,1.07886236662609
"ERAS",0.21953,0.21953,0.170952,0.192798,0.779964,0.381238,0.882925317722217
"ERBB2",33.27486,33.27486,44.27236,23.51335,20.215287,29.3336656666667,1.12992806001895
"ERBB3",52.81326,52.81326,1029.467991,544.775526,579.61425,717.952589,0.0748495253002003
"ERBB4",0.12545,0.12545,0.466883,0.023825,0.298046,0.262918,0.891150494331382
"ERC1",5.8542,5.8542,40.624388,42.474847,30.430116,37.843117,0.176458547340575
"ERC2",14.61459,14.61459,16.054168,14.643503,14.691736,15.1298023333333,0.96805836037627
"ERCC1",88.51343,88.51343,83.851089,71.909393,98.760119,84.8402003333333,1.04279148525286
"ERCC2",16.34995,16.34995,20.617749,20.053048,17.173701,19.2814993333333,0.855456971639408
"ERCC3",31.80086,31.80086,44.519201,34.7093,49.416449,42.88165,0.747484654747486
"ERCC4",0.98267,0.98267,6.502884,5.642129,3.284504,5.14317233333333,0.322743672555282
"ERCC5",35.50155,35.50155,27.480685,25.224671,28.29238,26.9992453333333,1.30366192250705
"ERCC6",1.85035,1.85035,7.042352,9.720836,10.360664,9.041284,0.283863099579695
"ERCC6L",0.11499,0.11499,0.653332,0.251283,0.356396,0.420337,0.785017921803065
"ERCC6L2",7.1714,7.1714,7.872611,7.800093,11.518603,9.063769,0.811962198257929
"ERCC8",5.62421,5.62421,7.399942,10.549238,8.491212,8.813464,0.675012411519521
"EREG",0.01045,0.01045,0.563939,0.225031,0.231841,0.340270333333333,0.753915068377996
"ERF",22.49686,22.49686,225.24927,207.536649,199.461171,210.74903,0.110965608673627
"ERG",2.2685,2.2685,0.158224,0,0,0.0527413333333333,3.10475127793342
"ERGIC1",56.12715,56.12715,49.032147,47.393954,40.464504,45.6302016666667,1.225110506885
"ERGIC2",56.2526,56.2526,98.661653,81.103329,87.449064,89.0713486666667,0.635636091248935
"ERGIC3",197.03568,197.03568,182.45601,155.781213,195.095067,177.77743,1.10772193111849
"ERH",117.10493,117.10493,314.059456,320.253434,149.0082,261.10703,0.450598101088704
"ERI1",2.77029,2.77029,3.559136,2.733741,3.164879,3.15258533333333,0.90793799461155
"ERI2",2.89574,2.89574,8.359849,7.492408,6.753715,7.535324,0.456425555725828
"ERI3",181.55341,181.55341,43.503022,56.391816,59.986868,53.293902,3.36231884751993
"ERICH1",14.98048,14.98048,44.252224,36.849347,33.408138,38.169903,0.407978544138851
"ERLEC1",62.20089,62.20089,25.994361,25.261982,29.647109,26.9678173333333,2.25977198172967
"ERLIN1",4.9238,4.9238,7.645058,4.689094,5.051278,5.79514333333333,0.87176969041124
"ERLIN2",9.9835,9.9835,13.892102,12.917579,13.017383,13.275688,0.769384985157983
"ERMAP",5.14333,5.14333,3.06563,3.691795,4.028381,3.59526866666667,1.33688157224902
"ERMN",0.84677,0.84677,0.030352,0.059185,0,0.0298456666666667,1.79324927974645
"ERMP1",8.55132,8.55132,4.645209,3.532747,3.936161,4.038039,1.89584082219292
"ERN1",0.25089,0.25089,1.927758,4.100667,1.962029,2.66348466666667,0.341448133079853
"ERN2",0.05227,0.05227,0.564431,0.807926,0.301014,0.557790333333333,0.675488849483596
"ERP27",0.74223,0.74223,0.61854,0.090345,0.114886,0.274590333333333,1.36689409486081
"ERP29",113.40424,113.40424,98.01605,108.466052,92.098035,99.5267123333333,1.1380481599821
"ERP44",10.41211,10.41211,9.080252,7.922653,8.400359,8.46775466666667,1.20536604525452
"ERRFI1",9.73261,9.73261,10.635037,9.117019,9.370222,9.707426,1.00235201251916
"ESAM",14.99094,14.99094,0.158979,0.794955,1.598257,0.850730333333333,8.6403403629306
"ESCO1",5.48831,5.48831,10.925149,8.885135,14.125196,11.3118266666667,0.526998160034742
"ESCO2",0.30316,0.30316,3.474223,0.91572,1.028776,1.80623966666667,0.464379438249453
"ESD",139.97813,139.97813,69.96632,62.342645,73.252737,68.5205673333333,2.02786219111311
"ESF1",4.63109,4.63109,6.664895,4.788897,5.559111,5.67096766666667,0.844118916680903
"ESM1",0.22999,0.22999,0.093879,0.185107,0.203442,0.160809333333333,1.05959692490412
"ESPL1",0.44952,0.44952,4.317645,2.042088,2.936106,3.098613,0.353661104378481
"ESPN",3.12573,3.12573,7.583422,1.173645,6.603662,5.120243,0.674112122672253
"ESPNL",0.57497,0.57497,0.335493,0.128197,0.094404,0.186031333333333,1.32793287642204
"ESR1",0.18817,0.18817,0.673219,0.657481,0.421977,0.584225666666667,0.750000473417402
"ESR2",0.30316,0.30316,0.350217,1.138889,0.349187,0.612764333333333,0.808028782051852
"ESRP1",0.3868,0.3868,0.333942,0.263605,0.285423,0.294323333333333,1.07144788654046
"ESRP2",0.1359,0.1359,0.07048,0.092834,0.040823,0.0680456666666667,1.06353130343678
"ESRRA",32.63717,32.63717,11.492573,14.135874,19.776198,15.1348816666667,2.08474847816775
"ESRRB",0.51224,0.51224,0.240695,0.083154,0.153992,0.159280333333333,1.30446446516675
"ESRRG",2.80165,2.80165,3.979569,3.270116,2.240519,3.16340133333333,0.913111587288726
"ESX1",0.01045,0.01045,0,0,0,0,1.01045
"ESYT1",187.35534,187.35534,65.688232,81.29212,90.531832,79.170728,2.34942783605507
"ESYT2",18.7648,18.7648,17.234329,19.237185,19.343794,18.6051026666667,1.00814570247596
"ESYT3",1.79808,1.79808,1.396391,0.154338,0.385358,0.645362333333333,1.70058590944609
"ETAA1",4.94471,4.94471,2.711854,2.386188,2.525712,2.54125133333333,1.67870321545473
"ETF1",39.67267,39.67267,51.076614,52.807179,54.717391,52.8670613333333,0.75505641097283
"ETFA",196.99386,196.99386,149.404868,171.086674,216.527227,179.006256333333,1.09992765825515
"ETFB",304.97251,304.97251,47.202199,39.80944,40.677936,42.5631916666667,7.02364767809521
"ETFDH",24.4622,24.4622,15.07948,12.098262,11.577471,12.9184043333333,1.82939073978619
"ETHE1",52.37419,52.37419,13.365972,8.602621,10.063853,10.677482,4.57069340804807
"ETNK1",4.28611,4.28611,15.052531,10.454937,10.975062,12.1608433333333,0.401654351937427
"ETNK2",18.31529,18.31529,29.508812,35.736486,30.083067,31.7761216666667,0.589309809026114
"ETS1",9.27264,9.27264,20.093334,10.299497,12.929177,14.4406693333333,0.665297583818042
"ETS2",23.34363,23.34363,6.078191,10.762386,12.180463,9.67368,2.2807157418997
"ETV1",13.33922,13.33922,29.692237,12.63802,10.352398,17.560885,0.772550446813285
"ETV2",2.10124,2.10124,0.998534,1.554654,0.233363,0.928850333333333,1.60781785211951
"ETV3",3.18845,3.18845,6.14079,4.370573,4.945601,5.15232133333333,0.680791813864945
"ETV3L",0,0,0.830153,0.576684,0.422454,0.609763666666667,0.621209200273912
"ETV4",0.88858,0.88858,50.349757,49.493979,54.034423,51.2927196666667,0.0361155436557615
"ETV5",13.20331,13.20331,213.99192,192.10236,136.793933,180.962737666667,0.0780561459017984
"ETV6",2.69711,2.69711,34.246731,11.31833,12.418606,19.327889,0.181873779417036
"ETV7",2.11169,2.11169,0.464261,0.237432,0.197924,0.299872333333333,2.3938427799448
"EVC",2.35213,2.35213,7.529005,3.214871,3.910511,4.88479566666667,0.569625555393116
"EVC2",0.85722,0.85722,0.802571,0.338051,0.477647,0.539423,1.2064390359245
"EVI2A",10.86163,10.86163,0.032753,0.081918,0.173804,0.0961583333333333,10.8210918434837
"EVI2B",13.18241,13.18241,0,0,0,0,14.18241
"EVI5",4.88199,4.88199,13.477001,12.248656,10.627595,12.1177506666667,0.448399283495046
"EVI5L",28.60195,28.60195,75.037086,69.272712,64.54687,69.6188893333333,0.419178923365301
"EVL",120.88925,120.88925,281.984529,367.574988,396.794259,348.784592,0.348469466030682
"EVPL",2.28941,2.28941,0.304159,0.195285,0,0.166481333333333,2.81994225368373
"EVPLL",0.01045,0.01045,0,0,0,0,1.01045
"EVX1",0,0,0.046482,0,0,0.015494,0.984742401235261
"EVX2",0,0,0.028674,0,0,0.009558,0.990532490456219
"EWSR1",122.61415,122.61415,105.428576,97.18644,119.45852,107.357845333333,1.14079557063667
"EXD1",0.18817,0.18817,0.216316,0.088977,0.207264,0.170852333333333,1.01479064966063
"EXD2",6.48144,6.48144,11.379019,11.517994,13.969708,12.288907,0.562983848107297
"EXD3",18.53482,18.53482,13.344968,8.481809,9.872968,10.5665816666667,1.68890174841342
"EXO1",0.49133,0.49133,7.620859,2.230992,2.252426,4.034759,0.29620682936363
"EXOC1",47.11586,47.11586,22.58209,25.988983,31.758942,26.7766716666667,1.73223993779432
"EXOC2",14.76095,14.76095,12.228598,14.71847,15.811235,14.2527676666667,1.03331738504376
"EXOC3",50.44021,50.44021,30.811333,22.567004,28.108826,27.1623876666667,1.8265571303418
"EXOC3L1",4.28611,4.28611,2.073334,2.226916,1.945623,2.08195766666667,1.71517930216
"EXOC3L2",1.67263,1.67263,0.794354,0.33711,0.253067,0.461510333333333,1.82867677295474
"EXOC3L4",0.31362,0.31362,0.210441,0.322936,0.182611,0.238662666666667,1.0605147271735
"EXOC4",38.27184,38.27184,79.819388,81.996249,81.425856,81.0804976666667,0.478455188703717
"EXOC5",12.92106,12.92106,30.715166,29.969445,36.529062,32.4045576666667,0.416741336284521
"EXOC6",8.60358,8.60358,39.177417,34.553478,83.667026,52.4659736666667,0.179620407922868
"EXOC6B",13.44375,13.44375,13.591729,20.077966,18.950527,17.540074,0.779055682302023
"EXOC7",61.87681,61.87681,104.989835,107.052083,133.32154,115.121152666667,0.541475937467586
"EXOC8",3.80523,3.80523,3.909453,5.692982,5.352311,4.98491533333333,0.802890221894534
"EXOG",5.62421,5.62421,34.263138,66.43425,28.334309,43.0105656666667,0.150514084508056
"EXOSC1",30.08641,30.08641,19.336704,25.194145,29.194717,24.5751886666667,1.21549093557681
"EXOSC10",50.33567,50.33567,62.347759,56.611058,86.572947,68.510588,0.738530222187158
"EXOSC2",15.63908,15.63908,18.117864,17.493786,19.147803,18.253151,0.86422632845917
"EXOSC3",12.51335,12.51335,60.078739,88.568786,81.73971,76.795745,0.173702944807586
"EXOSC4",68.78686,68.78686,10.541071,10.482803,12.347058,11.123644,5.75626107134126
"EXOSC5",36.19151,36.19151,13.998766,14.256049,13.483058,13.9126243333333,2.49396143620865
"EXOSC6",12.33564,12.33564,4.786328,6.401438,8.239436,6.475734,1.78385694301055
"EXOSC7",45.37006,45.37006,39.14149,25.652994,33.357032,32.717172,1.37526539888933
"EXOSC8",23.81405,23.81405,178.617305,87.408893,30.781321,98.9358396666667,0.248299809985753
"EXOSC9",21.62918,21.62918,22.108468,9.943057,25.254472,19.101999,1.12571789502129
"EXPH5",0.07318,0.07318,0.228227,0.034145,0.022953,0.0951083333333333,0.979976105864717
"EXT1",12.14747,12.14747,21.860646,22.697573,21.876601,22.14494,0.568049431106756
"EXT2",25.22533,25.22533,37.585524,38.275574,44.559583,40.140227,0.637461966362023
"EXTL1",123.68045,123.68045,22.113523,19.280401,23.777039,21.7236543333333,5.48681335189588
"EXTL2",26.93978,26.93978,19.923244,16.779216,18.09832,18.2669266666667,1.45014202230489
"EXTL3",24.94308,24.94308,64.535595,57.299827,57.021772,59.6190646666667,0.427968991977298
"EYA1",0.1359,0.1359,2.5679,1.833683,0.617526,1.67303633333333,0.424947459873659
"EYA2",7.46411,7.46411,0.486748,0.030997,0.462805,0.32685,6.37910087801937
"EYA3",6.7846,6.7846,5.428081,5.41247,5.529528,5.456693,1.20566364236305
"EYA4",0.05227,0.05227,3.101896,0.4385,0.471256,1.33721733333333,0.450223428087988
"EYS",0.1359,0.1359,0.295007,0.25284,0.172805,0.240217333333333,0.91588786051477
"EZH1",38.88862,38.88862,20.404577,12.586926,17.277631,16.756378,2.24643899786319
"EZH2",1.43219,1.43219,13.034658,4.233481,6.803637,8.02392533333333,0.269526831191275
"EZR",171.88352,171.88352,24.254756,17.583788,20.6911,20.8432146666667,7.91474710285318
"F10",18.96343,18.96343,1.64651,2.352165,2.534788,2.177821,6.28211280622792
"F11",0.02091,0.02091,0.148207,0.14498,0.498798,0.263995,0.807685156982425
