"Hs_symbol","DRG","dHs_Avg_TPM","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Hs_Avg_TPM","FoldChange"
"DGCR6L",80.8507,80.8507,17.23965,20.984114,17.924298,18.7160206666667,4.15148175099972
"DGCR8",9.89987,9.89987,19.981333,16.336952,11.307901,15.8753953333333,0.645903090546856
"DGKA",19.24569,19.24569,76.639149,59.953172,86.395308,74.3292096666667,0.268762809135893
"DGKB",2.19533,2.19533,7.117693,2.662072,2.633356,4.137707,0.62193698472879
"DGKD",8.49905,8.49905,138.205658,111.947263,126.627262,125.593394333333,0.0750359057044322
"DGKE",4.22339,4.22339,2.628382,3.236158,3.076363,2.980301,1.31231030015067
"DGKG",4.22339,4.22339,0.528809,4.012795,1.270787,1.93746366666667,1.77819731330578
"DGKH",16.02588,16.02588,1.146039,0.970137,1.01099,1.04238866666667,8.33625855738199
"DGKI",4.10839,4.10839,6.084648,4.511216,5.254738,5.283534,0.812980402429588
"DGKK",0.10454,0.10454,1.575347,1.263962,1.339115,1.392808,0.461608286164205
"DGKQ",20.44789,20.44789,14.185833,16.566854,13.042592,14.5984263333333,1.37500344853163
"DGKZ",92.26639,92.26639,73.493346,91.063785,77.962491,80.839874,1.13962040068635
"DGUOK",96.83476,96.83476,50.61108,50.529765,48.309061,49.8166353333333,1.92525064594005
"DHCR24",185.42136,185.42136,75.109858,38.646256,34.704972,49.4870286666667,3.69246051754838
"DHCR7",89.08839,89.08839,78.851847,53.279078,54.452031,62.1943186666667,1.42557736044584
"DHDDS",40.01765,40.01765,35.040496,28.68849,24.032806,29.2539306666667,1.3557792027729
"DHDH",0.39725,0.39725,1.393805,1.569524,2.365236,1.77618833333333,0.503297987108223
"DHFR",5.1956,5.1956,7.887718,13.62404,11.126573,10.8794436666667,0.521539574903213
"DHH",12.83743,12.83743,1.283549,0.297028,0.80627,0.795615666666667,7.70623149311647
"DHODH",7.4432,7.4432,4.762468,5.252052,5.021737,5.01208566666667,1.40437120628742
"DHPS",81.86473,81.86473,118.445229,104.17428,126.335892,116.318467,0.706322986644549
"DHRS1",25.17306,25.17306,12.384009,9.940379,10.585882,10.97009,2.18653827999622
"DHRS11",17.17581,17.17581,3.388787,3.607762,2.994186,3.330245,4.19740915352365
"DHRS12",15.69135,15.69135,6.338776,5.604528,2.961512,4.968272,2.79668051322058
"DHRS13",27.50429,27.50429,15.824112,14.663512,16.012852,15.5001586666667,1.72751611519857
"DHRS2",6.86823,6.86823,14.265042,1.438072,4.923277,6.87546366666667,0.999081493233562
"DHRS3",78.21631,78.21631,8.122503,0.368282,2.206413,3.56573266666667,17.3501857825228
"DHRS4",39.2336,39.2336,3.978768,3.12207,3.276457,3.45909833333333,9.02281066538489
"DHRS4L2",25.0058,25.0058,5.237447,4.750396,3.547859,4.51190066666667,4.71811840827804
"DHRS7",164.55532,164.55532,75.209873,95.635538,90.827437,87.2242826666667,1.87652781066534
"DHRS7B",56.82757,56.82757,8.556352,14.367841,10.103889,11.0093606666667,4.81520803688634
"DHRS7C",0.04182,0.04182,0,0,0,0,1.04182
"DHRS9",3.1989,3.1989,0.424809,0.033108,0.07801,0.178642333333333,3.56248870522497
"DHRSX",0,0,5.656585,4.79821,5.336034,5.26360966666667,0.159652349558394
"DHTKD1",5.09106,5.09106,30.597119,22.264017,15.398238,22.7531246666667,0.256431946763944
"DHX15",48.64214,48.64214,60.186121,59.123234,48.905956,56.0717703333333,0.869819522157104
"DHX16",18.38846,18.38846,12.56809,11.074511,8.857902,10.833501,1.63843819339687
"DHX29",7.78818,7.78818,6.131102,6.900159,4.572361,5.867874,1.27960705161452
"DHX30",56.06443,56.06443,37.048335,40.97408,28.543228,35.521881,1.56247237101506
"DHX32",9.61762,9.61762,7.349893,7.009941,6.372504,6.91077933333333,1.34217117588667
"DHX33",2.84347,2.84347,3.862452,4.714497,3.108389,3.89511266666667,0.785164767743174
"DHX34",7.28639,7.28639,12.425035,5.927051,8.696134,9.01607333333333,0.827309238284331
"DHX35",5.5824,5.5824,4.374508,5.564963,3.646108,4.52852633333333,1.1906246987217
"DHX36",42.27569,42.27569,86.068355,97.06233,84.20646,89.1123816666667,0.480241329766207
"DHX37",8.72903,8.72903,6.648466,6.307692,5.188273,6.04814366666667,1.38036771951915
"DHX38",27.59838,27.59838,37.457532,36.990738,26.223049,33.5571063333333,0.827568712615685
"DHX40",11.47842,11.47842,16.790017,17.541504,15.97248,16.7680003333333,0.702297375388388
"DHX57",12.54472,12.54472,26.613518,19.079615,20.816831,22.169988,0.584580363183615
"DHX58",33.48394,33.48394,0.924772,1.48951,1.241305,1.218529,15.5436056954856
"DHX8",19.91474,19.91474,73.070448,45.153064,28.067516,48.763676,0.420281250926881
"DHX9",55.14448,55.14448,96.72273,96.414812,69.02343,87.3869906666667,0.635212032636537
"DIABLO",127.56931,127.56931,45.371212,44.522795,37.923516,42.605841,2.94844238871577
"DIAPH1",14.86549,14.86549,18.469105,21.08151,17.608667,19.053094,0.791174169931084
"DIAPH2",3.51252,3.51252,0.30582,0.471816,0.309229,0.362288333333333,3.31245587999604
"DIAPH3",0.35543,0.35543,0.368591,0.081756,0.136737,0.195694666666667,1.13359207646099
"DICER1",4.5161,4.5161,18.680813,14.902699,13.96542,15.849644,0.32737190174463
"DIDO1",15.05366,15.05366,8.817161,9.364211,5.754488,7.97862,1.78798746355231
"DIMT1",16.7472,16.7472,8.22724,7.802355,6.739075,7.58955666666667,2.06613690190452
"DIO1",0.12545,0.12545,0.082894,0.133395,0,0.0720963333333333,1.04976573933499
"DIO2",0.43907,0.43907,0.212826,0.315161,0.148169,0.225385333333333,1.17438160948556
"DIO3",1.48446,1.48446,0.590438,0.832167,0.740731,0.721112,1.44352023575456
"DIO3OS",12.32518,12.32518,1.015596,0.670528,0.611372,0.765832,7.5461199026861
"DIP2A",8.07043,8.07043,12.183399,9.401754,7.884701,9.82328466666667,0.838047808899911
"DIP2B",8.46768,8.46768,9.129091,9.262514,7.92719,8.77293166666667,0.968765598995457
"DIP2C",8.87539,8.87539,15.549622,15.399292,13.846544,14.9318193333333,0.619853250490873
"DIRAS1",98.34012,98.34012,20.951205,15.653061,17.760072,18.121446,5.19522006860778
"DIRAS2",10.85118,10.85118,18.259104,36.08524,26.916614,27.086986,0.421945594304779
"DIRAS3",1.12902,1.12902,143.247148,4.128589,52.271927,66.5492213333333,0.0315180539164764
"DIRC1",0.01045,0.01045,0,0,0,0,1.01045
"DIS3",7.66273,7.66273,7.888089,10.145042,7.764413,8.59918133333333,0.902444666809086
"DIS3L",18.61845,18.61845,14.326176,10.06566,6.893708,10.4285146666667,1.71662290089374
"DIS3L2",11.59341,11.59341,14.890764,20.513438,13.843117,16.415773,0.723103706048534
"DISC1",4.1293,4.1293,1.000311,0.991987,0.924894,0.972397333333333,2.600540932253
"DISP1",6.20963,6.20963,15.557815,7.704186,5.864177,9.708726,0.673248152954889
"DISP2",14.68777,14.68777,44.219469,40.999194,34.735807,39.9848233333333,0.382770223807235
"DIXDC1",7.92408,7.92408,14.786895,18.065814,16.05307,16.3019263333333,0.515785342514559
"DKC1",16.8831,16.8831,22.926054,27.199442,19.07556,23.0670186666667,0.743054229012938
"DKK1",0.72132,0.72132,1.001278,1.110126,2.071873,1.39442566666667,0.718886380129849
"DKK2",0.55406,0.55406,3.819396,2.493696,1.496232,2.603108,0.431310968197456
"DKK3",390.25567,390.25567,295.374322,227.715443,250.196012,257.761925666667,1.51202951899504
"DKK4",0.05227,0.05227,0,0,0.12379,0.0412633333333333,1.01057049289485
"DKKL1",0.28226,0.28226,0,0.100155,0,0.033385,1.24083473245693
"DLAT",15.58681,15.58681,24.47746,19.42195,19.0652,20.9882033333333,0.754350400919523
"DLC1",5.90647,5.90647,33.39797,14.962675,16.19984,21.5201616666667,0.306679414749613
"DLD",59.11698,59.11698,60.166786,58.822874,44.958926,54.6495286666667,1.08027833191711
"DLEC1",0.50179,0.50179,0.405461,0.516119,0.329141,0.416907,1.05990724867617
"DLEU1",6.53371,6.53371,1.473952,1.175564,0.927877,1.19246433333333,3.4361836064836
"DLEU2",1.23356,1.23356,1.436337,0.483707,0.282993,0.734345666666667,1.28784015950684
"DLEU7",5.57194,5.57194,5.066931,4.090044,6.114668,5.09054766666667,1.07903925224458
"DLG1",7.31775,7.31775,82.183257,116.11615,97.898752,98.7327196666667,0.0834004129016048
"DLG2",0,0,8.818076,6.962281,7.583413,7.78792333333333,0.113792526637882
"DLG3",3.39753,3.39753,24.812064,23.643919,20.634359,23.030114,0.183000796417362
"DLG4",46.80225,46.80225,94.722802,91.340698,87.933343,91.332281,0.517719799427461
"DLG5",8.3736,8.3736,49.075696,56.777687,37.221106,47.6914963333333,0.192510000839366
"DLGAP1",2.46713,2.46713,27.615975,28.547104,31.505309,29.222796,0.114719035260669
"DLGAP2",0.37634,0.37634,5.074839,2.599109,3.230402,3.63478333333333,0.296958865391047
"DLGAP3",15.34637,15.34637,13.762108,20.09694,13.197942,15.6856633333333,0.979665577175136
"DLGAP4",28.84239,28.84239,122.430166,124.140363,102.085366,116.218631666667,0.254587428429147
"DLGAP5",0.2718,0.2718,0.311796,0,0,0.103932,1.15206371406935
"DLK1",0.74223,0.74223,13.384616,3.366615,3.869095,6.873442,0.221279333739932
"DLK2",14.52051,14.52051,4.180518,5.621179,6.965022,5.58890633333333,2.35555177366562
"DLL1",1.48446,1.48446,1.810617,1.740579,1.739311,1.76350233333333,0.899025837623682
"DLL3",2.20578,2.20578,8.934285,9.965149,17.676788,12.192074,0.243008036492215
"DLL4",1.80853,1.80853,0.873387,1.102205,0.785548,0.92038,1.46248659119549
"DLST",65.59841,65.59841,42.177972,39.430334,31.304935,37.637747,1.72366183773604
"DLX1",1.35901,1.35901,2.646651,0.050816,0.023994,0.907153666666667,1.23692707159937
"DLX2",0.17772,0.17772,0.506053,0.053945,0.017827,0.192608333333333,0.987516158560019
"DLX3",0.30316,0.30316,0,0.231423,0.067251,0.099558,1.18516713079255
"DLX4",0.02091,0.02091,0.050434,0,0.022356,0.0242633333333333,0.996726102336964
"DLX5",0.35543,0.35543,0,0,0,0,1.35543
"DLX6",0.04182,0.04182,0.057844,0,0.019487,0.025777,1.01563985154668
"DMAP1",44.4083,44.4083,38.701122,44.601217,35.857455,39.7199313333333,1.11513694923225
"DMBT1",0.08363,0.08363,0.504283,0.170177,0.19576,0.290073333333333,0.839975505268434
"DMBX1",0,0,0.31461,0.055449,0.058063,0.142707333333333,0.875114712953623
"DMC1",0.63769,0.63769,0.361471,0.125715,1.462721,0.649969,0.992558041999577
"DMD",18.10621,18.10621,4.358749,2.729441,2.582014,3.22340133333333,4.5238916437336
"DMGDH",2.12215,2.12215,2.512281,2.159634,3.364921,2.67894533333333,0.848653545273301
"DMKN",6.60688,6.60688,6.630919,6.950741,9.993499,7.85838633333333,0.858720732395242
"DMP1",0.02091,0.02091,0,0,0.016917,0.005639,1.01518536970026
"DMPK",26.35436,26.35436,63.772017,72.377545,57.54424,64.5646006666667,0.417212332903098
"DMRT1",0.03136,0.03136,0.100781,0.0738,0.114129,0.0962366666666667,0.94081874047879
"DMRT2",0.11499,0.11499,0.293874,0.18861,0.319232,0.267238666666667,0.879857937836493
"DMRT3",0,0,2.60756,0.777604,0.736277,1.37381366666667,0.421263056170795
"DMRTA1",0.26135,0.26135,0.138913,0.050941,0.072281,0.0873783333333333,1.15999184583103
"DMRTA2",0.03136,0.03136,0,0.0396,0,0.0132,1.01792341097513
"DMRTB1",0,0,0,0,0,0,1
"DMRTC1",0.01045,0.01045,1.560305,0.446273,0,0.668859333333333,0.605473439143463
"DMRTC1B",0.25089,0.25089,0.814774,0.805986,1.51559,1.04545,0.611547581216847
"DMRTC2",0.01045,0.01045,0.040245,0,0.027658,0.0226343333333333,0.988085346896561
"DMTF1",17.89713,17.89713,209.941999,137.774953,123.104771,156.940574333333,0.11964708929143
"DMWD",18.58709,18.58709,35.700173,30.224218,25.991062,30.6384843333333,0.619090655343551
"DMXL1",10.71528,10.71528,13.282766,12.201026,13.669298,13.05103,0.833766634901498
"DMXL2",28.79012,28.79012,94.982167,95.750134,95.32135,95.351217,0.309182602229093
"DNA2",0.36589,0.36589,4.054364,3.227014,3.762565,3.68131433333333,0.291774895412207
"DNAAF1",10.86163,10.86163,1.214398,1.068938,1.397114,1.22681666666667,5.32672050535518
"DNAAF2",3.94113,3.94113,4.32576,5.757414,3.509961,4.531045,0.893344747692344
"DNAAF3",0.39725,0.39725,1.182699,0.32823,0.701866,0.737598333333333,0.804127152516069
"DNAH1",2.2685,2.2685,1.389026,1.437024,2.147151,1.65773366666667,1.22980720039542
"DNAH10",0.3868,0.3868,10.364292,13.56541,9.104554,11.0114186666667,0.115456803104246
"DNAH11",0.02091,0.02091,1.371543,1.327451,0.551124,1.08337266666667,0.490027548279888
"DNAH12",0.06272,0.06272,0.601997,0.299454,0.425493,0.442314666666667,0.736815637087053
"DNAH14",2.10124,2.10124,21.003522,21.074947,22.945758,21.6747423333333,0.136770683186154
"DNAH17",1.30674,1.30674,6.012288,2.698266,2.210595,3.640383,0.497101209102783
"DNAH2",0.05227,0.05227,0.288818,0.198938,0.263104,0.250286666666667,0.841622987794799
"DNAH3",0.05227,0.05227,0.298437,0.410226,0.112576,0.273746333333333,0.826122103328266
"DNAH5",0.32407,0.32407,0.095971,0.170919,0.13113,0.132673333333333,1.16897781649313
"DNAH6",0.09409,0.09409,0.280326,0.103111,0.119704,0.167713666666667,0.936950582348812
"DNAH7",0.58542,0.58542,2.273207,0.932006,0.48855,1.23125433333333,0.71055100098405
"DNAH8",0.02091,0.02091,0.004582,0,0.003186,0.00258933333333333,1.01827335087015
"DNAH9",8.19588,8.19588,15.322021,9.669805,4.618788,9.87020466666667,0.845971192078751
"DNAI1",0.11499,0.11499,1.242436,3.230009,1.643983,2.03880933333333,0.366916735370476
"DNAI2",0.02091,0.02091,0.065281,0.02088,0.167521,0.0845606666666667,0.941312027420012
"DNAJA1",221.80104,221.80104,205.969253,243.349932,216.064781,221.794655333333,1.00002865718056
"DNAJA2",54.42316,54.42316,34.421899,36.165718,33.052016,34.5465443333333,1.55917153240766
"DNAJA3",41.15712,41.15712,37.577183,48.678828,33.458954,39.9049883333333,1.03061073276597
"DNAJA4",40.66579,40.66579,17.144583,18.054379,14.208503,16.469155,2.38510620576668
"DNAJB1",64.55302,64.55302,25.856495,20.202822,23.235527,23.0982813333333,2.72023631450121
"DNAJB11",58.9079,58.9079,26.160786,27.10144,25.304554,26.1889266666667,2.20339334224055
"DNAJB12",33.05533,33.05533,9.009885,10.360284,7.383549,8.917906,3.4337217957097
"DNAJB13",0.02091,0.02091,0.654344,0.459611,0.78011,0.631355,0.625804929031388
"DNAJB14",12.13701,12.13701,6.790202,5.142632,4.405412,5.446082,2.03798369304021
"DNAJB2",225.95125,225.95125,76.453459,101.327633,86.419273,88.0667883333333,2.54810187104348
"DNAJB3",0,0,0,0,0,0,1
"DNAJB4",19.13069,19.13069,13.54025,18.693639,17.772481,16.66879,1.13933608356882
"DNAJB5",7.11913,7.11913,40.200766,48.823221,33.877182,40.9670563333333,0.193464367276844
"DNAJB6",85.12635,85.12635,98.466248,93.758324,76.745048,89.65654,0.950029087807675
"DNAJB7",0.36589,0.36589,0.303119,0.354356,0.23157,0.296348333333333,1.05364427513696
"DNAJB8",0.01045,0.01045,0.051823,0.013405,0,0.0217426666666667,0.988947641089015
"DNAJB9",25.12079,25.12079,17.910314,23.987687,25.091496,22.3298323333333,1.11963042111876
"DNAJC1",18.04348,18.04348,2.666055,2.015934,4.474445,3.05214466666667,4.69960516381695
"DNAJC10",16.83083,16.83083,32.175006,29.044464,24.50809,28.5758533333333,0.60288471811915
"DNAJC11",36.78738,36.78738,31.665668,31.116295,23.33869,28.7068843333333,1.27200751098626
"DNAJC12",25.21488,25.21488,63.298794,60.031897,65.1557,62.828797,0.410706158225103
"DNAJC13",18.18984,18.18984,23.590616,19.258669,19.043743,20.6310093333333,0.887144917940954
"DNAJC14",12.83743,12.83743,10.901068,10.886787,9.736025,10.50796,1.20242249712373
"DNAJC15",18.59754,18.59754,2.983877,2.445256,2.793676,2.74093633333333,5.23867242149448
"DNAJC16",3.74251,3.74251,11.083827,17.104891,11.878085,13.355601,0.330359557917498
"DNAJC17",26.08256,26.08256,16.714536,16.337381,10.771086,14.6076676666667,1.73520865374654
"DNAJC18",8.51995,8.51995,50.533382,41.602823,39.193842,43.7766823333333,0.21260954371586
"DNAJC19",43.81242,43.81242,55.794504,58.734687,47.833247,54.1208126666667,0.81298547376279
"DNAJC2",26.53208,26.53208,11.83262,14.547739,12.037974,12.806111,1.99419517922172
"DNAJC21",18.72299,18.72299,22.48932,17.489093,18.447626,19.4753463333333,0.963255501465755
"DNAJC22",0.75268,0.75268,8.810619,7.431937,14.106908,10.116488,0.157664902800237
"DNAJC24",7.11913,7.11913,12.173246,9.432005,11.135106,10.9134523333333,0.681509420848818
"DNAJC25",21.04376,21.04376,4.128421,4.436219,3.520686,4.028442,4.38381510615018
"DNAJC27",4.62064,4.62064,6.703506,5.474103,5.534799,5.904136,0.814097520674564
"DNAJC28",2.63439,2.63439,2.579278,3.163754,2.430623,2.72455166666667,0.975792612175694
"DNAJC3",4.01431,4.01431,4.834636,3.451529,3.815283,4.033816,0.996125007350289
"DNAJC30",22.00552,22.00552,2.849406,3.326122,3.672135,3.28255433333333,5.37191549934023
"DNAJC4",71.75578,71.75578,46.351095,58.113701,47.554206,50.6730006666667,1.40800377491786
"DNAJC5",53.24187,53.24187,32.187808,29.169711,28.408813,29.9221106666667,1.75414513532776
"DNAJC5B",0.24044,0.24044,0.105387,0.139857,0.018996,0.08808,1.14002646864201
"DNAJC5G",0.02091,0.02091,0.044604,0.131183,0.237285,0.137690666666667,0.897352883267625
"DNAJC6",35.50155,35.50155,68.143746,70.182382,58.119374,65.481834,0.54904547308367
"DNAJC7",138.69229,138.69229,82.703011,102.829684,88.928377,91.487024,1.51039879929535
"DNAJC8",138.06506,138.06506,61.380733,46.372518,40.345653,49.3663013333333,2.76107350189648
"DNAJC9",11.07071,11.07071,22.071655,17.122765,14.449185,17.8812016666667,0.639297763622213
"DNAL1",5.09106,5.09106,9.066426,7.310936,7.92844,8.101934,0.669205028293987
"DNAL4",13.38103,13.38103,9.129039,9.910125,8.49734,9.17883466666667,1.41283658404381
"DNALI1",5.86465,5.86465,15.501983,15.103722,15.617422,15.407709,0.41837955561011
"DNASE1",5.76012,5.76012,13.279896,10.092844,8.70824,10.69366,0.578101295915907
"DNASE1L1",21.19012,21.19012,58.691374,30.433111,44.304439,44.476308,0.487949021719177
"DNASE1L2",1.94443,1.94443,0.961205,1.335632,1.486675,1.26117066666667,1.30217061604667
"DNASE1L3",4.21293,4.21293,0.095337,0,0.043775,0.0463706666666667,4.98191526775725
"DNASE2",31.83222,31.83222,6.995184,5.175534,5.13809,5.76960266666667,4.84994786498548
"DNASE2B",0.01045,0.01045,0.197402,0.097177,0.182339,0.158972666666667,0.871849724382341
"DND1",4.58928,4.58928,0.455609,0,0.170475,0.208694666666667,4.62422823078561
"DNER",81.54066,81.54066,95.574953,59.528043,62.286065,72.4630203333333,1.12356747143634
"DNHD1",4.4011,4.4011,4.497633,2.55185,2.435648,3.16171033333333,1.29780776829654
"DNLZ",55.60446,55.60446,0.649473,0.781765,0.806921,0.746053,32.4185233781563
"DNM1",179.51489,179.51489,963.476725,868.161571,722.565767,851.401354333333,0.211772176431115
"DNM1L",61.84545,61.84545,71.903622,86.781044,68.437201,75.707289,0.81928915516751
"DNM1P46",0.32407,0.32407,0.298738,0.351837,0.266009,0.305528,1.01420268274598
"DNM2",52.97007,52.97007,40.847039,38.387376,28.624506,35.9529736666667,1.46050681839128
"DNM3",26.06165,26.06165,20.716789,18.216272,16.482716,18.4719256666667,1.38977779924078
"DNMBP",2.16396,2.16396,2.427751,1.72896,1.536328,1.89767966666667,1.09189433062477
"DNMT1",21.44101,21.44101,68.659713,70.838827,36.345284,58.614608,0.376434749013195
"DNMT3A",4.11885,4.11885,16.332627,13.922713,11.351848,13.8690626666667,0.344261781307533
"DNMT3B",0.4077,0.4077,1.57778,1.433169,1.274922,1.42862366666667,0.579628708770715
"DNMT3L",0,0,0,0,0,0,1
"DNPEP",66.27792,66.27792,42.247399,47.489505,53.134586,47.62383,1.38364090200217
"DNTT",0.04182,0.04182,0,0,0,0,1.04182
"DNTTIP1",43.03883,43.03883,11.403717,13.098629,9.413753,11.3053663333333,3.57883128442147
"DNTTIP2",61.70955,61.70955,26.885371,26.842119,20.591238,24.7729093333333,2.43315759152168
"DOC2A",19.72657,19.72657,13.241125,7.851743,9.571074,10.221314,1.84707156398974
"DOC2B",1.9967,1.9967,65.81975,56.665755,48.231148,56.905551,0.0517515151526664
"DOCK1",7.4432,7.4432,1.703223,0.723684,0.209604,0.878837,4.49384379805167
"DOCK10",19.04706,19.04706,0.805443,0.51566,0.745306,0.688803,11.8705734179771
"DOCK11",8.96947,8.96947,5.443071,8.256465,6.917266,6.87226733333333,1.26640389329597
"DOCK2",7.93453,7.93453,0.364274,0.21596,0.420714,0.333649333333333,6.69930976358603
"DOCK3",5.79148,5.79148,8.92842,10.137244,7.140931,8.73553166666667,0.697597237884115
"DOCK4",4.99698,4.99698,8.457222,10.597289,7.546411,8.866974,0.607783095404934
"DOCK5",5.55104,5.55104,1.683276,1.188409,1.138754,1.336813,2.80340788929195
"DOCK6",10.30758,10.30758,46.215209,18.212743,44.191911,36.206621,0.303913112668845
"DOCK7",9.47126,9.47126,84.396907,74.94427,28.765104,62.7020936666667,0.164378584710149
"DOCK8",4.36974,4.36974,0.474927,0.114752,0.219415,0.269698,4.22914740355581
"DOCK9",21.65009,21.65009,10.690733,6.338408,9.211048,8.74672966666667,2.32386562207242
"DOHH",48.95576,48.95576,4.574265,5.25237,6.426387,5.417674,7.78409124551979
"DOK1",18.23165,18.23165,3.055292,5.043217,5.748763,4.61575733333333,3.42458707854898
"DOK2",5.70785,5.70785,0,0,0,0,6.70785
"DOK3",15.59726,15.59726,3.853998,8.164253,7.956627,6.65829266666667,2.16722717744138
"DOK4",132.22131,132.22131,47.63026,54.872048,44.520207,49.007505,2.66402632964792
"DOK5",14.71913,14.71913,13.080527,8.509551,13.194216,11.5947646666667,1.24806857579501
"DOK6",10.39121,10.39121,5.862858,8.635744,10.297506,8.26536933333333,1.22943938770133
"DOK7",1.92352,1.92352,2.53432,1.199549,1.385204,1.70635766666667,1.08024154974343
"DOLK",19.52794,19.52794,8.580851,7.21155,6.602794,7.465065,2.42501859111537
"DOLPP1",23.55271,23.55271,15.202057,16.386455,13.349177,14.9792296666667,1.53653902673531
"DONSON",6.3769,6.3769,15.344097,16.469526,15.783978,15.865867,0.437386349601832
"DOT1L",3.77387,3.77387,10.571788,16.533184,10.761419,12.6221303333333,0.350449590716244
"DPAGT1",21.95325,21.95325,44.33272,38.411268,35.314829,39.352939,0.56881234846364
"DPCD",83.88234,83.88234,46.49108,48.487556,52.681835,49.220157,1.69020459255036
"DPEP1",0.30316,0.30316,0.345817,0.027256,0.315816,0.229629666666667,1.05979876325907
"DPEP2",1.87125,1.87125,0.05748,0.021595,0,0.0263583333333333,2.79751223987724
"DPEP3",0.09409,0.09409,0,0,0.027483,0.009161,1.08415802830272
"DPF1",3.063,3.063,20.616344,29.947605,24.946856,25.1702683333333,0.155252515879821
"DPF2",41.87845,41.87845,41.496492,46.54281,31.200064,39.7464553333333,1.05232343891574
"DPF3",1.76671,1.76671,3.872329,1.152961,0.628253,1.88451433333333,0.95915973376454
"DPH1",25.54941,25.54941,18.807679,21.607499,18.208069,19.5410823333333,1.29250297375599
"DPH2",23.20773,23.20773,5.257716,10.580602,5.959349,7.265889,2.92862993926001
"DPH3",36.24378,36.24378,33.442696,37.303507,28.290665,33.0122893333333,1.09500950185966
"DPH5",22.71639,22.71639,28.146193,12.544815,13.458851,18.049953,1.24495792719279
"DPM1",40.66579,40.66579,16.853752,16.537306,15.270781,16.220613,2.41953001324633
"DPM2",58.85563,58.85563,25.823292,27.032959,27.277741,26.7113306666667,2.15996953448356
"DPM3",162.83042,162.83042,12.235772,16.84045,10.730195,13.2688056666667,11.4817192011188
"DPP10",9.63852,9.63852,16.236364,12.823093,5.4703,11.509919,0.850406785207802
"DPP3",42.66249,42.66249,106.227304,111.487073,85.141269,100.951882,0.428265659676591
"DPP4",0.41816,0.41816,0.163404,0,0.012212,0.0585386666666667,1.33973377133759
"DPP6",39.83993,39.83993,14.245642,11.140054,9.153624,11.5131066666667,3.2637722260286
"DPP7",199.30418,199.30418,62.822202,57.790757,56.24032,58.951093,3.34112640782045
"DPP8",8.1018,8.1018,9.834182,5.816585,5.641937,7.097568,1.12401649482906
"DPP9",11.24843,11.24843,13.61218,9.911718,10.731417,11.4184383333333,0.986310007041948
"DPPA2",0.68996,0.68996,0,0,0,0,1.68996
"DPPA3",0,0,0,0,0,0,1
"DPPA4",0.06272,0.06272,0.963742,0.228382,0.340307,0.510810333333333,0.703410597977112
"DPPA5",0.02091,0.02091,0,0,0,0,1.02091
"DPRX",0.06272,0.06272,0,0,0.10088,0.0336266666666667,1.02814684863652
"DPRXP4",0.39725,0.39725,0.368751,0,0.381267,0.250006,1.11779463458575
"DPT",1.81898,1.81898,0,0.029102,0.054684,0.0279286666666667,2.74238873903701
"DPY19L1",6.20963,6.20963,22.495691,21.357436,18.405134,20.7527536666667,0.331435279895062
"DPY19L2",2.35213,2.35213,13.77269,14.318528,17.35502,15.148746,0.207578346950283
"DPY19L2P2",1.07675,1.07675,3.661982,4.451667,4.135459,4.083036,0.408564881303221
"DPY19L2P4",0.72132,0.72132,2.656601,4.52124,2.345,3.17428033333333,0.412363296795032
"DPY19L3",3.21981,3.21981,6.956663,5.627518,4.309052,5.63107766666667,0.636368658628791
"DPY19L4",4.77745,4.77745,5.249867,2.534808,4.984801,4.256492,1.09910754168369
"DPY30",99.11371,99.11371,58.172579,54.750986,53.280257,55.401274,1.77502568470351
"DPYD",5.34196,5.34196,1.10583,0.457143,0.217297,0.593423333333333,3.98008480692513
"DPYS",3.49161,3.49161,0.327804,0.40168,0.11757,0.282351333333333,3.50263604306048
"DPYSL2",155.02133,155.02133,176.829212,178.216111,139.313682,164.786335,0.941098854739747
"DPYSL3",173.49343,173.49343,657.378833,725.120653,495.363953,625.954479666667,0.278319137448022
"DPYSL4",13.956,13.956,40.679674,60.841624,50.619704,50.7136673333333,0.289207878133983
"DPYSL5",52.40555,52.40555,133.640764,146.352999,95.570693,125.188152,0.423221587395939
"DQX1",2.87483,2.87483,3.713298,0.938033,1.705082,2.11880433333333,1.24240881628462
"DR1",9.83715,9.83715,20.237871,17.910866,16.369226,18.1726543333333,0.56523994078163
"DRAM1",8.70812,8.70812,3.696358,2.377674,1.656687,2.57690633333333,2.71411076927837
"DRAM2",48.47488,48.47488,21.533434,22.658057,27.607711,23.9330673333333,1.98430780050301
"DRAP1",168.93551,168.93551,109.27274,112.212371,113.496515,111.660542,1.50838534045043
"DRAXIN",0.22999,0.22999,3.995521,6.685138,4.825211,5.16862333333333,0.199394570479529
"DRD1",0,0,0.092887,0.022779,0.043404,0.0530233333333333,0.949646573200341
"DRD2",1.74581,1.74581,18.297666,21.219887,24.771916,21.429823,0.122417818455366
"DRD3",0.02091,0.02091,0,0.083914,0.047361,0.0437583333333333,0.978109556011529
"DRD4",0.99312,0.99312,0.541153,1.139577,1.878943,1.18655766666667,0.91153324258694
"DRD5",0.35543,0.35543,7.611117,3.326401,4.276212,5.07124333333333,0.223254105556632
"DRG1",83.21329,83.21329,89.372154,94.975499,87.927056,90.7582363333333,0.917773633901108
