"Hs_symbol","DRG","dHs_Avg_TPM","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Hs_Avg_TPM","FoldChange"
"OR7C1",0.47043,0.47043,0.289274,0.079678,0.213099,0.194017,1.2314983790013
"OR7C2",0,0,0,0,0,0,1
"OR7D2",0.02091,0.02091,0.185136,0.167078,0.042378,0.131530666666667,0.902238030373017
"OR7D4",0,0,0.090386,0.054714,0.027033,0.0573776666666667,0.945735881818322
"OR7E12P",0.04182,0.04182,0.523361,0.151328,0.276809,0.317166,0.790955733749581
"OR7E14P",5.51968,5.51968,0.140055,0.130911,0.420603,0.230523,5.29829999114198
"OR7E24",0,0,0,0,0,0,1
"OR7E2P",0.01045,0.01045,0,0,0,0,1.01045
"OR7E91P",0,0,0,0.044711,0,0.0149036666666667,0.985315190834204
"OR7G1",0,0,0,0,0,0,1
"OR7G2",0,0,0.150391,0.062649,0.132164,0.115068,0.896806293427845
"OR7G3",0,0,0,0,0,0,1
"OR8A1",0,0,0.097597,0.073599,0.038502,0.0698993333333333,0.934667373690609
"OR8B12",0,0,0,0,0,0,1
"OR8B2",0,0,0,0,0,0,1
"OR8B3",0.01045,0.01045,0,0,0,0,1.01045
"OR8B4",0,0,0,0,0,0,1
"OR8B8",0,0,0.047963,0.011752,0.011054,0.0235896666666667,0.976953981234017
"OR8D1",0,0,0.007605,0.011241,0.010975,0.00994033333333333,0.990157504354218
"OR8D2",0,0,0,0,0,0,1
"OR8D4",0,0,0.022459,0.033405,0.015848,0.023904,0.976654061318249
"OR8G1",0,0,0,0.02711,0,0.00903666666666667,0.991044263340282
"OR8G2P",0,0,0,0,0,0,1
"OR8G5",0,0,0,0,0,0,1
"OR8H1",0,0,0.026265,0.033992,0.041027,0.0337613333333333,0.967341268971175
"OR8H2",0,0,0.043244,0.016032,0.031633,0.030303,0.970588263840831
"OR8H3",0,0,0,0,0,0,1
"OR8I2",0,0,0,0,0,0,1
"OR8J1",0,0,0,0,0,0,1
"OR8J3",0,0,0,0,0.013238,0.00441266666666667,0.995606719416123
"OR8K1",0,0,0,0,0,0,1
"OR8K3",0.02091,0.02091,0,0,0,0,1.02091
"OR8K5",0,0,0,0,0,0,1
"OR8S1",0.03136,0.03136,0,0,0.058316,0.0194386666666667,1.0116940172304
"OR8U1",0,0,0,0,0,0,1
"OR9A2",0,0,0,0,0,0,1
"OR9A4",0,0,0,0,0,0,1
"OR9G1",0,0,0,0.064861,0.012596,0.025819,0.974830842478059
"OR9G4",0,0,0,0,0,0,1
"OR9I1",0,0,0,0,0,0,1
"OR9K2",0,0,0,0,0,0,1
"OR9Q1",0,0,0,0,0,0,1
"OR9Q2",0.01045,0.01045,0,0,0,0,1.01045
"ORAI1",13.8201,13.8201,2.569379,1.621075,1.988177,2.05954366666667,4.8438922972282
"ORAI2",17.5626,17.5626,42.874077,43.912545,25.781749,37.5227903333333,0.481860214158422
"ORAI3",10.6421,10.6421,1.981867,1.224197,1.100088,1.435384,4.78039602789539
"ORC1",0.86768,0.86768,0.16629,0.288038,0.287346,0.247224666666667,1.49746878001665
"ORC2",2.78075,2.78075,7.533388,6.330778,7.94265,7.26893866666667,0.457223127708127
"ORC3",42.38023,42.38023,13.773433,13.661451,11.560466,12.99845,3.0989309530698
"ORC4",27.96426,27.96426,42.698777,40.748495,40.147798,41.1983566666667,0.68638360087798
"ORC5",15.8168,15.8168,6.399577,8.282899,8.451664,7.71138,1.93044041242605
"ORC6",6.35599,6.35599,5.563001,4.657389,3.878839,4.699743,1.29058275083631
"ORM1",0.05227,0.05227,0,0,0,0,1.05227
"ORM2",0,0,0.222931,0.082555,0.077636,0.127707333333333,0.886754896808333
"ORMDL1",57.28754,57.28754,46.119483,45.712094,33.584607,41.8053946666667,1.36168677929255
"ORMDL2",85.75359,85.75359,16.225295,16.855881,17.016018,16.6990646666667,4.90159178656409
"ORMDL3",49.96979,49.96979,44.767781,34.619661,34.797356,38.0615993333333,1.30485671016816
"OS9",143.33384,143.33384,93.990893,78.973037,60.59597,77.8533,1.83040963409268
"OSBP",12.80606,12.80606,19.286178,18.636292,15.406472,17.776314,0.735291282410382
"OSBP2",6.08419,6.08419,17.658023,14.231388,14.226987,15.3721326666667,0.432698057377905
"OSBPL10",8.94856,8.94856,5.927682,7.773951,10.003057,7.90156333333333,1.11761941441747
"OSBPL11",4.17112,4.17112,3.679978,4.023752,3.415437,3.706389,1.09874470639805
"OSBPL1A",47.52357,47.52357,27.930075,48.025055,32.064568,36.006566,1.31121515030603
"OSBPL2",15.34637,15.34637,20.963745,22.279037,20.522122,21.254968,0.734504313823322
"OSBPL3",24.79672,24.79672,1.35902,0.645466,0.862406,0.955630666666667,13.1909978912174
"OSBPL5",29.46963,29.46963,27.409676,29.829961,24.951237,27.396958,1.07298922652208
"OSBPL6",5.22697,5.22697,4.053687,3.373912,3.238842,3.55548033333333,1.36691842448228
"OSBPL7",10.74664,10.74664,14.1232,17.185179,14.002696,15.1036916666667,0.72943771174622
"OSBPL8",19.99837,19.99837,11.339185,17.35751,10.62579,13.107495,1.48845489578412
"OSBPL9",42.48477,42.48477,189.817119,300.089011,243.927235,244.611121666667,0.177047235096364
"OSCAR",6.83687,6.83687,0.390815,0.084973,0.842528,0.439438666666667,5.44439313843637
"OSCP1",17.09218,17.09218,13.726792,14.764628,13.455533,13.9823176666667,1.20756884231952
"OSGEP",30.88091,30.88091,34.590834,40.085918,31.742973,35.4732416666667,0.87409038909575
"OSGEPL1",4.56837,4.56837,5.084079,4.540788,4.816074,4.813647,0.957810131918914
"OSGIN1",6.81596,6.81596,1.232605,1.87298,1.021174,1.37558633333333,3.29011827115243
"OSGIN2",13.44375,13.44375,5.845342,5.073401,5.949471,5.622738,2.18093332395151
"OSM",1.30674,1.30674,0,0,0,0,2.30674
"OSMR",46.76043,46.76043,1.352589,1.004124,1.74372,1.366811,20.1792327312996
"OSR1",0.62724,0.62724,0.152601,0.025396,0,0.0593323333333333,1.53609962501538
"OSR2",16.07814,16.07814,0,0,0,0,17.07814
"OST4",368.97147,368.97147,195.348097,156.32236,176.488943,176.053133333333,2.08960701815688
"OSTC",69.45591,69.45591,62.19316,53.004757,56.44499,57.2143023333333,1.21028522503923
"OSTCP1",0.03136,0.03136,0.810588,0.595461,0.738348,0.714799,0.601446583535446
"OSTF1",90.2906,90.2906,10.33368,15.684085,14.305655,13.44114,6.32156464101865
"OSTM1",25.85257,25.85257,64.18151,62.737164,60.631891,62.516855,0.422762902854683
"OSTN",0.08363,0.08363,1.516896,0.221431,0.57557,0.771299,0.6117713610181
"OTC",0.82586,0.82586,0.153919,0,0,0.0513063333333333,1.73675354376571
"OTOA",0.15681,0.15681,0.05516,0.035362,0.117112,0.0692113333333333,1.08192829979979
"OTOF",10.43302,10.43302,0.243405,0.062086,0.17665,0.160713666666667,9.84999171486738
"OTOG",0.03136,0.03136,0.232086,0.170177,1.084436,0.495566333333333,0.689611672189287
"OTOGL",0.06272,0.06272,0.053972,0,0.045344,0.0331053333333333,1.02866567978225
"OTOL1",0,0,0,0,0,0,1
"OTOP1",0.01045,0.01045,0.068873,0,0.073322,0.0473983333333333,0.964723704289517
"OTOP2",0.04182,0.04182,0,0,0,0,1.04182
"OTOP3",0.02091,0.02091,0.054843,0.099492,0.206792,0.120375666666667,0.911221146954578
"OTOR",0.01045,0.01045,0.145951,0.547102,0.371882,0.354978333333333,0.745731481561206
"OTOS",3.87841,3.87841,0,0.129812,0,0.0432706666666667,4.67607319545072
"OTP",0.26135,0.26135,0.027245,0.039084,0.032999,0.0331093333333333,1.22092595556198
"OTUB1",241.24535,241.24535,55.543729,51.551257,51.280428,52.7918046666667,4.50338767217663
"OTUB2",3.04209,3.04209,2.904004,3.117354,2.576206,2.86585466666667,1.04558767686042
"OTUD1",5.22697,5.22697,2.319277,3.930925,3.588944,3.27971533333333,1.45499630582906
"OTUD3",1.89216,1.89216,25.22116,18.658268,30.627122,24.8355166666667,0.111945119476999
"OTUD4",4.00386,4.00386,6.227235,6.723024,5.840897,6.26371866666667,0.688884059202734
"OTUD5",56.63939,56.63939,27.621154,24.78283,25.857529,26.087171,2.12792210748033
"OTUD6A",0.05227,0.05227,0,0.114246,0.054512,0.0562526666666667,0.996229437527258
"OTUD6B",3.57524,3.57524,5.899488,5.250655,4.333383,5.16117533333333,0.742592079022152
"OTUD7A",3.08391,3.08391,2.313144,3.614202,2.31329,2.74687866666667,1.08994989251498
"OTUD7B",5.12243,5.12243,1.421231,1.128666,0.962791,1.170896,2.8202318305437
"OTX1",0.06272,0.06272,0,0.032905,0.129742,0.0542156666666667,1.00806697680772
"OTX2",0,0,0.036159,0,0,0.012053,0.988090544665151
"OVCA2",0,0,6.571917,6.156142,4.21847,5.648843,0.150402107554653
"OVCH1",0.06272,0.06272,0.364184,0.282341,0.038567,0.228364,0.865150720796116
"OVCH2",0.01045,0.01045,0,0,0,0,1.01045
"OVGP1",1.94443,1.94443,5.179266,5.482345,6.210841,5.62415066666667,0.44449924951385
"OVOL1",0.03136,0.03136,0.059603,0.053897,0.014397,0.0426323333333333,0.989188582616371
"OVOL2",0.28226,0.28226,0,0,0,0,1.28226
"OVOL3",0.08363,0.08363,0.277118,0,0.091347,0.122821666666667,0.96509537727125
"OXA1L",75.56101,75.56101,37.377502,36.945499,34.803779,36.3755933333333,2.04842259806266
"OXCT1",40.75987,40.75987,238.801073,231.464248,200.340242,223.535187666667,0.185983633273527
"OXCT2",0.70041,0.70041,0.475072,0.343212,0.646051,0.488111666666667,1.14266290500153
"OXCT2P1",0.48088,0.48088,0.169712,0.491493,0.15227,0.271158333333333,1.16498469243931
"OXER1",1.76671,1.76671,0.188689,0.136188,0.127741,0.150872666666667,2.40401052187065
"OXGR1",0.06272,0.06272,0.343397,0.126737,0.038685,0.169606333333333,0.908613410951092
"OXLD1",73.96156,73.96156,6.573484,5.750791,7.282156,6.535477,9.94781883084508
"OXNAD1",8.92766,8.92766,4.819051,3.873855,3.720246,4.13771733333333,1.9323094977588
"OXR1",50.96291,50.96291,35.87298,17.593764,18.866022,24.110922,2.06933500888577
"OXSM",12.37745,12.37745,19.445601,12.252623,13.403175,15.0337996666667,0.834328124219422
"OXSR1",11.93839,11.93839,16.025096,14.29145,13.640828,14.652458,0.826604358242009
"OXT",0.24044,0.24044,0,0,0.296604,0.098868,1.12883440049214
"OXTR",0.36589,0.36589,0.365917,0.233869,0.246229,0.282005,1.0654326621191
"P2RX1",0.57497,0.57497,0,0,0,0,1.57497
"P2RX2",0.11499,0.11499,0.218938,0.937493,1.591441,0.915957333333333,0.581949284883171
"P2RX3",53.91092,53.91092,74.92959,127.107014,107.434159,103.156921,0.527194155441672
"P2RX4",21.38874,21.38874,6.293738,5.949589,5.389553,5.87762666666667,3.25530027800288
"P2RX5",36.93374,36.93374,30.20118,33.802553,36.005931,33.3365546666667,1.10476255897699
"P2RX6",22.02643,22.02643,0.502836,0.387945,2.351545,1.08077533333333,11.0662740138852
"P2RX7",1.46355,1.46355,0.872757,0.454597,0.295212,0.540855333333333,1.59881978970122
"P2RY1",1.27538,1.27538,0.109357,0,0.013945,0.0411006666666667,2.1855523417204
"P2RY10",0.05227,0.05227,0.07869,0.027628,0.013709,0.040009,1.01178932105395
"P2RY11",15.25228,15.25228,6.232764,9.998795,9.062273,8.43127733333333,1.72323211645563
"P2RY12",23.36453,23.36453,0,0.023679,0,0.007893,24.1737267745683
"P2RY13",4.85062,4.85062,0.023151,0.03411,0,0.019087,5.74104075510727
"P2RY14",6.42917,6.42917,0.581624,0,0,0.193874666666667,6.22273862359645
"P2RY2",1.48446,1.48446,0.030127,0.005019,0.040759,0.0253016666666667,2.42315025984223
"P2RY4",0,0,0,0,0.029331,0.009777,0.990317664197145
"P2RY6",3.88886,3.88886,0.161966,0.085438,0.037355,0.0949196666666667,4.46503990094859
"P2RY8",0,0,0.014423,0.033471,0.030203,0.0260323333333333,0.974628154993166
"P4HA1",9.28309,9.28309,13.306211,2.050323,6.020525,7.12568633333333,1.26550417751378
"P4HA2",28.02699,28.02699,18.8736,13.581775,16.817651,16.424342,1.66588729720755
"P4HA3",0.26135,0.26135,0.919704,0.054403,0.861666,0.611924333333333,0.782511916915869
"P4HB",172.08215,172.08215,234.816928,169.662846,150.460541,184.980105,0.930648737938932
"P4HTM",101.88401,101.88401,51.331189,60.496238,58.339172,56.7221996666667,1.78239932979223
"PA2G4",75.12194,75.12194,96.974132,113.562684,111.445431,107.327415666667,0.702702446389325
"PAAF1",30.49411,30.49411,35.243783,29.639674,36.149983,33.6778133333333,0.908191923673773
"PABPC1",320.97748,320.97748,622.01734,667.996502,701.098916,663.704252666667,0.484392086718699
"PABPC1L",6.73233,6.73233,13.724585,13.308754,7.429253,11.4875306666667,0.619204084970949
"PABPC1L2A",0.15681,0.15681,5.396863,4.357016,4.162801,4.63889333333333,0.205148409735244
"PABPC1L2B",0.1359,0.1359,1.852546,2.077567,2.158668,2.02959366666667,0.374934768479953
"PABPC3",0.05227,0.05227,0,0,0.029578,0.00985933333333333,1.04199660810846
"PABPC4",74.31699,74.31699,229.530832,238.997298,227.417092,231.981740666667,0.323274217904304
"PABPC4L",0.09409,0.09409,0.014104,0,0,0.00470133333333333,1.08897038721955
"PABPC5",0.6586,0.6586,1.923104,3.127172,2.567343,2.53920633333333,0.46863614149274
"PABPN1",86.01494,86.01494,140.066239,161.122011,127.404859,142.864369666667,0.604840101837678
"PABPN1L",0.07318,0.07318,0.095702,0.492833,0.250181,0.279572,0.838702316086942
"PACRG",5.90647,5.90647,20.946275,13.697986,33.465582,22.703281,0.291371899105444
"PACRGL",6.04237,6.04237,10.013673,33.124007,23.922275,22.3533183333333,0.301557573081513
"PACS1",16.19314,16.19314,101.068072,92.173051,83.654246,92.2984563333333,0.184281076833393
"PACS2",76.15688,76.15688,46.530491,48.696193,42.186484,45.8043893333333,1.64849667091052
"PACSIN1",16.30813,16.30813,4.292409,3.654408,4.476242,4.14101966666667,3.36667259069683
"PACSIN2",45.31779,45.31779,22.357463,14.231497,15.220669,17.2698763333333,2.53519997371265
"PACSIN3",34.57115,34.57115,1.303288,0,0,0.434429333333333,24.79811948445
"PADI1",0.01045,0.01045,0.028842,0,0,0.009614,1.00082803923083
"PADI2",7.92408,7.92408,5.246121,0.604441,0.827162,2.225908,2.76637771442955
"PADI3",0,0,0,0,0.013484,0.00449466666666667,0.99552544496669
"PADI4",0.16726,0.16726,0,0.144893,0.067037,0.0706433333333333,1.09024169268944
"PADI6",0.01045,0.01045,0,0,0,0,1.01045
"PAEP",0,0,0.433981,0.511326,0,0.315102333333333,0.760397099642689
"PAF1",50.62838,50.62838,91.742097,125.067792,80.05286,98.9542496666667,0.516520109671909
"PAFAH1B1",147.51541,147.51541,213.996229,217.677499,175.92883,202.534186,0.729682874993786
"PAFAH1B2",60.25645,60.25645,60.223691,57.258726,54.768492,57.4169696666667,1.04860711450005
"PAFAH1B3",144.47332,144.47332,121.436594,183.094126,151.270144,151.933621333333,0.951218696920327
"PAFAH2",5.25833,5.25833,3.626327,10.63605,7.495553,7.25264333333333,0.758342478551317
"PAG1",4.15021,4.15021,10.269097,7.533761,7.623915,8.475591,0.543523881518314
"PAGE1",0.14636,0.14636,0,0,0,0,1.14636
"PAGE2",0,0,0,0,0,0,1
"PAGE2B",0.04182,0.04182,0.204487,0,0.19406,0.132849,0.919645954580001
"PAGE3",0.02091,0.02091,0,0,0,0,1.02091
"PAGE4",0,0,0,0,0,0,1
"PAGE5",0,0,0,0,0,0,1
"PAH",0,0,0.026985,0.318401,5.193302,1.84622933333333,0.351342032874371
"PAICS",29.56372,29.56372,17.071648,14.858283,21.196306,17.7087456666667,1.63365949511278
"PAIP1",67.50103,67.50103,118.518944,144.442752,118.847526,127.269740666667,0.534038890575237
"PAIP2",172.94982,172.94982,150.28288,126.078634,127.043953,134.468489,1.28406112214037
"PAIP2B",3.01073,3.01073,1.271076,1.242451,1.519876,1.34446766666667,1.71072096963589
"PAK1",32.16674,32.16674,144.802065,161.619319,150.388029,152.269804333333,0.216394482554884
"PAK1IP1",15.12684,15.12684,12.869834,15.585168,15.510919,14.655307,1.03011969040275
"PAK2",13.69465,13.69465,47.603489,38.368981,38.063179,41.3452163333333,0.347020307661828
"PAK3",1.17084,1.17084,23.318705,17.33156,17.031655,19.2273066666667,0.107322246890013
"PAK4",17.51033,17.51033,5.083396,4.424567,5.203974,4.903979,3.13522964766643
"PAK6",0.51224,0.51224,7.120368,4.280505,4.473156,5.291343,0.24036839193158
"PALB2",4.28611,4.28611,6.710151,6.284273,7.200012,6.73147866666667,0.683712680058269
"PALD1",26.98159,26.98159,1.41943,0.987051,1.7092,1.37189366666667,11.7971519521463
"PALLD",20.56288,20.56288,39.893826,26.213213,29.892469,31.999836,0.65342385337915
"PALM",98.87327,98.87327,127.31551,130.181436,110.556213,122.684386333333,0.807484864992081
"PALM3",51.89331,51.89331,13.407416,19.924089,17.603194,16.978233,2.94207500815013
"PALMD",10.25531,10.25531,0.962712,0.027203,0.051274,0.347063,8.35544440015055
"PAM",111.62707,111.62707,125.041091,55.485994,70.039387,83.5221573333333,1.33251532560661
"PAM16",122.07054,122.07054,32.126499,41.580726,44.097004,39.2680763333333,3.05628058766055
"PAMR1",1.59945,1.59945,3.42977,0.183322,0.649523,1.42087166666667,1.07376612969295
"PAN2",18.79617,18.79617,26.905415,27.783556,23.677561,26.1221773333333,0.729888672163145
"PAN3",4.27566,4.27566,4.125761,4.225931,2.821239,3.72431033333333,1.11670479451286
"PANK1",5.95874,5.95874,10.544755,8.736074,8.441208,9.240679,0.679519395149482
"PANK2",25.73758,25.73758,15.274736,12.593231,11.401159,13.0897086666667,1.8976673423529
"PANK3",5.3315,5.3315,43.828513,35.59284,33.079933,37.5004286666667,0.164452714405275
"PANK4",13.28695,13.28695,18.880735,14.882501,12.208532,15.3239226666667,0.875215491505228
"PANX1",13.19286,13.19286,13.54821,14.530263,13.180811,13.7530946666667,0.962025955955365
"PANX2",45.81958,45.81958,2.080648,2.941211,4.019671,3.01384333333333,11.6645260195341
"PANX3",0.01045,0.01045,0,0,0.02722,0.00907333333333333,1.00136428802664
"PAOX",9.02174,9.02174,1.884664,2.837718,2.87308,2.53182066666667,2.83755630476519
"PAPLN",13.49602,13.49602,0.590797,0.448999,0.418914,0.486236666666667,9.75350718032794
"PAPOLA",45.7464,45.7464,57.835637,53.999131,45.288597,52.374455,0.875819715629883
"PAPOLB",0.02091,0.02091,0.014522,0.010679,0,0.00840033333333333,1.01240545669527
"PAPOLG",2.61348,2.61348,7.985748,5.217685,4.980917,6.06145,0.511719264457017
"PAPPA",0.48088,0.48088,4.231117,0.797385,0.562761,1.86375433333333,0.51711139561203
"PAPPA2",0.30316,0.30316,1.242246,1.239152,1.569374,1.35025733333333,0.554475453184417
"PAPSS1",52.92825,52.92825,101.123856,134.390915,91.675529,109.063433333333,0.489974266354887
"PAPSS2",2.37304,2.37304,0.662365,0.373821,1.211402,0.749196,1.92833736185082
"PAQR3",7.38047,7.38047,37.218052,54.943797,49.412568,47.1914723333333,0.173899438930471
"PAQR4",17.31171,17.31171,11.556662,13.732006,11.604223,12.2976303333333,1.37706565312602
"PAQR5",3.83659,3.83659,0.207195,0.02764,0.152233,0.129022666666667,4.28387324966608
"PAQR6",56.63939,56.63939,1.684189,2.022633,2.44659,2.05113733333333,18.8911162307564
"PAQR7",8.53041,8.53041,6.914943,7.704649,7.159523,7.259705,1.15384387214798
"PAQR8",33.61984,33.61984,2.996602,3.998978,4.027296,3.674292,7.40643502802136
"PAQR9",2.56121,2.56121,1.072226,1.228391,1.110935,1.137184,1.66630949885457
"PARD3",13.62147,13.62147,16.899989,10.644846,10.793873,12.7795693333333,1.06109774887014
"PARD3B",3.30344,3.30344,0.439457,0.225577,0.35067,0.338568,3.21495807459912
"PARD6A",35.81517,35.81517,8.504336,7.77267,9.470501,8.58250233333333,3.84191610075962
"PARD6B",0.60633,0.60633,1.018705,1.152833,0.884022,1.01852,0.795795929691061
"PARD6G",4.99698,4.99698,4.358904,3.541431,3.800171,3.90016866666667,1.22383134294833
"PARG",10.03577,10.03577,13.005856,12.470787,10.855308,12.1106503333333,0.841740853384059
"PARK7",550.27399,550.27399,197.4727,200.03284,188.09911,195.20155,2.80973310353562
"PARL",66.07929,66.07929,25.595511,23.626831,20.916697,23.3796796666667,2.75144263243601
"PARM1",8.81266,8.81266,25.175504,14.394226,15.326992,18.2989073333333,0.508456765479745
"PARN",19.65339,19.65339,22.436065,12.68325,16.774253,17.297856,1.1287327870544
"PARP1",63.40309,63.40309,53.861609,59.042131,55.263285,56.055675,1.12877623479172
"PARP10",62.6295,62.6295,1.474539,1.794646,3.060317,2.109834,20.4607384188352
"PARP11",3.3348,3.3348,5.900167,4.496686,4.204773,4.86720866666667,0.738818106918077
"PARP12",18.07485,18.07485,0.794936,1.283183,0.55591,0.878009666666667,10.1569498488559
"PARP14",7.15049,7.15049,0.873249,0.350183,0.197346,0.473592666666667,5.53103322537345
"PARP15",0.77359,0.77359,0.306762,0.154467,0.156966,0.206065,1.47055921529934
"PARP16",3.35571,3.35571,4.310284,4.501871,4.777308,4.529821,0.787676490794187
"PARP2",23.16591,23.16591,37.246424,39.331746,47.1788,41.2523233333333,0.571942749972644
"PARP3",14.76095,14.76095,6.41555,4.594931,5.529858,5.51344633333333,2.41975587015148
"PARP4",19.32932,19.32932,3.524129,4.176536,3.724475,3.80838,4.22789380207055
"PARP6",74.54698,74.54698,216.964227,256.922616,235.824692,236.570511666667,0.317998136511148
"PARP8",6.57552,6.57552,11.875735,11.681299,14.633382,12.7301386666667,0.551743881392215
"PARP9",21.50373,21.50373,3.064558,2.113747,2.469171,2.54915866666667,6.34058156130148
"PARPBP",0.86768,0.86768,0.87804,1.650738,1.371068,1.29994866666667,0.812052906688062
"PARS2",2.78075,2.78075,1.955717,1.676567,1.788915,1.80706633333333,1.34686877723707
"PART1",0.16726,0.16726,0.209197,0.138243,0.278913,0.208784333333333,0.965647856124321
"PARVA",31.26771,31.26771,15.135976,12.948235,15.649735,14.577982,2.07136649663609
"PARVB",62.04408,62.04408,8.659791,13.214878,7.470166,9.78161166666667,5.84737068530416
"PARVG",27.60883,27.60883,0.53776,0.075694,0.033563,0.215672333333333,23.5333397129764
"PASD1",0,0,0.020286,0,0,0.006762,0.993283417530658
"PASK",1.37992,1.37992,38.888608,34.89569,27.395872,33.7267233333333,0.0685328119545207
"PATE1",0,0,0,0,0,0,1
"PATE2",0.32407,0.32407,0.12266,0.180181,0.168303,0.157048,1.14435183328609
"PATE3",0,0,0,0,0,0,1
"PATE4",0,0,0.033722,0.133287,0.06255,0.0765196666666667,0.928919397354252
"PATL1",6.59643,6.59643,5.374801,6.290402,4.646685,5.437296,1.18006535663421
"PATL2",1.35901,1.35901,0.976355,0.32353,0.068041,0.455975333333333,1.62022662471846
"PATZ1",9.80579,9.80579,14.77806,14.794383,11.69008,13.7541743333333,0.732388662074234
"PAWR",3.90977,3.90977,4.215934,1.463274,2.942755,2.87398766666667,1.26736851597273
"PAX1",0.07318,0.07318,0.077475,0.017786,0.031653,0.0423046666666667,1.02962217700903
"PAX2",0.03136,0.03136,0.572753,0.489594,0.385861,0.482736,0.695578983716589
"PAX3",0.9304,0.9304,0.116946,0.034938,0.064628,0.0721706666666667,1.80045962831788
"PAX4",0.01045,0.01045,0.032631,0,0,0.010877,0.999577594504574
"PAX5",0.01045,0.01045,0.768826,0.559597,0.510103,0.612842,0.626502782045606
"PAX6",0.48088,0.48088,0.386981,0.328621,0.244348,0.319983333333333,1.12189295319385
"PAX7",0.22999,0.22999,0.224213,0.340354,0.326616,0.297061,0.948290018742372
"PAX8",2.9271,2.9271,0,0,0,0,3.9271
"PAX9",2.06988,2.06988,0,0,0.031835,0.0106116666666667,3.03764551830822
"PAXIP1",2.3835,2.3835,5.025511,5.220083,2.293086,4.17956,0.653240815822193
"PBK",0.45997,0.45997,0.568683,0,0.026073,0.198252,1.21841649335866
"PBLD",4.58928,4.58928,4.946348,3.562825,4.70916,4.406111,1.03388184223372
"PBOV1",0.01045,0.01045,0.192002,0.081619,0.127253,0.133624666666667,0.891344401468564
"PBRM1",4.7879,4.7879,16.149166,17.34154,13.464632,15.6517793333333,0.347584476357662
"PBX1",4.22339,4.22339,31.179247,63.036366,49.138012,47.7845416666667,0.107070596987263
"PBX2",19.2875,19.2875,37.692432,38.915406,29.411495,35.3397776666667,0.558272540522698
"PBX3",26.17664,26.17664,72.562483,38.895052,37.115344,49.524293,0.537892534191423
"PBX4",2.15351,2.15351,2.496553,3.2342,2.779772,2.83684166666667,0.821902563088999
"PBXIP1",21.79644,21.79644,6.869432,0.591413,0.538305,2.66638333333333,6.21769136706018
"PC",48.35988,48.35988,7.524379,7.352553,7.993084,7.62333866666667,5.72398718269057
"PCA3",0.07318,0.07318,2.415104,0.392968,0.332993,1.04702166666667,0.524264113797851
"PCBD1",107.12142,107.12142,56.623717,46.815059,45.432171,49.623649,2.1357887496415
"PCBD2",4.73563,4.73563,2.969786,4.553521,3.132152,3.55181966666667,1.26007408465728
"PCBP1",185.36909,185.36909,70.623198,75.977961,65.804714,70.8019576666667,2.59559900671789
"PCBP2",383.54425,383.54425,233.331373,250.63722,242.229507,242.066033333333,1.58205671408085
"PCBP3",173.023,173.023,26.543792,24.401674,27.196458,26.047308,6.43402293492572
"PCBP4",254.65774,254.65774,107.373237,127.346848,121.654229,118.791438,2.1341904251955
"PCCA",36.05561,36.05561,73.09938,42.253037,49.420622,54.9243463333333,0.662602469756777
"PCCB",36.13924,36.13924,20.457505,23.816946,24.101024,22.791825,1.5610084556355
"PCDH1",15.75407,15.75407,16.131545,14.675298,11.871987,14.2262766666667,1.10033926000294
"PCDH10",9.78488,9.78488,12.02199,8.247993,9.709167,9.99305,0.981063490114208
"PCDH11X",0.07318,0.07318,11.086334,10.33033,9.904101,10.440255,0.0938073495739387
"PCDH11Y",0,0,37.94148,35.090513,24.809801,32.6139313333333,0.0297495699055096
"PCDH12",1.85035,1.85035,0.961138,0.539988,0.591794,0.69764,1.6790073278198
"PCDH15",0.11499,0.11499,2.510831,0.675214,1.145129,1.44372466666667,0.456266622508209
"PCDH17",2.72848,2.72848,3.924612,5.661628,3.215434,4.26722466666667,0.707864242737826
"PCDH18",2.33123,2.33123,10.943038,2.710615,2.257536,5.30372966666667,0.528453816415245
"PCDH19",0.73178,0.73178,140.146403,91.486188,65.609795,99.0807953333333,0.0173038193214998
"PCDH20",0.2718,0.2718,0.078014,0,0.027366,0.0351266666666667,1.22864190533848
"PCDH7",6.97277,6.97277,3.823981,4.049858,2.611032,3.494957,1.77371440928133
"PCDH8",0.86768,0.86768,4.677507,3.024108,2.23455,3.312055,0.433129911376362
"PCDH9",9.77442,9.77442,6.025896,0.552366,1.461866,2.68004266666667,2.92779757625999
"PCDHA1",6.36644,6.36644,0.023664,0,0.015989,0.0132176666666667,7.27034302928657
"PCDHA10",1.26493,1.26493,4.942346,3.888469,3.471915,4.10091,0.444024693633097
"PCDHA11",1.3172,1.3172,5.119105,2.56753,3.805021,3.830552,0.479696730311567
"PCDHA12",0.77359,0.77359,6.763479,4.735482,4.722735,5.407232,0.276810641475133
"PCDHA13",0.63769,0.63769,0.088254,0,0.055907,0.0480536666666667,1.56260127900575
"PCDHA2",0.61678,0.61678,1.021346,1.053144,0.863008,0.979166,0.816899643587248
"PCDHA3",1.25447,1.25447,0.6122,0.719617,0.837257,0.723024666666667,1.30843744933812
"PCDHA4",2.44622,2.44622,32.461856,39.502953,31.514916,34.4932416666667,0.0970951042557632
"PCDHA5",0.74223,0.74223,0.208127,0.04577,0.105724,0.119873666666667,1.55573798354041
