"Hs_symbol","Mm_genes","DRG-S1","DRG-S7","DRG-S13","DRG-S1_read","DRG-S7_read","DRG-S13_read","Mm_Avg_TPM","Heart","dHs_Avg_TPM","FoldChange"
"TIMM50","Timm50",20.047982,21.381391,28.332728,634,158,293,23.2540336666667,16.30685,16.30685,1.40141236947605
"TIMM8A","Timm8a1",12.918234,13.138365,10.997297,631,157,222,12.3512986666667,16.71168,16.71168,0.753813227580143
"TIMM8B","Timm8b",85.970181,68.395929,77.716086,1034,200,365,77.360732,189.48335,189.48335,0.41137838031513
"TIMM9","Timm9",27.583282,26.316571,23.500957,668,151,241,25.80027,55.37245,55.37245,0.47541432029298
"TIMMDC1","Timmdc1",12.694239,11.548932,13.509239,727,164,306,12.5841366666667,389.78311,389.78311,0.0347613198192385
"TIMP1","Timp1",1.700037,1.244837,1.260597,45,8,13,1.40182366666667,41.59576,41.59576,0.0563864494181267
"TIMP2","Timp2",251.449039,225.249885,251.074696,31605,6882,12442,242.591206666667,74.90525,74.90525,3.20914833515029
"TIMP3","Timp3",49.583172,51.106376,52.939474,9576,2411,4039,51.209674,392.40182,392.40182,0.132713351453229
"TIMP4","Timp4",0.089918,0.331255,0.190791,21,8,11,0.203988,24.07443,24.07443,0.0480165650824366
"TINAGL1","Tinagl1",4.041894,4.190379,3.901501,260,60,104,4.04459133333333,111.75697,111.75697,0.0447386208882106
"TINF2","Tinf2",8.202619,7.572241,6.974139,329,84,129,7.58299966666667,51.18505,51.18505,0.164472385609799
"TIPARP","Tiparp",11.330477,11.965289,13.980815,1395,374,581,12.425527,26.38952,26.38952,0.4901702183901
"TIPIN","Tipin",9.173527,10.650677,10.458205,280,72,138,10.0941363333333,10.39894,10.39894,0.973260349938971
"TIPRL","Tiprl",41.7383,43.969444,49.184125,1669,428,702,44.9639563333333,54.27184,54.27184,0.83159808563155
"TIRAP","Tirap",3.964817,2.439017,3.72862,379,69,153,3.37748466666667,4.31392,4.31392,0.823776922999719
"TJAP1","Tjap1",9.952938,24.909872,10.412676,349,79,129,15.0918286666667,10.72786,10.72786,1.37210272519169
"TJP1","Tjp1",13.829017,13.501488,19.635909,1918,386,812,15.6554713333333,91.0856,91.0856,0.180869444661634
"TJP2","Tjp2",3.094737,2.269165,2.731056,562,108,213,2.69831933333333,68.12444,68.12444,0.0535023406096792
"TJP3","Tjp3",0.091282,0,0,4,0,0,0.0304273333333333,0,0,1.03042733333333
"TK1","Tk1",2.257884,3.002698,4.125536,95,24,56,3.128706,0.10121,0.10121,3.74924492149545
"TK2","Tk2",17.075721,13.989301,21.73004,1146,309,472,17.598354,32.4872,32.4872,0.555386953821162
"TKT","Tkt",144.15301,149.099767,145.791779,8318,2105,3191,146.348185333333,7.65372,7.65372,17.0271496342999
"TKTL1","Tktl1",0.090491,0.041507,0,1,1,0,0.0439993333333333,19.22918,19.22918,0.051608583903714
"TKTL2","Tktl2",0,0,0,0,0,0,0,0,0,1
"TLCD1","Tlcd1",8.862608,14.55287,15.303733,330,66,175,12.9064036666667,0.99941,0.99941,6.95525363315511
"TLCD2","Tlcd2",1.563841,1.867543,1.640924,57,15,23,1.69076933333333,0,0,2.69076933333333
"TLE1","Tle1",36.091717,35.536362,45.127504,2818,701,1299,38.9185276666667,9.6905,9.6905,3.73401877055953
"TLE2","Tle2",11.783935,10.061924,15.556608,377,83,189,12.467489,22.94851,22.94851,0.562351854040189
"TLE3","Tle3",13.163644,12.813958,16.668655,1092,277,484,14.215419,3.2133,3.2133,3.6112830797712
"TLE4","Tle4",13.867285,11.949935,13.115727,2556,542,962,12.977649,10.55075,10.55075,1.21010748219813
"TLE6","Tle6",6.061482,7.058925,6.454779,83,20,32,6.525062,0.27832,0.27832,5.88668095625509
"TLK1","Tlk1",27.213843,31.20175,35.497985,4069,1043,1820,31.304526,21.05089,21.05089,1.46499873701243
"TLK2","Tlk2",33.332949,23.608684,32.939552,1981,431,759,29.960395,42.88614,42.88614,0.705470907215809
"TLL1","Tll1",0.896914,0.989639,1.250171,165,46,88,1.04557466666667,0.37952,0.37952,1.48281624526405
"TLL2","Tll2",0.171289,0.117685,0.183529,34,4,14,0.157501,1.99882,1.99882,0.385985487625132
"TLN1","Tln1",123.1015,153.185861,146.581529,7698,1724,2813,140.956296666667,82.45777,82.45777,1.70093565484276
"TLN2","Tln2",40.611091,37.575494,39.043777,14086,3159,5154,39.0767873333333,19.62136,19.62136,1.94345995285148
"TLR1","Tlr1",0.136485,0.591339,0.154648,15,4,7,0.294157333333333,0.93616,0.93616,0.668414456105556
"TLR12P","Tlr12",0.014928,0,0.038444,2,0,2,0.0177906666666667,0,0,1.01779066666667
"TLR2","Tlr2",0.243355,0.300061,0.165011,30,9,8,0.236142333333333,3.39041,3.39041,0.281555101535696
"TLR3","Tlr3",2.677469,1.93219,2.737264,240,64,117,2.44897433333333,2.28979,2.28979,1.04838738440245
"TLR4","Tlr4",1.600981,0.947115,2.173187,163,36,74,1.573761,8.1977,8.1977,0.279826587081553
"TLR5","Tlr5",1.403336,1.474042,1.507064,181,39,68,1.46148066666667,4.56693,4.56693,0.442161239079109
"TLR6","Tlr6",0.103366,0.065014,0.104076,16,2,6,0.0908186666666667,0.8476,0.8476,0.590397632965288
"TLR7","Tlr7",0.717452,3.919512,2.614584,33,11,22,2.41718266666667,0.16446,0.16446,2.93456423292055
"TLR8","Tlr8",0.179555,0.145193,0.470494,13,5,10,0.265080666666667,0.24036,0.24036,1.01993023530803
"TLR9","Tlr9",0.121845,0.139466,0.120872,18,5,7,0.127394333333333,0,0,1.12739433333333
"TLX1","Tlx1",0,0,0,0,0,0,0,0.0506,0.0506,0.951837045497811
"TLX2","Tlx2",28.236026,25.167226,35.260396,1145,214,711,29.5545493333333,0,0,30.5545493333333
"TLX3","Tlx3",22.239301,20.89569,26.639408,989,218,580,23.258133,0,0,24.258133
"TM2D1","Tm2d1",32.838902,33.451878,40.523958,815,189,338,35.6049126666667,94.57721,94.57721,0.382987876154438
"TM2D2","Tm2d2",31.388436,29.213742,29.029262,1366,290,510,29.8771466666667,36.85171,36.85171,0.815739808496543
"TM2D3","Tm2d3",50.319921,43.216234,45.001366,523,125,178,46.1791736666667,77.19504,77.19504,0.603352510167738
"TM4SF1","Tm4sf1",11.240011,10.80695,10.580435,368,86,137,10.8757986666667,163.99203,163.99203,0.0719780141299351
"TM4SF20","Tm4sf20",0.064383,0,0.046218,2,0,1,0.036867,0.22771,0.22771,0.844553681243942
"TM4SF4","Tm4sf4",0,0,0,0,0,0,0,0.03795,0.03795,0.963437545161135
"TM6SF1","Tm6sf1",19.460467,18.848265,23.848857,932,189,391,20.7191963333333,14.01706,14.01706,1.44630149532154
"TM6SF2","Tm6sf2",0.581273,1.269511,1.374985,16,5,9,1.07525633333333,0.56928,0.56928,1.32242578337412
"TM7SF2","Tm7sf2",55.699797,51.3075,60.867536,2180,518,916,55.9582776666667,13.44778,13.44778,3.94235499617704
"TM7SF3","Tm7sf3",15.549578,13.810615,14.861949,1972,448,773,14.740714,30.28596,30.28596,0.503123893273532
"TM9SF1","Tm9sf1",21.641464,24.970142,27.785907,1175,252,475,24.799171,6.99588,6.99588,3.22655805239698
"TM9SF2","Tm9sf2",61.960444,62.428663,66.325856,7052,1826,3004,63.5716543333333,107.27859,107.27859,0.596347388097068
"TM9SF3","Tm9sf3",60.639787,57.868494,62.922484,9721,2396,4022,60.4769216666667,60.60988,60.60988,0.997841931629581
"TM9SF4","Tm9sf4",35.528179,29.909949,34.978017,2165,463,781,33.4720483333333,21.70873,21.70873,1.51800863955551
"TMA16","Tma16",2.543998,2.609545,2.943115,350,90,141,2.698886,10.10797,10.10797,0.332993877369132
"TMA7","Tma7",221.898619,188.634645,254.14228,1420,285,581,221.558514666667,425.73662,425.73662,0.521536011291149
"TMBIM1","Tmbim1",21.57575,24.281486,28.454316,1625,397,735,24.7705173333333,108.70813,108.70813,0.234900707297931
"TMBIM4","Tmbim4",92.397074,85.223985,93.791719,1444,274,561,90.470926,126.10295,126.10295,0.719660133773449
"TMBIM6","Tmbim6",100.809684,91.288084,96.062413,6141,1372,2291,96.0533936666667,281.60631,281.60631,0.34342259968175
"TMC1","Tmc1",0.2087,0.169323,0.268815,30,4,14,0.215612666666667,0.26567,0.26567,0.960449932973577
"TMC2","Tmc2",0.157413,0.226969,0.07063,21,7,3,0.151670666666667,0.0253,0.0253,1.12325238141682
"TMC3","Tmc3",0.173851,0.435208,0.303826,22,14,10,0.304295,0.01265,0.01265,1.28800177751444
"TMC4","Tmc4",3.008752,4.759302,1.951006,123,42,43,3.23968666666667,1.83436,1.83436,1.49581798595332
"TMC5","Tmc5",1.377453,0.795225,1.364818,91,17,39,1.17916533333333,0.22771,0.22771,1.774983777385
"TMC6","Tmc6",38.155727,28.788552,32.515241,1348,278,485,33.1531733333333,7.81818,7.81818,3.87304107347926
"TMC7","Tmc7",4.486851,3.68977,4.257847,827,173,309,4.14482266666667,1.75846,1.75846,1.86510685914121
"TMC8","Tmc8",0.348747,0.763053,0.615123,27,6,14,0.575641,0.50603,0.50603,1.04622152281163
"TMCC1","Tmcc1",12.35233,11.318121,11.8202,1890,451,709,11.830217,20.97499,20.97499,0.583855419274366
"TMCC2","Tmcc2",19.92157,15.842353,18.192081,2795,542,1013,17.9853346666667,1.08797,1.08797,9.09272387374659
"TMCC3","Tmcc3",10.350412,12.676779,14.455809,2121,444,817,12.4943333333333,1.78376,1.78376,4.8475203801094
"TMCO1","Tmco1",41.881156,41.181973,39.363877,1443,352,562,40.809002,88.13797,88.13797,0.469036954734329
"TMCO2","Tmco2",0.048725,0,0,1,0,0,0.0162416666666667,0,0,1.01624166666667
"TMCO3","Tmco3",30.426274,27.279497,28.745666,1820,449,687,28.8171456666667,32.5378,32.5378,0.889060870619619
"TMCO4","Tmco4",2.109038,2.353037,2.223788,165,42,62,2.228621,7.00853,7.00853,0.403147768691633
"TMCO6","Tmco6",5.067565,4.353017,4.726573,324,66,115,4.71571833333333,3.22595,3.22595,1.35252862275544
"TMED1","Tmed1",4.601519,4.852698,5.818934,231,42,104,5.09105033333333,4.81995,4.81995,1.04658121346976
"TMED10","Tmed10",96.157915,101.902644,92.47172,6454,1546,2457,96.844093,208.44686,208.44686,0.467154737960741
"TMED11P","Tmed11",0,0,0,0,0,0,0,0,0,1
"TMED2","Tmed2",90.806997,101.282068,79.028017,3143,855,1235,90.3723606666667,180.52659,180.52659,0.503355242153046
"TMED3","Tmed3",22.029839,21.373867,19.668564,1097,258,386,21.02409,12.61283,12.61283,1.61789209150485
"TMED4","Tmed4",34.601755,39.872738,34.265258,1981,476,745,36.2465836666667,73.50102,73.50102,0.499947298260704
"TMED5","Tmed5",8.786989,8.584907,8.907198,1136,300,464,8.759698,46.07413,46.07413,0.207326147079086
"TMED6","Tmed6",0,0,0,0,0,0,0,1.96087,1.96087,0.337738570082442
"TMED8","Tmed8",15.411466,13.625172,14.298252,4815,1045,1771,14.4449633333333,6.19888,6.19888,2.14546753569074
"TMED9","Tmed9",40.184497,41.322638,40.890731,2111,536,848,40.7992886666667,31.65225,31.65225,1.28013501877104
"TMEFF1","Tmeff1",18.97899,17.977659,18.15253,1013,275,427,18.3697263333333,2.65666,2.65666,5.29710892818401
"TMEFF2","Tmeff2",31.826294,29.341025,30.992682,4281,988,1646,30.7200003333333,0.35422,0.35422,23.423077737246
"TMEM100","Tmem100",19.842709,18.381498,18.167821,1327,303,475,18.7973426666667,10.00677,10.00677,1.79865143604042
"TMEM101","Tmem101",12.001892,9.881707,8.516607,612,144,196,10.133402,8.58988,8.58988,1.16095321317889
"TMEM102","Tmem102",0.150499,0.22795,0.164365,11,4,5,0.180938,0.18976,0.18976,0.992585059171598
"TMEM104","Tmem104",10.612539,11.35927,8.922665,1605,302,539,10.298158,2.06208,2.06208,3.68970046504337
"TMEM106A","Tmem106a",6.895829,5.438354,7.000296,394,77,127,6.44482633333333,2.59341,2.59341,2.07179985955773
"TMEM106B","Tmem106b",34.209713,24.932267,39.299596,5271,1184,2182,32.8138586666667,27.6293,27.6293,1.18109274996827
"TMEM106C","Tmem106c",19.037555,19.918994,19.024974,657,139,244,19.3271743333333,90.41511,90.41511,0.222361208484389
"TMEM107","Tmem107",23.873948,24.997802,11.647581,156,28,38,20.1731103333333,6.4519,6.4519,2.84130360489719
"TMEM108","Tmem108",4.383558,3.87251,4.273928,530,112,209,4.17666533333333,2.10003,2.10003,1.66987588292156
"TMEM109","Tmem109",31.803153,31.733319,30.148338,1669,379,611,31.22827,57.34597,57.34597,0.552364970536954
"TMEM11","Tmem11",10.922938,9.879131,9.959863,572,119,191,10.2539773333333,21.01294,21.01294,0.511243719981671
"TMEM114","Tmem114",0.138835,0.330734,0.187273,7,4,4,0.218947333333333,0,0,1.21894733333333
"TMEM115","Tmem115",10.400768,9.283535,8.854106,921,199,314,9.512803,2.15063,2.15063,3.33673043169144
"TMEM117","Tmem117",17.290649,16.750652,18.005465,1876,448,768,17.348922,14.35863,14.35863,1.19469783437715
"TMEM119","Tmem119",0.448148,1.045463,0.632384,41,13,23,0.708665,0.45543,0.45543,1.17399325285311
"TMEM120A","Tmem120a",28.854386,20.591595,27.316956,606,100,244,25.5876456666667,161.32271,161.32271,0.163794983872969
"TMEM120B","Tmem120b",11.188369,10.013947,10.877923,521,115,215,10.693413,2.65666,2.65666,3.19783983197782
"TMEM121","Tmem121",1.480626,1.017645,1.482815,85,14,36,1.32702866666667,0,0,2.32702866666667
"TMEM123","Tmem123",5.374672,5.113037,4.172169,610,144,188,4.886626,128.89877,128.89877,0.0453170264814671
"TMEM125","Tmem125",0.057944,0,0,2,0,0,0.0193146666666667,0,0,1.01931466666667
"TMEM126A","Tmem126a",22.268181,15.603443,23.55558,407,88,162,20.4757346666667,171.25358,171.25358,0.124675113670593
"TMEM126B","Tmem126b",18.914634,18.516348,19.576538,1694,407,688,19.0025066666667,114.18592,114.18592,0.17365409475973
"TMEM127","Tmem127",24.39813,21.88881,22.758703,4848,1058,1814,23.0152143333333,45.30243,45.30243,0.518659913385395
"TMEM128","Tmem128",19.818335,19.901746,19.49846,759,173,283,19.7395136666667,25.63048,25.63048,0.778788578601162
"TMEM129","Tmem129",15.068972,15.139199,13.445052,1271,295,414,14.5510743333333,4.78199,4.78199,2.68957129523457
"TMEM130","Tmem130",48.589003,40.651749,43.246039,5289,1146,1766,44.1622636666667,0.11386,0.11386,40.545727170979
"TMEM131","Tmem131",15.837749,13.859235,14.654401,3291,700,1278,14.783795,24.65637,24.65637,0.615199850953194
"TMEM132A","Tmem132a",6.560201,10.145097,8.761878,671,158,268,8.48905866666667,1.89762,1.89762,3.27477677082111
"TMEM132C","Tmem132c",4.34133,4.080765,5.568209,741,171,224,4.66343466666667,1.5687,1.5687,2.20478633809579
"TMEM132D","Tmem132d",0.565431,0.578847,0.548737,145,36,56,0.564338333333333,0,0,1.56433833333333
"TMEM132E","Tmem132e",42.700147,41.977104,49.034423,5669,1299,2241,44.570558,0,0,45.570558
"TMEM134","Tmem134",25.374937,19.487714,58.619646,840,159,372,34.494099,2.87173,2.87173,9.16750367406818
"TMEM135","Tmem135",74.740891,86.489099,83.076766,2254,622,956,81.4355853333333,14.71285,14.71285,5.24638021322251
"TMEM138","Tmem138",3.794216,2.61156,4.122449,194,30,71,3.50940833333333,38.74933,38.74933,0.113446146974888
"TMEM140","Tmem140",9.871216,11.454183,10.716204,335,56,123,10.6805343333333,22.06296,22.06296,0.506462931615601
"TMEM141","Tmem141",76.259834,73.750526,44.779461,386,100,124,64.9299403333333,18.40688,18.40688,3.39724573622001
"TMEM143","Tmem143",88.475023,55.42359,87.206968,877,219,340,77.0351936666667,24.75757,24.75757,3.02960231367581
"TMEM144","Tmem144",0.526378,0.323866,0.601042,62,8,27,0.483762,22.63224,22.63224,0.0627854998087359
"TMEM145","Tmem145",2.833267,3.382682,3.071767,236,67,110,3.09590533333333,0,0,4.09590533333333
"TMEM147","Tmem147",75.513199,54.595188,73.929311,1454,279,568,68.012566,49.80611,49.80611,1.358351702187
"TMEM14A","Tmem14a",19.117869,15.033761,19.097398,794,155,310,17.749676,14.83936,14.83936,1.18373949452503
"TMEM14C","Tmem14c",42.407456,48.456094,38.784869,1277,354,455,43.2161396666667,278.75988,278.75988,0.158050323965919
"TMEM150A","Tmem150a",3.091157,3.584706,2.7652,96,29,38,3.147021,1.88497,1.88497,1.43745723525721
"TMEM150B","Tmem150b",0.505921,0.883533,0.346958,33,12,10,0.578804,0.20241,0.20241,1.31303299207425
"TMEM150C","Tmem150c",35.511079,25.910003,37.271691,3528,745,1219,32.897591,15.00382,15.00382,2.11809374261895
"TMEM151A","Tmem151a",88.789962,68.931497,152.453751,5560,1156,2265,103.391736666667,0,0,104.391736666667
"TMEM151B","Tmem151b",13.63521,11.18234,12.309802,2610,514,994,12.375784,0.03795,0.03795,12.8867325015656
"TMEM154","Tmem154",1.324833,1.307542,2.453388,171,44,63,1.69525433333333,0.34157,0.34157,2.00902996737653
"TMEM158","Tmem158",37.02352,39.632004,38.453383,1577,386,874,38.3696356666667,0.50603,0.50603,26.1413356086311
"TMEM159","Tmem159",6.533524,5.895118,6.445554,358,77,130,6.29139866666667,65.56898,65.56898,0.109531476472475
"TMEM160","Tmem160",26.180326,21.902028,26.854585,533,104,237,24.9789796666667,0,0,25.9789796666667
"TMEM161A","Tmem161a",71.038433,74.3417,25.425635,806,204,325,56.935256,1.83436,1.83436,20.4403307977815
"TMEM161B","Tmem161b",28.736987,6.416653,6.369371,447,123,207,13.8410036666667,14.42189,14.42189,0.962333648253662
"TMEM163","Tmem163",25.415213,24.051524,29.548192,1048,228,445,26.3383096666667,0.72109,0.72109,15.8842998719804
"TMEM164","Tmem164",19.816035,17.110862,19.171068,3504,779,1308,18.6993216666667,25.45336,25.45336,0.744681267962432
"TMEM165","Tmem165",32.5292,31.622686,32.091226,1029,252,475,32.0810373333333,68.89613,68.89613,0.473288540200056
"TMEM167B","Tmem167b",21.01626,21.011524,21.660356,2358,579,950,21.22938,64.50631,64.50631,0.339347156022069
"TMEM168","Tmem168",6.54981,6.52608,6.151874,1141,291,423,6.40925466666667,33.58781,33.58781,0.214215779104449
"TMEM169","Tmem169",7.677464,7.669276,7.621524,691,195,278,7.656088,0.36687,0.36687,6.33278073262271
"TMEM17","Tmem17",2.87884,3.147087,2.43731,166,44,57,2.821079,3.99765,3.99765,0.764575150320651
"TMEM170B","Tmem170b",3.623003,3.504079,3.925317,1089,262,432,3.684133,4.20006,4.20006,0.900784414025992
"TMEM171","Tmem171",0,0,0,0,0,0,0,0.0759,0.0759,0.929454410261177
"TMEM174","Tmem174",0.022209,0,0.028446,2,0,1,0.016885,0,0,1.016885
"TMEM175","Tmem175",19.094527,18.668461,16.186959,1452,344,487,17.9833156666667,3.85849,3.85849,3.90724600990568
"TMEM176A","Tmem176a",85.59602,97.585067,80.631469,1886,414,705,87.9375186666667,14.63695,14.63695,5.68765127896851
"TMEM176B","Tmem176b",67.689566,55.814347,69.487487,2194,398,876,64.3304666666667,27.81906,27.81906,2.26691872207722
"TMEM177","Tmem177",3.170846,3.416956,2.941238,439,115,159,3.17634666666667,5.88261,5.88261,0.606796937014689
"TMEM179","Tmem179",39.330336,39.068781,34.408766,3008,681,1091,37.6026276666667,0,0,38.6026276666667
"TMEM179B","Tmem179b",8.241316,4.888658,4.563998,163,30,40,5.89799066666667,33.44866,33.44866,0.200239738401049
"TMEM18","Tmem18",12.468168,11.487572,13.991274,1289,332,560,12.6490046666667,19.30509,19.30509,0.672196216154012
"TMEM182","Tmem182",0.082639,0,0.093537,9,0,4,0.0587253333333333,171.51924,171.51924,0.00613685368271581
"TMEM184A","Tmem184a",0.21442,0.050071,0.055056,14,1,4,0.106515666666667,0,0,1.10651566666667
"TMEM184B","Tmem184b",40.745757,34.791368,36.672785,4261,860,1537,37.4033033333333,14.85201,14.85201,2.42261412485441
"TMEM184C","Tmem184c",79.571532,72.760856,87.669828,6520,1531,2590,80.0007386666667,26.62989,26.62989,2.93163449679556
"TMEM185A","Tmem185a",19.098961,16.05019,18.716936,1163,234,457,17.9553623333333,20.02618,20.02618,0.901512416108553
"TMEM185B","Tmem185b",3.245988,2.770848,2.246613,291,50,102,2.754483,15.50985,15.50985,0.227408668158705
"TMEM186","Tmem186",4.531955,4.222951,4.598276,637,145,253,4.45106066666667,12.00559,12.00559,0.419132132157531
"TMEM19","Tmem19",31.606244,25.188716,33.630791,1770,426,724,30.141917,25.88349,25.88349,1.15840305704356
"TMEM190","Tmem190",0.331771,0.571512,0.166184,4,1,1,0.356489,0,0,1.356489
"TMEM192","Tmem192",17.236789,18.328101,18.652968,571,123,234,18.0726193333333,26.56663,26.56663,0.691873447473751
"TMEM198","Tmem198",4.449131,3.557065,4.556181,332,78,97,4.187459,0.12651,0.12651,4.60489387577563
"TMEM199","Tmem199",24.816192,34.716385,24.01448,1050,271,393,27.849019,10.87967,10.87967,2.4284360592508
"TMEM200A","Tmem200a",18.506895,16.15089,19.499801,2507,528,918,18.0525286666667,0,0,19.0525286666667
"TMEM201","Tmem201",7.092157,6.950964,6.506223,1048,225,407,6.84978133333333,2.84642,2.84642,2.04080192317358
"TMEM202","Tmem202",2.473252,1.274676,1.770365,92,10,26,1.839431,0,0,2.839431
"TMEM203","Tmem203",4.24557,5.010228,4.394834,113,32,48,4.55021066666667,54.57545,54.57545,0.0998680292587225
"TMEM204","Tmem204",1.796544,2.502115,1.942547,126,39,52,2.080402,8.13445,8.13445,0.337229061410375
"TMEM205","Tmem205",31.04563,23.450373,29.224084,733,146,265,27.9066956666667,59.59781,59.59781,0.477025418355328
"TMEM207","Tmem207",0,0,0,0,0,0,0,0,0,1
"TMEM208","Tmem208",35.111407,30.796559,32.52886,865,187,315,32.8122753333333,5.90791,5.90791,4.89471856659009
"TMEM209","Tmem209",16.44497,14.83128,15.781508,1320,305,537,15.6859193333333,11.96764,11.96764,1.28673523735493
"TMEM210","Tmem210",1.304559,1.187251,1.369033,7,1,4,1.28694766666667,0,0,2.28694766666667
"TMEM211","Tmem211",0.055817,0.057589,0.143438,4,1,4,0.0856146666666667,0,0,1.08561466666667
"TMEM212","Tmem212",0,0,0,0,0,0,0,0.43013,0.43013,0.699237132288673
"TMEM213","Tmem213",0.285815,0,0,5,0,0,0.0952716666666667,0.08856,0.08856,1.00616563778447
"TMEM214","Tmem214",20.552693,18.762506,27.546097,1740,439,696,22.2870986666667,30.79199,30.79199,0.732483203054186
"TMEM215","Tmem215",0,0,0,0,0,0,0,0,0,1
"TMEM216","Tmem216",3.174882,2.73527,2.898311,107,21,39,2.93615433333333,7.41336,7.41336,0.46784570413406
"TMEM218","Tmem218",3.635141,3.836172,4.367415,380,98,179,3.94624266666667,21.31656,21.31656,0.22164001381336
"TMEM219","Tmem219",35.996054,16.062454,26.894217,351,88,139,26.317575,28.401,28.401,0.929137614366858
"TMEM220","Tmem220",0.823999,0.716926,1.28266,46,9,30,0.941195,16.10444,16.10444,0.113490707675902
"TMEM221","Tmem221",0.44291,0.296161,0.336349,25,4,8,0.358473333333333,0.13916,0.13916,1.19252197525662
"TMEM222","Tmem222",26.965879,21.830709,24.077163,1174,241,440,24.2912503333333,3.2892,3.2892,5.89649592775654
"TMEM223","Tmem223",19.960723,16.683893,19.815485,454,92,177,18.8200336666667,28.4263,28.4263,0.67354827710812
"TMEM225","Tmem225",0,0,0,0,0,0,0,0,0,1
"TMEM229A","Tmem229a",15.477142,14.395527,15.925294,3040,697,1316,15.2659876666667,0,0,16.2659876666667
"TMEM230","Tmem230",37.492772,24.877487,40.622559,1686,355,672,34.3309393333333,192.77255,192.77255,0.182332014175038
"TMEM231","Tmem231",5.991994,4.468506,4.827983,735,134,233,5.096161,4.66814,4.66814,1.07551348414118
"TMEM232","Tmem232",0.422736,0.404099,0.384355,29,6,9,0.40373,0.98676,0.98676,0.706542310092814
"TMEM233","Tmem233",202.566422,177.814691,192.649435,20230,4322,7519,191.010182666667,0.29097,0.29097,148.733264651128
"TMEM234","Tmem234",63.608257,55.194366,80.82363,2471,535,965,66.5420843333333,9.14651,9.14651,6.65668139422652
"TMEM235","Tmem235",0,0.057951,0,0,1,0,0.019317,0,0,1.019317
"TMEM236","Tmem236",0.093973,0.107884,0.153731,14,4,9,0.118529333333333,0.12651,0.12651,0.992915582936089
"TMEM237","Tmem237",17.867017,17.464539,17.458917,887,200,347,17.5968243333333,34.19505,34.19505,0.528393178396773
"TMEM238","Tmem238",4.163031,0.419507,13.868101,16,4,17,6.150213,0,0,7.150213
"TMEM239","Tmem239",0.209516,0,0,10,0,0,0.0698386666666667,0,0,1.06983866666667
"TMEM240","Tmem240",1.120935,0.742251,1.572107,80,17,40,1.14509766666667,0,0,2.14509766666667
"TMEM241","Tmem241",9.600527,9.210687,9.974037,333,77,129,9.59508366666667,2.60606,2.60606,2.93813293918201
"TMEM242","Tmem242",46.799891,44.024767,44.300244,1480,339,545,45.041634,30.31126,30.31126,1.47044973597358
"TMEM245","Tmem245",6.535275,7.170903,7.566308,4325,1203,1873,7.09082866666667,55.05618,55.05618,0.144334285116586
"TMEM247","Tmem247",0.043403,0,0,1,0,0,0.0144676666666667,0,0,1.01446766666667
"TMEM248","Tmem248",19.221839,21.766265,16.873363,2214,502,783,19.2871556666667,36.77581,36.77581,0.537040917631327
"TMEM25","Tmem25",61.930805,58.873004,64.985841,3811,850,1336,61.9298833333333,6.5025,6.5025,8.38785515939131
"TMEM251","Tmem251",1.629762,1.321634,1.345416,219,44,72,1.43227066666667,51.45071,51.45071,0.0463725022343199
"TMEM252","Tmem252",0.181611,0.282042,0.253023,38,15,21,0.238892,1.45484,1.45484,0.504673216991739
"TMEM26","Tmem26",0.114705,0.212234,0.108278,22,3,9,0.145072333333333,0.48073,0.48073,0.773316089586443
"TMEM30A","Tmem30a",181.785528,187.688405,189.954907,25282,6582,10582,186.47628,61.30567,61.30567,3.00897622961121
"TMEM30B","Tmem30b",0.510207,0.61633,0.581362,58,17,28,0.569299666666667,0.34157,0.34157,1.16974862785145
"TMEM33","Tmem33",48.443148,41.841269,43.873975,4628,1104,1758,44.719464,13.59959,13.59959,3.13155807800082
"TMEM37","Tmem37",0.232163,0.611699,0.416307,11,7,8,0.420056333333333,1.89762,1.89762,0.49007679866005
"TMEM38A","Tmem38a",37.639729,35.294503,39.642778,2755,646,1134,37.52567,17.60988,17.60988,2.0701729403951
"TMEM38B","Tmem38b",2.347184,3.132805,3.45943,207,53,82,2.97980633333333,61.0653,61.0653,0.0641228888498619
"TMEM39A","Tmem39a",18.657897,16.8849,21.790055,242,58,88,19.1109506666667,17.82495,17.82495,1.06831362987241
"TMEM39B","Tmem39b",3.134845,2.397313,2.407978,141,25,46,2.646712,1.99882,1.99882,1.21604897926518
"TMEM40","Tmem40",1.560956,1.286905,1.756265,52,13,21,1.53470866666667,1.96087,1.96087,0.856068880655573
"TMEM41A","Tmem41a",19.627265,11.12526,17.90812,901,130,339,16.220215,18.87496,18.87496,0.866427655703458
"TMEM41B","Tmem41b",46.969629,49.458903,47.266008,3043,783,1261,47.89818,18.14121,18.14121,2.5546023475005
"TMEM42","Tmem42",9.957044,10.507284,10.268127,325,81,144,10.2441516666667,9.43748,9.43748,1.07728605627667
"TMEM43","Tmem43",13.384587,13.877297,13.985879,1371,302,571,13.7492543333333,50.55251,50.55251,0.286101575526261
"TMEM45A","Tmem45a",0.515024,0.07495,0.726853,13,2,2,0.438942333333333,13.005,13.005,0.102744900630727
"TMEM45B","Tmem45b",170.87094,201.013942,142.494839,6603,1495,2306,171.459907,0.16446,0.16446,148.102903491747
"TMEM47","Tmem47",29.096374,32.979595,31.311623,4407,1194,1888,31.1291973333333,57.43453,57.43453,0.549832390768495
