"Hs_symbol","Mm_genes","DRG-S1","DRG-S7","DRG-S13","DRG-S1_read","DRG-S7_read","DRG-S13_read","Mm_Avg_TPM","Spinal_cord","dHs_Avg_TPM","FoldChange"
"SCRN3","Scrn3",35.554645,32.571788,32.814588,2579,567,969,33.647007,26.96881,26.96881,1.23877301179421
"SCRT1","Scrt1",15.113653,14.838169,16.02736,2524,588,1145,15.326394,7.82065,7.82065,1.85092867305697
"SCRT2","Scrt2",16.576361,15.322983,17.140287,1942,423,914,16.3465436666667,0.96206,0.96206,8.84098532494759
"SCT","Sct",0.339328,0,0,4,0,0,0.113109333333333,1.0862,1.0862,0.533558303774007
"SCTR","Sctr",0,0,0,0,0,0,0,0.55862,0.55862,0.641593204244781
"SCUBE1","Scube1",1.528188,1.578663,1.822249,230,59,128,1.64303333333333,0.18621,0.18621,2.22813273647443
"SCUBE2","Scube2",0.660046,0.573476,1.112466,82,17,39,0.781996,8.93788,8.93788,0.179313495433634
"SCUBE3","Scube3",0.298792,0.804586,0.326822,71,22,27,0.476733333333333,0.55862,0.55862,0.947462071148409
"SCYL1","Scyl1",52.997266,57.393095,61.454061,2426,580,893,57.281474,64.8617,64.8617,0.884906918588497
"SCYL2","Scyl2",16.970531,15.852992,15.662644,2066,475,784,16.1620556666667,6.85858,6.85858,2.18386218205664
"SCYL3","Scyl3",11.289771,7.622753,8.548195,775,159,337,9.153573,3.44481,3.44481,2.28436603589355
"SDAD1","Sdad1",4.899643,7.463065,6.253359,905,259,371,6.20535566666667,13.00337,13.00337,0.514544403716153
"SDC1","Sdc1",11.482356,13.5102,11.667179,1179,307,410,12.2199116666667,2.29654,2.29654,4.01023851270322
"SDC2","Sdc2",6.484012,6.552996,6.487713,922,233,362,6.50824033333333,65.01687,65.01687,0.113732146545774
"SDC3","Sdc3",43.924104,37.845355,40.329194,9062,1897,3396,40.699551,49.81006,49.81006,0.820694779734564
"SDC4","Sdc4",14.222831,12.860279,13.998272,1277,293,420,13.693794,13.06544,13.06544,1.0446736113481
"SDCBP","Sdcbp",341.561044,305.699516,309.829363,24708,5670,9222,319.029974333333,101.14081,101.14081,3.13322338381038
"SDCBP2","Sdcbp2",0.573956,0.946052,0.68808,30,12,14,0.736029333333333,5.18273,5.18273,0.280786858448183
"SDCCAG8","Sdccag8",13.815045,14.732255,13.08278,703,164,244,13.8766933333333,98.00634,98.00634,0.150260006918076
"SDE2","Sde2",5.30328,3.876844,5.500117,602,126,230,4.89341366666667,5.36894,5.36894,0.925336659894216
"SDF2","Sdf2",54.664278,53.532363,56.308309,1730,414,685,54.8349833333333,44.56526,44.56526,1.22538493873037
"SDF2L1","Sdf2l1",7.73379,4.996336,5.835494,299,47,92,6.18854,33.39291,33.39291,0.209012264446364
"SDF4","Sdf4",104.45886,100.857271,112.026885,11286,2620,4293,105.781005333333,59.55483,59.55483,1.76337717954676
"SDHA","Sdha",732.111,728.787953,741.18305,10323,2654,4178,734.027334333333,127.83031,127.83031,5.70539133479795
"SDHAF1","Sdhaf1",2.047329,2.027747,2.449441,194,46,95,2.174839,21.10333,21.10333,0.143636230377957
"SDHAF2","Sdhaf2",34.868079,29.743581,30.938244,1957,407,745,31.849968,27.71364,27.71364,1.1440544633143
"SDHB","Sdhb",92.959421,82.778836,80.889563,3738,806,1291,85.5426066666667,140.02679,140.02679,0.613660756702089
"SDHC","Sdhc",179.710462,176.386751,162.022463,2232,493,881,172.706558666667,120.84759,120.84759,1.4256052061979
"SDHD","Sdhd",80.880379,79.165979,75.370474,3567,849,1297,78.4722773333333,45.31009,45.31009,1.7160898917133
"SDK1","Sdk1",1.998738,2.045827,1.92305,677,171,280,1.989205,1.36551,1.36551,1.26366195873194
"SDK2","Sdk2",3.143104,4.633271,3.953445,906,230,400,3.90994,4.22067,4.22067,0.940480819511672
"SDR16C5","Sdr16c5",0,0,0,0,0,0,0,0.52758,0.52758,0.654630199400359
"SDR16C6P","Sdr16c6",0,0,0,0,0,0,0,0,0,1
"SDR39U1","Sdr39u1",68.018853,68.275435,65.69573,1546,357,559,67.330006,128.17169,128.17169,0.528985925631228
"SDR42E1","Sdr42e1",0.917153,1.010138,1.88239,92,28,49,1.26989366666667,0.12414,0.12414,2.01922684600376
"SDR9C7","Sdr9c7",0,0,0,0,0,0,0,0.34138,0.34138,0.745500902056091
"SDS","Sds",1.68544,1.345791,1.128269,20,6,7,1.3865,4.62411,4.62411,0.424333805704369
"SDSL","Sdsl",6.355059,5.252654,6.479884,136,25,54,6.029199,28.27225,28.27225,0.240131831341971
"SEBOX","Sebox",0.042032,0.086738,0.053947,2,1,1,0.0609056666666667,0,0,1.06090566666667
"SEC11A","Sec11a",46.023247,36.944171,40.471966,930,212,335,41.1464613333333,80.99954,80.99954,0.513984119097904
"SEC11C","Sec11c",74.483976,59.524286,81.487292,1286,255,565,71.8318513333333,478.73522,478.73522,0.151816769536607
"SEC13","Sec13",43.31432,45.006888,46.101494,1905,457,753,44.8075673333333,67.9341,67.9341,0.664512444977643
"SEC14L1","Sec14l1",19.70416,21.524676,16.207755,2834,671,1031,19.1455303333333,47.45145,47.45145,0.415787976073643
"SEC14L2","Sec14l2",7.065701,5.752255,5.889877,613,139,230,6.23594433333333,34.75842,34.75842,0.202356377416377
"SEC14L4","Sec14l4",0.089379,0,0.226778,1,0,1,0.105385666666667,0.55862,0.55862,0.70920793180292
"SEC16A","Sec16a",11.020812,12.182298,16.902173,2116,502,846,13.3684276666667,15.76543,15.76543,0.857027088876734
"SEC16B","Sec16b",0.346876,0.353747,0.399257,55,14,24,0.366626666666667,1.24137,1.24137,0.609728276307199
"SEC1P","Sec1",0.173679,0.222194,0.250854,17,5,10,0.215575666666667,2.79309,2.79309,0.320471084700512
"SEC22A","Sec22a",8.481937,7.722624,7.945918,556,116,209,8.05015966666667,8.68961,8.68961,0.934006597444754
"SEC22B","Sec22b",28.249086,24.749422,30.175149,2690,609,1110,27.7245523333333,65.91687,65.91687,0.429257261036467
"SEC22C","Sec22c",17.489525,15.288169,15.878332,1854,424,731,16.2186753333333,52.51005,52.51005,0.321783951488241
"SEC23A","Sec23a",64.054351,41.378464,65.128391,6039,1459,2306,56.8537353333333,10.4896,10.4896,5.03531326881122
"SEC23B","Sec23b",37.567227,44.938139,37.599178,1972,432,782,40.034848,36.2791,36.2791,1.10074674549547
"SEC23IP","Sec23ip",12.095491,8.992985,8.86547,1269,298,477,9.98464866666667,9.09305,9.09305,1.08833788266844
"SEC24A","Sec24a",3.507683,3.156511,3.495514,836,187,324,3.38656933333333,3.01033,3.01033,1.09381754951172
"SEC31A","Sec31a",43.296194,42.242979,41.534978,3867,916,1540,42.3580503333333,59.58587,59.58587,0.715646244468113
"SEC31B","Sec31b",0.343488,0.709992,0.876759,39,14,19,0.643413,18.34128,18.34128,0.0849691954203651
"SEC61A1","Sec61a1",35.164758,31.67626,31.15787,3988,950,1480,32.666296,39.66184,39.66184,0.82795800681917
"SEC61A2","Sec61a2",46.126653,62.046735,53.512067,1940,492,838,53.8951516666667,26.4102,26.4102,2.00272714780143
"SEC61B","Sec61b",27.951611,22.981901,26.722111,383,63,133,25.8852076666667,108.77525,108.77525,0.244911377260964
"SEC61G","Sec61g",1.941644,4.283952,2.321821,115,37,41,2.849139,84.19607,84.19607,0.0451797717899429
"SEC62","Sec62",72.526003,72.813336,71.845958,5757,1601,2252,72.395099,248.15032,248.15032,0.294581596363192
"SEC63","Sec63",27.327959,32.038023,27.735818,3618,854,1474,29.0339333333333,48.04111,48.04111,0.61242360406062
"SECISBP2L","Secisbp2l",24.263291,26.978813,27.896029,6538,1739,3033,26.3793776666667,64.39619,64.39619,0.418669308818551
"SECTM1","Sectm1a",0.149614,0,0,3,0,0,0.0498713333333333,4.12756,4.12756,0.204750667633988
"SEH1L","Seh1l",12.931219,12.422998,13.973154,1722,413,726,13.1091236666667,12.41372,12.41372,1.05184271526964
"SEL1L","Sel1l",32.926109,33.192962,34.108354,5085,1158,1948,33.4091416666667,15.79646,15.79646,2.04859486264764
"SEL1L2","Sel1l2",0.023312,0,0.029643,2,0,1,0.0176516666666667,1.89309,1.89309,0.351752509139594
"SEL1L3","Sel1l3",10.974565,9.827522,10.373589,2044,439,768,10.391892,11.29649,11.29649,0.926434454059654
"SELE","Sele",0,0,0.021479,0,0,1,0.00715966666666667,1.36551,1.36551,0.425768509398255
"SELENBP1","Selenbp1",1.664785,2.419665,1.701428,88,23,39,1.928626,31.59292,31.59292,0.0898546678235641
"SELL","Sell",0.187011,0.101774,0.277336,19,6,6,0.188707,6.70341,6.70341,0.15430919553808
"SELP","Selp",0.156375,0.240706,0.360761,12,3,15,0.252614,0.0931,0.0931,1.14592809441039
"SELPLG","Selplg",0.945621,1.780685,2.356006,23,12,17,1.694104,27.06192,27.06192,0.0960056902735094
"SEMA3A","Sema3a",0.017725,0.047933,0.251736,3,2,5,0.105798,3.66205,3.66205,0.237191364313982
"SEMA3B","Sema3b",57.320017,64.087304,60.974336,3359,853,1395,60.7938856666667,194.15062,194.15062,0.316647139869024
"SEMA3C","Sema3c",6.515565,7.151042,5.428661,1073,264,381,6.36508933333333,12.44476,12.44476,0.547803704441978
"SEMA3D","Sema3d",1.954208,2.014014,1.936703,470,104,194,1.96830833333333,1.67585,1.67585,1.10929548866092
"SEMA3E","Sema3e",4.349071,3.828004,3.881596,1236,269,433,4.019557,1.55172,1.55172,1.96712687912467
"SEMA3F","Sema3f",23.887674,19.518867,22.64947,994,226,432,22.0186703333333,6.331,6.331,3.13990865275315
"SEMA3G","Sema3g",5.392494,5.809481,5.60765,1058,276,429,5.60320833333333,11.23442,11.23442,0.539723855592119
"SEMA4A","Sema4a",5.606569,7.925448,6.188455,269,73,115,6.57349066666667,3.38274,3.38274,1.72802645529205
"SEMA4B","Sema4b",9.822451,8.33801,9.004854,1511,313,540,9.055105,10.4896,10.4896,0.875148395070325
"SEMA4C","Sema4c",11.172108,10.342679,13.213656,1038,297,540,11.5761476666667,45.46526,45.46526,0.270656995498716
"SEMA4D","Sema4d",28.509592,26.228782,29.318256,2901,616,1040,28.0188766666667,606.96897,606.96897,0.0477308515707087
"SEMA4F","Sema4f",37.760806,39.471432,45.197861,3990,888,1440,40.810033,2.2655,2.2655,12.8035623947328
"SEMA4G","Sema4g",2.284908,2.579257,2.614052,338,88,140,2.492739,9.06202,9.06202,0.347121055215553
"SEMA5A","Sema5a",8.717575,7.826487,9.656411,4013,855,1744,8.733491,7.88271,7.88271,1.09577944118405
"SEMA5B","Sema5b",3.406723,4.094813,8.499491,260,60,82,5.33367566666667,2.48274,2.48274,1.81858986506793
"SEMA6A","Sema6a",3.042268,3.021441,2.470143,569,119,218,2.84461733333333,64.83067,64.83067,0.0584016133108372
"SEMA6B","Sema6b",0.865931,0.748568,1.349652,115,23,75,0.988050333333333,13.62406,13.62406,0.135943803111676
"SEMA6C","Sema6c",16.375468,23.909898,18.699043,835,209,419,19.6614696666667,29.73087,29.73087,0.67233598224413
"SEMA6D","Sema6d",17.364655,15.576421,19.593881,4329,982,1920,17.5116523333333,6.95168,6.95168,2.32801776899137
"SEMA7A","Sema7a",24.836023,24.659261,25.530559,3328,825,1303,25.0086143333333,84.13401,84.13401,0.30550204710589
"SENP1","Senp1",4.22012,3.037004,3.880695,477,92,216,3.71260633333333,2.2655,2.2655,1.44315000255193
"SENP2","Senp2",25.308233,24.640601,25.825438,3521,849,1372,25.2580906666667,13.99647,13.99647,1.75095143501548
"SENP3","Senp3",308.593337,501.42596,338.665727,2059,487,720,382.895008,60.79621,60.79621,6.21227431261561
"SENP5","Senp5",19.996777,18.599392,20.613397,4940,1146,2054,19.736522,10.70684,10.70684,1.77131676865832
"SENP6","Senp6",78.717012,87.567838,76.098903,3907,936,1518,80.7945843333333,27.7757,27.7757,2.84248808311643
"SENP7","Senp7",14.63983,18.378535,17.15982,1135,298,435,16.7260616666667,21.01023,21.01023,0.80535558541036
"SENP8","Senp8",7.43972,6.062433,6.812844,733,149,243,6.77166566666667,1.83102,1.83102,2.74518218404203
"SEPHS1","Sephs1",7.352983,9.226323,6.893397,998,262,371,7.82423433333333,30.63086,30.63086,0.278975479431585
"SEPHS2","Sephs2",8.451085,7.614158,8.626262,693,151,293,8.23050166666667,18.12404,18.12404,0.482664837903846
"SEPSECS","Sepsecs",3.70545,3.962844,3.590152,698,174,258,3.75281533333333,3.78619,3.78619,0.993026882203451
"SERAC1","Serac1",5.381214,4.256975,3.350559,526,126,189,4.32958266666667,5.15169,5.15169,0.866360734475675
"SERBP1","Serbp1",91.187655,125.131949,105.647539,4251,1190,1779,107.322381,66.16514,66.16514,1.6127768214285
"SERF1B","Serf1",35.252204,31.477864,38.235824,402,91,177,34.9886306666667,1.05517,1.05517,17.5112670322488
"SERF2","Serf2",86.319646,86.978022,81.626798,5187,1265,1938,84.974822,1007.52877,1007.52877,0.0852477634326684
"SERGEF","Sergef",5.069892,5.276796,6.480097,304,84,117,5.60892833333333,254.07787,254.07787,0.0259094539770672
"SERHL2","Serhl",28.40774,75.735585,63.921977,224,68,112,56.0217673333333,16.10681,16.10681,3.33327881313543
"SERINC1","Serinc1",312.931681,300.118476,341.113771,35225,8474,14773,318.054642666667,348.57733,348.57733,0.912686880086494
"SERINC2","Serinc2",16.152159,14.842137,16.577179,1098,244,431,15.8571583333333,5.89652,5.89652,2.44429920210966
"SERINC3","Serinc3",121.568718,114.774275,125.536386,15915,3751,6196,120.626459666667,60.76517,60.76517,1.96917550241773
"SERINC4","Serinc4",0.012371,0,0.031683,1,0,1,0.0146846666666667,11.32752,11.32752,0.0823105269078182
"SERINC5","Serinc5",38.261978,36.3583,36.913046,8314,1944,3062,37.1777746666667,9.86891,9.86891,3.51256700687251
"SERP1","Serp1",7.001854,8.10227,8.684104,1297,373,644,7.92940933333333,77.49266,77.49266,0.113761074390055
"SERP2","Serp2",39.507883,30.279648,49.899399,857,164,375,39.8956433333333,35.41014,35.41014,1.12319379528157
"SERPINA1","Serpina1a",0,0,0,0,0,0,0,51.42385,51.42385,0.0190752872976708
"SERPINA10","Serpina10",0.265066,0.388646,0.339321,23,5,16,0.331011,0.37241,0.37241,0.969834816126376
"SERPINA11","Serpina11",1.623425,1.129468,1.45572,90,15,31,1.402871,0,0,2.402871
"SERPINA12","Serpina12",0.02568,0,0.032934,4,0,2,0.019538,1.02413,1.02413,0.503691956544293
"SERPINA3","Serpina3n",67.219653,57.105447,65.836239,5534,1142,2112,63.387113,35.03773,35.03773,1.78665839940529
"SERPINA5","Serpina5",0,0,0.029838,0,0,1,0.009946,1.36551,1.36551,0.426946409019619
"SERPINA6","Serpina6",0,0,0,0,0,0,0,0.37241,0.37241,0.728645229924002
"SERPINA7","Serpina7",0,0.044378,0,0,1,0,0.0147926666666667,0.24827,0.24827,0.812959268961576
"SERPINA9","Serpina9",0.066861,0.170157,0.068466,10,2,4,0.101828,0,0,1.101828
"SERPINB1","Serpinb1a",93.013301,111.912654,106.329624,2375,572,1050,103.751859666667,18.74472,18.74472,5.30530995965841
"SERPINB10","Serpinb10",0,0,0,0,0,0,0,0,0,1
"SERPINB11","Serpinb11",0,0,0.126452,0,0,1,0.0421506666666667,0,0,1.04215066666667
"SERPINB12","Serpinb12",0.182883,0.067986,0.080763,11,1,2,0.110544,0,0,1.110544
"SERPINB13","Serpinb13",0.022554,0.184657,0.115156,1,2,2,0.107455666666667,0.77586,0.77586,0.623616538841275
"SERPINB2","Serpinb2",0,0,0,0,0,0,0,0.40345,0.40345,0.712529837186932
"SERPINB5","Serpinb5",0.623398,0.380864,0.307629,45,10,12,0.437297,0.68275,0.68275,0.85413578963007
"SERPINB7","Serpinb7",0.17057,0.112896,0.03569,3,2,1,0.106385333333333,0,0,1.10638533333333
"SERPINB8","Serpinb8",9.193879,9.499887,9.618758,674,122,196,9.437508,4.81032,4.81032,1.79637403791874
"SERPINC1","Serpinc1",0.442933,0.083096,0.069354,9,3,4,0.198461,2.45171,2.45171,0.347207905646766
"SERPIND1","Serpind1",2.154595,1.996259,2.290603,174,39,72,2.14715233333333,0.37241,0.37241,2.29315753552753
"SERPINE1","Serpine1",0.225829,0.446306,0.328245,25,12,16,0.33346,11.48269,11.48269,0.106824730887333
"SERPINE2","Serpine2",46.034168,42.208064,46.749581,2113,478,862,44.997271,34.51015,34.51015,1.29532742046992
"SERPINF1","Serpinf1",120.307243,132.427368,108.316071,2139,530,891,120.350227333333,41.55494,41.55494,2.8516131695482
"SERPINF2","Serpinf2",0,0,0,0,0,0,0,2.48274,2.48274,0.287130248023108
"SERPING1","Serping1",65.648376,56.771685,57.241786,4377,921,1509,59.8872823333333,78.76507,78.76507,0.763332650912653
"SERPINH1","Serpinh1",17.906336,20.7914,13.348276,1425,317,390,17.3486706666667,36.96186,36.96186,0.48334488001027
"SERPINI1","Serpini1",45.831534,53.305205,50.231574,5512,1411,2477,49.7894376666667,455.30431,455.30431,0.111306066047605
"SERPINI2","Serpini2",0,0,0,0,0,0,0,2.73102,2.73102,0.268023221531914
"SERTAD1","Sertad1",5.729416,4.98592,5.441869,256,55,99,5.385735,5.64824,5.64824,0.960515113774473
"SERTAD2","Sertad2",8.182607,7.483614,7.830177,1811,395,684,7.83213266666667,6.2379,6.2379,1.2202617702188
"SERTAD3","Sertad3",3.192129,3.102787,4.021212,157,37,77,3.43870933333333,20.54471,20.54471,0.206023164541706
"SERTAD4","Sertad4",9.686007,8.802216,8.704243,1179,276,432,9.06415533333333,2.45171,2.45171,2.91570129974225
"SERTM1","Sertm1",4.000801,3.55311,3.229337,496,108,157,3.594416,0.71379,0.71379,2.68085121280904
"SESN1","Sesn1",15.313014,14.549455,16.856992,1665,402,725,15.5731536666667,32.21361,32.21361,0.498986820964859
"SESN2","Sesn2",1.335118,1.348491,1.204211,193,47,70,1.29594,3.38274,3.38274,0.523859503415671
"SESN3","Sesn3",8.968021,8.006092,8.664025,3158,746,1309,8.546046,9.86891,9.86891,0.878289175271485
"SESTD1","Sestd1",26.795253,26.110876,27.862075,6561,1660,2800,26.9227346666667,104.80285,104.80285,0.263912878213268
"SET","Set",59.655844,59.34735,55.960424,3450,866,1397,58.321206,217.9229,217.9229,0.270968482511423
"SETBP1","Setbp1",0.747239,1.040053,0.898047,317,108,151,0.895113,2.57585,2.57585,0.529975530293497
"SETD1A","Setd1a",20.828392,14.876317,17.919219,1741,373,644,17.8746426666667,4.87239,4.87239,3.214133030447
"SETD1B","Setd1b",3.962518,3.635622,4.126331,1379,240,488,3.908157,3.19653,3.19653,1.16957510133372
"SETD2","Setd2",15.981708,22.282721,18.956786,2112,494,889,19.0737383333333,10.45856,10.45856,1.75185523602733
"SETD3","Setd3",251.27448,209.319508,155.215465,6539,1697,2583,205.269817666667,52.54108,52.54108,3.85255242641102
"SETD4","Setd4",3.579424,3.038033,6.852658,137,41,73,4.49003833333333,12.87924,12.87924,0.395557561749299
"SETD5","Setd5",22.095021,21.474181,22.399478,3609,876,1454,21.98956,33.9205,33.9205,0.658339943586146
"SETD6","Setd6",16.529845,17.210011,21.270635,287,75,120,18.3368303333333,11.04821,11.04821,1.60495462258156
"SETD7","Setd7",59.607266,54.822861,58.063726,10946,2340,4007,57.497951,18.74472,18.74472,2.9627136267316
"SETDB1","Setdb1",6.94209,7.719513,7.062564,1360,363,560,7.241389,12.13441,12.13441,0.627465489504287
"SETDB2","Setdb2",3.615479,2.918234,2.625064,242,61,99,3.05292566666667,3.22757,3.22757,0.958689191820991
"SETMAR","Setmar",2.684482,2.413854,3.138768,163,36,75,2.74570133333333,10.30339,10.30339,0.331378580526137
"SETX","Setx",11.602743,13.888702,16.253143,2921,740,1283,13.9148626666667,13.81027,13.81027,1.00706217149766
"SEZ6","Sez6",17.979047,15.691658,15.804265,1156,245,471,16.4916566666667,12.44476,12.44476,1.30100177814008
"SEZ6L","Sez6l",1.916611,1.735925,1.963296,458,100,181,1.871944,7.38616,7.38616,0.342462342717048
"SEZ6L2","Sez6l2",52.113459,44.090666,55.494798,4944,1163,1943,50.5663076666667,25.13779,25.13779,1.97286410468011
"SF1","Sf1",55.377342,61.342745,49.746039,2932,672,1030,55.4887086666667,155.54395,155.54395,0.360848877690046
"SF3A1","Sf3a1",11.912724,9.817911,17.193696,2200,456,785,12.974777,37.92392,37.92392,0.359027996152494
"SF3A2","Sf3a2",15.907389,17.251927,19.214217,575,111,224,17.4578443333333,62.62723,62.62723,0.290093476226033
"SF3A3","Sf3a3",11.552897,12.774844,11.942465,783,217,312,12.0900686666667,20.91712,20.91712,0.597253136665158
"SF3B1","Sf3b1",38.27611,51.553695,45.941581,7163,1857,3018,45.2571286666667,126.74411,126.74411,0.362107721965942
"SF3B3","Sf3b3",9.239835,11.661595,9.668631,1753,409,634,10.1900203333333,60.64104,60.64104,0.181535229342875
"SF3B4","Sf3b4",15.012138,14.1134,13.100038,1084,250,383,14.075192,21.04126,21.04126,0.6839532767183
"SF3B5","Sf3b5",3.579852,2.642031,3.658785,566,103,228,3.293556,119.57518,119.57518,0.0356089536835027
"SFI1","Sfi1",13.028583,8.581703,10.925712,803,172,282,10.8453326666667,57.16519,57.16519,0.203649857701259
"SFMBT1","Sfmbt1",3.780418,4.879707,4.323648,1087,290,464,4.32792433333333,12.8482,12.8482,0.38473767950588
"SFMBT2","Sfmbt2",0.363701,0.485004,0.582735,69,24,37,0.477146666666667,5.46204,5.46204,0.228588288940747
"SFN","Sfn",4.242647,3.162974,3.337222,266,48,82,3.58094766666667,6.14479,6.14479,0.6411591756604
"SFPQ","Sfpq",62.15592,73.668042,65.492262,3611,963,1497,67.105408,171.96109,171.96109,0.39376144079573
"SFR1","Sfr1",47.721066,52.385908,50.601779,2930,796,1206,50.236251,12.72407,12.72407,3.73331314981634
"SFRP1","Sfrp1",8.46113,8.028315,7.621877,1493,344,542,8.03710733333333,6.20686,6.20686,1.25395905197733
"SFRP2","Sfrp2",0.481013,0.166579,0.654724,6,3,8,0.434105333333333,11.14132,11.14132,0.118117744473693
"SFRP4","Sfrp4",4.863379,6.658214,9.075976,274,113,204,6.86585633333333,15.14474,15.14474,0.487208609945613
"SFRP5","Sfrp5",42.206631,37.597676,44.310404,2948,628,1318,41.3715703333333,4.28273,4.28273,8.02077152028087
"SFSWAP","Sfswap",60.758315,71.669416,63.812297,1674,470,748,65.4133426666667,35.84462,35.84462,1.80252483718564
"SFT2D1","Sft2d1",54.632046,48.506227,56.987615,663,159,262,53.375296,172.17833,172.17833,0.313984411329062
"SFT2D2","Sft2d2",4.681298,4.571763,5.346982,1102,263,493,4.866681,2.14137,2.14137,1.86755492030547
"SFT2D3","Sft2d3",1.461702,1.731066,1.659628,139,40,68,1.61746533333333,4.09653,4.09653,0.513577931128304
"SFTA2","Sfta2",0.055848,0,0,1,0,0,0.018616,0.71379,0.71379,0.594364537078639
"SFTPA2","Sftpa1",0.035153,0.150991,0.022459,4,1,1,0.0695343333333333,6.2379,6.2379,0.147768597705596
"SFTPB","Sftpb",0.074265,0,0.063206,3,0,1,0.0458236666666667,8.03789,8.03789,0.115715467511407
"SFTPC","Sftpc",0.080641,0.166435,0.103908,2,1,1,0.116994666666667,72.83752,72.83752,0.0151277381291607
"SFTPD","Sftpd",0,0,0,0,0,0,0,1.11724,1.11724,0.472313011278835
"SFXN1","Sfxn1",9.485317,8.52625,9.58154,1075,238,427,9.19770233333333,15.36198,15.36198,0.623256007728486
"SFXN2","Sfxn2",1.615731,2.122784,1.543244,173,41,76,1.76058633333333,2.1724,2.1724,0.870188605892489
"SFXN3","Sfxn3",68.769543,80.509482,81.001361,4208,990,1612,76.7601286666667,43.38596,43.38596,1.75190823104123
"SFXN4","Sfxn4",8.576003,8.196597,7.697863,483,100,176,8.156821,26.72054,26.72054,0.330326212981421
"SFXN5","Sfxn5",8.654145,7.791228,8.30637,1166,254,403,8.250581,52.41694,52.41694,0.173176917285041
"SGCA","Sgca",0.107716,0,0.868648,7,0,3,0.325454666666667,10.70684,10.70684,0.113220533181172
"SGCB","Sgcb",24.7058,26.408271,25.305174,3838,1016,1541,25.4730816666667,33.29981,33.29981,0.771814236483137
"SGCD","Sgcd",13.606001,11.550484,14.266607,704,154,286,13.1410306666667,25.38606,25.38606,0.53592808728043
"SGCE","Sgce",12.574428,14.351776,11.665795,716,174,261,12.8639996666667,82.33402,82.33402,0.166366625139009
"SGCG","Sgcg",0.041039,0.028011,0.506201,6,1,6,0.191750333333333,0.27931,0.27931,0.9315571154242
"SGCZ","Sgcz",1.324798,1.407786,1.79269,134,34,72,1.50842466666667,0.96206,0.96206,1.2784648107941
"SGIP1","Sgip1",26.407225,27.42028,26.183333,3183,684,1226,26.6702793333333,79.97541,79.97541,0.341712123882217
"SGK1","Sgk1",17.587551,25.353248,27.655443,983,283,498,23.5320806666667,64.70653,64.70653,0.373358335414557
"SGK2","Sgk2",0.063321,0.074556,0.023226,7,2,1,0.053701,21.84815,21.84815,0.0461175631287435
"SGK3","Sgk3",3.869669,3.369032,4.903573,467,109,203,4.04742466666667,24.424,24.424,0.198529919236417
"SGMS1","Sgms1",22.063556,20.5794,18.333247,1146,265,484,20.325401,19.61368,19.61368,1.03452663473965
"SGMS2","Sgms2",15.370411,10.866151,18.101664,1753,362,666,14.7794086666667,80.59609,80.59609,0.193384372543668
"SGPL1","Sgpl1",15.761769,13.912858,17.233275,2154,531,875,15.6359673333333,14.05854,14.05854,1.10475300615686
"SGPP1","Sgpp1",25.288825,23.757435,26.52676,3149,731,1352,25.1910066666667,13.8413,13.8413,1.76473803956976
"SGPP2","Sgpp2",49.949371,44.92981,48.488234,8360,1834,3176,47.7891383333333,3.44481,3.44481,10.9766532952665
"SGSM1","Sgsm1",14.47846,17.230326,14.039816,3067,651,1098,15.249534,6.08272,6.08272,2.29425051392685
"SGSM2","Sgsm2",9.464525,7.412875,8.687242,1735,362,612,8.52154733333333,74.82371,74.82371,0.125574801514372
"SGSM3","Sgsm3",39.866957,42.47592,34.258323,1400,308,487,38.8670666666667,81.15471,81.15471,0.485268180809922
"SGTA","Sgta",28.138146,29.661754,25.757454,1914,466,669,27.8524513333333,74.88578,74.88578,0.38020893154598
"SGTB","Sgtb",22.786092,21.652905,25.652528,2778,656,1182,23.3638416666667,13.46889,13.46889,1.68387773123347
"SH2B1","Sh2b1",20.556547,26.005742,20.657528,1749,434,645,22.4066056666667,82.58229,82.58229,0.280042646195344
"SH2B2","Sh2b2",0.925206,0.766698,3.364097,97,20,30,1.68533366666667,11.6689,11.6689,0.211962653953119
"SH2B3","Sh2b3",2.850174,3.676365,2.845582,367,114,155,3.12404033333333,7.38616,7.38616,0.491767427920924
"SH2D1A","Sh2d1a",0,0,0,0,0,0,0,1.58275,1.58275,0.387184202884522
"SH2D1B","Sh2d1b2",0,0,0,0,0,0,0,0.0931,0.0931,0.914829384319824
"SH2D2A","Sh2d2a",0.01401,0.057942,0,2,2,0,0.023984,5.55514,5.55514,0.156210851331932
"SH2D3C","Sh2d3c",9.429076,7.701593,12.609632,925,196,363,9.91343366666667,13.25165,13.25165,0.765766326472139
"SH2D4A","Sh2d4a",1.789742,1.634517,1.819949,154,36,63,1.74806933333333,3.13446,3.13446,0.664674306519675
"SH2D4B","Sh2d4b",1.868992,2.452677,3.320542,184,66,116,2.54740366666667,0.06207,0.06207,3.3400846146362
"SH2D5","Sh2d5",6.068996,3.377218,3.746935,578,122,188,4.39771633333333,1.52068,1.52068,2.14137309509074
"SH2D6","Sh2d6",0.082571,0,0,4,0,0,0.0275236666666667,7.75858,7.75858,0.117316239238172
"SH2D7","Sh2d7",0,0,0,0,0,0,0,0.40345,0.40345,0.712529837186932
"SH3BGR","Sh3bgr",105.66078,117.740072,124.936593,684,180,320,116.112481666667,208.08503,208.08503,0.56011892227132
