"Hs_symbol","Mm_genes","DRG-S1","DRG-S7","DRG-S13","DRG-S1_read","DRG-S7_read","DRG-S13_read","Mm_Avg_TPM","Brain_2_Hippocampus","dHs_Avg_TPM","FoldChange"
"ASPHD1","Asphd1",9.508026,7.73706,6.888283,286,82,109,8.04445633333333,209.09195,209.09195,0.0430499899369459
"ASPHD2","Asphd2",26.070094,26.301188,23.64176,1350,293,490,25.3376806666667,5.16558,5.16558,4.27172799098652
"ASPM","Aspm",0.02759,0.07524,0.018044,10,5,3,0.0402913333333333,0.06224,0.06224,0.979337375106693
"ASPN","Aspn",1.401468,1.600456,1.94345,120,35,65,1.648458,0.95428,0.95428,1.35520907955871
"ASPRV1","Asprv1",0.236016,0.208666,0.347364,14,3,8,0.264015333333333,6.67999,6.67999,0.164585544165205
"ASPSCR1","Aspscr1",174.343591,209.344918,207.511755,1445,355,580,197.066754666667,78.54173,78.54173,2.49009865220013
"ASRGL1","Asrgl1",23.664896,33.457896,30.343535,1693,470,643,29.1554423333333,92.81451,92.81451,0.321436868703288
"ASS1","Ass1",68.411922,70.854592,63.602545,2843,701,1096,67.6230196666667,54.91283,54.91283,1.22732152292536
"ASTE1","Aste1",3.45627,4.421627,3.429576,166,46,67,3.76915766666667,6.88744,6.88744,0.604652164284821
"ASTL","Astl",0,0,0,0,0,0,0,0.20745,0.20745,0.828191643546317
"ASTN1","Astn1",21.217847,18.558959,22.06442,4808,1113,1870,20.613742,16.8037,16.8037,1.21400281963861
"ASTN2","Astn2",4.70183,4.774453,4.913364,900,222,381,4.796549,65.38921,65.38921,0.087311612835881
"ASXL1","Asxl1",7.815067,7.628246,7.165504,2125,467,830,7.53627233333333,47.79719,47.79719,0.174933686413774
"ASXL2","Asxl2",4.729001,3.617158,4.45807,1135,267,480,4.26807633333333,2.59316,2.59316,1.46614020342354
"ASXL3","Asxl3",1.51683,1.18445,1.39325,744,140,270,1.36484333333333,2.96658,2.96658,0.596192017640722
"ASZ1","Asz1",0,0,0,0,0,0,0,0,0,1
"ATAD1","Atad1",80.176611,72.249234,83.656475,4392,1130,1763,78.6941066666667,14.21054,14.21054,5.2394002229156
"ATAD2","Atad2",3.609177,3.341047,3.175909,699,167,265,3.37537766666667,2.01229,2.01229,1.45250877792864
"ATAD5","Atad5",0.593897,0.558174,0.762568,145,33,71,0.638213,0.97503,0.97503,0.829462337280953
"ATAT1","Atat1",12.277392,12.268887,10.573052,381,92,159,11.7064436666667,31.30467,31.30467,0.393331480144099
"ATCAY","Atcay",32.313093,30.110093,28.55633,5070,1082,1684,30.3265053333333,35.39149,35.39149,0.860819530426848
"ATE1","Ate1",20.1476,21.874085,18.541328,2976,740,1133,20.187671,26.22207,26.22207,0.778326960440554
"ATF1","Atf1",10.279096,6.167308,9.978887,255,60,98,8.80843033333333,5.91241,5.91241,1.41895957174608
"ATF2","Atf2",36.836922,35.52615,35.967493,3259,788,1281,36.1101883333333,16.53401,16.53401,2.11646898418179
"ATF3","Atf3",10.086098,5.503941,4.266757,466,68,100,6.618932,35.20479,35.20479,0.210439889307465
"ATF4","Atf4",70.368725,59.27752,69.172725,4475,970,1605,66.27299,194.36279,194.36279,0.344349044155235
"ATF5","Atf5",27.984418,21.775647,23.375941,1893,359,681,24.3786686666667,19.08568,19.08568,1.26352051146223
"ATF6","Atf6",7.559095,7.335025,7.959339,2348,559,970,7.61781966666667,6.65924,6.65924,1.12515336595624
"ATF6B","Atf6b",23.204657,25.716766,22.575471,1575,320,572,23.832298,82.02695,82.02695,0.299087199999518
"ATF7","Atf7",20.44443,13.2266,22.49345,2467,551,998,18.7214933333333,27.44604,27.44604,0.693294860491419
"ATF7IP","Atf7ip",65.958265,57.925224,60.414137,2131,439,808,61.432542,17.42606,17.42606,3.38827410743263
"ATF7IP2","Atf7ip2",0,0.141609,0.022807,0,1,1,0.0548053333333333,5.45602,5.45602,0.163383219589365
"ATG10","Atg10",9.950265,12.513648,11.959961,427,114,191,11.4746246666667,121.71272,121.71272,0.101657144154792
"ATG12","Atg12",17.378164,15.201286,16.840572,3381,722,1279,16.4733406666667,22.94431,22.94431,0.729749183278477
"ATG13","Atg13",33.18077,31.085264,28.358564,3491,700,1250,30.874866,150.44497,150.44497,0.210471605626783
"ATG14","Atg14",3.629372,4.196988,3.761118,521,147,194,3.86249266666667,16.86594,16.86594,0.272165509716627
"ATG16L1","Atg16l1",16.246408,17.395337,17.355273,1774,402,753,16.999006,14.6047,14.6047,1.15343492665671
"ATG16L2","Atg16l2",13.902885,12.966903,13.809124,399,92,163,13.5596373333333,39.45757,39.45757,0.359874241911547
"ATG2A","Atg2a",11.222592,11.102808,9.58123,1940,410,764,10.6355433333333,16.30581,16.30581,0.67234895872157
"ATG2B","Atg2b",7.877943,7.961496,7.713079,2049,468,803,7.85083933333333,15.14407,15.14407,0.548240891753649
"ATG3","Atg3",28.694021,27.773535,27.906559,2192,523,862,28.124705,99.453,99.453,0.28993365056295
"ATG4A","Atg4a",9.522633,6.688283,7.720904,520,128,224,7.97727333333333,3.21552,3.21552,2.12957673865462
"ATG4B","Atg4b",84.340929,101.556663,86.357005,4138,1042,1593,90.7515323333333,84.70309,84.70309,1.07057437874566
"ATG4C","Atg4c",10.37456,7.164335,11.183109,978,213,394,9.57400133333333,25.93163,25.93163,0.392623889951456
"ATG4D","Atg4d",21.104006,22.07699,23.049593,1142,280,423,22.076863,45.82638,45.82638,0.492817574196425
"ATG5","Atg5",18.36112,18.577758,17.739459,1663,425,644,18.2261123333333,28.98119,28.98119,0.64127248896169
"ATG7","Atg7",21.738527,14.619916,20.778489,1404,321,545,19.045644,105.57287,105.57287,0.188093311177601
"ATG9A","Atg9a",45.010222,34.651081,35.950544,5652,1164,1875,38.5372823333333,41.22093,41.22093,0.936437978351811
"ATG9B","Atg9b",1.211591,1.022077,1.700292,90,25,38,1.31132,15.87016,15.87016,0.137006406578242
"ATIC","Atic",22.901407,17.33774,20.277122,1808,416,691,20.1720896666667,65.67964,65.67964,0.317519555694462
"ATL1","Atl1",153.648596,144.863391,150.967474,7633,1792,3067,149.826487,38.54478,38.54478,3.81406817789857
"ATL2","Atl2",20.342502,14.841316,17.868598,2152,474,857,17.6841386666667,10.35191,10.35191,1.64590264252154
"ATL3","Atl3",36.695067,37.01625,37.160158,9828,2321,3944,36.9571583333333,6.16136,6.16136,5.30027234119404
"ATM","Atm",27.233896,36.774224,37.484813,1396,341,639,33.8309776666667,20.89052,20.89052,1.59114437056163
"ATMIN","Atmin",19.020315,16.030217,18.094077,3903,798,1463,17.7148696666667,20.91127,20.91127,0.854120718090127
"ATN1","Atn1",31.678472,29.810319,33.196831,2605,545,1065,31.561874,140.21753,140.21753,0.230579546321197
"ATOH1","Atoh1",0,0,0,0,0,0,0,0,0,1
"ATOH7","Atoh7",0.131889,0,0.042123,1,0,1,0.058004,1.82559,1.82559,0.374436489370362
"ATOH8","Atoh8",0.557101,0.296616,0.369583,26,4,10,0.407766666666667,9.81253,9.81253,0.13019771197552
"ATOX1","Atox1",133.958191,90.118919,123.884346,1429,291,543,115.987152,142.18834,142.18834,0.81701591065306
"ATP10A","Atp10a",0.978893,0.941835,1.046035,222,52,94,0.988921,4.81291,4.81291,0.342155822126955
"ATP10D","Atp10d",1.010868,1.050705,1.472925,142,39,91,1.178166,2.30273,2.30273,0.659504712767922
"ATP11A","Atp11a",221.059431,221.379757,260.71896,21102,4498,8212,234.386049333333,33.06802,33.06802,6.90929644086546
"ATP11C","Atp11c",6.341776,5.615339,6.795478,1399,348,608,6.25086433333333,4.23204,4.23204,1.38585796999513
"ATP12A","Atp12a",0.006024,0.024749,0,1,1,0,0.0102576666666667,0,0,1.01025766666667
"ATP13A1","Atp13a1",10.856574,9.251069,12.845061,1153,261,456,10.9842346666667,54.51867,54.51867,0.215859541784172
"ATP13A2","Atp13a2",108.549232,113.702974,101.117469,9169,2013,3430,107.789891666667,122.50104,122.50104,0.880882393109132
"ATP13A3","Atp13a3",20.624878,14.203084,29.657446,2799,652,1187,21.495136,10.97427,10.97427,1.8786227469399
"ATP13A4","Atp13a4",0.364909,1.161078,0.137278,19,6,4,0.554421666666667,9.97849,9.97849,0.141587929366121
"ATP13A5","Atp13a5",0.067367,0.106209,0.119124,13,5,9,0.0975666666666667,0.49789,0.49789,0.73274183462515
"ATP1A1","Atp1a1",622.505461,626.199551,631.062235,94536,23005,37634,626.589082333333,180.73312,180.73312,3.45335557070353
"ATP1A2","Atp1a2",40.542752,41.33821,44.260778,9659,2358,3746,42.0472466666667,262.92603,262.92603,0.163103452382725
"ATP1A3","Atp1a3",136.313009,127.520436,128.467681,21020,4756,7764,130.767042,392.75016,392.75016,0.334646319889749
"ATP1A4","Atp1a4",0.049098,0.115695,0.018043,7,4,1,0.0609453333333333,0.12447,0.12447,0.94350701515677
"ATP1B1","Atp1b1",904.544056,917.471853,934.40247,42235,9993,17317,918.806126333333,638.16715,638.16715,1.43906977436705
"ATP1B2","Atp1b2",23.146302,25.900495,25.233336,2100,460,817,24.7600443333333,90.67774,90.67774,0.280984722500067
"ATP1B3","Atp1b3",270.721626,277.961906,277.89267,16647,3810,6716,275.525400666667,108.68467,108.68467,2.52109433949764
"ATP1B4","Atp1b4",0.005794,0,0,1,0,0,0.00193133333333333,0.06224,0.06224,0.943225008786464
"ATP2A1","Atp2a1",0.914081,0.731346,11.768689,39,2,495,4.471372,26.80294,26.80294,0.196791130722147
"ATP2A2","Atp2a2",71.665669,65.146006,71.286357,15573,3523,6192,69.3660106666667,74.57938,74.57938,0.931021274144703
"ATP2A3","Atp2a3",0.971782,1.26014,3.671745,181,59,107,1.967889,4.25279,4.25279,0.565011926994987
"ATP2B1","Atp2b1",79.644108,87.889615,89.243556,11673,3095,4803,85.5924263333333,25.08108,25.08108,3.32012425610187
"ATP2B2","Atp2b2",24.488292,22.942271,26.47157,7932,1793,3265,24.6340443333333,27.4253,27.4253,0.901803827341605
"ATP2B4","Atp2b4",24.019542,40.348877,21.846086,4963,1083,1946,28.7381683333333,27.73648,27.73648,1.03485772555767
"ATP2C1","Atp2c1",109.469167,66.129162,104.122901,6446,1481,2505,93.24041,34.83137,34.83137,2.63010903574159
"ATP2C2","Atp2c2",0.036765,0,0.037684,5,0,2,0.0248163333333333,8.54707,8.54707,0.107343544494105
"ATP4A","Atp4a",0.044803,0.03836,0.523755,2,1,5,0.202306,0,0,1.202306
"ATP4B","Atp4b",0,0,0,0,0,0,0,0.18671,0.18671,0.842665857707443
"ATP6AP1","Atp6ap1",333.457353,343.174799,298.987996,10861,2544,4028,325.206716,163.86718,163.86718,1.97860311555035
"ATP6AP2","Atp6ap2",92.99575,91.986187,94.830288,8341,2070,3334,93.2707416666667,66.65467,66.65467,1.3934107086276
"ATP6V0A1","Atp6v0a1",160.71537,166.598654,160.741528,13903,3127,4916,162.685184,148.88907,148.88907,1.09204216157989
"ATP6V0A2","Atp6v0a2",125.942162,113.471736,52.780385,2721,556,1012,97.3980943333333,6.74222,6.74222,12.7092867850995
"ATP6V0A4","Atp6v0a4",0.33871,0.507548,0.51549,36,7,12,0.453916,0.62236,0.62236,0.896173475677408
"ATP6V0B","Atp6v0b",245.89385,217.828435,200.995765,5650,1181,1927,221.572683333333,171.02432,171.02432,1.29384428511814
"ATP6V0C","Atp6v0c",656.072853,643.476429,600.650183,15568,3315,5603,633.399821666667,650.36539,650.36539,0.973953838208485
"ATP6V0D1","Atp6v0d1",145.112313,132.797213,125.684017,8746,1933,2960,134.531181,130.09382,130.09382,1.03384874283166
"ATP6V0D2","Atp6v0d2",0.029983,0,0,3,0,0,0.00999433333333333,0.20745,0.20745,0.8364688668958
"ATP6V0E2","Atp6v0e2",155.795507,157.875318,148.595534,10490,2510,3886,154.088786333333,481.10443,481.10443,0.321691269946085
"ATP6V1A","Atp6v1a",155.735443,192.049847,151.241531,18684,4512,7419,166.342273666667,50.66004,50.66004,3.23929818224428
"ATP6V1B2","Atp6v1b2",204.150107,193.343607,201.50892,23027,5267,8998,199.667544666667,69.14411,69.14411,2.86078966098033
"ATP6V1C1","Atp6v1c1",117.03524,119.471394,104.820242,6104,1389,2282,113.775625333333,28.25511,28.25511,3.92326760464525
"ATP6V1C2","Atp6v1c2",1.47787,2.013362,2.392709,76,14,26,1.96131366666667,4.29428,4.29428,0.559342094990568
"ATP6V1D","Atp6v1d",70.377335,63.416671,74.867371,3566,940,1483,69.5537923333333,115.42689,115.42689,0.60599224400251
"ATP6V1E1","Atp6v1e1",542.098442,737.641972,583.416988,9395,2291,3473,621.052467333333,210.8968,210.8968,2.93563879838362
"ATP6V1E2","Atp6v1e2",0,0,0,0,0,0,0,9.33539,9.33539,0.0967549361949573
"ATP6V1F","Atp6v1f",145.137155,124.868278,125.237832,2963,627,1008,131.747755,196.81073,196.81073,0.671084703039112
"ATP6V1G1","Atp6v1g1",104.185477,92.885268,98.265682,4126,906,1531,98.4454756666667,78.18906,78.18906,1.25579815780951
"ATP6V1G2","Atp6v1g2",69.728012,70.338065,67.69875,3244,734,1266,69.2549423333333,185.54603,185.54603,0.376609152890219
"ATP6V1G3","Atp6v1g3",0.014221,0.05674,0.036274,1,1,1,0.035745,0,0,1.035745
"ATP6V1H","Atp6v1h",99.541772,99.180077,102.866888,6505,1697,2693,100.529579,176.29362,176.29362,0.572663466401103
"ATP7A","Atp7a",4.377686,4.349274,5.293885,615,134,259,4.673615,1.16174,1.16174,2.62455938271948
"ATP7B","Atp7b",0.196807,0.101576,0.153312,52,7,17,0.150565,1.47292,1.47292,0.465265758698219
"ATP8A1","Atp8a1",60.312432,61.393017,62.083414,16521,4019,6138,61.2629543333333,37.71497,37.71497,1.60823976702896
"ATP8A2","Atp8a2",41.363676,35.279602,47.78801,20252,4485,8176,41.477096,56.90438,56.90438,0.733573107941057
"ATP8B1","Atp8b1",0.260936,0.251232,0.702305,72,17,20,0.404824333333333,2.86285,2.86285,0.36367561084001
"ATP8B2","Atp8b2",73.548985,55.343294,72.948467,5020,1110,1911,67.2802486666667,19.93624,19.93624,3.26134246964434
"ATP8B3","Atp8b3",0.226423,0.130389,0.22099,43,6,16,0.192600666666667,1.14099,1.14099,0.557032338622164
"ATP8B5P","Atp8b5",0.623349,0.873424,0.974547,64,18,43,0.823773333333333,0.18671,0.18671,1.5368315201973
"ATP9A","Atp9a",165.588315,137.878554,151.530501,21833,4687,7916,151.66579,55.32774,55.32774,2.71031271625668
"ATP9B","Atp9b",47.248527,38.188466,49.338188,3249,761,1316,44.9250603333333,30.7238,30.7238,1.44765319203038
"ATPAF1","Atpaf1",30.187698,29.954042,31.621629,1921,424,786,30.5877896666667,59.8917,59.8917,0.518753617761808
"ATPAF2","Atpaf2",16.998381,15.252255,15.554785,651,131,250,15.9351403333333,25.01884,25.01884,0.65087991368306
"ATR","Atr",5.181862,5.500111,6.611201,1667,415,764,5.76439133333333,17.73724,17.73724,0.36101321930729
"ATRAID","Atraid",51.344429,53.600648,54.566593,723,188,314,53.1705566666667,93.35388,93.35388,0.574121134887793
"ATRIP","Atrip",9.780961,9.175933,7.125608,614,133,231,8.69416733333333,2.98732,2.98732,2.43124889232199
"ATRN","Atrn",15.423603,14.424781,16.624193,5574,1287,2339,15.490859,12.46793,12.46793,1.22445386930286
"ATRNL1","Atrnl1",52.642719,47.614295,51.261865,14289,3160,5556,50.506293,31.61585,31.61585,1.57917984660832
"ATRX","Atrx",23.504169,22.027624,25.204949,3243,839,1475,23.578914,10.55936,10.55936,2.12632135343133
"ATXN1","Atxn1",7.182232,2.915856,3.018936,1471,325,539,4.37234133333333,39.62354,39.62354,0.132247000958886
"ATXN10","Atxn10",126.291273,118.041008,129.315912,9370,2126,3831,124.549397666667,734.67432,734.67432,0.170658937322519
"ATXN1L","Atxn1l",25.543541,15.582722,19.687559,1820,399,688,20.271274,8.6093,8.6093,2.21361327047756
"ATXN2","Atxn2",215.053132,174.590279,209.442136,3465,671,1240,199.695182333333,71.1564,71.1564,2.78139128799848
"ATXN2L","Atxn2l",27.77235,26.374977,33.419978,3623,833,1503,29.1891016666667,141.58672,141.58672,0.211724497671779
"ATXN3","Atxn3",9.858878,7.217235,12.493542,1425,325,542,9.85655166666667,26.01462,26.01462,0.40187689727513
"ATXN7","Atxn7",4.928645,3.476944,5.876153,862,200,414,4.76058066666667,9.21092,9.21092,0.564158828652723
"ATXN7L1","Atxn7l1",6.217479,5.346136,7.688585,381,74,175,6.4174,9.66731,9.66731,0.695339312347724
"ATXN7L3","Atxn7l3",49.780547,51.191516,49.348859,7169,1779,2801,50.106974,56.88363,56.88363,0.882926209016263
"ATXN7L3B","Atxn7l3b",38.003034,37.700403,37.125354,5540,1345,2143,37.609597,64.39343,64.39343,0.590420123244797
"AUH","Auh",54.688276,44.553708,66.047666,1999,480,890,55.09655,62.65083,62.65083,0.88131686578164
"AUNIP","Aunip",0.086505,0,0.221599,4,0,4,0.102701333333333,7.42682,7.42682,0.130856163218549
"AUP1","Aup1",56.950475,55.347971,60.521073,1500,309,601,57.6065063333333,79.33006,79.33006,0.729571300374148
"AURKA","Aurka",1.551249,1.045024,1.786168,109,19,47,1.46081366666667,0.99577,0.99577,1.23301465933783
"AURKAIP1","Aurkaip1",63.506939,49.653202,61.374342,1766,332,668,58.178161,128.16451,128.16451,0.458161154329467
"AURKB","Aurkb",0.257388,0.221229,0.915816,2,1,5,0.464811,0.43565,0.43565,1.02031205377355
"AURKC","Aurkc",0.048931,0.536261,0.166777,1,2,1,0.250656333333333,7.44757,7.44757,0.148049241774064
"AUTS2","Auts2",68.626772,80.343675,23.351142,2195,458,912,57.4405296666667,82.17216,82.17216,0.702645328276513
"AVEN","Aven",13.972551,14.70413,10.695661,642,134,203,13.124114,26.49176,26.49176,0.513758086059241
"AVIL","Avil",513.708204,617.608628,488.20459,33169,8309,12795,539.840474,8.85825,8.85825,54.8617121700099
"AVL9","Avl9",11.328373,9.805054,11.892608,3098,678,1267,11.0086783333333,12.46793,12.46793,0.891649892250207
"AVP","Avp",0,0,0,0,0,0,0,0.53938,0.53938,0.649612181527628
"AVPI1","Avpi1",9.141022,7.437169,9.186054,333,66,134,8.58808166666667,29.87324,29.87324,0.310562858535958
"AVPR1A","Avpr1a",0.448606,0.497559,0.441895,48,13,19,0.462686666666667,0.18671,0.18671,1.23255611452391
"AVPR1B","Avpr1b",0,0,0.015076,0,0,1,0.00502533333333333,0,0,1.00502533333333
"AVPR2","Avpr2",0,0,0,0,0,0,0,0.4564,0.4564,0.68662455369404
"AWAT1","Awat1",0,0,0,0,0,0,0,0,0,1
"AWAT2","Awat2",0.194671,0.263642,0.13478,13,5,4,0.197697666666667,0,0,1.19769766666667
"AXDND1","Axdnd1",0.34561,4.533851,3.217375,8,3,9,2.69894533333333,0.49789,0.49789,2.46943723059326
"AXIN1","Axin1",26.151096,25.190582,28.813121,662,154,271,26.7182663333333,28.27585,28.27585,0.946796295695371
"AXIN2","Axin2",2.776715,2.10365,2.370868,302,58,120,2.41707766666667,6.49328,6.49328,0.456018948533441
"AXL","Axl",19.175486,21.598249,16.941067,1166,327,486,19.2382673333333,5.93316,5.93316,2.91905384173066
"AZGP1","Azgp1",0.123303,0.507562,0.179441,3,3,3,0.270102,31.47063,31.47063,0.0391154098334403
"AZI2","Azi2",67.699827,68.186234,68.47678,3584,779,1450,68.120947,25.97313,25.97313,2.56258532102133
"AZIN1","Azin1",136.019906,142.041668,149.13205,8592,2280,3594,142.397874666667,28.2966,28.2966,4.89469340014427
"B2M","B2m",152.142697,152.650059,158.817297,3947,994,1610,154.536684333333,1275.8779,1275.8779,0.121810146712801
"B3GALNT1","B3galnt1",15.992767,16.197025,15.553433,1228,308,469,15.9144083333333,12.61315,12.61315,1.24250510229692
"B3GALNT2","B3galnt2",6.384654,7.32535,8.287714,417,129,215,7.33257266666667,4.87515,4.87515,1.41827402988293
"B3GALT1","B3galt1",20.748066,16.963033,25.722056,2240,527,953,21.144385,1.0995,1.0995,10.5474565372708
"B3GALT2","B3galt2",0.733987,0.601764,0.903409,273,57,131,0.746386666666667,6.72148,6.72148,0.226172529964031
"B3GALT4","B3galt4",1.753208,1.279647,1.354101,107,19,33,1.46231866666667,6.6385,6.6385,0.322356309048461
"B3GALT5","B3galt5",4.859083,5.02693,5.140235,946,252,423,5.00874933333333,0.6846,0.6846,3.56687007796114
"B3GALT6","B3galt6",1.710004,1.440322,1.783862,210,43,91,1.64472933333333,9.2939,9.2939,0.256921995874579
"B3GAT1","B3gat1",1.028063,0.912729,1.103066,145,34,59,1.01461933333333,174.21909,174.21909,0.0114977159927799
"B3GAT2","B3gat2",0.819529,0.872109,1.039407,192,50,85,0.910348333333333,16.45103,16.45103,0.109469087688998
"B3GAT3","B3gat3",65.566,62.025357,53.938114,3632,831,1258,60.5098236666667,64.14449,64.14449,0.944206081998135
"B3GNT3","B3gnt3",0.199421,0.262198,0.236702,25,8,12,0.232773666666667,0.10373,0.10373,1.11691597280736
"B3GNT4","B3gnt4",0.54741,0.314417,0.617637,29,4,13,0.493154666666667,6.97042,6.97042,0.187337011934963
"B3GNT5","B3gnt5",1.760417,4.515217,2.878789,234,69,123,3.05147433333333,4.93738,4.93738,0.68236736293337
"B3GNT6","B3gnt6",0.477794,0.31537,0.286015,44,7,11,0.359726333333333,0.37342,0.37342,0.990029512700655
"B3GNT7","B3gnt7",0.056493,0.038871,0.043736,6,1,1,0.0463666666666667,7.46831,7.46831,0.123562631347538
"B3GNT8","B3gnt8",10.809608,8.272009,10.043685,724,142,278,9.708434,0.41491,0.41491,7.56827925451089
"B3GNT9","B3gnt9",0.661585,0.479729,0.560413,58,11,21,0.567242333333333,10.41414,10.41414,0.137307088692914
"B3GNTL1","B3gntl1",1.571262,1.50738,1.432712,172,43,64,1.50378466666667,42.59012,42.59012,0.0574392698773636
"B4GALNT1","B4galnt1",12.166604,11.666756,12.159852,1082,247,428,11.9977373333333,21.82406,21.82406,0.569475252577032
"B4GALNT2","B4galnt2",0.045188,0.186012,0.038592,3,3,1,0.0899306666666667,0,0,1.08993066666667
"B4GALNT3","B4galnt3",0.661701,0.605299,0.516733,97,23,30,0.594577666666667,5.20707,5.20707,0.256897000785663
"B4GALNT4","B4galnt4",7.207564,7.430143,9.045974,773,195,314,7.89456033333333,214.92139,214.92139,0.0411935118300847
"B4GALT1","B4galt1",6.907218,7.680732,7.201471,1092,297,460,7.26314033333333,4.58471,4.58471,1.47960061190882
"B4GALT2","B4galt2",7.81552,6.653119,7.201926,650,136,237,7.22352166666667,95.22096,95.22096,0.085464972150212
"B4GALT3","B4galt3",24.892248,26.729362,22.78772,992,211,357,24.80311,20.03997,20.03997,1.22638530378133
"B4GALT4","B4galt4",7.97814,10.987515,8.685681,507,143,198,9.217112,20.82829,20.82829,0.468067448251787
"B4GALT5","B4galt5",60.417006,36.973236,43.864386,3843,868,1342,47.084876,14.93662,14.93662,3.01725685873165
"B4GALT6","B4galt6",29.535647,27.895559,28.987973,6689,1555,2680,28.806393,7.01191,7.01191,3.72026058705103
"B4GALT7","B4galt7",6.301467,6.437181,5.708242,505,118,180,6.14896333333333,16.65848,16.65848,0.40484590595189
"B9D1","B9d1",10.836219,5.92592,11.492509,144,30,60,9.418216,23.75338,23.75338,0.420880542374415
"B9D2","B9d2",17.358329,25.030517,14.385732,196,53,73,18.9248593333333,4.79217,4.79217,3.43996452682386
"BAALC","Baalc",6.891812,5.275102,6.565577,703,135,268,6.24416366666667,1263.9701,1263.9701,0.00572674695367635
"BAAT","Baat",0.026633,0,0,2,0,0,0.00887766666666667,0.43565,0.43565,0.702732327981518
"BABAM1","Babam1",257.445845,259.103927,258.888232,1711,380,663,258.479334666667,111.13261,111.13261,2.31403990923485
"BACE1","Bace1",102.476176,73.569975,96.929767,8342,1889,3366,90.9919726666667,67.11107,67.11107,1.35061705339039
"BACE2","Bace2",19.756176,27.101064,11.153729,553,152,225,19.3369896666667,5.16558,5.16558,3.29847146037626
"BACH1","Bach1",3.748587,3.271535,3.999889,890,201,346,3.673337,9.19017,9.19017,0.458612270452799
"BACH2","Bach2",9.131612,4.496975,7.461696,1061,229,433,7.03009433333333,7.92471,7.92471,0.899759693405537
"BAD","Bad",109.047213,108.824036,95.723053,3155,752,1083,104.531434,84.72384,84.72384,1.23106284086201
"BAG1","Bag1",92.624399,91.707343,87.62451,3770,876,1458,90.652084,128.72463,128.72463,0.70651258747086
"BAG2","Bag2",20.879491,20.553503,18.018264,1009,207,350,19.817086,4.4395,4.4395,3.82702196893097
"BAG3","Bag3",68.707891,55.431885,58.307028,7150,1398,2443,60.8156013333333,25.20555,25.20555,2.35887441146373
"BAG4","Bag4",11.117659,9.077329,14.841354,1400,343,557,11.6787806666667,6.84595,6.84595,1.61596500954845
"BAG5","Bag5",15.865506,14.442249,16.166625,1249,277,480,15.49146,9.41837,9.41837,1.58292132070564
"BAG6","Bag6",86.809028,79.283743,86.528022,5030,1123,1870,84.206931,212.14151,212.14151,0.399766948258929
"BAHCC1","Bahcc1",1.871882,2.388629,2.923994,604,149,222,2.394835,16.47177,16.47177,0.194304011556929
"BAHD1","Bahd1",14.620392,13.673436,13.567316,2453,567,815,13.9537146666667,10.47638,10.47638,1.30299926167194
"BAIAP2","Baiap2",10.461262,11.582477,8.5704,550,128,213,10.204713,77.94012,77.94012,0.141939396595799
"BAIAP2L1","Baiap2l1",16.372527,18.182002,14.983114,1428,297,538,16.5125476666667,1.47292,1.47292,7.08172834813365
"BAIAP2L2","Baiap2l2",0.672326,0.387366,0.90349,22,4,8,0.654394,23.8571,23.8571,0.0665561952118308
"BAIAP3","Baiap3",0.507739,0.383235,0.350842,14,1,6,0.413938666666667,40.18366,40.18366,0.0343325160188936
"BAK1","Bak1",4.42667,4.430729,4.100697,300,77,127,4.31936533333333,4.10757,4.10757,1.04146694677378
"BAMBI","Bambi",0.840763,1.160509,1.191795,176,60,99,1.06435566666667,14.45948,14.45948,0.133533318498854
"BANF1","Banf1",44.70865,41.518791,41.441561,1095,250,396,42.556334,150.9636,150.9636,0.286623467725166
"BANF2","Banf2",0,0,0,0,0,0,0,0,0,1
"BANK1","Bank1",0.742439,0.775719,0.64423,79,21,30,0.720796,1.0995,1.0995,0.81962181471779
"BANP","Banp",18.941582,23.011222,13.754957,684,160,184,18.5692536666667,18.17289,18.17289,1.02067313100251
"BAP1","Bap1",42.705635,40.740493,38.036248,4170,896,1554,40.4941253333333,68.62548,68.62548,0.595961784871477
"BARD1","Bard1",0.269476,0.222838,0.191536,64,13,18,0.22795,2.8836,2.8836,0.316188587908126
"BARHL1","Barhl1",0,0,0.049169,0,0,2,0.0163896666666667,0,0,1.01638966666667
"BARHL2","Barhl2",0.02185,0.089961,0.134139,2,2,5,0.0819833333333333,0.26969,0.26969,0.85216338896371
"BARX1","Barx1",0.044656,0,0,2,0,0,0.0148853333333333,0.20745,0.20745,0.840519552224385
"BARX2","Barx2",2.755056,2.908294,2.085282,201,51,63,2.58287733333333,0.76758,0.76758,2.02699585497309
"BASP1","Basp1",94.049203,76.881732,98.83661,5250,1035,2496,89.922515,681.56633,681.56633,0.133206856247949
"BATF","Batf",0.030932,0,0.237775,1,0,3,0.089569,0.53938,0.53938,0.707797295014876
"BATF2","Batf2",0.184733,0.301458,0.049333,9,3,1,0.178508,1.80484,1.80484,0.420169421428673
"BATF3","Batf3",0.49615,0.169218,0.099979,9,1,1,0.255115666666667,6.88744,6.88744,0.159128394848857
"BAX","Bax",188.36005,131.303315,131.078803,750,167,266,150.247389333333,129.22252,129.22252,1.16145340555023
"BAZ1A","Baz1a",2.491926,1.080117,1.828012,246,53,83,1.80001833333333,13.19402,13.19402,0.197267464279558
"BAZ1B","Baz1b",9.809865,10.381806,9.801843,2524,641,992,9.997838,19.41761,19.41761,0.538644728741513
