"Hs_symbol","Mm_genes","DRG-S1","DRG-S7","DRG-S13","DRG-S1_read","DRG-S7_read","DRG-S13_read","Mm_Avg_TPM","Brain_2_Hippocampus","dHs_Avg_TPM","FoldChange"
"MGAT2","Mgat2",13.928219,16.058015,14.486264,1308,370,574,14.824166,0.53938,0.53938,10.2795709961153
"MGAT3","Mgat3",37.63789,34.590823,36.570826,7545,1684,2875,36.266513,33.27547,33.27547,1.08726482817012
"MGAT4A","Mgat4a",17.250004,15.898837,18.919662,2875,661,1157,17.3561676666667,9.75029,9.75029,1.70750441771028
"MGAT4B","Mgat4b",47.664288,37.505239,41.676891,3014,712,1144,42.2821393333333,104.63933,104.63933,0.409716147701177
"MGAT4C","Mgat4c",2.357568,2.442568,2.660774,198,57,85,2.48697,1.22397,1.22397,1.56790334401993
"MGAT5","Mgat5",6.57534,6.141632,6.031357,2406,538,855,6.249443,15.82867,15.82867,0.430779318864771
"MGAT5B","Mgat5b",1.355239,2.293455,2.300803,156,34,87,1.98316566666667,8.54707,8.54707,0.312469235762037
"MGLL","Mgll",34.675975,32.280787,34.189395,3388,736,1344,33.7153856666667,613.14831,613.14831,0.0565260623556331
"MGMT","Mgmt",0.683141,0.515315,0.342255,82,15,16,0.513570333333333,105.73883,105.73883,0.0141801285748901
"MGP","Mgp",29.312301,36.995973,39.411629,490,150,257,35.2399676666667,79.37155,79.37155,0.450905421964198
"MGRN1","Mgrn1",36.308685,46.081022,34.154374,2070,500,754,38.848027,60.63853,60.63853,0.646479190856758
"MGST1","Mgst1",19.124556,20.840389,19.626487,323,77,123,19.8638106666667,84.70309,84.70309,0.243442922147459
"MGST2","Mgst2",1.289234,3.181716,1.62474,16,4,4,2.03189666666667,11.57588,11.57588,0.241088231333844
"MGST3","Mgst3",47.274845,44.604066,50.131485,1800,413,745,47.3367986666667,209.1127,209.1127,0.230051770629127
"MIA","Mia",0.341192,7.618193,0.356511,7,2,2,2.77196533333333,1.0995,1.0995,1.79660173057077
"MIA2","Mia2",196.666298,244.812245,216.402986,2697,653,1065,219.293843,0,0,220.293843
"MIA3","Mia3",51.365039,49.257514,56.163255,5666,1399,2331,52.261936,70.01541,70.01541,0.750005329829117
"MIB1","Mib1",23.316853,24.236964,22.937907,6067,1486,2456,23.4972413333333,5.93316,5.93316,3.53334429514584
"MIB2","Mib2",20.429745,28.655708,19.960946,1304,348,534,23.0154663333333,142.47877,142.47877,0.167379928984151
"MICAL1","Mical1",46.575685,50.836261,48.434056,3626,970,1469,48.615334,38.25435,38.25435,1.26394486216177
"MICAL2","Mical2",12.124436,11.250125,12.747627,1274,290,524,12.0407293333333,108.332,108.332,0.119276418005098
"MICAL3","Mical3",18.806275,18.271264,27.225224,2694,643,1062,21.4342543333333,59.35232,59.35232,0.37172149029786
"MICALL1","Micall1",10.161201,10.87638,9.3813,1791,411,757,10.139627,23.4422,23.4422,0.455753860127157
"MICALL2","Micall2",2.660706,1.952457,3.347539,272,65,110,2.65356733333333,90.11762,90.11762,0.0400972647588176
"MICU1","Micu1",120.735905,161.878605,114.213568,4699,1070,1656,132.276026,169.26096,169.26096,0.782775017831451
"MID1","Mid1",6.323394,5.441571,8.398844,391,104,181,6.72126966666667,3.23627,3.23627,1.82265758949894
"MID1IP1","Mid1ip1",164.04134,161.531126,149.297346,6191,1449,2311,158.289937333333,265.72664,265.72664,0.597202954055633
"MID2","Mid2",9.182644,9.513507,9.58729,2153,535,873,9.42781366666667,2.8836,2.8836,2.68508952174958
"MIDN","Midn",15.587135,15.219729,16.423538,1791,349,660,15.7434673333333,63.8748,63.8748,0.258088924102014
"MIEN1","Mien1",90.913994,78.347753,84.508278,2048,428,745,84.5900083333333,77.98161,77.98161,1.08367008894011
"MIER1","Mier1",20.151391,10.154167,16.392807,1094,285,511,15.5661216666667,7.2816,7.2816,2.00035279012107
"MIER2","Mier2",19.764965,17.264097,20.784945,590,130,258,19.2713356666667,19.21015,19.21015,1.00302747216951
"MIER3","Mier3",5.014623,3.521589,7.211226,664,135,277,5.249146,2.63465,2.63465,1.71932538208631
"MIF","Mif",143.34961,105.527845,110.266693,1947,347,596,119.714716,274.02477,274.02477,0.438923068638508
"MIF4GD","Mif4gd",15.751118,14.42378,12.167083,327,71,137,14.1139936666667,22.1145,22.1145,0.65387499909869
"MIIP","Miip",6.115939,7.770734,7.128869,290,87,129,7.00518066666667,24.85288,24.85288,0.309643670905008
"MINK1","Mink1",79.161583,83.352894,79.294461,8959,2085,3429,80.6029793333333,114.5141,114.5141,0.706433061707041
"MINPP1","Minpp1",12.367712,12.253167,12.251989,1176,280,493,12.290956,4.33577,4.33577,2.49091621265534
