"Hs_symbol","Mm_genes","DRG-S1","DRG-S7","DRG-S13","DRG-S1_read","DRG-S7_read","DRG-S13_read","Mm_Avg_TPM","DRG","dHs_Avg_TPM","FoldChange"
"DDX51","Ddx51",13.548062,11.898126,9.071102,459,113,186,11.5057633333333,16.37085,16.37085,0.719928117123418
"DDX52","Ddx52",7.042344,7.311729,5.963736,777,203,284,6.772603,6.34554,6.34554,1.0581390884809
"DDX54","Ddx54",13.316508,11.390381,12.302282,1921,457,710,12.3363903333333,24.4831,24.4831,0.523342542050745
"DDX55","Ddx55",4.331523,5.539899,5.758216,488,128,217,5.20987933333333,7.68364,7.68364,0.715123995620884
"DDX56","Ddx56",19.304392,19.235799,17.960383,1258,309,499,18.8335246666667,82.52333,82.52333,0.237460894658614
"DDX58","Ddx58",9.775898,8.41429,10.057247,1001,216,402,9.41581166666667,8.5095,8.5095,1.09530592214803
"DDX59","Ddx59",4.579186,3.279276,4.00752,290,55,99,3.95532733333333,13.72601,13.72601,0.336501695526034
"DDX6","Ddx6",32.42056,33.484707,30.99292,8251,2099,3091,32.2993956666667,8.54086,8.54086,3.49018806131383
"DEAF1","Deaf1",60.894417,61.821816,54.79074,1264,307,535,59.168991,64.07214,64.07214,0.924650564742453
"DECR1","Decr1",13.13457,12.96804,12.740133,1522,374,569,12.947581,55.30129,55.30129,0.247731108825393
"DECR2","Decr2",59.409656,98.452835,65.434848,1014,271,358,74.4324463333333,26.52162,26.52162,2.74084324735729
"DEDD","Dedd",50.382225,49.766467,61.518355,807,174,335,53.8890156666667,26.43799,26.43799,2.00047509553968
"DEDD2","Dedd2",6.770321,6.038406,6.754103,894,226,348,6.52094333333333,35.25065,35.25065,0.207470578688474
"DEF6","Def6",36.895602,29.319836,39.641076,852,180,355,35.2855046666667,14.44733,14.44733,2.34898229445909
"DEF8","Def8",49.502748,51.467374,51.025048,3185,751,1257,50.6650566666667,162.18228,162.18228,0.31660947908478
"DEFB1","Defb1",0,0.149299,0.094992,0,1,1,0.0814303333333333,0.19862,0.19862,0.90222950837908
"DEFB103B","Defb14",0,0,0,0,0,0,0,0,0,1
"DEFB105B","Defb12",0,0,0,0,0,0,0,0,0,1
"DEFB106B","Defb34",0,0,0,0,0,0,0,0,0,1
"DEFB110","Defb41",0,0,0,0,0,0,0,0,0,1
"DEFB113","Defb18",0,0,0,0,0,0,0,0,0,1
"DEFB116","Defb29",0,0,0,0,0,0,0,0,0,1
"DEFB119","Defb19",0,0,0,0,0,0,0,0.24044,0.24044,0.806165554158202
"DEFB123","Defb36",0,0,0,0,0,0,0,0,0,1
"DEFB124","Defb25",0,0,0,0,0,0,0,11.1648,11.1648,0.0822043930027621
"DEFB126","Defb22",0,0,0,0,0,0,0,0,0,1
"DEFB128","Defb20",0,0,0,0,0,0,0,0,0,1
"DEFB135","Defb30",0.385254,0,0.977492,4,0,2,0.454248666666667,0,0,1.45424866666667
"DEFB136","Defb42",16.208362,25.068223,16.418057,291,66,117,19.2315473333333,0,0,20.2315473333333
"DEGS1","Degs1",147.16201,127.824703,141.658064,8753,2038,3383,138.881592333333,80.61026,80.61026,1.71401968739388
"DEGS2","Degs2",0.694605,1.510548,0.627997,30,14,10,0.944383333333333,1.39037,1.39037,0.813423584354444
"DEK","Dek",23.34226,20.303193,24.564517,1088,229,416,22.7366566666667,21.8069,21.8069,1.04076646395024
"DENND1A","Dennd1a",9.2148,5.64545,10.262032,772,144,282,8.374094,8.26906,8.26906,1.01133167764585
"DENND1B","Dennd1b",5.165206,4.645162,4.804858,1700,377,631,4.871742,7.51638,7.51638,0.689464537749607
"DENND1C","Dennd1c",0.833869,1.373952,2.0666,32,15,14,1.424807,2.47758,2.47758,0.697268502809425
"DENND2A","Dennd2a",4.020033,3.523396,3.372955,606,133,228,3.63879466666667,15.1582,15.1582,0.287086102824985
"DENND2C","Dennd2c",0.182424,0.221307,0.326776,27,11,17,0.243502333333333,0.47043,0.47043,0.845672581036386
"DENND2D","Dennd2d",0.280066,0.152925,0.358348,17,5,10,0.263779666666667,4.46383,4.46383,0.231299229051172
"DENND3","Dennd3",0.674388,0.529529,1.240374,93,18,34,0.814763666666667,26.96069,26.96069,0.0649041088280249
"DENND4B","Dennd4b",8.12374,6.861242,6.13188,1066,225,430,7.038954,15.9527,15.9527,0.474199036141736
"DENND4C","Dennd4c",2.306553,3.538773,2.113427,613,166,271,2.65291766666667,4.21293,4.21293,0.70074174536521
"DENND5A","Dennd5a",35.254407,36.328474,35.182968,5083,1152,2009,35.5886163333333,58.35384,58.35384,0.616449017171144
"DENND5B","Dennd5b",3.452687,3.059971,3.290624,1277,273,497,3.26776066666667,2.50894,2.50894,1.21625353145584
"DENR","Denr",48.290719,65.938085,40.732451,1990,520,782,51.6537516666667,27.70292,27.70292,1.83443885384019
"DEPDC1","Depdc1a",0,0,0.033694,0,0,1,0.0112313333333333,0.12545,0.12545,0.89851289113984
"DEPDC1B","Depdc1b",0.444541,0.227765,0.424394,18,1,7,0.365566666666667,0.62724,0.62724,0.839191924157879
"DEPDC5","Depdc5",128.487991,134.242254,81.222608,4208,991,1668,114.650951,14.69823,14.69823,7.36713317361257
"DEPDC7","Depdc7",3.84306,4.831653,4.285822,220,61,89,4.32017833333333,4.66245,4.66245,0.93955413881506
"DEPTOR","Deptor",24.251966,20.934446,23.911844,8837,1879,3435,23.032752,6.08419,6.08419,3.39244881913105
"DERA","Dera",6.565771,5.576681,6.66614,132,29,63,6.26953066666667,20.68833,20.68833,0.335181669896514
"DERL1","Derl1",28.596317,28.399451,23.327388,3187,774,1183,26.7743853333333,16.23495,16.23495,1.61151528338251
"DERL2","Derl2",11.910952,16.691817,12.492777,1453,400,548,13.6985153333333,33.79756,33.79756,0.42240074687229
"DERL3","Derl3",0.522814,0.16921,0.29697,11,2,3,0.329664666666667,4.62064,4.62064,0.236568196267092
"DES","Des",0.711546,0.616147,2.32645,62,14,74,1.21804766666667,18.70208,18.70208,0.112579365562756
"DESI1","Desi1",20.557467,18.210524,21.29058,1530,361,591,20.0195236666667,17.14445,17.14445,1.15845471572115
"DESI2","Desi2",3.187403,3.314735,3.712903,649,149,272,3.40501366666667,4.652,4.652,0.779372552488795
"DET1","Det1",3.310628,2.917221,2.528066,277,58,83,2.91863833333333,4.05612,4.05612,0.775028744043522
"DEXI","Dexi",30.660078,25.996934,29.063955,1251,266,482,28.5736556666667,113.19516,113.19516,0.258974685675528
"DFFA","Dffa",115.725708,151.493202,125.064069,6506,1476,2512,130.760993,27.42066,27.42066,4.63609898573784
"DFFB","Dffb",2.844499,2.594603,3.196904,116,23,47,2.87866866666667,2.47758,2.47758,1.11533556860422
"DGAT1","Dgat1",14.616376,13.490284,18.569428,418,77,192,15.558696,44.80555,44.80555,0.361499774590634
"DGAT2","Dgat2",8.59422,5.587551,9.604845,440,99,173,7.928872,4.86108,4.86108,1.52341752714517
"DGAT2L6","Dgat2l6",0.016106,0,0.040977,3,0,3,0.0190276666666667,0.01045,0.01045,1.00848895706533
"DGCR2","Dgcr2",27.246451,20.908297,24.978749,3986,876,1498,24.3778323333333,38.51228,38.51228,0.642277092927397
"DGCR6","Dgcr6",51.241954,46.265213,46.322144,1364,268,477,47.9431036666667,78.25812,78.25812,0.61751532419223
"DGCR8","Dgcr8",21.559917,24.959577,13.255327,1006,263,438,19.9249403333333,9.89987,9.89987,1.91974219264389
"DGKA","Dgka",4.614843,4.514937,4.713748,528,126,213,4.61450933333333,19.24569,19.24569,0.277318744549251
"DGKB","Dgkb",3.283278,3.026637,3.630329,721,167,301,3.31341466666667,2.19533,2.19533,1.34991211132079
"DGKD","Dgkd",11.380091,16.688754,11.608522,1604,361,598,13.225789,8.49905,8.49905,1.49760123380759
"DGKE","Dgke",8.809211,9.015528,9.241172,2236,582,975,9.02197033333333,4.22339,4.22339,1.91867165448748
"DGKG","Dgkg",12.455413,11.797087,11.055682,1796,411,626,11.769394,4.22339,4.22339,2.44465643959191
"DGKH","Dgkh",82.515029,70.707982,84.075398,45841,10625,19615,79.0994696666667,16.02588,16.02588,4.70457149155677
"DGKI","Dgki",39.202719,28.108499,35.625864,6193,1153,2303,34.3123606666667,4.10839,4.10839,6.91262034939906
"DGKQ","Dgkq",19.924724,20.638912,23.072968,1963,435,867,21.2122013333333,20.44789,20.44789,1.03563573541888
"DGKZ","Dgkz",598.973862,511.495883,537.873084,31256,6764,10966,549.447609666667,92.26639,92.26639,5.90188608851127
"DGUOK","Dguok",34.169921,19.539373,35.762672,533,118,215,29.8239886666667,96.83476,96.83476,0.315061729253148
"DHCR24","Dhcr24",101.504173,89.144383,95.356644,17471,3713,6421,95.3350666666667,185.42136,185.42136,0.516759810499541
"DHCR7","Dhcr7",229.176483,255.801148,241.643424,3645,814,1320,242.207018333333,89.08839,89.08839,2.69964884857342
"DHDDS","Dhdds",27.995718,28.802003,30.421522,3143,729,1300,29.073081,40.01765,40.01765,0.733174157953954
"DHDH","Dhdh",3.257021,3.464301,3.422543,713,183,284,3.38128833333333,0.39725,0.39725,3.13565098109382
"DHFR","Dhfr",1.095228,1.256223,1.02062,241,68,89,1.12402366666667,5.1956,5.1956,0.342827759485226
"DHH","Dhh",11.295785,11.253035,12.113328,1805,405,732,11.5540493333333,12.83743,12.83743,0.907252960508804
"DHODH","Dhodh",10.956365,11.713788,14.50808,331,80,120,12.3927443333333,7.4432,7.4432,1.58621663982061
"DHPS","Dhps",112.205094,105.269465,98.907907,1186,261,448,105.460822,81.86473,81.86473,1.28475434602876
"DHRS1","Dhrs1",122.980377,97.708752,115.995001,4034,936,1557,112.228043333333,25.17306,25.17306,4.32612936100453
"DHRS11","Dhrs11",3.162073,2.974036,4.820603,140,33,81,3.65223733333333,17.17581,17.17581,0.255957634533665
"DHRS13","Dhrs13",4.816197,3.512572,6.363351,288,50,102,4.89737333333333,27.50429,27.50429,0.206894237089692
"DHRS3","Dhrs3",3.430622,4.004093,4.067094,171,48,72,3.83393633333333,78.21631,78.21631,0.0610219831412664
"DHRS4","Dhrs4",15.989442,20.130105,16.151352,409,93,144,17.423633,39.2336,39.2336,0.457916592102124
"DHRS7","Dhrs7",24.229647,22.647822,25.842782,1094,246,439,24.2400836666667,164.55532,164.55532,0.152457098126878
"DHRS7B","Dhrs7b",8.932478,8.927302,8.819044,586,144,237,8.89294133333333,56.82757,56.82757,0.171076552816128
"DHRS7C","Dhrs7c",0.066625,0,0.609618,1,0,4,0.225414333333333,0.04182,0.04182,1.17622461973597
"DHRS9","Dhrs9",0.036364,0.024925,0.045974,6,1,3,0.0357543333333333,3.1989,3.1989,0.246672779378726
"DHTKD1","Dhtkd1",1.522532,4.373406,5.563482,148,42,81,3.81980666666667,5.09106,5.09106,0.79129193714504
"DHX15","Dhx15",43.099328,44.014504,41.718649,4387,1007,1579,42.9441603333333,48.64214,48.64214,0.885218895344426
"DHX29","Dhx29",12.18254,13.47653,12.624281,1551,380,556,12.761117,7.78818,7.78818,1.56586653891932
"DHX30","Dhx30",92.836604,85.854732,89.865332,3496,792,1328,89.5188893333333,56.06443,56.06443,1.58625766231842
"DHX32","Dhx32",18.184817,16.667219,20.08525,1162,245,461,18.3124286666667,9.61762,9.61762,1.81890373423297
"DHX33","Dhx33",8.704942,6.864717,11.305654,1198,275,511,8.95843766666666,2.84347,2.84347,2.59100179438546
"DHX34","Dhx34",2.032681,2.438749,1.990626,322,80,129,2.15401866666667,7.28639,7.28639,0.380626384549444
"DHX36","Dhx36",18.327121,25.648519,23.249724,4046,997,1601,22.4084546666667,42.27569,42.27569,0.540914649001938
"DHX40","Dhx40",8.711858,11.56537,11.040406,1334,317,580,10.4392113333333,11.47842,11.47842,0.916719531265443
"DHX57","Dhx57",23.028414,22.306963,19.265121,3521,820,1408,21.5334993333333,12.54472,12.54472,1.66363714667659
"DHX58","Dhx58",1.009977,1.982954,1.185814,81,25,36,1.392915,33.48394,33.48394,0.0693921576246798
"DHX8","Dhx8",8.555324,8.020284,7.643662,1507,329,531,8.07309,19.91474,19.91474,0.433813186298276
"DHX9","Dhx9",44.539591,51.131431,54.562094,6057,1667,2645,50.0777053333333,55.14448,55.14448,0.909754713790801
"DIABLO","Diablo",138.64742,123.365478,139.647144,5651,1304,2237,133.886680666667,127.56931,127.56931,1.04913591483587
"DIAPH1","Diaph1",7.508965,9.852385,8.100488,1123,284,464,8.48727933333333,14.86549,14.86549,0.597982119262206
"DIAPH2","Diaph2",2.648294,2.129998,2.752925,894,186,374,2.51040566666667,3.51252,3.51252,0.777925785739823
"DIAPH3","Diaph3",5.019835,6.43508,4.293672,555,129,198,5.249529,0.35543,0.35543,4.61073533860103
"DICER1","Dicer1",7.859175,7.109983,9.346479,2429,568,1075,8.10521233333333,4.5161,4.5161,1.65066121595572
"DIDO1","Dido1",7.465347,6.757758,7.463712,1896,440,711,7.228939,15.05366,15.05366,0.512589590161994
"DIMT1","Dimt1",6.01491,4.418335,6.545324,318,70,139,5.659523,16.7472,16.7472,0.37524358772088
"DIO1","Dio1",0,0,0,0,0,0,0,0.12545,0.12545,0.888533475498689
"DIO2","Dio2",0.106487,0.099554,0.14621,26,6,14,0.117417,0.43907,0.43907,0.776485508001696
"DIO3","Dio3",0.018193,0.050548,0.093236,1,1,3,0.0539923333333333,1.48446,1.48446,0.424233971701429
"DIP2A","Dip2a",14.349292,14.869783,18.849745,2238,502,871,16.02294,8.07043,8.07043,1.87675115733212
"DIP2B","Dip2b",6.53588,8.242635,5.581314,2120,485,778,6.78660966666667,8.46768,8.46768,0.822441154186312
"DIRAS1","Diras1",65.08087,58.04528,57.553334,6832,1628,2680,60.2264946666667,98.34012,98.34012,0.616331998256763
"DIRAS2","Diras2",11.794599,9.80277,9.957031,2351,475,794,10.5181333333333,10.85118,10.85118,0.971897594444885
"DIS3","Dis3",6.11114,6.195565,8.383449,488,116,195,6.896718,7.66273,7.66273,0.91157383411465
"DIS3L","Dis3l",11.351289,10.051315,10.079278,1377,327,513,10.4939606666667,18.61845,18.61845,0.585875064883651
"DIS3L2","Dis3l2",5.681835,5.542496,5.642759,749,176,288,5.62236333333333,11.59341,11.59341,0.525859424360307
"DISC1","Disc1",0.704722,0.574271,0.752953,63,9,29,0.677315333333333,4.1293,4.1293,0.327006674075085
"DISP1","Disp1",4.977094,3.982356,4.802109,789,166,275,4.58718633333333,6.20963,6.20963,0.774961590724258
"DISP2","Disp2",50.328181,44.98894,48.704946,14401,3091,5423,48.0073556666667,14.68777,14.68777,3.12392109692242
"DIXDC1","Dixdc1",4.110164,5.619501,4.286813,433,119,162,4.67215933333333,7.92408,7.92408,0.635601578351307
"DKC1","Dkc1",15.294458,19.967673,13.603411,702,188,243,16.288514,16.8831,16.8831,0.966751513999251
"DKK1","Dkk1",0.010496,0,0,1,0,0,0.00349866666666667,0.72132,0.72132,0.582982052533327
"DKK2","Dkk2",0.100761,0.079432,0.116698,15,3,7,0.0989636666666667,0.55406,0.55406,0.707156523343157
"DKK3","Dkk3",39.71752,40.223097,39.682302,5563,1375,2175,39.8743063333333,390.25567,390.25567,0.104469556526384
"DKK4","Dkk4",0,0,0,0,0,0,0,0.05227,0.05227,0.950326437131155
"DKKL1","Dkkl1",1.813858,0.50828,1.057027,39,4,17,1.12638833333333,0.28226,0.28226,1.65831292665554
"DLAT","Dlat",72.073075,69.403792,63.404908,4493,1120,1821,68.293925,15.58681,15.58681,4.17765230324577
"DLC1","Dlc1",9.116122,8.283557,8.727227,2251,519,883,8.70896866666667,5.90647,5.90647,1.40577873597752
"DLD","Dld",66.978591,75.753274,74.986607,4791,1207,2033,72.572824,59.11698,59.11698,1.22382767730515
"DLEC1","Dlec1",1.491375,5.715925,1.183431,78,16,34,2.79691033333333,0.50179,0.50179,2.52825650279555
"DLEU7","Dleu7",0.657944,0,0.343724,27,0,6,0.333889333333333,5.57194,5.57194,0.202967363264627
"DLG1","Dlg1",10.947407,11.458844,7.3213,834,189,326,9.90918366666667,7.31775,7.31775,1.31155464719025
"DLG2","Dlg2",20.800039,21.209845,23.12654,2960,711,1263,21.7121413333333,0,0,22.7121413333333
"DLG3","Dlg3",6.322883,2.884,4.825601,396,83,162,4.67749466666667,3.39753,3.39753,1.29106445360615
"DLG4","Dlg4",158.739888,144.713403,161.28034,6501,1489,2367,154.911210333333,46.80225,46.80225,3.26158727535489
"DLG5","Dlg5",11.723136,9.080611,13.221138,1600,367,622,11.3416283333333,8.3736,8.3736,1.31663697334357
"DLGAP1","Dlgap1",13.778583,10.713036,12.967132,2343,514,860,12.4862503333333,2.46713,2.46713,3.88974463989909
"DLGAP2","Dlgap2",0.408358,0.743651,0.516153,45,10,27,0.556054,0.37634,0.37634,1.13057384076609
"DLGAP3","Dlgap3",16.282123,13.783749,15.374977,2145,464,953,15.1469496666667,15.34637,15.34637,0.987800329165843
"DLGAP4","Dlgap4",56.708885,50.987142,49.359339,3191,680,1153,52.3517886666667,28.84239,28.84239,1.78778538403481
"DLGAP5","Dlgap5",0.266129,0,0.485472,9,0,6,0.250533666666667,0.2718,0.2718,0.983278555328406
"DLK1","Dlk1",0.281147,0.142801,0.640622,11,2,7,0.354856666666667,0.74223,0.74223,0.777656604849341
"DLK2","Dlk2",0.139511,0,0.148363,4,0,3,0.095958,14.52051,14.52051,0.070613530096627
"DLL1","Dll1",0.737957,0.618549,1.099173,32,13,20,0.818559666666667,1.48446,1.48446,0.731973815906341
"DLL3","Dll3",0.6794,0.093724,0.297879,17,2,5,0.357001,2.20578,2.20578,0.423298230071933
"DLL4","Dll4",0.494178,1.22533,1.01922,67,20,39,0.912909333333333,1.80853,1.80853,0.681106961055546
"DLST","Dlst",96.956085,94.350241,99.017103,6399,1436,2565,96.7744763333333,65.59841,65.59841,1.46812027994863
"DLX1","Dlx1",0.058449,0.028924,0.035947,9,1,2,0.0411066666666667,1.35901,1.35901,0.441332027700886
"DLX2","Dlx2",0.057851,0,0,3,0,0,0.0192836666666667,0.17772,0.17772,0.865471985418153
"DLX3","Dlx3",0.583789,0.388537,0.424089,62,10,18,0.465471666666667,0.30316,0.30316,1.12455237013618
"DLX4","Dlx4",0.054335,0.089696,0.027288,5,2,1,0.0571063333333333,0.02091,0.02091,1.03545496991246
"DLX5","Dlx5",0,0,0,0,0,0,0,0.35543,0.35543,0.737773252768494
"DLX6","Dlx6",0.137958,0.050283,0,7,1,0,0.062747,0.04182,0.04182,1.02008696319902
"DMAP1","Dmap1",9.578723,8.689593,8.163855,517,114,168,8.81072366666667,44.4083,44.4083,0.216055735772241
"DMBT1","Dmbt1",0,0,0,0,0,0,0,0.08363,0.08363,0.922824211216005
"DMBX1","Dmbx1",0.032076,0.072397,0.014909,8,3,1,0.039794,0,0,1.039794
"DMC1","Dmc1",0.513375,0.766696,0.273886,21,9,6,0.517985666666667,0.63769,0.63769,0.926906598114824
"DMD","Dmd",22.301251,19.036301,26.560903,2584,605,1094,22.6328183333333,18.10621,18.10621,1.23691817128218
"DMGDH","Dmgdh",0.128607,0.133189,0.186502,16,4,9,0.149432666666667,2.12215,2.12215,0.368154209972829
"DMKN","Dmkn",0.374956,0.692565,0.27477,7,5,3,0.447430333333333,6.60688,6.60688,0.190279106983853
"DMP1","Dmp1",0.123478,0.325374,0.180916,14,9,8,0.209922666666667,0.02091,0.02091,1.18514136081209
"DMPK","Dmpk",11.29669,15.187901,12.6696,327,82,157,13.051397,26.35436,26.35436,0.513680342000325
"DMRT1","Dmrt1",0,0,0.062556,0,0,1,0.020852,0.03136,0.03136,0.989811511014583
"DMRT2","Dmrt2",0,0,0,0,0,0,0,0.11499,0.11499,0.896869030215518
"DMRT3","Dmrt3",0,0,0,0,0,0,0,0,0,1
"DMRTA1","Dmrta1",0.037791,0.050646,0.061646,6,2,4,0.0500276666666667,0.26135,0.26135,0.832463365970323
"DMRTA2","Dmrta2",0.012765,0,0,1,0,0,0.004255,0.03136,0.03136,0.973719166925225
"DMRTB1","Dmrtb1",0,0,0,0,0,0,0,0,0,1
"DMRTC2","Dmrtc2",0,0,0,0,0,0,0,0.01045,0.01045,0.989658073135732
"DMTF1","Dmtf1",76.027495,88.740514,64.692718,1917,461,803,76.486909,17.89713,17.89713,4.10045911733687
"DMWD","Dmwd",32.760242,24.592797,30.674296,2238,507,818,29.342445,18.58709,18.58709,1.5491042824636
"DMXL1","Dmxl1",89.22479,37.264351,64.811008,3280,755,1422,63.7667163333333,10.71528,10.71528,5.52839678892296
"DMXL2","Dmxl2",43.397998,44.673185,52.162843,12158,2807,5133,46.7446753333333,28.79012,28.79012,1.60270167872212
"DNA2","Dna2",0.673703,0.712869,0.637127,62,17,20,0.674566333333333,0.36589,0.36589,1.22598915969319
"DNAAF1","Dnaaf1",0.008495,0.035098,0.021829,1,1,1,0.0218073333333333,10.86163,10.86163,0.0861439223220867
"DNAAF2","Dnaaf2",0.513734,0.336375,0.314374,64,10,17,0.388161,3.94113,3.94113,0.280939987411786
"DNAAF3","Dnaaf3",0.540981,0.54759,0.509145,49,12,18,0.532572,0.39725,0.39725,1.09684881016282
"DNAH1","Dnah1",0.174613,0.171266,0.170826,32,7,11,0.172235,2.2685,2.2685,0.358646167966957
"DNAH12","Dnah12",0.003883,0.015746,0.009871,2,2,2,0.00983333333333333,0.06272,0.06272,0.950234618086922
"DNAH17","Dnah17",0.42819,0.253053,0.416591,94,28,31,0.365944666666667,1.30674,1.30674,0.592153717656375
"DNAH2","Dnah2",0.218968,0.663817,0.317433,57,22,36,0.400072666666667,0.05227,0.05227,1.33052606903805
"DNAH3","Dnah3",0.041926,0.365673,0.051359,6,2,5,0.152986,0.05227,0.05227,1.0957130774421
"DNAH5","Dnah5",0.027686,0.029813,0.018611,19,5,5,0.02537,0.32407,0.32407,0.77440769747823
"DNAH8","Dnah8",0.776786,0.52168,0.670922,67,15,26,0.656462666666667,0.02091,0.02091,1.62253545039883
"DNAJA1","Dnaja1",282.10734,386.501463,246.821209,18014,4664,6626,305.143337333333,221.80104,221.80104,1.37406601573015
"DNAJA2","Dnaja2",99.754008,105.863882,108.732779,5694,1466,2382,104.783556333333,54.42316,54.42316,1.90865256209378
"DNAJA3","Dnaja3",20.64659,19.401221,19.866677,2065,484,762,19.971496,41.15712,41.15712,0.497460357823305
"DNAJA4","Dnaja4",23.750834,24.270249,24.95562,2836,645,1077,24.3255676666667,40.66579,40.66579,0.607826412667722
"DNAJB1","Dnajb1",13.977343,10.644292,12.796357,1718,317,618,12.472664,64.55302,64.55302,0.205523162777245
"DNAJB11","Dnajb11",26.922047,27.563107,22.5288,1330,303,544,25.671318,58.9079,58.9079,0.445205356889492
"DNAJB12","Dnajb12",15.093068,15.391767,15.381623,1585,372,649,15.2888193333333,33.05533,33.05533,0.478304551250372
"DNAJB13","Dnajb13",0.223433,0.305477,0.062415,17,3,2,0.197108333333333,0.02091,0.02091,1.17258948715688
"DNAJB14","Dnajb14",18.51972,16.375893,19.053627,7315,1600,2973,17.98308,12.13701,12.13701,1.44500765394865
"DNAJB2","Dnajb2",51.943983,48.938761,45.88883,3695,873,1327,48.923858,225.95125,225.95125,0.219976131437919
"DNAJB4","Dnajb4",23.072644,22.825048,23.620657,1859,461,746,23.172783,19.13069,19.13069,1.20079257094516
"DNAJB5","Dnajb5",6.199343,7.704917,5.793569,608,143,230,6.565943,7.11913,7.11913,0.931866222119858
"DNAJB6","Dnajb6",54.437902,57.743976,97.530127,3381,790,1483,69.9040016666667,85.12635,85.12635,0.823255619989314
"DNAJB7","Dnajb7",0.060489,0.081537,0.102557,3,1,2,0.0815276666666667,0.36589,0.36589,0.79181168810568
"DNAJB8","Dnajb8",0,0,0,0,0,0,0,0.01045,0.01045,0.989658073135732
"DNAJB9","Dnajb9",15.547382,14.973601,16.440877,1458,354,615,15.6539533333333,25.12079,25.12079,0.637574642012486
"DNAJC1","Dnajc1",7.408943,7.599901,6.964806,712,166,279,7.32455,18.04348,18.04348,0.437133864188688
"DNAJC10","Dnajc10",34.521872,36.761208,36.317999,4219,1093,1778,35.8670263333333,16.83083,16.83083,2.06760012480257
"DNAJC11","Dnajc11",33.774607,46.70189,38.647395,2004,507,773,39.707964,36.78738,36.78738,1.07728993118867
"DNAJC12","Dnajc12",14.316295,15.068421,13.698227,469,113,177,14.360981,25.21488,25.21488,0.585964192855355
"DNAJC14","Dnajc14",28.826126,30.177842,26.770228,3089,744,1171,28.5913986666667,12.83743,12.83743,2.13850394666254
"DNAJC15","Dnajc15",38.416397,34.429344,34.538779,1969,462,766,35.79484,18.59754,18.59754,1.87752340344758
"DNAJC16","Dnajc16",6.028386,6.050476,5.472214,1451,381,540,5.85035866666667,3.74251,3.74251,1.44445845484072
"DNAJC17","Dnajc17",9.040924,9.012176,6.744817,191,59,83,8.26597233333333,26.08256,26.08256,0.342137978585973
"DNAJC18","Dnajc18",22.315429,25.341882,22.46296,3426,799,1328,23.3734236666667,8.51995,8.51995,2.56024702510692
"DNAJC19","Dnajc19",27.529487,22.151267,30.281812,397,82,182,26.6541886666667,43.81242,43.81242,0.617109914319884
"DNAJC2","Dnajc2",18.487222,20.724241,24.071139,1257,300,582,21.0942006666667,26.53208,26.53208,0.802489338497733
"DNAJC21","Dnajc21",11.840563,12.839529,10.933339,772,212,284,11.8711436666667,18.72299,18.72299,0.652595963728961
"DNAJC22","Dnajc22",0.976009,0.893805,0.986918,26,13,14,0.952244,0.75268,0.75268,1.11386219960289
"DNAJC24","Dnajc24",12.073204,15.075801,16.84476,138,36,69,14.6645883333333,7.11913,7.11913,1.92934320959676
"DNAJC25","Dnajc25",1.971593,1.359969,1.182132,114,34,49,1.50456466666667,21.04376,21.04376,0.113617852247832
"DNAJC27","Dnajc27",13.726155,12.255543,13.712053,2707,591,1042,13.2312503333333,4.62064,4.62064,2.53196261161244
"DNAJC28","Dnajc28",2.407313,1.92515,3.697467,321,65,115,2.67664333333333,2.63439,2.63439,1.0116259766655
"DNAJC3","Dnajc3",17.606517,15.536402,16.039238,3765,822,1347,16.3940523333333,4.01431,4.01431,3.46888252488046
"DNAJC30","Dnajc30",8.021501,6.26006,8.418466,501,95,215,7.56667566666667,22.00552,22.00552,0.372374789470817
"DNAJC4","Dnajc4",17.517156,14.944907,24.391834,225,46,96,18.951299,71.75578,71.75578,0.274222872739458
"DNAJC5","Dnajc5",56.746789,46.026296,54.318683,10918,2434,4297,52.3639226666667,53.24187,53.24187,0.983814213386571
"DNAJC5B","Dnajc5b",1.129589,1.409067,1.552886,34,10,16,1.36384733333333,0.24044,0.24044,1.90565229542205
"DNAJC6","Dnajc6",41.682151,39.188081,42.880216,8658,1972,3328,41.2501493333333,35.50155,35.50155,1.15748918424925
"DNAJC7","Dnajc7",216.021814,237.1091,227.922505,5523,1563,2240,227.017806333333,138.69229,138.69229,1.63228626528589
"DNAJC8","Dnajc8",60.294834,75.175014,64.455219,2045,583,884,66.641689,138.06506,138.06506,0.486403191427092
"DNAJC9","Dnajc9",13.817733,11.558061,16.328289,569,128,253,13.901361,11.07071,11.07071,1.23450575815341
"DNAL1","Dnal1",8.066526,9.035407,9.223614,1375,417,568,8.77518233333333,5.09106,5.09106,1.60484091986179
"DNAL4","Dnal4",12.555294,13.808996,15.253266,457,113,193,13.8725186666667,13.38103,13.38103,1.03417617977757
"DNALI1","Dnali1",0.152127,0,0.060089,13,0,2,0.0707386666666667,5.86465,5.86465,0.15597862479029
"DNASE1","Dnase1",9.372852,6.448183,7.747959,321,63,90,7.85633133333333,5.76012,5.76012,1.31008492945885
"DNASE1L1","Dnase1l1",8.687097,10.410852,7.490064,239,63,102,8.862671,21.19012,21.19012,0.444462265188291
"DNASE1L2","Dnase1l2",1.139478,0.820004,1.084515,47,13,22,1.01466566666667,1.94443,1.94443,0.684229432068912
