"Hs_symbol","Mm_genes","DRG-S1","DRG-S7","DRG-S13","DRG-S1_read","DRG-S7_read","DRG-S13_read","Mm_Avg_TPM","DRG","dHs_Avg_TPM","FoldChange"
"HSP90AB1","Hsp90ab1",1796.517462,1996.719815,1626.838361,94346,22040,33284,1806.69187933333,852.69574,852.69574,2.11748963317227
"HSP90B1","Hsp90b1",592.97174,570.708352,529.189724,13265,3022,4578,564.289938666667,263.16724,263.16724,2.13989417713819
"HSPA12A","Hspa12a",122.046191,114.436929,132.359452,26779,5904,11126,122.947524,133.49669,133.49669,0.921565608789331
"HSPA12B","Hspa12b",5.4491,5.69817,6.507551,766,199,349,5.88494033333333,7.74636,7.74636,0.787177789770068
"HSPA13","Hspa13",8.762929,9.161969,8.634714,1320,348,516,8.853204,15.50318,15.50318,0.597048811198811
"HSPA14","Hspa14",1.161054,0.844991,1.362544,197,37,90,1.122863,15.27319,15.27319,0.130451558667969
"HSPA1B","Hspa1b",5.943186,3.663872,4.10775,672,102,198,4.57160266666667,49.63526,49.63526,0.110034048737316
"HSPA1L","Hspa1l",0.320011,0.26698,0.529617,32,7,21,0.372202666666667,1.32765,1.32765,0.589522766166162
"HSPA2","Hspa2",7.310218,7.612956,7.881902,756,192,320,7.601692,28.49741,28.49741,0.291608381888444
"HSPA4","Hspa4",91.098039,86.192642,91.024568,10670,2618,4124,89.4384163333333,75.44602,75.44602,1.18303629585076
"HSPA4L","Hspa4l",70.292614,69.40417,68.469032,9700,2129,3619,69.3886053333333,7.42229,7.42229,8.35741886509884
"HSPA5","Hspa5",121.188151,116.0902,111.219136,10270,2360,3374,116.165829,92.78909,92.78909,1.24924795623883
"HSPA8","Hspa8",4012.595982,3679.205939,3954.167883,119833,28288,45192,3881.98993466667,2284.60194,2284.60194,1.69889159906237
"HSPA9","Hspa9",77.490229,78.266927,79.702467,8996,2291,3749,78.486541,184.95094,184.95094,0.427459742876266
"HSPB1","Hspb1",165.290724,99.35173,133.345867,4459,634,1580,132.662773666667,740.39962,740.39962,0.180284383834276
"HSPB11","Hspb11",15.398469,13.415357,14.136241,251,53,88,14.316689,47.66992,47.66992,0.314705448457692
"HSPB2","Hspb2",3.699278,2.492164,3.178044,58,10,24,3.123162,38.41819,38.41819,0.104600490281264
"HSPB3","Hspb3",0.041394,0.341587,0.10641,1,2,1,0.163130333333333,0.1359,0.1359,1.02397247410277
"HSPB6","Hspb6",5.455869,4.315133,6.708075,192,53,115,5.49302566666667,401.8909,401.8909,0.0161160891612758
"HSPB7","Hspb7",0.328111,0.107097,0.309288,38,3,14,0.248165333333333,22.83138,22.83138,0.052374865968036
"HSPB8","Hspb8",179.800229,159.236109,161.735967,11814,2580,4022,166.924101666667,101.13132,101.13132,1.64419789802645
"HSPB9","Hspb9",0.054178,0.224102,0.350271,1,1,3,0.209517,0.5227,0.5227,0.794323898338478
"HSPBAP1","Hspbap1",3.614094,3.867999,3.841929,352,89,153,3.774674,7.50592,7.50592,0.561335399345397
"HSPBP1","Hspbp1",154.145027,125.489167,152.638613,1718,390,653,144.090935666667,86.19266,86.19266,1.66402694523446
"HSPD1","Hspd1",127.088447,135.331918,116.068438,9703,2505,3615,126.162934333333,136.26698,136.26698,0.926391287499247
"HSPE1","Hspe1",83.755152,58.934329,62.865185,1842,315,578,68.518222,160.16467,160.16467,0.431349017126396
"HSPG2","Hspg2",12.697952,12.149203,14.793676,3754,945,1607,13.2136103333333,51.76786,51.76786,0.269361128788117
"HSPH1","Hsph1",145.098311,117.082117,143.241755,11319,2369,3864,135.140727666667,50.08478,50.08478,2.66499586895875
"HTATIP2","Htatip2",40.409221,39.218982,37.256194,1982,471,706,38.9614656666667,60.88369,60.88369,0.645751177194939
"HTATSF1","Htatsf1",16.54723,20.205461,18.627809,1843,545,798,18.4601666666667,46.99042,46.99042,0.405501070144139
"HTR1A","Htr1a",2.394994,1.945901,1.970378,453,90,146,2.10375766666667,0.18817,0.18817,2.61221682643617
"HTR1B","Htr1b",7.761733,6.362171,7.588145,1378,312,558,7.23734966666667,0.51224,0.51224,5.44711796187554
"HTR1D","Htr1d",16.680194,19.077815,16.700679,1521,315,563,17.4862293333333,6.89959,6.89959,2.34015048038358
"HTR1F","Htr1f",2.512065,2.728078,3.022015,245,67,115,2.75405266666667,0.09409,0.09409,3.43121010763892
"HTR2A","Htr2a",3.092781,2.075809,3.277708,718,120,298,2.81543266666667,0.10454,0.10454,3.45431823805989
"HTR2B","Htr2b",0.061695,0.101107,0.72134,5,2,9,0.294714,0.14636,0.14636,1.12941309885202
"HTR2C","Htr2c",0.08938,0.020995,0.105944,9,1,8,0.0721063333333333,0.09409,0.09409,0.979906893704662
"HTR3A","Htr3a",41.023557,37.788178,44.526578,3250,725,1375,41.112771,174.85244,174.85244,0.239477888393246
"HTR3B","Htr3b",5.640894,5.251023,5.421087,545,124,205,5.437668,0.71087,0.71087,3.76280371974493
"HTR4","Htr4",5.579056,4.009785,5.262382,599,126,241,4.95040766666667,0.06272,0.06272,5.59922431747466
"HTR5A","Htr5a",1.009972,0.755299,0.906872,228,42,80,0.890714333333333,2.29986,2.29986,0.572968045108984
"HTR6","Htr6",0.075715,0.134219,0.102375,7,3,4,0.104103,0.22999,0.22999,0.897652013431004
"HTR7","Htr7",5.291232,5.453565,5.711221,634,163,274,5.48533933333333,4.07703,4.07703,1.27738842065801
"HTRA1","Htra1",116.723311,125.837825,120.135656,3180,737,1325,120.898930666667,603.56812,603.56812,0.201629769473565
"HTRA2","Htra2",22.459419,19.457379,22.561598,788,170,284,21.4927986666667,29.18737,29.18737,0.745106270160887
"HTRA3","Htra3",3.048657,3.16171,1.87957,187,38,76,2.69664566666667,8.62449,8.62449,0.38408743389693
"HTRA4","Htra4",0.809983,0.557248,0.735677,63,10,24,0.700969333333333,0.05227,0.05227,1.61647612621602
"HTT","Htt",12.685291,11.069736,12.789042,6783,1456,2668,12.1813563333333,16.96673,16.96673,0.733653610497477
"HUNK","Hunk",1.847402,2.308554,2.411352,402,121,211,2.18910266666667,1.24402,1.24402,1.42115608001117
"HUS1","Hus1",5.464742,4.968387,4.929957,590,122,197,5.12102866666667,12.01157,12.01157,0.470429676562219
"HUS1B","Hus1b",0.07186,0.09724,0.244984,3,1,4,0.138028,0.04182,0.04182,1.09234608665604
"HUWE1","Huwe1",358.183261,388.764118,317.147151,17662,3868,7342,354.698176666667,44.58601,44.58601,7.80279249415921
"HVCN1","Hvcn1",0.057264,0,0,4,0,0,0.019088,3.7216,3.7216,0.215835310064385
"HYAL1","Hyal1",0.975219,0.673911,0.683143,94,16,20,0.777424333333333,3.60661,3.60661,0.385842155800759
"HYAL2","Hyal2",10.993681,21.151403,12.236609,339,76,130,14.7938976666667,50.59702,50.59702,0.306100966037703
"HYAL3","Hyal3",1.075634,1.408675,1.015669,75,25,28,1.16665933333333,42.46387,42.46387,0.0498496644070888
"HYAL4","Hyal4",0,0,0.019645,0,0,1,0.00654833333333333,0.01045,0.01045,0.996138684084649
"HYDIN","Hydin",0.034276,0.071895,0.058509,24,11,16,0.0548933333333333,1.19175,1.19175,0.481301851640622
"HYI","Hyi",17.780508,16.429975,18.584801,474,106,203,17.598428,52.76099,52.76099,0.345946531118568
"HYLS1","Hyls1",2.537708,2.560683,2.631871,215,54,93,2.576754,4.02476,4.02476,0.711825838448006
"HYOU1","Hyou1",19.915335,26.145185,18.604771,3129,813,1067,21.555097,35.17748,35.17748,0.623456830050075
"IAH1","Iah1",23.761458,22.702491,25.40699,716,138,262,23.9569796666667,69.36183,69.36183,0.354694863204477
"IAPP","Iapp",0,0,0,0,0,0,0,0.04182,0.04182,0.959858708798065
"IARS2","Iars2",19.708746,21.548694,21.319921,3738,954,1603,20.8591203333333,36.93374,36.93374,0.576244797727125
"IBA57","Iba57",2.034498,1.648608,1.305104,326,68,88,1.66273666666667,3.4707,3.4707,0.595597259191327
"IBSP","Ibsp",1.679815,1.605062,1.952855,136,32,62,1.74591066666667,0.11499,0.11499,2.46272223667178
"IBTK","Ibtk",4.828411,5.732245,6.045834,908,225,407,5.53549666666667,9.36672,9.36672,0.630430518685434
"ICA1","Ica1",89.851134,58.087495,117.97898,1279,316,567,88.639203,20.02973,20.02973,4.26249899546975
"ICA1L","Ica1l",9.276781,7.643774,8.801198,703,175,273,8.57391766666667,4.05612,4.05612,1.89353054647965
"ICAM1","Icam1",0.460231,0.433771,0.288695,46,10,11,0.394232333333333,4.77745,4.77745,0.241323132754647
"ICAM2","Icam2",1.642633,1.355666,1.125936,42,8,10,1.374745,31.44542,31.44542,0.0731919944324962
"ICAM4","Icam4",0,0,0.076914,0,0,1,0.025638,0.16726,0.16726,0.878671418535716
"ICAM5","Icam5",0.080484,0.18277,0.282539,9,5,14,0.181931,0.05227,0.05227,1.12322027616486
"ICMT","Icmt",73.716942,68.751979,66.707868,7279,1671,2632,69.7255963333333,66.04793,66.04793,1.05485130313991
"ICOS","Icos",0,0,0,0,0,0,0,0.03136,0.03136,0.969593546385355
"ID1","Id1",4.616663,4.296849,6.264575,152,33,80,5.05936233333333,195.63485,195.63485,0.0308153022383028
"ID2","Id2",15.122432,14.02553,14.643377,664,154,251,14.597113,55.20721,55.20721,0.277493100974056
"ID3","Id3",93.845675,79.675881,95.429849,1437,259,590,89.6504683333333,182.18064,182.18064,0.494869263112812
"ID4","Id4",15.244478,17.504269,15.267364,2264,649,930,16.0053703333333,13.17195,13.17195,1.19993157845839
"IDE","Ide",23.626403,22.671541,28.406653,3451,709,1565,24.9015323333333,4.18157,4.18157,4.99878074277359
"IDH1","Idh1",75.76736,88.532231,76.8002,5517,1528,2284,80.366597,48.20307,48.20307,1.65368943441944
"IDH2","Idh2",14.866391,12.197691,17.600065,504,126,230,14.888049,37.29962,37.29962,0.414835682442802
"IDH3A","Idh3a",70.604342,66.214233,71.969698,5393,1240,2131,69.596091,57.10982,57.10982,1.21487368227952
"IDH3G","Idh3g",91.346976,75.722396,83.768857,2555,561,920,83.612743,139.05818,139.05818,0.6041256783431
"IDI1","Idi1",56.173341,58.052982,57.396882,6630,1700,2676,57.207735,140.32311,140.32311,0.411876974685881
"IDNK","Idnk",25.478766,26.985183,25.491229,782,185,294,25.9850593333333,9.40854,9.40854,2.59258832971131
"IDO1","Ido1",0,0.06528,0.081495,0,1,2,0.048925,0.58542,0.58542,0.661607018960276
"IDO2","Ido2",0.229359,0.608925,0.385248,15,7,7,0.407844,0.34498,0.34498,1.0467397284718
"IDS","Ids",122.428983,108.349842,123.545381,22481,5015,8506,118.108068666667,93.15497,93.15497,1.26502157737044
"IDUA","Idua",6.973876,8.514243,8.26557,491,104,203,7.91789633333333,20.63606,20.63606,0.412177463610904
"IER2","Ier2",1.914563,1.611823,1.669568,108,22,40,1.73198466666667,13.07787,13.07787,0.194062359338925
"IER3","Ier3",14.564727,12.660306,12.282671,583,123,193,13.1692346666667,23.19727,23.19727,0.585571623024691
"IER3IP1","Ier3ip1",67.951637,96.73333,68.980175,1371,368,545,77.8883806666667,40.5508,40.5508,1.89860076500733
"IER5","Ier5",1.017164,1.068342,0.993419,118,30,50,1.02630833333333,6.41871,6.41871,0.273134862170557
"IER5L","Ier5l",0.694201,0.450808,1.036871,59,9,42,0.727293333333333,7.55819,7.55819,0.201829280879875
"IFFO1","Iffo1",42.303759,42.890753,35.132424,2215,539,914,40.1089786666667,81.70792,81.70792,0.497037994265442
"IFFO2","Iffo2",1.940705,2.360491,2.050001,449,129,171,2.11706566666667,1.64127,1.64127,1.18013897354934
"IFI16","Ifi203",1.643574,2.234491,2.010453,213,66,100,1.96283933333333,85.1159,85.1159,0.0344052530756032
"IFI27L2","Ifi27l2b",0.05201,0.10751,0.200954,2,1,3,0.120158,440.33,440.33,0.00253814152674869
"IFI30","Ifi30",5.849503,4.206135,4.710539,195,34,61,4.922059,194.40129,194.40129,0.0303071642976359
"IFI35","Ifi35",9.507129,8.931465,10.739252,442,101,187,9.72594866666667,67.961,67.961,0.155536443303703
"IFI44","Ifi44",0.862775,0.696778,1.146333,83,20,20,0.901962,143.18748,143.18748,0.0131908956311602
"IFI44L","Ifi44l",0.020151,0.081825,0.051253,1,1,1,0.0510763333333333,24.88035,24.88035,0.040612910309688
"IFIH1","Ifih1",2.444969,2.549196,2.061982,351,116,154,2.352049,6.14691,6.14691,0.469020737633467
"IFIT1B","Ifit1",9.134607,9.145277,8.819626,951,236,359,9.03317,0.04182,0.04182,9.63042560135148
"IFIT2","Ifit2",10.856463,11.420487,10.941003,1622,425,656,11.072651,9.86851,9.86851,1.11079172766092
"IFIT3","Ifit3",10.25941,12.009652,12.009178,685,195,314,11.42608,44.94145,44.94145,0.270476443386093
"IFITM1","Ifitm1",3.396597,1.166434,4.549091,49,4,25,3.037374,617.66002,617.66002,0.00652599791400776
"IFITM10","Ifitm10",12.58403,9.419045,11.252613,513,92,192,11.0852293333333,10.83027,10.83027,1.02155143824556
"IFITM2","Ifitm2",24.097311,23.651298,25.228069,445,106,181,24.3255593333333,880.02231,880.02231,0.0287456504175625
"IFITM3","Ifitm3",27.587878,25.608835,26.45648,537,121,201,26.5510643333333,2261.01787,2261.01787,0.0121798614850613
"IFITM5","Ifitm5",0.042418,0.175214,0.109324,1,1,1,0.108985333333333,0.03136,0.03136,1.07526502223601
"IFNA4","Ifna13",0,0,0,0,0,0,0,0,0,1
"IFNAR1","Ifnar1",24.242421,20.547182,27.057891,2368,573,985,23.9491646666667,19.6743,19.6743,1.20677191811412
"IFNAR2","Ifnar2",12.082702,17.606489,12.178819,550,114,224,13.9560033333333,22.08915,22.08915,0.64775027808877
"IFNB1","Ifnb1",0,0,0,0,0,0,0,0,0,1
"IFNE","Ifne",0,0,0,0,0,0,0,0.05227,0.05227,0.950326437131155
"IFNG","Ifng",0,0,0,0,0,0,0,0.02091,0.02091,0.979518272913381
"IFNGR1","Ifngr1",21.552596,12.9332,19.323186,844,186,310,17.9363273333333,81.44657,81.44657,0.229679989517251
"IFNK","Ifnk",0,0.166425,0,0,1,0,0.055475,0.01045,0.01045,1.04455935474294
"IFRD1","Ifrd1",19.005677,20.110506,23.707672,528,133,253,20.941285,19.2875,19.2875,1.08151743684535
"IFT122","Ift122",25.590505,21.476027,26.488475,2249,504,800,24.5183356666667,15.47182,15.47182,1.5492116637182
"IFT140","Ift140",13.261063,13.596939,15.335013,1743,410,658,14.0643383333333,7.00413,7.00413,1.88207067268189
"IFT172","Ift172",53.602065,58.617266,42.742322,2916,688,1145,51.6538843333333,15.98406,15.98406,3.1001942017005
"IFT20","Ift20",38.465237,32.740941,39.194168,953,198,373,36.8001153333333,36.21241,36.21241,1.01579326179985
"IFT27","Ift27",13.437022,13.5176,16.513463,248,63,125,14.4893616666667,41.47074,41.47074,0.364706658435117
"IFT43","Ift43",12.520015,9.404035,9.679548,211,51,68,10.5345326666667,30.57775,30.57775,0.365274051085548
"IFT46","Ift46",292.278123,414.127135,363.262923,1708,408,693,356.556060333333,21.33647,21.33647,16.0077246016642
"IFT52","Ift52",31.313231,36.714045,37.753244,1298,328,524,35.2601733333333,26.61571,26.61571,1.31302701735111
"IFT57","Ift57",18.302538,19.529228,20.697768,639,167,304,19.5098446666667,21.99507,21.99507,0.891923558687435
"IFT74","Ift74",14.574908,13.959409,13.711177,814,204,333,14.0818313333333,6.85778,6.85778,1.91935016421093
"IFT80","Ift80",47.615999,51.594676,29.28167,2086,540,875,42.8307816666667,9.61762,9.61762,4.12811738098243
"IFT81","Ift81",18.594741,21.510649,16.801142,526,114,199,18.968844,4.21293,4.21293,3.83063728076149
"IFT88","Ift88",9.626328,12.120539,7.953406,856,221,330,9.900091,5.46741,5.46741,1.68538734980464
"IGBP1","Igbp1",16.676896,16.720431,18.883974,1012,259,452,17.4271003333333,73.6793,73.6793,0.246749773141062
"IGDCC3","Igdcc3",0.50681,0.354945,0.575398,58,11,22,0.479051,0.78404,0.78404,0.82904587341091
"IGDCC4","Igdcc4",2.470599,1.829366,2.205246,509,104,224,2.16840366666667,0.48088,0.48088,2.13954112869825
"IGF1","Igf1",1.04234,1.462693,1.133891,147,33,67,1.21297466666667,5.04925,5.04925,0.365826287005276
"IGF1R","Igf1r",7.596652,5.03868,6.651016,2805,581,1052,6.42878266666667,3.08391,3.08391,1.81903682173864
"IGF2","Igf2",4.582061,12.820307,6.145041,350,168,248,7.84913633333333,20.57333,20.57333,0.410188706765869
"IGF2BP1","Igf2bp1",0.079125,0.547997,0.007016,3,6,1,0.211379333333333,0,0,1.21137933333333
"IGF2BP2","Igf2bp2",2.703252,2.756819,6.388058,132,29,54,3.94937633333333,2.41486,2.41486,1.44936434680582
"IGF2BP3","Igf2bp3",1.849537,2.305732,1.461468,95,16,35,1.87224566666667,0.1359,0.1359,2.52860785867301
"IGF2R","Igf2r",3.816946,3.931863,4.01651,1383,328,556,3.921773,6.35599,6.35599,0.669083699134991
"IGFALS","Igfals",0.328502,1.068515,0.545235,20,8,10,0.647417333333333,0.41816,0.41816,1.16165829901657
"IGFBP1","Igfbp1",0,0,0,0,0,0,0,0.51224,0.51224,0.66127069777284
"IGFBP2","Igfbp2",4.642959,5.832379,4.288513,178,49,66,4.92128366666667,69.52909,69.52909,0.0839551973046394
"IGFBP3","Igfbp3",5.077743,4.179404,4.684305,443,88,169,4.64715066666667,18.83798,18.83798,0.284663593101045
"IGFBP4","Igfbp4",47.679283,43.447783,42.793652,2368,551,899,44.6402393333333,397.17618,397.17618,0.114623228675641
"IGFBP5","Igfbp5",13.541855,18.984733,16.954512,3294,1133,1599,16.4937,31.25725,31.25725,0.542318393539437
"IGFBP6","Igfbp6",18.754492,17.140923,16.795071,735,163,269,17.5634953333333,681.4499,681.4499,0.0272012573132963
"IGFBP7","Igfbp7",23.25403,22.394397,22.423542,719,164,315,22.6906563333333,765.00817,765.00817,0.0309274199168572
"IGFBPL1","Igfbpl1",0.129545,0.038474,0.157225,14,1,7,0.108414666666667,0.21953,0.21953,0.908886756920016
"IGFLR1","Igflr1",0.416896,0,0.371565,19,0,6,0.262820333333333,29.83552,29.83552,0.0409534307620995
"IGFN1","Igfn1",0.019194,0,0.19381,3,0,24,0.0710013333333333,1.3381,1.3381,0.458064810458635
"IGHMBP2","Ighmbp2",3.292228,3.890269,3.335249,542,152,230,3.50591533333333,12.32518,12.32518,0.338150428987326
"IGLL5","Igll1",0.011623,0,0,1,0,0,0.00387433333333333,2.35213,2.35213,0.299473568546964
"IGLON5","Iglon5",9.736877,7.38772,9.315782,932,194,401,8.81345966666667,18.33619,18.33619,0.507517751256409
"IGSF1","Igsf1",0.0417,0.121305,0,4,3,0,0.054335,3.40798,3.40798,0.239187791233173
"IGSF10","Igsf10",0.510066,0.284176,0.490228,118,25,56,0.428156666666667,0.39725,0.39725,1.02211963976859
"IGSF11","Igsf11",6.297308,6.674778,5.978187,778,209,319,6.31675766666667,13.88282,13.88282,0.491624414369499
"IGSF21","Igsf21",6.913565,6.659908,7.557788,508,117,235,7.04375366666667,18.59754,18.59754,0.410447110538704
"IGSF3","Igsf3",13.023549,11.983771,12.258012,4034,887,1433,12.4217773333333,13.88282,13.88282,0.901830253495865
"IGSF5","Igsf5",0,0,0.0421,0,0,1,0.0140333333333333,1.05585,1.05585,0.493242859806568
"IGSF6","Igsf6",0.247482,0.383062,0.449296,21,8,15,0.359946666666667,5.62421,5.62421,0.205299449544424
"IGSF8","Igsf8",50.486137,38.957662,41.666944,2500,568,980,43.703581,38.36592,38.36592,1.13559091213923
"IGSF9","Igsf9",0.463618,0.914458,0.453556,35,10,25,0.610544,0.6586,0.6586,0.971026166646569
"IGSF9B","Igsf9b",3.329763,3.218546,3.51854,2248,543,941,3.35561633333333,0.35543,0.35543,3.21345723005492
"IHH","Ihh",0.056387,0,0.106026,5,0,4,0.0541376666666667,1.03494,1.03494,0.518019040692437
"IK","Ik",109.999745,144.936789,119.071213,3501,942,1427,124.669249,71.9544,71.9544,1.72257257958396
"IKBIP","Ikbip",8.071862,7.324925,6.859728,378,90,138,7.41883833333333,5.78102,5.78102,1.24152978952036
"IKBKB","Ikbkb",26.607292,12.49666,32.245849,1377,340,601,23.783267,16.91446,16.91446,1.38342249780345
"IKBKE","Ikbke",0.524148,0.40453,1.156532,44,12,22,0.69507,5.00743,5.00743,0.282162255739975
"IKBKG","Ikbkg",13.472479,10.988118,17.432231,1926,448,758,13.964276,28.49741,28.49741,0.507308133154741
"IKZF1","Ikzf1",1.934205,0.360131,0.412101,123,18,34,0.902145666666667,5.13288,5.13288,0.310155370179535
"IKZF2","Ikzf2",1.594118,0.546966,0.749878,222,53,104,0.963654,0.5227,0.5227,1.28958691797465
"IKZF3","Ikzf3",1.15464,1.206755,0.783586,40,9,12,1.048327,0.07318,0.07318,1.9086518570976
"IKZF4","Ikzf4",0.360008,1.026393,0.229497,36,8,20,0.538632666666667,1.27538,1.27538,0.676209102069398
"IKZF5","Ikzf5",7.353198,6.644828,8.853755,999,257,421,7.61726033333333,6.28281,6.28281,1.18323289133361
"IL10","Il10",0,0,0,0,0,0,0,0.98267,0.98267,0.504370369249547
"IL10RA","Il10ra",1.041071,0.753243,1.063693,149,27,60,0.952669,9.5758,9.5758,0.184635583123735
"IL10RB","Il10rb",36.916655,32.599936,34.535239,2181,402,806,34.6839433333333,16.3604,16.3604,2.05547932843329
"IL11","Il11",0.14772,0.054079,0.100019,7,1,3,0.100606,0.25089,0.25089,0.879858340861307
"IL11RA","Il11ra1",14.262873,12.068108,14.611745,466,102,186,13.6475753333333,12.56562,12.56562,1.07975716062615
"IL12A","Il12a",0.066087,0.235844,0,3,2,0,0.100643666666667,2.04897,2.04897,0.360988683610093
"IL12B","Il12b",0.070242,0,0,5,0,0,0.023414,0,0,1.023414
"IL12RB1","Il12rb1",0.041922,0.188181,0.077668,4,2,2,0.102590333333333,1.97579,1.97579,0.37052020919935
"IL12RB2","Il12rb2",0.07712,0.039036,0.073859,8,1,3,0.0633383333333333,0.19862,0.19862,0.887135483583899
"IL13","Il13",0.04601,0.094826,0,2,1,0,0.0469453333333333,0.14636,0.14636,0.913277969689568
"IL13RA1","Il13ra1",2.327033,2.122546,2.508422,353,80,150,2.31933366666667,28.63332,28.63332,0.112013559961107
"IL13RA2","Il13ra2",0.070946,0.070467,0.057441,4,1,2,0.0662846666666667,1.46355,1.46355,0.432824447105464
"IL15","Il15",2.191925,6.33908,9.018162,22,4,11,5.84972233333333,6.83687,6.83687,0.874038019430376
"IL15RA","Il15ra",4.465969,4.046077,5.056851,176,40,70,4.52296566666667,5.82284,5.82284,0.809481926392333
"IL16","Il16",5.813578,3.217645,3.999937,667,145,269,4.34372,11.06026,11.06026,0.443084974950789
"IL17A","Il17a",0,0,0,0,0,0,0,0.01045,0.01045,0.989658073135732
"IL17B","Il17b",0.391585,0.402433,0,8,2,0,0.264672666666667,16.68447,16.68447,0.0715131788889724
"IL17C","Il17c",0,0,0,0,0,0,0,0.08363,0.08363,0.922824211216005
"IL17F","Il17f",0.186092,0,0.101603,4,0,1,0.0958983333333333,0.1359,0.1359,0.964784165272765
"IL17RA","Il17ra",0.685464,0.490976,1.121358,115,20,57,0.765932666666667,6.126,6.126,0.24781541771915
"IL17RB","Il17rb",0.695876,1.157939,0.773826,55,19,25,0.875880333333333,1.46355,1.46355,0.761454134616035
"IL17RC","Il17rc",20.808931,12.761496,23.673793,214,44,76,19.0814066666667,43.18519,43.18519,0.454482750140187
"IL17RD","Il17rd",1.089615,1.170955,1.008004,365,95,132,1.08952466666667,0.94085,0.94085,1.07660286300676
"IL17RE","Il17re",0.150707,0.19011,0.413494,15,2,15,0.251437,15.60772,15.60772,0.0753527275267165
"IL18","Il18",3.63863,3.688897,4.256449,88,23,36,3.86132533333333,37.7596,37.7596,0.125422484580164
"IL18BP","Il18bp",1.23968,1.823612,1.327619,73,17,39,1.463637,10.12986,10.12986,0.221353817568235
"IL18R1","Il18r1",0.047265,0.047561,0.039057,8,2,2,0.0446276666666667,0.7945,0.7945,0.582127426395468
"IL18RAP","Il18rap",0.215163,0.113642,0.143596,25,3,8,0.157467,0.24044,0.24044,0.933110025474832
"IL19","Il19",0.096317,0,0.197368,3,0,2,0.097895,0.01045,0.01045,1.08654065020535
"IL1A","Il1a",0.029908,0,0,2,0,0,0.00996933333333333,0.84677,0.84677,0.546884199620599
"IL1B","Il1b",0.171883,0.703218,0.155404,2,2,3,0.343501666666667,0.88858,0.88858,0.711381920102228
"IL1F10","Il1f10",0,0,0,0,0,0,0,0,0,1
"IL1R1","Il1r1",1.806928,1.13644,2.23053,349,56,140,1.72463266666667,4.86108,4.86108,0.464868704516346
"IL1R2","Il1r2",0.626216,0.343769,0.325081,17,3,4,0.431688666666667,8.66631,8.66631,0.148111188930074
"IL1RAP","Il1rap",2.475252,1.895875,2.503171,401,71,134,2.29143266666667,1.98625,1.98625,1.10219595367657
"IL1RAPL1","Il1rapl1",0.540891,0.708327,0.681814,201,57,99,0.643677333333333,0.24044,0.24044,1.32507604828394
"IL1RAPL2","Il1rapl2",0.208174,0.102597,0.226286,18,2,8,0.179019,0.14636,0.14636,1.02848930527932
"IL1RL1","Il1rl1",0.354678,0.135474,0.120736,17,7,6,0.203629333333333,0.5227,0.5227,0.790457301722817
"IL1RL2","Il1rl2",0.309022,0.054328,0.236351,34,1,9,0.199900333333333,0.43907,0.43907,0.833802617894427
"IL1RN","Il1rn",0.078022,0.1913,0.268093,7,1,2,0.179138333333333,0.49133,0.49133,0.790662250027381
"IL2","Il2",0.030723,0,0,1,0,0,0.010241,0,0,1.010241
"IL20","Il20",0,0.099595,0,0,1,0,0.0331983333333333,0.01045,0.01045,1.02251307173372
"IL20RA","Il20ra",0.038492,0,0,2,0,0,0.0128306666666667,0.84677,0.84677,0.548433571406654
"IL21","Il21",0.032955,0.06602,0.041846,4,2,2,0.0469403333333333,0,0,1.04694033333333
"IL21R","Il21r",0.176668,0.081609,0.125539,18,2,5,0.127938666666667,1.01403,1.01403,0.560040648186306
"IL22","Il22",0,0,0,0,0,0,0,0,0,1
"IL22RA1","Il22ra1",0.009426,0,0,1,0,0,0.003142,0.02091,0.02091,0.982595919326875
"IL22RA2","Il22ra2",0.062532,0.083003,0.106686,6,2,4,0.0840736666666667,0,0,1.08407366666667
"IL23A","Il23a",0.059951,0.082177,0,3,1,0,0.047376,0.5436,0.5436,0.678528116092252
"IL23R","Il23r",0,0.041519,0,0,1,0,0.0138396666666667,0.43907,0.43907,0.704510320322616
"IL24","Il24",0,0,0,0,0,0,0,0.22999,0.22999,0.813014739957235
"IL27","Il27",0,0,0,0,0,0,0,0.37634,0.37634,0.726564656988825
"IL27RA","Il27ra",0.102901,0.075053,0.262751,12,2,12,0.146901666666667,2.98982,2.98982,0.287456994718225
"IL2RA","Il2ra",0.182786,0.068121,0.113697,18,3,8,0.121534666666667,0.64814,0.64814,0.68048507206103
"IL2RB","Il2rb",0.106204,0.022911,0.068161,16,1,2,0.0657586666666667,0.24044,0.24044,0.85917792611224
"IL2RG","Il2rg",1.304164,1.326015,1.482327,49,9,20,1.37083533333333,2.67621,2.67621,0.644912922094585
"IL3","Il3",0,0,0,0,0,0,0,0,0,1
"IL31","Il31",0,0,0,0,0,0,0,0,0,1
"IL31RA","Il31ra",19.413822,20.064682,20.178484,1770,398,646,19.8856626666667,28.61241,28.61241,0.705301009497932
"IL33","Il33",2.031339,2.288023,1.940875,143,35,49,2.08674566666667,9.24127,9.24127,0.301402625520728
"IL34","Il34",25.984035,33.525044,30.521043,759,174,292,30.0100406666667,62.45178,62.45178,0.488718215102345
"IL3RA","Il3ra",3.196727,2.61399,3.377461,85,18,51,3.062726,0,0,4.062726
"IL4","Il4",21.983656,23.48662,21.847604,285,74,111,22.4392933333333,0,0,23.4392933333333
