"Hs_symbol","Mm_genes","DRG-S1","DRG-S7","DRG-S13","DRG-S1_read","DRG-S7_read","DRG-S13_read","Mm_Avg_TPM","Brain_1_Nucleus_accumbens","Brain_1_Caudate_nucleus","Brain_1_Frontal_cortex","dHs_Avg_TPM","FoldChange"
"MEF2D","Mef2d",30.173534,19.973894,28.294023,3336,768,1315,26.1471503333333,48.12377,38.65895,51.34375,46.0421566666667,0.577081329958866
"MEFV","Mefv",0.009503,0.039158,0,1,1,0,0.0162203333333333,0.7289,0.60793,1.09242,0.80975,0.561525256711332
"MEGF10","Megf10",4.115533,4.273759,4.126499,1331,341,525,4.17193033333333,14.97552,12.49024,7.82173,11.7624966666667,0.405244402283879
"MEGF11","Megf11",3.129611,3.185087,3.4569,805,200,353,3.25719933333333,13.66682,7.62678,12.30065,11.1980833333333,0.349005595141313
"MEGF6","Megf6",0.677086,1.211559,0.595815,84,27,32,0.828153333333333,7.66998,13.18107,17.30394,12.71833,0.133263548357077
"MEGF8","Megf8",23.55147,24.298208,22.711754,8700,2109,3432,23.5204773333333,54.91576,56.59294,51.10342,54.20404,0.444179037138103
"MEGF9","Megf9",24.55717,21.928352,26.480851,8015,1780,3456,24.3221243333333,15.65472,11.68887,16.43,14.5911966666667,1.62412962101049
"MEI1","Mei1",0.297148,0.245319,0.153017,40,8,8,0.231828,3.67762,0.4974,6.70746,3.62749333333333,0.266197682258501
"MEIG1","Meig1",1.558934,2.126007,1.648095,17,4,6,1.77767866666667,2.88246,6.18985,7.55955,5.54395333333333,0.424464925890873
"MEIOB","Meiob",0,0,0.040886,0,0,1,0.0136286666666667,2.02103,0.69083,2.38148,1.69778,0.375726955743859
"MEIS1","Meis1",1.57416,1.987513,1.796987,193,51,73,1.78622,17.32787,15.00487,7.82173,13.3848233333333,0.193691638432821
"MEIS2","Meis2",37.394463,19.796237,32.944005,968,231,400,30.0449016666667,202.99782,143.80354,60.47638,135.759246666667,0.227004041213642
"MEIS3","Meis3",20.994274,26.821251,22.569951,924,234,370,23.4618253333333,5.9637,9.00845,169.82764,61.59993,0.390764419917615
"MELK","Melk",0.113148,0.94734,0.288689,11,5,11,0.449725666666667,0.23192,0.829,0.08739,0.38277,1.04842140534338
"MEMO1","Memo1",29.455403,32.206424,33.11783,1400,357,593,31.593219,27.10172,36.19959,54.0748,39.12537,0.812284572079958
"MEN1","Men1",45.909804,30.514858,52.072013,1971,404,717,42.832225,32.07147,28.76624,44.4178,35.08517,1.21468805606292
"MEOX1","Meox1",0.356677,0.550691,0.399322,32,12,14,0.435563333333333,0.03313,0,0,0.0110433333333333,1.41988309106435
"MEOX2","Meox2",1.168311,1.116903,1.100413,110,26,41,1.12854233333333,0.28162,0.63557,0.52436,0.480516666666667,1.43770237867411
"MEP1A","Mep1a",0.05848,0.103078,0,7,3,0,0.0538526666666667,0,0.27633,0.19664,0.157656666666667,0.910332654759471
"MEP1B","Mep1b",0.044249,0.360987,0,4,1,0,0.135078666666667,0,0,0.15294,0.05098,1.08001928358929
"MEPCE","Mepce",31.656292,31.62048,36.027698,1060,235,426,33.10149,47.06356,69.02791,73.62912,63.2401966666667,0.530843486936191
"MEPE","Mepe",0,0,0.039647,0,0,1,0.0132156666666667,0,0,1.83527,0.611756666666667,0.628640592976194
"MERTK","Mertk",4.257387,3.805689,4.783828,679,152,288,4.28230133333333,28.74173,26.41741,20.64674,25.2686266666667,0.201087837608057
"MESP1","Mesp1",0,0,0,0,0,0,0,27.06858,17.87873,32.59782,25.8483766666667,0.0372461997392021
"MESP2","Mesp2",0.029149,0.060218,0,2,1,0,0.029789,1.72285,1.658,4.23859,2.53981333333333,0.290916187670913
"MEST","Mest",40.883842,35.675174,48.581068,2734,584,1132,41.7133613333333,18.33839,17.18789,6.62007,14.0487833333333,2.83832655353091
"MET","Met",0.629572,0.831075,1.005215,110,20,35,0.821954,1.45779,0.5803,2.7092,1.58243,0.705519220269281
"METAP1","Metap1",25.454121,25.502064,28.988886,1942,429,827,26.648357,14.46198,13.2087,8.10576,11.92548,2.13905843341988
"METAP1D","Metap1d",10.708931,9.170956,10.755994,650,154,281,10.2119603333333,16.18483,14.56273,12.06032,14.2692933333333,0.734281547192317
"METAP2","Metap2",215.381764,267.100457,220.053866,5348,1518,2234,234.178695666667,107.7111,69.00028,39.65485,72.1220766666667,3.2162474916946
"METRN","Metrn",16.351377,13.191935,19.138625,548,121,278,16.2273123333333,281.58617,614.17708,368.10191,421.288386666667,0.0407951363979415
"METRNL","Metrnl",6.676944,6.277296,8.35863,266,65,139,7.10429,22.24793,33.74022,31.28691,29.0916866666667,0.269319898541192
"METTL1","Mettl1",9.087415,6.498557,9.728451,499,105,194,8.438141,21.51903,19.03932,11.40487,17.3210733333333,0.515152187226294
"METTL11B","Mettl11b",0.014629,0,0,1,0,0,0.00487633333333333,0,0,0,0,1.00487633333333
"METTL14","Mettl14",11.720136,17.258224,10.800346,1037,296,386,13.2595686666667,9.01182,9.97561,5.70243,8.22995333333333,1.54492315959705
"METTL15","Mettl15",2.038242,1.411786,1.638728,111,25,39,1.696252,8.051,5.96879,7.64694,7.22224333333333,0.327921698579423
"METTL16","Mettl16",9.614258,7.018479,7.86651,1390,262,457,8.16641566666667,17.69232,17.21553,13.56786,16.15857,0.534217925308849
"METTL17","Mettl17",32.353207,35.867791,27.679983,261,47,113,31.9669936666667,39.37701,52.47558,44.00269,45.2850933333333,0.712259418583146
"METTL18","Mettl18",1.887786,2.074561,2.48577,100,26,50,2.14937233333333,2.41861,2.68043,1.96636,2.35513333333333,0.938672780018678
"METTL21C","Mettl21c",0.079434,0,0.167104,4,0,2,0.0821793333333333,0,0,0.6773,0.225766666666667,0.882859162972833
"METTL22","Mettl22",20.814786,25.796833,20.691587,612,152,215,22.434402,43.23685,52.42032,97.8153,64.4908233333333,0.357827262007751
"METTL23","Mettl23",9.428518,4.980999,8.591847,271,39,119,7.66712133333333,16.93029,24.84231,14.04852,18.60704,0.442041294011403
"METTL24","Mettl24",0.487485,0.391658,0.313763,26,5,7,0.397635333333333,12.54034,5.30559,10.33429,9.39340666666667,0.134473265422758
"METTL25","Mettl25",2.84708,3.887187,4.120168,200,56,90,3.618145,4.17459,10.05851,14.72582,9.65297333333333,0.433507609143238
"METTL2A","Mettl2",9.710063,7.732581,7.722065,493,108,165,8.38823633333333,6.87482,7.98602,4.21674,6.35919333333333,1.27571540902581
"METTL3","Mettl3",31.371194,29.369308,18.77178,838,187,289,26.504094,42.85583,29.62287,30.52222,34.33364,0.778410998696992
"METTL4","Mettl4",6.445721,6.329431,5.568001,1371,322,481,6.11438433333333,9.50879,8.95318,6.62007,8.36068,0.760028580544718
"METTL5","Mettl5",12.68644,8.039419,13.671422,284,46,130,11.4657603333333,80.29463,38.57605,72.51485,63.7951766666667,0.192387164826518
"METTL6","Mettl6",15.17787,20.986581,19.131728,469,134,227,18.4320596666667,21.40307,15.22593,18.02493,18.2179766666667,1.01113972629446
"METTL7B","Mettl7b",0,0.183974,0,0,2,0,0.0613246666666667,1.47436,0.71847,1.79157,1.32813333333333,0.455869366015692
"METTL8","Mettl8",4.268801,3.719657,4.276495,337,68,128,4.08831766666667,5.16854,14.92197,10.35614,10.1488833333333,0.456397068166767
"METTL9","Mettl9",13.057068,14.129952,15.415536,581,148,264,14.200852,74.03275,88.89623,45.42283,69.4506033333333,0.215766101080469
"MEX3B","Mex3b",2.993026,2.670704,3.389165,380,83,179,3.01763166666667,1.10991,1.63036,2.86214,1.86747,1.40110678286666
"MEX3C","Mex3c",14.875018,14.627108,14.360801,2035,494,809,14.6209756666667,11.16538,8.67685,5.78983,8.54402,1.63672914208758
"MEX3D","Mex3d",6.041356,6.364063,5.49032,572,144,247,5.96524633333333,4.7544,6.65962,8.36794,6.59398666666667,0.91720549943903
"MFAP1","Mfap1b",13.766764,14.839967,13.973663,1892,503,754,14.1934646666667,17.34444,18.84589,11.6889,15.9597433333333,0.895854634592544
"MFAP2","Mfap2",0.655361,0.562398,0.336807,17,4,5,0.518188666666667,0.61294,2.23829,0.26218,1.03780333333333,0.745012358078388
"MFAP3","Mfap3",6.092043,5.942914,6.743704,1053,269,447,6.25955366666667,36.24606,14.01007,8.32424,19.52679,0.353662392739764
"MFAP3L","Mfap3l",14.523494,13.533136,17.422129,3785,878,1693,15.1595863333333,17.02968,20.75259,15.99303,17.9251,0.853870591612902
"MFAP4","Mfap4",0.887851,1.83639,1.705169,41,11,19,1.47647,8.21666,11.57834,5.28731,8.36077,0.264558364322593
"MFAP5","Mfap5",23.788496,25.628754,21.358114,541,158,225,23.591788,1.60689,2.34883,2.62181,2.19251,7.70296349893971
"MFF","Mff",183.872957,172.534835,186.33655,5229,1131,2084,180.914780666667,83.95568,78.72719,95.89264,86.1918366666667,2.08637399579188
"MFGE8","Mfge8",3.602788,5.322893,4.049233,256,66,106,4.32497133333333,129.64428,145.48917,85.20877,120.114073333333,0.0439665778449859
"MFHAS1","Mfhas1",22.689681,17.63151,18.206131,4518,933,1473,19.5091073333333,8.97869,9.75454,12.93426,10.55583,1.77478444502328
"MFN1","Mfn1",284.285918,336.864156,299.367125,2900,763,1194,306.839066333333,10.56901,17.0221,13.58971,13.72694,20.9031249080483
"MFN2","Mfn2",100.216876,93.389466,93.347249,10581,2389,3898,95.651197,100.25647,83.75644,69.8712,84.6280366666667,1.12873307344701
"MFNG","Mfng",0.648476,2.611952,0.98815,44,15,22,1.41619266666667,10.7678,6.38329,3.88902,7.01337,0.301520167752976
"MFRP","Mfrp",0.11112,0.182888,0.041646,4,1,3,0.111884666666667,0.01657,0.60793,0.0437,0.222733333333333,0.90934354724388
"MFSD1","Mfsd1",27.694809,31.861931,24.666071,1987,458,710,28.0742703333333,16.48301,21.66448,26.6332,21.5935633333333,1.28683864091676
"MFSD10","Mfsd10",77.577253,80.013265,107.05311,500,115,189,88.2145426666667,84.20417,93.95312,162.81431,113.6572,0.778098040652193
"MFSD11","Mfsd11",42.129831,43.8168,41.460928,2062,491,765,42.4691863333333,40.63601,42.55524,32.48858,38.5599433333333,1.09881821536145
"MFSD12","Mfsd12",7.317806,6.898429,6.439022,1190,270,438,6.88508566666667,60.53158,55.34944,84.88105,66.92069,0.116092543622078
"MFSD2A","Mfsd2a",9.029245,8.453329,12.532309,698,178,339,10.004961,25.5114,34.51396,27.59453,29.20663,0.36432270001652
"MFSD2B","Mfsd2b",0.774421,0.743488,0.899945,70,18,45,0.805951333333333,4.57217,2.84623,2.14114,3.18651333333333,0.431373601262467
"MFSD3","Mfsd3",17.882306,10.775651,20.5728,203,38,76,16.4102523333333,31.01126,34.67976,55.18907,40.2933633333333,0.421623498981959
"MFSD5","Mfsd5",18.135986,17.346425,17.689258,1227,284,479,17.7238896666667,18.10646,18.12743,15.40312,17.2123366666667,1.0280882683734
"MFSD6","Mfsd6",52.607792,50.582955,51.041352,9170,2129,3500,51.4106996666667,28.59264,18.29323,29.10207,25.3293133333333,1.99058361314398
"MFSD6L","Mfsd6l",0,0,0,0,0,0,0,0.0994,0.2487,0,0.116033333333333,0.896030584510618
"MFSD8","Mfsd8",7.507136,7.846221,4.472549,481,103,201,6.60863533333333,16.16826,5.66482,14.07037,11.9678166666667,0.58673217927973
"MFSD9","Mfsd9",4.330124,4.119474,4.320153,567,132,220,4.25658366666667,7.12331,7.48862,9.80993,8.14062,0.57507955331987
"MGA","Mga",9.680599,9.750722,9.379282,2197,520,885,9.60353433333333,5.46673,5.13979,5.06883,5.22511666666667,1.70334708586452
"MGARP","Mgarp",0.285171,0.278886,0.470324,12,3,4,0.344793666666667,1.80568,1.5751,0.96133,1.44737,0.549485229722791
"MGAT1","Mgat1",44.942734,40.771549,46.059723,1560,357,581,43.9246686666667,46.73224,53.58091,47.65137,49.3215066666667,0.892752853451924
"MGAT2","Mgat2",13.928219,16.058015,14.486264,1308,370,574,14.824166,0.76203,0.77373,0.56806,0.701273333333333,9.30136603563605
"MGAT3","Mgat3",37.63789,34.590823,36.570826,7545,1684,2875,36.266513,40.40409,38.43788,37.53556,38.79251,0.936520792480796
"MGAT4A","Mgat4a",17.250004,15.898837,18.919662,2875,661,1157,17.3561676666667,14.72703,11.38491,9.80993,11.9739566666667,1.41484730821001
"MGAT4B","Mgat4b",47.664288,37.505239,41.676891,3014,712,1144,42.2821393333333,93.81236,78.00872,102.77489,91.53199,0.467753253046145
"MGAT4C","Mgat4c",2.357568,2.442568,2.660774,198,57,85,2.48697,16.41675,14.9496,12.65023,14.6721933333333,0.222494064859673
"MGAT5","Mgat5",6.57534,6.141632,6.031357,2406,538,855,6.249443,17.22848,17.21553,11.44856,15.2975233333333,0.44481869126536
"MGAT5B","Mgat5b",1.355239,2.293455,2.300803,156,34,87,1.98316566666667,79.64857,59.66023,148.28512,95.86464,0.0307972616908158
"MGLL","Mgll",34.675975,32.280787,34.189395,3388,736,1344,33.7153856666667,806.97183,1652.55251,1396.48443,1285.33625666667,0.0269878000303171
"MGMT","Mgmt",0.683141,0.515315,0.342255,82,15,16,0.513570333333333,61.85685,99.12054,128.38122,96.45287,0.0155313058849199
"MGP","Mgp",29.312301,36.995973,39.411629,490,150,257,35.2399676666667,32.36965,36.58645,39.69855,36.2182166666667,0.973715855094257
"MGRN1","Mgrn1",36.308685,46.081022,34.154374,2070,500,754,38.848027,71.89575,49.13196,68.93171,63.3198066666667,0.619529645145078
"MGST1","Mgst1",19.124556,20.840389,19.626487,323,77,123,19.8638106666667,483.7557,537.99216,139.08694,386.944933333333,0.0537803406462842
"MGST2","Mgst2",1.289234,3.181716,1.62474,16,4,4,2.03189666666667,15.3234,29.42943,16.56109,20.4379733333333,0.141426459466318
"MGST3","Mgst3",47.274845,44.604066,50.131485,1800,413,745,47.3367986666667,239.54207,205.34284,215.81853,220.23448,0.218486732568389
"MIA","Mia",0.341192,7.618193,0.356511,7,2,2,2.77196533333333,4.655,3.26073,0,2.63857666666667,1.03665957292824
"MIA2","Mia2",196.666298,244.812245,216.402986,2697,653,1065,219.293843,0,0,0,0,220.293843
"MIA3","Mia3",51.365039,49.257514,56.163255,5666,1399,2331,52.261936,105.27592,94.75449,90.38685,96.8057533333333,0.544568536970184
"MIB1","Mib1",23.316853,24.236964,22.937907,6067,1486,2456,23.4972413333333,5.93057,6.88068,5.17807,5.99644,3.50138660995211
"MIB2","Mib2",20.429745,28.655708,19.960946,1304,348,534,23.0154663333333,91.6588,120.23236,229.16791,147.01969,0.162245079241372
"MICAL1","Mical1",46.575685,50.836261,48.434056,3626,970,1469,48.615334,48.47165,41.94731,78.6761,56.36502,0.864905721291477
"MICAL2","Mical2",12.124436,11.250125,12.747627,1274,290,524,12.0407293333333,93.91176,47.03183,279.20075,140.048113333333,0.0924558934192526
"MICAL3","Mical3",18.806275,18.271264,27.225224,2694,643,1062,21.4342543333333,45.30758,32.74543,40.85652,39.63651,0.552071384411046
"MICALL1","Micall1",10.161201,10.87638,9.3813,1791,411,757,10.139627,8.051,8.56631,4.39153,7.00294666666667,1.39194067685069
"MICALL2","Micall2",2.660706,1.952457,3.347539,272,65,110,2.65356733333333,68.3341,93.23466,137.75419,99.7743166666667,0.0362549452497735
"MICU1","Micu1",120.735905,161.878605,114.213568,4699,1070,1656,132.276026,140.39551,104.3156,303.01551,182.57554,0.726001002094288
"MID1","Mid1",6.323394,5.441571,8.398844,391,104,181,6.72126966666667,9.54192,11.16384,4.19489,8.30021666666667,0.830224708026515
"MID1IP1","Mid1ip1",164.04134,161.531126,149.297346,6191,1449,2311,158.289937333333,93.0172,143.33378,107.4286,114.593193333333,1.37802177394644
"MID2","Mid2",9.182644,9.513507,9.58729,2153,535,873,9.42781366666667,6.90796,5.05689,2.16299,4.70928,1.826467377089
"MIDN","Midn",15.587135,15.219729,16.423538,1791,349,660,15.7434673333333,26.07463,32.93886,60.65117,39.88822,0.409493671608432
"MIEN1","Mien1",90.913994,78.347753,84.508278,2048,428,745,84.5900083333333,150.6332,151.34743,94.82207,132.267566666667,0.64224184829167
"MIER1","Mier1",20.151391,10.154167,16.392807,1094,285,511,15.5661216666667,7.22271,7.84785,9.5696,8.21338666666667,1.79804910680691
"MIER2","Mier2",19.764965,17.264097,20.784945,590,130,258,19.2713356666667,14.95895,16.82866,22.30722,18.03161,1.06514034633258
"MIER3","Mier3",5.014623,3.521589,7.211226,664,135,277,5.249146,3.23034,3.31599,13.30568,6.61733666666667,0.820384640125748
"MIF","Mif",143.34961,105.527845,110.266693,1947,347,596,119.714716,322.38784,272.82329,451.67205,348.96106,0.344937565339412
"MIF4GD","Mif4gd",15.751118,14.42378,12.167083,327,71,137,14.1139936666667,25.67705,22.46585,25.2786,24.4738333333333,0.593314459936013
"MIIP","Miip",6.115939,7.770734,7.128869,290,87,129,7.00518066666667,41.14955,25.06338,28.20629,31.4730733333333,0.246517494186466
"MINK1","Mink1",79.161583,83.352894,79.294461,8959,2085,3429,80.6029793333333,184.46064,151.34743,108.12775,147.978606666667,0.547749647812968
"MINPP1","Minpp1",12.367712,12.253167,12.251989,1176,280,493,12.290956,4.53904,3.89629,7.05703,5.16412,2.15618060647749
"MIOS","Mios",4.846247,4.803304,5.809035,730,179,343,5.152862,8.51484,8.45578,12.51914,9.82992,0.568135498692511
"MIOX","Miox",0.053213,0,0,1,0,0,0.0177376666666667,0.5798,0.829,1.07057,0.826456666666667,0.55721971686526
"MIP","Mip",0.023378,0,0.02992,2,0,1,0.017766,0.6792,0.4974,0.41512,0.530573333333333,0.664957358027057
"MIPEP","Mipep",6.98441,6.118603,6.937966,838,179,333,6.68032633333333,16.08543,17.04973,15.44682,16.1939933333333,0.446686594814701
"MIPOL1","Mipol1",6.953822,5.703417,5.547448,325,70,125,6.068229,10.23769,8.95318,6.53267,8.57451333333333,0.738233762273034
"MIS12","Mis12",23.319426,17.621691,19.76704,1221,282,506,20.2360523333333,11.08255,25.25681,10.2032,15.5141866666667,1.28592783659141
"MIS18A","Mis18a",2.379076,2.130273,4.169915,116,25,60,2.893088,7.45463,7.07412,5.76798,6.76557666666667,0.501326323479733
"MIS18BP1","Mis18bp1",0.223634,0.634402,0.226778,27,7,16,0.361604666666667,9.59162,5.11216,9.43851,8.04743,0.150496291948837
"MITD1","Mitd1",9.153163,8.881261,9.666598,279,76,115,9.233674,18.83536,26.80427,21.49883,22.3794866666667,0.437720217980264
"MITF","Mitf",1.214301,1.106541,1.220673,183,34,63,1.180505,7.22271,11.21911,6.29234,8.24472,0.235864904507654
"MIXL1","Mixl1",0,0,0,0,0,0,0,0.16566,0.22107,0.93948,0.44207,0.693447613500038
"MKI67","Mki67",0.27591,0.425969,0.357949,117,45,61,0.353276,0.24849,0.05527,0.06555,0.123103333333333,1.20494344539386
"MKKS","Mkks",14.085026,7.641583,11.379413,781,133,244,11.0353406666667,28.1785,27.27404,21.12741,25.52665,0.453707523063284
"MKLN1","Mkln1",87.8281,88.182802,93.651343,5635,1360,2256,89.887415,13.41833,15.80623,23.15931,17.46129,4.92313456968608
"MKNK1","Mknk1",22.42749,27.170991,35.735952,1000,224,384,28.444811,43.94918,35.45349,38.43134,39.2780033333333,0.731039489627134
"MKNK2","Mknk2",20.943692,16.329407,23.084345,1572,312,574,20.119148,91.74163,107.52106,151.2128,116.825163333333,0.17924140652581
"MKRN1","Mkrn1",54.929323,47.449346,51.634771,3843,826,1480,51.3378133333333,75.07639,58.6378,48.28497,60.6663866666667,0.848725150968253
"MKRN2","Mkrn2",13.41249,8.030185,12.484941,1342,326,530,11.3092053333333,17.72545,15.30883,18.17787,17.0707166666667,0.681168631017217
"MKRN3","Mkrn3",0.256781,0.04016,0.222633,26,1,9,0.173191333333333,6.84169,1.68563,5.35286,4.62672666666667,0.208503345343474
"MKS1","Mks1",1.902418,2.26014,1.626435,122,28,50,1.92966433333333,10.85063,15.1154,12.65023,12.8720866666667,0.211191322814688
"MKX","Mkx",3.518352,4.2314,3.62752,432,95,142,3.792424,0.54667,0.85663,3.69238,1.69856,1.77591900865647
"MLC1","Mlc1",8.515372,8.278309,7.595792,980,231,341,8.12982433333333,246.91387,345.71986,168.29825,253.643993333333,0.0358532876186176
"MLEC","Mlec",70.3118,67.141064,66.36428,11409,2549,4142,67.939048,57.23498,53.74671,28.42477,46.46882,1.45230170035826
"MLF1","Mlf1",2.065562,1.953749,3.167231,78,15,47,2.395514,34.97049,43.46714,11.27378,29.9038033333333,0.109873660642201
"MLF2","Mlf2",158.081889,145.718104,153.931279,6973,1405,2755,152.577090666667,538.63833,479.90702,516.43072,511.65869,0.299569857416572
"MLH1","Mlh1",12.268581,13.624432,12.210553,490,126,202,12.7011886666667,29.5369,44.8488,17.60981,30.66517,0.432689566064754
"MLIP","Mlip",18.718349,15.731246,21.20877,495,95,225,18.5527883333333,0.6792,5.02926,25.80296,10.5038066666667,1.69967984510634
"MLKL","Mlkl",1.579859,0.641316,0.832129,79,12,17,1.017768,6.12936,3.34363,11.6015,7.02483,0.251440591264862
"MLLT10","Mllt10",38.236609,11.63684,27.128538,730,162,315,25.667329,18.75253,21.63685,59.99572,33.4617,0.77382511599834
"MLLT11","Mllt11",155.355018,141.765318,150.72831,9559,2199,3650,149.282882,29.85165,23.15668,55.14537,36.0512333333333,4.05608311734112
"MLLT3","Mllt3",21.54172,17.869443,19.09399,1663,406,670,19.5017176666667,24.11987,19.89596,24.20803,22.7412866666667,0.863547033255429
"MLPH","Mlph",0.175231,0.085785,0.081225,34,4,6,0.114080333333333,2.7665,2.10013,3.51759,2.79474,0.293585419115231
"MLST8","Mlst8",17.709485,17.965654,16.489089,1606,365,601,17.388076,72.2105,63.16966,84.50963,73.2965966666667,0.247495535798208
"MLX","Mlx",30.431381,23.541603,30.120532,782,173,284,28.031172,20.27659,22.07898,12.97795,18.4445066666667,1.49302692517098
"MLXIP","Mlxip",7.963549,11.113644,10.427778,1933,466,729,9.83499033333333,19.87901,17.29843,21.19295,19.4567966666667,0.529652345373722
"MLXIPL","Mlxipl",0.329842,0.764258,1.342784,21,3,12,0.812294666666667,24.21926,7.93075,37.40447,23.1848266666667,0.0749351935262991
"MLYCD","Mlycd",8.823963,7.515581,7.506004,664,135,238,7.948516,7.38837,9.34005,4.80665,7.17835666666667,1.09417042625108
"MMAA","Mmaa",6.722527,4.830414,6.231494,594,100,231,5.928145,1.95477,1.7409,1.3109,1.66885666666667,2.5959224736685
"MMAB","Mmab",9.666319,9.164602,11.897789,1022,219,450,10.2429033333333,35.53373,28.0754,27.50714,30.37209,0.358372787191843
"MMACHC","Mmachc",13.611806,12.82637,11.144273,694,169,249,12.527483,7.22271,8.26235,12.82501,9.43669,1.29614686265473
"MMADHC","Mmadhc",34.271706,42.110062,40.853154,1451,343,635,39.0783073333333,37.40567,32.88359,22.24168,30.8436466666667,1.25859665988841
"MMD","Mmd",5.257369,5.044096,4.710594,550,132,193,5.00401966666667,117.56778,91.85299,33.07848,80.8330833333333,0.0733690999056005
"MMD2","Mmd2",18.483564,17.613962,18.676555,2539,590,1004,18.258027,26.50535,32.77306,16.95436,25.4109233333333,0.729169016809585
"MME","Mme",4.729756,3.630012,6.257645,985,228,498,4.872471,14.14723,9.00845,3.40835,8.85467666666667,0.595907019442207
"MMEL1","Mmel1",0.233531,0.486219,0.164564,7,3,2,0.294771333333333,39.55923,50.78995,51.25636,47.2018466666667,0.0268614466638
"MMGT1","Mmgt1",18.572887,16.716879,18.011199,3218,722,1230,17.7669883333333,10.70153,10.50064,6.42343,9.20853333333333,1.83836284023823
"MMP1","Mmp1b",0,0,0,0,0,0,0,0.18222,0,0,0.06074,0.942738088504252
"MMP10","Mmp10",0,0,0,0,0,0,0,0,0,0,0,1
"MMP11","Mmp11",3.897335,1.600311,4.334708,60,12,36,3.27745133333333,1.65658,1.9896,2.16299,1.93639,1.45670409357522
"MMP12","Mmp12",0.124841,0.145821,0.347436,23,7,25,0.206032666666667,0,0,0,0,1.20603266666667
"MMP13","Mmp13",0.236224,0.038141,0.048103,25,1,2,0.107489333333333,0,0,0,0,1.10748933333333
"MMP14","Mmp14",9.291063,9.056351,10.605651,749,151,286,9.65102166666667,5.73178,5.41612,3.67053,4.93947666666667,1.79325928266407
"MMP15","Mmp15",25.958033,24.245924,23.296168,5221,1167,1832,24.5000416666667,5.53299,6.30039,7.82173,6.55170333333333,3.37672714897434
"MMP16","Mmp16",2.460191,1.936774,2.532322,400,56,127,2.30976233333333,1.45779,2.65279,3.25541,2.45533,0.957871558818791
"MMP17","Mmp17",3.46022,2.724609,1.827608,616,130,199,2.67081233333333,139.50095,93.20702,170.37385,134.360606666667,0.0271187638983691
"MMP19","Mmp19",0.591809,0.495574,0.78465,53,13,16,0.624011,9.04495,8.09655,9.74439,8.96196333333333,0.163021178221562
"MMP2","Mmp2",4.924708,5.380719,6.388675,326,106,148,5.56470066666667,10.10516,9.28478,10.59648,9.99547333333333,0.597036659328293
"MMP20","Mmp20",0,0,0,0,0,0,0,0,0,0,0,1
"MMP21","Mmp21",0.032726,0.067499,0,2,1,0,0.0334083333333333,0.24849,0.30397,0,0.184153333333333,0.872698074010685
"MMP23B","Mmp23",1.193635,1.744209,1.608315,47,13,21,1.51538633333333,1.39153,2.04486,1.57309,1.66982666666667,0.942153423193516
"MMP24","Mmp24",11.30994,9.325146,11.460293,1748,371,722,10.6984596666667,18.1396,16.46943,15.27203,16.62702,0.663666329684012
"MMP25","Mmp25",18.059794,17.424086,18.232385,3237,816,1324,17.9054216666667,1.07678,1.3264,3.23356,1.87891333333333,6.56686029682496
"MMP3","Mmp3",0,0.05982,0,0,1,0,0.01994,0.28162,1.68563,0.30588,0.75771,0.580266369310068
"MMP7","Mmp7",0,0,0,0,0,0,0,0.0994,0,0.721,0.273466666666667,0.785258088158308
"MMP8","Mmp8",0.167448,0.170024,0.213269,16,4,8,0.183580333333333,0.31475,0,0.30588,0.206876666666667,0.980697005769714
"MMP9","Mmp9",0.205572,0.209468,0.862428,16,6,14,0.425822666666667,2.18669,0.63557,2.73105,1.85110333333333,0.500095050921807
"MMRN1","Mmrn1",0.093316,0.155375,0.182128,17,7,13,0.143606333333333,1.17617,1.7409,0.34957,1.08888,0.547473446695518
"MMRN2","Mmrn2",2.869494,3.71963,2.525403,322,92,116,3.03817566666667,10.12173,12.65604,8.215,10.3309233333333,0.356385401954592
"MMS19","Mms19",138.1744,146.684602,116.127554,2121,496,809,133.662185333333,57.71539,48.93852,56.63106,54.4283233333333,2.42948329004119
"MMS22L","Mms22l",0.780805,1.159761,1.06542,47,12,23,1.00199533333333,2.43518,1.4093,1.74787,1.86411666666667,0.698992243099967
"MN1","Mn1",0.068959,0.060675,0.100838,19,4,12,0.076824,41.21581,35.12189,6.16125,27.49965,0.0377837622567295
"MNAT1","Mnat1",11.673227,13.472803,14.141875,639,195,310,13.0959683333333,175.8961,148.39067,340.57292,221.619896666667,0.0633185467444517
"MND1","Mnd1",2.763878,1.899381,2.472443,77,13,27,2.37856733333333,1.55719,3.28836,1.3983,2.08128333333333,1.09648057897954
"MNS1","Mns1",1.024066,1.061949,0.661253,76,15,27,0.915756,5.76491,4.89109,12.78132,7.81244,0.217392231890373
"MNT","Mnt",11.173663,11.490196,13.37505,1714,357,670,12.0129696666667,16.93029,15.64043,24.44836,19.00636,0.650441642890894
"MNX1","Mnx1",0,0,0,0,0,0,0,0.16566,0,0,0.05522,0.94766968025625
"MOAP1","Moap1",11.611729,13.029999,13.934819,540,148,253,12.858849,91.52627,68.64105,85.62389,81.9304033333333,0.167114211953067
"MOB1A","Mob1a",9.108932,10.544778,9.285798,1385,335,574,9.64650266666667,18.98445,14.4522,14.81322,16.08329,0.623211493024275
"MOB1B","Mob1b",3.917099,3.330848,4.564613,1010,250,409,3.93752,7.20614,5.69245,7.5814,6.82666333333333,0.630858871745686
