"Hs_symbol","Mm_genes","DRG-S1","DRG-S7","DRG-S13","DRG-S1_read","DRG-S7_read","DRG-S13_read","Mm_Avg_TPM","Brain_1_Nucleus_accumbens","Brain_1_Caudate_nucleus","Brain_1_Frontal_cortex","dHs_Avg_TPM","FoldChange"
"FAM187B","Fam187b",0.098367,0.081551,0.050886,5,2,2,0.0769346666666667,0.23192,0.2487,0,0.160206666666667,0.928226580321897
"FAM189A1","Fam189a1",2.055119,2.332313,1.901604,191,40,77,2.09634533333333,35.88161,37.13912,48.48161,40.50078,0.0746093286278796
"FAM189A2","Fam189a2",13.221407,9.856201,10.977039,1214,225,396,11.351549,22.1651,33.79549,18.19972,24.7201033333333,0.480229369218449
"FAM189B","Fam189b",346.381524,353.037075,327.156401,20929,4517,8105,342.191666666667,35.00362,41.58807,53.72522,43.43897,7.72276375142508
"FAM193A","Fam193a",15.53483,10.058619,14.014349,1605,334,571,13.2025993333333,23.55663,21.71975,14.81322,20.0298666666667,0.675353750855926
"FAM193B","Fam193b",16.337961,20.133869,18.731388,1249,310,537,18.4010726666667,115.87806,79.19696,137.01134,110.695453333333,0.173696171936094
"FAM199X","Fam199x",3.641924,3.419704,3.51766,1264,300,483,3.52642933333333,13.16984,14.09297,11.66705,12.97662,0.323857222513979
"FAM204A","Fam204a",15.619546,15.949937,14.217766,523,143,220,15.2624163333333,47.16295,76.93103,52.08659,58.7268566666667,0.272279795739013
"FAM205A","Fam205a2",1.373554,0.269268,0.569169,241,11,39,0.737330333333333,0.01657,0,0,0.00552333333333333,1.72778718876074
"FAM207A","Fam207a",11.732832,9.672699,11.618385,1005,226,381,11.007972,47.34517,54.07831,47.49843,49.6406366666667,0.237121268420072
"FAM20A","Fam20a",3.685358,4.173364,1.999455,288,66,83,3.286059,1.90507,0.829,0.78654,1.17353666666667,1.97192854656236
"FAM20B","Fam20b",21.874004,21.323642,22.325308,4066,962,1636,21.8409846666667,22.7946,19.70252,19.70726,20.7347933333333,1.0508949552162
"FAM20C","Fam20c",20.123572,17.50964,19.989165,1151,264,457,19.207459,61.97281,67.70151,50.84124,60.1718533333333,0.330339165790628
"FAM210A","Fam210a",7.477889,6.290155,6.00004,1919,453,801,6.58936133333333,3.90954,5.19505,4.36968,4.49142333333333,1.38203902206289
"FAM210B","Fam210b",4.401844,3.263774,4.153919,655,118,245,3.93984566666667,44.82717,44.7659,32.11715,40.5700733333333,0.118831776577734
"FAM214A","Fam214a",4.938284,4.637812,4.393786,737,192,278,4.65662733333333,34.37412,34.67976,27.92226,32.32538,0.169739319801705
"FAM214B","Fam214b",26.719359,35.078561,29.234626,1892,462,688,30.344182,23.12591,24.75941,20.69044,22.8585866666667,1.31374848132943
"FAM216A","Fam216a",16.741728,15.537797,14.841056,839,188,301,15.7068603333333,35.10302,19.73016,38.93386,31.25568,0.517950957268095
"FAM216B","Fam216b",0.06836,0.077037,0.087081,6,1,3,0.0774926666666667,0.23192,1.9067,0.06555,0.734723333333333,0.62113228430278
"FAM217A","Fam217a",0.043305,0,0.147016,3,0,4,0.0634403333333333,0.06626,0,0.08739,0.0512166666666667,1.01162811345584
"FAM219A","Fam219a",95.264299,75.471867,93.654493,8647,1901,3330,88.1302196666667,70.18947,82.89981,86.71631,79.9351966666667,1.10125413092837
"FAM219B","Fam219b",14.175229,15.664378,18.62573,1624,408,633,16.1551123333333,41.61339,43.38424,35.5692,40.1889433333333,0.416497995457195
"FAM220A","Fam220a",5.471585,1.096182,1.847315,105,6,22,2.80502733333333,30.18296,23.90278,35.00114,29.6956266666667,0.123959916982745
"FAM221A","Fam221a",2.882503,1.101662,1.880882,69,11,27,1.95501566666667,17.11251,10.58354,15.97118,14.5557433333333,0.18996299973236
"FAM221B","Fam221b",0.392437,0.621585,0.412462,52,15,20,0.475494666666667,0.81173,0.96716,0.21848,0.66579,0.885762711186084
"FAM222A","Fam222a",2.849523,2.337724,2.350069,342,68,118,2.51243866666667,17.07938,16.7734,9.41666,14.4231466666667,0.227738135581498
"FAM222B","Fam222b",10.660512,9.482984,9.918115,1445,311,534,10.020537,16.89716,12.93237,14.61658,14.81537,0.696824481501223
"FAM227B","Fam227b",0.078295,0,0.085613,5,0,2,0.054636,6.87482,12.98764,9.94102,9.93449333333333,0.0964503766063844
"FAM228A","Fam228a",0.114771,0.875236,0.140535,14,10,5,0.376847333333333,1.67315,2.40409,7.27552,3.78425333333333,0.287787296659318
"FAM228B","Fam228b",11.425452,7.813331,10.180219,42,8,20,9.806334,54.98203,95.58348,79.15677,76.5740933333333,0.13930338771174
"FAM24A","Fam24a",0.19927,0,0.164256,4,0,1,0.121175333333333,0,0,0,0,1.12117533333333
"FAM25A","Fam25c",0,0,0,0,0,0,0,8.82959,3.28836,0,4.03931666666667,0.198439603253087
"FAM32A","Fam32a",28.057504,28.430057,24.898749,2905,723,1013,27.12877,49.15085,54.21648,49.2463,50.87121,0.542280968575825
"FAM3A","Fam3a",15.573535,15.694819,12.718277,737,153,281,14.6622103333333,73.63517,72.64787,89.18518,78.4894066666667,0.197035189846261
"FAM3B","Fam3b",0,0,0,0,0,0,0,0.34788,0.77373,0.30588,0.47583,0.677584816679428
"FAM3C","Fam3c",20.769482,26.315861,22.879439,1673,438,705,23.321594,30.49771,25.53314,43.28169,33.10418,0.713155806707565
"FAM43A","Fam43a",1.382945,1.773769,1.015814,171,53,52,1.39084266666667,6.65947,7.10175,3.69238,5.81786666666667,0.350673133335941
"FAM50A","Fam50a",14.012372,18.919931,16.365966,696,178,333,16.4327563333333,94.3756,79.66672,95.23719,89.7598366666667,0.192075668859548
"FAM50B","Fam50b",0,0,0.055267,0,0,1,0.0184223333333333,34.52321,29.7334,21.2148,28.49047,0.034533947181355
"FAM53A","Fam53a",3.394234,3.437738,5.337365,324,73,136,4.05644566666667,1.97134,1.79616,1.83527,1.86759,1.76330844600053
"FAM53B","Fam53b",8.651272,6.389597,7.481581,1130,212,443,7.50748333333333,21.66812,20.14465,24.62315,22.1453066666667,0.367568399756207
"FAM53C","Fam53c",18.55002,17.568945,17.098741,3297,758,1218,17.7392353333333,19.18324,17.16026,21.65177,19.3317566666667,0.921673205151809
"FAM71B","Fam71b",0.035338,0,0,3,0,0,0.0117793333333333,0,0,0,0,1.01177933333333
"FAM71E1","Fam71e1",18.011597,22.337279,14.455152,84,21,41,18.2680093333333,12.34155,11.46781,13.80819,12.5391833333333,1.42312936156908
"FAM71F1","Fam71f1",0,0,0,0,0,0,0,1.49093,0.9948,1.24536,1.24369666666667,0.445693045257157
"FAM72A","Fam72a",0.635909,0.472036,0.473935,54,10,16,0.527293333333333,5.63239,3.31599,2.51257,3.82031666666667,0.316845020555358
"FAM76A","Fam76a",16.334762,16.392249,19.549827,1277,303,499,17.4256126666667,6.77543,10.47301,9.5696,8.93934666666667,1.85380521321992
"FAM76B","Fam76b",4.909226,5.775616,5.531838,490,132,210,5.40556,4.73783,9.39531,10.74941,8.29418333333333,0.689200951849813
"FAM78A","Fam78a",0.396501,0.328494,0.159964,43,10,11,0.294986333333333,8.91242,9.72691,6.79485,8.47806,0.136629894021913
"FAM78B","Fam78b",12.123224,8.731061,10.207318,1982,375,682,10.3538676666667,9.3597,6.57672,10.72757,8.88799666666667,1.14824752165841
"FAM81A","Fam81a",11.043548,8.90623,8.947843,1246,282,516,9.63254033333333,6.56007,8.98081,25.06012,13.5336666666667,0.73158003256806
"FAM83A","Fam83a",0.026025,0.068901,0.021244,3,2,1,0.0387233333333333,0.23192,0.30397,0,0.17863,0.881297212300156
"FAM83B","Fam83b",0.015678,0.025577,0.016102,2,1,1,0.019119,0,0,0.10924,0.0364133333333333,0.983313285561745
"FAM83C","Fam83c",0.207856,0.171139,0.197069,35,7,13,0.192021333333333,0.08283,0,0,0.02761,1.1599939017072
"FAM83D","Fam83d",1.608598,1.625191,1.61757,139,34,58,1.61711966666667,2.74993,1.54746,0.83024,1.70921,0.966008418198171
"FAM83E","Fam83e",0.022406,0,0,2,0,0,0.00746866666666667,0.46384,0.05527,0,0.173036666666667,0.858855221916905
"FAM83F","Fam83f",0.75942,0.609438,0.732932,93,18,36,0.700596666666667,0.13253,0.2487,0.19664,0.192623333333333,1.42592939374544
"FAM83G","Fam83g",0.046035,0.020279,0.036789,8,1,3,0.0343676666666667,0.71233,0.9948,0.721,0.809376666666667,0.57167072269824
"FAM83H","Fam83h",2.504161,2.381365,2.549198,485,112,200,2.47824133333333,2.25295,4.28316,5.13437,3.89016,0.711273523429363
"FAM89A","Fam89a",40.308755,32.196746,34.900083,1837,353,658,35.8018613333333,23.97077,30.4795,17.69721,24.04916,1.46918544707021
"FAM89B","Fam89b",78.364125,60.316508,68.802812,3155,579,1170,69.1611483333333,41.96128,50.20965,72.5367,54.9025433333333,1.2550618299239
"FAM91A1","Fam91a1",23.34679,21.580267,24.080977,5257,1209,2145,23.002678,6.16249,7.46098,6.31419,6.64588666666667,3.1392929357223
"FAM98A","Fam98a",27.342655,28.836895,26.799482,2629,636,1042,27.6596773333333,42.2429,32.08223,38.10362,37.47625,0.74486669915424
"FAM98B","Fam98b",16.662675,16.972746,15.83896,1180,280,437,16.4914603333333,16.01917,18.48666,12.45359,15.65314,1.05034007600569
"FAN1","Fan1",2.309083,1.933265,2.279601,329,66,127,2.173983,24.33522,29.45707,33.31882,29.0370366666667,0.105668979108126
"FANCA","Fanca",1.930298,3.46173,2.78674,68,17,35,2.726256,41.43117,34.12709,35.6566,37.07162,0.097874899991122
"FANCB","Fancb",1.032146,1.095453,1.010648,119,32,47,1.04608233333333,0.92769,0.1658,0,0.364496666666667,1.49951435083511
"FANCC","Fancc",14.566936,13.831817,12.567145,419,110,156,13.6552993333333,3.26347,3.92392,3.71423,3.63387333333333,3.16264564849277
"FANCD2","Fancd2",0.359555,1.246951,1.162806,79,26,35,0.923104,5.21824,2.92913,1.17981,3.10906,0.468015555869226
"FANCF","Fancf",1.446925,2.303887,1.976468,70,27,43,1.90909333333333,2.81619,4.14499,3.49574,3.48564,0.648534731573049
"FANCG","Fancg",10.355665,12.975135,12.111393,411,90,155,11.8140643333333,26.40595,12.90474,37.73219,25.68096,0.480269987786546
"FANCI","Fanci",0.513866,0.526809,0.731879,30,9,11,0.590851333333333,2.86589,7.76495,5.61504,5.41529333333333,0.247977956840633
"FANCL","Fancl",3.134403,3.822732,2.89388,94,28,33,3.28367166666667,39.49297,25.03574,20.20977,28.24616,0.146469542212265
"FANCM","Fancm",9.237821,8.620762,9.841876,523,141,236,9.23348633333333,3.99237,4.91872,3.08062,3.99723666666667,2.04782903351252
"FANK1","Fank1",1.042544,0.573924,0.755926,61,11,21,0.790798,15.35654,24.62124,13.61156,17.8631133333333,0.0949365021751446
"FAP","Fap",1.666064,2.125536,1.72389,82,18,38,1.83849666666667,2.18669,3.45416,4.12935,3.25673333333333,0.666825108455623
"FAR1","Far1",59.841517,56.812854,60.183953,7110,1769,2871,58.946108,13.10358,10.77698,15.97118,13.2839133333333,4.1967566311193
"FAR2","Far2",6.513405,5.900527,6.071835,931,205,340,6.16192233333333,47.56053,44.9317,21.71731,38.0698466666667,0.183310735627834
"FARP1","Farp1",5.963876,6.552306,6.83859,764,199,287,6.45159066666667,32.12117,34.81792,47.47658,38.1385566666667,0.190390022047313
"FARP2","Farp2",4.727598,4.041417,4.630192,729,154,282,4.46640233333333,39.67519,24.45544,32.92554,32.3520566666667,0.163900007365863
"FARS2","Fars2",36.111162,31.270883,29.275381,520,114,156,32.219142,54.93233,55.54287,66.65948,59.0448933333333,0.553238421385599
"FARSA","Farsa",13.193974,13.694657,13.743874,813,197,300,13.5441683333333,52.43089,41.44991,65.85109,53.2439633333333,0.268125104427903
"FARSB","Farsb",69.535297,67.82383,61.968484,2404,545,850,66.442537,29.70255,23.37775,29.34241,27.4742366666667,2.36854591712204
"FAS","Fas",1.140656,1.598134,1.760096,54,17,31,1.49962866666667,10.07203,7.48862,7.10073,8.22046,0.271095874464687
"FASN","Fasn",80.987042,77.224235,79.276904,15245,3543,6087,79.162727,190.50718,163.4508,205.22206,186.393346666667,0.427777871658339
"FASTK","Fastk",104.692238,96.85689,100.535171,2024,427,795,100.694766333333,145.21617,130.01454,175.31159,150.180766666667,0.672670000130087
"FASTKD1","Fastkd1",8.478166,7.315097,7.759532,930,197,334,7.85093166666667,21.00549,22.82508,21.8484,21.89299,0.386621916432352
"FASTKD2","Fastkd2",30.256733,26.246638,26.493774,954,224,401,27.665715,6.16249,7.29518,7.31922,6.92563,3.61683739967675
"FASTKD3","Fastkd3",15.837893,11.799189,16.546823,403,82,181,14.7279683333333,7.53746,7.54388,10.11581,8.39905,1.67335723645829
"FASTKD5","Fastkd5",2.871634,2.338642,2.097021,326,68,100,2.43576566666667,5.68208,3.95156,4.8285,4.82071333333333,0.590265397024649
"FAT2","Fat2",0.004671,0.006414,0.011987,3,1,3,0.00769066666666667,4.34025,4.06209,0.30588,2.90274,0.258200819595122
"FAT3","Fat3",4.972842,4.659891,5.216078,2404,538,978,4.94960366666667,19.4483,16.9392,8.49903,14.9621766666667,0.372731350548891
"FAT4","Fat4",0.731407,0.674778,0.858082,513,117,239,0.754755666666667,0.89456,0.60793,0.26218,0.588223333333333,1.10485448100288
"FATE1","Fate1",0,0,0,0,0,0,0,0.26505,0,1.15797,0.47434,0.678269598600052
"FAU","Fau",140.657576,69.309231,135.47536,1248,132,492,115.147389,1191.6638,1110.0285,893.53417,1065.07549,0.108948559543377
"FAXC","Faxc",31.102208,25.549992,37.031426,4976,993,1968,31.2278753333333,25.89241,19.81306,39.6767,28.4607233333333,1.09392681804486
"FBF1","Fbf1",9.666481,10.553661,8.797676,1019,250,374,9.672606,28.808,36.61408,25.91221,30.4447633333333,0.339408056179784
"FBL","Fbl",49.602946,80.52215,48.64006,538,149,202,59.5883853333333,48.85267,55.65341,37.27338,47.25982,1.25546231488914
"FBLIM1","Fblim1",0.387492,0.554594,0.546184,45,17,27,0.49609,6.17906,9.14661,6.48898,7.27155,0.180871783402143
"FBLL1","Fbll1",2.188961,2.025977,2.078042,105,23,44,2.09766,33.76118,28.10304,59.90832,40.5908466666667,0.0744793686174859
"FBLN1","Fbln1",0.787121,1.114702,0.810138,86,34,30,0.903987,33.44643,49.85042,20.27532,34.5240566666667,0.0535971163953967
"FBLN2","Fbln2",31.534876,33.505901,29.622798,3410,719,1282,31.554525,26.53848,33.85076,20.75598,27.0484066666667,1.16065505562883
"FBLN5","Fbln5",33.166325,25.920482,33.173097,3230,621,1241,30.7533013333333,43.38594,18.79062,6.03016,22.7355733333333,1.33779373632152
"FBLN7","Fbln7",0.560722,0.928357,0.657496,67,27,31,0.715525,2.83276,3.53706,14.26701,6.87894333333333,0.217735415451226
"FBN1","Fbn1",1.63364,1.555384,1.536682,694,162,259,1.57523533333333,9.64132,7.43335,6.77301,7.94922666666667,0.287760655669317
"FBN2","Fbn2",0.140897,0.926444,0.131144,59,19,22,0.399495,0.18222,0.60793,0.08739,0.292513333333333,1.08277026155759
"FBP1","Fbp1",1.953545,1.252124,1.404856,64,13,18,1.53684166666667,1.72285,1.76853,0.74285,1.41141,1.05201590217618
"FBP2","Fbp2",1.557422,1.498661,1.486324,78,15,29,1.51413566666667,0,0.3316,0.17479,0.168796666666667,2.15104623273509
"FBRS","Fbrs",18.309356,21.245679,17.924213,1097,266,493,19.1597493333333,53.52423,52.44795,53.57229,53.18149,0.372078164209462
"FBXL12","Fbxl12",3.825167,2.647583,5.533655,253,57,114,4.002135,14.47855,11.60597,18.52745,14.8706566666667,0.315181350404111
"FBXL13","Fbxl13",0.019942,0,0.061181,2,0,2,0.027041,1.06021,0.46977,2.57811,1.36936333333333,0.433467077653772
"FBXL14","Fbxl14",5.708042,4.580174,5.229788,659,129,251,5.172668,15.02522,13.73374,21.76101,16.83999,0.346001763453903
"FBXL15","Fbxl15",7.361873,5.904578,6.836659,330,63,141,6.70103666666667,43.4522,48.82799,60.2579,50.84603,0.148536670342294
"FBXL16","Fbxl16",78.493648,67.052134,70.005113,5090,1039,1916,71.8502983333333,2284.81055,2222.90323,1003.65013,1837.12130333333,0.0396330199760066
"FBXL17","Fbxl17",27.681974,29.093521,24.988385,1636,375,675,27.2546266666667,153.26716,147.28534,179.06952,159.874006666667,0.175632019442461
"FBXL19","Fbxl19",14.393109,14.051146,12.800906,1933,418,679,13.748387,52.2818,52.00582,84.26929,62.8523033333333,0.230976585496185
"FBXL2","Fbxl2",44.037615,45.742526,41.321061,3858,864,1406,43.7004006666667,40.86793,30.5624,53.76892,41.7330833333333,1.04603733641187
"FBXL20","Fbxl20",16.608268,15.595094,19.298498,3311,820,1359,17.1672866666667,4.17459,3.73049,6.16125,4.68877666666667,3.1935313567709
"FBXL22","Fbxl22",0.097288,0.050084,0.090522,16,2,6,0.079298,2.45174,5.49902,4.1075,4.01942,0.215024445055405
"FBXL3","Fbxl3",32.153523,33.451248,34.89027,2707,768,1110,33.498347,34.68887,36.25485,39.43637,36.7933633333333,0.912814948374093
"FBXL4","Fbxl4",9.525839,7.765526,10.936878,863,193,399,9.40941433333333,3.69418,3.42653,2.29408,3.13826333333333,2.51540646277545
"FBXL5","Fbxl5",37.294652,42.149411,36.637505,2246,501,900,38.693856,43.76695,40.78671,30.1508,38.23482,1.01169970959469
"FBXL6","Fbxl6",16.925498,17.693786,15.175858,404,98,181,16.5983806666667,20.06123,19.64726,22.74419,20.81756,0.806615435762141
"FBXL7","Fbxl7",0.718946,0.631818,0.709646,136,29,54,0.686803333333333,12.04337,17.21553,10.18136,13.1467533333333,0.119236074425557
"FBXL8","Fbxl8",1.540652,1.136172,1.467682,117,21,45,1.381502,13.20298,9.22951,10.05027,10.8275866666667,0.201351473222489
"FBXO10","Fbxo10",3.485832,4.492153,4.29866,618,128,225,4.092215,13.03732,6.27275,7.36291,8.89099333333333,0.514833528685019
"FBXO11","Fbxo11",35.574933,38.726828,40.197613,4079,1026,1713,38.166458,37.05779,45.9265,42.95396,41.9794166666667,0.911284075904551
"FBXO15","Fbxo15",0.452928,0.365673,0.334601,11,2,4,0.384400666666667,7.02392,9.17425,6.0957,7.43129,0.164197965752176
"FBXO16","Fbxo16",2.95005,3.626346,4.05824,199,51,97,3.54487866666667,22.6952,22.76982,30.69701,25.3873433333333,0.172237068705792
"FBXO17","Fbxo17",1.047691,1.097825,1.001145,65,16,19,1.048887,33.09855,32.27566,34.67342,33.34921,0.0596487371907534
"FBXO2","Fbxo2",117.339569,117.366366,111.414953,5179,1235,2084,115.373629333333,239.19418,323.17111,290.45268,284.272656666667,0.407938253505006
"FBXO21","Fbxo21",35.683434,18.538689,32.455543,3461,736,1338,28.8925553333333,36.27919,27.35694,21.73916,28.45843,1.01473687950557
"FBXO22","Fbxo22",32.674258,28.501552,34.285135,1823,460,760,31.820315,29.23871,15.25357,16.03673,20.1763366666667,1.54985800975019
"FBXO24","Fbxo24",0.117711,0.386852,0.280815,10,6,8,0.261792666666667,1.97134,0.71847,2.88399,1.85793333333333,0.441505283538221
"FBXO25","Fbxo25",25.3,24.133094,24.036139,1724,428,646,24.4897443333333,23.02652,23.90278,22.04504,22.9914466666667,1.06245132640327
"FBXO27","Fbxo27",2.941792,1.944416,3.204366,179,34,84,2.696858,10.90032,11.46781,25.21306,15.8603966666667,0.219262812915236
"FBXO28","Fbxo28",15.446962,12.098419,13.894228,2651,551,950,13.813203,8.87929,7.90312,7.07888,7.95376333333333,1.65441082688136
"FBXO3","Fbxo3",27.503728,27.88519,27.763839,4389,1104,1736,27.7175856666667,41.26551,32.82833,19.16105,31.0849633333333,0.895048106127387
"FBXO30","Fbxo30",7.68036,7.358527,6.926518,1171,252,422,7.32180166666667,2.41861,2.45936,1.68233,2.18676666666667,2.61136209114777
"FBXO31","Fbxo31",54.877618,55.211627,56.749107,7712,1722,3146,55.612784,42.07724,31.33613,31.02473,34.8127,1.58080189430007
"FBXO32","Fbxo32",1.715989,1.279095,1.599691,510,93,187,1.53159166666667,13.88218,11.27437,11.44856,12.2017033333333,0.191762502363963
"FBXO33","Fbxo33",15.175691,13.331768,15.669798,826,209,348,14.7257523333333,9.32657,10.33484,12.9561,10.8725033333333,1.32455236202643
"FBXO34","Fbxo34",10.934243,7.867701,10.205454,1076,211,388,9.66913266666667,26.10777,27.9925,39.54561,31.2152933333333,0.3311822293925
"FBXO36","Fbxo36",7.463385,5.421238,7.772939,222,41,89,6.885854,6.36128,9.50585,5.06883,6.97865333333333,0.988369048076618
"FBXO38","Fbxo38",11.432314,10.631804,11.6223,1787,418,741,11.228806,10.51931,12.21391,11.97293,11.5687166666667,0.972955817552309
"FBXO39","Fbxo39",0.015142,0,0,1,0,0,0.00504733333333333,0,0.2487,0.13109,0.126596666666667,0.892109273061344
"FBXO4","Fbxo4",4.818231,5.188471,6.648955,174,33,74,5.55188566666667,11.81144,7.46098,9.26372,9.51204666666667,0.623274027829658
"FBXO40","Fbxo40",3.156267,2.028775,1.69164,235,57,99,2.29222733333333,0.28162,0.0829,1.02687,0.463796666666667,2.24910153732645
"FBXO41","Fbxo41",5.392541,5.189544,4.789177,1443,336,529,5.123754,42.57421,37.24965,44.24302,41.3556266666667,0.144579468701836
"FBXO42","Fbxo42",7.01165,6.829234,6.783324,1792,396,660,6.874736,15.57189,11.90994,12.67207,13.3846333333333,0.547440857025669
"FBXO43","Fbxo43",0.013543,0,0.050059,2,0,3,0.0212006666666667,0.28162,0.52503,0.21848,0.34171,0.761118771319187
"FBXO44","Fbxo44",37.579851,40.313884,38.72258,1883,460,738,38.872105,263.84416,218.02651,280.88308,254.25125,0.156207285958443
"FBXO45","Fbxo45",21.966132,21.179171,22.730551,3511,831,1472,21.958618,9.44253,8.26235,6.1394,7.94809333333333,2.56575531174612
"FBXO46","Fbxo46",1.413031,1.235599,1.267389,237,51,81,1.30533966666667,13.50116,10.80461,11.40487,11.9035466666667,0.17865938150338
"FBXO47","Fbxo47",0.514052,0.454759,0.757342,43,9,20,0.575384333333333,0,0,0.08739,0.02913,1.53079235211619
"FBXO48","Fbxo48",0.361584,0.101026,0.268739,18,2,6,0.243783,1.80568,0.96716,0.89578,1.22287333333333,0.559538405247263
"FBXO5","Fbxo5",1.247112,0.388073,1.542708,35,7,13,1.05929766666667,1.92164,2.18303,1.28906,1.79791,0.736012833388732
"FBXO6","Fbxo6",10.715091,7.106342,10.079024,351,67,157,9.30015233333333,18.6697,16.05493,14.13592,16.28685,0.595837433270569
"FBXO7","Fbxo7",24.824444,23.935118,31.419172,1175,300,548,26.7262446666667,55.94285,55.40471,46.05644,52.468,0.518557729233685
"FBXO8","Fbxo8",16.452667,19.482279,22.423062,529,115,229,19.4526693333333,11.66235,12.29681,7.88727,10.6154766666667,1.7608118823076
"FBXO9","Fbxo9",85.591227,82.322534,88.639263,3902,892,1530,85.5176746666667,60.56472,78.67192,103.3648,80.8671466666667,1.05680579071523
"FBXW10","Fbxw10",0.177699,0.147211,0.436391,24,3,7,0.253767,0.53011,0.3316,0.21848,0.360063333333333,0.921844570963607
"FBXW11","Fbxw11",57.540231,53.294985,65.816116,7817,1727,3151,58.8837773333333,68.21814,80.05359,74.83078,74.3675033333333,0.794556999831625
"FBXW12","Fbxw15",0.036773,0,0,2,0,0,0.0122576666666667,1.32527,1.4093,1.11427,1.28294666666667,0.443399612197102
"FBXW2","Fbxw2",79.066469,61.710322,88.80301,2407,561,923,76.5266003333333,15.3234,11.63361,11.36117,12.7727266666667,5.62899433130888
"FBXW4","Fbxw4",21.000977,16.429369,18.677302,573,111,195,18.7025493333333,135.42575,377.80208,199.8255,237.684443333333,0.0825464326798117
"FBXW5","Fbxw5",48.848849,48.524952,42.655237,2250,468,824,46.676346,100.77001,108.23952,160.80425,123.27126,0.383647401659885
"FBXW7","Fbxw7",24.774432,25.679303,26.249193,3518,899,1456,25.5676426666667,14.82643,9.72691,71.99049,32.1812766666667,0.800681749938695
"FBXW8","Fbxw8",16.216907,14.17303,13.387645,2784,587,921,14.5925273333333,4.57217,5.33322,4.67556,4.86031666666667,2.66069706130784
"FCAMR","Fcamr",0,0.060615,0.037808,0,1,1,0.0328076666666667,0,0,0,0,1.03280766666667
"FCER1A","Fcer1a",0.039605,0,0,1,0,0,0.0132016666666667,0.19879,0.44213,0.58991,0.410276666666667,0.718441771472737
"FCER1G","Fcer1g",2.655285,2.150584,2.531005,51,10,16,2.44562466666667,39.84085,16.91156,12.91241,23.2216066666667,0.142254174716183
"FCF1","Fcf1",21.847534,20.971458,19.296028,463,107,158,20.7050066666667,22.91056,26.16871,26.82984,25.3030366666667,0.825190145979342
"FCGR1A","Fcgr1",0.315023,0.779075,0.485107,19,10,10,0.526401666666667,7.18958,1.54746,2.20669,3.64791,0.328406029089777
"FCGR2A","Fcgr3",1.576606,1.888247,2.602118,74,23,49,2.02232366666667,10.68497,11.99284,9.83178,10.83653,0.255338656402397
"FCGR3B","Fcgr4",0.138192,0.365722,0,6,4,0,0.167971333333333,4.34025,2.76333,6.0957,4.39976,0.216300601014366
"FCGRT","Fcgrt",17.875778,18.283663,10.808337,532,153,232,15.655926,46.28496,54.90731,44.35226,48.5148433333333,0.336382484094164
"FCHO1","Fcho1",11.856628,10.383267,12.190295,827,196,361,11.47673,20.82326,17.10499,20.64674,19.5249966666667,0.607879757674341
"FCHO2","Fcho2",9.845616,10.143713,9.568308,1508,378,621,9.85254566666667,4.55561,4.91872,4.12935,4.53456,1.96086873512378
"FCHSD1","Fchsd1",15.451829,24.273296,16.459383,771,191,274,18.7281693333333,30.44802,19.53672,19.57617,23.18697,0.815652780539825
"FCHSD2","Fchsd2",19.102497,21.421021,20.285719,2314,577,919,20.2697456666667,139.58378,250.7443,219.27058,203.199553333333,0.10416156803216
"FCRL1","Fcrl1",0.031621,0.13492,0,2,1,0,0.0555136666666667,0,0,0,0,1.05551366666667
"FCRL5","Fcrl5",0.0203,0,0,2,0,0,0.00676666666666667,0.0497,0.13817,0,0.0626233333333333,0.947435121256513
"FCRL6","Fcrl6",0.042042,0,0.03559,3,0,1,0.0258773333333333,0.61294,0,0.54621,0.386383333333333,0.739966579709797
"FCRLA","Fcrla",0.07661,0.104722,0,3,1,0,0.060444,0.41415,0,0.45882,0.29099,0.821419220907985
"FCRLB","Fcrlb",0.250297,0.286226,0.207523,11,3,4,0.248015333333333,0.99395,1.4922,3.62684,2.03766333333333,0.41084715334923
"FDFT1","Fdft1",105.203003,118.194641,106.186084,8799,2133,3446,109.861242666667,81.33828,67.61861,97.05061,82.0025,1.33563739244802
"FDPS","Fdps",289.134467,344.707816,279.735714,7615,1895,2912,304.525999,84.60175,66.95542,78.45762,76.6715966666667,3.9335614576225
"FDX1","Fdx1",11.181778,8.492308,11.801219,347,69,155,10.4917683333333,4.50591,6.05169,5.81168,5.45642666666667,1.77989605189248
"FDXACB1","Fdxacb1",2.314826,1.997161,1.906263,162,52,52,2.07275,2.55114,1.96196,1.48569,1.99959666666667,1.02438772323835
"FDXR","Fdxr",8.088807,8.87479,6.185659,395,87,145,7.71641866666667,8.29949,11.46781,9.98472,9.91734,0.798401319979653
"FECH","Fech",30.008526,27.834139,36.053496,2343,547,969,31.2987203333333,13.23611,16.1102,17.12915,15.49182,1.95846912792726
"FEM1B","Fem1b",21.856367,21.382049,20.47424,6036,1446,2283,21.237552,10.93346,9.92034,12.34435,11.06605,1.8429852354333
"FEM1C","Fem1c",5.460176,5.822704,6.016497,1277,338,558,5.766459,8.18353,9.45058,9.74439,9.12616666666667,0.66821525091759
"FEN1","Fen1",4.646898,4.468202,4.872711,407,94,168,4.66260366666667,15.24057,7.43335,11.29562,11.32318,0.459508314141858
"FER","Fer",8.532999,7.440844,9.340982,871,209,374,8.438275,4.00893,10.22431,6.51082,6.91468666666667,1.19250140877339
