UniqueCount	AmbigCount
0	0
0	0
48	187
15	155
52	89
0	0
1	0
2	0
0	0
0	0
0	0
0	0
2	10
5	2
8	0
2	0
0	0
0	2
10	3
3	0
0	0
0	0
0	0
0	0
0	0
4	39
0	25
0	30
0	19
2	10
1	2
0	12
0	18
0	0
0	0
1	1
0	9
0	0
2	0
0	3
0	23
0	8
0	0
0	0
1	274
0	161
6	309
1	86
0	225
14	96
1	119
0	51
7	6
1	148
302	251
0	147
0	80
0	69
1	194
0	129
20	69
0	197
31	1224
0	1201
0	58
15	0
1	99
0	99
0	46
0	37
0	24
0	1
0	0
0	0
0	3
2	18
1	0
0	1233
3	1649
17	328
3	1276
2	144
0	153
35	1629
5	525
0	1
133	150
1	1
1	2
39	36
0	17
0	36
3	19
0	0
0	4
0	3
2	0
0	0
0	74
0	125
42	1775
0	25
0	34
0	703
0	1636
3	276
1	740
4	28
3	231
3	32
0	75
0	264
13	46
1	370
41	1
0	0
0	0
0	0
0	10
0	0
13	152
0	1007
0	1006
4	1010
0	15
0	36
0	741
9	671
0	92
0	1004
1	73
0	73
0	149
0	89
72	0
0	2
0	339
0	0
0	0
0	0
0	0
370	1848
0	235
0	21
0	1332
0	454
6	158
8	1800
1	1779
0	4
32	13
0	126
0	0
0	0
0	0
4	1
0	0
1	0
0	1
0	0
0	5
0	0
0	2
0	4
0	0
0	155
0	153
0	164
4	137
0	38
0	9
0	56
3	64
0	61
0	0
0	12
2	6
0	12
1	0
0	0
0	0
0	3
0	13
0	0
0	0
0	0
0	69
0	0
1	0
0	0
0	2
0	0
0	0
0	0
1	0
221	6
0	146
0	137
0	22
0	25
0	124
3	1
1	5
2	22
0	1
0	0
0	1544
285	22
0	0
77	92
0	92
0	24
3	20
0	18
1278	50
0	76
0	23
1	0
0	0
0	24
0	0
0	0
0	226
0	221
0	228
1	3
0	171
0	197
0	226
0	16
0	31
0	188
3	29
9	27
0	15
0	0
2	2
0	14
0	1
0	3
0	2
0	13
2	44
3	41
0	23
0	26
6	22
0	0
0	7
0	6
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
19	659
0	406
1	435
0	261
9	369
1	198
4	101
1	1
0	8
21	127
5	11
0	11
0	32
0	7
0	39
3	42
0	9
0	31
0	11
0	9
0	115
0	8
18	5
0	15
1	10
0	12
0	6
0	8
0	8
0	35
1	8
3	8
1	3
0	19
0	0
759	1305
0	148
1	201
5	132
1	29
0	795
1	58
0	117
0	0
0	0
0	1
0	1
14	51
0	0
4	2
2	13
0	0
0	0
0	0
0	25
0	9
0	0
1178	713
0	23
0	220
0	103
0	117
0	111
1	409
0	125
0	0
0	6
0	3
1	325
2	81
0	13
1	28
