"Hs_symbol","hDRG1_read","hDRG1_TPM","hDRG2_read","hDRG2_TPM","hDRG3_read","hDRG3_TPM","Avg_TPM","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Hs_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","FoldChange"
"DCBLD2",1268,2.09464,1487,2.63658,1565,2.71795,2.48305666667,49.616113,100.399141,42.493188,64.1694806666667,2688,3960,2310,0.0534461320090209
"DCC",206,0.0300977,231,0.0362258,196,0.0301065,0.0321433333333,1.091753,1.648398,1.055652,1.26526766666667,134,108,118,0.455638575750342
"DCDC2",18,0.0168787,32,0.0322075,26,0.0256317,0.0249059666667,1.087659,0.347188,0.5157,0.650182333333333,73,18,32,0.621086498118309
"DCDC2B",108,2.65627,99,2.61351,149,3.85277,3.04085,0.841933,0.774617,0.736719,0.784423,20,17,16,2.26451351501298
"DCDC2C",150,0.181431,270,0.35053,211,0.268313,0.266758,0.154093,0.086379,0,0.0801573333333333,5,2,0,1.17275322854201
"DCHS1",178,0.901869,174,0.946266,338,1.80044,1.21619166667,10.96321,8.359734,8.17993,9.16762466666667,1889,1151,1225,0.217965526789705
"DCHS2",98,0.0658334,90,0.0648938,184,0.12995,0.0868924,0.902811,0.662067,0.829521,0.798133,84,69,93,0.604456066375513
"DCK",642,2.9225,733,3.58149,761,3.64202,3.38200333333,68.708126,103.977959,85.771698,86.1525943333333,172,159,146,0.0502796659910101
"DCLK1",4213,2.0295,4075,2.107,4570,2.31447,2.15032333333,14.444588,10.350114,15.540934,13.445212,1358,789,1268,0.218087718846217
"DCLK2",1461,1.42594,1432,1.50015,1216,1.24774,1.39127666667,9.066366,8.418202,9.019606,8.83472466666667,342,213,300,0.243146274829114
"DCLK3",527,1.77296,555,2.00411,488,1.72602,1.83436333333,0.023822,0.059055,0.013404,0.0320936666666667,2,4,1,2.74622684439494
"DCLRE1A",253,2.24828,289,2.75656,323,3.01766,2.67416666667,1.677394,1.984235,1.703242,1.78829033333333,113,106,102,1.31771308846365
"DCLRE1B",102,2.00804,111,2.3455,170,3.51851,2.62401666667,2.20815,3.299428,2.038335,2.51530433333333,109,116,88,1.03092544002686
"DCLRE1C",612,1.87328,724,2.37865,688,2.21401,2.15531333333,23.427955,24.543788,43.778482,30.5834083333333,159,158,142,0.099904142707735
"DCN",18407,75.9473,24622,109.042,42870,185.961,123.6501,144.447583,278.884891,53.478969,158.937147666667,418,646,219,0.77936928236203
"DCP1A",555,1.51124,595,1.73899,819,2.34456,1.86493,5.904166,6.863114,6.252837,6.340039,381,362,339,0.39031536480937
"DCP1B",314,0.937974,394,1.26327,327,1.02694,1.07606133333,6.246366,6.67148,7.021985,6.64661033333333,109,115,116,0.271500866767066
"DCP2",1171,4.49669,1302,5.36646,1349,5.44611,5.10308666667,2.442268,4.263516,2.932231,3.21267166666667,353,433,337,1.44874491761641
"DCPS",352,1.3384,312,1.27332,357,1.42708,1.34626666667,9.615738,9.189302,10.461931,9.755657,265,221,250,0.21814257061842
"DCST1",26,0.265516,28,0.306913,41,0.440189,0.337539333333,0.030649,0.12472,0.241966,0.132445,1,2,3,1.1811075445898
"DCST2",57,0.65246,52,0.638885,42,0.505436,0.598927,0.259589,0.245442,0.403443,0.302824666666667,9,7,13,1.22727719309378
"DCSTAMP",8,0.0793951,5,0.0532616,1,0.0104338,0.0476968333333,0,0.514263,0.155287,0.223183333333333,0,5,1,0.85653295363189
"DCT",32,0.130397,54,0.236184,40,0.171362,0.179314333333,0.039092,0.035288,0.053356,0.0425786666666667,3,1,3,1.13115141431342
"DCTD",1233,7.72694,1433,9.63898,1407,9.26994,8.87862,23.123784,27.360951,31.395395,27.2933766666667,458,350,464,0.349149559502324
"DCTN1",9699,54.7749,9495,57.5559,6977,41.4249,51.2519,153.470454,107.073016,167.922075,142.821848333333,3987,2681,3025,0.363309890712131
"DCTN2",6066,61.5046,6336,68.9542,4585,48.8746,59.7778,287.943166,291.281609,260.415052,279.879942333333,1287,1011,1258,0.216383553396889
"DCTN3",1061,26.5591,1111,29.8505,840,22.1062,26.1719333333,44.258298,38.256832,42.097102,41.5374106666667,406,268,354,0.63877732347711
"DCTN4",4241,14.622,3858,14.2772,3919,14.2054,14.3682,20.690121,25.770958,21.40594,22.6223396666667,953,757,950,0.650579079670333
"DCTN5",4117,19.9749,3772,19.6434,3322,16.945,18.8544333333,19.080749,26.56796,21.908015,22.518908,1782,1596,1501,0.844190271644415
"DCTN6",954,6.10018,1118,7.67319,1102,7.40822,7.06053,23.771371,25.869067,23.602158,24.4141986666667,263,229,241,0.317166403935144
"DCTPP1",414,11.2727,437,12.7717,369,10.5631,11.5358333333,10.795111,13.645601,13.470247,12.6369863333333,117,115,128,0.919252467288777
"DCUN1D1",834,3.043,1060,4.15129,1072,4.11215,3.76881333333,9.120783,11.108795,10.746499,10.325359,356,361,330,0.421073922100836
"DCUN1D2",551,2.73985,619,3.30374,639,3.34052,3.12803666667,12.86591,16.390825,16.481402,15.2460456666667,242,191,234,0.254094857996111
"DCUN1D3",475,1.82643,466,1.92325,512,2.06975,1.93981,2.608541,3.139738,2.640692,2.79632366666667,169,151,155,0.77438339249437
"DCUN1D4",1589,3.75954,1884,4.78445,1645,4.0918,4.21193,15.406544,20.002439,13.756998,16.3886603333333,662,608,571,0.299731543436325
"DCUN1D5",1307,5.50078,1449,6.54572,1423,6.29639,6.11429666667,34.31104,39.113413,47.175971,40.2001413333333,282,289,262,0.172676511206871
"DCX",225,0.331285,217,0.342941,175,0.270891,0.315039,30.791213,26.795322,32.794679,30.1270713333333,4247,2845,4153,0.0422474374770926
"DCXR",724,49.1384,943,68.6964,633,45.1673,54.3340333333,65.451786,46.30327,57.430358,56.395138,190,103,173,0.964089211411949
"DDA1",633,8.02442,635,8.6402,546,7.2768,7.98047333333,38.479261,36.899154,32.807526,36.0619803333333,467,408,442,0.242309592001294
"DDAH1",1983,1.33302,2091,1.50871,1901,1.34349,1.39507333333,13.283905,16.989388,13.467987,14.5804266666667,786,814,706,0.15372321853381
"DDAH2",710,34.647,726,38.0263,672,34.4758,35.7163666667,46.652957,48.0522,42.641189,45.7821153333333,682,554,492,0.784837675788866
"DDB1",4899,19.8362,5643,24.5245,4986,21.2246,21.8617666667,439.291827,425.62308,403.141265,422.685390666667,4923,3919,4263,0.0539592989758914
"DDB2",890,6.27552,800,6.05466,749,5.55238,5.96085333333,31.314693,42.381436,34.997214,36.2311143333333,349,368,318,0.186963335854224
"DDC",17,0.0277637,30,0.0525884,25,0.0429246,0.0410922333333,0.958092,0.475875,0.346552,0.593506333333333,5,6,4,0.653334230028141
"DDHD1",1185,1.7764,1368,2.20115,1357,2.13866,2.03873666667,6.776157,6.964435,6.37592,6.705504,457,389,418,0.394359235511396
"DDHD2",4260,14.7835,4871,18.1438,4783,17.4505,16.7926,78.422477,95.93218,82.049369,85.4680086666667,771,660,720,0.205770900410004
"DDIAS",88,0.263683,85,0.273375,84,0.264617,0.267225,2.449679,7.460858,4.183984,4.69817366666667,62,112,44,0.22239143173418
"DDIT3",680,23.0671,495,18.0231,387,13.8017,18.2973,12.240347,13.541062,13.283454,13.021621,135,123,128,1.37625314505363
"DDIT4",4567,377.591,3713,329.501,3665,318.569,341.887,34.558716,38.639832,32.213592,35.13738,804,713,649,9.4884299857931
"DDIT4L",26,0.924522,35,1.33583,17,0.635522,0.965291333333,0.182424,0,0.08748,0.089968,7,0,3,1.80307250610385
"DDN",2,0.0826587,5,0.221804,4,0.173803,0.1594219,0.123632,0.180139,0.062063,0.121944666666667,7,8,3,1.03340381611214
"DDO",64,0.46968,112,0.882228,70,0.540081,0.630663,0.034299,0.044428,0.040209,0.0396453333333333,1,1,1,1.56848008423385
"DDOST",2036,36.3763,2048,39.2745,2327,43.7094,39.7867333333,472.401282,335.979665,488.565367,432.315438,6090,3665,5333,0.0941271179295024
"DDR1",1035,7.61769,1125,8.88743,1427,11.0419,9.18234,63.171826,134.114167,62.141717,86.4759033333333,581,770,509,0.11640165590745
"DDR2",2061,2.30756,2465,2.96232,3412,4.01625,3.09537666667,2.040188,6.292758,1.487539,3.273495,326,771,212,0.958320219555656
"DDRGK1",1005,12.247,977,12.779,752,9.63426,11.55342,24.84604,14.248112,26.624592,21.906248,307,183,260,0.548034754535094
"DDT",780,16.0994,778,17.2359,614,13.3236,15.5529666667,78.500009,52.662033,64.808542,65.323528,219,119,172,0.249579103613125
"DDX1",4207,18.4043,4702,22.0786,3900,17.937,19.4733,62.064849,67.015433,60.815584,63.298622,1635,1428,1604,0.318409623148689
"DDX10",573,0.362876,661,0.449309,631,0.420118,0.410767666667,9.641251,9.228033,10.527307,9.79886366666667,195,142,153,0.130640381267307
"DDX11",594,3.35395,236,1.43029,556,3.30053,2.69492333333,18.179421,24.58562,13.26402,18.6763536666667,259,261,184,0.187784962393185
"DDX17",18699,134.859,20363,157.632,21849,165.666,152.719,151.322536,152.044982,143.960394,149.109304,8524,7535,7405,1.02404711702614
"DDX18",1060,10.4699,1362,14.4396,1563,16.2306,13.7133666667,21.464914,29.853714,25.015025,25.444551,708,634,709,0.556385573220736
"DDX19A",856,5.63822,928,6.56079,991,6.86246,6.35382333333,27.571951,26.956546,27.778369,27.435622,848,557,727,0.258613064040941
"DDX19B",646,2.47376,688,2.82784,814,3.27709,2.85956333333,17.433138,14.743407,16.184499,16.120348,343,248,297,0.225437201003741
"DDX20",252,3.45125,305,4.48349,334,4.80907,4.24793666667,10.872755,17.072375,21.969993,16.6383743333333,347,320,282,0.297529498325271
"DDX21",1508,9.1161,1636,10.6153,2330,14.8082,11.5132,20.893916,24.044864,20.66071,21.8664966666667,1488,1382,1310,0.547228558113187
"DDX23",1139,8.6188,1215,9.86824,1217,9.6817,9.38958,54.194424,69.534523,56.880723,60.2032233333333,782,723,650,0.169755438262048
"DDX24",3505,18.5969,4074,23.2013,3991,22.2624,21.3535333333,90.718055,88.06426,94.345159,91.0424913333333,2015,1518,1820,0.242861020051558
"DDX25",273,1.18183,416,1.93298,209,0.951213,1.355341,6.125556,2.836455,6.071884,5.01129833333333,140,66,132,0.391819016357808
"DDX27",854,6.01997,905,6.8474,981,7.27016,6.71251,14.047055,13.238465,11.151383,12.812301,545,434,420,0.558379809417707
"DDX28",112,9.02088,126,10.8929,109,9.22987,9.71455,1.844738,1.717896,1.811368,1.791334,63,47,54,3.83850517351202
"DDX31",455,1.02691,405,0.981108,523,1.24097,1.082996,6.14242,5.746647,5.261657,5.716908,233,186,178,0.310112331447744
"DDX39A",479,7.90486,509,9.01606,566,9.82004,8.91365333333,26.331754,27.664283,25.24772,26.4145856666667,432,366,360,0.361619666766804
"DDX39B",3984,56.9093,4238,64.9779,5399,81.0803,67.6558333333,276.006179,267.66608,258.11705,267.263103,4831,3694,4113,0.255927231756877
"DDX3X",6473,36.2572,6319,37.9908,8286,48.7946,41.0142,97.530161,119.182621,78.73721,98.4833306666667,4255,3915,3950,0.422324018691882
"DDX3Y",1485,15.8468,1885,21.5907,1945,21.8209,19.7528,24.623794,35.325878,23.55321,27.834294,954,953,913,0.719726309234414
"DDX4",22,0.0485637,26,0.0616031,18,0.0417734,0.0506467333333,0.432414,0,0.238384,0.223599333333333,6,0,5,0.858652587257566
"DDX41",669,21.7036,716,24.9321,740,25.2391,23.9582666667,117.839122,108.10741,77.318998,101.08851,639,413,489,0.244476745391817
"DDX42",2255,8.61744,2499,10.2503,2963,11.9042,10.2573133333,80.419381,93.082131,78.303382,83.9349646666667,2125,1814,1801,0.132540389902794
"DDX46",1285,2.32961,1592,3.09787,1800,3.43076,2.95274666667,22.537812,33.968953,25.941543,27.4827693333333,751,780,626,0.138776767820961
"DDX47",723,7.57875,759,8.53968,861,9.48856,8.53566333333,16.228811,18.701859,17.952957,17.6278756666667,331,309,313,0.511902887047578
"DDX49",524,9.65127,564,11.1499,429,8.30709,9.70275333333,77.433665,58.76402,60.291184,65.4962896666667,508,361,407,0.160952639417641
"DDX5",13453,236.299,14722,277.555,19360,357.508,290.454,783.674773,954.985119,715.981978,818.213956666667,10833,9378,9722,0.355772747312447
"DDX50",950,3.6426,1038,4.27194,1113,4.48664,4.13372666667,20.015765,19.906304,18.956615,19.626228,423,352,422,0.248893140649371
"DDX51",504,11.3964,494,11.9896,454,10.7927,11.3929,7.774709,8.001255,7.271969,7.68264433333333,308,225,262,1.42731862831496
"DDX52",671,3.4776,676,3.76049,792,4.3154,3.85116333333,14.111436,14.743305,10.575286,13.1433423333333,664,659,604,0.342999781734525
"DDX54",486,2.9995,543,3.5971,594,3.85422,3.48360666667,21.465385,22.872986,21.24014,21.8595036666667,286,238,261,0.196137533519939
"DDX55",513,4.75013,406,4.0351,503,4.89659,4.56060666667,34.831402,15.866443,22.652976,24.4502736666667,418,269,351,0.218489071650061
"DDX56",1208,21.9031,1173,22.8285,873,16.6415,20.4577,42.994132,35.33935,36.543732,38.2924046666667,815,643,687,0.546102998328413
"DDX58",1009,2.48595,1165,3.08083,1505,3.89831,3.15503,1.514026,2.948634,1.66268,2.04178,108,166,106,1.36598636324784
"DDX59",401,1.52252,557,2.26994,572,2.28325,2.02523666667,9.265234,9.49226,6.958975,8.57215633333333,132,121,115,0.316045472025478
"DDX6",4355,17.5295,4616,19.9428,4653,19.6903,19.0542,22.359315,27.691063,21.620242,23.8902066666667,2078,2022,1847,0.805706447863966
"DDX60",795,1.35484,1126,2.05968,1514,2.71259,2.04237,0.247192,1.32987,0.608555,0.728539,11,22,7,1.76008178004662
"DEAF1",1066,2.98048,1072,3.2171,1027,3.01882,3.07213333333,48.612413,28.037035,26.52807,34.392506,379,278,267,0.115056371914721
"DECR1",960,3.21107,1120,4.02103,1348,4.74031,3.99080333333,52.490018,51.535054,56.658547,53.5612063333333,323,276,302,0.091471645675124
"DECR2",249,4.0922,243,4.28651,179,3.09278,3.82383,49.131598,30.135832,45.468327,41.5785856666667,251,139,214,0.113292396270842
"DEDD",725,10.8115,705,11.2844,772,12.1033,11.3997333333,22.75961,14.668526,24.694417,20.7075176666667,278,222,257,0.571218391881842
"DEDD2",483,3.9168,414,3.60351,379,3.23118,3.58383,13.145027,9.879748,8.449962,10.491579,201,172,176,0.398886001653907
"DEF6",245,1.78681,263,2.05877,654,5.01451,2.95336333333,0.95465,1.558778,0.101228,0.871552,9,8,3,2.11234490590163
"DEF8",2436,21.1346,2249,20.9434,1722,15.7068,19.2616,133.37321,123.852126,129.462528,128.895954666667,855,606,766,0.155983302574699
"DEFB123",1,0.0181487,1,0.0194798,4,0.0763208,0.0379831,0,0,0,0,0,0,0,1.0379831
"DEFB131A",6,0.175254,16,0.501623,12,0.368499,0.348458666667,0,0,0,0,0,0,0,1.348458666667
"DEFB131B",39,1.11528,64,1.96445,48,1.44311,1.50761333333,0,0,0,0,0,0,0,2.50761333333
"DEFB135",0,0,1,0.0826048,0,0,0.0275349333333,0,0,0,0,0,0,0,1.0275349333333
"DEGS1",2183,21.5633,2457,26.0499,2540,26.3774,24.6635333333,81.524341,93.755974,88.867031,88.0491153333333,1122,1017,1062,0.288195264346366
"DEGS2",217,2.41632,202,2.41428,195,2.2828,2.37113333333,0.242277,0,0.019462,0.0872463333333333,1,0,1,3.10061595976563
"DEK",1419,6.09251,1896,8.7376,2359,10.6483,8.49280333333,18.107704,23.608054,18.097368,19.9377086666667,440,531,391,0.453383103397688
"DELE1",1053,10.1115,1139,11.7395,1493,15.0725,12.3078333333,47.303174,43.355756,45.210419,45.289783,967,674,821,0.287489646112621
"DENND10",682,3.5147,784,4.33671,687,3.72219,3.85786666667,26.436726,29.683425,25.720467,27.280206,381,302,348,0.171776212191312
"DENND11",1568,6.02848,1844,7.60962,1660,6.70978,6.78262666667,1.876129,3.054203,1.877349,2.269227,215,282,191,2.38057090152198
"DENND1A",808,0.256416,824,0.280674,862,0.287594,0.274894666667,6.286756,4.262419,3.468063,4.67241266666667,190,132,165,0.224753511703897
"DENND1B",840,0.541605,1314,0.909366,882,0.597874,0.682948333333,0.716688,1.50719,1.077785,1.10055433333333,83,67,72,0.801192478874069
"DENND1C",91,1.03561,85,1.03828,197,2.35699,1.47696,0.351228,0,0.062765,0.137997666666667,3,0,2,2.17659497251459
"DENND2A",942,1.0578,950,1.14503,658,0.776815,0.993215,6.47547,8.222007,5.574444,6.757307,275,216,259,0.256946772894253
"DENND2B",1406,1.12879,1412,1.21676,1577,1.33107,1.22554,202.598469,206.639701,114.232924,174.490364666667,721,697,471,0.0126818358616285
"DENND2C",110,0.219434,117,0.250517,126,0.264253,0.244734666667,0.383623,0.593034,0.160819,0.379158666666667,18,16,9,0.902531881756172
"DENND2D",85,0.799775,58,0.585757,229,2.26528,1.21693733333,0.265812,0.075603,0.469454,0.270289666666667,3,3,7,1.74522189033262
"DENND3",2388,5.31231,1840,4.39347,4168,9.74799,6.48459,10.300831,14.289174,9.351651,11.3138853333333,222,169,201,0.60781709406855
"DENND4A",1249,1.62534,1530,2.13705,1409,1.92767,1.89668666667,4.318767,5.384696,4.194993,4.63281866666667,167,169,161,0.514251716252065
"DENND4B",1171,11.8813,1013,11.0321,1440,15.3606,12.758,34.869371,30.431222,29.220196,31.5069296666667,764,585,688,0.423232835000956
"DENND4C",868,1.05959,1428,1.87105,1385,1.77748,1.56937333333,5.28555,5.461209,4.573822,5.10686033333333,259,252,224,0.420735565099709
"DENND5A",3099,4.2789,2890,4.28301,3399,4.93401,4.49864,75.740167,89.997767,83.975997,83.237977,1597,1483,1443,0.0652750718360675
"DENND5B",1096,0.916516,1418,1.27276,1108,0.974108,1.05446133333,2.91444,3.967616,3.137533,3.339863,419,431,362,0.47339313091911
"DENND6A",1011,2.61181,1238,3.43282,1675,4.54928,3.53130333333,8.661197,18.776639,9.432374,12.29007,259,266,269,0.340954060688168
"DENND6B",688,6.6837,655,6.82983,453,4.62663,6.04672,11.905086,6.916484,9.667195,9.496255,490,220,386,0.671355640654691
"DENR",1457,13.9541,1663,17.0952,1805,18.1743,16.4078666667,26.735633,25.70009,22.874735,25.103486,796,730,731,0.66687900101542
"DEPDC1",20,0.151451,24,0.195072,20,0.159225,0.168582666667,0.216129,3.362765,0.433361,1.33741833333333,12,83,15,0.499945880462276
"DEPDC1B",170,0.287559,125,0.226949,102,0.181391,0.231966333333,1.279599,1.663325,1.80885,1.58392466666667,20,33,24,0.476781056826347
"DEPDC5",619,0.701439,615,0.748023,635,0.756504,0.735322,10.970742,28.680011,31.019698,23.556817,161,156,140,0.0706655915544755
"DEPDC7",259,2.55532,373,3.94998,272,2.82132,3.10887333333,3.06021,2.996221,3.075659,3.04403,67,54,60,1.01603433538574
"DEPP1",2455,54.7817,2673,64.0212,5155,120.935,79.9126333333,31.274934,44.96177,23.663347,33.300017,640,730,408,2.3589677326778
"DEPTOR",603,0.594483,514,0.543908,547,0.566953,0.568448,1.1343,0.522182,0.641874,0.766118666666667,19,16,12,0.888076225908565
"DERA",551,0.763477,712,1.05892,943,1.37371,1.065369,4.496953,3.846584,5.187101,4.51021266666667,62,52,68,0.374825641938321
"DERL1",1082,6.48833,1122,7.22169,1269,8.00028,7.23676666667,39.548498,43.680187,43.37823,42.202305,946,812,946,0.190655722343287
"DERL2",566,6.35555,525,6.32756,728,8.59422,7.09244333333,27.151046,48.072401,38.968545,38.0639973333333,459,474,529,0.207158608584706
"DERL3",106,4.00305,29,1.1755,57,2.26307,2.48054,0.487006,0.349776,0.555703,0.464161666666667,11,7,1,2.37715552813499
"DERPC",943,11.6491,928,12.3046,1048,13.6107,12.5214666667,13.07627,14.194449,14.01365,13.7614563333333,548,480,518,0.915998148242781
"DES",35,0.731571,54,1.2115,154,3.38413,1.77573366667,0.252039,1.072624,0.295141,0.539934666666667,3,10,3,1.80250092861299
"DESI1",1253,9.51068,1270,10.3468,1229,9.80733,9.88827,43.696992,34.305896,42.949563,40.3174836666667,775,609,768,0.263526939051814
"DESI2",551,1.72103,693,2.32333,710,2.33149,2.12528333333,10.333232,13.115279,9.950833,11.1331146666667,579,592,523,0.257582938857085
"DET1",341,1.14045,370,1.3282,466,1.63849,1.36904666667,2.847622,3.268455,2.86181,2.992629,102,102,98,0.593355071725923
"DEUP1",12,0.0193185,14,0.0241914,24,0.0406202,0.0280433666667,0.081755,0.395969,0,0.159241333333333,2,6,0,0.886824285078431
"DEXI",1690,21.7441,1662,22.9523,1681,22.7384,22.4782666667,22.163019,26.64075,25.491897,24.765222,465,369,369,0.911238671520083
"DFFA",1083,11.819,1141,13.3653,954,10.9456,12.0433,9.3314,11.87252,11.224226,10.809382,556,494,503,1.10448624661307
"DFFB",246,1.52597,256,1.70448,280,1.82603,1.68549333333,6.190565,3.87983,4.480347,4.85024733333333,138,88,118,0.459039281643477
"DGAT1",471,6.67504,492,7.48409,435,6.48128,6.88013666667,28.078341,18.956289,20.179758,22.404796,446,257,320,0.336688970357614
"DGAT2",167,0.69424,202,0.901332,143,0.624982,0.740184666667,4.702765,2.847618,3.73301,3.761131,88,47,82,0.36549816979768
"DGAT2L6",14,0.0866624,20,0.132884,17,0.110634,0.110060133333,0,0,0,0,0,0,0,1.110060133333
"DGCR2",1913,3.87824,1950,4.24321,1668,3.55511,3.89218666667,35.963188,27.975424,29.66222,31.2002773333333,1435,944,1216,0.151929954392215
"DGCR6",1151,24.4889,1262,28.82,1011,22.6143,25.3077333333,15.306621,14.595054,17.418237,15.773304,263,185,252,1.56842881601025
"DGCR6L",644,19.2549,740,23.748,495,15.5596,19.5208333333,10.754221,10.336478,9.302668,10.1311223333333,156,129,125,1.84355473947566
"DGCR8",789,4.35561,764,4.52695,884,5.13053,4.67103,23.547914,25.585993,18.144436,22.4261143333333,733,647,592,0.242081547084854
"DGKA",625,4.08802,587,4.12108,583,4.00903,4.07271,70.561948,78.467554,87.738741,78.9227476666667,310,303,290,0.0634701652295129
"DGKB",536,0.112855,611,0.138082,321,0.0710555,0.107330833333,0.248235,0.236911,0.793684,0.426276666666667,10,10,12,0.776378706328366
"DGKD",1097,1.62966,986,1.5722,1205,1.88198,1.69461333333,41.510091,38.924394,45.087455,41.8406466666667,582,383,465,0.0628985214508122
"DGKE",706,3.47812,984,5.20326,697,3.61003,4.09713666667,1.402737,2.051391,1.689417,1.714515,150,107,169,1.8777338370464
"DGKG",958,0.652312,940,0.687002,980,0.701543,0.680285666667,2.496129,8.379257,0.271662,3.71568266666667,8,16,8,0.356318646830137
"DGKH",14287,11.5262,24595,21.2977,10554,8.95162,13.9251733333,2.110699,2.609666,2.214319,2.31156133333333,271,268,224,4.50698985492644
"DGKI",7432,2.78585,7489,3.01312,9045,3.5645,3.12115666667,2.833811,3.624584,3.623505,3.36063333333333,402,289,389,0.945082136387681
"DGKK",44,0.0729176,17,0.0302391,27,0.0470416,0.0500661,0.067782,0.052808,0.057487,0.059359,8,5,6,0.991227808514394
"DGKQ",788,4.91495,799,5.34909,519,3.40329,4.55577666667,12.794922,8.366428,12.048377,11.069909,417,248,323,0.460299797344785
"DGKZ",1879,6.88897,1681,6.61509,1410,5.43482,6.31296,39.024618,65.059998,56.645406,53.576674,690,592,637,0.133994240836296
"DGLUCY",1250,1.32108,1188,1.34764,1235,1.37222,1.34698,11.392988,5.737659,10.746563,9.29240333333333,231,99,189,0.228030317506018
"DGUOK",789,4.28919,819,4.77885,1164,6.65258,5.24020666667,42.28613,42.315158,44.124689,42.908659,445,359,413,0.142117905870685
"DHCR24",17366,80.7534,14884,74.2884,10617,51.904,68.9819333333,53.338295,55.720533,46.325106,51.7946446666667,2859,2574,2698,1.32554985027648
"DHCR7",3752,26.5631,2901,22.0447,1700,12.6533,20.4203666667,50.140677,56.284981,59.815926,55.4138613333333,850,739,824,0.37970041689104
"DHDDS",1315,5.88672,1293,6.21279,1226,5.77001,5.95650666667,41.794355,42.941965,38.632337,41.1228856666667,851,688,787,0.165147913220364
"DHDH",8,0.123999,12,0.199641,3,0.0488863,0.124175433333,0.456139,0.473465,0.807035,0.578879666666667,4,3,7,0.712008303778059
"DHFR",4658,28.2964,3776,24.6209,3473,22.1807,25.0326666667,11.779815,17.323367,12.935421,14.0128676666667,550,505,502,1.73402358861131
"DHFR2",431,4.8409,532,6.41358,663,7.82889,6.36112333333,2.659718,1.876844,2.915515,2.48402566666667,129,83,126,2.11282121247193
"DHH",796,17.071,909,20.9243,867,19.548,19.1811,6.03155,5.032089,5.892618,5.65208566666667,438,292,373,3.03380037649345
"DHODH",473,4.33153,454,4.46249,459,4.41907,4.40436333333,4.365923,2.752105,5.091543,4.069857,98,74,84,1.06597944149707
"DHPS",867,24.5724,970,29.508,622,18.5335,24.2046333333,56.259325,42.408109,63.188682,53.9520386666667,264,227,238,0.458666028501484
"DHRS1",317,6.03067,330,6.73846,318,6.36021,6.37644666667,19.00313,15.387459,15.799971,16.7301866666667,274,184,224,0.416038861031168
"DHRS11",187,3.65995,146,3.06709,137,2.81898,3.18200666667,5.061711,2.951057,4.061411,4.02472633333333,102,67,89,0.832285459792537
"DHRS13",238,7.84646,339,11.996,164,5.68432,8.50892666667,4.976243,3.960175,6.105481,5.01396633333333,107,54,97,1.58114065487286
"DHRS2",225,2.53187,210,2.53641,349,4.12879,3.06569,7.116073,8.254337,8.072571,7.814327,146,140,143,0.461259265738609
"DHRS3",649,2.25402,494,1.84154,1075,3.92519,2.67358333333,1.096213,1.183655,0.964479,1.081449,31,31,27,1.76491633152193
"DHRS4",549,6.16942,578,6.97172,527,6.22617,6.45577,7.220334,6.944991,6.174113,6.77981266666667,95,63,59,0.958348268711526
"DHRS4L2",579,2.7686,678,3.47978,655,3.29277,3.18038333333,5.175936,11.499939,9.119267,8.59838066666667,61,61,78,0.435530062674808
"DHRS7",1866,12.6656,1925,14.0245,1745,12.4523,13.0474666667,75.112523,51.439485,74.631636,67.0612146666667,610,365,560,0.206394592507615
"DHRS7B",531,1.32708,529,1.41905,451,1.18499,1.31037333333,18.873357,14.489226,18.597381,17.319988,176,146,198,0.126112164119867
"DHRS7C",1,0.00879476,2,0.0188797,1,0.00924617,0.0123068766667,0.326827,0,0.332942,0.219923,4,0,1,0.829812108359872
"DHRS9",12,0.0668087,13,0.0776847,10,0.0585315,0.0676749666667,0,0,0,0,0,0,0,1.0676749666667
"DHTKD1",807,2.59789,958,3.31019,975,3.29981,3.06929666667,22.091858,16.099754,18.084414,18.7586753333333,270,221,262,0.205949872550667
"DHX15",2630,6.84594,3330,9.30384,3502,9.58367,8.57781666667,82.214138,93.283998,82.728526,86.075554,1669,1435,1505,0.109994323626927
"DHX16",723,6.35094,767,7.23161,635,5.86423,6.48226,15.07282,16.738387,14.079547,15.296918,416,333,363,0.459121166345686
"DHX29",1015,3.43376,1144,4.15404,1233,4.38536,3.99105333333,11.45047,8.084004,10.061672,9.865382,540,464,587,0.459353691690729
"DHX30",1628,6.01455,1791,7.10207,1441,5.59694,6.23785333333,30.403892,26.351999,25.600273,27.4520546666667,1072,803,915,0.254387720610195
"DHX32",861,2.50276,873,2.72377,1081,3.30354,2.84335666667,7.634145,10.268895,8.651065,8.85136833333333,337,330,328,0.390134297756944
"DHX33",492,3.06249,517,3.45415,610,3.99189,3.50284333333,7.734096,8.345309,7.305573,7.79499266666667,564,485,490,0.511978065700491
"DHX34",357,1.86785,314,1.76337,349,1.91972,1.85031333333,10.437376,6.03627,10.050637,8.84142766666667,340,253,270,0.289623968175281
"DHX35",475,1.07177,531,1.28601,623,1.47787,1.27855,4.463587,4.610082,3.956544,4.34340433333333,161,128,121,0.42642290529764
"DHX36",2463,8.28393,2812,10.1514,2686,9.49765,9.31099333333,74.401821,65.336423,77.540078,72.4261073333333,1289,1014,1124,0.14042680059997
