"Hs_symbol","hDRG1_read","hDRG1_TPM","hDRG2_read","hDRG2_TPM","hDRG3_read","hDRG3_TPM","Avg_TPM","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Hs_Avg_TPM","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","FoldChange"
"ACSM2A",2,0.00964948,7,0.0362504,1,0.00507238,0.0169907533333,1.918943,2.292445,1.490272,1.90055333333333,10,6,4,0.350619566841258
"ACSM2B",0,0,4,0.0186571,0,0,0.00621903333333,0,0.111241,0,0.0370803333333333,0,2,0,0.970242131676714
"ACSM3",1237,1.15354,1436,1.43733,1533,1.50294,1.36460333333,1.027824,2.197071,1.355443,1.52677933333333,11,13,11,0.9358171100009
"ACSM4",25,0.178695,14,0.107409,31,0.232955,0.173019666667,0,0,0,0,0,0,0,1.173019666667
"ACSM5",518,2.84546,421,2.48225,599,3.45929,2.929,0.347033,0.226793,0.050724,0.208183333333333,7,6,1,3.25198990219475
"ACSS1",1348,4.46426,1445,5.13651,1546,5.38279,4.99452,0.37447,0.329271,0.198105,0.300615333333333,29,24,13,4.60898764328474
"ACSS2",3953,12.3723,3142,10.5553,2525,8.30852,10.41204,136.021315,95.971222,128.057604,120.016713666667,1559,1286,1185,0.0943013543685692
"ACSS3",1107,0.595424,1762,1.01724,2163,1.22313,0.945264666667,2.79066,4.630495,1.143408,2.85485433333333,125,108,90,0.504627282500947
"ACTA1",41,2.50969,47,3.08798,59,3.79688,3.13151666667,636.770692,441.289829,564.554107,547.538209333333,19134,12570,15960,0.00753186668927083
"ACTA2",725,2.25104,769,2.56278,1734,5.6602,3.49134,51.781238,68.388245,46.909126,55.6928696666667,1324,1661,1126,0.0792223083150921
"ACTB",33185,158.239,32708,167.404,43793,219.54,181.727666667,429.465479,453.29093,375.743403,419.499937333333,7846,7769,6339,0.434548618070662
"ACTBL2",0,0,1,0.0671127,0,0,0.0223709,0,0.022184,0.02198,0.0147213333333333,0,1,1,1.00753858859115
"ACTC1",64,2.10164,63,2.22055,124,4.28094,2.86771,5080.246607,4691.279529,4052.296585,4607.940907,121009,106500,94643,0.00083917543705665
"ACTG1",45642,574.592,41363,558.917,38734,512.655,548.721333333,124.614163,112.983909,79.093729,105.563933666667,2936,2870,2190,5.15860586615107
"ACTG2",30,0.190221,21,0.142921,81,0.539959,0.291033666667,0.271346,0.303675,0.231978,0.268999666666667,8,3,6,1.01736328273293
"ACTL10",7,0.772516,10,1.18454,17,1.97241,1.309822,0.248173,0.129837,0.099075,0.159028333333333,11,5,4,1.99289519813292
"ACTL6A",607,4.15494,690,5.0695,1181,8.49892,5.90778666667,129.936939,63.089341,28.578082,73.8681206666667,238,226,162,0.0922660620456249
"ACTL6B",273,3.57196,271,3.80587,150,2.06335,3.14706,0,0,0,0,0,0,0,4.14706
"ACTN1",872,1.44673,942,1.6775,1796,3.13267,2.08563333333,97.368685,90.347999,62.458246,83.3916433333333,3154,2333,1894,0.0365632568753549
"ACTN2",83,0.144292,99,0.184731,71,0.129766,0.152929666667,978.395053,817.138475,753.753803,849.762443666667,32985,24389,21981,0.00135517226371446
"ACTN3",5,0.0515641,10,0.110692,6,0.0650529,0.0757696666667,0.251983,0.266257,0.25194,0.256726666666667,16,16,15,0.856009262157271
"ACTN4",4324,8.99916,4407,9.84464,4506,9.85929,9.56769666667,80.761957,61.78139,43.622584,62.0553103333333,1727,1358,1104,0.167594079083987
"ACTR10",3513,17.2601,3814,20.1135,3356,17.3351,18.2362333333,123.432299,114.333934,91.069828,109.612020333333,961,968,829,0.173907259584726
"ACTR1A",7430,31.7891,7354,33.7718,5219,23.4755,29.6788,64.377145,42.659304,39.165459,48.7339693333333,3101,2292,2094,0.616858063236028
"ACTR1B",1972,42.5002,2092,48.3934,1535,34.7801,41.8912333333,19.202777,14.33055,13.258617,15.5973146666667,779,576,553,2.58422727981659
"ACTR2",6761,27.152,6651,28.6694,9579,40.4436,32.0883333333,26.040333,13.291404,11.523641,16.9517926666667,1146,882,773,1.84317711036955
"ACTR3",4285,10.3205,4382,11.3282,5816,14.7269,12.1252,38.861514,29.33901,25.230379,31.1436343333333,1098,1075,941,0.4083296824463
"ACTR3B",1119,2.04421,1139,2.23337,855,1.6421,1.97322666667,7.030276,2.889677,2.312428,4.07746033333333,129,80,93,0.585573588266339
"ACTR5",252,1.82969,252,1.96389,289,2.20604,1.99987333333,1.163629,0.795908,0.976133,0.978556666666667,62,40,49,1.51619278025733
"ACTR6",1039,4.2465,1297,5.68978,1042,4.47735,4.80454333333,7.680683,7.620821,3.561405,6.28763633333333,89,134,72,0.796491903249929
"ACTR8",496,5.7434,673,8.36456,629,7.65731,7.25509,17.708309,15.074514,11.257858,14.680227,360,281,217,0.526464954875972
"ACTRT3",52,3.43974,53,3.76304,63,4.38128,3.86135333333,0.448872,0.581869,0.461129,0.49729,14,18,14,3.24676804983003
"ACVR1",561,0.702961,684,0.919952,966,1.27258,0.965164333333,7.233818,5.194846,4.253429,5.56069766666667,358,289,222,0.299535877612152
"ACVR1B",1040,4.00368,988,4.08247,1082,4.37917,4.15510666667,7.139766,4.870088,4.743164,5.58433933333333,614,453,436,0.782934536890008
"ACVR1C",30,0.0513328,36,0.0661175,58,0.104337,0.0739291,0.00775,0.013681,0,0.00714366666666667,1,2,0,1.06631172447757
"ACVR2A",570,1.15373,724,1.57293,775,1.64918,1.45861333333,2.344089,1.398215,1.171016,1.63777333333333,115,94,85,0.932079076795833
"ACVR2B",463,2.06062,484,2.31208,571,2.67173,2.34814333333,1.1158,1.888897,1.517997,1.50756466666667,261,178,121,1.33521714428235
"ACVRL1",225,2.38892,317,3.61259,418,4.66588,3.55579666667,1.239071,1.061599,0.85141,1.05069333333333,40,22,30,2.22158847089277
"ACY1",265,7.90291,240,7.68233,223,6.99172,7.52565333333,29.01427,20.193338,18.22011,22.475906,288,174,168,0.363166104572492
"ACY3",13,0.277775,28,0.642167,4,0.0898562,0.3365994,0,0,0.038868,0.012956,0,0,1,1.31950390737604
"ACYP1",546,5.87097,550,6.34776,577,6.52276,6.24716333333,12.321627,16.716988,15.356579,14.798398,78,114,101,0.458727735136816
"ACYP2",942,0.492032,1226,0.687343,1085,0.595814,0.591729666667,14.923638,15.092443,14.910934,14.9756716666667,179,179,196,0.0996346006527008
"ADA",33,0.176237,31,0.177699,53,0.297576,0.217170666667,4.945909,4.204043,4.670719,4.60689033333333,124,113,122,0.217084800005957
"ADAD1",1,0.00343645,4,0.014754,1,0.00361284,0.00726776333333,0,0,0,0,0,0,0,1.00726776333333
"ADAL",290,2.11987,260,2.03997,347,2.66673,2.27552333333,13.118704,10.233636,7.871906,10.408082,497,431,361,0.287123053053966
"ADAM10",2772,3.00818,3870,4.50777,4263,4.86367,4.12654,24.348027,13.702235,11.245455,16.4319056666667,536,434,351,0.29408947581692
"ADAM11",2154,16.4619,1890,15.5037,906,7.27947,13.08169,11.764671,7.939555,6.243467,8.649231,981,771,582,1.45935878206253
"ADAM12",65,0.0301946,56,0.0279219,105,0.0512795,0.0364653333333,0.692991,0.787749,1.408243,0.962994333333333,57,72,53,0.528002203436468
"ADAM15",1313,18.7862,1351,20.7477,1226,18.4418,19.3252333333,11.532537,17.778786,12.695181,14.002168,314,295,237,1.3548197389404
"ADAM17",1847,4.72796,1925,5.28906,2391,6.43465,5.48389,5.863159,4.842983,3.098865,4.601669,292,270,199,1.15749252588827
"ADAM18",8,0.00960037,11,0.0141687,11,0.0138781,0.0125490566667,0.106287,0,0.174783,0.09369,1,0,1,0.925809924811144
"ADAM2",7,0.0129331,3,0.00594933,6,0.0116545,0.0101789766667,0,0,0,0,0,0,0,1.0101789766667
"ADAM21",48,1.08453,49,1.18833,38,0.902652,1.058504,0.092614,0.093693,0.038026,0.0747776666666667,5,5,2,1.91528356407356
"ADAM22",6229,4.04916,6309,4.40198,4743,3.24144,3.89752666667,0.473128,0.221024,0.122401,0.272184333333333,42,22,22,3.84969892990088
"ADAM23",7581,7.45734,8286,8.74868,6554,6.77801,7.66134333333,41.864549,35.696454,23.789355,33.7834526666667,1340,1061,895,0.249007578871842
"ADAM28",643,1.72961,795,2.29533,1697,4.79908,2.94134,0.222073,0,0.032833,0.0849686666666667,7,0,4,3.63267633535346
"ADAM29",8,0.00941057,10,0.012626,17,0.0210239,0.01435349,0.022632,0,0,0.007544,1,0,0,1.00675850384698
"ADAM32",157,0.154151,191,0.201289,165,0.170321,0.175253666667,1.741478,1.890163,5.623824,3.085155,39,39,22,0.287688880022178
"ADAM33",1623,19.8527,1070,14.0484,1575,20.2544,18.0518333333,0.151082,0.049411,0.215616,0.138703,10,3,12,16.7311698777469
"ADAM7",14,0.0284258,13,0.0283315,10,0.0213463,0.0260345333333,0,0,0,0,0,0,0,1.0260345333333
"ADAM8",92,1.11235,84,1.09012,124,1.5762,1.25955666667,1.440741,0.605901,0.327876,0.791506,22,10,8,1.26126100982637
"ADAM9",1971,3.1767,2079,3.59653,3509,5.94581,4.23968,26.964509,19.212823,18.44891,21.5420806666667,1015,721,645,0.232439945428285
"ADAMDEC1",5,0.0401995,7,0.0604073,11,0.0929783,0.0645283666667,0,0,0,0,0,0,0,1.0645283666667
"ADAMTS1",3327,60.1993,2666,51.7772,3804,72.3631,61.4465333333,7.164372,3.536363,3.442214,4.71431633333333,277,249,139,10.9280847770066
"ADAMTS10",420,2.40601,467,2.87147,726,4.37243,3.21663666667,2.733393,2.863047,1.555908,2.384116,70,54,46,1.2460083125608
"ADAMTS12",92,0.0436173,147,0.0748046,180,0.0897184,0.0693801,9.689995,10.514763,8.128071,9.44427633333333,421,377,273,0.102389104411861
"ADAMTS13",379,1.46988,343,1.42784,377,1.53718,1.4783,3.498026,3.363595,2.00095,2.95419033333333,170,115,87,0.626752834608956
"ADAMTS14",120,0.233098,155,0.323169,275,0.561601,0.372622666667,1.363407,0.882597,0.773,1.00633466666667,169,102,89,0.684144419907513
"ADAMTS15",121,0.764008,97,0.657393,133,0.882882,0.768094333333,5.729811,5.379448,3.798096,4.96911833333333,751,656,463,0.296206949602496
"ADAMTS16",473,0.459134,640,0.666805,460,0.469434,0.531791,0.036176,0.066894,0.143115,0.0820616666666667,4,7,12,1.41562264627555
"ADAMTS17",93,0.0438434,89,0.0450352,125,0.061954,0.0502775333333,0.492449,0.402607,0.432152,0.442402666666667,33,26,24,0.728144475606419
"ADAMTS18",10,0.00933112,16,0.0160249,13,0.0127531,0.01270304,0.121899,0.017094,0.017158,0.0520503333333333,3,2,2,0.962599419356045
"ADAMTS19",41,0.0257277,60,0.0404118,36,0.0237497,0.0299630666667,2.13328,0.847573,1.17336,1.38473766666667,96,45,53,0.431897848163047
"ADAMTS2",358,0.266581,361,0.288532,816,0.638814,0.397975666667,0.115833,0.086629,0.03467,0.079044,13,8,5,1.29556873182836
"ADAMTS20",2,0.00176163,20,0.0189084,9,0.00833423,0.00966808666667,0.194401,0.034761,0.182112,0.137091333333333,12,3,3,0.887939303615016
"ADAMTS3",60,0.0363637,108,0.0702556,75,0.0477877,0.051469,0.99259,0.688442,0.66207,0.781034,83,76,57,0.590369976092539
"ADAMTS4",344,4.07351,208,2.64371,364,4.53158,3.7496,0.02932,0.026379,0.464571,0.173423333333333,6,6,4,4.04764407275578
"ADAMTS5",171,0.607593,172,0.655973,117,0.43706,0.566875333333,0.014722,0,0,0.00490733333333333,1,0,0,1.55922370288172
"ADAMTS6",127,0.0665904,182,0.102428,173,0.0953657,0.0881280333333,0.791118,0.693934,0.622677,0.702576333333333,95,61,55,0.639106753705982
"ADAMTS7",329,1.09983,467,1.67566,358,1.2582,1.34456333333,5.459603,4.568133,3.862321,4.630019,514,375,312,0.416439684009947
"ADAMTS8",526,3.87942,457,3.61774,393,3.04727,3.51481,0.317805,0.100515,0.182645,0.200321666666667,24,7,13,3.76133342034705
"ADAMTS9",2388,2.42059,1539,1.67443,2427,2.58639,2.22713666667,11.270211,9.013448,9.75239,10.0120163333333,594,373,363,0.293055928086618
"ADAMTSL1",1161,0.20194,1836,0.34277,1358,0.248329,0.264346333333,2.699594,2.503845,1.528651,2.24403,224,163,120,0.38974557366393
"ADAMTSL2",533,2.14768,724,3.13127,749,3.17294,2.81729666667,0.864767,0.719934,0.473671,0.686124,77,57,38,2.26394776817719
"ADAMTSL3",241,0.109143,354,0.172077,572,0.272341,0.184520333333,0.184832,0.214714,0.105793,0.168446333333333,11,12,8,1.01375672937739
"ADAMTSL4",760,11.4765,649,10.5191,1257,19.9558,13.9838,12.635359,12.932216,10.354914,11.974163,763,595,511,1.15489531000959
"ADAMTSL5",89,1.81151,156,3.40813,212,4.53655,3.25206333333,42.692522,31.619021,21.507695,31.939746,494,357,323,0.129086099611393
"ADAP1",1063,3.2292,1090,3.5541,884,2.82327,3.20219,2.559191,2.013888,2.267124,2.28006766666667,50,43,34,1.28112905800825
"ADAP2",562,1.8532,396,1.40159,1016,3.52224,2.25901,3.159636,0.302603,0.075168,1.17913566666667,8,6,4,1.4955516766816
"ADAR",5573,21.185,6126,24.9952,7275,29.0744,25.0848666667,31.090188,13.016808,8.388818,17.4986046666667,1562,1005,859,1.41009914729965
"ADARB1",1308,1.49636,1427,1.75224,1792,2.15529,1.80129666667,19.742685,2.826503,2.675535,8.41490766666667,369,269,279,0.297538410980699
"ADARB2",501,0.156234,944,0.315973,485,0.159007,0.210404666667,0.115823,0.022508,0.083771,0.074034,3,4,2,1.12697053041803
"ADAT1",854,5.66843,860,6.12694,899,6.27339,6.02292,12.085066,7.251189,8.024499,9.12025133333333,134,77,60,0.693947192484087
"ADAT2",387,2.42638,380,2.55724,638,4.20539,3.06300333333,0.527551,0.654778,0.610782,0.597703666666667,63,65,57,2.54302685666783
"ADAT3",46,0.998404,31,0.722189,43,0.981195,0.900596,0.613159,0.450686,0.803128,0.622324333333333,20,11,23,1.17152653199432
"ADCK1",284,0.367771,284,0.394746,329,0.447913,0.403476666667,6.62267,6.828834,4.626745,6.026083,191,206,136,0.199752360834195
"ADCK2",804,6.02385,817,6.57023,656,5.16725,5.92044333333,8.450675,6.860918,7.832185,7.71459266666667,216,169,177,0.794121262810218
"ADCK5",174,1.50917,191,1.77812,151,1.3769,1.55473,4.110263,2.199273,1.452022,2.587186,128,66,57,0.712182195180289
"ADCY1",332,0.389322,413,0.519831,326,0.401908,0.437020333333,0.4447,0.546407,0.45112,0.480742333333333,108,68,50,0.970472918200488
"ADCY10",49,0.0816584,47,0.0840704,58,0.101618,0.0891156,0.095948,0.039473,0.019977,0.0517993333333333,1,4,2,1.03547850382107
"ADCY2",314,0.126411,265,0.11451,271,0.1147,0.118540333333,0.17816,0.66433,0.071804,0.304764666666667,11,16,10,0.857273623289155
"ADCY3",4737,8.22034,3211,5.98091,5227,9.53623,7.91249333333,0.989079,0.854518,0.47374,0.772445666666667,27,19,13,5.02835912036232
"ADCY4",682,7.11524,842,9.42883,463,5.07837,7.20748,0.32983,0.401649,0.214958,0.315479,5,3,3,6.23915699148371
"ADCY5",771,0.804315,832,0.931613,820,0.89934,0.878422666667,29.485628,24.648613,19.357219,24.4971533333333,2001,1890,1434,0.0736718582702043
"ADCY6",1216,9.29934,1150,9.43967,1242,9.98569,9.5749,52.569283,30.652688,27.231797,36.8179226666667,3885,2826,2457,0.279626675775105
"ADCY7",1701,4.12732,1462,3.80761,2459,6.27279,4.73590666667,1.115192,0.719433,0.654716,0.829780333333333,39,31,24,3.13475151206857
"ADCY8",97,0.0650239,86,0.0618785,86,0.0606091,0.0625038333333,0.108939,0,0.014524,0.0411543333333333,9,0,1,1.02050560547697
"ADCY9",1169,1.25247,1230,1.41449,1157,1.30324,1.3234,3.831584,2.220177,1.998618,2.68345966666667,528,363,299,0.630765695909615
"ADCYAP1",3750,89.7181,2088,53.6191,8078,203.185,115.5074,0,0,0,0,0,0,0,116.5074
"ADCYAP1R1",102,0.301925,116,0.368551,105,0.326758,0.332411333333,0.006753,0,0,0.002251,1,0,0,1.32941881158811
"ADD1",8996,18.2277,9092,19.7734,8285,17.6487,18.5499333333,153.183987,134.469754,126.62982,138.094520333333,4224,3342,2845,0.140551427090366
"ADD2",6367,6.92561,5742,6.70389,5182,5.92596,6.51848666667,5.559971,3.289912,3.736443,4.195442,820,551,534,1.44713128674519
"ADD3",5737,7.20016,7429,10.0076,6888,9.08843,8.76539666667,179.187635,64.000519,43.576139,95.5880976666667,1088,803,587,0.101103520025533
"ADGB",309,0.249344,316,0.273696,433,0.367339,0.296793,0.054045,0.059068,0.038539,0.0505506666666667,7,8,5,1.23439358152486
"ADGRA1",75,0.215689,82,0.253116,24,0.072563,0.180456,0,0,0,0,0,0,0,1.180456
"ADGRA2",1605,4.61885,1784,5.51054,1627,4.92249,5.01729333333,1.052057,0.576,0.480785,0.702947333333333,151,82,66,3.53345826705739
"ADGRA3",388,0.396402,603,0.661245,564,0.60579,0.554479,26.061508,22.676209,17.139068,21.9589283333333,503,415,325,0.0677069494460289
"ADGRB1",766,1.40008,581,1.13983,715,1.37394,1.30461666667,0,0.242985,0.016005,0.08633,0,3,2,2.12147014873013
"ADGRB2",536,2.47872,328,1.62809,225,1.09392,1.73357666667,15.420485,13.604855,10.864538,13.296626,1003,721,599,0.191204320982447
"ADGRB3",1909,0.442176,3346,0.831871,2361,0.574942,0.616329666667,0.034338,0,0.364223,0.132853666666667,2,0,2,1.42677709771901
"ADGRD1",279,0.259865,304,0.303919,601,0.588513,0.384099,10.457535,3.538922,4.19323,6.063229,275,217,185,0.195958392400983
"ADGRE1",71,0.2345,35,0.124077,287,0.996562,0.451713,0,0,0,0,0,0,0,1.451713
"ADGRE5",323,1.99921,240,1.59444,349,2.27102,1.95489,5.268911,2.790159,3.153039,3.73736966666667,167,156,138,0.623740642574582
"ADGRF1",4,0.015653,2,0.00840055,1,0.0041141,0.00938921666667,0.060606,0.230254,0.111599,0.134153,5,8,4,0.88999386913994
"ADGRF2",1,0.00422366,4,0.0181338,2,0.0088809,0.0104127866667,0.023203,0.023839,0.039741,0.0289276666666667,1,2,4,0.982005654430551
"ADGRF3",59,0.266716,29,0.140713,70,0.332685,0.246704666667,0.040836,0.044289,0,0.028375,3,4,0,1.2123054981568
"ADGRF4",0,0,4,0.0207437,3,0.0152386,0.0119941,0.063151,0.032288,0,0.031813,4,2,0,0.980792159044323
"ADGRF5",957,1.63233,1206,2.20793,1096,1.96538,1.93521333333,0.145344,0.152902,0.153877,0.150707666666667,15,11,7,2.55078976038513
"ADGRG1",3435,10.9249,3158,10.7806,4000,13.3748,11.6934333333,0.426519,0.391658,0.399369,0.405848666666667,9,5,9,9.02901829639795
"ADGRG2",1018,1.33385,1562,2.19675,1412,1.94506,1.82522,0.154332,0.157483,0.118789,0.143534666666667,15,14,11,2.47060284428048
"ADGRG3",6,0.0496728,9,0.0799742,4,0.0348149,0.0548206333333,0,0,0,0,0,0,0,1.0548206333333
"ADGRG4",4,0.00602785,4,0.00646998,3,0.00475293,0.00575025333333,0,0,0.005261,0.00175366666666667,0,0,1,1.00398959025522
"ADGRG5",144,0.512993,309,1.18154,148,0.554305,0.749612666667,0.081545,0,0.028829,0.0367913333333333,2,0,2,1.68752632320133
"ADGRG6",1857,2.24645,2427,3.15133,1778,2.26128,2.55302,2.013663,1.199546,1.17163,1.461613,175,144,91,1.44337066793196
"ADGRG7",86,0.174945,66,0.144108,93,0.198895,0.172649333333,0,0,0,0,0,0,0,1.172649333333
"ADGRL1",1569,4.68993,1428,4.58154,1122,3.52593,4.2658,4.074955,3.683864,2.645567,3.46812866666667,442,348,298,1.17852470079569
"ADGRL2",70,0.0178192,91,0.0248641,124,0.0331857,0.0252896666667,41.325873,22.437562,16.607941,26.7904586666667,907,657,457,0.0368935856354356
"ADGRL3",1814,0.361318,2586,0.552868,1847,0.386774,0.433653333333,4.87296,3.729253,3.553545,4.05191933333333,485,318,256,0.283783892564067
"ADGRL4",524,0.233311,711,0.339793,496,0.23218,0.268428,1.349637,0.532718,0.359264,0.747206333333333,23,17,17,0.725974932554236
"ADGRV1",2309,0.63515,3095,0.913805,1742,0.503778,0.684244333333,2.169258,1.793583,1.284269,1.74903666666667,39,35,35,0.612667103991459
"ADH1A",431,5.14488,353,4.52286,738,9.26173,6.30982333333,0.524325,0.037682,0,0.187335666666667,4,1,0,6.15649267393074
"ADH1B",9429,34.4682,8532,33.4769,14899,57.2597,41.7349333333,0.014292,0.010538,0.024878,0.0165693333333333,1,1,2,42.0383853142334
"ADH1C",518,5.56887,480,5.53884,923,10.4322,7.17997,0,0,0,0,0,0,0,8.17997
"ADH4",30,0.153532,39,0.214231,62,0.333586,0.233783,0.029115,0,0,0.009705,1,0,0,1.22192422539257
"ADH5",2295,22.4941,2982,31.3714,2871,29.584,27.8165,78.39781,62.67658,56.457748,65.844046,2080,1938,1702,0.431100475276437
"ADH6",21,0.217082,26,0.288481,26,0.282563,0.262708666667,0.394861,0.596771,0.522517,0.504716333333333,8,5,6,0.839167249464074
"ADH7",1,0.00744129,4,0.0319483,5,0.0391162,0.0261685966667,0.120761,0,0,0.0402536666666667,1,0,0,0.986459966014732
"ADHFE1",637,3.05589,970,4.99471,1273,6.42044,4.82368,14.948092,14.215742,12.787038,13.983624,254,182,182,0.388669656953485
"ADI1",2244,17.6859,3013,25.4884,2666,22.0903,21.7548666667,29.09088,31.659375,27.77474,29.5083316666667,1125,1042,951,0.745857456753753
"ADIG",2,0.0480669,1,0.0257962,1,0.025267,0.0330433666667,0,0,0,0,0,0,0,1.0330433666667
"ADIPOQ",4,0.0443399,2,0.023796,8,0.0932315,0.0537891333333,0.034025,0.022496,0.028266,0.0282623333333333,3,2,3,1.02482518241937
"ADIPOR1",1649,16.2325,1966,20.7725,1909,19.7565,18.9205,34.526107,31.357092,27.232321,31.0385066666667,1429,1268,1076,0.621767431524066
"ADIPOR2",5331,9.30381,5878,11.0109,5818,10.6749,10.32987,9.189842,8.119334,7.344019,8.21773166666667,766,648,585,1.22913862213751
"ADK",702,0.219483,898,0.301356,975,0.320484,0.280441,11.915415,10.357807,7.022151,9.76512433333333,225,228,162,0.118943447409634
"ADM",165,12.398,72,5.80685,430,33.9683,17.39105,12.326912,9.764378,11.025989,11.039093,342,255,285,1.52761092550743
"ADM2",13,0.463677,5,0.191418,3,0.112494,0.255863,0.032053,0.071322,0.011638,0.0383376666666667,3,6,1,1.2094938287577
"ADNP",1851,7.60472,1810,7.98171,2127,9.18719,8.25787333333,14.095506,12.815889,10.050779,12.3207246666667,1132,881,696,0.694997724598016
"ADNP2",443,2.02268,446,2.18574,611,2.93293,2.38045,12.492528,2.990565,2.49652,5.99320433333333,399,306,259,0.483390708875326
"ADO",898,41.7233,1109,55.3063,1080,52.7551,49.9282333333,2.460041,2.781656,2.109367,2.45035466666667,172,194,148,14.7602893770051
"ADORA1",309,0.70333,250,0.610775,146,0.349375,0.554493333333,5.806826,4.790978,3.967275,4.85502633333333,271,237,186,0.265497240291319
"ADORA2A",127,0.90636,98,0.750695,67,0.502701,0.719918666667,1.33958,0.74573,1.152519,1.07927633333333,36,31,39,0.827171761201053
"ADORA2B",33,0.186995,39,0.237204,34,0.202551,0.208916666667,0.761463,0.775973,0.622445,0.719960333333333,26,28,22,0.702874736840055
"ADORA3",664,26.7775,630,27.2699,1046,44.3478,32.7984,0,0,0,0,0,0,0,33.7984
"ADPGK",1710,8.66452,1559,8.47881,2366,12.6038,9.91571,12.097518,8.326456,6.13148,8.851818,332,251,211,1.10798940865534
"ADPRH",458,7.49318,480,8.42912,678,11.6619,9.19473333333,1.170042,1.306376,1.207528,1.227982,87,88,85,4.5757700615759
"ADPRHL1",512,1.65902,625,2.17371,466,1.58747,1.80673333333,87.623752,72.82769,76.641213,79.030885,4502,3419,3338,0.0350706272126067
"ADPRM",174,2.1767,212,2.8466,211,2.77505,2.59945,1.45691,0.95853,0.879918,1.09845266666667,30,22,20,1.71528767704712
"ADRA1A",36,0.0527929,43,0.0676834,22,0.0339183,0.0514648666667,0.025515,0.102006,0.024366,0.050629,1,4,1,1.00079558689766
"ADRA1B",102,0.165096,120,0.208477,81,0.137835,0.170469333333,0.374976,0.339421,0.369417,0.361271333333333,20,16,18,0.859835438146546
"ADRA1D",43,0.262128,34,0.222466,57,0.365307,0.283300333333,0.080449,0.0371,0.088722,0.068757,5,2,5,1.20074098539986
"ADRA2A",244,10.9891,189,9.13636,315,14.9149,11.68012,0,0.0134,0,0.00446666666666667,0,1,0,12.6237339881861
"ADRA2B",19,0.898074,39,1.97863,12,0.596318,1.157674,0.083598,0.064501,0.102753,0.0836173333333333,7,5,8,1.99117708219261
"ADRA2C",97,7.77687,72,6.19593,63,5.31021,6.42767,0.098793,0.145416,0.05509,0.0997663333333333,4,5,2,6.75386195673687
"ADRB1",7,0.4024,4,0.246809,9,0.543927,0.397712,2.1553,2.869327,1.868118,2.29758166666667,128,153,104,0.423859707290545
"ADRB2",87,4.41441,76,4.13912,69,3.68079,4.07810666667,0.659087,0.581192,0.584171,0.60815,48,41,41,3.15773196944937
"ADRB3",0,0,1,0.0519426,0,0,0.0173142,0.05234,0.115423,0.075513,0.081092,3,6,4,0.941006130838078
