"Hs_symbol","hDRG1_read","hDRG1_TPM","hDRG2_read","hDRG2_TPM","hDRG3_read","hDRG3_TPM","Avg_TPM","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Hs_Avg_TPM","Motor_neurons-S18_rep_1_read","Motor_neurons-S22_rep_2_read","Motor_neurons-S26_rep_3_read","FoldChange"
"CGNL1",323,0.322886,419,0.449573,439,0.461369,0.411276,0.753061,0.476592,0.39994,0.543197666666667,81,78,60,0.91451408363543
"CGREF1",819,7.0691,696,6.44807,488,4.42831,5.98182666667,19.643616,28.460248,22.05114,23.3850013333333,347,550,507,0.286316435715184
"CGRRF1",378,2.23996,440,2.7986,424,2.64151,2.56002333333,13.619092,12.105937,12.029704,12.584911,141,170,194,0.262057170144876
"CH25H",83,8.58497,40,4.4408,126,13.7015,8.90909,0.363481,0.472563,0.651022,0.495688666666667,9,16,23,6.62510201543726
"CHAC1",176,8.6587,170,8.97696,82,4.24123,7.29229666667,13.684677,15.083054,16.344959,15.0375633333333,244,368,402,0.5170546481606
"CHAC2",67,1.58323,75,1.90227,87,2.16136,1.88228666667,2.353112,1.182873,0.874351,1.470112,40,27,20,1.16686476834654
"CHAD",48,1.90106,50,2.12551,53,2.20682,2.07779666667,0.330738,0.028484,0.11455,0.157924,5,1,3,2.6580299455491
"CHADL",1099,16.8092,1498,24.5924,871,14.0057,18.4691,1.033668,1.482059,1.192933,1.23622,20,30,32,8.70625430413823
"CHAF1A",149,0.614223,156,0.690248,145,0.628414,0.644295,3.20292,3.795633,3.064734,3.354429,71,85,95,0.377614378371998
"CHAF1B",61,0.316936,54,0.301145,97,0.529848,0.382643,1.37174,1.041319,1.492016,1.30169166666667,65,79,108,0.600707305858372
"CHAMP1",356,2.6871,368,2.98141,436,3.45986,3.04279,12.411681,14.84239,11.009397,12.7544893333333,623,1038,832,0.29392512524638
"CHAT",74,0.230811,52,0.174088,34,0.111492,0.172130333333,54.245497,32.426395,28.29521,38.3223673333333,1720,1625,1845,0.029808234163445
"CHCHD1",243,26.4333,248,28.9559,254,29.048,28.1457333333,21.865225,18.564182,19.641191,20.0235326666667,245,287,314,1.38633852813477
"CHCHD10",555,37.1487,641,46.052,415,29.2036,37.4681,55.741575,69.888554,84.382598,70.0042423333333,141,255,353,0.541771853847963
"CHCHD2",2487,88.5964,2565,98.0772,2450,91.7581,92.8105666667,93.453913,97.50041,98.029158,96.327827,876,1255,1360,0.963861719287126
"CHCHD3",5449,3.20279,5649,3.56388,5655,3.49447,3.42038,19.308099,15.708196,16.820847,17.2790473333333,336,381,444,0.241827701378019
"CHCHD4",244,3.33176,271,3.97186,281,4.03393,3.77918333333,8.02804,8.37066,8.166875,8.188525,163,234,237,0.520125192381802
"CHCHD5",95,3.29555,121,4.50537,86,3.13647,3.64579666667,13.822637,13.152051,13.489319,13.4880023333333,77,100,107,0.32066509652481
"CHCHD6",517,0.352561,455,0.333039,390,0.279606,0.321735333333,38.271723,40.998404,35.317231,38.195786,379,582,532,0.0337213631417673
"CHCHD7",584,14.3212,640,16.8456,963,24.8274,18.6647333333,10.318765,10.928186,9.292363,10.1797713333333,183,218,206,1.75895666798373
"CHD1",806,1.87811,1053,2.63363,1555,3.80938,2.77370666667,17.606093,15.255233,13.782381,15.5479023333333,411,533,462,0.228047434088877
"CHD1L",1007,3.31228,1055,3.7247,1346,4.65459,3.89719,9.027789,7.989453,6.290668,7.76930333333333,235,325,273,0.558446870161864
"CHD2",2882,3.93937,2673,3.92168,3534,5.07852,4.31319,86.688708,70.561911,102.689227,86.6466153333333,1962,2427,2107,0.0606205953281041
"CHD3",3804,23.7638,3549,23.797,3599,23.6372,23.7326666667,438.241598,449.070692,314.933871,400.748720333333,4141,7179,5806,0.0615625275574721
"CHD4",3422,13.4514,4052,17.0961,4007,16.5594,15.7023,375.48671,365.198671,279.145465,339.943615333333,5274,6988,5165,0.048988452192221
"CHD5",1377,3.0631,793,1.89339,605,1.41488,2.12379,46.253528,34.738403,32.197702,37.7298776666667,4722,4695,4080,0.0806558189231908
"CHD6",2700,2.18069,2983,2.58597,2982,2.53207,2.43291,5.8606,4.541352,4.257636,4.88652933333333,929,979,915,0.583180649514587
"CHD7",642,0.592516,828,0.820231,944,0.915958,0.776235,8.783475,7.496031,4.521587,6.93369766666667,392,253,286,0.223884886294928
"CHD8",1491,3.67215,1685,4.45433,1868,4.83679,4.32109,30.183977,32.387858,24.839913,29.1372493333333,2134,3125,2403,0.17656189989823
"CHD9",1864,1.18795,2799,1.91468,2657,1.78026,1.62763,9.993333,13.151966,8.442479,10.5292593333333,865,1111,932,0.227909696887727
"CHDH",204,1.04558,230,1.26531,153,0.824436,1.04510866667,0.345946,0.293785,0.372269,0.337333333333333,27,50,37,1.52924376869641
"CHEK1",112,0.386754,135,0.50037,146,0.53004,0.472388,5.116951,3.012545,4.311916,4.14713733333333,73,143,131,0.286059590923421
"CHEK2",308,0.98404,364,1.24826,522,1.75336,1.32855333333,3.11491,3.130565,2.310738,2.852071,38,58,63,0.604493877015766
"CHERP",665,4.73333,646,4.93535,630,4.71437,4.79435,14.098819,15.670546,15.340667,15.0366773333333,472,740,713,0.361318612301068
"CHFR",1801,2.34594,1641,2.29431,2017,2.76215,2.46746666667,37.023517,43.111071,34.053284,38.062624,578,1005,813,0.0887668648852161
"CHGA",1435,20.657,1312,20.2717,789,11.9407,17.6231333333,114.159194,122.343656,184.519989,140.340946333333,2736,4029,6982,0.131760355483823
"CHGB",1840,23.2192,2104,28.4981,1314,17.4326,23.0499666667,100.468316,100.315839,97.585232,99.4564623333333,3850,5232,5402,0.239406864507111
"CHI3L1",107,2.40453,53,1.27839,1801,42.5498,15.4109066667,0.612885,0.083967,0.398208,0.36502,12,3,9,12.0224660933173
"CHIA",3,0.0176369,2,0.0126203,4,0.0247228,0.0183266666667,0,0.010628,0,0.00354266666666667,0,1,0,1.01473181010743
"CHIC1",854,1.20411,1131,1.71164,872,1.2926,1.40278333333,3.151714,3.430481,3.306078,3.296091,327,511,464,0.559295260116697
"CHIC2",289,0.921029,311,1.06384,279,0.934798,0.973222333333,10.453181,9.953254,7.962855,9.45643,85,113,92,0.188708988950627
"CHID1",813,3.00912,743,2.95174,709,2.75888,2.90658,97.651558,81.382476,85.384057,88.1393636666667,629,779,788,0.0438255316092283
"CHIT1",19,0.05458,24,0.074,42,0.126843,0.085141,0.236726,0.065514,0.066717,0.122985666666667,4,5,4,0.966299955742979
"CHKA",2160,5.50185,2377,6.49867,2605,6.97591,6.32547666667,45.246775,50.599067,46.067217,47.304353,704,1087,1064,0.151652516009686
"CHKB",1042,8.08799,932,7.76478,1012,8.25832,8.03703,39.394937,38.130898,29.040341,35.5220586666667,480,605,513,0.247440323188791
"CHL1",11076,9.09909,12247,10.799,13984,12.0777,10.6585966667,0,0,0,0,0,0,0,11.6585966667
"CHM",878,0.822965,1123,1.12981,1041,1.02583,0.992868333333,12.24401,12.171327,8.106358,10.840565,394,432,480,0.168308550591378
"CHML",515,7.89072,741,12.1862,484,7.79638,9.2911,5.975156,4.48111,4.198342,4.88486933333333,738,750,725,1.74873891280962
"CHMP1A",1111,14.6076,1144,16.1447,1034,14.293,15.0151,63.628249,71.570297,62.584555,65.9277003333333,1166,1625,1656,0.2392895605293
"CHMP1B",1373,79.1101,1587,98.1474,1554,94.1349,90.4641333333,12.68014,12.142455,11.363677,12.0620906666667,525,780,759,7.00225834189841
"CHMP2A",887,43.7735,956,50.6391,981,50.8973,48.4366333333,54.205348,53.545314,51.314387,53.021683,588,772,808,0.915125752992553
"CHMP2B",959,5.92294,1115,7.39153,1262,8.19439,7.16962,21.608577,18.459893,18.826871,19.6317803333333,691,782,756,0.395972614481597
"CHMP3",3380,9.83319,3396,10.6044,3624,11.0842,10.5072633333,45.322892,45.960864,40.039395,43.7743836666667,946,1420,1192,0.257005510538537
"CHMP4B",1888,7.66712,2048,8.9269,2095,8.94443,8.51281666667,39.383635,42.159762,44.641915,42.0617706666667,912,1334,1510,0.220910950000338
"CHMP4C",54,0.34852,53,0.367156,41,0.2782,0.331292,0.327502,0.142062,0.503519,0.324361,9,5,20,1.0052334673099
"CHMP5",1999,20.3131,2308,25.1733,2233,23.8556,23.114,37.396076,39.821673,32.544466,36.587405,992,1332,1199,0.641544687642044
"CHMP6",402,3.91903,414,4.33205,334,3.42324,3.89144,13.562522,13.743357,9.734023,12.346634,188,273,238,0.366492405500893
"CHMP7",796,7.57245,811,8.28103,740,7.40105,7.75151,34.289637,36.039254,28.696663,33.008518,838,1215,1031,0.257332883485249
"CHN1",1070,0.907114,1409,1.28212,1105,0.984869,1.05803433333,49.639751,48.137022,40.090518,45.9557636666667,680,874,786,0.0438292165353702
"CHN2",686,0.325874,692,0.352836,677,0.338106,0.338938666667,8.790617,14.1669,6.875029,9.944182,229,418,249,0.122342507340156
"CHODL",161,0.0768252,177,0.0906549,266,0.133444,0.100308033333,1.564764,2.738084,1.865682,2.05617666666667,49,119,84,0.360027627111325
"CHORDC1",878,6.7723,1127,9.33052,939,7.61457,7.90579666667,14.635415,18.479976,13.83827,15.6512203333333,423,661,536,0.534843482242673
"CHP1",4536,15.523,4268,15.6772,3619,13.0206,14.7402666667,39.594586,40.174434,41.189676,40.3195653333333,1537,2056,2424,0.380939793042837
"CHP2",856,38.2461,401,19.2309,324,15.2194,24.2321333333,0.136136,0.260334,0.210888,0.202452666666667,4,10,9,20.9838890400953
"CHPF",1321,47.4655,1276,49.2115,862,32.5627,43.0799,22.686446,21.845082,30.074297,24.8686083333333,911,1223,1894,1.70399193617232
"CHPF2",754,20.7798,890,26.3269,943,27.3225,24.8097333333,12.743905,11.387346,9.484194,11.2051483333333,527,640,611,2.11465953779614
"CHPT1",1849,6.84448,2371,9.42054,2256,8.77973,8.34825,16.329831,15.797911,17.73073,16.6194906666667,299,343,427,0.530563009842585
"CHRAC1",222,6.63641,291,9.33714,256,8.0456,8.00638333333,3.196671,3.249973,2.457708,2.96811733333333,50,71,59,2.26968674985333
"CHRD",139,2.27712,171,3.00682,207,3.56516,2.9497,13.261099,16.78309,12.41356,14.152583,392,783,652,0.26066182907561
"CHRDL1",1233,1.76613,1464,2.25082,3989,6.00705,3.34133333333,0.544829,0.386181,0.637452,0.522820666666667,31,26,44,2.85085002348493
"CHRDL2",4,0.0199902,6,0.0321846,6,0.0315243,0.0278997,1.329649,2.557671,1.716159,1.86782633333333,6,20,15,0.358424667509504
"CHRFAM7A",757,3.66498,946,4.91595,739,3.76148,4.11413666667,2.356922,1.065599,1.042013,1.488178,21,23,51,2.05537411980574
"CHRM1",9,0.119757,16,0.228517,19,0.265797,0.204690333333,0,0,0,0,0,0,0,1.204690333333
"CHRM2",73,0.0841301,85,0.105145,37,0.04483,0.0780350333333,11.036863,13.413501,13.892243,12.780869,872,1679,1729,0.0782269270053507
"CHRM3",175,0.0578049,180,0.0638175,152,0.0527848,0.0581357333333,0.714515,0.440671,0.461954,0.539046666666667,97,51,76,0.68752673733088
"CHRM4",225,26.0141,367,45.5442,101,12.2768,27.9450333333,1.691059,1.026009,1.398642,1.37190333333333,37,31,45,12.2032938385488
"CHRM5",137,0.242397,131,0.248781,169,0.314363,0.268513666667,0.11328,0.222417,0.236987,0.190894666666667,7,20,17,1.06517704896403
"CHRNA1",3,0.0129907,6,0.0278871,6,0.027315,0.0227309333333,0.069448,0.035153,0.074548,0.0597163333333333,2,1,3,0.96509877328804
"CHRNA10",38,1.14497,33,1.06725,27,0.855292,1.022504,0.564244,0.580244,0.191431,0.445306333333333,12,15,7,1.39936008952197
"CHRNA2",1,0.0086794,4,0.0372641,6,0.0547494,0.0335643,0.046733,0.27098,0.132688,0.150133666666667,2,2,4,0.898647113770255
"CHRNA3",186,1.15048,407,2.70209,242,1.57369,1.80875333333,70.86889,13.939746,21.061704,35.2901133333333,1722,377,828,0.0773972047849763
"CHRNA4",30,0.14898,52,0.277173,14,0.0730926,0.1664152,65.169949,57.544445,33.149985,51.954793,788,977,1040,0.0220266218395
"CHRNA5",53,0.311229,98,0.617689,94,0.580323,0.503080333333,5.579484,2.206864,2.638358,3.474902,150,59,74,0.335891229200774
"CHRNA6",300,1.19731,273,1.16947,158,0.662948,1.00990933333,25.284246,23.237587,19.154452,22.5587616666667,605,727,669,0.0853147275637083
"CHRNA7",765,0.535477,1014,0.761829,660,0.485692,0.594332666667,7.516821,8.743923,6.243234,7.501326,324,658,483,0.187539292889956
"CHRNA9",166,1.45839,168,1.58422,114,1.05295,1.36518666667,1.770976,1.785814,0.957678,1.50482266666667,37,20,18,0.944253139411865
"CHRNB1",122,1.68484,141,2.09006,112,1.62613,1.80034333333,10.085799,7.189687,7.62174,8.29907533333333,215,192,231,0.301142127894365
"CHRNB2",892,12.7355,946,14.4972,632,9.48651,12.2397366667,51.707906,28.721079,16.208416,32.212467,1273,1828,1701,0.398637555791926
"CHRNB3",193,0.842039,234,1.0958,157,0.720133,0.885990666667,0.055678,0.082006,0.057668,0.0651173333333333,2,4,3,1.77068817457388
"CHRNB4",16,0.0269691,31,0.0560852,11,0.0194929,0.0341824,17.385462,3.124539,6.859246,9.12308233333333,688,172,380,0.102160820780311
"CHRND",2,0.0327305,4,0.0702624,0,0,0.0343309666667,0.531079,0.256704,0.490972,0.426251666666667,13,14,34,0.725209295694682
"CHRNE",313,1.49124,293,1.49834,309,1.54775,1.51244333333,0.229417,0.084917,0.04076,0.118364666666667,8,4,2,2.24653318207776
"CHST1",62,0.603956,72,0.752812,132,1.35184,0.902869333333,9.521101,6.564087,7.936343,8.007177,262,245,314,0.211261456650957
"CHST10",311,2.10513,285,2.07064,328,2.33416,2.16997666667,11.13694,16.381897,11.339414,12.9527503333333,376,597,495,0.227193678016074
"CHST11",966,0.550206,1213,0.741566,1634,0.97845,0.756740666667,19.392361,17.030248,11.34432,15.9223096666667,1116,1551,1383,0.103812109651167
"CHST12",499,1.94166,508,2.12167,363,1.48497,1.84943333333,3.203311,2.472522,3.072566,2.916133,264,328,274,0.727614034898713
"CHST13",7,0.063902,8,0.0783876,18,0.172754,0.105014533333,0.125586,0.059069,0.043262,0.0759723333333333,3,2,1,1.02699158621458
"CHST14",139,6.7944,206,10.808,196,10.0723,9.2249,1.692345,1.06076,0.444153,1.06575266666667,49,43,20,4.94972131223196
"CHST15",1112,2.26071,937,2.04466,1356,2.89827,2.40121333333,4.632905,2.653091,2.94942,3.41180533333333,190,205,174,0.770934589437159
"CHST2",723,29.7614,879,38.8369,780,33.7558,34.1180333333,5.015971,1.765694,4.057985,3.61321666666667,307,150,394,7.61248297463447
"CHST3",1151,4.08996,977,3.7263,1492,5.57379,4.46335,1.859524,1.059572,1.837262,1.58545266666667,211,165,311,2.11311159180636
"CHST4",5,0.0646363,7,0.0971282,4,0.0543632,0.0720425666667,0.052488,0.153766,0.189061,0.131771666666667,1,4,9,0.947225132277889
"CHST7",81,0.572159,89,0.674779,109,0.809461,0.685466333333,0.902261,0.509652,0.701752,0.704555,29,23,38,0.988801378267642
"CHST8",639,0.736572,466,0.576555,537,0.650769,0.654632,32.395773,21.379937,26.01345,26.5963866666667,1000,925,1255,0.059958284393754
"CHST9",141,0.0883432,215,0.144588,146,0.0961712,0.1097008,0.111226,0.048245,0.022953,0.060808,21,5,2,1.0460901501497
"CHSY1",1015,2.32331,992,2.43721,1799,4.32922,3.02991333333,4.518586,5.253509,6.480067,5.41738733333333,289,401,502,0.62796791342136
"CHSY3",237,0.146733,346,0.22993,450,0.292907,0.22319,0.474375,2.381343,1.485662,1.44712666666667,26,112,116,0.499847440127061
"CHTF18",162,2.22985,143,2.1127,122,1.76546,2.03600333333,5.589714,6.119617,6.926145,6.21182533333333,93,143,130,0.420975715994878
"CHTF8",943,11.3077,927,11.9311,1048,13.2117,12.1501666667,17.785725,20.402684,14.492831,17.5604133333333,122,365,200,0.70850613240833
"CHTOP",1568,22.2254,1553,23.6274,1878,27.9858,24.6128666667,47.272395,43.624248,42.077036,44.3245596666667,1307,1750,1815,0.565099073329479
"CHUK",705,2.98237,747,3.39182,1002,4.45634,3.61017666667,13.437456,13.991517,11.022084,12.817019,348,438,423,0.333659284008367
"CHURC1",2649,15.3081,3024,18.7569,2749,16.7013,16.9221,69.836772,66.391276,52.64885,62.958966,1196,1567,1467,0.280212472478057
"CIAO1",1964,42.8084,2235,52.2884,2220,50.8719,48.6562333333,23.974551,25.50541,22.381634,23.953865,1395,2059,1826,1.98992153453183
"CIAO2A",350,2.87159,407,3.58417,572,4.93387,3.79654333333,21.701802,20.581322,16.707694,19.663606,149,195,176,0.232125183442328
"CIAO2B",643,47.6183,703,55.8803,537,41.8095,48.4360333333,71.125512,72.896651,73.594842,72.5390016666667,386,530,567,0.672242377689335
"CIAO3",447,6.74939,380,6.15859,301,4.77817,5.89538333333,22.041297,20.388497,17.334816,19.9215366666667,384,569,483,0.329583024573721
"CIAPIN1",1167,10.5997,1329,12.9565,1021,9.74956,11.10192,114.036635,124.387793,110.434578,116.286335333333,909,1351,1325,0.103182693581531
"CIART",40,1.53548,51,2.10133,71,2.86537,2.16739333333,1.611103,2.798908,2.787908,2.39930633333333,28,46,76,0.931776375159481
"CIB1",516,22.1323,516,23.7556,711,32.0615,25.9831333333,10.02564,5.194028,7.823813,7.68116033333333,133,91,150,3.10824040764366
"CIB2",519,3.36683,531,3.69734,287,1.95738,3.00718333333,56.496731,69.548699,65.798699,63.948043,577,916,921,0.0616982921768713
"CIB3",3,0.0431072,4,0.061692,4,0.0604264,0.0550752,0,0,0,0,0,0,0,1.0550752
"CIB4",12,0.0348457,5,0.015584,11,0.0335814,0.0280037,0.774703,0.25225,0.355333,0.460762,7,3,3,0.703744826330367
"CIC",2101,13.464,1970,13.5505,2290,15.4285,14.1476666667,42.496179,39.427796,40.962159,40.9620446666667,2446,3526,3303,0.360984951687372
"CIDEA",35,0.263158,42,0.338952,15,0.118571,0.240227,0,0,0.061815,0.020605,0,0,1,1.21518805022511
"CIDEB",785,21.6478,832,24.6268,1005,29.1372,25.1372666667,0.042394,0.170177,0.029288,0.0806196666666667,1,3,1,24.1872950057668
"CIDEC",15,0.193479,4,0.0553789,4,0.0542428,0.101033566667,0,0,0.050205,0.016735,0,0,1,1.08291105024121
"CIITA",2483,5.64815,2542,6.20648,3499,8.3678,6.74081,0.778598,0.273476,0.727457,0.593177,52,65,61,4.85872567831446
"CILP",375,3.9196,818,9.17707,620,6.81303,6.63656666667,0.095147,0.093098,0.044013,0.0774193333333333,9,12,6,7.08783147880213
"CILP2",9,0.186911,3,0.0668733,4,0.0873352,0.1137065,2.508406,2.100631,3.008559,2.53919866666667,120,185,306,0.314677588034052
"CINP",645,5.16529,625,5.37225,649,5.46409,5.33387666667,21.533758,16.886442,18.57543,18.9985433333333,381,528,491,0.316716900881114
"CIP2A",78,0.342539,74,0.348808,93,0.429374,0.373573666667,0.323752,0.289403,0.319247,0.310800666666667,15,19,20,1.04788905101793
"CIPC",1437,13.1011,1457,14.2577,1334,12.7863,13.3817,8.517042,7.486012,6.325862,7.442972,485,603,577,1.70339307059173
"CIR1",675,2.47262,769,3.02358,884,3.40443,2.96687666667,11.615306,11.050697,10.726704,11.1309023333333,273,379,396,0.327005902583999
"CIRBP",3621,40.8199,4320,52.2718,5323,63.0867,52.0594666667,337.35498,391.018739,317.623291,348.66567,3113,4690,4256,0.151743425846466
"CISD1",1136,9.71643,1246,11.439,1029,9.25299,10.13614,62.422883,62.417799,61.489088,62.1099233333333,619,827,831,0.176456243516273
"CISD2",702,5.14554,874,6.87615,760,5.8566,5.95943,40.503531,32.962005,32.540559,35.335365,804,960,826,0.191533234907644
"CISD3",587,19.4774,672,23.9333,484,16.884,20.0982333333,3.799843,4.505179,3.46977,3.92493066666667,40,71,63,4.28396555429681
"CISH",47,1.53704,29,1.01795,67,2.30356,1.61951666667,1.363293,0.732659,1.001364,1.03243866666667,51,32,51,1.28885398099918
"CIT",2125,1.93826,2190,2.14407,1528,1.46526,1.84919666667,9.356663,12.981144,7.634419,9.990742,402,551,590,0.259236061284124
"CITED1",20,0.629546,11,0.371647,14,0.463302,0.488165,104.950587,231.382662,322.027463,219.453570666667,585,1851,2638,0.00675046902392956
"CITED2",968,59.5034,895,59.0514,1510,97.5847,72.0465,10.152506,14.565759,17.039161,13.919142,205,401,485,4.89615957807761
"CITED4",8,1.06686,17,2.43337,15,2.10305,1.86776,7.111172,4.50543,7.06347,6.22669066666667,69,64,157,0.396828940420493
"CIZ1",2250,9.11304,2156,9.37282,1708,7.27289,8.58625,104.303038,118.256964,101.034656,107.864886,1275,2092,1783,0.0880564004816025
"CKAP2",333,2.74409,319,2.82154,386,3.34411,2.96991333333,6.511409,6.469042,4.902707,5.96105266666667,300,335,339,0.570303591056008
"CKAP2L",47,0.289972,37,0.24502,49,0.317829,0.284273666667,0.576508,0.048015,0.132572,0.252365,14,5,7,1.02547872758102
"CKAP4",1408,3.70452,1270,3.58652,1559,4.31234,3.86779333333,28.409013,26.596222,18.019983,24.3417393333333,1264,1653,1259,0.192085999674345
"CKAP5",4151,7.02275,4371,7.93735,3738,6.64862,7.20290666667,129.520897,122.965511,120.307521,124.264643,3439,4371,4255,0.0654846129779015
"CKB",2321,128.032,2830,167.56,1829,106.07,133.887333333,1016.062383,1141.711591,1097.825976,1085.19998333333,2075,3489,3732,0.124182779785226
"CKLF",328,4.18594,376,5.15047,514,6.89636,5.41092333333,18.002238,16.485952,20.084567,18.190919,51,66,92,0.334060257006452
"CKM",14,0.148563,15,0.170849,10,0.111563,0.143658333333,0.086783,0.126765,0.090265,0.101271,2,4,3,1.03848946656454
"CKMT1A",2588,71.3462,2817,83.3555,1808,52.4015,69.0344,146.541516,110.898761,121.887948,126.442741666667,1577,1570,2102,0.549536200211219
"CKMT1B",2756,40.6373,3016,47.7328,1926,29.8566,39.4089,98.117199,93.76071,94.904422,95.5941103333333,2000,2110,2811,0.418337100062874
"CKMT2",569,3.00504,510,2.891,418,2.32088,2.73897333333,0.739928,1.041364,0.459075,0.746789,9,15,8,2.14048367222944
"CKS1B",186,7.06545,183,7.46137,147,5.8706,6.79914,5.01961,4.292721,4.229646,4.51399233333333,40,40,50,1.41442706636577
"CKS2",327,10.3697,159,5.41197,180,6.00107,7.26091333333,8.757775,9.588123,12.218364,10.1880873333333,55,82,110,0.73836689750515
"CLASP1",6600,3.69779,6074,3.65269,5734,3.37749,3.57599,33.189206,29.460648,20.643293,27.7643823333333,3176,4203,3721,0.15908528634377
"CLASP2",6096,4.79472,7639,6.44905,5634,4.65879,5.30085333333,171.303227,156.117036,165.950769,164.457010666667,6154,8023,7867,0.0380815131854633
"CLASRP",928,5.08024,891,5.23546,961,5.53093,5.28221,53.508458,53.294433,57.39503,54.7326403333333,349,481,473,0.112720480537554
"CLBA1",233,1.64744,236,1.79104,216,1.60563,1.68137,10.939231,13.007597,8.594585,10.8471376666667,178,273,230,0.226330618875507
"CLCA1",3,0.0164181,3,0.0176223,1,0.00575359,0.0132646633333,0,0,0,0,0,0,0,1.0132646633333
"CLCA2",10,0.0539478,24,0.138971,27,0.153135,0.115351266667,0,0.011709,0.01112,0.00760966666666667,0,1,1,1.10692791421579
"CLCA4",2,0.010375,2,0.011136,4,0.021815,0.014442,0,0,0,0,0,0,0,1.014442
"CLCC1",1265,6.50941,1532,8.46155,1749,9.46191,8.14429,15.769212,16.331964,11.453661,14.518279,578,658,598,0.589259285775182
"CLCF1",96,1.67544,73,1.36748,221,4.05496,2.36596,1.476365,0.58304,0.617921,0.892442,33,17,20,1.77863311002398
"CLCN1",18,0.0874151,34,0.177228,31,0.158276,0.140973033333,0.155961,0.128498,0.363467,0.215975333333333,8,9,27,0.938319225773494
"CLCN2",766,8.65249,722,8.75367,488,5.79523,7.73379666667,19.53906,20.018567,17.026622,18.8614163333333,317,499,453,0.439736850589658
"CLCN3",3900,6.13581,4674,7.8929,4069,6.73028,6.91966333333,55.912782,43.875054,48.059164,49.2823333333333,3672,4081,4151,0.15750389467467
"CLCN4",1744,3.77466,2316,5.38034,1161,2.64181,3.93227,32.500219,26.805312,24.969748,28.0917596666667,2801,3327,3117,0.169541824094312
"CLCN5",30,0.0296704,42,0.0445853,32,0.0332728,0.0358428333333,4.714178,4.460922,4.043081,4.40606033333333,743,985,946,0.191607708657333
"CLCN6",3825,15.9162,3669,16.3868,3181,13.9158,15.4062666667,26.532813,18.599293,15.941643,20.3579163333333,1996,2131,1899,0.768158579266214
"CLCN7",2269,13.1469,2125,13.2156,1800,10.9648,12.4424333333,26.037189,28.372867,25.459043,26.623033,883,984,1007,0.486638571995334
"CLCNKA",7,0.0805807,2,0.0247118,7,0.0847168,0.0633364333333,0.503218,0.451355,0.320262,0.424945,21,16,12,0.746229807700157
"CLCNKB",6,0.0772264,6,0.0828908,8,0.108254,0.0894570666667,0.682971,0.57915,0.551276,0.604465666666667,12,13,14,0.679015506096858
"CLDN1",2231,23.2828,2538,28.4294,2347,25.7505,25.8209,8.501469,3.542381,4.805892,5.61658066666667,460,261,332,4.05358921037865
"CLDN10",69,0.0824751,98,0.12573,78,0.0980182,0.102074433333,0.213502,0.136656,0.07893,0.143029333333333,8,7,4,0.964169860907332
"CLDN11",1160,5.64975,810,4.23445,2494,12.7704,7.55153333333,1.250916,1.183183,0.810537,1.08154533333333,33,44,32,4.10826187466972
"CLDN12",1559,2.10018,1734,2.50727,1615,2.28729,2.29824666667,19.645737,14.797055,13.399404,15.9473986666667,719,803,792,0.19461669200933
"CLDN14",54,0.0813612,41,0.0663052,42,0.066529,0.0713984666667,0,0.170177,0.072857,0.0810113333333333,0,3,2,0.991107524620494
"CLDN15",324,8.41172,285,7.94192,207,5.65,7.33454666667,3.226304,4.445033,2.936873,3.53607,68,125,95,1.83739374980324
"CLDN16",25,0.0487425,23,0.0481323,33,0.0676426,0.0548391333333,0.179779,0.085451,0.139757,0.134995666666667,7,5,2,0.929377234039337
"CLDN18",142,0.710382,173,0.928946,208,1.09397,0.911099333333,0.169002,0.124115,0.1218,0.138305666666667,9,9,9,1.67889819869678
"CLDN19",1205,29.393,1209,31.6536,989,25.3624,28.803,0,0.016244,0.015207,0.0104836666666667,0,1,1,29.4937968649337
"CLDN2",65,0.369908,45,0.274874,36,0.215388,0.286723333333,0.470596,0.046594,0.048718,0.188636,22,3,2,1.08252091753321
"CLDN20",102,1.42145,114,1.70521,113,1.65557,1.59407666667,0.060563,0,0.167728,0.076097,1,0,4,2.41063460512389
"CLDN23",22,1.77934,12,1.04174,19,1.61558,1.47888666667,0.104591,0.223654,0.185955,0.1714,3,9,9,2.11617437823971
"CLDN3",1,0.137126,2,0.294369,4,0.576659,0.336051333333,0.954878,0.494,0.856816,0.768564666666667,15,11,23,0.755443868417402
"CLDN34",0,0,0,0,1,0.184589,0.0615296666667,0,0,0,0,0,0,0,1.0615296666667
"CLDN4",27,0.14228,26,0.14706,28,0.155123,0.148154333333,0.760918,0.798528,0.648077,0.735841,29,26,35,0.661439805450499
"CLDN5",151,5.8336,300,12.44,174,7.0672,8.44693333333,0.283565,0.120565,0.377847,0.260659,5,3,11,7.49364684131871
"CLDN6",3,0.0977793,5,0.174919,1,0.034266,0.102321433333,55.360028,30.095456,45.506455,43.6539796666667,785,630,906,0.0246858497621403
"CLDN7",38,1.6267,21,0.964903,88,3.96045,2.18401766667,1.465745,0.35583,0.524126,0.781900333333333,8,4,10,1.7868663062169
"CLDN9",18,1.98647,17,2.01372,7,0.812168,1.60411933333,0.220592,0.095133,0.234013,0.183246,5,3,8,2.20082665255577
"CLDND1",2637,18.3137,3029,22.5791,3079,22.4809,21.1245666667,99.970797,91.890489,101.864995,97.9087603333333,1361,1775,1896,0.223686623835318
