"Hs_symbol","hDRG1_read","hDRG1_TPM","hDRG2_read","hDRG2_TPM","hDRG3_read","hDRG3_TPM","Avg_TPM","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Hs_Avg_TPM","Motor_neurons-S18_rep_1_read","Motor_neurons-S22_rep_2_read","Motor_neurons-S26_rep_3_read","FoldChange"
"GRID1",473,0.107701,418,0.102158,409,0.0979081,0.102589033333,6.483796,11.281761,9.298832,9.021463,403,998,865,0.110022761480335
"GRID2",86,0.0099749,120,0.0149394,132,0.0160962,0.0136701666667,0.651234,0.130919,0.144819,0.308990666666667,22,10,17,0.774390675563793
"GRID2IP",84,0.27188,70,0.243185,86,0.292641,0.269235333333,0.97904,0.591204,0.876332,0.815525333333333,51,43,71,0.699100866305547
"GRIFIN",4,0.34071,2,0.18285,2,0.179099,0.234219666667,0,0.105894,0.183674,0.0965226666666667,0,1,1,1.12557606348341
"GRIK1",605,0.2622,614,0.285618,707,0.322132,0.289983333333,5.652544,4.019889,1.034531,3.568988,288,281,78,0.282334585543451
"GRIK2",1905,0.374428,3131,0.660537,2035,0.42051,0.485158333333,4.619834,5.501831,3.029562,4.38374233333333,261,289,260,0.275859846437611
"GRIK3",5767,4.21563,4740,3.71905,3966,3.04792,3.66086666667,4.069521,1.413159,1.647974,2.37688466666667,562,262,336,1.38022678496472
"GRIK4",295,0.107996,215,0.0844821,221,0.0850582,0.0925121,1.148455,0.321712,0.797671,0.755946,82,31,85,0.622178643306799
"GRIK5",766,1.88007,706,1.8599,505,1.30309,1.68102,65.047822,47.92768,43.631108,52.2022033333333,1235,1493,1535,0.0503930257023816
"GRIN1",1800,10.6225,1783,11.294,895,5.55285,9.15645,14.937622,21.422884,16.833057,17.7311876666667,363,546,622,0.542221357275388
"GRIN2A",53,0.0215652,77,0.0336286,64,0.0273777,0.0275238333333,25.390038,2.297676,18.184899,15.290871,525,706,615,0.0630735970675417
"GRIN2B",578,0.185612,490,0.168894,1194,0.403108,0.252538,1.078016,1.285168,1.5745,1.31256133333333,562,910,1182,0.541623688827568
"GRIN2C",45,0.403524,86,0.827744,67,0.631641,0.620969666667,0.435098,0.431603,0.574137,0.480279333333333,23,39,52,1.09504309772187
"GRIN2D",45,0.15705,53,0.198537,75,0.275185,0.210257333333,11.877607,8.207988,10.612288,10.2326276666667,750,730,1174,0.107744809963255
"GRIN3A",76,0.078457,89,0.0986163,111,0.12047,0.0991811,0.802404,0.880169,0.581856,0.754809666666667,101,116,109,0.626381949495377
"GRIN3B",131,2.45712,151,3.03999,117,2.30716,2.60142333333,1.562311,1.715792,2.507823,1.928642,64,100,185,1.2297246755766
"GRINA",4370,227.213,4086,228.029,3557,194.434,216.558666667,124.662721,144.671908,150.03401,139.789546333333,1793,2907,3067,1.54527571352427
"GRIP1",443,0.107231,433,0.112498,379,0.0964477,0.105392233333,54.769259,58.361152,72.506711,61.8790406666667,268,446,428,0.017579661229135
"GRIP2",140,0.365212,195,0.545999,126,0.345562,0.418924333333,11.490701,8.465309,10.37126,10.10909,737,832,1029,0.127726423436393
"GRIPAP1",2155,13.1889,1780,11.6929,1738,11.1827,12.0215,112.388824,101.145047,75.364031,96.2993006666667,1535,2056,1772,0.133829327762691
"GRK1",36,0.0891853,66,0.175499,28,0.0729267,0.112537,0.42,0.046755,0.26429,0.243681666666667,10,4,8,0.894551258427599
"GRK2",1578,13.7261,1494,13.9486,1950,17.8325,15.1690666667,89.83342,104.366336,87.972782,94.0575126666667,1038,1621,1512,0.170097725188742
"GRK3",701,0.74392,938,1.06844,1023,1.14136,0.984573333333,10.465119,10.189784,9.523996,10.059633,1514,2068,1998,0.179442964638429
"GRK4",469,1.06146,622,1.51099,702,1.67034,1.41426333333,29.117616,32.761315,30.300262,30.7263976666667,396,608,610,0.0760963585811239
"GRK5",969,0.671293,969,0.720531,936,0.681715,0.691179666667,4.446833,5.284162,5.081875,4.93762333333333,501,814,836,0.284824343297908
"GRK6",592,2.60522,519,2.45149,507,2.34568,2.46746333333,16.335788,16.50085,17.369692,16.7354433333333,406,534,580,0.195510383820685
"GRM1",22,0.0093751,21,0.00960535,20,0.00896028,0.00931357666667,1.564983,1.114179,0.967996,1.21571933333333,168,172,157,0.455524109702223
"GRM2",12,0.181568,13,0.211127,16,0.254517,0.215737333333,0.710399,1.215006,0.511577,0.812327333333333,44,56,39,0.670815537001778
"GRM3",156,0.123333,178,0.151048,175,0.145456,0.139945666667,4.060657,3.177576,1.824643,3.02095866666667,151,166,156,0.283500966104684
"GRM4",675,0.860882,505,0.691308,177,0.237329,0.596506333333,1.444944,1.534683,1.460761,1.48012933333333,45,73,95,0.643718983472233
"GRM5",23,0.00715763,39,0.0130271,54,0.0176674,0.0126173766667,0.188162,0.170177,0.129784,0.162707666666667,24,14,24,0.870913132937141
"GRM6",33,0.309617,21,0.211481,28,0.276189,0.265762333333,0.109351,0.308058,0.316405,0.244604666666667,10,23,21,1.01699950774168
"GRM7",410,0.0737254,445,0.0858882,340,0.0642762,0.0746299333333,14.99122,10.924355,23.867617,16.5943973333333,222,248,267,0.0610779620906576
"GRM8",118,0.0253033,80,0.018413,143,0.032238,0.0253181,11.327477,8.703729,3.238756,7.756654,231,237,131,0.117090169372913
"GRN",1929,42.8692,1663,39.6685,2301,53.761,45.4329,55.103838,30.085822,28.819623,38.0030943333333,522,399,467,1.19049272355596
"GRP",0,0,3,0.0529847,4,0.0691969,0.0407272,26.204227,4.001705,3.92142,11.375784,134,27,31,0.0840938400347
"GRPEL1",738,14.0598,787,16.093,725,14.521,14.8912666667,19.637567,22.690253,24.508764,22.2788613333333,297,467,603,0.682647937076934
"GRPEL2",319,6.08794,360,7.37433,380,7.62433,7.02886666667,7.900498,6.878525,6.380033,7.05301866666667,438,580,563,0.99700087619359
"GRPR",17,0.0991482,7,0.0438202,8,0.0490528,0.0640070666667,0.026777,0.019688,0.018632,0.021699,1,1,1,1.04140952146053
"GRSF1",3398,24.6165,3245,25.2324,3100,23.6104,24.4864333333,47.407868,44.286505,45.81581,45.8367276666667,1666,2103,2296,0.544154867408435
"GRTP1",300,1.3107,225,1.05513,236,1.08401,1.14994666667,0.452203,0.612746,0.465982,0.510310333333333,8,15,14,1.42351318084738
"GRWD1",379,5.92121,424,7.11013,403,6.61933,6.55022333333,10.032636,8.420753,7.110197,8.52119533333333,245,381,333,0.792991118131666
"GRXCR1",13,0.01653,12,0.0163776,5,0.00668401,0.0131972033333,0,0,0,0,0,0,0,1.0131972033333
"GRXCR2",9,0.0200022,8,0.0190838,4,0.00934616,0.0161440533333,0,0,0,0,0,0,0,1.0161440533333
"GSAP",789,1.30529,950,1.68692,1208,2.10105,1.69775333333,4.723122,4.089005,3.518914,4.110347,115,128,128,0.527900225430876
"GSC2",1,0.102283,2,0.21957,2,0.215066,0.178973,0.07838,0.037775,0.102313,0.0728226666666667,3,2,6,1.09894490173586
"GSDMA",5,0.0356441,9,0.0688654,8,0.0599579,0.0548224666667,0,0.046924,0.088327,0.0450836666666667,0,2,4,1.00931867974848
"GSDMC",54,0.245485,74,0.36108,31,0.14816,0.251575,0.037099,0,0,0.0123663333333333,1,0,0,1.23628666698056
"GSDMD",637,11.2909,492,9.36042,675,12.5786,11.07664,0.594864,0.286518,0.415475,0.432285666666667,10,5,7,8.43172579399315
"GSDME",412,1.20793,574,1.80634,532,1.63982,1.55136333333,27.207057,27.323079,23.70225,26.077462,781,1083,1047,0.094224611351315
"GSE1",283,0.0975761,382,0.141371,300,0.108747,0.115898033333,37.71322,41.789398,45.776882,41.7598333333333,2444,3936,4427,0.0260968751826987
"GSG1",21,0.18205,29,0.269843,13,0.118482,0.190125,0.486981,0.392829,0.150546,0.343452,18,21,8,0.885870875922623
"GSG1L",105,0.0664166,80,0.0543147,79,0.0525355,0.0577556,1.017122,0.224773,0.613118,0.618337666666667,52,17,29,0.653606241631073
"GSG1L2",6,0.0532457,2,0.0190504,4,0.0373191,0.0365384,0,0,0,0,0,0,0,1.0365384
"GSK3A",1227,17.2367,1160,17.4907,965,14.252,16.3264666667,52.315427,56.047102,60.154287,56.172272,1095,1626,1800,0.303057164961015
"GSK3B",4366,2.79293,4480,3.07606,3884,2.61213,2.82704,33.369874,28.730614,30.998641,31.033043,3433,4575,4500,0.119471634337081
"GSKIP",892,6.53738,1088,8.55871,864,6.65719,7.25109333333,18.649685,16.333934,18.408379,17.7973326666667,227,286,268,0.438950221270578
"GSN",29252,40.866,34563,51.8273,28980,42.5641,45.0858,23.117529,13.539778,15.334541,17.330616,667,473,658,2.51414355087685
"GSPT1",2163,7.87976,2245,8.77836,2603,9.9694,8.87584,43.670695,41.315813,36.210456,40.398988,1620,2360,2343,0.238552691191389
"GSPT2",326,20.4056,316,21.2304,269,17.702,19.7793333333,9.794926,8.973639,7.440158,8.736241,424,529,466,2.13422545038686
"GSR",1054,3.69886,961,3.61985,927,3.42015,3.57962,21.308657,21.581233,17.25296,20.0476166666667,663,770,857,0.217583780269658
"GSS",857,5.42532,787,5.34761,796,5.2978,5.35691,28.674364,26.386411,23.248898,26.1032243333333,522,695,641,0.234544418841778
"GSTA5",0,0,0,0,1,0.0127184,0.00423946666667,0,0,0,0,0,0,0,1.00423946666667
"GSTCD",317,0.398555,330,0.445331,422,0.557801,0.467229,3.787261,4.248427,3.723908,3.91986533333333,159,246,170,0.29822543923289
"GSTK1",2779,18.141,2893,20.2703,2876,19.7378,19.3830333333,29.671083,28.847598,26.407173,28.308618,550,752,707,0.695462110608559
"GSTM1",1129,9.29215,1129,9.97371,326,2.82084,7.36223333333,9.547775,8.604408,8.807326,8.986503,127,160,165,0.837353509364589
"GSTM2",2966,12.4767,3430,15.4869,1624,7.18212,11.71524,75.481238,65.499411,57.012559,65.997736,714,865,801,0.189786114563632
"GSTM3",2143,52.6777,1641,43.2965,1596,41.2454,45.7398666667,65.83683,61.361072,79.439554,68.879152,883,1259,1557,0.668867113136977
"GSTM4",1997,18.6185,2366,23.6768,1611,15.7907,19.362,33.455925,28.040079,29.976311,30.4907716666667,375,415,476,0.646602128888236
"GSTO1",1252,6.81296,1766,10.3148,1424,8.14666,8.42480666667,46.552121,37.55131,42.086174,42.0632016666667,375,423,493,0.218859868795249
"GSTO2",373,1.80616,365,1.89706,318,1.61888,1.77403333333,6.573999,3.522952,3.99891,4.69862033333333,248,256,274,0.486790340655554
"GSTP1",1888,107.718,1910,116.966,1997,119.785,114.823,217.925007,272.263929,290.004208,260.064381333333,1548,2034,2194,0.443656845903135
"GSTT2",431,19.5167,300,14.5811,226,10.7591,14.9523,0,0,0,0,0,0,0,15.9523
"GSTT2B",483,22.3641,341,16.9472,224,10.9041,16.7384666667,3.252175,1.310725,2.073669,2.21218966666667,49,24,45,5.52223514407462
"GSTT4",1,0.0247695,0,0,3,0.0781225,0.0342973333333,0.076514,0,0.025921,0.034145,2,0,1,1.00014730365017
"GSTZ1",165,2.71886,175,3.09515,164,2.84109,2.88503333333,11.903319,11.965744,9.102329,10.990464,146,230,190,0.324010257929134
"GTDC1",1584,0.701451,1909,0.907379,1701,0.791927,0.800252333333,7.234096,5.238153,4.061768,5.511339,346,355,309,0.276479589425923
"GTF2A1",930,3.53765,1193,4.87094,1331,5.3229,4.57716333333,10.560788,11.369696,8.345493,10.0919923333333,929,1293,1093,0.502809879932
"GTF2A1L",163,0.246863,280,0.455164,346,0.550914,0.417647,0.498308,0,0.179266,0.225858,3,0,1,1.1564528681136
"GTF2A2",806,7.22831,832,8.00876,807,7.60875,7.61527333333,231.838034,240.021195,169.70991,213.856379666667,466,672,593,0.0400978241683861
"GTF2B",594,2.63968,701,3.34367,703,3.28442,3.08925666667,20.379872,19.36347,18.215474,19.3196053333333,315,445,448,0.201246854925955
"GTF2E1",255,1.10178,305,1.41447,307,1.39454,1.30359666667,11.012711,10.051946,6.101663,9.05544,250,327,308,0.229089593958096
"GTF2E2",474,1.03614,461,1.08164,427,0.981311,1.03303033333,15.656318,12.726101,19.995035,16.125818,221,288,420,0.118711429336105
"GTF2F1",1262,15.2998,1269,16.5131,1110,14.1478,15.3202333333,44.427724,40.476633,33.576716,39.493691,886,1325,1221,0.403031507631646
"GTF2F2",947,1.00642,1232,1.40534,980,1.09495,1.16890333333,9.756366,8.619185,7.47221,8.61592033333333,293,393,355,0.225553380034936
"GTF2H1",998,3.89599,1014,4.2488,1161,4.76495,4.30324666667,10.337293,9.954272,6.982606,9.09139033333333,275,371,304,0.5255219044647
"GTF2H2",2023,10.0918,985,5.27413,828,4.34253,6.56948666667,11.927994,8.013544,7.918855,9.28679766666667,233,213,237,0.735844809235255
"GTF2H2C",1815,9.18643,974,5.29139,853,4.53897,6.33893,12.479858,13.687647,11.34425,12.5039183333333,327,445,440,0.54346670491071
"GTF2H3",650,3.93385,752,4.88497,921,5.86006,4.89296,10.403973,14.084467,11.060114,11.849518,278,391,366,0.458613311409813
"GTF2H4",290,8.5869,330,10.488,292,9.08991,9.38827,18.386727,22.48531,15.994937,18.955658,234,426,292,0.520567650538008
"GTF2H5",608,3.42691,648,3.92026,693,4.10649,3.81788666667,13.683276,11.624228,12.144376,12.48396,583,797,791,0.357305025131341
"GTF2I",14300,22.6159,14693,24.9418,13750,22.8622,23.4733,409.823133,387.068366,208.619899,335.170466,4029,5280,4346,0.0728002679450133
"GTF2IRD1",636,0.746622,726,0.914789,713,0.879977,0.847129333333,34.29637,32.992693,31.767094,33.018719,603,867,695,0.0542974393989674
"GTF2IRD2",1230,3.87814,1534,5.19139,1606,5.32356,4.79769666667,6.278427,5.776878,12.264971,8.10675866666667,167,184,138,0.636636686979663
"GTF2IRD2B",1339,4.08633,1665,5.45391,1787,5.73345,5.09123,6.588471,10.762976,4.217619,7.18968866666667,182,387,246,0.74376820022381
"GTF3A",1850,28.8437,2085,34.8919,1972,32.3239,32.0198333333,99.46054,109.601501,107.635956,105.565999,942,1429,1604,0.309853364517326
"GTF3C1",1639,3.16882,1609,3.33899,1538,3.12618,3.21133,50.00273,50.300636,40.000584,46.7679833333333,1755,2384,1872,0.088162189527923
"GTF3C2",768,4.30222,856,5.14689,1080,6.36052,5.26987666667,34.40514,45.212754,35.437835,38.3519096666667,555,809,755,0.159328396506789
"GTF3C3",810,3.8567,1002,5.12082,975,4.88061,4.61937666667,30.120155,28.939811,23.966919,27.6756283333333,440,543,561,0.195963506059879
"GTF3C4",704,4.93552,802,6.03497,805,5.93327,5.63458666667,4.066742,3.91491,2.860328,3.61399333333333,524,698,538,1.43792723295439
"GTF3C5",890,5.58706,925,6.23268,757,4.99605,5.60526333333,31.327422,35.223783,28.754778,31.768661,512,777,727,0.201572573665125
"GTF3C6",411,7.81724,411,8.39061,483,9.65821,8.62202,35.213526,37.866084,37.217986,36.7658653333333,330,479,500,0.254780869313414
"GTPBP1",3976,21.3343,4133,23.8034,3758,21.1996,22.1124333333,28.255795,34.755611,28.340741,30.4507156666667,813,1264,1050,0.734877818942477
"GTPBP10",701,2.1778,815,2.71767,973,3.17797,2.69114666667,7.979266,7.871169,7.971878,7.940771,240,335,333,0.412844335982881
"GTPBP2",1166,8.50554,1088,8.51868,1251,9.59398,8.87273333333,40.625852,38.99605,33.459124,37.6936753333333,1085,1450,1412,0.255151087310255
"GTPBP3",396,8.85571,447,10.7294,344,8.0877,9.22427,29.600796,29.724147,26.708003,28.6776486666667,461,657,729,0.344510783682256
"GTPBP4",977,5.41862,980,5.83392,1127,6.57137,5.94130333333,32.558916,39.745537,33.67419,35.3262143333333,731,1051,956,0.191082485767326
"GTPBP6",1614,19.7302,1428,18.7369,1168,15.011,17.8260333333,13.860698,11.935832,11.046305,12.280945,387,468,472,1.41752212160355
"GTPBP8",1603,11.6311,1639,12.7646,1758,13.4105,12.6020666667,9.285798,7.922098,7.697718,8.30187133333333,150,198,204,1.46229357290257
"GTSE1",46,0.236768,30,0.16574,40,0.216453,0.206320333333,0.387716,0.161794,0.285462,0.278324,18,6,14,0.943673382751947
"GTSF1",0,0,2,0.0212443,17,0.176872,0.0660387666667,0.131472,0.031646,0.09111,0.0847426666666667,3,1,3,0.982757292973971
"GUCA1A",5,0.0354445,7,0.053262,11,0.0819804,0.0568956333333,4.162558,2.656254,4.767123,3.86197833333333,97,85,160,0.217379749738354
"GUCA1A",5,0.0354345,7,0.0532469,11,0.0819572,0.0568795333333,4.162558,2.656254,4.767123,3.86197833333333,97,85,160,0.21737643832911
"GUCA1B",98,1.46668,171,2.74691,144,2.26573,2.15977333333,2.076794,2.146962,1.817706,2.01382066666667,74,104,93,1.04842778745185
"GUCD1",905,10.1916,969,11.7128,1016,12.0289,11.3111,15.908062,17.303413,13.054599,15.4220246666667,312,426,367,0.749670046774988
"GUCY1A1",191,0.508349,162,0.46279,192,0.53724,0.502793,3.873657,2.793268,2.010982,2.89263566666667,215,238,190,0.386060532936253
"GUCY1A2",493,0.249995,558,0.30371,536,0.285751,0.279818666667,1.483524,0.335237,0.360543,0.726434666666667,381,110,130,0.741307326235533
"GUCY1B1",407,1.45753,466,1.79122,346,1.30268,1.51714333333,5.893824,4.554059,4.780025,5.07596933333333,251,264,267,0.414278478912116
"GUCY2C",128,0.26631,220,0.491292,284,0.621203,0.459601666667,0,0.033107,0,0.0110356666666667,0,2,0,1.44366980789039
"GUCY2D",88,0.866309,106,1.12005,85,0.879725,0.955361333333,1.062308,1.791764,1.276492,1.37685466666667,11,22,19,0.822667603852795
"GUCY2F",8,0.0128007,10,0.0171745,3,0.00504665,0.01167395,0,0,0,0,0,0,0,1.01167395
"GUF1",923,7.16368,1012,8.43054,1051,8.57581,8.05667666667,9.688001,7.985183,9.408171,9.02711833333333,478,570,609,0.903218289203063
"GUK1",3215,62.2473,3244,67.4157,2419,49.2395,59.6341666667,450.982928,541.458408,600.770184,531.070506666667,1275,2061,2342,0.113958894370152
"GULP1",610,0.350244,1097,0.676065,805,0.485932,0.504080333333,4.092464,2.367361,1.984732,2.81485233333333,113,83,93,0.394269607814352
"GUSB",679,5.50904,718,6.25275,818,6.97746,6.24641666667,11.077222,11.438861,9.650638,10.7222403333333,191,263,229,0.618176770021009
"GXYLT1",445,1.2334,605,1.79986,581,1.693,1.57542,0.846991,0.47218,0.380337,0.566502666666667,102,77,65,1.64405720769068
"GXYLT2",2330,3.69732,2965,5.05005,2830,4.72123,4.48953333333,0.995084,0.523085,0.491512,0.669893666666667,47,18,21,3.28735502320208
"GYG1",2103,10.1132,2174,11.2215,1950,9.85875,10.3978166667,94.397741,110.255659,90.099727,98.2510423333333,506,849,822,0.114838256594027
"GYPA",4,0.02222,11,0.0655869,5,0.0292006,0.0390025,9.670207,2.403085,6.49772,6.19033733333333,12,9,14,0.144499826897319
"GYPB",6,0.0450991,13,0.104882,2,0.0158047,0.0552619333333,8.870395,5.985193,7.587977,7.48118833333333,16,13,30,0.124423829758129
"GYPC",369,1.59033,309,1.42942,528,2.39239,1.80404666667,3.039479,2.067363,1.325395,2.144079,41,37,25,0.891849939734339
"GYPE",37,0.186279,31,0.167519,32,0.169375,0.174391,7.758949,3.004688,18.872672,9.87876966666667,67,41,248,0.107952556767372
"GYS1",759,5.26574,635,4.72859,851,6.20705,5.40046,33.0668,40.811837,30.251599,34.7100786666667,631,1031,1200,0.179233993286452
"GYS2",18,0.0457454,21,0.0572841,13,0.0347341,0.0459212,0,0.058889,0,0.0196296666666667,0,4,0,1.02578537501688
"GZF1",668,10.725,721,12.425,761,12.8453,11.9984333333,10.274108,11.61955,14.093836,11.9958313333333,363,539,505,1.00020021804684
"GZMA",22,0.505242,7,0.17255,58,1.40037,0.692720666667,0,0,0,0,0,0,0,1.692720666667
"GZMB",29,1.52875,41,2.31986,106,5.87465,3.24108666667,0.56067,0,0.149065,0.236578333333333,3,0,1,3.42969511299594
"GZMH",8,0.434035,2,0.116468,39,2.22453,0.925011,0,0,0,0,0,0,0,1.925011
"GZMK",30,0.508092,8,0.145429,86,1.53129,0.728270333333,0,0,0,0,0,0,0,1.728270333333
"GZMM",11,0.326208,4,0.127322,15,0.467661,0.307063666667,0.269034,0.124219,0.056873,0.150042,3,2,1,1.13653559319312
"H2AC18",162,51.5505,118,40.3033,151,50.5165,47.4567666667,1.93422,0,1.17804,1.03742,10,0,9,23.7833959942967
"H2AC19",163,50.4893,119,39.5639,151,49.173,46.4087333333,0,2.123752,0,0.707917333333333,0,16,0,27.7582131219271
"H2AC21",0,0,0,0,1,0.34654,0.115513333333,0,0,0.158044,0.0526813333333333,0,0,1,1.05968757876679
"H2AC8",2,0.68644,7,2.57876,4,1.44335,1.56951666667,0.437698,0.319754,0.759164,0.505538666666667,2,2,5,1.70670918227496
"H2AJ",611,29.4865,668,34.6018,821,41.6546,35.2476333333,5.038103,3.342038,4.410051,4.26339733333333,68,83,120,6.88673703270359
"H2AW",84,16.3963,65,13.6183,64,13.1337,14.3827666667,6.978569,9.102209,6.887496,7.65609133333333,77,139,114,1.77710309126051
"H2AX",260,28.1424,235,27.3021,167,19.0039,24.8161333333,7.664415,6.991803,8.774348,7.81018866666667,149,182,290,2.93025885256865
"H2AZ1",983,75.6516,1049,86.6524,1084,87.7066,83.3368666667,82.783356,86.012372,64.227392,77.6743733333333,825,1202,936,1.07197379646579
"H2AZ2",2749,22.5543,3289,28.964,3532,30.4658,27.3280333333,47.28606,28.706009,30.05053,35.347533,1865,1883,1781,0.77936605307711
"H2BC11",29,0.73917,33,0.902819,37,0.991485,0.877824666667,1.490905,0.715637,0.502847,0.903129666666667,5,3,7,0.986703480880529
"H2BC13",1,0.35799,2,0.768495,3,1.12909,0.751858333333,0,0,0.165449,0.0551496666666667,0,0,1,1.66029368977324
"H2BC14",0,0,0,0,3,1.44619,0.482063333333,0,0,0,0,0,0,0,1.482063333333
"H2BC18",1042,6.13227,670,4.23223,2073,12.826,7.73016666667,0.414962,0.574377,0.33396,0.441099666666667,12,19,14,6.05798951217808
"H2BC5",157,2.07723,149,2.11598,111,1.544,1.91240333333,3.233726,5.729537,5.369234,4.777499,30,69,63,0.504094130233515
"H2BC6",189,2.62111,253,3.76604,143,2.08496,2.82403666667,0.448829,0.612521,0.759919,0.607089666666667,18,34,44,2.37947934454809
"H3C10",13,1.83596,17,2.57698,15,2.22715,2.21336333333,0.117104,0.215234,0.202248,0.178195333333333,2,5,5,2.72736043202514
"H3C13",9,3.82553,5,2.28118,8,3.57501,3.22724,0.741432,0.349772,0.14206,0.411088,3,2,1,2.99573095370381
"H4C11",17,7.96216,23,11.5625,20,9.84804,9.7909,0,0,0,0,0,0,0,10.7909
"H4C15",154,3.75435,128,3.34938,176,4.51091,3.87154666667,1.745544,1.059768,0.991678,1.26566333333333,35,22,29,2.15016352826913
"H4C8",249,5.41719,329,7.68266,302,6.90749,6.66911333333,0.58875,0.597014,0.799064,0.661609333333333,13,15,16,4.61547319185135
"H6PD",991,4.73503,1029,5.27721,2257,11.3375,7.11658,2.673363,2.715705,1.809025,2.39936433333333,386,538,378,2.38767581350749
"HAAO",143,0.979493,149,1.09545,138,0.993762,1.02290166667,1.208522,0.199897,0.475123,0.627847333333333,12,3,6,1.2426851248561
"HABP2",3,0.0135195,2,0.00967409,0,0,0.00773119666667,0,0,0,0,0,0,0,1.00773119666667
"HABP4",2424,10.2864,2422,11.0318,2217,9.89087,10.4030233333,25.18954,25.607305,28.040083,26.278976,989,1382,1674,0.418015079939218
"HACD1",207,1.2759,226,1.49518,248,1.60707,1.45938333333,17.140816,16.629354,17.366997,17.0457223333333,135,169,186,0.136286222734743
"HACD2",1318,2.44342,1365,2.71616,1278,2.49088,2.55015333333,9.140854,6.7094,5.854995,7.235083,454,505,509,0.43110109920325
"HACD3",3168,11.5465,3313,12.9607,3104,11.8939,12.1337,88.282427,94.942766,76.980801,86.7353313333333,4225,5873,5380,0.149696818834605
"HACD4",316,1.71807,373,2.17672,522,2.98374,2.29284333333,0.258675,0.105258,0.249898,0.204610333333333,24,19,39,2.73353402524634
"HACE1",1018,1.34908,1525,2.1692,1063,1.48102,1.66643333333,6.867154,5.069761,5.838881,5.92526533333333,307,312,370,0.385029772143989
"HACL1",377,1.60037,480,2.18706,534,2.38319,2.05687333333,4.877953,5.190673,5.200303,5.089643,114,189,166,0.501979070584269
"HADH",1056,4.05794,1191,4.91241,1387,5.60346,4.85793666667,15.583382,15.417324,14.943981,15.3148956666667,369,457,450,0.359054497580299
"HADHA",4705,15.2108,4300,14.9211,4121,14.0066,14.7128333333,52.586848,42.514248,39.666429,44.9225083333333,2091,2341,2318,0.34215973611996
"HADHB",3398,12.5513,3889,15.4186,3107,12.0655,13.3451333333,25.647685,17.71078,20.105148,21.1545376666667,598,645,684,0.647503168386287
"HAGH",1312,7.26759,1586,9.42975,811,4.72297,7.14010333333,59.665975,68.354362,65.745692,64.5886763333333,676,1007,1058,0.124108364254228
"HAGHL",552,11.2263,526,11.4822,322,6.8848,9.86443333333,18.859401,19.613842,22.118465,20.197236,156,204,278,0.512540094063679
"HAL",3,0.0221101,2,0.0158212,17,0.131721,0.0565507666667,0.032426,0,0.016741,0.016389,2,0,1,1.03951416895175
"HAMP",120,4.73439,41,1.73623,541,22.4398,9.63680666667,0.536379,0.265296,0.788676,0.530117,8,10,8,6.95162962483915
"HAO1",3,0.00911886,1,0.00326257,3,0.00958691,0.00732278,0,0,0,0,0,0,0,1.00732278
"HAO2",9,0.0620184,9,0.0665674,6,0.0434678,0.0573512,0.041299,0,0,0.0137663333333333,1,0,0,1.0429930105524
"HAP1",61,0.630459,67,0.743262,75,0.814941,0.729554,37.43378,41.420354,39.615365,39.489833,1430,2057,2217,0.0427157602749312
"HAPLN1",47,0.0988652,78,0.176109,34,0.0751905,0.116721566667,0.953498,1.3876,1.424897,1.25533166666667,30,55,73,0.495147380392832
"HAPLN2",105,2.8684,213,6.24554,48,1.37857,3.49750333333,3.302391,2.475234,4.179119,3.31891466666667,32,34,79,1.0413503577743
"HAPLN3",147,1.40034,139,1.42125,176,1.76265,1.52808,1.977797,0.654749,0.821871,1.15147233333333,57,20,31,1.17504648367157
"HAPLN4",161,3.49442,382,8.89923,179,4.08451,5.49272,5.52739,2.556111,5.445732,4.50974433333333,313,240,565,1.17840676575858
"HARBI1",194,2.25208,216,2.69139,191,2.33107,2.42484666667,3.468114,2.84092,2.323842,2.87762533333333,81,95,85,0.8832330027424
"HARS1",2163,21.4287,2293,24.3828,2059,21.4454,22.4189666667,48.6974,53.901633,44.947156,49.182063,1560,2357,2082,0.466680030007933
"HARS2",734,16.281,734,17.4752,825,19.2388,17.665,12.11657,14.878406,13.276835,13.423937,385,582,563,1.29402950109946
"HAS1",4,0.0642099,7,0.120609,2,0.0337528,0.0728572333333,6.765554,4.009682,3.733884,4.83637333333333,109,85,126,0.183822585029967
"HAS2",184,1.09615,146,0.933568,285,1.78499,1.27156933333,0.019449,0.028121,0.024146,0.0239053333333333,1,3,2,2.21853452597506
"HAS3",320,4.27824,325,4.66378,360,5.06006,4.66736,5.785936,9.000338,7.128961,7.30507833333333,395,758,661,0.682396935047974
"HASPIN",4,0.249838,7,0.469285,14,0.919315,0.546146,0.072351,0.017543,0.01579,0.035228,3,1,1,1.49353185964831
"HAT1",590,1.68312,654,2.00254,768,2.30336,1.99634,8.280674,7.675931,6.720975,7.55919333333333,192,257,228,0.350072709344105
"HAUS1",209,1.52413,249,1.94902,286,2.19271,1.88862,18.611441,22.030705,12.531338,17.7244946666667,103,142,120,0.154269583848493
"HAUS2",785,6.47889,832,7.37047,813,7.0544,6.96792,14.643916,17.0803,13.34148,15.0218986666667,527,815,727,0.497314342436652
"HAUS3",530,0.567069,585,0.671826,632,0.710911,0.649935333333,3.887106,2.930873,2.813266,3.210415,225,243,244,0.391870001729758
