"Hs_symbol","hDRG1_read","hDRG1_TPM","hDRG2_read","hDRG2_TPM","hDRG3_read","hDRG3_TPM","Avg_TPM","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Hs_Avg_TPM","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","FoldChange"
"HTRA1",7391,22.9111,9629,32.0379,6382,20.7988,25.2492666667,13.162983,33.532681,19.977787,22.2244836666667,207,575,216,1.13024113015588
"HTRA2",577,25.378,532,25.115,514,23.7675,24.7535,15.445418,16.022372,17.945051,16.470947,246,276,179,1.47407578993858
"HTRA3",114,0.533289,85,0.426793,106,0.521317,0.493799666667,0.431162,1.17314,0.201297,0.601866333333333,11,35,4,0.93253702608166
"HTRA4",17,0.205728,7,0.0909248,27,0.343515,0.213389266667,0.123596,0.113364,0.0764,0.104453333333333,3,3,1,1.09863335103973
"HTT",5185,4.4723,5121,4.74108,4719,4.27927,4.49755,115.189719,103.776573,113.263109,110.743133666667,1650,1876,1315,0.0491981012130854
"HUNK",203,0.206649,162,0.177008,132,0.14127,0.174975666667,5.324414,11.203545,6.668422,7.732127,363,426,315,0.134557784909335
"HUS1",613,6.5587,529,6.0751,566,6.36667,6.33349,9.366734,9.31211,8.280117,8.98632033333333,148,204,122,0.734353571206959
"HUS1B",3,0.511314,3,0.548818,0,0,0.353377333333,0,0,0,0,0,0,0,1.353377333333
"HUWE1",8475,9.57476,8529,10.3425,7775,9.23479,9.71735,87.666422,75.656468,81.346294,81.5563946666667,5381,5885,4032,0.129818532450125
"HVCN1",646,1.46357,756,1.83841,910,2.1675,1.82316,1.024453,1.141653,1.374162,1.18008933333333,9,14,3,1.29497445670422
"HYAL1",100,1.39849,121,1.81629,142,2.08778,1.76752,0.538402,0.817054,1.94767,1.101042,16,19,20,1.31721307808221
"HYAL2",543,18.9989,697,26.1759,522,19.2016,21.4588,12.104072,13.316435,10.928983,12.1164966666667,228,199,182,1.71225599111958
"HYAL3",547,14.5339,576,16.427,352,9.83276,13.5978866667,8.743611,15.34858,12.58361,12.225267,105,182,96,1.1037876714852
"HYAL4",5,0.0180106,2,0.00773265,4,0.015148,0.0136304166667,0.240483,0.196081,0.976837,0.471133666666667,2,1,4,0.689013132955764
"HYDIN",326,0.132867,394,0.17236,402,0.172252,0.159159666667,2.517502,1.76973,4.477688,2.92164,87,95,55,0.29558033543798
"HYI",426,24.9152,441,27.6844,450,27.6698,26.7564666667,8.950657,15.264303,12.292291,12.1690836666667,119,117,70,2.10769916641631
"HYKK",214,1.25417,253,1.59149,228,1.40481,1.41682333333,0.615837,1.246339,0.835322,0.899166,12,17,7,1.27257087233554
"HYLS1",312,3.19965,324,3.56643,297,3.20216,3.32274666667,5.789338,4.691129,5.146053,5.20884,100,89,62,0.696224522885112
"HYOU1",3114,41.7188,2459,35.36,2498,35.1839,37.4209,54.416715,85.134522,76.085426,71.8788876666667,2192,2632,1629,0.527188342606565
"HYPK",530,13.415,589,16.0019,459,12.2142,13.8770333333,8.446621,7.290628,4.443136,6.726795,254,299,173,1.92538217117188
"IAH1",1528,11.6639,1608,13.1749,1824,14.6381,13.1589666667,82.30539,90.734632,82.434095,85.158039,204,251,168,0.164337151019651
"IARS1",4566,9.54729,4288,9.62364,4363,9.59108,9.58733666667,160.69475,160.40958,160.476804,160.527044666667,1870,2324,1591,0.0655452880260295
"IARS2",2794,9.05415,3255,11.3217,2724,9.2804,9.88541666667,36.369571,35.963295,45.561515,39.298127,1004,1218,775,0.270122149018737
"IBA57",295,3.13214,211,2.4046,229,2.55619,2.69764333333,1.494734,1.369123,2.304611,1.72282266666667,139,159,94,1.35801841911972
"IBSP",0,0,2,0.0291124,16,0.228121,0.0857444666667,0.053485,0.148308,0,0.0672643333333333,1,3,0,1.01731542295211
"IBTK",1246,2.79899,1530,3.68906,1994,4.7092,3.73241666667,13.731296,13.479944,14.084604,13.7652813333333,679,776,475,0.320509752563017
"ICA1",570,0.666059,591,0.741252,621,0.7629,0.723403666667,72.562986,72.460127,71.274031,72.099048,480,513,392,0.0235762805921494
"ICA1L",668,1.18073,787,1.49311,823,1.52937,1.40107,12.950851,14.77787,14.592186,14.106969,709,775,632,0.158937904751112
"ICAM1",289,3.25247,236,2.8508,373,4.41328,3.50551666667,1.350318,1.15098,2.484935,1.66207766666667,52,43,29,1.69248129875625
"ICAM2",163,1.5784,236,2.45291,174,1.7714,1.93423666667,0.53665,0.188733,0.729195,0.484859333333333,5,2,5,1.97610413377204
"ICAM4",1,0.111415,3,0.358762,1,0.117134,0.195770333333,0.153856,0.13789,0,0.0972486666666667,2,2,0,1.08978973468761
"ICAM5",0,0,2,0.0549327,7,0.18832,0.0810842333333,0.665057,1.519337,2.394526,1.52630666666667,15,33,27,0.427930720999813
"ICE1",1626,4.08385,1848,4.98187,1948,5.14371,4.73647666667,4.926617,5.380147,5.753286,5.35335,493,573,410,0.902905816092298
"ICE2",925,2.71354,1155,3.63678,1098,3.38637,3.24556333333,9.186067,8.392045,14.560958,10.7130233333333,195,209,174,0.362465198993314
"ICMT",4298,50.8022,3588,45.5207,4291,53.3228,49.8819,27.0477,40.135853,34.894665,34.0260726666667,983,1067,757,1.45268641689375
"ICOSLG",818,5.96601,739,5.78516,583,4.47031,5.40716,0.419986,0.168483,0.161446,0.249971666666667,7,11,5,5.12584418580154
"ID1",585,82.8864,827,125.769,367,54.6678,87.7744,9.958856,8.472476,7.439262,8.62353133333333,104,98,53,9.22472187444429
"ID2",648,20.154,851,28.409,1019,33.3195,27.2941666667,99.795423,94.426426,81.801347,92.007732,745,763,531,0.304213059046532
"ID3",1186,131.468,1379,164.074,1024,119.336,138.292666667,2.111119,3.965832,11.186748,5.75456633333333,17,27,54,20.6219999616556
"ID4",193,6.98362,453,17.5939,549,20.885,15.1541733333,29.405198,36.365005,56.121717,40.63064,1387,1860,1887,0.388035671161913
"IDE",604,0.862007,714,1.09374,811,1.21684,1.057529,5.515019,5.597002,5.01885,5.376957,283,282,203,0.322650599651213
"IDH1",2044,11.9634,2168,13.6199,2843,17.494,14.3591,94.105469,82.90377,97.647057,91.5520986666667,2695,2399,1954,0.165950856018046
"IDH2",476,4.27321,400,3.85432,624,5.88939,4.67230666667,19.727685,21.224368,26.496776,22.482943,454,515,412,0.241550076013471
"IDH3A",3225,13.9291,3227,14.96,2842,12.9049,13.9313333333,123.018926,98.618556,59.495639,93.7110403333333,914,1048,517,0.157651455213136
"IDH3B",1427,42.7975,1566,50.4112,1110,34.999,42.7359,38.975063,45.822236,44.179026,42.9921083333333,468,549,357,0.99417603877059
"IDH3G",845,16.8555,851,18.2203,842,17.6578,17.5778666667,33.989582,36.878029,50.96647,40.6113603333333,353,446,323,0.446461411448209
"IDI1",6494,113.234,6021,112.687,4421,81.0447,102.3219,101.456855,78.890434,62.951591,81.0996266666667,2324,2016,1139,1.25849415149594
"IDI2",46,1.15628,66,1.7807,42,1.10992,1.34896666667,0,0.117349,0,0.0391163333333333,0,2,0,2.26054253149391
"IDNK",154,1.27614,153,1.36085,318,2.77041,1.80246666667,0.563636,0.862928,0.384421,0.603661666666667,6,12,3,1.74754234320207
"IDO1",16,0.105415,5,0.0353584,67,0.464083,0.2016188,0.120013,0.156439,0.320524,0.198992,3,4,5,1.00219084030586
"IDO2",55,0.117494,18,0.0412731,40,0.0898364,0.0828678333333,0.072095,0.06601,0.101688,0.079931,2,3,4,1.00271946386695
"IDS",15833,62.7085,16524,70.2456,15869,66.0771,66.3437333333,139.761959,136.575809,126.275182,134.204316666667,10272,11398,7149,0.498088633511085
"IDUA",374,3.71912,363,3.8745,467,4.88229,4.15863666667,24.169649,20.272272,15.729423,20.0571146666667,134,201,128,0.244983073337968
"IER2",909,35.2814,540,22.4965,462,18.8522,25.5433666667,9.149051,8.577389,10.231307,9.319249,240,281,193,2.57221883750455
"IER3",471,60.9506,237,32.9189,464,63.1267,52.3320666667,18.457779,22.29342,18.617978,19.7897256666667,253,340,181,2.56530882233864
"IER3IP1",763,5.66467,854,6.80532,930,7.25891,6.5763,13.005321,10.132549,13.123708,12.0871926666667,601,503,448,0.57890948754021
"IER5",249,10.3547,167,7.45409,202,8.83136,8.88005,0.628512,0.906689,1.256916,0.930705666666667,32,51,45,5.11732584131156
"IER5L",146,9.41183,78,5.39705,130,8.81055,7.87314333333,5.856527,5.073374,4.136113,5.02200466666667,160,163,77,1.4734534136855
"IFFO1",1476,14.5607,1512,16.0099,1306,13.545,14.7052,7.871403,9.555313,8.498355,8.64169033333333,244,323,181,1.62888450645463
"IFFO2",271,0.903553,201,0.719318,257,0.900856,0.841242333333,6.128619,9.432974,12.87874,9.480111,305,404,323,0.175689201510652
"IFI16",2741,8.67671,3032,10.3019,6775,22.5472,13.8419366667,37.655975,20.769966,27.026386,28.484109,864,506,494,0.503387661017669
"IFI27L2",517,36.4927,527,39.927,409,30.3513,35.5903333333,44.777144,45.746699,41.920701,44.1481813333333,134,152,89,0.810449773450454
"IFI35",296,6.68791,320,7.76049,502,11.9245,8.79096666667,0.362399,1.192818,1.02965,0.861622333333333,2,3,3,5.25937323127122
"IFI44",2811,34.3821,3275,42.9955,4517,58.0844,45.154,0.388049,2.800345,1.892492,1.69362866666667,3,18,10,17.1345072805135
"IFI44L",1546,10.2991,2678,19.1488,5625,39.396,22.9479666667,0,0.410678,0.844633,0.418437,0,12,12,16.8833488316365
"IFIH1",562,1.90232,687,2.49601,784,2.78999,2.39610666667,0,0.051054,0.077268,0.042774,0,2,1,3.25680029102183
"IFIT1B",2,0.0488669,4,0.104902,7,0.179813,0.111193966667,0,0,0,0,0,0,0,1.111193966667
"IFIT2",833,5.68943,864,6.334,1105,7.93459,6.65267333333,0.112908,0.162317,0.22224,0.165821666666667,5,9,7,6.56418863376474
"IFIT3",1180,15.8879,1664,24.0479,2473,35.0062,24.9806666667,0.92819,1.083419,1.343047,1.11821866666667,29,37,30,12.2653374156052
"IFITM1",3065,303.029,2954,313.476,6035,627.292,414.599,0,1.134483,0.684041,0.606174666666667,0,7,3,258.750812489468
"IFITM10",304,2.91965,202,2.08233,528,5.33126,3.44441333333,2.519827,5.358807,1.878048,3.25222733333333,119,174,58,1.04519654875696
"IFITM2",6232,142.466,5774,141.677,11366,273.168,185.770333333,0.980156,1.968406,3.692873,2.21381166666667,2,11,13,58.114896796898
"IFITM3",6228,138.39,6428,153.311,12335,288.161,193.287333333,2.452903,9.368792,11.385891,7.735862,12,50,42,22.2402017491806
"IFNAR1",3753,18.5022,4012,21.2299,4529,23.474,21.0687,19.366391,23.650216,20.390295,21.135634,1259,1421,921,0.996976187806502
"IFNAR2",1666,8.13553,1563,8.19239,1705,8.75333,8.36041666667,14.353038,10.881525,11.731123,12.3218953333333,260,215,150,0.70263400458108
"IFNG",2,0.070259,0,0,11,0.406259,0.158839333333,0,0,0,0,0,0,0,1.158839333333
"IFNGR1",2975,23.6606,3301,28.179,4473,37.4004,29.7466666667,14.847517,15.032102,16.307109,15.395576,317,337,241,1.87530262228665
"IFNGR2",4499,10.2804,4536,11.1252,5288,12.7036,11.3697333333,30.702918,29.102023,33.673893,31.1596113333333,515,556,380,0.384635660085817
"IFNLR1",86,0.444606,77,0.427275,79,0.42938,0.433753666667,0.871348,0.98405,1.553376,1.136258,54,66,59,0.671151923909472
"IFRD1",1571,4.72786,1556,5.02618,1356,4.29029,4.68144333333,55.959412,66.542577,55.709859,59.4039493333333,636,701,448,0.0940574812745688
"IFRD2",256,8.62212,262,9.47144,292,10.3394,9.47765333333,9.905528,13.928077,17.32232,13.7186416666667,80,106,85,0.711862790780399
"IFT122",838,1.81924,895,2.0855,939,2.14313,2.01595666667,24.159826,35.019107,35.61255,31.597161,267,297,239,0.0925220655464444
"IFT140",969,1.66542,1124,2.07351,897,1.62081,1.78658,11.104076,10.809069,12.168793,11.360646,369,375,255,0.225439673622236
"IFT172",947,3.64301,1010,4.17035,787,3.1829,3.66542,15.730313,20.934255,18.480054,18.3815406666667,409,487,314,0.240714609856781
"IFT20",592,14.4343,453,11.8553,530,13.5859,13.2918333333,24.386065,27.070598,30.548952,27.335205,216,269,204,0.504384328022331
"IFT22",328,5.25218,364,6.25616,262,4.41068,5.30634,16.517453,21.238637,16.543676,18.099922,365,458,264,0.330176217473558
"IFT27",499,4.82829,595,6.17946,556,5.65596,5.55457,46.410031,38.896033,53.425676,46.2439133333333,567,541,418,0.138738930320054
"IFT43",578,0.553445,597,0.613566,524,0.527492,0.564834333333,17.916698,16.782304,15.069566,16.5895226666667,131,132,90,0.0889640022067493
"IFT46",531,3.26144,602,3.96874,614,3.9648,3.73166,14.173227,15.591197,14.71934,14.8279213333333,180,217,158,0.298943866370829
"IFT52",456,1.41339,484,1.61021,527,1.7173,1.5803,184.152457,120.972037,142.906784,149.343759333333,389,360,310,0.0171626678183503
"IFT57",617,1.74915,773,2.35213,957,2.85227,2.31785,52.347117,40.249727,35.660821,42.752555,453,424,271,0.0758321428314301
"IFT74",430,0.648195,491,0.794436,466,0.738518,0.727049666667,4.345328,4.877459,4.130061,4.45094933333333,97,100,77,0.31683465779178
"IFT80",1284,1.56978,1379,1.80958,1358,1.74547,1.70827666667,32.344386,21.451406,22.065539,25.2871103333333,443,486,384,0.103026792687661
"IFT81",352,0.651013,480,0.95286,431,0.838036,0.813969666667,21.424874,18.298489,23.640566,21.1213096666667,401,376,315,0.0820010069024244
"IFT88",535,0.751506,548,0.826227,724,1.06919,0.882307666667,8.737876,6.386033,6.474616,7.19950833333333,167,194,106,0.229563479924142
"IGBP1",1167,6.20092,1160,6.61582,1058,5.91029,6.24234333333,20.932139,23.716961,21.976045,22.2083816666667,427,531,318,0.312057231622139
"IGDCC3",25,0.0858455,33,0.121628,31,0.111912,0.106461833333,6.392328,5.046018,11.098856,7.51240066666667,240,171,251,0.129982348888457
"IGDCC4",90,0.379194,65,0.29395,52,0.230335,0.301159666667,9.979254,12.102669,12.58444,11.5554543333333,501,653,444,0.10363302132465
"IGF1",266,0.54116,246,0.53718,649,1.38812,0.822153333333,0.145486,0.21189,0,0.119125333333333,4,22,0,1.62819416115413
"IGF1R",1813,1.00233,1619,0.960731,1610,0.93579,0.966283666667,29.602777,17.699862,22.876561,23.3930666666667,1426,1422,1213,0.0806083012659472
"IGF2",620,8.93159,582,8.99913,3059,46.3292,21.4199733333,0.100414,0.135459,0.149103,0.128325333333333,6,9,5,19.8701320186317
"IGF2BP1",5,0.0148652,2,0.00638222,3,0.00937693,0.0102081166667,5.921973,6.711771,7.141422,6.591722,561,612,451,0.133067058655032
"IGF2BP2",350,0.337223,374,0.386778,480,0.486216,0.403405666667,34.120842,33.788998,37.778433,35.2294243333333,494,570,471,0.0387366261675811
"IGF2BP3",30,0.0326982,37,0.0432858,35,0.040106,0.0386966666667,23.475635,23.635778,29.840017,25.6504766666667,512,541,402,0.0389747875679034
"IGF2R",2634,3.18649,2509,3.2579,2830,3.59932,3.34790333333,27.099147,29.315581,34.429029,30.2812523333333,1401,1877,1134,0.138993902385963
"IGFALS",2,0.0766392,11,0.452433,13,0.523724,0.350932066667,0.213471,0.250087,0.188902,0.217486666666667,5,4,3,1.10960727838251
"IGFBP2",433,2.39314,446,2.64579,692,4.02091,3.01994666667,37.062904,46.026565,43.163572,42.084347,317,469,258,0.0933041103459221
"IGFBP3",802,14.5492,992,19.316,751,14.3233,16.0628333333,1.083673,2.448259,1.225098,1.58567666666667,26,72,24,6.59898182679453
"IGFBP4",3155,38.6085,2774,36.436,6827,87.8319,54.2921333333,1.721309,3.611206,4.824571,3.38569533333333,41,98,80,12.6073813000766
"IGFBP5",3221,24.0011,7997,63.9599,3568,27.9514,38.6374666667,38.247012,49.198444,30.296608,39.2473546666667,3228,4553,1814,0.984846507179967
"IGFBP6",1567,55.7543,1728,65.9923,2201,82.3317,68.0261,1.40977,3.110258,1.98085,2.16695933333333,9,18,7,21.7957014078067
"IGFBP7",6679,14.6561,9458,22.2765,13707,31.6218,22.8514666667,12.875368,29.639595,13.967775,18.8275793333333,147,382,116,1.20294395325414
"IGFBPL1",28,0.272861,18,0.188276,17,0.174169,0.211768666667,15.905938,14.027171,11.110382,13.6811636666667,692,673,340,0.0825390067286219
"IGFLR1",115,5.4997,84,4.31182,234,11.7651,7.19220666667,1.747028,3.565507,14.11854,6.477025,9,19,20,1.09565056512049
"IGFN1",16,0.0733106,52,0.255735,54,0.260123,0.196389533333,0.160204,0.204644,0,0.121616,19,29,0,1.06666589397173
"IGHA1",79,2.95466,93,3.7334,324,12.7398,6.47595333333,0,0,0,0,0,0,0,7.47595333333
"IGHA2",23,0.861324,33,1.32646,81,3.18906,1.79228133333,0,0,0,0,0,0,0,2.79228133333
"IGHD",11,0.215581,1,0.0210358,26,0.53571,0.257442266667,0,0,0,0,0,0,0,1.257442266667
"IGHM",35,1.35456,13,0.540024,94,3.82468,1.90642133333,0,0,0,0,0,0,0,2.90642133333
"IGHMBP2",554,2.63277,514,2.62184,487,2.43316,2.56259,207.868114,194.680008,154.940447,185.829523,260,317,245,0.0190686672148705
"IGIP",829,41.9055,977,53.0093,817,43.4187,46.1111666667,2.129747,2.195567,2.366507,2.230607,94,103,75,14.5827600406673
"IGKC",184,61.462,70,25.0973,7328,2573.43,886.6631,0,0,0,0,0,0,0,887.6631
"IGLC1",28,10.6339,27,11.0062,411,164.102,61.9140333333,0,0,0,0,0,0,0,62.9140333333
"IGLC2",44,16.638,39,15.829,591,234.949,89.1386666667,0,0,0,0,0,0,0,90.1386666667
"IGLC3",32,12.1004,27,10.9585,363,144.309,55.7893,0,0,0,0,0,0,0,56.7893
"IGLC7",0,0,0,0,17,7.08009,2.36003,0,0,0,0,0,0,0,3.36003
"IGLL1",4,0.0973525,8,0.208986,11,0.281461,0.195933166667,0.316252,0.32845,0,0.214900666666667,2,2,0,0.984387612485465
"IGLL5",31,0.649985,29,0.652649,496,10.9335,4.07871133333,0,0,0,0,0,0,0,5.07871133333
"IGLON5",295,2.78469,289,2.92815,213,2.11384,2.60889333333,47.686538,56.393109,58.324036,54.134561,1577,2078,1367,0.0654560999103629
"IGSF1",368,0.210513,479,0.294107,212,0.127498,0.210706,30.644587,23.672153,21.692843,25.3365276666667,170,201,108,0.0459706008067401
"IGSF10",139,0.728655,148,0.83274,164,0.903835,0.821743333333,0.225604,0.104047,0.21201,0.180553666666667,11,11,7,1.54312623370757
"IGSF11",1407,1.00118,2303,1.75894,1733,1.29645,1.35219,1.024652,0.594519,1.13536,0.918177,33,19,20,1.22626326976082
"IGSF21",605,0.390463,432,0.29926,849,0.576064,0.421929,11.857369,10.194625,8.847747,10.2999136666667,175,161,97,0.125835386175959
"IGSF23",19,0.142955,17,0.137289,19,0.150293,0.143512333333,0,0,0,0,0,0,0,1.143512333333
"IGSF3",874,1.63552,1280,2.57095,749,1.47355,1.89334,52.923767,55.176623,56.818411,54.9729336666667,1735,1712,1455,0.0516917697619816
"IGSF6",181,2.42136,230,3.30255,285,4.00833,3.24408,0.367697,0.40826,0.827669,0.534542,6,9,5,2.76569816922574
"IGSF8",825,18.9541,704,17.3605,569,13.7435,16.6860333333,19.771311,24.125861,22.705818,22.2009966666667,487,645,371,0.762296274914339
"IGSF9",21,0.197506,21,0.211993,14,0.138429,0.182642666667,2.926487,1.690071,2.773259,2.46327233333333,152,99,93,0.341481279218007
"IGSF9B",752,2.16974,472,1.46175,716,2.17191,1.93446666667,36.30637,31.700473,44.391833,37.4662253333333,3561,4092,4125,0.0762868371211642
"IHH",8,0.21508,9,0.259713,5,0.141325,0.205372666667,0.073703,0.096401,0,0.0567013333333333,2,3,0,1.14069380689119
"IK",1642,18.5992,1647,20.0242,1783,21.233,19.9521333333,83.214518,101.433235,135.844809,106.830854,961,1050,808,0.194305549442277
"IKBIP",153,0.842945,191,1.12949,311,1.80139,1.25794166667,3.914743,4.973636,3.944058,4.277479,100,133,68,0.427844746832721
"IKBKB",1567,4.46201,1506,4.60285,1824,5.4604,4.84175333333,21.64264,28.022211,45.30284,31.655897,207,234,173,0.178888160179155
"IKBKE",179,1.18388,141,1.00096,304,2.11382,1.43288666667,0.32548,0.707003,0.35292,0.461801,7,20,10,1.66430770444814
"IKBKG",787,5.76519,749,5.88926,841,6.47698,6.04381,35.233456,26.251703,43.459616,34.9815916666667,115,140,110,0.195761490076755
"IKZF1",397,0.686457,309,0.573485,833,1.51428,0.924740666667,0.01376,0.03972,0,0.0178266666666667,1,2,0,1.8910299068607
"IKZF2",337,0.385457,522,0.640851,386,0.464164,0.496824,1.662722,1.090263,1.111569,1.28818466666667,154,119,95,0.654153496352421
"IKZF3",27,0.0442504,17,0.029905,136,0.234332,0.102829133333,0.088557,0.152808,0.11146,0.117608333333333,12,23,11,0.98677604706449
"IKZF4",323,1.83344,341,2.07759,430,2.56608,2.15903666667,13.47424,12.081937,16.815593,14.1239233333333,577,539,461,0.208876797180494
"IKZF5",819,7.94351,1060,11.0351,966,9.85017,9.60959333333,13.39894,13.763196,13.922138,13.694758,196,236,193,0.721998506768876
"IL10",32,0.805529,16,0.432306,65,1.72021,0.986015,0,0,0.323715,0.107905,0,0,2,1.79258600692298
"IL10RA",982,10.2789,661,7.42636,1942,21.3708,13.0253533333,2.625389,2.703002,6.015329,3.78124,61,86,54,2.93341336835214
"IL10RB",714,2.84647,746,3.19218,1002,4.19966,3.41277,8.128415,8.358449,7.333845,7.94023633333333,130,174,98,0.493585385830032
"IL11",3,0.0861718,4,0.123323,3,0.0905949,0.1000299,1.613447,2.133523,1.632321,1.793097,29,47,17,0.393838774664825
"IL11RA",372,5.80717,583,9.76856,422,6.92584,7.50052333333,21.988746,30.226038,34.629824,28.9482026666667,250,332,278,0.283840851083573
"IL12A",59,1.43455,34,0.887326,58,1.48262,1.26816533333,0.070499,0.210219,0.397729,0.226149,1,3,3,1.84982847380702
"IL12B",2,0.021695,0,0,0,0,0.00723166666667,0.033446,0.062208,0.047006,0.0475533333333333,1,2,1,0.961508721910741
"IL12RB1",55,0.240512,39,0.183054,94,0.432155,0.285240333333,0.129576,0.246838,0.127587,0.168000333333333,3,6,2,1.10037668368217
"IL12RB2",18,0.0350461,37,0.0773232,65,0.133051,0.0818067666667,1.11935,1.720676,0.688446,1.17615733333333,14,36,7,0.497117901401752
"IL13",3,0.108106,0,0,2,0.0757698,0.0612919333333,0,0.256699,0.095844,0.117514333333333,0,3,1,0.949689772808253
"IL13RA1",3231,8.3743,3342,9.29733,5048,13.7553,10.4756433333,29.769797,15.715201,16.772303,20.7524336666667,1235,680,507,0.527556755678572
"IL13RA2",18,0.1965,20,0.234347,19,0.218062,0.216303,0.410396,1.312737,0.448871,0.724001333333333,5,17,5,0.705511635335162
"IL15",215,0.38561,241,0.463945,372,0.70144,0.516998333333,4.675251,0.339319,0.178663,1.73107766666667,13,9,2,0.555457778388458
"IL15RA",129,0.652296,93,0.504753,165,0.877157,0.678068666667,0.743924,0.53467,0.531695,0.603429666666667,6,6,5,1.04654959400589
"IL16",1751,1.98013,1478,1.794,1495,1.77741,1.85051333333,1.024869,0.826379,0.909779,0.920342333333333,15,14,7,1.48437769862735
"IL17B",136,0.722622,102,0.581718,50,0.279306,0.527882,0.374287,0.276996,0.436942,0.362741666666667,2,2,2,1.1211824202435
"IL17C",0,0,1,0.098847,0,0,0.032949,0.09554,0.08333,0,0.0596233333333333,1,1,0,0.974826589322621
"IL17D",369,3.07381,440,3.93409,265,2.32078,3.10956,5.043024,7.666903,5.445902,6.051943,90,143,69,0.582755702931802
"IL17F",1,0.0222348,2,0.0477314,0,0,0.0233220666667,0,0,0,0,0,0,0,1.0233220666667
"IL17RA",704,4.00079,765,4.66632,1498,8.94999,5.87236666667,1.203232,1.219874,0.673188,1.032098,84,135,55,3.38190710618779
"IL17RB",403,3.66171,483,4.7105,371,3.54398,3.97206333333,2.124216,2.086737,3.584639,2.59853066666667,53,57,63,1.38169263899469
"IL17RC",572,6.03538,619,7.01036,639,7.0884,6.71138,1.064018,2.152286,1.857055,1.69111966666667,4,17,12,2.86549130293847
"IL17RD",344,0.748167,399,0.931436,396,0.905468,0.861690333333,7.114199,6.393496,7.497411,7.001702,856,835,640,0.232661792870192
"IL17RE",180,2.28017,221,3.00488,184,2.45048,2.57851,0.891404,0.210171,0.24426,0.448611666666667,7,7,5,2.47030317533915
"IL18",1002,8.39803,813,7.31376,2404,21.1827,12.2981633333,0.250171,0.2426,0.133914,0.208895,4,3,1,11.0002633258472
"IL18BP",1183,29.096,1319,34.8204,1208,31.2359,31.7174333333,4.811018,5.379281,7.471571,5.88729,117,129,112,4.75040739293684
"IL18R1",226,0.452531,128,0.2751,555,1.16835,0.631993666667,2.13024,2.98997,1.752276,2.29082866666667,42,37,31,0.49592179720498
"IL18RAP",16,0.0825098,4,0.0221404,39,0.211441,0.105363733333,0,0.258936,0,0.086312,0,1,0,1.01753799399528
"IL19",8,0.0193524,12,0.0311578,25,0.0635804,0.0380302,0.066977,0.117653,0.146335,0.110321666666667,3,4,3,0.934891420354162
"IL1A",31,0.507275,23,0.403971,44,0.75696,0.556068666667,0.278364,0.666049,0.22291,0.389107666666667,7,18,4,1.1201929872009
"IL1B",252,6.23042,62,1.64532,226,5.8744,4.58338,0,0,0,0,0,0,0,5.58338
"IL1R1",792,1.19969,553,0.899104,1011,1.61003,1.23627466667,0.79461,0.421831,0.756647,0.657696,41,29,24,1.34902579644881
"IL1R2",58,0.276959,62,0.317775,295,1.48097,0.691901333333,0,0.161587,0,0.0538623333333333,0,1,0,1.60542917212115
"IL1RAP",326,0.390885,361,0.464599,586,0.738698,0.531394,31.688243,14.435478,10.853421,18.9923806666667,1190,587,237,0.0765988816206014
"IL1RAPL1",518,0.0660892,1027,0.140641,565,0.0757857,0.0941719666667,0.166738,0.363275,0.117516,0.215843,8,16,4,0.899928664035324
"IL1RAPL2",566,0.0822879,834,0.130145,762,0.11647,0.1096343,0.067392,0.300378,0.034789,0.134186333333333,1,3,1,0.978352733927612
"IL1RL1",54,0.232725,22,0.101768,56,0.253732,0.196075,0,0,0,0,0,0,0,1.196075
"IL1RL2",69,0.227451,43,0.152142,38,0.131692,0.170428333333,0.057257,0.055803,0.320361,0.144473666666667,1,2,6,1.02267825588502
"IL1RN",183,1.19277,42,0.293831,80,0.548195,0.678265333333,0,0.086023,0,0.0286743333333333,0,2,0,1.63148362795708
"IL2",1,0.033238,0,0,0,0,0.0110793333333,0,0,0,0,0,0,0,1.0110793333333
"IL20RA",28,0.108197,32,0.132723,29,0.117813,0.119577666667,0,0,0.031789,0.0105963333333333,0,0,1,1.10783863916684
"IL20RB",464,1.24985,489,1.41381,671,1.90021,1.52129,0.45717,1.44176,0.363612,0.754180666666667,10,23,6,1.43730349325478
"IL21",0,0,1,0.0171104,3,0.0502781,0.0224628333333,0,0,0,0,0,0,0,1.0224628333333
"IL21R",131,0.458914,110,0.413612,192,0.70713,0.526552,0.184803,0.442909,0.13586,0.254524,11,15,6,1.21683762128106
"IL22RA1",2,0.0149507,7,0.0561656,10,0.0785905,0.0499022666667,0,0,0,0,0,0,0,1.0499022666667
"IL22RA2",2,0.0117134,0,0,1,0.0061573,0.0059569,0,0,0,0,0,0,0,1.0059569
"IL23A",15,0.420152,13,0.39084,26,0.765643,0.525545,0.266222,0.243623,0.644785,0.384876666666667,3,3,3,1.10157462878764
"IL23R",13,0.018758,13,0.0201339,13,0.0197208,0.0195375666667,0.054514,0.025282,0.093262,0.057686,2,1,1,0.96393217520767
"IL25",2,0.09719,1,0.0521593,0,0,0.0497831,0,0,0,0,0,0,0,1.0497831
"IL27",4,0.0550667,6,0.0886586,14,0.202626,0.115450433333,0,0,0,0,0,0,0,1.115450433333
