"Hs_symbol","hDRG1_read","hDRG1_TPM","hDRG2_read","hDRG2_TPM","hDRG3_read","hDRG3_TPM","Avg_TPM","Nociceptor(8Weeks)-S24_rep_2","Nociceptor(8Weeks)-S28_rep_3","Nociceptor(8Weeks)-S6_rep_1","Hs_Avg_TPM","Nociceptor(8Weeks)-S24_rep_2_read","Nociceptor(8Weeks)-S28_rep_3_read","Nociceptor(8Weeks)-S6_rep_1_read","FoldChange"
"NKAPD1",666,10.5151,792,13.4216,777,12.8973,12.278,26.863954,19.622701,25.989973,24.158876,814,837,870,0.527766025795429
"NKAPL",64,6.72728,62,6.99506,56,6.1885,6.63694666667,0.036375,0.142851,0.158362,0.112529333333333,1,3,3,6.86449016475671
"NKD1",340,0.588947,361,0.671189,336,0.611892,0.624009333333,1.125013,1.298958,1.43848,1.28748366666667,270,240,241,0.709954504593038
"NKD2",169,0.979502,126,0.783844,143,0.87135,0.878232,5.022695,2.081277,2.46841,3.190794,62,20,19,0.448180464131618
"NKG7",15,2.39095,6,1.02653,31,5.19493,2.87080333333,0.086477,0.350889,0.39358,0.276982,1,3,3,3.03121213402382
"NKIRAS1",10887,34.6237,12202,41.6521,12697,42.4526,39.5761333333,11.735911,17.966749,18.975465,16.2260416666667,412,443,397,2.35551115679797
"NKIRAS2",502,6.1487,511,6.71802,522,6.72184,6.52952,31.821695,44.372255,37.87576,38.0232366666667,1040,938,1006,0.192949653672158
"NKPD1",4,0.0777477,9,0.187763,10,0.204346,0.1566189,0.15416,0.043877,0.084567,0.0942013333333333,14,3,5,1.05704395047347
"NKRF",408,3.93645,390,4.03877,321,3.25602,3.74374666667,6.324304,13.628716,19.060684,13.004568,398,423,452,0.338728525340446
"NKTR",2741,9.95924,4099,15.9858,4330,16.5403,14.16178,35.458963,18.83015,18.158068,24.1490603333333,3162,1279,1132,0.602876600518713
"NLE1",316,4.06666,357,4.93128,261,3.53126,4.1764,9.469058,13.151041,12.888137,11.8360786666667,407,424,426,0.403269575890207
"NLGN1",449,0.088099,795,0.16743,589,0.1215,0.125676333333,4.723034,4.022257,4.999172,4.58148766666667,323,216,266,0.201680340539974
"NLGN2",1363,15.8881,1212,15.1642,1404,17.206,16.0861,71.70971,56.362166,61.19473,63.0888686666667,3301,1988,1872,0.26660011879546
"NLGN3",1234,8.17484,1505,10.7014,895,6.2334,8.36988,22.481669,24.76907,26.600252,24.616997,1404,1210,1145,0.365768087492847
"NLK",1611,1.81991,1474,1.78728,1860,2.20905,1.93874666667,35.759899,48.208829,57.715691,47.2281396666667,1200,1411,1256,0.0609342737866612
"NLN",869,1.01533,974,1.22148,1196,1.46912,1.23531,13.656861,13.998522,13.712489,13.7892906666667,1009,1017,1002,0.15114382767783
"NLRC3",114,0.51903,101,0.493571,178,0.852012,0.621537666667,0.407106,0.795165,0.670597,0.624289333333333,50,46,49,0.998305925791751
"NLRC4",378,1.59972,241,1.09473,372,1.65513,1.44986,0.473175,0.407976,0.496617,0.459256,29,19,21,1.67884182076346
"NLRC5",771,1.43219,929,1.85226,1333,2.60324,1.96256333333,2.176337,3.659619,3.937517,3.25782433333333,24,39,34,0.69579275738008
"NLRP1",656,0.955037,772,1.20635,679,1.03926,1.06688233333,0.099856,0.182018,0.187596,0.15649,10,6,8,1.78720294453908
"NLRP10",1,0.0221418,5,0.118829,2,0.0465566,0.0625091333333,0.127511,0.033628,0.129576,0.096905,10,2,7,0.968642802551998
"NLRP12",27,0.153185,18,0.109614,37,0.220695,0.161164666667,0.114244,0.265054,0.067527,0.148941666666667,5,4,2,1.01063848614333
"NLRP14",16,0.0549552,9,0.0331796,11,0.0397209,0.0426185666667,0.085739,0.018775,0.041583,0.048699,6,1,2,0.994201927022625
"NLRP2",60,0.218315,91,0.355397,156,0.596753,0.390155,0.182237,0.312712,1.140591,0.54518,2,2,6,0.899671882887431
"NLRP3",289,1.53212,173,0.984424,347,1.93403,1.48352466667,0.302745,0.036778,0.894139,0.411220666666667,6,2,5,1.75984148002604
"NLRP4",5,0.0192756,8,0.0331032,10,0.0405301,0.0309696333333,0,0,0,0,0,0,0,1.0309696333333
"NLRP5",9,0.0253248,3,0.00906078,7,0.0207081,0.01836456,0,0,0,0,0,0,0,1.01836456
"NLRP6",9,0.224774,3,0.0804201,40,1.05027,0.451821366667,0.022143,0,0,0.007381,1,0,0,1.44118398765412
"NLRP9",23,0.134092,32,0.200247,34,0.208398,0.180912333333,0,0,0,0,0,0,0,1.180912333333
"NLRX1",250,2.503,216,2.32121,272,2.86304,2.56241666667,3.618079,2.721586,2.435365,2.92501,114,72,76,0.907619768273202
"NMB",1415,71.9648,1355,73.9679,711,38.0165,61.3164,4.600629,3.346557,3.397934,3.78170666666667,40,23,20,13.032250688736
"NMBR",101,0.579081,113,0.695404,127,0.765526,0.680003666667,0.045296,0,0.067166,0.0374873333333333,1,0,1,1.6193004123427
"NMD3",778,0.913186,889,1.12001,1071,1.32162,1.118272,13.206964,14.266444,18.739535,15.4043143333333,536,465,556,0.129128956990034
"NME1",1072,21.059,1206,25.429,1053,21.7475,22.7451666667,80.071365,112.681963,122.389015,105.047447666667,983,1048,1004,0.223910779459181
"NME2",2729,75.5194,2841,84.3852,2900,84.3706,81.4250666667,198.897422,191.084573,232.322776,207.434923666667,1764,1280,1362,0.395447486518698
"NME3",399,48.2387,469,60.8606,305,38.7669,49.2887333333,14.253288,14.350163,18.027871,15.543774,152,126,131,3.0397376882264
"NME4",336,4.30249,360,4.94793,370,4.98105,4.74382333333,76.619829,46.847801,52.952358,58.8066626666667,1275,618,600,0.096039857053106
"NME5",365,2.62743,395,3.05194,360,2.72445,2.80127333333,10.950217,7.834697,14.358622,11.0478453333333,71,59,81,0.315514785271425
"NME6",370,5.89554,386,6.6016,374,6.26515,6.25409666667,12.007103,11.2163,13.191657,12.1383533333333,378,269,278,0.552131342690078
"NME7",1397,1.03669,1563,1.24495,1379,1.07585,1.11916333333,21.47021,21.5628,30.525843,24.5196176666667,188,144,143,0.0830405596592467
"NME8",47,0.158508,30,0.108596,49,0.173735,0.146946333333,0.20572,0,0,0.0685733333333333,1,0,0,1.07334358584
"NME9",611,1.5594,662,1.81349,797,2.13852,1.83713666667,1.068683,0.60454,1.332518,1.00191366666667,34,8,19,1.41721229736847
"NMI",325,2.92289,322,3.10832,541,5.11523,3.71548,2.05524,1.564374,1.340265,1.653293,40,19,18,1.77721797027317
"NMNAT1",350,1.45327,350,1.55986,309,1.34888,1.45400333333,7.117878,8.89576,6.194249,7.402629,269,162,163,0.292051848692832
"NMNAT2",3932,4.03727,3758,4.14163,2654,2.86492,3.68127333333,32.152562,43.37496,38.810627,38.1127163333333,2493,2336,2086,0.119686735470746
"NMNAT3",311,0.461069,424,0.674701,406,0.632804,0.589524666667,2.963484,4.040531,3.933674,3.64589633333333,330,261,192,0.342135199027687
"NMRAL1",495,2.53714,505,2.77825,542,2.92064,2.74534333333,32.646592,37.403593,33.257203,34.435796,298,202,182,0.105693783013369
"NMRK1",607,3.83586,1011,6.8575,1291,8.57706,6.42347333333,11.542174,8.421393,10.313483,10.09235,256,122,129,0.669242616157081
"NMRK2",1,0.0187566,4,0.0805295,4,0.0788774,0.0593878333333,2.813712,0,0,0.937904,19,0,0,0.546666828353365
"NMT1",2975,9.05342,2867,9.3647,2670,8.54231,8.98681,128.371418,200.825416,72.276568,133.824467333333,1915,1557,1582,0.0740726827817469
"NMT2",994,2.6267,1008,2.85907,832,2.31145,2.59907333333,11.566322,7.884418,9.902662,9.78446733333333,406,234,256,0.333727501051976
"NMU",10,0.0421266,24,0.10852,24,0.106293,0.0856465333333,0.139561,0,2.244872,0.794811,1,0,3,0.604880699601964
"NMUR1",6,0.144399,16,0.413308,16,0.404829,0.320845333333,0.100207,0.177971,0.025247,0.101141666666667,6,8,1,1.1995235248262
"NMUR2",2,0.00835141,1,0.00448199,3,0.0131701,0.00866783333333,0,0,0.041209,0.0137363333333333,0,0,1,0.995000179205043
"NNMT",1121,3.52867,771,2.60496,3261,10.7918,5.64181,12.732467,1.004276,0.76688,4.834541,125,10,5,1.13836032688775
"NNT",1413,2.35737,1648,2.9511,1818,3.18873,2.8324,44.913932,51.612298,61.186475,52.5709016666667,1702,1556,1532,0.0715388369575386
"NOA1",312,3.82311,339,4.45864,348,4.48311,4.25495333333,7.189536,6.366202,7.403619,6.98645233333333,271,181,186,0.657983434196085
"NOB1",423,5.66006,477,6.85077,399,5.61295,6.04126,12.610554,10.714972,11.244592,11.5233726666667,332,165,191,0.562249498391248
"NOC2L",1233,14.2586,1144,14.1997,1004,12.2063,13.5548666667,45.154906,37.711344,60.697514,47.854588,1030,939,922,0.297922206747501
"NOC3L",492,2.8907,543,3.42435,735,4.54007,3.61837333333,4.317272,2.325508,2.703884,3.11555466666667,233,108,117,1.12217518837396
"NOC4L",233,5.07732,226,5.28601,211,4.83392,5.06575,10.878258,7.446138,13.623086,10.6491606666667,177,118,144,0.520702750487145
"NOCT",135,0.782001,105,0.652835,145,0.883039,0.772625,2.168331,4.697834,3.838402,3.568189,57,70,64,0.388036703385083
"NOD1",758,2.4406,758,2.61961,1205,4.07898,3.04639666667,3.123214,1.813449,2.02044,2.31903433333333,175,58,65,1.21914878253343
"NOD2",84,0.362751,63,0.292018,423,1.92047,0.858413,0.884915,0.347745,0.290444,0.507701333333333,7,7,10,1.23261348843626
"NODAL",15,0.163617,41,0.480022,28,0.321094,0.321577666667,0.246823,0.289387,0.248334,0.261514666666667,9,8,6,1.04761181267836
"NOG",26,2.39062,23,2.26989,43,4.15665,2.93905333333,1.09904,0.228449,0.942277,0.756588666666667,32,5,18,2.24244492070236
"NOL10",587,0.86006,579,0.910562,632,0.973522,0.914714666667,8.793316,5.871562,7.846832,7.50390333333333,333,227,240,0.225157153322964
"NOL11",629,4.13089,684,4.82158,808,5.57882,4.84376333333,41.555518,35.133599,48.876353,41.8551566666667,572,445,515,0.136360797343097
"NOL12",302,4.4696,277,4.40029,235,3.65652,4.17547,8.053647,10.769315,9.415486,9.412816,168,157,126,0.497028853674165
"NOL3",907,28.3863,873,29.3262,495,16.2871,24.6665333333,79.723868,68.988623,62.96695,70.5598136666667,673,364,339,0.358672445024207
"NOL4",53,0.0247666,46,0.0230721,43,0.021125,0.0229879,4.123706,2.816005,1.538466,2.826059,87,44,37,0.267373791151679
"NOL4L",1346,1.65576,1151,1.51974,1051,1.35923,1.51157666667,30.903718,27.719171,29.826708,29.483199,1853,1738,1572,0.0823921618813695
"NOL6",710,9.86137,761,11.345,745,10.8786,10.69499,8.85981,10.183032,10.699812,9.914218,638,622,581,1.07153714540061
"NOL7",1858,18.6493,1923,20.7174,2115,22.3185,20.5617333333,29.303643,24.441447,34.446082,29.3970573333333,500,357,430,0.709336206358879
"NOL8",850,5.25104,777,5.15214,1071,6.95591,5.78636333333,22.845328,18.433638,22.066224,21.1150633333333,439,323,364,0.306866104385111
"NOL9",447,2.35446,489,2.76461,561,3.1066,2.74189,6.800822,6.152481,9.616292,7.52319833333333,371,296,436,0.439024161313466
"NOLC1",2115,31.591,2172,34.822,2115,33.2125,33.2085,29.1445,36.339245,47.854704,37.779483,1805,1652,1710,0.882128830856254
"NOM1",502,3.73744,504,4.02755,618,4.83723,4.20074,11.652226,13.816577,8.917021,11.4619413333333,405,299,266,0.417329841385869
"NOMO1",5587,15.6325,5052,15.1723,4651,13.6815,14.8287666667,108.781955,136.398206,159.196009,134.792056666667,2691,2844,2534,0.116566219374344
"NOMO2",8292,9.99817,7616,9.85663,6994,8.86594,9.57358,90.741971,106.261745,128.102782,108.368832666667,2441,2251,2365,0.0966781828258702
"NOMO3",5651,15.8504,4955,14.9176,4607,13.5853,14.7844333333,90.517914,135.474591,131.737582,119.243362333333,1413,1235,1036,0.131270724861661
"NONO",2582,25.0917,2681,27.9647,3201,32.7037,28.5867,408.160537,272.632403,362.448831,347.747257,5686,2958,3281,0.0848370830340323
"NOP10",495,59.028,429,54.9099,476,59.6758,57.8712333333,111.423573,110.912065,124.31888,115.551506,577,413,375,0.505109160350961
"NOP14",771,5.28747,775,5.70474,827,5.96262,5.65161,7.307334,8.14886,9.416257,8.290817,406,337,371,0.715933808619845
"NOP53",1570,23.8233,1679,27.346,1667,26.5935,25.9209333333,274.411637,99.660032,107.775528,160.615732333333,1205,403,517,0.16657371745082
"NOP56",1602,48.2448,1480,47.8399,1552,49.138,48.4075666667,105.978147,105.575356,131.732791,114.428764666667,1417,1177,1222,0.428035133264905
"NOP58",908,4.18253,964,4.76619,1340,6.48928,5.146,29.270913,28.726442,41.658258,33.2185376666667,556,401,472,0.179610246933112
"NOP9",962,18.1197,1024,20.7022,1164,23.0498,20.6239,10.761322,13.848634,16.676801,13.7622523333333,787,745,634,1.46481034951374
"NOS1",799,0.572,872,0.670048,619,0.465884,0.569310666667,0.061681,0.039342,0.085525,0.0621826666666667,15,7,13,1.47743953645167
"NOS1AP",409,0.237551,394,0.245624,471,0.287603,0.256926,4.715789,1.319141,2.031445,2.68879166666667,318,94,100,0.340741932204539
"NOS2",90,0.359266,77,0.329917,56,0.235017,0.308066666667,0.158947,0.2096,0.099653,0.156066666666667,11,12,5,1.13148030678767
"NOS3",244,1.80836,220,1.75008,188,1.46484,1.67442666667,0.516035,0.366528,0.264054,0.382205666666667,41,22,12,1.93489777329568
"NOSIP",478,2.39995,537,2.89393,408,2.15363,2.48250333333,37.602408,33.954296,39.372255,36.9763196666667,407,251,304,0.0917019701723949
"NOSTRIN",517,1.14363,594,1.41034,479,1.11396,1.22264333333,0.923255,0.744385,0.664022,0.777220666666667,13,10,5,1.25062879079544
"NOTCH1",1628,5.51011,1299,4.71906,1548,5.50827,5.24581333333,14.07259,6.805524,9.669177,10.1824303333333,2095,580,955,0.558538094774627
"NOTCH2",3858,3.5618,4647,4.6049,5631,5.46552,4.54407333333,18.078911,8.0956,7.155627,11.110046,3091,1178,1028,0.45780778482014
"NOTCH3",740,3.08111,1250,5.58633,993,4.34674,4.33806,42.075397,7.994952,12.061062,20.7104703333333,2653,330,506,0.245874912797452
"NOTO",5,0.0878768,7,0.132051,7,0.129342,0.116423266667,0.073379,0,0.073644,0.0490076666666667,3,0,2,1.06426606987016
"NOTUM",1,0.0187164,2,0.0401785,1,0.0196771,0.0261906666667,0.678241,0.769837,0.824077,0.757385,10,15,16,0.583930480040913
"NOVA1",874,0.985433,855,1.03472,1164,1.37977,1.13330766667,13.891841,10.268615,10.752307,11.6375876666667,508,319,351,0.168806557306572
"NOVA2",169,0.735676,178,0.831688,172,0.787166,0.784843333333,3.888414,6.116996,7.367672,5.79102733333333,534,571,634,0.26282375931138
"NOX1",30,0.168868,36,0.217504,45,0.266303,0.217558333333,0.094771,0.327477,0.138832,0.187026666666667,4,3,4,1.02572112954469
"NOX3",2,0.00577785,2,0.00620164,0,0,0.00399316333333,0.029083,0,0,0.00969433333333333,1,0,0,0.994353568390166
"NOX4",100,0.100497,105,0.113262,142,0.150031,0.121263333333,5.980343,1.793932,3.280238,3.68483766666667,125,34,60,0.239338780361796
"NOXA1",200,3.15997,280,4.74845,284,4.71748,4.20863333333,2.978445,1.655163,1.728355,2.12065433333333,77,32,29,1.66908371673654
"NOXO1",147,4.86747,170,6.04192,89,3.09823,4.66920666667,0.736448,0,0,0.245482666666667,6,0,0,4.55181498578597
"NOXRED1",51,0.302053,57,0.36235,77,0.479448,0.381283666667,0.519873,0.514832,0.786519,0.607074666666667,15,10,17,0.859501860938426
"NPAS1",31,0.208785,30,0.21687,23,0.162856,0.196170333333,12.483739,3.571633,5.448158,7.16784333333333,143,27,30,0.146448736161647
"NPAS2",311,0.307494,235,0.249393,304,0.316001,0.290962666667,4.987179,2.9335,5.07436,4.33167966666667,61,51,40,0.242130575611663
"NPAS3",375,0.0753668,483,0.104192,402,0.0849402,0.0881663333333,2.271498,1.06022,3.377682,2.23646666666667,157,66,149,0.336220466764156
"NPAS4",0,0,2,0.0657478,0,0,0.0219159333333,0.079492,0,0.024683,0.034725,4,0,1,0.987620801017952
"NPAT",482,1.28707,662,1.89737,643,1.80511,1.66318333333,6.076528,6.473287,6.809906,6.45324033333333,363,248,209,0.357318859210721
"NPB",152,12.2879,113,9.80516,99,8.41413,10.1690633333,0.201606,0,0,0.067202,1,0,0,10.4657443795083
"NPC1",2808,6.10728,2750,6.41983,2723,6.22639,6.25116666667,27.361356,29.659583,29.982292,29.001077,645,457,407,0.241696878637724
"NPC1L1",17,0.103189,13,0.0846971,2,0.012763,0.0668830333333,0,0.027984,0.046468,0.0248173333333333,0,1,3,1.04104702236363
"NPC2",2604,25.2928,2194,22.8735,3175,32.4219,26.8627333333,72.476715,74.968002,93.622479,80.355732,685,558,666,0.342480273342018
"NPDC1",3122,81.1985,3146,87.8242,1926,52.6635,73.8954,92.337321,117.956418,167.72682,126.006853,1122,1013,1210,0.589695738701596
"NPEPL1",1164,6.75401,1243,7.74141,1526,9.30896,7.93479333333,19.661872,10.860616,12.831031,14.451173,697,260,266,0.578259872783121
"NPEPPS",5642,9.82361,5900,11.0263,5637,10.3187,10.3895366667,164.989891,135.718758,172.231369,157.646672666667,3543,2326,2410,0.0717918407947364
"NPFF",67,12.3339,58,11.4602,49,9.48328,11.09246,0.431677,0.955079,1.917036,1.101264,3,5,9,5.75485041384614
"NPFFR1",337,1.60523,326,1.66674,241,1.20688,1.49295,0.106842,0.066627,0.104192,0.0925536666666667,19,9,12,2.28176434353644
"NPFFR2",32,0.0480834,21,0.0338692,41,0.064769,0.0489072,0.09587,0,0.046039,0.047303,3,0,1,1.00153174391747
"NPHP1",210,0.443313,272,0.616312,209,0.463848,0.507824333333,3.367423,1.976052,1.363787,2.235754,121,47,42,0.465988555784216
"NPHP3",1091,4.55907,1370,6.14487,1226,5.38618,5.36337333333,20.106791,9.364974,6.784083,12.0852826666667,812,243,255,0.486300028469389
"NPHP4",469,0.631899,506,0.731755,490,0.694079,0.685911,7.201449,7.426903,9.536484,8.05494533333333,519,393,341,0.186186767334064
"NPHS1",39,0.157263,56,0.242376,36,0.152617,0.184085333333,0.197527,0.409547,0.056046,0.22104,5,3,3,0.969735089213294
"NPHS2",1,0.00687413,6,0.04427,7,0.0505887,0.0339109433333,0.037538,0,0,0.0125126666666667,1,0,0,1.02113383602111
"NPL",578,2.45732,536,2.4459,1080,4.8272,3.24347333333,11.191237,13.098193,26.93964,17.0763566666667,128,133,145,0.234752688917402
"NPLOC4",2953,5.63324,3124,6.39656,2898,5.81207,5.94729,257.455103,272.656778,352.444769,294.18555,1647,1323,1382,0.0235353322681276
"NPM2",242,3.30989,246,3.61138,160,2.30068,3.07398333333,230.949298,210.600199,263.259584,234.936360333333,277,277,249,0.0172672975355483
"NPM3",46,3.84689,56,5.02667,70,6.15444,5.00933333333,28.91238,28.053849,31.958055,29.641428,144,81,91,0.196117926792772
"NPNT",180,0.287826,362,0.621307,436,0.732963,0.547365333333,13.94612,0.397192,0.61076,4.98469066666667,660,12,13,0.258553936956419
"NPPA",24,1.58998,18,1.27995,30,2.08949,1.65314,0.411142,0.406792,0.780709,0.532881,4,3,5,1.73081928734194
"NPPB",6,0.707284,36,4.55497,10,1.23931,2.167188,0.757455,0.286131,0,0.347862,7,2,0,2.34978655084868
"NPPC",2,0.0761548,0,0,3,0.120095,0.0654166,0.073953,0,0.338222,0.137391666666667,1,0,3,0.936719189373347
"NPR1",106,1.20994,102,1.24968,106,1.27204,1.24388666667,0.039638,0.177263,0.102048,0.106316333333333,3,8,5,2.02825050942633
"NPR2",1189,11.8162,1176,12.5442,904,9.44502,11.2684733333,16.243394,16.889919,23.005864,18.713059,484,422,367,0.622352590397056
"NPR3",58,0.0987048,198,0.361673,135,0.241536,0.233971266667,3.010374,1.415665,2.119687,2.18190866666667,325,129,176,0.387808512417075
"NPRL2",324,16.186,353,18.9282,247,12.9727,16.0289666667,23.167061,23.278481,21.309222,22.5849213333333,313,208,207,0.722027706856601
"NPRL3",1105,3.53622,1087,3.73377,970,3.26353,3.51117333333,15.793497,14.474753,18.327737,16.1986623333333,524,383,417,0.262297918634447
"NPS",1,0.0534085,0,0,0,0,0.0178028333333,0,0,0,0,0,0,0,1.0178028333333
"NPSR1",96,0.0761925,102,0.0868924,51,0.0425549,0.0685466,0,0,0.076544,0.0255146666666667,0,0,1,1.04196130463273
"NPTN",3592,8.46614,3861,9.76764,3661,9.07167,9.10181666667,103.346766,104.785794,133.116993,113.749851,1932,1579,1606,0.088033375020853
"NPTX1",4184,66.3888,1958,33.347,1352,22.5537,40.7631666667,39.636747,68.894339,58.802539,55.777875,2882,3664,3195,0.735553535011657
"NPTX2",4044,56.1369,3034,45.2057,3002,43.8113,48.3846333333,7.896177,9.428028,12.776134,10.0334463333333,350,317,377,4.47590279966317
"NPTXR",1309,8.94089,1397,10.2418,772,5.54366,8.24211666667,4.882921,9.043212,9.063248,7.663127,516,722,624,1.06683379646518
"NPY1R",108,0.904005,136,1.22187,132,1.16161,1.09582833333,0.658374,4.007789,5.865547,3.51057,24,105,129,0.464648222581625
"NPY2R",7,0.144841,2,0.0444185,7,0.152275,0.113844833333,0.15455,0,0,0.0515166666666667,9,0,0,1.05927453994991
"NPY4R",2,0.0718926,3,0.115749,13,0.491288,0.226309866667,0.0122,0,0.018925,0.010375,0,0,0,1.21371754711567
"NPY4R2",2,0.0730042,4,0.156718,10,0.383757,0.204493066667,0.019507,0.292413,0.029091,0.113670333333333,1,7,1,1.081552619851
"NPY5R",20,0.434413,33,0.769355,35,0.799243,0.667670333333,0.217839,0.398324,1.111967,0.576043333333333,5,8,22,1.05813736085916
"NQO1",1092,9.69712,999,9.52195,810,7.56211,8.92706,16.775545,23.383477,29.785891,23.314971,313,339,404,0.408269456706323
"NQO2",2098,8.96506,1105,5.06816,1776,7.97864,7.33728666667,21.27846,16.33062,17.655039,18.421373,368,219,228,0.429284101936047
"NR0B2",2,0.14049,0,0,0,0,0.04683,0.053772,0.070971,0.163313,0.0960186666666667,1,1,2,0.955120594053143
"NR1D1",607,13.6004,729,17.532,714,16.819,15.9838,1.708797,0.914274,1.068791,1.23062066666667,83,34,34,7.61393465675174
"NR1D2",1243,6.14601,1787,9.48391,2127,11.0568,8.89557333333,6.510474,4.336475,7.254523,6.033824,480,230,259,1.40685540800139
"NR1H2",1079,3.5079,1164,4.0618,1150,3.93062,3.83344,9.74767,6.981516,8.562631,8.43060566666667,275,147,164,0.512526996763764
"NR1H3",915,7.70954,1066,9.64062,782,6.92711,8.09242333333,8.733955,4.366452,4.239265,5.77989066666667,102,39,35,1.3410870145787
"NR1H4",13,0.0250376,7,0.0144707,6,0.012149,0.0172191,0.099469,0,0.109209,0.0695593333333333,1,0,3,0.951063740269357
"NR1I2",14,0.0643594,25,0.123357,20,0.0966612,0.0947925333333,0,0,0.030241,0.0100803333333333,0,0,1,1.08386679475326
"NR1I3",503,10.1741,554,12.0276,411,8.73992,10.3138733333,3.248041,3.171062,4.172065,3.53038933333333,48,34,36,2.49732914786279
"NR2C1",676,2.21155,765,2.68628,1075,3.6974,2.86507666667,34.161028,27.559933,35.004702,32.2418876666667,440,301,302,0.116271275128148
"NR2C2",2957,4.87266,3207,5.67224,3710,6.42728,5.65739333333,16.922271,16.059944,11.516348,14.8328543333333,2000,1357,1087,0.420479667984692
"NR2C2AP",196,17.0438,212,19.7873,174,15.9074,17.5795,3.715752,4.22991,3.065655,3.670439,54,38,39,3.97810569841507
"NR2E1",3,0.0230352,2,0.0164832,1,0.00807252,0.01586364,0.021532,0.028906,0.03159,0.0273426666666667,1,1,1,0.988826486975459
"NR2E3",20,0.136366,42,0.307374,31,0.222217,0.221985666667,0.056041,0.113577,0.126011,0.098543,2,3,3,1.11236944449785
"NR2F1",1416,21.7185,1547,25.4682,2209,35.6206,27.6024333333,22.102385,31.322879,28.686888,27.3707173333333,699,619,533,1.00816743536105
"NR2F2",2441,29.7669,2998,39.2408,4158,53.3075,40.7717333333,39.527689,13.262621,25.210704,26.000338,1149,386,475,1.54708186739366
"NR2F6",364,4.52344,341,4.54843,300,3.91946,4.33044333333,13.231551,11.757787,16.980579,13.9899723333333,399,262,311,0.355600611848806
"NR3C1",1646,1.82479,2404,2.86061,2535,2.95461,2.54667,4.336354,1.616899,1.665669,2.53964066666667,417,154,119,1.00198588896312
"NR3C2",692,0.330362,901,0.461689,841,0.422103,0.404718,1.269033,0.274954,0.206244,0.583410333333333,63,6,10,0.88714717242172
"NR4A1",9498,45.2419,4699,24.0245,2074,10.3862,26.5508666667,68.38963,32.720033,36.744497,45.9513866666667,1847,713,766,0.586795590560478
"NR4A2",2352,22.9395,1210,12.667,1040,10.6639,15.4234666667,23.55183,11.866442,17.838157,17.752143,1191,481,572,0.875818122051437
"NR4A3",1833,7.11023,516,2.14838,225,0.917575,3.39206166667,0.544638,0.317841,0.271466,0.377981666666667,49,23,18,3.18731502233581
"NR5A1",5,0.0333586,3,0.0214832,5,0.0350708,0.0299708666667,0.095101,0.12566,0.028087,0.0829493333333333,3,1,1,0.951079459550001
"NR5A2",208,0.242561,227,0.284135,189,0.231717,0.252804333333,13.067245,92.21999,77.64171,60.976315,503,1986,1749,0.02021424367249
"NR6A1",254,0.174674,286,0.211106,282,0.203883,0.196554333333,3.288465,3.773783,4.392557,3.81826833333333,432,377,380,0.248337006275699
"NRAP",3,0.00694979,6,0.0149191,2,0.004871,0.00891329666667,0.019381,0,0,0.00646033333333333,2,0,0,1.00243721809206
"NRARP",117,7.73941,121,8.59108,69,4.79854,7.04301,1.127297,0.39043,1.911657,1.143128,46,12,51,3.75293029627722
"NRAS",1320,18.7436,1546,23.5629,1814,27.0804,23.1289666667,20.799298,21.384767,25.419546,22.534537,1616,1277,1399,1.02525775912651
"NRBF2",474,3.80112,511,4.3984,517,4.35875,4.18609,9.528377,9.137337,11.458997,10.0415703333333,289,212,240,0.469687720445319
"NRBP1",2083,25.1485,1881,24.3754,2023,25.6777,25.0672,38.471699,41.550287,50.046136,43.3560406666667,1319,1121,1164,0.587680947357174
"NRBP2",4440,104.947,4972,126.142,4130,102.63,111.239666667,55.313529,40.275749,41.008436,45.5325713333333,2703,1592,1407,2.41206671909398
"NRCAM",9640,5.44848,12073,7.3241,8500,5.05075,5.94111,84.811018,85.246929,87.077632,85.7118596666667,4404,3352,2794,0.0800479891295454
"NRDC",3921,7.63251,4108,8.58305,4773,9.76788,8.66114666667,81.439639,76.487604,87.669595,81.8656126666667,2568,1984,2052,0.11658812812418
"NRDE2",2130,5.80423,2402,7.02552,2382,6.82409,6.55128,6.758739,8.846396,10.426264,8.677133,403,304,320,0.780322023061996
"NREP",454,0.236867,537,0.30072,598,0.32801,0.288532333333,156.942004,166.267927,178.301132,167.170354333333,3897,3004,3421,0.00766206587624224
"NRF1",685,0.823242,699,0.901684,763,0.96405,0.896325333333,11.620889,13.794035,12.365343,12.5934223333333,319,321,259,0.139503157250025
"NRG1",6007,0.862692,6104,0.940921,4722,0.712955,0.838856,55.572204,54.837516,43.292889,51.234203,3043,2706,2263,0.0352040596848008
"NRG2",337,0.299579,295,0.281478,235,0.219628,0.266895,2.269625,3.574982,3.19359,3.01273233333333,64,90,65,0.315718790779051
"NRG3",1059,0.166375,1084,0.182794,1148,0.189614,0.179594333333,13.971107,18.542367,20.940432,17.8179686666667,645,655,664,0.0626844668639757
"NRG4",257,0.362584,327,0.49518,323,0.479089,0.445617666667,7.503987,0.485535,0.566173,2.85189833333333,25,5,6,0.375300057677275
"NRGN",77,1.85057,67,1.72835,46,1.16228,1.5804,6.231657,20.985648,24.109957,17.1090873333333,113,276,286,0.142491996007456
"NRIP1",1014,1.6919,1300,2.3282,1552,2.72248,2.24752666667,3.701066,1.578821,2.01051,2.43013233333333,475,168,174,0.946764250204341
