"Hs_symbol","hDRG1_read","hDRG1_TPM","hDRG2_read","hDRG2_TPM","hDRG3_read","hDRG3_TPM","Avg_TPM","Nociceptor(8Weeks)-S24_rep_2","Nociceptor(8Weeks)-S28_rep_3","Nociceptor(8Weeks)-S6_rep_1","Hs_Avg_TPM","Nociceptor(8Weeks)-S24_rep_2_read","Nociceptor(8Weeks)-S28_rep_3_read","Nociceptor(8Weeks)-S6_rep_1_read","FoldChange"
"CTPS2",633,0.885115,806,1.20968,754,1.10842,1.06773833333,14.708169,14.727892,17.127177,15.5210793333333,511,416,404,0.125157581512128
"CTR9",13668,47.3955,14498,53.9611,13309,48.5195,49.9587,17.504627,23.294752,23.104246,21.3012083333333,835,730,820,2.28501968316366
"CTRB1",16,0.380246,24,0.612204,3,0.0749555,0.355801833333,0,0.063939,0.186813,0.083584,0,1,1,1.25121987158633
"CTRB2",11,0.628208,8,0.49039,3,0.180124,0.432907333333,0.049812,0.21131,0.045428,0.102183333333333,2,2,1,1.30006260301492
"CTRC",1,0.0161743,1,0.0173607,5,0.0850227,0.0395192333333,0.958025,0.067841,0.025986,0.350617333333333,10,3,1,0.769662292699709
"CTRL",306,11.3115,302,11.9824,364,14.1461,12.48,3.740665,1.425168,3.567611,2.911148,30,6,21,3.44655840177871
"CTSA",2337,47.0522,2122,45.8571,2725,57.68,50.1964333333,46.596218,70.227077,81.813507,66.2122673333333,765,919,923,0.761712636167975
"CTSB",24430,158.511,19529,136.005,34865,237.828,177.448,236.366157,311.245545,289.024101,278.878601,3606,3598,3586,0.637590724558467
"CTSC",1216,4.80946,1127,4.7844,3535,14.6991,8.09765333333,131.021686,110.767126,154.169484,131.986098666667,2514,1666,1979,0.0684105588820492
"CTSD",18936,279.897,19217,304.885,12160,188.965,257.915666667,197.919739,246.237078,282.928214,242.361677,2868,2868,2988,1.06391306083496
"CTSE",2,0.023879,1,0.0128153,0,0,0.0122314333333,0,0,0.186922,0.0623073333333333,0,0,2,0.952861193339498
"CTSF",1403,45.5751,1720,59.9706,796,27.1845,44.2434,36.453001,38.754532,33.647008,36.284847,623,475,490,1.21345274663458
"CTSG",1,0.0639221,4,0.274443,12,0.806437,0.3816007,0,0,0,0,0,0,0,1.3816007
"CTSH",954,5.84434,773,5.08284,1546,9.95713,6.96143666667,2.788449,1.698605,1.993389,2.16014766666667,47,26,21,2.51932425520727
"CTSK",406,5.88466,554,8.61878,617,9.40197,7.96847,5.893199,5.19117,2.78454,4.62296966666667,128,65,39,1.59497036826744
"CTSO",669,3.92866,962,6.06364,1298,8.01366,6.00198666667,2.942467,2.173346,3.443945,2.85325266666667,150,85,123,1.81716260842225
"CTSS",1503,7.3746,1002,5.27701,3525,18.1835,10.27837,1.974428,1.285518,1.255116,1.50502066666667,38,23,23,4.50230616859848
"CTSW",21,0.939483,4,0.192075,28,1.31694,0.816166,0.901006,0.41156,0.723603,0.678723,9,2,3,1.08187354316346
"CTSZ",2335,33.7964,2258,35.079,3864,58.7975,42.5576333333,8.8661,12.543859,17.856791,13.0889166666667,205,230,274,3.09162403070735
"CTTN",3582,16.3896,3449,16.9386,3526,16.9615,16.7632333333,117.035223,90.406244,95.733704,101.058390333333,2716,1839,1901,0.174049710908466
"CTTNBP2",673,0.719146,656,0.752396,920,1.03354,0.835027333333,5.276106,5.673187,8.892293,6.613862,187,205,220,0.241011372852962
"CTTNBP2NL",1207,3.13582,1340,3.7367,1693,4.62422,3.83224666667,8.202311,12.278741,10.105669,10.1955736666667,649,665,641,0.431621175523803
"CTU1",79,1.27742,60,1.04135,31,0.526994,0.948588,0.884489,1.234586,1.096452,1.07184233333333,26,27,20,0.940509791044267
"CTU2",223,4.37042,227,4.77512,170,3.50272,4.21608666667,9.900549,21.538683,17.285676,16.241636,148,153,165,0.302528522622215
"CTXN1",78,8.2836,91,10.3731,57,6.36411,8.34027,32.005287,43.767264,53.529695,43.1007486666667,473,475,482,0.211793910135131
"CTXN2",206,1.40375,353,2.58189,132,0.945661,1.643767,2.862477,3.669375,3.885335,3.47239566666667,142,142,135,0.591129944003911
"CTXN3",8,0.14578,17,0.332504,13,0.249052,0.242445333333,1.209237,5.71635,8.80551,5.243699,30,118,160,0.198991868975907
"CTXND1",416,1.281,680,2.24752,393,1.27229,1.60027,8.415312,10.535057,13.065699,10.6720226666667,1098,1044,1151,0.222778011511744
"CTXND2",10,0.0667886,10,0.0716874,15,0.105325,0.081267,0.363629,0.136232,0.149608,0.216489666666667,7,2,2,0.888841910973898
"CUBN",576,0.329004,785,0.481271,711,0.42696,0.412411666667,5.646822,10.589128,9.771733,8.66922766666667,366,544,357,0.146072852492252
"CUEDC1",994,1.84401,1082,2.1545,955,1.8626,1.95370333333,53.670227,52.407985,62.939608,56.3392733333333,986,662,779,0.051512744435373
"CUEDC2",1269,23.7359,1334,26.7818,924,18.17,22.8959,57.739842,66.496426,88.183444,70.8065706666667,729,591,661,0.332781523726111
"CUL1",2103,3.5601,2005,3.64316,2136,3.80157,3.66827666667,21.139737,28.828219,27.082805,25.683587,964,835,937,0.174949367439617
"CUL2",1360,2.8942,1519,3.46967,1396,3.1233,3.16239,27.490037,29.449048,28.94987,28.6296516666667,1007,957,919,0.140480558017585
"CUL3",2360,3.57741,2690,4.37673,2396,3.81841,3.92418333333,76.502387,67.573407,102.836036,82.3039433333333,1487,1075,1239,0.0591110472841162
"CUL4A",2236,6.63024,2484,7.90586,2630,8.19882,7.57830666667,39.736269,29.693079,27.617716,32.3490213333333,1008,796,811,0.257228138149161
"CUL4B",1747,5.96255,2177,7.97514,2191,7.86176,7.26648333333,18.664142,20.707096,26.329587,21.900275,1409,1121,1297,0.360977470066626
"CUL5",1134,2.00385,1530,2.90191,1396,2.59344,2.49973333333,14.50402,6.674047,7.292896,9.490321,744,433,425,0.333615466421857
"CUL7",837,8.95481,822,9.43938,781,8.78456,9.05958333333,14.996248,11.168208,12.817392,12.9939493333333,1384,851,745,0.718852347804937
"CUL9",940,3.87268,940,4.15673,995,4.30968,4.11303,20.311849,23.070476,29.106958,24.1630943333333,639,528,439,0.20319559797647
"CUTA",1018,94.7994,1031,103.052,764,74.7979,90.8831,114.08163,138.599023,165.323787,139.334813333333,1044,904,870,0.654742025998586
"CUTC",1616,5.26931,1784,6.24378,2068,7.08926,6.20078333333,11.503951,6.480877,9.143554,9.042794,192,81,100,0.717009960906298
"CUX1",1961,0.731933,1993,0.798438,2232,0.875842,0.802071,16.744877,13.662323,16.596146,15.667782,1227,733,758,0.1081170248087
"CUX2",113,0.0623945,99,0.0586737,114,0.0661776,0.0624152666667,2.59895,6.264893,6.172051,5.01196466666667,290,595,513,0.176716818140542
"CUZD1",29,0.361412,18,0.240778,31,0.406167,0.336119,0,0.118741,0.197521,0.105420666666667,0,2,4,1.20869732246728
"CWC15",707,11.2622,770,13.1654,722,12.0914,12.173,44.441593,37.883889,44.597577,42.3076863333333,489,367,387,0.30417233325764
"CWC22",508,1.42173,726,2.18087,602,1.77128,1.79129333333,5.184042,5.204464,4.837854,5.07545333333333,299,210,212,0.45943786910771
"CWC25",405,2.83978,405,3.04807,448,3.30252,3.06345666667,10.795901,6.335586,8.07227,8.40125233333333,305,201,186,0.432225040089872
"CWC27",687,0.480417,834,0.625991,843,0.619765,0.575391,13.987868,15.340346,17.579106,15.6357733333333,333,271,236,0.0946989940553811
"CWF19L1",483,2.38475,512,2.71335,596,3.09372,2.73060666667,9.432503,6.498476,6.900491,7.61049,283,168,178,0.433262992776253
"CWF19L2",523,0.694811,618,0.881239,662,0.924615,0.833555,2.380498,1.912681,2.143875,2.14568466666667,132,81,86,0.58287946640975
"CWH43",13,0.0299588,13,0.0321562,14,0.0339193,0.0320114333333,0,0,0,0,0,0,0,1.0320114333333
"CX3CL1",463,6.43584,459,6.84822,296,4.32568,5.86991333333,2.058214,1.06816,0.790171,1.305515,106,22,37,2.97977386108093
"CX3CR1",478,4.57769,637,6.54784,1135,11.4275,7.51767666667,0,0,0.026247,0.008749,0,0,1,8.44380184433392
"CXADR",165,0.357914,200,0.465656,258,0.588373,0.470647666667,17.379818,27.419486,11.930262,18.9098553333333,677,874,835,0.0738653115276444
"CXCL10",31,2.27549,23,1.8121,104,8.02574,4.03777666667,0.792184,0.36729,0.162186,0.440553333333333,14,5,2,3.49711222076933
"CXCL11",1,0.0225884,6,0.145472,18,0.427462,0.198507466667,0.043897,0,0.14382,0.0625723333333333,1,0,1,1.12793023972988
"CXCL12",826,8.83713,1068,12.2643,1309,14.7234,11.94161,95.48425,38.888803,46.118692,60.163915,3348,982,1171,0.211588973662003
"CXCL13",282,0.492248,332,0.622033,345,0.633128,0.582469666667,0.175191,0,0,0.058397,1,0,0,1.49515698425732
"CXCL14",91,1.84834,258,5.62473,667,14.2431,7.23872333333,0.265622,0.839693,0.474576,0.526630333333333,7,18,9,5.39667210420292
"CXCL16",509,13.9027,465,13.6325,805,23.1162,16.8838,2.07441,1.600535,2.86424,2.17972833333333,29,24,25,5.62431696208848
"CXCL17",4,0.0476376,6,0.0766976,4,0.0500828,0.0581393333333,0.10175,0,0,0.0339166666666667,1,0,0,1.0234280648021
"CXCL6",1,0.0140603,2,0.0301832,2,0.0295639,0.0246024666667,0.594837,0.907453,0.883327,0.795205666666667,14,8,7,0.570743779217887
"CXCL9",31,0.868592,20,0.601485,172,5.06665,2.178909,0,0.027177,0,0.009059,0,1,0,3.15036979998196
"CXCR1",2,0.0847642,0,0,4,0.17823,0.0876647333333,0,0,0,0,0,0,0,1.0876647333333
"CXCR2",11,0.160636,12,0.188093,18,0.276351,0.20836,0.021193,0.050725,0,0.0239726666666667,1,2,0,1.18007056177932
"CXCR3",1,0.0672955,0,0,2,0.141499,0.0695981666667,0,0,0,0,0,0,0,1.0695981666667
"CXCR4",844,38.6288,835,41.02,631,30.3624,36.6704,10.827439,0.566258,3.559238,4.98431166666667,301,12,68,6.29485930851975
"CXCR5",288,3.62071,256,3.45447,270,3.56864,3.54794,0,0,0,0,0,0,0,4.54794
"CXCR6",28,0.659331,20,0.505494,47,1.16354,0.776121666667,0.094335,0.038821,0.073604,0.06892,4,1,2,1.66160392421042
"CXorf38",503,4.25724,487,4.42414,610,5.42785,4.70307666667,3.620478,2.762952,3.714277,3.36590233333333,275,157,195,1.30627673989119
"CXorf49",3,0.138613,5,0.247967,8,0.388608,0.258396,0,0,0,0,0,0,0,1.258396
"CXorf56",427,2.73648,462,3.17795,476,3.20708,3.04050333333,14.532234,16.912086,20.794694,17.4130046666667,345,272,294,0.219437479459536
"CXorf58",16,0.0881512,24,0.141925,29,0.167975,0.132683733333,0.039087,0.540668,0.545655,0.375136666666667,1,3,3,0.823688118271638
"CXorf66",1,0.0178374,0,0,2,0.0375058,0.0184477333333,0,0,0,0,0,0,0,1.0184477333333
"CXXC1",614,17.9915,624,19.6256,584,17.9908,18.5359666667,34.8533,26.679071,37.075205,32.869192,421,356,346,0.576806398767942
"CXXC4",104,0.683188,180,1.26917,123,0.849474,0.933944,6.46109,7.115917,7.91172,7.162909,495,479,465,0.236918480899395
"CXXC5",1058,5.05225,933,4.78213,677,3.3988,4.41106,94.659553,61.232191,102.711364,86.201036,1308,826,938,0.062052703135316
"CYB561",948,11.7867,938,12.5178,1009,13.189,12.4978333333,13.708109,27.684429,26.407117,22.599885,633,704,706,0.571944877413598
"CYB561A3",613,7.90044,660,9.1301,621,8.41435,8.48163,11.547076,14.013966,12.570713,12.710585,303,341,267,0.691555466086968
"CYB561D1",643,12.6485,538,11.3593,421,8.70661,10.9048033333,6.938449,6.644945,8.583687,7.389027,466,395,381,1.41909226580151
"CYB561D2",596,13.4072,643,15.5255,559,13.2204,14.0510333333,5.228052,3.464405,5.908219,4.866892,85,47,71,2.56541851005609
"CYB5A",1066,4.52804,1514,6.9027,1439,6.42617,5.95230333333,42.71194,31.006119,36.81436,36.8441396666667,427,230,208,0.183708848835415
"CYB5B",2214,9.26606,2269,10.1928,2026,8.91446,9.45777333333,69.112001,60.788821,77.542681,69.1478343333333,1451,1100,1119,0.149081912973051
"CYB5D1",572,22.0251,597,24.6738,568,22.9937,23.2308666667,9.375225,5.988676,8.095058,7.819653,343,239,238,2.74737188262395
"CYB5D2",2448,9.68813,2664,11.3163,2832,11.7831,10.9291766667,12.700897,21.282444,19.132505,17.705282,326,333,323,0.637743748888683
"CYB5R1",4222,136.513,3828,132.852,2941,99.9744,123.113133333,41.127721,34.655321,38.289414,38.024152,934,650,599,3.18041845811281
"CYB5R2",621,8.94895,682,10.5489,1039,15.7411,11.7463166667,6.084414,8.92488,10.008589,8.33929433333333,121,94,89,1.36480511393741
"CYB5R3",5847,32.373,5513,32.7626,5165,30.0648,31.7334666667,80.068703,78.271226,80.672383,79.6707706666667,2554,1895,1786,0.405766133088717
"CYB5R4",473,0.766764,557,0.969162,835,1.42307,1.05299866667,6.143541,5.363915,10.017383,7.17494633333333,375,369,383,0.251132983992678
"CYB5RL",251,1.44308,249,1.53659,260,1.57155,1.51707333333,5.035766,2.875901,2.902882,3.60484966666667,252,97,110,0.546613573848122
"CYBA",617,13.8796,544,13.1351,1506,35.6169,20.8772,86.659417,100.445712,149.652367,112.252498666667,171,133,139,0.193171896934395
"CYBB",2753,14.3776,2128,11.9287,7415,40.7128,22.3397,0.152846,0.734132,0.329594,0.405524,12,44,18,16.6056929657551
"CYBC1",1363,28.8834,1039,23.6324,1652,36.8045,29.7734333333,49.746247,78.49618,62.730608,63.6576783333333,690,487,482,0.475943988812156
"CYBRD1",5124,24.9466,5811,30.3664,6892,35.2765,30.1965,18.037269,7.092855,8.517815,11.2159796666667,1046,326,372,2.55374524608328
"CYC1",1036,72.7737,1141,86.0282,877,64.7668,74.5229,44.492835,49.091071,49.046059,47.5433216666667,656,503,538,1.55578352298581
"CYCS",2471,81.8974,2543,90.4658,2596,90.4566,87.6066,117.620106,125.260182,130.678797,124.519695,3248,3077,3149,0.705917903959215
"CYFIP1",2872,4.40073,3043,5.00475,3836,6.17955,5.19501,43.866742,27.297294,24.597296,31.920444,1462,655,668,0.18818124081194
"CYFIP2",5167,6.96951,4611,6.67574,3468,4.91792,6.18772333333,74.272645,101.953282,100.009413,92.0784466666667,3092,3605,3084,0.0772222097675387
"CYGB",464,3.40304,451,3.55031,733,5.65185,4.20173333333,31.003736,19.910824,22.606583,24.5070476666667,936,469,428,0.203933179617952
"CYHR1",1139,12.3622,1111,12.9428,830,9.47085,11.59195,23.679185,21.657317,24.612256,23.3162526666667,854,582,586,0.517840893192452
"CYLC1",1,0.00683112,3,0.0219965,1,0.00718175,0.0120031233333,0,0,0,0,0,0,0,1.0120031233333
"CYLC2",0,0,5,0.0404506,1,0.00792415,0.0161249166667,0,0.042987,0,0.014329,0,1,0,1.00177054650582
"CYLD",1643,4.79295,2058,6.44393,2095,6.42521,5.88736333333,9.024207,8.795248,10.453731,9.42439533333333,793,666,560,0.660696674780433
"CYP11A1",52,0.303946,76,0.476813,111,0.682111,0.487623333333,1.184998,1.041433,0.400964,0.875798333333333,16,11,7,0.793061443172018
"CYP17A1",50,1.25828,67,1.80976,79,2.09012,1.71938666667,0,0,0.193189,0.0643963333333333,0,0,1,2.55486286593434
"CYP19A1",67,0.0896613,63,0.0904922,133,0.18712,0.1224245,0.146572,0.35229,0.387984,0.295615333333333,3,4,2,0.86632542169152
"CYP1A1",9,0.262267,17,0.531729,1,0.0306365,0.2748775,1.331007,1.990054,2.719505,2.013522,52,55,47,0.423052328803307
"CYP1A2",2,0.0450081,1,0.0241547,0,0,0.0230542666667,0.104239,0.200696,0.10984,0.138258333333333,6,9,4,0.89878917351805
"CYP1B1",2706,11.0118,2500,10.9197,8545,36.5578,19.4964333333,8.345412,3.082035,2.939845,4.78909733333333,451,143,181,3.54052318576206
"CYP20A1",414,1.08479,478,1.34436,674,1.85671,1.42862,3.646775,3.328133,4.551934,3.84228066666667,291,231,241,0.501544657813446
"CYP24A1",116,0.986568,106,0.967643,198,1.7704,1.241537,0.337776,0.548205,0.596094,0.494025,2,3,3,1.50033433175482
"CYP26A1",3,0.118816,1,0.0425103,1,0.0416382,0.0676548333333,6.452,0,14.943571,7.131857,92,0,186,0.131292868693252
"CYP26B1",293,2.72256,448,4.46815,407,3.97596,3.72222333333,2.591524,1.769605,0.795468,1.71886566666667,130,37,29,1.7368358397491
"CYP26C1",4,0.0799264,5,0.107236,7,0.14705,0.111404133333,0.975085,0,0,0.325028333333333,58,0,0,0.838777636201239
"CYP27A1",1118,5.82243,1285,7.18301,1158,6.3403,6.44858,3.967919,3.964838,3.245854,3.72620366666667,117,82,79,1.57601756617767
"CYP27B1",58,1.523,75,2.11385,59,1.62878,1.75521,0.781594,0.926154,0.942714,0.883487333333333,13,15,20,1.46282374786345
"CYP2D6",95,3.78654,75,3.20864,109,4.56755,3.85424333333,2.444289,4.38415,3.606747,3.47839533333333,77,110,84,1.08392470338632
"CYP2D7",131,2.47331,83,1.682,129,2.56057,2.23862666667,6.641085,2.924959,3.972281,4.512775,185,125,101,0.587476664052134
"CYP2E1",120,0.513632,177,0.813176,147,0.661495,0.662767666667,3.305716,3.042188,3.572613,3.306839,43,32,30,0.386076114446581
"CYP2F1",8,0.100186,11,0.14786,7,0.0921621,0.1134027,0.053655,0,0.298047,0.117234,2,0,1,0.996570727349866
"CYP2J2",825,4.30666,861,4.82426,722,3.96243,4.36445,1.220219,0.122699,0.494207,0.612375,42,3,12,3.32704860841926
"CYP2R1",453,5.34252,453,5.73438,484,6.0011,5.69266666667,21.582243,26.43233,31.736148,26.5835736666667,303,290,313,0.242632327034468
"CYP2S1",40,0.487646,44,0.575755,47,0.602394,0.555265,0.188439,0,0,0.062813,3,0,0,1.4633477385015
"CYP2U1",1977,15.7614,2644,22.6251,2237,18.7496,19.0453666667,4.742433,6.262769,7.335812,6.11367133333333,383,371,409,2.81786516798593
"CYP39A1",146,0.24703,203,0.368666,171,0.30418,0.306625333333,0.413282,1.290852,0.471072,0.725068666666667,17,13,12,0.757433810364071
"CYP3A4",27,0.172849,44,0.30234,32,0.215373,0.230187333333,0,0.032202,0.087401,0.0398676666666667,0,1,2,1.18302296798631
"CYP3A43",13,0.0596243,18,0.088612,17,0.0819722,0.0767361666667,0.071941,0.110962,0.074355,0.0857526666666667,2,2,1,0.991695622514428
"CYP3A5",146,0.801951,174,1.02585,170,0.981708,0.936503,1.523471,1.512927,1.257004,1.431134,89,68,51,0.796543094703953
"CYP3A7",66,0.229501,71,0.264996,76,0.277839,0.257445333333,0.239179,0,0,0.0797263333333333,5,0,0,1.16459633752843
"CYP46A1",230,0.93435,254,1.10753,160,0.683345,0.908408333333,9.306125,9.04226,11.276892,9.87509233333333,245,214,208,0.175484333818806
"CYP4A11",4,0.0567758,5,0.0761752,25,0.373062,0.168671,3.150092,0.856846,0.608199,1.538379,9,24,14,0.460400515447063
"CYP4A22",1,0.014202,8,0.12195,13,0.194103,0.110085,0,0.109399,0.171221,0.09354,0,3,2,1.01512976205717
"CYP4B1",1852,5.25436,1451,4.41862,1884,5.61951,5.09749666667,0.504797,0.223838,0.498985,0.409206666666667,3,1,2,4.32690024174595
"CYP4F11",347,2.69413,234,1.95005,266,2.17124,2.27180666667,0.019047,0,0,0.006349,1,0,0,3.25116501995829
"CYP4F12",523,3.78224,707,5.48792,671,5.10162,4.79059333333,0.066326,0,0.170598,0.0789746666666667,2,0,1,5.36675559883087
"CYP4F2",4,0.034844,8,0.0747994,6,0.0549487,0.0548640333333,0,0,0,0,0,0,0,1.0548640333333
"CYP4F22",52,0.207438,60,0.256908,42,0.176146,0.213497333333,0,0,0,0,0,0,0,1.213497333333
"CYP4F3",114,0.90819,117,1.00046,103,0.862675,0.923775,0.010687,0.525903,0.062666,0.199752,1,5,4,1.60347721862518
"CYP4F8",3,0.0339837,1,0.0121588,1,0.0119093,0.0193506,0.056017,0.217886,0.173104,0.149002333333333,3,9,7,0.887161470806413
"CYP4V2",1346,10.7387,1561,13.3675,1562,13.1016,12.4026,3.871129,4.075313,4.55084,4.16576066666667,407,296,273,2.59450657218472
"CYP4X1",283,1.82549,413,2.85946,603,4.0893,2.92475,2.757381,7.506528,10.62408,6.962663,108,224,212,0.4928941486033
"CYP51A1",7285,56.1866,5579,46.1849,4227,34.2747,45.5487333333,55.769854,67.2513,70.10088,64.3740113333333,2230,2069,2133,0.712037281848199
"CYP7B1",564,0.467023,920,0.817688,705,0.613743,0.632818,2.442434,1.248326,1.638437,1.776399,227,127,129,0.588106392488976
"CYP8B1",97,0.851805,82,0.772899,137,1.26482,0.963174666667,0.062298,0.02435,0.045331,0.043993,4,1,2,1.88044811283888
"CYREN",1298,2.89112,1250,2.98842,1443,3.37906,3.0862,26.559115,28.407393,16.244267,23.736925,290,178,189,0.165186254960954
"CYS1",105,0.75909,107,0.830287,73,0.554836,0.714737666667,0.388801,0.181393,0.174423,0.248205666666667,16,6,5,1.37376212306919
"CYSLTR1",184,0.571724,168,0.560297,179,0.584736,0.572252333333,1.522782,0.915484,1.132463,1.190243,81,38,43,0.717843788717964
"CYSRT1",25,2.59814,15,1.67323,18,1.96668,2.07935,2.960954,2.615591,3.294892,2.95714566666667,47,29,34,0.77817453775815
"CYSTM1",3202,5.23295,3578,6.27633,2376,4.08234,5.19720666667,38.467748,42.430008,43.665636,41.5211306666667,407,349,312,0.145744164595513
"CYTH1",1819,2.93559,1777,3.07816,2199,3.73101,3.24825333333,27.628552,28.639713,27.285079,27.8511146666667,818,641,701,0.147247459323929
"CYTH2",899,11.9825,883,12.6325,747,10.4676,11.6942,86.170661,92.175179,96.409616,91.585152,1788,1379,1517,0.137108377809867
"CYTH3",2695,4.24658,2484,4.20119,2243,3.71576,4.05451,36.856572,32.032737,45.498562,38.1292903333333,1483,1124,1215,0.129174589085102
"CYTH4",395,2.07132,359,2.02062,1001,5.51852,3.20348666667,0.130857,2.023807,0.193637,0.782767,3,3,2,2.35784410787837
"CYTIP",155,0.364235,90,0.227004,241,0.595396,0.395545,0.02624,0.034387,0,0.020209,1,1,0,1.36790108693415
"CYTL1",41,1.46987,116,4.46368,92,3.46753,3.13369333333,53.090751,35.671238,30.318708,39.6935656666667,317,188,216,0.101581005881626
"CYYR1",556,0.907121,738,1.29237,605,1.03773,1.07907366667,1.005308,0.414524,0.191878,0.537236666666667,53,4,7,1.35247467859211
"CZIB",696,18.6032,762,21.8612,707,19.8672,20.1105333333,22.139422,16.716684,20.275928,19.710678,355,207,232,1.01930672348341
"D2HGDH",1159,5.91776,925,5.0694,1435,7.70307,6.23007666667,98.229111,50.648712,55.502846,68.1268896666667,460,202,222,0.104591378283238
"DAAM1",1156,1.10501,1186,1.21684,1302,1.30845,1.2101,56.913538,60.320072,38.832088,52.0218993333333,1238,1060,934,0.0416827768863152
"DAAM2",2806,4.35429,3581,5.9645,3986,6.50287,5.60722,12.654633,13.112188,12.971722,12.9128476666667,614,380,322,0.474900621231556
"DAB1",1479,0.166487,1354,0.163595,1791,0.211955,0.180679,14.336401,8.13873,8.376781,10.2839706666667,869,325,405,0.104633292205179
"DAB2",1090,2.10118,984,2.03598,3321,6.73046,3.62254,23.371941,10.683909,10.254723,14.770191,1174,451,395,0.293118834134602
"DAB2IP",2614,2.09024,2568,2.20407,2124,1.7856,2.02663666667,34.921212,46.717251,29.672651,37.1037046666667,1591,1424,1343,0.0794315590346709
"DACH1",525,0.213674,688,0.300552,615,0.263151,0.259125666667,11.539699,18.390534,19.511531,16.480588,1015,1238,1193,0.0720299378182816
"DACH2",864,0.220623,952,0.260924,1142,0.306578,0.262708333333,5.716469,6.730666,6.233996,6.22704366666667,492,393,338,0.174719898145489
"DACT1",457,5.56165,333,4.34983,657,8.40603,6.10583666667,5.807294,5.309253,3.72571,4.947419,279,209,167,1.19477653527858
"DACT2",1,0.00648282,0,0,0,0,0.00216094,0.274478,0.049514,0.285931,0.203307666666667,11,1,6,0.832838489906848
"DACT3",270,3.46015,267,3.67268,212,2.85631,3.32971333333,30.140562,25.146096,32.009261,29.0986396666667,1041,654,668,0.143850797952342
"DAD1",1553,11.1567,1657,12.7769,1578,11.9181,11.9505666667,116.286665,107.138049,161.052907,128.159207,729,497,588,0.100268242330568
"DAG1",4573,11.9388,5365,15.0339,5447,14.9505,13.9744,84.921319,87.999527,85.634354,86.1850666666667,7611,5301,5611,0.171754184202799
"DAGLA",791,2.07454,586,1.64962,362,0.99814,1.5741,14.040977,13.561557,15.487908,14.3634806666667,1552,1141,1131,0.167546668352627
"DAGLB",2695,6.27208,2726,6.80957,3779,9.2463,7.44265,10.127164,7.875304,10.445922,9.48279666666667,328,276,257,0.805381451959862
"DALRD3",610,15.6577,671,18.4868,540,14.5724,16.2389666667,17.939197,13.163379,17.954224,16.3522666666667,288,173,213,0.993470593661155
"DAND5",8,0.145522,14,0.273342,4,0.0764956,0.165119866667,0.267239,0.15781,0.400045,0.275031333333333,8,4,8,0.913797046556503
"DAO",9,0.037336,12,0.0534326,7,0.0305296,0.0404327333333,0.192397,0.061642,0.478793,0.244277333333333,2,2,4,0.836174304120812
"DAP3",1764,6.0365,1803,6.62251,2058,7.40406,6.68769,183.78714,237.748515,274.234776,231.923477,925,784,795,0.0330052174173924
"DAPK1",1284,1.06105,1322,1.17258,1311,1.13897,1.1242,31.829608,48.373952,40.067695,40.0904183333333,1047,1497,1452,0.0516957501568391
"DAPK2",493,0.521986,314,0.356847,566,0.630038,0.502957,0.638131,2.402281,1.488766,1.509726,26,41,34,0.598853022202424
"DAPK3",761,10.4921,751,11.1137,635,9.20432,10.27004,31.225468,26.192704,25.126832,27.5150013333333,673,387,390,0.395231964686097
"DAPL1",85,0.220106,151,0.419691,71,0.19329,0.277695666667,0.243929,0,0,0.0813096666666667,2,0,0,1.18161864825062
"DAPP1",96,0.314278,55,0.193261,136,0.468079,0.325206,0.021943,0,0.091324,0.0377556666666667,1,0,3,1.27699230422575
"DARS1",1269,2.76356,1517,3.54596,1828,4.18526,3.49826,77.88323,37.955878,56.497565,57.4455576666667,965,366,442,0.0769649598632455
"DARS2",407,2.0817,377,2.06969,526,2.82844,2.32661,7.267834,6.871392,6.954623,7.031283,350,224,217,0.414206547073488
"DAXX",663,25.9757,561,23.5915,572,23.5607,24.3759666667,21.375268,18.644542,20.669008,20.229606,490,313,353,1.19531029764283
"DAZAP1",1892,11.7547,1599,10.663,2042,13.3378,11.9185,37.412395,30.721226,34.552677,34.228766,1008,569,680,0.366703165248536
"DAZAP2",3092,16.5498,3649,20.9637,4482,25.2211,20.9115333333,50.786515,35.274059,37.735629,41.265401,956,494,530,0.518427196119587
"DAZL",3,0.00627549,3,0.00673578,5,0.010996,0.00800242333333,0.039981,0,0,0.013327,2,0,0,0.994745450711695
"DBF4",115,0.602627,139,0.781819,160,0.881473,0.755306333333,7.997299,2.97965,8.187821,6.38825666666667,209,86,114,0.237580583962703
"DBH",125,0.950816,107,0.873596,102,0.815689,0.880033666667,1.201018,3.329529,2.86885,2.46646566666667,61,128,94,0.542348849649744
"DBI",2814,87.1637,2798,93.025,2615,85.1572,88.4486333333,111.645855,124.686319,140.740631,125.690935,803,691,681,0.706038149716868
"DBN1",2069,20.3132,1937,20.4121,1614,16.6594,19.1282333333,181.256486,171.050766,185.195085,179.167445666667,3829,2695,3036,0.111719590955071
"DBNDD1",1495,17.1105,1570,19.2869,1001,12.0447,16.1473666667,26.658421,34.702431,39.209748,33.5235333333333,915,835,883,0.496686318319098
"DBNDD2",1105,42.3896,1352,55.6692,963,38.8385,45.6324333333,13.787938,14.846696,15.706023,14.780219,232,196,178,2.95511952865166
"DBNL",2933,20.6468,2956,22.335,2750,20.3522,21.1113333333,54.903173,59.247266,58.563334,57.5712576666667,2299,2030,1855,0.377511670641208
