"Hs_symbol","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Hs_Avg_TPM","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","Mm_genes","Heart-S3","Heart-S9","Heart-S15","Heart-S3_read","Heart-S9_read","Heart-S15_read","Mm_Avg_TPM","FoldChange"
"IGF2",0.100414,0.135459,0.149103,0.128325333333333,6,9,5,"Igf2",2.497949,4.468456,3.451354,200,189,139,3.47258633333333,0.252275808501256
"IGF2BP1",5.921973,6.711771,7.141422,6.591722,561,612,451,"Igf2bp1",0.033803,0,0.050592,1,0,1,0.0281316666666667,7.38399783425923
"IGF2BP2",34.120842,33.788998,37.778433,35.2294243333333,494,570,471,"Igf2bp2",0.44408,0.953592,0.853125,36,30,24,0.750265666666667,20.6993858265707
"IGF2BP3",23.475635,23.635778,29.840017,25.6504766666667,512,541,402,"Igf2bp3",0.203581,0.093055,0.149288,6,1,1,0.148641333333333,23.2017392142137
"IGF2R",27.099147,29.315581,34.429029,30.2812523333333,1401,1877,1134,"Igf2r",9.308999,16.568083,7.771061,2249,1999,1705,11.2160476666667,2.56066881751689
"IGFALS",0.213471,0.250087,0.188902,0.217486666666667,5,4,3,"Igfals",0.702191,0.841408,1.146904,48,57,58,0.896834333333333,0.641851871442647
"IGFBP1",0,0,0,0,0,0,0,"Igfbp1",0,0,0,0,0,0,0,1
"IGFBP2",37.062904,46.026565,43.163572,42.084347,317,469,258,"Igfbp2",0,0,0,0,0,0,0,43.084347
"IGFBP3",1.083673,2.448259,1.225098,1.58567666666667,26,72,24,"Igfbp3",2.958423,2.838489,3.139039,204,194,152,2.97865033333333,0.649887889117507
"IGFBP4",1.721309,3.611206,4.824571,3.38569533333333,41,98,80,"Igfbp4",10.866865,11.885279,13.766442,454,545,396,12.172862,0.332934128766652
"IGFBP5",38.247012,49.198444,30.296608,39.2473546666667,3228,4553,1814,"Igfbp5",5.242668,5.589474,6.686586,1040,1038,957,5.839576,5.88448094833169
"IGFBP6",1.40977,3.110258,1.98085,2.16695933333333,9,18,7,"Igfbp6",2.261384,2.919173,2.912359,74,96,67,2.69763866666667,0.856481559943301
"IGFBP7",12.875368,29.639595,13.967775,18.8275793333333,147,382,116,"Igfbp7",31.95484,34.70704,36.718867,797,982,608,34.460249,0.559149467149352
"IGFBPL1",15.905938,14.027171,11.110382,13.6811636666667,692,673,340,"Igfbpl1",0.011707,0.023337,0.15309,1,2,2,0.0627113333333333,13.8148180095316
"IGFL4",4.521247,4.177417,5.254118,4.65092733333333,36,44,47,"Igfl3",0,0,0,0,0,0,0,5.65092733333333
"IGFLR1",1.747028,3.565507,14.11854,6.477025,9,19,20,"Igflr1",0,0,0.170718,0,0,4,0.056906,7.07444654491506
"IGFN1",0.160204,0.204644,0,0.121616,19,29,0,"Igfn1",0,0,0,0,0,0,0,1.121616
"IGHA1",0,0,0,0,0,0,0,"Igha",0,0.033712,0.044219,0,1,1,0.025977,0.974680718963486
"IGHA2",0,0,0,0,0,0,0,"Igha",0,0.033712,0.044219,0,1,1,0.025977,0.974680718963486
"IGHE",0,0,0,0,0,0,0,"Ighe",0,0,0,0,0,0,0,1
"IGHM",0,0,0,0,0,0,0,"Ighm",1.427734,1.416013,1.977339,71,65,73,1.60702866666667,0.383578444221173
"IGHMBP2",207.868114,194.680008,154.940447,185.829523,260,317,245,"Ighmbp2",0.270651,0.276066,0.298726,36,37,30,0.281814333333333,145.753966188031
"IGIP",2.129747,2.195567,2.366507,2.230607,94,103,75,"Igip",2.007587,1.614059,2.125391,183,132,140,1.915679,1.10801189019779
"IGKC",0,0,0,0,0,0,0,"Igkc",1.59831,1.613353,1.78853,16,15,13,1.666731,0.374990953343251
"IGLC1",0,0,0,0,0,0,0,"Iglc3",0,0.146909,0.192526,0,1,1,0.113145,0.898355560147151
"IGLC1",0,0,0,0,0,0,0,"Iglc1",0.410691,0.146189,0.189288,3,1,1,0.248722666666667,0.80081832955703
"IGLC1",0,0,0,0,0,0,0,"Iglc4",0,0,0,0,0,0,0,1
"IGLC1",0,0,0,0,0,0,0,"Iglc2",0.134264,0,0.375795,1,0,2,0.170019666666667,0.85468648817584
"IGLC2",0,0,0,0,0,0,0,"Iglc4",0,0,0,0,0,0,0,1
"IGLC2",0,0,0,0,0,0,0,"Iglc1",0.410691,0.146189,0.189288,3,1,1,0.248722666666667,0.80081832955703
"IGLC2",0,0,0,0,0,0,0,"Iglc2",0.134264,0,0.375795,1,0,2,0.170019666666667,0.85468648817584
"IGLC2",0,0,0,0,0,0,0,"Iglc3",0,0.146909,0.192526,0,1,1,0.113145,0.898355560147151
"IGLC3",0,0,0,0,0,0,0,"Iglc3",0,0.146909,0.192526,0,1,1,0.113145,0.898355560147151
"IGLC3",0,0,0,0,0,0,0,"Iglc4",0,0,0,0,0,0,0,1
"IGLC3",0,0,0,0,0,0,0,"Iglc1",0.410691,0.146189,0.189288,3,1,1,0.248722666666667,0.80081832955703
"IGLC3",0,0,0,0,0,0,0,"Iglc2",0.134264,0,0.375795,1,0,2,0.170019666666667,0.85468648817584
"IGLC7",0,0,0,0,0,0,0,"Iglc3",0,0.146909,0.192526,0,1,1,0.113145,0.898355560147151
"IGLC7",0,0,0,0,0,0,0,"Iglc1",0.410691,0.146189,0.189288,3,1,1,0.248722666666667,0.80081832955703
"IGLC7",0,0,0,0,0,0,0,"Iglc2",0.134264,0,0.375795,1,0,2,0.170019666666667,0.85468648817584
"IGLC7",0,0,0,0,0,0,0,"Iglc4",0,0,0,0,0,0,0,1
"IGLL1",0.316252,0.32845,0,0.214900666666667,2,2,0,"Iglc2",0.134264,0,0.375795,1,0,2,0.170019666666667,1.03835918427582
"IGLL1",0.316252,0.32845,0,0.214900666666667,2,2,0,"Iglc4",0,0,0,0,0,0,0,1.21490066666667
"IGLL1",0.316252,0.32845,0,0.214900666666667,2,2,0,"Iglc3",0,0.146909,0.192526,0,1,1,0.113145,1.09141276892648
"IGLL1",0.316252,0.32845,0,0.214900666666667,2,2,0,"Iglc1",0.410691,0.146189,0.189288,3,1,1,0.248722666666667,0.972914722457722
"IGLL5",0,0,0,0,0,0,0,"Iglc4",0,0,0,0,0,0,0,1
"IGLL5",0,0,0,0,0,0,0,"Iglc2",0.134264,0,0.375795,1,0,2,0.170019666666667,0.85468648817584
"IGLL5",0,0,0,0,0,0,0,"Iglc1",0.410691,0.146189,0.189288,3,1,1,0.248722666666667,0.80081832955703
"IGLL5",0,0,0,0,0,0,0,"Iglc3",0,0.146909,0.192526,0,1,1,0.113145,0.898355560147151
"IGLON5",47.686538,56.393109,58.324036,54.134561,1577,2078,1367,"Iglon5",0,0.049125,0.01577,0,1,1,0.0216316666666667,53.9671613546304
"IGSF1",30.644587,23.672153,21.692843,25.3365276666667,170,201,108,"Igsf1",2.543569,2.90029,3.76196,220,229,234,3.06860633333333,6.47310786764903
"IGSF10",0.225604,0.104047,0.21201,0.180553666666667,11,11,7,"Igsf10",0.099219,0.159016,0.232733,27,26,32,0.163656,1.01452118724663
"IGSF11",1.024652,0.594519,1.13536,0.918177,33,19,20,"Igsf11",0.084183,0.139949,0.08782,9,7,5,0.103984,1.7375043478891
"IGSF21",11.857369,10.194625,8.847747,10.2999136666667,175,161,97,"Igsf21",0.016448,0.031338,0.024352,1,2,1,0.024046,11.0345762462494
"IGSF23",0,0,0,0,0,0,0,"Igsf23",0.308725,0.403429,0.167035,18,15,7,0.293063,0.773357523956683
"IGSF3",52.923767,55.176623,56.818411,54.9729336666667,1735,1712,1455,"Igsf3",0.478328,0.453086,0.643062,119,111,106,0.524825333333333,36.7077674033048
"IGSF6",0.367697,0.40826,0.827669,0.534542,6,9,5,"Igsf6",0.426163,0.359696,0.274897,28,22,13,0.353585333333333,1.1336869292319
"IGSF8",19.771311,24.125861,22.705818,22.2009966666667,487,645,371,"Igsf8",1.759079,1.594059,2.503213,74,74,73,1.952117,7.85910472608866
"IGSF9",2.926487,1.690071,2.773259,2.46327233333333,152,99,93,"Igsf9",0.340149,0.023394,0.365646,8,2,9,0.243063,2.78607949342337
"IGSF9B",36.30637,31.700473,44.391833,37.4662253333333,3561,4092,4125,"Igsf9b",0.239834,0.257622,0.297596,127,104,120,0.265017333333333,30.4076666143178
"IHH",0.073703,0.096401,0,0.0567013333333333,2,3,0,"Ihh",0,0,0.020281,0,0,1,0.00676033333333333,1.04960564927568
"IHO1",0,0.400015,0.118395,0.172803333333333,0,10,2,"Iho1",0.011048,0,0.030622,1,0,2,0.01389,1.15673626659039
"IK",83.214518,101.433235,135.844809,106.830854,961,1050,808,"Ik",20.156811,23.999008,30.509223,574,578,458,24.8883473333333,4.16522741338375
"IKBKB",21.64264,28.022211,45.30284,31.655897,207,234,173,"Ikbkb",6.693776,5.664719,3.338179,234,189,165,5.23222466666667,5.23984592125851
"IKBKE",0.32548,0.707003,0.35292,0.461801,7,20,10,"Ikbke",0.308538,0.073126,0.392969,13,6,7,0.258211,1.16180910832921
"IKBKG",35.233456,26.251703,43.459616,34.9815916666667,115,140,110,"Ikbkg",4.807131,4.719835,5.471234,457,426,371,4.9994,5.99753169761421
"IKZF1",0.01376,0.03972,0,0.0178266666666667,1,2,0,"Ikzf1",0.167244,0.145942,0.296758,23,17,26,0.203314666666667,0.845852456436997
"IKZF3",0.088557,0.152808,0.11146,0.117608333333333,12,23,11,"Ikzf3",0.04155,0.119291,0.103687,5,2,9,0.088176,1.02704740164581
"IKZF5",13.39894,13.763196,13.922138,13.694758,196,236,193,"Ikzf5",4.477772,4.795581,2.922605,308,244,238,4.06531933333333,2.90105263518101
"IL10",0,0,0.323715,0.107905,0,0,2,"Il10",0,0,0,0,0,0,0,1.107905
"IL10RA",2.625389,2.703002,6.015329,3.78124,61,86,54,"Il10ra",0.364166,0.40993,0.503189,43,45,42,0.425761666666667,3.35346370419554
"IL10RB",8.128415,8.358449,7.333845,7.94023633333333,130,174,98,"Il10rb",28.616803,33.6857,29.928523,1132,1104,953,30.7436753333333,0.281638349669781
"IL11",1.613447,2.133523,1.632321,1.793097,29,47,17,"Il11",0.036184,0,0.048983,1,0,2,0.028389,2.71599268370237
"IL11RA",21.988746,30.226038,34.629824,28.9482026666667,250,332,278,"Gm13305",0.140802,0.156536,0.283614,1,3,2,0.193650666666667,25.0895873499561
"IL11RA",21.988746,30.226038,34.629824,28.9482026666667,250,332,278,"Il11ra2",0.056118,0,0.135126,2,0,4,0.063748,28.1534749458205
"IL11RA",21.988746,30.226038,34.629824,28.9482026666667,250,332,278,"Il11ra1",16.098557,19.496816,15.067561,494,522,394,16.8876446666667,1.67423957847702
"IL12A",0.070499,0.210219,0.397729,0.226149,1,3,3,"Il12a",0,0.078255,0,0,1,0,0.026085,1.19497799889873
"IL12B",0.033446,0.062208,0.047006,0.0475533333333333,1,2,1,"Il12b",0.017663,0.01896,0,1,1,0,0.0122076666666667,1.03491938248508
"IL12RB1",0.129576,0.246838,0.127587,0.168000333333333,3,6,2,"Il12rb1",0.037837,0,0,2,0,0,0.0126123333333333,1.15345260459992
"IL12RB2",1.11935,1.720676,0.688446,1.17615733333333,14,36,7,"Il12rb2",0.010776,0,0.03488,1,0,2,0.0152186666666667,2.14353557985537
"IL13",0,0.256699,0.095844,0.117514333333333,0,3,1,"Il13",0,0,0,0,0,0,0,1.11751433333333
"IL13RA1",29.769797,15.715201,16.772303,20.7524336666667,1235,680,507,"Il13ra1",4.527633,4.898694,5.991457,554,561,522,5.13926133333333,3.54316789685448
"IL13RA2",0.410396,1.312737,0.448871,0.724001333333333,5,17,5,"Il13ra2",0,0,0,0,0,0,0,1.72400133333333
"IL15",4.675251,0.339319,0.178663,1.73107766666667,13,9,2,"Il15",31.539574,50.124645,69.720452,232,253,206,50.461557,0.0530702494420576
"IL15RA",0.743924,0.53467,0.531695,0.603429666666667,6,6,5,"Il15ra",8.607275,7.878982,5.977994,201,163,125,7.48808366666667,0.188903612362288
"IL16",1.024869,0.826379,0.909779,0.920342333333333,15,14,7,"Il16",0.684399,0.720897,0.774853,77,73,71,0.726716333333333,1.11213538452272
"IL17A",0,0,0,0,0,0,0,"Il17a",0,0,0,0,0,0,0,1
"IL17B",0.374287,0.276996,0.436942,0.362741666666667,2,2,2,"Il17b",0,0,0,0,0,0,0,1.36274166666667
"IL17C",0.09554,0.08333,0,0.0596233333333333,1,1,0,"Il17c",0,0.058405,0,0,1,0,0.0194683333333333,1.03938817782472
"IL17D",5.043024,7.666903,5.445902,6.051943,90,143,69,"Il17d",0.666126,0.710077,0.871456,19,25,15,0.749219666666667,4.03147937013438
"IL17F",0,0,0,0,0,0,0,"Il17f",0,0.217601,0,0,4,0,0.0725336666666667,0.932371664479219
"IL17RA",1.203232,1.219874,0.673188,1.032098,84,135,55,"Il17ra",0.489563,0.322981,0.28004,48,34,35,0.364194666666667,1.48959532657118
"IL17RB",2.124216,2.086737,3.584639,2.59853066666667,53,57,63,"Il17rb",0,0.069567,0.022385,0,3,1,0.0306506666666667,3.49151345169653
"IL17RC",1.064018,2.152286,1.857055,1.69111966666667,4,17,12,"Il17rc",7.394665,4.00394,10.39071,28,39,26,7.263105,0.325678987095852
"IL17RD",7.114199,6.393496,7.497411,7.001702,856,835,640,"Il17rd",0.466334,0.423237,0.480318,124,108,91,0.456629666666667,5.49329880003817
"IL17RE",0.891404,0.210171,0.24426,0.448611666666667,7,7,5,"Il17re",0.098221,0.100419,0.024259,7,6,1,0.0742996666666667,1.34842419821409
"IL18",0.250171,0.2426,0.133914,0.208895,4,3,1,"Il18",0,0.13686,0.089864,0,2,1,0.0755746666666667,1.12395265290741
"IL18BP",4.811018,5.379281,7.471571,5.88729,117,129,112,"Il18bp",1.771029,2.619095,3.837353,67,75,70,2.74249233333333,1.84029501908577
"IL18R1",2.13024,2.98997,1.752276,2.29082866666667,42,37,31,"Il18r1",0.0664,0.041096,0.030546,6,5,1,0.046014,3.14606560396579
"IL18RAP",0,0.258936,0,0.086312,0,1,0,"Il18rap",0.025834,0.072335,0.15633,4,8,3,0.084833,1.00136334348236
"IL19",0.066977,0.117653,0.146335,0.110321666666667,3,4,3,"Il19",0,0,0,0,0,0,0,1.11032166666667
"IL1A",0.278364,0.666049,0.22291,0.389107666666667,7,18,4,"Il1a",0.050679,0,0,3,0,0,0.016893,1.36603129991717
"IL1B",0,0,0,0,0,0,0,"Il1b",0.106291,0.229404,0.036707,4,3,1,0.124134,0.889573662926306
"IL1F10",0,0,0,0,0,0,0,"Il1f10",0,0,0,0,0,0,0,1
"IL1R1",0.79461,0.421831,0.756647,0.657696,41,29,24,"Il1r1",1.061885,1.073622,1.186735,148,121,116,1.107414,0.786601968099291
"IL1R2",0,0.161587,0,0.0538623333333333,0,1,0,"Il1r2",0,0,0.076559,0,0,1,0.0255196666666667,1.02763737019183
"IL1RAP",31.688243,14.435478,10.853421,18.9923806666667,1190,587,237,"Il1rap",0.407778,0.383787,0.62835,55,49,51,0.473305,13.5697500970041
"IL1RAPL1",0.166738,0.363275,0.117516,0.215843,8,16,4,"Il1rapl1",0,0,0,0,0,0,0,1.215843
"IL1RAPL2",0.067392,0.300378,0.034789,0.134186333333333,1,3,1,"Il1rapl2",0,0,0.015845,0,0,1,0.00528166666666667,1.1282274122178
"IL1RL1",0,0,0,0,0,0,0,"Il1rl1",0.092557,0.473374,0.31018,15,14,15,0.292037,0.773971643226935
"IL1RL2",0.057257,0.055803,0.320361,0.144473666666667,1,2,6,"Il1rl2",0.31792,0.270209,0.267274,31,31,24,0.285134333333333,0.890547888249296
"IL1RN",0,0.086023,0,0.0286743333333333,0,2,0,"Il1rn",0.059952,0.036278,0,2,2,0,0.0320766666666667,0.996703410276368
"IL2",0,0,0,0,0,0,0,"Il2",0,0,0.052478,0,0,1,0.0174926666666667,0.98280806610236
"IL20",0,0,0,0,0,0,0,"Il20",0,0,0,0,0,0,0,1
"IL20RA",0,0,0.031789,0.0105963333333333,0,0,1,"Il20ra",0,0,0,0,0,0,0,1.01059633333333
"IL20RB",0.45717,1.44176,0.363612,0.754180666666667,10,23,6,"Il20rb",0.156222,0.062543,0.268834,6,5,8,0.162533,1.5089297823517
"IL21",0,0,0,0,0,0,0,"Il21",0,0,0,0,0,0,0,1
"IL21R",0.184803,0.442909,0.13586,0.254524,11,15,6,"Il21r",0.171313,0.117124,0.199961,13,9,10,0.162799333333333,1.07888262749835
"IL22",0,0,0,0,0,0,0,"Iltifb",0,0,0,0,0,0,0,1
"IL22",0,0,0,0,0,0,0,"Il22",0,0,0,0,0,0,0,1
"IL22RA1",0,0,0,0,0,0,0,"Il22ra1",0.023194,0.012428,0,2,1,0,0.011874,0.988265337383904
"IL22RA2",0,0,0,0,0,0,0,"Il22ra2",0.013036,0,0,1,0,0,0.00434533333333333,0.995673466895185
"IL23R",0.054514,0.025282,0.093262,0.057686,2,1,1,"Il23r",0,0,0,0,0,0,0,1.057686
"IL24",0,0,0,0,0,0,0,"Il24",0,0,0,0,0,0,0,1
"IL25",0,0,0,0,0,0,0,"Il25",0,0,0,0,0,0,0,1
"IL27",0,0,0,0,0,0,0,"Il27",0,0,0,0,0,0,0,1
"IL27RA",3.226325,3.11321,2.810084,3.049873,123,131,76,"Il27ra",0.201839,0.200792,0.298438,18,17,19,0.233689666666667,3.28273236732414
"IL2RA",0.09295,0.025528,0,0.0394926666666667,3,1,0,"Il2ra",0.333112,0.213131,0.335982,32,27,34,0.294075,0.803270804757581
"IL2RB",0.374657,0.067625,0,0.147427333333333,3,4,0,"Il2rb",0.0276,0.052481,0.091889,4,5,6,0.0573233333333333,1.08521896487041
"IL2RG",0.300672,0.367441,0.19932,0.289144333333333,3,4,2,"Il2rg",3.269824,2.087911,1.517426,83,67,46,2.29172033333333,0.3916323997148
"IL3",0,0,0,0,0,0,0,"Il3",0,0,0,0,0,0,0,1
"IL31",0,0,0,0,0,0,0,"Il31",0,0,0,0,0,0,0,1
"IL31RA",0.406979,0.37697,0.267334,0.350427666666667,13,14,1,"Il31ra",0,0,0,0,0,0,0,1.35042766666667
"IL33",0,0.902811,0.559758,0.487523,0,7,3,"Il33",0.515753,0.985869,1.158801,39,38,35,0.886807666666667,0.78838083302255
"IL34",0,0.188914,0.426747,0.205220333333333,0,4,3,"Il34",1.647026,1.454142,2.23985,28,39,41,1.78033933333333,0.433479582468231
"IL36A",0,0,0,0,0,0,0,"Il1f6",0,0,0,0,0,0,0,1
"IL36B",0,0,0,0,0,0,0,"Il1f8",0,0,0,0,0,0,0,1
"IL36G",0.588331,0.266519,0,0.28495,1,3,0,"Il1f9",0.172223,0.072476,0.107958,8,3,4,0.117552333333333,1.14978955497088
"IL36RN",0,0,0,0,0,0,0,"Il1f5",0,0,0,0,0,0,0,1
"IL4",0,0.386311,0,0.128770333333333,0,1,0,"Il4",0.416068,0.336662,0.143974,4,3,1,0.298901333333333,0.869019304519923
"IL4I1",0.157992,0,0,0.052664,1,0,0,"Il4i1",0.118201,0.156643,0.0204,1,3,1,0.0984146666666667,0.958348456138605
"IL4R",1.598242,4.639356,1.099658,2.445752,36,66,35,"Il4ra",0.997503,1.824117,1.257824,132,117,94,1.35981466666667,1.46017907620994
"IL5",0,0,0,0,0,0,0,"Il5",0,0,0,0,0,0,0,1
"IL5RA",0,0.065375,0,0.0217916666666667,0,2,0,"Il5ra",0.014921,0,0.064549,1,0,5,0.02649,0.995422913683199
"IL6",0,0.200222,0,0.0667406666666667,0,1,0,"Il6",0.139295,0,0.112676,3,0,2,0.0839903333333333,0.98408688146358
"IL6R",0.321956,0.301614,0.14112,0.254896666666667,15,20,4,"Il6ra",0.340115,0.419052,0.277088,75,69,40,0.345418333333333,0.932718572042649
"IL6ST",30.486009,45.313754,22.651237,32.817,3566,2938,1895,"Il6st",84.889812,71.651232,66.542078,2140,1858,1543,74.3610406666667,0.448733187610528
"IL7",1.471715,2.730576,1.864836,2.02237566666667,29,23,23,"Il7",0.057224,0.038528,0.076189,4,2,4,0.0573136666666667,2.85854213555675
"IL7R",0.064667,0.765352,1.179347,0.669788666666667,4,11,7,"Il7r",0.051531,0.036814,0,6,4,0,0.0294483333333333,1.62202279861868
"IL9",0,0,0,0,0,0,0,"Il9",0,0,0,0,0,0,0,1
"IL9R",0,0.041455,0.217738,0.0863976666666667,0,1,4,"Il9r",0,0,0,0,0,0,0,1.08639766666667
"ILDR1",0,0.079942,0.084427,0.0547896666666667,0,3,2,"Ildr1",0,0,0,0,0,0,0,1.05478966666667
"ILDR2",1.604706,2.070981,3.079409,2.25169866666667,129,232,163,"Ildr2",0.058176,0.060494,0.037047,13,11,7,0.0519056666666667,3.09124550775624
"ILF2",133.370879,130.494158,149.621557,137.828864666667,1569,1613,1271,"Ilf2",4.967753,5.439911,5.311424,233,231,187,5.239696,22.2492994316817
"ILF3",144.488861,134.232637,178.799382,152.50696,3229,3075,2726,"Ilf3",5.307478,6.599199,6.43572,277,282,251,6.11413233333333,21.5777487411559
"ILK",181.057636,184.034525,209.746125,191.612762,691,748,554,"Ilk",19.121285,20.615066,21.824925,619,595,547,20.5204253333333,8.95023025876998
"ILKAP",19.509774,20.823965,24.44287,21.592203,210,246,175,"Ilkap",9.453218,7.702454,9.389989,272,247,198,8.84855366666667,2.29396150588745
"ILRUN",21.094683,23.814847,22.021457,22.310329,966,1181,776,"Ilrun",15.054678,16.317795,18.682304,1755,1710,1469,16.6849256666667,1.31809030127485
"ILVBL",25.099795,26.209319,26.676401,25.9951716666667,373,442,266,"Ilvbl",24.045928,29.479517,39.992514,229,211,165,31.172653,0.839071980376212
"IMMP1L",39.275982,47.722766,54.529229,47.1759923333333,81,77,42,"Immp1l",13.059081,13.584452,12.570297,322,305,221,13.0712766666667,3.42371154192832
"IMMP2L",52.153466,32.700029,58.393173,47.7488893333333,48,46,38,"Immp2l",29.56976,45.610957,29.886759,104,113,77,35.022492,1.35329030910281
"IMMT",52.887082,49.295357,53.897036,52.0264916666667,1340,1416,1028,"Immt",216.380472,207.607752,253.873728,5444,5170,4487,225.953984,0.233644242467524
"IMP3",16.466097,14.698383,18.42705,16.53051,219,225,170,"Imp3",7.429012,7.266026,6.936055,174,178,109,7.21036433333333,2.13516834190021
"IMP4",26.372642,32.816742,31.397329,30.195571,387,480,327,"Imp4",6.057387,3.477575,5.819865,221,188,153,5.11827566666667,5.09875211572411
"IMPA1",36.676624,38.864464,39.558374,38.3664873333333,716,770,551,"Impa1",6.614288,6.278431,8.689382,160,178,145,7.19403366666667,4.80428674505894
"IMPA2",0.055643,0.43727,0.16839,0.220434333333333,1,5,2,"Impa2",6.420247,4.842706,8.624116,154,141,152,6.629023,0.159972559177411
"IMPACT",6.536097,6.164792,5.920312,6.207067,157,202,120,"Impact",5.264048,6.681132,5.345399,233,249,156,5.76352633333333,1.06557831592682
"IMPDH1",40.504462,39.30965,46.919586,42.244566,742,979,637,"Impdh1",7.234186,4.691505,5.515829,199,191,171,5.81384,6.34657784743992
"IMPDH2",53.048654,64.775482,54.848283,57.557473,660,720,480,"Impdh2",29.043233,28.426033,27.085415,304,316,204,28.1848936666667,2.00643091829665
"IMPG1",0.477757,1.331938,1.002815,0.937503333333333,14,17,11,"Impg1",0,0,0,0,0,0,0,1.93750333333333
"IMPG2",0.630189,0.577384,0.706363,0.637978666666667,71,70,57,"Impg2",0.008713,0.01893,0.037361,2,4,3,0.021668,1.60323966950777
"INA",392.379053,390.009593,438.990256,407.126300666667,15612,17331,12251,"Ina",0,0,0.030025,0,0,2,0.0100083333333333,404.082112193794
"INAFM1",18.6995,23.77037,13.093262,18.521044,108,169,50,"Inafm1",1.865174,1.49917,1.42446,75,70,37,1.596268,7.51888633993101
"INAFM2",8.912464,11.212653,13.751156,11.292091,223,227,208,"Inafm2",3.911791,3.177771,3.43801,315,273,190,3.50919066666667,2.72600825927964
"INAVA",0.228293,0.141361,1.236717,0.535457,1,5,11,"Inava",0,0,0,0,0,0,0,1.535457
"INCA1",3.680511,6.16558,3.686217,4.51076933333333,40,72,29,"Inca1",1.132386,1.038983,1.334958,37,32,30,1.16877566666667,2.54095866992237
"INCENP",10.118551,7.551259,8.245221,8.63834366666667,144,174,132,"Incenp",1.920691,0.903101,1.315418,43,27,25,1.37973666666667,4.050172358006
"INF2",19.58185,16.527658,29.65359,21.9210326666667,350,431,385,"Inf2",1.613723,1.68121,1.756257,181,180,134,1.68373,8.54073720779164
"ING1",8.534037,7.101737,10.43927,8.69168133333333,159,148,106,"Ing1",2.81959,4.180039,4.777361,131,128,136,3.92566333333333,1.96758906922181
"ING2",6.144477,6.240352,6.807317,6.397382,156,155,114,"Ing2",1.231427,1.325685,1.16638,37,30,22,1.241164,3.30068749988845
"ING3",4.95276,4.022214,5.785561,4.92017833333333,86,83,78,"Ing3",2.202243,2.981208,3.028614,89,88,63,2.737355,1.58405565790066
"ING4",35.785667,35.966154,51.677664,41.1431616666667,337,378,342,"Ing4",4.297115,3.62898,4.245217,191,159,144,4.057104,8.33345758099234
"ING5",37.797352,43.037498,49.001349,43.278733,442,540,369,"Ing5",0.993607,0.937389,0.843432,147,129,90,0.924809333333333,23.0042177337738
"INHA",0.852101,0.932445,1.109642,0.964729333333333,13,16,12,"Inha",0.642438,0.526936,0.360762,30,24,12,0.510045333333333,1.30110619195539
"INHBA",0.740457,1.064017,0.479536,0.761336666666667,60,90,26,"Inhba",0.128114,0.13773,0.118782,20,18,11,0.128208666666667,1.56117987629948
"INHBB",0.024933,0.112124,0.176491,0.104516,1,5,5,"Inhbb",0.146591,0.100652,0.115974,17,13,9,0.121072333333333,0.985231699292671
"INHBC",0,0.043636,0.033596,0.025744,0,2,1,"Inhbc",0,0,0,0,0,0,0,1.025744
"INHBE",0.218014,0.994727,0,0.404247,3,12,0,"Inhbe",0.005514,0,0.030725,1,0,4,0.0120796666666667,1.38748662407669
"INIP",14.936171,16.763458,17.242204,16.3139443333333,390,460,331,"Inip",1.345292,1.736095,1.429104,99,106,62,1.503497,6.91590376714385
"INKA1",1.741194,2.371328,3.479872,2.530798,19,29,27,"Inka1",1.133828,1.578129,0.72624,33,27,15,1.14606566666667,1.64524229376641
"INKA2",1.820552,1.992989,1.339349,1.71763,73,115,70,"Inka2",2.183803,2.537435,3.460868,273,333,349,2.72736866666667,0.729101476948975
"INMT",0.06219,0.280065,0.367823,0.236692666666667,2,10,9,"Inmt",1.965441,2.469412,2.304539,60,70,49,2.246464,0.380935278095388
"INO80",13.942516,10.114111,14.03209,12.696239,305,329,262,"Ino80",1.161817,1.248359,1.162379,193,248,159,1.19085166666667,6.25155924902873
"INO80B",21.374424,16.526263,15.833037,17.9112413333333,135,135,71,"Ino80b",2.829773,4.258585,5.713292,36,49,40,4.26721666666667,3.59036708191866
"INO80C",27.531456,22.540885,25.996316,25.356219,115,128,87,"Ino80c",2.810499,3.753643,3.402327,206,222,189,3.32215633333333,6.09793282967013
"INO80D",1.49765,1.350854,1.683041,1.510515,292,282,204,"Ino80d",0.763503,0.811891,0.937983,355,346,274,0.837792333333333,1.36604933781963
"INO80E",34.942523,55.356939,60.000142,50.099868,298,357,221,"Ino80e",3.090817,4.695949,4.275164,104,89,71,4.02064333333333,10.1779522279017
"INPP1",32.457809,29.024932,24.951967,28.8115693333333,386,401,245,"Inpp1",1.978341,3.100404,2.393378,161,163,118,2.49070766666667,8.5402652356165
"INPP4A",18.666072,23.116838,20.152318,20.645076,1412,1617,1251,"Inpp4a",3.37766,1.519906,2.74053,258,183,186,2.546032,6.10402726202132
"INPP4B",3.75155,2.670414,6.274986,4.23231666666667,90,79,45,"Inpp4b",4.867746,4.834239,5.22448,645,617,569,4.97548833333333,0.87562996943346
