"Hs_symbol","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","Hs_Avg_TPM","Mm_genes","Brain_3_HB-S6","Brain_3_HB-S12","Brain_3_HB-S18","Brain_3_HB-S6_read","Brain_3_HB-S12_read","Brain_3_HB-S18_read","Mm_Avg_TPM","FoldChange"
"TMPRSS3",0.150405,0.037733,0,4,1,0,0,"Tmprss3",0,0.13122,0.438716,0,9,17,0.189978666666667,0.840351199573326
"TMPRSS4",0.107058,0.067215,0.09276,7,5,4,0,"Tmprss4",0.115135,0.079907,0.095801,1,4,2,0.0969476666666667,0.911620517903771
"TMPRSS5",4.45308,0.795596,1.066837,11,13,7,0,"Tmprss5",2.01976,3.925714,4.082574,25,93,61,3.34268266666667,0.230272409189773
"TMPRSS6",0.254185,0.221922,0.140388,9,8,4,0,"Tmprss6",0.092945,0.073323,0.130036,1,6,2,0.098768,0.910110232551367
"TMPRSS7",0.282399,0.027424,0.270871,3,1,4,7.84441733333333,"Tmprss7",1.547488,1.028841,0.282522,6,31,10,0.952950333333333,4.52874667746287
"TMPRSS9",0.249381,0.436415,0.184879,9,4,5,0,"Tmprss9",0.080341,0.087504,0.096341,1,6,5,0.088062,0.91906527385388
"TMSB10",3346.962567,3569.505921,3287.54071,10173,11876,7095,0,"Tmsb10",72.233183,80.497192,73.34154,169,713,369,75.357305,0.0130963239208089
"TMSB4X",1215.51207,1291.758307,1459.58674,5156,5974,4302,0,"Tmsb4x",460.154874,340.842243,350.583542,1528,4238,2482,383.860219666667,0.00259834596796238
"TMTC1",4.068976,3.331501,4.039472,460,403,270,0,"Tmtc1",7.878452,9.583952,9.122299,449,2035,1111,8.86156766666667,0.101403755853152
"TMTC2",4.565225,4.07369,5.673242,286,295,242,0,"Tmtc2",11.73064,8.139561,11.333418,215,761,497,10.4012063333333,0.0877100168844706
"TMTC3",2.140181,2.586886,2.362547,197,251,156,0,"Tmtc3",5.57776,3.61434,5.448663,134,534,337,4.88025433333333,0.170060671412002
"TMTC4",17.857218,13.604961,23.756691,583,515,394,0,"Tmtc4",14.451572,12.36957,17.397076,150,641,369,14.739406,0.0635347992166922
"TMUB1",17.210072,17.304301,16.903324,156,185,121,0.256876666666667,"Tmub1",14.026813,14.695112,15.779589,68,264,148,14.833838,0.0793791541044355
"TMUB2",18.706249,19.139112,23.611054,415,509,345,0,"Tmub2",22.368934,26.027301,25.469792,219,982,575,24.622009,0.0390289457786078
"TMX1",4.097709,5.091587,4.462188,144,162,113,0,"Tmx1",26.795891,25.311104,26.048217,299,1077,657,26.0517373333333,0.0369662024910982
"TMX2",44.190771,47.083532,48.738376,703,823,556,0,"Tmx2",130.497768,139.181517,147.031698,1364,5753,3334,138.903661,0.00714777578265089
"TMX3",13.42632,17.494461,17.129807,498,509,381,0,"Tmx3",67.862101,65.467493,65.478083,665,2360,1446,66.2692256666667,0.0148656386347483
"TMX4",81.91367,64.893339,71.70289,6110,5366,4173,0,"Tmx4",74.923189,48.676568,48.317077,1724,6777,3825,57.3056113333333,0.017151007889841
"TNC",6.331813,13.567416,15.467221,200,337,236,0,"Tnc",1.537719,1.47197,1.758387,74,275,183,1.58935866666667,0.386196015589961
"TNF",0,0,0,0,0,0,0.057547,"Tnf",0,0,0,0,0,0,0,1.057547
"TNFAIP1",30.570638,31.25025,34.463071,830,862,757,24.95832,"Tnfaip1",14.02752,11.384408,13.211386,352,1084,710,12.874438,1.8709456916381
"TNFAIP2",10.218058,13.100797,11.513175,141,194,129,0,"Tnfaip2",1.32841,3.177147,4.75645,7,59,39,3.08733566666667,0.244658154248322
"TNFAIP3",0.374657,1.500352,0.501044,19,37,21,0,"Tnfaip3",0.851256,0.539241,0.665727,18,61,42,0.685408,0.593328143689837
"TNFAIP6",0,0.06102,0,0,1,0,0,"Tnfaip6",8.234099,9.495895,8.902431,84,359,192,8.877475,0.101240448596428
"TNFAIP8",0.54642,1.662409,1.113894,12,22,13,0,"Tnfaip8",3.097103,5.695786,5.759972,42,229,147,4.85095366666667,0.170912308825325
"TNFAIP8L1",1.18688,1.50324,1.235701,58,81,43,0,"Tnfaip8l1",0.231474,0.471515,0.370225,4,29,14,0.357738,0.736519122245971
"TNFAIP8L2",0.153682,0.210491,0,2,3,0,0.0745326666666667,"Tnfaip8l2",0.477653,0.622496,0.590286,3,15,8,0.563478333333333,0.687270583645227
"TNFAIP8L3",2.623998,2.598546,0.497312,60,67,8,0,"Tnfaip8l3",0.404233,0.346103,0.192438,12,38,12,0.314258,0.760885609979167
"TNFRSF10D",2.28472,4.260209,1.685482,107,217,56,0,"Tnfrsf10b",0.259384,0.594771,0.855333,5,42,31,0.569829333333333,0.637011921465773
"TNFRSF11A",0.1082,0.106116,0,6,8,0,0,"Tnfrsf11a",0.404861,0.451246,0.518762,14,59,38,0.458289666666667,0.685734818573996
"TNFRSF11B",0.699567,0.236894,0.499379,10,6,5,0,"Tnfrsf11b",3.061699,1.812131,1.978927,54,119,74,2.28425233333333,0.304483303505811
"TNFRSF12A",7.095261,11.745012,5.493725,65,90,39,0,"Tnfrsf12a",13.167771,10.782955,14.174907,63,190,120,12.7085443333333,0.0729472054569957
"TNFRSF13B",0,0,0,0,0,0,0,"Tnfrsf13b",0.782697,0.287144,1.019505,2,18,12,0.696448666666667,0.589466701615492
"TNFRSF13C",0.46691,0.668533,0.407657,23,37,14,0,"Tnfrsf13c",0.573258,0.217745,0.613143,1,10,5,0.468048666666667,0.681176327941898
"TNFRSF14",0.767938,0.969273,1.25186,9,15,5,0,"Tnfrsf14",0.343778,0.549425,1.022805,2,14,12,0.638669333333333,0.610251244505705
"TNFRSF17",0.340825,0,0,2,0,0,0,"Tnfrsf17",0,0.257311,0.113828,0,4,1,0.123713,0.88990694243103
"TNFRSF18",0,0.135242,0,0,1,0,0,"Tnfrsf18",0.764016,1.503893,0.90228,5,38,13,1.05672966666667,0.486208769293777
"TNFRSF19",1.925962,2.350661,2.56731,92,133,92,0,"Tnfrsf19",6.728337,7.216762,9.02725,180,735,453,7.65744966666667,0.115507457565737
"TNFRSF1A",66.388059,38.461762,65.802588,391,312,290,0,"Tnfrsf1a",49.921747,49.664743,44.25162,42,222,152,47.9460366666667,0.0204306634020283
"TNFRSF1B",0.042734,0.115088,0.150061,2,6,5,0,"Tnfrsf1b",0.46641,1.912852,0.795189,12,78,44,1.05815033333333,0.485873156981892
"TNFRSF21",26.300994,25.454699,23.279729,1212,1289,758,0,"Tnfrsf21",14.611568,18.83325,17.278565,354,1679,879,16.9077943333333,0.055841606251788
"TNFRSF4",0.490276,0,0,1,0,0,0,"Tnfrsf4",0,0.787974,0.229385,0,9,3,0.339119666666667,0.746759251538137
"TNFRSF8",0.226327,0,0,6,0,0,0,"Tnfrsf8",0.131561,0.145329,0.162405,3,12,8,0.146431666666667,0.872271788258931
"TNFRSF9",20.614966,24.829172,3.551204,635,678,80,0.269817,"Tnfrsf9",0.238666,0.035515,0.03712,3,1,1,0.103767,1.15043935903139
"TNFSF10",0.173924,0.333306,0.244717,4,7,4,0,"Tnfsf10",0.944422,0.693222,0.906572,23,86,65,0.848072,0.541104459133627
"TNFSF11",0,0,0.174576,0,0,2,0,"Tnfsf11",0,0.020131,0.035202,0,1,1,0.0184443333333333,0.981889699093356
"TNFSF12",5.321189,4.366,3.599763,40,54,28,0.013137,"Tnfsf12",18.939005,22.178709,13.24432,42,222,155,18.120678,0.0529864579069843
"TNFSF13",0.59359,0.639723,1.772532,7,15,11,0,"Tnfsf13",1.360251,0.934208,0.960436,11,30,18,1.084965,0.479624358202656
"TNFSF13B",0.377705,0.802713,0.791296,4,11,5,0,"Tnfsf13b",1.587617,2.226713,1.408183,29,119,46,1.74083766666667,0.364851961924536
"TNFSF14",0.086339,0.143332,0.022026,3,5,0,0,"Tnfsf14",0,0,0,0,0,0,0,1
"TNFSF15",0,0.041167,0.06261,0,4,4,13.5032193333333,"Tnfsf15",0.044748,0.071794,0.021129,1,6,1,0.0458903333333333,13.8668643079533
"TNFSF18",0.118176,0.146156,0.055569,3,4,1,0,"Tnfsf18",0,0.020858,0,0,1,0,0.00695266666666667,0.993095339138748
"TNFSF4",0.308639,0.446303,0.304055,14,19,10,0,"Tnfsf4",0,0,0,0,0,0,0,1
"TNFSF8",0,0,0,0,0,0,5.883313,"Tnfsf8",0,0.020959,0.036938,0,2,2,0.019299,6.75298710192005
"TNFSF9",3.813731,3.336468,3.493213,70,69,45,0,"Tnfsf9",0.395467,1.04315,1.355529,3,30,22,0.931382,0.517763963835223
"TNIK",40.849025,45.783057,44.503941,1826,1800,1384,0,"Tnik",19.777464,26.596942,28.57428,718,3154,1918,24.9828953333333,0.0384868578798108
"TNIP1",15.514561,17.30468,16.884634,271,324,212,0,"Tnip1",7.282411,13.955033,10.820044,130,605,317,10.6858293333333,0.0855737296408687
"TNIP2",5.598302,7.116412,10.002656,104,98,79,0,"Tnip2",1.794009,4.403837,3.358445,21,104,46,3.18543033333333,0.238924058067785
"TNK1",8.706535,11.021391,19.759385,70,85,73,33.929518,"Tnk1",0,0.023745,0,0,1,0,0.007915,34.655221918515
"TNK2",47.959758,67.561507,71.82532,775,976,709,0,"Tnk2",345.033256,354.139381,395.922018,1241,5403,3096,365.031551666667,0.00273200491992195
"TNKS",23.093559,25.287605,30.747042,2632,2877,2532,0,"Tnks",16.041006,21.469802,20.898468,979,3866,2342,19.4697586666667,0.0488525544577337
"TNKS1BP1",62.887765,43.285287,54.587366,2026,1805,1469,0,"Tnks1bp1",9.971722,13.295342,13.25629,199,935,477,12.1744513333333,0.0759044892799331
"TNKS2",14.975502,12.999496,14.636065,1246,1170,865,0,"Tnks2",73.319235,80.049598,50.636165,951,3502,2162,68.001666,0.0144924037051511
"TNMD",0,0.067999,0,0,1,0,0.0193766666666667,"Tnmd",0.502072,0.501772,0.472591,4,15,8,0.492145,0.683161935781487
"TNN",0,0.037076,0.050439,0,2,2,0,"Tnn",0.099337,0.039149,0.188707,4,6,15,0.109064333333333,0.901660949635323
"TNNC1",0,0.728897,0.89514,0,2,4,0,"Tnnc1",0.830762,1.672961,2.570703,2,20,16,1.69147533333333,0.371543438505722
"TNNC2",0.322709,0.294497,0.227114,2,2,1,0,"Tnnc2",0.308063,0.755384,0.142061,1,2,1,0.401836,0.71335020644355
"TNNI1",0.023833,0.345277,0.596168,2,6,3,0.0303233333333333,"Tnni1",10.228065,9.059953,7.873352,25,116,62,9.05379,0.10248108756333
"TNNI2",0.379569,0,0,1,0,0,0,"Tnni2",0.539185,0.075015,0,1,1,0,0.204733333333333,0.830059210890377
"TNNI3",1.207822,2.037617,4.110586,8,14,15,0,"Tnni3",3.739119,2.574997,1.570673,8,18,8,2.628263,0.275613978369264
"TNNI3K",0.138317,0.790581,0.331039,1,4,1,0,"Tnni3k",0.055431,0.029176,0,1,2,0,0.0282023333333333,0.972571222201078
"TNNT1",7.760544,7.12256,3.32367,26,31,16,0,"Tnnt1",2.41576,2.093902,3.407013,4,29,15,2.63889166666667,0.274808950527519
"TNNT2",0.127799,0.082719,0,1,3,0,0.724962,"Tnnt2",0.854521,2.209681,2.959419,5,32,18,2.00787366666667,0.573482197446014
"TNNT3",0,0,0,0,0,0,0,"Tnnt3",0.623197,0.722359,0.6961,1,4,1,0.680552,0.595042581247114
"TNP1",0,0,0,0,0,0,0,"Tnp1",0,0,0,0,0,0,0,1
"TNP2",0.190212,0.041866,0,1,1,0,0.0573766666666667,"Tnp2",0,0,0,0,0,0,0,1.05737666666667
"TNPO1",137.087653,137.540774,105.327349,3331,3306,2249,0,"Tnpo1",13.382641,13.010031,12.789714,735,2613,1563,13.0607953333333,0.0711197322977415
"TNPO2",117.570915,140.629367,174.716976,2347,2669,2243,0,"Tnpo2",51.979291,45.455441,52.255723,728,3336,2038,49.8968183333333,0.0196475935578291
"TNPO3",19.600359,19.996407,22.164562,1076,1167,846,0,"Tnpo3",33.285262,31.501218,24.689907,423,1675,1002,29.8254623333333,0.0324407137575563
"TNR",13.224161,8.930556,12.284247,2349,1732,1554,0,"Tnr",8.118385,10.173959,12.841717,554,2878,1745,10.3780203333333,0.0878887513560136
"TNRC18",23.592009,28.963332,32.231264,759,1097,764,0,"Tnrc18",10.488896,17.372229,19.965257,381,1668,1054,15.9421273333333,0.059024464893055
"TNRC6A",141.821248,130.02186,125.613214,1458,1568,1035,0,"Tnrc6a",27.29158,26.544961,30.295645,582,2802,1615,28.044062,0.0344304457138261
"TNRC6B",4.271609,4.955839,4.862497,980,1117,788,0,"Tnrc6b",4.50785,52.96247,48.390546,516,3007,1853,35.2869553333333,0.0275581125727954
"TNRC6C",8.842621,9.866986,17.904436,548,713,514,5.883313,"Tnrc6c",9.087114,9.56504,10.707367,405,1726,1111,9.786507,0.638141059010113
"TNS2",15.575895,7.395415,8.558181,67,82,74,0,"Tns2",17.145672,23.659488,21.375629,144,717,360,20.7269296666667,0.0460258313227844
"TNS3",0.323354,1.146692,0.460909,30,93,34,0,"Tns3",17.504054,17.424023,19.100276,699,2587,1472,18.009451,0.052605411908003
"TNS4",0.078864,0.044785,0.025737,2,1,1,0,"Tns4",0,0.099772,0.150499,0,9,6,0.0834236666666667,0.922999959080335
"TOB1",2.44928,2.861016,4.323935,38,68,56,0,"Tob1",18.271636,15.261404,18.472838,254,774,536,17.3352926666667,0.0545396257469065
"TOB2",3.302953,3.093086,4.579732,188,193,185,0,"Tob2",12.837478,12.452708,11.55448,268,1235,668,12.2815553333333,0.075292386689852
"TOE1",3.640194,2.778798,6.315586,64,62,74,0,"Toe1",9.012535,9.226872,8.578646,86,253,151,8.939351,0.100610190745855
"TOGARAM1",14.952832,12.130155,14.492241,245,290,174,3.27931366666667,"Togaram1",11.992745,11.58461,11.160443,312,1122,674,11.579266,0.340187866817243
"TOGARAM2",1.52996,0.411099,1.312615,32,33,18,0,"Togaram2",0.188736,0.446972,0.33906,4,37,15,0.324922666666667,0.7547610325936
"TOLLIP",17.946448,30.813093,29.60996,497,804,490,0,"Tollip",40.178302,37.520165,45.468043,1020,3609,2433,41.0555033333333,0.0237781008605215
"TOM1",20.771116,22.038128,22.906534,378,452,316,0,"Tom1",66.349057,56.83813,55.744488,221,885,559,59.6438916666667,0.0164897069188199
"TOM1L1",10.900411,6.226777,8.265736,107,65,72,0,"Tom1l1",10.474811,8.994722,11.790574,159,523,324,10.4200356666667,0.0875654007735586
"TOM1L2",27.557163,38.570714,32.130116,1308,1642,1204,0,"Tom1l2",58.807747,67.19356,72.36146,1654,7059,4188,66.1209223333333,0.0148984841869997
"TOMM20",133.208969,135.561368,171.162861,3725,3656,2878,0,"Tomm20",82.39288,78.979205,70.129972,1764,6518,4072,77.1673523333333,0.0127930647533723
"TOMM20L",1.644406,0.364091,1.052193,6,2,3,0,"Tomm20l",0,0.244131,0,0,2,0,0.081377,0.924746873662007
"TOMM22",22.092818,24.589821,26.348355,305,331,227,0,"Tomm22",58.040839,53.592344,55.87479,271,1028,639,55.835991,0.0175944851564214
"TOMM34",7.755248,12.401445,9.431056,190,332,164,0,"Tomm34",17.438441,19.037647,18.370341,213,890,485,18.282143,0.0518614554409227
"TOMM40",22.197253,30.214262,25.545109,420,508,327,0.138048,"Tomm40",33.261339,33.665529,34.822594,244,1014,588,33.9164873333333,0.0325934275442866
"TOMM40L",15.509367,15.515482,13.50567,402,429,289,0,"Tomm40l",37.63936,48.769249,38.098459,278,1036,617,41.502356,0.0235281074771479
"TOMM5",36.570962,48.378707,40.407056,304,410,232,11.0480246666667,"Tomm5",40.897303,32.16564,36.896893,114,341,217,36.6532786666667,0.319972791036984
"TOMM6",46.112521,59.856061,60.574018,233,330,213,0,"Tomm6",56.96977,70.988586,66.852403,178,867,466,64.9369196666667,0.0151660102573086
"TOMM7",355.298346,367.67619,305.670661,333,434,249,0.00529733333333333,"Tomm7",34.114791,28.462677,32.03562,216,673,429,31.537696,0.0308963896316855
"TONSL",1.594505,2.208155,2.813497,109,166,131,0,"Tonsl",3.605006,4.576101,3.609353,25,144,56,3.93015333333333,0.202833448046917
"TOP1",20.255335,18.761591,22.912432,987,987,795,0,"Top1",28.908786,21.557411,22.688328,642,1792,1125,24.3848416666667,0.0393935882339231
"TOP1MT",9.478281,10.021744,7.770757,128,154,79,0,"Top1mt",5.678853,5.286331,4.548893,41,173,116,5.171359,0.162038863725154
"TOP2A",0,0.260857,2.600738,0,6,105,0,"Top2a",0.494976,0.562783,0.457241,4,22,12,0.505,0.664451827242525
"TOP2B",87.603258,73.843609,96.763698,2684,2632,2263,10.1422006666667,"Top2b",56.527737,62.044954,63.002075,915,3316,2096,60.524922,0.181100606135944
"TOP3A",20.57035,22.392843,18.956957,440,509,318,88.3171836666667,"Top3a",2.063617,1.843616,2.364653,45,154,94,2.09062866666667,28.8993578005597
"TOP3B",15.369945,14.763409,13.517072,204,215,154,0,"Top3b",25.067106,25.83869,30.578371,125,665,374,27.161389,0.0355096121146581
"TOPAZ1",0.069033,0,0,5,0,0,0,"Topaz1",0,0,0,0,0,0,0,1
"TOPBP1",17.408134,21.416742,25.562638,605,652,433,0,"Topbp1",19.387432,14.925001,12.057456,137,501,285,15.4566296666667,0.0607657837756127
"TOPORS",4.558055,4.690996,5.768756,223,246,198,0,"Topors",6.462914,5.697259,6.46492,165,539,348,6.20836433333333,0.138727727090006
"TOR1A",20.925786,20.839565,25.373856,436,503,372,0,"Tor1a",33.83151,22.164479,20.469897,104,342,215,25.4886286666667,0.037752048721888
"TOR1AIP1",8.52009,11.298078,9.077408,277,319,230,0,"Tor1aip1",28.48378,22.420795,26.176192,361,1336,819,25.693589,0.0374621786527095
"TOR1AIP2",11.819249,14.222982,18.868871,759,917,669,0,"Tor1aip2",21.619697,24.697747,22.384129,347,1431,809,22.9005243333333,0.0418400862697949
"TOR1B",17.752359,22.933846,25.40374,339,412,286,0,"Tor1b",12.385344,9.641004,11.668326,165,643,377,11.231558,0.0817557338157576
"TOR2A",10.355642,9.741004,13.588972,157,161,156,9.14097,"Tor2a",4.790927,7.91517,9.658982,50,225,151,7.45502633333333,1.19940135017912
"TOR3A",10.179417,7.26917,8.42261,212,158,134,5.39449433333333,"Tor3a",5.714791,6.060044,8.220447,54,180,99,6.665094,0.834235605373311
"TOR4A",0.389122,0.802021,0.462525,17,43,14,0,"Tor4a",1.233928,1.298167,1.38195,15,96,65,1.30468166666667,0.433899403316004
"TOX",0.187772,0.105068,0.420373,10,6,16,0,"Tox",1.478818,1.813076,1.838686,39,136,60,1.71019333333333,0.368977366928313
"TOX3",5.458619,3.151409,5.362817,164,109,127,0,"Tox3",0.959208,1.449193,1.51071,20,111,46,1.30637033333333,0.433581713026428
"TOX4",52.26343,59.455081,79.38113,919,1065,794,0,"Tox4",15.972728,16.021662,19.424986,418,1498,922,17.139792,0.0551274237323118
"TP53I11",249.566818,184.990086,162.197026,1849,1599,1060,0,"Trp53i11",14.709534,16.502019,17.983482,225,983,611,16.398345,0.057476731263807
"TP53INP1",2.556449,3.333441,4.516768,195,273,246,0,"Trp53inp1",3.613626,4.208318,4.166344,125,540,292,3.996096,0.200156282025005
"TPBG",1.538143,1.319248,0.95407,54,51,23,0,"Tpbg",7.747113,7.012456,4.742446,109,413,220,6.50067166666667,0.133321393661856
"TPBGL",5.466905,5.234414,7.361272,151,173,136,0,"Tpbgl",1.216248,1.597649,1.472969,23,104,55,1.42895533333333,0.411699625051428
"TPCN1",2.113669,4.059802,4.381961,88,103,64,0,"Tpcn1",9.410679,10.102076,10.440757,298,1243,726,9.984504,0.0910373376895306
"TPCN2",2.695921,3.902791,3.904114,101,121,93,0,"Tpcn2",1.105731,3.404377,2.69896,20,143,77,2.40302266666667,0.293856402954707
"TPD52",90.674271,122.634642,171.826396,1127,1375,1285,0,"Tpd52",32.335918,27.991317,33.15602,420,1380,821,31.161085,0.0310934783450247
"TPD52L1",2.437629,1.492621,2.523732,32,30,17,0,"Tpd52l1",11.931704,9.42181,10.108824,70,202,116,10.487446,0.0870515517548461
"TPD52L2",30.84809,33.310645,44.079033,956,1139,915,0,"Tpd52l2",54.103106,49.892259,48.775954,328,1172,671,50.923773,0.0192590010745174
"TPGS1",3.220375,6.567058,2.942536,32,72,20,0,"Tpgs1",45.012434,22.003339,29.745286,117,381,234,32.2536863333333,0.030071853988639
"TPGS2",202.981432,209.908459,212.419492,2022,2278,1457,0,"Tpgs2",8.753012,10.072475,9.867816,240,1014,563,9.56443433333333,0.0946572214325531
"TPH1",0.395683,0.637,0.211645,27,24,10,5.883313,"Tph1",0.032282,0,0.01509,1,0,1,0.0157906666666667,6.77631053904807
"TPH2",0.325008,0.506868,1.037778,11,18,19,0,"Tph2",4.131029,6.141734,4.360534,71,398,160,4.87776566666667,0.170132675698708
"TPI1",326.45757,401.52583,492.05635,2435,3132,2121,45.010964,"Tpi1",605.324185,657.477961,657.918119,2145,8870,5135,640.240088333333,0.0717530997158779
"TPK1",3.125203,2.212928,1.281579,65,46,27,0,"Tpk1",5.56057,3.715614,6.160178,27,88,72,5.145454,0.162721907933897
"TPM1",150.745137,185.195553,136.029124,2499,2798,1719,0,"Tpm1",67.728947,58.755924,59.283269,786,2655,1592,61.9227133333333,0.015892512369937
"TPM2",12.71672,16.670191,18.22413,160,213,150,0,"Tpm2",28.374196,18.208907,15.219455,83,245,128,20.6008526666667,0.0462944688078517
"TPM3",118.124673,121.316242,126.398154,2154,2449,1733,7.84441733333333,"Tpm3",101.11616,99.736183,94.250115,501,1869,1100,98.367486,0.0890071560563919
"TPM4",55.403225,62.545909,68.055012,1566,1948,1395,0.135158,"Tpm4",18.257645,17.199094,15.860856,251,846,448,17.105865,0.06269559615075
"TPMT",5.417523,4.037963,4.999932,218,174,143,0,"Tpmt",14.607351,15.638615,17.489931,72,274,190,15.9119656666667,0.0591297321500002
"TPO",0.068674,0.272993,0.019844,4,4,1,0.0700113333333333,"Tpo",0.231921,0.181705,0.295843,4,6,10,0.236489666666667,0.865362131345484
"TPP1",10.165082,13.347206,10.164254,244,345,181,0.063002,"Tpp1",34.295852,42.114876,45.246174,393,1645,895,40.5523006666667,0.0255822657938347
"TPP2",28.692881,25.221932,36.024108,610,660,474,11.1503646666667,"Tpp2",14.702836,21.150398,19.779816,434,1619,920,18.54435,0.621681696585799
"TPPP",11.553892,14.062759,17.071206,922,1252,965,0,"Tppp",63.745786,73.987538,90.068644,1936,7553,4362,75.9339893333333,0.0129981560642499
"TPPP2",0,0,0,0,0,0,0,"Tppp2",0,0,0.171631,0,0,1,0.0572103333333333,0.945885571177732
"TPPP3",12.624192,22.223421,21.096584,142,274,171,0,"Tppp3",94.246873,94.803719,90.749683,435,1710,930,93.2667583333333,0.0106081933619053
"TPR",23.252673,30.235453,35.056451,1238,1136,948,0,"Tpr",215.096041,258.533788,297.312473,899,3351,2061,256.980767333333,0.00387625794874823
"TPRA1",8.954148,9.162721,10.750369,150,192,106,0.458562666666667,"Tpra1",106.296739,130.115857,89.039126,158,668,362,108.483907333333,0.0133221648933842
"TPRKB",21.689041,21.691379,28.256604,127,129,94,0,"Tprkb",115.177533,70.189325,85.951468,525,1616,1011,90.439442,0.0109361997200289
"TPRN",76.538284,113.79217,25.591502,121,180,112,0.0932313333333333,"Tprn",63.319152,63.570204,55.59395,288,1218,704,60.8277686666667,0.0176818823792153
"TPSB2",0.93298,0.777193,0.8011,12,11,7,0,"Tpsab1",0,0,0,0,0,0,0,1
"TPSG1",1.09385,0.768199,1.284675,8,7,10,0,"Tpsg1",0,0.057796,0,0,1,0,0.0192653333333333,0.981098804498403
"TPST1",108.7877,70.393109,115.984852,655,571,441,0,"Tpst1",17.198999,12.818347,14.005615,168,549,339,14.6743203333333,0.0637986195722553
"TPST2",3.144254,3.946874,2.55911,116,129,79,0,"Tpst2",16.659083,30.597055,21.85656,60,283,158,23.037566,0.0416015498407784
"TPT1",519.827813,509.561881,545.106226,4567,4879,3324,0,"Tpt1",494.13787,485.531805,503.249834,1454,5372,3207,494.306503,0.00201895188927087
"TPX2",1.009228,1.2934,2.894721,47,65,94,0,"Tpx2",0.5785,0.9957,0.679573,10,56,20,0.751257666666667,0.5710181996824
"TRA2A",53.494576,65.898634,76.013072,661,741,591,0,"Tra2a",23.102789,26.493795,24.089077,288,1325,686,24.561887,0.0391207425336009
"TRA2B",123.168198,145.753769,131.190196,1172,1279,1010,0,"Tra2b",35.111831,41.760057,39.6308,485,1915,1092,38.8342293333333,0.0251040378271659
"TRABD",5.582803,5.350667,6.898295,129,141,116,0,"Trabd",11.924184,11.148704,12.833732,124,565,316,11.9688733333333,0.0771077004376119
"TRABD2B",0.010169,0.036572,0.028885,1,4,2,0,"Trabd2b",1.651212,1.689352,2.277805,76,294,224,1.87278966666667,0.348093705433128
"TRADD",2.399833,2.072648,2.143007,14,26,15,0,"Tradd",6.936941,5.431374,4.947901,32,98,52,5.772072,0.147665293576323
