"Hs_symbol","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Hs_Avg_TPM","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","Mm_genes","Spinal_Cord-S2","Spinal_Cord-S14","Spinal_Cord-S8","Spinal_Cord-S2_read","Spinal_Cord-S14_read","Spinal_Cord-S8_read","Mm_Avg_TPM","FoldChange"
"ACOT1",2.580575,3.185492,1.979403,2.58182333333333,39,58,23,"Acot1",9.050274,14.271405,12.906082,118,280,48,12.0759203333333,0.273925141942208
"ACOT1",2.580575,3.185492,1.979403,2.58182333333333,39,58,23,"Acot5",0.45798,0.176757,0.788994,13,7,7,0.474577,2.42905140479835
"ACOT11",0.582734,0.576701,0.609753,0.589729333333333,40,51,26,"Acot11",31.291213,30.108627,23.60258,1932,2643,500,28.33414,0.0541938278515523
"ACOT12",0.331608,0.188218,0.467097,0.328974333333333,5,2,2,"Acot12",0.079966,0.252288,0,4,14,0,0.110751333333333,1.19646431514524
"ACOT13",4.473594,5.647834,5.032359,5.05126233333333,165,201,127,"Acot13",157.51678,116.485561,68.278891,489,681,163,114.093744,0.0525768136740198
"ACOT2",14.610747,12.124256,16.719956,14.4849863333333,110,123,100,"Acot1",9.050274,14.271405,12.906082,118,280,48,12.0759203333333,1.18423682146937
"ACOT2",14.610747,12.124256,16.719956,14.4849863333333,110,123,100,"Acot5",0.45798,0.176757,0.788994,13,7,7,0.474577,10.5013073805799
"ACOT2",14.610747,12.124256,16.719956,14.4849863333333,110,123,100,"Acot3",0.234426,0.160951,0.355095,14,12,8,0.250157333333333,12.3864300280071
"ACOT2",14.610747,12.124256,16.719956,14.4849863333333,110,123,100,"Acot2",1.850343,1.867143,1.207003,80,121,16,1.64149633333333,5.86220247135178
"ACOT4",0.210825,0.819407,0.499504,0.509912,6,26,10,"Acot4",3.018317,2.376966,0.237518,67,77,10,1.87760033333333,0.524712199435618
"ACOT6",0.113721,0.104565,0.160646,0.126310666666667,1,1,1,"Acot6",2.021448,1.857693,1.602341,145,199,36,1.82716066666667,0.398389338089735
"ACOT7",141.034258,158.621084,147.569266,149.074869333333,2164,2658,1722,"Acot7",204.185837,177.859959,182.811225,3634,5205,1369,188.285673666667,0.792848536427623
"ACOT8",15.109551,19.026084,18.961389,17.699008,206,295,187,"Acot8",6.812502,7.054797,4.571108,121,202,29,6.14613566666667,2.61666009046288
"ACOT9",19.733347,15.220957,15.831859,16.928721,376,398,279,"Acot9",10.646338,8.355602,7.608419,333,370,83,8.87011966666667,1.81646440017833
"ACOT9",19.733347,15.220957,15.831859,16.928721,376,398,279,"Acot10",0,0.02616,0,0,1,0,0.00872,17.7737340391784
"ACOX1",26.69153,36.454793,34.43575,32.5273576666667,665,715,462,"Acox1",38.281042,36.979115,36.155443,2815,4071,907,37.1385333333333,0.879094048364034
"ACOX2",0,0.720589,0,0.240196333333333,0,2,0,"Acox2",0.478907,0.537406,1.920292,7,13,7,0.978868333333333,0.626719985580984
"ACOX3",9.956542,12.099373,8.284384,10.113433,181,210,142,"Acox3",31.578703,26.301488,22.859586,995,1397,328,26.913259,0.398141721824743
"ACOXL",0.165362,0.317846,0.200234,0.227814,4,5,4,"Acoxl",0.032761,0.021899,0,2,2,0,0.01822,1.20584353086759
"ACP1",61.586263,66.10944,74.714785,67.4701626666667,798,920,684,"Acp1",43.469525,42.708891,37.818103,1062,1304,300,41.332173,1.61744975072899
"ACP2",115.861262,97.504509,108.715051,107.360274,595,540,395,"Acp2",14.948313,13.40809,13.834404,1522,1780,427,14.0636023333333,7.19351663713374
"ACP3",0.048184,0.022238,0,0.023474,2,1,0,"Acpp",0.253367,0.296814,0.535873,12,28,9,0.362018,0.751439408289758
"ACP4",0.140216,0.12039,0.201053,0.153886333333333,2,2,2,"Acp4",0.091482,0.039542,0,3,2,0,0.0436746666666667,1.10559963769042
"ACP5",0.900021,1.872376,0.519606,1.09733433333333,4,9,1,"Acp5",0.426923,0.534385,0.367158,5,8,3,0.442822,1.45363345813505
"ACP6",5.681603,4.537779,4.413437,4.87760633333333,128,125,95,"Acp6",12.775913,9.182779,11.204909,262,304,72,11.0545336666667,0.487584712595408
"ACR",0,0.561401,0,0.187133666666667,0,4,0,"Acr",0.454999,0.859649,0.600143,13,15,5,0.638263666666667,0.724629185656114
"ACRBP",0.871936,1.387368,0.356541,0.871948333333333,8,10,2,"Acrbp",5.73949,4.783652,6.789045,91,120,35,5.770729,0.276476629522956
"ACRV1",0.419432,0.594965,0.365907,0.460101333333333,5,9,3,"Acrv1",0.129637,0.107061,0.275087,9,11,6,0.170595,1.2473155389638
"ACSBG1",0.253329,0.789068,1.028992,0.690463,21,18,25,"Acsbg1",108.813398,94.405486,84.872829,4262,5796,1577,96.030571,0.0174219628162345
"ACSBG2",0.326791,0.354839,0.057953,0.246527666666667,2,2,1,"Acsbg2",0.019263,0,0,1,0,0,0.006421,1.23857477801702
"ACSF2",0.770281,0.767876,3.321446,1.61986766666667,2,5,7,"Acsf2",24.630047,17.495217,16.328537,485,643,130,19.4846003333333,0.127894497526687
"ACSF3",15.821189,18.561092,20.415246,18.2658423333333,217,288,178,"Acsf3",7.137229,5.689405,5.478674,331,399,80,6.10176933333333,2.71282287963169
"ACSL1",62.19037,73.44608,83.471369,73.0359396666667,894,1047,659,"Acsl1",23.107288,34.423455,39.671238,803,1349,245,32.4006603333333,2.21660107697871
"ACSL3",130.996535,121.985228,113.197501,122.059754666667,2784,3004,2053,"Acsl3",141.226341,139.771625,112.269409,4160,6087,1311,131.089125,0.931641834001601
"ACSL4",61.049607,65.37075,77.690858,68.0370716666667,3385,3357,2270,"Acsl4",21.479562,22.663303,21.725103,816,1113,182,21.9559893333333,3.0073664290487
"ACSL5",0.344508,0.341116,0.484939,0.390187666666667,7,4,5,"Acsl5",45.183423,27.652313,57.118124,754,770,207,43.3179533333333,0.0313684988160554
"ACSL6",16.646079,21.155853,18.209522,18.6704846666667,1030,1182,804,"Acsl6",131.3267,112.459272,98.930735,6556,8580,1883,114.238902333333,0.170693092943292
"ACSM1",0.124507,0.048926,0,0.057811,1,1,0,"Acsm1",0,0,0,0,0,0,0,1.057811
"ACSM2A",2.771496,1.037998,0.161293,1.32359566666667,12,12,4,"Acsm2",0.04072,0.018053,0.021651,6,4,1,0.026808,2.26293101209444
"ACSM2B",0.143928,1.678159,1.180417,1.00083466666667,5,15,6,"Acsm2",0.04072,0.018053,0.021651,6,4,1,0.026808,1.94859668668988
"ACSM3",3.546028,4.370048,3.432423,3.782833,37,79,10,"Acsm3",3.148108,2.227132,1.721317,12,17,3,2.365519,1.42112791518931
"ACSM4",0.149807,0.241539,0.10526,0.165535333333333,4,7,2,"Acsm4",0,0.044942,0,0,3,0,0.0149806666666667,1.14833254623569
"ACSM5",0,0.179494,0,0.0598313333333333,0,2,0,"Acsm5",1.284788,0.826242,0.714794,53,61,13,0.941941333333333,0.545758677227462
"ACSS1",0.066638,0.220548,0.348834,0.212006666666667,3,9,8,"Acss1",9.81163,7.128186,8.411244,436,528,120,8.45035333333333,0.128249878487788
"ACSS2",148.399461,146.694353,101.822483,132.305432333333,739,725,433,"Acss2",41.583731,44.676566,29.155586,1610,2683,462,38.471961,3.37721838378725
"ACSS3",0.627096,0.612727,1.358752,0.866191666666667,13,15,29,"Acss3",2.178701,1.623659,1.218299,157,191,32,1.673553,0.698019327339562
"ACTA1",0.242012,0.585729,0.672663,0.500134666666667,3,10,8,"Acta1",6.487384,4.455121,0.373325,181,188,1,3.77194333333333,0.31436556595042
"ACTA2",2.655925,3.057572,5.813821,3.84243933333333,28,47,56,"Acta2",15.069679,2.496488,19.462987,408,100,178,12.3430513333333,0.362918436897267
"ACTB",2178.850167,2041.670166,2557.016143,2259.17882533333,20799,21935,16943,"Actb",907.491548,1110.026367,1271.568006,8257,14043,3318,1096.36197366667,2.05964748147896
"ACTBL2",0.259337,0.108094,0,0.122477,9,4,0,"Actbl2",0.053245,0.023264,0,3,2,0,0.025503,1.09456237573171
"ACTC1",0.551692,0.56988,1.037101,0.719557666666667,8,10,7,"Actc1",0.988564,0.518019,0,7,6,0,0.502194333333333,1.14469721294382
"ACTG1",1435.350734,1536.991071,1807.979395,1593.4404,23732,27012,21393,"Actg1",576.738602,537.265372,794.751001,13658,19486,5374,636.251658333333,2.50205767085816
"ACTG2",0.239946,0.184371,2.284464,0.902927,2,2,27,"Actg2",0.289823,0.066606,0,7,2,0,0.118809666666667,1.70084962321563
"ACTL10",0.141201,0.158296,0.137933,0.14581,3,4,2,"Actl10",1.004756,0.51982,0.429127,30,24,4,0.651234333333333,0.69391120137804
"ACTL6A",67.288182,35.925033,85.845286,63.0195003333333,123,104,102,"Actl6a",9.661133,9.129784,11.273125,195,233,70,10.0213473333333,5.80868186049364
"ACTL6B",154.861852,109.866441,166.128293,143.618862,576,645,448,"Actl6b",20.704586,15.42755,22.289875,464,520,151,19.4740036666667,7.0635360017763
"ACTL7A",0,0,0.078863,0.0262876666666667,0,0,1,"Actl7a",0,0,0,0,0,0,0,1.02628766666667
"ACTL7B",0,0,0.088939,0.0296463333333333,0,0,1,"Actl7b",0,0,0,0,0,0,0,1.02964633333333
"ACTL9",0,0,0,0,0,0,0,"Actl9",0.11365,0.15072,0.357541,3,6,3,0.207303666666667,0.828292025949837
"ACTN1",42.915893,53.04208,30.351943,42.1033053333333,709,901,468,"Actn1",12.095666,7.159796,10.301106,549,556,136,9.85218933333333,3.97185342140486
"ACTN2",10.431195,12.550374,2.658834,8.546801,163,226,63,"Actn2",3.391132,1.608143,1.393511,64,65,10,2.13092866666667,3.04919147524494
"ACTN3",0.026669,0.072504,0,0.0330576666666667,1,3,0,"Actn3",2.054218,1.238977,0.7386,99,64,8,1.34393166666667,0.440737109088078
"ACTR10",175.090819,207.781083,223.094765,201.988889,1347,1561,1119,"Actr10",125.586157,102.534199,134.49901,2166,2556,634,120.873122,1.66557552369915
"ACTR1A",135.467299,131.59114,164.703958,143.920799,3143,3440,2547,"Actr1a",62.352935,67.448044,69.459203,3183,4813,1166,66.4200606666667,2.1495204478754
"ACTR1B",28.348357,31.987461,34.845941,31.727253,679,815,581,"Actr1b",123.178924,130.20487,102.624512,3860,4762,1235,118.669435333333,0.27348046649372
"ACTR2",90.130579,85.113097,98.337326,91.1936673333333,4098,3983,3193,"Actr2",48.256756,42.50762,43.211249,3472,4667,970,44.6585416666667,2.01919868589758
"ACTR3",83.778842,80.647357,87.559013,83.9950706666667,1903,1958,1481,"Actr3",86.343814,65.597556,71.256507,2301,3077,725,74.3992923333333,1.12726615908955
"ACTR3B",23.73554,20.329805,21.54651,21.8706183333333,309,312,235,"Actr3b",18.979007,15.299471,19.530796,733,908,245,17.9364246666667,1.20775799740021
"ACTR3C",0.030079,0.14202,0.021249,0.0644493333333333,2,4,1,"Actr3b",18.979007,15.299471,19.530796,733,908,245,17.9364246666667,0.0562117375413036
"ACTR5",2.282428,2.070326,3.460384,2.60437933333333,72,72,77,"Actr5",2.728636,2.676546,6.582844,119,122,40,3.99600866666667,0.72145177757231
"ACTR8",23.771453,22.759294,31.53109,26.0206123333333,450,503,352,"Actr8",31.072604,22.185834,25.666657,807,980,234,26.308365,0.989462837974127
"ACTRT1",0,0,0.167548,0.0558493333333333,0,0,2,"Actrt1",0,0,0,0,0,0,0,1.05584933333333
"ACTRT2",0,0,0,0,0,0,0,"Actrt2",0,0,0,0,0,0,0,1
"ACTRT3",1.443018,1.511988,0.769716,1.241574,29,33,11,"Actrt3",0.623369,0.419144,0.94944,25,25,12,0.663984333333333,1.34711244276539
"ACVR1",6.034686,8.207685,6.259893,6.834088,217,313,134,"Acvr1",6.144111,5.309225,6.386865,369,461,119,5.94673366666667,1.12773691578119
"ACVR1B",55.209179,56.089019,59.415097,56.9044316666667,1548,1896,1377,"Acvr1b",13.4585,8.663865,10.887607,1310,1277,335,11.003324,4.82403304840115
"ACVR1C",0.137088,0.073565,0.237864,0.149505666666667,13,9,9,"Acvr1c",1.201653,0.810025,0.726638,142,214,43,0.912772,0.600963244268876
"ACVR2A",25.003915,23.782342,23.796881,24.1943793333333,1564,1417,966,"Acvr2a",4.606203,3.970851,3.565358,391,502,88,4.04747066666667,4.99148603274036
"ACVR2B",6.214092,4.560656,8.131002,6.30191666666667,990,790,922,"Acvr2b",3.789204,2.330717,0.9235,109,127,16,2.347807,2.18110442646983
"ACVRL1",2.000151,0.803904,0.719904,1.174653,17,40,28,"Acvrl1",17.458956,13.633657,17.679918,292,340,108,16.2575103333333,0.126011977278067
"ACY1",10.842162,5.437314,8.266339,8.18193833333333,50,52,41,"Acy1",12.779082,21.125795,22.631306,211,432,94,18.8453943333333,0.462673514020877
"ACY3",0,0,0,0,0,0,0,"Acy3",6.158622,10.285627,9.358693,103,275,46,8.60098066666667,0.104156026839203
"ACYP2",20.955971,15.854271,16.292319,17.7008536666667,172,145,100,"Acyp2",29.073172,29.490531,33.99376,341,557,125,30.8524876666667,0.587108104785076
"ADA",0.922875,1.829261,0.70398,1.15203866666667,13,16,8,"Ada",1.274145,1.440488,1.214389,43,65,13,1.309674,0.931749964136353
"ADAD1",0,0,0,0,0,0,0,"Adad1",0,0,0,0,0,0,0,1
"ADAD2",0,0.258936,0.627989,0.295641666666667,0,1,3,"Adad2",0,0,0,0,0,0,0,1.29564166666667
"ADAL",9.378484,7.193559,10.742324,9.104789,227,237,166,"Adal",9.517798,7.488731,9.410691,396,421,98,8.80574,1.03049734135313
"ADAM10",34.061006,24.686719,34.283331,31.010352,691,616,515,"Adam10",17.942483,15.258774,16.195392,1596,2130,457,16.4655496666667,1.8327709468596
"ADAM11",23.644833,33.066844,44.802479,33.838052,1084,1499,1443,"Adam11",39.428928,35.361299,38.397555,1761,2537,569,37.7292606666667,0.899527938316268
"ADAM12",8.973317,5.716452,10.949544,8.54643766666667,581,454,513,"Adam12",0.713418,0.778313,0.354136,68,135,17,0.615289,5.91004932657046
"ADAM15",18.903104,21.508581,19.628954,20.0135463333333,201,239,154,"Adam15",80.742162,70.489617,80.004418,1840,2395,628,77.0787323333333,0.269132780532635
"ADAM17",9.86407,13.149275,14.571838,12.5283943333333,391,394,303,"Adam17",12.670071,11.518596,14.986136,520,720,171,13.0582676666667,0.96230877474401
"ADAM2",0,0,0,0,0,0,0,"Adam2",0.054981,0.025221,0.229336,2,2,2,0.103179333333333,0.906470933405206
"ADAM20",0.055566,0.051316,0.039092,0.048658,2,2,1,"Adam20",0,0,0,0,0,0,0,1.048658
"ADAM20",0.055566,0.051316,0.039092,0.048658,2,2,1,"Adam39",0.027179,0,0,1,0,0,0.00905966666666667,1.03924280658659
"ADAM20",0.055566,0.051316,0.039092,0.048658,2,2,1,"Adam25",0.081831,0.048812,0,5,4,0,0.0435476666666667,1.00489707705414
"ADAM21",0.175871,0.28972,0.247976,0.237855666666667,6,11,6,"Adam21",0.370266,0.359962,0.307278,23,33,6,0.345835333333333,0.919767549571443
"ADAM22",14.849654,14.25824,14.463086,14.52366,1382,1676,1175,"Adam22",41.63082,37.523169,26.093372,4496,5385,1022,35.0824536666667,0.430227393719095
"ADAM23",30.45531,32.68447,48.390528,37.1767693333333,1224,1432,1029,"Adam23",91.311682,74.987058,56.776911,6057,8635,1731,74.3585503333333,0.506601695022875
"ADAM28",0.264589,0.406801,0.059004,0.243464666666667,8,6,4,"Adam28",0.07544,0.143584,0,4,14,0,0.073008,1.15885870996923
"ADAM29",0.651684,0.674166,0.788744,0.704864666666667,24,20,14,"Adam29",0,0,0,0,0,0,0,1.70486466666667
"ADAM30",0,0,0,0,0,0,0,"Adam30",0,0,0,0,0,0,0,1
"ADAM33",0.541507,0.630154,0.831368,0.667676333333333,18,23,18,"Adam33",2.53041,1.930884,2.055027,76,79,13,2.172107,0.525731424990813
"ADAM7",0.067906,0.02098,0.122618,0.0705013333333333,3,1,3,"Adam7",0.040358,0.097821,0,3,5,0,0.0460596666666667,1.02336546130734
"ADAM8",2.265081,4.232185,7.470717,4.65599433333333,41,65,39,"Adam8",2.478647,2.541947,0.991776,78,76,21,2.00412333333333,1.8827437178012
"ADAMDEC1",0,0,0.059317,0.0197723333333333,0,0,1,"Adamdec1",0,0,0,0,0,0,0,1.01977233333333
"ADAMTS1",14.234685,4.588657,3.552739,7.45869366666667,508,136,33,"Adamts1",2.691414,2.970973,2.561618,264,405,76,2.741335,2.2608757747346
"ADAMTS10",40.162073,43.284464,61.364231,48.270256,489,643,476,"Adamts10",11.833806,11.353123,11.734057,533,786,166,11.6403286666667,3.8978619385055
"ADAMTS12",0.710176,1.783791,0.892537,1.12883466666667,84,197,58,"Adamts12",0.164584,0.08406,0.049046,32,17,3,0.09923,1.93665990435729
"ADAMTS13",7.587088,8.243445,8.27368,8.03473766666667,214,262,204,"Adamts13",0,0,0.043853,0,0,1,0.0146176666666667,8.90457357829041
"ADAMTS14",0.211393,0.27945,0.297526,0.262789666666667,15,22,15,"Adamts14",0.087685,0.079658,0.199128,9,14,5,0.122157,1.12532352127792
"ADAMTS15",0.56087,0.968467,0.586154,0.705163666666667,42,81,31,"Adamts15",0.823185,0.830961,0.413378,55,46,17,0.689174666666667,1.00946556937865
"ADAMTS16",0.24045,0.264744,0.214627,0.239940333333333,12,15,10,"Adamts16",1.494489,1.109385,1.393768,167,183,50,1.33254733333333,0.531582067216357
"ADAMTS17",3.07163,1.239608,0.531282,1.61417333333333,149,45,17,"Adamts17",11.890968,8.694539,11.826279,103,97,16,10.8039286666667,0.221466378453772
"ADAMTS18",1.411995,0.853451,1.538275,1.267907,55,54,37,"Adamts18",0.38014,0.26705,0.35413,38,41,11,0.333773333333333,1.7003691281877
"ADAMTS19",0.147189,0.945675,0.829666,0.640843333333333,9,26,8,"Adamts19",0.465309,0.216647,0.145104,47,33,4,0.275686666666667,1.28624322587051
"ADAMTS2",0.175824,2.047144,0.477721,0.900229666666667,11,49,15,"Adamts2",19.526873,5.180184,24.828687,310,530,142,16.5119146666667,0.108510674180231
"ADAMTS20",0.016112,0.074527,0.040071,0.04357,1,4,1,"Adamts20",3.751597,3.935783,2.995836,472,662,131,3.561072,0.228799282273992
"ADAMTS3",3.556929,2.233924,2.107003,2.63261866666667,298,186,99,"Adamts3",3.27191,2.048252,1.528996,215,254,42,2.28305266666667,1.10647590382853
"ADAMTS4",0.176331,0.196548,0.19162,0.188166333333333,24,29,18,"Adamts4",12.562325,15.864071,11.656136,1218,2333,357,13.360844,0.0827365253277129
"ADAMTS5",0.116874,0.274268,0.109096,0.166746,15,38,10,"Adamts5",1.54468,0.888462,1.126345,358,320,81,1.18649566666667,0.53361459516575
"ADAMTS6",0.860627,0.362985,0.694859,0.639490333333333,13,27,21,"Adamts6",2.731915,1.989051,1.395974,280,344,65,2.03898,0.539487042801642
"ADAMTS7",2.369279,2.937719,5.177745,3.49491433333333,151,167,164,"Adamts7",0.259872,0.04394,0.234565,19,8,3,0.179459,3.81099668011634
"ADAMTS8",0.211062,0.449382,0.148566,0.26967,8,16,4,"Adamts8",0.210193,0.147677,0.166907,16,17,4,0.174925666666667,1.08063857656811
"ADAMTS9",2.512999,1.057654,1.747753,1.772802,43,41,29,"Adamts9",1.108764,0.923247,0.808643,154,211,37,0.946884666666667,1.42422509534035
"ADAMTSL1",1.119975,1.214395,1.457011,1.26379366666667,21,44,54,"Adamtsl1",3.983811,4.023896,3.886144,398,509,115,3.964617,0.455985560752555
"ADAMTSL2",1.004098,1.776381,1.365861,1.38211333333333,47,95,46,"Adamtsl2",4.492102,2.482548,1.742764,104,129,22,2.90580466666667,0.609890544108111
"ADAMTSL3",1.089258,0.855606,0.779536,0.908133333333333,33,31,23,"Adamtsl3",0.345573,0.945448,1.177327,48,86,11,0.822782666666667,1.04682437913608
"ADAMTSL4",0.631448,0.521852,1.128889,0.760729666666667,18,20,28,"Adamtsl4",28.740798,35.343392,64.904649,482,1037,223,42.9962796666667,0.0400199671428279
"ADAMTSL5",5.476837,2.295622,2.572993,3.448484,10,10,3,"Adamtsl5",12.650608,11.702998,18.941497,236,330,82,14.431701,0.288269193396114
"ADAP1",57.062331,75.582106,67.987821,66.8774193333333,602,900,577,"Adap1",70.470204,69.328768,75.463931,2071,3131,744,71.754301,0.932967788850495
"ADAP2",1.320459,15.044578,8.125916,8.163651,24,52,21,"Adap2",2.403007,2.067224,2.61865,87,107,30,2.36296033333333,2.72487632672048
"ADAR",90.499122,99.654405,78.045495,89.399674,3324,3711,2823,"Adar",42.668898,30.364477,26.828258,3666,3746,931,33.287211,2.63654206228672
"ADARB1",54.505339,78.157127,58.321949,63.6614716666667,1010,1399,747,"Adarb1",34.026466,26.605388,24.148864,4587,5496,1114,28.2602393333333,2.20987500922469
"ADARB2",2.242743,3.617584,1.425322,2.42854966666667,203,287,100,"Adarb2",3.217335,2.698417,2.160366,274,306,57,2.69203933333333,0.928633028286625
"ADAT1",50.081633,51.644642,49.027029,50.2511013333333,391,471,308,"Adat1",3.161886,2.74144,2.095939,184,262,42,2.66642166666667,13.9785071093387
"ADAT2",0.865768,0.88184,1.068114,0.938574,56,60,47,"Adat2",1.483582,1.122702,1.429127,43,49,13,1.345137,0.826635714672533
"ADAT3",0.355735,0.817905,0.128549,0.434063,4,9,1,"Adat3",0,0.640152,0.511518,0,10,4,0.38389,1.03625504917298
"ADCK1",7.036778,5.592912,6.381342,6.33701066666667,107,113,70,"Adck1",10.552687,8.674524,12.176935,500,618,183,10.4680486666667,0.639778473210758
"ADCK2",17.806512,18.725946,17.522527,18.0183283333333,309,351,205,"Adck2",19.735068,24.422564,27.675282,305,394,93,23.9443046666667,0.762431688815432
"ADCK5",4.463708,3.922499,4.011845,4.132684,77,71,39,"Adck5",31.059228,25.546675,56.751462,153,185,53,37.7857883333333,0.132334141461522
"ADCY1",8.26322,11.820007,12.255044,10.7794236666667,1388,2194,1476,"Adcy1",16.995395,10.63233,10.19433,4717,4429,896,12.6073516666667,0.865666145420656
"ADCY10",0.159158,0.437994,0.487023,0.361391666666667,5,4,3,"Adcy10",0.080569,0.116522,0.546232,7,14,1,0.247774333333333,1.09105599490079
"ADCY2",52.673477,62.126591,38.152904,50.984324,1084,1239,619,"Adcy2",13.742687,8.42419,10.964142,1239,1130,311,11.043673,4.31631811989582
"ADCY3",37.93581,32.768872,39.729462,36.8113813333333,493,498,442,"Adcy3",16.57317,12.456654,16.371479,1048,1203,305,15.1337676666667,2.34361756748573
"ADCY4",0.052475,0.211763,0.531398,0.265212,2,6,5,"Adcy4",4.072117,2.441705,1.222792,80,94,29,2.57887133333333,0.353522628269955
"ADCY5",24.033085,26.112757,35.668678,28.60484,943,1141,775,"Adcy5",14.777938,12.211885,13.319998,2075,2522,626,13.436607,2.05067852854899
"ADCY6",37.722233,35.042786,42.586132,38.4503836666667,1164,1229,962,"Adcy6",23.241138,16.784186,17.440666,821,919,218,19.15533,1.95731767560574
"ADCY7",19.699693,9.98426,9.347798,13.0105836666667,679,770,513,"Adcy7",3.667151,2.378889,2.990257,459,455,113,3.012099,3.49208323789285
"ADCY8",16.629796,19.169303,14.310797,16.7032986666667,834,858,493,"Adcy8",4.494218,3.145276,4.065942,703,739,201,3.901812,3.61158254675346
"ADCY9",9.559925,7.271277,10.831919,9.22104033333333,523,645,494,"Adcy9",9.383589,6.462267,6.120041,945,972,195,7.32196566666667,1.22820025252848
"ADCYAP1",30.770944,19.176885,8.504428,19.4840856666667,1000,630,186,"Adcyap1",17.571041,15.520861,10.100627,356,366,47,14.3975096666667,1.33035056383252
"ADCYAP1R1",12.345314,17.278545,14.464588,14.696149,948,1221,693,"Adcyap1r1",39.657234,33.480739,33.710633,4466,5961,1275,35.616202,0.428666768880071
"ADD1",178.214398,172.875606,239.707079,196.932361,3409,3808,2935,"Add1",181.965239,163.456613,188.332016,5120,6844,1662,177.917956,1.10627443675916
"ADD2",58.077895,48.929165,56.121603,54.376221,5598,5463,4263,"Add2",25.109926,18.58543,14.971324,4110,4579,831,19.55556,2.69397773643725
"ADD3",209.81734,182.717742,285.808152,226.114411333333,1125,1260,1432,"Add3",29.011276,22.689915,20.861397,1989,2758,529,24.1875293333333,9.01693883221681
"ADGB",0.079156,0.085007,0.096214,0.0867923333333333,7,8,6,"Adgb",0.623115,0.399612,0.865953,60,59,20,0.62956,0.666923791289264
"ADGRA1",1.652268,2.280675,1.787079,1.906674,77,123,63,"Adgra1",15.000617,12.540341,9.054832,826,1147,294,12.1985966666667,0.220225988672028
"ADGRA2",0.432798,2.175161,1.219293,1.27575066666667,19,94,41,"Adgra2",3.375309,2.059197,3.167765,313,325,85,2.86742366666667,0.588441004351648
"ADGRA3",44.940705,26.692998,48.172702,39.9354683333333,427,350,324,"Adgra3",63.538993,29.740809,39.953645,413,546,129,44.411149,0.901440928819778
"ADGRB1",13.615388,23.878413,22.757814,20.0838716666667,467,780,495,"Adgrb1",59.583806,47.396928,61.191701,2872,3315,809,56.0574783333333,0.369519864573989
"ADGRB2",21.653954,24.004818,27.136658,24.2651433333333,1013,1310,846,"Adgrb2",105.614388,74.995487,72.969318,2238,2616,612,84.5263976666667,0.295407546940098
"ADGRB3",16.821213,17.98073,16.318507,17.04015,516,623,413,"Adgrb3",12.375486,9.569781,10.260891,1137,1367,256,10.735386,1.5372438537599
"ADGRD1",2.313068,1.045361,1.304333,1.554254,30,37,19,"Adgrd1",0.181547,0.109334,0.108892,21,19,4,0.133257666666667,2.25390401065012
"ADGRE1",0,0,0,0,0,0,0,"Adgre1",2.681844,3.746421,1.769603,95,105,25,2.73262266666667,0.267908141085428
"ADGRE5",1.364574,1.447979,0.686546,1.16636633333333,8,21,9,"Adgre5",9.962192,7.674636,11.02439,308,349,122,9.55373933333333,0.205270024671824
