"Hs_symbol","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Hs_Avg_TPM","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","Mm_genes","Brain_2_MB-S5","Brain_2_MB-S11","Brain_2_MB-S17","Brain_2_MB-S5_read","Brain_2_MB-S11_read","Brain_2_MB-S17_read","Mm_Avg_TPM","FoldChange"
"SEMA3D",1.293563,1.905681,2.929234,2.042826,98,140,157,"Sema3d",1.608445,0.929468,0.724581,151,149,110,1.087498,1.45764259414859
"SEMA3E",6.723786,8.472457,6.772495,7.32291266666667,396,612,333,"Sema3e",6.530417,2.651772,2.307725,679,476,394,3.82997133333333,1.72318055165821
"SEMA3F",20.608835,13.574759,18.976609,17.7200676666667,374,334,344,"Sema3f",6.998009,2.464296,7.624938,121,174,214,5.69574766666667,2.79581438826622
"SEMA3G",0.015011,0,0,0.00500366666666667,1,0,0,"Sema3g",1.690313,0.991129,0.812527,116,125,104,1.16465633333333,0.464278625290635
"SEMA4A",9.916082,8.822869,8.780508,9.173153,232,221,133,"Sema4a",18.060864,7.368572,8.256551,420,486,513,11.2286623333333,0.831910533032681
"SEMA4B",19.025832,14.455759,17.492521,16.9913706666667,355,301,256,"Sema4b",3.36441,2.269777,2.102925,189,232,218,2.57903733333333,5.02687426563121
"SEMA4C",24.063248,20.665073,25.02807,23.2521303333333,891,854,685,"Sema4c",3.762651,1.592998,1.972576,180,121,149,2.44274166666667,7.0444235093639
"SEMA4D",30.08356,34.25794,46.166555,36.8360183333333,893,1012,925,"Sema4d",31.477158,27.823698,29.04971,884,1198,1252,29.4501886666667,1.24255447962961
"SEMA4F",41.234897,49.300939,47.001567,45.845801,1704,2139,1413,"Sema4f",10.287074,6.831094,7.915708,531,523,508,8.34462533333333,5.01312779581389
"SEMA4G",38.318065,46.086856,36.884843,40.4299213333333,702,794,558,"Sema4g",6.430166,2.740685,3.513892,367,328,353,4.22824766666667,7.92424612886548
"SEMA5A",2.373017,1.033919,1.11285,1.50659533333333,387,183,129,"Sema5a",7.85365,1.69146,2.114521,1303,509,638,3.88654366666667,0.512958750462409
"SEMA5B",3.07698,5.159697,10.924704,6.387127,107,170,218,"Sema5b",10.89673,4.349597,3.533396,147,109,126,6.25990766666667,1.01752354701664
"SEMA6A",22.492912,19.574092,14.717233,18.928079,483,647,289,"Sema6a",6.605873,2.621676,2.800959,491,252,353,4.00950266666667,3.97805537316146
"SEMA6B",14.524365,13.84782,13.428889,13.9336913333333,408,490,276,"Sema6b",23.375755,18.820247,18.522778,1069,1730,1757,20.2395933333333,0.703106274162814
"SEMA6C",52.753107,47.310241,83.204764,61.0893706666667,646,793,669,"Sema6c",11.338422,4.315975,5.537006,159,178,186,7.063801,7.69976474700537
"SEMA6D",28.256804,25.671643,29.683529,27.8706586666667,1746,1782,1331,"Sema6d",13.397737,4.349591,5.161467,1199,722,870,7.636265,3.34295655201255
"SEMA7A",11.698182,10.968947,17.024485,13.230538,381,469,390,"Sema7a",44.819478,34.084267,31.463043,2090,2939,2864,36.7889293333333,0.376579549911919
"SEMG1",0,0,0,0,0,0,0,"Svs3b",0,0,0,0,0,0,0,1
"SEMG1",0,0,0,0,0,0,0,"Svs2",0,0,0,0,0,0,0,1
"SEMG1",0,0,0,0,0,0,0,"Svs3a",0,0,0,0,0,0,0,1
"SEMG2",0.040131,0.037213,0.056622,0.0446553333333333,1,1,1,"Svs2",0,0,0,0,0,0,0,1.04465533333333
"SEMG2",0.040131,0.037213,0.056622,0.0446553333333333,1,1,1,"Svs3b",0,0,0,0,0,0,0,1.04465533333333
"SEMG2",0.040131,0.037213,0.056622,0.0446553333333333,1,1,1,"Svs3a",0,0,0,0,0,0,0,1.04465533333333
"SENP1",7.882583,6.27539,7.277284,7.14508566666667,197,159,156,"Senp1",7.06194,1.879207,3.707894,207,181,184,4.216347,1.56145395746615
"SENP2",46.707072,49.590104,48.810393,48.3691896666667,851,965,622,"Senp2",27.69726,19.941745,18.116098,1414,1823,1643,21.9183676666667,2.15413202129884
"SENP2",46.707072,49.590104,48.810393,48.3691896666667,851,965,622,"Gm5415",0.039124,0.011536,0.036019,2,1,3,0.028893,47.982821990884
"SENP2",46.707072,49.590104,48.810393,48.3691896666667,851,965,622,"AF366264",0.044001,0,0,2,0,0,0.014667,48.6555585888441
"SENP3",41.915376,45.611842,55.002366,47.5098613333333,425,514,392,"Senp3",204.217437,306.242129,360.297001,719,1285,1310,290.252189,0.166556211988962
"SENP5",26.721224,27.736501,26.647768,27.0351643333333,937,1035,710,"Senp5",10.013129,7.711282,7.562693,975,1264,1247,8.42903466666667,2.97328043902974
"SENP6",31.648586,32.191217,33.904707,32.5815033333333,1025,1124,884,"Senp6",66.847324,29.674731,25.758855,1123,909,840,40.7603033333333,0.804148932187673
"SENP7",13.695337,11.399342,16.693085,13.9292546666667,430,409,411,"Senp7",19.223648,14.827044,16.26035,555,579,551,16.7703473333333,0.840121714372043
"SENP8",2.129016,2.673672,3.667572,2.82342,63,85,56,"Senp8",2.863708,3.163925,2.542656,118,185,139,2.856763,0.991354667113328
"SEPHS1",40.897398,32.274338,55.924427,43.0320543333333,517,521,469,"Sephs1",7.408013,5.066216,7.190075,300,458,469,6.554768,5.82837941990189
"SEPHS2",24.458905,19.886301,23.97159,22.7722653333333,660,596,455,"Sephs2",12.028092,14.294838,14.146511,352,772,774,13.4898136666667,1.64061911907264
"SEPSECS",2.706496,2.077773,3.791229,2.85849933333333,89,131,87,"Sepsecs",2.74799,2.481408,2.174533,193,297,271,2.467977,1.11260810937712
"SEPTIN1",1.042813,2.017546,1.375018,1.478459,12,26,10,"Septin1",1.845437,4.724147,7.06254,13,36,38,4.54404133333333,0.447049156199172
"SEPTIN10",9.287554,4.37325,6.043101,6.56796833333333,95,93,76,"Septin10",2.268873,2.761033,2.658348,72,133,133,2.56275133333333,2.12419212717063
"SEPTIN11",224.028262,185.3389,189.016324,199.461162,1797,1757,1357,"Septin11",33.154175,20.893551,19.425481,1343,1374,1173,24.491069,7.86397628126149
"SEPTIN12",3.243959,0.619424,0.552744,1.47204233333333,20,4,5,"Septin12",0,0,0,0,0,0,0,2.47204233333333
"SEPTIN14",1.381701,1.829417,2.183399,1.79817233333333,67,94,75,"Septin14",0,0,0,0,0,0,0,2.79817233333333
"SEPTIN2",118.304609,132.156049,201.788245,150.749634333333,1439,1542,1339,"Septin2",16.309672,15.859973,14.494731,124,179,185,15.554792,9.16650806203626
"SEPTIN2",118.304609,132.156049,201.788245,150.749634333333,1439,1542,1339,"Septin2",16.309672,15.859973,14.494731,124,179,185,15.554792,9.16650806203626
"SEPTIN3",168.854728,172.723365,195.466136,179.014743,8990,10265,7695,"Septin3",230.411,179.584101,169.197447,6026,7010,6783,193.064182666667,0.927604159234275
"SEPTIN5",344.250666,339.096627,351.259733,344.869008666667,1970,2193,1591,"Septin5",308.237276,362.818125,310.561899,5934,12531,10730,327.205766666667,1.05381758577673
"SEPTIN6",52.302281,54.71988,67.038749,58.0203033333333,1705,1973,1548,"Septin6",22.500163,25.243193,25.016033,1075,1878,1853,24.2531296666667,2.33714807282831
"SEPTIN7",266.486964,271.592413,321.804125,286.627834,2664,2982,2149,"Septin7",163.319441,156.007142,147.858111,5700,9146,8118,155.728231333333,1.83520117309476
"SEPTIN8",18.23032,21.752518,17.681844,19.2215606666667,603,642,450,"Septin8",113.945603,90.834854,87.808966,4078,5521,4992,97.5298076666667,0.205232925401394
"SEPTIN9",59.947111,67.331411,63.332479,63.5370003333333,1378,1575,1126,"Septin9",31.95402,24.491512,18.435564,851,1052,958,24.9603653333333,2.48598197693571
"SERAC1",10.22962,15.336662,14.143759,13.2366803333333,492,531,434,"Serac1",5.488374,2.259115,2.056221,194,150,125,3.26790333333333,3.33575510535618
"SERBP1",100.062119,77.536494,95.691007,91.09654,1984,1981,1596,"Serbp1",150.110887,134.652925,134.530718,3018,3252,2826,139.764843333333,0.654258107487208
"SERF1A",1.241728,1.244272,1.69316,1.39305333333333,12,13,12,"Serf1",13.674521,13.383938,15.927386,56,100,123,14.328615,0.156116735486757
"SERGEF",65.483729,57.008018,67.2208,63.2375156666667,331,362,250,"Sergef",8.506385,10.027339,10.134902,155,314,339,9.55620866666667,6.08528286007735
"SERHL2",2.53597,2.430877,3.183835,2.716894,35,34,28,"Serhl",20.378128,33.499378,28.041457,45,90,100,27.306321,0.13130968167852
"SERINC1",303.237717,310.159899,337.083952,316.827189333333,12342,13533,9790,"Serinc1",336.167009,286.751706,261.740874,13941,20393,16064,294.886529666667,1.07415227618298
"SERINC2",4.185126,3.80967,4.276388,4.09039466666667,101,106,82,"Serinc2",2.642111,1.337572,1.423989,69,64,68,1.801224,1.81720371761297
"SERINC3",54.299831,69.401673,77.997969,67.2331576666667,2432,3177,2101,"Serinc3",84.90285,68.590813,60.597002,3982,5686,4908,71.363555,0.942921580713754
"SERINC4",0,0,0,0,0,0,0,"Serinc4",0,0.07897,0.017241,0,3,1,0.0320703333333333,0.968926213362074
"SERINC5",5.294125,4.744013,4.68657,4.908236,424,364,276,"Serinc5",14.98756,9.332798,9.298508,1189,1329,1327,11.2062886666667,0.484032137969537
"SERP1",12.790881,15.466381,16.35671,14.871324,364,449,344,"Serp1",8.763758,8.340076,8.448401,597,991,983,8.51741166666667,1.66760927822288
"SERP2",18.006427,19.395394,22.072681,19.824834,140,167,122,"Serp2",51.135005,69.669464,69.996026,399,980,971,63.600165,0.322365028015021
"SERPINA1",2.595242,1.617307,0,1.404183,25,22,0,"Serpina1a",0,0,0,0,0,0,0,2.404183
"SERPINA1",2.595242,1.617307,0,1.404183,25,22,0,"Serpina1e",0,0,0,0,0,0,0,2.404183
"SERPINA1",2.595242,1.617307,0,1.404183,25,22,0,"Serpina1c",0,0.047067,0,0,2,0,0.015689,2.36704640889091
"SERPINA1",2.595242,1.617307,0,1.404183,25,22,0,"Serpina1d",0,0,0,0,0,0,0,2.404183
"SERPINA1",2.595242,1.617307,0,1.404183,25,22,0,"Serpina1b",0,0.045244,0.08968,0,1,3,0.0449746666666667,2.30070936328919
"SERPINA10",0.080689,0.185572,0.340813,0.202358,5,8,11,"Serpina10",0.038324,0.043591,0.146659,2,4,7,0.0761913333333333,1.11723441990179
"SERPINA11",0,0,0,0,0,0,0,"Serpina11",0,0,0,0,0,0,0,1
"SERPINA12",0,0,0,0,0,0,0,"Serpina12",0,0.04021,0.039714,0,4,4,0.0266413333333333,0.974050009026197
"SERPINA2",0,0,0,0,0,0,0,"Serpina1f",0.024024,0,0,1,0,0,0.008008,0.992055618606202
"SERPINA3",0.787421,0.460752,0,0.416057666666667,6,6,0,"Serpina3n",8.395933,7.443658,7.630507,247,390,406,7.823366,0.16048950782124
"SERPINA3",0.787421,0.460752,0,0.416057666666667,6,6,0,"Serpina3c",0.095586,0,0,3,0,0,0.031862,1.37233241137542
"SERPINA3",0.787421,0.460752,0,0.416057666666667,6,6,0,"Serpina3k",0,0,0,0,0,0,0,1.41605766666667
"SERPINA3",0.787421,0.460752,0,0.416057666666667,6,6,0,"Serpina3b",0,0.01954,0,0,1,0,0.00651333333333333,1.40689409645178
"SERPINA3",0.787421,0.460752,0,0.416057666666667,6,6,0,"Serpina3f",0,0.01968,0,0,1,0,0.00656,1.40682886928416
"SERPINA3",0.787421,0.460752,0,0.416057666666667,6,6,0,"Serpina3m",0,0,0,0,0,0,0,1.41605766666667
"SERPINA3",0.787421,0.460752,0,0.416057666666667,6,6,0,"Serpina3i",0.032945,0,0,1,0,0,0.0109816666666667,1.40067591070725
"SERPINA3",0.787421,0.460752,0,0.416057666666667,6,6,0,"Serpina3a",0,0,0,0,0,0,0,1.41605766666667
"SERPINA3",0.787421,0.460752,0,0.416057666666667,6,6,0,"Serpina3j",0,0,0,0,0,0,0,1.41605766666667
"SERPINA3",0.787421,0.460752,0,0.416057666666667,6,6,0,"Serpina3g",0.398505,1.317898,1.143347,3,38,37,0.95325,0.72497512692521
"SERPINA5",0.207422,0.035246,0.291599,0.178089,3,1,2,"Serpina5",0,0,0,0,0,0,0,1.178089
"SERPINA6",0,0,0,0,0,0,0,"Serpina6",0,0,0,0,0,0,0,1
"SERPINA7",0.03347,0,0,0.0111566666666667,1,0,0,"Serpina7",0,0.021873,0,0,1,0,0.007291,1.00383768609733
"SERPINA9",0,0,0,0,0,0,0,"Serpina9",0.765592,0.956128,0.318063,19,49,20,0.679927666666667,0.595263724648462
"SERPINB1",5.11972,9.129249,4.666761,6.30524333333333,120,124,71,"Serpinb1c",0,0,0,0,0,0,0,7.30524333333333
"SERPINB1",5.11972,9.129249,4.666761,6.30524333333333,120,124,71,"Serpinb1b",1.177387,1.532716,1.753017,13,62,56,1.48770666666667,2.9365372659156
"SERPINB1",5.11972,9.129249,4.666761,6.30524333333333,120,124,71,"Serpinb1a",13.814298,21.552213,28.858969,121,316,458,21.4084933333333,0.326003324929774
"SERPINB10",0.349852,0.164471,0.215548,0.243290333333333,5,1,4,"Serpinb10",0,0,0,0,0,0,0,1.24329033333333
"SERPINB11",0,0,0,0,0,0,0,"Serpinb11",0,0.019585,0.077703,0,1,3,0.0324293333333333,0.968589294892822
"SERPINB12",0,0,0,0,0,0,0,"Serpinb12",0,0,0,0,0,0,0,1
"SERPINB13",0,0,0,0,0,0,0,"Serpinb13",0,0,0,0,0,0,0,1
"SERPINB2",4.860403,3.403392,1.487351,3.250382,109,83,24,"Serpinb2",0.037203,0.355872,0,1,3,0,0.131025,3.75799120267014
"SERPINB3",0.21865,0.090065,0.136014,0.148243,4,2,2,"Serpinb3a",0,0,0,0,0,0,0,1.148243
"SERPINB3",0.21865,0.090065,0.136014,0.148243,4,2,2,"Serpinb3c",0,0.025321,0,0,1,0,0.00844033333333333,1.13863256163561
"SERPINB3",0.21865,0.090065,0.136014,0.148243,4,2,2,"Serpinb3b",0,0,0,0,0,0,0,1.148243
"SERPINB3",0.21865,0.090065,0.136014,0.148243,4,2,2,"Serpinb3d",0,0,0,0,0,0,0,1.148243
"SERPINB4",0.161612,0.224331,0.113921,0.166621333333333,3,4,1,"Serpinb3d",0,0,0,0,0,0,0,1.16662133333333
"SERPINB4",0.161612,0.224331,0.113921,0.166621333333333,3,4,1,"Serpinb3b",0,0,0,0,0,0,0,1.16662133333333
"SERPINB4",0.161612,0.224331,0.113921,0.166621333333333,3,4,1,"Serpinb3c",0,0.025321,0,0,1,0,0.00844033333333333,1.15685707400967
"SERPINB4",0.161612,0.224331,0.113921,0.166621333333333,3,4,1,"Serpinb3a",0,0,0,0,0,0,0,1.16662133333333
"SERPINB5",0,0.02769,0,0.00923,0,1,0,"Serpinb5",0.15217,0.175731,0.088155,3,4,2,0.138685333333333,0.886311582714101
"SERPINB6",12.251404,14.912295,16.315101,14.4929333333333,238,303,222,"Serpinb6d",0,0,0,0,0,0,0,15.4929333333333
"SERPINB6",12.251404,14.912295,16.315101,14.4929333333333,238,303,222,"Serpinb6c",0.15522,0.08861,0.033036,2,2,1,0.0922886666666667,14.1839184147292
"SERPINB6",12.251404,14.912295,16.315101,14.4929333333333,238,303,222,"Serpinb6e",0.049847,0,0,1,0,0,0.0166156666666667,15.2397153037513
"SERPINB6",12.251404,14.912295,16.315101,14.4929333333333,238,303,222,"Serpinb6b",2.187547,3.059255,1.820514,27,37,47,2.355772,4.61680153876167
"SERPINB6",12.251404,14.912295,16.315101,14.4929333333333,238,303,222,"Serpinb6a",23.343766,29.417229,28.742234,307,678,678,27.167743,0.550023952339147
"SERPINB7",0.464764,0.116427,0.321048,0.300746333333333,5,3,3,"Serpinb7",0,0.02202,0.02237,0,1,1,0.0147966666666667,1.28178025811411
"SERPINB8",8.151423,4.990347,8.201505,7.114425,184,127,106,"Serpinb8",3.904389,2.638639,0.8957,116,86,64,2.479576,2.33201545245743
"SERPINB9",13.748396,17.596394,18.345435,16.5634083333333,760,1050,722,"Serpinb9e",0,0,0,0,0,0,0,17.5634083333333
"SERPINB9",13.748396,17.596394,18.345435,16.5634083333333,760,1050,722,"Serpinb9g",0,0,0,0,0,0,0,17.5634083333333
"SERPINB9",13.748396,17.596394,18.345435,16.5634083333333,760,1050,722,"Serpinb9h",0,0,0,0,0,0,0,17.5634083333333
"SERPINB9",13.748396,17.596394,18.345435,16.5634083333333,760,1050,722,"Serpinb9",2.394438,2.79003,2.64614,122,246,231,2.61020266666667,4.86493694536816
"SERPINB9",13.748396,17.596394,18.345435,16.5634083333333,760,1050,722,"Serpinb9c",0,0,0,0,0,0,0,17.5634083333333
"SERPINB9",13.748396,17.596394,18.345435,16.5634083333333,760,1050,722,"Serpinb9d",0,0,0,0,0,0,0,17.5634083333333
"SERPINB9",13.748396,17.596394,18.345435,16.5634083333333,760,1050,722,"Serpinb9f",0,0,0,0,0,0,0,17.5634083333333
"SERPINB9",13.748396,17.596394,18.345435,16.5634083333333,760,1050,722,"Serpinb9b",0,0.012003,0.012082,0,1,1,0.00802833333333333,17.4235264551096
"SERPINC1",0.192886,0.174787,0.268419,0.212030666666667,2,3,1,"Serpinc1",0.582849,0.024449,0.024124,3,2,2,0.210474,1.00128599760645
"SERPIND1",0.036151,0.041739,0,0.0259633333333333,1,1,0,"Serpind1",1.759116,3.04129,3.303708,51,154,170,2.70137133333333,0.277184654264176
"SERPINE1",10.594108,11.858578,1.863519,8.10540166666667,440,537,55,"Serpine1",0.359372,0.420645,0.433711,16,31,35,0.404576,6.48266926579029
"SERPINE2",127.84068,119.05875,238.773508,161.890979333333,2537,2265,3115,"Serpine2",143.51861,169.550067,174.261013,2413,4967,5058,162.44323,0.996621146885884
"SERPINE3",0.21637,1.230893,0.096588,0.514617,3,4,2,"Serpine3",0,0.030056,0,0,1,0,0.0100186666666667,1.49959307682762
"SERPINF1",19.065727,31.186076,40.245055,30.1656193333333,114,174,162,"Serpinf1",14.781221,25.42348,26.223379,123,295,279,22.1426933333333,1.34667209578603
"SERPINF2",1.705327,0.315534,0.299599,0.773486666666667,36,7,6,"Serpinf2",0.096427,0.053174,0.104826,3,3,6,0.084809,1.63483771490342
"SERPING1",3.186475,4.98419,4.852015,4.34089333333333,52,78,49,"Serping1",5.864947,4.493135,5.432499,140,192,239,5.263527,0.852697423246253
"SERPINH1",5.110601,12.607334,12.224597,9.980844,97,223,169,"Serpinh1",8.007626,10.213391,9.769905,219,514,483,9.33030733333333,1.06297360239879
"SERPINI1",69.807134,80.488762,85.511192,78.6023626666667,896,1053,676,"Serpini1",66.503448,59.866944,55.323036,3205,5073,4366,60.564476,1.29299180044457
"SERPINI2",2.251446,0.851519,0.921227,1.34139733333333,21,15,6,"Serpini2",0,0,0.030866,0,0,1,0.0102886666666667,2.31755280503988
"SERTAD1",0.966657,1.090463,0.871656,0.976258666666667,25,31,16,"Sertad1",5.50584,6.893101,8.43552,85,187,205,6.94482033333333,0.248748062731521
"SERTAD2",1.589339,2.484033,3.451501,2.508291,101,128,111,"Sertad2",4.653759,2.111975,2.172931,398,298,306,2.979555,0.881578719228657
"SERTAD3",3.767392,2.114605,6.045182,3.97572633333333,38,38,48,"Sertad3",0.747954,1.525271,1.315112,13,48,42,1.19611233333333,2.26569755007978
"SERTAD4",1.509516,3.01088,3.648684,2.72302666666667,105,140,87,"Sertad4",4.881412,3.107307,2.29603,204,218,176,3.42824966666667,0.840744525922168
"SERTM1",6.902115,5.998295,3.373491,5.42463366666667,274,255,96,"Sertm1",11.695282,7.265438,6.149052,530,562,488,8.369924,0.685665504508539
"SERTM2",0.082118,0.230097,0.046016,0.119410333333333,5,15,2,"A730046J19Rik",0.113283,0.066223,0.034628,8,8,4,0.071378,1.04483229386205
"SESN1",10.824399,12.992757,14.108378,12.6418446666667,226,339,239,"Sesn1",18.086659,27.895494,16.912269,708,1302,1165,20.9648073333333,0.62107736524345
"SESN2",3.778772,5.289409,6.787642,5.28527433333333,168,262,213,"Sesn2",4.522038,2.6657,2.837839,227,252,274,3.341859,1.447599826096
"SESN3",7.142965,7.667444,7.190452,7.33362033333333,854,1071,672,"Sesn3",20.858257,7.600379,6.95982,2880,1790,1727,11.806152,0.650751321187921
"SESTD1",14.714493,12.842251,18.080678,15.212474,2118,1892,1858,"Sestd1",9.17491,4.772921,4.979863,927,660,646,6.30923133333333,2.21808193784536
"SETBP1",3.656393,2.594067,3.206387,3.15228233333333,486,381,290,"Setbp1",3.942904,0.530028,0.554072,603,144,151,1.675668,1.55186754609815
"SETD1B",4.319974,4.289782,5.69171,4.76715533333333,437,489,400,"Setd1b",5.583651,0.695865,1.52195,643,167,292,2.60048866666667,1.60177016712361
"SETD2",11.704926,13.814637,16.507076,14.0088796666667,927,1000,832,"Setd2",28.676602,10.345242,10.276857,1277,621,617,16.4329003333333,0.860951383859419
"SETD3",17.33378,17.049419,22.129734,18.8376443333333,437,532,408,"Setd3",213.885204,145.630371,169.084051,1962,3209,2913,176.199875333333,0.111950667549943
"SETD4",16.30907,20.849978,23.316537,20.1585283333333,267,326,234,"Setd4",5.796816,4.677084,3.189433,55,76,70,4.55444433333333,3.80929703559306
"SETD5",160.065351,158.743197,216.593572,178.467373333333,2132,2379,1925,"Setd5",24.090315,8.122528,9.163124,1566,1023,1073,13.791989,12.1327411299003
"SETD6",14.145787,14.485081,13.774192,14.13502,342,426,273,"Setd6",11.901734,11.169399,11.40997,77,141,142,11.493701,1.21141205476264
"SETD7",8.228586,11.335705,15.455095,11.6731286666667,661,882,786,"Setd7",46.38343,13.829023,15.208948,3369,1934,1882,25.140467,0.484808808758721
"SETDB1",22.292951,19.005908,24.735418,22.0114256666667,475,446,399,"Setdb1",6.898172,3.807757,3.591561,499,484,458,4.76583,3.99099967683173
"SETDB2",2.914422,5.760425,4.848668,4.50783833333333,158,234,179,"Setdb2",1.986856,1.67419,1.574945,60,85,81,1.74533033333333,2.006257049091
"SETSIP",0,0,0,0,0,0,0,"Set",87.13438,62.589106,56.316653,1844,2465,2235,68.6800463333333,0.0143513107786443
"SETX",9.526633,9.673426,10.823225,10.0077613333333,631,713,458,"Setx",14.591731,4.274085,4.281777,1354,620,582,7.71586433333333,1.26295693833081
"SEZ6",33.097876,28.953882,15.615745,25.8891676666667,752,750,263,"Sez6",75.897422,28.537427,23.921561,2133,1618,1485,42.78547,0.614111660024813
"SEZ6L",50.154829,33.987331,38.482446,40.8748686666667,4106,3158,2311,"Sez6l",44.597847,10.501446,13.002406,3782,1616,2020,22.7005663333333,1.7668298756124
"SEZ6L2",147.268068,186.911357,146.934323,160.371249333333,3932,4754,2805,"Sez6l2",163.621549,82.680571,78.851112,4690,4259,4509,108.384410666667,1.4752673470545
"SF1",114.239297,132.251673,147.369769,131.286913,1547,1745,1324,"Sf1",72.661148,31.138487,29.969614,1404,1209,1144,44.5897496666667,2.90168105697502
"SF3A1",47.678152,50.06218,58.803126,52.1811526666667,856,1058,718,"Sf3a1",13.142398,12.02723,13.389054,857,1068,1044,12.852894,3.83899224715548
"SF3A2",21.701532,27.367203,30.148368,26.405701,264,345,289,"Sf3a2",19.010993,13.377386,15.125607,269,330,375,15.8379953333333,1.62761067796155
"SF3A3",122.608725,123.229683,116.192702,120.677036666667,641,722,511,"Sf3a3",12.641182,14.326246,13.078001,318,636,593,13.3484763333333,8.48013641587821
"SF3B1",182.57944,132.125143,217.860784,177.521789,2911,2898,2456,"Sf3b1",43.764931,25.077674,20.22567,3242,3304,2910,29.689425,5.81704574132621
"SF3B2",120.213707,113.662453,144.473219,126.116459666667,1650,1827,1414,"Sf3b2",62.665063,48.675472,41.99704,2843,4024,3500,51.112525,2.439268864187
"SF3B3",122.082622,118.232995,159.231554,133.182390333333,1494,1617,1252,"Sf3b3",23.860222,12.338428,12.133609,1189,1162,1052,16.110753,7.8419921281859
"SF3B4",23.215244,24.811623,21.352297,23.126388,371,419,264,"Sf3b4",20.348412,14.0961,13.992426,490,686,699,16.145646,1.40714371450338
"SF3B5",36.169962,47.021656,47.817115,43.6695776666667,229,326,215,"Sf3b5",2.665905,5.148402,5.224081,152,518,523,4.34612933333333,8.35549888180782
