UniqueCount	AmbigCount
0	0
0	0
17	119
17	95
37	68
0	0
0	0
0	0
0	0
0	0
0	0
0	2
1	6
1	2
2	0
0	0
0	0
0	0
3	0
1	0
0	0
0	0
2	0
0	0
0	0
3	55
2	38
0	42
0	34
1	23
1	9
0	23
0	24
0	0
0	0
0	0
0	18
0	0
1	0
0	8
0	57
0	10
0	0
0	0
0	447
0	302
18	581
0	159
0	444
5	154
1	229
0	105
4	8
0	208
190	331
0	204
0	136
0	93
0	273
0	185
7	86
0	292
52	2014
2	1960
0	136
25	0
4	292
3	291
4	156
0	121
0	72
1	6
0	0
0	0
0	0
2	7
0	0
0	3021
7	4041
42	835
3	3053
2	382
1	383
87	4008
3	1256
0	0
84	93
1	0
4	5
40	73
0	35
0	73
1	41
0	0
0	7
0	0
16	0
0	0
1	52
0	111
33	1790
0	16
0	17
0	654
0	1667
0	244
0	843
3	42
1	266
0	69
0	75
0	311
6	62
0	394
25	4
0	1
0	2
1	0
0	17
0	0
13	82
0	179
0	179
0	177
0	2
0	6
0	135
0	130
0	19
0	176
0	19
0	20
0	22
0	15
3	0
1	6
2	910
0	0
0	0
0	0
0	0
198	936
0	124
0	10
0	611
0	240
0	85
1	895
3	898
0	4
7	13
0	283
0	0
0	0
0	0
7	4
0	2
1	2
0	0
0	0
0	5
0	0
0	4
0	14
0	0
0	349
0	379
0	391
9	321
0	117
0	33
0	175
2	128
0	118
1	0
3	9
1	2
0	11
0	0
0	0
0	0
0	11
0	63
0	3
0	0
0	0
0	123
0	0
0	0
0	0
0	4
0	0
0	0
0	0
0	0
319	9
2	427
2	415
0	51
0	90
0	366
2	3
0	10
0	288
0	7
0	3
1	1131
3820	284
0	0
40	37
0	37
0	7
1	4
0	10
945	49
0	77
0	26
0	2
0	0
0	27
0	1
0	0
1	234
0	242
0	244
0	5
0	179
0	199
0	234
0	10
1	34
0	183
1	28
1	32
0	26
0	0
2	7
0	21
0	9
2	11
0	7
0	11
0	86
2	80
0	42
0	47
1	40
0	0
1	18
0	18
0	0
0	2
0	6
0	6
0	2
0	2
0	2
0	0
0	0
42	1531
0	1035
7	942
0	581
5	766
2	442
2	178
2	2
0	9
11	82
1	8
0	8
0	26
0	5
0	31
3	33
0	10
0	27
0	10
0	8
0	67
0	4
6	0
0	5
0	3
0	5
0	3
0	3
0	5
0	17
1	2
0	11
0	0
0	14
0	0
615	992
0	148
0	173
2	116
2	27
0	528
0	38
0	74
0	0
0	0
0	7
3	7
5	27
0	0
0	3
3	34
0	0
0	0
0	0
0	14
0	30
0	0
587	313
0	6
0	98
0	52
0	57
0	51
0	163
0	38
0	0
0	6
1	1
0	1173
14	388
0	80
1	167
1	324
