"Hs_symbol","hDRG1_read","hDRG1_TPM","hDRG2_read","hDRG2_TPM","hDRG3_read","hDRG3_TPM","hDRG_Avg_TPM","DRG","dHs_Avg_TPM","FoldChange"
"TXNDC11",560,1.53343,541,1.59006,780,2.24548,1.78965666667,28.75876,28.75876,0.0937423691938105
"TXNDC12",820,3.97473,961,4.99986,1107,5.6413,4.87196333333,39.43223,39.43223,0.145229766780858
"TXNDC15",1528,9.62883,1757,11.884,1839,12.1834,11.2320766667,67.6892,67.6892,0.178078601391485
"TXNDC16",687,0.984345,720,1.1073,621,0.93545,1.00903166667,3.00028,3.00028,0.502222761074225
"TXNDC17",553,27.1601,612,32.2625,536,27.6764,29.033,183.97872,183.97872,0.162359216238495
"TXNDC2",6,0.295266,4,0.211282,4,0.206948,0.237832,0.10454,0.10454,1.1206764807069
"TXNDC5",2015,12.0258,2066,13.2345,2326,14.5944,13.2849,53.39868,53.39868,0.262596445354924
"TXNDC8",2,0.0101676,20,0.109133,12,0.0641366,0.0611457333333,0,0,1.0611457333333
"TXNDC9",686,5.51741,707,6.10338,748,6.32485,5.98188,30.4523,30.4523,0.22198313000957
"TXNIP",19710,830.716,16157,730.916,24863,1101.69,887.774,362.84547,362.84547,2.442723829982
"TXNL1",3286,10.5541,3658,12.6107,2970,10.0288,11.0645333333,164.39851,164.39851,0.0729422129213861
"TXNL4A",1630,4.51018,1585,4.70735,1485,4.31988,4.51247,328.4834,328.4834,0.0167306456106742
"TXNL4B",638,2.2228,660,2.46811,773,2.83138,2.50743,8.9172,8.9172,0.353671399185254
"TXNRD1",6970,9.05123,6213,8.65997,6624,9.04343,8.91821,52.35328,52.35328,0.185896912054891
"TXNRD2",458,1.20675,547,1.54696,710,1.96674,1.57348333333,37.35189,37.35189,0.067101864688546
"TXNRD3",311,1.13035,317,1.23667,405,1.54755,1.30485666667,7.4432,7.4432,0.272983781820874
"TYK2",1475,8.57679,1362,8.50062,1411,8.62577,8.56772666667,76.32415,76.32415,0.123735297014839
"TYMP",495,20.2,272,11.9139,1601,68.687,33.6003,201.17544,201.17544,0.17113997625033
"TYMS",260,2.85205,243,2.86108,500,5.76623,3.82645333333,4.90289,4.90289,0.8176424316445
"TYR",8,0.0118556,10,0.0159064,8,0.0124641,0.0134087,0,0,1.0134087
"TYRO3",1600,10.786,1717,12.4237,1554,11.0136,11.4077666667,28.63332,28.63332,0.418709974673779
"TYROBP",572,25.6554,446,21.4713,971,45.7868,30.9711666667,358.70571,358.70571,0.088881454416445
"TYRP1",53,0.372643,90,0.679203,145,1.07182,0.707888666667,2.41486,2.41486,0.500134314925648
"TYSND1",284,5.68974,304,6.53715,319,6.71897,6.31528666667,6.63825,6.63825,0.957717627292901
"TYW1",862,0.616298,1027,0.788124,1204,0.904999,0.769807,16.25586,16.25586,0.102562665668358
"TYW1B",423,0.274247,454,0.315935,567,0.386476,0.325552666667,1.11857,1.11857,0.625682732535153
"TYW3",678,3.53285,718,4.0157,860,4.71121,4.08658666667,10.45393,10.45393,0.44409095102467
"TYW5",354,2.30553,396,2.76823,463,3.1702,2.74798666667,3.063,3.063,0.922467798835836
"U2AF1",1205,14.3871,1327,17.0058,1784,22.3934,17.9287666667,116.16407,116.16407,0.161557776771497
"U2AF1L4",184,10.7796,217,13.6453,218,13.427,12.6173,50.60748,50.60748,0.263862912895573
"U2AF2",1773,15.0579,1700,15.4969,1687,15.0629,15.2059,81.77064,81.77064,0.195792856017544
"U2SURP",2185,3.96676,2782,5.42103,3026,5.77553,5.05444,12.85833,12.85833,0.436880922881761
"UACA",2580,4.13489,3587,6.17044,4354,7.33619,5.88050666667,26.13483,26.13483,0.253567340081733
"UAP1",980,4.46579,859,4.20152,939,4.49859,4.38863333333,22.95683,22.95683,0.224930983495312
"UAP1L1",275,6.8407,348,9.29154,321,8.39481,8.17568333333,7.26548,7.26548,1.11012104963414
"UBA1",6565,47.2597,6051,46.7546,5494,41.5799,45.1980666667,161.77457,161.77457,0.283816241484772
"UBA2",1602,6.52373,1933,8.44901,1822,7.80045,7.59106333333,40.48807,40.48807,0.20707310157667
"UBA3",1315,8.94619,1570,11.4644,1875,13.4107,11.2737633333,39.03498,39.03498,0.306575982635685
"UBA5",1093,8.07315,1229,9.7435,1307,10.1493,9.32198333333,20.93922,20.93922,0.47048087093935
"UBA52",2967,89.0452,3044,98.0569,2909,91.7857,92.9626,279.43356,279.43356,0.335061894874494
"UBA6",1442,2.84638,1763,3.73526,1629,3.38055,3.32073,5.94829,5.94829,0.621840769455506
"UBA7",854,17.0604,1119,23.9939,1176,24.6988,21.9177,43.51971,43.51971,0.514776488885485
"UBAC1",885,5.44301,833,5.49897,787,5.08872,5.34356666667,72.07985,72.07985,0.0868032250568385
"UBAC2",1961,1.84452,1823,1.84049,2764,2.73327,2.13942666667,37.6237,37.6237,0.0812823905185158
"UBAP1",1683,3.99922,1839,4.69044,1683,4.20449,4.29805,42.12934,42.12934,0.12284097090287
"UBAP1L",350,2.72627,356,2.97639,261,2.13736,2.61334,1.66217,1.66217,1.35729123234053
"UBAP2",1066,1.46341,1110,1.63558,994,1.43461,1.5112,9.86851,9.86851,0.231052830608796
"UBAP2L",2474,8.41981,2766,10.104,2902,10.3834,9.63573666667,47.72219,47.72219,0.218293485302487
"UBASH3A",11,0.0434398,11,0.046626,28,0.11625,0.0687719333333,0.14636,0.14636,0.932317887341934
"UBASH3B",3091,3.4015,2560,3.02379,2506,2.89928,3.10819,16.64266,16.64266,0.232855476441761
"UBB",13479,1208.81,12810,1233.08,9103,858.271,1100.05366667,1613.59551,1613.59551,0.681937773176391
"UBC",79447,2407.51,75327,2450.09,73917,2354.91,2404.17,1659.83325,1659.83325,1.44817066975267
"UBE2A",2209,23.3207,2357,26.7082,2177,24.1625,24.7304666667,75.676,75.676,0.33557393013068
"UBE2B",1454,12.3068,1510,13.7182,1732,15.4123,13.8124333333,81.23749,81.23749,0.180117770293087
"UBE2C",14,0.558144,6,0.25675,22,0.922102,0.578998666667,5.26878,5.26878,0.251882928842135
"UBE2D1",438,2.13899,445,2.33258,637,3.27049,2.58068666667,16.10951,16.10951,0.209280491765691
"UBE2D2",2260,3.87063,2320,4.26483,2430,4.3754,4.17028666667,107.80093,107.80093,0.0475206109604945
"UBE2D3",6203,14.543,6180,15.5518,6923,17.0642,15.7196666667,134.68844,134.68844,0.123221010328514
"UBE2E1",1769,3.60669,2107,4.6109,2278,4.88284,4.36681,70.04133,70.04133,0.0755448975969341
"UBE2E2",953,0.428238,1009,0.486658,1078,0.509271,0.474722333333,51.61105,51.61105,0.0280306576913595
"UBE2E3",1268,2.026,1534,2.63078,1749,2.93797,2.53158333333,59.88011,59.88011,0.058008819848223
"UBE2F",1174,2.7002,1216,3.00194,1088,2.63085,2.77766333333,98.57011,98.57011,0.0379397324491255
"UBE2G1",1206,2.16378,1271,2.44766,1226,2.31257,2.30800333333,25.9362,25.9362,0.122808834703113
"UBE2G2",2195,11.5338,2256,12.7238,2699,14.9101,13.0559,34.73841,34.73841,0.393299534030753
"UBE2H",2874,4.10774,3100,4.75574,3147,4.7288,4.53076,27.34748,27.34748,0.195105878899994
"UBE2I",1257,12.1063,1213,12.5394,1435,14.5301,13.0586,40.36263,40.36263,0.339886511085006
"UBE2J1",1472,9.85351,1638,11.7689,1915,13.4769,11.69977,17.9494,17.9494,0.670193779222561
"UBE2J2",727,6.35762,686,6.4391,624,5.73698,6.1779,57.30845,57.30845,0.123102226178195
"UBE2K",3088,6.3704,3100,6.86422,3615,7.84035,7.02499,58.40611,58.40611,0.135086946443724
"UBE2L6",1045,10.9784,1114,12.5617,1044,11.5309,11.6903333333,120.54427,120.54427,0.104409145188827
"UBE2M",934,50.3142,871,50.3619,745,42.1928,47.6229666667,121.06697,121.06697,0.39833024991691
"UBE2N",2688,12.9453,2881,14.8925,2681,13.5743,13.8040333333,73.99292,73.99292,0.197405746213109
"UBE2NL",33,4.86504,28,4.43068,27,4.18479,4.49350333333,0.01045,0.01045,5.43668992362809
"UBE2O",2641,7.24336,2532,7.45377,1980,5.7092,6.80211,28.98875,28.98875,0.260167896294444
"UBE2Q1",1314,21.9627,1383,24.8115,1171,20.5772,22.4504666667,54.84132,54.84132,0.419948286800885
"UBE2Q2",1495,4.52079,1828,5.93321,1774,5.63982,5.36460666667,34.42479,34.42479,0.179665332290467
"UBE2QL1",401,1.46358,437,1.71196,322,1.23557,1.47037,9.00083,9.00083,0.247016497630697
"UBE2R2",1673,2.83099,1766,3.20755,1731,3.07948,3.03934,28.1838,28.1838,0.138410350948129
"UBE2S",449,9.75135,530,12.3548,361,8.24259,10.1162466667,112.48429,112.48429,0.0979540574884859
"UBE2T",124,2.09828,91,1.65282,85,1.51217,1.75442333333,17.84486,17.84486,0.146163109374652
"UBE2U",4,0.0109629,2,0.00588349,1,0.0028814,0.00657593,0,0,1.00657593
"UBE2V2",2227,6.91112,2359,7.85773,2163,7.05705,7.2753,129.01195,129.01195,0.0636503029144629
"UBE2W",1246,2.20288,1415,2.68515,1491,2.77133,2.55312,9.60716,9.60716,0.334973734722584
"UBE2Z",2321,19.6357,2369,21.5118,2278,20.2611,20.4695333333,44.88918,44.88918,0.467856111904811
"UBE3A",3457,5.73406,3795,6.7564,3721,6.48875,6.32640333333,28.51832,28.51832,0.248198519879519
"UBE3B",1363,4.01516,1336,4.22429,1264,3.91464,4.05136333333,12.17883,12.17883,0.38329376229377
"UBE3C",2805,3.75632,2966,4.26326,3309,4.6587,4.22609333333,21.62918,21.62918,0.230944883258253
"UBE3D",180,0.181294,250,0.270266,255,0.270016,0.240525333333,3.96204,3.96204,0.250003090126843
"UBE4A",2881,12.7011,2982,14.1107,3129,14.5025,13.7714333333,4.43247,4.43247,2.71910076508476
"UBE4B",2464,2.90051,2472,3.12336,2255,2.79073,2.9382,18.52436,18.52436,0.201706995773485
"UBFD1",2073,21.726,2217,24.9395,2038,22.4555,23.0403333333,19.87292,19.87292,1.15174749547739
"UBIAD1",303,2.31719,306,2.51177,401,3.22404,2.68433333333,5.38377,5.38377,0.577140676015897
"UBL3",2427,4.91605,2766,6.01366,2559,5.44948,5.45973,24.72355,24.72355,0.251121248816746
"UBL4A",623,37.5431,725,46.8944,570,36.1123,40.1832666667,58.34339,58.34339,0.693982373886965
"UBL4B",1,0.116079,0,0,5,0.610186,0.242088333333,0.66905,0.66905,0.744188810001498
"UBL5",1060,83.2648,1116,94.0937,996,82.2533,86.5372666667,827.03134,827.03134,0.105717335127315
"UBL7",701,8.05367,732,9.02666,594,7.17464,8.08499,139.88404,139.88404,0.0644855868698825
"UBLCP1",956,7.34217,1153,9.50465,1234,9.96368,8.93683333333,33.923,33.923,0.284535501913639
"UBN1",697,3.40726,788,4.13465,883,4.53807,4.02666,4.64155,4.64155,0.891006904130957
"UBN2",1121,2.51458,1345,3.23834,1349,3.18133,2.97808333333,0.76314,0.76314,2.25624926740361
"UBOX5",805,2.67241,845,3.01095,786,2.74326,2.80887333333,9.24127,9.24127,0.371914160385382
"UBP1",1533,5.04966,1668,5.89734,2001,6.92955,5.95885,14.33234,14.33234,0.453867446195427
"UBQLN1",6081,22.1363,6057,23.6662,5792,22.1665,22.6563333333,67.38604,67.38604,0.345923427256499
"UBQLN2",1355,55.9615,1310,58.0714,1343,58.3129,57.4486,20.23881,20.23881,2.75197150876155
"UBQLN4",1127,10.6425,1102,11.1697,965,9.58041,10.4642033333,22.95683,22.95683,0.478535905347243
"UBR1",1557,1.66653,1984,2.27933,1969,2.21569,2.05385,4.70427,4.70427,0.535362105931171
"UBR2",1890,2.55078,2278,3.29994,2354,3.34008,3.0636,5.41514,5.41514,0.633439020816381
"UBR3",2830,1.92617,3967,2.89809,3241,2.31913,2.38113,16.7472,16.7472,0.190516250450775
"UBR4",7061,9.08646,7235,9.99326,6389,8.64369,9.24113666667,113.27879,113.27879,0.0896153754049198
"UBR5",2854,3.10674,3344,3.90713,3600,4.11994,3.71127,25.19397,25.19397,0.179860861106583
"UBR7",781,6.20887,896,7.64557,952,7.95677,7.27040333333,13.69465,13.69465,0.562817306525164
"UBTD1",166,0.401201,163,0.422846,166,0.421794,0.415280333333,28.14198,28.14198,0.0485650025610134
"UBTD2",521,1.228,635,1.60648,632,1.56609,1.46685666667,8.07043,8.07043,0.271966893153908
"UBTF",1214,12.7808,1274,14.3962,1207,13.3593,13.5121,35.34474,35.34474,0.399290241173826
"UBXN1",824,54.9435,875,62.6236,831,58.2544,58.6071666667,174.17293,174.17293,0.340276129803275
"UBXN10",58,1.01783,32,0.602753,20,0.368992,0.663191666667,0.34498,0.34498,1.23659211785082
"UBXN11",1256,5.92456,1292,6.54138,1202,5.96086,6.14226666667,41.2303,41.2303,0.169126590781264
"UBXN2A",1132,2.54762,1332,3.21761,1262,2.98598,2.91707,9.8476,9.8476,0.361100151185516
"UBXN2B",1233,5.36592,1154,5.39047,1855,8.48717,6.41452,8.61404,8.61404,0.771217927114928
"UBXN4",3018,12.17,3513,15.2051,4369,18.5222,15.2991,25.50759,25.50759,0.614884265223659
"UBXN6",2141,29.2303,2192,32.1216,1838,26.3815,29.2444666667,278.29408,278.29408,0.108288964329999
"UBXN7",1643,3.38603,1805,3.99274,2103,4.5565,3.97842333333,2.58212,2.58212,1.389798033938
"UBXN8",474,2.38226,494,2.66488,462,2.44113,2.49609,24.53537,24.53537,0.136911664095723
"UCHL1",37409,542.665,34220,532.815,27805,424.05,499.843333333,7862.25466,7862.25466,0.0636941514664107
"UCHL3",370,1.14322,326,1.08115,467,1.51699,1.24712,35.84653,35.84653,0.060985932732336
"UCHL5",1003,3.66338,1021,4.00265,977,3.75158,3.80587,22.43413,22.43413,0.205079941094464
"UCK1",493,11.5389,570,14.3197,527,12.9678,12.9421333333,38.73181,38.73181,0.350906070810768
"UCK2",1668,3.46882,1423,3.17637,1271,2.77888,3.14135666667,45.40142,45.40142,0.0892506450593538
"UCKL1",898,9.45742,767,8.67026,781,8.6474,8.92502666667,47.79537,47.79537,0.203400992075068
"UCMA",1,0.0138551,0,0,0,0,0.00461836666667,0,0,1.00461836666667
"UCN",50,8.35082,39,6.9914,55,9.65739,8.33320333333,8.72903,8.72903,0.959314888876897
"UCN2",2,0.169282,1,0.0908492,4,0.355942,0.205357733333,0.18817,0.18817,1.01446571899055
