"Hs_symbol","hDRG1_read","hDRG1_TPM","hDRG2_read","hDRG2_TPM","hDRG3_read","hDRG3_TPM","hDRG_Avg_TPM","Heart","dHs_Avg_TPM","FoldChange"
"MRPS23",637,7.28485,719,8.82572,662,7.95934,8.02330333333,184.67605,184.67605,0.0485970233281568
"MRPS24",334,17.4909,449,25.2378,327,18.0032,20.2439666667,164.87758,164.87758,0.128070150690045
"MRPS25",2699,20.6279,2859,23.4535,3403,27.3434,23.8082666667,106.22858,106.22858,0.231358716740444
"MRPS26",305,24.2307,411,35.0467,274,22.8852,27.3875333333,15.83877,15.83877,1.6858436413883
"MRPS27",1740,3.00259,1834,3.39693,1556,2.8229,3.07414,148.58338,148.58338,0.0272365820320413
"MRPS28",668,1.04594,848,1.42517,854,1.40581,1.29230666667,289.42449,289.42449,0.00789295237006356
"MRPS30",601,9.14424,773,12.6239,666,10.6533,10.8071466667,124.74932,124.74932,0.0938943182094344
"MRPS31",700,2.90729,665,2.96451,678,2.96045,2.94408333333,63.72197,63.72197,0.0609388640878824
"MRPS33",708,9.80164,722,10.7286,517,7.52479,9.35167666667,292.99201,292.99201,0.0352107414982809
"MRPS34",506,69.8244,529,78.3525,411,59.6262,69.2677,23.72021,23.72021,2.84252035075754
"MRPS35",937,3.59971,1024,4.22248,978,3.95007,3.92408666667,127.16562,127.16562,0.0384197155732559
"MRPS36",545,7.67892,547,8.2724,498,7.37686,7.77606,209.38302,209.38302,0.0417146783043613
"MRPS5",1702,4.64112,1938,5.67227,1832,5.25202,5.18847,147.64722,147.64722,0.0416319255751974
"MRPS6",3293,8.24059,4152,11.1523,3180,8.36627,9.25305333333,86.75903,86.75903,0.116831889930073
"MRPS7",760,28.2312,848,33.8105,751,29.3288,30.4568333333,135.52778,135.52778,0.230406100013492
"MRPS9",683,1.92787,732,2.21772,662,1.9645,2.03669666667,131.97291,131.97291,0.0228369572920529
"MRRF",514,1.34555,544,1.52854,803,2.20999,1.69469333333,57.88996,57.88996,0.0457581111165638
"MRS2",905,6.78931,1114,8.97021,951,7.50059,7.75337,66.6949,66.6949,0.129306195887726
"MRTO4",451,9.46531,510,11.4887,541,11.937,10.96367,12.51162,12.51162,0.885435647242892
"MRVI1",297,0.429169,394,0.611094,646,0.981391,0.673884666667,8.1471,8.1471,0.182996213736266
"MS4A1",4,0.0465585,1,0.0124934,10,0.122371,0.0604743,0.13916,0.13916,0.930926559921346
"MS4A12",0,0,2,0.0255938,2,0.0250687,0.0168875,0,0,1.0168875
"MS4A13",2,0.0127844,1,0.00686106,0,0,0.00654848666667,0,0,1.00654848666667
"MS4A14",2139,9.52612,1140,5.44943,4672,21.8749,12.2834833333,2.99823,2.99823,3.32234096920387
"MS4A15",2,0.0175869,2,0.0188768,0,0,0.0121545666667,0,0,1.0121545666667
"MS4A18",0,0,3,0.0377315,1,0.0123191,0.0166835333333,0,0,1.0166835333333
"MS4A2",10,0.171156,7,0.128597,14,0.251918,0.183890333333,0.34157,0.34157,0.882466314342897
"MS4A3",3,0.0360725,1,0.0129061,3,0.037924,0.0289675333333,0.13916,0.13916,0.903268665800502
"MS4A4A",1563,2.06479,952,1.34988,3073,4.26794,2.56087,24.54251,24.54251,0.139409556852478
"MS4A4E",630,2.56743,461,2.0165,1062,4.55009,3.04467333333,0.8729,0.8729,2.15957783828822
"MS4A5",5,0.0340637,6,0.0438746,8,0.0572994,0.0450792333333,0,0,1.0450792333333
"MS4A6A",1962,27.0892,1257,18.6283,4848,70.3717,38.6964,49.85671,49.85671,0.780553834489097
"MS4A6E",2005,5.67095,1052,3.19372,4630,13.7677,7.54412333333,0,0,8.54412333333
"MS4A7",1954,19.5433,1014,10.8856,4511,47.4333,25.9540666667,9.12121,9.12121,2.66312690544905
"MSANTD1",96,0.612755,79,0.541232,72,0.483155,0.545714,0.0506,0.0506,1.4712678469446
"MSANTD2",423,2.16227,523,2.86953,597,3.20835,2.74671666667,11.44895,11.44895,0.300966480439716
"MSANTD3",490,3.48601,509,3.88679,461,3.44804,3.60694666667,23.5937,23.5937,0.187322227508264
"MSANTD4",929,6.0601,968,6.77766,1058,7.25584,6.69786666667,27.17387,27.17387,0.273227166401705
"MSC",165,9.87169,137,8.79769,74,4.65455,7.77464333333,3.37776,3.37776,2.00436829185017
"MSH2",1740,1.16834,1957,1.41043,1322,0.933232,1.17066733333,19.81112,19.81112,0.104303244291033
"MSH3",716,0.563028,716,0.604325,687,0.567952,0.578435,7.76758,7.76758,0.180030863704694
"MSH4",189,0.283756,99,0.159536,92,0.145214,0.196168666667,0.34157,0.34157,0.891618526552472
"MSH5",281,2.13418,310,2.52713,503,4.01635,2.89255333333,4.44042,4.44042,0.715487652300742
"MSH5-SAPCD1",504,3.54576,513,3.8738,691,5.11087,4.17681,4.0103,4.0103,1.03323353890985
"MSH6",2019,3.07857,2197,3.59569,2246,3.60048,3.42491333333,18.43218,18.43218,0.227710598261749
"MSI1",62,0.389127,78,0.525454,81,0.534469,0.483016666667,1.6952,1.6952,0.550243643019813
"MSI2",2240,0.912524,2909,1.27198,2492,1.06729,1.08393133333,100.27006,100.27006,0.0205779608833055
"MSL1",2460,28.7522,2685,33.6838,2279,28.0039,30.1466333333,93.74226,93.74226,0.328751217601311
"MSL2",601,2.17267,740,2.87138,781,2.9683,2.67078333333,12.75198,12.75198,0.266927623028102
"MSLN",8,0.171863,3,0.0691759,9,0.20327,0.148102966667,0,0,1.148102966667
"MSLNL",3,0.0375886,1,0.0134485,1,0.0131726,0.0214032333333,0,0,1.0214032333333
"MSMO1",7076,79.7632,5664,68.5297,3411,40.4236,62.9055,11.4616,11.4616,5.12819381138859
"MSMP",650,31.334,667,34.5119,588,29.8001,31.882,3.63077,3.63077,7.1007629400726
"MSN",8736,9.93892,8613,10.5177,10286,12.303,10.9198733333,120.10648,120.10648,0.0984247360942205
"MSR1",1007,0.382761,722,0.294561,3222,1.28754,0.654954,3.69403,3.69403,0.352565705800773
"MSRA",391,0.182347,395,0.197724,396,0.194158,0.191409666667,33.75227,33.75227,0.0342829307745077
"MSRB1",368,12.5639,424,15.5375,328,11.773,13.2914666667,9.41218,9.41218,1.37257199421255
"MSRB2",463,3.05979,471,3.34097,458,3.18211,3.19429,105.53279,105.53279,0.0393708828990586
"MSRB3",630,0.51723,829,0.730531,1077,0.929603,0.725788,112.04794,112.04794,0.0152659836172158
"MSS51",99,1.73247,76,1.42752,100,1.83979,1.66659333333,11.81583,11.81583,0.208070279750122
"MST1",189,5.94386,239,8.06761,124,4.09983,6.0371,0.94881,0.94881,3.61097285009826
"MST1R",44,0.455593,40,0.444554,18,0.195945,0.365364,0.56928,0.56928,0.870057606035889
"MSTN",29,0.720665,27,0.720177,26,0.679277,0.706706333333,0.40482,0.40482,1.21489324848237
"MSTO1",944,34.6244,889,34.9987,1019,39.2936,36.3055666667,16.38276,16.38276,2.14612447428947
"MSX1",64,2.61721,56,2.45803,19,0.816866,1.96403533333,2.4669,2.4669,0.854952647417001
"MSX2",5,0.138321,8,0.237546,0,0,0.125289,0.7464,0.7464,0.644347801191022
"MT-ATP6",109913,28196.3,92420,25447.8,84578,22810.7,25484.9333333,0,0,25485.9333333
"MT-ATP8",21873,18459.9,17779,16105.3,17474,15504.2,16689.8,0,0,16690.8
"MT-CO1",445013,50417.2,345154,41972,308494,36744.4,43044.5333333,0,0,43045.5333333
"MT-CO2",72917,18623.6,87416,23964.4,84144,22594.1,21727.3666667,0,0,21728.3666667
"MT-CO3",165984,36986.3,138900,33221.3,117827,27603.1,32603.5666667,0,0,32604.5666667
"MT-CYB",118807,18190.6,72846,11971.6,71483,11506.6,13889.6,0,0,13890.6
"MT-ND1",86979,15894.5,62989,12354.9,52315,10050.7,12766.7,0,0,12767.7
"MT-ND2",107196,17972.2,75283,13547.5,76414,13469,14996.2333333,0,0,14997.2333333
"MT-ND3",23891,12062.8,18403,9973.41,20001,10617.1,10884.4366667,0,0,10885.4366667
"MT-ND4",215474,27317.2,181450,24691,158431,21116.4,24374.8666667,0,0,24375.8666667
"MT-ND4L",33444,19672.2,26232,16561.7,24624,15227.6,17153.8333333,0,0,17154.8333333
"MT-ND5",56160,5414.51,55454,5738.6,80748,8184.69,6445.93333333,0,0,6446.93333333
"MT-ND6",13244,4407.08,14798,5285.36,22689,7937.52,5876.65333333,0,0,5877.65333333
"MT1M",94,12.4125,62,8.78745,164,22.7674,14.6557833333,2.63136,2.63136,4.31127272793113
"MT3",1765,153.024,2204,205.101,977,89.0529,149.0593,0,0,150.0593
"MT4",1,0.0449676,0,0,1,0.0472757,0.0307477666667,0,0,1.0307477666667
"MTA1",1242,4.26196,1262,4.64823,1395,5.03269,4.64762666667,59.58516,59.58516,0.0932179871551053
"MTA2",1448,29.2377,1530,33.1593,1461,31.0143,31.1371,38.02824,38.02824,0.823431955937547
"MTA3",2382,1.586,2449,1.75021,1943,1.36011,1.56544,36.21918,36.21918,0.0689279022267551
"MTAP",1361,1.76102,1428,1.98323,1706,2.32072,2.02165666667,14.94057,14.94057,0.189557629788019
"MTBP",589,1.06372,851,1.64961,961,1.82462,1.51265,1.6952,1.6952,0.932268477292965
"MTCH1",5487,52.7907,5998,61.9398,5367,54.2866,56.3390333333,133.75667,133.75667,0.425500521297387
"MTCH2",1957,13.517,2095,15.5315,1996,14.494,14.5141666667,218.15001,218.15001,0.0707924524698858
"MTCP1",960,1.99885,1067,2.38458,1227,2.6859,2.35644333333,135.0091,135.0091,0.0246780791383077
"MTDH",3198,6.49056,3854,8.39567,3910,8.34293,7.74305333333,61.15386,61.15386,0.140667905956766
"MTF1",449,1.5682,438,1.64199,601,2.20683,1.80567333333,2.31509,2.31509,0.846333985903852
"MTF2",484,1.41289,558,1.74839,616,1.89052,1.68393333333,12.48632,12.48632,0.199011541571756
"MTFMT",345,2.14275,411,2.7399,451,2.94487,2.60917333333,27.14857,27.14857,0.128218709985267
"MTFP1",97,4.93759,55,3.00501,67,3.58555,3.84271666667,8.55193,8.55193,0.506988291022861
"MTFR1",786,1.08524,851,1.26117,1511,2.19334,1.51325,53.00676,53.00676,0.0465358410687847
"MTG1",974,5.98575,885,5.83772,857,5.53705,5.78684,10.04472,10.04472,0.614487284421878
"MTHFD1",1815,4.20378,2068,5.14108,2118,5.15736,4.83407333333,78.27036,78.27036,0.0735971595603956
"MTHFD1L",1376,1.01712,1672,1.32658,1779,1.38251,1.24207,2.4669,2.4669,0.646707433153538
"MTHFD2",1771,16.3216,1412,13.9675,2153,20.8606,17.0499,44.6952,44.6952,0.395006477704442
"MTHFD2L",395,0.365255,505,0.501223,568,0.552186,0.472888,27.36363,27.36363,0.0519287552404259
"MTHFR",1437,11.8427,1365,12.0745,1616,14.0015,12.6395666667,13.16946,13.16946,0.962603138489399
"MTHFS",231,0.632581,192,0.564346,268,0.771573,0.656166666667,22.98646,22.98646,0.0690458978384889
"MTHFSD",552,3.84843,712,5.328,619,4.53704,4.57115666667,8.8682,8.8682,0.564556521621978
"MTIF2",705,3.76035,765,4.37967,856,4.80011,4.31337666667,91.07295,91.07295,0.0577083352566633
"MTIF3",1104,12.9017,1114,13.9735,1138,13.9817,13.6189666667,295.80048,295.80048,0.0492551988686137
"MTM1",693,1.15627,872,1.56165,893,1.56645,1.42812333333,10.81641,10.81641,0.205487397046142
"MTMR1",513,1.24235,651,1.69219,775,1.97318,1.63590666667,24.26419,24.26419,0.104333709755587
"MTMR10",1847,6.12415,2266,8.06453,2432,8.47775,7.55547666667,35.30832,35.30832,0.235634054857674
"MTMR11",358,7.60023,389,8.86408,383,8.54831,8.33754,5.40188,5.40188,1.45856217236187
"MTMR12",608,1.23517,730,1.59179,827,1.76631,1.53109,14.51044,14.51044,0.1631862152202
"MTMR14",997,3.28874,1038,3.67513,1220,4.2309,3.73159,47.94645,47.94645,0.0966687063106722
"MTMR2",1842,3.48136,1984,4.02477,1803,3.58255,3.69622666667,28.56546,28.56546,0.158841657348474
"MTMR3",1536,1.81663,1639,2.08063,1996,2.48184,2.12636666667,15.50985,15.50985,0.189363723272471
"MTMR4",2680,16.499,2691,17.7819,2457,15.9026,16.7278333333,20.75993,20.75993,0.814700843858413
"MTMR6",3603,15.0551,3849,17.2627,3188,14.0048,15.4408666667,25.79494,25.79494,0.6135810218907
"MTMR7",955,1.4292,1191,1.91312,1050,1.65203,1.66478333333,0.99941,0.99941,1.33278483819227
"MTMR9",1913,7.71271,1994,8.62894,2208,9.35899,8.56688,14.56104,14.56104,0.614796954445204
"MTNR1A",1,0.00797239,1,0.00855715,1,0.0083816,0.00830371333333,0,0,1.00830371333333
"MTNR1B",5,0.0569164,2,0.0244364,1,0.0119675,0.0311067666667,0,0,1.0311067666667
"MTO1",563,2.06374,600,2.36068,622,2.39703,2.27381666667,38.92644,38.92644,0.0819962076926969
"MTOR",4100,4.59095,6221,7.47686,5493,6.46646,6.17809,34.82759,34.82759,0.200350902753995
"MTPAP",404,1.09173,508,1.47346,613,1.74154,1.43557666667,23.47984,23.47984,0.0994931611754816
"MTPN",5811,20.0628,5877,21.7789,6216,22.5626,21.4681,39.98911,39.98911,0.548148032489605
"MTR",2355,3.26555,2411,3.58841,2844,4.14603,3.66666333333,38.12944,38.12944,0.119262205984292
"MTRF1",369,1.3655,362,1.43785,342,1.33055,1.37796666667,24.3654,24.3654,0.0937484394754271
"MTRF1L",946,10.7679,935,11.4233,1056,12.6369,11.6093666667,49.99587,49.99587,0.247262507075573
"MTRR",701,2.23312,737,2.52,1014,3.39601,2.71637666667,41.93733,41.93733,0.0865535110513392
"MTSS1",2345,2.30618,2433,2.56822,4899,5.06519,3.31319666667,25.01059,25.01059,0.165824637836743
"MTTP",26,0.0754026,47,0.146302,41,0.125007,0.115570533333,2.60606,2.60606,0.309359947791495
"MTUS1",4162,4.62757,3763,4.49082,4568,5.33968,4.81935666667,207.23239,207.23239,0.0279464528389171
"MTUS2",570,0.145243,550,0.150426,445,0.119211,0.138293333333,111.4407,111.4407,0.0101234991718568
"MTX1",460,15.6772,555,20.3023,421,15.0845,17.0213333333,7.3248,7.3248,2.16477673136892
"MTX2",1118,2.84585,1377,3.76222,1036,2.77248,3.12685,196.70694,196.70694,0.0208735717623266
"MTX3",1013,12.1754,1371,17.687,1285,16.2374,15.3666,4.61753,4.61753,2.91348688836553
"MUC1",175,4.31021,177,4.67923,550,14.2417,7.74371333333,0.40482,0.40482,6.22408090241454
"MUC13",21,0.0758336,12,0.0465119,40,0.151859,0.0914015,0.59459,0.59459,0.684440200929393
"MUC15",12,0.158433,48,0.680216,11,0.152685,0.330444666667,0,0,1.330444666667
"MUC16",10,0.0131849,6,0.00849121,3,0.00415851,0.00861154,0,0,1.00861154
"MUC17",2,0.00900789,3,0.0145029,4,0.0189405,0.01415043,0,0,1.01415043
"MUC20",171,1.47597,426,3.94666,275,2.49546,2.63936333333,3.17535,3.17535,0.871630721575437
"MUC21",0,0,0,0,1,0.0296906,0.00989686666667,0,0,1.00989686666667
"MUC3A",162,1.50427,81,0.8073,71,0.693116,1.001562,6.67961,6.67961,0.260633287367457
"MUC4",24,0.0642975,63,0.181161,65,0.183077,0.142845166667,0.08856,0.08856,1.04986878689921
"MUC5AC",9,0.0364074,2,0.00868396,3,0.0127587,0.0192833533333,0,0,1.0192833533333
"MUC5B",53,0.236762,57,0.273307,228,1.0708,0.526956333333,0,0,1.526956333333
"MUC6",24,0.175459,33,0.258952,57,0.438105,0.290838666667,0.7464,0.7464,0.739142617193655
"MUL1",607,12.1832,610,13.1414,509,10.7406,12.0217333333,18.97617,18.97617,0.651863361860657
"MUS81",627,10.4043,702,12.5032,687,11.985,11.6308333333,18.86231,18.86231,0.63591965553352
"MUSK",107,0.135671,188,0.25586,267,0.355921,0.249150666667,2.21389,2.21389,0.388672501755505
"MUSTN1",77,7.05762,96,9.44451,65,6.26353,7.58855333333,9.28567,9.28567,0.83500183588721
"MUTYH",262,3.90173,293,4.68343,269,4.21159,4.26558333333,6.17358,6.17358,0.734024480570371
"MVD",4489,69.8516,2198,36.7109,1707,27.9253,44.8292666667,1.80906,1.80906,16.3148051898856
"MVK",1293,9.0823,1193,8.99452,643,4.74839,7.60840333333,6.40129,6.40129,1.16309499199869
"MVP",1992,12.5877,1810,12.2766,2403,15.9643,13.6095333333,11.37305,11.37305,1.18075440843608
"MX1",4352,19.5392,4914,23.6807,5794,27.3486,23.5228333333,19.69726,19.69726,1.18483477200847
"MXD1",1348,5.20337,1390,5.75904,1542,6.25774,5.74005,4.41512,4.41512,1.24467232489769
"MXD3",1318,20.3818,1315,21.827,1427,23.2001,21.8029666667,0.32892,0.32892,17.159021360729
"MXD4",2197,26.1489,2134,27.2621,1845,23.0865,25.4991666667,8.81759,8.81759,2.69915189641246
"MXI1",1526,3.34237,2242,5.27079,1966,4.52712,4.38009333333,121.39686,121.39686,0.0439561385261844
"MXRA8",1730,33.2522,1814,37.4242,2201,44.4767,38.3843666667,3.36511,3.36511,9.02253704183858
"MYADM",2592,38.7921,2453,39.4045,1486,23.3811,33.8592333333,38.1927,38.1927,0.889431790443118
"MYADML2",24,0.552481,35,0.864798,19,0.45983,0.625703,1.08797,1.08797,0.778604577651978
"MYB",5,0.0230681,6,0.0297121,7,0.0339529,0.0289110333333,0,0,1.0289110333333
"MYBBP1A",722,7.53706,663,7.4288,803,8.81289,7.92625,6.91998,6.91998,1.12705461377428
"MYBL1",99,0.332134,83,0.29888,144,0.5079,0.379638,4.45307,4.45307,0.253002070393375
"MYBL2",45,0.158891,16,0.0606384,35,0.129925,0.1164848,0,0,1.1164848
"MYBPC1",99,0.146973,147,0.23424,185,0.288744,0.223319,5.14887,5.14887,0.198950213616486
"MYBPC2",18,0.0940647,21,0.117791,22,0.120869,0.110908233333,0,0,1.110908233333
"MYBPH",15,0.326907,34,0.795339,14,0.320774,0.481006666667,0,0,1.481006666667
"MYBPHL",12,0.143128,17,0.217636,24,0.300948,0.220570666667,0,0,1.220570666667
"MYC",935,21.727,615,15.3392,952,23.2575,20.1079,4.9085,4.9085,3.57246340018617
"MYCBP",229,3.67838,240,4.13783,334,5.64035,4.48552,17.8376,17.8376,0.291200577568268
"MYCBP2",6264,3.87453,7118,4.7257,5915,3.84645,4.14889333333,37.23124,37.23124,0.134677644076677
"MYCBPAP",93,0.702786,89,0.72189,95,0.754748,0.726474666667,0.58194,0.58194,1.09136545423151
"MYCT1",196,1.28373,307,2.15823,236,1.62506,1.68900666667,40.93792,40.93792,0.0641187418610651
"MYD88",434,16.6819,395,16.2965,823,33.2579,22.0787666667,8.52662,8.52662,2.42255560384481
"MYEF2",1412,5.6419,1410,6.04714,1458,6.12472,5.93792,15.97793,15.97793,0.408643456534454
"MYF6",1,0.0948936,1,0.101854,1,0.0997642,0.0988372666667,0,0,1.0988372666667
"MYH1",0,0,3,0.0214415,2,0.0140011,0.0118142,0,0,1.0118142
"MYH10",3173,3.54069,3801,4.55257,2849,3.34232,3.81186,16.98999,16.98999,0.267474300986271
"MYH11",735,0.834365,938,1.14291,835,0.996537,0.991270666667,107.13943,107.13943,0.0184139186480546
"MYH13",26,0.0628536,25,0.064869,46,0.11691,0.0815442,0,0,1.0815442
"MYH14",2307,3.29389,2050,3.14164,1527,2.29213,2.90922,9.90556,9.90556,0.358461188604712
"MYH15",70,0.0820982,96,0.12085,133,0.163993,0.122313733333,0.24036,0.24036,0.904829028131349
"MYH3",50,0.303466,108,0.703564,103,0.657226,0.554752,0.73375,0.73375,0.896756741167988
"MYH6",4,0.0265783,8,0.0570555,5,0.0349281,0.0395206333333,489.29412,489.29412,0.00212019804221454
"MYH7",6,0.0457307,11,0.0899891,8,0.064104,0.0666079333333,4791.68439,4791.68439,0.000222549170055677
"MYH7B",269,1.73827,281,1.949,218,1.48101,1.72276,50.70432,50.70432,0.0526602032480071
"MYH8",0,0,3,0.0177855,2,0.0116138,0.00979976666667,0,0,1.00979976666667
"MYH9",8627,14.1129,7379,12.9567,8726,15.0075,14.0257,49.31273,49.31273,0.298646088176889
"MYL1",1,0.00698098,1,0.00749302,1,0.0073393,0.0072711,0.8729,0.8729,0.537813604570452
"MYL12A",1898,37.8688,2110,45.1864,3826,80.2542,54.4364666667,5727.03228,5727.03228,0.00967809955615334
"MYL12B",3795,39.1071,4113,45.4929,4809,52.0999,45.5666333333,499.16173,499.16173,0.0931031515212089
"MYL2",2,0.0328845,3,0.0529448,3,0.0518586,0.0458959666667,48469.42987,48469.42987,2.15780212692943e-05
"MYL3",38,0.14106,68,0.270938,121,0.472219,0.294739,2050.37476,2050.37476,0.00063115673705569
"MYL4",10,0.0751911,12,0.0968475,9,0.0711455,0.0810613666667,38.55957,38.55957,0.0273274296628275
"MYL6B",1779,42.0441,1893,48.0197,1900,47.2085,45.7574333333,16.02854,16.02854,2.74582749509353
"MYL7",6,0.424542,2,0.151894,1,0.0743888,0.2169416,82.49572,82.49572,0.0145748979708181
"MYL9",2067,36.2881,2552,48.0889,3353,61.8864,48.7544666667,210.81256,210.81256,0.234898566292292
"MYLIP",368,3.35486,489,4.78494,782,7.49501,5.21160333333,22.16416,22.16416,0.268155777430738
"MYLK",593,0.377699,689,0.471033,896,0.599981,0.482904333333,17.57193,17.57193,0.0798465390152235
"MYLK2",5,0.0567868,5,0.060952,6,0.0716419,0.0631269,0.06325,0.06325,0.999884222901481
"MYLK3",22,0.0436123,29,0.0617057,31,0.064608,0.056642,73.71608,73.71608,0.0141420963198283
"MYLK4",73,0.146093,114,0.244879,194,0.408175,0.266382333333,1.08797,1.08797,0.606513663191042
"MYLPF",6,0.148512,2,0.0531348,0,0,0.0672156,0,0,1.0672156
"MYNN",421,4.35558,499,5.54121,495,5.38403,5.09360666667,13.65019,13.65019,0.415940453104704
"MYO10",1372,0.873553,1455,0.994348,1550,1.03754,0.968480333333,2.4922,2.4922,0.563679151633068
"MYO15A",151,0.371036,137,0.361327,111,0.286748,0.339703666667,0.41748,0.41748,0.945130560337359
"MYO15B",3349,15.0822,3875,18.731,3285,15.5533,16.4555,0.35422,0.35422,12.8897077284341
"MYO16",111,0.0316932,220,0.0674227,232,0.0696416,0.0562525,1.99882,1.99882,0.352222707598322
"MYO18A",5051,8.07405,4905,8.41576,4309,7.2415,7.91043666667,97.72726,97.72726,0.0902530533782665
"MYO18B",11,0.00665179,25,0.0162266,35,0.0222511,0.0150431633333,53.70255,53.70255,0.018555682748488
"MYO19",786,2.87249,715,2.80467,919,3.53093,3.06936333333,27.52809,27.52809,0.142644086348928
"MYO1A",87,0.670083,108,0.89284,53,0.429164,0.664029,0.0253,0.0253,1.62296791183068
"MYO1B",996,0.965568,1347,1.40162,1489,1.5176,1.29492933333,45.18858,45.18858,0.0496860768036168
"MYO1C",2534,15.5323,2781,18.2967,3069,19.7772,17.8687333333,47.12415,47.12415,0.39208450088573
"MYO1D",616,0.279768,627,0.305651,403,0.192425,0.259281333333,9.88026,9.88026,0.115740003762134
"MYO1E",985,0.715688,1026,0.800157,1330,1.01596,0.843935,9.28567,9.28567,0.17927223019988
"MYO1F",853,2.62356,686,2.26468,1560,5.04435,3.31086333333,0.69579,0.69579,2.54209739020162
"MYO1G",42,0.446665,24,0.273958,312,3.48839,1.40300433333,0.20241,0.20241,1.99848997707105
"MYO1H",1904,3.09073,2010,3.50211,2463,4.20336,3.59873333333,0.10121,0.10121,4.17607298637862
"MYO3A",19,0.0119268,17,0.0114541,30,0.0197984,0.0143931,0.01265,0.01265,1.00172132523577
"MYO3B",273,0.0999793,278,0.109278,305,0.117432,0.108896433333,0,0,1.108896433333
"MYO5A",5750,4.5296,7780,6.57827,6960,5.7642,5.62402333333,4.46572,4.46572,1.21192145469032
"MYO5B",236,0.110724,233,0.117334,421,0.207658,0.145238666667,1.08797,1.08797,0.548493832127377
"MYO5C",271,0.4575,573,1.03829,303,0.537777,0.677855666667,1.6699,1.6699,0.628433898897712
"MYO6",1477,1.51474,2249,2.47565,2285,2.46367,2.15135333333,5.71815,5.71815,0.469080525640243
"MYO7A",449,0.901649,356,0.767329,1143,2.4131,1.36069266667,1.5687,1.5687,0.919022332958306
"MYO7B",207,0.354787,262,0.481991,192,0.345968,0.394248666667,0.65784,0.65784,0.841003152696883
"MYO9A",5908,3.48352,5969,3.77764,4319,2.67731,3.31282333333,7.2742,7.2742,0.521237501308888
"MYO9B",1704,2.14539,1768,2.38923,2335,3.09073,2.54178333333,3.82053,3.82053,0.734729030486274
"MYOC",40,0.404583,18,0.195416,63,0.669926,0.423308333333,1.89762,1.89762,0.491199099030584
"MYOCD",75,0.127134,84,0.152834,82,0.146134,0.142034,24.06178,24.06178,0.0455687505037551
"MYOF",1268,1.2593,1591,1.69598,2529,2.64057,1.86528333333,40.67225,40.67225,0.0687575864833312
"MYOM1",236,0.26894,318,0.388965,268,0.321082,0.326329,1391.9524,1391.9524,0.000952171086391753
"MYOM2",270,0.391419,224,0.348551,114,0.173749,0.304573,1936.55572,1936.55572,0.000673308636512399
"MYOM3",17,0.0529382,6,0.0200545,11,0.0360123,0.036335,276.60925,276.60925,0.00373307085408717
"MYOT",405,3.5269,731,6.83275,506,4.63262,4.99742333333,73.72873,73.72873,0.0802559247739123
"MYOZ1",20,0.354251,31,0.589364,32,0.595895,0.51317,2.10003,2.10003,0.488114631148731
"MYOZ2",77,0.258659,122,0.439883,185,0.653352,0.450631333333,2325.37736,2325.37736,0.000623558051361452
"MYOZ3",43,0.406233,72,0.730095,74,0.734982,0.62377,8.56458,8.56458,0.16976908552179
"MYPN",10,0.0164965,11,0.0194771,19,0.032952,0.0229752,130.04999,130.04999,0.00780599220190707
"MYPOP",184,2.55298,180,2.68067,128,1.86715,2.36693333333,6.33804,6.33804,0.458832785502668
"MYSM1",744,2.29486,1176,3.89341,1452,4.70855,3.63227333333,18.88761,18.88761,0.232922575077146
"MYT1",425,0.530867,371,0.497406,332,0.435987,0.488086666667,0,0,1.488086666667
"MYT1L",518,0.166793,510,0.176262,298,0.10088,0.147978333333,0.11386,0.11386,1.03063071959941
"MZF1",807,12.1067,735,11.8353,868,13.6902,12.5440666667,0.56928,0.56928,8.63075210714468
"MZT1",239,2.16753,288,2.80349,271,2.58389,2.51830333333,10.89232,10.89232,0.295846675276985
"MZT2A",600,3.76453,641,4.31676,492,3.24535,3.77554666667,9.80435,9.80435,0.442002218242652
"MZT2B",714,13.8702,804,16.7642,620,12.6624,14.4322666667,11.82848,11.82848,1.20296922680629
"N4BP1",836,1.7937,1014,2.33519,1072,2.41811,2.18233333333,18.38158,18.38158,0.164193700066248
"N4BP2",129,0.222244,209,0.38648,204,0.369495,0.326073,1.63195,1.63195,0.503836699025437
"N4BP2L1",2204,13.9562,3773,25.6438,3150,20.9702,20.1900666667,18.19182,18.19182,1.10411970655727
"N4BP2L2",2956,4.85034,3886,6.84401,4297,7.41261,6.36898666667,132.37774,132.37774,0.0552489993208012
"N4BP3",270,3.75847,246,3.67555,139,2.03423,3.15608333333,0.40482,0.40482,2.95844544733845
"N6AMT1",659,8.73429,727,10.3423,480,6.68839,8.58832666667,13.0303,13.0303,0.683401400302916
"NAA10",874,26.0736,824,26.385,693,21.7351,24.7312333333,61.12856,61.12856,0.414161109372244
"NAA15",1191,1.75541,1281,2.02654,1366,2.11668,1.96621,28.56546,28.56546,0.100326867905996
"NAA16",461,1.22463,586,1.67086,690,1.92703,1.60750666667,16.07914,16.07914,0.15267201197894
"NAA20",1025,10.9548,1166,13.3757,1215,13.6519,12.6608,117.57633,117.57633,0.115206803921154
"NAA25",908,1.93193,1090,2.48927,1303,2.91466,2.44528666667,14.97852,14.97852,0.215619886364319
"NAA30",798,5.49658,919,6.79432,884,6.40148,6.23079333333,28.79317,28.79317,0.242699697055735
"NAA35",928,1.92275,1122,2.49522,1188,2.5878,2.33525666667,20.55751,20.55751,0.154714374093761
