"Hs_symbol","hDRG1_read","hDRG1_TPM","hDRG2_read","hDRG2_TPM","hDRG3_read","hDRG3_TPM","hDRG_Avg_TPM","Brain_2_Hippocampus","dHs_Avg_TPM","FoldChange"
"NCOA5",715,4.3114,764,4.94477,750,4.75457,4.67024666667,11.28545,11.28545,0.461541633938521
"NCOA6",2099,2.68532,1866,2.56233,2390,3.21454,2.82073,20.72456,20.72456,0.175871456084726
"NCOA7",10047,11.6336,10185,12.6584,7370,8.97185,11.08795,46.1998,46.1998,0.256101720770003
"NCOR1",2453,2.26704,2695,2.67338,2898,2.81578,2.5854,52.13296,52.13296,0.0674797715015313
"NCOR2",5028,3.61216,4125,3.1808,5070,3.82929,3.54075,305.22571,305.22571,0.0148281148568486
"NCR1",3,0.0524464,3,0.0562933,6,0.110277,0.0730055666667,0,0,1.0730055666667
"NCS1",6779,18.2478,6215,17.9567,5411,15.313,17.1725,232.67937,232.67937,0.0777668135616764
"NCSTN",1354,15.1271,1532,18.3712,1708,20.0615,17.8532666667,45.80564,45.80564,0.402799035900374
"NDC80",126,0.4883,108,0.449242,139,0.56633,0.501290666667,2.21975,2.21975,0.466275538991226
"NDE1",706,1.48444,802,1.80997,714,1.57832,1.62424333333,40.07993,40.07993,0.0638813973960034
"NDEL1",4134,9.34519,4191,10.1689,3562,8.46545,9.32651333333,28.25511,28.25511,0.352981524709017
"NDFIP1",10739,41.0865,11653,47.8535,10058,40.4562,43.1320666667,67.2148,67.2148,0.646957356273125
"NDFIP2",1169,2.72472,1554,3.88775,1312,3.21499,3.27582,26.67847,26.67847,0.154481804810743
"NDN",1114,102.106,1267,124.648,1003,96.6511,107.8017,32.79833,32.79833,3.21914425949448
"NDNF",23,0.107409,58,0.290725,28,0.137471,0.178535,1.30695,1.30695,0.51086282754286
"NDOR1",437,6.74115,368,6.09313,415,6.73036,6.52154666667,16.63774,16.63774,0.426446169785358
"NDP",120,0.851498,146,1.11198,133,0.992184,0.985220666667,7.42682,7.42682,0.2355836088426
"NDRG1",15557,41.9076,17368,50.2178,17202,48.7174,46.9476,632.50368,632.50368,0.0756863795960901
"NDRG2",16779,54.1725,18872,65.399,11261,38.2233,52.5982666667,3310.66065,3310.66065,0.0161847098272886
"NDRG3",3430,6.35269,3697,7.34943,2817,5.48515,6.39575666667,68.7292,68.7292,0.10606398276002
"NDRG4",19319,66.4595,20237,74.7238,14141,51.1435,64.1089333333,714.92479,714.92479,0.0909438173432994
"NDST1",2314,5.58408,2166,5.61031,2804,7.11384,6.10274333333,48.37806,48.37806,0.1438441148423
"NDST2",491,8.67488,508,9.63355,832,15.4541,11.2541766667,21.55437,21.55437,0.543317178298485
"NDST3",543,0.421575,524,0.436664,349,0.284865,0.381034666667,2.17826,2.17826,0.43452539020313
"NDST4",319,0.194779,568,0.372255,300,0.19258,0.253204666667,0.82981,0.82981,0.684882401269531
"NDUFA1",1286,46.5044,1402,54.4179,1179,44.8235,48.5819333333,131.13109,131.13109,0.375248045961779
"NDUFA10",2711,3.56376,2958,4.17366,2758,3.81163,3.84968333333,190.5249,190.5249,0.0253214246989817
"NDUFA11",970,13.3107,1009,14.8614,779,11.2384,13.1368333333,282.55109,282.55109,0.0498563886081341
"NDUFA12",760,1.24441,649,1.14061,653,1.12409,1.16970333333,107.4192,107.4192,0.0200121688163167
"NDUFA13",1365,17.9041,1377,19.3862,1069,14.7413,17.3438666667,263.11274,263.11274,0.0694546831277431
"NDUFA2",715,13.8083,767,15.899,729,14.8013,14.8362,81.3631,81.3631,0.192272996038274
"NDUFA3",479,12.8148,567,16.2817,455,12.7976,13.9647,601.07454,601.07454,0.0248552280586387
"NDUFA4",3419,72.7434,3653,83.4228,3257,72.8535,76.3399,893.10623,893.10623,0.0864996768896242
"NDUFA4L2",203,6.10079,160,5.1612,178,5.62404,5.62867666667,73.74957,73.74957,0.0886784588415692
"NDUFA5",2057,17.1875,2431,21.8024,2603,22.866,20.6186333333,128.76612,128.76612,0.166596900125395
"NDUFA6",1161,37.8477,871,30.4765,812,27.8292,32.0511333333,46.1998,46.1998,0.700238842819249
"NDUFA7",331,4.5864,362,5.38386,304,4.42849,4.79958333333,142.47877,142.47877,0.0404211949498173
"NDUFA8",717,7.96713,728,8.6827,606,7.07935,7.90972666667,79.43378,79.43378,0.110770955519808
"NDUFA9",1303,5.03356,1467,6.08278,1304,5.29599,5.47077666667,61.46835,61.46835,0.103584882050991
"NDUFAB1",1280,14.6125,1376,16.8606,1174,14.0903,15.1878,93.31239,93.31239,0.17164022669768
"NDUFAF1",437,5.03353,422,5.21728,489,5.92158,5.39079666667,17.88246,17.88246,0.338451487076896
"NDUFAF2",448,0.376597,517,0.466477,535,0.472815,0.438629666667,398.24767,398.24767,0.0036033514401399
"NDUFAF3",641,36.8726,783,48.3446,557,33.6852,39.6341333333,133.99394,133.99394,0.30100709212058
"NDUFAF4",634,12.9135,740,16.1781,558,11.9489,13.6801666667,29.76952,29.76952,0.47710093191899
"NDUFAF5",606,2.89461,735,3.7683,717,3.6006,3.42117,25.89014,25.89014,0.164416027584832
"NDUFAF6",1777,1.40669,2152,1.82849,2399,1.99654,1.74390666667,19.99848,19.99848,0.130671680363055
"NDUFB1",622,18.7479,658,21.2877,724,22.9424,20.9926666667,187.59982,187.59982,0.116610220872427
"NDUFB10",921,65.9958,1030,79.2199,722,54.3916,66.5357666667,151.17106,151.17106,0.443814787560131
"NDUFB2",1852,10.1063,1855,10.8651,1831,10.5045,10.4919666667,319.14581,319.14581,0.0358960395786532
"NDUFB3",880,10.7372,897,11.7474,801,10.2749,10.9198333333,85.96855,85.96855,0.137059124629536
"NDUFB4",1144,32.3391,1206,36.5923,1131,33.6127,34.1813666667,418.76478,418.76478,0.0838120974958881
"NDUFB5",1453,11.0566,1624,13.2643,2201,17.6082,13.9763666667,210.04624,210.04624,0.0709624898633589
"NDUFB6",893,7.7292,1038,9.6432,990,9.00859,8.79366333333,37.65273,37.65273,0.25337572102488
"NDUFB7",823,24.0069,879,27.5211,633,19.4123,23.6467666667,284.77084,284.77084,0.0862466116791342
"NDUFB8",1740,48.5508,1780,53.3098,1682,49.3413,50.4006333333,345.7413,345.7413,0.148239143515064
"NDUFB9",3011,12.6605,3055,13.7877,4945,21.8597,16.1026333333,281.05743,281.05743,0.0606352874068944
"NDUFC1",500,2.44869,631,3.3169,540,2.78032,2.84863666667,135.73655,135.73655,0.0281463636947839
"NDUFC2",1649,24.9074,1768,28.6636,1462,23.2163,25.5957666667,236.35129,236.35129,0.112052336714496
"NDUFC2-KCTD14",1727,4.79697,1820,5.42608,1528,4.46207,4.89504,5.91241,5.91241,0.852819783548719
"NDUFS1",3655,14.2869,4374,18.3514,4289,17.6257,16.7546666667,27.28008,27.28008,0.627815291424211
"NDUFS2",2291,23.1457,2528,27.4134,2116,22.475,24.3447,166.0247,166.0247,0.151742227347213
"NDUFS3",1494,13.5747,1829,17.8375,1597,15.2553,15.5558333333,149.32472,149.32472,0.110133804561884
"NDUFS4",985,1.40236,1263,1.93005,1165,1.74377,1.69206,299.45851,299.45851,0.00895983941343515
"NDUFS5",1568,32.928,1581,35.6362,1487,32.8298,33.798,310.51576,310.51576,0.111705423828316
"NDUFS6",571,6.56012,575,7.09061,547,6.60695,6.75256,85.94781,85.94781,0.0891633728325072
"NDUFS7",1007,14.5836,993,15.4357,713,10.8558,13.6250333333,255.66517,255.66517,0.0569809816162435
"NDUFS8",663,19.2146,740,23.0192,525,15.9961,19.4099666667,206.64401,206.64401,0.0982930673834511
"NDUFV1",2766,70.0112,2688,73.0273,2138,56.8933,66.6439333333,399.96953,399.96953,0.168700931797237
"NDUFV2",1865,10.2729,1962,11.5998,2088,12.0915,11.3214,145.17566,145.17566,0.0842917350262007
"NDUFV3",816,4.235,779,4.33952,687,3.74851,4.10767666667,53.37768,53.37768,0.0939296539806406
"NEB",277,0.194225,429,0.322867,480,0.353839,0.290310333333,15.87016,15.87016,0.076484771533465
"NECAB1",3138,3.26988,3711,4.1506,2131,2.33454,3.25167333333,105.88405,105.88405,0.0397783704241185
"NECAB2",156,0.798157,182,0.999483,123,0.661617,0.819752333333,70.49256,70.49256,0.0254537301970023
"NECAB3",711,7.14801,680,7.33779,540,5.70752,6.73110666667,49.39458,49.39458,0.153411471365968
"NECAP1",2074,17.3006,2217,19.8499,1962,17.2064,18.1189666667,36.73994,36.73994,0.506597696411282
"NECAP2",789,7.12044,700,6.78061,947,8.985,7.62868333333,25.72418,25.72418,0.322879255166295
"NEDD1",335,1.2571,490,1.97361,634,2.50122,1.91064333333,3.48521,3.48521,0.648942487270384
"NEDD4",437,0.457626,595,0.668786,474,0.52185,0.549420666667,31.53287,31.53287,0.0476263135305001
"NEDD4L",3019,1.47605,3396,1.78216,2743,1.40995,1.55605333333,117.02428,117.02428,0.0216570127208571
"NEDD8",1597,17.9869,1667,20.1524,1612,19.0877,19.0756666667,244.52494,244.52494,0.0817663031164981
"NEDD9",1588,1.39372,1537,1.44791,2071,1.91093,1.58418666667,5.80869,5.80869,0.37954241809658
"NEFH",139201,2176.52,146148,2452.75,97338,1600.08,2076.45,70.49256,70.49256,29.0582684408
"NEFL",118446,3361.34,138501,4218.76,94251,2812,3464.03333333,162.6847,162.6847,21.1689506308775
"NEGR1",3445,0.678818,4142,0.876022,4657,0.964736,0.839858666667,131.29705,131.29705,0.0139070271534173
"NEIL1",911,15.6629,1117,20.6133,774,13.9905,16.7555666667,63.10723,63.10723,0.276966680149805
"NEIL2",863,8.51445,704,7.45519,714,7.40597,7.79187,34.33348,34.33348,0.248825476573493
"NEIL3",22,0.0724305,27,0.095412,26,0.0899933,0.0859452666667,0,0,1.0859452666667
"NEK1",4293,3.41254,5002,4.26776,4402,3.67879,3.78636333333,6.26508,6.26508,0.65881770514984
"NEK10",81,0.0545564,79,0.0571121,176,0.124627,0.0787651666667,5.24856,5.24856,0.172642203430342
"NEK11",280,0.151154,397,0.230034,400,0.227017,0.202735,28.87747,28.87747,0.0402555838898006
"NEK2",28,0.28818,14,0.154659,15,0.162306,0.201715,2.63465,2.63465,0.330627433177885
"NEK3",636,4.08142,709,4.88361,982,6.62528,5.19677,42.88055,42.88055,0.1412190594694
"NEK4",583,1.62951,614,1.84204,654,1.92179,1.79778,12.136,12.136,0.21298568818514
"NEK5",87,0.15918,119,0.233699,166,0.319312,0.237397,1.51441,1.51441,0.49212220759542
"NEK6",910,1.66116,970,1.90056,1923,3.69052,2.41741333333,13.42221,13.42221,0.236954900346757
"NEK7",2250,2.37611,2883,3.2679,2486,2.76009,2.80136666667,115.09497,115.09497,0.0327435948919234
"NEK8",105,1.04467,99,1.05722,115,1.20289,1.10159333333,1.65962,1.65962,0.790185565355201
"NEK9",2284,8.31415,2466,9.63508,2772,10.6085,9.51924333333,33.93932,33.93932,0.301071781973147
"NELL1",316,0.0609234,279,0.0577354,278,0.0563482,0.0583356666667,93.25016,93.25016,0.0112290065785215
"NELL2",760,0.321034,1204,0.545889,679,0.30154,0.389487666667,817.6763,817.6763,0.00169723695026594
"NEMF",2242,5.53691,2810,7.44866,2547,6.613,6.53285666667,51.38613,51.38613,0.143794868349122
"NENF",473,6.13913,581,8.09398,470,6.4133,6.88213666667,324.45661,324.45661,0.0242187020465493
"NEO1",916,0.63127,1089,0.805541,1204,0.872337,0.769716,88.93513,88.93513,0.0196776943559208
"NES",2335,47.1859,2955,64.0949,2191,46.5485,52.6097666667,16.24358,16.24358,3.10896963778403
"NET1",894,3.35873,1251,5.0447,1033,4.08015,4.16119333333,27.92318,27.92318,0.178444878237109
"NETO1",67,0.0930188,31,0.0461953,69,0.100712,0.0799753666667,27.4253,27.4253,0.0379934553607772
"NETO2",523,1.37928,553,1.56537,479,1.32808,1.42424333333,5.66347,5.66347,0.363810947348754
"NEU1",677,22.903,613,22.259,558,19.8462,21.6694,12.28122,12.28122,1.70687632612064
"NEU3",625,3.56645,728,4.4589,657,3.94148,3.98894333333,3.48521,3.48521,1.11230986583237
"NEU4",40,0.813594,12,0.261981,23,0.491829,0.522468,24.33425,24.33425,0.0600952465535786
"NEURL1B",924,3.21059,1244,4.63952,1071,3.91237,3.92082666667,6.92893,6.92893,0.620616737273503
"NEURL2",70,4.59216,50,3.52071,115,7.9315,5.34812333333,6.01614,6.01614,0.904788577954545
"NEURL3",13,0.217038,4,0.0716792,10,0.175522,0.1547464,0.35267,0.35267,0.853679315723717
"NEURL4",1013,12.8556,1040,14.1663,809,10.7937,12.6052,60.45183,60.45183,0.221396173230317
"NEUROD4",1,0.0173934,0,0,3,0.0548584,0.0240839333333,0,0,1.0240839333333
"NEUROG1",1,0.103802,0,0,0,0,0.0346006666667,0,0,1.0346006666667
"NEUROG2",23,1.50772,47,3.30698,17,1.1716,1.99543333333,0.56012,0.56012,1.92000188019511
"NEUROG3",1,0.101275,0,0,0,0,0.0337583333333,0.60161,0.60161,0.645449474799296
"NEXN",218,0.687655,221,0.74825,439,1.45585,0.963918333333,5.06186,5.06186,0.32397949364271
"NF1",5451,3.31587,5731,3.7419,5785,3.69967,3.58581333333,31.63659,31.63659,0.140511411680264
"NF2",708,1.30138,699,1.37908,671,1.29667,1.32571,25.24704,25.24704,0.088608467850089
"NFAM1",162,0.544401,82,0.295773,324,1.14469,0.661621333333,1.14099,1.14099,0.77609953027945
"NFASC",5540,4.98441,4798,4.63345,4869,4.60555,4.74113666667,101.36157,101.36157,0.0560868367559231
"NFAT5",2059,2.57718,2843,3.8195,2810,3.69772,3.3648,2.92509,2.92509,1.11202545674112
"NFATC1",377,0.493456,422,0.59287,406,0.55869,0.548338666667,4.93738,4.93738,0.260778098532855
"NFATC2",507,0.50361,706,0.752717,929,0.970153,0.74216,0.95428,0.95428,0.891458746955401
"NFATC2IP",1055,11.3135,1225,14.1,1349,15.2087,13.5407333333,17.2601,17.2601,0.796311812821397
"NFATC3",618,0.747109,618,0.801908,908,1.15404,0.901019,3.00807,3.00807,0.474297854079395
"NFATC4",576,7.2227,612,8.237,637,8.39759,7.95243,20.70382,20.70382,0.412481765882688
"NFE2",4,0.0784723,6,0.126342,7,0.144375,0.116396433333,2.01229,2.01229,0.370613862985636
"NFE2L1",15066,199.139,13985,198.409,10172,141.352,179.633333333,274.10775,274.10775,0.656591220469071
"NFE2L2",2685,2.84106,2976,3.37994,3785,4.21056,3.47718666667,48.35731,48.35731,0.0907096976449892
"NFE2L3",451,2.25499,581,3.11806,781,4.10541,3.15948666667,2.01229,2.01229,1.38083871960203
"NFIA",1524,0.44557,2072,0.650221,2276,0.699586,0.598459,15.08184,15.08184,0.0993952806395288
"NFIB",949,0.522762,1128,0.666941,979,0.566969,0.585557333333,10.97427,10.97427,0.132413694808368
"NFIC",4001,4.51488,3531,4.27677,3715,4.40732,4.39965666667,64.95356,64.95356,0.0818705869200995
"NFIL3",755,8.91924,464,5.88355,793,9.84901,8.21726666667,6.80446,6.80446,1.18102555034813
"NFIX",509,0.861737,597,1.08486,644,1.14625,1.030949,153.51528,153.51528,0.0131440010334253
"NFKB1",827,1.24578,938,1.51663,975,1.54412,1.43551,12.65464,12.65464,0.178365009989278
"NFKB2",358,7.43224,337,7.50943,343,7.48633,7.476,7.92471,7.92471,0.949722736088904
"NFKBIA",1756,94.7118,1633,94.538,1579,89.5365,92.9287666667,74.22671,74.22671,1.24860925948642
"NFKBIB",292,5.54841,259,5.28234,272,5.43367,5.42147333333,46.1998,46.1998,0.13604874031945
"NFKBID",815,9.71809,251,3.21246,217,2.72033,5.21696,5.85018,5.85018,0.907561553127071
"NFKBIE",170,3.89595,157,3.86193,138,3.32493,3.69427,8.81676,8.81676,0.478189341493527
"NFKBIL1",193,2.81914,246,3.85687,199,3.05598,3.24399666667,29.64504,29.64504,0.138488860405142
"NFKBIZ",1390,7.35141,1460,8.28799,1268,7.05039,7.56326333333,5.26931,5.26931,1.36590204238265
"NFRKB",642,3.50984,637,3.73793,631,3.62676,3.62484333333,4.60546,4.60546,0.825060447015945
"NFS1",699,3.90093,761,4.55844,658,3.8606,4.10665666667,34.39572,34.39572,0.144273281251801
"NFU1",516,2.1525,570,2.55217,570,2.49981,2.40149333333,63.68809,63.68809,0.0525829922220613
"NFX1",1063,2.30272,1200,2.79016,1339,3.04948,2.71412,18.00693,18.00693,0.195408727237907
"NFXL1",283,0.733148,344,0.956542,392,1.06765,0.919113333333,4.81291,4.81291,0.33014674807162
"NFYA",533,3.44461,518,3.59321,602,4.09022,3.70934666667,12.69613,12.69613,0.343845061829144
"NFYB",760,6.27582,782,6.93113,1027,8.91591,7.37428666667,39.91397,39.91397,0.204680373639371
"NFYC",725,1.58408,777,1.82222,770,1.76876,1.72502,41.88478,41.88478,0.0635428233513149
"NGB",59,1.76797,57,1.83332,46,1.44917,1.68348666667,1.95006,1.95006,0.909637996064487
"NGDN",432,1.87858,526,2.45511,507,2.31788,2.21719,27.81946,27.81946,0.111632556612789
"NGEF",84,0.10906,89,0.124027,83,0.113293,0.11546,24.16828,24.16828,0.0443200727264636
"NGF",165,0.550954,88,0.315395,191,0.670506,0.512285,1.68037,1.68037,0.564207553434787
"NGFR",28035,248.412,17740,168.72,18928,176.325,197.819,8.21514,8.21514,21.5752555034432
"NGLY1",1084,2.66363,1203,3.17286,1205,3.11294,2.98314333333,12.84135,12.84135,0.287771303617783
"NGRN",3608,50.4938,4207,63.1953,3380,49.7309,54.4733333333,232.40968,232.40968,0.237665093124244
"NHEJ1",281,0.573828,262,0.574272,244,0.523846,0.557315333333,16.76221,16.76221,0.0876757640706309
"NHLH1",36,1.08884,35,1.13624,27,0.858549,1.02787633333,0.29043,0.29043,1.57147333317576
"NHLH2",86,1.99232,124,3.08336,62,1.51005,2.19524333333,3.46447,3.46447,0.715704962365074
"NHLRC1",96,7.49379,97,8.12723,70,5.74469,7.12190333333,3.2985,3.2985,1.88947384746539
"NHLRC2",659,1.84103,941,2.82166,954,2.80195,2.48821333333,1.43143,1.43143,1.43463448807081
"NHLRC3",690,10.212,904,14.3605,1378,21.4412,15.3379,18.23513,18.23513,0.849378195000501
"NHLRC4",18,1.26238,18,1.35497,15,1.10598,1.24111,0.37342,0.37342,1.63177323761122
"NHP2",861,33.3664,832,34.6075,838,34.142,34.0386333333,143.53678,143.53678,0.242420187673338
"NHS",462,0.22384,585,0.304222,763,0.388649,0.305570333333,0.49789,0.49789,0.87160628172496
"NHSL1",299,0.193085,292,0.202395,414,0.28107,0.225516666667,3.69266,3.69266,0.261156074948324
"NHSL2",1576,1.09721,1602,1.19711,1935,1.41629,1.23687,0.6846,0.6846,1.3278345007717
"NICN1",686,18.7813,725,21.3049,589,16.9533,19.0131666667,47.56899,47.56899,0.412056471973166
"NID1",3900,7.63134,4068,8.54393,7238,14.8899,10.3550566667,2.80062,2.80062,2.98768534257569
"NID2",1286,3.48715,1553,4.52003,1901,5.41938,4.47552,5.12409,5.12409,0.894095285993511
"NIF3L1",441,5.27254,501,6.42923,572,7.18977,6.29718,14.87439,14.87439,0.459682545282055
"NIN",1184,1.85745,1642,2.7649,1321,2.17874,2.26703,4.2113,4.2113,0.626912670542859
"NINJ1",576,7.88857,634,9.31978,685,9.8629,9.02375,38.50329,38.50329,0.253744688100662
"NINJ2",218,0.382819,329,0.620117,305,0.563087,0.522007666667,75.96932,75.96932,0.0197742122012641
"NINL",316,0.41559,391,0.551944,386,0.533708,0.500414,8.73377,8.73377,0.154145207869099
"NIP7",332,11.3481,329,12.0704,369,13.2602,12.2262333333,11.82483,11.82483,1.03129892039894
"NIPA1",3800,11.7027,4100,13.5527,3258,10.5485,11.9346333333,33.08877,33.08877,0.379439719687745
"NIPA2",1117,6.56061,1168,7.36333,1419,8.76217,7.56203666667,16.20209,16.20209,0.497732349189546
"NIPAL1",251,0.347923,269,0.400223,213,0.310404,0.35285,0.18671,0.18671,1.14000050559951
"NIPAL2",1156,1.9313,1449,2.59837,1449,2.54506,2.35824333333,3.42298,3.42298,0.759271652444732
"NIPAL3",6005,18.3484,4959,16.2637,3808,12.2326,15.6149,102.93822,102.93822,0.159853613040516
"NIPAL4",13,0.154506,14,0.178596,12,0.149942,0.161014666667,8.25663,8.25663,0.125425199739754
"NIPBL",1799,1.65722,2228,2.20295,2251,2.18003,2.0134,22.63313,22.63313,0.127507443999166
"NIPSNAP1",1061,6.98928,1154,8.1595,909,6.29534,7.14804,40.57782,40.57782,0.195970832525611
"NISCH",3552,16.3508,3242,16.0185,3232,15.6414,16.0035666667,84.64085,84.64085,0.198545047914634
"NIT1",1076,25.5402,1093,27.8467,1104,27.5499,26.9789333333,38.15062,38.15062,0.714648537706427
"NIT2",828,5.37795,1012,7.05517,971,6.63047,6.35453,17.82022,17.82022,0.390778109926451
"NKAIN1",52,0.151046,63,0.19642,66,0.201552,0.183006,22.92356,22.92356,0.0494494130472221
"NKAIN2",1732,0.29613,2241,0.411261,1361,0.244642,0.317344333333,503.23967,503.23967,0.00261253608493953
"NKAIN3",1112,0.258654,1959,0.489091,1389,0.339668,0.362471,16.76221,16.76221,0.0767061643793199
"NKAIN4",1784,9.76664,1883,11.0647,843,4.85195,8.56109666667,47.73495,47.73495,0.19618562585311
"NKAP",552,4.17824,546,4.43596,588,4.67919,4.43113,12.8206,12.8206,0.392973532263433
"NKAPL",64,6.72728,62,6.99506,56,6.1885,6.63694666667,0.95428,0.95428,3.90780577331293
"NKD1",340,0.588947,361,0.671189,336,0.611892,0.624009333333,35.39149,35.39149,0.0446260742094649
"NKD2",169,0.979502,126,0.783844,143,0.87135,0.878232,9.37688,9.37688,0.181001611274294
"NKG7",15,2.39095,6,1.02653,31,5.19493,2.87080333333,4.79217,4.79217,0.668282065845788
"NKIRAS1",10887,34.6237,12202,41.6521,12697,42.4526,39.5761333333,20.70382,20.70382,1.86953878779404
"NKIRAS2",502,6.1487,511,6.71802,522,6.72184,6.52952,13.31849,13.31849,0.525859919586493
"NKPD1",4,0.0777477,9,0.187763,10,0.204346,0.1566189,0.04149,0.04149,1.11054249200664
"NKRF",408,3.93645,390,4.03877,321,3.25602,3.74374666667,9.58433,9.58433,0.448185824390396
"NKTR",2741,9.95924,4099,15.9858,4330,16.5403,14.16178,59.39382,59.39382,0.251048534436139
"NKX2-8",3,0.200727,8,0.574532,6,0.422059,0.399106,0.29043,0.29043,1.084216888944
"NKX3-1",100,4.11832,102,4.5088,118,5.10905,4.57872333333,0.29043,0.29043,4.32315068103655
"NKX6-1",3,0.0810794,0,0,4,0.113655,0.0649114666667,0.6846,0.6846,0.632144999802149
"NKX6-2",122,7.17861,178,11.2419,221,13.6713,10.69727,287.32251,287.32251,0.0405700893766498
"NKX6-3",3,0.0929086,2,0.0664821,4,0.130236,0.0965422333333,0.16596,0.16596,0.940462994728207
"NLE1",316,4.06666,357,4.93128,261,3.53126,4.1764,8.75452,8.75452,0.530666808822987
"NLGN1",449,0.088099,795,0.16743,589,0.1215,0.125676333333,23.04804,23.04804,0.0468094835725905
"NLGN2",1363,15.8881,1212,15.1642,1404,17.206,16.0861,43.81409,43.81409,0.381266249074789
"NLGN3",1234,8.17484,1505,10.7014,895,6.2334,8.36988,50.14141,50.14141,0.183215128405728
"NLK",1611,1.81991,1474,1.78728,1860,2.20905,1.93874666667,46.6562,46.6562,0.061665568523508
"NLN",869,1.01533,974,1.22148,1196,1.46912,1.23531,5.7257,5.7257,0.332353509671856
"NLRC3",114,0.51903,101,0.493571,178,0.852012,0.621537666667,0.95428,0.95428,0.82973661229046
"NLRC4",378,1.59972,241,1.09473,372,1.65513,1.44986,0.29043,0.29043,1.89848345125268
"NLRC5",771,1.43219,929,1.85226,1333,2.60324,1.96256333333,13.06954,13.06954,0.210565756473204
"NLRP1",656,0.955037,772,1.20635,679,1.03926,1.06688233333,180.91983,180.91983,0.0113615010157496
"NLRP10",1,0.0221418,5,0.118829,2,0.0465566,0.0625091333333,0,0,1.0625091333333
"NLRP12",27,0.153185,18,0.109614,37,0.220695,0.161164666667,3.27776,3.27776,0.271442218980728
"NLRP14",16,0.0549552,9,0.0331796,11,0.0397209,0.0426185666667,0.12447,0.12447,0.927208877663877
"NLRP2",60,0.218315,91,0.355397,156,0.596753,0.390155,1.70112,1.70112,0.514658734154721
"NLRP3",289,1.53212,173,0.984424,347,1.93403,1.48352466667,3.13254,3.13254,0.600968089037251
"NLRP4",5,0.0192756,8,0.0331032,10,0.0405301,0.0309696333333,0.14522,0.14522,0.900237188778837
"NLRP5",9,0.0253248,3,0.00906078,7,0.0207081,0.01836456,0,0,1.01836456
"NLRP6",9,0.224774,3,0.0804201,40,1.05027,0.451821366667,0.08298,0.08298,1.34058003533491
"NLRP9",23,0.134092,32,0.200247,34,0.208398,0.180912333333,0,0,1.180912333333
"NLRX1",250,2.503,216,2.32121,272,2.86304,2.56241666667,5.37303,5.37303,0.558983194284351
"NMB",1415,71.9648,1355,73.9679,711,38.0165,61.3164,18.08991,18.08991,3.26436321596068
"NMBR",101,0.579081,113,0.695404,127,0.765526,0.680003666667,0.18671,0.18671,1.4156817307236
"NMD3",778,0.913186,889,1.12001,1071,1.32162,1.118272,11.14023,11.14023,0.174483679469005
"NME1",1072,21.059,1206,25.429,1053,21.7475,22.7451666667,129.32625,129.32625,0.18219788159868
"NME1-NME2",3818,36.7392,4064,41.9748,3967,40.1324,39.6154666667,97.85562,97.85562,0.410856425428317
"NME2",2729,75.5194,2841,84.3852,2900,84.3706,81.4250666667,162.10383,162.10383,0.505353348641169
"NME3",399,48.2387,469,60.8606,305,38.7669,49.2887333333,107.14951,107.14951,0.464992706238798
"NME4",336,4.30249,360,4.94793,370,4.98105,4.74382333333,126.75383,126.75383,0.0449600871717897
"NME5",365,2.62743,395,3.05194,360,2.72445,2.80127333333,20.62084,20.62084,0.175815247387706
"NME6",370,5.89554,386,6.6016,374,6.26515,6.25409666667,14.35575,14.35575,0.472402628765772
"NME7",1397,1.03669,1563,1.24495,1379,1.07585,1.11916333333,343.729,343.729,0.00614733118864383
"NME8",47,0.158508,30,0.108596,49,0.173735,0.146946333333,7.0949,7.0949,0.141687523420055
"NME9",611,1.5594,662,1.81349,797,2.13852,1.83713666667,3.07031,3.07031,0.697032085190072
"NMI",325,2.92289,322,3.10832,541,5.11523,3.71548,3.94161,3.94161,0.954239610167536
"NMNAT1",350,1.45327,350,1.55986,309,1.34888,1.45400333333,12.98656,12.98656,0.175454388593764
"NMNAT2",3932,4.03727,3758,4.14163,2654,2.86492,3.68127333333,26.88592,26.88592,0.167872293018484
"NMNAT3",311,0.461069,424,0.674701,406,0.632804,0.589524666667,18.29736,18.29736,0.082370058218689
"NMRAL1",495,2.53714,505,2.77825,542,2.92064,2.74534333333,66.01157,66.01157,0.0558909951420329
"NMRK1",607,3.83586,1011,6.8575,1291,8.57706,6.42347333333,23.33847,23.33847,0.305009860247172
"NMRK2",1,0.0187566,4,0.0805295,4,0.0788774,0.0593878333333,2.55167,2.55167,0.298278790916189
"NMT1",2975,9.05342,2867,9.3647,2670,8.54231,8.98681,33.6074,33.6074,0.28857440894144
"NMT2",994,2.6267,1008,2.85907,832,2.31145,2.59907333333,19.39686,19.39686,0.176452323216907
"NMU",10,0.0421266,24,0.10852,24,0.106293,0.0856465333333,2.90434,2.90434,0.278061473471393
"NMUR1",6,0.144399,16,0.413308,16,0.404829,0.320845333333,0.14522,0.14522,1.15335510498681
"NMUR2",2,0.00835141,1,0.00448199,3,0.0131701,0.00866783333333,0.60161,0.60161,0.629783676009347
"NNMT",1121,3.52867,771,2.60496,3261,10.7918,5.64181,12.48868,12.48868,0.492398811447821
"NNT",1413,2.35737,1648,2.9511,1818,3.18873,2.8324,18.19363,18.19363,0.199670411485477
"NOA1",312,3.82311,339,4.45864,348,4.48311,4.25495333333,4.8544,4.8544,0.897607497494192
