"Hs_symbol","hDRG1_read","hDRG1_TPM","hDRG2_read","hDRG2_TPM","hDRG3_read","hDRG3_TPM","hDRG_Avg_TPM","Brain_1_Nucleus_accumbens","Brain_1_Caudate_nucleus","Brain_1_Frontal_cortex","dHs_Avg_TPM","FoldChange"
"ABCC2",51,0.127363,49,0.131343,94,0.246796,0.168500666667,0.76203,0.4974,0.26218,0.507203333333333,0.775277390133382
"ABCC3",107,0.325222,68,0.221843,216,0.690221,0.412428666667,0.34788,1.1606,1.76972,1.09273333333333,0.674920518620146
"ABCC4",589,0.365351,764,0.508661,1042,0.679517,0.517843,2.20326,1.54746,0.76469,1.50513666666667,0.605892293301363
"ABCC5",4107,7.32087,3602,6.89163,3384,6.34171,6.85140333333,56.07537,36.86278,41.27163,44.7365933333333,0.171665678641785
"ABCC6",60,0.140518,55,0.138256,50,0.123109,0.133961,1.49093,1.93433,0.74285,1.38937,0.474585769470614
"ABCC8",325,0.672859,385,0.855543,185,0.402671,0.643691,81.60333,51.53605,127.72577,86.95505,0.0186878524882881
"ABCC9",94,0.113153,173,0.223523,310,0.392316,0.242997333333,4.50591,6.68725,4.85035,5.34783666666667,0.195814322044571
"ABCD1",264,2.31762,256,2.41223,305,2.81498,2.51494333333,5.74835,9.11898,4.91589,6.59440666666667,0.462833172834656
"ABCD2",242,0.605942,370,0.994392,336,0.88449,0.828274666667,2.31922,2.81859,2.81844,2.65208333333333,0.500611431831238
"ABCD3",2126,3.70381,2650,4.95531,2365,4.33166,4.33026,15.57189,20.36572,16.73588,17.55783,0.287224314480734
"ABCD4",1255,12.3263,1060,11.1747,982,10.14,11.2136666667,152.14069,105.3933,111.73274,123.08891,0.0984267382693586
"ABCE1",1529,8.55123,1799,10.7992,1859,10.9305,10.0936433333,13.71652,12.73894,10.83681,12.4307566666667,0.825987962452848
"ABCF1",1386,9.38973,1319,9.59125,1352,9.62952,9.53683333333,49.05146,56.31661,38.89016,48.0860766666667,0.214660328322499
"ABCF2",1281,11.5773,1339,12.9891,1269,12.0575,12.2079666667,28.19506,21.08419,28.0315,25.77025,0.493382268253005
"ABCF2",1264,14.0453,1300,15.5048,1236,14.4391,14.6630666667,28.19506,21.08419,28.0315,25.77025,0.585092282167705
"ABCF3",1334,29.1675,1379,32.363,1039,23.8835,28.4713333333,78.67118,63.80522,52.65465,65.0436833333333,0.446240001251192
"ABCG1",450,0.805841,586,1.12635,828,1.55885,1.16368033333,18.12303,12.51787,7.14443,12.59511,0.159151366434696
"ABCG2",670,0.82732,1233,1.63419,582,0.755544,1.07235133333,17.85798,27.32931,8.2587,17.81533,0.110141641593849
"ABCG4",401,5.1503,416,5.73484,237,3.20018,4.69510666667,5.40046,4.36606,10.35614,6.70755333333333,0.738899417282008
"ABCG5",8,0.0529511,20,0.142087,8,0.055669,0.0835690333333,0.28162,0.1658,0.28403,0.243816666666667,0.871164587492771
"ABCG8",24,0.0821356,29,0.106527,16,0.0575676,0.0820767333333,0.29819,0,0.15294,0.150376666666667,0.940628200038799
"ABHD1",84,2.08923,91,2.42934,76,1.98727,2.16861333333,10.0886,9.45058,8.8923,9.47716,0.302430556880872
"ABHD10",991,12.057,1290,16.846,1040,13.3026,14.0685333333,22.52954,22.41058,17.95939,20.9665033333333,0.685977786479748
"ABHD11",188,11.8397,190,12.8433,172,11.3881,12.0237,16.91372,21.94082,33.27512,24.04322,0.520048939393576
"ABHD12",4523,8.22282,4462,8.70692,3868,7.39297,8.10757,139.31873,160.19007,140.39784,146.635546666667,0.0616895470341109
"ABHD12B",111,0.589088,70,0.398745,127,0.708596,0.565476333333,20.59134,26.11344,20.07868,22.2611533333333,0.0673000306949383
"ABHD13",357,3.93437,470,5.55962,462,5.35287,4.94895333333,2.55114,2.18303,2.97138,2.56851666666667,1.66706614793168
"ABHD14A",256,4.57571,307,5.88975,216,4.05892,4.84146,100.62092,85.88421,147.54227,111.349133333333,0.0519938145198569
"ABHD14A-ACY1",514,6.20219,530,6.86433,401,5.08703,6.05118333333,1.17617,2.54226,0.61176,1.44339666666667,2.885811963945
"ABHD14B",619,7.25763,689,8.6709,638,7.86436,7.93096333333,17.4604,16.66286,17.12915,17.0841366666667,0.493856217631438
"ABHD15",318,8.55867,325,9.38864,418,11.8275,9.92493666667,2.79963,4.11736,1.83527,2.91742,2.78880913118073
"ABHD16A",1232,13.1221,1310,14.9763,1014,11.3545,13.1509666667,76.41823,54.02305,65.08639,65.17589,0.213838705708378
"ABHD16B",39,4.56959,46,5.7851,51,6.28234,5.54567666667,8.61424,10.05851,6.77301,8.48192,0.690332408063979
"ABHD2",17724,26.9491,16264,26.543,12739,20.3636,24.6185666667,19.76305,20.08939,15.7964,18.5496133333333,1.31043853552943
"ABHD3",1424,4.61714,1403,4.88271,1271,4.33258,4.61081,9.04495,19.39856,10.05027,12.83126,0.405661523245171
"ABHD4",738,8.60724,755,9.45138,690,8.46048,8.8397,36.0804,28.37937,21.43328,28.6310166666667,0.332074329770438
"ABHD5",469,1.85103,419,1.77498,452,1.8755,1.83383666667,7.91847,8.78738,8.08391,8.26325333333333,0.305922397315054
"ABHD6",462,1.38769,518,1.67002,434,1.3705,1.47607,19.4483,16.1931,16.18967,17.2770233333333,0.13547446730476
"ABHD8",802,7.73824,756,7.82943,603,6.11679,7.22815333333,83.24335,93.48336,137.25167,104.65946,0.0778742701631259
"ABI1",1701,2.59542,1851,3.03145,2269,3.63979,3.08888666667,43.51847,43.99217,49.00597,45.5055366666667,0.087922577820734
"ABI2",4245,6.20636,4621,7.25163,4889,7.5148,6.99093,73.75113,74.22297,58.16045,68.7115166666667,0.114628548941339
"ABI3",335,4.56685,245,3.58491,572,8.19797,5.44991,6.44411,3.67523,2.97138,4.36357333333333,1.20253972476061
"ABI3BP",385,0.275246,801,0.614658,1404,1.05528,0.648394666667,23.63946,15.9444,9.15448,16.2461133333333,0.0955806467699002
"ABL1",1330,1.3303,1558,1.67265,1785,1.87704,1.62666333333,25.67705,28.43464,26.69875,26.9368133333333,0.094021580127607
"ABL2",1534,2.05583,1795,2.58207,2285,3.21949,2.61913,8.54797,5.94115,4.17305,6.22072333333333,0.501214328943038
"ABLIM1",9790,5.07585,10498,5.84216,8705,4.74497,5.22099333333,67.88682,57.25614,45.24804,56.797,0.10763522904874
"ABLIM2",835,0.75378,569,0.551329,725,0.688072,0.664393666667,193.90317,178.5662,144.28686,172.252076666667,0.00960677469897956
"ABLIM3",3540,5.19431,3148,4.95792,2904,4.47981,4.87734666667,18.85193,25.06338,17.26024,20.39185,0.274747002557984
"ABO",280,1.90898,318,2.32708,308,2.20766,2.14790666667,0.89456,2.68043,0.69915,1.42471333333333,1.2982593131298
"ABR",3546,2.7384,3554,2.94588,3798,3.08355,2.92261,299.60981,317.03652,304.52305,307.05646,0.0127334125698906
"ABRA",10,0.16233,32,0.557555,60,1.02397,0.581285,0.14909,0.05527,0,0.06812,1.48043759128188
"ABRACL",136,1.63203,150,1.93206,207,2.61154,2.05854333333,18.95132,11.68887,21.1711,17.27043,0.167404014756631
"ABT1",253,11.6712,303,15.003,253,12.2703,12.9815,8.41545,8.04128,6.16125,7.53932666666667,1.63730707885633
"ABTB1",1543,33.7288,1425,33.4342,937,21.5334,29.5654666667,115.24856,79.80489,91.19524,95.41623,0.317015783200608
"ABTB2",364,0.307165,368,0.333318,470,0.416971,0.352484666667,6.80856,6.24512,9.94102,7.6649,0.156087740962619
"AC004386.4",22,26.1454,23,29.3387,17,21.2403,25.5748,0,0,0,0,26.5748
"AC004593.2",698,0.310811,700,0.334564,695,0.32536,0.323578333333,0,0,0,0,1.323578333333
"AC006030.1",3776,4.34635,3514,4.34146,3423,4.14227,4.27669333333,0,0,0,0,5.27669333333
"AC009951.2",6,8.18902,5,7.32472,1,1.43489,5.64954333333,4.17459,0,0,1.39153,2.78045574729566
"AC013267.1",0,0,0,0,1,2.04073,0.680243333333,0,0,0,0,1.680243333333
"AC020922.1",1,0.02421,3,0.0779571,1,0.0254526,0.0425399,5.16854,3.73049,2.90584,3.93495666666667,0.211256140715859
"AC023271.1",1,1.30372,0,0,0,0,0.434573333333,0,0,0,0,1.434573333333
"AC040160.1",503,7.32891,416,6.50587,572,8.76205,7.53227666667,0.39758,0.52503,0.58991,0.504173333333333,5.67240255999087
"AC073082.1",160,0.226452,281,0.426877,344,0.511861,0.388396666667,0.14909,0.11053,0.28403,0.181216666666667,1.17539542562076
"AC092143.1",35977,371.287,32757,362.852,22575,244.935,326.358,0,0,0,0,327.358
"AC105052.1",4037,11.6867,4811,14.949,2513,7.64831,11.4280033333,0.13253,0.4145,0,0.182343333333333,10.5113320157709
"AC138647.1",1,0.0426095,0,0,0,0,0.0142031666667,0,0.27633,8.95785,3.07806,0.24869746072071
"ACAA1",1192,6.10428,1253,6.88731,1152,6.20224,6.39794333333,99.64354,88.26067,80.7517,89.55197,0.0816983146068495
"ACAA2",1316,7.23196,1158,6.83045,1297,7.49339,7.18526666667,63.01646,61.15243,33.38436,52.51775,0.152944895229527
"ACACA",4300,2.33406,4641,2.70393,4008,2.28723,2.44174,36.95839,37.99575,40.70358,38.5525733333333,0.0870168413820862
"ACACB",3042,3.50477,3493,4.31955,2522,3.0548,3.62637333333,20.49195,31.50193,31.19952,27.7311333333333,0.16102300176104
"ACAD10",802,1.97192,897,2.36727,684,1.76811,2.03576666667,24.91503,22.63165,26.08699,24.5445566666667,0.118842018136545
"ACAD11",1114,1.90902,1115,2.05088,1118,2.01421,1.99137,18.22243,17.18789,9.94102,15.1171133333333,0.185602094998815
"ACAD8",819,11.575,885,13.4252,746,11.0844,12.0282,43.56816,32.08223,31.52725,35.72588,0.354741669906888
"ACAD9",1039,4.97676,1126,5.78908,1091,5.49407,5.41997,27.96314,25.78184,27.98781,27.2442633333333,0.227301732894668
"ACADL",894,4.07549,1008,4.93223,2279,10.9226,6.64344,1.32527,1.63036,0.52436,1.15999666666667,3.53863509048625
"ACADM",1245,3.43988,1406,4.16965,1536,4.46173,4.02375333333,52.48059,49.82279,36.42129,46.2415566666667,0.106341824609576
"ACADS",317,3.89038,354,4.66312,259,3.34173,3.96507666667,17.75858,19.89596,16.93251,18.1956833333333,0.25865589572673
"ACADSB",866,3.0667,1330,5.05528,1095,4.07667,4.06621666667,15.12461,11.57834,8.215,11.6393166666667,0.400829949931629
"ACADVL",7556,162.126,6596,151.908,4694,105.887,139.973666667,850.20868,1070.84452,774.50407,898.51909,0.156721150483866
"ACAN",7,0.0170047,96,0.250313,28,0.0715101,0.1129426,0.71233,1.18823,1.63863,1.17973,0.510587366325187
"ACAP1",124,1.44911,135,1.69337,286,3.51385,2.21877666667,120.28457,95.39005,24.71054,80.1283866666667,0.0396750976929325
"ACAP2",1382,1.43455,1840,2.05005,1856,2.02545,1.83668333333,6.75886,7.87548,5.09068,6.57500666666667,0.374479318389599
"ACAP3",1458,14.7916,1582,17.2268,1149,12.2551,14.7578333333,343.22767,247.20724,247.32393,279.252946666667,0.0562271816254706
"ACAT1",1814,10.2528,2004,12.1575,1738,10.3275,10.9126,91.26122,90.63713,80.1181,87.3388166666667,0.134851251686452
"ACAT2",4118,42.1497,3190,35.046,2391,25.7292,34.3083,14.59451,10.77698,17.1073,14.1595966666667,2.3291055017075
"ACBD3",1022,4.24464,1115,4.97056,1412,6.16543,5.12687666667,8.61424,9.22951,9.74439,9.19604666666667,0.600907083595472
"ACBD4",398,6.0033,374,6.05507,392,6.21629,6.09155333333,37.10748,34.87319,34.97929,35.65332,0.193476425418762
"ACBD5",1433,5.33589,1976,7.89747,1715,6.71371,6.64902333333,27.4496,28.9044,23.68367,26.6792233333333,0.27634530207784
"ACBD6",1053,0.788498,1177,0.945995,1134,0.892737,0.875743333333,159.59532,134.10426,263.79763,185.832403333333,0.0100397109916015
"ACBD7",50,0.656665,111,1.56472,52,0.717985,0.97979,60.8629,83.23141,60.76041,68.2849066666667,0.028574621735797
"ACCS",561,5.35173,673,6.89107,851,8.53491,6.92590333333,16.40018,12.6284,11.6015,13.54336,0.544984331910233
"ACCSL",0,0,0,0,1,0.0153093,0.0051031,0,0.0829,0,0.0276333333333333,0.978075610626358
"ACD",257,13.5889,202,11.4642,154,8.5607,11.2046,21.63499,14.56273,22.17613,19.45795,0.596570037564859
"ACE",115,0.942326,128,1.12578,299,2.5758,1.54796866667,35.79878,27.88197,7.51585,23.7322,0.103022321777683
"ACE2",22,0.0934765,3,0.0136817,17,0.0759393,0.0610325,0.66263,0.829,0,0.49721,0.708673132025568
"ACER1",15,0.095391,7,0.0477809,21,0.140402,0.0945246333333,0.6295,0.3316,0.37142,0.444173333333333,0.757890073213719
"ACER2",68,0.273112,56,0.241412,58,0.244905,0.253143,1.95477,1.13296,1.42015,1.50262666666667,0.500731098525816
"ACER3",2305,2.4268,2576,2.91105,2484,2.74949,2.69578,22.21479,21.27762,19.8602,21.1175366666667,0.167097270175205
"ACHE",4545,113.738,4051,108.812,2350,61.8271,94.7923666667,124.93958,128.46708,62.90155,105.43607,0.899999094918668
"ACIN1",2919,13.7634,2887,14.6109,2946,14.6037,14.326,84.9662,86.90664,82.0626,84.6451466666667,0.178947676505818
"ACLY",16166,44.3873,15499,45.6773,11710,33.8027,41.2891,34.88766,21.19472,31.22137,29.10125,1.40489514555043
"ACMSD",92,0.253431,116,0.342981,116,0.335944,0.310785333333,0.0497,0.2487,0,0.0994666666666667,1.19220106718379
"ACO1",1196,2.97775,1339,3.57832,1511,3.95513,3.50373333333,16.64867,16.08256,13.32753,15.35292,0.275408510121128
"ACO2",4207,12.2753,4508,14.1183,3468,10.6384,12.344,194.64864,168.23135,188.20215,183.694046666667,0.0722492156126888
"ACOT1",311,8.16523,352,9.91953,320,8.83275,8.97250333333,2.23639,3.31599,4.85035,3.46757666666667,2.23219523186619
"ACOT11",254,0.457761,264,0.510681,354,0.670729,0.546390333333,4.55561,7.12938,9.43851,7.04116666666667,0.192309200572015
"ACOT12",11,0.0299403,9,0.0262934,9,0.025754,0.0273292333333,0.0497,0,0,0.0165666666666667,1.01058717250874
"ACOT13",1254,5.76037,1129,5.56656,1309,6.32165,5.88286,37.93578,57.75354,36.3339,44.00774,0.152926141148167
"ACOT2",367,7.97544,406,9.47011,427,9.75561,9.06705333333,8.051,10.61118,19.33584,12.6660066666667,0.736649233304194
"ACOT4",60,2.18784,50,1.95693,47,1.80177,1.98218,2.96529,3.31599,4.67556,3.65228,0.641014728262271
"ACOT6",18,0.351586,15,0.314478,34,0.698194,0.454752666667,1.62345,0.19343,0.26218,0.69302,0.859264903348454
"ACOT7",6308,8.46892,5418,7.80757,3619,5.10815,7.12821333333,154.75809,102.10494,213.74293,156.868653333333,0.0514871898993627
"ACOT8",858,9.55638,927,11.0822,784,9.18037,9.93965,66.89287,65.57375,49.87991,60.7821766666667,0.177068057330234
"ACOT9",1043,2.78521,1099,3.15001,1353,3.79848,3.24456666667,13.46803,14.06534,14.22331,13.9188933333333,0.28450948551166
"ACOX1",1383,6.41366,1602,7.97419,1794,8.7467,7.71151666667,62.50292,72.70314,76.18538,70.4638133333333,0.121901088961434
"ACOX2",360,1.95632,355,2.07064,277,1.58254,1.86983333333,13.50116,16.5247,11.05529,13.6937166666667,0.195310240317914
"ACOX3",307,0.720462,365,0.919403,387,0.95482,0.864895,8.46514,6.68725,23.55258,12.9016566666667,0.13414911939752
"ACOXL",127,0.0575309,110,0.0534848,122,0.0581026,0.0563727666667,0,0.05527,0,0.0184233333333333,1.03726292602621
"ACP2",881,16.0239,1004,19.6005,895,17.1141,17.5795,38.03517,21.63685,46.29677,35.32293,0.511508845789698
"ACP5",21,0.843569,32,1.37972,35,1.47811,1.23379966667,4.42308,6.63199,1.9882,4.34775666666667,0.417707798971781
"ACP6",610,2.60726,652,2.99118,794,3.5679,3.05544666667,9.44253,12.54551,9.70069,10.56291,0.350728896676529
"ACPP",64,0.219532,44,0.161998,208,0.750099,0.377209666667,0.03313,2.34883,0.54621,0.976056666666667,0.696948468077164
"ACR",11,0.268994,16,0.419962,20,0.514182,0.401046,2.81619,1.3264,1.81342,1.98533666666667,0.469309212472965
"ACRBP",56,1.04532,49,0.981743,62,1.21672,1.081261,3.9261,2.45936,2.16299,2.84948333333333,0.540659828808195
"ACSBG1",4789,10.6958,4310,10.332,3127,7.34232,9.45670666667,88.3125,109.42775,56.1067,84.61565,0.122135458490007
"ACSBG2",50,0.150998,40,0.129659,55,0.174624,0.151760333333,0.59637,0.77373,0.10924,0.493113333333333,0.771381721414092
"ACSF2",272,0.975972,284,1.09377,288,1.08642,1.052054,51.30441,52.55848,47.82616,50.5630166666667,0.0397970121349895
"ACSF3",565,1.30309,532,1.31697,506,1.22691,1.28232333333,61.67463,58.77597,55.18907,58.5465566666667,0.0383283847310623
"ACSL1",3565,8.74427,2446,6.43963,4883,12.5918,9.25856666667,34.42382,22.99088,27.48529,28.2999966666667,0.350121769069712
"ACSL3",2690,5.61472,2686,6.01758,2925,6.41859,6.01696333333,44.29706,41.69861,41.796,42.5972233333333,0.160949776082758
"ACSL4",3112,4.98043,3490,5.99505,3392,5.70717,5.56088333333,16.20139,7.04648,11.47041,11.57276,0.521833180091722
"ACSL5",712,2.28806,528,1.82122,820,2.77038,2.29322,9.19404,8.12418,3.23356,6.85059333333333,0.419486764906941
"ACSL6",2020,5.66704,3290,9.90698,1953,5.7603,7.11144,35.4509,34.34816,47.73876,39.1792733333333,0.201881202099059
"ACSM1",14,0.0323286,10,0.0247856,19,0.0461265,0.0344135666667,0.84486,0,0,0.28162,0.807114095181645
"ACSM2A",2,0.00964948,7,0.0362504,1,0.00507238,0.0169907533333,0,0.77373,0.08739,0.28704,0.790178046784327
"ACSM2B",0,0,4,0.0186571,0,0,0.00621903333333,0.0994,0.46977,0,0.189723333333333,0.845758845894141
"ACSM3",1237,1.15354,1436,1.43733,1533,1.50294,1.36460333333,0.59637,0.22107,1.02687,0.61477,1.46435921730649
"ACSM4",25,0.178695,14,0.107409,31,0.232955,0.173019666667,0.16566,0,0.10924,0.0916333333333333,1.07455464289016
"ACSM5",518,2.84546,421,2.48225,599,3.45929,2.929,7.48776,8.98081,5.4621,7.31022333333333,0.472791144401655
"ACSS1",1348,4.46426,1445,5.13651,1546,5.38279,4.99452,57.94731,78.25742,61.83098,66.0119033333333,0.0894545551136164
"ACSS2",3953,12.3723,3142,10.5553,2525,8.30852,10.41204,43.78352,30.83873,37.47001,37.3640866666667,0.297466745374537
"ACSS3",1107,0.595424,1762,1.01724,2163,1.22313,0.945264666667,12.72257,14.9496,21.32404,16.33207,0.112234987896252
"ACTA1",41,2.50969,47,3.08798,59,3.79688,3.13151666667,40.80167,32.41383,12.49729,28.57093,0.139715479583158
"ACTA2",725,2.25104,769,2.56278,1734,5.6602,3.49134,30.26579,39.46031,26.13069,31.9522633333333,0.136298376671951
"ACTB",33185,158.239,32708,167.404,43793,219.54,181.727666667,3995.79691,3014.15431,4181.63155,3730.52759,0.0489685959060536
"ACTBL2",0,0,1,0.0671127,0,0,0.0223709,0,0,0,0,1.0223709
"ACTC1",64,2.10164,63,2.22055,124,4.28094,2.86771,12.0765,11.13621,6.51082,9.90784333333333,0.354580633568567
"ACTG1",45642,574.592,41363,558.917,38734,512.655,548.721333333,1819.21101,1453.84166,1057.48459,1443.51242,0.380558398613838
"ACTG2",30,0.190221,21,0.142921,81,0.539959,0.291033666667,1.52406,3.59233,6.42343,3.84660666666667,0.266378882269588
"ACTL10",7,0.772516,10,1.18454,17,1.97241,1.309822,0.18222,0.80136,0.65545,0.546343333333333,1.49373166373143
"ACTL6A",607,4.15494,690,5.0695,1181,8.49892,5.90778666667,57.40064,40.37221,15.20649,37.65978,0.178681478960046
"ACTL6B",273,3.57196,271,3.80587,150,2.06335,3.14706,82.51446,59.10757,87.50286,76.3749633333333,0.0535969236215901
"ACTN1",872,1.44673,942,1.6775,1796,3.13267,2.08563333333,196.73593,153.64099,75.39884,141.925253333333,0.0215891402069697
"ACTN2",83,0.144292,99,0.184731,71,0.129766,0.152929666667,204.83663,117.0269,46.4934,122.785643333333,0.00931392070696243
"ACTN4",4324,8.99916,4407,9.84464,4506,9.85929,9.56769666667,605.08392,637.55483,640.02714,627.555296666667,0.0168126761841198
"ACTR10",3513,17.2601,3814,20.1135,3356,17.3351,18.2362333333,94.92227,68.00548,97.15985,86.6958666666667,0.219351653213226
"ACTR1A",7430,31.7891,7354,33.7718,5219,23.4755,29.6788,84.3864,74.4993,79.79037,79.55869,0.380825457812186
"ACTR1B",1972,42.5002,2092,48.3934,1535,34.7801,41.8912333333,82.74638,66.76198,96.67919,82.0625166666667,0.516372908678222
"ACTR2",6761,27.152,6651,28.6694,9579,40.4436,32.0883333333,77.5944,65.71192,67.97038,70.4255666666667,0.463256154308425
"ACTR3",4285,10.3205,4382,11.3282,5816,14.7269,12.1252,66.84317,54.07831,32.35749,51.09299,0.251957125133343
"ACTR3B",1119,2.04421,1139,2.23337,855,1.6421,1.97322666667,70.88524,60.59976,35.35072,55.6119066666667,0.0525194582153271
"ACTR5",252,1.82969,252,1.96389,289,2.20604,1.99987333333,7.00735,4.94636,5.72428,5.89266333333333,0.435227021581401
"ACTR6",1039,4.2465,1297,5.68978,1042,4.47735,4.80454333333,22.91056,19.42619,15.0317,19.1228166666667,0.288455807627825
"ACTR8",496,5.7434,673,8.36456,629,7.65731,7.25509,18.55374,15.06013,11.47041,15.0280933333333,0.515038802702255
"ACTRT3",52,3.43974,53,3.76304,63,4.38128,3.86135333333,1.09335,0.69083,2.84029,1.54149,1.91279656159576
"ACVR1",561,0.702961,684,0.919952,966,1.27258,0.965164333333,20.72387,14.34167,7.86543,14.3103233333333,0.128355508276855
"ACVR1B",1040,4.00368,988,4.08247,1082,4.37917,4.15510666667,22.71177,19.23276,27.72562,23.2233833333333,0.212815303119782
"ACVR1C",30,0.0513328,36,0.0661175,58,0.104337,0.0739291,1.87194,0.4145,0.61176,0.966066666666667,0.546232291207487
"ACVR2A",570,1.15373,724,1.57293,775,1.64918,1.45861333333,7.15644,6.13459,6.68561,6.65888,0.321014734965165
"ACVR2B",463,2.06062,484,2.31208,571,2.67173,2.34814333333,0.71233,0.63557,0.50251,0.616803333333333,2.07084143402104
"ACVRL1",225,2.38892,317,3.61259,418,4.66588,3.55579666667,30.6965,35.06662,9.85363,25.2055833333333,0.173848321127622
"ACY1",265,7.90291,240,7.68233,223,6.99172,7.52565333333,21.70125,22.05135,19.77281,21.1751366666667,0.384469032208746
"ACY3",13,0.277775,28,0.642167,4,0.0898562,0.3365994,3.59479,5.22269,3.60499,4.14082333333333,0.2599971470199
"ACYP1",546,5.87097,550,6.34776,577,6.52276,6.24716333333,28.46012,29.12547,44.26487,33.9501533333333,0.207357125567117
"ACYP2",942,0.492032,1226,0.687343,1085,0.595814,0.591729666667,276.00348,372.55176,479.90019,376.15181,0.00422039514185813
"ADA",33,0.176237,31,0.177699,53,0.297576,0.217170666667,7.9516,7.84785,7.82173,7.87372666666667,0.137165670342224
"ADAD1",1,0.00343645,4,0.014754,1,0.00361284,0.00726776333333,0,0,0,0,1.00726776333333
"ADAL",290,2.11987,260,2.03997,347,2.66673,2.27552333333,17.52666,9.11898,13.39307,13.3462366666667,0.228319343214283
"ADAM10",2772,3.00818,3870,4.50777,4263,4.86367,4.12654,21.23741,19.75779,11.42672,17.4739733333333,0.277500671214566
"ADAM11",2154,16.4619,1890,15.5037,906,7.27947,13.08169,12.93792,7.79258,39.74225,20.1575833333333,0.665562308234636
"ADAM12",65,0.0301946,56,0.0279219,105,0.0512795,0.0364653333333,2.89902,4.17262,1.76972,2.94712,0.262587743299748
"ADAM15",1313,18.7862,1351,20.7477,1226,18.4418,19.3252333333,165.77438,142.67058,170.98561,159.81019,0.126392695222237
"ADAM17",1847,4.72796,1925,5.28906,2391,6.43465,5.48389,12.24216,12.10337,18.09048,14.1453366666667,0.428111315232125
"ADAM18",8,0.00960037,11,0.0141687,11,0.0138781,0.0125490566667,0,0,0,0,1.0125490566667
"ADAM2",7,0.0129331,3,0.00594933,6,0.0116545,0.0101789766667,0,0,0,0,1.0101789766667
"ADAM21",48,1.08453,49,1.18833,38,0.902652,1.058504,0.79516,0.1658,0.24033,0.40043,1.46990852809494
"ADAM22",6229,4.04916,6309,4.40198,4743,3.24144,3.89752666667,11.67892,15.08777,11.75444,12.8403766666667,0.353857903193145
"ADAM23",7581,7.45734,8286,8.74868,6554,6.77801,7.66134333333,66.1971,41.50517,40.09182,49.2646966666667,0.172314644426648
"ADAM28",643,1.72961,795,2.29533,1697,4.79908,2.94134,13.13671,4.58712,6.24864,7.99082333333333,0.43837364542439
"ADAM29",8,0.00941057,10,0.012626,17,0.0210239,0.01435349,0.19879,0.4145,0.15294,0.25541,0.807985829330657
"ADAM32",157,0.154151,191,0.201289,165,0.170321,0.175253666667,3.56166,2.76333,7.29737,4.54078666666667,0.212109531979875
"ADAM33",1623,19.8527,1070,14.0484,1575,20.2544,18.0518333333,12.52378,18.43139,13.17459,14.70992,1.21272631135614
"ADAM7",14,0.0284258,13,0.0283315,10,0.0213463,0.0260345333333,0.06626,0,0,0.0220866666666667,1.0038625556867
"ADAM8",92,1.11235,84,1.09012,124,1.5762,1.25955666667,15.12461,6.88068,5.57134,9.19221,0.221694477122234
"ADAM9",1971,3.1767,2079,3.59653,3509,5.94581,4.23968,14.44541,11.79941,14.33255,13.52579,0.360715665034397
"ADAMDEC1",5,0.0401995,7,0.0604073,11,0.0929783,0.0645283666667,0,0.0829,0.10924,0.0640466666666667,1.00045270570843
"ADAMTS1",3327,60.1993,2666,51.7772,3804,72.3631,61.4465333333,13.58399,6.18985,13.98298,11.2522733333333,5.09673034827006
"ADAMTS10",420,2.40601,467,2.87147,726,4.37243,3.21663666667,7.98474,9.89271,21.2585,13.0453166666667,0.300216560917934
"ADAMTS12",92,0.0436173,147,0.0748046,180,0.0897184,0.0693801,4.53904,1.21586,1.13612,2.29700666666667,0.324348783037543
"ADAMTS13",379,1.46988,343,1.42784,377,1.53718,1.4783,12.95449,16.49706,14.96616,14.8059033333333,0.156795846952542
"ADAMTS14",120,0.233098,155,0.323169,275,0.561601,0.372622666667,3.28004,1.29876,1.9882,2.189,0.430424166405456
"ADAMTS15",121,0.764008,97,0.657393,133,0.882882,0.768094333333,0.0994,0.35923,0.6336,0.364076666666667,1.29618398770328
"ADAMTS16",473,0.459134,640,0.666805,460,0.469434,0.531791,0.21536,0.11053,0.61176,0.31255,1.16703439868957
"ADAMTS17",93,0.0438434,89,0.0450352,125,0.061954,0.0502775333333,5.01945,14.14823,12.3662,10.5112933333333,0.0912388819327542
"ADAMTS18",10,0.00933112,16,0.0160249,13,0.0127531,0.01270304,1.37496,0.69083,0.65545,0.90708,0.531022841202257
"ADAMTS19",41,0.0257277,60,0.0404118,36,0.0237497,0.0299630666667,6.75886,4.44896,2.7092,4.63900666666667,0.182649733818373
"ADAMTS2",358,0.266581,361,0.288532,816,0.638814,0.397975666667,1.65658,2.90149,7.55955,4.03920666666667,0.277419792268955
"ADAMTS20",2,0.00176163,20,0.0189084,9,0.00833423,0.00966808666667,0,0,0,0,1.00966808666667
"ADAMTS3",60,0.0363637,108,0.0702556,75,0.0477877,0.051469,3.67762,2.73569,1.85711,2.75680666666667,0.279883713295512
"ADAMTS4",344,4.07351,208,2.64371,364,4.53158,3.7496,13.10358,4.44896,8.8923,8.81494666666667,0.483915008537999
"ADAMTS5",171,0.607593,172,0.655973,117,0.43706,0.566875333333,0.11596,0.13817,0.19664,0.150256666666667,1.36219626344236
"ADAMTS6",127,0.0665904,182,0.102428,173,0.0953657,0.0881280333333,0.81173,0.5803,0.83024,0.740756666666667,0.625089108759199
