"Hs_symbol","hDRG1_read","hDRG1_TPM","hDRG2_read","hDRG2_TPM","hDRG3_read","hDRG3_TPM","hDRG_Avg_TPM","Spinal_cord","dHs_Avg_TPM","FoldChange"
"PMS1",801,1.4959,838,1.67979,973,1.91039,1.69536,9.80684,9.80684,0.249412409177891
"PMS2",871,3.9852,1019,5.00434,822,3.95405,4.31453,9.89994,9.89994,0.487574243527946
"PMVK",693,10.1057,604,9.4539,562,8.61605,9.39188333333,54.49624,54.49624,0.187253827166129
"PNCK",69,0.625187,112,1.08923,53,0.504865,0.739760666667,41.77218,41.77218,0.0406750524912922
"PNISR",3782,24.2179,4604,31.6439,4225,28.4433,28.1017,102.90976,102.90976,0.280067050486884
"PNKD",3888,8.89021,3681,9.03425,4913,11.8106,9.91168666667,87.1133,87.1133,0.123836999257433
"PNKP",1906,18.028,1996,20.264,1594,15.8508,18.0476,18.49645,18.49645,0.976977860071962
"PNLDC1",14,0.119563,7,0.0641665,4,0.0359143,0.0732146,0.77586,0.77586,0.60433513903123
"PNLIP",0,0,0,0,2,0.016754,0.00558466666667,0,0,1.00558466666667
"PNLIPRP1",3,0.0278909,3,0.0299366,0,0,0.0192758333333,0,0,1.0192758333333
"PNLIPRP2",25,0.180541,32,0.248043,45,0.341655,0.256746333333,0,0,1.256746333333
"PNMA1",2524,169.462,2752,198.323,2353,166.09,177.958333333,49.99627,49.99627,3.50924358454059
"PNMA2",2414,44.9024,2477,49.4537,1764,34.496,42.9507,18.86886,18.86886,2.21203934196527
"PNMA3",505,21.7352,673,31.0905,385,17.4209,23.4155333333,6.4241,6.4241,3.2886859462157
"PNMA5",4,0.132023,4,0.141706,5,0.173499,0.149076,0.96206,0.96206,0.585647737581929
"PNMT",15,1.05029,51,3.83293,20,1.47227,2.11849666667,4.68618,4.68618,0.548434391220468
"PNN",1559,33.8835,1742,40.6379,2049,46.8191,40.4468333333,34.85153,34.85153,1.15606874611209
"PNO1",252,2.39901,356,3.63765,404,4.04343,3.36003,7.44823,7.44823,0.516087985293961
"PNOC",4,0.0264997,4,0.0284434,9,0.0626846,0.0392092333333,7.38616,7.38616,0.123919557143353
"PNP",590,12.6609,398,9.16719,608,13.7169,11.84833,13.65509,13.65509,0.876714506700402
"PNPLA1",7,0.0177162,7,0.0190156,9,0.0239471,0.0202263,0.43448,0.43448,0.711216817243879
"PNPLA2",1074,28.1722,1147,32.2939,1102,30.3904,30.2855,89.68915,89.68915,0.344975115545796
"PNPLA3",844,3.62302,580,2.67237,451,2.03537,2.77692,0.58965,0.58965,2.37594439027459
"PNPLA5",6,0.0849704,10,0.152005,4,0.0595545,0.0988433,0.52758,0.52758,0.719336008588748
"PNPLA6",2194,13.8068,1990,13.4415,1702,11.2604,12.8362333333,25.29296,25.29296,0.526233384651253
"PNPLA7",912,1.76146,959,1.98809,609,1.23661,1.66205333333,9.55857,9.55857,0.252122525430054
"PNPLA8",3464,6.09731,3692,6.97529,4097,7.58166,6.88475333333,21.53781,21.53781,0.349845585410916
"PNPO",660,14.7765,648,15.572,736,17.3239,15.8908,7.72754,7.72754,1.9353448967292
"PNPT1",719,2.10037,790,2.47705,958,2.94219,2.50653666667,32.18258,32.18258,0.105674021328962
"PNRC1",1906,75.5049,1635,69.5201,1948,81.1296,75.3848666667,75.00992,75.00992,1.00493286490369
"PNRC2",1388,36.6066,1407,39.8295,1592,44.1419,40.1926666667,156.56808,156.56808,0.261427737563979
"POC1A",96,0.21105,81,0.191135,79,0.182591,0.194925333333,1.05517,1.05517,0.5814240833279
"POC1B",682,1.12052,985,1.73705,934,1.61332,1.49029666667,29.29639,29.29639,0.0821978020044632
"POC1B-GALNT4",180,4.58728,259,7.08473,257,6.8858,6.18593666667,1.21034,1.21034,3.25105489050101
"POC5",353,1.4234,370,1.60138,442,1.87375,1.63284333333,7.44823,7.44823,0.311644372055448
"PODN",1775,13.2229,2210,17.671,3623,28.375,19.7563,11.6689,11.6689,1.63836639329381
"PODNL1",232,1.82519,299,2.52483,318,2.63018,2.32673333333,3.75515,3.75515,0.699606391665878
"PODXL",1178,3.55089,1647,5.32876,1470,4.65852,4.51272333333,17.53438,17.53438,0.297432303283412
"PODXL2",1811,7.25343,1589,6.83108,925,3.89498,5.99316333333,75.97198,75.97198,0.0908533642155236
"POF1B",15,0.0256102,22,0.0403167,28,0.0502594,0.0387287666667,0.18621,0.18621,0.875670215785316
"POFUT1",781,4.43289,879,5.35507,1083,6.46253,5.41683,5.49307,5.49307,0.988258250719613
"POFUT2",674,4.91207,711,5.56179,737,5.6469,5.37358666667,12.10338,12.10338,0.486407832686681
"POGK",1654,17.0998,1767,19.608,1645,17.8797,18.1958333333,23.83435,23.83435,0.772954932716177
"POGLUT1",875,5.9373,997,7.26133,1021,7.28358,6.82740333333,4.62411,4.62411,1.39175857750471
"POGZ",2741,8.43477,2927,9.66779,2792,9.0327,9.04508666667,85.71676,85.71676,0.115837891852394
"POLA1",775,0.446723,844,0.522179,985,0.596912,0.521938,13.12751,13.12751,0.107728679717799
"POLA2",283,1.13212,280,1.20228,368,1.54772,1.29404,27.99294,27.99294,0.0791240902095476
"POLB",598,3.13207,652,3.66537,608,3.34789,3.38177666667,34.63429,34.63429,0.122965173900476
"POLD1",214,1.10559,207,1.14787,233,1.26554,1.173,6.54824,6.54824,0.287881678378006
"POLD2",716,12.9246,708,13.7176,713,13.5311,13.3911,159.60944,159.60944,0.0896030768801634
"POLD4",722,20.3407,666,20.1393,796,23.5765,21.3521666667,60.61,60.61,0.362800952226911
"POLDIP2",1532,24.5653,1615,27.7956,1517,25.5733,25.9780666667,36.186,36.186,0.725489879704728
"POLDIP3",1708,9.5508,1728,10.3714,1563,9.18859,9.70359666667,26.90674,26.90674,0.38354880099467
"POLE",393,1.0791,405,1.19362,449,1.29615,1.18962333333,5.86548,5.86548,0.318932300921421
"POLE2",141,0.549001,145,0.605986,194,0.794134,0.649707,1.64482,1.64482,0.623750198501221
"POLE3",491,24.928,575,31.3339,633,33.7869,30.0162666667,23.27573,23.27573,1.27766566305936
"POLE4",385,5.85575,481,7.85249,377,6.02839,6.57887666667,97.01324,97.01324,0.0773250294212292
"POLG",1525,8.98112,1564,9.8864,1463,9.05823,9.30858333333,65.88583,65.88583,0.154122081363571
"POLG2",370,3.35437,429,4.17452,574,5.4709,4.33326333333,16.94473,16.94473,0.297204991846074
"POLH",282,1.24687,309,1.46646,323,1.50146,1.40493,2.63792,2.63792,0.661072810836962
"POLI",924,3.11247,1215,4.39288,1165,4.12569,3.87701333333,12.13441,12.13441,0.371315752540845
"POLK",977,1.90942,1358,2.8487,1323,2.71834,2.49215333333,8.5965,8.5965,0.363898643602355
"POLL",360,6.69844,425,8.48791,480,9.38968,8.19201,15.8275,15.8275,0.546249294309909
"POLM",283,4.7225,293,5.248,319,5.59647,5.18899,10.30339,10.30339,0.547533969897526
"POLN",592,0.607635,633,0.697373,672,0.725151,0.676719666667,9.27926,9.27926,0.16311676780887
"POLQ",541,0.820312,480,0.781202,614,0.978787,0.860100333333,0.06207,0.06207,1.75139146509458
"POLR1A",1014,2.06126,1019,2.22336,1277,2.72913,2.33791666667,17.84473,17.84473,0.17712732772876
"POLR1B",313,1.55184,422,2.24573,460,2.39773,2.0651,2.1724,2.1724,0.966177026856639
"POLR1C",2961,9.81228,3135,11.1509,2899,10.0999,10.35436,14.39992,14.39992,0.737299934025631
"POLR1D",735,1.03974,790,1.19951,769,1.14367,1.12764,45.46526,45.46526,0.0457899084176006
"POLR1E",412,4.05499,408,4.31015,433,4.48042,4.28185333333,13.68613,13.68613,0.359649092942116
"POLR2A",2540,14.6675,2564,15.8921,2946,17.8852,16.1482666667,44.6894,44.6894,0.375322649601439
"POLR2B",2773,9.06564,3132,10.9903,4239,14.5697,11.54188,21.78608,21.78608,0.550418501119982
"POLR2C",1286,24.0281,1547,31.0249,1133,22.256,25.7696666667,32.67912,32.67912,0.79484460005784
"POLR2D",418,5.00063,407,5.22617,435,5.47112,5.23264,10.36546,10.36546,0.548384315285083
"POLR2E",1799,35.6857,1864,39.6871,1562,32.5748,35.9825333333,199.8299,199.8299,0.184148542290267
"POLR2F",5650,11.0521,5222,10.9641,4713,9.69239,10.56953,128.85444,128.85444,0.0890961448834557
"POLR2G",694,23.5603,774,28.2034,743,26.5184,26.0940333333,92.04775,92.04775,0.291184185897026
"POLR2H",537,13.6377,496,13.5203,500,13.3498,13.5026,60.73414,60.73414,0.234920256441573
"POLR2I",269,31.2253,293,36.5058,246,30.0211,32.5840666667,245.54343,245.54343,0.136219678077408
"POLR2J",566,17.0777,698,22.6052,549,17.415,19.0326333333,45.09285,45.09285,0.434614768522667
"POLR2J2",452,12.61,579,17.3379,445,13.052,14.3333,13.49992,13.49992,1.05747479986096
"POLR2J3",665,11.1161,914,16.3991,733,12.8817,13.4656333333,30.16535,30.16535,0.46415757670939
"POLR2J3",2516,12.6538,3238,17.4795,2681,14.1757,14.7696666667,30.16535,30.16535,0.505999986096739
"POLR2K",994,51.3608,1188,65.8874,1016,55.1921,57.4801,42.95148,42.95148,1.33056042708914
"POLR2L",3233,109.162,3005,108.905,2398,85.1239,101.063633333,208.36434,208.36434,0.487492919438907
"POLR2M",1014,2.32877,1280,3.15529,1401,3.38271,2.95559,21.97229,21.97229,0.172189624978616
"POLR3A",1044,3.0264,996,3.09903,1404,4.27889,3.46810666667,2.38964,2.38964,1.31816554757142
"POLR3B",482,0.552341,522,0.642054,517,0.622858,0.605751,1.76896,1.76896,0.579911230209176
"POLR3C",570,4.90172,629,5.80584,649,5.86755,5.52503666667,5.61721,5.61721,0.986070665230513
"POLR3D",503,9.28014,435,8.61422,512,9.93104,9.27513333333,9.80684,9.80684,0.950799061828435
"POLR3E",807,3.7369,866,4.30424,1030,5.01434,4.35182666667,21.19643,21.19643,0.241112046697149
"POLR3F",501,5.07152,539,5.85638,602,6.40671,5.77820333333,6.2379,6.2379,0.936487563150914
"POLR3H",2080,19.3202,2502,24.9446,1823,17.8022,20.689,67.37548,67.37548,0.317204354543471
"POLR3K",176,4.26924,178,4.63445,127,3.23876,4.04748333333,10.95511,10.95511,0.422203002174802
"POLRMT",753,8.06205,766,8.80277,701,7.89053,8.25178333333,43.417,43.417,0.20829374638832
"POM121",2343,5.679,2114,5.49978,2375,6.05204,5.74360666667,8.53443,8.53443,0.707289965595216
