"Hs_symbol","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Hs_Avg_TPM","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Hs_Avg__TPM","Motor_neurons-S18_rep_1_read","Motor_neurons-S22_rep_2_read","Motor_neurons-S26_rep_3_read","FoldChange"
"LINC00842",0.149562,0.130715,0.177662,0.152646333333333,6,5,5,0.393018,0.400716,0.258277,0.350670333333333,18,25,17,0.853388354572581
"LINC00845",0.158461,0,0,0.0528203333333333,1,0,0,0.131869,0,0.184413,0.105427333333333,1,0,2,0.952410259441145
"LINC00847",8.345283,5.693259,7.351389,7.129977,97,116,94,6.22952,5.510647,3.85365,5.197939,136,162,132,1.3117226549019
"LINC00850",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LINC00851",0,0,0,0,0,0,0,0,0,0.085656,0.028552,0,0,1,0.972240586766639
"LINC00852",0.196264,0.359631,0.184182,0.246692333333333,3,6,2,0.106898,0.078864,0.185356,0.123706,2,2,5,1.10944707364144
"LINC00853",0,0,0,0,0,0,0,0,0,0.192499,0.0641663333333333,0,0,2,0.939702721911581
"LINC00857",0.268157,0.271093,0.156261,0.231837,7,8,3,0.217634,0.156647,0.146948,0.173743,7,7,7,1.04949465087332
"LINC00858",0,0.077462,0,0.0258206666666667,0,1,0,0.045896,0.033906,0.048314,0.0427053333333333,1,1,2,0.983806866497278
"LINC00861",0.015086,0.195592,0.020674,0.0771173333333333,1,2,1,0.366184,0.026632,0.008634,0.133816666666667,2,3,1,0.949992503197166
"LINC00862",0.076709,0.074695,0.449216,0.200206666666667,1,1,5,0.051638,0.081259,0,0.044299,1,2,0,1.14929408786819
"LINC00863",14.224002,13.065575,16.54016,14.6099123333333,441,410,344,9.668024,9.069878,6.485016,8.40763933333333,358,458,333,1.65928048262054
"LINC00865",0.255924,0.446183,0.471527,0.391211333333333,13,22,17,1.113397,0.684432,0.67485,0.824226333333333,69,58,58,0.762630879684337
"LINC00866",0.413671,0.377675,1.747329,0.846225,1,1,3,0.674803,0.741037,0.468317,0.628052333333333,2,3,2,1.13400838670829
"LINC00867",0,0,0.35201,0.117336666666667,0,0,2,0.350794,0.207732,0.379197,0.312574333333333,2,3,6,0.851255916172875
"LINC00868",0,0.10553,0.476771,0.194100333333333,0,1,1,0.27521,0.311064,0,0.195424666666667,2,4,0,0.998892164960067
"LINC00869",36.046575,39.597186,35.833262,37.1590076666667,217,248,152,52.780524,45.526519,45.489563,47.932202,283,474,460,0.779834262653184
"LINC00870",0,0,0,0,0,0,0,0.023614,0.016666,0.084981,0.0417536666666667,1,1,4,0.959919827496007
"LINC00871",0,0.814263,1.25072,0.688327666666667,0,2,2,0.729827,0,0,0.243275666666667,2,0,0,1.35796727301293
"LINC00877",9.601728,1.751043,1.168413,4.173728,35,37,21,7.61358,3.076241,2.706247,4.465356,52,31,40,0.946640621397765
"LINC00879",0,0,0.296352,0.098784,0,0,1,0,0,0,0,0,0,0,1.098784
"LINC00880",0.042718,0.10289,0.068454,0.071354,1,3,1,0.170136,0,0.024226,0.0647873333333333,5,0,1,1.00616711568695
"LINC00885",0,0,0,0,0,0,0,0,0,0.056045,0.0186816666666667,0,0,1,0.981660937584361
"LINC00886",0.16767,0.243028,0.549676,0.320124666666667,7,11,8,0.262731,0.029208,0.013737,0.101892,5,2,1,1.19805268271906
"LINC00887",0.267249,0.172552,0,0.146600333333333,5,4,0,0.10894,0.098674,0.12679,0.111468,3,3,3,1.03160894720616
"LINC00888",15.581877,18.41954,20.329655,18.1103573333333,218,278,195,18.492871,15.963155,12.709424,15.7218166666667,269,371,287,1.14283978315753
"LINC00892",0,0,0,0,0,0,0,0.039903,0,0,0.013301,1,0,0,0.986873594321924
"LINC00893",15.583835,17.057789,8.363759,13.668461,67,61,33,14.226427,23.657598,8.921187,15.6017373333333,64,99,58,0.883549757804464
"LINC00894",4.439313,6.034101,8.614429,6.36261433333333,40,68,35,15.586321,5.323984,11.637893,10.8493993333333,108,102,116,0.621349160933558
"LINC00896",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LINC00898",0,0,0,0,0,0,0,0,0.010605,0,0.003535,0,1,0,0.99647745220645
"LINC00901",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LINC00905",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LINC00906",0.039403,0.034557,0,0.0246533333333333,1,1,0,0.051377,0.027745,0,0.026374,2,2,0,0.998323548076367
"LINC00907",0.89063,0.606638,2.108803,1.20202366666667,15,7,17,0.674228,0.31132,0.601584,0.529044,12,10,25,1.44013100124435
"LINC00908",0.159076,3.681733,0.131897,1.32423533333333,3,24,3,7.648153,2.152864,8.882368,6.227795,39,23,62,0.321569072356553
"LINC00909",6.335018,11.115504,10.275313,9.241945,125,187,130,6.516646,6.705033,5.806732,6.34280366666667,142,209,179,1.3948275706314
"LINC00910",1.462883,1.491774,2.143811,1.69948933333333,28,35,27,1.704032,1.441985,1.230874,1.45896366666667,43,62,45,1.0978158685007
"LINC00911",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LINC00917",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LINC00919",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LINC00921",0.065951,0.030841,0.187621,0.0948043333333333,2,1,4,0.057178,0.077839,0.107289,0.0807686666666667,2,4,6,1.01298674461942
"LINC00922",0.362666,0.303425,0,0.222030333333333,5,5,0,0.100138,0,0,0.0333793333333333,2,0,0,1.1825573571241
"LINC00923",2.194231,2.126346,2.981373,2.43398333333333,71,66,49,2.763614,2.115006,2.47591,2.45151,81,100,128,0.99492202929539
"LINC00924",0.06938,0,0.159751,0.076377,2,0,2,0.078018,0.059231,0.055683,0.0643106666666667,2,2,3,1.01133722860368
"LINC00926",1.939415,1.993175,2.289889,2.07415966666667,34,32,29,2.425131,1.659282,1.089755,1.72472266666667,41,45,27,1.12824681362066
"LINC00927",0,0.024999,0,0.008333,0,1,0,0.022408,0,0.015794,0.012734,1,0,1,0.995654337664184
"LINC00928",0,0.11128,0,0.0370933333333333,0,1,0,0.136194,0.090092,0.135728,0.120671333333333,2,2,3,0.925421488429257
"LINC00929",0.07172,0,0.432353,0.168024333333333,1,0,3,0.151506,0.158086,0,0.103197333333333,3,3,0,1.05876283239747
"LINC00933",0.25043,0.249324,0.210887,0.236880333333333,8,9,5,0.142686,3.54535,0.320602,1.33621266666667,5,7,8,0.529438244634692
"LINC00934",0.069744,0,0.049264,0.0396693333333333,2,0,1,0.773879,0.108449,0.101512,0.327946666666667,11,5,5,0.782914976505081
"LINC00937",8.791078,4.74601,5.254211,6.26376633333333,56,51,31,11.906256,8.226313,5.592589,8.57505266666667,74,61,70,0.758613721115128
"LINC00939",0.108612,0.211151,0.130137,0.149966666666667,5,11,4,0.176657,0.043148,0.123098,0.114301,11,4,10,1.03200721049938
"LINC00940",0.033318,0,0.093786,0.042368,1,0,2,0,0,0,0,0,0,0,1.042368
"LINC00942",0.036042,0.065884,0.101417,0.067781,1,2,2,0.062945,0.043117,0.020379,0.042147,2,2,1,1.02459729769409
"LINC00943",0,0.23845,0.117732,0.118727333333333,0,3,1,0.104899,0.105023,0,0.069974,2,2,0,1.04556497011454
"LINC00945",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LINC00954",0.108746,0.296037,0.403726,0.269503,4,7,5,0.485716,0.135615,0.256341,0.292557333333333,15,7,10,0.982163782805766
"LINC00958",0.637613,0.457909,0.516484,0.537335333333333,8,5,4,0.5043,0.396515,0.369814,0.423543,8,7,8,1.07993600005994
"LINC00960",3.245448,2.94418,4.228314,3.47264733333333,63,64,51,4.886098,6.848207,8.236248,6.656851,86,179,211,0.584136655308211
"LINC00964",0.352196,0.389131,0.772699,0.504675333333333,7,7,10,0.655534,0.464718,0.515483,0.545245,13,10,10,0.973745479411571
"LINC00967",2.941656,0.244135,0.171161,1.118984,4,3,2,0.240277,3.545351,3.021504,2.269044,5,9,8,0.648196842869047
"LINC00968",0,0,0,0,0,0,0,0.027823,0,0,0.00927433333333333,1,0,0,0.990810889540108
"LINC00970",0.337598,0.20152,0.456561,0.331893,4,3,4,0.254698,0.17341,0.181546,0.203218,4,4,4,1.10694238284334
"LINC00971",0.233957,0,0.927138,0.387031666666667,3,0,2,0.034826,0.143988,0.136766,0.105193333333333,4,2,5,1.25501269762756
"LINC00972",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LINC00974",0,0,0,0,0,0,0,0,0.022446,0,0.007482,0,1,0,0.99257356458974
"LINC00987",0.237622,4.915165,15.234563,6.79578333333333,7,1,5,4.57714,9.852203,3.00738,5.812241,5,17,7,1.14437867558316
"LINC00989",0.074711,0,0.180393,0.0850346666666667,1,0,0,0.102338,0.20297,0.134909,0.146739,1,4,3,0.946191475712143
"LINC00993",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LINC00994",0.113039,0.103966,0,0.072335,3,3,0,0,0.160304,0.021513,0.0606056666666667,0,7,1,1.01105908982195
"LINC00996",0.39806,0,0.303457,0.233839,6,0,1,0.09987,0.119333,0.06729,0.0954976666666667,3,5,3,1.12628172340547
"LINC01003",4.500935,6.467657,6.836531,5.935041,68,117,69,3.680742,3.420247,3.303237,3.46807533333333,70,92,116,1.55213161878948
"LINC01005",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LINC01006",12.723285,8.623854,7.638808,9.66198233333333,137,171,104,13.39524,9.566279,9.114277,10.691932,210,251,278,0.911909369070341
"LINC01007",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LINC01010",0,0.157079,0,0.0523596666666667,0,4,0,0.0795,0.097428,0.055992,0.07764,2,4,2,0.976541021738861
"LINC01011",2.025357,2.306966,4.027009,2.786444,45,53,53,1.008109,1.50285,1.371373,1.29411066666667,29,49,47,1.65050625282244
"LINC01012",8.169172,8.218838,9.190839,8.526283,87,96,72,5.848101,4.808904,4.290564,4.982523,80,87,81,1.59235208957826
"LINC01013",0.700206,1.51774,1.972391,1.396779,8,18,10,0.181504,1.141452,0.423292,0.582082666666667,2,13,4,1.51495181035631
"LINC01014",0.479196,0.819416,1.258636,0.852416,2,2,1,0,0,0,0,0,0,0,1.852416
"LINC01015",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LINC01016",0.096711,0.155527,0.336189,0.196142333333333,4,7,10,0.169692,0.165534,0.143003,0.159409666666667,9,11,10,1.0316822152883
"LINC01017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LINC01018",0.971081,1.508034,1.025181,1.16809866666667,23,33,20,2.464408,3.22427,2.778795,2.822491,62,132,141,0.567195231242315
"LINC01019",0,0,0,0,0,0,0,0,0,0.013391,0.00446366666666667,0,0,1,0.995556169113135
"LINC01020",0.311623,0,0,0.103874333333333,2,0,0,0.297723,0,0,0.099241,4,0,0,1.00421502958253
"LINC01023",0.755078,0.692342,1.595169,1.01419633333333,2,2,3,0.930822,0.910036,1.024456,0.955104666666667,3,4,5,1.03022429830696
"LINC01028",0,0,0,0,0,0,0,0,0.204539,0.192194,0.132244333333333,0,1,1,0.883201594002237
"LINC01029",0,0,0,0,0,0,0,0,0.040076,0,0.0133586666666667,0,1,0,0.986817434827287
"LINC01030",0,0.133771,0,0.0445903333333333,0,1,0,0,0,0,0,0,0,0,1.04459033333333
"LINC01031",0,0,0.18452,0.0615066666666667,0,0,2,0,0.040085,0,0.0133616666666667,0,1,0,1.04751018474812
"LINC01033",0,0.452685,0.984477,0.479054,0,1,1,0,0,0.674708,0.224902666666667,0,0,3,1.20748696222938
"LINC01036",0.255132,0.232519,0.379594,0.289081666666667,7,4,6,0.314861,0.469238,0.973412,0.585837,8,18,32,0.812871478384391
"LINC01038",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LINC01040",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LINC01043",0,0,0,0,0,0,0,0,0,0.006089,0.00202966666666667,0,0,1,0.997974444535741
"LINC01044",0.183528,0.227793,0,0.137107,1,1,0,0.340756,0.279389,0,0.206715,2,3,0,0.942316122696743
"LINC01047",0,0.123125,0,0.0410416666666667,0,1,0,0,0.08099,0.077252,0.0527473333333333,0,1,1,0.988880839403694
"LINC01048",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LINC01053",0,0,0,0,0,0,0,0.086174,0,0,0.0287246666666667,2,0,0,0.972077400690953
"LINC01056",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LINC01058",0,0,0,0,0,0,0,0,0.42366,0,0.14122,0,2,0,0.876255235625033
"LINC01060",2.48236,2.9651,2.231864,2.55977466666667,14,18,11,4.070587,4.775165,6.428703,5.091485,31,41,56,0.584385361971123
"LINC01063",1.426258,1.948112,2.008732,1.79436733333333,2,3,2,1.162463,1.270644,0.80274,1.07861566666667,2,3,2,1.34434055229386
"LINC01068",0,0,0.998114,0.332704666666667,0,0,2,0.586073,0,0,0.195357666666667,1,0,0,1.11490033805781
"LINC01070",0,0,0,0,0,0,0,0,0.086478,0.061846,0.0494413333333333,0,5,4,0.952887949270787
"LINC01072",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LINC01074",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LINC01082",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LINC01085",0.122824,0,0.056389,0.0597376666666667,1,0,1,0,0,0.023749,0.00791633333333333,0,0,1,1.05141432043467
"LINC01087",0.150744,0.046759,0.093772,0.0970916666666667,7,2,3,0.074256,0.035136,0.040175,0.0498556666666667,4,3,3,1.0449928513983
"LINC01088",2.00588,1.455881,3.01826,2.160007,29,23,28,1.949967,1.091291,1.822697,1.62131833333333,46,25,42,1.20550295620969
"LINC01089",23.573629,19.105755,35.801344,26.1602426666667,237,195,241,20.439563,26.903096,14.573241,20.6386333333333,249,410,253,1.25517366315494
"LINC01090",0,0.206044,0.160076,0.12204,0,1,1,0.917035,0.135329,0,0.350788,5,1,0,0.830655883824849
"LINC01091",0.113218,0.014361,0.409326,0.178968333333333,2,1,4,0.410657,0.218045,0.182863,0.270521666666667,6,7,5,0.927940360455613
"LINC01093",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LINC01095",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LINC01097",0.105663,0,0,0.035221,1,0,0,0,0,0,0,0,0,0,1.035221
"LINC01098",0.090209,0,0.254671,0.11496,1,0,2,0.074838,0,0.059834,0.0448906666666667,1,0,1,1.06705900968267
"LINC01099",0.562677,0.147964,0.798356,0.502999,4,1,4,0.120073,0.159394,0.288164,0.189210333333333,1,2,4,1.26386305085924
"LINC01101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LINC01102",0.46686,0.320392,0.937019,0.574757,6,6,9,0.723479,0.778367,1.265292,0.922379333333333,15,20,42,0.819170791474038
"LINC01103",0.058433,0,0,0.0194776666666667,1,0,0,0,0,0.033892,0.0112973333333333,0,0,1,1.00808894977145
"LINC01104",0.02577,0.385052,0.104513,0.171778333333333,1,5,3,0.172986,0.126119,0.043025,0.114043333333333,1,8,3,1.05182473452559
"LINC01107",0.123572,0,0,0.0411906666666667,3,0,0,0.066477,0,0.022719,0.029732,2,0,1,1.01112781448636
"LINC01108",0,0.022272,0,0.007424,0,1,0,0,0,0.07702,0.0256733333333333,0,0,1,0.982207460464995
"LINC01111",0,0,0,0,0,0,0,0,0,0.032106,0.010702,0,0,1,0.989411320052795
"LINC01114",0.037858,0,0.05331,0.0303893333333333,1,0,1,0,0,0,0,0,0,0,1.03038933333333
"LINC01115",0.023867,0.021992,0.034021,0.0266266666666667,1,1,1,0.212945,0.062468,0.013539,0.0963173333333333,6,4,1,0.936432030628601
"LINC01115.1",3.996542,3.159927,2.510068,3.222179,18,16,8,7.159133,1.67975,3.237365,4.025416,40,13,27,0.840165072901428
"LINC01117",0.191222,0.075153,0.252016,0.172797,2,1,2,0.541353,0.297711,0.274937,0.371333666666667,8,6,6,0.855223661831876
"LINC01118",0.060551,0.08813,0.075381,0.0746873333333333,1,2,1,0.087494,0.024979,0.030513,0.047662,2,1,1,1.025795851461
"LINC01119",1.411244,0.350317,0.104341,0.621967333333333,5,6,1,0.637772,0.220627,0.042079,0.300159333333333,2,5,1,1.24751427901914
"LINC01121",0.045792,0,0.050897,0.0322296666666667,1,0,1,0,0.021802,0,0.00726733333333333,0,1,0,1.02478223258837
"LINC01122",1.885458,1.75379,4.241808,2.62701866666667,38,38,56,1.447398,1.414182,1.628146,1.49657533333333,43,49,50,1.4527976056801
"LINC01123",2.988892,6.008553,5.474071,4.82383866666667,89,196,114,3.895431,4.002839,4.531527,4.14326566666667,140,198,237,1.13232312777673
"LINC01124",0,0.072993,0,0.024331,0,2,0,0,0,0,0,0,0,0,1.024331
"LINC01126",0,0.095553,0.154446,0.083333,0,2,2,0.131251,0.190154,0.056804,0.126069666666667,3,6,2,0.962047937235381
"LINC01128",23.87816,25.784268,36.856228,28.839552,1116,1292,1039,19.991547,20.657304,17.232709,19.2938533333333,1082,1364,1308,1.47037388660869
"LINC01132",0.019807,0.171453,0.083715,0.0916583333333333,1,3,3,0.068026,0.112526,0.16844,0.116330666666667,1,3,4,0.977898722959028
"LINC01133",0.262845,0.243909,0,0.168918,5,5,0,0.480984,0.178786,0.159888,0.273219333333333,9,5,4,0.918080623972094
"LINC01134",0.375487,0.25803,0.035243,0.22292,7,9,1,0.062314,0.196773,0.058257,0.105781333333333,3,10,3,1.10593293912238
"LINC01136",0.272175,0.363381,0,0.211852,1,5,0,0.255751,0.791112,0.224259,0.423707333333333,10,5,5,0.851194604134464
"LINC01137",0.329125,0.471631,0.494765,0.431840333333333,6,9,6,1.518318,0.557827,1.004245,1.02679666666667,31,15,31,0.706454849113297
"LINC01138",10.865028,8.861159,7.254459,8.99354866666667,131,112,65,9.127288,12.161579,11.160496,10.8164543333333,139,237,201,0.8457315862065
"LINC01139",1.397992,2.292917,2.709692,2.13353366666667,34,62,38,1.32657,1.73972,1.57786,1.54805,42,68,71,1.22977714984661
"LINC01140",0.797737,0.650852,2.150339,1.19964266666667,18,17,22,0.761986,0.394354,0.574877,0.577072333333333,21,20,25,1.39476333467689
"LINC01142",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LINC01143",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LINC01144",0.436492,0.307932,0.342347,0.362257,9,7,5,0.357371,0.20209,0.216892,0.258784333333333,9,7,8,1.08220047225458
"LINC01145",0.077905,0.141365,0.100751,0.106673666666667,6,11,5,0.101993,0.098638,0.050007,0.083546,9,12,6,1.02134442530974
"LINC01146",0.415355,0.575916,0.753247,0.581506,2,3,4,0.222265,0.238846,0.239182,0.233431,2,4,2,1.28220062573423
"LINC01148",0.076847,0.212282,0.146179,0.145102666666667,1,4,2,0.127554,0,0.069107,0.0655536666666667,3,0,2,1.07465508541569
"LINC01149",0.037124,0.06854,0.054974,0.053546,1,2,1,0,0.045193,0.043381,0.0295246666666667,0,2,2,1.02333245050952
"LINC01152",0.190592,0.370394,0.339202,0.300062666666667,4,11,11,0.41891,0.441696,0.246289,0.368965,16,26,21,0.94966830172186
"LINC01153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LINC01159",0,0,0.207333,0.069111,0,0,3,0,0,0,0,0,0,0,1.069111
"LINC01162",0.074218,0,0,0.0247393333333333,1,0,0,0,0,0,0,0,0,0,1.02473933333333
"LINC01163",0,0,0,0,0,0,0,0.040936,0.105523,0.056633,0.0676973333333333,2,7,4,0.936595015066692
"LINC01164",0,0.061239,0.039928,0.0337223333333333,0,3,1,0.023166,0,0,0.007722,1,0,0,1.02580109726029
"LINC01166",0.147916,0.269178,0.208088,0.208394,5,10,5,0.120543,0.246346,0.249963,0.205617333333333,5,14,15,1.00230310778544
"LINC01167",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LINC01168",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LINC01169",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LINC01173",0,3.157753,0,1.05258433333333,0,4,0,2.122728,1.556495,2.437578,2.03893366666667,3,3,5,0.6754291335305
"LINC01176",0.459821,1.147796,8.268299,3.291972,18,18,20,0.346444,3.275605,0.479647,1.367232,27,33,21,1.81307620038932
"LINC01177",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LINC01179",0.039486,0.076327,0.242154,0.119322333333333,1,2,4,0.033382,0.024058,0.069575,0.0423383333333333,1,1,3,1.07385701699544
"LINC01180",0.143341,0.085981,0.05629,0.095204,4,2,1,0.158031,0.086192,0.106761,0.116994666666667,5,4,5,0.980491700348316
"LINC01182",0.197677,0.196923,0.156024,0.183541333333333,9,9,4,0.316975,0.224468,0.174069,0.238504,14,16,14,0.955621728580072
"LINC01184",10.747422,14.913264,15.60273,13.754472,216,283,212,11.076687,8.361145,9.511939,9.64992366666667,223,287,282,1.38540636175452
"LINC01185",0.167444,0.085687,0.152706,0.135279,4,3,3,0.068356,0.116502,0.072311,0.085723,2,5,3,1.04564331786284
"LINC01191",0.097168,0.328933,0.423343,0.283148,1,3,3,0,0.058708,0.062408,0.040372,0,1,1,1.23335499225277
"LINC01192",0.044655,0.069459,0.138566,0.0842266666666667,3,5,4,0.111081,0.076803,0.116193,0.101359,8,8,6,0.984444369789203
"LINC01193",0,0.303915,0,0.101305,0,1,0,0.629787,0.199738,0.187682,0.339069,3,1,1,0.822440815223114
"LINC01195",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LINC01197",0.547653,0.852272,0.775234,0.725053,14,20,16,0.338366,0.254047,0.061958,0.218123666666667,9,11,2,1.41615588565036
"LINC01198",0.612791,0.24924,0.429083,0.430371333333333,10,5,5,0.401756,0.381879,0.297072,0.360235666666667,7,11,10,1.05156140835399
"LINC01201",14.013919,23.1647,12.30457,16.4943963333333,17,31,12,19.387662,14.088579,10.269049,14.5817633333333,26,25,19,1.12274817420108
"LINC01203",0.246902,0.183997,0.278286,0.236395,5,4,3,0.232937,0.249008,0.336464,0.272803,5,9,12,0.971395416258447
"LINC01204",0.080698,0.077853,0.075098,0.077883,3,3,2,0.192888,0.258008,0.031366,0.160754,5,3,2,0.928605888930816
"LINC01205",0.393843,0.312216,0.709953,0.472004,6,4,7,0.738883,0.419298,0.188599,0.448926666666667,14,11,5,1.01592719208242
"LINC01206",0.118694,0.713846,0.455297,0.429279,7,15,15,0.716306,0.544446,0.252127,0.504293,35,21,19,0.950133384919028
"LINC01209",0.119899,0.112154,0,0.077351,1,3,0,0.298154,0.040232,0.070283,0.136223,5,2,1,0.948186227527519
"LINC01210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LINC01213",0,0,0,0,0,0,0,0.060493,0.098126,0,0.052873,1,1,0,0.949782167459893
"LINC01215",1.059692,1.150368,1.018961,1.07634033333333,35,41,24,0.175767,0.092227,0.411816,0.226603333333333,7,5,24,1.69275614773589
"LINC01216",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LINC01221",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LINC01224",2.091011,1.553686,2.042819,1.89583866666667,46,48,46,3.286144,3.530316,2.704315,3.17359166666667,59,131,92,0.693848104450403
"LINC01227",0,0,0.158538,0.052846,0,0,1,0,0,0,0,0,0,0,1.052846
"LINC01229",0.17678,0.047481,0,0.0747536666666667,2,1,0,0.263729,0,0.032354,0.0986943333333333,5,0,1,0.978209893379505
"LINC01231",0.035251,0.088553,0,0.041268,1,3,0,0,0.02184,0.02034,0.01406,0,1,1,1.02683075952113
"LINC01233",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LINC01234",1.663777,3.232271,2.346632,2.41422666666667,30,56,17,2.55967,2.054374,1.727641,2.113895,53,70,64,1.09644887405217
"LINC01235",0.074401,0.202254,0.256877,0.177844,1,5,6,0.060643,0,0.017738,0.026127,1,0,1,1.14785401806989
"LINC01237",0.416522,2.079801,1.100819,1.19904733333333,3,15,5,1.813437,1.702125,1.688211,1.734591,16,14,13,0.804159500756542
"LINC01238",7.462447,8.161229,9.69113,8.43826866666667,50,59,44,4.158768,3.105104,2.306059,3.189977,47,30,40,2.25258245252102
"LINC01238.1",0.248459,0.226724,0,0.158394333333333,3,3,0,0.340197,0.298431,0.185985,0.274871,5,6,4,0.908636507798305
"LINC01239",0.072178,0.413706,0.49343,0.326438,2,8,6,0.583849,0.144962,0.207992,0.312267666666667,18,4,5,1.01079835592485
"LINC01241",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LINC01243",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LINC01247",0.229012,0.20127,0.028182,0.152821333333333,1,1,1,0.015714,0.025032,0.185677,0.0754743333333333,1,2,1,1.07191896412839
"LINC01249",0.073642,0.12111,0.414062,0.202938,2,4,3,0.080856,0.021009,0,0.033955,3,1,0,1.16343361171424
"LINC01250",0.257133,0.471532,0.725298,0.484654333333333,2,8,9,0.055668,0.02044,0,0.0253693333333333,2,1,0,1.44792152941314
"LINC01251",0.94133,0.822889,0.662881,0.809033333333333,2,3,1,0,0.360544,0.533017,0.297853666666667,0,2,2,1.39386541009631
"LINC01252",0.706373,1.507235,0.397729,0.870445666666667,29,39,12,0.948176,0.988684,0.836308,0.924389333333333,39,57,64,0.971968423576102
"LINC01254",0.133645,0,0.112075,0.0819066666666667,5,0,3,0.043625,0.06445,0.106,0.0713583333333333,2,4,7,1.00984575655515
"LINC01255",0.067853,0.061799,0.272907,0.134186333333333,1,1,2,0.166342,0.122479,0.110191,0.133004,3,3,2,1.00104353853414
"LINC01256",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LINC01257",0.206079,0.543515,0.328275,0.359289666666667,5,18,6,0.225714,0.075741,0.089626,0.130360333333333,7,3,4,1.20252774852621
"LINC01258",0.068671,0,0,0.0228903333333333,1,0,0,0.032146,0,0.039586,0.0239106666666667,1,0,1,0.99900349379438
"LINC01259",0,0,0.199886,0.0666286666666667,0,0,1,0.121242,0,0,0.040414,1,0,0,1.02519638015892
"LINC01260",1.526193,1.004554,0.658397,1.063048,16,11,5,2.754908,1.65671,4.090391,2.834003,35,29,75,0.538092432374205
"LINC01262",0,0,0,0,0,0,0,0,0.135603,0,0.045201,0,2,0,0.956753772719314
"LINC01264",0,0,0,0,0,0,0,0,0.166033,0,0.0553443333333333,0,1,0,0.947558032402063
"LINC01265",0.41431,0.489988,0.276149,0.393482333333333,11,5,3,0.671257,0.455771,0.509305,0.545444333333333,7,11,8,0.901670997316198
"LINC01266",0.127439,0.153983,0.195659,0.159027,5,4,3,0.041117,0.110597,0.139574,0.097096,1,6,6,1.05644993692439
"LINC01267",0,0.031399,0.048348,0.0265823333333333,0,1,1,0.056524,0.020698,0,0.0257406666666667,2,1,0,1.00082054528403
"LINC01269",0,0,0,0,0,0,0,0.486216,0,0,0.162072,3,0,0,0.860531877542872
"LINC01270",0.227982,0.047836,0.284651,0.186823,3,2,2,0.103864,0.455591,0.086949,0.215468,2,9,3,0.976432945992819
"LINC01271",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LINC01273",0.53788,0.230444,0.547036,0.438453333333333,4,2,3,1.128876,1.163611,1.231782,1.17475633333333,10,17,18,0.661431955058873
"LINC01275",0.102805,0.188979,0,0.0972613333333333,1,2,0,0.333694,0.37002,0.498153,0.400622333333333,4,6,9,0.783409850906752
"LINC01276",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
