"Hs_symbol","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","Hs_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","Hs_Avg__TPM","FoldChange"
"HCAR2",0,0.03531,0,0,1,0,96.4427136666667,1.9e-05,0,0,0,0,0,11.5095766666667,7.78944933654829
"HCAR3",0,0,0,0,0,0,4.30177566666667,0.033255,0,0.037595,1,0,1,3.98091,1.0644190854014
"HCCAT5",0,0,0,0,0,0,0.623639,1.661709,1.641286,1.471512,14,20,16,0.176025,1.38061605833209
"HCCS",8.131569,10.159214,9.730423,192,214,163,1.00272966666667,8.565278,12.021428,8.445611,202,199,182,0.170876666666667,1.71045313625403
"HCFC1",10.293901,16.373635,17.993364,896,1267,901,3.69164133333333,13.73371,22.575695,14.586275,1221,1109,865,0.787241666666667,2.6250738335144
"HCFC1R1",56.831811,71.250273,67.688176,311,450,268,4.17199833333333,26.786577,21.908138,27.081959,196,137,179,4.92246066666667,0.873285383293948
"HCFC2",3.982889,4.745204,5.125209,239,238,164,0.0208253333333333,2.570959,4.228885,3.587414,138,150,136,0.016178,1.00457334574586
"HCG11",2.772927,3.252376,3.514817,210,267,189,2.289405,2.039991,2.158691,2.043664,178,151,158,4.175482,0.635574618943704
"HCG14",0,0,0,0,0,0,2.566393,0,0,0,0,0,0,3.419719,0.806927544488688
"HCG17",2.938789,2.561098,5.865908,7,7,11,1.84870333333333,7.821473,3.724459,3.396899,15,9,11,0.581440666666667,1.80133431078245
"HCG18",16.320365,19.671254,22.301953,550,577,440,0.0241576666666667,11.87285,15.516962,11.134644,487,531,370,0.0447016666666667,0.980335055781475
"HCG20",0.294103,0.087747,0.129324,3,1,1,0.169342666666667,0.171692,0.195655,0.103569,2,2,1,1.09941533333333,0.556984912942429
"HCG22",0.129876,0,0.077564,1,0,1,1.905454,0,0,0,0,0,0,14.0093543333333,0.193576214904025
"HCG23",2.550054,3.613407,2.390612,101,134,67,0.202358,1.66541,2.412232,2.007078,72,88,74,0.233640333333333,0.974642257967679
"HCG25",0.740576,1.118932,1.150155,14,17,21,12.270387,1.380121,1.490295,0.611143,24,19,15,7.782609,1.51098460605499
"HCG27",0.603003,0.743691,1.420493,7,10,12,601.417209,1.151378,1.294358,1.634922,15,9,15,269.628654666667,2.22599195839774
"HCG9",0,0.463733,24.858055,0,3,1,0.0141556666666667,0,0,0,0,0,0,0,1.01415566666667
"HCK",0.140135,0.116868,0.116276,3,3,2,16.4099523333333,0.103878,0.08029,0.090452,3,2,2,10.4581066666667,1.51944407918469
"HCLS1",0.071856,0.146303,0,1,5,0,28.2558843333333,0.561406,0.297675,0.13553,11,2,2,26.978991,1.04563757618469
"HCN1",11.952468,23.122746,68.737333,912,1121,886,11.061814,26.512518,15.360032,27.823399,679,383,684,5.44326266666667,1.87200407992059
"HCN2",18.554137,24.124217,22.03641,561,858,449,0.250678666666667,3.188978,2.133412,3.446028,124,63,110,0,1.25067866666667
"HCN3",30.637635,29.406624,30.738499,730,770,484,16.5262936666667,13.521276,8.991711,14.211655,437,216,350,14.395919,1.13837268607783
"HCN4",5.576298,5.664721,7.409671,449,523,412,46.0185043333333,0.990339,0.840512,0.910474,99,65,77,121.960621333333,0.382386684643298
"HCP5",1.829026,3.094696,2.429501,54,114,60,11.820663,0.280911,0.445678,0.536006,8,13,19,8.30543466666667,1.37776078810433
"HCP5B",0,0,0,0,0,0,99.7897703333333,0,0,0,0,0,0,453.74063,0.221642324622133
"HCRT",1.129596,1.294679,0.397729,4,5,1,12.170797,0,0.300936,0,0,1,0,9.95742766666667,1.201997165819
"HCRTR1",4.975367,4.927381,6.501571,112,115,99,0,0,0,0.097174,0,0,2,0.0210223333333333,0.97941050587532
"HCRTR2",5.838102,3.801598,6.339539,132,93,101,0.040764,0.306793,0.333541,0.38963,8,7,9,0.190853666666667,0.873964643290905
"HCST",0.720406,0.20234,0.506537,2,1,1,13.3099016666667,0.609307,0.466072,1.042599,2,2,3,1.54400833333333,5.62494292143959
"HDAC1",12.336297,12.936883,16.940207,160,210,171,1.92591233333333,42.941099,50.418857,40.711717,718,620,643,0,2.92591233333333
"HDAC10",45.020526,46.222488,57.678927,435,602,430,2.939593,42.70496,28.137073,34.12528,535,298,384,0.996586,1.97316469212946
"HDAC11",45.092797,72.146725,36.911115,272,362,202,0,52.093854,10.495415,48.051769,166,134,148,0.113,0.898472596585804
"HDAC11.AS1",0,0,0,0,0,0,0.0964456666666667,0,0,0,0,0,0,0.436869,0.763079770436043
"HDAC2",140.095792,147.458753,152.49271,1946,2069,1552,12.029444,100.239293,137.673973,107.869392,1605,1676,1563,26.7449856666667,0.469614371279125
"HDAC2.AS2",2.249719,2.016711,3.539628,15,17,14,214.738594666667,1.517097,2.438482,4.347069,20,18,36,117.710573333333,1.81734944587357
"HDAC3",79.985189,74.320154,68.899187,440,543,359,239.809354,66.455944,86.579802,67.108596,522,493,490,209.457973333333,1.14421587448528
"HDAC4",4.888522,5.740771,8.70904,510,624,524,8.679855,6.313298,4.905822,3.530203,507,332,384,9.32225333333333,0.937765688112027
"HDAC4.AS1",0,0.31166,0,0,1,0,62.095244,0.445219,0,2.539283,1,0,5,20.7233753333333,2.90448620584223
"HDAC5",35.07853,66.479868,49.224736,872,1681,763,5.258325,17.613544,21.027372,19.381863,535,373,503,8.48407333333333,0.659877331188919
"HDAC6",165.112493,144.932504,200.893507,1291,1243,1081,27.1632213333333,184.714061,146.844098,161.958688,1567,1068,1292,48.7709333333333,0.56585680531073
"HDAC7",36.775534,22.97297,43.270159,569,580,520,76.2897233333333,56.139748,54.284307,55.84812,1297,1098,1069,95.1436296666667,0.803898538065387
"HDAC8",27.032274,21.324241,27.551942,298,289,233,21.4644863333333,13.957167,25.170576,13.626822,241,221,178,22.347147,0.962194067366489
"HDAC9",2.613204,3.69496,4.542502,112,258,153,32.5429683333333,2.668879,1.909115,3.953634,160,107,208,34.492142,0.945081543214082
"HDC",0,0,0,0,0,0,0.396629,0,0.300937,0.038063,0,1,1,0.548183666666667,0.902108083214072
"HDDC2",39.555878,43.99831,44.443836,306,340,251,116.913605,35.963292,45.577586,34.260197,333,343,300,141.026634333333,0.830221778847898
"HDDC3",4.071337,12.938098,6.3346,58,99,68,0,18.324642,4.268854,6.931895,82,58,81,0,1
"HDGF",23.720806,25.389395,33.460116,487,564,498,30.8849393333333,38.660106,40.854591,39.142218,903,824,766,23.9683746666667,1.27701301182013
"HDGFL1",0,0,0,0,0,0,41.1698656666667,0,0,0,0,0,0,13.4811746666667,2.91204730537053
"HDGFL2",155.213014,169.849642,211.875737,467,557,459,171.670933666667,159.1975,239.962276,165.282072,656,555,558,198.578080666667,0.865179848858552
"HDGFL3",131.530717,130.179462,130.061736,2351,2470,2022,44.9211013333333,34.988652,36.601494,27.978278,717,695,672,43.748598,1.02620201270514
"HDHD2",40.554365,33.548795,40.9212,607,586,498,11.055134,18.700116,18.553389,20.851066,368,285,305,6.09156066666667,1.69992679561556
"HDHD3",6.012884,7.482033,6.718002,121,134,81,26.0165043333333,4.085937,2.402858,3.505613,87,47,78,19.6979863333333,1.30527211189739
"HDHD5",17.611025,16.007366,19.468263,342,359,301,85.158194,12.235843,9.785098,12.534607,328,200,285,138.744129333333,0.616542493849497
"HDHD5.AS1",0,0.719266,0.281218,0,1,1,16.2349586666667,0.672993,0.834625,1.52483,1,1,4,3.77887966666667,3.60648517410531
"HDLBP",416.006851,436.075024,429.549257,3142,4027,2686,4.35102933333333,1118.061696,1316.723315,1086.761039,9968,8927,8606,3.31265766666667,1.24077303299365
"HDX",2.450043,2.889275,2.741635,167,175,165,157.323271333333,1.081907,2.436804,1.70844,94,83,95,413.392117333333,0.382061493717989
"HEATR1",3.232207,2.63658,2.989698,351,299,235,23.3930666666667,4.815647,5.820427,4.139072,646,549,495,49.2043473333333,0.485875585727828
"HEATR3",19.516021,14.146735,10.710177,283,293,186,2.933255,12.196493,15.790451,12.872136,307,259,291,10.5161966666667,0.341541145383936
"HEATR4",0.753319,1.025281,0.061658,15,15,2,1.915614,0.721559,0.877047,1.288465,11,10,12,5.52443066666667,0.446876386455584
"HEATR5A",3.465501,1.956647,2.818971,162,167,113,26.269006,11.636398,18.384008,11.435401,1055,1160,916,17.6922033333333,1.4588438566454
"HEATR5B",12.557085,15.796973,19.287202,997,1089,805,0.854146333333333,10.331798,10.507974,11.403518,631,482,491,0.317727,1.40707926097996
"HEATR6",9.925124,8.213375,11.936725,262,293,239,89.4346196666667,8.769532,11.957064,11.18458,282,257,234,39.475986,2.23427836116621
"HEATR9",0.055285,0,0.198152,1,0,3,10.4793966666667,0.094754,0.415389,0.057862,2,8,2,8.367093,1.22550258299631
"HEBP1",4.866574,5.012095,6.722829,49,64,45,2.24257633333333,2.675544,5.704964,3.327752,37,57,37,1.47541266666667,1.30991344473474
"HEBP2",35.21122,39.211649,38.616736,369,467,280,1.61417333333333,6.958202,8.31332,8.423768,102,86,102,1.57056133333333,1.01696594414398
"HECA",4.920758,6.966351,5.735373,358,551,296,8.41328866666667,1.838689,2.930537,2.391112,155,197,177,8.28243133333333,1.01409731229182
"HECTD1",61.982476,58.644685,65.636534,1908,1877,1307,32.220254,45.365799,47.529728,41.277863,1364,1253,1196,26.5282756666667,1.20676842975042
"HECTD2",4.51809,4.696368,6.888538,193,233,211,0.151834,4.938179,7.468511,4.243481,249,382,231,0.0381263333333333,1.10953162733245
"HECTD3",30.48046,36.994085,54.145196,463,566,407,3.191453,25.991965,18.756549,25.931651,450,297,379,1.89534,1.44765485227987
"HECTD4",60.598725,59.671552,65.926758,3323,4074,2788,0.608898666666667,29.398761,28.772435,30.631162,2034,1553,1476,0.345218,1.19601333513725
"HECW1",21.500409,12.681081,12.844266,1206,948,831,11.8899596666667,2.563269,4.286342,5.429277,290,215,242,2.582822,3.59771143156614
"HECW1.IT1",0.044015,0,0,1,0,0,9.01803533333333,0.076856,0,0.043072,2,0,1,40.038017,0.244115970158435
"HECW2",9.903647,3.864764,9.034885,624,560,467,0.161814333333333,2.812151,5.777073,3.635231,276,279,237,0.185106666666667,0.980345791658697
"HEG1",2.051729,2.702736,2.500019,164,237,141,0.330673666666667,14.977026,26.505347,11.600207,1295,1522,1155,0.225562333333333,1.08576579948198
"HEIH",4.523145,3.855697,6.389053,87,80,81,0.329046333333333,4.358594,3.635151,3.841871,95,65,77,22.5474613333333,0.0564411727667628
"HELB",0.432958,0.231702,0.23539,20,12,8,0,0.365753,0.38539,0.164068,20,17,8,0.13963,0.877477777875275
"HELLS",3.838016,2.011264,2.941737,107,113,109,47.376439,4.925389,11.417959,3.867828,186,268,179,138.004613,0.348020385481739
"HELQ",2.614544,3.384988,5.123283,92,103,77,0.0910843333333333,3.02836,2.976536,3.631007,105,92,86,8.90650766666667,0.110138140507841
"HELT",0,0,0,0,0,0,2.33834966666667,0,0,0,0,0,0,22.4534913333333,0.142339134895538
"HELZ",2.583669,3.331597,3.718517,488,544,458,20.0963493333333,2.540697,4.494986,2.533969,518,566,488,38.331704,0.536370082855636
"HELZ2",2.785662,4.994994,5.157363,118,208,153,0.165098666666667,5.847056,6.827497,5.265117,255,222,193,0.169095333333333,0.996581402258042
"HEMGN",0.076385,0,0,2,0,0,0.770928666666667,0.033593,0.083304,0,1,2,0,0.986677333333333,0.891402260927458
"HEMK1",2.823028,5.309711,3.943992,113,189,123,11.5747943333333,8.085693,8.821516,7.629112,474,385,333,45.1516823333333,0.272466651215683
"HENMT1",7.727634,7.62343,9.789071,132,137,108,2.75126533333333,4.469874,3.554114,7.456981,76,50,110,2.992629,0.939547684829553
"HEPACAM",0.0506,0.090692,0.072019,2,4,2,11.3251553333333,0.021138,0.026663,0.072943,1,1,3,249.889297333333,0.0491258713079261
"HEPACAM2",0,0,0,0,0,0,12.784124,0.037851,0,0,1,0,0,5.529623,2.1110137599062
"HEPH",4.655219,6.008038,5.618607,200,280,178,15.469953,15.360858,22.088144,12.966255,777,988,546,20.528094,0.765044643524875
"HEPHL1",0.114453,0.0471,0.107189,9,4,6,26.3661,0.033263,0.01375,0.049835,3,1,4,11.172219,2.2482424938296
"HEPN1",0,0,0,0,0,0,0.243429,0,0,0,0,0,0,0.706769,0.728527996465837
"HERC1",114.234384,111.827825,118.479537,3056,3273,2145,95.8144366666667,59.205353,61.253383,72.143164,1567,1391,1324,268.462490666667,0.359287247836023
"HERC2",94.300871,89.637727,88.664718,2727,2988,2119,17.4039666666667,74.829677,64.612035,83.6033,2429,1886,1939,83.2602293333333,0.218418188655298
"HERC2P2",64.134231,67.864936,65.830686,1987,2119,1433,8.29907566666667,81.204536,72.784448,63.056724,3046,2419,2445,8.599353,0.968719002902244
"HERC2P3",50.321251,60.694744,55.428617,965,1101,739,10.5158023333333,68.223379,77.817728,47.742169,1158,986,801,8.13967566666667,1.2599793201998
"HERC2P9",36.229062,30.862017,36.009268,773,807,537,19.801118,42.803364,36.589385,34.62079,1089,759,839,2.40237533333333,6.113704680436
"HERC3",12.046051,9.516142,21.203403,347,381,268,50.2794663333333,2.022397,1.83688,2.435717,65,64,75,116.197062333333,0.437549075995469
"HERC3.1",0,1.34444,0.300827,0,97,14,1.47204233333333,0.490539,0,0.269716,38,0,18,1.14379766666667,1.15311364116607
"HERC4",17.175691,15.902116,19.640181,717,745,596,68.62068,16.057889,18.591769,15.552801,879,715,731,61.5414723333333,1.11319221314356
"HERC5",0.075751,0.438371,0.195858,2,9,5,9.77974366666667,0.515629,0.610206,0.343135,18,18,13,27.9202023333333,0.372740949126831
"HERC6",1.601948,1.916791,2.431816,80,98,55,1.17051333333333,0.227253,0.847964,0.561084,11,16,15,0.138908333333333,1.90578404758943
"HERPUD1",87.903413,90.676142,99.032853,590,670,414,0.107764333333333,111.416365,108.0409,118.027258,847,624,773,0.0707196666666667,1.03459791373964
"HERPUD2",6.096854,8.596307,7.900386,137,182,120,3.575482,12.241857,14.616102,12.775074,338,298,296,17.424058,0.248342791799722
"HES1",0.528067,0.934802,1.911623,9,17,22,34.0193603333333,22.888126,28.565293,20.925702,452,453,358,37.0854083333333,0.9194954673148
"HES2",0.811617,0.641549,0.2061,14,9,5,6.581916,0.315222,1.020682,0.273273,12,8,9,5.29856433333333,1.20375304573376
"HES3",0,0.356252,0.331111,0,2,1,12.6423683333333,0,0,0,0,0,0,14.8342883333333,0.86157129680494
"HES4",13.327054,12.129191,14.137806,81,91,53,158.522518666667,6.86722,6.319662,6.587266,62,35,40,74.4377296666667,2.11462512686346
"HES5",0.080209,0.069137,0.348847,1,1,3,304.208903666667,0,0.082588,0,0,1,0,202.560158666667,1.49935481317074
"HES6",12.455661,13.871561,11.363429,152,173,104,9.452306,8.364214,8.801977,12.132317,147,95,129,21.9326066666667,0.45578359895706
"HES7",0.866975,0.617322,1.497962,8,6,9,0.534542,1.803007,1.247521,0.904294,18,10,14,0.668878333333333,0.91950501684265
"HESX1",0.293725,0.890209,0.928038,2,8,4,30.2406603333333,0.556883,0.499839,0.52812,5,3,6,35.8015773333333,0.848894601727759
"HEXA",24.99931,27.511222,30.415037,460,529,356,0.750547,116.451301,98.037097,121.694377,2117,1384,1815,0.812387333333333,0.965879074414189
"HEXA.AS1",0.028848,0.241072,0.202425,1,9,5,0.0272426666666667,0.076035,0.1258,0.113469,3,4,4,0,1.02724266666667
"HEXB",36.018235,39.663162,21.755451,297,307,163,0.973171,227.973351,155.914615,281.387325,2000,993,1989,0.463282333333333,1.34845542452846
"HEXD",14.153812,18.600185,19.381863,165,202,159,69.4858786666667,19.293299,12.344041,19.891326,268,168,226,38.857744,1.76843623328673
"HEXIM1",7.396699,6.84713,8.494156,351,354,287,23.9666853333333,19.10739,16.607709,17.395725,1054,739,846,6.26229533333333,3.43785045738065
"HEXIM2",4.243997,4.815433,8.292476,29,56,45,0.514735666666667,6.881961,4.398151,5.203338,67,50,56,0.307861666666667,1.15817727919747
"HEY1",8.295579,10.622408,9.44622,233,308,186,0.0195696666666667,7.373726,11.936418,5.027585,204,291,142,0.096039,0.930231193111437
"HEY2",0,0.327221,0.089808,0,12,2,10.5225913333333,4.996528,6.137966,4.05639,187,181,132,3.43621166666667,2.59739439844883
"HEYL",0.203487,0.571116,0.182557,11,34,7,2.43541933333333,8.641884,7.854811,8.39826,550,403,470,2.04752166666667,1.12728298896426
"HFE",0.677239,0.347941,0.357457,8,11,5,7.34711733333333,1.654755,2.448042,2.440595,54,39,55,13.1340106666667,0.59056962175775
"HFM1",2.378673,3.469385,2.993669,65,69,50,1.85180233333333,2.694642,1.284734,2.861037,61,36,62,1.58208566666667,1.10445690092647
"HGC6.3",0.185821,0,0.522381,2,0,4,38.8705683333333,0,0,0.140549,0,0,1,19.032656,1.99027868962225
"HGD",0.92071,0.233441,0.260779,3,1,1,30.9047876666667,0.350502,0.456183,0.358471,2,2,2,52.003554,0.60193676195122
"HGF",0,0,0.040541,0,0,1,1.267907,0.011637,0.094582,0.148138,1,3,3,0.0673006666666667,2.12489982516642
"HGFAC",7.464932,5.561055,8.959333,119,103,97,2.06781933333333,5.474367,1.795875,4.356594,110,35,66,1.465385,1.24435710176436
"HGH1",8.059897,14.440276,7.383413,136,196,116,65.0824573333333,8.094255,17.423152,13.516924,204,160,167,46.9885303333333,1.37704690838243
"HGS",130.140227,146.221825,127.906685,696,984,618,9.90122766666667,153.815267,143.213038,163.353675,1088,819,931,43.9999973333333,0.242249518059231
"HGSNAT",44.230138,39.903446,38.928861,1866,1803,1254,0.159272666666667,25.038724,28.079837,24.895054,1342,1002,1237,0.557384666666667,0.744371439811273
"HHAT",2.08257,2.605781,2.326539,77,105,64,18.9458963333333,5.149632,4.018449,6.055662,214,165,169,23.347628,0.819213121431514
"HHATL",1.069859,0.788166,2.612101,4,10,9,43.484654,0.212355,0,1.390573,2,0,7,17.9250263333333,2.3505728983662
"HHATL.AS1",0,0,0,0,0,0,138.205383333333,0,0,0,0,0,0,65.6087563333333,2.08989614873908
"HHEX",0,0.115428,0,0,1,0,37.199612,0.107975,0.056764,0.122281,1,1,1,47.567103,0.786532645358732
"HHIP",0.2405,0.976108,0.401761,8,15,13,14.348512,0.389687,0.621927,0.180001,10,20,4,18.3541533333333,0.793034535567387
"HHIP.AS1",1.778428,1.566777,1.248039,15,13,11,6.53237866666667,1.237984,0.700781,1.483069,12,6,11,4.424611,1.38855646361862
"HHIPL1",0.730162,0.633459,0.530653,62,60,29,14.1283106666667,0.251088,0.174196,0.237571,29,16,20,10.0544733333333,1.36852387359325
"HHIPL2",0.075839,0,0.213944,1,0,3,0.295641666666667,1.094144,0.300936,0.205173,4,1,2,0.1172,1.15972222222222
"HHLA1",1.528376,1.885822,1.844895,45,59,38,1.77077166666667,0.76714,1.119469,0.864706,25,30,25,4.09187933333333,0.544155013361799
"HHLA2",0.214136,0.066811,0,6,2,0,0.281872,0.061801,0.234315,0.065869,2,7,2,0,1.281872
"HHLA3",4.565508,4.311208,4.773392,31,37,24,79.2572143333333,6.080648,6.329119,7.403754,48,40,55,115.393567666667,0.689533072507732
"HIBADH",5.949557,5.655683,5.247881,99,120,84,0.155233666666667,3.989847,4.191249,4.867525,102,82,94,0.111071333333333,1.03974752296132
"HIBCH",110.576878,55.05521,124.899752,282,262,193,9.18208366666667,59.766857,58.801541,48.150882,194,151,175,12.15919,0.773762189516731
"HIC1",1.33037,1.858634,0.939254,41,43,29,814.562393333333,1.14343,0.938208,0.4266,44,22,16,964.453823,0.844745107331077
"HIC2",6.655369,6.46895,8.192802,605,661,528,63.629185,5.14846,4.831387,5.540296,564,425,526,42.709816,1.47859659258232
"HID1",101.018376,98.061661,125.585194,1100,1283,909,50.1900853333333,40.406253,21.556239,52.33144,556,281,491,29.217815,1.69403662486296
"HID1.AS1",0.256029,0.119878,0.177164,2,1,1,7.26393233333333,0.490496,0.267533,0.659976,5,2,5,6.11488433333333,1.16149918201997
"HIF1A",45.625155,42.614332,52.011509,1101,1033,756,147.689685333333,55.053587,80.493089,72.487617,1430,1531,1409,128.895954666667,1.14468295579254
"HIF1A.AS1",0,0.161821,0.248194,0,1,1,618.244360333333,0.151982,0.194318,0.171059,1,1,1,549.632911333333,1.12460470049613
"HIF1A.AS3",8.260049,7.317549,7.87184,148,138,103,13.101902,6.415748,6.481049,6.096018,135,110,114,20.150009,0.666756312018591
"HIF1AN",12.236967,15.483603,14.492817,854,1030,714,31.8491013333333,14.69167,14.429709,10.067301,1119,942,931,16.2316293333333,1.9063259020892
"HIF3A",6.294824,4.684622,4.643905,42,78,51,5.28797666666667,0.484555,0.846427,0.293616,18,42,13,3.197655,1.49797367021984
"HIGD1A",47.803089,45.780508,44.544393,650,663,440,52.5266053333333,28.109539,31.586276,31.910309,415,427,414,34.5896433333333,1.50399386787898
"HIGD1B",0.315431,0.288346,0,1,1,0,261.461555666667,0,0.545525,0.305797,0,3,1,127.53038,2.04201960397742
"HIGD1C",0,0,0,0,0,0,8.359098,0,0,0,0,0,0,5.892196,1.35792684943957
"HIGD2A",45.104604,50.379194,57.564689,260,319,236,7.23004033333333,41.478383,40.769012,48.629377,281,224,290,7.89494666666667,0.925248980319912
"HIGD2B",0,0,0,0,0,0,0.310924,0,0,0,0,0,0,0.216815666666667,1.07733984358628
"HIKESHI",42.585459,40.163671,50.383946,271,269,210,47.6461866666667,29.12403,32.460359,35.682028,237,219,241,37.1037036666667,1.27667869486458
"HILPDA",4.983147,4.639956,9.238748,61,64,54,29.7830673333333,8.086505,7.350146,6.809231,123,110,102,26.782654,1.10799592196387
"HINFP",16.524733,18.059092,23.75737,304,341,298,4.912396,20.105552,18.61268,18.342966,389,291,333,8.17877066666667,0.644138111160275
"HINT1",174.570339,203.536266,171.250601,1616,1983,1107,2.088058,100.662404,91.808813,109.370801,1090,803,1019,1.66443633333333,1.15899110118225
"HINT2",15.337454,14.135948,17.985947,65,94,65,0,12.035865,8.695764,11.301551,58,40,58,0.0141186666666667,0.986077894894615
"HINT3",28.101479,26.046576,29.448099,1185,1174,890,39.5832456666667,6.666262,6.496634,7.197197,323,254,306,20.7474206666667,1.86611765545468
"HIP1",23.441716,21.996041,31.983764,2588,2367,2133,11.3596436666667,10.13429,8.849558,9.111053,1164,733,972,13.9044913333333,0.829256322154704
"HIP1R",48.282454,45.669699,72.208256,1040,1284,1063,212.907360666667,29.934821,19.555539,28.768568,946,434,687,130.471608,1.62702323277788
"HIPK1",4.860391,6.213566,6.550607,456,594,419,0.094133,5.757014,7.939936,5.767656,588,703,498,0,1.094133
"HIPK1.AS1",0.163682,0.450973,0.311528,4,8,5,4.05668,0.357931,0.118222,0.642782,7,2,7,3.900945,1.03177652473145
"HIPK2",12.475099,11.722311,12.527002,2580,2653,1850,0.213376666666667,5.243623,6.329368,4.465904,1280,1240,962,0.107346,1.09575206544898
"HIPK3",5.423145,5.003399,6.129554,529,526,429,8.464308,4.410214,5.812086,4.181102,493,526,415,10.3396666666667,0.834619594932244
"HIPK4",1.008644,1.106902,0.824312,31,38,18,0,0.217995,0.101171,0.31258,8,3,10,0,1
"HIRA",22.92845,22.230891,23.943033,670,699,529,12.683836,12.720366,12.60078,13.520661,547,481,477,10.8614266666667,1.1536416642405
"HIRIP3",4.188486,3.286057,4.553526,78,96,87,3.21141033333333,2.644661,4.241083,3.185239,61,50,54,4.607217,0.751069618552899
"HIVEP1",4.566505,4.930996,4.99486,352,320,238,29.067495,6.59528,8.420829,7.117192,434,542,361,23.5126053333333,1.22661359700973
"HIVEP2",27.951495,24.511054,27.812353,969,1132,759,0,6.067287,5.487401,1.592892,283,277,216,4.06386,0.197477813367668
"HIVEP3",3.679792,4.503905,3.983611,361,484,330,204.994719,2.505469,2.465005,2.563816,227,192,182,137.085078666667,1.49179564504044
"HJURP",0.056818,0.048786,0.731119,2,2,6,172.808677,0.88109,2.610643,0.785055,24,57,18,132.487925,1.30205542561247
"HJV",0,0,0,0,0,0,3.45315033333333,0.266668,0,0,2,0,0,0.159161333333333,3.84170020624106
"HK1",354.31958,307.889567,272.492911,4650,5077,3285,1.722212,221.226327,211.608895,267.969684,4177,2987,3570,1.66782233333333,1.02038728965834
"HK2",0.263624,0.873659,1.347044,19,30,15,16.3253213333333,5.253097,3.957621,4.555763,462,280,350,21.7665943333333,0.760997498337586
"HK3",1.448972,1.970719,1.231214,10,9,3,11.8695076666667,0,0.44453,0.226856,0,2,3,7.63406133333333,1.49055087401124
"HKDC1",0.124121,0.951372,0.397729,6,16,1,2.74681066666667,2.440585,1.421674,2.401276,80,48,79,0.299419,2.88345073195533
"HLA.A",48.326501,52.771183,45.40114,871,1062,583,0.076505,143.770769,129.137317,145.734427,3106,2240,2744,0.0887556666666667,0.988748011108706
"HLA.B",231.869931,242.667869,202.022281,374,487,225,3.724697,867.210171,1167.455617,1116.434487,1803,1750,1885,3.44647033333333,1.06257247790026
"HLA.C",17.830792,19.635753,15.782421,270,385,193,0.465220666666667,64.004028,59.787659,74.200927,1357,978,1300,6.87051833333333,0.18616571420222
"HLA.DMA",2.703711,2.126209,1.46161,20,21,8,67.747412,51.980513,53.846553,69.642966,562,494,662,73.1247953333333,0.927454999246181
"HLA.DMB",0.190769,0.485616,0.241222,5,9,2,284.925797,10.349001,11.965101,13.813442,154,193,219,208.976448,1.36170413264634
"HLA.DOA",0.913347,2.526007,2.167646,18,27,24,0,25.94779,31.079055,26.236535,571,742,693,0,1
"HLA.DOB",0.382054,0.425088,0,6,8,0,33.6743683333333,0.149444,1.007206,0.527971,3,8,9,21.795426,1.52111078482733
"HLA.DPA1",1.356946,2.556922,2.543239,15,29,15,17.5785686666667,67.532276,158.024191,99.510663,898,1524,1185,25.0138643333333,0.71417950169213
"HLA.DPB1",4.513431,4.340507,5.06546,44,60,35,68.9514103333333,35.04679,62.221796,45.561051,376,547,441,193.733208333333,0.359216647905243
"HLA.DPB2",1.65997,2.111495,2.889795,17,21,20,0.476444666666667,0.131003,0.08119,0.073753,2,1,1,0.559518,0.946731404617751
"HLA.DQA1",0.356428,0.145361,0.076728,8,4,4,39.1231486666667,7.400689,12.490487,10.999542,117,139,153,23.577114,1.63254109765153
"HLA.DQA1.1",0,0,0,0,0,0,7.57645833333333,4.445255,9.928813,8.175745,87,158,143,5.10897466666667,1.40391126192262
"HLA.DQB1",1.176663,1.919757,0.795458,5,11,2,0.220434333333333,21.568777,28.943565,38.931429,127,149,188,3.17725633333333,0.292161705183043
"HLA.DQB1.AS1",0,0,0,0,0,0,86.2640096666667,0,0.253737,0,0,1,0,19.6543203333333,4.22497609499327
"HLA.DQB2",0.147751,0,0.623629,1,0,3,67.9068943333333,2.012252,4.944272,4.922678,23,42,60,67.1656146666667,1.01087468616386
"HLA.DRA",0,0.141378,0,0,2,0,31.6783153333333,147.812109,261.344384,206.938858,2391,3408,2966,16.0002993333333,1.92221999698907
"HLA.DRB1",0.782996,0.844547,0.300627,11,13,3,14.7692503333333,43.675699,71.622199,60.470718,718,953,878,12.8549683333333,1.13816574343187
"HLA.DRB5",0,0.191031,0,0,3,0,32.657182,22.128454,45.778575,31.826115,371,621,471,39.2236883333333,0.83675026817738
"HLA.DRB6",0.149195,0.226477,0,1,3,0,9.37514533333333,10.327247,17.271045,12.939226,94,133,106,2.9733,2.6112162014782
"HLA.E",0.779153,1.296513,1.609822,25,47,37,19.4840856666667,36.311924,33.933054,41.592552,1368,1018,1367,7.86145133333333,2.31159489525305
