"Hs_symbol","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","Hs_Avg_TPM","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","Hs_Avg__TPM","FoldChange"
"C12orf4",13.550589,11.594722,14.256845,437,509,317,43.13191,3.498562,2.835886,2.622224,209,182,134,16.7707803333333,2.48339741824505
"C12orf40",0,0,0,0,0,0,243.793332666667,0,0,0,0,0,0,6.097155,34.4917551704404
"C12orf42",0.574777,0.264221,0.183494,2,4,2,28.9058536666667,0,0,0.04099,0,0,1,29.0987736666667,0.993590436536169
"C12orf43",7.268137,9.868617,10.289735,220,302,186,81.1694743333333,2.250847,1.711842,1.905297,88,84,77,30.9390633333333,2.5726951813135
"C12orf45",6.350839,9.081708,6.67673,539,608,440,12.1556,6.280853,5.732866,4.042322,188,148,117,4.282814,2.49026371172636
"C12orf49",26.760767,39.740236,34.374087,1863,2242,1341,62.0878983333333,7.033387,4.140646,4.553192,313,227,212,29.7415963333333,2.05219981582175
"C12orf50",0.29053,0.963277,0.381345,7,23,5,236.697031,0.167805,0.15199,0.360571,12,10,7,227.882306,1.03851204207983
"C12orf54",0,0.146013,0,0,1,0,0.792094666666667,0,0,0.377362,0,0,2,0.316326,1.36143680719417
"C12orf56",0.050689,0.017786,0.027166,3,1,1,36.3442136666667,0.137992,0.09366,0.012725,2,3,1,13.1861873333333,2.63243483179718
"C12orf57",102.570113,101.460677,111.143079,487,530,371,63.6998803333333,59.941668,58.003341,49.322172,460,430,364,20.5539353333333,3.00176646782801
"C12orf60",1.169683,1.297905,1.716791,20,35,22,15.448678,0.59003,0.563918,0.326605,19,20,11,6.962914,2.0656606362947
"C12orf65",5.328727,7.304793,8.194709,113,157,123,5.80188866666667,6.854397,5.089135,6.76766,218,157,212,0.361259333333333,4.99676182201873
"C12orf66",1.408848,1.263655,1.385679,62,64,38,34.5156583333333,0.260483,0.304321,0.198054,17,12,16,19.3646573333333,1.74398506942714
"C12orf71",0.199162,0.274016,0.2807,2,3,2,0,0,0.126955,0.064223,0,2,1,0,1
"C12orf73",27.03473,35.398663,30.81001,233,292,198,0.0770786666666667,8.895327,7.484701,6.425649,91,85,71,0,1.07707866666667
"C12orf74",0.018948,0.017695,0,1,1,0,18.928079,0,0,0,0,0,0,0.696616,11.7457804240912
"C12orf75",28.07738,32.535083,20.739268,214,241,133,11.3717213333333,116.499524,81.516836,89.497196,573,527,500,8.44091233333333,1.3104370527467
"C12orf76",44.876513,45.822717,48.461913,541,616,414,24.2281433333333,4.01149,2.815358,2.218191,68,56,35,4.14597266666667,4.90250239702012
"C12orf77",0.149358,0.370446,0.720378,3,3,3,0.343579666666667,0.50163,0.398473,0,6,5,0,2.392769,0.396012716063683
"C12orf80",0,0,0,0,0,0,2.190945,0.035472,0,0,1,0,0,29.3724796666667,0.105060404518174
"C13orf42",0.288266,0.220518,0.339959,3,2,2,19.2438116666667,0.150267,0,0.078291,2,0,1,60.233,0.330602970076048
"C13orf46",0.059699,0.125999,0.167907,3,7,6,0.0490063333333333,0.034969,0.012319,0,3,1,0,0.020358,1.02807674691955
"C14orf119",24.776671,30.52603,31.947484,322,391,274,20.228409,29.043639,24.899051,25.600246,490,480,411,7.05024366666667,2.63698962155638
"C14orf132",42.530469,42.893485,56.890503,4357,4882,4207,1.631732,1.899179,1.870208,1.600266,199,156,143,0.292153333333333,2.03670255851989
"C14orf177",0,0,0,0,0,0,15.8359406666667,0,0,0,0,0,0,58.5909583333333,0.28252508664975
"C14orf178",0.869705,0.439851,0.44067,3,2,1,1111.24137566667,0,0.403519,0,0,2,0,1540.04324666667,0.721745725223796
"C14orf180",0.210887,0.175563,0.094274,6,6,2,3.85599033333333,9.969071,8.761749,8.803516,415,327,320,1.246018,2.1620442638186
"C14orf28",2.508643,2.032215,1.450545,52,40,29,1.325803,0.523545,0.584791,0.980455,14,8,12,0.0474636666666667,2.22041400958697
"C14orf39",1.099281,2.871894,1.701162,27,28,20,0.610913,0.105694,0.19445,0.091733,2,1,3,1.25550466666667,0.714213995566993
"C14orf93",2.94581,1.537919,1.82755,50,42,27,13.917831,2.738643,2.442115,1.923405,70,64,52,2.84195366666667,3.88287634216654
"C15orf32",0,0,0,0,0,0,4.18244533333333,0,0,0,0,0,0,72.2558003333333,0.0707445050050895
"C15orf39",1.440646,2.172719,1.239712,40,94,47,21.274695,3.491131,4.43832,2.139008,317,288,190,11.27978,1.81393274146605
"C15orf40",15.295601,22.528696,27.694896,275,382,214,178.422281333333,17.03276,6.672579,7.924525,298,196,195,2.54694733333333,50.584986037759
"C15orf41",31.84022,38.545852,52.235594,249,278,217,4.723413,95.068825,68.732867,60.070446,637,508,521,7.14545233333333,0.702651340377782
"C15orf48",0.439673,0.406691,0.4119,3,3,2,4.98080666666667,0,0,0,0,0,0,2.024687,1.9773307673378
"C15orf54",0,0.023163,0,0,1,0,19.299381,0.018264,0,0,1,0,0,2.415899,5.94261744858381
"C15orf56",0.039782,0.070697,0,1,2,0,0.646793,0.266791,0.120459,0.095399,12,5,4,4.06018666666667,0.325441156320979
"C15orf61",5.371863,5.499702,8.018782,111,86,72,46.5611396666667,2.156756,2.724889,1.617834,55,59,41,34.9893206666667,1.32153479936946
"C15orf62",1.402328,0.922185,1.887535,44,32,42,4.78200433333333,0.566479,0.257879,0.239335,30,13,12,4.69999433333333,1.01438773360184
"C15orf65",2.855174,3.851547,5.11934,17,27,20,0.145012666666667,2.624522,3.718999,2.377167,29,31,24,0.0938623333333333,1.04676121644802
"C16orf46",2.376964,1.893813,3.110752,27,23,19,109.989814,0.147537,0.13421,0.292309,5,5,10,69.1032253333333,1.58323405909294
"C16orf54",0.038944,0.057184,0,1,2,0,54.6988576666667,0.035911,0,0.019159,2,0,1,42.6741003333333,1.27532925101048
"C16orf58",29.747737,36.507993,35.802351,678,756,522,18.810799,16.499945,11.017468,10.269366,737,561,514,6.29802833333333,2.71454125623427
"C16orf70",16.463355,11.779211,18.082947,249,270,208,3.70855766666667,7.972443,6.915101,6.957112,202,170,147,0.294432,3.63754733092713
"C16orf71",0.762491,0.785591,0.424315,11,10,7,170.312834666667,0.226465,0.536395,0.379608,10,8,11,29.8491106666667,5.55325035193883
"C16orf72",13.584105,16.861761,17.188284,1437,1982,1263,0.135284333333333,5.710943,4.452653,2.85955,978,748,424,0.082839,1.04843317735447
"C16orf74",0.702631,0.259264,0.548207,5,3,3,4.03100933333333,0.829133,0.619546,1.773695,11,10,20,0.572310333333333,3.19975594300616
"C16orf78",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"C16orf82",0,0,0,0,0,0,2.295719,0,0,0,0,0,0,7.72781533333333,0.377610991311075
"C16orf86",1.064238,1.140651,0.870721,12,22,12,14.389257,1.687518,1.247592,1.45709,25,19,18,3.99634033333333,3.08010583212873
"C16orf87",13.819348,12.49274,8.719668,241,270,175,14.371943,10.141605,13.306724,11.823845,205,244,212,6.54090366666667,2.03847492018087
"C16orf89",0.427634,0.162001,0.187414,8,4,3,16.375016,1.613427,0.680474,0.964789,13,10,7,17.34433,0.947160021652467
"C16orf90",0,0,0,0,0,0,30.7041603333333,0,0,0,0,0,0,16.645719,1.79670549742594
"C16orf91",5.537027,5.504751,8.240591,54,58,56,0,5.002435,6.545027,4.831059,84,103,73,0,1
"C16orf92",34.99419,4.414228,36.577769,18,9,13,9.722505,0,0,0,0,0,0,3.77197266666667,2.24697535987563
"C16orf95",1.852368,2.99488,3.047408,11,25,17,16.4738273333333,2.590339,2.664672,2.762144,31,29,26,4.44986866666667,3.20628411473647
"C16orf96",0.280812,0.342009,0.481682,14,19,17,2.92918266666667,0.115223,0.073875,0.086121,10,6,7,0.473034666666667,2.6674067865341
"C16orf97",0,0,0,0,0,0,110.371315666667,0,0,0,0,0,0,36.146793,2.99814079957499
"C17orf100",3.557703,5.1313,4.617233,64,90,54,87.319546,0.646224,0.793841,0.379268,21,25,12,102.62084,0.852333816247774
"C17orf102",1.358493,1.315855,1.658819,67,72,62,0.012277,0,0.032707,0,0,2,0,0.00845933333333333,1.00378564265358
"C17orf107",0.247823,0.438414,0.526877,10,20,15,64.3054173333333,0.109921,0.044715,0.118383,8,3,8,27.590615,2.28415573898405
"C17orf112",0,0,0,0,0,0,6.37331833333333,0,0,0,0,0,0,0.0899866666666667,6.7645949797551
"C17orf113",0.91411,0.947308,1.222713,43,50,40,1.84680566666667,0.154396,0.294503,0.17848,13,23,14,6.31269033333333,0.389296625031435
"C17orf49",52.07436,49.888879,71.889415,187,158,161,22.882029,48.996888,48.909667,38.178661,302,260,251,12.1188576666667,1.82043510241606
"C17orf50",0.311012,0.171717,0.876055,3,2,4,0.141840666666667,0,0.113963,0,0,2,0,0.208743666666667,0.9446507958263
"C17orf58",4.056293,6.534305,5.013135,70,104,56,15.8925086666667,2.746821,2.172961,1.287786,56,52,32,10.3784533333333,1.48460499610961
"C17orf64",0,0,0,0,0,0,37.4559483333333,0,0,0,0,0,0,40.4940853333333,0.926781444256602
"C17orf67",1.265482,0.983318,1.385256,21,22,20,13.4818973333333,0.048792,0,0.051185,2,0,2,0.172723333333333,12.3489461850905
"C17orf75",51.739148,56.205641,56.62852,609,571,419,24.761437,19.749034,18.500106,23.090881,195,221,165,11.7315553333333,2.02343204153166
"C17orf77",0.0339,0.058383,0.478035,1,2,6,1.52349433333333,0.060706,0.041227,0.020766,3,2,1,0.258037,2.00589834268255
"C17orf78",0.049836,0.045914,0.140399,1,1,2,8.96578533333333,0.026769,0.054443,0,1,2,0,1.69691866666667,3.69524875054939
"C17orf80",12.744101,14.295524,11.011883,407,425,286,0.149831666666667,6.520741,4.752286,4.70143,391,281,254,0.101448333333333,1.04392701125336
"C17orf82",0.073264,0.058613,0.555044,1,1,5,7.45123933333333,0.030916,0.037375,0,1,1,0,4.41263866666667,1.5613898975706
"C17orf97",2.231996,2.691949,3.547914,36,45,26,40.4299213333333,5.684444,5.693896,7.852912,97,117,138,3.44870333333333,9.31280830144514
"C17orf98",0,0,0,0,0,0,4.674349,0,0,0,0,0,0,3.496443,1.26196395684322
"C17orf99",0.090357,0.088682,0.091752,3,3,2,13.694758,0.039251,0.020484,0.084349,2,1,4,5.305709,2.33038949307683
"C18orf12",0,0,0,0,0,0,0.337608666666667,0,0,0,0,0,0,0.0755423333333333,1.2436597102795
"C18orf15",0.123009,0.145453,0.259783,4,5,6,0.472825666666667,0.063394,0.109528,0.05914,3,6,3,0.189936666666667,1.23773450127598
"C18orf21",13.997639,14.434992,15.87512,140,158,107,0.789174,7.124776,7.450516,13.106879,99,116,108,0,1.789174
"C18orf25",2.920885,3.587023,3.771334,189,247,160,0.0131466666666667,6.890804,4.197799,3.802982,487,396,324,0.0189206666666667,0.994333219269279
"C18orf32",8.250012,9.765137,3.941475,255,301,206,35.6889783333333,0.684936,1.310336,0.751771,72,60,59,6.16151633333333,5.12307402868918
"C18orf54",0.995831,1.387155,0.830582,49,39,40,17.2413223333333,1.24366,0.638381,0.650399,18,18,15,0.00856033333333333,18.0864958996008
"C18orf63",0,0.014192,0.021035,0,1,1,7.46510466666667,0,0,0,0,0,0,36.028331,0.228611564120097
"C18orf65",0.038355,0.07065,0.053852,1,2,1,1.793097,0.129673,0.151044,0.077322,5,6,3,0.466508333333333,1.9045899273217
"C19orf12",30.95196,31.479397,31.330904,886,974,681,0.225382333333333,7.717241,8.238354,5.412551,321,315,218,0.170211,1.04714648326954
"C19orf18",0.428807,0.098653,0,4,1,0,49.6102953333333,1.858688,2.517746,2.484108,28,37,36,18.602289,2.58185640122607
"C19orf25",9.673923,16.633564,17.011649,135,226,164,18.9834573333333,8.121124,8.050488,5.525126,254,186,143,51.0608773333333,0.383847878808957
"C19orf33",0,0,0,0,0,0,20.5633526666667,2.108826,5.58055,5.517783,6,16,16,18.5008316666667,1.10576579682627
"C19orf38",0.073168,0.198809,0.244162,1,3,2,0.193343666666667,0,0.106097,0.162052,0,2,3,0,1.19334366666667
"C19orf44",4.434064,2.842976,4.954086,70,85,56,0.268202,3.364245,0.748488,0.751619,64,30,32,0.0705853333333333,1.18458749668406
"C19orf47",12.691903,13.46608,14.22762,121,171,97,4.830787,43.632649,33.27196,24.675311,502,368,290,3.464654,1.30598854916865
"C19orf48",3.417085,7.12692,12.397909,53,97,70,0,10.227607,12.514303,8.110321,212,223,159,0,1
"C19orf53",39.998405,45.583786,51.390871,164,207,130,0.120700333333333,62.302563,59.576133,47.937185,427,395,315,0,1.12070033333333
"C19orf54",2.61891,3.804979,9.810202,57,83,60,0,5.79238,8.645041,5.854629,179,184,143,0,1
"C19orf57",1.727467,3.076553,1.860137,36,51,31,3.16365566666667,0.987227,1.096781,0.39821,16,15,8,1.82426833333333,1.47424223737003
"C19orf67",0,0.253419,0.286415,0,3,1,56.1524886666667,0.275811,0,0.090947,3,0,2,4.38446,10.6143399090469
"C19orf71",5.922666,4.363429,6.041359,33,28,23,16.9172726666667,1.75792,1.137868,1.008662,19,11,10,5.62907833333333,2.7028301319917
"C19orf73",1.070707,1.589113,0.875305,7,12,4,12.2938226666667,0.964766,1.601188,1.044253,12,18,12,16.8699156666667,0.743921958818422
"C19orf81",5.287206,4.541343,5.256329,17,16,12,0.025703,7.478402,4.173385,5.415215,39,21,27,0.0124503333333333,1.0130896955933
"C19orf84",0,0,0,0,0,0,63.317277,0,0,0,0,0,0,2.31693333333333,19.3905847771033
"C1D",10.920009,12.652405,8.821945,131,149,86,22.5962176666667,10.511072,6.040344,5.035234,96,73,69,8.81241066666667,2.40473197344098
"C1GALT1",8.232757,6.405487,7.177364,270,244,218,0,4.377918,3.660034,3.375978,151,160,136,0,1
"C1GALT1C1",7.387021,7.344325,7.166138,135,150,94,438.758949666667,4.397695,5.174048,4.087346,112,141,110,125.562182333333,3.47464733587203
"C1GALT1C1L",0.067623,0,0,1,0,0,1.752365,0.08641,0.128852,0,2,3,0,0,2.752365
"C1QA",0,0,0,0,0,0,6.525067,0,0,0,0,0,0,3.70602533333333,1.5990281536946
"C1QB",0,0,0,0,0,0,0.276873,0,0,0,0,0,0,0.0556923333333333,1.20951243054716
"C1QBP",125.31032,110.139504,153.139714,575,572,429,2.68746466666667,122.375019,120.334251,97.238643,883,783,680,0.773021,2.0797636726619
"C1QC",0,0,0,0,0,0,2.95775966666667,0,0,0,0,0,0,18.8067463333333,0.199818768820502
"C1QL1",5.116662,4.503349,3.067596,63,68,25,8.244473,0.791424,1.01094,0.89029,22,23,22,2.73265,2.47665144066548
"C1QL2",0.112989,0.094337,0.083872,2,2,1,71.2621173333333,0,0,0,0,0,0,42.6513233333333,1.65543932726896
"C1QL3",1.049791,1.051409,1.515337,27,31,24,4.45094933333333,0.107673,0,0.022709,5,0,1,5.96923933333333,0.78214408669564
"C1QL4",1.149702,2.298849,1.477025,25,59,22,3.828387,0,0,0,0,0,0,7.38814,0.575620697794743
"C1QTNF1",2.350929,2.437179,1.75477,47,51,36,0.168000333333333,2.677328,1.880171,2.022187,144,103,92,0.136785,1.02745931142066
"C1QTNF12",1.136366,2.614199,2.338133,7,14,7,25.4841386666667,0.435641,0.534144,0.984827,3,4,7,5.57597533333333,4.02740845641858
"C1QTNF2",0.311516,0.243915,0.149069,9,8,3,149.074869333333,0.06118,0.106171,0.045534,3,5,2,15.99966,8.82811005239713
"C1QTNF3",3.546937,4.308556,5.496856,65,57,31,46.0744466666667,0.547751,1.340336,0.524328,7,30,14,41.560526,1.10605885525632
"C1QTNF3.AMACR",0.00295,1.318746,2.265701,0,64,72,8.88148866666667,0.717602,0.230355,0.682001,47,15,44,0.884464,5.24366008937643
"C1QTNF4",9.948812,17.629369,13.497258,83,140,55,0.519685,0.278941,0.045584,0,4,1,0,1.02462033333333,0.750602458633808
"C1QTNF5",0.284089,0,0.753522,3,0,5,1.71951866666667,0.124577,0.372843,0.177178,2,8,4,0.421613333333333,1.91298055730109
"C1QTNF6",1.576057,2.594181,3.320693,36,67,73,102.596602,2.615432,2.644726,1.573062,105,102,80,13.5019126666667,7.14365093634316
"C1QTNF7",0,0.016411,0,0,1,0,9.01169,0,0,0,0,0,0,19.490449,0.488602763170295
"C1QTNF7.AS1",0,0.226573,0,0,1,0,98.950045,0,0.180745,0.169311,0,1,1,44.024627,2.21989723535078
"C1QTNF8",0.226963,0.210015,0.294411,5,6,4,3.73818966666667,0,0,0,0,0,0,5.074776,0.779977675994418
"C1QTNF9",0.044468,0,0,1,0,0,86.7274036666667,0.030066,0,0.060549,1,0,2,35.378135,2.41154208885823
"C1QTNF9B",0.439287,0.133953,0.619349,4,1,3,137.681264333333,0.044566,0.093406,0,1,1,0,41.6214243333333,3.25379234745268
"C1R",0.898323,1.838563,2.267764,21,31,22,4.58900233333333,0.692366,0.738564,0.484109,17,15,7,0.953857333333333,2.86049663810323
"C1RL",21.692447,18.686155,15.069921,222,213,157,6.47551633333333,2.541086,3.92974,1.059361,55,34,50,1.53293233333333,2.95132887482058
"C1RL.AS1",3.537711,7.225493,5.393984,82,113,71,0.204098333333333,0.174113,0.346646,0.045558,1,3,2,0.523661,0.79026655754353
"C1S",2.734746,4.525943,2.729329,21,49,31,3.47958666666667,6.072971,5.011311,4.651536,196,174,170,2.62405666666667,1.23606970825511
"C1orf100",0.237322,0.452685,0.69533,2,1,1,24.158135,0.077333,0.076127,0.156112,1,1,2,12.1947056666667,1.90668406219596
"C1orf105",0,0,0.135064,0,0,1,26.036569,12.854736,14.324789,8.747715,148,159,103,5.03760166666667,4.47803126020514
"C1orf109",8.540608,13.490369,9.914149,130,198,105,22.8145296666667,4.490544,3.876179,4.192562,152,95,109,2.13240633333333,7.60263105499616
"C1orf112",1.104265,0.687751,1.031793,36,27,24,11.180396,1.248208,0.888458,0.60937,54,47,35,3.69473133333333,2.59448201295722
"C1orf115",0.192141,0.447961,0.310977,7,18,8,14.4766863333333,1.410964,1.085763,1.207787,87,63,70,18.3631666666667,0.799284879367184
"C1orf116",0,0.066624,0.102723,0,4,3,53.6164826666667,0.032522,0.061761,0.03437,4,5,4,16.0417746666667,3.20485886798488
"C1orf122",24.54382,69.713464,30.736938,239,338,190,2.446679,133.932713,86.754428,126.077316,429,318,354,1.895094,1.1905240382523
"C1orf127",0.134026,0,1.092139,4,0,2,9.96308166666667,1.365495,0.477197,0.174217,27,13,8,0.792586,6.11579119030644
"C1orf131",8.440877,9.986548,6.2149,74,88,48,98.631256,5.100686,4.039191,2.57469,75,56,53,58.7696506666667,1.66692050043324
"C1orf137",0,0,0,0,0,0,76.485163,0,0,0,0,0,0,7.86838933333333,8.7372306387992
"C1orf141",0,0,0,0,0,0,46.441349,0,0.068243,0.040565,0,0,1,0.436901666666667,33.0164200519405
"C1orf143",0,0,0,0,0,0,1.78233766666667,0,0.092796,0,0,1,0,1.64982733333333,1.05000715769908
"C1orf146",0.117007,0.658473,0.680536,1,6,4,6.81229666666667,0,0.076843,0,0,1,0,2.45525933333333,2.26098706725149
"C1orf158",0.042777,0.040309,0.093247,2,2,3,13.1038903333333,0.045695,0.013638,0,4,1,0,7.83161133333333,1.59697815053304
"C1orf159",8.695803,10.250142,10.042594,143,165,101,0,3.925245,3.992601,2.161436,128,124,70,0,1
"C1orf162",0.850591,0.844247,0.755852,19,15,15,4.41608566666667,0.669999,0.887072,1.177161,15,17,18,0.305017333333333,4.15020209182407
"C1orf167",0.166328,0.173343,0.232396,5,6,5,344.238212333333,1.004679,1.46571,1.023915,10,11,16,250.248304333333,1.37409171078545
"C1orf167.AS1",0,0,0,0,0,0,113.892883333333,0.078674,0,0.056883,3,0,2,357.280651333333,0.320678448321901
"C1orf174",5.182993,5.47786,7.00751,144,148,128,21.7329816666667,3.638451,3.251004,2.720271,170,132,110,1.053251,11.0717012516573
"C1orf185",0.851546,0.789438,0.149669,2,3,1,8.421039,0,0,0,0,0,0,0.0215813333333333,9.22201560717633
"C1orf189",0,0.15622,0,0,1,0,0,0,0,0,0,0,0,0,1
"C1orf194",2.606527,1.674271,2.026618,13,9,7,10.1917733333333,0,0,0,0,0,0,1.31577433333333,4.8328428086617
"C1orf198",10.725858,9.930822,11.745869,479,518,406,0.217486666666667,12.849256,11.977034,10.573433,987,913,809,0.126211,1.08104668367354
"C1orf21",13.473172,12.814597,12.800683,587,734,479,169.302577333333,10.487068,9.522269,8.391233,303,276,240,110.21025,1.53135684285696
"C1orf210",0.064446,0.212396,0.160528,1,4,2,22.9251516666667,0.034111,0.037369,0.079175,1,1,2,27.1979533333333,0.848471212922545
"C1orf216",55.989986,63.757341,79.324174,1824,2342,1849,75.6148346666667,2.074114,2.377207,1.815599,114,101,88,115.570264333333,0.65724166540093
"C1orf220",2.515077,2.875363,2.198073,46,58,43,112.785496666667,0.610783,0.297988,0.398509,22,9,11,53.4709886666667,2.08891924769299
"C1orf226",0.546974,0.572413,1.890223,30,35,47,37.870752,2.533031,2.512814,1.897851,232,219,163,47.3471303333333,0.803992951225902
"C1orf229",0.550609,0.902531,0.604496,12,23,9,97.848956,0.096528,0.202564,0.222966,4,8,9,73.3884696666667,1.32882093747782
"C1orf232",1.606409,0.293539,0.905005,7,3,4,26.2302896666667,0,0,0,0,0,0,7.65655666666667,3.14562599370727
"C1orf35",5.548814,6.34229,6.033709,81,126,73,0.592228,4.06206,4.070523,3.776859,144,139,125,0.0213823333333333,1.55889518355353
"C1orf43",128.555664,151.062924,136.79195,1163,1490,920,25.0731243333333,99.86354,81.434505,94.021073,1417,1315,1144,1.970124,8.77846323363379
"C1orf50",5.634884,7.253867,12.474885,309,328,261,84.0871206666667,5.187615,4.81572,4.910386,142,108,104,72.8536946666667,1.15210377829709
"C1orf50.1",12.534114,12.43649,15.372965,91,101,82,27.6723,8.201731,6.037982,4.641492,107,71,58,35.631084,0.78273140920427
"C1orf52",24.554188,27.96761,33.067095,503,566,490,21.571588,12.902035,12.147359,6.323779,145,165,118,1.24901033333333,10.0362313438311
"C1orf53",6.139109,5.629037,6.514682,9,17,8,0.326965,2.357115,4.903511,4.453819,19,22,32,0.342390333333333,0.988509055115862
"C1orf54",0.829172,1.258872,2.933135,7,8,9,7.128348,6.918802,3.45928,5.571115,39,23,32,1.58571833333333,3.14355507914951
"C1orf56",3.468135,6.503114,7.748991,23,32,28,14.2841343333333,6.646022,6.133002,6.708791,68,46,37,4.37869433333333,2.84160678895863
"C1orf61",0.8432,2.69094,21.520235,7,33,99,6.30578266666667,0.461865,0.346484,0.502578,12,9,11,105.137812,0.0688329873115028
"C1orf68",0,0,0,0,0,0,123.890347,0,0,0,0,0,0,18.021955,6.56558944651062
"C1orf74",0.662967,0.743048,0.777936,42,51,35,0.936089,0.422068,0.256503,0.261172,41,25,25,0.185908333333333,1.63257896549059
"C1orf87",0.06726,0.598214,0.113037,1,4,2,0,0,0,0,0,0,0,0.182267,0.84583262494851
"C1orf94",0,0.07006,0.104152,0,3,2,14.9633296666667,0,0,0,0,0,0,17.8458706666667,0.84704654664226
"C2",2.080789,1.066667,1.413295,21,19,20,52.042582,0.236668,0.236583,0.200375,5,5,2,28.2108153333333,1.81585420998063
"C2.AS1",0.279638,0.641556,0.394432,2,5,2,27.5101213333333,0,0.178612,0.089631,0,2,1,24.6267526666667,1.11251400847276
"C20orf141",0.423716,0.384617,0,2,2,0,113.799268333333,0,0,0,0,0,0,53.3303513333333,2.11298593725273
"C20orf144",0.283001,0.401501,0.162261,7,12,3,24.4501536666667,0.357665,0.04539,0.097518,17,2,4,8.733457,2.61470859394218
"C20orf173",0,0,0,0,0,0,22.95301,0,0,0,0,0,0,8.58817566666667,2.49818222284691
"C20orf194",18.083777,16.305032,22.073737,1683,1659,1464,35.9577273333333,6.21412,4.68171,4.13206,930,662,588,17.3595743333333,2.01299478203226
