"Hs_symbol","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","Hs_Avg_TPM","Nociceptor(8Weeks)-S24_rep_2","Nociceptor(8Weeks)-S28_rep_3","Nociceptor(8Weeks)-S6_rep_1","Nociceptor(8Weeks)-S24_rep_2_read","Nociceptor(8Weeks)-S28_rep_3_read","Nociceptor(8Weeks)-S6_rep_1_read","Hs_Avg__TPM","FoldChange"
"A1BG",5.64798,11.508254,10.164183,80,113,74,6.82626466666667,8.512248,7.362639,11.019571,104,79,86,13.451698,0.541546375150288
"A1BG.AS1",2.993404,4.426786,4.406824,63,111,64,0.0226663333333333,5.039933,6.148286,5.339118,154,135,110,0.465388333333333,0.697880766531738
"A1CF",0.008778,0.015491,0.033933,1,2,3,17.6506633333333,0.012027,0,0.110455,2,0,3,22.081877,0.808021953038452
"A2M",40.625779,51.799758,89.320033,783,1285,1315,3.348799,166.022861,193.59196,157.990809,4945,3898,3159,3.21241433333333,1.03237684042318
"A2M.AS1",0.985994,1.245013,1.84604,28,48,47,0.941269666666667,1.219486,1.437591,2.081773,62,50,52,2.37860833333333,0.574576711811816
"A2ML1",0.729893,0.415146,1.694227,8,7,12,0.0503363333333333,0.804659,0.257959,0.950643,15,4,6,0.0321696666666667,1.01760046555653
"A2MP1",0.092784,0.262009,0.132758,2,3,1,0.473548666666667,0,0.07058,0.098361,0,3,1,2.59883833333333,0.409451197909696
"A3GALT2",0.55418,0.27785,0.327994,5,3,2,10.551188,0.144755,0.097166,0.113413,2,1,1,19.0452523333333,0.576255554577953
"A4GALT",10.846069,12.300869,12.113367,217,235,152,16.06117,4.719891,2.211286,2.676825,75,26,24,20.6474723333333,0.788136819730624
"A4GNT",0,0,0,0,0,0,10.3202566666667,0.099138,0,0,3,0,0,12.9156153333333,0.813493072027525
"AA06",0,0,0,0,0,0,7.99269266666667,0,0,0,0,0,0,3.95170633333333,1.81607956153027
"AAAS",15.794751,14.437361,18.892936,243,314,228,20.6681063333333,22.215928,24.455156,21.480131,578,403,355,10.661894,1.85802634917907
"AACS",16.816166,15.213942,17.768125,515,633,467,21.5908253333333,17.933589,18.199238,25.629245,910,792,813,18.3099346666667,1.16990687556961
"AACSP1",0.49208,0.549654,1.355209,14,22,27,4.763057,0.872217,1.108501,1.29987,31,37,38,3.96581966666667,1.16054496273492
"AADAC",0,0,0,0,0,0,17.7200676666667,0,0,0,0,0,0,8.49255,1.97207996446336
"AADACL2",0.015844,0,0,1,0,0,9.67679533333333,0,0,0.016678,0,0,1,3.72774066666667,2.25832931332528
"AADACL3",0.019721,0.018105,0,1,1,0,16.5164316666667,0,0,0,0,0,0,12.422446,1.3050104032206
"AADACL4",0,0,0,0,0,0,95.1721943333333,0,0,0,0,0,0,64.3740113333333,1.47110743813722
"AADACP1",0,0,0,0,0,0,10.168884,0,0,0,0,0,0,18.698069,0.567004004301132
"AADAT",23.254813,19.782313,24.720589,444,388,330,18.9848223333333,13.595651,16.190365,22.775181,324,335,359,23.3733143333333,0.819946850888546
"AAGAB",38.022919,40.964417,49.3614,824,823,659,98.15076,22.912872,27.695939,31.184347,656,567,572,85.3960573333333,1.14763061024251
"AAK1",10.270345,12.426278,11.917593,2058,2373,1545,14.523083,11.479212,14.408764,9.576512,2755,2090,1905,22.4159426666667,0.662927955580349
"AAMDC",4.594566,5.205604,4.56697,17,27,14,11.0918973333333,13.752073,7.993795,9.099596,71,41,35,95.412105,0.125418870725137
"AAMP",70.693659,74.272111,74.414188,751,872,576,2.069134,63.531145,62.598294,71.307854,995,729,745,3.17943366666667,0.734342077128313
"AANAT",0.455665,0.118631,0.121817,3,1,2,0.0941333333333333,0.21683,0.243358,0.326805,4,5,1,0.16966,0.935428529088225
"AAR2",12.288203,12.652486,12.834718,390,432,284,0.112956333333333,10.815465,10.804659,13.984677,486,364,414,0.318630333333333,0.844024519381348
"AARD",0.417513,1.538506,1.037211,12,14,10,15.675252,1.609116,1.070727,1.582262,36,32,31,11.6859796666667,1.314463087452
"AARS1",48.075378,54.153052,52.673665,1568,1900,1189,41.527064,44.0177,45.687718,47.566252,2192,1394,1433,41.0454603333333,1.0114543559007
"AARS2",3.755461,4.640839,4.294325,242,329,196,31.1199893333333,5.079803,4.491045,5.615728,446,312,330,44.5256796666667,0.705535635459193
"AARSD1",63.27632,66.968262,84.250953,365,428,308,13.0359566666667,51.795203,58.156602,82.475187,415,381,422,10.5240543333333,1.21797036534856
"AASDH",3.182292,4.853213,4.954761,105,133,96,9.05523233333333,6.432077,7.774202,3.850395,231,167,150,6.46824466666667,1.3463983549191
"AASDHPPT",129.667907,110.451006,134.287207,3231,3083,2547,143.578193333333,58.628575,94.077285,98.573128,1977,2473,2685,241.605922,0.595938434401998
"AASS",4.313875,2.742641,4.506,299,175,207,43.404743,13.774036,8.645864,8.691924,1272,600,554,12.0579066666667,3.40060195968113
"AATBC",0.131754,0.373232,0.069659,8,6,3,0.566942333333333,0.144469,0.015034,0,4,1,0,1.71886566666667,0.576322086281816
"AATF",14.476301,19.209898,14.950782,208,297,163,72.099048,15.556557,12.511396,24.184485,282,197,252,30.8474996666667,2.29528373546101
"AATK",14.223841,16.332434,12.634368,449,556,369,49.9149603333333,10.041919,13.414946,14.753141,524,498,547,33.5235333333333,1.47478995969899
"ABALON",0.555463,1.470344,1.275691,13,38,21,19.0329923333333,1.200849,0.954706,0.995018,40,24,22,20.2352756666667,0.943382730122945
"ABAT",28.063871,26.832749,35.879571,1227,1323,1029,0.639692,20.235765,20.679629,22.875907,1501,1015,1095,0.294678,1.26648633868808
"ABCA1",4.057191,3.554462,2.51638,570,529,255,13.8334303333333,9.443781,4.284659,2.688057,1855,645,360,20.1129566666667,0.702574753859675
"ABCA10",2.244064,0.973671,2.240683,34,37,31,2.05316766666667,4.203212,3.140601,2.629465,127,77,72,4.15853733333333,0.591866932306134
"ABCA11P",2.783632,1.968935,3.820819,61,48,58,19.92491,2.951542,3.925685,3.428422,94,89,71,16.089958,1.22439797687039
"ABCA12",0.083238,0.230357,0.054846,9,24,5,191.572524333333,0.045172,0.022129,0.054667,8,3,5,205.454585,0.932759736642968
"ABCA13",0.087452,0.016383,0.151556,5,2,6,22.7370223333333,0.473253,0.153458,0.298046,16,13,6,19.4391393333333,1.16135136349022
"ABCA17P",2.031216,2.837622,4.432733,10,18,15,0.140757,3.708489,2.524203,3.578368,36,18,16,0.322248333333333,0.862740357648399
"ABCA2",107.50449,75.111095,79.577059,1545,1840,1190,107.118573666667,65.073528,68.481942,65.791533,2021,1255,1196,94.1297176666667,1.1365383638109
"ABCA3",51.9705,59.537578,54.006441,4138,4756,3097,28.249626,27.609577,42.459618,39.449413,3105,3571,2969,25.8438886666667,1.0896195541267
"ABCA4",0.905126,0.080781,0.014008,7,3,1,29.9432906666667,1.143229,0.018773,0.021485,17,1,2,28.9589186666667,1.03285739418543
"ABCA5",15.166472,15.375498,16.666334,612,687,561,6.02759666666667,12.626236,11.918269,12.828291,670,562,506,49.0491633333333,0.140413869056353
"ABCA6",0.380325,0.502694,0.140608,12,17,6,133.001987666667,1.147123,0.606076,1.259058,36,30,11,190.939684,0.698146338860632
"ABCA7",53.395405,36.508479,39.178153,1224,1180,903,0.445913,22.668326,32.522392,34.714621,715,882,818,0.154254,1.25268181873314
"ABCA8",0.39584,0.133049,0.866773,3,4,10,156.648378666667,41.403634,26.861255,35.063602,1731,991,983,136.190888,1.14911697828406
"ABCA9",1.630893,5.875754,1.09333,74,97,41,69.9769943333333,1.381284,1.137468,5.074584,58,43,31,55.988788,1.24545541016477
"ABCA9.AS1",0,0,0,0,0,0,102.094716333333,0,0.165671,0,0,1,0,126.563278333333,0.80818490775957
"ABCB1",1.409905,3.284378,1.946045,27,71,43,6.184727,0.30007,0.314046,0.298593,3,1,5,4.06970533333333,1.4171882836583
"ABCB10",10.325898,7.423625,9.542775,388,332,292,3.860617,4.896031,7.84716,8.051324,306,313,320,11.1683663333333,0.399446964929475
"ABCB11",1.639649,3.496208,2.969016,7,12,8,43.6574986666667,1.175122,1.322998,0.805546,11,4,8,37.654127,1.15530997936305
"ABCB4",0.520114,0.10443,0.985588,4,3,5,0.312118,2.033786,0.852535,0.451585,44,12,10,0.370088,0.95768884918341
"ABCB5",0,0.258936,0.058403,0,2,3,282.399342,0.028091,0.34729,0.350931,3,10,12,135.154633666667,2.08145205468231
"ABCB6",45.798715,35.435408,31.250175,534,550,292,84.7606963333333,54.080406,38.532465,32.137188,870,459,384,81.0146936666667,1.04567477483842
"ABCB7",7.623563,5.152974,8.512265,182,173,131,0.123838333333333,11.18593,7.852267,6.075745,297,164,171,0.421135333333333,0.790803174738695
"ABCB8",22.108301,23.197393,18.535002,526,651,446,0.159250666666667,18.529731,23.651367,21.054635,617,605,535,0.0338166666666667,1.12133099034323
"ABCB9",13.147339,16.158433,16.129464,347,428,305,1.87087366666667,15.865448,14.222772,16.455124,442,382,371,1.56304333333333,1.12010344473302
"ABCC1",4.341232,5.649856,8.644544,333,452,284,0.105779666666667,5.953924,4.982028,4.693158,660,375,308,0.242104,0.890247247144093
"ABCC10",47.610062,53.34286,79.775617,605,657,496,0.021098,35.009112,58.850277,42.406563,641,664,643,0.205172333333333,0.847263060856857
"ABCC11",0.569528,0.322889,0.314366,8,11,9,55.1567856666667,0.25035,0.196406,0.516811,9,7,11,45.4975563333333,1.20773627895814
"ABCC12",0.051357,0.030371,0,2,1,0,23.8082643333333,0,0.024085,0,0,1,0,14.3204853333333,1.6192871043946
"ABCC13",0.084804,0,0,3,0,0,59.8747863333333,0.022398,0.058119,0,1,2,0,55.817342,1.07141207579428
"ABCC2",0.295949,0.49826,0.480955,6,12,3,0.334740666666667,0.146712,0.308158,0.143396,16,10,4,0.723067666666667,0.774630441095078
"ABCC3",0.450343,0.479305,0,4,3,0,0.114704333333333,0.822929,0,0.384356,11,0,3,0.0271823333333333,1.08520590469657
"ABCC4",4.728571,5.721667,5.325962,242,283,134,9.340402,3.767094,1.945293,3.623133,163,129,110,9.22625966666667,1.01116168932277
"ABCC5",41.572952,43.888857,45.250485,1760,2095,1575,15.5332103333333,24.407761,29.952643,29.4664,1378,1518,1344,19.9038253333333,0.790917933425774
"ABCC5.AS1",0,0.295589,0,0,1,0,0.226853333333333,0,0,0,0,0,0,0,1.22685333333333
"ABCC6",0.688326,0.691802,0.278854,12,21,8,19.1169983333333,0.709936,0.292227,1.18336,40,15,21,22.040551,0.87311272778734
"ABCC6P1",0.625841,0.060185,0.401571,5,1,3,13.8722436666667,0.402881,0.194607,0.446474,12,2,9,7.803468,1.68936192721626
"ABCC6P2",0,0.457876,0,0,3,0,150.79009,1.433948,0.663051,0.936095,12,5,6,209.395214333333,0.721452198810549
"ABCC8",44.948896,46.276289,61.444417,566,656,646,6.275898,14.908165,22.713792,23.804669,270,363,349,7.89314066666667,0.818147184747856
"ABCC9",1.51249,0.676152,0.605353,166,81,48,0,1.933667,0.299867,0.41351,229,35,44,0,1
"ABCD1",6.614678,7.050127,8.893207,192,234,142,11.794229,7.188261,4.56707,5.591021,256,128,147,12.7466093333333,0.930718891456094
"ABCD2",1.111828,0.947205,1.460715,91,82,86,4.90809766666667,0.823714,0.905926,0.985813,90,77,76,6.260462,0.813735774206471
"ABCD3",14.822618,16.086553,17.331049,639,817,573,0.0358056666666667,22.412866,15.820691,18.169306,1142,727,822,0.244473666666667,0.832324294527727
"ABCD4",49.321733,40.153747,59.337327,485,502,452,7.31561533333333,63.780985,46.864754,55.905635,1013,556,577,11.4227743333333,0.669384721174602
"ABCE1",40.838605,40.205738,45.232008,918,1004,713,42.16418,47.892143,47.474433,56.270122,1284,1130,1197,74.918402,0.568560175963662
"ABCF1",46.260735,63.760304,59.860432,625,761,519,22.990304,48.558347,63.90383,48.560484,990,770,800,18.717929,1.21667463149908
"ABCF2",26.268774,19.429182,42.181654,443,535,432,3.782833,15.544121,48.430262,33.217097,485,502,554,2.28080666666667,1.45782226322388
"ABCF2.1",5.23563,7.257672,6.208637,143,217,121,2.99627566666667,6.976405,9.86168,8.581834,270,289,221,2.50493433333333,1.14018560309689
"ABCF3",49.775637,52.727308,46.588001,554,722,457,125.126357,38.478334,54.941591,52.139742,684,676,609,120.43151,1.0386625102496
"ABCG1",7.097047,8.637267,8.443098,274,360,227,41.110303,9.640229,12.006134,8.714856,505,488,311,52.408327,0.788459503702485
"ABCG2",0.071606,0.158845,0.025076,4,11,1,15.829827,0.524925,0.589011,0.449804,43,28,26,13.726669,1.14281287913784
"ABCG4",11.183928,15.998495,13.278866,433,622,404,4.41094433333333,9.828186,11.963485,13.918554,504,512,438,21.615883,0.239254170767214
"ABCG5",0.093551,0.161392,0.087861,3,7,2,106.982320666667,0.143393,0,0.032884,8,0,1,55.182183,1.92200293581805
"ABCG8",0.279919,0.336852,0.476524,19,25,16,28.449329,0.175022,0.165036,0.187492,13,11,10,36.5177673333333,0.784943537240693
"ABHD1",1.219066,0.595476,1.404846,17,18,14,36.4106556666667,0.980869,0.239741,0.305691,35,9,12,32.5293466666667,1.11575856334411
"ABHD10",20.734833,22.479951,21.319982,502,570,353,52.0153973333333,21.945498,27.924148,27.804594,652,596,653,23.189846,2.19163848059774
"ABHD11",5.79209,6.6316,4.983045,56,74,48,1.01128866666667,9.519305,7.909704,9.968295,144,94,107,0.793785666666667,1.12125361688511
"ABHD12",62.698382,74.955257,56.465736,591,762,413,0.094133,61.002748,58.3518,58.606077,751,570,568,0.162103666666667,0.941510668440079
"ABHD12B",3.562703,1.658765,4.615794,22,21,30,5.537655,1.215684,4.568525,10.647778,18,72,72,11.5743266666667,0.519920881118088
"ABHD13",2.86622,3.359063,3.388676,195,241,166,18.541765,3.390322,2.495253,3.321503,307,176,213,23.5291876666667,0.796673956983736
"ABHD14A",25.012009,25.594496,21.460029,268,287,164,6.37133133333333,15.051411,20.447943,23.789903,233,218,216,7.28496833333333,0.88972353746675
"ABHD14A.ACY1",3.110936,4.517742,5.004126,22,30,23,0.536710666666667,6.987703,5.383026,5.109098,46,28,32,1.11263533333333,0.727390403076347
"ABHD14B",1.988993,2.13046,2.242736,33,40,33,43.3670903333333,7.978791,5.158438,4.171231,200,107,84,35.539614,1.21421891138022
"ABHD15",0.139043,0.156659,0.265244,6,8,8,171.852216666667,1.666242,0.980568,1.679204,104,46,69,138.210739,1.24165863861025
"ABHD16A",34.317671,41.166479,61.739668,552,678,517,1.33119033333333,38.772235,39.606803,45.286219,679,661,613,13.532581,0.160411308447779
"ABHD16B",0,0,0,0,0,0,13.7652813333333,0,0,0,0,0,0,12.3178646666667,1.10868233781422
"ABHD17A",13.189788,17.685175,18.251272,437,578,391,27.7386756666667,19.891946,16.379027,21.502911,759,552,573,17.5959036666667,1.54543044435001
"ABHD17B",9.608137,10.13461,9.429544,351,345,244,83.284592,8.626714,9.022235,10.593376,391,316,341,65.3800016666667,1.26972868158761
"ABHD17C",26.356909,23.923575,30.757178,465,485,360,9.65143666666667,13.219325,17.660275,23.594158,422,387,432,12.5338163333333,0.787023881832395
"ABHD18",3.898036,4.946809,4.114577,195,202,135,0.774971333333333,5.486353,3.54464,4.951791,236,155,188,0.616735,1.09787400738732
"ABHD2",24.811763,18.501694,16.975591,1534,1881,1288,18.620664,36.149134,28.486848,25.146828,3943,2908,2699,29.3014216666667,0.647516285402011
"ABHD3",2.112366,4.383957,4.812756,34,41,40,113.561289333333,9.642693,6.919606,4.384585,104,59,62,110.301950333333,1.02928375459944
"ABHD4",5.832204,5.914283,14.836758,103,107,75,4.12357966666667,39.666519,10.931269,10.1797,306,154,175,7.10910433333333,0.63183052727607
"ABHD5",6.272151,9.717485,9.994526,224,264,185,34.890834,7.984091,8.165592,14.175874,242,266,255,49.767848,0.706959924714555
"ABHD6",12.738211,13.156293,8.173231,201,211,124,2.239496,8.283415,13.65003,12.504431,185,149,202,0.716666,1.88708578139254
"ABHD8",7.19407,9.390167,9.704944,145,236,124,0.103042,6.351783,4.187949,6.20397,187,106,136,1.21588,0.497789591494124
"ABI1",19.731057,19.365981,20.50402,618,612,424,74.8551316666667,15.274284,15.178726,16.016221,630,503,508,61.643825,1.21089559372638
"ABI2",50.424881,51.894418,63.248999,3251,3183,2502,23.8258956666667,55.693149,35.541915,32.008028,3195,2224,2142,23.091872,1.03046768913045
"ABI3",0,0.209091,0.075429,0,3,1,19.957815,0.080843,0.106816,0.123214,1,1,1,67.2956426666667,0.306868991661586
"ABI3BP",0.99652,1.116168,1.795284,15,18,16,15.1482843333333,15.784185,1.403237,1.486131,97,18,19,16.370637,0.929631097197721
"ABITRAM",12.878776,15.022405,19.706706,130,158,143,9.75406533333333,15.771021,15.579426,12.779188,218,171,188,17.302452,0.587575114707763
"ABL1",23.387004,25.535463,27.529949,995,1264,955,3.58069533333333,25.90656,19.930765,26.375471,2130,1113,1157,1.902864,1.57799171209307
"ABL2",4.876134,5.408775,4.808567,785,862,542,0,6.897981,5.749299,4.319143,1188,807,647,0,1
"ABLIM1",100.860799,75.151885,120.837451,7750,6453,5627,2.363428,40.278722,80.432426,57.957359,4547,5302,4617,2.11902333333333,1.0783593582179
"ABLIM2",19.980956,30.901303,25.59889,462,672,364,50.8898673333333,8.029056,12.377298,11.75464,245,279,223,20.475542,2.41623086082453
"ABLIM3",48.422608,52.934019,47.138285,1626,2148,1222,6.19063333333333,55.789335,56.612711,66.861423,2333,2247,2011,0.0896073333333333,6.59928867341201
"ABO",0.839964,0.413628,1.770949,23,39,31,151.788392,0.183863,0.173732,0.075984,22,16,6,176.944523333333,0.858629358959198
"ABR",591.586845,672.731938,685.513728,3340,3625,3006,1389.66802333333,197.043613,257.031715,274.908047,1875,1447,1461,967.458404,1.43596050959906
"ABRA",0.028665,0.053548,0.080009,1,2,2,535.157017,0.063103,0.063272,0,3,2,0,84.6679683333333,6.25854712596682
"ABRACL",19.223716,14.20645,19.051796,138,111,99,11.5527636666667,11.912176,11.774747,14.945013,113,90,104,12.372652,0.938689174493337
"ABRAXAS1",4.102444,3.794132,3.584166,77,83,56,0.999892666666667,7.491499,5.007126,3.562498,275,121,99,1.305515,0.867438583859427
"ABRAXAS2",9.187908,9.791007,10.77312,353,405,295,35.14397,7.8423,8.782454,8.707067,412,353,319,40.735399,0.866026703135149
"ABT1",4.88843,4.285503,5.231131,188,179,143,2.10201733333333,4.02236,4.495368,5.868998,215,183,215,0.757992333333333,1.76452267425512
"ABTB1",2.982307,4.057105,10.245762,62,115,92,8.11133266666667,8.227788,5.243431,7.957303,219,121,132,16.019151,0.535357648960672
"ABTB2",1.344934,1.96267,3.69669,85,140,90,0,3.451672,3.840048,4.832426,318,267,292,0.286513666666667,0.777294502118257
"ACAA1",46.486176,54.061449,53.958237,591,740,475,11.3941106666667,37.51069,45.687812,49.761725,672,620,569,5.97435133333333,1.77709869696843
"ACAA2",7.463552,10.616386,8.612113,146,199,117,87.1742526666667,24.508458,12.44024,15.340642,617,249,284,58.23203,1.48862452741644
"ACACA",87.127535,78.297049,72.405289,3380,3012,2176,1.909915,52.07295,52.263549,60.592741,2805,2326,1935,5.477393,0.449241693378802
"ACACB",3.694984,3.933355,3.564281,62,63,54,1.682011,5.82404,4.214339,4.586609,290,101,72,2.25061966666667,0.825076839195481
"ACAD10",11.611479,11.630295,14.269463,185,171,157,11.8460196666667,24.09517,13.699953,18.003391,465,241,262,17.560885,0.692101678700486
"ACAD11",6.956361,6.78533,9.702243,123,171,123,28.4638313333333,21.296656,12.759557,10.656436,568,268,245,21.7210943333333,1.29676110230782
"ACAD8",28.56967,26.216904,35.090426,521,559,449,0.17684,29.394922,40.292933,40.865493,722,686,705,0.689141333333333,0.696709018230959
"ACAD9",16.730664,15.138342,15.036653,348,375,288,0.081864,20.618117,20.88167,21.133159,574,471,475,0.0975493333333333,0.985708766925587
"ACADL",0.288112,0.704497,0.707281,9,17,9,18.6455233333333,0.63777,0.16945,0.095375,23,5,4,20.6669163333333,0.906706013495321
"ACADM",34.991444,30.116255,36.311604,538,526,442,0.361587666666667,31.38729,31.831206,37.816546,662,516,582,0.0799946666666667,1.26073554684221
"ACADS",1.771714,2.673468,3.757556,38,59,46,28.0018226666667,3.919399,3.709052,4.464577,114,83,88,42.0700743333333,0.673363654824742
"ACADSB",5.696079,5.142362,5.947202,415,396,308,2.81618,7.753468,4.374615,3.829584,527,304,282,0,3.81618
"ACADVL",236.028354,256.563668,245.533457,1257,1410,953,17.6677166666667,417.243124,362.292121,441.590667,2854,1977,2042,21.3632396666667,0.83475010530302
"ACAN",0.108891,0.370897,0.103268,8,10,6,3.98894966666667,0.61022,0.60714,1.230414,58,65,66,6.38825666666667,0.67525397285873
"ACAP1",9.140538,8.118628,5.692809,23,41,22,0.258482,11.702953,8.178989,5.156753,76,54,37,0.286290333333333,0.978380982416878
"ACAP2",19.442193,11.477702,6.945933,361,356,272,59.4039493333333,18.902318,8.651381,7.061189,805,452,432,43.3981663333333,1.36050549655208
"ACAP3",237.983872,241.790025,300.03488,2282,2631,2345,0.231756,213.831943,213.096372,204.054479,2582,2252,2362,0.230909333333333,1.00068783836773
"ACAT1",122.137156,118.34408,129.991315,655,741,527,6.29316433333333,113.018886,107.505607,145.26679,828,668,739,5.72257333333333,1.08487687254682
"ACAT2",150.038137,113.788996,97.188096,2596,2136,1199,33.8141496666667,94.414141,82.903806,86.300184,2278,1511,1430,29.2640943333333,1.15034500233902
"ACBD3",55.57853,50.960754,31.733687,687,749,476,93.2477886666667,43.967242,69.083492,58.658097,939,748,717,110.271016333333,0.847011124481236
"ACBD3.AS1",0.246714,0.456368,0.347351,1,2,1,87.694707,0,0.469787,0,0,2,0,72.62853,1.20462417217891
"ACBD4",2.513592,3.070246,3.546908,36,57,47,13.9484343333333,5.340975,3.641431,4.100437,153,68,74,7.52388433333333,1.75371154144787
"ACBD5",22.086031,24.008406,24.78825,786,939,654,58.196314,15.374346,21.627524,21.759596,885,847,801,69.6416526666667,0.837980309992559
"ACBD6",44.648742,40.179244,47.697377,561,617,466,0.328216333333333,30.045769,28.430908,40.527744,567,434,470,0.168356333333333,1.13682469589044
"ACBD7",1.043718,2.012931,2.647439,46,68,57,10.4382076666667,1.327791,0.639002,1.059258,81,30,45,9.54563233333333,1.08463933741669
"ACCS",2.852259,6.929111,6.720408,40,71,38,5.38913033333333,14.477036,14.943544,19.448083,190,194,188,5.07421866666667,1.05184397927503
"ACCSL",0,0.041683,0,0,1,0,0.0218153333333333,0,0,0,0,0,0,0.0243106666666667,0.997563890121877
"ACD",10.823814,17.900748,15.750557,143,186,143,14.7655226666667,13.137008,9.048602,13.611827,198,130,153,16.123027,0.920720540046259
"ACE",7.650195,4.932748,4.196313,104,116,46,7.34964133333333,6.841322,8.479831,10.149919,209,183,161,7.08539466666667,1.03268197503779
"ACE2",0.257103,0.077158,0.190801,1,1,1,0.266672333333333,0,0.095415,0.225191,0,0,1,0.0951363333333333,1.15663437946387
"ACER1",0.061841,0,0.249022,1,0,3,0,0,0,0,0,0,0,0,1
"ACER2",1.702671,1.924675,1.809561,61,75,46,90.6698553333333,2.060095,1.631226,2.154176,103,62,73,68.53546,1.31831809746183
"ACER3",5.618697,5.605735,6.031901,410,489,347,1.13353,7.649808,4.8069,3.760922,518,375,350,2.440747,0.620077558739425
"ACHE",123.812487,148.175891,116.216143,2791,3847,1730,34.2847416666667,52.081818,67.700639,62.028934,1662,1679,1380,28.58467,1.19266977345587
"ACIN1",89.895784,89.267185,92.097629,1572,1683,1229,9.22705566666667,122.816081,100.430979,109.79734,3076,1982,1940,2.00431066666667,3.4041272030012
"ACKR1",9.846748,12.019005,14.314649,231,292,219,243.496532666667,2.616941,4.886551,6.520383,86,122,141,174.24852,1.39514178303284
"ACKR2",0.432002,0.122803,0.473199,14,5,6,0.588990666666667,0.123068,0.277159,0.172717,7,9,4,0.156066666666667,1.37448013378698
"ACKR3",0,0.074184,0.633304,0,2,7,10.1824796666667,2.012493,0.697493,1.28327,52,13,22,4.96819266666667,1.87367940199428
"ACKR4",0.106321,0,0,3,0,0,80.0208846666667,0.105038,0.101865,0.037545,4,3,1,82.8883526666667,0.965818043758781
"ACLY",254.093676,248.408509,244.338036,6921,7108,4396,0.0215826666666667,200.668971,184.300449,184.729433,7551,5465,5135,0.0219273333333333,0.999662728791545
"ACMSD",0.255707,0.275251,0.059046,1,2,1,3.448074,0.185122,0.039662,0.088863,6,1,2,104.427182666667,0.0421909595560725
"ACO1",9.414829,8.829655,9.906688,628,626,488,5.19530633333333,9.64322,6.563351,6.68116,860,462,416,12.6569093333333,0.453638973659438
"ACO2",76.722101,90.811985,92.660824,1805,2351,1468,6.22008466666667,71.653142,76.994982,73.567485,2492,1993,1982,1.56342266666667,2.81657986431682
"ACOD1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ACOT1",2.580575,3.185492,1.979403,39,58,23,0,4.205801,4.758707,5.368048,99,81,76,0.401354666666667,0.713595225952792
"ACOT11",0.582734,0.576701,0.609753,40,51,26,0.104451666666667,1.265227,0.289037,0.841305,109,23,34,0.0814696666666667,1.0212507116088
"ACOT12",0.331608,0.188218,0.467097,5,2,2,24.8123303333333,0.237945,0.109798,0.174106,8,3,2,23.5366613333333,1.05199032511677
"ACOT13",4.473594,5.647834,5.032359,165,201,127,0,11.326065,11.195552,12.209772,355,281,284,0.194048666666667,0.837486802603802
"ACOT2",14.610747,12.124256,16.719956,110,123,100,2.16443566666667,24.173517,18.076715,19.437196,254,164,153,1.51372533333333,1.2588629412707
"ACOT4",0.210825,0.819407,0.499504,6,26,10,9.039828,0.591094,0.748843,1.193545,24,23,33,8.85511633333333,1.01874271803793
"ACOT6",0.113721,0.104565,0.160646,1,1,1,3.375098,0.245134,0.088672,0.12044,3,1,1,36.710618,0.116017669081955
"ACOT7",141.034258,158.621084,147.569266,2164,2658,1722,98.3865763333333,80.632403,114.029529,128.44021,1778,1946,1942,114.444618,0.860902639335974
"ACOT8",15.109551,19.026084,18.961389,206,295,187,15.260072,20.763417,18.37889,19.993785,370,284,270,5.99927766666667,2.32310715110459
"ACOT9",19.733347,15.220957,15.831859,376,398,279,35.6773823333333,18.917753,21.089502,23.207269,535,461,410,7.34865366666667,4.39320922842609
"ACOX1",26.69153,36.454793,34.43575,665,715,462,26.745508,21.711569,42.59937,35.250653,754,736,847,24.672672,1.08074095287004
"ACOX2",0,0.720589,0,0,2,0,57.9517596666667,5.471821,1.789143,2.323278,63,12,15,61.9235546666667,0.936879042815678
"ACOX3",9.956542,12.099373,8.284384,181,210,142,15.4454126666667,11.236717,10.706481,12.961887,231,182,207,20.9269013333333,0.750010793438757
"ACOXL",0.165362,0.317846,0.200234,4,5,4,0.798546666666667,0.106301,0.156535,0.132989,4,4,4,3.325087,0.415840575384187
"ACOXL.AS1",0.133131,0.04982,0.073672,5,2,2,0,0.07829,0.102513,0.732783,4,4,10,0,1
"ACP1",61.586263,66.10944,74.714785,798,920,684,37.79657,74.872622,58.654584,76.070071,1230,785,941,32.0318893333333,1.17451864797965
"ACP2",115.861262,97.504509,108.715051,595,540,395,0.343451333333333,104.027156,109.16421,127.822959,638,547,541,0.25094,1.07395345366951
"ACP4",0.140216,0.12039,0.201053,2,2,2,3.97132866666667,0.279935,0.062067,0,6,1,0,4.81031933333333,0.855603346643369
"ACP5",0.900021,1.872376,0.519606,4,9,1,0.278413,0,2.031601,2.612106,0,11,8,0.187026666666667,1.07698759926764
"ACP6",5.681603,4.537779,4.413437,128,125,95,0.136560666666667,17.588665,10.559517,14.810767,472,247,242,0.602221,0.70936572836498
