"Hs_symbol","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","Hs_Avg_TPM","Nociceptor(8Weeks)-S24_rep_2","Nociceptor(8Weeks)-S28_rep_3","Nociceptor(8Weeks)-S6_rep_1","Nociceptor(8Weeks)-S24_rep_2_read","Nociceptor(8Weeks)-S28_rep_3_read","Nociceptor(8Weeks)-S6_rep_1_read","Hs_Avg__TPM","FoldChange"
"MAP7D1",208.326732,213.975711,249.242452,2670,3161,2167,11.561029,150.53874,190.965868,206.191219,2746,2702,2819,13.552313,0.863163745859507
"MAP7D2",78.990647,44.382696,40.434507,3996,2320,1245,152.491454,69.048796,93.267064,89.33712,3684,4433,3808,140.163580666667,1.08733040969288
"MAP7D3",0.762516,1.081087,2.219161,27,25,26,0,4.894224,4.256619,6.236177,182,91,115,0,1
"MAP9",8.157607,9.577209,8.493822,718,775,515,14.137105,9.115855,5.930521,5.737262,895,502,465,10.6836036666667,1.29558528617212
"MAPK1",50.558864,57.206033,47.366415,1915,2048,1499,74.40151,61.091324,67.620535,42.825878,3022,2281,2215,88.2815016666667,0.844536758370309
"MAPK10",66.045312,68.352227,57.186177,1334,1382,965,1.58633633333333,30.159255,51.729056,47.656705,884,1007,863,0.969992333333333,1.31286619220346
"MAPK10.AS1",0,0,0,0,0,0,110.697569,0.126813,0.082795,0,2,1,0,49.948683,2.19235439314496
"MAPK11",20.098468,18.196518,27.981702,595,573,541,208.532158333333,13.097747,17.108775,18.963646,551,512,523,142.197143,1.46324258950706
"MAPK12",31.898555,31.699471,35.85571,758,841,698,0.886767333333333,19.946385,22.324592,25.568126,641,516,540,1.03162533333333,0.928698467368327
"MAPK13",7.688337,8.150838,5.454632,320,331,171,60.8923676666667,3.933894,2.785319,1.953144,218,97,76,72.9792336666667,0.836618123749962
"MAPK14",9.29236,10.90495,11.560242,394,425,280,1.20389533333333,17.683908,9.316425,11.385221,742,408,487,1.002513,1.10056480698669
"MAPK15",1.185234,0.812475,0.876198,11,12,5,1.311111,20.824196,0.884001,3.113452,288,12,20,1.479068,0.932249942317032
"MAPK1IP1L",32.569511,35.509543,37.350138,1477,1519,1165,2.97870566666667,34.837714,32.537526,36.766337,1590,1417,1538,0.099917,3.61727809158933
"MAPK3",123.728203,127.072794,138.5733,733,906,599,5.77208166666667,126.561313,119.625133,128.130442,1082,778,687,7.891529,0.761632972986611
"MAPK4",10.523657,10.387548,11.950771,640,675,523,5.08558233333333,1.903977,5.079977,6.222837,169,323,365,9.71200066666667,0.568108845649188
"MAPK6",42.162436,46.87839,45.860577,2717,2766,1893,0.0556693333333333,25.203554,27.922624,26.754081,2225,1773,1752,0.208931,0.873225463929152
"MAPK6.DT",0,0.209921,0,0,2,0,0.0555036666666667,0.163529,0.214573,0.121927,2,2,1,0.0603476666666667,0.995431687028437
"MAPK7",20.912938,24.0484,30.528113,281,292,251,0.0797096666666667,25.664364,21.277073,28.336772,524,376,402,0.257253333333333,0.858784493180902
"MAPK8",79.584337,83.436851,85.203233,1727,1818,1435,1.26479933333333,53.697569,64.21079,70.711741,1291,1402,1433,0.894546333333333,1.1954309554143
"MAPK8IP1",77.579795,98.854583,90.516548,2698,3526,1987,0.188898,53.091506,69.351528,78.277733,2510,2557,2455,0.174961666666667,1.01186109617761
"MAPK8IP2",42.154405,41.639911,51.994387,2913,3285,2499,2.467577,21.770475,32.989725,37.270699,2211,2519,2450,2.16500366666667,1.09559967861017
"MAPK8IP3",156.463585,197.244672,199.307729,2560,3208,2240,24.4594606666667,187.69369,168.146305,200.382101,3912,2983,2994,19.5920846666667,1.23637121150143
"MAPK9",48.654749,63.429423,54.898031,2106,2472,1505,33.176091,34.729397,33.980298,33.220875,1499,1214,1220,26.8199916666667,1.22847236654456
"MAPKAP1",39.742417,43.35151,48.588282,549,625,512,0,41.209714,39.452858,56.626418,847,687,672,0,1
"MAPKAPK2",46.213068,53.88264,71.406326,372,413,238,13.209321,117.66801,56.346384,44.456057,876,495,511,6.29036833333333,1.9490539229728
"MAPKAPK3",2.736334,3.335544,4.982016,62,94,64,0.0232993333333333,7.118742,5.522899,7.640008,251,157,207,0.0261093333333333,0.997261500398918
"MAPKAPK5",18.766676,23.197168,27.15237,717,803,581,3.47297066666667,17.854482,17.169335,19.222103,714,512,538,3.54704,0.983710428469217
"MAPKAPK5.AS1",18.641041,25.101687,34.803281,169,210,179,3.47859066666667,27.113371,22.871973,29.586827,276,181,206,1.678478,1.672065503867
"MAPKBP1",121.699191,71.114742,137.113796,1117,1067,802,0.0583113333333333,70.480865,78.77306,73.446407,945,824,778,0.424039666666667,0.743175459297833
"MAPRE1",59.934638,64.229709,71.246816,1977,2295,1667,5.42622,49.373528,52.688999,63.61782,2251,1831,1997,5.910644,0.929901757347072
"MAPRE2",128.408815,135.012717,136.08996,4761,5318,3842,0.0714663333333333,67.573372,87.198993,88.658536,3421,3330,3199,0.125318666666667,0.952144814683604
"MAPRE3",86.659179,89.691882,98.143753,1535,1759,1168,12.4878456666667,58.90688,73.277619,76.001744,1494,1426,1273,8.021615,1.49505888542868
"MAPRE3.AS1",0.107687,0.187244,2.257811,3,5,5,0.0830146666666667,0.227587,0.039424,0.490208,8,1,1,6.98988766666667,0.135548171870418
"MAPT",232.828613,354.994028,291.88217,13148,16209,12511,7.25347766666667,105.050394,199.196695,163.44587,8631,10459,9425,5.78789933333333,1.21591044023536
"MAPT.IT1",0.799205,0.837852,0.764081,31,36,21,62.982734,0.27086,1.095366,1.381281,15,46,51,68.510588,0.920474647689644
"MARC1",15.59781,11.45298,10.429021,164,184,113,4.41377966666667,2.967508,3.996692,4.577774,76,102,93,5.29963066666667,0.85938048643275
"MARC2",2.944109,18.137371,16.74881,30,48,18,0.519953,12.250788,6.222302,8.464186,116,30,26,0.345842,1.12936956938482
"MARCHF1",13.267036,12.068311,15.649944,484,484,363,16.9932823333333,3.59502,4.369234,3.624304,157,127,129,39.016831,0.449642859858976
"MARCHF10",0.138605,0.200044,0.779418,6,4,3,4.93746033333333,0.228642,0.73924,0.348109,3,8,4,1.50045733333333,2.37454974903258
"MARCHF10.DT",0.09097,0,0,2,0,0,0.738643666666667,0.098462,0.085404,0,3,2,0,15.556839,0.105010604177927
"MARCHF11",33.121514,35.967075,34.370059,182,216,126,62.9039806666667,18.693738,30.790741,25.708266,137,180,145,70.3506963333333,0.895632193526502
"MARCHF2",21.783495,22.893978,24.097982,250,321,194,0,24.99334,20.682199,21.725236,374,239,235,0.0383073333333333,0.963105978255635
"MARCHF3",1.902973,4.130272,3.303754,49,52,32,219.490676,8.23076,7.022528,5.087798,154,115,83,318.173578666667,0.690817444605189
"MARCHF4",21.136885,18.600699,23.891898,1344,1321,1071,0.214820666666667,9.078818,14.758552,12.569833,832,1023,758,0.373257,0.884627325159578
"MARCHF5",41.228844,39.202334,47.09413,551,534,408,8.13970033333333,47.293306,38.134649,39.789599,718,608,637,8.928372,0.920563848064248
"MARCHF6",281.995901,206.651388,265.248261,3200,3210,2453,46.800193,423.595081,310.951731,196.557801,4673,2838,2457,46.1168723333333,1.01450267457976
"MARCHF7",71.98648,74.365392,49.338406,748,696,535,431.016078333333,84.799554,48.914013,67.286685,1240,668,723,676.924036,0.63726325575117
"MARCHF8",11.717595,11.290819,11.388355,573,623,436,0.0569663333333333,11.199961,12.420608,12.374043,865,684,669,0.046097,1.01039036851586
"MARCHF9",19.811672,22.436168,23.182926,448,559,376,13.977679,17.288738,18.049561,22.122925,509,429,481,11.8964273333333,1.1613820334014
"MARCKS",90.073522,73.580977,103.005328,4636,4144,3761,107.285747333333,98.710215,71.79491,101.022818,6989,3901,4971,88.085787,1.21552214982771
"MARCKSL1",293.192837,267.590078,363.33351,5124,5223,4469,0.0375823333333333,194.535008,237.150339,324.556768,4896,4512,5374,0.226976666666667,0.845641454741057
"MARCO",0,0,0,0,0,0,0.903807666666667,0,0,0,0,0,0,0.257454333333333,1.51401734138523
"MARCOL",0.07018,0.064563,0.198176,1,1,2,7.050606,0,0,0,0,0,0,8.89581966666667,0.81353604564136
"MARF1",12.50486,14.355155,13.680267,567,685,514,0.106168666666667,17.412289,20.404998,14.125823,1351,840,747,0.918461,0.576591688163933
"MARK1",60.861858,76.602481,44.573064,1185,1394,980,0.036216,31.283673,58.037835,74.511636,1151,1210,1262,0.125651333333333,0.920547925734256
"MARK2",15.096849,17.401679,16.625548,566,598,465,0.0177936666666667,16.215532,17.704503,20.068012,746,683,680,0.006349,1.01137246289972
"MARK3",88.012158,92.671915,100.329452,1099,1215,917,30.7461963333333,81.605956,74.142409,99.486347,1319,898,1043,26.3009503333333,1.16282385578983
"MARK4",82.617351,95.29624,94.095975,920,1175,721,0.0262416666666667,72.125404,65.872145,67.608831,1203,876,749,0.014497,1.01157683725695
"MARS1",639.538914,653.538904,657.54436,1912,2159,1448,12.754432,557.782176,635.19578,556.366421,2026,1827,1780,14.9739266666667,0.861055161139674
"MARS2",2.099889,2.608191,3.024743,80,108,82,0.190406666666667,2.307066,3.588308,4.725519,123,146,169,0.286296,0.925453135722001
"MARVELD1",8.105572,9.710323,12.974156,241,264,241,0,25.250548,17.940614,27.816812,996,532,605,0,1
"MARVELD2",0.639816,0.778151,0.373316,15,38,13,0.899404666666667,0.135738,0.198418,0.357721,4,7,7,4.107399,0.371892751411563
"MARVELD3",0.351932,0.652245,0.54003,11,24,11,0,0.691341,0.374284,0.353116,30,13,9,0,1
"MAS1",0.014816,0.047905,0.04274,2,7,4,3.76845866666667,0.484808,0.025473,0.067031,97,4,9,9.144665,0.470045946974756
"MAS1L",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MASCRNA",0,0,0,0,0,0,525.503315666667,1.202177,0,0,0,0,0,142.021325666667,3.6812923751928
"MASP1",0.498675,1.041049,1.544794,13,17,20,21.273291,11.109233,0.587754,4.894037,289,7,98,15.8723756666667,1.3201040232884
"MASP2",2.329303,2.630822,3.78994,72,89,83,0,2.587092,1.878344,2.286881,113,62,67,0,1
"MAST1",153.199332,165.40713,187.627386,2264,2890,2052,0.0552126666666667,50.91795,101.110688,88.868912,1268,1554,1551,0.388564666666667,0.759930518180164
"MAST2",33.039245,37.158842,29.183035,1086,1492,866,18.1567226666667,24.286662,27.157169,25.403376,1207,805,743,20.777232,0.879667474115474
"MAST3",18.237483,25.317396,24.88871,568,684,440,11.4338706666667,11.426511,10.33706,10.368306,425,336,324,10.216232,1.10856040305396
"MAST4",1.26872,5.70046,10.273263,147,275,155,2.41824966666667,5.109459,7.414023,7.193445,265,670,552,1.64295533333333,1.29334371396868
"MASTL",2.707646,2.828857,3.489397,123,134,88,4.54231533333333,5.499854,3.271306,4.919574,309,147,166,4.57273866666667,0.994540685441556
"MAT1A",0,0.079529,0,0,3,0,26.132419,0.090761,0.054021,0.137603,4,2,1,31.3852113333333,0.83780274646759
"MAT2A",86.057334,79.604987,102.412194,2536,2521,2133,0.0364856666666667,80.41007,81.661897,96.663542,3110,2517,2787,0.0164196666666667,1.01974184547787
"MAT2B",6.807766,8.602006,8.01168,160,184,143,1.67687133333333,13.750985,9.828519,11.866977,439,216,288,2.206895,0.834723722894991
"MATK",5.007718,7.891678,5.760858,74,116,64,0.359707666666667,1.708411,1.495612,1.486245,29,26,21,0.350561666666667,1.00677199732951
"MATN1",0.35323,0.393624,0.700527,18,22,11,0,0.296742,0.394091,0.360794,18,8,9,14.614054,0.06404486624678
"MATN1.AS1",0.109243,0.034535,0.076887,3,1,1,6.06591533333333,1.686222,0.317419,0.884014,31,9,12,3.17301566666667,1.69323958924349
"MATN2",5.164894,10.164971,9.854174,82,127,124,5.89263966666667,175.113074,170.003651,238.558471,3770,2902,3500,6.374947,0.934601925500843
"MATN3",3.056372,1.584167,2.11375,57,34,37,20.0725173333333,1.284255,1.618524,1.662783,46,37,39,24.4198723333333,0.828978094657884
"MATN4",0,0,0,0,0,0,0.101733666666667,0.084182,0.037297,0.108785,3,1,2,0.336100333333333,0.824589021632856
"MATR3",499.024598,493.437684,571.345361,7224,7221,6242,0,428.437078,421.264432,497.900796,7730,6165,6719,0.0406246666666667,0.960961268776382
"MATR3.1",5.315846,4.05708,5.082754,190,189,154,732.007218,3.762504,2.341833,2.06899,160,52,78,303.348685666667,2.40844548546142
"MAU2",25.46142,21.863164,27.949901,769,791,650,0,29.707455,25.79803,24.920959,1026,793,788,0,1
"MAVS",6.481192,7.059386,7.115519,1053,1255,821,1.12307033333333,8.081814,8.432405,9.167248,1854,1467,1401,1.81253566666667,0.754859879110274
"MAX",39.206331,46.537865,51.907149,523,550,395,17.0306553333333,36.783607,30.95686,37.436401,630,504,537,482.33641,0.0373045666750687
"MAZ",177.636176,192.21736,206.425387,2249,2373,1481,30.5898636666667,133.542571,117.879384,145.204691,2238,1432,1428,30.792639,0.993621940810471
"MB",0,0,0,0,0,0,165.833439666667,0.0622,0,0,1,0,0,293.256651666667,0.566965737976436
"MB21D2",6.133937,7.558789,9.336283,245,326,266,43.142846,5.650275,6.710937,7.970678,311,282,302,45.1524813333333,0.95645661348479
"MBD1",27.484566,28.442474,40.768222,667,810,623,1.39305333333333,33.26138,27.074763,30.33542,961,686,667,1.481599,0.964319107693601
"MBD2",34.053023,42.816938,36.48615,239,319,185,3.21156,117.416542,59.483899,93.27993,400,216,226,3.69326233333333,0.897363006982989
"MBD3",23.174109,19.298497,39.842228,563,635,568,0.041755,22.389727,26.293559,34.242703,955,687,927,0.089647,0.956048151373794
"MBD3L1",0,0,0,0,0,0,22.4334423333333,0,0,0,0,0,0,18.2385376666667,1.21804696070715
"MBD3L2",0,0,0,0,0,0,15.7062883333333,0,0,0,0,0,0,20.3653246666667,0.781934681264068
"MBD3L2B",0.07705,0,0,1,0,0,0.221301666666667,0,0,0,0,0,0,0.0298713333333333,1.185877912257
"MBD3L3",0.056772,0,0,0,0,0,17.8678496666667,0,0,0,0,0,0,17.7557006666667,1.00597946203094
"MBD3L4",7.7e-05,0,0,0,0,0,4.31972833333333,0,0,0,0,0,0,7.01080666666667,0.664068995132409
"MBD3L5",0,0,0,0,0,0,13.1828496666667,0,0,0,0,0,0,12.1383533333333,1.07949979018172
"MBD4",17.532476,14.271126,13.341626,242,225,166,144.331021333333,20.687933,14.79709,16.557632,330,191,242,124.519695,1.15783440465923
"MBD5",27.186566,68.502174,6.380154,345,378,306,3.83423833333333,24.320036,40.690971,54.758991,569,368,379,1.008604,2.40676526250736
"MBD6",19.570742,14.914479,19.896722,233,216,183,0.467271333333333,41.644559,33.086605,37.515382,700,426,435,3.552806,0.322278465924824
"MBIP",11.14601,10.993483,19.078962,152,166,130,7.602087,13.041087,14.3775,11.267972,210,162,153,44.914654,0.187349489772917
"MBL1P",0.383819,0.732521,1.036542,6,8,12,0.0261733333333333,0.522563,1.24651,0.973333,11,15,14,0.0779853333333333,0.951936266294285
"MBL2",0,0,0,0,0,0,0.277087333333333,0.195558,0.275009,0.186636,12,13,8,0.330813,0.959629439548106
"MBLAC1",1.728912,3.038396,3.584727,16,30,19,0,1.780354,2.269258,2.282484,24,24,22,0,1
"MBLAC2",10.53393,12.23089,11.720205,556,686,434,0,5.662362,7.997363,6.881943,398,441,336,0,1
"MBNL1",3.442638,4.556948,4.04334,193,254,189,0,10.116847,9.572073,8.877535,773,537,494,0.105180666666667,0.904829436635096
"MBNL1.AS1",0.524583,0.43626,0.471412,29,25,15,0,0.512504,1.28072,1.180416,40,64,52,0,1
"MBNL2",10.543104,15.199765,18.270456,460,656,561,36.4949796666667,15.620939,14.793369,14.051526,895,662,599,10.9814793333333,3.12941153788522
"MBNL3",0.282399,0,0.011832,1,0,1,0.601269666666667,0.903022,0.122435,0.298047,108,17,26,7.53324066666667,0.187650826833198
"MBOAT1",0.07713,0.170096,0.159456,4,11,6,1.598445,1.442158,0.535017,0.9225,115,32,50,2.995028,0.65041972171409
"MBOAT2",19.637941,21.393575,24.609125,1220,1247,930,6.69326066666667,48.212735,32.720068,29.060457,1808,1131,1073,7.12082466666667,0.947349682138193
"MBOAT4",0.099979,0,0.140835,2,0,2,38.206243,0.106584,0.187164,0.053252,3,4,1,45.2868546666667,0.847027590929272
"MBOAT7",56.968219,56.545255,55.886881,1032,1221,717,3.66128233333333,57.053568,53.909509,56.956536,1442,1007,1002,4.67395433333333,0.82152270876578
"MBP",5.336056,7.019968,8.670314,209,343,257,0,1.560852,2.306559,2.561563,62,59,63,0.0453386666666667,0.956627772307284
"MBTD1",5.451673,4.150727,6.671369,334,295,298,3.01453833333333,9.02306,4.053471,5.010509,707,279,319,5.705588,0.598685504288861
"MBTPS1",37.101168,29.056857,45.440811,1090,1164,945,0,49.091281,38.276232,40.896074,1885,1312,1336,0,1
"MBTPS2",17.106992,17.12765,18.118809,1011,1081,765,0.135560666666667,12.371319,13.858271,16.079322,978,856,904,0.966558333333333,0.577435536703293
"MC1R",5.829589,5.898155,8.729312,170,192,180,0,8.281616,8.502177,11.295364,343,258,298,0,1
"MC2R",0,0.019065,0.029094,0,1,1,40.63064,0.045297,0,0.0218,3,0,1,23.965029,1.66755824717848
"MC3R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MC4R",0.096137,0,0,2,0,0,11.554689,0,0,0.101378,0,0,2,6.21152666666667,1.74091972203759
"MC5R",0,0.043613,0.067199,0,1,1,0.027124,0.067508,0.122687,0.209714,2,2,4,0.06892,0.960898851176889
"MCAM",114.909151,247.572777,162.419327,803,1512,916,2.36261266666667,677.887892,971.568166,849.490644,7192,6271,5925,2.32548866666667,1.01116347211528
"MCAT",8.724439,9.369155,10.579952,119,139,102,1.464183,6.622436,10.952922,9.872893,138,148,128,1.61119966666667,0.94369765416892
"MCC",2.313195,3.164455,3.076462,161,287,247,0.227839333333333,4.004043,3.646856,3.418752,590,359,343,0,1.22783933333333
"MCCC1",34.870583,32.996697,43.519812,204,221,167,0,23.089212,70.521478,56.273085,319,267,309,0.0345656666666667,0.966589199912234
"MCCC2",12.703347,12.928107,10.58411,374,414,285,128.873789333333,13.025354,15.793031,17.457496,664,526,612,99.9963416666667,1.28592567998131
"MCCD1",0,0,0,0,0,0,0.464914,0.106555,0.140453,0,1,1,0,0.682246666666667,0.87080808601196
"MCEE",3.76637,6.311306,7.017956,28,50,27,0.912116,16.547443,11.280385,12.266928,118,51,58,2.70129066666667,0.516607900379255
"MCEMP1",0,0.308155,0,0,3,0,13.691813,0,0,0,0,0,0,3.546427,3.23150751128304
"MCF2",5.435409,5.449897,5.790107,176,202,125,0.450089333333333,0.855127,1.517547,1.751325,43,51,44,0.0444553333333333,1.38836892977073
"MCF2L",98.411089,112.309475,136.771057,2014,2386,1834,28.7602393333333,65.90843,91.244952,115.058918,1924,1953,1963,6.66998466666667,3.88009111187271
"MCF2L2",18.695704,17.253285,28.839678,487,580,551,28.1702093333333,13.464448,15.292013,16.05946,459,472,400,28.8812633333333,0.976204018147827
"MCFD2",49.883183,45.95007,31.180496,1906,1945,1154,16.3854693333333,36.396137,41.632868,39.892252,1961,1675,1496,11.6852746666667,1.37052368121105
"MCHR1",8.139521,5.088883,4.525595,137,142,67,24.1229113333333,1.108094,1.1414,2.292471,45,29,39,31.6921693333333,0.768468775417657
"MCHR2",0.066694,0.019489,0.028651,2,1,1,311.116860666667,0,0.019379,0,0,1,0,538.199405333333,0.57885238295787
"MCHR2.AS1",0,0,0,0,0,0,19.447065,0,0,0,0,0,0,19.1193546666667,1.01628831236204
"MCIDAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MCL1",36.640999,26.333427,34.369223,1672,1402,1167,0,39.365529,35.458259,44.624939,2397,1720,2020,0,1
"MCM10",0.090169,0.033639,0.855152,5,2,19,18.9455983333333,2.991869,1.355899,2.757305,154,36,81,13.2956543333333,1.39522108385245
"MCM2",2.777859,3.290959,3.863388,57,70,75,0.320899,12.222692,6.141017,9.603885,466,129,236,0.639976666666667,0.805437678991368
"MCM3",3.702723,3.389953,6.402171,128,134,146,51.7038803333333,19.449779,10.142205,16.437353,868,401,508,31.131946,1.64023306690897
"MCM3AP",66.736293,73.720454,42.33836,1187,1245,953,6.642487,71.317158,106.878585,76.507814,1870,1199,1219,7.05417333333333,0.948885339774162
"MCM3AP.AS1",7.001224,5.695751,7.561681,192,187,147,8.46903333333333,5.755911,8.213762,6.863855,234,231,196,10.2211233333333,0.843857878756643
"MCM4",150.507632,137.84521,150.051113,496,584,414,0.0724423333333333,149.085371,124.093821,215.984321,949,569,799,0.080865,0.992207475802559
"MCM5",1.684328,2.691153,4.272877,14,27,42,0.0197473333333333,24.111837,5.406268,15.75136,415,91,183,0.327158666666667,0.768368815986835
"MCM6",5.78462,7.034483,10.776614,185,219,175,0.126925666666667,16.766926,11.465153,17.50877,637,292,410,0.081845,1.04167017148174
"MCM7",10.034227,12.2405,17.162138,182,231,263,23.0021413333333,32.234046,17.426098,30.091934,1038,426,633,16.6584393333333,1.35924477131029
"MCM8",1.227273,0.76608,0.866007,118,84,59,26.876062,3.068884,1.35652,1.43405,313,130,132,22.235933,1.19969626354147
"MCM8.AS1",0.102835,0,0,1,0,0,17.0671153333333,0.137718,0.18064,0.100463,2,2,1,15.0148236666667,1.12814950132347
"MCM9",2.996377,3.010065,2.762998,82,87,75,1.003005,5.014516,4.16789,4.993837,187,139,132,5.748836,0.296792661727148
"MCMBP",8.327621,7.662026,8.287515,340,322,248,2.55233066666667,11.34143,7.747312,9.844577,624,320,384,2.51095066666667,1.01178598161258
"MCMDC2",0.61848,0.553491,0.589059,34,41,29,13.6939376666667,0.410222,0.487395,0.641839,34,35,37,3.84467533333333,3.03300771582492
"MCOLN1",13.550448,19.357842,16.566343,211,248,159,126.984513333333,11.864446,20.495683,22.798048,222,263,246,92.30828,1.37163082776077
"MCOLN2",0.420396,0.193955,0.183127,9,3,4,0.920342333333333,0.305025,0.090547,0.118888,11,2,5,0.617956333333333,1.18689379544442
"MCOLN3",0.791927,0.179249,0.235792,26,7,6,13.4870963333333,0.75811,0.401288,0.148989,37,15,5,11.9034083333333,1.12273408382411
"MCPH1",7.977528,9.834813,8.996765,244,258,182,0,5.883414,5.786005,8.912293,268,205,263,0,1
"MCRIP1",90.631195,111.772352,123.390831,789,1102,732,181.023776,81.224958,74.920161,99.312002,1030,718,830,144.25653,1.25311940192981
"MCRIP2",11.814236,17.213756,13.518062,114,177,85,0.429256,10.896291,13.905556,19.879877,184,143,178,0.346575333333333,1.0614006989583
"MCRS1",35.569864,34.310438,44.439924,448,464,405,0.027107,30.650586,32.903685,43.80008,597,525,520,0,1.027107
"MCTP1",5.183934,4.895021,5.78127,115,178,122,0,11.315308,3.875078,5.845492,400,109,100,0.0449233333333333,0.957008010157045
"MCTP2",0.162598,0.085845,0.481844,14,10,6,14.182018,0.982315,0.494713,0.639715,55,20,21,14.893908,0.955209882931246
"MCTS1",46.546649,44.4396,40.202933,959,938,729,0,44.761442,58.13448,73.366287,985,1000,1019,0.0100426666666667,0.990057185703046
"MCU",25.626381,25.042535,30.589267,314,323,290,18.64592,30.389756,25.521903,33.358289,527,330,331,15.158209,1.21584762271611
"MCUB",4.422544,9.712785,4.692365,87,140,50,0,8.897481,7.480967,7.300974,196,116,143,0,1
"MCUR1",21.066001,28.286146,25.575037,676,901,605,45.7351083333333,21.476205,22.24129,25.825137,781,679,700,34.7527403333333,1.30717555906507
"MDC1",53.160608,18.964475,37.00845,527,550,479,2.83663,13.752501,28.353514,42.256303,971,579,629,15.34459,0.234733939487011
"MDC1.AS1",0,0,0.200212,0,0,1,5.173456,0.100489,0,0,1,0,0,2.728225,1.65587001857452
"MDFI",0.293396,3.167205,2.042362,2,10,17,0.051264,55.531451,14.004954,19.206663,710,122,129,2.782561,0.277923872212504
"MDFIC",0.242512,0.683464,1.259415,13,21,25,1.59278233333333,3.37687,1.208946,1.790952,211,49,58,3.023555,0.644400867723526
"MDFIC2",0,0,0,0,0,0,0.563188666666667,0,0,0,0,0,0,0.317094333333333,1.18684639900508
"MDGA1",54.648756,33.081869,78.546488,1352,1441,1300,5.529446,18.384311,12.49606,30.641544,834,317,346,7.357748,0.781244660643034
"MDGA2",4.446741,3.957729,4.99611,296,282,159,0.0505733333333333,4.233755,3.339886,2.054868,392,173,126,0,1.05057333333333
"MDH1",277.002545,326.593677,305.074634,2969,3609,2094,0.372772333333333,278.471402,277.624035,373.99477,3895,3194,3462,0.585877333333333,0.865623276453496
"MDH1B",1.157381,0.744919,1.213363,26,22,19,1.02964066666667,0.759828,1.100096,2.658234,24,25,27,0.751396,1.15887021933741
"MDH2",112.736228,131.67098,132.742915,1417,1777,1186,1.070104,121.973644,134.732125,148.836238,1927,1687,1719,0.399125666666667,1.47956974081671
"MDK",94.763809,88.883916,86.516114,722,738,432,96.518179,70.598521,78.97158,95.252942,767,594,685,82.0612953333333,1.17405078512982
"MDM1",3.385415,3.365085,5.965339,64,61,53,29.925098,8.242412,5.960161,9.040546,135,66,84,34.689176,0.866511964299764
"MDM2",57.031825,91.183641,55.461006,727,1160,629,5.70185066666667,90.109484,85.993393,72.763731,1100,1035,1153,7.373219,0.80039118368535
"MDM4",9.67746,6.989436,12.767599,600,691,557,0,21.252689,10.094798,11.528493,1504,660,782,0,1
"MDN1",16.448287,18.246838,21.289774,1070,1113,736,6.051943,10.596244,11.537596,16.909768,1255,954,724,5.35362633333333,1.10990836256817
"MDP1",15.982298,18.950991,19.870337,65,86,56,0,12.690656,7.552121,19.150865,83,43,82,0,1
"MDS2",0.099446,0.167319,0.129864,2,4,2,0.00908366666666667,0.03243,0.086504,0.099162,1,2,2,0.0146113333333333,0.994551936800759
"ME1",15.549156,15.097419,13.530776,660,686,410,1.13603766666667,8.485245,9.872503,11.262236,490,439,452,0.188312666666667,1.79753841441282
"ME2",21.834621,21.100256,20.810149,787,825,577,0,25.009493,28.478774,29.170773,1159,990,1048,0,1
"ME3",16.725205,14.896816,15.139993,328,352,252,15.4158183333333,17.863529,13.16504,16.481286,522,306,324,13.4550316666667,1.13564734494413
"MEA1",25.712226,29.457189,24.52064,289,362,202,11.7716996666667,36.589361,29.964294,34.149291,564,371,352,14.106343,0.845452778787471
"MEAF6",68.666265,85.435058,76.760891,1273,1533,1088,0.856642333333333,41.372454,52.713428,56.925015,955,933,975,0.357993666666667,1.36719513419429
"MEAK7",15.235815,15.639271,11.509846,408,472,331,2.55553433333333,14.504211,14.44109,14.350074,581,420,435,3.56382133333333,0.779069572107117
"MECOM",0.468059,0.268672,0.338256,17,10,6,1.33119566666667,0.016267,0.218319,0.643379,1,3,3,1.235244,1.04292670807602
"MECOM.AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0.08768,0.919388055310385
"MECP2",31.50897,76.304203,59.649566,1511,1583,1246,0.0111596666666667,61.280868,76.29646,23.909448,1479,1385,1193,0.045967,0.966722340825921
"MECR",22.1922,17.98434,21.034271,158,190,146,0,31.279508,25.596699,23.566975,333,207,204,0,1
"MED1",9.000931,9.026142,9.351578,869,1055,713,0,7.656499,8.002004,8.812783,1136,923,834,0,1
"MED10",27.073083,31.505672,32.852313,304,388,263,2.108346,19.539747,18.279342,26.538207,284,216,281,3.80172866666667,0.647338951402641
"MED11",3.230017,3.872763,4.936568,22,32,24,0.328974333333333,8.640048,4.838852,9.325257,97,40,66,0.173949666666667,1.13205392962617
"MED12",20.324177,13.216094,24.780005,389,364,294,183.080314666667,43.740106,37.567369,28.958437,1027,602,539,148.873601666667,1.22823707857558
"MED12L",2.134955,2.790657,1.654556,117,159,105,3.060092,1.53514,5.278111,1.423755,171,179,153,1.65808933333333,1.52744753499632
